Orthogroup	Prah	Syaq
OG0000554	Prah.g_01500	Syaq.g_01839
OG0000555	Prah.g_01480	Syaq.g_01857
OG0000556	Prah.g_01474	Syaq.g_01925
OG0000557	Prah.g_01473	Syaq.g_01927
OG0000558	Prah.g_01470	Syaq.g_01929
OG0000559	Prah.g_01466	Syaq.g_01933
OG0000560	Prah.g_01463	Syaq.g_01936
OG0000561	Prah.g_01462	Syaq.g_01937
OG0000562	Prah.g_01461	Syaq.g_01938
OG0000563	Prah.g_01460	Syaq.g_01939
OG0000564	Prah.g_01459	Syaq.g_01940
OG0000565	Prah.g_01457	Syaq.g_01943
OG0000566	Prah.g_01452	Syaq.g_01947
OG0000567	Prah.g_01448	Syaq.g_01951
OG0000568	Prah.g_01446	Syaq.g_01954
OG0000569	Prah.g_01445	Syaq.g_01955
OG0000570	Prah.g_01444	Syaq.g_01956
OG0000571	Prah.g_01441	Syaq.g_01960
OG0000572	Prah.g_01425	Syaq.g_01977
OG0000573	Prah.g_01416	Syaq.g_01985
OG0000574	Prah.g_01415	Syaq.g_01986
OG0000575	Prah.g_01406	Syaq.g_01991
OG0000576	Prah.g_01404	Syaq.g_01993
OG0000577	Prah.g_01403	Syaq.g_01994
OG0000578	Prah.g_01402	Syaq.g_01995
OG0000579	Prah.g_01401	Syaq.g_01996
OG0000580	Prah.g_01400	Syaq.g_01997
OG0000581	Prah.g_01396	Syaq.g_02003
OG0000582	Prah.g_01392	Syaq.g_02012
OG0000583	Prah.g_01391	Syaq.g_02013
OG0000584	Prah.g_01390	Syaq.g_02014
OG0000585	Prah.g_01388	Syaq.g_02017
OG0000586	Prah.g_01387	Syaq.g_02018
OG0000587	Prah.g_01385	Syaq.g_02020
OG0000588	Prah.g_00529	Syaq.g_02043
OG0000589	Prah.g_00526	Syaq.g_02057
OG0000590	Prah.g_00525	Syaq.g_02058
OG0000591	Prah.g_00518	Syaq.g_02066
OG0000592	Prah.g_00517	Syaq.g_02067
OG0000593	Prah.g_00505	Syaq.g_02078
OG0000594	Prah.g_00504	Syaq.g_02079
OG0000595	Prah.g_00503	Syaq.g_02080
OG0000596	Prah.g_00498	Syaq.g_02085
OG0000597	Prah.g_00495	Syaq.g_02088
OG0000598	Prah.g_00494	Syaq.g_02089
OG0000599	Prah.g_00485	Syaq.g_02096
OG0000600	Prah.g_00484	Syaq.g_02097
OG0000601	Prah.g_00483	Syaq.g_02098
OG0000602	Prah.g_00478	Syaq.g_02104
OG0000603	Prah.g_00477	Syaq.g_02105
OG0000604	Prah.g_00476	Syaq.g_02107
OG0000605	Prah.g_00474	Syaq.g_02151
OG0000606	Prah.g_00466	Syaq.g_02231
OG0000607	Prah.g_00463	Syaq.g_02234
OG0000608	Prah.g_00462	Syaq.g_02235
OG0000609	Prah.g_00460	Syaq.g_02237
OG0000610	Prah.g_00452	Syaq.g_02244
OG0000611	Prah.g_00449	Syaq.g_02247
OG0000612	Prah.g_00448	Syaq.g_02248
OG0000613	Prah.g_02193	Syaq.g_00885
OG0000614	Prah.g_00985	Syaq.g_02588
OG0000615	Prah.g_00706	Syaq.g_02302
OG0000616	Prah.g_02588	Syaq.g_01168
OG0000617	Prah.g_00881	Syaq.g_00031
OG0000618	Prah.g_00880	Syaq.g_00032
OG0000619	Prah.g_00879	Syaq.g_00033
OG0000620	Prah.g_00875	Syaq.g_00038
OG0000621	Prah.g_00874	Syaq.g_00039
OG0000622	Prah.g_00873	Syaq.g_00040
OG0000623	Prah.g_00872	Syaq.g_00041
OG0000624	Prah.g_00871	Syaq.g_00042
OG0000625	Prah.g_00870	Syaq.g_00043
OG0000626	Prah.g_00869	Syaq.g_00044
OG0000627	Prah.g_00746	Syaq.g_02425
OG0000628	Prah.g_00747	Syaq.g_02426
OG0000629	Prah.g_00750	Syaq.g_02429
OG0000630	Prah.g_00754	Syaq.g_02433
OG0000631	Prah.g_00758	Syaq.g_02441
OG0000632	Prah.g_00759	Syaq.g_02442
OG0000633	Prah.g_00760	Syaq.g_02444
OG0000634	Prah.g_00671	Syaq.g_02336
OG0000635	Prah.g_00670	Syaq.g_02337
OG0000636	Prah.g_00668	Syaq.g_02339
OG0000637	Prah.g_00666	Syaq.g_02341
OG0000638	Prah.g_00665	Syaq.g_02342
OG0000639	Prah.g_00664	Syaq.g_02343
OG0000640	Prah.g_00663	Syaq.g_02344
OG0000641	Prah.g_00659	Syaq.g_02348
OG0000642	Prah.g_00658	Syaq.g_02349
OG0000643	Prah.g_00657	Syaq.g_02350
OG0000644	Prah.g_00656	Syaq.g_02351
OG0000645	Prah.g_00655	Syaq.g_02353
OG0000646	Prah.g_00652	Syaq.g_02356
OG0000647	Prah.g_00650	Syaq.g_02358
OG0000648	Prah.g_00648	Syaq.g_02360
OG0000649	Prah.g_00647	Syaq.g_02361
OG0000650	Prah.g_00646	Syaq.g_02362
OG0000651	Prah.g_00645	Syaq.g_02363
OG0000652	Prah.g_00644	Syaq.g_02364
OG0000653	Prah.g_00640	Syaq.g_02367
OG0000654	Prah.g_00639	Syaq.g_02368
OG0000655	Prah.g_00638	Syaq.g_02369
OG0000656	Prah.g_00635	Syaq.g_02372
OG0000657	Prah.g_00603	Syaq.g_02382
OG0000658	Prah.g_00601	Syaq.g_02385
OG0000659	Prah.g_00600	Syaq.g_02386
OG0000660	Prah.g_00596	Syaq.g_02390
OG0000661	Prah.g_00594	Syaq.g_02392
OG0000662	Prah.g_00592	Syaq.g_02394
OG0000663	Prah.g_00589	Syaq.g_02397
OG0000664	Prah.g_00588	Syaq.g_02400
OG0000665	Prah.g_00574	Syaq.g_02124
OG0000666	Prah.g_00572	Syaq.g_02117
OG0000667	Prah.g_00564	Syaq.g_02222
OG0000668	Prah.g_00850	Syaq.g_00068
OG0000669	Prah.g_00558	Syaq.g_02260
OG0000670	Prah.g_01212	Syaq.g_00079
OG0000671	Prah.g_00738	Syaq.g_02264
OG0000672	Prah.g_00735	Syaq.g_02267
OG0000673	Prah.g_00732	Syaq.g_02270
OG0000674	Prah.g_00730	Syaq.g_02272
OG0000675	Prah.g_00729	Syaq.g_02273
OG0000676	Prah.g_00726	Syaq.g_02275
OG0000677	Prah.g_00724	Syaq.g_02276
OG0000678	Prah.g_00721	Syaq.g_02282
OG0000679	Prah.g_00702	Syaq.g_02305
OG0000680	Prah.g_00701	Syaq.g_02306
OG0000681	Prah.g_00699	Syaq.g_02309
OG0000682	Prah.g_00698	Syaq.g_02310
OG0000683	Prah.g_00697	Syaq.g_02311
OG0000684	Prah.g_00683	Syaq.g_02315
OG0000685	Prah.g_00685	Syaq.g_02317
OG0000686	Prah.g_00686	Syaq.g_02318
OG0000687	Prah.g_00687	Syaq.g_02319
OG0000688	Prah.g_00681	Syaq.g_02325
OG0000689	Prah.g_00680	Syaq.g_02327
OG0000690	Prah.g_00679	Syaq.g_02328
OG0000691	Prah.g_00678	Syaq.g_02329
OG0000692	Prah.g_00677	Syaq.g_02330
OG0000693	Prah.g_00675	Syaq.g_02332
OG0000694	Prah.g_00674	Syaq.g_02333
OG0000695	Prah.g_00762	Syaq.g_02446
OG0000696	Prah.g_00763	Syaq.g_02447
OG0000697	Prah.g_00765	Syaq.g_02448
OG0000698	Prah.g_00768	Syaq.g_02451
OG0000699	Prah.g_00770	Syaq.g_02452
OG0000700	Prah.g_00771	Syaq.g_02453
OG0000701	Prah.g_00772	Syaq.g_02454
OG0000702	Prah.g_00780	Syaq.g_02467
OG0000703	Prah.g_00781	Syaq.g_02468
OG0000704	Prah.g_00783	Syaq.g_02470
OG0000705	Prah.g_00789	Syaq.g_02477
OG0000706	Prah.g_00790	Syaq.g_02478
OG0000707	Prah.g_00791	Syaq.g_02479
OG0000708	Prah.g_00793	Syaq.g_02482
OG0000709	Prah.g_00800	Syaq.g_02490
OG0000710	Prah.g_00805	Syaq.g_02494
OG0000711	Prah.g_00828	Syaq.g_02521
OG0000712	Prah.g_00829	Syaq.g_02523
OG0000713	Prah.g_00830	Syaq.g_02524
OG0000714	Prah.g_00833	Syaq.g_02527
OG0000715	Prah.g_00835	Syaq.g_02529
OG0000716	Prah.g_00839	Syaq.g_02533
OG0000717	Prah.g_00840	Syaq.g_02534
OG0000718	Prah.g_00846	Syaq.g_00072
OG0000719	Prah.g_00848	Syaq.g_00070
OG0000720	Prah.g_00861	Syaq.g_00057
OG0000721	Prah.g_00862	Syaq.g_00055
OG0000722	Prah.g_00863	Syaq.g_00054
OG0000723	Prah.g_00867	Syaq.g_00046
OG0000724	Prah.g_00910	Syaq.g_02685
OG0000725	Prah.g_00919	Syaq.g_02676
OG0000726	Prah.g_00920	Syaq.g_02675
OG0000727	Prah.g_00921	Syaq.g_02674
OG0000728	Prah.g_00922	Syaq.g_02672
OG0000729	Prah.g_00133	Syaq.g_01046
OG0000730	Prah.g_01942	Syaq.g_00561
OG0000731	Prah.g_01932	Syaq.g_00550
OG0000732	Prah.g_00054	Syaq.g_01098
OG0000733	Prah.g_02532	Syaq.g_01232
OG0000734	Prah.g_01905	Syaq.g_01479
OG0000735	Prah.g_01340	Syaq.g_00266
OG0000736	Prah.g_01339	Syaq.g_00265
OG0000737	Prah.g_01338	Syaq.g_00264
OG0000738	Prah.g_01331	Syaq.g_00258
OG0000739	Prah.g_01329	Syaq.g_00257
OG0000740	Prah.g_01328	Syaq.g_00256
OG0000741	Prah.g_01325	Syaq.g_00253
OG0000742	Prah.g_01323	Syaq.g_00250
OG0000743	Prah.g_01321	Syaq.g_00248
OG0000744	Prah.g_01320	Syaq.g_00247
OG0000745	Prah.g_01318	Syaq.g_00245
OG0000746	Prah.g_01316	Syaq.g_00242
OG0000747	Prah.g_01315	Syaq.g_00241
OG0000748	Prah.g_01304	Syaq.g_00227
OG0000749	Prah.g_01303	Syaq.g_00226
OG0000750	Prah.g_01302	Syaq.g_00225
OG0000751	Prah.g_01297	Syaq.g_00219
OG0000752	Prah.g_01295	Syaq.g_00217
OG0000753	Prah.g_01292	Syaq.g_00214
OG0000754	Prah.g_01262	Syaq.g_00209
OG0000755	Prah.g_01255	Syaq.g_00198
OG0000756	Prah.g_01254	Syaq.g_00197
OG0000757	Prah.g_01247	Syaq.g_00190
OG0000758	Prah.g_01246	Syaq.g_00189
OG0000759	Prah.g_01245	Syaq.g_00188
OG0000760	Prah.g_01244	Syaq.g_00187
OG0000761	Prah.g_01243	Syaq.g_00186
OG0000762	Prah.g_01263	Syaq.g_00183
OG0000763	Prah.g_01265	Syaq.g_00181
OG0000764	Prah.g_01266	Syaq.g_00180
OG0000765	Prah.g_01282	Syaq.g_00157
OG0000766	Prah.g_01283	Syaq.g_00156
OG0000767	Prah.g_01285	Syaq.g_00154
OG0000768	Prah.g_01286	Syaq.g_00153
OG0000769	Prah.g_01290	Syaq.g_00151
OG0000770	Prah.g_01239	Syaq.g_00148
OG0000771	Prah.g_00905	Syaq.g_02691
OG0000772	Prah.g_01610	Syaq.g_01887
OG0000773	Prah.g_01351	Syaq.g_00283
OG0000774	Prah.g_01355	Syaq.g_00288
OG0000775	Prah.g_01357	Syaq.g_00290
OG0000776	Prah.g_01358	Syaq.g_00291
OG0000777	Prah.g_01359	Syaq.g_00292
OG0000778	Prah.g_01360	Syaq.g_00293
OG0000779	Prah.g_01365	Syaq.g_00299
OG0000780	Prah.g_01368	Syaq.g_00304
OG0000781	Prah.g_01372	Syaq.g_00308
OG0000782	Prah.g_01373	Syaq.g_00309
OG0000783	Prah.g_01374	Syaq.g_00310
OG0000784	Prah.g_01375	Syaq.g_00311
OG0000785	Prah.g_01377	Syaq.g_00313
OG0000786	Prah.g_01380	Syaq.g_00328
OG0000787	Prah.g_01381	Syaq.g_00329
OG0000788	Prah.g_00224	Syaq.g_02099
OG0000789	Prah.g_01183	Syaq.g_02123
OG0000790	Prah.g_01580	Syaq.g_01758
OG0000791	Prah.g_01582	Syaq.g_01756
OG0000792	Prah.g_01583	Syaq.g_01755
OG0000793	Prah.g_01587	Syaq.g_01750
OG0000794	Prah.g_01588	Syaq.g_01749
OG0000795	Prah.g_01589	Syaq.g_01748
OG0000796	Prah.g_01593	Syaq.g_01744
OG0000797	Prah.g_01594	Syaq.g_01743
OG0000798	Prah.g_02131	Syaq.g_00760
OG0000799	Prah.g_00435	Syaq.g_00341
OG0000800	Prah.g_00434	Syaq.g_00342
OG0000801	Prah.g_00433	Syaq.g_00343
OG0000802	Prah.g_00427	Syaq.g_00350
OG0000803	Prah.g_00423	Syaq.g_00353
OG0000804	Prah.g_00421	Syaq.g_00358
OG0000805	Prah.g_00419	Syaq.g_00360
OG0000806	Prah.g_00417	Syaq.g_00362
OG0000807	Prah.g_00415	Syaq.g_00364
OG0000808	Prah.g_00414	Syaq.g_00365
OG0000809	Prah.g_00410	Syaq.g_00369
OG0000810	Prah.g_00409	Syaq.g_00370
OG0000811	Prah.g_00403	Syaq.g_00378
OG0000812	Prah.g_00401	Syaq.g_00380
OG0000813	Prah.g_00400	Syaq.g_00381
OG0000814	Prah.g_00398	Syaq.g_00383
OG0000815	Prah.g_00397	Syaq.g_00384
OG0000816	Prah.g_00395	Syaq.g_00386
OG0000817	Prah.g_00394	Syaq.g_00387
OG0000818	Prah.g_00386	Syaq.g_00392
OG0000819	Prah.g_00385	Syaq.g_00393
OG0000820	Prah.g_00384	Syaq.g_00394
OG0000821	Prah.g_00379	Syaq.g_00400
OG0000822	Prah.g_00376	Syaq.g_00402
OG0000823	Prah.g_00374	Syaq.g_00403
OG0000824	Prah.g_00370	Syaq.g_00409
OG0000825	Prah.g_00369	Syaq.g_00410
OG0000826	Prah.g_00368	Syaq.g_00411
OG0000827	Prah.g_00367	Syaq.g_00412
OG0000828	Prah.g_00364	Syaq.g_00415
OG0000829	Prah.g_00363	Syaq.g_00416
OG0000830	Prah.g_00362	Syaq.g_00417
OG0000831	Prah.g_00360	Syaq.g_00419
OG0000832	Prah.g_01615	Syaq.g_01737
OG0000833	Prah.g_01623	Syaq.g_01725
OG0000834	Prah.g_01624	Syaq.g_01724
OG0000835	Prah.g_01625	Syaq.g_01723
OG0000836	Prah.g_01627	Syaq.g_01720
OG0000837	Prah.g_01628	Syaq.g_01719
OG0000838	Prah.g_01632	Syaq.g_01715
OG0000839	Prah.g_01633	Syaq.g_01714
OG0000840	Prah.g_01634	Syaq.g_01713
OG0000841	Prah.g_01635	Syaq.g_01712
OG0000842	Prah.g_01636	Syaq.g_01711
OG0000843	Prah.g_01637	Syaq.g_01710
OG0000844	Prah.g_01639	Syaq.g_01708
OG0000845	Prah.g_01640	Syaq.g_01707
OG0000846	Prah.g_01641	Syaq.g_01706
OG0000847	Prah.g_01642	Syaq.g_01705
OG0000848	Prah.g_01643	Syaq.g_01703
OG0000849	Prah.g_01644	Syaq.g_01702
OG0000850	Prah.g_01645	Syaq.g_01699
OG0000851	Prah.g_01648	Syaq.g_01696
OG0000852	Prah.g_01649	Syaq.g_01695
OG0000853	Prah.g_01653	Syaq.g_01691
OG0000854	Prah.g_01655	Syaq.g_01689
OG0000855	Prah.g_01656	Syaq.g_01688
OG0000856	Prah.g_00515	Syaq.g_02069
OG0000857	Prah.g_00651	Syaq.g_02357
OG0000858	Prah.g_01667	Syaq.g_01682
OG0000859	Prah.g_01668	Syaq.g_01681
OG0000860	Prah.g_01678	Syaq.g_01671
OG0000861	Prah.g_01679	Syaq.g_01670
OG0000862	Prah.g_01681	Syaq.g_01668
OG0000863	Prah.g_01685	Syaq.g_01665
OG0000864	Prah.g_01687	Syaq.g_01664
OG0000865	Prah.g_01688	Syaq.g_01663
OG0000866	Prah.g_01689	Syaq.g_01662
OG0000867	Prah.g_01690	Syaq.g_01661
OG0000868	Prah.g_01692	Syaq.g_01659
OG0000869	Prah.g_01695	Syaq.g_01656
OG0000870	Prah.g_01700	Syaq.g_01651
OG0000871	Prah.g_01701	Syaq.g_01650
OG0000872	Prah.g_01703	Syaq.g_01644
OG0000873	Prah.g_01707	Syaq.g_01641
OG0000874	Prah.g_01711	Syaq.g_01637
OG0000875	Prah.g_01713	Syaq.g_01633
OG0000876	Prah.g_01714	Syaq.g_01631
OG0000877	Prah.g_01717	Syaq.g_01628
OG0000878	Prah.g_01718	Syaq.g_01627
OG0000879	Prah.g_01719	Syaq.g_01626
OG0000880	Prah.g_01720	Syaq.g_01625
OG0000881	Prah.g_01728	Syaq.g_01621
OG0000882	Prah.g_01733	Syaq.g_01616
OG0000883	Prah.g_01736	Syaq.g_01613
OG0000884	Prah.g_01738	Syaq.g_01611
OG0000885	Prah.g_01739	Syaq.g_01610
OG0000886	Prah.g_01740	Syaq.g_01609
OG0000887	Prah.g_01741	Syaq.g_01608
OG0000888	Prah.g_01743	Syaq.g_01606
OG0000889	Prah.g_01745	Syaq.g_01604
OG0000890	Prah.g_01759	Syaq.g_01597
OG0000891	Prah.g_01760	Syaq.g_01596
OG0000892	Prah.g_01762	Syaq.g_01594
OG0000893	Prah.g_02073	Syaq.g_00695
OG0000894	Prah.g_02070	Syaq.g_00692
OG0000895	Prah.g_02066	Syaq.g_00688
OG0000896	Prah.g_02065	Syaq.g_00687
OG0000897	Prah.g_02063	Syaq.g_00685
OG0000898	Prah.g_02062	Syaq.g_00684
OG0000899	Prah.g_02061	Syaq.g_00683
OG0000900	Prah.g_02060	Syaq.g_00682
OG0000901	Prah.g_02056	Syaq.g_00677
OG0000902	Prah.g_02054	Syaq.g_00671
OG0000903	Prah.g_02041	Syaq.g_00655
OG0000904	Prah.g_02046	Syaq.g_00660
OG0000905	Prah.g_02048	Syaq.g_00666
OG0000906	Prah.g_02050	Syaq.g_00669
OG0000907	Prah.g_02039	Syaq.g_00653
OG0000908	Prah.g_02036	Syaq.g_00650
OG0000909	Prah.g_02035	Syaq.g_00649
OG0000910	Prah.g_02034	Syaq.g_00648
OG0000911	Prah.g_02032	Syaq.g_00646
OG0000912	Prah.g_02031	Syaq.g_00645
OG0000913	Prah.g_02030	Syaq.g_00644
OG0000914	Prah.g_02029	Syaq.g_00643
OG0000915	Prah.g_02028	Syaq.g_00641
OG0000916	Prah.g_02027	Syaq.g_00640
OG0000917	Prah.g_02026	Syaq.g_00639
OG0000918	Prah.g_02025	Syaq.g_00638
OG0000919	Prah.g_02024	Syaq.g_00637
OG0000920	Prah.g_02023	Syaq.g_00636
OG0000921	Prah.g_02022	Syaq.g_00635
OG0000922	Prah.g_02021	Syaq.g_00634
OG0000923	Prah.g_02017	Syaq.g_00630
OG0000924	Prah.g_02016	Syaq.g_00629
OG0000925	Prah.g_02015	Syaq.g_00628
OG0000926	Prah.g_02014	Syaq.g_00627
OG0000927	Prah.g_02012	Syaq.g_00625
OG0000928	Prah.g_02011	Syaq.g_00624
OG0000929	Prah.g_02010	Syaq.g_00623
OG0000930	Prah.g_02009	Syaq.g_00622
OG0000931	Prah.g_02008	Syaq.g_00621
OG0000932	Prah.g_02007	Syaq.g_00620
OG0000933	Prah.g_02002	Syaq.g_00614
OG0000934	Prah.g_02000	Syaq.g_00612
OG0000935	Prah.g_01999	Syaq.g_00611
OG0000936	Prah.g_01998	Syaq.g_00610
OG0000937	Prah.g_01997	Syaq.g_00609
OG0000938	Prah.g_01994	Syaq.g_00606
OG0000939	Prah.g_01993	Syaq.g_00604
OG0000940	Prah.g_01985	Syaq.g_00597
OG0000941	Prah.g_01983	Syaq.g_00595
OG0000942	Prah.g_01981	Syaq.g_00593
OG0000943	Prah.g_01980	Syaq.g_00592
OG0000944	Prah.g_01978	Syaq.g_00590
OG0000945	Prah.g_01977	Syaq.g_00588
OG0000946	Prah.g_01966	Syaq.g_00580
OG0000947	Prah.g_01963	Syaq.g_00577
OG0000948	Prah.g_01962	Syaq.g_00576
OG0000949	Prah.g_01958	Syaq.g_00971
OG0000950	Prah.g_02231	Syaq.g_00984
OG0000951	Prah.g_02236	Syaq.g_00991
OG0000952	Prah.g_02241	Syaq.g_01002
OG0000953	Prah.g_02245	Syaq.g_01006
OG0000954	Prah.g_00167	Syaq.g_01012
OG0000955	Prah.g_00166	Syaq.g_01013
OG0000956	Prah.g_00164	Syaq.g_01015
OG0000957	Prah.g_00152	Syaq.g_01026
OG0000958	Prah.g_00151	Syaq.g_01027
OG0000959	Prah.g_00146	Syaq.g_01031
OG0000960	Prah.g_00145	Syaq.g_01032
OG0000961	Prah.g_00136	Syaq.g_01043
OG0000962	Prah.g_00134	Syaq.g_01045
OG0000963	Prah.g_00129	Syaq.g_01049
OG0000964	Prah.g_00128	Syaq.g_01050
OG0000965	Prah.g_00127	Syaq.g_01051
OG0000966	Prah.g_00086	Syaq.g_01060
OG0000967	Prah.g_00079	Syaq.g_01067
OG0000968	Prah.g_00076	Syaq.g_01071
OG0000969	Prah.g_00074	Syaq.g_01078
OG0000970	Prah.g_00073	Syaq.g_01079
OG0000971	Prah.g_00071	Syaq.g_01081
OG0000972	Prah.g_00070	Syaq.g_01082
OG0000973	Prah.g_00068	Syaq.g_01083
OG0000974	Prah.g_00067	Syaq.g_01084
OG0000975	Prah.g_00066	Syaq.g_01085
OG0000976	Prah.g_00065	Syaq.g_01086
OG0000977	Prah.g_00063	Syaq.g_01088
OG0000978	Prah.g_00062	Syaq.g_01091
OG0000979	Prah.g_00059	Syaq.g_01094
OG0000980	Prah.g_00055	Syaq.g_01097
OG0000981	Prah.g_00052	Syaq.g_01100
OG0000982	Prah.g_02491	Syaq.g_01263
OG0000983	Prah.g_02492	Syaq.g_01262
OG0000984	Prah.g_02493	Syaq.g_01261
OG0000985	Prah.g_02497	Syaq.g_01257
OG0000986	Prah.g_02499	Syaq.g_01253
OG0000987	Prah.g_02501	Syaq.g_01251
OG0000988	Prah.g_02505	Syaq.g_01245
OG0000989	Prah.g_02513	Syaq.g_01239
OG0000990	Prah.g_02536	Syaq.g_01229
OG0000991	Prah.g_02540	Syaq.g_01225
OG0000992	Prah.g_02543	Syaq.g_01222
OG0000993	Prah.g_02544	Syaq.g_01221
OG0000994	Prah.g_02547	Syaq.g_01218
OG0000995	Prah.g_02552	Syaq.g_01212
OG0000996	Prah.g_02565	Syaq.g_01193
OG0000997	Prah.g_02574	Syaq.g_01184
OG0000998	Prah.g_02576	Syaq.g_01182
OG0000999	Prah.g_02577	Syaq.g_01181
OG0001000	Prah.g_02580	Syaq.g_01177
OG0001001	Prah.g_02584	Syaq.g_01172
OG0001002	Prah.g_02591	Syaq.g_01165
OG0001003	Prah.g_02593	Syaq.g_01163
OG0001004	Prah.g_02594	Syaq.g_01162
OG0001005	Prah.g_02596	Syaq.g_01161
OG0001006	Prah.g_02602	Syaq.g_01152
OG0001007	Prah.g_02604	Syaq.g_01150
OG0001008	Prah.g_00231	Syaq.g_00500
OG0001009	Prah.g_00033	Syaq.g_01118
OG0001010	Prah.g_00034	Syaq.g_01117
OG0001011	Prah.g_00036	Syaq.g_01115
OG0001012	Prah.g_02488	Syaq.g_01267
OG0001013	Prah.g_02466	Syaq.g_01289
OG0001014	Prah.g_02454	Syaq.g_01295
OG0001015	Prah.g_02453	Syaq.g_01296
OG0001016	Prah.g_01843	Syaq.g_01554
OG0001017	Prah.g_01849	Syaq.g_01548
OG0001018	Prah.g_01851	Syaq.g_01546
OG0001019	Prah.g_01867	Syaq.g_01524
OG0001020	Prah.g_01873	Syaq.g_01510
OG0001021	Prah.g_01877	Syaq.g_01506
OG0001022	Prah.g_01882	Syaq.g_01501
OG0001023	Prah.g_01883	Syaq.g_01500
OG0001024	Prah.g_01887	Syaq.g_01496
OG0001025	Prah.g_01894	Syaq.g_01490
OG0001026	Prah.g_01908	Syaq.g_01477
OG0001027	Prah.g_00195	Syaq.g_01474
OG0001028	Prah.g_00193	Syaq.g_01472
OG0001029	Prah.g_00191	Syaq.g_01470
OG0001030	Prah.g_02257	Syaq.g_01450
OG0001031	Prah.g_02336	Syaq.g_01378
OG0001032	Prah.g_02339	Syaq.g_01376
OG0001033	Prah.g_02372	Syaq.g_01344
OG0001034	Prah.g_01779	Syaq.g_01579
OG0001035	Prah.g_02099	Syaq.g_00726
OG0001036	Prah.g_02103	Syaq.g_00731
OG0001037	Prah.g_02105	Syaq.g_00733
OG0001038	Prah.g_02132	Syaq.g_00761
OG0001039	Prah.g_02135	Syaq.g_00764
OG0001040	Prah.g_02138	Syaq.g_00767
OG0001041	Prah.g_02143	Syaq.g_00772
OG0001042	Prah.g_02168	Syaq.g_00858
OG0001044	Prah.g_01941	Syaq.g_00560
OG0001045	Prah.g_01929	Syaq.g_00547
OG0001046	Prah.g_01661	Syaq.g_02509
OG0001047	Prah.g_00233	Syaq.g_00498
OG0001048	Prah.g_00234	Syaq.g_00497
OG0001049	Prah.g_00237	Syaq.g_00494
OG0001050	Prah.g_00238	Syaq.g_00493
OG0001051	Prah.g_00239	Syaq.g_00492
OG0001052	Prah.g_00308	Syaq.g_00446
OG0001053	Prah.g_01563	Syaq.g_01775
OG0001054	Prah.g_01545	Syaq.g_01794
OG0001055	Prah.g_01524	Syaq.g_01815
OG0001056	Prah.g_01496	Syaq.g_01843
OG0001057	Prah.g_01482	Syaq.g_00334
OG0001058	Prah.g_01468	Syaq.g_01931
OG0001059	Prah.g_01464	Syaq.g_01935
OG0001060	Prah.g_01458	Syaq.g_01941
OG0001061	Prah.g_01440	Syaq.g_01961
OG0001062	Prah.g_01438	Syaq.g_01963
OG0001063	Prah.g_01434	Syaq.g_01968
OG0001064	Prah.g_01433	Syaq.g_01969
OG0001065	Prah.g_01432	Syaq.g_01970
OG0001066	Prah.g_01431	Syaq.g_01971
OG0001067	Prah.g_01430	Syaq.g_01972
OG0001068	Prah.g_01429	Syaq.g_01973
OG0001069	Prah.g_01428	Syaq.g_01974
OG0001070	Prah.g_01424	Syaq.g_01978
OG0001071	Prah.g_01423	Syaq.g_01979
OG0001072	Prah.g_01418	Syaq.g_01983
OG0001073	Prah.g_01399	Syaq.g_01998
OG0001074	Prah.g_00532	Syaq.g_02132
OG0001075	Prah.g_00531	Syaq.g_02025
OG0001076	Prah.g_00523	Syaq.g_02060
OG0001077	Prah.g_00513	Syaq.g_02071
OG0001078	Prah.g_00500	Syaq.g_02083
OG0001079	Prah.g_00482	Syaq.g_02100
OG0001080	Prah.g_00472	Syaq.g_02161
OG0001081	Prah.g_00465	Syaq.g_02232
OG0001082	Prah.g_00464	Syaq.g_02233
OG0001083	Prah.g_00456	Syaq.g_02240
OG0001084	Prah.g_00455	Syaq.g_02241
OG0001085	Prah.g_00444	Syaq.g_02251
OG0001086	Prah.g_00442	Syaq.g_02253
OG0001087	Prah.g_00968	Syaq.g_02574
OG0001088	Prah.g_00972	Syaq.g_02576
OG0001089	Prah.g_01025	Syaq.g_02604
OG0001090	Prah.g_00886	Syaq.g_00024
OG0001091	Prah.g_00884	Syaq.g_00027
OG0001092	Prah.g_00882	Syaq.g_00029
OG0001093	Prah.g_00878	Syaq.g_00035
OG0001094	Prah.g_00673	Syaq.g_02334
OG0001095	Prah.g_00654	Syaq.g_02354
OG0001096	Prah.g_00637	Syaq.g_02370
OG0001097	Prah.g_00593	Syaq.g_02393
OG0001098	Prah.g_00743	Syaq.g_02415
OG0001099	Prah.g_00192	Syaq.g_01471
OG0001100	Prah.g_00740	Syaq.g_02262
OG0001101	Prah.g_00739	Syaq.g_02263
OG0001102	Prah.g_00736	Syaq.g_02266
OG0001103	Prah.g_00734	Syaq.g_02268
OG0001104	Prah.g_00684	Syaq.g_02316
OG0001105	Prah.g_00689	Syaq.g_02320
OG0001106	Prah.g_00784	Syaq.g_02471
OG0001108	Prah.g_00801	Syaq.g_02491
OG0001109	Prah.g_00803	Syaq.g_02493
OG0001110	Prah.g_00806	Syaq.g_02495
OG0001111	Prah.g_00808	Syaq.g_02497
OG0001112	Prah.g_00810	Syaq.g_02499
OG0001113	Prah.g_00811	Syaq.g_02539
OG0001114	Prah.g_00812	Syaq.g_02500
