Orthogroup	Prah	Praj
OG0000584	Prah.g_01390	Praj.g_00598
OG0000585	Prah.g_01388	Praj.g_00600
OG0000586	Prah.g_01387	Praj.g_00601
OG0000587	Prah.g_01385	Praj.g_00602
OG0000588	Prah.g_00529	Praj.g_00606
OG0000589	Prah.g_00526	Praj.g_00609
OG0000590	Prah.g_00525	Praj.g_00610
OG0000591	Prah.g_00518	Praj.g_00613
OG0000592	Prah.g_00517	Praj.g_00614
OG0000593	Prah.g_00505	Praj.g_00620
OG0000594	Prah.g_00504	Praj.g_00621
OG0000595	Prah.g_00503	Praj.g_00622
OG0000596	Prah.g_00498	Praj.g_00626
OG0000597	Prah.g_00495	Praj.g_00628
OG0000598	Prah.g_00494	Praj.g_00629
OG0000599	Prah.g_00485	Praj.g_00632
OG0000600	Prah.g_00484	Praj.g_00633
OG0000601	Prah.g_00483	Praj.g_00634
OG0000602	Prah.g_00478	Praj.g_00636
OG0000603	Prah.g_00477	Praj.g_00637
OG0000604	Prah.g_00476	Praj.g_00638
OG0000605	Prah.g_00474	Praj.g_00639
OG0000606	Prah.g_00466	Praj.g_00642
OG0000607	Prah.g_00463	Praj.g_00645
OG0000608	Prah.g_00462	Praj.g_00646
OG0000609	Prah.g_00460	Praj.g_00647
OG0000610	Prah.g_00452	Praj.g_00653
OG0000611	Prah.g_00449	Praj.g_00656
OG0000612	Prah.g_00448	Praj.g_00657
OG0000613	Prah.g_02193	Praj.g_00663
OG0000614	Prah.g_00985	Praj.g_00686
OG0000615	Prah.g_00706	Praj.g_00693
OG0000616	Prah.g_02588	Praj.g_02137
OG0000617	Prah.g_00881	Praj.g_00704
OG0000618	Prah.g_00880	Praj.g_00705
OG0000619	Prah.g_00879	Praj.g_00706
OG0000620	Prah.g_00875	Praj.g_00709
OG0000621	Prah.g_00874	Praj.g_00710
OG0000622	Prah.g_00873	Praj.g_00711
OG0000623	Prah.g_00872	Praj.g_00712
OG0000624	Prah.g_00871	Praj.g_00714
OG0000625	Prah.g_00870	Praj.g_00715
OG0000626	Prah.g_00869	Praj.g_00716
OG0000627	Prah.g_00746	Praj.g_00718
OG0000628	Prah.g_00747	Praj.g_00719
OG0000629	Prah.g_00750	Praj.g_00720
OG0000630	Prah.g_00754	Praj.g_00723
OG0000631	Prah.g_00758	Praj.g_00917
OG0000632	Prah.g_00759	Praj.g_00918
OG0000633	Prah.g_00760	Praj.g_00919
OG0000634	Prah.g_00671	Praj.g_00765
OG0000635	Prah.g_00670	Praj.g_00766
OG0000636	Prah.g_00668	Praj.g_00768
OG0000637	Prah.g_00666	Praj.g_00770
OG0000638	Prah.g_00665	Praj.g_00771
OG0000639	Prah.g_00664	Praj.g_00772
OG0000640	Prah.g_00663	Praj.g_00773
OG0000641	Prah.g_00659	Praj.g_00777
OG0000642	Prah.g_00658	Praj.g_00778
OG0000643	Prah.g_00657	Praj.g_00779
OG0000644	Prah.g_00656	Praj.g_00780
OG0000645	Prah.g_00655	Praj.g_00781
OG0000646	Prah.g_00652	Praj.g_00784
OG0000647	Prah.g_00650	Praj.g_00786
OG0000648	Prah.g_00648	Praj.g_00788
OG0000649	Prah.g_00647	Praj.g_00789
OG0000650	Prah.g_00646	Praj.g_00790
OG0000651	Prah.g_00645	Praj.g_00791
OG0000652	Prah.g_00644	Praj.g_00792
OG0000653	Prah.g_00640	Praj.g_00794
OG0000654	Prah.g_00639	Praj.g_00795
OG0000655	Prah.g_00638	Praj.g_00796
OG0000656	Prah.g_00635	Praj.g_00799
OG0000657	Prah.g_00603	Praj.g_00806
OG0000658	Prah.g_00601	Praj.g_00808
OG0000659	Prah.g_00600	Praj.g_00809
OG0000660	Prah.g_00596	Praj.g_00814
OG0000661	Prah.g_00594	Praj.g_00816
OG0000662	Prah.g_00592	Praj.g_00818
OG0000663	Prah.g_00589	Praj.g_00820
OG0000664	Prah.g_00588	Praj.g_00821
OG0000665	Prah.g_00574	Praj.g_00826
OG0000666	Prah.g_00572	Praj.g_00827
OG0000667	Prah.g_00564	Praj.g_00831
OG0000668	Prah.g_00850	Praj.g_00869
OG0000669	Prah.g_00558	Praj.g_00877
OG0000670	Prah.g_01212	Praj.g_00880
OG0000671	Prah.g_00738	Praj.g_00882
OG0000672	Prah.g_00735	Praj.g_00885
OG0000673	Prah.g_00732	Praj.g_00888
OG0000674	Prah.g_00730	Praj.g_00890
OG0000675	Prah.g_00729	Praj.g_00891
OG0000676	Prah.g_00726	Praj.g_00893
OG0000677	Prah.g_00724	Praj.g_00894
OG0000678	Prah.g_00721	Praj.g_00897
OG0000679	Prah.g_00702	Praj.g_00901
OG0000680	Prah.g_00701	Praj.g_00902
OG0000681	Prah.g_00699	Praj.g_00905
OG0000682	Prah.g_00698	Praj.g_00906
OG0000683	Prah.g_00697	Praj.g_00907
OG0000684	Prah.g_00683	Praj.g_00748
OG0000685	Prah.g_00685	Praj.g_00750
OG0000686	Prah.g_00686	Praj.g_00751
OG0000687	Prah.g_00687	Praj.g_00752
OG0000688	Prah.g_00681	Praj.g_00755
OG0000689	Prah.g_00680	Praj.g_00756
OG0000690	Prah.g_00679	Praj.g_00757
OG0000691	Prah.g_00678	Praj.g_00758
OG0000692	Prah.g_00677	Praj.g_00760
OG0000693	Prah.g_00675	Praj.g_00761
OG0000694	Prah.g_00674	Praj.g_00762
OG0000695	Prah.g_00762	Praj.g_00921
OG0000696	Prah.g_00763	Praj.g_00922
OG0000697	Prah.g_00765	Praj.g_00923
OG0000698	Prah.g_00768	Praj.g_00926
OG0000699	Prah.g_00770	Praj.g_00927
OG0000700	Prah.g_00771	Praj.g_00928
OG0000701	Prah.g_00772	Praj.g_00929
OG0000702	Prah.g_00780	Praj.g_00931
OG0000703	Prah.g_00781	Praj.g_00932
OG0000704	Prah.g_00783	Praj.g_00933
OG0000705	Prah.g_00789	Praj.g_00939
OG0000706	Prah.g_00790	Praj.g_00940
OG0000707	Prah.g_00791	Praj.g_00941
OG0000708	Prah.g_00793	Praj.g_00943
OG0000709	Prah.g_00800	Praj.g_00947
OG0000710	Prah.g_00805	Praj.g_00950
OG0000711	Prah.g_00828	Praj.g_00966
OG0000712	Prah.g_00829	Praj.g_00968
OG0000713	Prah.g_00830	Praj.g_00969
OG0000714	Prah.g_00833	Praj.g_00970
OG0000715	Prah.g_00835	Praj.g_00972
OG0000716	Prah.g_00839	Praj.g_00973
OG0000717	Prah.g_00840	Praj.g_00974
OG0000718	Prah.g_00846	Praj.g_00991
OG0000719	Prah.g_00848	Praj.g_00992
OG0000720	Prah.g_00861	Praj.g_01002
OG0000721	Prah.g_00862	Praj.g_01003
OG0000722	Prah.g_00863	Praj.g_01004
OG0000723	Prah.g_00867	Praj.g_01008
OG0000724	Prah.g_00910	Praj.g_01019
OG0000725	Prah.g_00919	Praj.g_00845
OG0000726	Prah.g_00920	Praj.g_00844
OG0000727	Prah.g_00921	Praj.g_00843
OG0000728	Prah.g_00922	Praj.g_00841
OG0000729	Prah.g_00133	Praj.g_02022
OG0000730	Prah.g_01942	Praj.g_00378
OG0000731	Prah.g_01932	Praj.g_00386
OG0000732	Prah.g_00054	Praj.g_02081
OG0000733	Prah.g_02532	Praj.g_01833
OG0000734	Prah.g_01905	Praj.g_01476
OG0000735	Prah.g_01340	Praj.g_01474
OG0000736	Prah.g_01339	Praj.g_01473
OG0000737	Prah.g_01338	Praj.g_01472
OG0000738	Prah.g_01331	Praj.g_01468
OG0000739	Prah.g_01329	Praj.g_01467
OG0000740	Prah.g_01328	Praj.g_01466
OG0000741	Prah.g_01325	Praj.g_01464
OG0000742	Prah.g_01323	Praj.g_01462
OG0000743	Prah.g_01321	Praj.g_01460
OG0000744	Prah.g_01320	Praj.g_01459
OG0000745	Prah.g_01318	Praj.g_01458
OG0000746	Prah.g_01316	Praj.g_01456
OG0000747	Prah.g_01315	Praj.g_01455
OG0000748	Prah.g_01304	Praj.g_01451
OG0000749	Prah.g_01303	Praj.g_01450
OG0000750	Prah.g_01302	Praj.g_01449
OG0000751	Prah.g_01297	Praj.g_01446
OG0000752	Prah.g_01295	Praj.g_01444
OG0000753	Prah.g_01292	Praj.g_01442
OG0000754	Prah.g_01262	Praj.g_01438
OG0000755	Prah.g_01255	Praj.g_01434
OG0000756	Prah.g_01254	Praj.g_01433
OG0000757	Prah.g_01247	Praj.g_01426
OG0000758	Prah.g_01246	Praj.g_01425
OG0000759	Prah.g_01245	Praj.g_01424
OG0000760	Prah.g_01244	Praj.g_01423
OG0000761	Prah.g_01243	Praj.g_01422
OG0000762	Prah.g_01263	Praj.g_01421
OG0000763	Prah.g_01265	Praj.g_01419
OG0000764	Prah.g_01266	Praj.g_01418
OG0000765	Prah.g_01282	Praj.g_01409
OG0000766	Prah.g_01283	Praj.g_01408
OG0000767	Prah.g_01285	Praj.g_01407
OG0000768	Prah.g_01286	Praj.g_01406
OG0000769	Prah.g_01290	Praj.g_01404
OG0000770	Prah.g_01239	Praj.g_01403
OG0000771	Prah.g_00905	Praj.g_01014
OG0000772	Prah.g_01610	Praj.g_01246
OG0000773	Prah.g_01351	Praj.g_01519
OG0000774	Prah.g_01355	Praj.g_01522
OG0000775	Prah.g_01357	Praj.g_01523
OG0000776	Prah.g_01358	Praj.g_01524
OG0000777	Prah.g_01359	Praj.g_01525
OG0000778	Prah.g_01360	Praj.g_01526
OG0000779	Prah.g_01365	Praj.g_01530
OG0000780	Prah.g_01368	Praj.g_01531
OG0000781	Prah.g_01372	Praj.g_01534
OG0000782	Prah.g_01373	Praj.g_01535
OG0000783	Prah.g_01374	Praj.g_01536
OG0000784	Prah.g_01375	Praj.g_01537
OG0000785	Prah.g_01377	Praj.g_01539
OG0000786	Prah.g_01380	Praj.g_01542
OG0000787	Prah.g_01381	Praj.g_01543
OG0000788	Prah.g_00224	Praj.g_00732
OG0000789	Prah.g_01183	Praj.g_01011
OG0000790	Prah.g_01580	Praj.g_01580
OG0000791	Prah.g_01582	Praj.g_01582
OG0000792	Prah.g_01583	Praj.g_01583
OG0000793	Prah.g_01587	Praj.g_01586
OG0000794	Prah.g_01588	Praj.g_01587
OG0000795	Prah.g_01589	Praj.g_01588
OG0000796	Prah.g_01593	Praj.g_01592
OG0000797	Prah.g_01594	Praj.g_01593
OG0000799	Prah.g_00435	Praj.g_01613
OG0000800	Prah.g_00434	Praj.g_01614
OG0000801	Prah.g_00433	Praj.g_01615
OG0000802	Prah.g_00427	Praj.g_01617
OG0000803	Prah.g_00423	Praj.g_01619
OG0000804	Prah.g_00421	Praj.g_01620
OG0000805	Prah.g_00419	Praj.g_01622
OG0000806	Prah.g_00417	Praj.g_01624
OG0000807	Prah.g_00415	Praj.g_01625
OG0000808	Prah.g_00414	Praj.g_01626
OG0000809	Prah.g_00410	Praj.g_01630
OG0000810	Prah.g_00409	Praj.g_01631
OG0000811	Prah.g_00403	Praj.g_01635
OG0000812	Prah.g_00401	Praj.g_01637
OG0000813	Prah.g_00400	Praj.g_01638
OG0000814	Prah.g_00398	Praj.g_01640
OG0000815	Prah.g_00397	Praj.g_01641
OG0000816	Prah.g_00395	Praj.g_01643
OG0000817	Prah.g_00394	Praj.g_01644
OG0000818	Prah.g_00386	Praj.g_01648
OG0000819	Prah.g_00385	Praj.g_01649
OG0000820	Prah.g_00384	Praj.g_01650
OG0000821	Prah.g_00379	Praj.g_01653
OG0000822	Prah.g_00376	Praj.g_01654
OG0000823	Prah.g_00374	Praj.g_01655
OG0000824	Prah.g_00370	Praj.g_01658
OG0000825	Prah.g_00369	Praj.g_01659
OG0000826	Prah.g_00368	Praj.g_01660
OG0000827	Prah.g_00367	Praj.g_01661
OG0000828	Prah.g_00364	Praj.g_01664
OG0000829	Prah.g_00363	Praj.g_01665
OG0000830	Prah.g_00362	Praj.g_01666
OG0000831	Prah.g_00360	Praj.g_01668
OG0000832	Prah.g_01615	Praj.g_01678
OG0000833	Prah.g_01623	Praj.g_01686
OG0000834	Prah.g_01624	Praj.g_01687
OG0000835	Prah.g_01625	Praj.g_01688
OG0000836	Prah.g_01627	Praj.g_01690
OG0000837	Prah.g_01628	Praj.g_01691
OG0000838	Prah.g_01632	Praj.g_01693
OG0000839	Prah.g_01633	Praj.g_01694
OG0000840	Prah.g_01634	Praj.g_01695
OG0000841	Prah.g_01635	Praj.g_01696
OG0000842	Prah.g_01636	Praj.g_01697
OG0000843	Prah.g_01637	Praj.g_01698
OG0000844	Prah.g_01639	Praj.g_01699
OG0000845	Prah.g_01640	Praj.g_01700
OG0000846	Prah.g_01641	Praj.g_01701
OG0000847	Prah.g_01642	Praj.g_01702
OG0000848	Prah.g_01643	Praj.g_01703
OG0000849	Prah.g_01644	Praj.g_01704
OG0000850	Prah.g_01645	Praj.g_01706
OG0000851	Prah.g_01648	Praj.g_01707
OG0000852	Prah.g_01649	Praj.g_01708
OG0000853	Prah.g_01653	Praj.g_01713
OG0000854	Prah.g_01655	Praj.g_01715
OG0000855	Prah.g_01656	Praj.g_01716
OG0000856	Prah.g_00515	Praj.g_01599
OG0000857	Prah.g_00651	Praj.g_00785
OG0000858	Prah.g_01667	Praj.g_01763
OG0000859	Prah.g_01668	Praj.g_01764
OG0000860	Prah.g_01678	Praj.g_01770
OG0000861	Prah.g_01679	Praj.g_01771
OG0000862	Prah.g_01681	Praj.g_01772
OG0000863	Prah.g_01685	Praj.g_01773
OG0000864	Prah.g_01687	Praj.g_01774
OG0000865	Prah.g_01688	Praj.g_01775
OG0000866	Prah.g_01689	Praj.g_01776
OG0000867	Prah.g_01690	Praj.g_01777
OG0000868	Prah.g_01692	Praj.g_01778
OG0000869	Prah.g_01695	Praj.g_01781
OG0000870	Prah.g_01700	Praj.g_01786
OG0000871	Prah.g_01701	Praj.g_01787
OG0000872	Prah.g_01703	Praj.g_01788
OG0000873	Prah.g_01707	Praj.g_01791
OG0000874	Prah.g_01711	Praj.g_01794
OG0000875	Prah.g_01713	Praj.g_01796
OG0000876	Prah.g_01714	Praj.g_01797
OG0000877	Prah.g_01717	Praj.g_01799
OG0000878	Prah.g_01718	Praj.g_01800
OG0000879	Prah.g_01719	Praj.g_01801
OG0000880	Prah.g_01720	Praj.g_01802
OG0000881	Prah.g_01728	Praj.g_01805
OG0000882	Prah.g_01733	Praj.g_01810
OG0000883	Prah.g_01736	Praj.g_01812
OG0000884	Prah.g_01738	Praj.g_01814
OG0000885	Prah.g_01739	Praj.g_01815
OG0000886	Prah.g_01740	Praj.g_01816
OG0000887	Prah.g_01741	Praj.g_01817
OG0000888	Prah.g_01743	Praj.g_01819
OG0000889	Prah.g_01745	Praj.g_01821
OG0000890	Prah.g_01759	Praj.g_01822
OG0000891	Prah.g_01760	Praj.g_01823
OG0000892	Prah.g_01762	Praj.g_01825
OG0000893	Prah.g_02073	Praj.g_01868
OG0000894	Prah.g_02070	Praj.g_01871
OG0000895	Prah.g_02066	Praj.g_01874
OG0000896	Prah.g_02065	Praj.g_01875
OG0000897	Prah.g_02063	Praj.g_01877
OG0000898	Prah.g_02062	Praj.g_01878
OG0000899	Prah.g_02061	Praj.g_01879
OG0000900	Prah.g_02060	Praj.g_01880
OG0000901	Prah.g_02056	Praj.g_01883
OG0000902	Prah.g_02054	Praj.g_01885
OG0000903	Prah.g_02041	Praj.g_01894
OG0000904	Prah.g_02046	Praj.g_01889
OG0000905	Prah.g_02048	Praj.g_01887
OG0000906	Prah.g_02050	Praj.g_01886
OG0000907	Prah.g_02039	Praj.g_01909
OG0000908	Prah.g_02036	Praj.g_01912
OG0000909	Prah.g_02035	Praj.g_01913
OG0000910	Prah.g_02034	Praj.g_01914
OG0000911	Prah.g_02032	Praj.g_01916
OG0000912	Prah.g_02031	Praj.g_01917
OG0000913	Prah.g_02030	Praj.g_01918
OG0000914	Prah.g_02029	Praj.g_01919
OG0000915	Prah.g_02028	Praj.g_01920
OG0000916	Prah.g_02027	Praj.g_01921
OG0000917	Prah.g_02026	Praj.g_01922
OG0000918	Prah.g_02025	Praj.g_01923
OG0000919	Prah.g_02024	Praj.g_01924
OG0000920	Prah.g_02023	Praj.g_01925
OG0000921	Prah.g_02022	Praj.g_01926
OG0000922	Prah.g_02021	Praj.g_01927
OG0000923	Prah.g_02017	Praj.g_01931
OG0000924	Prah.g_02016	Praj.g_01932
OG0000925	Prah.g_02015	Praj.g_01933
OG0000926	Prah.g_02014	Praj.g_01934
OG0000927	Prah.g_02012	Praj.g_01936
OG0000928	Prah.g_02011	Praj.g_01937
OG0000929	Prah.g_02010	Praj.g_01938
OG0000930	Prah.g_02009	Praj.g_01939
OG0000931	Prah.g_02008	Praj.g_01940
OG0000932	Prah.g_02007	Praj.g_01941
OG0000933	Prah.g_02002	Praj.g_01945
OG0000934	Prah.g_02000	Praj.g_01947
OG0000935	Prah.g_01999	Praj.g_01948
OG0000936	Prah.g_01998	Praj.g_01949
OG0000937	Prah.g_01997	Praj.g_01950
OG0000938	Prah.g_01994	Praj.g_01953
OG0000939	Prah.g_01993	Praj.g_01954
OG0000940	Prah.g_01985	Praj.g_01961
OG0000941	Prah.g_01983	Praj.g_01963
OG0000942	Prah.g_01981	Praj.g_01965
OG0000943	Prah.g_01980	Praj.g_01966
OG0000944	Prah.g_01978	Praj.g_01968
OG0000945	Prah.g_01977	Praj.g_01969
OG0000946	Prah.g_01966	Praj.g_01975
OG0000947	Prah.g_01963	Praj.g_01977
OG0000948	Prah.g_01962	Praj.g_01978
OG0000949	Prah.g_01958	Praj.g_01981
OG0000950	Prah.g_02231	Praj.g_01986
OG0000951	Prah.g_02236	Praj.g_01990
OG0000952	Prah.g_02241	Praj.g_01994
OG0000953	Prah.g_02245	Praj.g_01998
OG0000954	Prah.g_00167	Praj.g_02002
OG0000955	Prah.g_00166	Praj.g_02003
OG0000956	Prah.g_00164	Praj.g_02005
OG0000957	Prah.g_00152	Praj.g_02010
OG0000958	Prah.g_00151	Praj.g_02011
OG0000959	Prah.g_00146	Praj.g_02015
OG0000960	Prah.g_00145	Praj.g_02016
OG0000961	Prah.g_00136	Praj.g_02019
OG0000962	Prah.g_00134	Praj.g_02021
OG0000963	Prah.g_00129	Praj.g_02026
OG0000964	Prah.g_00128	Praj.g_02027
OG0000965	Prah.g_00127	Praj.g_02028
OG0000966	Prah.g_00086	Praj.g_02059
OG0000967	Prah.g_00079	Praj.g_02063
OG0000968	Prah.g_00076	Praj.g_02065
OG0000969	Prah.g_00074	Praj.g_02066
OG0000970	Prah.g_00073	Praj.g_02067
OG0000971	Prah.g_00071	Praj.g_02068
OG0000972	Prah.g_00070	Praj.g_02069
OG0000973	Prah.g_00068	Praj.g_02070
OG0000974	Prah.g_00067	Praj.g_02071
OG0000975	Prah.g_00066	Praj.g_02072
OG0000976	Prah.g_00065	Praj.g_02073
OG0000977	Prah.g_00063	Praj.g_02074
OG0000978	Prah.g_00062	Praj.g_02075
OG0000979	Prah.g_00059	Praj.g_02078
OG0000980	Prah.g_00055	Praj.g_02080
OG0000981	Prah.g_00052	Praj.g_02083
OG0000982	Prah.g_02491	Praj.g_02085
OG0000983	Prah.g_02492	Praj.g_02086
OG0000984	Prah.g_02493	Praj.g_02087
OG0000985	Prah.g_02497	Praj.g_02090
OG0000986	Prah.g_02499	Praj.g_02092
OG0000987	Prah.g_02501	Praj.g_02093
OG0000988	Prah.g_02505	Praj.g_02096
OG0000989	Prah.g_02513	Praj.g_02100
OG0000990	Prah.g_02536	Praj.g_02105
OG0000991	Prah.g_02540	Praj.g_02106
OG0000992	Prah.g_02543	Praj.g_02109
OG0000993	Prah.g_02544	Praj.g_02110
OG0000994	Prah.g_02547	Praj.g_02111
OG0000995	Prah.g_02552	Praj.g_02115
OG0000996	Prah.g_02565	Praj.g_02116
OG0000997	Prah.g_02574	Praj.g_02124
OG0000998	Prah.g_02576	Praj.g_02126
OG0000999	Prah.g_02577	Praj.g_02127
OG0001000	Prah.g_02580	Praj.g_02130, Praj.g_02131
OG0001001	Prah.g_02584	Praj.g_02134
OG0001002	Prah.g_02591	Praj.g_02139
OG0001003	Prah.g_02593	Praj.g_02141
OG0001004	Prah.g_02594	Praj.g_02142
OG0001005	Prah.g_02596	Praj.g_02143
OG0001006	Prah.g_02602	Praj.g_02147
OG0001007	Prah.g_02604	Praj.g_02149
OG0001008	Prah.g_00231	Praj.g_00431
OG0001009	Prah.g_00033	Praj.g_00027
OG0001010	Prah.g_00034	Praj.g_00028
OG0001011	Prah.g_00036	Praj.g_00029
OG0001012	Prah.g_02488	Praj.g_00047
OG0001013	Prah.g_02466	Praj.g_00052
OG0001014	Prah.g_02454	Praj.g_00055
OG0001015	Prah.g_02453	Praj.g_00056
OG0001016	Prah.g_01843	Praj.g_00111
OG0001017	Prah.g_01849	Praj.g_00115
OG0001018	Prah.g_01851	Praj.g_00118
OG0001019	Prah.g_01867	Praj.g_00127
OG0001020	Prah.g_01873	Praj.g_00128
OG0001021	Prah.g_01877	Praj.g_00129
OG0001022	Prah.g_01882	Praj.g_00132
OG0001023	Prah.g_01883	Praj.g_00133
OG0001024	Prah.g_01887	Praj.g_00136
OG0001025	Prah.g_01894	Praj.g_00143
OG0001026	Prah.g_01908	Praj.g_00151
OG0001027	Prah.g_00195	Praj.g_00152
OG0001028	Prah.g_00193	Praj.g_00154
OG0001029	Prah.g_00191	Praj.g_00156
OG0001030	Prah.g_02257	Praj.g_00172
OG0001031	Prah.g_02336	Praj.g_00226
OG0001032	Prah.g_02339	Praj.g_00227
OG0001033	Prah.g_02372	Praj.g_00247
OG0001034	Prah.g_01779	Praj.g_00276
OG0001035	Prah.g_02099	Praj.g_00293
OG0001036	Prah.g_02103	Praj.g_00297
OG0001037	Prah.g_02105	Praj.g_00298
OG0001038	Prah.g_02132	Praj.g_00314
OG0001039	Prah.g_02135	Praj.g_00316
OG0001040	Prah.g_02138	Praj.g_00319
OG0001041	Prah.g_02143	Praj.g_00323
OG0001042	Prah.g_02168	Praj.g_00339
OG0001043	Prah.g_02170	Praj.g_00340
OG0001044	Prah.g_01941	Praj.g_00379
OG0001045	Prah.g_01929	Praj.g_00388
OG0001046	Prah.g_01661	Praj.g_01081
OG0001047	Prah.g_00233	Praj.g_00433
OG0001048	Prah.g_00234	Praj.g_00434
OG0001049	Prah.g_00237	Praj.g_00436
OG0001050	Prah.g_00238	Praj.g_00437
OG0001051	Prah.g_00239	Praj.g_00438
OG0001052	Prah.g_00308	Praj.g_00464
OG0001053	Prah.g_01563	Praj.g_00476
OG0001054	Prah.g_01545	Praj.g_00490
OG0001055	Prah.g_01524	Praj.g_00509
OG0001056	Prah.g_01496	Praj.g_00527
OG0001057	Prah.g_01482	Praj.g_00532
OG0001058	Prah.g_01468	Praj.g_00540
OG0001059	Prah.g_01464	Praj.g_00544
OG0001060	Prah.g_01458	Praj.g_00551
OG0001061	Prah.g_01440	Praj.g_00564
OG0001062	Prah.g_01438	Praj.g_00566
OG0001063	Prah.g_01434	Praj.g_00567
OG0001064	Prah.g_01433	Praj.g_00568
OG0001065	Prah.g_01432	Praj.g_00569
OG0001066	Prah.g_01431	Praj.g_00570
OG0001067	Prah.g_01430	Praj.g_00571
OG0001068	Prah.g_01429	Praj.g_00572
OG0001069	Prah.g_01428	Praj.g_00573
OG0001070	Prah.g_01424	Praj.g_00575
OG0001071	Prah.g_01423	Praj.g_00576
OG0001072	Prah.g_01418	Praj.g_00577
OG0001073	Prah.g_01399	Praj.g_00591
OG0001074	Prah.g_00532	Praj.g_00603
OG0001075	Prah.g_00531	Praj.g_00604
OG0001076	Prah.g_00523	Praj.g_00611
OG0001077	Prah.g_00513	Praj.g_00616
OG0001078	Prah.g_00500	Praj.g_00624
OG0001079	Prah.g_00482	Praj.g_00635
OG0001080	Prah.g_00472	Praj.g_00641
OG0001081	Prah.g_00465	Praj.g_00643
OG0001082	Prah.g_00464	Praj.g_00644
OG0001083	Prah.g_00456	Praj.g_00649
OG0001084	Prah.g_00455	Praj.g_00650
OG0001085	Prah.g_00444	Praj.g_00660
OG0001086	Prah.g_00442	Praj.g_00661
OG0001087	Prah.g_00968	Praj.g_00681
OG0001088	Prah.g_00972	Praj.g_00682
OG0001089	Prah.g_01025	Praj.g_00690
OG0001090	Prah.g_00886	Praj.g_00699
OG0001091	Prah.g_00884	Praj.g_00701
OG0001092	Prah.g_00882	Praj.g_00702
OG0001093	Prah.g_00878	Praj.g_00707
OG0001094	Prah.g_00673	Praj.g_00763
OG0001095	Prah.g_00654	Praj.g_00782
OG0001096	Prah.g_00637	Praj.g_00797
OG0001097	Prah.g_00593	Praj.g_00817
OG0001098	Prah.g_00743	Praj.g_00835
OG0001099	Prah.g_00192	Praj.g_00872
OG0001100	Prah.g_00740	Praj.g_00879
OG0001101	Prah.g_00739	Praj.g_00881
OG0001102	Prah.g_00736	Praj.g_00884
OG0001103	Prah.g_00734	Praj.g_00886
OG0001104	Prah.g_00684	Praj.g_00749
OG0001105	Prah.g_00689	Praj.g_00753
OG0001106	Prah.g_00784	Praj.g_00934
OG0001107	Prah.g_00794	Praj.g_00944
OG0001108	Prah.g_00801	Praj.g_00948
OG0001109	Prah.g_00803	Praj.g_00949
OG0001110	Prah.g_00806	Praj.g_00951
OG0001111	Prah.g_00808	Praj.g_00952
OG0001112	Prah.g_00810	Praj.g_00953
OG0001113	Prah.g_00811	Praj.g_00954
OG0001114	Prah.g_00812	Praj.g_00955
OG0001115	Prah.g_00814	Praj.g_00957
OG0001116	Prah.g_00815	Praj.g_00958
OG0001117	Prah.g_00816	Praj.g_00959
OG0001118	Prah.g_00817	Praj.g_00960
OG0001119	Prah.g_00818	Praj.g_00961
OG0001120	Prah.g_00821	Praj.g_00963
OG0001122	Prah.g_00849	Praj.g_00993
OG0001123	Prah.g_00856	Praj.g_00997
OG0001124	Prah.g_00858	Praj.g_00999
OG0001125	Prah.g_00860	Praj.g_01001
OG0001126	Prah.g_00903	Praj.g_01012
OG0001127	Prah.g_00904	Praj.g_01013
OG0001128	Prah.g_00907	Praj.g_01016
OG0001129	Prah.g_00908	Praj.g_01017
OG0001130	Prah.g_00909	Praj.g_01018
OG0001131	Prah.g_00893	Praj.g_00852
OG0001132	Prah.g_00539	Praj.g_01063
OG0001133	Prah.g_00521	Praj.g_01040
OG0001134	Prah.g_02524	Praj.g_01832
OG0001136	Prah.g_01324	Praj.g_01463
OG0001137	Prah.g_01305	Praj.g_01452
OG0001138	Prah.g_01253	Praj.g_01432
OG0001139	Prah.g_01251	Praj.g_01430
OG0001140	Prah.g_01250	Praj.g_01429
OG0001141	Prah.g_01249	Praj.g_01428
OG0001142	Prah.g_01248	Praj.g_01427
OG0001143	Prah.g_01264	Praj.g_01420
OG0001144	Prah.g_01273	Praj.g_01415
OG0001145	Prah.g_01353	Praj.g_01520
OG0001146	Prah.g_01369	Praj.g_01532
OG0001147	Prah.g_00323	Praj.g_01550
OG0001148	Prah.g_01577	Praj.g_01577
OG0001149	Prah.g_01578	Praj.g_01578
OG0001150	Prah.g_01579	Praj.g_01579
OG0001151	Prah.g_01591	Praj.g_01590
OG0001152	Prah.g_01592	Praj.g_01591
OG0001153	Prah.g_00366	Praj.g_01662
OG0001154	Prah.g_00365	Praj.g_01663
OG0001155	Prah.g_01617	Praj.g_01679
OG0001156	Prah.g_01620	Praj.g_01682
OG0001157	Prah.g_00538	Praj.g_01683
OG0001158	Prah.g_01621	Praj.g_01684
OG0001159	Prah.g_01622	Praj.g_01685
OG0001160	Prah.g_01651	Praj.g_01711
OG0001161	Prah.g_00541	Praj.g_01499
OG0001162	Prah.g_01050	Praj.g_01723
OG0001163	Prah.g_01665	Praj.g_01761
OG0001164	Prah.g_01670	Praj.g_01765
OG0001165	Prah.g_01673	Praj.g_01767
OG0001166	Prah.g_01699	Praj.g_01785
OG0001167	Prah.g_01725	Praj.g_01803
OG0001168	Prah.g_01727	Praj.g_01804
