Orthogroup	Prax	Syar
OG0000561	Prax.g_00016	Syar.g_02319
OG0000562	Prax.g_00017	Syar.g_02318
OG0000563	Prax.g_00018	Syar.g_02317
OG0000564	Prax.g_00019	Syar.g_02316
OG0000565	Prax.g_00022	Syar.g_02312
OG0000566	Prax.g_00024	Syar.g_02308
OG0000567	Prax.g_00028	Syar.g_02304
OG0000568	Prax.g_00029	Syar.g_02302
OG0000569	Prax.g_00030	Syar.g_02301
OG0000570	Prax.g_00031	Syar.g_02300
OG0000571	Prax.g_00033	Syar.g_02298
OG0000572	Prax.g_00046	Syar.g_02201
OG0000573	Prax.g_00051	Syar.g_02191
OG0000574	Prax.g_00052	Syar.g_02190
OG0000575	Prax.g_00056	Syar.g_03180
OG0000576	Prax.g_00058	Syar.g_02187
OG0000577	Prax.g_00059	Syar.g_02186
OG0000578	Prax.g_00060	Syar.g_02185
OG0000579	Prax.g_00061	Syar.g_02184
OG0000580	Prax.g_00062	Syar.g_02183
OG0000581	Prax.g_00064	Syar.g_02175
OG0000582	Prax.g_00067	Syar.g_02131
OG0000583	Prax.g_00068	Syar.g_02132
OG0000584	Prax.g_00069	Syar.g_02133
OG0000585	Prax.g_00071	Syar.g_02170
OG0000586	Prax.g_00072	Syar.g_02171
OG0000587	Prax.g_00073	Syar.g_02173
OG0000588	Prax.g_00077	Syar.g_02275
OG0000589	Prax.g_00080	Syar.g_02261
OG0000590	Prax.g_00081	Syar.g_02260
OG0000591	Prax.g_00084	Syar.g_02246
OG0000592	Prax.g_00085	Syar.g_02245
OG0000593	Prax.g_00091	Syar.g_02414
OG0000594	Prax.g_00092	Syar.g_02415
OG0000595	Prax.g_00093	Syar.g_02416
OG0000596	Prax.g_00097	Syar.g_02421
OG0000597	Prax.g_00099	Syar.g_02424
OG0000598	Prax.g_00100	Syar.g_02425
OG0000599	Prax.g_00103	Syar.g_02428
OG0000600	Prax.g_00104	Syar.g_02429
OG0000601	Prax.g_00105	Syar.g_02430
OG0000602	Prax.g_00107	Syar.g_02435
OG0000603	Prax.g_00108	Syar.g_02436
OG0000604	Prax.g_00109	Syar.g_02438
OG0000605	Prax.g_00110	Syar.g_02440
OG0000606	Prax.g_00113	Syar.g_02443
OG0000607	Prax.g_00116	Syar.g_02446
OG0000608	Prax.g_00117	Syar.g_02447
OG0000609	Prax.g_00118	Syar.g_02470
OG0000610	Prax.g_00123	Syar.g_01917
OG0000611	Prax.g_00975	Syar.g_01914
OG0000612	Prax.g_00974	Syar.g_01913
OG0000613	Prax.g_00969	Syar.g_00712
OG0000614	Prax.g_00950	Syar.g_02012, Syar.g_01344
OG0000615	Prax.g_00942	Syar.g_02603
OG0000616	Prax.g_00938	Syar.g_00454
OG0000617	Prax.g_00479	Syar.g_01576
OG0000618	Prax.g_00478	Syar.g_01575
OG0000619	Prax.g_00477	Syar.g_01574
OG0000620	Prax.g_00474	Syar.g_01569
OG0000621	Prax.g_00473	Syar.g_01568
OG0000622	Prax.g_00472	Syar.g_01566
OG0000623	Prax.g_00471	Syar.g_01565
OG0000624	Prax.g_00470	Syar.g_01564
OG0000625	Prax.g_00469	Syar.g_01563
OG0000626	Prax.g_00468	Syar.g_01562
OG0000627	Prax.g_00467	Syar.g_01868
OG0000628	Prax.g_00466	Syar.g_01869
OG0000629	Prax.g_00465	Syar.g_01872
OG0000630	Prax.g_00462	Syar.g_02586
OG0000631	Prax.g_00382	Syar.g_02579
OG0000632	Prax.g_00381	Syar.g_02578
OG0000633	Prax.g_00380	Syar.g_02576
OG0000634	Prax.g_00377	Syar.g_02635
OG0000635	Prax.g_00376	Syar.g_02636
OG0000636	Prax.g_00374	Syar.g_02638
OG0000637	Prax.g_00372	Syar.g_02640
OG0000638	Prax.g_00371	Syar.g_02641
OG0000639	Prax.g_00370	Syar.g_02642
OG0000640	Prax.g_00369	Syar.g_02643
OG0000641	Prax.g_00365	Syar.g_02648
OG0000642	Prax.g_00364	Syar.g_02649
OG0000643	Prax.g_00363	Syar.g_02650
OG0000644	Prax.g_00362	Syar.g_02651
OG0000645	Prax.g_00361	Syar.g_02652
OG0000646	Prax.g_00359	Syar.g_02655
OG0000647	Prax.g_00358	Syar.g_02657
OG0000648	Prax.g_00356	Syar.g_02659
OG0000649	Prax.g_00355	Syar.g_02660
OG0000650	Prax.g_00354	Syar.g_02661
OG0000651	Prax.g_00353	Syar.g_02662
OG0000652	Prax.g_00352	Syar.g_02663
OG0000653	Prax.g_00350	Syar.g_02665
OG0000654	Prax.g_00349	Syar.g_02666
OG0000655	Prax.g_00348	Syar.g_02667
OG0000656	Prax.g_00345	Syar.g_02479
OG0000657	Prax.g_00337	Syar.g_01812
OG0000658	Prax.g_00336	Syar.g_01815
OG0000659	Prax.g_00335	Syar.g_01816
OG0000660	Prax.g_00331	Syar.g_01820
OG0000661	Prax.g_00329	Syar.g_03175, Syar.g_01822
OG0000662	Prax.g_00327	Syar.g_01829
OG0000663	Prax.g_00325	Syar.g_01832
OG0000664	Prax.g_00324	Syar.g_01837
OG0000665	Prax.g_00320	Syar.g_02774
OG0000666	Prax.g_00319	Syar.g_01241
OG0000667	Prax.g_00315	Syar.g_02346
OG0000668	Prax.g_00546	Syar.g_01802
OG0000669	Prax.g_00553	Syar.g_01627
OG0000670	Prax.g_00555	Syar.g_01624
OG0000671	Prax.g_00557	Syar.g_01622
OG0000672	Prax.g_00559	Syar.g_01619
OG0000673	Prax.g_00562	Syar.g_01615
OG0000674	Prax.g_00564	Syar.g_01613
OG0000675	Prax.g_00565	Syar.g_01612
OG0000676	Prax.g_00567	Syar.g_01608
OG0000677	Prax.g_00568	Syar.g_01607
OG0000678	Prax.g_00570	Syar.g_02037
OG0000679	Prax.g_00574	Syar.g_02606
OG0000680	Prax.g_00575	Syar.g_02607
OG0000681	Prax.g_00578	Syar.g_02610
OG0000682	Prax.g_00579	Syar.g_02611
OG0000683	Prax.g_00580	Syar.g_02612
OG0000684	Prax.g_00582	Syar.g_02615
OG0000685	Prax.g_00584	Syar.g_02617
OG0000686	Prax.g_00585	Syar.g_02618
OG0000687	Prax.g_00586	Syar.g_02619
OG0000688	Prax.g_00589	Syar.g_02624
OG0000689	Prax.g_00590	Syar.g_02626
OG0000690	Prax.g_00591	Syar.g_02627
OG0000691	Prax.g_00592	Syar.g_02628
OG0000692	Prax.g_00594	Syar.g_02629
OG0000693	Prax.g_00595	Syar.g_02631
OG0000694	Prax.g_00596	Syar.g_02632
OG0000695	Prax.g_00598	Syar.g_02573
OG0000696	Prax.g_00599	Syar.g_02572
OG0000697	Prax.g_00600	Syar.g_02570
OG0000698	Prax.g_00603	Syar.g_02567
OG0000699	Prax.g_00604	Syar.g_02566
OG0000700	Prax.g_00605	Syar.g_02565
OG0000701	Prax.g_00606	Syar.g_02564
OG0000702	Prax.g_00608	Syar.g_02559
OG0000703	Prax.g_00609	Syar.g_02557
OG0000704	Prax.g_00610	Syar.g_02555
OG0000705	Prax.g_00614	Syar.g_02547
OG0000706	Prax.g_00615	Syar.g_02546
OG0000707	Prax.g_00616	Syar.g_02545
OG0000708	Prax.g_00617	Syar.g_02542
OG0000709	Prax.g_01130	Syar.g_02534
OG0000710	Prax.g_01133	Syar.g_02528
OG0000711	Prax.g_01150	Syar.g_02499
OG0000712	Prax.g_01152	Syar.g_02497
OG0000713	Prax.g_01153	Syar.g_02496
OG0000714	Prax.g_01154	Syar.g_02494
OG0000715	Prax.g_01156	Syar.g_02492
OG0000716	Prax.g_01158	Syar.g_02488
OG0000717	Prax.g_01159	Syar.g_02487
OG0000718	Prax.g_01173	Syar.g_02483
OG0000719	Prax.g_01175	Syar.g_01804
OG0000720	Prax.g_01184	Syar.g_01790
OG0000721	Prax.g_01186	Syar.g_01788
OG0000722	Prax.g_01187	Syar.g_01787
OG0000723	Prax.g_01190	Syar.g_01560
OG0000724	Prax.g_01199	Syar.g_01367, Syar.g_02120
OG0000725	Prax.g_01205	Syar.g_01934
OG0000726	Prax.g_01206	Syar.g_01935
OG0000727	Prax.g_01207	Syar.g_01936
OG0000728	Prax.g_01209	Syar.g_01938
OG0000729	Prax.g_01256	Syar.g_00593
OG0000730	Prax.g_00126	Syar.g_01115
OG0000731	Prax.g_00130	Syar.g_01127
OG0000732	Prax.g_00140	Syar.g_00522
OG0000733	Prax.g_00162	Syar.g_02234
OG0000734	Prax.g_00185	Syar.g_03128
OG0000735	Prax.g_00187	Syar.g_01522
OG0000736	Prax.g_00188	Syar.g_01523
OG0000737	Prax.g_00189	Syar.g_01524
OG0000738	Prax.g_00193	Syar.g_01530
OG0000739	Prax.g_00194	Syar.g_01531
OG0000740	Prax.g_00195	Syar.g_01532
OG0000741	Prax.g_00196	Syar.g_01535
OG0000742	Prax.g_00199	Syar.g_01538
OG0000743	Prax.g_00201	Syar.g_01541
OG0000744	Prax.g_00202	Syar.g_01542
OG0000745	Prax.g_00203	Syar.g_01545
OG0000746	Prax.g_00205	Syar.g_01549
OG0000747	Prax.g_00206	Syar.g_01551
OG0000748	Prax.g_00209	Syar.g_01945
OG0000749	Prax.g_00210	Syar.g_01946
OG0000750	Prax.g_00211	Syar.g_01947
OG0000751	Prax.g_00213	Syar.g_01952
OG0000752	Prax.g_00215	Syar.g_01954
OG0000753	Prax.g_00218	Syar.g_01957
OG0000754	Prax.g_00221	Syar.g_01963
OG0000755	Prax.g_00224	Syar.g_01974
OG0000756	Prax.g_00225	Syar.g_01975
OG0000757	Prax.g_00231	Syar.g_01984
OG0000758	Prax.g_00232	Syar.g_01985
OG0000759	Prax.g_00233	Syar.g_01986
OG0000760	Prax.g_00234	Syar.g_01987
OG0000761	Prax.g_00235	Syar.g_01988
OG0000762	Prax.g_00236	Syar.g_01992
OG0000763	Prax.g_00238	Syar.g_01699
OG0000764	Prax.g_00239	Syar.g_01700
OG0000765	Prax.g_00248	Syar.g_01718
OG0000766	Prax.g_00249	Syar.g_01719
OG0000767	Prax.g_00251	Syar.g_01721
OG0000768	Prax.g_00252	Syar.g_01722
OG0000769	Prax.g_00254	Syar.g_01724
OG0000770	Prax.g_00256	Syar.g_01727
OG0000771	Prax.g_01789	Syar.g_01373
OG0000772	Prax.g_01928	Syar.g_00746
OG0000773	Prax.g_01908	Syar.g_02694
OG0000774	Prax.g_01906	Syar.g_02771
OG0000775	Prax.g_01904	Syar.g_02773
OG0000776	Prax.g_01903	Syar.g_01755
OG0000777	Prax.g_01902	Syar.g_01754
OG0000778	Prax.g_01901	Syar.g_01753
OG0000779	Prax.g_01897	Syar.g_02779
OG0000780	Prax.g_01896	Syar.g_02781
OG0000781	Prax.g_01893	Syar.g_02785
OG0000782	Prax.g_01892	Syar.g_02786
OG0000783	Prax.g_01891	Syar.g_02787
OG0000784	Prax.g_01890	Syar.g_02788
OG0000785	Prax.g_01888	Syar.g_02791
OG0000786	Prax.g_01886	Syar.g_02795
OG0000787	Prax.g_01885	Syar.g_02796
OG0000788	Prax.g_01876	Syar.g_02331
OG0000789	Prax.g_01873	Syar.g_02040
OG0000790	Prax.g_01858	Syar.g_01456
OG0000791	Prax.g_01856	Syar.g_01454
OG0000792	Prax.g_01855	Syar.g_01453
OG0000793	Prax.g_01852	Syar.g_01243
OG0000794	Prax.g_01851	Syar.g_01242
OG0000795	Prax.g_01850	Syar.g_01240
OG0000796	Prax.g_01846	Syar.g_01236
OG0000797	Prax.g_01845	Syar.g_01235
OG0000798	Prax.g_01819	Syar.g_00222, Syar.g_02701
OG0000799	Prax.g_01751	Syar.g_02844
OG0000800	Prax.g_01750	Syar.g_02843
OG0000801	Prax.g_01749	Syar.g_02842
OG0000802	Prax.g_01747	Syar.g_02825
OG0000803	Prax.g_01745	Syar.g_02822
OG0000804	Prax.g_01744	Syar.g_02819
OG0000805	Prax.g_01742	Syar.g_02817
OG0000806	Prax.g_01740	Syar.g_02815
OG0000807	Prax.g_01739	Syar.g_02814
OG0000808	Prax.g_01738	Syar.g_02813
OG0000809	Prax.g_01735	Syar.g_02811
OG0000810	Prax.g_01734	Syar.g_02810
OG0000811	Prax.g_01725	Syar.g_02805
OG0000812	Prax.g_01723	Syar.g_02803
OG0000813	Prax.g_01722	Syar.g_02802
OG0000814	Prax.g_01720	Syar.g_02800
OG0000815	Prax.g_01719	Syar.g_02799
OG0000816	Prax.g_01717	Syar.g_02797
OG0000817	Prax.g_01716	Syar.g_02861
OG0000818	Prax.g_01711	Syar.g_01418
OG0000819	Prax.g_01710	Syar.g_01417
OG0000820	Prax.g_01709	Syar.g_01416
OG0000821	Prax.g_01705	Syar.g_01410
OG0000822	Prax.g_01704	Syar.g_01408
OG0000823	Prax.g_01703	Syar.g_00017, Syar.g_01407
OG0000824	Prax.g_01700	Syar.g_01402
OG0000825	Prax.g_01699	Syar.g_01401
OG0000826	Prax.g_01698	Syar.g_01400
OG0000827	Prax.g_01697	Syar.g_01399
OG0000828	Prax.g_01694	Syar.g_01396
OG0000829	Prax.g_01693	Syar.g_01395
OG0000830	Prax.g_01692	Syar.g_01394
OG0000831	Prax.g_01690	Syar.g_01391
OG0000832	Prax.g_01684	Syar.g_01213
OG0000833	Prax.g_01676	Syar.g_02877
OG0000834	Prax.g_01675	Syar.g_02878
OG0000835	Prax.g_01674	Syar.g_02879
OG0000836	Prax.g_01673	Syar.g_02881
OG0000837	Prax.g_01672	Syar.g_02882
OG0000838	Prax.g_01670	Syar.g_02886
OG0000839	Prax.g_01669	Syar.g_02887
OG0000840	Prax.g_01668	Syar.g_02888
OG0000841	Prax.g_01667	Syar.g_02889
OG0000842	Prax.g_01666	Syar.g_02890
OG0000843	Prax.g_01665	Syar.g_02891
OG0000844	Prax.g_01664	Syar.g_02893
OG0000845	Prax.g_01663	Syar.g_02894
OG0000846	Prax.g_01662	Syar.g_02895
OG0000847	Prax.g_01661	Syar.g_02896
OG0000848	Prax.g_01660	Syar.g_02898
OG0000849	Prax.g_01659	Syar.g_02899
OG0000850	Prax.g_01657	Syar.g_02902
OG0000851	Prax.g_01656	Syar.g_02905
OG0000852	Prax.g_01655	Syar.g_02906
OG0000853	Prax.g_01651	Syar.g_02910
OG0000854	Prax.g_01649	Syar.g_02912
OG0000855	Prax.g_01648	Syar.g_02913
OG0000856	Prax.g_01633	Syar.g_02243
OG0000857	Prax.g_01605	Syar.g_02656
OG0000858	Prax.g_01565	Syar.g_02920
OG0000859	Prax.g_01564	Syar.g_02921
OG0000860	Prax.g_01557	Syar.g_02931
OG0000861	Prax.g_01556	Syar.g_02932
OG0000862	Prax.g_01555	Syar.g_02942
OG0000863	Prax.g_01553	Syar.g_02944
OG0000864	Prax.g_01552	Syar.g_02945
OG0000865	Prax.g_01551	Syar.g_02946
OG0000866	Prax.g_01550	Syar.g_02947
OG0000867	Prax.g_01549	Syar.g_02948
OG0000868	Prax.g_01548	Syar.g_02950
OG0000869	Prax.g_01544	Syar.g_02955
OG0000870	Prax.g_01539	Syar.g_02960
OG0000871	Prax.g_01538	Syar.g_02961
OG0000872	Prax.g_01537	Syar.g_02967
OG0000873	Prax.g_01534	Syar.g_02970
OG0000874	Prax.g_01531	Syar.g_02974
OG0000875	Prax.g_01530	Syar.g_02975
OG0000876	Prax.g_01529	Syar.g_01828
OG0000877	Prax.g_01527	Syar.g_02977
OG0000878	Prax.g_01526	Syar.g_02978
OG0000879	Prax.g_01525	Syar.g_02979
OG0000880	Prax.g_01524	Syar.g_02980
OG0000881	Prax.g_01520	Syar.g_02984
OG0000882	Prax.g_01515	Syar.g_02989
OG0000883	Prax.g_01513	Syar.g_02992
OG0000884	Prax.g_01511	Syar.g_02994
OG0000885	Prax.g_01510	Syar.g_02995
OG0000886	Prax.g_01509	Syar.g_02996
OG0000887	Prax.g_01508	Syar.g_02998
OG0000888	Prax.g_01506	Syar.g_03000
OG0000889	Prax.g_01504	Syar.g_03002
OG0000890	Prax.g_01503	Syar.g_03005
OG0000891	Prax.g_01502	Syar.g_03006
OG0000892	Prax.g_01257	Syar.g_03008
OG0000893	Prax.g_01262	Syar.g_00150
OG0000894	Prax.g_01264	Syar.g_00145
OG0000895	Prax.g_01267	Syar.g_00141
OG0000896	Prax.g_01268	Syar.g_00140
OG0000897	Prax.g_01270	Syar.g_00138
OG0000898	Prax.g_01271	Syar.g_00137
OG0000899	Prax.g_01272	Syar.g_00136
OG0000900	Prax.g_01273	Syar.g_00135
OG0000901	Prax.g_01276	Syar.g_00130
OG0000902	Prax.g_01278	Syar.g_01013
OG0000903	Prax.g_01281	Syar.g_01026
OG0000904	Prax.g_01283	Syar.g_01021
OG0000905	Prax.g_01288	Syar.g_01018
OG0000906	Prax.g_01289	Syar.g_01015
OG0000907	Prax.g_01296	Syar.g_01028
OG0000908	Prax.g_01299	Syar.g_01031
OG0000909	Prax.g_01300	Syar.g_01032
OG0000910	Prax.g_01301	Syar.g_01033
OG0000911	Prax.g_01303	Syar.g_01035
OG0000912	Prax.g_01304	Syar.g_01036
OG0000913	Prax.g_01305	Syar.g_01037
OG0000914	Prax.g_01306	Syar.g_01038
OG0000915	Prax.g_01307	Syar.g_01040
OG0000916	Prax.g_01308	Syar.g_01041
OG0000917	Prax.g_01309	Syar.g_01042
OG0000918	Prax.g_01310	Syar.g_01043
OG0000919	Prax.g_01311	Syar.g_01044
OG0000920	Prax.g_01312	Syar.g_01045
OG0000921	Prax.g_01313	Syar.g_01046
OG0000922	Prax.g_01314	Syar.g_01047
OG0000923	Prax.g_01318	Syar.g_01051
OG0000924	Prax.g_01319	Syar.g_01052
OG0000925	Prax.g_01320	Syar.g_01053
OG0000926	Prax.g_01321	Syar.g_01054
OG0000927	Prax.g_01323	Syar.g_01056
OG0000928	Prax.g_01324	Syar.g_01057
OG0000929	Prax.g_01325	Syar.g_01058
OG0000930	Prax.g_01326	Syar.g_01059
OG0000931	Prax.g_01327	Syar.g_01060
OG0000932	Prax.g_01328	Syar.g_01061
OG0000933	Prax.g_01332	Syar.g_01066
OG0000934	Prax.g_01334	Syar.g_01068
OG0000935	Prax.g_01335	Syar.g_01069
OG0000936	Prax.g_01336	Syar.g_01070
OG0000937	Prax.g_01337	Syar.g_01071
OG0000938	Prax.g_01339	Syar.g_01074
OG0000939	Prax.g_01340	Syar.g_01075
OG0000940	Prax.g_01347	Syar.g_01081
OG0000941	Prax.g_01349	Syar.g_01083
OG0000942	Prax.g_01351	Syar.g_01085
OG0000943	Prax.g_01352	Syar.g_01086
OG0000944	Prax.g_01353	Syar.g_01088
OG0000945	Prax.g_01354	Syar.g_01089
OG0000946	Prax.g_01358	Syar.g_01095
OG0000947	Prax.g_01360	Syar.g_01098
OG0000948	Prax.g_01361	Syar.g_01099
OG0000949	Prax.g_01364	Syar.g_00283
OG0000950	Prax.g_01369	Syar.g_00661
OG0000951	Prax.g_01373	Syar.g_00656
OG0000952	Prax.g_01377	Syar.g_00651
OG0000953	Prax.g_01380	Syar.g_00248
OG0000954	Prax.g_01384	Syar.g_00258
OG0000955	Prax.g_01385	Syar.g_00259
OG0000956	Prax.g_01387	Syar.g_00261
OG0000957	Prax.g_01392	Syar.g_00610
OG0000958	Prax.g_01393	Syar.g_00609
OG0000959	Prax.g_01397	Syar.g_00605
OG0000960	Prax.g_01398	Syar.g_00604
OG0000961	Prax.g_01400	Syar.g_00094
OG0000962	Prax.g_01402	Syar.g_00594
OG0000963	Prax.g_01406	Syar.g_00590
OG0000964	Prax.g_01407	Syar.g_00589
OG0000965	Prax.g_01408	Syar.g_00588
OG0000966	Prax.g_01415	Syar.g_00549
OG0000967	Prax.g_01420	Syar.g_00545
OG0000968	Prax.g_01422	Syar.g_00542
OG0000969	Prax.g_01423	Syar.g_00540
OG0000970	Prax.g_01424	Syar.g_00539
OG0000971	Prax.g_01425	Syar.g_00537
OG0000972	Prax.g_01426	Syar.g_00536
OG0000973	Prax.g_01427	Syar.g_00535
OG0000974	Prax.g_01428	Syar.g_00534
OG0000975	Prax.g_01429	Syar.g_00533
OG0000976	Prax.g_01430	Syar.g_00532
OG0000977	Prax.g_01431	Syar.g_00530
OG0000978	Prax.g_01432	Syar.g_00529
OG0000979	Prax.g_01435	Syar.g_00526
OG0000980	Prax.g_01437	Syar.g_00523
OG0000981	Prax.g_01439	Syar.g_00520
OG0000982	Prax.g_01441	Syar.g_00331
OG0000983	Prax.g_01442	Syar.g_00332
OG0000984	Prax.g_01443	Syar.g_00333
OG0000985	Prax.g_01446	Syar.g_00337
OG0000986	Prax.g_01448	Syar.g_00344
OG0000987	Prax.g_01449	Syar.g_00346
OG0000988	Prax.g_01452	Syar.g_00352
OG0000989	Prax.g_01455	Syar.g_00377
OG0000990	Prax.g_01458	Syar.g_00697
OG0000991	Prax.g_01459	Syar.g_00700
OG0000992	Prax.g_01461	Syar.g_00704
OG0000993	Prax.g_01462	Syar.g_00705
OG0000994	Prax.g_01463	Syar.g_00708
OG0000995	Prax.g_01467	Syar.g_03212, Syar.g_00624
OG0000996	Prax.g_01468	Syar.g_00861
OG0000997	Prax.g_01469	Syar.g_00437
OG0000998	Prax.g_01471	Syar.g_00439
OG0000999	Prax.g_01472	Syar.g_00440
OG0001000	Prax.g_01475	Syar.g_00955, Syar.g_00444
OG0001001	Prax.g_01477	Syar.g_00450
OG0001002	Prax.g_01481	Syar.g_00457
OG0001003	Prax.g_01482	Syar.g_00459
OG0001004	Prax.g_01483	Syar.g_00460
OG0001005	Prax.g_01484	Syar.g_00461
OG0001006	Prax.g_01488	Syar.g_00468
OG0001007	Prax.g_01490	Syar.g_00470
OG0001008	Prax.g_00763	Syar.g_01178, Syar.g_03274
OG0001009	Prax.g_00286	Syar.g_00500
OG0001010	Prax.g_00285	Syar.g_00501
OG0001011	Prax.g_00284	Syar.g_00503
OG0001013	Prax.g_00623	Syar.g_00906
OG0001014	Prax.g_00626	Syar.g_00914
OG0001015	Prax.g_00627	Syar.g_00915
OG0001017	Prax.g_00648	Syar.g_03050
OG0001018	Prax.g_00651	Syar.g_03052
OG0001019	Prax.g_00660	Syar.g_03086
OG0001020	Prax.g_01128	Syar.g_03092
OG0001021	Prax.g_01127	Syar.g_03098
OG0001022	Prax.g_01124	Syar.g_03102
OG0001023	Prax.g_01123	Syar.g_03103
OG0001024	Prax.g_01120	Syar.g_02276
OG0001025	Prax.g_01114	Syar.g_03115
OG0001026	Prax.g_01108	Syar.g_03131
OG0001027	Prax.g_01107	Syar.g_00031
OG0001028	Prax.g_01105	Syar.g_00034
OG0001029	Prax.g_01103	Syar.g_00036
OG0001030	Prax.g_01088	Syar.g_00058
OG0001031	Prax.g_01032	Syar.g_00129
OG0001032	Prax.g_01031	Syar.g_01011
OG0001033	Prax.g_01010	Syar.g_00962
OG0001034	Prax.g_00982	Syar.g_03022
OG0001035	Prax.g_00921	Syar.g_00171
OG0001036	Prax.g_00916	Syar.g_00193
OG0001037	Prax.g_00915	Syar.g_00195
OG0001038	Prax.g_00897	Syar.g_00223
OG0001039	Prax.g_00894	Syar.g_00226
OG0001040	Prax.g_00892	Syar.g_00229
OG0001041	Prax.g_00888	Syar.g_00234
OG0001042	Prax.g_00871	Syar.g_00831
OG0001043	Prax.g_00870	Syar.g_00826
OG0001044	Prax.g_00840	Syar.g_01117
OG0001045	Prax.g_00831	Syar.g_01130
OG0001046	Prax.g_00795	Syar.g_02514
OG0001047	Prax.g_00761	Syar.g_01180
OG0001048	Prax.g_00760	Syar.g_01181
OG0001049	Prax.g_00758	Syar.g_02872
OG0001050	Prax.g_00757	Syar.g_02871
OG0001051	Prax.g_00756	Syar.g_02870
OG0001052	Prax.g_00731	Syar.g_01269
OG0001053	Prax.g_00719	Syar.g_01472
OG0001054	Prax.g_00703	Syar.g_01492
OG0001055	Prax.g_00684	Syar.g_01513
OG0001056	Prax.g_00665	Syar.g_02349
OG0001057	Prax.g_00002	Syar.g_02341
OG0001058	Prax.g_00010	Syar.g_02324
OG0001059	Prax.g_00014	Syar.g_00422
OG0001060	Prax.g_00021	Syar.g_02315
OG0001061	Prax.g_00034	Syar.g_02297
OG0001062	Prax.g_00036	Syar.g_02294
OG0001063	Prax.g_00038	Syar.g_02209
OG0001064	Prax.g_00039	Syar.g_02208
OG0001065	Prax.g_00040	Syar.g_02207
OG0001066	Prax.g_00041	Syar.g_02206
OG0001067	Prax.g_00042	Syar.g_02205
OG0001068	Prax.g_00043	Syar.g_02204
OG0001069	Prax.g_00044	Syar.g_02203
OG0001070	Prax.g_00047	Syar.g_02200
OG0001071	Prax.g_00048	Syar.g_02199
OG0001072	Prax.g_00049	Syar.g_02195
OG0001073	Prax.g_00063	Syar.g_02182
OG0001074	Prax.g_00074	Syar.g_02031
OG0001075	Prax.g_00075	Syar.g_02215
OG0001076	Prax.g_00083	Syar.g_02253
OG0001077	Prax.g_00087	Syar.g_02240
OG0001078	Prax.g_00095	Syar.g_02419
OG0001079	Prax.g_00106	Syar.g_02431
OG0001080	Prax.g_00112	Syar.g_02442
OG0001081	Prax.g_00114	Syar.g_02444
OG0001082	Prax.g_00115	Syar.g_02445
OG0001083	Prax.g_00120	Syar.g_02473
OG0001084	Prax.g_00121	Syar.g_02474
OG0001085	Prax.g_00972	Syar.g_01688
OG0001086	Prax.g_00971	Syar.g_01686
OG0001087	Prax.g_00954	Syar.g_02347
OG0001088	Prax.g_00953	Syar.g_00431
OG0001089	Prax.g_00945	Syar.g_01942
OG0001090	Prax.g_00484	Syar.g_01582
OG0001091	Prax.g_00482	Syar.g_01580
OG0001092	Prax.g_00481	Syar.g_01578
OG0001093	Prax.g_00476	Syar.g_01572
OG0001094	Prax.g_00379	Syar.g_02633
OG0001095	Prax.g_00360	Syar.g_02653
OG0001096	Prax.g_00347	Syar.g_02476
OG0001097	Prax.g_00328	Syar.g_01823
OG0001098	Prax.g_00313	Syar.g_01672
OG0001099	Prax.g_00550	Syar.g_00035
OG0001100	Prax.g_00554	Syar.g_01625
OG0001101	Prax.g_00556	Syar.g_01623
OG0001102	Prax.g_00558	Syar.g_01620
OG0001103	Prax.g_00560	Syar.g_01618
OG0001104	Prax.g_00583	Syar.g_02616
OG0001105	Prax.g_00587	Syar.g_02620
OG0001106	Prax.g_00611	Syar.g_02553
OG0001107	Prax.g_00618	Syar.g_02541
OG0001109	Prax.g_01132	Syar.g_02529
OG0001110	Prax.g_01134	Syar.g_02527
OG0001111	Prax.g_01135	Syar.g_02525
OG0001112	Prax.g_01136	Syar.g_02523
OG0001113	Prax.g_01137	Syar.g_02522
OG0001114	Prax.g_01138	Syar.g_02521
OG0001115	Prax.g_01140	Syar.g_02519
OG0001116	Prax.g_01141	Syar.g_02517
OG0001117	Prax.g_01142	Syar.g_02516
OG0001118	Prax.g_01143	Syar.g_02515
OG0001119	Prax.g_01144	Syar.g_02513
OG0001120	Prax.g_01146	Syar.g_02507
OG0001122	Prax.g_01176	Syar.g_01803
OG0001123	Prax.g_01180	Syar.g_01796
OG0001124	Prax.g_01182	Syar.g_01793
OG0001125	Prax.g_01183	Syar.g_01791
OG0001126	Prax.g_01193	Syar.g_01375
OG0001127	Prax.g_01194	Syar.g_01374
OG0001128	Prax.g_01196	Syar.g_01371
OG0001129	Prax.g_01197	Syar.g_01369
OG0001130	Prax.g_01198	Syar.g_01368
OG0001131	Prax.g_01235	Syar.g_02448
OG0001132	Prax.g_01245	Syar.g_00684
OG0001133	Prax.g_00146	Syar.g_02249
OG0001134	Prax.g_00161	Syar.g_02235
OG0001135	Prax.g_00164	Syar.g_02232
OG0001136	Prax.g_00197	Syar.g_01536
OG0001137	Prax.g_00208	Syar.g_01944
OG0001138	Prax.g_00226	Syar.g_01977
OG0001139	Prax.g_00227	Syar.g_01980
OG0001140	Prax.g_00228	Syar.g_01981
OG0001141	Prax.g_00229	Syar.g_01982
OG0001142	Prax.g_00230	Syar.g_01983
OG0001143	Prax.g_00237	Syar.g_01698
