Orthogroup	Prbm	Syac
OG0000556	Prbm.g_00577	Syac.g_01817
OG0000557	Prbm.g_00578	Syac.g_01815
OG0000558	Prbm.g_00580	Syac.g_01813
OG0000559	Prbm.g_00584	Syac.g_01808
OG0000560	Prbm.g_00587	Syac.g_01805
OG0000561	Prbm.g_00588	Syac.g_01804
OG0000562	Prbm.g_00589	Syac.g_01803
OG0000563	Prbm.g_00590	Syac.g_01802
OG0000564	Prbm.g_00591	Syac.g_01801
OG0000565	Prbm.g_00594	Syac.g_01797
OG0000566	Prbm.g_00596	Syac.g_01793
OG0000567	Prbm.g_00600	Syac.g_01789
OG0000568	Prbm.g_00601	Syac.g_01786
OG0000569	Prbm.g_00602	Syac.g_01785
OG0000570	Prbm.g_00603	Syac.g_01784
OG0000571	Prbm.g_00605	Syac.g_01780
OG0000572	Prbm.g_00616	Syac.g_01765
OG0000573	Prbm.g_00621	Syac.g_01755
OG0000574	Prbm.g_00624	Syac.g_01754
OG0000575	Prbm.g_00627	Syac.g_01750
OG0000576	Prbm.g_00629	Syac.g_01748
OG0000577	Prbm.g_00630	Syac.g_01747
OG0000578	Prbm.g_00631	Syac.g_01746
OG0000579	Prbm.g_00632	Syac.g_01745
OG0000580	Prbm.g_00633	Syac.g_01744
OG0000581	Prbm.g_00636	Syac.g_01738
OG0000582	Prbm.g_00639	Syac.g_00936
OG0000583	Prbm.g_00640	Syac.g_00937
OG0000584	Prbm.g_00641	Syac.g_00938
OG0000585	Prbm.g_00643	Syac.g_00940
OG0000586	Prbm.g_00644	Syac.g_00941
OG0000587	Prbm.g_00645	Syac.g_00943
OG0000588	Prbm.g_00649	Syac.g_00949
OG0000589	Prbm.g_00652	Syac.g_00953
OG0000590	Prbm.g_00653	Syac.g_00954
OG0000591	Prbm.g_00656	Syac.g_00961
OG0000592	Prbm.g_00657	Syac.g_00962
OG0000593	Prbm.g_00663	Syac.g_00975
OG0000594	Prbm.g_00664	Syac.g_00976
OG0000595	Prbm.g_00665	Syac.g_00977
OG0000596	Prbm.g_00669	Syac.g_00982
OG0000597	Prbm.g_00671	Syac.g_00985
OG0000598	Prbm.g_00672	Syac.g_00986
OG0000599	Prbm.g_00675	Syac.g_00989
OG0000600	Prbm.g_00676	Syac.g_00990
OG0000601	Prbm.g_00677	Syac.g_00991
OG0000602	Prbm.g_00679	Syac.g_00996
OG0000603	Prbm.g_00680	Syac.g_00997
OG0000604	Prbm.g_00681	Syac.g_01001
OG0000605	Prbm.g_00682	Syac.g_01089
OG0000606	Prbm.g_00685	Syac.g_01434
OG0000607	Prbm.g_00688	Syac.g_01430
OG0000608	Prbm.g_00689	Syac.g_01429
OG0000609	Prbm.g_00690	Syac.g_01427
OG0000610	Prbm.g_00696	Syac.g_01419
OG0000611	Prbm.g_00699	Syac.g_01416
OG0000612	Prbm.g_00700	Syac.g_01415
OG0000613	Prbm.g_00706	Syac.g_00231
OG0000614	Prbm.g_00730	Syac.g_00911
OG0000615	Prbm.g_00737	Syac.g_01377
OG0000616	Prbm.g_02220	Syac.g_02478
OG0000617	Prbm.g_00748	Syac.g_01280
OG0000618	Prbm.g_00749	Syac.g_01279
OG0000619	Prbm.g_00750	Syac.g_01278
OG0000620	Prbm.g_00753	Syac.g_01270
OG0000621	Prbm.g_00754	Syac.g_01269
OG0000622	Prbm.g_00755	Syac.g_01268
OG0000623	Prbm.g_00756	Syac.g_01267
OG0000624	Prbm.g_00758	Syac.g_01265
OG0000625	Prbm.g_00759	Syac.g_01264
OG0000626	Prbm.g_00760	Syac.g_01263
OG0000627	Prbm.g_00762	Syac.g_01126
OG0000628	Prbm.g_00763	Syac.g_01127
OG0000629	Prbm.g_00764	Syac.g_01130
OG0000630	Prbm.g_00767	Syac.g_01134
OG0000631	Prbm.g_00959	Syac.g_01139
OG0000632	Prbm.g_00960	Syac.g_01140
OG0000633	Prbm.g_00961	Syac.g_01141
OG0000634	Prbm.g_00810	Syac.g_01345
OG0000635	Prbm.g_00811	Syac.g_01344
OG0000636	Prbm.g_00813	Syac.g_01342
OG0000637	Prbm.g_00815	Syac.g_01340
OG0000638	Prbm.g_00816	Syac.g_01339
OG0000639	Prbm.g_00817	Syac.g_01338
OG0000640	Prbm.g_00818	Syac.g_01337
OG0000641	Prbm.g_00822	Syac.g_01333
OG0000642	Prbm.g_00823	Syac.g_01332
OG0000643	Prbm.g_00824	Syac.g_01330
OG0000644	Prbm.g_00825	Syac.g_01329
OG0000645	Prbm.g_00826	Syac.g_01327
OG0000646	Prbm.g_00829	Syac.g_01324
OG0000647	Prbm.g_00831	Syac.g_01322
OG0000648	Prbm.g_00833	Syac.g_01319
OG0000649	Prbm.g_00834	Syac.g_01318
OG0000650	Prbm.g_00835	Syac.g_01317
OG0000651	Prbm.g_00836	Syac.g_01316
OG0000652	Prbm.g_00837	Syac.g_01315
OG0000653	Prbm.g_00839	Syac.g_01313
OG0000654	Prbm.g_00840	Syac.g_01312
OG0000655	Prbm.g_00841	Syac.g_01311
OG0000656	Prbm.g_00844	Syac.g_01308
OG0000657	Prbm.g_00850	Syac.g_00846
OG0000658	Prbm.g_00852	Syac.g_00842
OG0000659	Prbm.g_00853	Syac.g_00841
OG0000660	Prbm.g_00857	Syac.g_00837
OG0000661	Prbm.g_00859	Syac.g_00835
OG0000662	Prbm.g_00861	Syac.g_00833
OG0000663	Prbm.g_00863	Syac.g_00830
OG0000664	Prbm.g_00864	Syac.g_00829
OG0000665	Prbm.g_00868	Syac.g_01018
OG0000666	Prbm.g_00869	Syac.g_01088
OG0000667	Prbm.g_00873	Syac.g_02165
OG0000668	Prbm.g_00911	Syac.g_01239
OG0000669	Prbm.g_00919	Syac.g_01404
OG0000670	Prbm.g_00922	Syac.g_00580
OG0000671	Prbm.g_00924	Syac.g_01400
OG0000672	Prbm.g_00927	Syac.g_01396
OG0000673	Prbm.g_00930	Syac.g_01393
OG0000674	Prbm.g_00932	Syac.g_01391
OG0000675	Prbm.g_00933	Syac.g_01390
OG0000676	Prbm.g_00935	Syac.g_01388
OG0000677	Prbm.g_00936	Syac.g_01387
OG0000678	Prbm.g_00939	Syac.g_01384
OG0000679	Prbm.g_00943	Syac.g_01375
OG0000680	Prbm.g_00944	Syac.g_01374
OG0000681	Prbm.g_00946	Syac.g_01371
OG0000682	Prbm.g_00947	Syac.g_01370
OG0000683	Prbm.g_00948	Syac.g_01369
OG0000684	Prbm.g_00793	Syac.g_01365
OG0000685	Prbm.g_00795	Syac.g_01363
OG0000686	Prbm.g_00796	Syac.g_01362
OG0000687	Prbm.g_00797	Syac.g_01361
OG0000688	Prbm.g_00800	Syac.g_01356
OG0000689	Prbm.g_00801	Syac.g_01354
OG0000690	Prbm.g_00802	Syac.g_01353
OG0000691	Prbm.g_00803	Syac.g_01352
OG0000692	Prbm.g_00805	Syac.g_01351
OG0000693	Prbm.g_00806	Syac.g_01349
OG0000694	Prbm.g_00807	Syac.g_01348
OG0000695	Prbm.g_00963	Syac.g_01143
OG0000696	Prbm.g_00964	Syac.g_01144
OG0000697	Prbm.g_00965	Syac.g_01146
OG0000698	Prbm.g_00968	Syac.g_01149
OG0000699	Prbm.g_00969	Syac.g_01151
OG0000700	Prbm.g_00970	Syac.g_01152
OG0000701	Prbm.g_00971	Syac.g_01153
OG0000702	Prbm.g_00973	Syac.g_01161
OG0000703	Prbm.g_00974	Syac.g_01162
OG0000704	Prbm.g_00975	Syac.g_01165
OG0000705	Prbm.g_00981	Syac.g_01174
OG0000706	Prbm.g_00982	Syac.g_01175
OG0000707	Prbm.g_00983	Syac.g_01176
OG0000708	Prbm.g_00985	Syac.g_01179
OG0000709	Prbm.g_00989	Syac.g_01187
OG0000710	Prbm.g_00992	Syac.g_01191
OG0000711	Prbm.g_01007	Syac.g_01220
OG0000712	Prbm.g_01009	Syac.g_01221
OG0000713	Prbm.g_01010	Syac.g_01222
OG0000714	Prbm.g_01011	Syac.g_01224
OG0000715	Prbm.g_01013	Syac.g_01226
OG0000716	Prbm.g_01014	Syac.g_01230
OG0000717	Prbm.g_01015	Syac.g_01231
OG0000718	Prbm.g_01031	Syac.g_01235
OG0000719	Prbm.g_01032	Syac.g_01237
OG0000720	Prbm.g_01042	Syac.g_01250
OG0000721	Prbm.g_01043	Syac.g_01252
OG0000722	Prbm.g_01044	Syac.g_01253
OG0000723	Prbm.g_01048	Syac.g_01261
OG0000724	Prbm.g_01059	Syac.g_00879
OG0000725	Prbm.g_00887	Syac.g_00887
OG0000726	Prbm.g_00886	Syac.g_00888
OG0000727	Prbm.g_00885	Syac.g_00889
OG0000728	Prbm.g_00883	Syac.g_00891
OG0000729	Prbm.g_02104	Syac.g_00144
OG0000730	Prbm.g_00398	Syac.g_02024
OG0000731	Prbm.g_00406	Syac.g_02011
OG0000732	Prbm.g_02166	Syac.g_00051
OG0000733	Prbm.g_01911	Syac.g_02386
OG0000734	Prbm.g_01565	Syac.g_00388
OG0000735	Prbm.g_01563	Syac.g_00750
OG0000736	Prbm.g_01562	Syac.g_00751
OG0000737	Prbm.g_01561	Syac.g_00752
OG0000738	Prbm.g_01557	Syac.g_00757
OG0000739	Prbm.g_01556	Syac.g_00762
OG0000740	Prbm.g_01555	Syac.g_00763
OG0000741	Prbm.g_01553	Syac.g_00766
OG0000742	Prbm.g_01550	Syac.g_00768
OG0000743	Prbm.g_01548	Syac.g_00770
OG0000744	Prbm.g_01547	Syac.g_00771
OG0000745	Prbm.g_01545	Syac.g_00773
OG0000746	Prbm.g_01543	Syac.g_00776
OG0000747	Prbm.g_01542	Syac.g_00777
OG0000748	Prbm.g_01538	Syac.g_00787
OG0000749	Prbm.g_01537	Syac.g_00789
OG0000750	Prbm.g_01536	Syac.g_00790
OG0000751	Prbm.g_01533	Syac.g_00797
OG0000752	Prbm.g_01531	Syac.g_00799
OG0000753	Prbm.g_01529	Syac.g_00802
OG0000754	Prbm.g_01525	Syac.g_01471
OG0000755	Prbm.g_01520	Syac.g_01479
OG0000756	Prbm.g_01519	Syac.g_01480
OG0000757	Prbm.g_01512	Syac.g_01492
OG0000758	Prbm.g_01511	Syac.g_01493
OG0000759	Prbm.g_01510	Syac.g_01494
OG0000760	Prbm.g_01509	Syac.g_01495
OG0000761	Prbm.g_01508	Syac.g_01496
OG0000762	Prbm.g_01507	Syac.g_01498
OG0000763	Prbm.g_01505	Syac.g_01500
OG0000764	Prbm.g_01504	Syac.g_01501
OG0000765	Prbm.g_01496	Syac.g_01515
OG0000766	Prbm.g_01495	Syac.g_01516
OG0000767	Prbm.g_01494	Syac.g_01518
OG0000768	Prbm.g_01493	Syac.g_01519
OG0000769	Prbm.g_01491	Syac.g_01521
OG0000770	Prbm.g_01490	Syac.g_01524
OG0000771	Prbm.g_01054	Syac.g_00873
OG0000772	Prbm.g_01356	Syac.g_01569
OG0000773	Prbm.g_01602	Syac.g_00741
OG0000774	Prbm.g_01605	Syac.g_00737
OG0000775	Prbm.g_01606	Syac.g_00735
OG0000776	Prbm.g_01607	Syac.g_00734
OG0000777	Prbm.g_01608	Syac.g_00733
OG0000778	Prbm.g_01609	Syac.g_00732
OG0000779	Prbm.g_01613	Syac.g_00727
OG0000780	Prbm.g_01614	Syac.g_00723
OG0000781	Prbm.g_01616	Syac.g_00719
OG0000782	Prbm.g_01617	Syac.g_00718
OG0000783	Prbm.g_01618	Syac.g_00717
OG0000784	Prbm.g_01619	Syac.g_00716
OG0000785	Prbm.g_01621	Syac.g_00714
OG0000786	Prbm.g_01624	Syac.g_01730
OG0000787	Prbm.g_01625	Syac.g_01731
OG0000788	Prbm.g_00777	Syac.g_00992
OG0000789	Prbm.g_01051	Syac.g_01111
OG0000790	Prbm.g_01665	Syac.g_01921
OG0000791	Prbm.g_01667	Syac.g_01922
OG0000792	Prbm.g_01668	Syac.g_01923
OG0000793	Prbm.g_01671	Syac.g_01928
OG0000794	Prbm.g_01672	Syac.g_01929
OG0000795	Prbm.g_01673	Syac.g_01930
OG0000796	Prbm.g_01677	Syac.g_01934
OG0000797	Prbm.g_01678	Syac.g_01935
OG0000799	Prbm.g_01691	Syac.g_01602
OG0000800	Prbm.g_01692	Syac.g_01603
OG0000801	Prbm.g_01693	Syac.g_01604
OG0000802	Prbm.g_01695	Syac.g_01608
OG0000803	Prbm.g_01697	Syac.g_01613
OG0000804	Prbm.g_01698	Syac.g_01616
OG0000805	Prbm.g_01700	Syac.g_01620
OG0000806	Prbm.g_01702	Syac.g_01622
OG0000807	Prbm.g_01703	Syac.g_01624
OG0000808	Prbm.g_01704	Syac.g_01625
OG0000809	Prbm.g_01708	Syac.g_01628
OG0000810	Prbm.g_01709	Syac.g_01629
OG0000811	Prbm.g_01713	Syac.g_01637
OG0000812	Prbm.g_01715	Syac.g_01639
OG0000813	Prbm.g_01716	Syac.g_01640
OG0000814	Prbm.g_01718	Syac.g_01642
OG0000815	Prbm.g_01719	Syac.g_01643
OG0000816	Prbm.g_01721	Syac.g_01645
OG0000817	Prbm.g_01722	Syac.g_01646
OG0000818	Prbm.g_01726	Syac.g_01652
OG0000819	Prbm.g_01727	Syac.g_01653
OG0000820	Prbm.g_01728	Syac.g_01654
OG0000821	Prbm.g_01731	Syac.g_01659
OG0000822	Prbm.g_01732	Syac.g_01661
OG0000823	Prbm.g_01733	Syac.g_01662
OG0000824	Prbm.g_01736	Syac.g_01666
OG0000825	Prbm.g_01737	Syac.g_01667
OG0000826	Prbm.g_01738	Syac.g_01668
OG0000827	Prbm.g_01739	Syac.g_01669
OG0000828	Prbm.g_01742	Syac.g_01672
OG0000829	Prbm.g_01743	Syac.g_01673
OG0000830	Prbm.g_01744	Syac.g_01674
OG0000831	Prbm.g_01746	Syac.g_01676
OG0000832	Prbm.g_01756	Syac.g_00623
OG0000833	Prbm.g_01764	Syac.g_00613
OG0000834	Prbm.g_01765	Syac.g_00610
OG0000835	Prbm.g_01766	Syac.g_00609
OG0000836	Prbm.g_01768	Syac.g_00605
OG0000837	Prbm.g_01769	Syac.g_00604
OG0000838	Prbm.g_01771	Syac.g_00600
OG0000839	Prbm.g_01772	Syac.g_00599
OG0000840	Prbm.g_01773	Syac.g_00598
OG0000841	Prbm.g_01774	Syac.g_00597
OG0000842	Prbm.g_01775	Syac.g_00596
OG0000843	Prbm.g_01776	Syac.g_00595
OG0000844	Prbm.g_01777	Syac.g_00593
OG0000845	Prbm.g_01778	Syac.g_00592
OG0000846	Prbm.g_01779	Syac.g_00591
OG0000847	Prbm.g_01780	Syac.g_00590
OG0000848	Prbm.g_01781	Syac.g_00588
OG0000849	Prbm.g_01782	Syac.g_00587
OG0000850	Prbm.g_01784	Syac.g_00585
OG0000851	Prbm.g_01785	Syac.g_00573
OG0000852	Prbm.g_01786	Syac.g_00572
OG0000853	Prbm.g_01791	Syac.g_00568
OG0000854	Prbm.g_01793	Syac.g_00566
OG0000855	Prbm.g_01794	Syac.g_00565
OG0000856	Prbm.g_01685	Syac.g_00964
OG0000857	Prbm.g_00830	Syac.g_01323
OG0000858	Prbm.g_01835	Syac.g_00559
OG0000859	Prbm.g_01836	Syac.g_00558
OG0000860	Prbm.g_01843	Syac.g_00542
OG0000861	Prbm.g_01844	Syac.g_00541
OG0000862	Prbm.g_01845	Syac.g_00540
OG0000863	Prbm.g_01846	Syac.g_00538
OG0000864	Prbm.g_01847	Syac.g_00537
OG0000865	Prbm.g_01848	Syac.g_00533
OG0000866	Prbm.g_01849	Syac.g_00532
OG0000867	Prbm.g_01850	Syac.g_00531
OG0000868	Prbm.g_01851	Syac.g_00529
OG0000869	Prbm.g_01854	Syac.g_00524
OG0000870	Prbm.g_01859	Syac.g_00519
OG0000871	Prbm.g_01860	Syac.g_00518
OG0000872	Prbm.g_01861	Syac.g_00510
OG0000873	Prbm.g_01864	Syac.g_00507
OG0000874	Prbm.g_01867	Syac.g_00512
OG0000875	Prbm.g_01869	Syac.g_00505
OG0000876	Prbm.g_01870	Syac.g_00675
OG0000877	Prbm.g_01872	Syac.g_00671
OG0000878	Prbm.g_01873	Syac.g_00670
OG0000879	Prbm.g_01874	Syac.g_00669
OG0000880	Prbm.g_01875	Syac.g_00668
OG0000881	Prbm.g_01878	Syac.g_00664
OG0000882	Prbm.g_01883	Syac.g_00659
OG0000883	Prbm.g_01885	Syac.g_00656
OG0000884	Prbm.g_01887	Syac.g_00654
OG0000885	Prbm.g_01888	Syac.g_00653
OG0000886	Prbm.g_01889	Syac.g_00652
OG0000887	Prbm.g_01890	Syac.g_00651
OG0000888	Prbm.g_01892	Syac.g_00649
OG0000889	Prbm.g_01894	Syac.g_00647
OG0000890	Prbm.g_01895	Syac.g_00642
OG0000891	Prbm.g_01896	Syac.g_00641
OG0000892	Prbm.g_01898	Syac.g_00638
OG0000893	Prbm.g_01948	Syac.g_02193
OG0000894	Prbm.g_01951	Syac.g_02189
OG0000895	Prbm.g_01954	Syac.g_02185
OG0000896	Prbm.g_01955	Syac.g_02184
OG0000897	Prbm.g_01957	Syac.g_02182
OG0000898	Prbm.g_01958	Syac.g_02181
OG0000899	Prbm.g_01959	Syac.g_02180
OG0000900	Prbm.g_01960	Syac.g_02179
OG0000901	Prbm.g_01963	Syac.g_02174
OG0000902	Prbm.g_01965	Syac.g_02172
OG0000903	Prbm.g_01975	Syac.g_02140
OG0000904	Prbm.g_01970	Syac.g_02145
OG0000905	Prbm.g_01967	Syac.g_02148
OG0000906	Prbm.g_01966	Syac.g_02150
OG0000907	Prbm.g_01990	Syac.g_02138
OG0000908	Prbm.g_01993	Syac.g_02135
OG0000909	Prbm.g_01994	Syac.g_02134
OG0000910	Prbm.g_01995	Syac.g_02133
OG0000911	Prbm.g_01997	Syac.g_02131
OG0000912	Prbm.g_01998	Syac.g_02130
OG0000913	Prbm.g_01999	Syac.g_02129
OG0000914	Prbm.g_02000	Syac.g_02128
OG0000915	Prbm.g_02001	Syac.g_02127
OG0000916	Prbm.g_02002	Syac.g_02126
OG0000917	Prbm.g_02003	Syac.g_02125
OG0000918	Prbm.g_02004	Syac.g_02124
OG0000919	Prbm.g_02005	Syac.g_02123
OG0000920	Prbm.g_02006	Syac.g_02122
OG0000921	Prbm.g_02007	Syac.g_02121
OG0000922	Prbm.g_02008	Syac.g_02120
OG0000923	Prbm.g_02012	Syac.g_02116
OG0000924	Prbm.g_02013	Syac.g_02115
OG0000925	Prbm.g_02014	Syac.g_02114
OG0000926	Prbm.g_02015	Syac.g_02113
OG0000927	Prbm.g_02017	Syac.g_02111
OG0000928	Prbm.g_02018	Syac.g_02110
OG0000929	Prbm.g_02019	Syac.g_02109
OG0000930	Prbm.g_02020	Syac.g_02108
OG0000931	Prbm.g_02021	Syac.g_02107
OG0000932	Prbm.g_02022	Syac.g_02106
OG0000933	Prbm.g_02026	Syac.g_02101
OG0000934	Prbm.g_02028	Syac.g_02099
OG0000935	Prbm.g_02029	Syac.g_02098
OG0000936	Prbm.g_02030	Syac.g_02097
OG0000937	Prbm.g_02031	Syac.g_02096
OG0000938	Prbm.g_02034	Syac.g_02092
OG0000939	Prbm.g_02035	Syac.g_02091
OG0000940	Prbm.g_02042	Syac.g_02084
OG0000941	Prbm.g_02044	Syac.g_02082
OG0000942	Prbm.g_02046	Syac.g_02080
OG0000943	Prbm.g_02048	Syac.g_02079
OG0000944	Prbm.g_02050	Syac.g_02077
OG0000945	Prbm.g_02051	Syac.g_02075
OG0000946	Prbm.g_02057	Syac.g_02071
OG0000947	Prbm.g_02059	Syac.g_02068
OG0000948	Prbm.g_02060	Syac.g_02067
OG0000949	Prbm.g_02063	Syac.g_00205
OG0000950	Prbm.g_02068	Syac.g_00193
OG0000951	Prbm.g_02072	Syac.g_00188
OG0000952	Prbm.g_02076	Syac.g_00183
OG0000953	Prbm.g_02080	Syac.g_00177
OG0000954	Prbm.g_02084	Syac.g_00172
OG0000955	Prbm.g_02085	Syac.g_00171
OG0000956	Prbm.g_02087	Syac.g_00169
OG0000957	Prbm.g_02092	Syac.g_00158
OG0000958	Prbm.g_02093	Syac.g_00157
OG0000959	Prbm.g_02097	Syac.g_00153
OG0000960	Prbm.g_02098	Syac.g_00152
OG0000961	Prbm.g_02101	Syac.g_00147
OG0000962	Prbm.g_02103	Syac.g_00145
OG0000963	Prbm.g_02107	Syac.g_00140
OG0000964	Prbm.g_02108	Syac.g_00139
OG0000965	Prbm.g_02109	Syac.g_00138
OG0000966	Prbm.g_02144	Syac.g_00107
OG0000967	Prbm.g_02148	Syac.g_00075
OG0000968	Prbm.g_02150	Syac.g_00080
OG0000969	Prbm.g_02151	Syac.g_00078
OG0000970	Prbm.g_02152	Syac.g_00077
OG0000971	Prbm.g_02153	Syac.g_00067
OG0000972	Prbm.g_02154	Syac.g_00066
OG0000973	Prbm.g_02155	Syac.g_00065
OG0000974	Prbm.g_02156	Syac.g_00064
OG0000975	Prbm.g_02157	Syac.g_00063
OG0000976	Prbm.g_02158	Syac.g_00062
OG0000977	Prbm.g_02159	Syac.g_00059
OG0000978	Prbm.g_02160	Syac.g_00058
OG0000979	Prbm.g_02163	Syac.g_00055
OG0000980	Prbm.g_02165	Syac.g_00052
OG0000981	Prbm.g_02168	Syac.g_00049
OG0000982	Prbm.g_02170	Syac.g_02354
OG0000983	Prbm.g_02171	Syac.g_02355
OG0000984	Prbm.g_02172	Syac.g_02356
OG0000985	Prbm.g_02175	Syac.g_02359
OG0000986	Prbm.g_02177	Syac.g_02363
OG0000987	Prbm.g_02178	Syac.g_02365
OG0000988	Prbm.g_02181	Syac.g_02370
OG0000989	Prbm.g_02185	Syac.g_02379
OG0000990	Prbm.g_02190	Syac.g_02397
OG0000991	Prbm.g_02191	Syac.g_02400
OG0000992	Prbm.g_02194	Syac.g_02402
OG0000993	Prbm.g_02195	Syac.g_02403
OG0000994	Prbm.g_02196	Syac.g_02405
OG0000995	Prbm.g_02200	Syac.g_02410
OG0000996	Prbm.g_02201	Syac.g_02454
OG0000997	Prbm.g_02208	Syac.g_02464
OG0000998	Prbm.g_02210	Syac.g_02466
OG0000999	Prbm.g_02211	Syac.g_02467
OG0001000	Prbm.g_02214	Syac.g_02470
OG0001001	Prbm.g_02217	Syac.g_02475
OG0001002	Prbm.g_02222	Syac.g_02481
OG0001003	Prbm.g_02225	Syac.g_02483
OG0001004	Prbm.g_02226	Syac.g_02484
OG0001005	Prbm.g_02227	Syac.g_02485
OG0001006	Prbm.g_02231	Syac.g_02492
OG0001007	Prbm.g_02233	Syac.g_02494
OG0001008	Prbm.g_00447	Syac.g_00693
OG0001009	Prbm.g_00027	Syac.g_00030
OG0001010	Prbm.g_00028	Syac.g_00031
OG0001011	Prbm.g_00029	Syac.g_00032
OG0001012	Prbm.g_00052	Syac.g_02351
OG0001013	Prbm.g_00057	Syac.g_02337
OG0001014	Prbm.g_00060	Syac.g_02333
OG0001015	Prbm.g_00061	Syac.g_02332
OG0001016	Prbm.g_00130	Syac.g_00446
OG0001017	Prbm.g_00134	Syac.g_00440
OG0001018	Prbm.g_00137	Syac.g_00438
OG0001019	Prbm.g_00146	Syac.g_00422
OG0001020	Prbm.g_00147	Syac.g_00417
OG0001021	Prbm.g_00148	Syac.g_00413
OG0001022	Prbm.g_00151	Syac.g_00410
OG0001023	Prbm.g_00152	Syac.g_00409
OG0001024	Prbm.g_00155	Syac.g_00405
OG0001025	Prbm.g_00162	Syac.g_00399
OG0001026	Prbm.g_00170	Syac.g_00386
OG0001027	Prbm.g_00171	Syac.g_00380
OG0001028	Prbm.g_00173	Syac.g_00378
OG0001029	Prbm.g_00175	Syac.g_00376
OG0001030	Prbm.g_00191	Syac.g_00356
OG0001031	Prbm.g_00246	Syac.g_02266
OG0001032	Prbm.g_00247	Syac.g_02268
OG0001033	Prbm.g_00267	Syac.g_02298
OG0001034	Prbm.g_00296	Syac.g_01968
OG0001036	Prbm.g_00318	Syac.g_02221
OG0001037	Prbm.g_00319	Syac.g_02223
OG0001038	Prbm.g_00335	Syac.g_02251
OG0001039	Prbm.g_00337	Syac.g_02254
OG0001040	Prbm.g_00340	Syac.g_00292
OG0001041	Prbm.g_00344	Syac.g_00287
OG0001042	Prbm.g_00360	Syac.g_00258
OG0001043	Prbm.g_00361	Syac.g_00254
OG0001044	Prbm.g_00399	Syac.g_02021
OG0001045	Prbm.g_00408	Syac.g_02008
OG0001046	Prbm.g_01121	Syac.g_01207
OG0001047	Prbm.g_00449	Syac.g_00695
OG0001048	Prbm.g_00450	Syac.g_00696
OG0001049	Prbm.g_00452	Syac.g_00703
OG0001050	Prbm.g_00453	Syac.g_00704
OG0001051	Prbm.g_00454	Syac.g_00705
OG0001052	Prbm.g_00497	Syac.g_01704
OG0001053	Prbm.g_00509	Syac.g_01901
OG0001054	Prbm.g_00523	Syac.g_01884
OG0001055	Prbm.g_00551	Syac.g_01863
OG0001056	Prbm.g_00569	Syac.g_01831
OG0001057	Prbm.g_00574	Syac.g_01825
OG0001058	Prbm.g_00582	Syac.g_01810
OG0001059	Prbm.g_00586	Syac.g_01806
OG0001060	Prbm.g_00593	Syac.g_01799
OG0001061	Prbm.g_00606	Syac.g_01779
OG0001062	Prbm.g_00608	Syac.g_01777
OG0001063	Prbm.g_00609	Syac.g_01773
OG0001064	Prbm.g_00610	Syac.g_01772
OG0001065	Prbm.g_00611	Syac.g_01771
OG0001066	Prbm.g_00612	Syac.g_01770
OG0001067	Prbm.g_00613	Syac.g_01769
OG0001068	Prbm.g_00614	Syac.g_01768
OG0001069	Prbm.g_00615	Syac.g_01767
OG0001070	Prbm.g_00617	Syac.g_01764
OG0001071	Prbm.g_00618	Syac.g_01763
OG0001072	Prbm.g_00619	Syac.g_01758
OG0001074	Prbm.g_00646	Syac.g_00945
OG0001075	Prbm.g_00647	Syac.g_00946
OG0001076	Prbm.g_00654	Syac.g_00956
OG0001077	Prbm.g_00659	Syac.g_00967
OG0001078	Prbm.g_00667	Syac.g_00980
OG0001079	Prbm.g_00678	Syac.g_00993
OG0001080	Prbm.g_00684	Syac.g_01092
OG0001081	Prbm.g_00686	Syac.g_01432
OG0001082	Prbm.g_00687	Syac.g_01431
OG0001083	Prbm.g_00692	Syac.g_01424
OG0001084	Prbm.g_00693	Syac.g_01423
OG0001085	Prbm.g_00703	Syac.g_01412
OG0001086	Prbm.g_00704	Syac.g_01410
OG0001087	Prbm.g_00725	Syac.g_00923
OG0001088	Prbm.g_00726	Syac.g_00920
OG0001089	Prbm.g_00734	Syac.g_00896
OG0001090	Prbm.g_00743	Syac.g_01286
OG0001091	Prbm.g_00745	Syac.g_01284
OG0001092	Prbm.g_00746	Syac.g_01282
OG0001093	Prbm.g_00751	Syac.g_01276
OG0001094	Prbm.g_00808	Syac.g_01347
OG0001095	Prbm.g_00827	Syac.g_01326
OG0001096	Prbm.g_00842	Syac.g_01310
OG0001097	Prbm.g_00860	Syac.g_00834
OG0001098	Prbm.g_00877	Syac.g_01096
OG0001099	Prbm.g_00914	Syac.g_00377
OG0001100	Prbm.g_00921	Syac.g_01402
OG0001101	Prbm.g_00923	Syac.g_01401
OG0001102	Prbm.g_00926	Syac.g_01398
OG0001103	Prbm.g_00928	Syac.g_01395
OG0001104	Prbm.g_00794	Syac.g_01364
OG0001105	Prbm.g_00798	Syac.g_01360
OG0001106	Prbm.g_00976	Syac.g_01166
OG0001107	Prbm.g_00986	Syac.g_01180
OG0001108	Prbm.g_00990	Syac.g_01188
OG0001109	Prbm.g_00991	Syac.g_01190
OG0001110	Prbm.g_00993	Syac.g_01192
OG0001111	Prbm.g_00994	Syac.g_01194
OG0001112	Prbm.g_00995	Syac.g_01196
OG0001113	Prbm.g_00996	Syac.g_01197
OG0001114	Prbm.g_00997	Syac.g_01198
OG0001115	Prbm.g_00999	Syac.g_01202
OG0001116	Prbm.g_01000	Syac.g_01204
OG0001117	Prbm.g_01001	Syac.g_01205
