Orthogroup	Prbm	Syaf
OG0000541	Prbm.g_00537	Syaf.g_02694
OG0000542	Prbm.g_00539	Syaf.g_02691
OG0000543	Prbm.g_00541	Syaf.g_02689
OG0000544	Prbm.g_00542	Syaf.g_02688
OG0000545	Prbm.g_00544	Syaf.g_02686
OG0000546	Prbm.g_00547	Syaf.g_02684
OG0000547	Prbm.g_00549	Syaf.g_02682
OG0000548	Prbm.g_00550	Syaf.g_02681
OG0000549	Prbm.g_00553	Syaf.g_02676
OG0000550	Prbm.g_00557	Syaf.g_02671
OG0000551	Prbm.g_00560	Syaf.g_02666
OG0000552	Prbm.g_00561	Syaf.g_02665
OG0000553	Prbm.g_00562	Syaf.g_02663
OG0000554	Prbm.g_00567	Syaf.g_02653
OG0000555	Prbm.g_00575	Syaf.g_02635
OG0000556	Prbm.g_00577	Syaf.g_02630
OG0000557	Prbm.g_00578	Syaf.g_02628
OG0000558	Prbm.g_00580	Syaf.g_02626
OG0000559	Prbm.g_00584	Syaf.g_02622
OG0000560	Prbm.g_00587	Syaf.g_02619
OG0000561	Prbm.g_00588	Syaf.g_02618
OG0000562	Prbm.g_00589	Syaf.g_02617
OG0000563	Prbm.g_00590	Syaf.g_02616
OG0000564	Prbm.g_00591	Syaf.g_02615
OG0000565	Prbm.g_00594	Syaf.g_02612
OG0000566	Prbm.g_00596	Syaf.g_02608
OG0000567	Prbm.g_00600	Syaf.g_02604
OG0000568	Prbm.g_00601	Syaf.g_02599
OG0000569	Prbm.g_00602	Syaf.g_02596
OG0000570	Prbm.g_00603	Syaf.g_02595
OG0000571	Prbm.g_00605	Syaf.g_02591
OG0000572	Prbm.g_00616	Syaf.g_02575
OG0000573	Prbm.g_00621	Syaf.g_02567
OG0000574	Prbm.g_00624	Syaf.g_02566
OG0000575	Prbm.g_00627	Syaf.g_02562
OG0000576	Prbm.g_00629	Syaf.g_02560
OG0000577	Prbm.g_00630	Syaf.g_02559
OG0000578	Prbm.g_00631	Syaf.g_02558
OG0000579	Prbm.g_00632	Syaf.g_02557
OG0000580	Prbm.g_00633	Syaf.g_02556
OG0000581	Prbm.g_00636	Syaf.g_02550
OG0000582	Prbm.g_00639	Syaf.g_02374
OG0000583	Prbm.g_00640	Syaf.g_02373
OG0000584	Prbm.g_00641	Syaf.g_02372
OG0000585	Prbm.g_00643	Syaf.g_02370
OG0000586	Prbm.g_00644	Syaf.g_02369
OG0000587	Prbm.g_00645	Syaf.g_02367
OG0000588	Prbm.g_00649	Syaf.g_02350
OG0000589	Prbm.g_00652	Syaf.g_02340
OG0000590	Prbm.g_00653	Syaf.g_02339
OG0000591	Prbm.g_00656	Syaf.g_02331
OG0000592	Prbm.g_00657	Syaf.g_02330
OG0000593	Prbm.g_00663	Syaf.g_02314
OG0000594	Prbm.g_00664	Syaf.g_02313
OG0000595	Prbm.g_00665	Syaf.g_02312
OG0000596	Prbm.g_00669	Syaf.g_02307
OG0000597	Prbm.g_00671	Syaf.g_02304
OG0000598	Prbm.g_00672	Syaf.g_02303
OG0000599	Prbm.g_00675	Syaf.g_02300
OG0000600	Prbm.g_00676	Syaf.g_02299
OG0000601	Prbm.g_00677	Syaf.g_02298
OG0000602	Prbm.g_00679	Syaf.g_02293
OG0000603	Prbm.g_00680	Syaf.g_02292
OG0000604	Prbm.g_00681	Syaf.g_02289
OG0000605	Prbm.g_00682	Syaf.g_01734
OG0000606	Prbm.g_00685	Syaf.g_02145
OG0000607	Prbm.g_00688	Syaf.g_02142
OG0000608	Prbm.g_00689	Syaf.g_02141
OG0000609	Prbm.g_00690	Syaf.g_02139
OG0000610	Prbm.g_00696	Syaf.g_02132
OG0000611	Prbm.g_00699	Syaf.g_02129
OG0000612	Prbm.g_00700	Syaf.g_02128
OG0000613	Prbm.g_00706	Syaf.g_00315
OG0000614	Prbm.g_00730	Syaf.g_01469
OG0000615	Prbm.g_00737	Syaf.g_02085
OG0000616	Prbm.g_02220	Syaf.g_00518
OG0000617	Prbm.g_00748	Syaf.g_01975
OG0000618	Prbm.g_00749	Syaf.g_01974
OG0000619	Prbm.g_00750	Syaf.g_01973
OG0000620	Prbm.g_00753	Syaf.g_01966
OG0000621	Prbm.g_00754	Syaf.g_01965
OG0000622	Prbm.g_00755	Syaf.g_01964
OG0000623	Prbm.g_00756	Syaf.g_01963
OG0000624	Prbm.g_00758	Syaf.g_01961
OG0000625	Prbm.g_00759	Syaf.g_01960
OG0000626	Prbm.g_00760	Syaf.g_01959
OG0000627	Prbm.g_00762	Syaf.g_01782
OG0000628	Prbm.g_00763	Syaf.g_01783
OG0000629	Prbm.g_00764	Syaf.g_01786
OG0000630	Prbm.g_00767	Syaf.g_01790
OG0000631	Prbm.g_00959	Syaf.g_01801
OG0000632	Prbm.g_00960	Syaf.g_01802
OG0000633	Prbm.g_00961	Syaf.g_01803
OG0000634	Prbm.g_00810	Syaf.g_02053
OG0000635	Prbm.g_00811	Syaf.g_02052
OG0000636	Prbm.g_00813	Syaf.g_02050
OG0000637	Prbm.g_00815	Syaf.g_02048
OG0000638	Prbm.g_00816	Syaf.g_02047
OG0000639	Prbm.g_00817	Syaf.g_02046
OG0000640	Prbm.g_00818	Syaf.g_02045
OG0000641	Prbm.g_00822	Syaf.g_02041
OG0000642	Prbm.g_00823	Syaf.g_02040
OG0000643	Prbm.g_00824	Syaf.g_02038
OG0000644	Prbm.g_00825	Syaf.g_02037
OG0000645	Prbm.g_00826	Syaf.g_02035
OG0000646	Prbm.g_00829	Syaf.g_02032
OG0000647	Prbm.g_00831	Syaf.g_02030
OG0000648	Prbm.g_00833	Syaf.g_02027
OG0000649	Prbm.g_00834	Syaf.g_02026
OG0000650	Prbm.g_00835	Syaf.g_02025
OG0000651	Prbm.g_00836	Syaf.g_02024
OG0000652	Prbm.g_00837	Syaf.g_02023
OG0000653	Prbm.g_00839	Syaf.g_02021
OG0000654	Prbm.g_00840	Syaf.g_02020
OG0000655	Prbm.g_00841	Syaf.g_02019
OG0000656	Prbm.g_00844	Syaf.g_02016
OG0000657	Prbm.g_00850	Syaf.g_01384
OG0000658	Prbm.g_00852	Syaf.g_01381
OG0000659	Prbm.g_00853	Syaf.g_01380
OG0000660	Prbm.g_00857	Syaf.g_01376
OG0000661	Prbm.g_00859	Syaf.g_01374
OG0000662	Prbm.g_00861	Syaf.g_01372
OG0000663	Prbm.g_00863	Syaf.g_01369
OG0000664	Prbm.g_00864	Syaf.g_01368
OG0000665	Prbm.g_00868	Syaf.g_00980
OG0000666	Prbm.g_00869	Syaf.g_01733
OG0000667	Prbm.g_00873	Syaf.g_01635
OG0000668	Prbm.g_00911	Syaf.g_01928
OG0000669	Prbm.g_00919	Syaf.g_02112
OG0000670	Prbm.g_00922	Syaf.g_02769
OG0000671	Prbm.g_00924	Syaf.g_02108
OG0000672	Prbm.g_00927	Syaf.g_02105
OG0000673	Prbm.g_00930	Syaf.g_02102
OG0000674	Prbm.g_00932	Syaf.g_02100
OG0000675	Prbm.g_00933	Syaf.g_02099
OG0000676	Prbm.g_00935	Syaf.g_02097
OG0000677	Prbm.g_00936	Syaf.g_02096
OG0000678	Prbm.g_00939	Syaf.g_02092
OG0000679	Prbm.g_00943	Syaf.g_02083
OG0000680	Prbm.g_00944	Syaf.g_02082
OG0000681	Prbm.g_00946	Syaf.g_02079
OG0000682	Prbm.g_00947	Syaf.g_02078
OG0000683	Prbm.g_00948	Syaf.g_02077
OG0000684	Prbm.g_00793	Syaf.g_02072
OG0000685	Prbm.g_00795	Syaf.g_02070
OG0000686	Prbm.g_00796	Syaf.g_02069
OG0000687	Prbm.g_00797	Syaf.g_02068
OG0000688	Prbm.g_00800	Syaf.g_02063
OG0000689	Prbm.g_00801	Syaf.g_02061
OG0000690	Prbm.g_00802	Syaf.g_02060
OG0000691	Prbm.g_00803	Syaf.g_02059
OG0000692	Prbm.g_00805	Syaf.g_02058
OG0000693	Prbm.g_00806	Syaf.g_02057
OG0000694	Prbm.g_00807	Syaf.g_02056
OG0000695	Prbm.g_00963	Syaf.g_01805
OG0000696	Prbm.g_00964	Syaf.g_01806
OG0000697	Prbm.g_00965	Syaf.g_01808
OG0000698	Prbm.g_00968	Syaf.g_01811
OG0000699	Prbm.g_00969	Syaf.g_01813
OG0000700	Prbm.g_00970	Syaf.g_01814
OG0000701	Prbm.g_00971	Syaf.g_01815
OG0000702	Prbm.g_00973	Syaf.g_01843
OG0000703	Prbm.g_00974	Syaf.g_01844
OG0000704	Prbm.g_00975	Syaf.g_01846
OG0000705	Prbm.g_00981	Syaf.g_01853
OG0000706	Prbm.g_00982	Syaf.g_01854
OG0000707	Prbm.g_00983	Syaf.g_01855
OG0000708	Prbm.g_00985	Syaf.g_01858
OG0000709	Prbm.g_00989	Syaf.g_01867
OG0000710	Prbm.g_00992	Syaf.g_01878
OG0000711	Prbm.g_01007	Syaf.g_01908
OG0000712	Prbm.g_01009	Syaf.g_01910
OG0000713	Prbm.g_01010	Syaf.g_01911
OG0000714	Prbm.g_01011	Syaf.g_01913
OG0000715	Prbm.g_01013	Syaf.g_01915
OG0000716	Prbm.g_01014	Syaf.g_01919
OG0000717	Prbm.g_01015	Syaf.g_01920
OG0000718	Prbm.g_01031	Syaf.g_01924
OG0000719	Prbm.g_01032	Syaf.g_01926
OG0000720	Prbm.g_01042	Syaf.g_01939
OG0000721	Prbm.g_01043	Syaf.g_01941
OG0000722	Prbm.g_01044	Syaf.g_01942
OG0000723	Prbm.g_01048	Syaf.g_01957
OG0000724	Prbm.g_01059	Syaf.g_01418
OG0000725	Prbm.g_00887	Syaf.g_01445
OG0000726	Prbm.g_00886	Syaf.g_01446
OG0000727	Prbm.g_00885	Syaf.g_01447
OG0000728	Prbm.g_00883	Syaf.g_01449
OG0000729	Prbm.g_02104	Syaf.g_00405
OG0000730	Prbm.g_00398	Syaf.g_00026
OG0000731	Prbm.g_00406	Syaf.g_00014
OG0000732	Prbm.g_02166	Syaf.g_00444
OG0000733	Prbm.g_01911	Syaf.g_00615
OG0000734	Prbm.g_01565	Syaf.g_00895
OG0000735	Prbm.g_01563	Syaf.g_01273
OG0000736	Prbm.g_01562	Syaf.g_01274
OG0000737	Prbm.g_01561	Syaf.g_01275
OG0000738	Prbm.g_01557	Syaf.g_01280
OG0000739	Prbm.g_01556	Syaf.g_01281
OG0000740	Prbm.g_01555	Syaf.g_01282
OG0000741	Prbm.g_01553	Syaf.g_01285
OG0000742	Prbm.g_01550	Syaf.g_01287
OG0000743	Prbm.g_01548	Syaf.g_01289
OG0000744	Prbm.g_01547	Syaf.g_01290
OG0000745	Prbm.g_01545	Syaf.g_01293
OG0000746	Prbm.g_01543	Syaf.g_01295
OG0000747	Prbm.g_01542	Syaf.g_01296
OG0000748	Prbm.g_01538	Syaf.g_01307
OG0000749	Prbm.g_01537	Syaf.g_01309
OG0000750	Prbm.g_01536	Syaf.g_01310
OG0000751	Prbm.g_01533	Syaf.g_01317
OG0000752	Prbm.g_01531	Syaf.g_01319
OG0000753	Prbm.g_01529	Syaf.g_01322
OG0000754	Prbm.g_01525	Syaf.g_01611
OG0000755	Prbm.g_01520	Syaf.g_01599
OG0000756	Prbm.g_01519	Syaf.g_01598
OG0000757	Prbm.g_01512	Syaf.g_01590
OG0000758	Prbm.g_01511	Syaf.g_01589
OG0000759	Prbm.g_01510	Syaf.g_01588
OG0000760	Prbm.g_01509	Syaf.g_01587
OG0000761	Prbm.g_01508	Syaf.g_01586
OG0000762	Prbm.g_01507	Syaf.g_01584
OG0000763	Prbm.g_01505	Syaf.g_01582
OG0000764	Prbm.g_01504	Syaf.g_01581
OG0000765	Prbm.g_01496	Syaf.g_01564
OG0000766	Prbm.g_01495	Syaf.g_01563
OG0000767	Prbm.g_01494	Syaf.g_01561
OG0000768	Prbm.g_01493	Syaf.g_01560
OG0000769	Prbm.g_01491	Syaf.g_01558
OG0000770	Prbm.g_01490	Syaf.g_01553
OG0000771	Prbm.g_01054	Syaf.g_01411
OG0000772	Prbm.g_01356	Syaf.g_01705
OG0000773	Prbm.g_01602	Syaf.g_01268
OG0000774	Prbm.g_01605	Syaf.g_01263
OG0000775	Prbm.g_01606	Syaf.g_01261
OG0000776	Prbm.g_01607	Syaf.g_01260
OG0000777	Prbm.g_01608	Syaf.g_01259
OG0000778	Prbm.g_01609	Syaf.g_01258
OG0000779	Prbm.g_01613	Syaf.g_01252
OG0000780	Prbm.g_01614	Syaf.g_01249
OG0000781	Prbm.g_01616	Syaf.g_01245
OG0000782	Prbm.g_01617	Syaf.g_01244
OG0000783	Prbm.g_01618	Syaf.g_01243
OG0000784	Prbm.g_01619	Syaf.g_01242
OG0000785	Prbm.g_01621	Syaf.g_01240
OG0000786	Prbm.g_01624	Syaf.g_02546
OG0000787	Prbm.g_01625	Syaf.g_02547
OG0000788	Prbm.g_00777	Syaf.g_02297
OG0000789	Prbm.g_01051	Syaf.g_01750
OG0000790	Prbm.g_01665	Syaf.g_02738
OG0000791	Prbm.g_01667	Syaf.g_02740
OG0000792	Prbm.g_01668	Syaf.g_02741
OG0000793	Prbm.g_01671	Syaf.g_02746
OG0000794	Prbm.g_01672	Syaf.g_02747
OG0000795	Prbm.g_01673	Syaf.g_02748
OG0000796	Prbm.g_01677	Syaf.g_02752
OG0000797	Prbm.g_01678	Syaf.g_02753
OG0000799	Prbm.g_01691	Syaf.g_02380
OG0000800	Prbm.g_01692	Syaf.g_02383
OG0000801	Prbm.g_01693	Syaf.g_02384
OG0000802	Prbm.g_01695	Syaf.g_02388
OG0000803	Prbm.g_01697	Syaf.g_02393
OG0000804	Prbm.g_01698	Syaf.g_02396
OG0000805	Prbm.g_01700	Syaf.g_02398
OG0000806	Prbm.g_01702	Syaf.g_02405
OG0000807	Prbm.g_01703	Syaf.g_02406
OG0000808	Prbm.g_01704	Syaf.g_02407
OG0000809	Prbm.g_01708	Syaf.g_02410
OG0000810	Prbm.g_01709	Syaf.g_02411
OG0000811	Prbm.g_01713	Syaf.g_02420
OG0000812	Prbm.g_01715	Syaf.g_02422
OG0000813	Prbm.g_01716	Syaf.g_02423
OG0000814	Prbm.g_01718	Syaf.g_02425
OG0000815	Prbm.g_01719	Syaf.g_02426
OG0000816	Prbm.g_01721	Syaf.g_02428
OG0000817	Prbm.g_01722	Syaf.g_02429
OG0000818	Prbm.g_01726	Syaf.g_02442
OG0000819	Prbm.g_01727	Syaf.g_02443
OG0000820	Prbm.g_01728	Syaf.g_02444
OG0000821	Prbm.g_01731	Syaf.g_02450
OG0000822	Prbm.g_01732	Syaf.g_02452
OG0000823	Prbm.g_01733	Syaf.g_02453
OG0000824	Prbm.g_01736	Syaf.g_02459
OG0000825	Prbm.g_01737	Syaf.g_02460
OG0000826	Prbm.g_01738	Syaf.g_02461
OG0000827	Prbm.g_01739	Syaf.g_02462
OG0000828	Prbm.g_01742	Syaf.g_02465
OG0000829	Prbm.g_01743	Syaf.g_02466
OG0000830	Prbm.g_01744	Syaf.g_02467
OG0000831	Prbm.g_01746	Syaf.g_02470
OG0000832	Prbm.g_01756	Syaf.g_01109
OG0000833	Prbm.g_01764	Syaf.g_01100
OG0000834	Prbm.g_01765	Syaf.g_01098
OG0000835	Prbm.g_01766	Syaf.g_01097
OG0000836	Prbm.g_01768	Syaf.g_01093
OG0000837	Prbm.g_01769	Syaf.g_01091
OG0000838	Prbm.g_01771	Syaf.g_01087
OG0000839	Prbm.g_01772	Syaf.g_01086
OG0000840	Prbm.g_01773	Syaf.g_01085
OG0000841	Prbm.g_01774	Syaf.g_01084
OG0000842	Prbm.g_01775	Syaf.g_01083
OG0000843	Prbm.g_01776	Syaf.g_01082
OG0000844	Prbm.g_01777	Syaf.g_01080
OG0000845	Prbm.g_01778	Syaf.g_01079
OG0000846	Prbm.g_01779	Syaf.g_01078
OG0000847	Prbm.g_01780	Syaf.g_01077
OG0000848	Prbm.g_01781	Syaf.g_01075
OG0000849	Prbm.g_01782	Syaf.g_01074
OG0000850	Prbm.g_01784	Syaf.g_01072
OG0000851	Prbm.g_01785	Syaf.g_01061
OG0000852	Prbm.g_01786	Syaf.g_01060
OG0000853	Prbm.g_01791	Syaf.g_01056
OG0000854	Prbm.g_01793	Syaf.g_01054
OG0000855	Prbm.g_01794	Syaf.g_01053
OG0000856	Prbm.g_01685	Syaf.g_02328
OG0000857	Prbm.g_00830	Syaf.g_02031
OG0000858	Prbm.g_01835	Syaf.g_01047
OG0000859	Prbm.g_01836	Syaf.g_01046
OG0000860	Prbm.g_01843	Syaf.g_01031
OG0000861	Prbm.g_01844	Syaf.g_01030
OG0000862	Prbm.g_01845	Syaf.g_01029
OG0000863	Prbm.g_01846	Syaf.g_01026
OG0000864	Prbm.g_01847	Syaf.g_01025
OG0000865	Prbm.g_01848	Syaf.g_01024
OG0000866	Prbm.g_01849	Syaf.g_01023
OG0000867	Prbm.g_01850	Syaf.g_01022
OG0000868	Prbm.g_01851	Syaf.g_01019
OG0000869	Prbm.g_01854	Syaf.g_01014
OG0000870	Prbm.g_01859	Syaf.g_01009
OG0000871	Prbm.g_01860	Syaf.g_01008
OG0000872	Prbm.g_01861	Syaf.g_01001
OG0000873	Prbm.g_01864	Syaf.g_00998
OG0000874	Prbm.g_01867	Syaf.g_01002
OG0000875	Prbm.g_01869	Syaf.g_00996
OG0000876	Prbm.g_01870	Syaf.g_01198
OG0000877	Prbm.g_01872	Syaf.g_01188
OG0000878	Prbm.g_01873	Syaf.g_01187
OG0000879	Prbm.g_01874	Syaf.g_01186
OG0000880	Prbm.g_01875	Syaf.g_01185
OG0000881	Prbm.g_01878	Syaf.g_01179
OG0000882	Prbm.g_01883	Syaf.g_01174
OG0000883	Prbm.g_01885	Syaf.g_01172
OG0000884	Prbm.g_01887	Syaf.g_01170
OG0000885	Prbm.g_01888	Syaf.g_01169
OG0000886	Prbm.g_01889	Syaf.g_01168
OG0000887	Prbm.g_01890	Syaf.g_01167
OG0000888	Prbm.g_01892	Syaf.g_01165
OG0000889	Prbm.g_01894	Syaf.g_01163
OG0000890	Prbm.g_01895	Syaf.g_01157
OG0000891	Prbm.g_01896	Syaf.g_01156
OG0000892	Prbm.g_01898	Syaf.g_01154
OG0000893	Prbm.g_01948	Syaf.g_00178
OG0000894	Prbm.g_01951	Syaf.g_00175
OG0000895	Prbm.g_01954	Syaf.g_00171
OG0000896	Prbm.g_01955	Syaf.g_00170
OG0000897	Prbm.g_01957	Syaf.g_00168
OG0000898	Prbm.g_01958	Syaf.g_00167
OG0000899	Prbm.g_01959	Syaf.g_00166
OG0000900	Prbm.g_01960	Syaf.g_00165
OG0000901	Prbm.g_01963	Syaf.g_00160
OG0000902	Prbm.g_01965	Syaf.g_00158
OG0000903	Prbm.g_01975	Syaf.g_00141
OG0000904	Prbm.g_01970	Syaf.g_00146
OG0000905	Prbm.g_01967	Syaf.g_00151
OG0000906	Prbm.g_01966	Syaf.g_00154
OG0000907	Prbm.g_01990	Syaf.g_00139
OG0000908	Prbm.g_01993	Syaf.g_00136
OG0000909	Prbm.g_01994	Syaf.g_00135
OG0000910	Prbm.g_01995	Syaf.g_00134
OG0000911	Prbm.g_01997	Syaf.g_00132
OG0000912	Prbm.g_01998	Syaf.g_00131
OG0000913	Prbm.g_01999	Syaf.g_00130
OG0000914	Prbm.g_02000	Syaf.g_00129
OG0000915	Prbm.g_02001	Syaf.g_00127
OG0000916	Prbm.g_02002	Syaf.g_00126
OG0000917	Prbm.g_02003	Syaf.g_00125
OG0000918	Prbm.g_02004	Syaf.g_00124
OG0000919	Prbm.g_02005	Syaf.g_00123
OG0000920	Prbm.g_02006	Syaf.g_00122
OG0000921	Prbm.g_02007	Syaf.g_00121
OG0000922	Prbm.g_02008	Syaf.g_00120
OG0000923	Prbm.g_02012	Syaf.g_00116
OG0000924	Prbm.g_02013	Syaf.g_00115
OG0000925	Prbm.g_02014	Syaf.g_00114
OG0000926	Prbm.g_02015	Syaf.g_00113
OG0000927	Prbm.g_02017	Syaf.g_00111
OG0000928	Prbm.g_02018	Syaf.g_00110
OG0000929	Prbm.g_02019	Syaf.g_00109
OG0000930	Prbm.g_02020	Syaf.g_00108
OG0000931	Prbm.g_02021	Syaf.g_00107
OG0000932	Prbm.g_02022	Syaf.g_00106
OG0000933	Prbm.g_02026	Syaf.g_00100
OG0000934	Prbm.g_02028	Syaf.g_00098
OG0000935	Prbm.g_02029	Syaf.g_00097
OG0000936	Prbm.g_02030	Syaf.g_00096
OG0000937	Prbm.g_02031	Syaf.g_00095
OG0000938	Prbm.g_02034	Syaf.g_00092
OG0000939	Prbm.g_02035	Syaf.g_00091
OG0000940	Prbm.g_02042	Syaf.g_00084
OG0000941	Prbm.g_02044	Syaf.g_00082
OG0000942	Prbm.g_02046	Syaf.g_00080
OG0000943	Prbm.g_02048	Syaf.g_00079
OG0000944	Prbm.g_02050	Syaf.g_00077
OG0000945	Prbm.g_02051	Syaf.g_00075
OG0000946	Prbm.g_02057	Syaf.g_00070
OG0000947	Prbm.g_02059	Syaf.g_00067
OG0000948	Prbm.g_02060	Syaf.g_00066
OG0000949	Prbm.g_02063	Syaf.g_00337
OG0000950	Prbm.g_02068	Syaf.g_00351
OG0000951	Prbm.g_02072	Syaf.g_00358
OG0000952	Prbm.g_02076	Syaf.g_00363
OG0000953	Prbm.g_02080	Syaf.g_00367
OG0000954	Prbm.g_02084	Syaf.g_00372
OG0000955	Prbm.g_02085	Syaf.g_00373
OG0000956	Prbm.g_02087	Syaf.g_00375
OG0000957	Prbm.g_02092	Syaf.g_00386
OG0000958	Prbm.g_02093	Syaf.g_00387
OG0000959	Prbm.g_02097	Syaf.g_00391
OG0000960	Prbm.g_02098	Syaf.g_00392
OG0000961	Prbm.g_02101	Syaf.g_00402
OG0000962	Prbm.g_02103	Syaf.g_00404
OG0000963	Prbm.g_02107	Syaf.g_00409
OG0000964	Prbm.g_02108	Syaf.g_00410
OG0000965	Prbm.g_02109	Syaf.g_00411
OG0000966	Prbm.g_02144	Syaf.g_00421
OG0000967	Prbm.g_02148	Syaf.g_00426
OG0000968	Prbm.g_02150	Syaf.g_00417
OG0000969	Prbm.g_02151	Syaf.g_00423
OG0000970	Prbm.g_02152	Syaf.g_00424
OG0000971	Prbm.g_02153	Syaf.g_00429
OG0000972	Prbm.g_02154	Syaf.g_00430
OG0000973	Prbm.g_02155	Syaf.g_00431
OG0000974	Prbm.g_02156	Syaf.g_00432
OG0000975	Prbm.g_02157	Syaf.g_00433
OG0000976	Prbm.g_02158	Syaf.g_00434
OG0000977	Prbm.g_02159	Syaf.g_00436
OG0000978	Prbm.g_02160	Syaf.g_00437
OG0000979	Prbm.g_02163	Syaf.g_00440
OG0000980	Prbm.g_02165	Syaf.g_00443
OG0000981	Prbm.g_02168	Syaf.g_00446
OG0000982	Prbm.g_02170	Syaf.g_00645
OG0000983	Prbm.g_02171	Syaf.g_00644
OG0000984	Prbm.g_02172	Syaf.g_00643
OG0000985	Prbm.g_02175	Syaf.g_00641
OG0000986	Prbm.g_02177	Syaf.g_00639
OG0000987	Prbm.g_02178	Syaf.g_00637
OG0000988	Prbm.g_02181	Syaf.g_00633
OG0000989	Prbm.g_02185	Syaf.g_00624
OG0000990	Prbm.g_02190	Syaf.g_00606
OG0000991	Prbm.g_02191	Syaf.g_00604
OG0000992	Prbm.g_02194	Syaf.g_00601
OG0000993	Prbm.g_02195	Syaf.g_00600
OG0000994	Prbm.g_02196	Syaf.g_00597
OG0000995	Prbm.g_02200	Syaf.g_00592
OG0000996	Prbm.g_02201	Syaf.g_00543
OG0000997	Prbm.g_02208	Syaf.g_00532
OG0000998	Prbm.g_02210	Syaf.g_00530
OG0000999	Prbm.g_02211	Syaf.g_00529
OG0001000	Prbm.g_02214	Syaf.g_00526
OG0001001	Prbm.g_02217	Syaf.g_00521
OG0001002	Prbm.g_02222	Syaf.g_00515
OG0001003	Prbm.g_02225	Syaf.g_00514
OG0001004	Prbm.g_02226	Syaf.g_00513
OG0001005	Prbm.g_02227	Syaf.g_00510
OG0001006	Prbm.g_02231	Syaf.g_00500
OG0001007	Prbm.g_02233	Syaf.g_00498
OG0001008	Prbm.g_00447	Syaf.g_01215
OG0001009	Prbm.g_00027	Syaf.g_00466
OG0001010	Prbm.g_00028	Syaf.g_00465
OG0001011	Prbm.g_00029	Syaf.g_00463
OG0001012	Prbm.g_00052	Syaf.g_00649
OG0001013	Prbm.g_00057	Syaf.g_00669
OG0001014	Prbm.g_00060	Syaf.g_00691
OG0001015	Prbm.g_00061	Syaf.g_00692
OG0001016	Prbm.g_00130	Syaf.g_00958
OG0001017	Prbm.g_00134	Syaf.g_00952
OG0001018	Prbm.g_00137	Syaf.g_00950
OG0001019	Prbm.g_00146	Syaf.g_00931
OG0001020	Prbm.g_00147	Syaf.g_00926
OG0001021	Prbm.g_00148	Syaf.g_00922
OG0001022	Prbm.g_00151	Syaf.g_00918
OG0001023	Prbm.g_00152	Syaf.g_00917
OG0001024	Prbm.g_00155	Syaf.g_00913
OG0001025	Prbm.g_00162	Syaf.g_00906
OG0001026	Prbm.g_00170	Syaf.g_00893
OG0001027	Prbm.g_00171	Syaf.g_00884
OG0001028	Prbm.g_00173	Syaf.g_00882
OG0001029	Prbm.g_00175	Syaf.g_00880
OG0001030	Prbm.g_00191	Syaf.g_00860
OG0001031	Prbm.g_00246	Syaf.g_00784
OG0001032	Prbm.g_00247	Syaf.g_00781
OG0001034	Prbm.g_00296	Syaf.g_02787
OG0001035	Prbm.g_00313	Syaf.g_00207
OG0001036	Prbm.g_00318	Syaf.g_00212
OG0001037	Prbm.g_00319	Syaf.g_00214
OG0001038	Prbm.g_00335	Syaf.g_00242
OG0001039	Prbm.g_00337	Syaf.g_00245
OG0001040	Prbm.g_00340	Syaf.g_00248
OG0001041	Prbm.g_00344	Syaf.g_00253
OG0001042	Prbm.g_00360	Syaf.g_00275
OG0001043	Prbm.g_00361	Syaf.g_00279
OG0001044	Prbm.g_00399	Syaf.g_00024
OG0001045	Prbm.g_00408	Syaf.g_00011
OG0001046	Prbm.g_01121	Syaf.g_01894
OG0001047	Prbm.g_00449	Syaf.g_01217
OG0001048	Prbm.g_00450	Syaf.g_01218
OG0001049	Prbm.g_00452	Syaf.g_01226
OG0001050	Prbm.g_00453	Syaf.g_01227
OG0001051	Prbm.g_00454	Syaf.g_01228
OG0001052	Prbm.g_00497	Syaf.g_02502
OG0001053	Prbm.g_00509	Syaf.g_02718
OG0001054	Prbm.g_00523	Syaf.g_02701
OG0001056	Prbm.g_00569	Syaf.g_02649
OG0001057	Prbm.g_00574	Syaf.g_02638
OG0001058	Prbm.g_00582	Syaf.g_02624
OG0001059	Prbm.g_00586	Syaf.g_02620
OG0001060	Prbm.g_00593	Syaf.g_02614
OG0001061	Prbm.g_00606	Syaf.g_02590
OG0001062	Prbm.g_00608	Syaf.g_02588
OG0001063	Prbm.g_00609	Syaf.g_02583
OG0001064	Prbm.g_00610	Syaf.g_02582
OG0001065	Prbm.g_00611	Syaf.g_02581
OG0001066	Prbm.g_00612	Syaf.g_02580
OG0001067	Prbm.g_00613	Syaf.g_02579
OG0001068	Prbm.g_00614	Syaf.g_02578
OG0001069	Prbm.g_00615	Syaf.g_02577
OG0001070	Prbm.g_00617	Syaf.g_02574
OG0001071	Prbm.g_00618	Syaf.g_02573
OG0001072	Prbm.g_00619	Syaf.g_02569
OG0001073	Prbm.g_00634	Syaf.g_02555
OG0001074	Prbm.g_00646	Syaf.g_02365
OG0001075	Prbm.g_00647	Syaf.g_02363
OG0001076	Prbm.g_00654	Syaf.g_02337
OG0001077	Prbm.g_00659	Syaf.g_02325
OG0001078	Prbm.g_00667	Syaf.g_02309
OG0001079	Prbm.g_00678	Syaf.g_02296
OG0001080	Prbm.g_00684	Syaf.g_01740
