Orthogroup	Prbm	Syaq
OG0000544	Prbm.g_00542	Syaq.g_01807, Syaq.g_02567
OG0000545	Prbm.g_00544	Syaq.g_01809
OG0000546	Prbm.g_00547	Syaq.g_01811
OG0000547	Prbm.g_00549	Syaq.g_01813
OG0000548	Prbm.g_00550	Syaq.g_01814
OG0000549	Prbm.g_00553	Syaq.g_01819
OG0000550	Prbm.g_00557	Syaq.g_01824
OG0000551	Prbm.g_00560	Syaq.g_01829
OG0000552	Prbm.g_00561	Syaq.g_01830
OG0000553	Prbm.g_00562	Syaq.g_01834
OG0000554	Prbm.g_00567	Syaq.g_01839
OG0000555	Prbm.g_00575	Syaq.g_01857
OG0000556	Prbm.g_00577	Syaq.g_01925
OG0000557	Prbm.g_00578	Syaq.g_01927
OG0000558	Prbm.g_00580	Syaq.g_01929
OG0000559	Prbm.g_00584	Syaq.g_01933
OG0000560	Prbm.g_00587	Syaq.g_01936
OG0000561	Prbm.g_00588	Syaq.g_01937
OG0000562	Prbm.g_00589	Syaq.g_01938
OG0000563	Prbm.g_00590	Syaq.g_01939
OG0000564	Prbm.g_00591	Syaq.g_01940
OG0000565	Prbm.g_00594	Syaq.g_01943
OG0000566	Prbm.g_00596	Syaq.g_01947
OG0000567	Prbm.g_00600	Syaq.g_01951
OG0000568	Prbm.g_00601	Syaq.g_01954
OG0000569	Prbm.g_00602	Syaq.g_01955
OG0000570	Prbm.g_00603	Syaq.g_01956
OG0000571	Prbm.g_00605	Syaq.g_01960
OG0000572	Prbm.g_00616	Syaq.g_01977
OG0000573	Prbm.g_00621	Syaq.g_01985
OG0000574	Prbm.g_00624	Syaq.g_01986
OG0000575	Prbm.g_00627	Syaq.g_01991
OG0000576	Prbm.g_00629	Syaq.g_01993
OG0000577	Prbm.g_00630	Syaq.g_01994
OG0000578	Prbm.g_00631	Syaq.g_01995
OG0000579	Prbm.g_00632	Syaq.g_01996
OG0000580	Prbm.g_00633	Syaq.g_01997
OG0000581	Prbm.g_00636	Syaq.g_02003
OG0000582	Prbm.g_00639	Syaq.g_02012
OG0000583	Prbm.g_00640	Syaq.g_02013
OG0000584	Prbm.g_00641	Syaq.g_02014
OG0000585	Prbm.g_00643	Syaq.g_02017
OG0000586	Prbm.g_00644	Syaq.g_02018
OG0000587	Prbm.g_00645	Syaq.g_02020
OG0000588	Prbm.g_00649	Syaq.g_02043
OG0000589	Prbm.g_00652	Syaq.g_02057
OG0000590	Prbm.g_00653	Syaq.g_02058
OG0000591	Prbm.g_00656	Syaq.g_02066
OG0000592	Prbm.g_00657	Syaq.g_02067
OG0000593	Prbm.g_00663	Syaq.g_02078
OG0000594	Prbm.g_00664	Syaq.g_02079
OG0000595	Prbm.g_00665	Syaq.g_02080
OG0000596	Prbm.g_00669	Syaq.g_02085
OG0000597	Prbm.g_00671	Syaq.g_02088
OG0000598	Prbm.g_00672	Syaq.g_02089
OG0000599	Prbm.g_00675	Syaq.g_02096
OG0000600	Prbm.g_00676	Syaq.g_02097
OG0000601	Prbm.g_00677	Syaq.g_02098
OG0000602	Prbm.g_00679	Syaq.g_02104
OG0000603	Prbm.g_00680	Syaq.g_02105
OG0000604	Prbm.g_00681	Syaq.g_02107
OG0000605	Prbm.g_00682	Syaq.g_02151
OG0000606	Prbm.g_00685	Syaq.g_02231
OG0000607	Prbm.g_00688	Syaq.g_02234
OG0000608	Prbm.g_00689	Syaq.g_02235
OG0000609	Prbm.g_00690	Syaq.g_02237
OG0000610	Prbm.g_00696	Syaq.g_02244
OG0000611	Prbm.g_00699	Syaq.g_02247
OG0000612	Prbm.g_00700	Syaq.g_02248
OG0000613	Prbm.g_00706	Syaq.g_00885
OG0000614	Prbm.g_00730	Syaq.g_02588
OG0000615	Prbm.g_00737	Syaq.g_02302
OG0000616	Prbm.g_02220	Syaq.g_01168
OG0000617	Prbm.g_00748	Syaq.g_00031
OG0000618	Prbm.g_00749	Syaq.g_00032
OG0000619	Prbm.g_00750	Syaq.g_00033
OG0000620	Prbm.g_00753	Syaq.g_00038
OG0000621	Prbm.g_00754	Syaq.g_00039
OG0000622	Prbm.g_00755	Syaq.g_00040
OG0000623	Prbm.g_00756	Syaq.g_00041
OG0000624	Prbm.g_00758	Syaq.g_00042
OG0000625	Prbm.g_00759	Syaq.g_00043
OG0000626	Prbm.g_00760	Syaq.g_00044
OG0000627	Prbm.g_00762	Syaq.g_02425
OG0000628	Prbm.g_00763	Syaq.g_02426
OG0000629	Prbm.g_00764	Syaq.g_02429
OG0000630	Prbm.g_00767	Syaq.g_02433
OG0000631	Prbm.g_00959	Syaq.g_02441
OG0000632	Prbm.g_00960	Syaq.g_02442
OG0000633	Prbm.g_00961	Syaq.g_02444
OG0000634	Prbm.g_00810	Syaq.g_02336
OG0000635	Prbm.g_00811	Syaq.g_02337
OG0000636	Prbm.g_00813	Syaq.g_02339
OG0000637	Prbm.g_00815	Syaq.g_02341
OG0000638	Prbm.g_00816	Syaq.g_02342
OG0000639	Prbm.g_00817	Syaq.g_02343
OG0000640	Prbm.g_00818	Syaq.g_02344
OG0000641	Prbm.g_00822	Syaq.g_02348
OG0000642	Prbm.g_00823	Syaq.g_02349
OG0000643	Prbm.g_00824	Syaq.g_02350
OG0000644	Prbm.g_00825	Syaq.g_02351
OG0000645	Prbm.g_00826	Syaq.g_02353
OG0000646	Prbm.g_00829	Syaq.g_02356
OG0000647	Prbm.g_00831	Syaq.g_02358
OG0000648	Prbm.g_00833	Syaq.g_02360
OG0000649	Prbm.g_00834	Syaq.g_02361
OG0000650	Prbm.g_00835	Syaq.g_02362
OG0000651	Prbm.g_00836	Syaq.g_02363
OG0000652	Prbm.g_00837	Syaq.g_02364
OG0000653	Prbm.g_00839	Syaq.g_02367
OG0000654	Prbm.g_00840	Syaq.g_02368
OG0000655	Prbm.g_00841	Syaq.g_02369
OG0000656	Prbm.g_00844	Syaq.g_02372
OG0000657	Prbm.g_00850	Syaq.g_02382
OG0000658	Prbm.g_00852	Syaq.g_02385
OG0000659	Prbm.g_00853	Syaq.g_02386
OG0000660	Prbm.g_00857	Syaq.g_02390
OG0000661	Prbm.g_00859	Syaq.g_02392
OG0000662	Prbm.g_00861	Syaq.g_02394
OG0000663	Prbm.g_00863	Syaq.g_02397
OG0000664	Prbm.g_00864	Syaq.g_02400
OG0000665	Prbm.g_00868	Syaq.g_02124
OG0000666	Prbm.g_00869	Syaq.g_02117
OG0000667	Prbm.g_00873	Syaq.g_02222
OG0000668	Prbm.g_00911	Syaq.g_00068
OG0000669	Prbm.g_00919	Syaq.g_02260
OG0000670	Prbm.g_00922	Syaq.g_00079
OG0000671	Prbm.g_00924	Syaq.g_02264
OG0000672	Prbm.g_00927	Syaq.g_02267
OG0000673	Prbm.g_00930	Syaq.g_02270
OG0000674	Prbm.g_00932	Syaq.g_02272
OG0000675	Prbm.g_00933	Syaq.g_02273
OG0000676	Prbm.g_00935	Syaq.g_02275
OG0000677	Prbm.g_00936	Syaq.g_02276
OG0000678	Prbm.g_00939	Syaq.g_02282
OG0000679	Prbm.g_00943	Syaq.g_02305
OG0000680	Prbm.g_00944	Syaq.g_02306
OG0000681	Prbm.g_00946	Syaq.g_02309
OG0000682	Prbm.g_00947	Syaq.g_02310
OG0000683	Prbm.g_00948	Syaq.g_02311
OG0000684	Prbm.g_00793	Syaq.g_02315
OG0000685	Prbm.g_00795	Syaq.g_02317
OG0000686	Prbm.g_00796	Syaq.g_02318
OG0000687	Prbm.g_00797	Syaq.g_02319
OG0000688	Prbm.g_00800	Syaq.g_02325
OG0000689	Prbm.g_00801	Syaq.g_02327
OG0000690	Prbm.g_00802	Syaq.g_02328
OG0000691	Prbm.g_00803	Syaq.g_02329
OG0000692	Prbm.g_00805	Syaq.g_02330
OG0000693	Prbm.g_00806	Syaq.g_02332
OG0000694	Prbm.g_00807	Syaq.g_02333
OG0000695	Prbm.g_00963	Syaq.g_02446
OG0000696	Prbm.g_00964	Syaq.g_02447
OG0000697	Prbm.g_00965	Syaq.g_02448
OG0000698	Prbm.g_00968	Syaq.g_02451
OG0000699	Prbm.g_00969	Syaq.g_02452
OG0000700	Prbm.g_00970	Syaq.g_02453
OG0000701	Prbm.g_00971	Syaq.g_02454
OG0000702	Prbm.g_00973	Syaq.g_02467
OG0000703	Prbm.g_00974	Syaq.g_02468
OG0000704	Prbm.g_00975	Syaq.g_02470
OG0000705	Prbm.g_00981	Syaq.g_02477
OG0000706	Prbm.g_00982	Syaq.g_02478
OG0000707	Prbm.g_00983	Syaq.g_02479
OG0000708	Prbm.g_00985	Syaq.g_02482
OG0000709	Prbm.g_00989	Syaq.g_02490
OG0000710	Prbm.g_00992	Syaq.g_02494
OG0000711	Prbm.g_01007	Syaq.g_02521
OG0000712	Prbm.g_01009	Syaq.g_02523
OG0000713	Prbm.g_01010	Syaq.g_02524
OG0000714	Prbm.g_01011	Syaq.g_02527
OG0000715	Prbm.g_01013	Syaq.g_02529
OG0000716	Prbm.g_01014	Syaq.g_02533
OG0000717	Prbm.g_01015	Syaq.g_02534
OG0000718	Prbm.g_01031	Syaq.g_00072
OG0000719	Prbm.g_01032	Syaq.g_00070
OG0000720	Prbm.g_01042	Syaq.g_00057
OG0000721	Prbm.g_01043	Syaq.g_00055
OG0000722	Prbm.g_01044	Syaq.g_00054
OG0000723	Prbm.g_01048	Syaq.g_00046
OG0000724	Prbm.g_01059	Syaq.g_02685
OG0000725	Prbm.g_00887	Syaq.g_02676
OG0000726	Prbm.g_00886	Syaq.g_02675
OG0000727	Prbm.g_00885	Syaq.g_02674
OG0000728	Prbm.g_00883	Syaq.g_02672
OG0000729	Prbm.g_02104	Syaq.g_01046
OG0000730	Prbm.g_00398	Syaq.g_00561
OG0000731	Prbm.g_00406	Syaq.g_00550
OG0000732	Prbm.g_02166	Syaq.g_01098
OG0000733	Prbm.g_01911	Syaq.g_01232
OG0000734	Prbm.g_01565	Syaq.g_01479
OG0000735	Prbm.g_01563	Syaq.g_00266
OG0000736	Prbm.g_01562	Syaq.g_00265
OG0000737	Prbm.g_01561	Syaq.g_00264
OG0000738	Prbm.g_01557	Syaq.g_00258
OG0000739	Prbm.g_01556	Syaq.g_00257
OG0000740	Prbm.g_01555	Syaq.g_00256
OG0000741	Prbm.g_01553	Syaq.g_00253
OG0000742	Prbm.g_01550	Syaq.g_00250
OG0000743	Prbm.g_01548	Syaq.g_00248
OG0000744	Prbm.g_01547	Syaq.g_00247
OG0000745	Prbm.g_01545	Syaq.g_00245
OG0000746	Prbm.g_01543	Syaq.g_00242
OG0000747	Prbm.g_01542	Syaq.g_00241
OG0000748	Prbm.g_01538	Syaq.g_00227
OG0000749	Prbm.g_01537	Syaq.g_00226
OG0000750	Prbm.g_01536	Syaq.g_00225
OG0000751	Prbm.g_01533	Syaq.g_00219
OG0000752	Prbm.g_01531	Syaq.g_00217
OG0000753	Prbm.g_01529	Syaq.g_00214
OG0000754	Prbm.g_01525	Syaq.g_00209
OG0000755	Prbm.g_01520	Syaq.g_00198
OG0000756	Prbm.g_01519	Syaq.g_00197
OG0000757	Prbm.g_01512	Syaq.g_00190
OG0000758	Prbm.g_01511	Syaq.g_00189
OG0000759	Prbm.g_01510	Syaq.g_00188
OG0000760	Prbm.g_01509	Syaq.g_00187
OG0000761	Prbm.g_01508	Syaq.g_00186
OG0000762	Prbm.g_01507	Syaq.g_00183
OG0000763	Prbm.g_01505	Syaq.g_00181
OG0000764	Prbm.g_01504	Syaq.g_00180
OG0000765	Prbm.g_01496	Syaq.g_00157
OG0000766	Prbm.g_01495	Syaq.g_00156
OG0000767	Prbm.g_01494	Syaq.g_00154
OG0000768	Prbm.g_01493	Syaq.g_00153
OG0000769	Prbm.g_01491	Syaq.g_00151
OG0000770	Prbm.g_01490	Syaq.g_00148
OG0000771	Prbm.g_01054	Syaq.g_02691
OG0000772	Prbm.g_01356	Syaq.g_01887
OG0000773	Prbm.g_01602	Syaq.g_00283
OG0000774	Prbm.g_01605	Syaq.g_00288
OG0000775	Prbm.g_01606	Syaq.g_00290
OG0000776	Prbm.g_01607	Syaq.g_00291
OG0000777	Prbm.g_01608	Syaq.g_00292
OG0000778	Prbm.g_01609	Syaq.g_00293
OG0000779	Prbm.g_01613	Syaq.g_00299
OG0000780	Prbm.g_01614	Syaq.g_00304
OG0000781	Prbm.g_01616	Syaq.g_00308
OG0000782	Prbm.g_01617	Syaq.g_00309
OG0000783	Prbm.g_01618	Syaq.g_00310
OG0000784	Prbm.g_01619	Syaq.g_00311
OG0000785	Prbm.g_01621	Syaq.g_00313
OG0000786	Prbm.g_01624	Syaq.g_00328
OG0000787	Prbm.g_01625	Syaq.g_00329
OG0000788	Prbm.g_00777	Syaq.g_02099
OG0000789	Prbm.g_01051	Syaq.g_02123
OG0000790	Prbm.g_01665	Syaq.g_01758
OG0000791	Prbm.g_01667	Syaq.g_01756
OG0000792	Prbm.g_01668	Syaq.g_01755
OG0000793	Prbm.g_01671	Syaq.g_01750
OG0000794	Prbm.g_01672	Syaq.g_01749
OG0000795	Prbm.g_01673	Syaq.g_01748
OG0000796	Prbm.g_01677	Syaq.g_01744
OG0000797	Prbm.g_01678	Syaq.g_01743
OG0000799	Prbm.g_01691	Syaq.g_00341
OG0000800	Prbm.g_01692	Syaq.g_00342
OG0000801	Prbm.g_01693	Syaq.g_00343
OG0000802	Prbm.g_01695	Syaq.g_00350
OG0000803	Prbm.g_01697	Syaq.g_00353
OG0000804	Prbm.g_01698	Syaq.g_00358
OG0000805	Prbm.g_01700	Syaq.g_00360
OG0000806	Prbm.g_01702	Syaq.g_00362
OG0000807	Prbm.g_01703	Syaq.g_00364
OG0000808	Prbm.g_01704	Syaq.g_00365
OG0000809	Prbm.g_01708	Syaq.g_00369
OG0000810	Prbm.g_01709	Syaq.g_00370
OG0000811	Prbm.g_01713	Syaq.g_00378
OG0000812	Prbm.g_01715	Syaq.g_00380
OG0000813	Prbm.g_01716	Syaq.g_00381
OG0000814	Prbm.g_01718	Syaq.g_00383
OG0000815	Prbm.g_01719	Syaq.g_00384
OG0000816	Prbm.g_01721	Syaq.g_00386
OG0000817	Prbm.g_01722	Syaq.g_00387
OG0000818	Prbm.g_01726	Syaq.g_00392
OG0000819	Prbm.g_01727	Syaq.g_00393
OG0000820	Prbm.g_01728	Syaq.g_00394
OG0000821	Prbm.g_01731	Syaq.g_00400
OG0000822	Prbm.g_01732	Syaq.g_00402
OG0000823	Prbm.g_01733	Syaq.g_00403
OG0000824	Prbm.g_01736	Syaq.g_00409
OG0000825	Prbm.g_01737	Syaq.g_00410
OG0000826	Prbm.g_01738	Syaq.g_00411
OG0000827	Prbm.g_01739	Syaq.g_00412
OG0000828	Prbm.g_01742	Syaq.g_00415
OG0000829	Prbm.g_01743	Syaq.g_00416
OG0000830	Prbm.g_01744	Syaq.g_00417
OG0000831	Prbm.g_01746	Syaq.g_00419
OG0000832	Prbm.g_01756	Syaq.g_01737
OG0000833	Prbm.g_01764	Syaq.g_01725
OG0000834	Prbm.g_01765	Syaq.g_01724
OG0000835	Prbm.g_01766	Syaq.g_01723
OG0000836	Prbm.g_01768	Syaq.g_01720
OG0000837	Prbm.g_01769	Syaq.g_01719
OG0000838	Prbm.g_01771	Syaq.g_01715
OG0000839	Prbm.g_01772	Syaq.g_01714
OG0000840	Prbm.g_01773	Syaq.g_01713
OG0000841	Prbm.g_01774	Syaq.g_01712
OG0000842	Prbm.g_01775	Syaq.g_01711
OG0000843	Prbm.g_01776	Syaq.g_01710
OG0000844	Prbm.g_01777	Syaq.g_01708
OG0000845	Prbm.g_01778	Syaq.g_01707
OG0000846	Prbm.g_01779	Syaq.g_01706
OG0000847	Prbm.g_01780	Syaq.g_01705
OG0000848	Prbm.g_01781	Syaq.g_01703
OG0000849	Prbm.g_01782	Syaq.g_01702
OG0000850	Prbm.g_01784	Syaq.g_01699
OG0000851	Prbm.g_01785	Syaq.g_01696
OG0000852	Prbm.g_01786	Syaq.g_01695
OG0000853	Prbm.g_01791	Syaq.g_01691
OG0000854	Prbm.g_01793	Syaq.g_01689
OG0000855	Prbm.g_01794	Syaq.g_01688
OG0000856	Prbm.g_01685	Syaq.g_02069
OG0000857	Prbm.g_00830	Syaq.g_02357
OG0000858	Prbm.g_01835	Syaq.g_01682
OG0000859	Prbm.g_01836	Syaq.g_01681
OG0000860	Prbm.g_01843	Syaq.g_01671
OG0000861	Prbm.g_01844	Syaq.g_01670
OG0000862	Prbm.g_01845	Syaq.g_01668
OG0000863	Prbm.g_01846	Syaq.g_01665
OG0000864	Prbm.g_01847	Syaq.g_01664
OG0000865	Prbm.g_01848	Syaq.g_01663
OG0000866	Prbm.g_01849	Syaq.g_01662
OG0000867	Prbm.g_01850	Syaq.g_01661
OG0000868	Prbm.g_01851	Syaq.g_01659
OG0000869	Prbm.g_01854	Syaq.g_01656
OG0000870	Prbm.g_01859	Syaq.g_01651
OG0000871	Prbm.g_01860	Syaq.g_01650
OG0000872	Prbm.g_01861	Syaq.g_01644
OG0000873	Prbm.g_01864	Syaq.g_01641
OG0000874	Prbm.g_01867	Syaq.g_01637
OG0000875	Prbm.g_01869	Syaq.g_01633
OG0000876	Prbm.g_01870	Syaq.g_01631
OG0000877	Prbm.g_01872	Syaq.g_01628
OG0000878	Prbm.g_01873	Syaq.g_01627
OG0000879	Prbm.g_01874	Syaq.g_01626
OG0000880	Prbm.g_01875	Syaq.g_01625
OG0000881	Prbm.g_01878	Syaq.g_01621
OG0000882	Prbm.g_01883	Syaq.g_01616
OG0000883	Prbm.g_01885	Syaq.g_01613
OG0000884	Prbm.g_01887	Syaq.g_01611
OG0000885	Prbm.g_01888	Syaq.g_01610
OG0000886	Prbm.g_01889	Syaq.g_01609
OG0000887	Prbm.g_01890	Syaq.g_01608
OG0000888	Prbm.g_01892	Syaq.g_01606
OG0000889	Prbm.g_01894	Syaq.g_01604
OG0000890	Prbm.g_01895	Syaq.g_01597
OG0000891	Prbm.g_01896	Syaq.g_01596
OG0000892	Prbm.g_01898	Syaq.g_01594
OG0000893	Prbm.g_01948	Syaq.g_00695
OG0000894	Prbm.g_01951	Syaq.g_00692
OG0000895	Prbm.g_01954	Syaq.g_00688
OG0000896	Prbm.g_01955	Syaq.g_00687
OG0000897	Prbm.g_01957	Syaq.g_00685
OG0000898	Prbm.g_01958	Syaq.g_00684
OG0000899	Prbm.g_01959	Syaq.g_00683
OG0000900	Prbm.g_01960	Syaq.g_00682
OG0000901	Prbm.g_01963	Syaq.g_00677
OG0000902	Prbm.g_01965	Syaq.g_00671
OG0000903	Prbm.g_01975	Syaq.g_00655
OG0000904	Prbm.g_01970	Syaq.g_00660
OG0000905	Prbm.g_01967	Syaq.g_00666
OG0000906	Prbm.g_01966	Syaq.g_00669
OG0000907	Prbm.g_01990	Syaq.g_00653
OG0000908	Prbm.g_01993	Syaq.g_00650
OG0000909	Prbm.g_01994	Syaq.g_00649
OG0000910	Prbm.g_01995	Syaq.g_00648
OG0000911	Prbm.g_01997	Syaq.g_00646
OG0000912	Prbm.g_01998	Syaq.g_00645
OG0000913	Prbm.g_01999	Syaq.g_00644
OG0000914	Prbm.g_02000	Syaq.g_00643
OG0000915	Prbm.g_02001	Syaq.g_00641
OG0000916	Prbm.g_02002	Syaq.g_00640
OG0000917	Prbm.g_02003	Syaq.g_00639
OG0000918	Prbm.g_02004	Syaq.g_00638
OG0000919	Prbm.g_02005	Syaq.g_00637
OG0000920	Prbm.g_02006	Syaq.g_00636
OG0000921	Prbm.g_02007	Syaq.g_00635
OG0000922	Prbm.g_02008	Syaq.g_00634
OG0000923	Prbm.g_02012	Syaq.g_00630
OG0000924	Prbm.g_02013	Syaq.g_00629
OG0000925	Prbm.g_02014	Syaq.g_00628
OG0000926	Prbm.g_02015	Syaq.g_00627
OG0000927	Prbm.g_02017	Syaq.g_00625
OG0000928	Prbm.g_02018	Syaq.g_00624
OG0000929	Prbm.g_02019	Syaq.g_00623
OG0000930	Prbm.g_02020	Syaq.g_00622
OG0000931	Prbm.g_02021	Syaq.g_00621
OG0000932	Prbm.g_02022	Syaq.g_00620
OG0000933	Prbm.g_02026	Syaq.g_00614
OG0000934	Prbm.g_02028	Syaq.g_00612
OG0000935	Prbm.g_02029	Syaq.g_00611
OG0000936	Prbm.g_02030	Syaq.g_00610
OG0000937	Prbm.g_02031	Syaq.g_00609
OG0000938	Prbm.g_02034	Syaq.g_00606
OG0000939	Prbm.g_02035	Syaq.g_00604
OG0000940	Prbm.g_02042	Syaq.g_00597
OG0000941	Prbm.g_02044	Syaq.g_00595
OG0000942	Prbm.g_02046	Syaq.g_00593
OG0000943	Prbm.g_02048	Syaq.g_00592
OG0000944	Prbm.g_02050	Syaq.g_00590
OG0000945	Prbm.g_02051	Syaq.g_00588
OG0000946	Prbm.g_02057	Syaq.g_00580
OG0000947	Prbm.g_02059	Syaq.g_00577
OG0000948	Prbm.g_02060	Syaq.g_00576
OG0000949	Prbm.g_02063	Syaq.g_00971
OG0000950	Prbm.g_02068	Syaq.g_00984
OG0000951	Prbm.g_02072	Syaq.g_00991
OG0000952	Prbm.g_02076	Syaq.g_01002
OG0000953	Prbm.g_02080	Syaq.g_01006
OG0000954	Prbm.g_02084	Syaq.g_01012
OG0000955	Prbm.g_02085	Syaq.g_01013
OG0000956	Prbm.g_02087	Syaq.g_01015
OG0000957	Prbm.g_02092	Syaq.g_01026
OG0000958	Prbm.g_02093	Syaq.g_01027
OG0000959	Prbm.g_02097	Syaq.g_01031
OG0000960	Prbm.g_02098	Syaq.g_01032
OG0000961	Prbm.g_02101	Syaq.g_01043
OG0000962	Prbm.g_02103	Syaq.g_01045
OG0000963	Prbm.g_02107	Syaq.g_01049
OG0000964	Prbm.g_02108	Syaq.g_01050
OG0000965	Prbm.g_02109	Syaq.g_01051
OG0000966	Prbm.g_02144	Syaq.g_01060
OG0000967	Prbm.g_02148	Syaq.g_01067
OG0000968	Prbm.g_02150	Syaq.g_01071
OG0000969	Prbm.g_02151	Syaq.g_01078
OG0000970	Prbm.g_02152	Syaq.g_01079
OG0000971	Prbm.g_02153	Syaq.g_01081
OG0000972	Prbm.g_02154	Syaq.g_01082
OG0000973	Prbm.g_02155	Syaq.g_01083
OG0000974	Prbm.g_02156	Syaq.g_01084
OG0000975	Prbm.g_02157	Syaq.g_01085
OG0000976	Prbm.g_02158	Syaq.g_01086
OG0000977	Prbm.g_02159	Syaq.g_01088
OG0000978	Prbm.g_02160	Syaq.g_01091
OG0000979	Prbm.g_02163	Syaq.g_01094
OG0000980	Prbm.g_02165	Syaq.g_01097
OG0000981	Prbm.g_02168	Syaq.g_01100
OG0000982	Prbm.g_02170	Syaq.g_01263
OG0000983	Prbm.g_02171	Syaq.g_01262
OG0000984	Prbm.g_02172	Syaq.g_01261
OG0000985	Prbm.g_02175	Syaq.g_01257
OG0000986	Prbm.g_02177	Syaq.g_01253
OG0000987	Prbm.g_02178	Syaq.g_01251
OG0000988	Prbm.g_02181	Syaq.g_01245
OG0000989	Prbm.g_02185	Syaq.g_01239
OG0000990	Prbm.g_02190	Syaq.g_01229
OG0000991	Prbm.g_02191	Syaq.g_01225
OG0000992	Prbm.g_02194	Syaq.g_01222
OG0000993	Prbm.g_02195	Syaq.g_01221
OG0000994	Prbm.g_02196	Syaq.g_01218
OG0000995	Prbm.g_02200	Syaq.g_01212
OG0000996	Prbm.g_02201	Syaq.g_01193
OG0000997	Prbm.g_02208	Syaq.g_01184
OG0000998	Prbm.g_02210	Syaq.g_01182
OG0000999	Prbm.g_02211	Syaq.g_01181
OG0001000	Prbm.g_02214	Syaq.g_01177
OG0001001	Prbm.g_02217	Syaq.g_01172
OG0001002	Prbm.g_02222	Syaq.g_01165
OG0001003	Prbm.g_02225	Syaq.g_01163
OG0001004	Prbm.g_02226	Syaq.g_01162
OG0001005	Prbm.g_02227	Syaq.g_01161
OG0001006	Prbm.g_02231	Syaq.g_01152
OG0001007	Prbm.g_02233	Syaq.g_01150
OG0001008	Prbm.g_00447	Syaq.g_00500
OG0001009	Prbm.g_00027	Syaq.g_01118
OG0001010	Prbm.g_00028	Syaq.g_01117
OG0001011	Prbm.g_00029	Syaq.g_01115
OG0001012	Prbm.g_00052	Syaq.g_01267
OG0001013	Prbm.g_00057	Syaq.g_01289
OG0001014	Prbm.g_00060	Syaq.g_01295
OG0001015	Prbm.g_00061	Syaq.g_01296
OG0001016	Prbm.g_00130	Syaq.g_01554
OG0001017	Prbm.g_00134	Syaq.g_01548
OG0001018	Prbm.g_00137	Syaq.g_01546
OG0001019	Prbm.g_00146	Syaq.g_01524
OG0001020	Prbm.g_00147	Syaq.g_01510
OG0001021	Prbm.g_00148	Syaq.g_01506
OG0001022	Prbm.g_00151	Syaq.g_01501
OG0001023	Prbm.g_00152	Syaq.g_01500
OG0001024	Prbm.g_00155	Syaq.g_01496
OG0001025	Prbm.g_00162	Syaq.g_01490
OG0001026	Prbm.g_00170	Syaq.g_01477
OG0001027	Prbm.g_00171	Syaq.g_01474
OG0001028	Prbm.g_00173	Syaq.g_01472
OG0001029	Prbm.g_00175	Syaq.g_01470
OG0001030	Prbm.g_00191	Syaq.g_01450
OG0001031	Prbm.g_00246	Syaq.g_01378
OG0001032	Prbm.g_00247	Syaq.g_01376
OG0001033	Prbm.g_00267	Syaq.g_01344
OG0001034	Prbm.g_00296	Syaq.g_01579
OG0001035	Prbm.g_00313	Syaq.g_00726
OG0001036	Prbm.g_00318	Syaq.g_00731
OG0001037	Prbm.g_00319	Syaq.g_00733
OG0001038	Prbm.g_00335	Syaq.g_00761
OG0001039	Prbm.g_00337	Syaq.g_00764
OG0001040	Prbm.g_00340	Syaq.g_00767
OG0001041	Prbm.g_00344	Syaq.g_00772
OG0001042	Prbm.g_00360	Syaq.g_00858
OG0001044	Prbm.g_00399	Syaq.g_00560
OG0001045	Prbm.g_00408	Syaq.g_00547
OG0001046	Prbm.g_01121	Syaq.g_02509
OG0001047	Prbm.g_00449	Syaq.g_00498
OG0001048	Prbm.g_00450	Syaq.g_00497
OG0001049	Prbm.g_00452	Syaq.g_00494
OG0001050	Prbm.g_00453	Syaq.g_00493
OG0001051	Prbm.g_00454	Syaq.g_00492
OG0001052	Prbm.g_00497	Syaq.g_00446
OG0001053	Prbm.g_00509	Syaq.g_01775
OG0001054	Prbm.g_00523	Syaq.g_01794
OG0001055	Prbm.g_00551	Syaq.g_01815
OG0001056	Prbm.g_00569	Syaq.g_01843
OG0001057	Prbm.g_00574	Syaq.g_00334
OG0001058	Prbm.g_00582	Syaq.g_01931
OG0001059	Prbm.g_00586	Syaq.g_01935
OG0001060	Prbm.g_00593	Syaq.g_01941
OG0001061	Prbm.g_00606	Syaq.g_01961
OG0001062	Prbm.g_00608	Syaq.g_01963
OG0001063	Prbm.g_00609	Syaq.g_01968
OG0001064	Prbm.g_00610	Syaq.g_01969
OG0001065	Prbm.g_00611	Syaq.g_01970
OG0001066	Prbm.g_00612	Syaq.g_01971
OG0001067	Prbm.g_00613	Syaq.g_01972
OG0001068	Prbm.g_00614	Syaq.g_01973
OG0001069	Prbm.g_00615	Syaq.g_01974
OG0001070	Prbm.g_00617	Syaq.g_01978
OG0001071	Prbm.g_00618	Syaq.g_01979
OG0001072	Prbm.g_00619	Syaq.g_01983
OG0001073	Prbm.g_00634	Syaq.g_01998
OG0001074	Prbm.g_00646	Syaq.g_02132
OG0001075	Prbm.g_00647	Syaq.g_02025
OG0001076	Prbm.g_00654	Syaq.g_02060
OG0001077	Prbm.g_00659	Syaq.g_02071
OG0001078	Prbm.g_00667	Syaq.g_02083
OG0001079	Prbm.g_00678	Syaq.g_02100
OG0001080	Prbm.g_00684	Syaq.g_02161
OG0001081	Prbm.g_00686	Syaq.g_02232
OG0001082	Prbm.g_00687	Syaq.g_02233
