Orthogroup	Prbf	Prar
OG0000555	Prbf.g_00979	Prar.g_01462
OG0000556	Prbf.g_00980	Prar.g_01463
OG0000557	Prbf.g_00981	Prar.g_01464
OG0000558	Prbf.g_00982	Prar.g_01465
OG0000559	Prbf.g_00983	Prar.g_01466
OG0000560	Prbf.g_00985	Prar.g_01468
OG0000561	Prbf.g_00986	Prar.g_01469
OG0000562	Prbf.g_00988	Prar.g_01470
OG0000563	Prbf.g_00989	Prar.g_01471
OG0000564	Prbf.g_00990	Prar.g_01472
OG0000565	Prbf.g_00991	Prar.g_01473
OG0000566	Prbf.g_00992	Prar.g_01474
OG0000567	Prbf.g_00993	Prar.g_01475
OG0000568	Prbf.g_00994	Prar.g_01476
OG0000569	Prbf.g_00995	Prar.g_01477
OG0000570	Prbf.g_00996	Prar.g_01478
OG0000571	Prbf.g_00997	Prar.g_01479
OG0000572	Prbf.g_00998	Prar.g_01480
OG0000573	Prbf.g_01001	Prar.g_01483
OG0000574	Prbf.g_01002	Prar.g_01484
OG0000575	Prbf.g_01003	Prar.g_01485
OG0000576	Prbf.g_01004	Prar.g_01486
OG0000577	Prbf.g_01005	Prar.g_01487
OG0000578	Prbf.g_01006	Prar.g_01488
OG0000579	Prbf.g_01007	Prar.g_01489
OG0000580	Prbf.g_01008	Prar.g_01490
OG0000581	Prbf.g_01009	Prar.g_01491
OG0000582	Prbf.g_01010	Prar.g_01492
OG0000583	Prbf.g_01011	Prar.g_01493
OG0000584	Prbf.g_01013	Prar.g_01494
OG0000585	Prbf.g_01014	Prar.g_01495
OG0000586	Prbf.g_01016	Prar.g_01497
OG0000587	Prbf.g_01017	Prar.g_01498
OG0000588	Prbf.g_01293	Prar.g_01500
OG0000589	Prbf.g_01292	Prar.g_01501
OG0000590	Prbf.g_01290	Prar.g_01503
OG0000591	Prbf.g_01284	Prar.g_01509
OG0000592	Prbf.g_01283	Prar.g_01510
OG0000593	Prbf.g_01282	Prar.g_01511
OG0000594	Prbf.g_01279	Prar.g_01513
OG0000595	Prbf.g_01278	Prar.g_01514
OG0000596	Prbf.g_01277	Prar.g_01515
OG0000597	Prbf.g_01275	Prar.g_01517
OG0000598	Prbf.g_01274	Prar.g_01518
OG0000599	Prbf.g_01273	Prar.g_01519
OG0000600	Prbf.g_01272	Prar.g_01520
OG0000601	Prbf.g_01269	Prar.g_01522
OG0000602	Prbf.g_01268	Prar.g_01523
OG0000603	Prbf.g_01267	Prar.g_01524
OG0000604	Prbf.g_01264	Prar.g_01525
OG0000605	Prbf.g_01263	Prar.g_01526
OG0000606	Prbf.g_01262	Prar.g_01527
OG0000607	Prbf.g_01260	Prar.g_01529
OG0000608	Prbf.g_01258	Prar.g_01530
OG0000609	Prbf.g_00404	Prar.g_01534
OG0000610	Prbf.g_01334	Prar.g_01535
OG0000611	Prbf.g_01252	Prar.g_01600
OG0000612	Prbf.g_01251	Prar.g_01601
OG0000613	Prbf.g_01030	Prar.g_01602
OG0000614	Prbf.g_01031	Prar.g_01603
OG0000615	Prbf.g_01033	Prar.g_01605
OG0000616	Prbf.g_01034	Prar.g_01606
OG0000617	Prbf.g_01035	Prar.g_01607
OG0000618	Prbf.g_01036	Prar.g_01608
OG0000619	Prbf.g_01037	Prar.g_01609
OG0000620	Prbf.g_01038	Prar.g_01610
OG0000621	Prbf.g_01039	Prar.g_01611
OG0000622	Prbf.g_01040	Prar.g_01612
OG0000623	Prbf.g_01041	Prar.g_01613
OG0000624	Prbf.g_01043	Prar.g_01614
OG0000625	Prbf.g_01044	Prar.g_01615
OG0000626	Prbf.g_01045	Prar.g_01616
OG0000627	Prbf.g_01046	Prar.g_01617
OG0000628	Prbf.g_01047	Prar.g_01618
OG0000629	Prbf.g_01048	Prar.g_01619
OG0000630	Prbf.g_01049	Prar.g_01620
OG0000631	Prbf.g_01051	Prar.g_01622
OG0000632	Prbf.g_01052	Prar.g_01634
OG0000633	Prbf.g_00280	Prar.g_01638
OG0000634	Prbf.g_00042	Prar.g_01651
OG0000635	Prbf.g_01929	Prar.g_01652
OG0000636	Prbf.g_01928	Prar.g_01653
OG0000637	Prbf.g_01927	Prar.g_01654
OG0000638	Prbf.g_01675	Prar.g_01661
OG0000639	Prbf.g_01150	Prar.g_01670
OG0000640	Prbf.g_01146	Prar.g_01672
OG0000641	Prbf.g_01144	Prar.g_01675
OG0000642	Prbf.g_01143	Prar.g_01676
OG0000643	Prbf.g_01142	Prar.g_01677
OG0000644	Prbf.g_01029	Prar.g_01678
OG0000645	Prbf.g_01250	Prar.g_01679
OG0000646	Prbf.g_01249	Prar.g_01680
OG0000647	Prbf.g_01248	Prar.g_01681
OG0000648	Prbf.g_01246	Prar.g_01683
OG0000649	Prbf.g_01245	Prar.g_01684
OG0000650	Prbf.g_01244	Prar.g_01685
OG0000651	Prbf.g_01243	Prar.g_01686
OG0000652	Prbf.g_01242	Prar.g_01687
OG0000653	Prbf.g_01241	Prar.g_01688
OG0000654	Prbf.g_01239	Prar.g_01690
OG0000655	Prbf.g_01237	Prar.g_01692
OG0000656	Prbf.g_01236	Prar.g_01693
OG0000657	Prbf.g_01235	Prar.g_01694
OG0000658	Prbf.g_01234	Prar.g_01695
OG0000659	Prbf.g_01233	Prar.g_01696
OG0000660	Prbf.g_01232	Prar.g_01697
OG0000661	Prbf.g_01231	Prar.g_01698
OG0000662	Prbf.g_01229	Prar.g_01699
OG0000663	Prbf.g_01228	Prar.g_01700
OG0000664	Prbf.g_01227	Prar.g_01701
OG0000665	Prbf.g_01226	Prar.g_01702
OG0000666	Prbf.g_01225	Prar.g_01703
OG0000667	Prbf.g_01224	Prar.g_01704
OG0000668	Prbf.g_01223	Prar.g_01705
OG0000669	Prbf.g_01221	Prar.g_01707
OG0000670	Prbf.g_01220	Prar.g_01708
OG0000671	Prbf.g_01219	Prar.g_01709
OG0000672	Prbf.g_01218	Prar.g_01710
OG0000673	Prbf.g_01217	Prar.g_01711
OG0000674	Prbf.g_01216	Prar.g_01712
OG0000675	Prbf.g_01214	Prar.g_01714
OG0000676	Prbf.g_01213	Prar.g_01715
OG0000677	Prbf.g_01210	Prar.g_01717
OG0000678	Prbf.g_01208	Prar.g_01719
OG0000679	Prbf.g_01206	Prar.g_01720
OG0000680	Prbf.g_01205	Prar.g_01721
OG0000681	Prbf.g_01204	Prar.g_01722
OG0000682	Prbf.g_01203	Prar.g_01723
OG0000683	Prbf.g_01201	Prar.g_01725
OG0000684	Prbf.g_01200	Prar.g_01726
OG0000685	Prbf.g_01199	Prar.g_01727
OG0000686	Prbf.g_01198	Prar.g_01728
OG0000687	Prbf.g_01197	Prar.g_01729
OG0000688	Prbf.g_01196	Prar.g_01730
OG0000689	Prbf.g_01195	Prar.g_01731
OG0000690	Prbf.g_01194	Prar.g_01732
OG0000691	Prbf.g_01193	Prar.g_01733
OG0000692	Prbf.g_01189	Prar.g_01735
OG0000693	Prbf.g_01188	Prar.g_01736
OG0000694	Prbf.g_01187	Prar.g_01737
OG0000695	Prbf.g_01186	Prar.g_01738
OG0000696	Prbf.g_01185	Prar.g_01740
OG0000697	Prbf.g_01183	Prar.g_01742
OG0000698	Prbf.g_01179	Prar.g_01744
OG0000699	Prbf.g_01178	Prar.g_01745
OG0000700	Prbf.g_00838	Prar.g_01759
OG0000701	Prbf.g_00833	Prar.g_01764
OG0000702	Prbf.g_01331	Prar.g_01767
OG0000703	Prbf.g_01329	Prar.g_01768
OG0000704	Prbf.g_01328	Prar.g_01769
OG0000705	Prbf.g_01326	Prar.g_01770
OG0000706	Prbf.g_01325	Prar.g_01771
OG0000707	Prbf.g_01323	Prar.g_01773
OG0000708	Prbf.g_01322	Prar.g_01774
OG0000709	Prbf.g_01320	Prar.g_01776
OG0000710	Prbf.g_01319	Prar.g_01777
OG0000711	Prbf.g_01318	Prar.g_01778
OG0000712	Prbf.g_01317	Prar.g_01779
OG0000713	Prbf.g_01316	Prar.g_01780
OG0000714	Prbf.g_01314	Prar.g_01782
OG0000715	Prbf.g_01313	Prar.g_01783
OG0000716	Prbf.g_01311	Prar.g_01785
OG0000717	Prbf.g_01310	Prar.g_01786
OG0000718	Prbf.g_01309	Prar.g_01787
OG0000719	Prbf.g_01307	Prar.g_01789
OG0000720	Prbf.g_01306	Prar.g_01790
OG0000721	Prbf.g_01303	Prar.g_01792
OG0000722	Prbf.g_01302	Prar.g_01793
OG0000723	Prbf.g_01301	Prar.g_01794
OG0000724	Prbf.g_01299	Prar.g_01795
OG0000725	Prbf.g_01298	Prar.g_01796
OG0000726	Prbf.g_01297	Prar.g_01797
OG0000727	Prbf.g_01296	Prar.g_01798
OG0000728	Prbf.g_01295	Prar.g_01799
OG0000729	Prbf.g_01294	Prar.g_01800
OG0000730	Prbf.g_01019	Prar.g_01801
OG0000731	Prbf.g_01021	Prar.g_01802
OG0000732	Prbf.g_01022	Prar.g_01803
OG0000733	Prbf.g_01023	Prar.g_01804
OG0000734	Prbf.g_01024	Prar.g_01805
OG0000735	Prbf.g_01026	Prar.g_01807
OG0000736	Prbf.g_01027	Prar.g_01808
OG0000737	Prbf.g_01028	Prar.g_01809
OG0000738	Prbf.g_01141	Prar.g_01810
OG0000739	Prbf.g_01140	Prar.g_01811
OG0000740	Prbf.g_01139	Prar.g_01812
OG0000741	Prbf.g_01138	Prar.g_01813
OG0000742	Prbf.g_01136	Prar.g_01815
OG0000743	Prbf.g_01135	Prar.g_01816
OG0000744	Prbf.g_01134	Prar.g_01817
OG0000745	Prbf.g_01133	Prar.g_01818
OG0000746	Prbf.g_01132	Prar.g_01819
OG0000747	Prbf.g_01131	Prar.g_01820
OG0000748	Prbf.g_01130	Prar.g_01821
OG0000749	Prbf.g_01129	Prar.g_01822
OG0000750	Prbf.g_01127	Prar.g_01823
OG0000751	Prbf.g_01126	Prar.g_01824
OG0000752	Prbf.g_01067	Prar.g_01825
OG0000753	Prbf.g_01124	Prar.g_01827
OG0000754	Prbf.g_01123	Prar.g_01828
OG0000755	Prbf.g_01122	Prar.g_01829
OG0000756	Prbf.g_01120	Prar.g_01830
OG0000757	Prbf.g_01119	Prar.g_01831
OG0000758	Prbf.g_01118	Prar.g_01832
OG0000759	Prbf.g_01116	Prar.g_01834
OG0000760	Prbf.g_01115	Prar.g_01835
OG0000761	Prbf.g_01114	Prar.g_01836
OG0000762	Prbf.g_01112	Prar.g_01838
OG0000763	Prbf.g_01111	Prar.g_01839
OG0000764	Prbf.g_01110	Prar.g_01840
OG0000765	Prbf.g_01109	Prar.g_01841
OG0000766	Prbf.g_01108	Prar.g_01842
OG0000767	Prbf.g_01106	Prar.g_01844
OG0000768	Prbf.g_01105	Prar.g_01845
OG0000769	Prbf.g_01104	Prar.g_01846
OG0000770	Prbf.g_01103	Prar.g_01847
OG0000771	Prbf.g_01102	Prar.g_01848
OG0000772	Prbf.g_00065	Prar.g_01849
OG0000773	Prbf.g_01100	Prar.g_01850
OG0000774	Prbf.g_01099	Prar.g_01851
OG0000775	Prbf.g_01098	Prar.g_01852
OG0000776	Prbf.g_01095	Prar.g_01853
OG0000777	Prbf.g_01094	Prar.g_01855
OG0000778	Prbf.g_01093	Prar.g_01856
OG0000779	Prbf.g_01092	Prar.g_01857
OG0000780	Prbf.g_01090	Prar.g_01859
OG0000781	Prbf.g_01088	Prar.g_01861
OG0000782	Prbf.g_01087	Prar.g_01862
OG0000783	Prbf.g_01083	Prar.g_01873
OG0000784	Prbf.g_01081	Prar.g_01875
OG0000785	Prbf.g_01080	Prar.g_01876
OG0000786	Prbf.g_01079	Prar.g_01877
OG0000787	Prbf.g_01078	Prar.g_01878
OG0000788	Prbf.g_01072	Prar.g_01882
OG0000789	Prbf.g_01069	Prar.g_01884
OG0000790	Prbf.g_01068	Prar.g_01885
OG0000791	Prbf.g_01065	Prar.g_01886
OG0000792	Prbf.g_01064	Prar.g_01887
OG0000793	Prbf.g_01063	Prar.g_01888
OG0000794	Prbf.g_01060	Prar.g_01890
OG0000795	Prbf.g_01159	Prar.g_01893
OG0000796	Prbf.g_01160	Prar.g_01894
OG0000797	Prbf.g_01162	Prar.g_01896
OG0000798	Prbf.g_01163	Prar.g_01897
OG0000799	Prbf.g_01164	Prar.g_01898
OG0000800	Prbf.g_01165	Prar.g_01899
OG0000801	Prbf.g_01168	Prar.g_01902
OG0000802	Prbf.g_01169	Prar.g_01903
OG0000803	Prbf.g_01171	Prar.g_01905
OG0000804	Prbf.g_01172	Prar.g_01906
OG0000805	Prbf.g_01173	Prar.g_01907
OG0000806	Prbf.g_01175	Prar.g_01909
OG0000807	Prbf.g_01705	Prar.g_01935
OG0000808	Prbf.g_00296	Prar.g_01944
OG0000809	Prbf.g_00870	Prar.g_01947
OG0000810	Prbf.g_01924	Prar.g_01948
OG0000811	Prbf.g_00048	Prar.g_01955
OG0000812	Prbf.g_00876	Prar.g_01324
OG0000813	Prbf.g_01684	Prar.g_01320
OG0000814	Prbf.g_00062	Prar.g_01318
OG0000815	Prbf.g_00094	Prar.g_01309
OG0000816	Prbf.g_00787	Prar.g_01295
OG0000817	Prbf.g_00786	Prar.g_01294
OG0000818	Prbf.g_00285	Prar.g_01289
OG0000819	Prbf.g_00896	Prar.g_01282
OG0000820	Prbf.g_00902	Prar.g_01278
OG0000821	Prbf.g_00904	Prar.g_01276
OG0000822	Prbf.g_00905	Prar.g_01275
OG0000823	Prbf.g_00906	Prar.g_01274
OG0000824	Prbf.g_00907	Prar.g_01273
OG0000825	Prbf.g_00908	Prar.g_01272
OG0000826	Prbf.g_00909	Prar.g_01271
OG0000827	Prbf.g_00910	Prar.g_01270
OG0000828	Prbf.g_00911	Prar.g_01269
OG0000829	Prbf.g_00912	Prar.g_01268
OG0000830	Prbf.g_00914	Prar.g_01267
OG0000831	Prbf.g_00917	Prar.g_01264
OG0000832	Prbf.g_00919	Prar.g_01262
OG0000833	Prbf.g_00920	Prar.g_01261
OG0000834	Prbf.g_00921	Prar.g_01260
OG0000835	Prbf.g_00922	Prar.g_01259
OG0000836	Prbf.g_00923	Prar.g_01258
OG0000837	Prbf.g_00926	Prar.g_01256
OG0000838	Prbf.g_00927	Prar.g_01255
OG0000839	Prbf.g_00928	Prar.g_01254
OG0000840	Prbf.g_00929	Prar.g_01253
OG0000841	Prbf.g_00930	Prar.g_01252
OG0000842	Prbf.g_00932	Prar.g_01251
OG0000843	Prbf.g_00933	Prar.g_01250
OG0000844	Prbf.g_00934	Prar.g_01249
OG0000845	Prbf.g_00935	Prar.g_01248
OG0000846	Prbf.g_00937	Prar.g_01245
OG0000847	Prbf.g_00939	Prar.g_01243
OG0000848	Prbf.g_00940	Prar.g_01242
OG0000849	Prbf.g_00943	Prar.g_01241
OG0000850	Prbf.g_00944	Prar.g_01240
OG0000851	Prbf.g_00946	Prar.g_01239
OG0000852	Prbf.g_00948	Prar.g_01237
OG0000853	Prbf.g_00950	Prar.g_01236
OG0000854	Prbf.g_00952	Prar.g_01234
OG0000855	Prbf.g_00953	Prar.g_01233
OG0000856	Prbf.g_00954	Prar.g_01232
OG0000857	Prbf.g_00955	Prar.g_01231
OG0000858	Prbf.g_00956	Prar.g_01230
OG0000859	Prbf.g_00957	Prar.g_01229
OG0000860	Prbf.g_00958	Prar.g_01228
OG0000861	Prbf.g_00959	Prar.g_01227
OG0000862	Prbf.g_00960	Prar.g_01226
OG0000863	Prbf.g_00961	Prar.g_01225
OG0000864	Prbf.g_00962	Prar.g_01224
OG0000865	Prbf.g_00963	Prar.g_01223
OG0000866	Prbf.g_00964	Prar.g_01222
OG0000867	Prbf.g_00965	Prar.g_01221
OG0000868	Prbf.g_00966	Prar.g_01220
OG0000869	Prbf.g_00968	Prar.g_01218
OG0000870	Prbf.g_00969	Prar.g_01217
OG0000871	Prbf.g_00970	Prar.g_01215
OG0000872	Prbf.g_00971	Prar.g_01214
OG0000873	Prbf.g_00973	Prar.g_01212
OG0000874	Prbf.g_00974	Prar.g_01211
OG0000875	Prbf.g_00975	Prar.g_01210
OG0000876	Prbf.g_00976	Prar.g_01209
OG0000877	Prbf.g_01914	Prar.g_01207
OG0000878	Prbf.g_00767	Prar.g_00976
OG0000879	Prbf.g_00037	Prar.g_00966
OG0000880	Prbf.g_00036	Prar.g_00965
OG0000881	Prbf.g_00035	Prar.g_00964
OG0000882	Prbf.g_00034	Prar.g_00963
OG0000883	Prbf.g_00033	Prar.g_00962
OG0000884	Prbf.g_00031	Prar.g_00960
OG0000885	Prbf.g_00030	Prar.g_00959
OG0000886	Prbf.g_00029	Prar.g_00958
OG0000887	Prbf.g_00028	Prar.g_00957
OG0000888	Prbf.g_00027	Prar.g_00956
OG0000889	Prbf.g_00024	Prar.g_00953
OG0000890	Prbf.g_00023	Prar.g_00952
OG0000891	Prbf.g_00022	Prar.g_00951
OG0000892	Prbf.g_00019	Prar.g_00949
OG0000893	Prbf.g_00018	Prar.g_00948
OG0000894	Prbf.g_00017	Prar.g_00947
OG0000895	Prbf.g_00016	Prar.g_00946
OG0000896	Prbf.g_00015	Prar.g_00945
OG0000897	Prbf.g_00014	Prar.g_00944
OG0000898	Prbf.g_00011	Prar.g_00942
OG0000899	Prbf.g_00010	Prar.g_00941
OG0000900	Prbf.g_00071	Prar.g_00929
OG0000901	Prbf.g_00002	Prar.g_00925
OG0000902	Prbf.g_01782	Prar.g_00924
OG0000903	Prbf.g_00853, Prbf.g_00066	Prar.g_00923
OG0000904	Prbf.g_00256	Prar.g_00921
OG0000905	Prbf.g_00875	Prar.g_00919
OG0000906	Prbf.g_00893	Prar.g_00917
OG0000907	Prbf.g_01181	Prar.g_00916
OG0000908	Prbf.g_00856	Prar.g_00913
OG0000909	Prbf.g_00097	Prar.g_00909
OG0000910	Prbf.g_00098	Prar.g_00908
OG0000911	Prbf.g_00099	Prar.g_00907
OG0000912	Prbf.g_00100	Prar.g_00906
OG0000913	Prbf.g_00101	Prar.g_00905
OG0000914	Prbf.g_00102	Prar.g_00904
OG0000915	Prbf.g_00103	Prar.g_00903
OG0000916	Prbf.g_00104	Prar.g_00902
OG0000917	Prbf.g_00105	Prar.g_00901
OG0000918	Prbf.g_00106	Prar.g_00900
OG0000919	Prbf.g_00107	Prar.g_00899
OG0000920	Prbf.g_00108	Prar.g_00898
OG0000921	Prbf.g_00109	Prar.g_00897
OG0000922	Prbf.g_00110	Prar.g_00896
OG0000923	Prbf.g_00111	Prar.g_00895
OG0000924	Prbf.g_00112	Prar.g_00894
OG0000925	Prbf.g_00113	Prar.g_00893
OG0000926	Prbf.g_00514	Prar.g_00375
OG0000927	Prbf.g_00140	Prar.g_00357
OG0000928	Prbf.g_00141	Prar.g_00356
OG0000929	Prbf.g_00142	Prar.g_00355
OG0000930	Prbf.g_00143	Prar.g_00354
OG0000931	Prbf.g_00144	Prar.g_00353
OG0000932	Prbf.g_00146	Prar.g_00351
OG0000933	Prbf.g_00147	Prar.g_00350
OG0000934	Prbf.g_00148	Prar.g_00349
OG0000935	Prbf.g_00149	Prar.g_00348
OG0000936	Prbf.g_00150	Prar.g_00347
OG0000937	Prbf.g_00151	Prar.g_00346
OG0000938	Prbf.g_00152	Prar.g_00345
OG0000939	Prbf.g_00153	Prar.g_00344
OG0000940	Prbf.g_00154	Prar.g_00343
OG0000941	Prbf.g_00155	Prar.g_00341
OG0000942	Prbf.g_00156	Prar.g_00340
OG0000943	Prbf.g_00159	Prar.g_00337
OG0000944	Prbf.g_00160	Prar.g_00336
OG0000945	Prbf.g_00161	Prar.g_00335
OG0000946	Prbf.g_00162	Prar.g_00842
OG0000947	Prbf.g_00163	Prar.g_00841
OG0000948	Prbf.g_00164	Prar.g_00840
OG0000949	Prbf.g_00165	Prar.g_00839
OG0000950	Prbf.g_00166	Prar.g_00838
OG0000951	Prbf.g_00167	Prar.g_00837
OG0000952	Prbf.g_00168	Prar.g_00836
OG0000953	Prbf.g_00169	Prar.g_00835
OG0000954	Prbf.g_00170	Prar.g_00834
OG0000955	Prbf.g_00171	Prar.g_00833
OG0000956	Prbf.g_00172	Prar.g_00832
OG0000957	Prbf.g_00173	Prar.g_00831
OG0000958	Prbf.g_00174	Prar.g_00830
OG0000959	Prbf.g_00175	Prar.g_00829
OG0000960	Prbf.g_00176	Prar.g_00828
OG0000961	Prbf.g_00180	Prar.g_00824
OG0000962	Prbf.g_00181	Prar.g_00823
OG0000963	Prbf.g_00182	Prar.g_00822
OG0000964	Prbf.g_00184	Prar.g_00820
OG0000965	Prbf.g_00185	Prar.g_00819
OG0000966	Prbf.g_00186	Prar.g_00818
OG0000967	Prbf.g_00187	Prar.g_00817
OG0000968	Prbf.g_00188	Prar.g_00816
OG0000969	Prbf.g_00189	Prar.g_00815
OG0000970	Prbf.g_00190	Prar.g_00814
OG0000971	Prbf.g_00191	Prar.g_00813
OG0000972	Prbf.g_00192	Prar.g_00812
OG0000973	Prbf.g_00193	Prar.g_00811
OG0000974	Prbf.g_00195	Prar.g_00809
OG0000975	Prbf.g_00201	Prar.g_00806
OG0000976	Prbf.g_00203	Prar.g_00804
OG0000977	Prbf.g_00205	Prar.g_00803
OG0000978	Prbf.g_00207	Prar.g_00802
OG0000979	Prbf.g_00209	Prar.g_00800
OG0000980	Prbf.g_00210	Prar.g_00799
OG0000981	Prbf.g_00211	Prar.g_00798
OG0000982	Prbf.g_00212	Prar.g_00797
OG0000983	Prbf.g_00214	Prar.g_00795
OG0000984	Prbf.g_00215	Prar.g_00794
OG0000985	Prbf.g_00216	Prar.g_00793
OG0000986	Prbf.g_00217	Prar.g_00792
OG0000987	Prbf.g_00218	Prar.g_00791
OG0000988	Prbf.g_00219	Prar.g_00790
OG0000989	Prbf.g_00220	Prar.g_00789
OG0000990	Prbf.g_00221	Prar.g_00788
OG0000991	Prbf.g_00222	Prar.g_00787
OG0000992	Prbf.g_00223	Prar.g_00786
OG0000993	Prbf.g_00224	Prar.g_00785
OG0000994	Prbf.g_00225	Prar.g_00784
OG0000995	Prbf.g_00226	Prar.g_00783
OG0000996	Prbf.g_00227	Prar.g_00782
OG0000997	Prbf.g_00228	Prar.g_00781
OG0000998	Prbf.g_00229	Prar.g_00780
OG0000999	Prbf.g_00230	Prar.g_00779
OG0001000	Prbf.g_00231	Prar.g_00778
OG0001001	Prbf.g_00233	Prar.g_00776
OG0001002	Prbf.g_00234	Prar.g_00775
OG0001003	Prbf.g_00235	Prar.g_00774
OG0001004	Prbf.g_00236	Prar.g_00773
OG0001005	Prbf.g_00239	Prar.g_00772
OG0001006	Prbf.g_00240	Prar.g_00771
OG0001007	Prbf.g_00241	Prar.g_00770
OG0001008	Prbf.g_00243	Prar.g_00768
OG0001009	Prbf.g_00244	Prar.g_00767
OG0001010	Prbf.g_00750	Prar.g_00760
OG0001011	Prbf.g_01911	Prar.g_00753
OG0001012	Prbf.g_01230	Prar.g_00725
OG0001013	Prbf.g_00700	Prar.g_01149
OG0001014	Prbf.g_00699	Prar.g_01148
OG0001015	Prbf.g_00692	Prar.g_01142
OG0001016	Prbf.g_00691	Prar.g_01141
OG0001017	Prbf.g_00690	Prar.g_01140
OG0001018	Prbf.g_00689	Prar.g_01139
OG0001019	Prbf.g_00687	Prar.g_01137
OG0001020	Prbf.g_00686	Prar.g_01136
OG0001021	Prbf.g_00685	Prar.g_01135
OG0001022	Prbf.g_00684	Prar.g_01134
OG0001023	Prbf.g_00683	Prar.g_01133
OG0001024	Prbf.g_00681	Prar.g_01132
OG0001025	Prbf.g_00680	Prar.g_01131
OG0001026	Prbf.g_00679	Prar.g_01129
OG0001027	Prbf.g_00678	Prar.g_01128
OG0001028	Prbf.g_00677	Prar.g_01127
OG0001029	Prbf.g_00676	Prar.g_01126
OG0001030	Prbf.g_00675	Prar.g_01125
OG0001031	Prbf.g_00674	Prar.g_01124
OG0001032	Prbf.g_00673	Prar.g_01123
OG0001033	Prbf.g_00672	Prar.g_01122
OG0001034	Prbf.g_00671	Prar.g_01121
OG0001035	Prbf.g_00669	Prar.g_01964
OG0001036	Prbf.g_00668	Prar.g_01965
OG0001037	Prbf.g_00667	Prar.g_01966
OG0001038	Prbf.g_00666	Prar.g_01967
OG0001039	Prbf.g_00665	Prar.g_01968
OG0001040	Prbf.g_00664	Prar.g_01969
OG0001041	Prbf.g_00663	Prar.g_01970
OG0001042	Prbf.g_00662	Prar.g_01971
OG0001043	Prbf.g_00661	Prar.g_01963
OG0001044	Prbf.g_00660	Prar.g_01962
OG0001045	Prbf.g_00659	Prar.g_01961
OG0001046	Prbf.g_00658	Prar.g_01960
OG0001047	Prbf.g_00655	Prar.g_01957
OG0001048	Prbf.g_00653	Prar.g_00596
OG0001049	Prbf.g_00652	Prar.g_00597
OG0001050	Prbf.g_00651	Prar.g_00598
OG0001051	Prbf.g_00650	Prar.g_00599
OG0001052	Prbf.g_00649	Prar.g_00600
OG0001053	Prbf.g_00647	Prar.g_00601
OG0001054	Prbf.g_00645	Prar.g_00603
OG0001055	Prbf.g_00644	Prar.g_00604
OG0001056	Prbf.g_00643	Prar.g_00605
OG0001057	Prbf.g_00642	Prar.g_00606
OG0001058	Prbf.g_00641	Prar.g_00607
OG0001059	Prbf.g_00640	Prar.g_00608
OG0001060	Prbf.g_00639	Prar.g_00609
OG0001061	Prbf.g_00638	Prar.g_00610
OG0001062	Prbf.g_00637	Prar.g_00611
OG0001063	Prbf.g_00636	Prar.g_00612
OG0001064	Prbf.g_00634	Prar.g_01119
OG0001065	Prbf.g_00630	Prar.g_01114
OG0001066	Prbf.g_00628	Prar.g_01113
OG0001067	Prbf.g_00627	Prar.g_01112
OG0001068	Prbf.g_00624	Prar.g_01110
OG0001069	Prbf.g_00623	Prar.g_01109
OG0001070	Prbf.g_00622	Prar.g_01108
OG0001071	Prbf.g_00621	Prar.g_01107
OG0001072	Prbf.g_00620	Prar.g_01106
OG0001073	Prbf.g_00619	Prar.g_01105
OG0001074	Prbf.g_00618	Prar.g_01104
OG0001075	Prbf.g_00617	Prar.g_01103
OG0001076	Prbf.g_00616	Prar.g_01102
OG0001077	Prbf.g_00615	Prar.g_01101
OG0001078	Prbf.g_00614	Prar.g_01100
OG0001079	Prbf.g_00613	Prar.g_01099
OG0001080	Prbf.g_00612	Prar.g_01098
OG0001081	Prbf.g_00608	Prar.g_01095
OG0001082	Prbf.g_00607	Prar.g_01094
OG0001083	Prbf.g_00604	Prar.g_01093
OG0001084	Prbf.g_00605	Prar.g_01091
OG0001085	Prbf.g_00606	Prar.g_01090
OG0001086	Prbf.g_00609	Prar.g_01089
OG0001087	Prbf.g_00610	Prar.g_01088
OG0001088	Prbf.g_00611	Prar.g_01087
OG0001089	Prbf.g_00601	Prar.g_01069
OG0001090	Prbf.g_00599	Prar.g_01067
OG0001091	Prbf.g_00598	Prar.g_01066
OG0001092	Prbf.g_00597	Prar.g_01065
OG0001093	Prbf.g_00596	Prar.g_01064
OG0001094	Prbf.g_00595	Prar.g_01063
OG0001095	Prbf.g_00594	Prar.g_01062
OG0001096	Prbf.g_00593	Prar.g_01061
OG0001097	Prbf.g_00592	Prar.g_01060
OG0001098	Prbf.g_00591	Prar.g_01059
OG0001099	Prbf.g_00590	Prar.g_01058
OG0001100	Prbf.g_00589	Prar.g_01057
OG0001101	Prbf.g_00588	Prar.g_01056
OG0001102	Prbf.g_00587	Prar.g_01055
OG0001103	Prbf.g_00586	Prar.g_01054
OG0001104	Prbf.g_00585	Prar.g_01053
OG0001105	Prbf.g_00584	Prar.g_01052
OG0001106	Prbf.g_00583	Prar.g_01051
OG0001107	Prbf.g_00582	Prar.g_01050
OG0001108	Prbf.g_00581	Prar.g_01049
OG0001109	Prbf.g_00580	Prar.g_01048
OG0001110	Prbf.g_00579	Prar.g_01047
OG0001111	Prbf.g_00578	Prar.g_01046
OG0001112	Prbf.g_00577	Prar.g_01045
