Orthogroup	Prbf	Pray
OG0000562	Prbf.g_00988	Pray.g_01123
OG0000563	Prbf.g_00989	Pray.g_01122
OG0000564	Prbf.g_00990	Pray.g_01121
OG0000565	Prbf.g_00991	Pray.g_01120
OG0000566	Prbf.g_00992	Pray.g_01119
OG0000567	Prbf.g_00993	Pray.g_01118
OG0000568	Prbf.g_00994	Pray.g_01117
OG0000569	Prbf.g_00995	Pray.g_01116
OG0000570	Prbf.g_00996	Pray.g_01115
OG0000571	Prbf.g_00997	Pray.g_01114
OG0000572	Prbf.g_00998	Pray.g_01113
OG0000573	Prbf.g_01001	Pray.g_01110
OG0000574	Prbf.g_01002	Pray.g_01109
OG0000575	Prbf.g_01003	Pray.g_01108
OG0000576	Prbf.g_01004	Pray.g_01107
OG0000577	Prbf.g_01005	Pray.g_01106
OG0000578	Prbf.g_01006	Pray.g_01105
OG0000579	Prbf.g_01007	Pray.g_01104
OG0000580	Prbf.g_01008	Pray.g_01103
OG0000581	Prbf.g_01009	Pray.g_01102
OG0000582	Prbf.g_01010	Pray.g_01101
OG0000583	Prbf.g_01011	Pray.g_01100
OG0000584	Prbf.g_01013	Pray.g_01099
OG0000585	Prbf.g_01014	Pray.g_01098
OG0000586	Prbf.g_01016	Pray.g_01096
OG0000587	Prbf.g_01017	Pray.g_01095
OG0000588	Prbf.g_01293	Pray.g_01093
OG0000589	Prbf.g_01292	Pray.g_01092
OG0000590	Prbf.g_01290	Pray.g_01090
OG0000591	Prbf.g_01284	Pray.g_01084
OG0000592	Prbf.g_01283	Pray.g_01083
OG0000593	Prbf.g_01282	Pray.g_01082
OG0000594	Prbf.g_01279	Pray.g_01080
OG0000595	Prbf.g_01278	Pray.g_01079
OG0000596	Prbf.g_01277	Pray.g_01078
OG0000597	Prbf.g_01275	Pray.g_01076
OG0000598	Prbf.g_01274	Pray.g_01075
OG0000599	Prbf.g_01273	Pray.g_01074
OG0000600	Prbf.g_01272	Pray.g_01073
OG0000601	Prbf.g_01269	Pray.g_01071
OG0000602	Prbf.g_01268	Pray.g_01070
OG0000603	Prbf.g_01267	Pray.g_01069
OG0000604	Prbf.g_01264	Pray.g_01068
OG0000605	Prbf.g_01263	Pray.g_01067
OG0000606	Prbf.g_01262	Pray.g_01066
OG0000607	Prbf.g_01260	Pray.g_01064
OG0000608	Prbf.g_01258	Pray.g_01063
OG0000609	Prbf.g_00404	Pray.g_01059
OG0000610	Prbf.g_01334	Pray.g_01058
OG0000611	Prbf.g_01252	Pray.g_01039
OG0000612	Prbf.g_01251	Pray.g_01038
OG0000613	Prbf.g_01030	Pray.g_01037
OG0000614	Prbf.g_01031	Pray.g_01036
OG0000615	Prbf.g_01033	Pray.g_01034
OG0000616	Prbf.g_01034	Pray.g_01033
OG0000617	Prbf.g_01035	Pray.g_01032
OG0000618	Prbf.g_01036	Pray.g_01031
OG0000619	Prbf.g_01037	Pray.g_01030
OG0000620	Prbf.g_01038	Pray.g_01029
OG0000621	Prbf.g_01039	Pray.g_01028
OG0000622	Prbf.g_01040	Pray.g_01027
OG0000623	Prbf.g_01041	Pray.g_01026
OG0000624	Prbf.g_01043	Pray.g_01025
OG0000625	Prbf.g_01044	Pray.g_00269
OG0000626	Prbf.g_01045	Pray.g_00270
OG0000627	Prbf.g_01046	Pray.g_00271
OG0000628	Prbf.g_01047	Pray.g_00272
OG0000629	Prbf.g_01048	Pray.g_00273
OG0000630	Prbf.g_01049	Pray.g_00274
OG0000631	Prbf.g_01051	Pray.g_00276
OG0000632	Prbf.g_01052	Pray.g_00289
OG0000633	Prbf.g_00280	Pray.g_00293
OG0000634	Prbf.g_00042	Pray.g_00306
OG0000635	Prbf.g_01929	Pray.g_00313
OG0000636	Prbf.g_01928	Pray.g_00314
OG0000637	Prbf.g_01927	Pray.g_00315
OG0000638	Prbf.g_01675	Pray.g_00326
OG0000639	Prbf.g_01150	Pray.g_00335
OG0000640	Prbf.g_01146	Pray.g_00337
OG0000641	Prbf.g_01144	Pray.g_00339
OG0000642	Prbf.g_01143	Pray.g_00340
OG0000643	Prbf.g_01142	Pray.g_00341
OG0000644	Prbf.g_01029	Pray.g_00342
OG0000645	Prbf.g_01250	Pray.g_00343
OG0000646	Prbf.g_01249	Pray.g_00344
OG0000647	Prbf.g_01248	Pray.g_00345
OG0000648	Prbf.g_01246	Pray.g_00347
OG0000649	Prbf.g_01245	Pray.g_00348
OG0000650	Prbf.g_01244	Pray.g_00349
OG0000651	Prbf.g_01243	Pray.g_00350
OG0000652	Prbf.g_01242	Pray.g_00351
OG0000653	Prbf.g_01241	Pray.g_00352
OG0000654	Prbf.g_01239	Pray.g_00354
OG0000655	Prbf.g_01237	Pray.g_00356
OG0000656	Prbf.g_01236	Pray.g_00357
OG0000657	Prbf.g_01235	Pray.g_00358
OG0000658	Prbf.g_01234	Pray.g_00359
OG0000659	Prbf.g_01233	Pray.g_00360
OG0000660	Prbf.g_01232	Pray.g_00361
OG0000661	Prbf.g_01231	Pray.g_00362
OG0000662	Prbf.g_01229	Pray.g_00363
OG0000663	Prbf.g_01228	Pray.g_00364
OG0000664	Prbf.g_01227	Pray.g_00365
OG0000665	Prbf.g_01226	Pray.g_00366
OG0000666	Prbf.g_01225	Pray.g_00367
OG0000667	Prbf.g_01224	Pray.g_00368
OG0000668	Prbf.g_01223	Pray.g_00369
OG0000669	Prbf.g_01221	Pray.g_00371
OG0000670	Prbf.g_01220	Pray.g_00372
OG0000671	Prbf.g_01219	Pray.g_00373
OG0000672	Prbf.g_01218	Pray.g_00374
OG0000673	Prbf.g_01217	Pray.g_00375
OG0000674	Prbf.g_01216	Pray.g_00376
OG0000675	Prbf.g_01214	Pray.g_00378
OG0000676	Prbf.g_01213	Pray.g_00379
OG0000677	Prbf.g_01210	Pray.g_00382
OG0000678	Prbf.g_01208	Pray.g_00384
OG0000679	Prbf.g_01206	Pray.g_00385
OG0000680	Prbf.g_01205	Pray.g_00386
OG0000681	Prbf.g_01204	Pray.g_00387
OG0000682	Prbf.g_01203	Pray.g_00388
OG0000683	Prbf.g_01201	Pray.g_00390
OG0000684	Prbf.g_01200	Pray.g_00391
OG0000685	Prbf.g_01199	Pray.g_00392
OG0000686	Prbf.g_01198	Pray.g_00393
OG0000687	Prbf.g_01197	Pray.g_00394
OG0000688	Prbf.g_01196	Pray.g_00395
OG0000689	Prbf.g_01195	Pray.g_00396
OG0000690	Prbf.g_01194	Pray.g_00397
OG0000691	Prbf.g_01193	Pray.g_00398
OG0000692	Prbf.g_01189	Pray.g_00400
OG0000693	Prbf.g_01188	Pray.g_00401
OG0000694	Prbf.g_01187	Pray.g_00402
OG0000695	Prbf.g_01186	Pray.g_00403
OG0000696	Prbf.g_01185	Pray.g_00404
OG0000697	Prbf.g_01183	Pray.g_00406
OG0000698	Prbf.g_01179	Pray.g_00408
OG0000699	Prbf.g_01178	Pray.g_00409
OG0000700	Prbf.g_00838	Pray.g_00436
OG0000701	Prbf.g_00833	Pray.g_00440
OG0000702	Prbf.g_01331	Pray.g_00443
OG0000703	Prbf.g_01329	Pray.g_00444
OG0000704	Prbf.g_01328	Pray.g_00445
OG0000705	Prbf.g_01326	Pray.g_00446
OG0000706	Prbf.g_01325	Pray.g_00447
OG0000707	Prbf.g_01323	Pray.g_00449
OG0000708	Prbf.g_01322	Pray.g_00450
OG0000709	Prbf.g_01320	Pray.g_00452
OG0000710	Prbf.g_01319	Pray.g_00453
OG0000711	Prbf.g_01318	Pray.g_00454
OG0000712	Prbf.g_01317	Pray.g_00455
OG0000713	Prbf.g_01316	Pray.g_00456
OG0000714	Prbf.g_01314	Pray.g_00458
OG0000715	Prbf.g_01313	Pray.g_00459
OG0000716	Prbf.g_01311	Pray.g_00461
OG0000717	Prbf.g_01310	Pray.g_00462
OG0000718	Prbf.g_01309	Pray.g_00463
OG0000719	Prbf.g_01307	Pray.g_00465
OG0000720	Prbf.g_01306	Pray.g_00466
OG0000721	Prbf.g_01303	Pray.g_00469
OG0000722	Prbf.g_01302	Pray.g_00470
OG0000723	Prbf.g_01301	Pray.g_00471
OG0000724	Prbf.g_01299	Pray.g_00473
OG0000725	Prbf.g_01298	Pray.g_00474
OG0000726	Prbf.g_01297	Pray.g_00475
OG0000727	Prbf.g_01296	Pray.g_00476
OG0000728	Prbf.g_01295	Pray.g_00477
OG0000729	Prbf.g_01294	Pray.g_00478
OG0000730	Prbf.g_01019	Pray.g_00479
OG0000731	Prbf.g_01021	Pray.g_00480
OG0000732	Prbf.g_01022	Pray.g_00481
OG0000733	Prbf.g_01023	Pray.g_00482
OG0000734	Prbf.g_01024	Pray.g_00483
OG0000735	Prbf.g_01026	Pray.g_00485
OG0000736	Prbf.g_01027	Pray.g_00486
OG0000737	Prbf.g_01028	Pray.g_00487
OG0000738	Prbf.g_01141	Pray.g_00488
OG0000739	Prbf.g_01140	Pray.g_00489
OG0000740	Prbf.g_01139	Pray.g_00490
OG0000741	Prbf.g_01138	Pray.g_00491
OG0000742	Prbf.g_01136	Pray.g_00493
OG0000743	Prbf.g_01135	Pray.g_00494
OG0000744	Prbf.g_01134	Pray.g_00495
OG0000745	Prbf.g_01133	Pray.g_00496
OG0000746	Prbf.g_01132	Pray.g_00497
OG0000747	Prbf.g_01131	Pray.g_00498
OG0000748	Prbf.g_01130	Pray.g_00499
OG0000749	Prbf.g_01129	Pray.g_00500
OG0000750	Prbf.g_01127	Pray.g_00501
OG0000751	Prbf.g_01126	Pray.g_00502
OG0000752	Prbf.g_01067	Pray.g_00503
OG0000753	Prbf.g_01124	Pray.g_00505
OG0000754	Prbf.g_01123	Pray.g_00506
OG0000755	Prbf.g_01122	Pray.g_00507
OG0000756	Prbf.g_01120	Pray.g_00508
OG0000757	Prbf.g_01119	Pray.g_00509
OG0000758	Prbf.g_01118	Pray.g_00510
OG0000759	Prbf.g_01116	Pray.g_00512
OG0000760	Prbf.g_01115	Pray.g_00513
OG0000761	Prbf.g_01114	Pray.g_00514
OG0000762	Prbf.g_01112	Pray.g_00516
OG0000763	Prbf.g_01111	Pray.g_00517
OG0000764	Prbf.g_01110	Pray.g_00518
OG0000765	Prbf.g_01109	Pray.g_00519
OG0000766	Prbf.g_01108	Pray.g_00520
OG0000767	Prbf.g_01106	Pray.g_00522
OG0000768	Prbf.g_01105	Pray.g_00523
OG0000769	Prbf.g_01104	Pray.g_00524
OG0000770	Prbf.g_01103	Pray.g_00525
OG0000771	Prbf.g_01102	Pray.g_00526
OG0000772	Prbf.g_00065	Pray.g_00527
OG0000773	Prbf.g_01100	Pray.g_00528
OG0000774	Prbf.g_01099	Pray.g_00529
OG0000775	Prbf.g_01098	Pray.g_00530
OG0000776	Prbf.g_01095	Pray.g_00532
OG0000777	Prbf.g_01094	Pray.g_00534
OG0000778	Prbf.g_01093	Pray.g_00535
OG0000779	Prbf.g_01092	Pray.g_00536
OG0000780	Prbf.g_01090	Pray.g_00538
OG0000781	Prbf.g_01088	Pray.g_00540
OG0000782	Prbf.g_01087	Pray.g_00541
OG0000783	Prbf.g_01083	Pray.g_00553
OG0000784	Prbf.g_01081	Pray.g_00555
OG0000785	Prbf.g_01080	Pray.g_00556
OG0000786	Prbf.g_01079	Pray.g_00557
OG0000787	Prbf.g_01078	Pray.g_00558
OG0000788	Prbf.g_01072	Pray.g_00562
OG0000789	Prbf.g_01069	Pray.g_00564
OG0000790	Prbf.g_01068	Pray.g_00565
OG0000791	Prbf.g_01065	Pray.g_00566
OG0000792	Prbf.g_01064	Pray.g_00567
OG0000793	Prbf.g_01063	Pray.g_00568
OG0000794	Prbf.g_01060	Pray.g_00570
OG0000795	Prbf.g_01159	Pray.g_00573
OG0000796	Prbf.g_01160	Pray.g_00574
OG0000797	Prbf.g_01162	Pray.g_00576
OG0000798	Prbf.g_01163	Pray.g_00577
OG0000799	Prbf.g_01164	Pray.g_00578
OG0000800	Prbf.g_01165	Pray.g_00579
OG0000801	Prbf.g_01168	Pray.g_00582
OG0000802	Prbf.g_01169	Pray.g_00583
OG0000803	Prbf.g_01171	Pray.g_00585
OG0000804	Prbf.g_01172	Pray.g_00586
OG0000805	Prbf.g_01173	Pray.g_00587
OG0000806	Prbf.g_01175	Pray.g_00589
OG0000807	Prbf.g_01705	Pray.g_00614
OG0000808	Prbf.g_00296	Pray.g_00623
OG0000809	Prbf.g_00870	Pray.g_00626
OG0000810	Prbf.g_01924	Pray.g_00627
OG0000811	Prbf.g_00048	Pray.g_00634
OG0000812	Prbf.g_00876	Pray.g_00132
OG0000813	Prbf.g_01684	Pray.g_00128
OG0000814	Prbf.g_00062	Pray.g_00126
OG0000815	Prbf.g_00094	Pray.g_00112
OG0000816	Prbf.g_00787	Pray.g_00096
OG0000817	Prbf.g_00786	Pray.g_00095
OG0000818	Prbf.g_00285	Pray.g_00090
OG0000819	Prbf.g_00896	Pray.g_00083
OG0000820	Prbf.g_00902	Pray.g_00079
OG0000821	Prbf.g_00904	Pray.g_00077
OG0000822	Prbf.g_00905	Pray.g_00076
OG0000823	Prbf.g_00906	Pray.g_00075
OG0000824	Prbf.g_00907	Pray.g_00074
OG0000825	Prbf.g_00908	Pray.g_00073
OG0000826	Prbf.g_00909	Pray.g_00072
OG0000827	Prbf.g_00910	Pray.g_00071
OG0000828	Prbf.g_00911	Pray.g_00070
OG0000829	Prbf.g_00912	Pray.g_00069
OG0000830	Prbf.g_00914	Pray.g_00068
OG0000831	Prbf.g_00917	Pray.g_00065
OG0000832	Prbf.g_00919	Pray.g_00063
OG0000833	Prbf.g_00920	Pray.g_00062
OG0000834	Prbf.g_00921	Pray.g_00060
OG0000835	Prbf.g_00922	Pray.g_00059
OG0000836	Prbf.g_00923	Pray.g_00058
OG0000837	Prbf.g_00926	Pray.g_00056
OG0000838	Prbf.g_00927	Pray.g_00055
OG0000839	Prbf.g_00928	Pray.g_00054
OG0000840	Prbf.g_00929	Pray.g_00053
OG0000841	Prbf.g_00930	Pray.g_00052
OG0000842	Prbf.g_00932	Pray.g_00051
OG0000843	Prbf.g_00933	Pray.g_00050
OG0000844	Prbf.g_00934	Pray.g_00049
OG0000845	Prbf.g_00935	Pray.g_00048
OG0000846	Prbf.g_00937	Pray.g_00045
OG0000847	Prbf.g_00939	Pray.g_00043
OG0000848	Prbf.g_00940	Pray.g_00042
OG0000849	Prbf.g_00943	Pray.g_00041
OG0000850	Prbf.g_00944	Pray.g_00040
OG0000851	Prbf.g_00946	Pray.g_00039
OG0000852	Prbf.g_00948	Pray.g_00037
OG0000853	Prbf.g_00950	Pray.g_00036
OG0000854	Prbf.g_00952	Pray.g_00034
OG0000855	Prbf.g_00953	Pray.g_00033
OG0000856	Prbf.g_00954	Pray.g_00032
OG0000857	Prbf.g_00955	Pray.g_00031
OG0000858	Prbf.g_00956	Pray.g_00030
OG0000859	Prbf.g_00957	Pray.g_00029
OG0000860	Prbf.g_00958	Pray.g_00028
OG0000861	Prbf.g_00959	Pray.g_00027
OG0000862	Prbf.g_00960	Pray.g_00026
OG0000863	Prbf.g_00961	Pray.g_00025
OG0000864	Prbf.g_00962	Pray.g_00024
OG0000865	Prbf.g_00963	Pray.g_00023
OG0000866	Prbf.g_00964	Pray.g_00022
OG0000867	Prbf.g_00965	Pray.g_00021
OG0000868	Prbf.g_00966	Pray.g_00020
OG0000869	Prbf.g_00968	Pray.g_00018
OG0000870	Prbf.g_00969	Pray.g_00017
OG0000871	Prbf.g_00970	Pray.g_00015
OG0000872	Prbf.g_00971	Pray.g_00014
OG0000873	Prbf.g_00973	Pray.g_00012
OG0000874	Prbf.g_00974	Pray.g_00011
OG0000875	Prbf.g_00975	Pray.g_00010
OG0000876	Prbf.g_00976	Pray.g_00009
OG0000877	Prbf.g_01914	Pray.g_00007
OG0000878	Prbf.g_00767	Pray.g_01895
OG0000879	Prbf.g_00037	Pray.g_01881
OG0000880	Prbf.g_00036	Pray.g_01880
OG0000881	Prbf.g_00035	Pray.g_01879
OG0000882	Prbf.g_00034	Pray.g_01878
OG0000883	Prbf.g_00033	Pray.g_01877
OG0000884	Prbf.g_00031	Pray.g_01875
OG0000885	Prbf.g_00030	Pray.g_01874
OG0000886	Prbf.g_00029	Pray.g_01873
OG0000887	Prbf.g_00028	Pray.g_01872
OG0000888	Prbf.g_00027	Pray.g_01871
OG0000889	Prbf.g_00024	Pray.g_01868
OG0000890	Prbf.g_00023	Pray.g_01867
OG0000891	Prbf.g_00022	Pray.g_01866
OG0000892	Prbf.g_00019	Pray.g_01864
OG0000893	Prbf.g_00018	Pray.g_01863
OG0000894	Prbf.g_00017	Pray.g_01862
OG0000895	Prbf.g_00016	Pray.g_01861
OG0000896	Prbf.g_00015	Pray.g_01860
OG0000897	Prbf.g_00014	Pray.g_01859
OG0000898	Prbf.g_00011	Pray.g_01857
OG0000899	Prbf.g_00010	Pray.g_01856
OG0000900	Prbf.g_00071	Pray.g_01847
OG0000901	Prbf.g_00002	Pray.g_01843
OG0000902	Prbf.g_01782	Pray.g_01842
OG0000903	Prbf.g_00853, Prbf.g_00066	Pray.g_01841
OG0000904	Prbf.g_00256	Pray.g_01839
OG0000905	Prbf.g_00875	Pray.g_01837
OG0000906	Prbf.g_00893	Pray.g_01835
OG0000907	Prbf.g_01181	Pray.g_01834
OG0000908	Prbf.g_00856	Pray.g_01831
OG0000909	Prbf.g_00097	Pray.g_01827
OG0000910	Prbf.g_00098	Pray.g_01826
OG0000911	Prbf.g_00099	Pray.g_01825
OG0000912	Prbf.g_00100	Pray.g_01824
OG0000913	Prbf.g_00101	Pray.g_01823
OG0000914	Prbf.g_00102	Pray.g_01822
OG0000915	Prbf.g_00103	Pray.g_01821
OG0000916	Prbf.g_00104	Pray.g_01820
OG0000917	Prbf.g_00105	Pray.g_01819
OG0000918	Prbf.g_00106	Pray.g_01818
OG0000919	Prbf.g_00107	Pray.g_01817
OG0000920	Prbf.g_00108	Pray.g_01816
OG0000921	Prbf.g_00109	Pray.g_01815
OG0000922	Prbf.g_00110	Pray.g_01814
OG0000923	Prbf.g_00111	Pray.g_01813
OG0000924	Prbf.g_00112	Pray.g_01812
OG0000925	Prbf.g_00113	Pray.g_01811
OG0000926	Prbf.g_00514	Pray.g_01787
OG0000927	Prbf.g_00140	Pray.g_01740
OG0000928	Prbf.g_00141	Pray.g_01739
OG0000929	Prbf.g_00142	Pray.g_01738
OG0000930	Prbf.g_00143	Pray.g_01737
OG0000931	Prbf.g_00144	Pray.g_01736
OG0000932	Prbf.g_00146	Pray.g_01734
OG0000933	Prbf.g_00147	Pray.g_01733
OG0000934	Prbf.g_00148	Pray.g_01732
OG0000935	Prbf.g_00149	Pray.g_01731
OG0000936	Prbf.g_00150	Pray.g_01730
OG0000937	Prbf.g_00151	Pray.g_01729
OG0000938	Prbf.g_00152	Pray.g_01728
OG0000939	Prbf.g_00153	Pray.g_01727
OG0000940	Prbf.g_00154	Pray.g_01726
OG0000941	Prbf.g_00155	Pray.g_01724
OG0000942	Prbf.g_00156	Pray.g_01723
OG0000943	Prbf.g_00159	Pray.g_01720
OG0000944	Prbf.g_00160	Pray.g_01719
OG0000945	Prbf.g_00161	Pray.g_01718
OG0000946	Prbf.g_00162	Pray.g_01717
OG0000947	Prbf.g_00163	Pray.g_01716
OG0000948	Prbf.g_00164	Pray.g_01715
OG0000949	Prbf.g_00165	Pray.g_01714
OG0000950	Prbf.g_00166	Pray.g_01713
OG0000951	Prbf.g_00167	Pray.g_01712
OG0000952	Prbf.g_00168	Pray.g_01711
OG0000953	Prbf.g_00169	Pray.g_01710
OG0000954	Prbf.g_00170	Pray.g_01709
OG0000955	Prbf.g_00171	Pray.g_01708
OG0000956	Prbf.g_00172	Pray.g_01707
OG0000957	Prbf.g_00173	Pray.g_01706
OG0000958	Prbf.g_00174	Pray.g_01705
OG0000959	Prbf.g_00175	Pray.g_01704
OG0000960	Prbf.g_00176	Pray.g_01703
OG0000961	Prbf.g_00180	Pray.g_01699
OG0000962	Prbf.g_00181	Pray.g_01698
OG0000963	Prbf.g_00182	Pray.g_01697
OG0000964	Prbf.g_00184	Pray.g_01695
OG0000965	Prbf.g_00185	Pray.g_01694
OG0000966	Prbf.g_00186	Pray.g_01693
OG0000967	Prbf.g_00187	Pray.g_01692
OG0000968	Prbf.g_00188	Pray.g_01691
OG0000969	Prbf.g_00189	Pray.g_01690
OG0000970	Prbf.g_00190	Pray.g_01689
OG0000971	Prbf.g_00191	Pray.g_01688
OG0000972	Prbf.g_00192	Pray.g_01687
OG0000973	Prbf.g_00193	Pray.g_01686
OG0000974	Prbf.g_00195	Pray.g_01684
OG0000975	Prbf.g_00201	Pray.g_01681
OG0000976	Prbf.g_00203	Pray.g_01679
OG0000977	Prbf.g_00205	Pray.g_01678
OG0000978	Prbf.g_00207	Pray.g_01677
OG0000979	Prbf.g_00209	Pray.g_01675
OG0000980	Prbf.g_00210	Pray.g_01674
OG0000981	Prbf.g_00211	Pray.g_01673
OG0000982	Prbf.g_00212	Pray.g_01672
OG0000983	Prbf.g_00214	Pray.g_01670
OG0000984	Prbf.g_00215	Pray.g_01669
OG0000985	Prbf.g_00216	Pray.g_01668
OG0000986	Prbf.g_00217	Pray.g_01667
OG0000987	Prbf.g_00218	Pray.g_01666
OG0000988	Prbf.g_00219	Pray.g_01665
OG0000989	Prbf.g_00220	Pray.g_01664
OG0000990	Prbf.g_00221	Pray.g_01663
OG0000991	Prbf.g_00222	Pray.g_01662
OG0000992	Prbf.g_00223	Pray.g_01661
OG0000993	Prbf.g_00224	Pray.g_01660
OG0000994	Prbf.g_00225	Pray.g_01659
OG0000995	Prbf.g_00226	Pray.g_01658
OG0000996	Prbf.g_00227	Pray.g_01657
OG0000997	Prbf.g_00228	Pray.g_01656
OG0000998	Prbf.g_00229	Pray.g_01655
OG0000999	Prbf.g_00230	Pray.g_01654
OG0001000	Prbf.g_00231	Pray.g_01653
OG0001001	Prbf.g_00233	Pray.g_01651
OG0001002	Prbf.g_00234	Pray.g_01650
OG0001003	Prbf.g_00235	Pray.g_01649
OG0001004	Prbf.g_00236	Pray.g_01648
OG0001005	Prbf.g_00239	Pray.g_01647
OG0001006	Prbf.g_00240	Pray.g_01646
OG0001007	Prbf.g_00241	Pray.g_01645
OG0001008	Prbf.g_00243	Pray.g_01643
OG0001009	Prbf.g_00244	Pray.g_01642
OG0001010	Prbf.g_00750	Pray.g_01634
OG0001011	Prbf.g_01911	Pray.g_01627
OG0001012	Prbf.g_01230	Pray.g_01600
OG0001013	Prbf.g_00700	Pray.g_01565
OG0001014	Prbf.g_00699	Pray.g_01564
OG0001015	Prbf.g_00692	Pray.g_01558
OG0001016	Prbf.g_00691	Pray.g_01557
OG0001017	Prbf.g_00690	Pray.g_01556
OG0001018	Prbf.g_00689	Pray.g_01555
OG0001019	Prbf.g_00687	Pray.g_01553
OG0001020	Prbf.g_00686	Pray.g_01552
OG0001021	Prbf.g_00685	Pray.g_01551
OG0001022	Prbf.g_00684	Pray.g_01550
OG0001023	Prbf.g_00683	Pray.g_01549
OG0001024	Prbf.g_00681	Pray.g_01548
OG0001025	Prbf.g_00680	Pray.g_01547
OG0001026	Prbf.g_00679	Pray.g_01545
OG0001027	Prbf.g_00678	Pray.g_01544
OG0001028	Prbf.g_00677	Pray.g_01543
OG0001029	Prbf.g_00676	Pray.g_01542
OG0001030	Prbf.g_00675	Pray.g_01541
OG0001031	Prbf.g_00674	Pray.g_01540
OG0001032	Prbf.g_00673	Pray.g_01539
OG0001033	Prbf.g_00672	Pray.g_01538
OG0001034	Prbf.g_00671	Pray.g_01537
OG0001035	Prbf.g_00669	Pray.g_01535
OG0001036	Prbf.g_00668	Pray.g_01534
OG0001037	Prbf.g_00667	Pray.g_01533
OG0001038	Prbf.g_00666	Pray.g_01532
OG0001039	Prbf.g_00665	Pray.g_01531
OG0001040	Prbf.g_00664	Pray.g_01530
OG0001041	Prbf.g_00663	Pray.g_01529
OG0001042	Prbf.g_00662	Pray.g_01528
OG0001043	Prbf.g_00661	Pray.g_01527
OG0001044	Prbf.g_00660	Pray.g_01526
OG0001045	Prbf.g_00659	Pray.g_01525
OG0001046	Prbf.g_00658	Pray.g_01524
OG0001047	Prbf.g_00655	Pray.g_01521
OG0001048	Prbf.g_00653	Pray.g_01519
OG0001049	Prbf.g_00652	Pray.g_01518
OG0001050	Prbf.g_00651	Pray.g_01517
OG0001051	Prbf.g_00650	Pray.g_01516
OG0001052	Prbf.g_00649	Pray.g_01515
OG0001053	Prbf.g_00647	Pray.g_01513
OG0001054	Prbf.g_00645	Pray.g_01512
OG0001055	Prbf.g_00644	Pray.g_01511
OG0001056	Prbf.g_00643	Pray.g_01510
OG0001057	Prbf.g_00642	Pray.g_01509
OG0001058	Prbf.g_00641	Pray.g_01508
OG0001059	Prbf.g_00640	Pray.g_01507
OG0001060	Prbf.g_00639	Pray.g_01506
OG0001061	Prbf.g_00638	Pray.g_01505
OG0001062	Prbf.g_00637	Pray.g_01504
OG0001063	Prbf.g_00636	Pray.g_01503
OG0001064	Prbf.g_00634	Pray.g_01229
OG0001065	Prbf.g_00630	Pray.g_01234
OG0001066	Prbf.g_00628	Pray.g_01235
OG0001067	Prbf.g_00627	Pray.g_01236
OG0001068	Prbf.g_00624	Pray.g_01238
OG0001069	Prbf.g_00623	Pray.g_01239
OG0001070	Prbf.g_00622	Pray.g_01240
OG0001071	Prbf.g_00621	Pray.g_01241
OG0001072	Prbf.g_00620	Pray.g_01242
OG0001073	Prbf.g_00619	Pray.g_01243
OG0001074	Prbf.g_00618	Pray.g_01244
OG0001075	Prbf.g_00617	Pray.g_01245
OG0001076	Prbf.g_00616	Pray.g_01246
OG0001077	Prbf.g_00615	Pray.g_01247
OG0001078	Prbf.g_00614	Pray.g_01248
OG0001079	Prbf.g_00613	Pray.g_01249
OG0001080	Prbf.g_00612	Pray.g_01250
OG0001081	Prbf.g_00608	Pray.g_01253
OG0001082	Prbf.g_00607	Pray.g_01254
OG0001083	Prbf.g_00604	Pray.g_01255
OG0001084	Prbf.g_00605	Pray.g_01257
OG0001085	Prbf.g_00606	Pray.g_01258
OG0001086	Prbf.g_00609	Pray.g_01259
OG0001087	Prbf.g_00610	Pray.g_01260
OG0001088	Prbf.g_00611	Pray.g_01261
OG0001089	Prbf.g_00601	Pray.g_01264
OG0001090	Prbf.g_00599	Pray.g_01266
OG0001091	Prbf.g_00598	Pray.g_01267
OG0001092	Prbf.g_00597	Pray.g_01268
OG0001093	Prbf.g_00596	Pray.g_01269
OG0001094	Prbf.g_00595	Pray.g_01270
OG0001095	Prbf.g_00594	Pray.g_01271
OG0001096	Prbf.g_00593	Pray.g_01272
OG0001097	Prbf.g_00592	Pray.g_01273
OG0001098	Prbf.g_00591	Pray.g_01274
OG0001099	Prbf.g_00590	Pray.g_01275
OG0001100	Prbf.g_00589	Pray.g_01276
OG0001101	Prbf.g_00588	Pray.g_01277
OG0001102	Prbf.g_00587	Pray.g_01278
OG0001103	Prbf.g_00586	Pray.g_01279
OG0001104	Prbf.g_00585	Pray.g_01280
OG0001105	Prbf.g_00584	Pray.g_01281
OG0001106	Prbf.g_00583	Pray.g_01282
OG0001107	Prbf.g_00582	Pray.g_01283
OG0001108	Prbf.g_00581	Pray.g_01284
OG0001109	Prbf.g_00580	Pray.g_01285
OG0001110	Prbf.g_00579	Pray.g_01286
OG0001111	Prbf.g_00578	Pray.g_01287
OG0001112	Prbf.g_00577	Pray.g_01288
OG0001113	Prbf.g_00576	Pray.g_01289
OG0001114	Prbf.g_00575	Pray.g_01290
OG0001115	Prbf.g_00574	Pray.g_01291
OG0001116	Prbf.g_00573	Pray.g_01292
OG0001117	Prbf.g_00572	Pray.g_01293
OG0001118	Prbf.g_00571	Pray.g_01294
OG0001119	Prbf.g_00570	Pray.g_01295
