Orthogroup	Prbf	Pran
OG0000568	Prbf.g_00994	Pran.g_01532
OG0000569	Prbf.g_00995	Pran.g_01531
OG0000570	Prbf.g_00996	Pran.g_01530
OG0000571	Prbf.g_00997	Pran.g_01529
OG0000572	Prbf.g_00998	Pran.g_01528
OG0000573	Prbf.g_01001	Pran.g_01525
OG0000574	Prbf.g_01002	Pran.g_01524
OG0000575	Prbf.g_01003	Pran.g_01523
OG0000576	Prbf.g_01004	Pran.g_01522
OG0000577	Prbf.g_01005	Pran.g_01521
OG0000578	Prbf.g_01006	Pran.g_01520
OG0000579	Prbf.g_01007	Pran.g_01519
OG0000580	Prbf.g_01008	Pran.g_01518
OG0000581	Prbf.g_01009	Pran.g_01517
OG0000582	Prbf.g_01010	Pran.g_01516
OG0000583	Prbf.g_01011	Pran.g_01515
OG0000584	Prbf.g_01013	Pran.g_01514
OG0000585	Prbf.g_01014	Pran.g_01513
OG0000586	Prbf.g_01016	Pran.g_01511
OG0000587	Prbf.g_01017	Pran.g_01510
OG0000588	Prbf.g_01293	Pran.g_01508
OG0000589	Prbf.g_01292	Pran.g_01507
OG0000590	Prbf.g_01290	Pran.g_01505
OG0000591	Prbf.g_01284	Pran.g_01499
OG0000592	Prbf.g_01283	Pran.g_01498
OG0000593	Prbf.g_01282	Pran.g_01497
OG0000594	Prbf.g_01279	Pran.g_01495
OG0000595	Prbf.g_01278	Pran.g_01494
OG0000596	Prbf.g_01277	Pran.g_01493
OG0000597	Prbf.g_01275	Pran.g_01491
OG0000598	Prbf.g_01274	Pran.g_01490
OG0000599	Prbf.g_01273	Pran.g_01489
OG0000600	Prbf.g_01272	Pran.g_01488
OG0000601	Prbf.g_01269	Pran.g_01486
OG0000602	Prbf.g_01268	Pran.g_01485
OG0000603	Prbf.g_01267	Pran.g_01484
OG0000604	Prbf.g_01264	Pran.g_01483
OG0000605	Prbf.g_01263	Pran.g_01482
OG0000606	Prbf.g_01262	Pran.g_01481
OG0000607	Prbf.g_01260	Pran.g_01479
OG0000608	Prbf.g_01258	Pran.g_01478
OG0000609	Prbf.g_00404	Pran.g_01472
OG0000610	Prbf.g_01334	Pran.g_01471
OG0000611	Prbf.g_01252	Pran.g_01459
OG0000612	Prbf.g_01251	Pran.g_01458
OG0000613	Prbf.g_01030	Pran.g_01457
OG0000614	Prbf.g_01031	Pran.g_01456
OG0000615	Prbf.g_01033	Pran.g_01454
OG0000616	Prbf.g_01034	Pran.g_01453
OG0000617	Prbf.g_01035	Pran.g_01452
OG0000618	Prbf.g_01036	Pran.g_01451
OG0000619	Prbf.g_01037	Pran.g_01450
OG0000620	Prbf.g_01038	Pran.g_01449
OG0000621	Prbf.g_01039	Pran.g_01448
OG0000622	Prbf.g_01040	Pran.g_01447
OG0000623	Prbf.g_01041	Pran.g_01446
OG0000624	Prbf.g_01043	Pran.g_01445
OG0000625	Prbf.g_01044	Pran.g_01444
OG0000626	Prbf.g_01045	Pran.g_01443
OG0000627	Prbf.g_01046	Pran.g_01442
OG0000628	Prbf.g_01047	Pran.g_01441
OG0000629	Prbf.g_01048	Pran.g_01440
OG0000630	Prbf.g_01049	Pran.g_01439
OG0000631	Prbf.g_01051	Pran.g_01437
OG0000632	Prbf.g_01052	Pran.g_01420
OG0000633	Prbf.g_00280	Pran.g_01415
OG0000634	Prbf.g_00042	Pran.g_01400
OG0000635	Prbf.g_01929	Pran.g_01378
OG0000636	Prbf.g_01928	Pran.g_01377
OG0000637	Prbf.g_01927	Pran.g_01376
OG0000638	Prbf.g_01675	Pran.g_01365
OG0000639	Prbf.g_01150	Pran.g_01356
OG0000640	Prbf.g_01146	Pran.g_01354
OG0000641	Prbf.g_01144	Pran.g_01352
OG0000642	Prbf.g_01143	Pran.g_01351
OG0000643	Prbf.g_01142	Pran.g_01350
OG0000644	Prbf.g_01029	Pran.g_01349
OG0000645	Prbf.g_01250	Pran.g_01348
OG0000646	Prbf.g_01249	Pran.g_01347
OG0000647	Prbf.g_01248	Pran.g_01346
OG0000648	Prbf.g_01246	Pran.g_01344
OG0000649	Prbf.g_01245	Pran.g_01343
OG0000650	Prbf.g_01244	Pran.g_01342
OG0000651	Prbf.g_01243	Pran.g_01341
OG0000652	Prbf.g_01242	Pran.g_01340
OG0000653	Prbf.g_01241	Pran.g_01339
OG0000654	Prbf.g_01239	Pran.g_01337
OG0000655	Prbf.g_01237	Pran.g_01335
OG0000656	Prbf.g_01236	Pran.g_01334
OG0000657	Prbf.g_01235	Pran.g_01333
OG0000658	Prbf.g_01234	Pran.g_01332
OG0000659	Prbf.g_01233	Pran.g_01331
OG0000660	Prbf.g_01232	Pran.g_01330
OG0000661	Prbf.g_01231	Pran.g_01329
OG0000662	Prbf.g_01229	Pran.g_01328
OG0000663	Prbf.g_01228	Pran.g_01327
OG0000664	Prbf.g_01227	Pran.g_01326
OG0000665	Prbf.g_01226	Pran.g_01325
OG0000666	Prbf.g_01225	Pran.g_01324
OG0000667	Prbf.g_01224	Pran.g_01323
OG0000668	Prbf.g_01223	Pran.g_01322
OG0000669	Prbf.g_01221	Pran.g_01320
OG0000670	Prbf.g_01220	Pran.g_01319
OG0000671	Prbf.g_01219	Pran.g_01318
OG0000672	Prbf.g_01218	Pran.g_01317
OG0000673	Prbf.g_01217	Pran.g_01316
OG0000674	Prbf.g_01216	Pran.g_01315
OG0000675	Prbf.g_01214	Pran.g_01313
OG0000676	Prbf.g_01213	Pran.g_01312
OG0000677	Prbf.g_01210	Pran.g_01310
OG0000678	Prbf.g_01208	Pran.g_01308
OG0000679	Prbf.g_01206	Pran.g_01307
OG0000680	Prbf.g_01205	Pran.g_01306
OG0000681	Prbf.g_01204	Pran.g_01305
OG0000682	Prbf.g_01203	Pran.g_01304
OG0000683	Prbf.g_01201	Pran.g_01302
OG0000684	Prbf.g_01200	Pran.g_01301
OG0000685	Prbf.g_01199	Pran.g_01300
OG0000686	Prbf.g_01198	Pran.g_01299
OG0000687	Prbf.g_01197	Pran.g_01298
OG0000688	Prbf.g_01196	Pran.g_01297
OG0000689	Prbf.g_01195	Pran.g_01296
OG0000690	Prbf.g_01194	Pran.g_01295
OG0000691	Prbf.g_01193	Pran.g_01294
OG0000692	Prbf.g_01189	Pran.g_01292
OG0000693	Prbf.g_01188	Pran.g_01291
OG0000694	Prbf.g_01187	Pran.g_01290
OG0000695	Prbf.g_01186	Pran.g_01289
OG0000696	Prbf.g_01185	Pran.g_01287
OG0000697	Prbf.g_01183	Pran.g_01285
OG0000698	Prbf.g_01179	Pran.g_01283
OG0000699	Prbf.g_01178	Pran.g_01282
OG0000700	Prbf.g_00838	Pran.g_00413
OG0000701	Prbf.g_00833	Pran.g_00418
OG0000702	Prbf.g_01331	Pran.g_00421
OG0000703	Prbf.g_01329	Pran.g_00422
OG0000704	Prbf.g_01328	Pran.g_00423
OG0000705	Prbf.g_01326	Pran.g_00424
OG0000706	Prbf.g_01325	Pran.g_00425
OG0000707	Prbf.g_01323	Pran.g_00426
OG0000708	Prbf.g_01322	Pran.g_00427
OG0000709	Prbf.g_01320	Pran.g_00429
OG0000710	Prbf.g_01319	Pran.g_00430
OG0000711	Prbf.g_01318	Pran.g_00431
OG0000712	Prbf.g_01317	Pran.g_00432
OG0000713	Prbf.g_01316	Pran.g_00433
OG0000714	Prbf.g_01314	Pran.g_00435
OG0000715	Prbf.g_01313	Pran.g_00436
OG0000716	Prbf.g_01311	Pran.g_00438
OG0000717	Prbf.g_01310	Pran.g_00439
OG0000718	Prbf.g_01309	Pran.g_00440
OG0000719	Prbf.g_01307	Pran.g_00442
OG0000720	Prbf.g_01306	Pran.g_00443
OG0000721	Prbf.g_01303	Pran.g_00445
OG0000722	Prbf.g_01302	Pran.g_00446
OG0000723	Prbf.g_01301	Pran.g_00447
OG0000724	Prbf.g_01299	Pran.g_00449
OG0000725	Prbf.g_01298	Pran.g_00450
OG0000726	Prbf.g_01297	Pran.g_00451
OG0000727	Prbf.g_01296	Pran.g_00452
OG0000728	Prbf.g_01295	Pran.g_00453
OG0000729	Prbf.g_01294	Pran.g_00454
OG0000730	Prbf.g_01019	Pran.g_00455
OG0000731	Prbf.g_01021	Pran.g_00456
OG0000732	Prbf.g_01022	Pran.g_00457
OG0000733	Prbf.g_01023	Pran.g_00458
OG0000734	Prbf.g_01024	Pran.g_00459
OG0000735	Prbf.g_01026	Pran.g_00461
OG0000736	Prbf.g_01027	Pran.g_00462
OG0000737	Prbf.g_01028	Pran.g_00463
OG0000738	Prbf.g_01141	Pran.g_00464
OG0000739	Prbf.g_01140	Pran.g_00465
OG0000740	Prbf.g_01139	Pran.g_00466
OG0000741	Prbf.g_01138	Pran.g_00467
OG0000742	Prbf.g_01136	Pran.g_00469
OG0000743	Prbf.g_01135	Pran.g_00470
OG0000744	Prbf.g_01134	Pran.g_00471
OG0000745	Prbf.g_01133	Pran.g_00472
OG0000746	Prbf.g_01132	Pran.g_00473
OG0000747	Prbf.g_01131	Pran.g_00474
OG0000748	Prbf.g_01130	Pran.g_00475
OG0000749	Prbf.g_01129	Pran.g_00476
OG0000750	Prbf.g_01127	Pran.g_00477
OG0000751	Prbf.g_01126	Pran.g_00478
OG0000752	Prbf.g_01067	Pran.g_00479
OG0000753	Prbf.g_01124	Pran.g_00481
OG0000754	Prbf.g_01123	Pran.g_00482
OG0000755	Prbf.g_01122	Pran.g_00483
OG0000756	Prbf.g_01120	Pran.g_00484
OG0000757	Prbf.g_01119	Pran.g_00485
OG0000758	Prbf.g_01118	Pran.g_00486
OG0000759	Prbf.g_01116	Pran.g_00488
OG0000760	Prbf.g_01115	Pran.g_00489
OG0000761	Prbf.g_01114	Pran.g_00490
OG0000762	Prbf.g_01112	Pran.g_00492
OG0000763	Prbf.g_01111	Pran.g_00493
OG0000764	Prbf.g_01110	Pran.g_00494
OG0000765	Prbf.g_01109	Pran.g_00495
OG0000766	Prbf.g_01108	Pran.g_00496
OG0000767	Prbf.g_01106	Pran.g_00498
OG0000768	Prbf.g_01105	Pran.g_00499
OG0000769	Prbf.g_01104	Pran.g_00500
OG0000770	Prbf.g_01103	Pran.g_00501
OG0000771	Prbf.g_01102	Pran.g_00502
OG0000772	Prbf.g_00065	Pran.g_00503
OG0000773	Prbf.g_01100	Pran.g_00504
OG0000774	Prbf.g_01099	Pran.g_00505
OG0000775	Prbf.g_01098	Pran.g_00506
OG0000776	Prbf.g_01095	Pran.g_00508
OG0000777	Prbf.g_01094	Pran.g_00510
OG0000778	Prbf.g_01093	Pran.g_00511
OG0000779	Prbf.g_01092	Pran.g_00512
OG0000780	Prbf.g_01090	Pran.g_00514
OG0000781	Prbf.g_01088	Pran.g_00516
OG0000782	Prbf.g_01087	Pran.g_00517
OG0000783	Prbf.g_01083	Pran.g_00537
OG0000784	Prbf.g_01081	Pran.g_00539
OG0000785	Prbf.g_01080	Pran.g_00540
OG0000786	Prbf.g_01079	Pran.g_00541
OG0000787	Prbf.g_01078	Pran.g_00542
OG0000788	Prbf.g_01072	Pran.g_00546
OG0000789	Prbf.g_01069	Pran.g_00548
OG0000790	Prbf.g_01068	Pran.g_00549
OG0000791	Prbf.g_01065	Pran.g_00550
OG0000792	Prbf.g_01064	Pran.g_00551
OG0000793	Prbf.g_01063	Pran.g_00552
OG0000794	Prbf.g_01060	Pran.g_00554
OG0000795	Prbf.g_01159	Pran.g_00557
OG0000796	Prbf.g_01160	Pran.g_00558
OG0000797	Prbf.g_01162	Pran.g_00560
OG0000798	Prbf.g_01163	Pran.g_00561
OG0000799	Prbf.g_01164	Pran.g_00562
OG0000800	Prbf.g_01165	Pran.g_00563
OG0000801	Prbf.g_01168	Pran.g_00566
OG0000802	Prbf.g_01169	Pran.g_00567
OG0000803	Prbf.g_01171	Pran.g_00569
OG0000804	Prbf.g_01172	Pran.g_00570
OG0000805	Prbf.g_01173	Pran.g_00571
OG0000806	Prbf.g_01175	Pran.g_00573
OG0000807	Prbf.g_01705	Pran.g_00154
OG0000808	Prbf.g_00296	Pran.g_00144
OG0000809	Prbf.g_00870	Pran.g_00141
OG0000810	Prbf.g_01924	Pran.g_00140
OG0000811	Prbf.g_00048	Pran.g_00133
OG0000812	Prbf.g_00876	Pran.g_00129
OG0000813	Prbf.g_01684	Pran.g_00125
OG0000814	Prbf.g_00062	Pran.g_00123
OG0000815	Prbf.g_00094	Pran.g_00110
OG0000816	Prbf.g_00787	Pran.g_00092
OG0000817	Prbf.g_00786	Pran.g_00091
OG0000818	Prbf.g_00285	Pran.g_00085
OG0000819	Prbf.g_00896	Pran.g_00078
OG0000820	Prbf.g_00902	Pran.g_00075
OG0000821	Prbf.g_00904	Pran.g_00073
OG0000822	Prbf.g_00905	Pran.g_00072
OG0000823	Prbf.g_00906	Pran.g_00071
OG0000824	Prbf.g_00907	Pran.g_00070
OG0000825	Prbf.g_00908	Pran.g_00069
OG0000826	Prbf.g_00909	Pran.g_00068
OG0000827	Prbf.g_00910	Pran.g_00067
OG0000828	Prbf.g_00911	Pran.g_00066
OG0000829	Prbf.g_00912	Pran.g_00065
OG0000830	Prbf.g_00914	Pran.g_00064
OG0000831	Prbf.g_00917	Pran.g_00061
OG0000832	Prbf.g_00919	Pran.g_00059
OG0000833	Prbf.g_00920	Pran.g_00058
OG0000834	Prbf.g_00921	Pran.g_00057
OG0000835	Prbf.g_00922	Pran.g_00056
OG0000836	Prbf.g_00923	Pran.g_00055
OG0000837	Prbf.g_00926	Pran.g_00053
OG0000838	Prbf.g_00927	Pran.g_00052
OG0000839	Prbf.g_00928	Pran.g_00051
OG0000840	Prbf.g_00929	Pran.g_00050
OG0000841	Prbf.g_00930	Pran.g_00049
OG0000842	Prbf.g_00932	Pran.g_00048
OG0000843	Prbf.g_00933	Pran.g_00047
OG0000844	Prbf.g_00934	Pran.g_00046
OG0000845	Prbf.g_00935	Pran.g_00045
OG0000846	Prbf.g_00937	Pran.g_00042
OG0000847	Prbf.g_00939	Pran.g_00040
OG0000848	Prbf.g_00940	Pran.g_00039
OG0000849	Prbf.g_00943	Pran.g_00038
OG0000850	Prbf.g_00944	Pran.g_00037
OG0000851	Prbf.g_00946	Pran.g_00036
OG0000852	Prbf.g_00948	Pran.g_00034
OG0000853	Prbf.g_00950	Pran.g_00033
OG0000854	Prbf.g_00952	Pran.g_00031
OG0000855	Prbf.g_00953	Pran.g_00030
OG0000856	Prbf.g_00954	Pran.g_00029
OG0000857	Prbf.g_00955	Pran.g_00028
OG0000858	Prbf.g_00956	Pran.g_00027
OG0000859	Prbf.g_00957	Pran.g_00026
OG0000860	Prbf.g_00958	Pran.g_00025
OG0000861	Prbf.g_00959	Pran.g_00024
OG0000862	Prbf.g_00960	Pran.g_00023
OG0000863	Prbf.g_00961	Pran.g_00022
OG0000864	Prbf.g_00962	Pran.g_00021
OG0000865	Prbf.g_00963	Pran.g_00020
OG0000866	Prbf.g_00964	Pran.g_00019
OG0000867	Prbf.g_00965	Pran.g_00018
OG0000868	Prbf.g_00966	Pran.g_00017
OG0000869	Prbf.g_00968	Pran.g_00015
OG0000870	Prbf.g_00969	Pran.g_00014
OG0000871	Prbf.g_00970	Pran.g_00012
OG0000872	Prbf.g_00971	Pran.g_00011
OG0000873	Prbf.g_00973	Pran.g_00009
OG0000874	Prbf.g_00974	Pran.g_00008
OG0000875	Prbf.g_00975	Pran.g_00007
OG0000876	Prbf.g_00976	Pran.g_00006
OG0000877	Prbf.g_01914	Pran.g_00004
OG0000878	Prbf.g_00767	Pran.g_00899
OG0000879	Prbf.g_00037	Pran.g_00887
OG0000880	Prbf.g_00036	Pran.g_00886
OG0000881	Prbf.g_00035	Pran.g_00885
OG0000882	Prbf.g_00034	Pran.g_00884
OG0000883	Prbf.g_00033	Pran.g_00883
OG0000884	Prbf.g_00031	Pran.g_00881
OG0000885	Prbf.g_00030	Pran.g_00880
OG0000886	Prbf.g_00029	Pran.g_00879
OG0000887	Prbf.g_00028	Pran.g_00878
OG0000888	Prbf.g_00027	Pran.g_00877
OG0000889	Prbf.g_00024	Pran.g_00874
OG0000890	Prbf.g_00023	Pran.g_00873
OG0000891	Prbf.g_00022	Pran.g_00872
OG0000892	Prbf.g_00019	Pran.g_00870
OG0000893	Prbf.g_00018	Pran.g_00869
OG0000894	Prbf.g_00017	Pran.g_00868
OG0000895	Prbf.g_00016	Pran.g_00867
OG0000896	Prbf.g_00015	Pran.g_00866
OG0000897	Prbf.g_00014	Pran.g_00865
OG0000898	Prbf.g_00011	Pran.g_00863
OG0000899	Prbf.g_00010	Pran.g_00862
OG0000900	Prbf.g_00071	Pran.g_00855
OG0000901	Prbf.g_00002	Pran.g_00854
OG0000902	Prbf.g_01782	Pran.g_00853
OG0000903	Prbf.g_00853, Prbf.g_00066	Pran.g_00852
OG0000904	Prbf.g_00256	Pran.g_00850
OG0000905	Prbf.g_00875	Pran.g_00848
OG0000906	Prbf.g_00893	Pran.g_00847
OG0000907	Prbf.g_01181	Pran.g_00846
OG0000908	Prbf.g_00856	Pran.g_00843
OG0000909	Prbf.g_00097	Pran.g_00839
OG0000910	Prbf.g_00098	Pran.g_00838
OG0000911	Prbf.g_00099	Pran.g_00837
OG0000912	Prbf.g_00100	Pran.g_00836
OG0000913	Prbf.g_00101	Pran.g_00835
OG0000914	Prbf.g_00102	Pran.g_00834
OG0000915	Prbf.g_00103	Pran.g_00833
OG0000916	Prbf.g_00104	Pran.g_00832
OG0000917	Prbf.g_00105	Pran.g_00831
OG0000918	Prbf.g_00106	Pran.g_00830
OG0000919	Prbf.g_00107	Pran.g_00829
OG0000920	Prbf.g_00108	Pran.g_00828
OG0000921	Prbf.g_00109	Pran.g_00827
OG0000922	Prbf.g_00110	Pran.g_00826
OG0000923	Prbf.g_00111	Pran.g_00825
OG0000924	Prbf.g_00112	Pran.g_00824
OG0000925	Prbf.g_00113	Pran.g_00823
OG0000926	Prbf.g_00514	Pran.g_00822
OG0000927	Prbf.g_00140	Pran.g_00751
OG0000928	Prbf.g_00141	Pran.g_00750
OG0000929	Prbf.g_00142	Pran.g_00749
OG0000930	Prbf.g_00143	Pran.g_00748
OG0000931	Prbf.g_00144	Pran.g_00747
OG0000932	Prbf.g_00146	Pran.g_00745
OG0000933	Prbf.g_00147	Pran.g_00744
OG0000934	Prbf.g_00148	Pran.g_00743
OG0000935	Prbf.g_00149	Pran.g_00742
OG0000936	Prbf.g_00150	Pran.g_00741
OG0000937	Prbf.g_00151	Pran.g_00740
OG0000938	Prbf.g_00152	Pran.g_00739
OG0000939	Prbf.g_00153	Pran.g_00738
OG0000940	Prbf.g_00154	Pran.g_00737
OG0000941	Prbf.g_00155	Pran.g_00735
OG0000942	Prbf.g_00156	Pran.g_00734
OG0000943	Prbf.g_00159	Pran.g_00731
OG0000944	Prbf.g_00160	Pran.g_00730
OG0000945	Prbf.g_00161	Pran.g_00729
OG0000946	Prbf.g_00162	Pran.g_00728
OG0000947	Prbf.g_00163	Pran.g_00727
OG0000948	Prbf.g_00164	Pran.g_00726
OG0000949	Prbf.g_00165	Pran.g_00725
OG0000950	Prbf.g_00166	Pran.g_00724
OG0000951	Prbf.g_00167	Pran.g_00723
OG0000952	Prbf.g_00168	Pran.g_00722
OG0000953	Prbf.g_00169	Pran.g_00721
OG0000954	Prbf.g_00170	Pran.g_00720
OG0000955	Prbf.g_00171	Pran.g_00719
OG0000956	Prbf.g_00172	Pran.g_00718
OG0000957	Prbf.g_00173	Pran.g_00717
OG0000958	Prbf.g_00174	Pran.g_00716
OG0000959	Prbf.g_00175	Pran.g_00715
OG0000960	Prbf.g_00176	Pran.g_00714
OG0000961	Prbf.g_00180	Pran.g_00710
OG0000962	Prbf.g_00181	Pran.g_00709
OG0000963	Prbf.g_00182	Pran.g_00708
OG0000964	Prbf.g_00184	Pran.g_00706
OG0000965	Prbf.g_00185	Pran.g_00705
OG0000966	Prbf.g_00186	Pran.g_00704
OG0000967	Prbf.g_00187	Pran.g_00703
OG0000968	Prbf.g_00188	Pran.g_00702
OG0000969	Prbf.g_00189	Pran.g_00701
OG0000970	Prbf.g_00190	Pran.g_00700
OG0000971	Prbf.g_00191	Pran.g_00699
OG0000972	Prbf.g_00192	Pran.g_00698
OG0000973	Prbf.g_00193	Pran.g_00697
OG0000974	Prbf.g_00195	Pran.g_00695
OG0000975	Prbf.g_00201	Pran.g_00692
OG0000976	Prbf.g_00203	Pran.g_00690
OG0000977	Prbf.g_00205	Pran.g_00689
OG0000978	Prbf.g_00207	Pran.g_00688
OG0000979	Prbf.g_00209	Pran.g_00686
OG0000980	Prbf.g_00210	Pran.g_00685
OG0000981	Prbf.g_00211	Pran.g_00684
OG0000982	Prbf.g_00212	Pran.g_00683
OG0000983	Prbf.g_00214	Pran.g_00681
OG0000984	Prbf.g_00215	Pran.g_00680
OG0000985	Prbf.g_00216	Pran.g_00679
OG0000986	Prbf.g_00217	Pran.g_00678
OG0000987	Prbf.g_00218	Pran.g_00677
OG0000988	Prbf.g_00219	Pran.g_00676
OG0000989	Prbf.g_00220	Pran.g_00675
OG0000990	Prbf.g_00221	Pran.g_00674
OG0000991	Prbf.g_00222	Pran.g_00673
OG0000992	Prbf.g_00223	Pran.g_00672
OG0000993	Prbf.g_00224	Pran.g_00671
OG0000994	Prbf.g_00225	Pran.g_00670
OG0000995	Prbf.g_00226	Pran.g_00669
OG0000996	Prbf.g_00227	Pran.g_00668
OG0000997	Prbf.g_00228	Pran.g_00667
OG0000998	Prbf.g_00229	Pran.g_00666
OG0000999	Prbf.g_00230	Pran.g_00665
OG0001000	Prbf.g_00231	Pran.g_00664
OG0001001	Prbf.g_00233	Pran.g_00662
OG0001002	Prbf.g_00234	Pran.g_00661
OG0001003	Prbf.g_00235	Pran.g_00660
OG0001004	Prbf.g_00236	Pran.g_00659
OG0001005	Prbf.g_00239	Pran.g_00658
OG0001006	Prbf.g_00240	Pran.g_00657
OG0001007	Prbf.g_00241	Pran.g_00656
OG0001008	Prbf.g_00243	Pran.g_00654
OG0001009	Prbf.g_00244	Pran.g_00653
OG0001010	Prbf.g_00750	Pran.g_00646
OG0001011	Prbf.g_01911	Pran.g_00636
OG0001012	Prbf.g_01230	Pran.g_00598
OG0001013	Prbf.g_00700	Pran.g_00964
OG0001014	Prbf.g_00699	Pran.g_00965
OG0001015	Prbf.g_00692	Pran.g_00971
OG0001016	Prbf.g_00691	Pran.g_00972
OG0001017	Prbf.g_00690	Pran.g_00973
OG0001018	Prbf.g_00689	Pran.g_00974
OG0001019	Prbf.g_00687	Pran.g_00976
OG0001020	Prbf.g_00686	Pran.g_00977
OG0001021	Prbf.g_00685	Pran.g_00978
OG0001022	Prbf.g_00684	Pran.g_00979
OG0001023	Prbf.g_00683	Pran.g_00980
OG0001024	Prbf.g_00681	Pran.g_00981
OG0001025	Prbf.g_00680	Pran.g_00982
OG0001026	Prbf.g_00679	Pran.g_00984
OG0001027	Prbf.g_00678	Pran.g_00985
OG0001028	Prbf.g_00677	Pran.g_00986
OG0001029	Prbf.g_00676	Pran.g_00987
OG0001030	Prbf.g_00675	Pran.g_00988
OG0001031	Prbf.g_00674	Pran.g_00989
OG0001032	Prbf.g_00673	Pran.g_00990
OG0001033	Prbf.g_00672	Pran.g_00991
OG0001034	Prbf.g_00671	Pran.g_00992
OG0001035	Prbf.g_00669	Pran.g_00994
OG0001036	Prbf.g_00668	Pran.g_00995
OG0001037	Prbf.g_00667	Pran.g_00996
OG0001038	Prbf.g_00666	Pran.g_00997
OG0001039	Prbf.g_00665	Pran.g_00998
OG0001040	Prbf.g_00664	Pran.g_00999
OG0001041	Prbf.g_00663	Pran.g_01000
OG0001042	Prbf.g_00662	Pran.g_01001
OG0001043	Prbf.g_00661	Pran.g_01002
OG0001044	Prbf.g_00660	Pran.g_01003
OG0001045	Prbf.g_00659	Pran.g_01004
OG0001046	Prbf.g_00658	Pran.g_01005
OG0001047	Prbf.g_00655	Pran.g_01008
OG0001048	Prbf.g_00653	Pran.g_01010
OG0001049	Prbf.g_00652	Pran.g_01011
OG0001050	Prbf.g_00651	Pran.g_01012
OG0001051	Prbf.g_00650	Pran.g_01013
OG0001052	Prbf.g_00649	Pran.g_01014
OG0001053	Prbf.g_00647	Pran.g_01015
OG0001054	Prbf.g_00645	Pran.g_01017
OG0001055	Prbf.g_00644	Pran.g_01018
OG0001056	Prbf.g_00643	Pran.g_01019
OG0001057	Prbf.g_00642	Pran.g_01020
OG0001058	Prbf.g_00641	Pran.g_01021
OG0001059	Prbf.g_00640	Pran.g_01022
OG0001060	Prbf.g_00639	Pran.g_01023
OG0001061	Prbf.g_00638	Pran.g_01024
OG0001062	Prbf.g_00637	Pran.g_01025
OG0001063	Prbf.g_00636	Pran.g_01026
OG0001064	Prbf.g_00634	Pran.g_01028
OG0001065	Prbf.g_00630	Pran.g_01032
OG0001066	Prbf.g_00628	Pran.g_01033
OG0001067	Prbf.g_00627	Pran.g_01034
OG0001068	Prbf.g_00624	Pran.g_01036
OG0001069	Prbf.g_00623	Pran.g_01037
OG0001070	Prbf.g_00622	Pran.g_01038
OG0001071	Prbf.g_00621	Pran.g_01039
OG0001072	Prbf.g_00620	Pran.g_01040
OG0001073	Prbf.g_00619	Pran.g_01041
OG0001074	Prbf.g_00618	Pran.g_01042
OG0001075	Prbf.g_00617	Pran.g_01044
OG0001076	Prbf.g_00616	Pran.g_01045
OG0001077	Prbf.g_00615	Pran.g_01046
OG0001078	Prbf.g_00614	Pran.g_01047
OG0001079	Prbf.g_00613	Pran.g_01048
OG0001080	Prbf.g_00612	Pran.g_01049
OG0001081	Prbf.g_00608	Pran.g_01052
OG0001082	Prbf.g_00607	Pran.g_01053
OG0001083	Prbf.g_00604	Pran.g_01054
OG0001084	Prbf.g_00605	Pran.g_01055
OG0001085	Prbf.g_00606	Pran.g_01056
OG0001086	Prbf.g_00609	Pran.g_01057
OG0001087	Prbf.g_00610	Pran.g_01058
OG0001088	Prbf.g_00611	Pran.g_01059
OG0001089	Prbf.g_00601	Pran.g_01062
OG0001090	Prbf.g_00599	Pran.g_01064
OG0001091	Prbf.g_00598	Pran.g_01065
OG0001092	Prbf.g_00597	Pran.g_01066
OG0001093	Prbf.g_00596	Pran.g_01067
OG0001094	Prbf.g_00595	Pran.g_01069
OG0001095	Prbf.g_00594	Pran.g_01070
OG0001096	Prbf.g_00593	Pran.g_01071
OG0001097	Prbf.g_00592	Pran.g_01072
OG0001098	Prbf.g_00591	Pran.g_01073
OG0001099	Prbf.g_00590	Pran.g_01074
OG0001100	Prbf.g_00589	Pran.g_01075
OG0001101	Prbf.g_00588	Pran.g_01076
OG0001102	Prbf.g_00587	Pran.g_01077
OG0001103	Prbf.g_00586	Pran.g_01078
OG0001104	Prbf.g_00585	Pran.g_01079
OG0001105	Prbf.g_00584	Pran.g_01080
OG0001106	Prbf.g_00583	Pran.g_01081
OG0001107	Prbf.g_00582	Pran.g_01082
OG0001108	Prbf.g_00581	Pran.g_01083
OG0001109	Prbf.g_00580	Pran.g_01084
OG0001110	Prbf.g_00579	Pran.g_01085
OG0001111	Prbf.g_00578	Pran.g_01086
OG0001112	Prbf.g_00577	Pran.g_01087
OG0001113	Prbf.g_00576	Pran.g_01088
OG0001114	Prbf.g_00575	Pran.g_01089
OG0001115	Prbf.g_00574	Pran.g_01090
OG0001116	Prbf.g_00573	Pran.g_01091
OG0001117	Prbf.g_00572	Pran.g_01092
OG0001118	Prbf.g_00571	Pran.g_01093
OG0001119	Prbf.g_00570	Pran.g_01094
OG0001120	Prbf.g_00569	Pran.g_01095
OG0001121	Prbf.g_00567	Pran.g_01097
OG0001122	Prbf.g_00566	Pran.g_01098
OG0001123	Prbf.g_00565	Pran.g_01099
OG0001124	Prbf.g_00563	Pran.g_01101
OG0001125	Prbf.g_00561	Pran.g_01103
