Orthogroup	Prbf	Prau
OG0000560	Prbf.g_00985	Prau.g_00678
OG0000561	Prbf.g_00986	Prau.g_00679
OG0000562	Prbf.g_00988	Prau.g_00680
OG0000563	Prbf.g_00989	Prau.g_00681
OG0000564	Prbf.g_00990	Prau.g_00682
OG0000565	Prbf.g_00991	Prau.g_00683
OG0000566	Prbf.g_00992	Prau.g_00684
OG0000567	Prbf.g_00993	Prau.g_00685
OG0000568	Prbf.g_00994	Prau.g_00686
OG0000569	Prbf.g_00995	Prau.g_00687
OG0000570	Prbf.g_00996	Prau.g_00688
OG0000571	Prbf.g_00997	Prau.g_00689
OG0000572	Prbf.g_00998	Prau.g_00690
OG0000573	Prbf.g_01001	Prau.g_00693
OG0000574	Prbf.g_01002	Prau.g_00694
OG0000575	Prbf.g_01003	Prau.g_00695
OG0000576	Prbf.g_01004	Prau.g_00696
OG0000577	Prbf.g_01005	Prau.g_00697
OG0000578	Prbf.g_01006	Prau.g_00698
OG0000579	Prbf.g_01007	Prau.g_00699
OG0000580	Prbf.g_01008	Prau.g_00700
OG0000581	Prbf.g_01009	Prau.g_00701
OG0000582	Prbf.g_01010	Prau.g_00702
OG0000583	Prbf.g_01011	Prau.g_00703
OG0000584	Prbf.g_01013	Prau.g_00704
OG0000585	Prbf.g_01014	Prau.g_00705
OG0000586	Prbf.g_01016	Prau.g_00707
OG0000587	Prbf.g_01017	Prau.g_00708
OG0000588	Prbf.g_01293	Prau.g_00710
OG0000589	Prbf.g_01292	Prau.g_00711
OG0000590	Prbf.g_01290	Prau.g_00713
OG0000591	Prbf.g_01284	Prau.g_00719
OG0000592	Prbf.g_01283	Prau.g_00720
OG0000593	Prbf.g_01282	Prau.g_00721
OG0000594	Prbf.g_01279	Prau.g_00723
OG0000595	Prbf.g_01278	Prau.g_00724
OG0000596	Prbf.g_01277	Prau.g_00725
OG0000597	Prbf.g_01275	Prau.g_00727
OG0000598	Prbf.g_01274	Prau.g_00728
OG0000599	Prbf.g_01273	Prau.g_00729
OG0000600	Prbf.g_01272	Prau.g_00730
OG0000601	Prbf.g_01269	Prau.g_00732
OG0000602	Prbf.g_01268	Prau.g_00733
OG0000603	Prbf.g_01267	Prau.g_00734
OG0000604	Prbf.g_01264	Prau.g_00735
OG0000605	Prbf.g_01263	Prau.g_00736
OG0000606	Prbf.g_01262	Prau.g_00737
OG0000607	Prbf.g_01260	Prau.g_00739
OG0000608	Prbf.g_01258	Prau.g_00740
OG0000609	Prbf.g_00404	Prau.g_00744
OG0000610	Prbf.g_01334	Prau.g_00745
OG0000611	Prbf.g_01252	Prau.g_00756
OG0000612	Prbf.g_01251	Prau.g_00757
OG0000613	Prbf.g_01030	Prau.g_00758
OG0000614	Prbf.g_01031	Prau.g_00759
OG0000615	Prbf.g_01033	Prau.g_00761
OG0000616	Prbf.g_01034	Prau.g_00762
OG0000617	Prbf.g_01035	Prau.g_00763
OG0000618	Prbf.g_01036	Prau.g_00764
OG0000619	Prbf.g_01037	Prau.g_00765
OG0000620	Prbf.g_01038	Prau.g_00766
OG0000621	Prbf.g_01039	Prau.g_00767
OG0000622	Prbf.g_01040	Prau.g_00768
OG0000623	Prbf.g_01041	Prau.g_00769
OG0000624	Prbf.g_01043	Prau.g_00770
OG0000625	Prbf.g_01044	Prau.g_00771
OG0000626	Prbf.g_01045	Prau.g_00772
OG0000627	Prbf.g_01046	Prau.g_00773
OG0000628	Prbf.g_01047	Prau.g_00774
OG0000629	Prbf.g_01048	Prau.g_00775
OG0000630	Prbf.g_01049	Prau.g_00776
OG0000631	Prbf.g_01051	Prau.g_00778
OG0000632	Prbf.g_01052	Prau.g_00796
OG0000633	Prbf.g_00280	Prau.g_00800
OG0000634	Prbf.g_00042	Prau.g_00816
OG0000635	Prbf.g_01929	Prau.g_00818
OG0000636	Prbf.g_01928	Prau.g_00819
OG0000637	Prbf.g_01927	Prau.g_00820
OG0000638	Prbf.g_01675	Prau.g_00832
OG0000639	Prbf.g_01150	Prau.g_00841
OG0000640	Prbf.g_01146	Prau.g_00843
OG0000641	Prbf.g_01144	Prau.g_00845
OG0000642	Prbf.g_01143	Prau.g_00846
OG0000643	Prbf.g_01142	Prau.g_00847
OG0000644	Prbf.g_01029	Prau.g_00848
OG0000645	Prbf.g_01250	Prau.g_00849
OG0000646	Prbf.g_01249	Prau.g_00850
OG0000647	Prbf.g_01248	Prau.g_00851
OG0000648	Prbf.g_01246	Prau.g_00853
OG0000649	Prbf.g_01245	Prau.g_00854
OG0000650	Prbf.g_01244	Prau.g_00855
OG0000651	Prbf.g_01243	Prau.g_00856
OG0000652	Prbf.g_01242	Prau.g_00857
OG0000653	Prbf.g_01241	Prau.g_00858
OG0000654	Prbf.g_01239	Prau.g_00860
OG0000655	Prbf.g_01237	Prau.g_00862
OG0000656	Prbf.g_01236	Prau.g_00863
OG0000657	Prbf.g_01235	Prau.g_00864
OG0000658	Prbf.g_01234	Prau.g_00865
OG0000659	Prbf.g_01233	Prau.g_00866
OG0000660	Prbf.g_01232	Prau.g_00867
OG0000661	Prbf.g_01231	Prau.g_00868
OG0000662	Prbf.g_01229	Prau.g_00869
OG0000663	Prbf.g_01228	Prau.g_00870
OG0000664	Prbf.g_01227	Prau.g_00871
OG0000665	Prbf.g_01226	Prau.g_00872
OG0000666	Prbf.g_01225	Prau.g_00873
OG0000667	Prbf.g_01224	Prau.g_00874
OG0000668	Prbf.g_01223	Prau.g_00875
OG0000669	Prbf.g_01221	Prau.g_00877
OG0000670	Prbf.g_01220	Prau.g_00878
OG0000671	Prbf.g_01219	Prau.g_00879
OG0000672	Prbf.g_01218	Prau.g_00880
OG0000673	Prbf.g_01217	Prau.g_00881
OG0000674	Prbf.g_01216	Prau.g_00882
OG0000675	Prbf.g_01214	Prau.g_00884
OG0000676	Prbf.g_01213	Prau.g_00885
OG0000677	Prbf.g_01210	Prau.g_00887
OG0000678	Prbf.g_01208	Prau.g_00889
OG0000679	Prbf.g_01206	Prau.g_00890
OG0000680	Prbf.g_01205	Prau.g_00891
OG0000681	Prbf.g_01204	Prau.g_00892
OG0000682	Prbf.g_01203	Prau.g_00893
OG0000683	Prbf.g_01201	Prau.g_00895
OG0000684	Prbf.g_01200	Prau.g_00896
OG0000685	Prbf.g_01199	Prau.g_00897
OG0000686	Prbf.g_01198	Prau.g_00898
OG0000687	Prbf.g_01197	Prau.g_00899
OG0000688	Prbf.g_01196	Prau.g_00900
OG0000689	Prbf.g_01195	Prau.g_00902
OG0000690	Prbf.g_01194	Prau.g_00903
OG0000691	Prbf.g_01193	Prau.g_00904
OG0000692	Prbf.g_01189	Prau.g_00906
OG0000693	Prbf.g_01188	Prau.g_00907
OG0000694	Prbf.g_01187	Prau.g_00908
OG0000695	Prbf.g_01186	Prau.g_00909
OG0000696	Prbf.g_01185	Prau.g_00910
OG0000697	Prbf.g_01183	Prau.g_00912
OG0000698	Prbf.g_01179	Prau.g_00914
OG0000699	Prbf.g_01178	Prau.g_00915
OG0000700	Prbf.g_00838	Prau.g_00942
OG0000701	Prbf.g_00833	Prau.g_00946
OG0000702	Prbf.g_01331	Prau.g_00949
OG0000703	Prbf.g_01329	Prau.g_00950
OG0000704	Prbf.g_01328	Prau.g_00951
OG0000705	Prbf.g_01326	Prau.g_00952
OG0000706	Prbf.g_01325	Prau.g_00953
OG0000707	Prbf.g_01323	Prau.g_00954
OG0000708	Prbf.g_01322	Prau.g_00955
OG0000709	Prbf.g_01320	Prau.g_00956
OG0000710	Prbf.g_01319	Prau.g_00957
OG0000711	Prbf.g_01318	Prau.g_00958
OG0000712	Prbf.g_01317	Prau.g_00959
OG0000713	Prbf.g_01316	Prau.g_00960
OG0000714	Prbf.g_01314	Prau.g_00962
OG0000715	Prbf.g_01313	Prau.g_00963
OG0000716	Prbf.g_01311	Prau.g_00965
OG0000717	Prbf.g_01310	Prau.g_00966
OG0000718	Prbf.g_01309	Prau.g_00967
OG0000719	Prbf.g_01307	Prau.g_00969
OG0000720	Prbf.g_01306	Prau.g_00970
OG0000721	Prbf.g_01303	Prau.g_00973
OG0000722	Prbf.g_01302	Prau.g_00974
OG0000723	Prbf.g_01301	Prau.g_00975
OG0000724	Prbf.g_01299	Prau.g_00977
OG0000725	Prbf.g_01298	Prau.g_00978
OG0000726	Prbf.g_01297	Prau.g_00979
OG0000727	Prbf.g_01296	Prau.g_00980
OG0000728	Prbf.g_01295	Prau.g_00981
OG0000729	Prbf.g_01294	Prau.g_00982
OG0000730	Prbf.g_01019	Prau.g_00983
OG0000731	Prbf.g_01021	Prau.g_00984
OG0000732	Prbf.g_01022	Prau.g_00985
OG0000733	Prbf.g_01023	Prau.g_00986
OG0000734	Prbf.g_01024	Prau.g_00987
OG0000735	Prbf.g_01026	Prau.g_00989
OG0000736	Prbf.g_01027	Prau.g_00990
OG0000737	Prbf.g_01028	Prau.g_00991
OG0000738	Prbf.g_01141	Prau.g_00992
OG0000739	Prbf.g_01140	Prau.g_00993
OG0000740	Prbf.g_01139	Prau.g_00994
OG0000741	Prbf.g_01138	Prau.g_00995
OG0000742	Prbf.g_01136	Prau.g_00997
OG0000743	Prbf.g_01135	Prau.g_00998
OG0000744	Prbf.g_01134	Prau.g_00999
OG0000745	Prbf.g_01133	Prau.g_01000
OG0000746	Prbf.g_01132	Prau.g_01001
OG0000747	Prbf.g_01131	Prau.g_01002
OG0000748	Prbf.g_01130	Prau.g_01003
OG0000749	Prbf.g_01129	Prau.g_01004
OG0000750	Prbf.g_01127	Prau.g_01005
OG0000751	Prbf.g_01126	Prau.g_01006
OG0000752	Prbf.g_01067	Prau.g_01007
OG0000753	Prbf.g_01124	Prau.g_01009
OG0000754	Prbf.g_01123	Prau.g_01010
OG0000755	Prbf.g_01122	Prau.g_01011
OG0000756	Prbf.g_01120	Prau.g_01012
OG0000757	Prbf.g_01119	Prau.g_01013
OG0000758	Prbf.g_01118	Prau.g_01014
OG0000759	Prbf.g_01116	Prau.g_01016
OG0000760	Prbf.g_01115	Prau.g_01017
OG0000761	Prbf.g_01114	Prau.g_01018
OG0000762	Prbf.g_01112	Prau.g_01020
OG0000763	Prbf.g_01111	Prau.g_01021
OG0000764	Prbf.g_01110	Prau.g_01022
OG0000765	Prbf.g_01109	Prau.g_01023
OG0000766	Prbf.g_01108	Prau.g_01024
OG0000767	Prbf.g_01106	Prau.g_01026
OG0000768	Prbf.g_01105	Prau.g_01027
OG0000769	Prbf.g_01104	Prau.g_01028
OG0000770	Prbf.g_01103	Prau.g_01029
OG0000771	Prbf.g_01102	Prau.g_01030
OG0000772	Prbf.g_00065	Prau.g_01031
OG0000773	Prbf.g_01100	Prau.g_01032
OG0000774	Prbf.g_01099	Prau.g_01033
OG0000775	Prbf.g_01098	Prau.g_01034
OG0000776	Prbf.g_01095	Prau.g_01036
OG0000777	Prbf.g_01094	Prau.g_01038
OG0000778	Prbf.g_01093	Prau.g_01039
OG0000779	Prbf.g_01092	Prau.g_01040
OG0000780	Prbf.g_01090	Prau.g_01042
OG0000781	Prbf.g_01088	Prau.g_01044
OG0000782	Prbf.g_01087	Prau.g_01045
OG0000783	Prbf.g_01083	Prau.g_01058
OG0000784	Prbf.g_01081	Prau.g_01060
OG0000785	Prbf.g_01080	Prau.g_01061
OG0000786	Prbf.g_01079	Prau.g_01062
OG0000787	Prbf.g_01078	Prau.g_01063
OG0000788	Prbf.g_01072	Prau.g_01067
OG0000789	Prbf.g_01069	Prau.g_01069
OG0000790	Prbf.g_01068	Prau.g_01070
OG0000791	Prbf.g_01065	Prau.g_01071
OG0000792	Prbf.g_01064	Prau.g_01072
OG0000793	Prbf.g_01063	Prau.g_01073
OG0000794	Prbf.g_01060	Prau.g_01075
OG0000795	Prbf.g_01159	Prau.g_01078
OG0000796	Prbf.g_01160	Prau.g_01079
OG0000797	Prbf.g_01162	Prau.g_01081
OG0000798	Prbf.g_01163	Prau.g_01082
OG0000799	Prbf.g_01164	Prau.g_01083
OG0000800	Prbf.g_01165	Prau.g_01084
OG0000801	Prbf.g_01168	Prau.g_01087
OG0000802	Prbf.g_01169	Prau.g_01088
OG0000803	Prbf.g_01171	Prau.g_01090
OG0000804	Prbf.g_01172	Prau.g_01091
OG0000805	Prbf.g_01173	Prau.g_01092
OG0000806	Prbf.g_01175	Prau.g_01094
OG0000807	Prbf.g_01705	Prau.g_01118
OG0000808	Prbf.g_00296	Prau.g_01127
OG0000809	Prbf.g_00870	Prau.g_01130
OG0000810	Prbf.g_01924	Prau.g_01131
OG0000811	Prbf.g_00048	Prau.g_01138
OG0000812	Prbf.g_00876	Prau.g_01142
OG0000813	Prbf.g_01684	Prau.g_01146
OG0000814	Prbf.g_00062	Prau.g_01148
OG0000815	Prbf.g_00094	Prau.g_01160
OG0000816	Prbf.g_00787	Prau.g_01175
OG0000817	Prbf.g_00786	Prau.g_01176
OG0000818	Prbf.g_00285	Prau.g_01181
OG0000819	Prbf.g_00896	Prau.g_01188
OG0000820	Prbf.g_00902	Prau.g_01192
OG0000821	Prbf.g_00904	Prau.g_01194
OG0000822	Prbf.g_00905	Prau.g_01195
OG0000823	Prbf.g_00906	Prau.g_01196
OG0000824	Prbf.g_00907	Prau.g_01197
OG0000825	Prbf.g_00908	Prau.g_01198
OG0000826	Prbf.g_00909	Prau.g_01199
OG0000827	Prbf.g_00910	Prau.g_01200
OG0000828	Prbf.g_00911	Prau.g_01201
OG0000829	Prbf.g_00912	Prau.g_01202
OG0000830	Prbf.g_00914	Prau.g_01203
OG0000831	Prbf.g_00917	Prau.g_01205
OG0000832	Prbf.g_00919	Prau.g_01207
OG0000833	Prbf.g_00920	Prau.g_01208
OG0000834	Prbf.g_00921	Prau.g_01209
OG0000835	Prbf.g_00922	Prau.g_01210
OG0000836	Prbf.g_00923	Prau.g_01211
OG0000837	Prbf.g_00926	Prau.g_01213
OG0000838	Prbf.g_00927	Prau.g_01214
OG0000839	Prbf.g_00928	Prau.g_01215
OG0000840	Prbf.g_00929	Prau.g_01216
OG0000841	Prbf.g_00930	Prau.g_01217
OG0000842	Prbf.g_00932	Prau.g_01218
OG0000843	Prbf.g_00933	Prau.g_01219
OG0000844	Prbf.g_00934	Prau.g_01220
OG0000845	Prbf.g_00935	Prau.g_01221
OG0000846	Prbf.g_00937	Prau.g_01224
OG0000847	Prbf.g_00939	Prau.g_01226
OG0000848	Prbf.g_00940	Prau.g_01227
OG0000849	Prbf.g_00943	Prau.g_01228
OG0000850	Prbf.g_00944	Prau.g_01229
OG0000851	Prbf.g_00946	Prau.g_01230
OG0000852	Prbf.g_00948	Prau.g_01232
OG0000853	Prbf.g_00950	Prau.g_01233
OG0000854	Prbf.g_00952	Prau.g_01235
OG0000855	Prbf.g_00953	Prau.g_01236
OG0000856	Prbf.g_00954	Prau.g_01237
OG0000857	Prbf.g_00955	Prau.g_01238
OG0000858	Prbf.g_00956	Prau.g_01239
OG0000859	Prbf.g_00957	Prau.g_01240
OG0000860	Prbf.g_00958	Prau.g_01241
OG0000861	Prbf.g_00959	Prau.g_01242
OG0000862	Prbf.g_00960	Prau.g_01243
OG0000863	Prbf.g_00961	Prau.g_01244
OG0000864	Prbf.g_00962	Prau.g_01245
OG0000865	Prbf.g_00963	Prau.g_01246
OG0000866	Prbf.g_00964	Prau.g_01247
OG0000867	Prbf.g_00965	Prau.g_01248
OG0000868	Prbf.g_00966	Prau.g_01249
OG0000869	Prbf.g_00968	Prau.g_01251
OG0000870	Prbf.g_00969	Prau.g_01252
OG0000871	Prbf.g_00970	Prau.g_01254
OG0000872	Prbf.g_00971	Prau.g_01255
OG0000873	Prbf.g_00973	Prau.g_01257
OG0000874	Prbf.g_00974	Prau.g_01258
OG0000875	Prbf.g_00975	Prau.g_01259
OG0000876	Prbf.g_00976	Prau.g_01260
OG0000877	Prbf.g_01914	Prau.g_01262
OG0000878	Prbf.g_00767	Prau.g_01346
OG0000879	Prbf.g_00037	Prau.g_01359
OG0000880	Prbf.g_00036	Prau.g_01360
OG0000881	Prbf.g_00035	Prau.g_01361
OG0000882	Prbf.g_00034	Prau.g_01362
OG0000883	Prbf.g_00033	Prau.g_01363
OG0000884	Prbf.g_00031	Prau.g_01366
OG0000885	Prbf.g_00030	Prau.g_01367
OG0000886	Prbf.g_00029	Prau.g_01368
OG0000887	Prbf.g_00028	Prau.g_01369
OG0000888	Prbf.g_00027	Prau.g_01370
OG0000889	Prbf.g_00024	Prau.g_01373
OG0000890	Prbf.g_00023	Prau.g_01374
OG0000891	Prbf.g_00022	Prau.g_01375
OG0000892	Prbf.g_00019	Prau.g_01377
OG0000893	Prbf.g_00018	Prau.g_01378
OG0000894	Prbf.g_00017	Prau.g_01379
OG0000895	Prbf.g_00016	Prau.g_01380
OG0000896	Prbf.g_00015	Prau.g_01381
OG0000897	Prbf.g_00014	Prau.g_01382
OG0000898	Prbf.g_00011	Prau.g_01384
OG0000899	Prbf.g_00010	Prau.g_01385
OG0000900	Prbf.g_00071	Prau.g_01391
OG0000901	Prbf.g_00002	Prau.g_01395
OG0000902	Prbf.g_01782	Prau.g_01396
OG0000903	Prbf.g_00853, Prbf.g_00066	Prau.g_01397
OG0000904	Prbf.g_00256	Prau.g_01399
OG0000905	Prbf.g_00875	Prau.g_01401
OG0000906	Prbf.g_00893	Prau.g_01403
OG0000907	Prbf.g_01181	Prau.g_01404
OG0000908	Prbf.g_00856	Prau.g_01407
OG0000909	Prbf.g_00097	Prau.g_01411
OG0000910	Prbf.g_00098	Prau.g_01412
OG0000911	Prbf.g_00099	Prau.g_01413
OG0000912	Prbf.g_00100	Prau.g_01414
OG0000913	Prbf.g_00101	Prau.g_01415
OG0000914	Prbf.g_00102	Prau.g_01416
OG0000915	Prbf.g_00103	Prau.g_01417
OG0000916	Prbf.g_00104	Prau.g_01418
OG0000917	Prbf.g_00105	Prau.g_01419
OG0000918	Prbf.g_00106	Prau.g_01420
OG0000919	Prbf.g_00107	Prau.g_01421
OG0000920	Prbf.g_00108	Prau.g_01422
OG0000921	Prbf.g_00109	Prau.g_01423
OG0000922	Prbf.g_00110	Prau.g_01424
OG0000923	Prbf.g_00111	Prau.g_01425
OG0000924	Prbf.g_00112	Prau.g_01426
OG0000925	Prbf.g_00113	Prau.g_01427
OG0000926	Prbf.g_00514	Prau.g_01436
OG0000927	Prbf.g_00140	Prau.g_01510
OG0000928	Prbf.g_00141	Prau.g_01511
OG0000929	Prbf.g_00142	Prau.g_01512
OG0000930	Prbf.g_00143	Prau.g_01513
OG0000931	Prbf.g_00144	Prau.g_01514
OG0000932	Prbf.g_00146	Prau.g_01516
OG0000933	Prbf.g_00147	Prau.g_01517
OG0000934	Prbf.g_00148	Prau.g_01518
OG0000935	Prbf.g_00149	Prau.g_01519
OG0000936	Prbf.g_00150	Prau.g_01520
OG0000937	Prbf.g_00151	Prau.g_01521
OG0000938	Prbf.g_00152	Prau.g_01522
OG0000939	Prbf.g_00153	Prau.g_01523
OG0000940	Prbf.g_00154	Prau.g_01524
OG0000941	Prbf.g_00155	Prau.g_01526
OG0000942	Prbf.g_00156	Prau.g_01527
OG0000943	Prbf.g_00159	Prau.g_01533
OG0000944	Prbf.g_00160	Prau.g_01534
OG0000945	Prbf.g_00161	Prau.g_01535
OG0000946	Prbf.g_00162	Prau.g_01536
OG0000947	Prbf.g_00163	Prau.g_01537
OG0000948	Prbf.g_00164	Prau.g_01538
OG0000949	Prbf.g_00165	Prau.g_01539
OG0000950	Prbf.g_00166	Prau.g_01540
OG0000951	Prbf.g_00167	Prau.g_01541
OG0000952	Prbf.g_00168	Prau.g_01542
OG0000953	Prbf.g_00169	Prau.g_01543
OG0000954	Prbf.g_00170	Prau.g_01544
OG0000955	Prbf.g_00171	Prau.g_01545
OG0000956	Prbf.g_00172	Prau.g_01546
OG0000957	Prbf.g_00173	Prau.g_01547
OG0000958	Prbf.g_00174	Prau.g_01548
OG0000959	Prbf.g_00175	Prau.g_01549
OG0000960	Prbf.g_00176	Prau.g_01550
OG0000961	Prbf.g_00180	Prau.g_01554
OG0000962	Prbf.g_00181	Prau.g_01555
OG0000963	Prbf.g_00182	Prau.g_01556
OG0000964	Prbf.g_00184	Prau.g_01558
OG0000965	Prbf.g_00185	Prau.g_01559
OG0000966	Prbf.g_00186	Prau.g_01560
OG0000967	Prbf.g_00187	Prau.g_01561
OG0000968	Prbf.g_00188	Prau.g_01562
OG0000969	Prbf.g_00189	Prau.g_01563
OG0000970	Prbf.g_00190	Prau.g_01564
OG0000971	Prbf.g_00191	Prau.g_01565
OG0000972	Prbf.g_00192	Prau.g_01566
OG0000973	Prbf.g_00193	Prau.g_01567
OG0000974	Prbf.g_00195	Prau.g_01569
OG0000975	Prbf.g_00201	Prau.g_01572
OG0000976	Prbf.g_00203	Prau.g_01574
OG0000977	Prbf.g_00205	Prau.g_01575
OG0000978	Prbf.g_00207	Prau.g_01576
OG0000979	Prbf.g_00209	Prau.g_01578
OG0000980	Prbf.g_00210	Prau.g_01579
OG0000981	Prbf.g_00211	Prau.g_01580
OG0000982	Prbf.g_00212	Prau.g_01581
OG0000983	Prbf.g_00214	Prau.g_01583
OG0000984	Prbf.g_00215	Prau.g_01584
OG0000985	Prbf.g_00216	Prau.g_01585
OG0000986	Prbf.g_00217	Prau.g_01586
OG0000987	Prbf.g_00218	Prau.g_01587
OG0000988	Prbf.g_00219	Prau.g_01588
OG0000989	Prbf.g_00220	Prau.g_01589
OG0000990	Prbf.g_00221	Prau.g_01590
OG0000991	Prbf.g_00222	Prau.g_01591
OG0000992	Prbf.g_00223	Prau.g_01592
OG0000993	Prbf.g_00224	Prau.g_01593
OG0000994	Prbf.g_00225	Prau.g_01594
OG0000995	Prbf.g_00226	Prau.g_01595
OG0000996	Prbf.g_00227	Prau.g_01596
OG0000997	Prbf.g_00228	Prau.g_01597
OG0000998	Prbf.g_00229	Prau.g_01598
OG0000999	Prbf.g_00230	Prau.g_01599
OG0001000	Prbf.g_00231	Prau.g_01600
OG0001001	Prbf.g_00233	Prau.g_01602
OG0001002	Prbf.g_00234	Prau.g_01603
OG0001003	Prbf.g_00235	Prau.g_01604
OG0001004	Prbf.g_00236	Prau.g_01605
OG0001005	Prbf.g_00239	Prau.g_01606
OG0001006	Prbf.g_00240	Prau.g_01607
OG0001007	Prbf.g_00241	Prau.g_01608
OG0001008	Prbf.g_00243	Prau.g_01610
OG0001009	Prbf.g_00244	Prau.g_01611
OG0001010	Prbf.g_00750	Prau.g_01619
OG0001011	Prbf.g_01911	Prau.g_01626
OG0001012	Prbf.g_01230	Prau.g_01652
OG0001013	Prbf.g_00700	Prau.g_01726
OG0001014	Prbf.g_00699	Prau.g_01727
OG0001015	Prbf.g_00692	Prau.g_01733
OG0001016	Prbf.g_00691	Prau.g_01734
OG0001017	Prbf.g_00690	Prau.g_01735
OG0001018	Prbf.g_00689	Prau.g_01736
OG0001019	Prbf.g_00687	Prau.g_01738
OG0001020	Prbf.g_00686	Prau.g_01739
OG0001021	Prbf.g_00685	Prau.g_01740
OG0001022	Prbf.g_00684	Prau.g_01741
OG0001023	Prbf.g_00683	Prau.g_01742
OG0001024	Prbf.g_00681	Prau.g_01743
OG0001025	Prbf.g_00680	Prau.g_01744
OG0001026	Prbf.g_00679	Prau.g_01746
OG0001027	Prbf.g_00678	Prau.g_01747
OG0001028	Prbf.g_00677	Prau.g_01748
OG0001029	Prbf.g_00676	Prau.g_01749
OG0001030	Prbf.g_00675	Prau.g_01750
OG0001031	Prbf.g_00674	Prau.g_01751
OG0001032	Prbf.g_00673	Prau.g_01752
OG0001033	Prbf.g_00672	Prau.g_01753
OG0001034	Prbf.g_00671	Prau.g_01754
OG0001035	Prbf.g_00669	Prau.g_01756
OG0001036	Prbf.g_00668	Prau.g_01757
OG0001037	Prbf.g_00667	Prau.g_01758
OG0001038	Prbf.g_00666	Prau.g_01759
OG0001039	Prbf.g_00665	Prau.g_01760
OG0001040	Prbf.g_00664	Prau.g_01761
OG0001041	Prbf.g_00663	Prau.g_01762
OG0001042	Prbf.g_00662	Prau.g_01763
OG0001043	Prbf.g_00661	Prau.g_01764
OG0001044	Prbf.g_00660	Prau.g_01765
OG0001045	Prbf.g_00659	Prau.g_01766
OG0001046	Prbf.g_00658	Prau.g_01767
OG0001047	Prbf.g_00655	Prau.g_01770
OG0001048	Prbf.g_00653	Prau.g_01772
OG0001049	Prbf.g_00652	Prau.g_01773
OG0001050	Prbf.g_00651	Prau.g_01774
OG0001051	Prbf.g_00650	Prau.g_01775
OG0001052	Prbf.g_00649	Prau.g_01776
OG0001053	Prbf.g_00647	Prau.g_01777
OG0001054	Prbf.g_00645	Prau.g_01779
OG0001055	Prbf.g_00644	Prau.g_01780
OG0001056	Prbf.g_00643	Prau.g_01781
OG0001057	Prbf.g_00642	Prau.g_01782
OG0001058	Prbf.g_00641	Prau.g_01783
OG0001059	Prbf.g_00640	Prau.g_01784
OG0001060	Prbf.g_00639	Prau.g_01785
OG0001061	Prbf.g_00638	Prau.g_01786
OG0001062	Prbf.g_00637	Prau.g_01787
OG0001063	Prbf.g_00636	Prau.g_01788
OG0001064	Prbf.g_00634	Prau.g_01790
OG0001065	Prbf.g_00630	Prau.g_01794
OG0001066	Prbf.g_00628	Prau.g_01795
OG0001067	Prbf.g_00627	Prau.g_01796
OG0001068	Prbf.g_00624	Prau.g_01798
OG0001069	Prbf.g_00623	Prau.g_01799
OG0001070	Prbf.g_00622	Prau.g_01800
OG0001071	Prbf.g_00621	Prau.g_01801
OG0001072	Prbf.g_00620	Prau.g_01802
OG0001073	Prbf.g_00619	Prau.g_01803
OG0001074	Prbf.g_00618	Prau.g_01804
OG0001075	Prbf.g_00617	Prau.g_01805
OG0001076	Prbf.g_00616	Prau.g_01806
OG0001077	Prbf.g_00615	Prau.g_01807
OG0001078	Prbf.g_00614	Prau.g_01808
OG0001079	Prbf.g_00613	Prau.g_01809
OG0001080	Prbf.g_00612	Prau.g_01810
OG0001081	Prbf.g_00608	Prau.g_01813
OG0001082	Prbf.g_00607	Prau.g_01814
OG0001083	Prbf.g_00604	Prau.g_01815
OG0001084	Prbf.g_00605	Prau.g_01817
OG0001085	Prbf.g_00606	Prau.g_01818
OG0001086	Prbf.g_00609	Prau.g_01819
OG0001087	Prbf.g_00610	Prau.g_01820
OG0001088	Prbf.g_00611	Prau.g_01821
OG0001089	Prbf.g_00601	Prau.g_01827
OG0001090	Prbf.g_00599	Prau.g_01829
OG0001091	Prbf.g_00598	Prau.g_01830
OG0001092	Prbf.g_00597	Prau.g_01831
OG0001093	Prbf.g_00596	Prau.g_01832
OG0001094	Prbf.g_00595	Prau.g_01833
OG0001095	Prbf.g_00594	Prau.g_01834
OG0001096	Prbf.g_00593	Prau.g_01835
OG0001097	Prbf.g_00592	Prau.g_01836
OG0001098	Prbf.g_00591	Prau.g_01837
OG0001099	Prbf.g_00590	Prau.g_01838
OG0001100	Prbf.g_00589	Prau.g_01839
OG0001101	Prbf.g_00588	Prau.g_01840
OG0001102	Prbf.g_00587	Prau.g_01841
OG0001103	Prbf.g_00586	Prau.g_01842
OG0001104	Prbf.g_00585	Prau.g_01843
OG0001105	Prbf.g_00584	Prau.g_01844
OG0001106	Prbf.g_00583	Prau.g_01845
OG0001107	Prbf.g_00582	Prau.g_01846
OG0001108	Prbf.g_00581	Prau.g_01847
OG0001109	Prbf.g_00580	Prau.g_01848
OG0001110	Prbf.g_00579	Prau.g_01849
OG0001111	Prbf.g_00578	Prau.g_01850
OG0001112	Prbf.g_00577	Prau.g_01851
OG0001113	Prbf.g_00576	Prau.g_01852
OG0001114	Prbf.g_00575	Prau.g_01853
OG0001115	Prbf.g_00574	Prau.g_01854
OG0001116	Prbf.g_00573	Prau.g_01855
OG0001117	Prbf.g_00572	Prau.g_01856
