Orthogroup	Pray	Syap
OG0000587	Pray.g_01149	Syap.g_01523
OG0000588	Pray.g_01145	Syap.g_00776
OG0000589	Pray.g_01142	Syap.g_00941
OG0000590	Pray.g_01141	Syap.g_00940
OG0000591	Pray.g_01138	Syap.g_01289
OG0000592	Pray.g_01137	Syap.g_01288
OG0000593	Pray.g_01131	Syap.g_00890
OG0000594	Pray.g_01130	Syap.g_00891
OG0000595	Pray.g_01129	Syap.g_00892
OG0000596	Pray.g_01125	Syap.g_00898
OG0000597	Pray.g_01123	Syap.g_00903
OG0000598	Pray.g_01122	Syap.g_00904
OG0000599	Pray.g_01119	Syap.g_00908
OG0000600	Pray.g_01118	Syap.g_00909
OG0000601	Pray.g_01117	Syap.g_00910
OG0000602	Pray.g_01115	Syap.g_00640
OG0000603	Pray.g_01114	Syap.g_00641
OG0000604	Pray.g_01113	Syap.g_02769
OG0000605	Pray.g_01112	Syap.g_02501, Syap.g_02771
OG0000606	Pray.g_01109	Syap.g_02506
OG0000607	Pray.g_01106	Syap.g_00093
OG0000608	Pray.g_01105	Syap.g_00094
OG0000609	Pray.g_01104	Syap.g_00096
OG0000610	Pray.g_01099	Syap.g_01963
OG0000611	Pray.g_01096	Syap.g_01958
OG0000612	Pray.g_01095	Syap.g_01957
OG0000613	Pray.g_01090	Syap.g_02480
OG0000615	Pray.g_01063	Syap.g_00154
OG0000616	Pray.g_01059	Syap.g_00127
OG0000617	Pray.g_01034	Syap.g_00513
OG0000618	Pray.g_01033	Syap.g_00514
OG0000619	Pray.g_01032	Syap.g_00515
OG0000620	Pray.g_01029	Syap.g_00520
OG0000621	Pray.g_01028	Syap.g_00521
OG0000622	Pray.g_01027	Syap.g_00523
OG0000623	Pray.g_01026	Syap.g_00526
OG0000624	Pray.g_01025	Syap.g_00527
OG0000625	Pray.g_00269	Syap.g_00528
OG0000626	Pray.g_00270	Syap.g_00529
OG0000627	Pray.g_00271	Syap.g_00848
OG0000628	Pray.g_00272	Syap.g_00850
OG0000629	Pray.g_00273	Syap.g_02334
OG0000630	Pray.g_00276	Syap.g_02793
OG0000631	Pray.g_00339	Syap.g_01724
OG0000632	Pray.g_00340	Syap.g_01725
OG0000633	Pray.g_00341	Syap.g_01726
OG0000634	Pray.g_00344	Syap.g_00190
OG0000635	Pray.g_00345	Syap.g_00191
OG0000636	Pray.g_00347	Syap.g_00193
OG0000637	Pray.g_00349	Syap.g_00195
OG0000638	Pray.g_00350	Syap.g_00196
OG0000639	Pray.g_00351	Syap.g_00197
OG0000640	Pray.g_00352	Syap.g_00198
OG0000641	Pray.g_00356	Syap.g_00203
OG0000642	Pray.g_00357	Syap.g_02732
OG0000643	Pray.g_00358	Syap.g_02731
OG0000644	Pray.g_00359	Syap.g_02730
OG0000645	Pray.g_00360	Syap.g_02726
OG0000646	Pray.g_00362	Syap.g_02723
OG0000647	Pray.g_00363	Syap.g_02721
OG0000648	Pray.g_00365	Syap.g_02719
OG0000649	Pray.g_00366	Syap.g_02718
OG0000650	Pray.g_00367	Syap.g_02717
OG0000651	Pray.g_00368	Syap.g_02716
OG0000652	Pray.g_00369	Syap.g_02715
OG0000653	Pray.g_00371	Syap.g_02713
OG0000654	Pray.g_00372	Syap.g_02711
OG0000655	Pray.g_00373	Syap.g_02710
OG0000656	Pray.g_00376	Syap.g_02706
OG0000657	Pray.g_00384	Syap.g_01845
OG0000658	Pray.g_00385	Syap.g_01841
OG0000659	Pray.g_00386	Syap.g_01840
OG0000660	Pray.g_00390	Syap.g_01835
OG0000662	Pray.g_00394	Syap.g_00823
OG0000663	Pray.g_00396	Syap.g_00826
OG0000664	Pray.g_00397	Syap.g_00828
OG0000665	Pray.g_00401	Syap.g_02331
OG0000666	Pray.g_00402	Syap.g_01573
OG0000667	Pray.g_00406	Syap.g_01979
OG0000668	Pray.g_00436	Syap.g_02765
OG0000669	Pray.g_00443	Syap.g_02371
OG0000670	Pray.g_00445	Syap.g_02368
OG0000671	Pray.g_00447	Syap.g_01260
OG0000672	Pray.g_00450	Syap.g_01257
OG0000673	Pray.g_00453	Syap.g_01253
OG0000674	Pray.g_00455	Syap.g_01251
OG0000675	Pray.g_00456	Syap.g_01250
OG0000676	Pray.g_00458	Syap.g_01248
OG0000677	Pray.g_00459	Syap.g_01246
OG0000678	Pray.g_00461	Syap.g_01239
OG0000679	Pray.g_00465	Syap.g_00157
OG0000680	Pray.g_00466	Syap.g_00158
OG0000681	Pray.g_00469	Syap.g_00163
OG0000682	Pray.g_00470	Syap.g_00165
OG0000683	Pray.g_00471	Syap.g_00166
OG0000684	Pray.g_00473	Syap.g_00169
OG0000685	Pray.g_00475	Syap.g_00172
OG0000686	Pray.g_00476	Syap.g_00173
OG0000687	Pray.g_00477	Syap.g_00174
OG0000688	Pray.g_00480	Syap.g_00178
OG0000689	Pray.g_00481	Syap.g_00180
OG0000690	Pray.g_00482	Syap.g_00181
OG0000691	Pray.g_00483	Syap.g_00182
OG0000692	Pray.g_00485	Syap.g_00184
OG0000693	Pray.g_00486	Syap.g_00185
OG0000694	Pray.g_00487	Syap.g_00186
OG0000695	Pray.g_00489	Syap.g_01729
OG0000696	Pray.g_00490	Syap.g_01730
OG0000697	Pray.g_00491	Syap.g_01734
OG0000698	Pray.g_00494	Syap.g_01737
OG0000699	Pray.g_00495	Syap.g_01738
OG0000700	Pray.g_00496	Syap.g_01739
OG0000701	Pray.g_00497	Syap.g_01740
OG0000702	Pray.g_00499	Syap.g_01747
OG0000703	Pray.g_00500	Syap.g_01750
OG0000704	Pray.g_00501	Syap.g_01753
OG0000705	Pray.g_00505	Syap.g_02022
OG0000706	Pray.g_00506	Syap.g_02020
OG0000707	Pray.g_00507	Syap.g_02019
OG0000708	Pray.g_00508	Syap.g_02016
OG0000709	Pray.g_00512	Syap.g_00121
OG0000711	Pray.g_00532	Syap.g_02686
OG0000712	Pray.g_00534	Syap.g_02688
OG0000713	Pray.g_00535	Syap.g_02689
OG0000714	Pray.g_00536	Syap.g_02691
OG0000715	Pray.g_00538	Syap.g_02693
OG0000716	Pray.g_00540	Syap.g_02696
OG0000717	Pray.g_00541	Syap.g_02697
OG0000718	Pray.g_00553	Syap.g_02701
OG0000719	Pray.g_00555	Syap.g_02767
OG0000720	Pray.g_00564	Syap.g_02780
OG0000721	Pray.g_00566	Syap.g_02782
OG0000722	Pray.g_00567	Syap.g_02783
OG0000723	Pray.g_00570	Syap.g_00532
OG0000725	Pray.g_00585	Syap.g_01559
OG0000726	Pray.g_00586	Syap.g_01560
OG0000727	Pray.g_00587	Syap.g_01561
OG0000728	Pray.g_00589	Syap.g_01564
OG0000729	Pray.g_00634	Syap.g_01122
OG0000730	Pray.g_00132	Syap.g_00572
OG0000731	Pray.g_00128	Syap.g_00560
OG0000732	Pray.g_00118	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Pray.g_00096	Syap.g_01971
OG0000734	Pray.g_00079	Syap.g_02628
OG0000735	Pray.g_00077	Syap.g_00244
OG0000736	Pray.g_00076	Syap.g_00243
OG0000737	Pray.g_00075	Syap.g_00242
OG0000738	Pray.g_00071	Syap.g_00236
OG0000739	Pray.g_00070	Syap.g_00235
OG0000740	Pray.g_00069	Syap.g_00234
OG0000741	Pray.g_00068	Syap.g_00231
OG0000742	Pray.g_00065	Syap.g_00229
OG0000743	Pray.g_00063	Syap.g_00226
OG0000744	Pray.g_00062	Syap.g_00225
OG0000745	Pray.g_00060	Syap.g_00222
OG0000746	Pray.g_00058	Syap.g_00220
OG0000747	Pray.g_00057	Syap.g_00219
OG0000748	Pray.g_00054	Syap.g_00212
OG0000749	Pray.g_00053	Syap.g_00211
OG0000750	Pray.g_00052	Syap.g_00210
OG0000751	Pray.g_00050	Syap.g_00205
OG0000752	Pray.g_00048	Syap.g_01793
OG0000753	Pray.g_00045	Syap.g_02775
OG0000754	Pray.g_00042	Syap.g_01883
OG0000755	Pray.g_00039	Syap.g_01893
OG0000757	Pray.g_00032	Syap.g_00427
OG0000758	Pray.g_00031	Syap.g_00428
OG0000759	Pray.g_00030	Syap.g_00429
OG0000760	Pray.g_00029	Syap.g_00430
OG0000761	Pray.g_00028	Syap.g_00431
OG0000762	Pray.g_00027	Syap.g_00434
OG0000763	Pray.g_00025	Syap.g_02624
OG0000764	Pray.g_00024	Syap.g_02623
OG0000765	Pray.g_00015	Syap.g_02440
OG0000766	Pray.g_00014	Syap.g_02439
OG0000767	Pray.g_00012	Syap.g_02437
OG0000768	Pray.g_00011	Syap.g_02436
OG0000769	Pray.g_00009	Syap.g_02434
OG0000770	Pray.g_00007	Syap.g_02431
OG0000772	Pray.g_01895	Syap.g_02295
OG0000773	Pray.g_01879	Syap.g_00885
OG0000774	Pray.g_01877	Syap.g_01473
OG0000775	Pray.g_01875	Syap.g_01475
OG0000776	Pray.g_01874	Syap.g_01476
OG0000777	Pray.g_01873	Syap.g_01478
OG0000778	Pray.g_01872	Syap.g_01479
OG0000779	Pray.g_01868	Syap.g_01494
OG0000780	Pray.g_01867	Syap.g_01496
OG0000781	Pray.g_01864	Syap.g_02609
OG0000782	Pray.g_01863	Syap.g_02611
OG0000783	Pray.g_01862	Syap.g_02612
OG0000784	Pray.g_01861	Syap.g_02613
OG0000785	Pray.g_01859	Syap.g_02281
OG0000786	Pray.g_01857	Syap.g_02287
OG0000787	Pray.g_01856	Syap.g_02288
OG0000788	Pray.g_01842	Syap.g_01932
OG0000789	Pray.g_01839	Syap.g_00372
OG0000791	Pray.g_01822	Syap.g_02520
OG0000792	Pray.g_01821	Syap.g_02519
OG0000793	Pray.g_01818	Syap.g_02141
OG0000794	Pray.g_01817	Syap.g_02200
OG0000795	Pray.g_01816	Syap.g_02199
OG0000796	Pray.g_01812	Syap.g_02448
OG0000797	Pray.g_01811	Syap.g_02449
OG0000798	Pray.g_01799	Syap.g_01269
OG0000799	Pray.g_01740	Syap.g_02488
OG0000800	Pray.g_01739	Syap.g_02487
OG0000801	Pray.g_01738	Syap.g_02486
OG0000802	Pray.g_01736	Syap.g_02659
OG0000803	Pray.g_01734	Syap.g_02109
OG0000804	Pray.g_01733	Syap.g_02113
OG0000805	Pray.g_01731	Syap.g_02115
OG0000806	Pray.g_01729	Syap.g_02117
OG0000807	Pray.g_01728	Syap.g_02118
OG0000808	Pray.g_01727	Syap.g_02119
OG0000809	Pray.g_01724	Syap.g_02122
OG0000810	Pray.g_01723	Syap.g_02124
OG0000811	Pray.g_01719	Syap.g_02472
OG0000812	Pray.g_01717	Syap.g_02474
OG0000813	Pray.g_01716	Syap.g_02475
OG0000814	Pray.g_01714	Syap.g_02753
OG0000815	Pray.g_01713	Syap.g_02752
OG0000816	Pray.g_01711	Syap.g_02289
OG0000817	Pray.g_01710	Syap.g_02527
OG0000818	Pray.g_01705	Syap.g_02001
OG0000819	Pray.g_01704	Syap.g_02002
OG0000820	Pray.g_01703	Syap.g_02003
OG0000821	Pray.g_01699	Syap.g_02009
OG0000822	Pray.g_01698	Syap.g_02011
OG0000824	Pray.g_01694	Syap.g_00008
OG0000825	Pray.g_01693	Syap.g_00009
OG0000826	Pray.g_01692	Syap.g_00010
OG0000827	Pray.g_01691	Syap.g_00011
OG0000828	Pray.g_01688	Syap.g_00014
OG0000829	Pray.g_01687	Syap.g_00015
OG0000830	Pray.g_01686	Syap.g_00016
OG0000831	Pray.g_01684	Syap.g_00019
OG0000832	Pray.g_01678	Syap.g_00752
OG0000833	Pray.g_01670	Syap.g_00021
OG0000834	Pray.g_01669	Syap.g_00023
OG0000835	Pray.g_01668	Syap.g_00024
OG0000836	Pray.g_01667	Syap.g_00026
OG0000837	Pray.g_01666	Syap.g_00027
OG0000838	Pray.g_01664	Syap.g_00031
OG0000839	Pray.g_01663	Syap.g_00032
OG0000840	Pray.g_01662	Syap.g_00033
OG0000841	Pray.g_01661	Syap.g_00034
OG0000842	Pray.g_01660	Syap.g_00035
OG0000843	Pray.g_01659	Syap.g_00036
OG0000844	Pray.g_01658	Syap.g_00039
OG0000845	Pray.g_01657	Syap.g_00040
OG0000846	Pray.g_01656	Syap.g_00042
OG0000847	Pray.g_01655	Syap.g_00043
OG0000848	Pray.g_01654	Syap.g_00045
OG0000849	Pray.g_01653	Syap.g_00046
OG0000850	Pray.g_01651	Syap.g_00310
OG0000851	Pray.g_01650	Syap.g_01214
OG0000852	Pray.g_01649	Syap.g_01215
OG0000853	Pray.g_01645	Syap.g_01219
OG0000854	Pray.g_01643	Syap.g_01222
OG0000855	Pray.g_01642	Syap.g_01223
OG0000856	Pray.g_01627	Syap.g_01286
OG0000857	Pray.g_01600	Syap.g_02722
OG0000858	Pray.g_01565	Syap.g_00612
OG0000859	Pray.g_01564	Syap.g_00613
OG0000860	Pray.g_01557	Syap.g_00623
OG0000861	Pray.g_01556	Syap.g_02789
OG0000862	Pray.g_01555	Syap.g_01789
OG0000863	Pray.g_01553	Syap.g_01784
OG0000864	Pray.g_01552	Syap.g_01783
OG0000865	Pray.g_01551	Syap.g_01781, Syap.g_01782
OG0000866	Pray.g_01550	Syap.g_01780
OG0000867	Pray.g_01549	Syap.g_01779
OG0000868	Pray.g_01548	Syap.g_01775
OG0000869	Pray.g_01544	Syap.g_01770
OG0000870	Pray.g_01539	Syap.g_01401
OG0000871	Pray.g_01538	Syap.g_01400
OG0000872	Pray.g_01537	Syap.g_01394
OG0000873	Pray.g_01534	Syap.g_01390
OG0000874	Pray.g_01531	Syap.g_01388
OG0000875	Pray.g_01530	Syap.g_01386
OG0000876	Pray.g_01529	Syap.g_00822
OG0000877	Pray.g_01527	Syap.g_01380
OG0000878	Pray.g_01526	Syap.g_01378
OG0000879	Pray.g_01525	Syap.g_01377
OG0000880	Pray.g_01524	Syap.g_01376
OG0000882	Pray.g_01515	Syap.g_01516
OG0000883	Pray.g_01513	Syap.g_01511
OG0000884	Pray.g_01512	Syap.g_01509
OG0000885	Pray.g_01511	Syap.g_01508
OG0000886	Pray.g_01510	Syap.g_01507
OG0000887	Pray.g_01509	Syap.g_01506
OG0000888	Pray.g_01507	Syap.g_01504
OG0000889	Pray.g_01505	Syap.g_01502
OG0000890	Pray.g_01504	Syap.g_01499
OG0000891	Pray.g_01503	Syap.g_01498
OG0000892	Pray.g_01229	Syap.g_02671
OG0000893	Pray.g_01234	Syap.g_02497
OG0000894	Pray.g_01236	Syap.g_02679
OG0000895	Pray.g_01239	Syap.g_00546
OG0000896	Pray.g_01240	Syap.g_00545
OG0000897	Pray.g_01242	Syap.g_00543
OG0000898	Pray.g_01243	Syap.g_00542
OG0000899	Pray.g_01244	Syap.g_00541
OG0000900	Pray.g_01245	Syap.g_00540
OG0000901	Pray.g_01248	Syap.g_01930
OG0000902	Pray.g_01250	Syap.g_01929
OG0000903	Pray.g_01253	Syap.g_01916
OG0000904	Pray.g_01255	Syap.g_01922
OG0000905	Pray.g_01260	Syap.g_01925
OG0000906	Pray.g_01261	Syap.g_01927
OG0000907	Pray.g_01264	Syap.g_01914
OG0000908	Pray.g_01267	Syap.g_01235
OG0000909	Pray.g_01268	Syap.g_01236
OG0000910	Pray.g_01269	Syap.g_01237
OG0000911	Pray.g_01271	Syap.g_00511
OG0000912	Pray.g_01272	Syap.g_00510
OG0000913	Pray.g_01273	Syap.g_00509
OG0000914	Pray.g_01274	Syap.g_00508
OG0000915	Pray.g_01275	Syap.g_00506
OG0000916	Pray.g_01276	Syap.g_00505
OG0000917	Pray.g_01277	Syap.g_00504
OG0000918	Pray.g_01278	Syap.g_00503
OG0000919	Pray.g_01279	Syap.g_00502
OG0000920	Pray.g_01280	Syap.g_00501
OG0000921	Pray.g_01281	Syap.g_00500
OG0000922	Pray.g_01282	Syap.g_00499
OG0000923	Pray.g_01286	Syap.g_00495
OG0000924	Pray.g_01287	Syap.g_00494
OG0000925	Pray.g_01288	Syap.g_00493
OG0000926	Pray.g_01289	Syap.g_00492
OG0000927	Pray.g_01291	Syap.g_00490
OG0000928	Pray.g_01292	Syap.g_00489
OG0000929	Pray.g_01293	Syap.g_00488
OG0000930	Pray.g_01294	Syap.g_00487
OG0000931	Pray.g_01295	Syap.g_00486
OG0000932	Pray.g_01296	Syap.g_00485
OG0000933	Pray.g_01300	Syap.g_00479
OG0000934	Pray.g_01302	Syap.g_00477
OG0000935	Pray.g_01303	Syap.g_00476
OG0000936	Pray.g_01304	Syap.g_00475
OG0000937	Pray.g_01305	Syap.g_00474
OG0000938	Pray.g_01307	Syap.g_00471
OG0000939	Pray.g_01308	Syap.g_00469
OG0000940	Pray.g_01315	Syap.g_00460
OG0000941	Pray.g_01317	Syap.g_00458
OG0000942	Pray.g_01319	Syap.g_00606
OG0000943	Pray.g_01320	Syap.g_00604
OG0000944	Pray.g_01321	Syap.g_00602
OG0000945	Pray.g_01322	Syap.g_00601
OG0000946	Pray.g_01327	Syap.g_00595
OG0000947	Pray.g_01329	Syap.g_00591
OG0000948	Pray.g_01330	Syap.g_00590
OG0000949	Pray.g_01333	Syap.g_01051
OG0000950	Pray.g_01338	Syap.g_01061
OG0000951	Pray.g_01342	Syap.g_01070
OG0000952	Pray.g_01346	Syap.g_01074
OG0000953	Pray.g_01349	Syap.g_01078
OG0000954	Pray.g_01353	Syap.g_01089
OG0000955	Pray.g_01354	Syap.g_01090
OG0000956	Pray.g_01356	Syap.g_01092
OG0000957	Pray.g_01362	Syap.g_01109
OG0000958	Pray.g_01363	Syap.g_01110
OG0000959	Pray.g_01367	Syap.g_01114
OG0000960	Pray.g_01368	Syap.g_01115
OG0000961	Pray.g_01370	Syap.g_02170
OG0000962	Pray.g_01372	Syap.g_01121
OG0000963	Pray.g_01376	Syap.g_01124
OG0000964	Pray.g_01377	Syap.g_01125
OG0000965	Pray.g_01378	Syap.g_01126
OG0000966	Pray.g_01385	Syap.g_01141
OG0000967	Pray.g_01390	Syap.g_00633
OG0000968	Pray.g_01392	Syap.g_00998
OG0000969	Pray.g_01393	Syap.g_00996
OG0000970	Pray.g_01394	Syap.g_00995
OG0000971	Pray.g_01395	Syap.g_00993
OG0000972	Pray.g_01396	Syap.g_00992
OG0000973	Pray.g_01397	Syap.g_00991
OG0000974	Pray.g_01398	Syap.g_00990
OG0000975	Pray.g_01399	Syap.g_00989
OG0000976	Pray.g_01400	Syap.g_00988
OG0000977	Pray.g_01401	Syap.g_00986
OG0000978	Pray.g_01402	Syap.g_00985
OG0000979	Pray.g_01405	Syap.g_00980
OG0000980	Pray.g_01407	Syap.g_00977
OG0000981	Pray.g_01409	Syap.g_01812
OG0000982	Pray.g_01411	Syap.g_00132
OG0000983	Pray.g_01412	Syap.g_00134
OG0000984	Pray.g_01413	Syap.g_00135
OG0000985	Pray.g_01416	Syap.g_00140
OG0000986	Pray.g_01418	Syap.g_01044
OG0000987	Pray.g_01419	Syap.g_01033
OG0000988	Pray.g_01422	Syap.g_01027
OG0000989	Pray.g_01426	Syap.g_01011
OG0000990	Pray.g_01429	Syap.g_02087
OG0000991	Pray.g_01430	Syap.g_02091
OG0000992	Pray.g_01432	Syap.g_02095
OG0000993	Pray.g_01433	Syap.g_02097
OG0000994	Pray.g_01434	Syap.g_02101
OG0000996	Pray.g_01439	Syap.g_01817
OG0000997	Pray.g_01440	Syap.g_02590
OG0000998	Pray.g_01442	Syap.g_02591
OG0000999	Pray.g_01443	Syap.g_02592
OG0001001	Pray.g_01448	Syap.g_02605
OG0001002	Pray.g_01452	Syap.g_00124
OG0001003	Pray.g_01453	Syap.g_02310
OG0001004	Pray.g_01454	Syap.g_02311
OG0001005	Pray.g_01455	Syap.g_02312
OG0001006	Pray.g_01459	Syap.g_00053
OG0001007	Pray.g_01461	Syap.g_00055
OG0001008	Pray.g_00927	Syap.g_02060
OG0001012	Pray.g_00240	Syap.g_00371
OG0001013	Pray.g_00235	Syap.g_01325
OG0001016	Pray.g_00216	Syap.g_01695
OG0001033	Pray.g_00689	Syap.g_00105
OG0001035	Pray.g_00735	Syap.g_01594
OG0001038	Pray.g_00757	Syap.g_01362
OG0001039	Pray.g_00760	Syap.g_01359
OG0001040	Pray.g_00762	Syap.g_01356
OG0001041	Pray.g_00766	Syap.g_01352
OG0001043	Pray.g_00783	Syap.g_01676
OG0001044	Pray.g_00811	Syap.g_00571
OG0001053	Pray.g_00973	Syap.g_02253
OG0001054	Pray.g_00989	Syap.g_00274
OG0001055	Pray.g_01008	Syap.g_00252
OG0001059	Pray.g_01208	Syap.g_00306
OG0001060	Pray.g_01201	Syap.g_00299
OG0001061	Pray.g_01188	Syap.g_01309
OG0001062	Pray.g_01186	Syap.g_01314
OG0001072	Pray.g_01173	Syap.g_00441
OG0001073	Pray.g_01159	Syap.g_00122, Syap.g_00455
OG0001078	Pray.g_01127	Syap.g_00896
OG0001080	Pray.g_01110	Syap.g_02505
OG0001085	Pray.g_01093	Syap.g_01953
OG0001094	Pray.g_00342	Syap.g_00187
OG0001095	Pray.g_00361	Syap.g_02725
OG0001096	Pray.g_00374	Syap.g_02709
OG0001100	Pray.g_00444	Syap.g_02369
OG0001102	Pray.g_00449	Syap.g_01258
OG0001103	Pray.g_00451	Syap.g_01256
OG0001104	Pray.g_00474	Syap.g_00171
OG0001105	Pray.g_00478	Syap.g_00175
OG0001107	Pray.g_00509	Syap.g_02015
OG0001108	Pray.g_00513	Syap.g_00119
OG0001122	Pray.g_00556	Syap.g_02766
OG0001123	Pray.g_00560	Syap.g_01872
OG0001133	Pray.g_00112	Syap.g_01292
OG0001136	Pray.g_00067	Syap.g_00230
OG0001137	Pray.g_00055	Syap.g_00213
OG0001140	Pray.g_00035	Syap.g_02134
OG0001152	Pray.g_01813	Syap.g_02447
OG0001154	Pray.g_01689	Syap.g_00013
OG0001155	Pray.g_01677	Syap.g_00750
OG0001160	Pray.g_01647	Syap.g_01217
OG0001162	Pray.g_01623	Syap.g_02366
OG0001163	Pray.g_01567	Syap.g_00609
OG0001164	Pray.g_01563	Syap.g_00614
OG0001165	Pray.g_01560	Syap.g_00619
OG0001168	Pray.g_01521	Syap.g_01372
OG0001171	Pray.g_01508	Syap.g_01505
OG0001172	Pray.g_01237	Syap.g_00547
OG0001177	Pray.g_01257	Syap.g_01920
OG0001178	Pray.g_01262	Syap.g_01786, Syap.g_01787
OG0001179	Pray.g_01290	Syap.g_00491
OG0001180	Pray.g_01312	Syap.g_00097, Syap.g_00465
OG0001181	Pray.g_01316	Syap.g_00459
OG0001183	Pray.g_01328	Syap.g_00594
OG0001185	Pray.g_01358	Syap.g_01104
OG0001186	Pray.g_01382	Syap.g_01140
OG0001187	Pray.g_01386	Syap.g_01142
OG0001188	Pray.g_01389	Syap.g_00634
OG0001189	Pray.g_01406	Syap.g_00979
OG0001191	Pray.g_01420	Syap.g_01030
OG0001192	Pray.g_01425	Syap.g_01021
OG0001197	Pray.g_01451	Syap.g_00126
OG0001198	Pray.g_01458	Syap.g_00052
OG0001199	Pray.g_00215	Syap.g_01696
OG0001200	Pray.g_00213	Syap.g_01698
OG0001202	Pray.g_00680	Syap.g_01613
OG0001203	Pray.g_00719	Syap.g_01154
OG0001204	Pray.g_00724	Syap.g_01577
OG0001214	Pray.g_01126	Syap.g_00897
OG0001217	Pray.g_00293	Syap.g_01464
OG0001218	Pray.g_00300	Syap.g_00020
OG0001219	Pray.g_00337	Syap.g_02794
OG0001221	Pray.g_00463	Syap.g_01777
OG0001222	Pray.g_00503	Syap.g_02027
OG0001224	Pray.g_00580	Syap.g_01551
OG0001225	Pray.g_00582	Syap.g_01553
OG0001226	Pray.g_00608	Syap.g_02551
OG0001228	Pray.g_00018	Syap.g_01063
OG0001229	Pray.g_01831	Syap.g_00827
OG0001230	Pray.g_01730	Syap.g_02116
OG0001231	Pray.g_01625	Syap.g_00073
OG0001232	Pray.g_01536	Syap.g_01393
OG0001235	Pray.g_01259	Syap.g_01924
OG0001236	Pray.g_01341	Syap.g_01069
OG0001237	Pray.g_01345	Syap.g_01073
OG0001238	Pray.g_01421	Syap.g_01028
OG0001239	Pray.g_00218	Syap.g_01693, Syap.g_01692
OG0001242	Pray.g_00170	Syap.g_02227, Syap.g_02229
OG0001243	Pray.g_00164	Syap.g_02219
OG0001244	Pray.g_00148	Syap.g_02192
OG0001246	Pray.g_00995	Syap.g_01165, Syap.g_00267
OG0001248	Pray.g_01078	Syap.g_00423
OG0001249	Pray.g_00326	Syap.g_00575
OG0001250	Pray.g_00389	Syap.g_01836
OG0001251	Pray.g_00437	Syap.g_01549, Syap.g_01727
OG0001253	Pray.g_00627	Syap.g_01969
OG0001255	Pray.g_00080	Syap.g_02523
OG0001256	Pray.g_01632	Syap.g_01225
OG0001257	Pray.g_01626	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Pray.g_01562	Syap.g_00617
OG0001260	Pray.g_01502	Syap.g_01497
OG0001261	Pray.g_01298	Syap.g_00482
OG0001262	Pray.g_01404	Syap.g_00981
OG0001263	Pray.g_00161	Syap.g_02216
OG0001265	Pray.g_00171	Syap.g_02231
OG0001266	Pray.g_00684	Syap.g_01618
OG0001267	Pray.g_00759	Syap.g_01360
OG0001268	Pray.g_00817	Syap.g_00563
OG0001270	Pray.g_00924	Syap.g_02056
OG0001271	Pray.g_00962	Syap.g_02759
OG0001272	Pray.g_00976	Syap.g_02250
OG0001274	Pray.g_01060	Syap.g_01897
OG0001275	Pray.g_00539	Syap.g_02694
OG0001276	Pray.g_00559	Syap.g_01873
OG0001277	Pray.g_00616	Syap.g_01293
OG0001278	Pray.g_00013	Syap.g_02438
OG0001279	Pray.g_01926	Syap.g_02663
OG0001282	Pray.g_01828	Syap.g_01701
OG0001284	Pray.g_01652	Syap.g_00047
OG0001286	Pray.g_01310	Syap.g_00467
OG0001287	Pray.g_01366	Syap.g_00418
OG0001288	Pray.g_01375	Syap.g_01123
OG0001289	Pray.g_00202	Syap.g_02365
OG0001291	Pray.g_00154	Syap.g_02207
OG0001292	Pray.g_00729	Syap.g_01583
OG0001297	Pray.g_01005	Syap.g_00255
OG0001299	Pray.g_01097	Syap.g_01959
OG0001303	Pray.g_00543	Syap.g_02795
OG0001304	Pray.g_00569	Syap.g_00536
OG0001305	Pray.g_00588	Syap.g_01562
OG0001306	Pray.g_00078	Syap.g_00245
OG0001307	Pray.g_01846	Syap.g_00403
OG0001308	Pray.g_01712	Syap.g_02751, Syap.g_02750
OG0001310	Pray.g_01547	Syap.g_01774
OG0001311	Pray.g_00561	Syap.g_01871
OG0001312	Pray.g_00492	Syap.g_01735
OG0001314	Pray.g_00285	Syap.g_00330, Syap.g_00391
OG0001315	Pray.g_00227	Syap.g_00596
OG0001318	Pray.g_00737	Syap.g_01596, Syap.g_01597
OG0001319	Pray.g_00752	Syap.g_02338
OG0001323	Pray.g_01010	Syap.g_00757
OG0001326	Pray.g_00425	Syap.g_02646
OG0001332	Pray.g_01679	Syap.g_01548
OG0001333	Pray.g_01522	Syap.g_01373
OG0001336	Pray.g_01447	Syap.g_02602
OG0001345	Pray.g_00044	Syap.g_01877, Syap.g_02776
OG0001346	Pray.g_01869	Syap.g_01484
OG0001351	Pray.g_00944	Syap.g_01996
OG0001353	Pray.g_00380	Syap.g_01849
OG0001358	Pray.g_01143	Syap.g_00942
OG0001360	Pray.g_00628	Syap.g_01881, Syap.g_02778
OG0001361	Pray.g_00047	Syap.g_01792
OG0001364	Pray.g_01334	Syap.g_01052
OG0001365	Pray.g_01414	Syap.g_00138
OG0001371	Pray.g_01084	Syap.g_02544, Syap.g_02545
OG0001373	Pray.g_00424	Syap.g_02647
OG0001374	Pray.g_00432	Syap.g_01829, Syap.g_01830
OG0001376	Pray.g_00594	Syap.g_01991
OG0001377	Pray.g_00595	Syap.g_01992
OG0001378	Pray.g_00133	Syap.g_02055
OG0001379	Pray.g_01876	Syap.g_01474
OG0001382	Pray.g_01611	Syap.g_00677
