Orthogroup	Pray	Syat
OG0000591	Pray.g_01138	Syat.g_03308
OG0000592	Pray.g_01137	Syat.g_03307
OG0000593	Pray.g_01131	Syat.g_00113
OG0000594	Pray.g_01130	Syat.g_00114
OG0000595	Pray.g_01129	Syat.g_00115
OG0000596	Pray.g_01125	Syat.g_00129
OG0000597	Pray.g_01123	Syat.g_00132
OG0000598	Pray.g_01122	Syat.g_00133
OG0000599	Pray.g_01119	Syat.g_00381
OG0000600	Pray.g_01118	Syat.g_00380
OG0000601	Pray.g_01117	Syat.g_00379
OG0000602	Pray.g_01115	Syat.g_00375
OG0000603	Pray.g_01114	Syat.g_00374
OG0000604	Pray.g_01113	Syat.g_00372
OG0000605	Pray.g_01112	Syat.g_00370
OG0000606	Pray.g_01109	Syat.g_00367
OG0000607	Pray.g_01106	Syat.g_00364
OG0000608	Pray.g_01105	Syat.g_00363
OG0000609	Pray.g_01104	Syat.g_00344
OG0000610	Pray.g_01099	Syat.g_00399
OG0000611	Pray.g_01096	Syat.g_00402
OG0000612	Pray.g_01095	Syat.g_00403
OG0000613	Pray.g_01090	Syat.g_02129
OG0000614	Pray.g_01071	Syat.g_01084
OG0000615	Pray.g_01063	Syat.g_00442
OG0000616	Pray.g_01059	Syat.g_02397
OG0000617	Pray.g_01034	Syat.g_00665
OG0000618	Pray.g_01033	Syat.g_00666
OG0000619	Pray.g_01032	Syat.g_00667
OG0000620	Pray.g_01029	Syat.g_02591
OG0000621	Pray.g_01028	Syat.g_02590
OG0000622	Pray.g_01027	Syat.g_02572
OG0000623	Pray.g_01026	Syat.g_00672
OG0000624	Pray.g_01025	Syat.g_00673
OG0000625	Pray.g_00269	Syat.g_00674
OG0000626	Pray.g_00270	Syat.g_00675
OG0000627	Pray.g_00271	Syat.g_00641
OG0000628	Pray.g_00272	Syat.g_00640
OG0000629	Pray.g_00273	Syat.g_00637
OG0000630	Pray.g_00276	Syat.g_00631
OG0000631	Pray.g_00339	Syat.g_00624
OG0000632	Pray.g_00340	Syat.g_00623
OG0000633	Pray.g_00341	Syat.g_00622
OG0000634	Pray.g_00344	Syat.g_00475
OG0000635	Pray.g_00345	Syat.g_00476
OG0000636	Pray.g_00347	Syat.g_00478
OG0000637	Pray.g_00349	Syat.g_00480
OG0000638	Pray.g_00350	Syat.g_00481
OG0000639	Pray.g_00351	Syat.g_00482
OG0000640	Pray.g_00352	Syat.g_00483
OG0000641	Pray.g_00356	Syat.g_00488
OG0000642	Pray.g_00357	Syat.g_00489
OG0000643	Pray.g_00358	Syat.g_00494
OG0000644	Pray.g_00359	Syat.g_00495
OG0000645	Pray.g_00360	Syat.g_00496
OG0000646	Pray.g_00362	Syat.g_00499
OG0000647	Pray.g_00363	Syat.g_00501
OG0000648	Pray.g_00365	Syat.g_00504
OG0000649	Pray.g_00366	Syat.g_00505
OG0000650	Pray.g_00367	Syat.g_00506
OG0000651	Pray.g_00368	Syat.g_00507
OG0000652	Pray.g_00369	Syat.g_00508
OG0000653	Pray.g_00371	Syat.g_00510
OG0000654	Pray.g_00372	Syat.g_00514
OG0000655	Pray.g_00373	Syat.g_00515
OG0000656	Pray.g_00376	Syat.g_00518
OG0000657	Pray.g_00384	Syat.g_00720
OG0000658	Pray.g_00385	Syat.g_00723
OG0000659	Pray.g_00386	Syat.g_00724
OG0000660	Pray.g_00390	Syat.g_00740
OG0000661	Pray.g_00392	Syat.g_00742
OG0000662	Pray.g_00394	Syat.g_00746
OG0000663	Pray.g_00396	Syat.g_00749
OG0000664	Pray.g_00397	Syat.g_00752
OG0000665	Pray.g_00401	Syat.g_03302
OG0000666	Pray.g_00402	Syat.g_01415
OG0000667	Pray.g_00406	Syat.g_00958, Syat.g_03278
OG0000668	Pray.g_00436	Syat.g_00710
OG0000669	Pray.g_00443	Syat.g_00416
OG0000670	Pray.g_00445	Syat.g_00419
OG0000671	Pray.g_00447	Syat.g_00421
OG0000672	Pray.g_00450	Syat.g_00424
OG0000673	Pray.g_00453	Syat.g_00430
OG0000674	Pray.g_00455	Syat.g_00432
OG0000675	Pray.g_00456	Syat.g_00433
OG0000676	Pray.g_00458	Syat.g_00436
OG0000677	Pray.g_00459	Syat.g_00437
OG0000678	Pray.g_00461	Syat.g_00439
OG0000679	Pray.g_00465	Syat.g_00448
OG0000680	Pray.g_00466	Syat.g_00449
OG0000681	Pray.g_00469	Syat.g_00452
OG0000682	Pray.g_00470	Syat.g_00453
OG0000683	Pray.g_00471	Syat.g_00454
OG0000684	Pray.g_00473	Syat.g_00457
OG0000685	Pray.g_00475	Syat.g_02571
OG0000686	Pray.g_00476	Syat.g_00459
OG0000687	Pray.g_00477	Syat.g_00460
OG0000688	Pray.g_00480	Syat.g_00463
OG0000689	Pray.g_00481	Syat.g_00465
OG0000690	Pray.g_00482	Syat.g_00466
OG0000691	Pray.g_00483	Syat.g_00467
OG0000692	Pray.g_00485	Syat.g_00469
OG0000693	Pray.g_00486	Syat.g_00471
OG0000694	Pray.g_00487	Syat.g_00472
OG0000695	Pray.g_00489	Syat.g_00619
OG0000696	Pray.g_00490	Syat.g_00618
OG0000697	Pray.g_00491	Syat.g_00616
OG0000698	Pray.g_00494	Syat.g_00613
OG0000699	Pray.g_00495	Syat.g_00611
OG0000700	Pray.g_00496	Syat.g_00610
OG0000701	Pray.g_00497	Syat.g_00609
OG0000702	Pray.g_00499	Syat.g_00606
OG0000703	Pray.g_00500	Syat.g_00601
OG0000704	Pray.g_00501	Syat.g_00599
OG0000705	Pray.g_00505	Syat.g_00592
OG0000706	Pray.g_00506	Syat.g_00591
OG0000707	Pray.g_00507	Syat.g_00590
OG0000708	Pray.g_00508	Syat.g_00587
OG0000709	Pray.g_00512	Syat.g_00573
OG0000710	Pray.g_00515	Syat.g_00567
OG0000711	Pray.g_00532	Syat.g_00539
OG0000712	Pray.g_00534	Syat.g_00537
OG0000713	Pray.g_00535	Syat.g_00536
OG0000714	Pray.g_00536	Syat.g_00532
OG0000715	Pray.g_00538	Syat.g_00530
OG0000716	Pray.g_00540	Syat.g_00527
OG0000717	Pray.g_00541	Syat.g_00526
OG0000718	Pray.g_00553	Syat.g_00522
OG0000719	Pray.g_00555	Syat.g_00712
OG0000720	Pray.g_00564	Syat.g_00699
OG0000721	Pray.g_00566	Syat.g_00697
OG0000722	Pray.g_00567	Syat.g_00696
OG0000723	Pray.g_00570	Syat.g_00686
OG0000724	Pray.g_00579	Syat.g_00782
OG0000725	Pray.g_00585	Syat.g_00810
OG0000726	Pray.g_00586	Syat.g_00811
OG0000727	Pray.g_00587	Syat.g_00812
OG0000728	Pray.g_00589	Syat.g_00814
OG0000729	Pray.g_00634	Syat.g_02224
OG0000730	Pray.g_00132	Syat.g_01617
OG0000731	Pray.g_00128	Syat.g_01605
OG0000732	Pray.g_00118	Syat.g_02290
OG0000733	Pray.g_00096	Syat.g_03285
OG0000734	Pray.g_00079	Syat.g_01579
OG0000735	Pray.g_00077	Syat.g_03235
OG0000736	Pray.g_00076	Syat.g_03236
OG0000737	Pray.g_00075	Syat.g_03237
OG0000738	Pray.g_00071	Syat.g_03251
OG0000739	Pray.g_00070	Syat.g_03252
OG0000740	Pray.g_00069	Syat.g_03253
OG0000741	Pray.g_00068	Syat.g_03256
OG0000742	Pray.g_00065	Syat.g_03259
OG0000743	Pray.g_00063	Syat.g_03262
OG0000744	Pray.g_00062	Syat.g_03263
OG0000745	Pray.g_00060	Syat.g_03266
OG0000746	Pray.g_00058	Syat.g_00314
OG0000747	Pray.g_00057	Syat.g_00313
OG0000748	Pray.g_00054	Syat.g_00305
OG0000749	Pray.g_00053	Syat.g_00303
OG0000750	Pray.g_00052	Syat.g_00302
OG0000751	Pray.g_00050	Syat.g_00296
OG0000752	Pray.g_00048	Syat.g_00294
OG0000753	Pray.g_00045	Syat.g_00291
OG0000754	Pray.g_00042	Syat.g_00250
OG0000755	Pray.g_00039	Syat.g_00217
OG0000756	Pray.g_00038	Syat.g_00216
OG0000757	Pray.g_00032	Syat.g_00205
OG0000758	Pray.g_00031	Syat.g_00204
OG0000759	Pray.g_00030	Syat.g_00203
OG0000760	Pray.g_00029	Syat.g_00202
OG0000761	Pray.g_00028	Syat.g_00201
OG0000762	Pray.g_00027	Syat.g_00199
OG0000763	Pray.g_00025	Syat.g_00924
OG0000764	Pray.g_00024	Syat.g_00923
OG0000765	Pray.g_00015	Syat.g_00897
OG0000766	Pray.g_00014	Syat.g_00896
OG0000767	Pray.g_00012	Syat.g_00894
OG0000768	Pray.g_00011	Syat.g_00893
OG0000769	Pray.g_00009	Syat.g_00891
OG0000770	Pray.g_00007	Syat.g_00886
OG0000771	Pray.g_00250	Syat.g_00788
OG0000772	Pray.g_01895	Syat.g_01768
OG0000773	Pray.g_01879	Syat.g_01114
OG0000774	Pray.g_01877	Syat.g_01146
OG0000775	Pray.g_01875	Syat.g_01148
OG0000776	Pray.g_01874	Syat.g_01149
OG0000777	Pray.g_01873	Syat.g_01150
OG0000778	Pray.g_01872	Syat.g_01151
OG0000779	Pray.g_01868	Syat.g_01154
OG0000780	Pray.g_01867	Syat.g_01157
OG0000781	Pray.g_01864	Syat.g_01161
OG0000782	Pray.g_01863	Syat.g_01162
OG0000783	Pray.g_01862	Syat.g_01163
OG0000784	Pray.g_01861	Syat.g_01164
OG0000785	Pray.g_01859	Syat.g_01166
OG0000786	Pray.g_01857	Syat.g_01170
OG0000787	Pray.g_01856	Syat.g_01171
OG0000788	Pray.g_01842	Syat.g_00087
OG0000789	Pray.g_01839	Syat.g_00845
OG0000790	Pray.g_01824	Syat.g_01300
OG0000791	Pray.g_01822	Syat.g_01302
OG0000792	Pray.g_01821	Syat.g_01303
OG0000793	Pray.g_01818	Syat.g_01412
OG0000794	Pray.g_01817	Syat.g_01414
OG0000795	Pray.g_01816	Syat.g_01416
OG0000796	Pray.g_01812	Syat.g_01422
OG0000797	Pray.g_01811	Syat.g_01423
OG0000798	Pray.g_01799	Syat.g_01214
OG0000799	Pray.g_01740	Syat.g_01256
OG0000800	Pray.g_01739	Syat.g_01255
OG0000801	Pray.g_01738	Syat.g_01253
OG0000802	Pray.g_01736	Syat.g_01245
OG0000803	Pray.g_01734	Syat.g_01241
OG0000804	Pray.g_01733	Syat.g_01238
OG0000805	Pray.g_01731	Syat.g_01236
OG0000806	Pray.g_01729	Syat.g_01234
OG0000807	Pray.g_01728	Syat.g_01233
OG0000808	Pray.g_01727	Syat.g_01232
OG0000809	Pray.g_01724	Syat.g_01229
OG0000810	Pray.g_01723	Syat.g_01228
OG0000811	Pray.g_01719	Syat.g_01186
OG0000812	Pray.g_01717	Syat.g_01182
OG0000813	Pray.g_01716	Syat.g_01181
OG0000814	Pray.g_01714	Syat.g_01179
OG0000815	Pray.g_01713	Syat.g_01177
OG0000816	Pray.g_01711	Syat.g_01175
OG0000817	Pray.g_01710	Syat.g_01279
OG0000818	Pray.g_01705	Syat.g_01325
OG0000819	Pray.g_01704	Syat.g_01326
OG0000820	Pray.g_01703	Syat.g_01327
OG0000821	Pray.g_01699	Syat.g_01333
OG0000822	Pray.g_01698	Syat.g_01335
OG0000823	Pray.g_01697	Syat.g_01336
OG0000824	Pray.g_01694	Syat.g_01342
OG0000825	Pray.g_01693	Syat.g_01343
OG0000826	Pray.g_01692	Syat.g_01344
OG0000827	Pray.g_01691	Syat.g_01345
OG0000828	Pray.g_01688	Syat.g_01348
OG0000829	Pray.g_01687	Syat.g_01349
OG0000830	Pray.g_01686	Syat.g_01350
OG0000831	Pray.g_01684	Syat.g_01353
OG0000832	Pray.g_01678	Syat.g_02982
OG0000833	Pray.g_01670	Syat.g_03072
OG0000834	Pray.g_01669	Syat.g_03073
OG0000835	Pray.g_01668	Syat.g_03075
OG0000836	Pray.g_01667	Syat.g_03078
OG0000837	Pray.g_01666	Syat.g_03079
OG0000838	Pray.g_01664	Syat.g_03083
OG0000839	Pray.g_01663	Syat.g_03084
OG0000840	Pray.g_01662	Syat.g_03085
OG0000841	Pray.g_01661	Syat.g_03086
OG0000842	Pray.g_01660	Syat.g_03087
OG0000843	Pray.g_01659	Syat.g_03088
OG0000844	Pray.g_01658	Syat.g_03090
OG0000845	Pray.g_01657	Syat.g_03091
OG0000846	Pray.g_01656	Syat.g_03092
OG0000847	Pray.g_01655	Syat.g_03093
OG0000848	Pray.g_01654	Syat.g_03095
OG0000849	Pray.g_01653	Syat.g_03096
OG0000850	Pray.g_01651	Syat.g_03098
OG0000851	Pray.g_01650	Syat.g_03101
OG0000852	Pray.g_01649	Syat.g_03102
OG0000853	Pray.g_01645	Syat.g_03106
OG0000854	Pray.g_01643	Syat.g_03108
OG0000855	Pray.g_01642	Syat.g_03109
OG0000856	Pray.g_01627	Syat.g_03305
OG0000857	Pray.g_01600	Syat.g_00500
OG0000858	Pray.g_01565	Syat.g_03114
OG0000859	Pray.g_01564	Syat.g_03115
OG0000860	Pray.g_01557	Syat.g_03126
OG0000861	Pray.g_01556	Syat.g_03127
OG0000862	Pray.g_01555	Syat.g_03136
OG0000863	Pray.g_01553	Syat.g_03138
OG0000864	Pray.g_01552	Syat.g_03139
OG0000865	Pray.g_01551	Syat.g_03140
OG0000866	Pray.g_01550	Syat.g_03141
OG0000867	Pray.g_01549	Syat.g_03142
OG0000868	Pray.g_01548	Syat.g_03067
OG0000869	Pray.g_01544	Syat.g_03054
OG0000870	Pray.g_01539	Syat.g_03049
OG0000871	Pray.g_01538	Syat.g_03048
OG0000872	Pray.g_01537	Syat.g_03042
OG0000873	Pray.g_01534	Syat.g_03039
OG0000874	Pray.g_01531	Syat.g_03037
OG0000875	Pray.g_01530	Syat.g_03035
OG0000876	Pray.g_01529	Syat.g_00745
OG0000877	Pray.g_01527	Syat.g_03024
OG0000878	Pray.g_01526	Syat.g_03023
OG0000879	Pray.g_01525	Syat.g_03022
OG0000880	Pray.g_01524	Syat.g_03021
OG0000881	Pray.g_01520	Syat.g_03016
OG0000882	Pray.g_01515	Syat.g_03011
OG0000883	Pray.g_01513	Syat.g_03007
OG0000884	Pray.g_01512	Syat.g_03005
OG0000885	Pray.g_01511	Syat.g_03004
OG0000886	Pray.g_01510	Syat.g_03003
OG0000887	Pray.g_01509	Syat.g_03002
OG0000888	Pray.g_01507	Syat.g_03000
OG0000889	Pray.g_01505	Syat.g_02997
OG0000890	Pray.g_01504	Syat.g_02994
OG0000891	Pray.g_01503	Syat.g_02993
OG0000892	Pray.g_01229	Syat.g_02992
OG0000893	Pray.g_01234	Syat.g_01864
OG0000894	Pray.g_01236	Syat.g_01860
OG0000895	Pray.g_01239	Syat.g_01856
OG0000896	Pray.g_01240	Syat.g_01855
OG0000897	Pray.g_01242	Syat.g_01853
OG0000898	Pray.g_01243	Syat.g_01852
OG0000899	Pray.g_01244	Syat.g_01851
OG0000900	Pray.g_01245	Syat.g_01850
OG0000901	Pray.g_01248	Syat.g_01845
OG0000902	Pray.g_01250	Syat.g_01843
OG0000903	Pray.g_01253	Syat.g_01830
OG0000904	Pray.g_01255	Syat.g_01834
OG0000905	Pray.g_01260	Syat.g_01839
OG0000906	Pray.g_01261	Syat.g_01841
OG0000907	Pray.g_01264	Syat.g_01828
OG0000908	Pray.g_01267	Syat.g_01825
OG0000909	Pray.g_01268	Syat.g_01824
OG0000910	Pray.g_01269	Syat.g_01823
OG0000911	Pray.g_01271	Syat.g_01821
OG0000912	Pray.g_01272	Syat.g_01820
OG0000913	Pray.g_01273	Syat.g_01819
OG0000914	Pray.g_01274	Syat.g_01818
OG0000915	Pray.g_01275	Syat.g_01816
OG0000916	Pray.g_01276	Syat.g_01815
OG0000917	Pray.g_01277	Syat.g_01814
OG0000918	Pray.g_01278	Syat.g_01813
OG0000919	Pray.g_01279	Syat.g_01812
OG0000920	Pray.g_01280	Syat.g_01811
OG0000921	Pray.g_01281	Syat.g_01810
OG0000922	Pray.g_01282	Syat.g_01809
OG0000923	Pray.g_01286	Syat.g_01805
OG0000924	Pray.g_01287	Syat.g_01804
OG0000925	Pray.g_01288	Syat.g_01803
OG0000926	Pray.g_01289	Syat.g_01802
OG0000927	Pray.g_01291	Syat.g_01800
OG0000928	Pray.g_01292	Syat.g_01799
OG0000929	Pray.g_01293	Syat.g_01798
OG0000930	Pray.g_01294	Syat.g_01797
OG0000931	Pray.g_01295	Syat.g_01796
OG0000932	Pray.g_01296	Syat.g_01794
OG0000933	Pray.g_01300	Syat.g_01788
OG0000934	Pray.g_01302	Syat.g_01786
OG0000935	Pray.g_01303	Syat.g_01665
OG0000936	Pray.g_01304	Syat.g_01664
OG0000937	Pray.g_01305	Syat.g_01663
OG0000938	Pray.g_01307	Syat.g_01659
OG0000939	Pray.g_01308	Syat.g_01658
OG0000940	Pray.g_01315	Syat.g_01651
OG0000941	Pray.g_01317	Syat.g_01649
OG0000942	Pray.g_01319	Syat.g_01647
OG0000943	Pray.g_01320	Syat.g_01646
OG0000944	Pray.g_01321	Syat.g_01644
OG0000945	Pray.g_01322	Syat.g_01643
OG0000946	Pray.g_01327	Syat.g_01633
OG0000947	Pray.g_01329	Syat.g_01630
OG0000948	Pray.g_01330	Syat.g_01629
OG0000949	Pray.g_01333	Syat.g_02142
OG0000950	Pray.g_01338	Syat.g_02152
OG0000951	Pray.g_01342	Syat.g_02157
OG0000952	Pray.g_01346	Syat.g_02162
OG0000953	Pray.g_01349	Syat.g_02166
OG0000954	Pray.g_01353	Syat.g_02187
OG0000955	Pray.g_01354	Syat.g_02188
OG0000956	Pray.g_01356	Syat.g_02191
OG0000957	Pray.g_01362	Syat.g_02204
OG0000958	Pray.g_01363	Syat.g_02205
OG0000959	Pray.g_01367	Syat.g_02212
OG0000960	Pray.g_01368	Syat.g_02213
OG0000961	Pray.g_01370	Syat.g_02873
OG0000962	Pray.g_01372	Syat.g_02223
OG0000963	Pray.g_01376	Syat.g_02226
OG0000964	Pray.g_01377	Syat.g_02227
OG0000965	Pray.g_01378	Syat.g_02228
OG0000966	Pray.g_01385	Syat.g_02259
OG0000967	Pray.g_01390	Syat.g_02263
OG0000968	Pray.g_01392	Syat.g_02269
OG0000969	Pray.g_01393	Syat.g_02271
OG0000970	Pray.g_01394	Syat.g_02272
OG0000971	Pray.g_01395	Syat.g_02274
OG0000972	Pray.g_01396	Syat.g_02275
OG0000973	Pray.g_01397	Syat.g_02276
OG0000974	Pray.g_01398	Syat.g_02277
OG0000975	Pray.g_01399	Syat.g_02278
OG0000976	Pray.g_01400	Syat.g_02279
OG0000977	Pray.g_01401	Syat.g_02281
OG0000978	Pray.g_01402	Syat.g_02283
OG0000979	Pray.g_01405	Syat.g_02286
OG0000980	Pray.g_01407	Syat.g_02289
OG0000981	Pray.g_01409	Syat.g_02292
OG0000982	Pray.g_01411	Syat.g_02691
OG0000983	Pray.g_01412	Syat.g_02690
OG0000984	Pray.g_01413	Syat.g_02689
OG0000985	Pray.g_01416	Syat.g_02685
OG0000986	Pray.g_01418	Syat.g_02680
OG0000987	Pray.g_01419	Syat.g_02678
OG0000988	Pray.g_01422	Syat.g_02672
OG0000989	Pray.g_01426	Syat.g_02657
OG0000990	Pray.g_01429	Syat.g_02500
OG0000991	Pray.g_01430	Syat.g_02503
OG0000992	Pray.g_01432	Syat.g_02507
OG0000993	Pray.g_01433	Syat.g_02508
OG0000994	Pray.g_01434	Syat.g_02512
OG0000995	Pray.g_01438	Syat.g_02517
OG0000996	Pray.g_01439	Syat.g_02446
OG0000997	Pray.g_01440	Syat.g_02417
OG0000998	Pray.g_01442	Syat.g_02415
OG0000999	Pray.g_01443	Syat.g_02414
OG0001001	Pray.g_01448	Syat.g_02400
OG0001002	Pray.g_01452	Syat.g_02394
OG0001003	Pray.g_01453	Syat.g_02392
OG0001004	Pray.g_01454	Syat.g_02391
OG0001005	Pray.g_01455	Syat.g_02390
OG0001006	Pray.g_01459	Syat.g_02378
OG0001007	Pray.g_01461	Syat.g_02376
OG0001008	Pray.g_00927	Syat.g_02971
OG0001009	Pray.g_01489	Syat.g_02311
OG0001010	Pray.g_01490	Syat.g_02310
OG0001011	Pray.g_01491	Syat.g_02308
OG0001012	Pray.g_00240	Syat.g_01004
OG0001013	Pray.g_00235	Syat.g_02716
OG0001014	Pray.g_00232	Syat.g_02721
OG0001015	Pray.g_00231	Syat.g_02722
OG0001016	Pray.g_00216	Syat.g_01474
OG0001017	Pray.g_00212	Syat.g_01480
OG0001018	Pray.g_00209	Syat.g_01482
OG0001019	Pray.g_00200	Syat.g_01532
OG0001020	Pray.g_00199	Syat.g_01539
OG0001021	Pray.g_00198	Syat.g_01552
OG0001022	Pray.g_00195	Syat.g_01555
OG0001023	Pray.g_00194	Syat.g_01556
OG0001024	Pray.g_00191	Syat.g_01560
OG0001025	Pray.g_00185	Syat.g_01566
OG0001026	Pray.g_00178	Syat.g_01582
OG0001027	Pray.g_00177	Syat.g_02947
OG0001028	Pray.g_00175	Syat.g_02944
OG0001029	Pray.g_00174	Syat.g_02942
OG0001030	Pray.g_00159	Syat.g_02922
OG0001031	Pray.g_00667	Syat.g_02836
OG0001032	Pray.g_00668	Syat.g_02834
OG0001033	Pray.g_00689	Syat.g_02784
OG0001034	Pray.g_00717	Syat.g_01448
OG0001035	Pray.g_00735	Syat.g_01885
OG0001036	Pray.g_00739	Syat.g_01939
OG0001037	Pray.g_00740	Syat.g_01941
OG0001038	Pray.g_00757	Syat.g_02058
OG0001039	Pray.g_00760	Syat.g_02061
OG0001040	Pray.g_00762	Syat.g_02064
OG0001041	Pray.g_00766	Syat.g_02070
OG0001042	Pray.g_00782	Syat.g_02100
OG0001043	Pray.g_00783	Syat.g_02103
OG0001044	Pray.g_00811	Syat.g_01615
OG0001045	Pray.g_00820	Syat.g_01602
OG0001046	Pray.g_00857	Syat.g_00552
OG0001047	Pray.g_00929	Syat.g_02973
OG0001048	Pray.g_00930	Syat.g_02974
OG0001049	Pray.g_00932	Syat.g_01290
OG0001050	Pray.g_00933	Syat.g_01289
OG0001051	Pray.g_00934	Syat.g_01288
OG0001052	Pray.g_00961	Syat.g_01375
OG0001053	Pray.g_00973	Syat.g_03173
OG0001054	Pray.g_00989	Syat.g_03192
OG0001055	Pray.g_01008	Syat.g_03224
OG0001056	Pray.g_01225	Syat.g_03275
OG0001057	Pray.g_01220	Syat.g_00102
OG0001058	Pray.g_01212	Syat.g_00079
OG0001059	Pray.g_01208	Syat.g_00075
OG0001061	Pray.g_01188	Syat.g_00051
OG0001062	Pray.g_01186	Syat.g_00048
OG0001063	Pray.g_01184	Syat.g_00042
OG0001064	Pray.g_01183	Syat.g_00041
OG0001065	Pray.g_01182	Syat.g_00040
OG0001066	Pray.g_01181	Syat.g_00039
OG0001067	Pray.g_01180	Syat.g_00038
OG0001068	Pray.g_01179	Syat.g_00037
OG0001069	Pray.g_01178	Syat.g_00036
OG0001070	Pray.g_01175	Syat.g_00032
OG0001071	Pray.g_01174	Syat.g_00031
OG0001072	Pray.g_01173	Syat.g_00028
OG0001073	Pray.g_01159	Syat.g_00009
OG0001074	Pray.g_01148	Syat.g_01015
OG0001075	Pray.g_01147	Syat.g_01037
OG0001076	Pray.g_01139	Syat.g_03315
OG0001077	Pray.g_01135	Syat.g_03290
OG0001078	Pray.g_01127	Syat.g_00118
OG0001079	Pray.g_01116	Syat.g_00378
OG0001080	Pray.g_01110	Syat.g_00368
OG0001081	Pray.g_01108	Syat.g_00366
OG0001082	Pray.g_01107	Syat.g_00365
OG0001083	Pray.g_01102	Syat.g_00390
OG0001084	Pray.g_01101	Syat.g_00391
OG0001085	Pray.g_01093	Syat.g_00408
OG0001086	Pray.g_01092	Syat.g_00410
OG0001087	Pray.g_01075	Syat.g_03277
OG0001088	Pray.g_01074	Syat.g_02496
OG0001089	Pray.g_01066	Syat.g_00818
OG0001090	Pray.g_01039	Syat.g_00659
OG0001091	Pray.g_01037	Syat.g_00661
OG0001092	Pray.g_01036	Syat.g_00663
OG0001093	Pray.g_01031	Syat.g_00669
OG0001094	Pray.g_00342	Syat.g_00473
OG0001095	Pray.g_00361	Syat.g_00497
OG0001096	Pray.g_00374	Syat.g_00516
OG0001097	Pray.g_00393	Syat.g_00743
OG0001098	Pray.g_00408	Syat.g_01672
OG0001099	Pray.g_00440	Syat.g_02943
OG0001100	Pray.g_00444	Syat.g_00418
OG0001101	Pray.g_00446	Syat.g_00420
OG0001102	Pray.g_00449	Syat.g_00423
OG0001103	Pray.g_00451	Syat.g_00425
OG0001104	Pray.g_00474	Syat.g_00458
OG0001105	Pray.g_00478	Syat.g_00461
OG0001106	Pray.g_00502	Syat.g_00598
OG0001107	Pray.g_00509	Syat.g_00580
OG0001108	Pray.g_00513	Syat.g_00570
OG0001109	Pray.g_00514	Syat.g_00568
OG0001110	Pray.g_00516	Syat.g_00566
OG0001111	Pray.g_00517	Syat.g_00564
OG0001112	Pray.g_00518	Syat.g_00562
OG0001113	Pray.g_00519	Syat.g_00561
OG0001114	Pray.g_00520	Syat.g_00560
OG0001115	Pray.g_00522	Syat.g_00557
OG0001116	Pray.g_00523	Syat.g_00555
OG0001117	Pray.g_00524	Syat.g_00554
OG0001118	Pray.g_00525	Syat.g_00553
OG0001119	Pray.g_00526	Syat.g_00551
OG0001120	Pray.g_00528	Syat.g_00546
OG0001122	Pray.g_00556	Syat.g_00711
OG0001123	Pray.g_00560	Syat.g_00704
OG0001124	Pray.g_00562	Syat.g_00702
OG0001125	Pray.g_00563	Syat.g_00700
OG0001126	Pray.g_00573	Syat.g_00790
OG0001127	Pray.g_00574	Syat.g_00789
OG0001128	Pray.g_00576	Syat.g_00786
OG0001129	Pray.g_00577	Syat.g_00784
OG0001130	Pray.g_00578	Syat.g_00783
OG0001131	Pray.g_00614	Syat.g_01674
OG0001132	Pray.g_00623	Syat.g_00965
OG0001133	Pray.g_00112	Syat.g_03311
OG0001136	Pray.g_00067	Syat.g_03257
OG0001137	Pray.g_00055	Syat.g_00306
OG0001138	Pray.g_00037	Syat.g_00214
OG0001139	Pray.g_00036	Syat.g_00209
OG0001140	Pray.g_00035	Syat.g_00208
OG0001141	Pray.g_00034	Syat.g_00207
OG0001142	Pray.g_00033	Syat.g_00206
OG0001143	Pray.g_00026	Syat.g_00925
OG0001144	Pray.g_00021	Syat.g_00906
OG0001145	Pray.g_01878	Syat.g_01117
OG0001146	Pray.g_01866	Syat.g_01158
OG0001147	Pray.g_01843	Syat.g_01368
OG0001148	Pray.g_01827	Syat.g_01297
OG0001149	Pray.g_01826	Syat.g_01298
OG0001150	Pray.g_01825	Syat.g_01299
OG0001151	Pray.g_01814	Syat.g_01420
OG0001152	Pray.g_01813	Syat.g_01421
OG0001153	Pray.g_01690	Syat.g_01346
OG0001154	Pray.g_01689	Syat.g_01347
OG0001155	Pray.g_01677	Syat.g_02774
OG0001156	Pray.g_01674	Syat.g_02978
OG0001157	Pray.g_01673	Syat.g_02977
OG0001158	Pray.g_01672	Syat.g_02976
OG0001159	Pray.g_01671	Syat.g_02975
OG0001160	Pray.g_01647	Syat.g_03104
OG0001161	Pray.g_01634	Syat.g_02384
OG0001162	Pray.g_01623	Syat.g_01528
OG0001163	Pray.g_01567	Syat.g_03112
OG0001164	Pray.g_01563	Syat.g_03116
OG0001165	Pray.g_01560	Syat.g_03121
OG0001166	Pray.g_01540	Syat.g_03050
OG0001167	Pray.g_01523	Syat.g_03019
OG0001168	Pray.g_01521	Syat.g_03017
OG0001169	Pray.g_01519	Syat.g_03015
OG0001170	Pray.g_01517	Syat.g_03013
OG0001171	Pray.g_01508	Syat.g_03001
OG0001172	Pray.g_01237	Syat.g_01858
OG0001173	Pray.g_01238	Syat.g_01857
OG0001174	Pray.g_01246	Syat.g_01849
OG0001175	Pray.g_01247	Syat.g_01848
OG0001176	Pray.g_01254	Syat.g_01831
OG0001178	Pray.g_01262	Syat.g_03137
