Orthogroup	Pray	Syas
OG0000591	Pray.g_01138	Syas.g_00106
OG0000592	Pray.g_01137	Syas.g_00105
OG0000593	Pray.g_01131	Syas.g_00750
OG0000594	Pray.g_01130	Syas.g_00749
OG0000595	Pray.g_01129	Syas.g_00748
OG0000596	Pray.g_01125	Syas.g_00743
OG0000597	Pray.g_01123	Syas.g_00740
OG0000598	Pray.g_01122	Syas.g_00739
OG0000599	Pray.g_01119	Syas.g_00732
OG0000600	Pray.g_01118	Syas.g_00731
OG0000601	Pray.g_01117	Syas.g_00730
OG0000602	Pray.g_01115	Syas.g_00725
OG0000603	Pray.g_01114	Syas.g_00724
OG0000604	Pray.g_01113	Syas.g_00721
OG0000605	Pray.g_01112	Syas.g_00719
OG0000606	Pray.g_01109	Syas.g_00716
OG0000607	Pray.g_01106	Syas.g_00713
OG0000608	Pray.g_01105	Syas.g_00712
OG0000609	Pray.g_01104	Syas.g_00710
OG0000610	Pray.g_01099	Syas.g_00702
OG0000611	Pray.g_01096	Syas.g_00699
OG0000612	Pray.g_01095	Syas.g_00698
OG0000613	Pray.g_01090	Syas.g_01825
OG0000614	Pray.g_01071	Syas.g_01044
OG0000615	Pray.g_01063	Syas.g_00650
OG0000616	Pray.g_01059	Syas.g_02011
OG0000617	Pray.g_01034	Syas.g_00180
OG0000618	Pray.g_01033	Syas.g_00181
OG0000619	Pray.g_01032	Syas.g_00182
OG0000620	Pray.g_01029	Syas.g_00188
OG0000621	Pray.g_01028	Syas.g_00189
OG0000622	Pray.g_01027	Syas.g_00190
OG0000623	Pray.g_01026	Syas.g_00191
OG0000624	Pray.g_01025	Syas.g_00192
OG0000625	Pray.g_00269	Syas.g_00193
OG0000626	Pray.g_00270	Syas.g_00194
OG0000627	Pray.g_00271	Syas.g_00372
OG0000628	Pray.g_00272	Syas.g_00373
OG0000629	Pray.g_00273	Syas.g_00376
OG0000630	Pray.g_00276	Syas.g_00397
OG0000631	Pray.g_00339	Syas.g_00405
OG0000632	Pray.g_00340	Syas.g_00406
OG0000633	Pray.g_00341	Syas.g_00407
OG0000634	Pray.g_00344	Syas.g_00600
OG0000635	Pray.g_00345	Syas.g_00599
OG0000636	Pray.g_00347	Syas.g_00597
OG0000637	Pray.g_00349	Syas.g_00595
OG0000638	Pray.g_00350	Syas.g_00594
OG0000639	Pray.g_00351	Syas.g_00593
OG0000640	Pray.g_00352	Syas.g_00592
OG0000641	Pray.g_00356	Syas.g_00587
OG0000642	Pray.g_00357	Syas.g_00586
OG0000643	Pray.g_00358	Syas.g_00585
OG0000644	Pray.g_00359	Syas.g_00584
OG0000645	Pray.g_00360	Syas.g_00583
OG0000646	Pray.g_00362	Syas.g_00580
OG0000647	Pray.g_00363	Syas.g_00578
OG0000648	Pray.g_00365	Syas.g_00576
OG0000649	Pray.g_00366	Syas.g_00575
OG0000650	Pray.g_00367	Syas.g_00574
OG0000651	Pray.g_00368	Syas.g_00573
OG0000652	Pray.g_00369	Syas.g_00572
OG0000653	Pray.g_00371	Syas.g_00570
OG0000654	Pray.g_00372	Syas.g_00569
OG0000655	Pray.g_00373	Syas.g_00568
OG0000656	Pray.g_00376	Syas.g_00565
OG0000657	Pray.g_00384	Syas.g_00232
OG0000658	Pray.g_00385	Syas.g_00235
OG0000659	Pray.g_00386	Syas.g_00236
OG0000660	Pray.g_00390	Syas.g_00240
OG0000661	Pray.g_00392	Syas.g_00242
OG0000662	Pray.g_00394	Syas.g_00281
OG0000663	Pray.g_00396	Syas.g_00284
OG0000664	Pray.g_00397	Syas.g_00287
OG0000665	Pray.g_00401	Syas.g_00385
OG0000666	Pray.g_00402	Syas.g_01362
OG0000667	Pray.g_00406	Syas.g_00088
OG0000668	Pray.g_00436	Syas.g_00221
OG0000669	Pray.g_00443	Syas.g_00684
OG0000670	Pray.g_00445	Syas.g_00681
OG0000671	Pray.g_00447	Syas.g_00679
OG0000672	Pray.g_00450	Syas.g_00676
OG0000673	Pray.g_00453	Syas.g_00673
OG0000674	Pray.g_00455	Syas.g_00671
OG0000675	Pray.g_00456	Syas.g_00670
OG0000676	Pray.g_00458	Syas.g_00668
OG0000677	Pray.g_00459	Syas.g_00667
OG0000678	Pray.g_00461	Syas.g_00660
OG0000679	Pray.g_00465	Syas.g_00629
OG0000680	Pray.g_00466	Syas.g_00628
OG0000681	Pray.g_00469	Syas.g_00625
OG0000682	Pray.g_00470	Syas.g_00624
OG0000683	Pray.g_00471	Syas.g_00623
OG0000684	Pray.g_00473	Syas.g_00621
OG0000685	Pray.g_00475	Syas.g_00187
OG0000686	Pray.g_00476	Syas.g_00619
OG0000687	Pray.g_00477	Syas.g_00618
OG0000688	Pray.g_00480	Syas.g_00612
OG0000689	Pray.g_00481	Syas.g_00610
OG0000690	Pray.g_00482	Syas.g_00609
OG0000691	Pray.g_00483	Syas.g_00608
OG0000692	Pray.g_00485	Syas.g_00606
OG0000693	Pray.g_00486	Syas.g_00604
OG0000694	Pray.g_00487	Syas.g_00603
OG0000695	Pray.g_00489	Syas.g_00410
OG0000696	Pray.g_00490	Syas.g_00411
OG0000697	Pray.g_00491	Syas.g_00413
OG0000698	Pray.g_00494	Syas.g_00417
OG0000699	Pray.g_00495	Syas.g_00419
OG0000700	Pray.g_00496	Syas.g_00420
OG0000701	Pray.g_00497	Syas.g_00421
OG0000702	Pray.g_00499	Syas.g_00437
OG0000703	Pray.g_00500	Syas.g_00438
OG0000704	Pray.g_00501	Syas.g_00446
OG0000705	Pray.g_00505	Syas.g_00453
OG0000706	Pray.g_00506	Syas.g_00454
OG0000707	Pray.g_00507	Syas.g_00455
OG0000708	Pray.g_00508	Syas.g_00458
OG0000709	Pray.g_00512	Syas.g_00466
OG0000710	Pray.g_00515	Syas.g_00497
OG0000711	Pray.g_00532	Syas.g_00546
OG0000712	Pray.g_00534	Syas.g_00548
OG0000713	Pray.g_00535	Syas.g_00549
OG0000714	Pray.g_00536	Syas.g_00551
OG0000715	Pray.g_00538	Syas.g_00553
OG0000716	Pray.g_00540	Syas.g_00556
OG0000717	Pray.g_00541	Syas.g_00557
OG0000718	Pray.g_00553	Syas.g_00561
OG0000719	Pray.g_00555	Syas.g_00223
OG0000720	Pray.g_00564	Syas.g_00209
OG0000721	Pray.g_00566	Syas.g_00207
OG0000722	Pray.g_00567	Syas.g_00206
OG0000723	Pray.g_00570	Syas.g_00196
OG0000724	Pray.g_00579	Syas.g_00999
OG0000725	Pray.g_00585	Syas.g_01024
OG0000726	Pray.g_00586	Syas.g_01025
OG0000727	Pray.g_00587	Syas.g_01026
OG0000728	Pray.g_00589	Syas.g_01028
OG0000729	Pray.g_00634	Syas.g_02145
OG0000730	Pray.g_00132	Syas.g_01544
OG0000731	Pray.g_00128	Syas.g_01532
OG0000732	Pray.g_00118	Syas.g_02086
OG0000733	Pray.g_00096	Syas.g_00096
OG0000734	Pray.g_00079	Syas.g_02414
OG0000735	Pray.g_00077	Syas.g_01201
OG0000736	Pray.g_00076	Syas.g_01200
OG0000737	Pray.g_00075	Syas.g_01199
OG0000738	Pray.g_00071	Syas.g_01193
OG0000739	Pray.g_00070	Syas.g_01192
OG0000740	Pray.g_00069	Syas.g_01191
OG0000741	Pray.g_00068	Syas.g_01188
OG0000742	Pray.g_00065	Syas.g_01185
OG0000743	Pray.g_00063	Syas.g_01182
OG0000744	Pray.g_00062	Syas.g_01181
OG0000745	Pray.g_00060	Syas.g_01178
OG0000746	Pray.g_00058	Syas.g_01176
OG0000747	Pray.g_00057	Syas.g_01174
OG0000748	Pray.g_00054	Syas.g_01146
OG0000749	Pray.g_00053	Syas.g_01144
OG0000750	Pray.g_00052	Syas.g_01143
OG0000751	Pray.g_00050	Syas.g_01138
OG0000752	Pray.g_00048	Syas.g_01136
OG0000753	Pray.g_00045	Syas.g_01133
OG0000754	Pray.g_00042	Syas.g_01128
OG0000755	Pray.g_00039	Syas.g_01117
OG0000756	Pray.g_00038	Syas.g_01116
OG0000757	Pray.g_00032	Syas.g_01108
OG0000758	Pray.g_00031	Syas.g_01107
OG0000759	Pray.g_00030	Syas.g_01106
OG0000760	Pray.g_00029	Syas.g_01105
OG0000761	Pray.g_00028	Syas.g_01104
OG0000762	Pray.g_00027	Syas.g_01102
OG0000763	Pray.g_00025	Syas.g_01091
OG0000764	Pray.g_00024	Syas.g_01090
OG0000765	Pray.g_00015	Syas.g_01076
OG0000766	Pray.g_00014	Syas.g_01075
OG0000767	Pray.g_00012	Syas.g_01073
OG0000768	Pray.g_00011	Syas.g_01072
OG0000769	Pray.g_00009	Syas.g_01070
OG0000770	Pray.g_00007	Syas.g_01067
OG0000771	Pray.g_00250	Syas.g_00993
OG0000772	Pray.g_01895	Syas.g_01461
OG0000773	Pray.g_01879	Syas.g_00002
OG0000774	Pray.g_01877	Syas.g_02862
OG0000775	Pray.g_01875	Syas.g_02860
OG0000776	Pray.g_01874	Syas.g_02859
OG0000777	Pray.g_01873	Syas.g_02858
OG0000778	Pray.g_01872	Syas.g_02857
OG0000779	Pray.g_01868	Syas.g_02852
OG0000780	Pray.g_01867	Syas.g_02847
OG0000781	Pray.g_01864	Syas.g_02842
OG0000782	Pray.g_01863	Syas.g_02841
OG0000783	Pray.g_01862	Syas.g_02840
OG0000784	Pray.g_01861	Syas.g_02839
OG0000785	Pray.g_01859	Syas.g_02837
OG0000786	Pray.g_01857	Syas.g_02833
OG0000787	Pray.g_01856	Syas.g_02832
OG0000788	Pray.g_01842	Syas.g_00782
OG0000789	Pray.g_01839	Syas.g_01507
OG0000790	Pray.g_01824	Syas.g_01266
OG0000791	Pray.g_01822	Syas.g_01268
OG0000792	Pray.g_01821	Syas.g_01269
OG0000793	Pray.g_01818	Syas.g_01359
OG0000794	Pray.g_01817	Syas.g_01361
OG0000795	Pray.g_01816	Syas.g_01363
OG0000796	Pray.g_01812	Syas.g_01368
OG0000797	Pray.g_01811	Syas.g_01369
OG0000798	Pray.g_01799	Syas.g_02134
OG0000799	Pray.g_01740	Syas.g_02789
OG0000800	Pray.g_01739	Syas.g_02790
OG0000801	Pray.g_01738	Syas.g_02791
OG0000802	Pray.g_01736	Syas.g_02797
OG0000803	Pray.g_01734	Syas.g_02800
OG0000804	Pray.g_01733	Syas.g_02803
OG0000805	Pray.g_01731	Syas.g_02805
OG0000806	Pray.g_01729	Syas.g_02807
OG0000807	Pray.g_01728	Syas.g_02808
OG0000808	Pray.g_01727	Syas.g_02809
OG0000809	Pray.g_01724	Syas.g_02811
OG0000810	Pray.g_01723	Syas.g_02813
OG0000811	Pray.g_01719	Syas.g_02822
OG0000812	Pray.g_01717	Syas.g_02824
OG0000813	Pray.g_01716	Syas.g_02825
OG0000814	Pray.g_01714	Syas.g_02827
OG0000815	Pray.g_01713	Syas.g_02829
OG0000816	Pray.g_01711	Syas.g_02831
OG0000817	Pray.g_01710	Syas.g_02753
OG0000818	Pray.g_01705	Syas.g_01282
OG0000819	Pray.g_01704	Syas.g_01283
OG0000820	Pray.g_01703	Syas.g_01284
OG0000821	Pray.g_01699	Syas.g_01289
OG0000822	Pray.g_01698	Syas.g_01291
OG0000823	Pray.g_01697	Syas.g_01292
OG0000824	Pray.g_01694	Syas.g_01297
OG0000825	Pray.g_01693	Syas.g_01298
OG0000826	Pray.g_01692	Syas.g_01299
OG0000827	Pray.g_01691	Syas.g_01300
OG0000828	Pray.g_01688	Syas.g_01303
OG0000829	Pray.g_01687	Syas.g_01304
OG0000830	Pray.g_01686	Syas.g_01305
OG0000831	Pray.g_01684	Syas.g_01308
OG0000832	Pray.g_01678	Syas.g_01476
OG0000833	Pray.g_01670	Syas.g_02738
OG0000834	Pray.g_01669	Syas.g_02737
OG0000835	Pray.g_01668	Syas.g_02736
OG0000836	Pray.g_01667	Syas.g_02732
OG0000837	Pray.g_01666	Syas.g_02731
OG0000838	Pray.g_01664	Syas.g_02727
OG0000839	Pray.g_01663	Syas.g_02726
OG0000840	Pray.g_01662	Syas.g_02725
OG0000841	Pray.g_01661	Syas.g_02724
OG0000842	Pray.g_01660	Syas.g_02723
OG0000843	Pray.g_01659	Syas.g_02722
OG0000844	Pray.g_01658	Syas.g_02720
OG0000845	Pray.g_01657	Syas.g_02719
OG0000846	Pray.g_01656	Syas.g_02718
OG0000847	Pray.g_01655	Syas.g_02717
OG0000848	Pray.g_01654	Syas.g_02715
OG0000849	Pray.g_01653	Syas.g_02714
OG0000850	Pray.g_01651	Syas.g_02711
OG0000851	Pray.g_01650	Syas.g_02708
OG0000852	Pray.g_01649	Syas.g_02707
OG0000853	Pray.g_01645	Syas.g_02703
OG0000854	Pray.g_01643	Syas.g_02701
OG0000855	Pray.g_01642	Syas.g_02700
OG0000856	Pray.g_01627	Syas.g_00103
OG0000857	Pray.g_01600	Syas.g_00579
OG0000858	Pray.g_01565	Syas.g_02693
OG0000859	Pray.g_01564	Syas.g_02692
OG0000860	Pray.g_01557	Syas.g_02679
OG0000861	Pray.g_01556	Syas.g_02678
OG0000862	Pray.g_01555	Syas.g_02677
OG0000863	Pray.g_01553	Syas.g_02675
OG0000864	Pray.g_01552	Syas.g_02674
OG0000865	Pray.g_01551	Syas.g_02673
OG0000866	Pray.g_01550	Syas.g_02672
OG0000867	Pray.g_01549	Syas.g_02671
OG0000868	Pray.g_01548	Syas.g_02667
OG0000869	Pray.g_01544	Syas.g_02662
OG0000870	Pray.g_01539	Syas.g_02657
OG0000871	Pray.g_01538	Syas.g_02656
OG0000872	Pray.g_01537	Syas.g_02650
OG0000873	Pray.g_01534	Syas.g_02647
OG0000874	Pray.g_01531	Syas.g_02645
OG0000875	Pray.g_01530	Syas.g_02644
OG0000876	Pray.g_01529	Syas.g_00280
OG0000877	Pray.g_01527	Syas.g_02603
OG0000878	Pray.g_01526	Syas.g_02602
OG0000879	Pray.g_01525	Syas.g_02601
OG0000880	Pray.g_01524	Syas.g_02600
OG0000881	Pray.g_01520	Syas.g_02596
OG0000882	Pray.g_01515	Syas.g_02591
OG0000883	Pray.g_01513	Syas.g_02586
OG0000884	Pray.g_01512	Syas.g_02584
OG0000885	Pray.g_01511	Syas.g_02583
OG0000886	Pray.g_01510	Syas.g_02582
OG0000887	Pray.g_01509	Syas.g_02581
OG0000888	Pray.g_01507	Syas.g_02579
OG0000889	Pray.g_01505	Syas.g_02577
OG0000890	Pray.g_01504	Syas.g_02574
OG0000891	Pray.g_01503	Syas.g_02573
OG0000892	Pray.g_01229	Syas.g_02571
OG0000893	Pray.g_01234	Syas.g_01677
OG0000894	Pray.g_01236	Syas.g_01667
OG0000895	Pray.g_01239	Syas.g_01663
OG0000896	Pray.g_01240	Syas.g_01662
OG0000897	Pray.g_01242	Syas.g_01660
OG0000898	Pray.g_01243	Syas.g_01659
OG0000899	Pray.g_01244	Syas.g_01658
OG0000900	Pray.g_01245	Syas.g_01657
OG0000901	Pray.g_01248	Syas.g_01652
OG0000902	Pray.g_01250	Syas.g_01651
OG0000903	Pray.g_01253	Syas.g_01637
OG0000904	Pray.g_01255	Syas.g_01642
OG0000905	Pray.g_01260	Syas.g_01647
OG0000906	Pray.g_01261	Syas.g_01649
OG0000907	Pray.g_01264	Syas.g_01635
OG0000908	Pray.g_01267	Syas.g_01632
OG0000909	Pray.g_01268	Syas.g_01631
OG0000910	Pray.g_01269	Syas.g_01630
OG0000911	Pray.g_01271	Syas.g_01628
OG0000912	Pray.g_01272	Syas.g_01627
OG0000913	Pray.g_01273	Syas.g_01626
OG0000914	Pray.g_01274	Syas.g_01625
OG0000915	Pray.g_01275	Syas.g_01623
OG0000916	Pray.g_01276	Syas.g_01622
OG0000917	Pray.g_01277	Syas.g_01621
OG0000918	Pray.g_01278	Syas.g_01620
OG0000919	Pray.g_01279	Syas.g_01619
OG0000920	Pray.g_01280	Syas.g_01618
OG0000921	Pray.g_01281	Syas.g_01617
OG0000922	Pray.g_01282	Syas.g_01616
OG0000923	Pray.g_01286	Syas.g_01612
OG0000924	Pray.g_01287	Syas.g_01611
OG0000925	Pray.g_01288	Syas.g_01610
OG0000926	Pray.g_01289	Syas.g_01609
OG0000927	Pray.g_01291	Syas.g_01607
OG0000928	Pray.g_01292	Syas.g_01606
OG0000929	Pray.g_01293	Syas.g_01605
OG0000930	Pray.g_01294	Syas.g_01604
OG0000931	Pray.g_01295	Syas.g_01603
OG0000932	Pray.g_01296	Syas.g_01602
OG0000933	Pray.g_01300	Syas.g_01596
OG0000934	Pray.g_01302	Syas.g_01594
OG0000935	Pray.g_01303	Syas.g_01593
OG0000936	Pray.g_01304	Syas.g_01592
OG0000937	Pray.g_01305	Syas.g_01591
OG0000938	Pray.g_01307	Syas.g_01588
OG0000939	Pray.g_01308	Syas.g_01587
OG0000940	Pray.g_01315	Syas.g_01580
OG0000941	Pray.g_01317	Syas.g_01578
OG0000942	Pray.g_01319	Syas.g_01576
OG0000943	Pray.g_01320	Syas.g_01575
OG0000944	Pray.g_01321	Syas.g_01573
OG0000945	Pray.g_01322	Syas.g_01572
OG0000946	Pray.g_01327	Syas.g_01565
OG0000947	Pray.g_01329	Syas.g_01562
OG0000948	Pray.g_01330	Syas.g_01561
OG0000949	Pray.g_01333	Syas.g_02213
OG0000950	Pray.g_01338	Syas.g_02197
OG0000951	Pray.g_01342	Syas.g_02190
OG0000952	Pray.g_01346	Syas.g_02186
OG0000953	Pray.g_01349	Syas.g_02182
OG0000954	Pray.g_01353	Syas.g_02174
OG0000955	Pray.g_01354	Syas.g_02173
OG0000956	Pray.g_01356	Syas.g_02171
OG0000957	Pray.g_01362	Syas.g_02158
OG0000958	Pray.g_01363	Syas.g_02157
OG0000959	Pray.g_01367	Syas.g_02154
OG0000960	Pray.g_01368	Syas.g_02153
OG0000961	Pray.g_01370	Syas.g_02345
OG0000962	Pray.g_01372	Syas.g_02146
OG0000963	Pray.g_01376	Syas.g_02143
OG0000964	Pray.g_01377	Syas.g_02142
OG0000965	Pray.g_01378	Syas.g_02141
OG0000966	Pray.g_01385	Syas.g_02112
OG0000967	Pray.g_01390	Syas.g_02108
OG0000968	Pray.g_01392	Syas.g_02106
OG0000969	Pray.g_01393	Syas.g_02104
OG0000970	Pray.g_01394	Syas.g_02103
OG0000971	Pray.g_01395	Syas.g_02101
OG0000972	Pray.g_01396	Syas.g_02100
OG0000973	Pray.g_01397	Syas.g_02099
OG0000974	Pray.g_01398	Syas.g_02098
OG0000975	Pray.g_01399	Syas.g_02097
OG0000976	Pray.g_01400	Syas.g_02096
OG0000977	Pray.g_01401	Syas.g_02094
OG0000978	Pray.g_01402	Syas.g_02093
OG0000979	Pray.g_01405	Syas.g_02090
OG0000980	Pray.g_01407	Syas.g_02087
OG0000981	Pray.g_01409	Syas.g_02084
OG0000982	Pray.g_01411	Syas.g_01882
OG0000983	Pray.g_01412	Syas.g_01883
OG0000984	Pray.g_01413	Syas.g_01884
OG0000985	Pray.g_01416	Syas.g_01888
OG0000986	Pray.g_01418	Syas.g_01891
OG0000987	Pray.g_01419	Syas.g_01897
OG0000988	Pray.g_01422	Syas.g_01902
OG0000989	Pray.g_01426	Syas.g_01908
OG0000990	Pray.g_01429	Syas.g_01937
OG0000991	Pray.g_01430	Syas.g_01939
OG0000992	Pray.g_01432	Syas.g_01943
OG0000993	Pray.g_01433	Syas.g_01945
OG0000994	Pray.g_01434	Syas.g_01948
OG0000995	Pray.g_01438	Syas.g_01955
OG0000996	Pray.g_01439	Syas.g_01977
OG0000997	Pray.g_01440	Syas.g_01993
OG0000998	Pray.g_01442	Syas.g_01995
OG0000999	Pray.g_01443	Syas.g_01996
OG0001000	Pray.g_01446	Syas.g_02000
OG0001001	Pray.g_01448	Syas.g_02006
OG0001002	Pray.g_01452	Syas.g_02014
OG0001003	Pray.g_01453	Syas.g_02016
OG0001004	Pray.g_01454	Syas.g_02017
OG0001005	Pray.g_01455	Syas.g_02018
OG0001006	Pray.g_01459	Syas.g_02032
OG0001007	Pray.g_01461	Syas.g_02034
OG0001008	Pray.g_00927	Syas.g_01496
OG0001009	Pray.g_01489	Syas.g_02065
OG0001010	Pray.g_01490	Syas.g_02066
OG0001011	Pray.g_01491	Syas.g_02068
OG0001012	Pray.g_00240	Syas.g_00152
OG0001013	Pray.g_00235	Syas.g_01866
OG0001014	Pray.g_00232	Syas.g_01857
OG0001015	Pray.g_00231	Syas.g_01856
OG0001016	Pray.g_00216	Syas.g_02517
OG0001017	Pray.g_00212	Syas.g_02511
OG0001018	Pray.g_00209	Syas.g_02509
OG0001019	Pray.g_00200	Syas.g_02469
OG0001020	Pray.g_00199	Syas.g_02443
OG0001021	Pray.g_00198	Syas.g_02437
OG0001022	Pray.g_00195	Syas.g_02434
OG0001023	Pray.g_00194	Syas.g_02433
OG0001024	Pray.g_00191	Syas.g_00135
OG0001025	Pray.g_00185	Syas.g_02424
OG0001026	Pray.g_00178	Syas.g_02412
OG0001027	Pray.g_00177	Syas.g_02408
OG0001028	Pray.g_00175	Syas.g_02405
OG0001029	Pray.g_00174	Syas.g_02403
OG0001030	Pray.g_00159	Syas.g_02384
OG0001031	Pray.g_00667	Syas.g_02293
OG0001032	Pray.g_00668	Syas.g_02290
OG0001033	Pray.g_00689	Syas.g_02239
OG0001034	Pray.g_00717	Syas.g_02556
OG0001035	Pray.g_00735	Syas.g_01704
OG0001036	Pray.g_00739	Syas.g_01709
OG0001037	Pray.g_00740	Syas.g_01711
OG0001038	Pray.g_00757	Syas.g_01751
OG0001039	Pray.g_00760	Syas.g_01754
OG0001041	Pray.g_00766	Syas.g_01761
OG0001042	Pray.g_00782	Syas.g_01821
OG0001043	Pray.g_00783	Syas.g_01817
OG0001044	Pray.g_00811	Syas.g_01542
OG0001045	Pray.g_00820	Syas.g_01529
OG0001046	Pray.g_00857	Syas.g_00532
OG0001047	Pray.g_00929	Syas.g_01494
OG0001048	Pray.g_00930	Syas.g_01493
OG0001049	Pray.g_00932	Syas.g_02742
OG0001050	Pray.g_00933	Syas.g_02743
OG0001051	Pray.g_00934	Syas.g_02744
OG0001052	Pray.g_00961	Syas.g_01337
OG0001053	Pray.g_00973	Syas.g_01250
OG0001054	Pray.g_00989	Syas.g_01231
OG0001055	Pray.g_01008	Syas.g_01210
OG0001056	Pray.g_01225	Syas.g_00068
OG0001057	Pray.g_01220	Syas.g_00763
OG0001058	Pray.g_01212	Syas.g_00787
OG0001059	Pray.g_01208	Syas.g_00791
OG0001060	Pray.g_01201	Syas.g_00797
OG0001061	Pray.g_01188	Syas.g_00816
OG0001062	Pray.g_01186	Syas.g_00819
OG0001063	Pray.g_01184	Syas.g_00830
OG0001064	Pray.g_01183	Syas.g_00831
OG0001065	Pray.g_01182	Syas.g_00832
OG0001066	Pray.g_01181	Syas.g_00833
OG0001067	Pray.g_01180	Syas.g_00834
OG0001068	Pray.g_01179	Syas.g_00835
OG0001069	Pray.g_01178	Syas.g_00836
OG0001070	Pray.g_01175	Syas.g_00840
OG0001071	Pray.g_01174	Syas.g_00841
OG0001072	Pray.g_01173	Syas.g_00844
OG0001073	Pray.g_01159	Syas.g_00855
OG0001074	Pray.g_01148	Syas.g_00157
OG0001075	Pray.g_01147	Syas.g_00163
OG0001076	Pray.g_01139	Syas.g_00113
OG0001077	Pray.g_01135	Syas.g_00101
OG0001078	Pray.g_01127	Syas.g_00745
OG0001079	Pray.g_01116	Syas.g_00729
OG0001080	Pray.g_01110	Syas.g_00717
OG0001081	Pray.g_01108	Syas.g_00715
OG0001082	Pray.g_01107	Syas.g_00714
OG0001083	Pray.g_01102	Syas.g_00707
OG0001084	Pray.g_01101	Syas.g_00706
OG0001085	Pray.g_01093	Syas.g_00693
OG0001086	Pray.g_01092	Syas.g_00691
OG0001087	Pray.g_01075	Syas.g_00071
OG0001088	Pray.g_01074	Syas.g_01060
OG0001089	Pray.g_01066	Syas.g_01039
OG0001090	Pray.g_01039	Syas.g_00980
OG0001091	Pray.g_01037	Syas.g_00979
OG0001092	Pray.g_01036	Syas.g_00178
OG0001093	Pray.g_01031	Syas.g_00184
OG0001095	Pray.g_00361	Syas.g_00582
OG0001097	Pray.g_00393	Syas.g_00243
OG0001098	Pray.g_00408	Syas.g_00880
OG0001099	Pray.g_00440	Syas.g_02404
OG0001100	Pray.g_00444	Syas.g_00682
OG0001101	Pray.g_00446	Syas.g_00680
OG0001102	Pray.g_00449	Syas.g_00677
OG0001103	Pray.g_00451	Syas.g_00675
OG0001104	Pray.g_00474	Syas.g_00620
OG0001105	Pray.g_00478	Syas.g_00617
OG0001106	Pray.g_00502	Syas.g_00447
OG0001107	Pray.g_00509	Syas.g_00459
OG0001108	Pray.g_00513	Syas.g_00494
OG0001109	Pray.g_00514	Syas.g_00496
OG0001110	Pray.g_00516	Syas.g_00498
OG0001111	Pray.g_00517	Syas.g_00500
OG0001112	Pray.g_00518	Syas.g_00503
OG0001113	Pray.g_00519	Syas.g_00504
OG0001114	Pray.g_00520	Syas.g_00505
OG0001115	Pray.g_00522	Syas.g_00527
OG0001116	Pray.g_00523	Syas.g_00529
OG0001117	Pray.g_00524	Syas.g_00530
OG0001118	Pray.g_00525	Syas.g_00531
OG0001119	Pray.g_00526	Syas.g_00533
OG0001120	Pray.g_00528	Syas.g_00539
OG0001122	Pray.g_00556	Syas.g_00222
OG0001123	Pray.g_00560	Syas.g_00214
OG0001124	Pray.g_00562	Syas.g_00212
OG0001125	Pray.g_00563	Syas.g_00210
OG0001126	Pray.g_00573	Syas.g_00991
OG0001127	Pray.g_00574	Syas.g_00992
OG0001128	Pray.g_00576	Syas.g_00995
OG0001129	Pray.g_00577	Syas.g_00997
OG0001130	Pray.g_00578	Syas.g_00998
OG0001131	Pray.g_00614	Syas.g_01401
OG0001132	Pray.g_00623	Syas.g_00525
OG0001133	Pray.g_00112	Syas.g_00109
OG0001136	Pray.g_00067	Syas.g_01187
OG0001138	Pray.g_00037	Syas.g_01114
OG0001139	Pray.g_00036	Syas.g_01112
OG0001140	Pray.g_00035	Syas.g_01111
OG0001141	Pray.g_00034	Syas.g_01110
OG0001142	Pray.g_00033	Syas.g_01109
OG0001143	Pray.g_00026	Syas.g_01092
OG0001144	Pray.g_00021	Syas.g_01084
OG0001145	Pray.g_01878	Syas.g_02867
OG0001146	Pray.g_01866	Syas.g_02846
OG0001147	Pray.g_01843	Syas.g_01329
OG0001148	Pray.g_01827	Syas.g_01263
OG0001149	Pray.g_01826	Syas.g_01264
OG0001150	Pray.g_01825	Syas.g_01265
OG0001151	Pray.g_01814	Syas.g_01366
OG0001152	Pray.g_01813	Syas.g_01367
OG0001153	Pray.g_01690	Syas.g_01301
OG0001154	Pray.g_01689	Syas.g_01302
OG0001155	Pray.g_01677	Syas.g_01478
OG0001156	Pray.g_01674	Syas.g_01489
OG0001157	Pray.g_01673	Syas.g_01490
OG0001158	Pray.g_01672	Syas.g_01491
OG0001159	Pray.g_01671	Syas.g_01492
OG0001160	Pray.g_01647	Syas.g_02705
OG0001161	Pray.g_01634	Syas.g_02030
OG0001162	Pray.g_01623	Syas.g_02473
OG0001163	Pray.g_01567	Syas.g_02697
OG0001164	Pray.g_01563	Syas.g_02691
OG0001165	Pray.g_01560	Syas.g_02686
OG0001166	Pray.g_01540	Syas.g_02658
OG0001167	Pray.g_01523	Syas.g_01046
OG0001168	Pray.g_01521	Syas.g_02597
OG0001169	Pray.g_01519	Syas.g_02595
OG0001170	Pray.g_01517	Syas.g_02593
OG0001171	Pray.g_01508	Syas.g_02580
OG0001172	Pray.g_01237	Syas.g_01665
OG0001173	Pray.g_01238	Syas.g_01664
OG0001174	Pray.g_01246	Syas.g_01656
OG0001175	Pray.g_01247	Syas.g_01655
OG0001176	Pray.g_01254	Syas.g_01638
OG0001177	Pray.g_01257	Syas.g_01640
OG0001178	Pray.g_01262	Syas.g_02676
OG0001179	Pray.g_01290	Syas.g_01608
