Orthogroup	Pray	Syac
OG0000586	Pray.g_01150	Syac.g_00941
OG0000587	Pray.g_01149	Syac.g_00943
OG0000588	Pray.g_01145	Syac.g_00949
OG0000589	Pray.g_01142	Syac.g_00953
OG0000590	Pray.g_01141	Syac.g_00954
OG0000591	Pray.g_01138	Syac.g_00961
OG0000592	Pray.g_01137	Syac.g_00962
OG0000593	Pray.g_01131	Syac.g_00975
OG0000594	Pray.g_01130	Syac.g_00976
OG0000595	Pray.g_01129	Syac.g_00977
OG0000596	Pray.g_01125	Syac.g_00982
OG0000597	Pray.g_01123	Syac.g_00985
OG0000598	Pray.g_01122	Syac.g_00986
OG0000599	Pray.g_01119	Syac.g_00989
OG0000600	Pray.g_01118	Syac.g_00990
OG0000601	Pray.g_01117	Syac.g_00991
OG0000602	Pray.g_01115	Syac.g_00996
OG0000603	Pray.g_01114	Syac.g_00997
OG0000604	Pray.g_01113	Syac.g_01001
OG0000605	Pray.g_01112	Syac.g_01089
OG0000606	Pray.g_01109	Syac.g_01434
OG0000607	Pray.g_01106	Syac.g_01430
OG0000608	Pray.g_01105	Syac.g_01429
OG0000609	Pray.g_01104	Syac.g_01427
OG0000610	Pray.g_01099	Syac.g_01419
OG0000611	Pray.g_01096	Syac.g_01416
OG0000612	Pray.g_01095	Syac.g_01415
OG0000613	Pray.g_01090	Syac.g_00231
OG0000614	Pray.g_01071	Syac.g_00911
OG0000615	Pray.g_01063	Syac.g_01377
OG0000616	Pray.g_01059	Syac.g_02478
OG0000617	Pray.g_01034	Syac.g_01280
OG0000618	Pray.g_01033	Syac.g_01279
OG0000619	Pray.g_01032	Syac.g_01278
OG0000620	Pray.g_01029	Syac.g_01270
OG0000621	Pray.g_01028	Syac.g_01269
OG0000622	Pray.g_01027	Syac.g_01268
OG0000623	Pray.g_01026	Syac.g_01267
OG0000624	Pray.g_01025	Syac.g_01265
OG0000625	Pray.g_00269	Syac.g_01264
OG0000626	Pray.g_00270	Syac.g_01263
OG0000627	Pray.g_00271	Syac.g_01126
OG0000628	Pray.g_00272	Syac.g_01127
OG0000629	Pray.g_00273	Syac.g_01130
OG0000630	Pray.g_00276	Syac.g_01134
OG0000631	Pray.g_00339	Syac.g_01139
OG0000632	Pray.g_00340	Syac.g_01140
OG0000633	Pray.g_00341	Syac.g_01141
OG0000634	Pray.g_00344	Syac.g_01345
OG0000635	Pray.g_00345	Syac.g_01344
OG0000636	Pray.g_00347	Syac.g_01342
OG0000637	Pray.g_00349	Syac.g_01340
OG0000638	Pray.g_00350	Syac.g_01339
OG0000639	Pray.g_00351	Syac.g_01338
OG0000640	Pray.g_00352	Syac.g_01337
OG0000641	Pray.g_00356	Syac.g_01333
OG0000642	Pray.g_00357	Syac.g_01332
OG0000643	Pray.g_00358	Syac.g_01330
OG0000644	Pray.g_00359	Syac.g_01329
OG0000645	Pray.g_00360	Syac.g_01327
OG0000646	Pray.g_00362	Syac.g_01324
OG0000647	Pray.g_00363	Syac.g_01322
OG0000648	Pray.g_00365	Syac.g_01319
OG0000649	Pray.g_00366	Syac.g_01318
OG0000650	Pray.g_00367	Syac.g_01317
OG0000651	Pray.g_00368	Syac.g_01316
OG0000652	Pray.g_00369	Syac.g_01315
OG0000653	Pray.g_00371	Syac.g_01313
OG0000654	Pray.g_00372	Syac.g_01312
OG0000655	Pray.g_00373	Syac.g_01311
OG0000656	Pray.g_00376	Syac.g_01308
OG0000657	Pray.g_00384	Syac.g_00846
OG0000658	Pray.g_00385	Syac.g_00842
OG0000659	Pray.g_00386	Syac.g_00841
OG0000660	Pray.g_00390	Syac.g_00837
OG0000661	Pray.g_00392	Syac.g_00835
OG0000662	Pray.g_00394	Syac.g_00833
OG0000663	Pray.g_00396	Syac.g_00830
OG0000664	Pray.g_00397	Syac.g_00829
OG0000665	Pray.g_00401	Syac.g_01018
OG0000666	Pray.g_00402	Syac.g_01088
OG0000667	Pray.g_00406	Syac.g_02165
OG0000668	Pray.g_00436	Syac.g_01239
OG0000669	Pray.g_00443	Syac.g_01404
OG0000670	Pray.g_00445	Syac.g_00580
OG0000671	Pray.g_00447	Syac.g_01400
OG0000672	Pray.g_00450	Syac.g_01396
OG0000673	Pray.g_00453	Syac.g_01393
OG0000674	Pray.g_00455	Syac.g_01391
OG0000675	Pray.g_00456	Syac.g_01390
OG0000676	Pray.g_00458	Syac.g_01388
OG0000677	Pray.g_00459	Syac.g_01387
OG0000678	Pray.g_00461	Syac.g_01384
OG0000679	Pray.g_00465	Syac.g_01375
OG0000680	Pray.g_00466	Syac.g_01374
OG0000681	Pray.g_00469	Syac.g_01371
OG0000682	Pray.g_00470	Syac.g_01370
OG0000683	Pray.g_00471	Syac.g_01369
OG0000684	Pray.g_00473	Syac.g_01365
OG0000685	Pray.g_00475	Syac.g_01363
OG0000686	Pray.g_00476	Syac.g_01362
OG0000687	Pray.g_00477	Syac.g_01361
OG0000688	Pray.g_00480	Syac.g_01356
OG0000689	Pray.g_00481	Syac.g_01354
OG0000690	Pray.g_00482	Syac.g_01353
OG0000691	Pray.g_00483	Syac.g_01352
OG0000692	Pray.g_00485	Syac.g_01351
OG0000693	Pray.g_00486	Syac.g_01349
OG0000694	Pray.g_00487	Syac.g_01348
OG0000695	Pray.g_00489	Syac.g_01143
OG0000696	Pray.g_00490	Syac.g_01144
OG0000697	Pray.g_00491	Syac.g_01146
OG0000698	Pray.g_00494	Syac.g_01149
OG0000699	Pray.g_00495	Syac.g_01151
OG0000700	Pray.g_00496	Syac.g_01152
OG0000701	Pray.g_00497	Syac.g_01153
OG0000702	Pray.g_00499	Syac.g_01161
OG0000703	Pray.g_00500	Syac.g_01162
OG0000704	Pray.g_00501	Syac.g_01165
OG0000705	Pray.g_00505	Syac.g_01174
OG0000706	Pray.g_00506	Syac.g_01175
OG0000707	Pray.g_00507	Syac.g_01176
OG0000708	Pray.g_00508	Syac.g_01179
OG0000709	Pray.g_00512	Syac.g_01187
OG0000710	Pray.g_00515	Syac.g_01191
OG0000711	Pray.g_00532	Syac.g_01220
OG0000712	Pray.g_00534	Syac.g_01221
OG0000713	Pray.g_00535	Syac.g_01222
OG0000714	Pray.g_00536	Syac.g_01224
OG0000715	Pray.g_00538	Syac.g_01226
OG0000716	Pray.g_00540	Syac.g_01230
OG0000717	Pray.g_00541	Syac.g_01231
OG0000718	Pray.g_00553	Syac.g_01235
OG0000719	Pray.g_00555	Syac.g_01237
OG0000720	Pray.g_00564	Syac.g_01250
OG0000721	Pray.g_00566	Syac.g_01252
OG0000722	Pray.g_00567	Syac.g_01253
OG0000723	Pray.g_00570	Syac.g_01261
OG0000724	Pray.g_00579	Syac.g_00879
OG0000725	Pray.g_00585	Syac.g_00887
OG0000726	Pray.g_00586	Syac.g_00888
OG0000727	Pray.g_00587	Syac.g_00889
OG0000728	Pray.g_00589	Syac.g_00891
OG0000729	Pray.g_00634	Syac.g_00144
OG0000730	Pray.g_00132	Syac.g_02024
OG0000731	Pray.g_00128	Syac.g_02011
OG0000732	Pray.g_00118	Syac.g_00051
OG0000733	Pray.g_00096	Syac.g_02386
OG0000734	Pray.g_00079	Syac.g_00388
OG0000735	Pray.g_00077	Syac.g_00750
OG0000736	Pray.g_00076	Syac.g_00751
OG0000737	Pray.g_00075	Syac.g_00752
OG0000738	Pray.g_00071	Syac.g_00757
OG0000739	Pray.g_00070	Syac.g_00762
OG0000740	Pray.g_00069	Syac.g_00763
OG0000741	Pray.g_00068	Syac.g_00766
OG0000742	Pray.g_00065	Syac.g_00768
OG0000743	Pray.g_00063	Syac.g_00770
OG0000744	Pray.g_00062	Syac.g_00771
OG0000745	Pray.g_00060	Syac.g_00773
OG0000746	Pray.g_00058	Syac.g_00776
OG0000747	Pray.g_00057	Syac.g_00777
OG0000748	Pray.g_00054	Syac.g_00787
OG0000749	Pray.g_00053	Syac.g_00789
OG0000750	Pray.g_00052	Syac.g_00790
OG0000751	Pray.g_00050	Syac.g_00797
OG0000752	Pray.g_00048	Syac.g_00799
OG0000753	Pray.g_00045	Syac.g_00802
OG0000754	Pray.g_00042	Syac.g_01471
OG0000755	Pray.g_00039	Syac.g_01479
OG0000756	Pray.g_00038	Syac.g_01480
OG0000757	Pray.g_00032	Syac.g_01492
OG0000758	Pray.g_00031	Syac.g_01493
OG0000759	Pray.g_00030	Syac.g_01494
OG0000760	Pray.g_00029	Syac.g_01495
OG0000761	Pray.g_00028	Syac.g_01496
OG0000762	Pray.g_00027	Syac.g_01498
OG0000763	Pray.g_00025	Syac.g_01500
OG0000764	Pray.g_00024	Syac.g_01501
OG0000765	Pray.g_00015	Syac.g_01515
OG0000766	Pray.g_00014	Syac.g_01516
OG0000767	Pray.g_00012	Syac.g_01518
OG0000768	Pray.g_00011	Syac.g_01519
OG0000769	Pray.g_00009	Syac.g_01521
OG0000770	Pray.g_00007	Syac.g_01524
OG0000771	Pray.g_00250	Syac.g_00873
OG0000772	Pray.g_01895	Syac.g_01569
OG0000773	Pray.g_01879	Syac.g_00741
OG0000774	Pray.g_01877	Syac.g_00737
OG0000775	Pray.g_01875	Syac.g_00735
OG0000776	Pray.g_01874	Syac.g_00734
OG0000777	Pray.g_01873	Syac.g_00733
OG0000778	Pray.g_01872	Syac.g_00732
OG0000779	Pray.g_01868	Syac.g_00727
OG0000780	Pray.g_01867	Syac.g_00723
OG0000781	Pray.g_01864	Syac.g_00719
OG0000782	Pray.g_01863	Syac.g_00718
OG0000783	Pray.g_01862	Syac.g_00717
OG0000784	Pray.g_01861	Syac.g_00716
OG0000785	Pray.g_01859	Syac.g_00714
OG0000786	Pray.g_01857	Syac.g_01730
OG0000787	Pray.g_01856	Syac.g_01731
OG0000788	Pray.g_01842	Syac.g_00992
OG0000789	Pray.g_01839	Syac.g_01111
OG0000790	Pray.g_01824	Syac.g_01921
OG0000791	Pray.g_01822	Syac.g_01922
OG0000792	Pray.g_01821	Syac.g_01923
OG0000793	Pray.g_01818	Syac.g_01928
OG0000794	Pray.g_01817	Syac.g_01929
OG0000795	Pray.g_01816	Syac.g_01930
OG0000796	Pray.g_01812	Syac.g_01934
OG0000797	Pray.g_01811	Syac.g_01935
OG0000799	Pray.g_01740	Syac.g_01602
OG0000800	Pray.g_01739	Syac.g_01603
OG0000801	Pray.g_01738	Syac.g_01604
OG0000802	Pray.g_01736	Syac.g_01608
OG0000803	Pray.g_01734	Syac.g_01613
OG0000804	Pray.g_01733	Syac.g_01616
OG0000805	Pray.g_01731	Syac.g_01620
OG0000806	Pray.g_01729	Syac.g_01622
OG0000807	Pray.g_01728	Syac.g_01624
OG0000808	Pray.g_01727	Syac.g_01625
OG0000809	Pray.g_01724	Syac.g_01628
OG0000810	Pray.g_01723	Syac.g_01629
OG0000811	Pray.g_01719	Syac.g_01637
OG0000812	Pray.g_01717	Syac.g_01639
OG0000813	Pray.g_01716	Syac.g_01640
OG0000814	Pray.g_01714	Syac.g_01642
OG0000815	Pray.g_01713	Syac.g_01643
OG0000816	Pray.g_01711	Syac.g_01645
OG0000817	Pray.g_01710	Syac.g_01646
OG0000818	Pray.g_01705	Syac.g_01652
OG0000819	Pray.g_01704	Syac.g_01653
OG0000820	Pray.g_01703	Syac.g_01654
OG0000821	Pray.g_01699	Syac.g_01659
OG0000822	Pray.g_01698	Syac.g_01661
OG0000823	Pray.g_01697	Syac.g_01662
OG0000824	Pray.g_01694	Syac.g_01666
OG0000825	Pray.g_01693	Syac.g_01667
OG0000826	Pray.g_01692	Syac.g_01668
OG0000827	Pray.g_01691	Syac.g_01669
OG0000828	Pray.g_01688	Syac.g_01672
OG0000829	Pray.g_01687	Syac.g_01673
OG0000830	Pray.g_01686	Syac.g_01674
OG0000831	Pray.g_01684	Syac.g_01676
OG0000832	Pray.g_01678	Syac.g_00623
OG0000833	Pray.g_01670	Syac.g_00613
OG0000834	Pray.g_01669	Syac.g_00610
OG0000835	Pray.g_01668	Syac.g_00609
OG0000836	Pray.g_01667	Syac.g_00605
OG0000837	Pray.g_01666	Syac.g_00604
OG0000838	Pray.g_01664	Syac.g_00600
OG0000839	Pray.g_01663	Syac.g_00599
OG0000840	Pray.g_01662	Syac.g_00598
OG0000841	Pray.g_01661	Syac.g_00597
OG0000842	Pray.g_01660	Syac.g_00596
OG0000843	Pray.g_01659	Syac.g_00595
OG0000844	Pray.g_01658	Syac.g_00593
OG0000845	Pray.g_01657	Syac.g_00592
OG0000846	Pray.g_01656	Syac.g_00591
OG0000847	Pray.g_01655	Syac.g_00590
OG0000848	Pray.g_01654	Syac.g_00588
OG0000849	Pray.g_01653	Syac.g_00587
OG0000850	Pray.g_01651	Syac.g_00585
OG0000851	Pray.g_01650	Syac.g_00573
OG0000852	Pray.g_01649	Syac.g_00572
OG0000853	Pray.g_01645	Syac.g_00568
OG0000854	Pray.g_01643	Syac.g_00566
OG0000855	Pray.g_01642	Syac.g_00565
OG0000856	Pray.g_01627	Syac.g_00964
OG0000857	Pray.g_01600	Syac.g_01323
OG0000858	Pray.g_01565	Syac.g_00559
OG0000859	Pray.g_01564	Syac.g_00558
OG0000860	Pray.g_01557	Syac.g_00542
OG0000861	Pray.g_01556	Syac.g_00541
OG0000862	Pray.g_01555	Syac.g_00540
OG0000863	Pray.g_01553	Syac.g_00538
OG0000864	Pray.g_01552	Syac.g_00537
OG0000865	Pray.g_01551	Syac.g_00533
OG0000866	Pray.g_01550	Syac.g_00532
OG0000867	Pray.g_01549	Syac.g_00531
OG0000868	Pray.g_01548	Syac.g_00529
OG0000869	Pray.g_01544	Syac.g_00524
OG0000870	Pray.g_01539	Syac.g_00519
OG0000871	Pray.g_01538	Syac.g_00518
OG0000872	Pray.g_01537	Syac.g_00510
OG0000873	Pray.g_01534	Syac.g_00507
OG0000874	Pray.g_01531	Syac.g_00512
OG0000875	Pray.g_01530	Syac.g_00505
OG0000876	Pray.g_01529	Syac.g_00675
OG0000877	Pray.g_01527	Syac.g_00671
OG0000878	Pray.g_01526	Syac.g_00670
OG0000879	Pray.g_01525	Syac.g_00669
OG0000880	Pray.g_01524	Syac.g_00668
OG0000881	Pray.g_01520	Syac.g_00664
OG0000882	Pray.g_01515	Syac.g_00659
OG0000883	Pray.g_01513	Syac.g_00656
OG0000884	Pray.g_01512	Syac.g_00654
OG0000885	Pray.g_01511	Syac.g_00653
OG0000886	Pray.g_01510	Syac.g_00652
OG0000887	Pray.g_01509	Syac.g_00651
OG0000888	Pray.g_01507	Syac.g_00649
OG0000889	Pray.g_01505	Syac.g_00647
OG0000890	Pray.g_01504	Syac.g_00642
OG0000891	Pray.g_01503	Syac.g_00641
OG0000892	Pray.g_01229	Syac.g_00638
OG0000893	Pray.g_01234	Syac.g_02193
OG0000894	Pray.g_01236	Syac.g_02189
OG0000895	Pray.g_01239	Syac.g_02185
OG0000896	Pray.g_01240	Syac.g_02184
OG0000897	Pray.g_01242	Syac.g_02182
OG0000898	Pray.g_01243	Syac.g_02181
OG0000899	Pray.g_01244	Syac.g_02180
OG0000900	Pray.g_01245	Syac.g_02179
OG0000901	Pray.g_01248	Syac.g_02174
OG0000902	Pray.g_01250	Syac.g_02172
OG0000903	Pray.g_01253	Syac.g_02140
OG0000904	Pray.g_01255	Syac.g_02145
OG0000905	Pray.g_01260	Syac.g_02148
OG0000906	Pray.g_01261	Syac.g_02150
OG0000907	Pray.g_01264	Syac.g_02138
OG0000908	Pray.g_01267	Syac.g_02135
OG0000909	Pray.g_01268	Syac.g_02134
OG0000910	Pray.g_01269	Syac.g_02133
OG0000911	Pray.g_01271	Syac.g_02131
OG0000912	Pray.g_01272	Syac.g_02130
OG0000913	Pray.g_01273	Syac.g_02129
OG0000914	Pray.g_01274	Syac.g_02128
OG0000915	Pray.g_01275	Syac.g_02127
OG0000916	Pray.g_01276	Syac.g_02126
OG0000917	Pray.g_01277	Syac.g_02125
OG0000918	Pray.g_01278	Syac.g_02124
OG0000919	Pray.g_01279	Syac.g_02123
OG0000920	Pray.g_01280	Syac.g_02122
OG0000921	Pray.g_01281	Syac.g_02121
OG0000922	Pray.g_01282	Syac.g_02120
OG0000923	Pray.g_01286	Syac.g_02116
OG0000924	Pray.g_01287	Syac.g_02115
OG0000925	Pray.g_01288	Syac.g_02114
OG0000926	Pray.g_01289	Syac.g_02113
OG0000927	Pray.g_01291	Syac.g_02111
OG0000928	Pray.g_01292	Syac.g_02110
OG0000929	Pray.g_01293	Syac.g_02109
OG0000930	Pray.g_01294	Syac.g_02108
OG0000931	Pray.g_01295	Syac.g_02107
OG0000932	Pray.g_01296	Syac.g_02106
OG0000933	Pray.g_01300	Syac.g_02101
OG0000934	Pray.g_01302	Syac.g_02099
OG0000935	Pray.g_01303	Syac.g_02098
OG0000936	Pray.g_01304	Syac.g_02097
OG0000937	Pray.g_01305	Syac.g_02096
OG0000938	Pray.g_01307	Syac.g_02092
OG0000939	Pray.g_01308	Syac.g_02091
OG0000940	Pray.g_01315	Syac.g_02084
OG0000941	Pray.g_01317	Syac.g_02082
OG0000942	Pray.g_01319	Syac.g_02080
OG0000943	Pray.g_01320	Syac.g_02079
OG0000944	Pray.g_01321	Syac.g_02077
OG0000945	Pray.g_01322	Syac.g_02075
OG0000946	Pray.g_01327	Syac.g_02071
OG0000947	Pray.g_01329	Syac.g_02068
OG0000948	Pray.g_01330	Syac.g_02067
OG0000949	Pray.g_01333	Syac.g_00205
OG0000950	Pray.g_01338	Syac.g_00193
OG0000951	Pray.g_01342	Syac.g_00188
OG0000952	Pray.g_01346	Syac.g_00183
OG0000953	Pray.g_01349	Syac.g_00177
OG0000954	Pray.g_01353	Syac.g_00172
OG0000955	Pray.g_01354	Syac.g_00171
OG0000956	Pray.g_01356	Syac.g_00169
OG0000957	Pray.g_01362	Syac.g_00158
OG0000958	Pray.g_01363	Syac.g_00157
OG0000959	Pray.g_01367	Syac.g_00153
OG0000960	Pray.g_01368	Syac.g_00152
OG0000961	Pray.g_01370	Syac.g_00147
OG0000962	Pray.g_01372	Syac.g_00145
OG0000963	Pray.g_01376	Syac.g_00140
OG0000964	Pray.g_01377	Syac.g_00139
OG0000965	Pray.g_01378	Syac.g_00138
OG0000966	Pray.g_01385	Syac.g_00107
OG0000967	Pray.g_01390	Syac.g_00075
OG0000968	Pray.g_01392	Syac.g_00080
OG0000969	Pray.g_01393	Syac.g_00078
OG0000970	Pray.g_01394	Syac.g_00077
OG0000971	Pray.g_01395	Syac.g_00067
OG0000972	Pray.g_01396	Syac.g_00066
OG0000973	Pray.g_01397	Syac.g_00065
OG0000974	Pray.g_01398	Syac.g_00064
OG0000975	Pray.g_01399	Syac.g_00063
OG0000976	Pray.g_01400	Syac.g_00062
OG0000977	Pray.g_01401	Syac.g_00059
OG0000978	Pray.g_01402	Syac.g_00058
OG0000979	Pray.g_01405	Syac.g_00055
OG0000980	Pray.g_01407	Syac.g_00052
OG0000981	Pray.g_01409	Syac.g_00049
OG0000982	Pray.g_01411	Syac.g_02354
OG0000983	Pray.g_01412	Syac.g_02355
OG0000984	Pray.g_01413	Syac.g_02356
OG0000985	Pray.g_01416	Syac.g_02359
OG0000986	Pray.g_01418	Syac.g_02363
OG0000987	Pray.g_01419	Syac.g_02365
OG0000988	Pray.g_01422	Syac.g_02370
OG0000989	Pray.g_01426	Syac.g_02379
OG0000990	Pray.g_01429	Syac.g_02397
OG0000991	Pray.g_01430	Syac.g_02400
OG0000992	Pray.g_01432	Syac.g_02402
OG0000993	Pray.g_01433	Syac.g_02403
OG0000994	Pray.g_01434	Syac.g_02405
OG0000995	Pray.g_01438	Syac.g_02410
OG0000996	Pray.g_01439	Syac.g_02454
OG0000997	Pray.g_01440	Syac.g_02464
OG0000998	Pray.g_01442	Syac.g_02466
OG0000999	Pray.g_01443	Syac.g_02467
OG0001000	Pray.g_01446	Syac.g_02470
OG0001001	Pray.g_01448	Syac.g_02475
OG0001002	Pray.g_01452	Syac.g_02481
OG0001003	Pray.g_01453	Syac.g_02483
OG0001004	Pray.g_01454	Syac.g_02484
OG0001005	Pray.g_01455	Syac.g_02485
OG0001006	Pray.g_01459	Syac.g_02492
OG0001007	Pray.g_01461	Syac.g_02494
OG0001008	Pray.g_00927	Syac.g_00693
OG0001009	Pray.g_01489	Syac.g_00030
OG0001010	Pray.g_01490	Syac.g_00031
OG0001011	Pray.g_01491	Syac.g_00032
OG0001012	Pray.g_00240	Syac.g_02351
OG0001013	Pray.g_00235	Syac.g_02337
OG0001014	Pray.g_00232	Syac.g_02333
OG0001015	Pray.g_00231	Syac.g_02332
OG0001016	Pray.g_00216	Syac.g_00446
OG0001017	Pray.g_00212	Syac.g_00440
OG0001018	Pray.g_00209	Syac.g_00438
OG0001019	Pray.g_00200	Syac.g_00422
OG0001020	Pray.g_00199	Syac.g_00417
OG0001021	Pray.g_00198	Syac.g_00413
OG0001022	Pray.g_00195	Syac.g_00410
OG0001023	Pray.g_00194	Syac.g_00409
OG0001024	Pray.g_00191	Syac.g_00405
OG0001025	Pray.g_00185	Syac.g_00399
OG0001026	Pray.g_00178	Syac.g_00386
OG0001027	Pray.g_00177	Syac.g_00380
OG0001028	Pray.g_00175	Syac.g_00378
OG0001029	Pray.g_00174	Syac.g_00376
OG0001030	Pray.g_00159	Syac.g_00356
OG0001031	Pray.g_00667	Syac.g_02266
OG0001032	Pray.g_00668	Syac.g_02268
OG0001033	Pray.g_00689	Syac.g_02298
OG0001034	Pray.g_00717	Syac.g_01968
OG0001036	Pray.g_00739	Syac.g_02221
OG0001037	Pray.g_00740	Syac.g_02223
OG0001038	Pray.g_00757	Syac.g_02251
OG0001039	Pray.g_00760	Syac.g_02254
OG0001040	Pray.g_00762	Syac.g_00292
OG0001041	Pray.g_00766	Syac.g_00287
OG0001042	Pray.g_00782	Syac.g_00258
OG0001043	Pray.g_00783	Syac.g_00254
OG0001044	Pray.g_00811	Syac.g_02021
OG0001045	Pray.g_00820	Syac.g_02008
OG0001046	Pray.g_00857	Syac.g_01207
OG0001047	Pray.g_00929	Syac.g_00695
OG0001048	Pray.g_00930	Syac.g_00696
OG0001049	Pray.g_00932	Syac.g_00703
OG0001050	Pray.g_00933	Syac.g_00704
OG0001051	Pray.g_00934	Syac.g_00705
OG0001052	Pray.g_00961	Syac.g_01704
OG0001053	Pray.g_00973	Syac.g_01901
OG0001054	Pray.g_00989	Syac.g_01884
OG0001055	Pray.g_01008	Syac.g_01863
OG0001056	Pray.g_01225	Syac.g_01831
OG0001057	Pray.g_01220	Syac.g_01825
OG0001058	Pray.g_01212	Syac.g_01810
OG0001059	Pray.g_01208	Syac.g_01806
OG0001060	Pray.g_01201	Syac.g_01799
OG0001061	Pray.g_01188	Syac.g_01779
OG0001062	Pray.g_01186	Syac.g_01777
OG0001063	Pray.g_01184	Syac.g_01773
OG0001064	Pray.g_01183	Syac.g_01772
OG0001065	Pray.g_01182	Syac.g_01771
OG0001066	Pray.g_01181	Syac.g_01770
OG0001067	Pray.g_01180	Syac.g_01769
OG0001068	Pray.g_01179	Syac.g_01768
OG0001069	Pray.g_01178	Syac.g_01767
OG0001070	Pray.g_01175	Syac.g_01764
OG0001071	Pray.g_01174	Syac.g_01763
OG0001072	Pray.g_01173	Syac.g_01758
OG0001074	Pray.g_01148	Syac.g_00945
OG0001075	Pray.g_01147	Syac.g_00946
OG0001076	Pray.g_01139	Syac.g_00956
OG0001077	Pray.g_01135	Syac.g_00967
OG0001078	Pray.g_01127	Syac.g_00980
OG0001079	Pray.g_01116	Syac.g_00993
OG0001080	Pray.g_01110	Syac.g_01092
OG0001081	Pray.g_01108	Syac.g_01432
OG0001082	Pray.g_01107	Syac.g_01431
OG0001083	Pray.g_01102	Syac.g_01424
OG0001084	Pray.g_01101	Syac.g_01423
OG0001085	Pray.g_01093	Syac.g_01412
OG0001086	Pray.g_01092	Syac.g_01410
OG0001087	Pray.g_01075	Syac.g_00923
OG0001088	Pray.g_01074	Syac.g_00920
OG0001089	Pray.g_01066	Syac.g_00896
OG0001090	Pray.g_01039	Syac.g_01286
OG0001091	Pray.g_01037	Syac.g_01284
OG0001092	Pray.g_01036	Syac.g_01282
OG0001093	Pray.g_01031	Syac.g_01276
OG0001094	Pray.g_00342	Syac.g_01347
OG0001095	Pray.g_00361	Syac.g_01326
OG0001096	Pray.g_00374	Syac.g_01310
OG0001097	Pray.g_00393	Syac.g_00834
OG0001098	Pray.g_00408	Syac.g_01096
OG0001099	Pray.g_00440	Syac.g_00377
OG0001100	Pray.g_00444	Syac.g_01402
OG0001101	Pray.g_00446	Syac.g_01401
OG0001102	Pray.g_00449	Syac.g_01398
OG0001103	Pray.g_00451	Syac.g_01395
OG0001104	Pray.g_00474	Syac.g_01364
OG0001105	Pray.g_00478	Syac.g_01360
OG0001106	Pray.g_00502	Syac.g_01166
OG0001107	Pray.g_00509	Syac.g_01180
OG0001108	Pray.g_00513	Syac.g_01188
OG0001109	Pray.g_00514	Syac.g_01190
OG0001110	Pray.g_00516	Syac.g_01192
OG0001111	Pray.g_00517	Syac.g_01194
OG0001112	Pray.g_00518	Syac.g_01196
OG0001113	Pray.g_00519	Syac.g_01197
OG0001114	Pray.g_00520	Syac.g_01198
OG0001115	Pray.g_00522	Syac.g_01202
OG0001116	Pray.g_00523	Syac.g_01204
OG0001117	Pray.g_00524	Syac.g_01205
OG0001118	Pray.g_00525	Syac.g_01206
OG0001119	Pray.g_00526	Syac.g_01208
OG0001120	Pray.g_00528	Syac.g_01213
OG0001121	Pray.g_00099, Pray.g_00531	Syac.g_01949, Syac.g_01170
OG0001122	Pray.g_00556	Syac.g_01238
OG0001123	Pray.g_00560	Syac.g_01245
OG0001124	Pray.g_00562	Syac.g_01247
OG0001125	Pray.g_00563	Syac.g_01249
OG0001126	Pray.g_00573	Syac.g_00870
OG0001127	Pray.g_00574	Syac.g_00871
OG0001128	Pray.g_00576	Syac.g_00875
OG0001129	Pray.g_00577	Syac.g_00877
OG0001130	Pray.g_00578	Syac.g_00878
OG0001131	Pray.g_00614	Syac.g_01382
OG0001132	Pray.g_00623	Syac.g_01062
OG0001133	Pray.g_00112	Syac.g_00958
OG0001134	Pray.g_00097	Syac.g_01466
OG0001135	Pray.g_00094	Syac.g_01464
OG0001136	Pray.g_00067	Syac.g_00767
OG0001137	Pray.g_00055	Syac.g_00786
OG0001138	Pray.g_00037	Syac.g_01486
OG0001139	Pray.g_00036	Syac.g_01488
OG0001140	Pray.g_00035	Syac.g_01489
OG0001141	Pray.g_00034	Syac.g_01490
OG0001142	Pray.g_00033	Syac.g_01491
OG0001143	Pray.g_00026	Syac.g_01499
OG0001144	Pray.g_00021	Syac.g_01508
OG0001145	Pray.g_01878	Syac.g_00740
OG0001146	Pray.g_01866	Syac.g_00722
OG0001147	Pray.g_01843	Syac.g_01689
OG0001148	Pray.g_01827	Syac.g_01918
OG0001149	Pray.g_01826	Syac.g_01919
OG0001150	Pray.g_01825	Syac.g_01920
OG0001151	Pray.g_01814	Syac.g_01932
OG0001152	Pray.g_01813	Syac.g_01933
OG0001153	Pray.g_01690	Syac.g_01670
OG0001154	Pray.g_01689	Syac.g_01671
OG0001155	Pray.g_01677	Syac.g_00621
OG0001156	Pray.g_01674	Syac.g_00618
OG0001157	Pray.g_01673	Syac.g_00617
OG0001158	Pray.g_01672	Syac.g_00616
OG0001159	Pray.g_01671	Syac.g_00615
OG0001160	Pray.g_01647	Syac.g_00570
OG0001161	Pray.g_01634	Syac.g_02385
OG0001162	Pray.g_01623	Syac.g_01307
OG0001163	Pray.g_01567	Syac.g_00562
OG0001164	Pray.g_01563	Syac.g_00556
OG0001165	Pray.g_01560	Syac.g_00551
OG0001166	Pray.g_01540	Syac.g_00520
OG0001167	Pray.g_01523	Syac.g_00667
OG0001168	Pray.g_01521	Syac.g_00665
OG0001169	Pray.g_01519	Syac.g_00663
