Orthogroup	Pray	Prbf
OG0000560	Pray.g_01207	Prbf.g_01835
OG0000561	Pray.g_01206	Prbf.g_01836
OG0000562	Pray.g_01205	Prbf.g_01837
OG0000563	Pray.g_01204	Prbf.g_01838
OG0000564	Pray.g_01203	Prbf.g_01839
OG0000565	Pray.g_01200	Prbf.g_01841
OG0000566	Pray.g_01198	Prbf.g_01845
OG0000567	Pray.g_01194	Prbf.g_01849
OG0000568	Pray.g_01193	Prbf.g_01850
OG0000569	Pray.g_01192	Prbf.g_01851
OG0000570	Pray.g_01191	Prbf.g_01852
OG0000571	Pray.g_01189	Prbf.g_01854
OG0000572	Pray.g_01176	Prbf.g_01868
OG0000573	Pray.g_01171	Prbf.g_01874
OG0000574	Pray.g_01170	Prbf.g_01875
OG0000575	Pray.g_01166	Prbf.g_01879
OG0000576	Pray.g_01164	Prbf.g_01881
OG0000577	Pray.g_01163	Prbf.g_01882
OG0000578	Pray.g_01162	Prbf.g_01883
OG0000579	Pray.g_01161	Prbf.g_01884
OG0000580	Pray.g_01160	Prbf.g_01885
OG0000581	Pray.g_01158	Prbf.g_01888
OG0000582	Pray.g_01155	Prbf.g_01891
OG0000583	Pray.g_01154	Prbf.g_01892
OG0000584	Pray.g_01153	Prbf.g_01893
OG0000585	Pray.g_01151	Prbf.g_01895
OG0000586	Pray.g_01150	Prbf.g_01896
OG0000587	Pray.g_01149	Prbf.g_01897
OG0000588	Pray.g_01145	Prbf.g_01901
OG0000589	Pray.g_01142	Prbf.g_01903
OG0000590	Pray.g_01141	Prbf.g_01904
OG0000591	Pray.g_01138	Prbf.g_01908
OG0000592	Pray.g_01137	Prbf.g_01909
OG0000593	Pray.g_01131	Prbf.g_00979
OG0000594	Pray.g_01130	Prbf.g_00980
OG0000595	Pray.g_01129	Prbf.g_00981
OG0000596	Pray.g_01125	Prbf.g_00985
OG0000597	Pray.g_01123	Prbf.g_00988
OG0000598	Pray.g_01122	Prbf.g_00989
OG0000599	Pray.g_01119	Prbf.g_00992
OG0000600	Pray.g_01118	Prbf.g_00993
OG0000601	Pray.g_01117	Prbf.g_00994
OG0000602	Pray.g_01115	Prbf.g_00996
OG0000603	Pray.g_01114	Prbf.g_00997
OG0000604	Pray.g_01113	Prbf.g_00998
OG0000605	Pray.g_01112	Prbf.g_00999
OG0000606	Pray.g_01109	Prbf.g_01002
OG0000607	Pray.g_01106	Prbf.g_01005
OG0000608	Pray.g_01105	Prbf.g_01006
OG0000609	Pray.g_01104	Prbf.g_01007
OG0000610	Pray.g_01099	Prbf.g_01013
OG0000611	Pray.g_01096	Prbf.g_01016
OG0000612	Pray.g_01095	Prbf.g_01017
OG0000613	Pray.g_01090	Prbf.g_01290
OG0000614	Pray.g_01071	Prbf.g_01269
OG0000615	Pray.g_01063	Prbf.g_01258
OG0000616	Pray.g_01059	Prbf.g_00404
OG0000617	Pray.g_01034	Prbf.g_01033
OG0000618	Pray.g_01033	Prbf.g_01034
OG0000619	Pray.g_01032	Prbf.g_01035
OG0000620	Pray.g_01029	Prbf.g_01038
OG0000621	Pray.g_01028	Prbf.g_01039
OG0000622	Pray.g_01027	Prbf.g_01040
OG0000623	Pray.g_01026	Prbf.g_01041
OG0000624	Pray.g_01025	Prbf.g_01043
OG0000625	Pray.g_00269	Prbf.g_01044
OG0000626	Pray.g_00270	Prbf.g_01045
OG0000627	Pray.g_00271	Prbf.g_01046
OG0000628	Pray.g_00272	Prbf.g_01047
OG0000629	Pray.g_00273	Prbf.g_01048
OG0000630	Pray.g_00276	Prbf.g_01051
OG0000631	Pray.g_00339	Prbf.g_01144
OG0000632	Pray.g_00340	Prbf.g_01143
OG0000633	Pray.g_00341	Prbf.g_01142
OG0000634	Pray.g_00344	Prbf.g_01249
OG0000635	Pray.g_00345	Prbf.g_01248
OG0000636	Pray.g_00347	Prbf.g_01246
OG0000637	Pray.g_00349	Prbf.g_01244
OG0000638	Pray.g_00350	Prbf.g_01243
OG0000639	Pray.g_00351	Prbf.g_01242
OG0000640	Pray.g_00352	Prbf.g_01241
OG0000641	Pray.g_00356	Prbf.g_01237
OG0000642	Pray.g_00357	Prbf.g_01236
OG0000643	Pray.g_00358	Prbf.g_01235
OG0000644	Pray.g_00359	Prbf.g_01234
OG0000645	Pray.g_00360	Prbf.g_01233
OG0000646	Pray.g_00362	Prbf.g_01231
OG0000647	Pray.g_00363	Prbf.g_01229
OG0000648	Pray.g_00365	Prbf.g_01227
OG0000649	Pray.g_00366	Prbf.g_01226
OG0000650	Pray.g_00367	Prbf.g_01225
OG0000651	Pray.g_00368	Prbf.g_01224
OG0000652	Pray.g_00369	Prbf.g_01223
OG0000653	Pray.g_00371	Prbf.g_01221
OG0000654	Pray.g_00372	Prbf.g_01220
OG0000655	Pray.g_00373	Prbf.g_01219
OG0000656	Pray.g_00376	Prbf.g_01216
OG0000657	Pray.g_00384	Prbf.g_01208
OG0000658	Pray.g_00385	Prbf.g_01206
OG0000659	Pray.g_00386	Prbf.g_01205
OG0000660	Pray.g_00390	Prbf.g_01201
OG0000661	Pray.g_00392	Prbf.g_01199
OG0000662	Pray.g_00394	Prbf.g_01197
OG0000663	Pray.g_00396	Prbf.g_01195
OG0000664	Pray.g_00397	Prbf.g_01194
OG0000665	Pray.g_00401	Prbf.g_01188
OG0000666	Pray.g_00402	Prbf.g_01187
OG0000667	Pray.g_00406	Prbf.g_01183
OG0000668	Pray.g_00436	Prbf.g_00838
OG0000669	Pray.g_00443	Prbf.g_01331
OG0000670	Pray.g_00445	Prbf.g_01328
OG0000671	Pray.g_00447	Prbf.g_01325
OG0000672	Pray.g_00450	Prbf.g_01322
OG0000673	Pray.g_00453	Prbf.g_01319
OG0000674	Pray.g_00455	Prbf.g_01317
OG0000675	Pray.g_00456	Prbf.g_01316
OG0000676	Pray.g_00458	Prbf.g_01314
OG0000677	Pray.g_00459	Prbf.g_01313
OG0000678	Pray.g_00461	Prbf.g_01311
OG0000679	Pray.g_00465	Prbf.g_01307
OG0000680	Pray.g_00466	Prbf.g_01306
OG0000681	Pray.g_00469	Prbf.g_01303
OG0000682	Pray.g_00470	Prbf.g_01302
OG0000683	Pray.g_00471	Prbf.g_01301
OG0000684	Pray.g_00473	Prbf.g_01299
OG0000685	Pray.g_00475	Prbf.g_01297
OG0000686	Pray.g_00476	Prbf.g_01296
OG0000687	Pray.g_00477	Prbf.g_01295
OG0000688	Pray.g_00480	Prbf.g_01021
OG0000689	Pray.g_00481	Prbf.g_01022
OG0000690	Pray.g_00482	Prbf.g_01023
OG0000691	Pray.g_00483	Prbf.g_01024
OG0000692	Pray.g_00485	Prbf.g_01026
OG0000693	Pray.g_00486	Prbf.g_01027
OG0000694	Pray.g_00487	Prbf.g_01028
OG0000695	Pray.g_00489	Prbf.g_01140
OG0000696	Pray.g_00490	Prbf.g_01139
OG0000697	Pray.g_00491	Prbf.g_01138
OG0000698	Pray.g_00494	Prbf.g_01135
OG0000699	Pray.g_00495	Prbf.g_01134
OG0000700	Pray.g_00496	Prbf.g_01133
OG0000701	Pray.g_00497	Prbf.g_01132
OG0000702	Pray.g_00499	Prbf.g_01130
OG0000703	Pray.g_00500	Prbf.g_01129
OG0000704	Pray.g_00501	Prbf.g_01127
OG0000705	Pray.g_00505	Prbf.g_01124
OG0000706	Pray.g_00506	Prbf.g_01123
OG0000707	Pray.g_00507	Prbf.g_01122
OG0000708	Pray.g_00508	Prbf.g_01120
OG0000709	Pray.g_00512	Prbf.g_01116
OG0000710	Pray.g_00515	Prbf.g_01113
OG0000711	Pray.g_00532	Prbf.g_01095
OG0000712	Pray.g_00534	Prbf.g_01094
OG0000713	Pray.g_00535	Prbf.g_01093
OG0000714	Pray.g_00536	Prbf.g_01092
OG0000715	Pray.g_00538	Prbf.g_01090
OG0000716	Pray.g_00540	Prbf.g_01088
OG0000717	Pray.g_00541	Prbf.g_01087
OG0000718	Pray.g_00553	Prbf.g_01083
OG0000719	Pray.g_00555	Prbf.g_01081
OG0000720	Pray.g_00564	Prbf.g_01069
OG0000721	Pray.g_00566	Prbf.g_01065
OG0000722	Pray.g_00567	Prbf.g_01064
OG0000723	Pray.g_00570	Prbf.g_01060
OG0000724	Pray.g_00579	Prbf.g_01165
OG0000725	Pray.g_00585	Prbf.g_01171
OG0000726	Pray.g_00586	Prbf.g_01172
OG0000727	Pray.g_00587	Prbf.g_01173
OG0000728	Pray.g_00589	Prbf.g_01175
OG0000729	Pray.g_00634	Prbf.g_00048
OG0000730	Pray.g_00132	Prbf.g_00876
OG0000731	Pray.g_00128	Prbf.g_01684
OG0000732	Pray.g_00118	Prbf.g_00453
OG0000733	Pray.g_00096	Prbf.g_00787
OG0000734	Pray.g_00079	Prbf.g_00902
OG0000735	Pray.g_00077	Prbf.g_00904
OG0000736	Pray.g_00076	Prbf.g_00905
OG0000737	Pray.g_00075	Prbf.g_00906
OG0000738	Pray.g_00071	Prbf.g_00910
OG0000739	Pray.g_00070	Prbf.g_00911
OG0000740	Pray.g_00069	Prbf.g_00912
OG0000741	Pray.g_00068	Prbf.g_00914
OG0000742	Pray.g_00065	Prbf.g_00917
OG0000743	Pray.g_00063	Prbf.g_00919
OG0000744	Pray.g_00062	Prbf.g_00920
OG0000745	Pray.g_00060	Prbf.g_00921
OG0000746	Pray.g_00058	Prbf.g_00923
OG0000747	Pray.g_00057	Prbf.g_00924
OG0000748	Pray.g_00054	Prbf.g_00928
OG0000749	Pray.g_00053	Prbf.g_00929
OG0000750	Pray.g_00052	Prbf.g_00930
OG0000751	Pray.g_00050	Prbf.g_00933
OG0000752	Pray.g_00048	Prbf.g_00935
OG0000753	Pray.g_00045	Prbf.g_00937
OG0000754	Pray.g_00042	Prbf.g_00940
OG0000755	Pray.g_00039	Prbf.g_00946
OG0000756	Pray.g_00038	Prbf.g_00947
OG0000757	Pray.g_00032	Prbf.g_00954
OG0000758	Pray.g_00031	Prbf.g_00955
OG0000759	Pray.g_00030	Prbf.g_00956
OG0000760	Pray.g_00029	Prbf.g_00957
OG0000761	Pray.g_00028	Prbf.g_00958
OG0000762	Pray.g_00027	Prbf.g_00959
OG0000763	Pray.g_00025	Prbf.g_00961
OG0000764	Pray.g_00024	Prbf.g_00962
OG0000765	Pray.g_00015	Prbf.g_00970
OG0000766	Pray.g_00014	Prbf.g_00971
OG0000767	Pray.g_00012	Prbf.g_00973
OG0000768	Pray.g_00011	Prbf.g_00974
OG0000769	Pray.g_00009	Prbf.g_00976
OG0000770	Pray.g_00007	Prbf.g_01914
OG0000771	Pray.g_00250	Prbf.g_00253
OG0000772	Pray.g_01895	Prbf.g_00767
OG0000773	Pray.g_01879	Prbf.g_00035
OG0000774	Pray.g_01877	Prbf.g_00033
OG0000775	Pray.g_01875	Prbf.g_00031
OG0000776	Pray.g_01874	Prbf.g_00030
OG0000777	Pray.g_01873	Prbf.g_00029
OG0000778	Pray.g_01872	Prbf.g_00028
OG0000779	Pray.g_01868	Prbf.g_00024
OG0000780	Pray.g_01867	Prbf.g_00023
OG0000781	Pray.g_01864	Prbf.g_00019
OG0000782	Pray.g_01863	Prbf.g_00018
OG0000783	Pray.g_01862	Prbf.g_00017
OG0000784	Pray.g_01861	Prbf.g_00016
OG0000785	Pray.g_01859	Prbf.g_00014
OG0000786	Pray.g_01857	Prbf.g_00011
OG0000787	Pray.g_01856	Prbf.g_00010
OG0000788	Pray.g_01842	Prbf.g_01782
OG0000789	Pray.g_01839	Prbf.g_00256
OG0000790	Pray.g_01824	Prbf.g_00100
OG0000791	Pray.g_01822	Prbf.g_00102
OG0000792	Pray.g_01821	Prbf.g_00103
OG0000793	Pray.g_01818	Prbf.g_00106
OG0000794	Pray.g_01817	Prbf.g_00107
OG0000795	Pray.g_01816	Prbf.g_00108
OG0000796	Pray.g_01812	Prbf.g_00112
OG0000797	Pray.g_01811	Prbf.g_00113
OG0000798	Pray.g_01799	Prbf.g_00312
OG0000799	Pray.g_01740	Prbf.g_00140
OG0000800	Pray.g_01739	Prbf.g_00141
OG0000801	Pray.g_01738	Prbf.g_00142
OG0000802	Pray.g_01736	Prbf.g_00144
OG0000803	Pray.g_01734	Prbf.g_00146
OG0000804	Pray.g_01733	Prbf.g_00147
OG0000805	Pray.g_01731	Prbf.g_00149
OG0000806	Pray.g_01729	Prbf.g_00151
OG0000807	Pray.g_01728	Prbf.g_00152
OG0000808	Pray.g_01727	Prbf.g_00153
OG0000809	Pray.g_01724	Prbf.g_00155
OG0000810	Pray.g_01723	Prbf.g_00156
OG0000811	Pray.g_01719	Prbf.g_00160
OG0000812	Pray.g_01717	Prbf.g_00162
OG0000813	Pray.g_01716	Prbf.g_00163
OG0000814	Pray.g_01714	Prbf.g_00165
OG0000815	Pray.g_01713	Prbf.g_00166
OG0000816	Pray.g_01711	Prbf.g_00168
OG0000817	Pray.g_01710	Prbf.g_00169
OG0000818	Pray.g_01705	Prbf.g_00174
OG0000819	Pray.g_01704	Prbf.g_00175
OG0000820	Pray.g_01703	Prbf.g_00176
OG0000821	Pray.g_01699	Prbf.g_00180
OG0000822	Pray.g_01698	Prbf.g_00181
OG0000823	Pray.g_01697	Prbf.g_00182
OG0000824	Pray.g_01694	Prbf.g_00185
OG0000825	Pray.g_01693	Prbf.g_00186
OG0000826	Pray.g_01692	Prbf.g_00187
OG0000827	Pray.g_01691	Prbf.g_00188
OG0000828	Pray.g_01688	Prbf.g_00191
OG0000829	Pray.g_01687	Prbf.g_00192
OG0000830	Pray.g_01686	Prbf.g_00193
OG0000831	Pray.g_01684	Prbf.g_00195
OG0000832	Pray.g_01678	Prbf.g_00205
OG0000833	Pray.g_01670	Prbf.g_00214
OG0000834	Pray.g_01669	Prbf.g_00215
OG0000835	Pray.g_01668	Prbf.g_00216
OG0000836	Pray.g_01667	Prbf.g_00217
OG0000837	Pray.g_01666	Prbf.g_00218
OG0000838	Pray.g_01664	Prbf.g_00220
OG0000839	Pray.g_01663	Prbf.g_00221
OG0000840	Pray.g_01662	Prbf.g_00222
OG0000841	Pray.g_01661	Prbf.g_00223
OG0000842	Pray.g_01660	Prbf.g_00224
OG0000843	Pray.g_01659	Prbf.g_00225
OG0000844	Pray.g_01658	Prbf.g_00226
OG0000845	Pray.g_01657	Prbf.g_00227
OG0000846	Pray.g_01656	Prbf.g_00228
OG0000847	Pray.g_01655	Prbf.g_00229
OG0000848	Pray.g_01654	Prbf.g_00230
OG0000849	Pray.g_01653	Prbf.g_00231
OG0000850	Pray.g_01651	Prbf.g_00233
OG0000851	Pray.g_01650	Prbf.g_00234
OG0000852	Pray.g_01649	Prbf.g_00235
OG0000853	Pray.g_01645	Prbf.g_00241
OG0000854	Pray.g_01643	Prbf.g_00243
OG0000855	Pray.g_01642	Prbf.g_00244
OG0000856	Pray.g_01627	Prbf.g_01911
OG0000857	Pray.g_01600	Prbf.g_01230
OG0000858	Pray.g_01565	Prbf.g_00700
OG0000859	Pray.g_01564	Prbf.g_00699
OG0000860	Pray.g_01557	Prbf.g_00691
OG0000861	Pray.g_01556	Prbf.g_00690
OG0000862	Pray.g_01555	Prbf.g_00689
OG0000863	Pray.g_01553	Prbf.g_00687
OG0000864	Pray.g_01552	Prbf.g_00686
OG0000865	Pray.g_01551	Prbf.g_00685
OG0000866	Pray.g_01550	Prbf.g_00684
OG0000867	Pray.g_01549	Prbf.g_00683
OG0000868	Pray.g_01548	Prbf.g_00681
OG0000869	Pray.g_01544	Prbf.g_00678
OG0000870	Pray.g_01539	Prbf.g_00673
OG0000871	Pray.g_01538	Prbf.g_00672
OG0000872	Pray.g_01537	Prbf.g_00671
OG0000873	Pray.g_01534	Prbf.g_00668
OG0000874	Pray.g_01531	Prbf.g_00665
OG0000875	Pray.g_01530	Prbf.g_00664
OG0000876	Pray.g_01529	Prbf.g_00663
OG0000877	Pray.g_01527	Prbf.g_00661
OG0000878	Pray.g_01526	Prbf.g_00660
OG0000879	Pray.g_01525	Prbf.g_00659
OG0000880	Pray.g_01524	Prbf.g_00658
OG0000881	Pray.g_01520	Prbf.g_00654
OG0000882	Pray.g_01515	Prbf.g_00649
OG0000883	Pray.g_01513	Prbf.g_00647
OG0000884	Pray.g_01512	Prbf.g_00645
OG0000885	Pray.g_01511	Prbf.g_00644
OG0000886	Pray.g_01510	Prbf.g_00643
OG0000887	Pray.g_01509	Prbf.g_00642
OG0000888	Pray.g_01507	Prbf.g_00640
OG0000889	Pray.g_01505	Prbf.g_00638
OG0000890	Pray.g_01504	Prbf.g_00637
OG0000891	Pray.g_01503	Prbf.g_00636
OG0000892	Pray.g_01229	Prbf.g_00634
OG0000893	Pray.g_01234	Prbf.g_00630
OG0000894	Pray.g_01236	Prbf.g_00627
OG0000895	Pray.g_01239	Prbf.g_00623
OG0000896	Pray.g_01240	Prbf.g_00622
OG0000897	Pray.g_01242	Prbf.g_00620
OG0000898	Pray.g_01243	Prbf.g_00619
OG0000899	Pray.g_01244	Prbf.g_00618
OG0000900	Pray.g_01245	Prbf.g_00617
OG0000901	Pray.g_01248	Prbf.g_00614
OG0000902	Pray.g_01250	Prbf.g_00612
OG0000903	Pray.g_01253	Prbf.g_00608
OG0000904	Pray.g_01255	Prbf.g_00604
OG0000905	Pray.g_01260	Prbf.g_00610
OG0000906	Pray.g_01261	Prbf.g_00611
OG0000907	Pray.g_01264	Prbf.g_00601
OG0000908	Pray.g_01267	Prbf.g_00598
OG0000909	Pray.g_01268	Prbf.g_00597
OG0000910	Pray.g_01269	Prbf.g_00596
OG0000911	Pray.g_01271	Prbf.g_00594
OG0000912	Pray.g_01272	Prbf.g_00593
OG0000913	Pray.g_01273	Prbf.g_00592
OG0000914	Pray.g_01274	Prbf.g_00591
OG0000915	Pray.g_01275	Prbf.g_00590
OG0000916	Pray.g_01276	Prbf.g_00589
OG0000917	Pray.g_01277	Prbf.g_00588
OG0000918	Pray.g_01278	Prbf.g_00587
OG0000919	Pray.g_01279	Prbf.g_00586
OG0000920	Pray.g_01280	Prbf.g_00585
OG0000921	Pray.g_01281	Prbf.g_00584
OG0000922	Pray.g_01282	Prbf.g_00583
OG0000923	Pray.g_01286	Prbf.g_00579
OG0000924	Pray.g_01287	Prbf.g_00578
OG0000925	Pray.g_01288	Prbf.g_00577
OG0000926	Pray.g_01289	Prbf.g_00576
OG0000927	Pray.g_01291	Prbf.g_00574
OG0000928	Pray.g_01292	Prbf.g_00573
OG0000929	Pray.g_01293	Prbf.g_00572
OG0000930	Pray.g_01294	Prbf.g_00571
OG0000931	Pray.g_01295	Prbf.g_00570
OG0000932	Pray.g_01296	Prbf.g_00569
OG0000933	Pray.g_01300	Prbf.g_00565
OG0000934	Pray.g_01302	Prbf.g_00563
OG0000935	Pray.g_01303	Prbf.g_00562
OG0000936	Pray.g_01304	Prbf.g_00561
OG0000937	Pray.g_01305	Prbf.g_00560
OG0000938	Pray.g_01307	Prbf.g_00557
OG0000939	Pray.g_01308	Prbf.g_00556
OG0000940	Pray.g_01315	Prbf.g_00549
OG0000941	Pray.g_01317	Prbf.g_00547
OG0000942	Pray.g_01319	Prbf.g_00545
OG0000943	Pray.g_01320	Prbf.g_00544
OG0000944	Pray.g_01321	Prbf.g_00542
OG0000945	Pray.g_01322	Prbf.g_00541
OG0000946	Pray.g_01327	Prbf.g_00536
OG0000947	Pray.g_01329	Prbf.g_00534
OG0000948	Pray.g_01330	Prbf.g_00533
OG0000949	Pray.g_01333	Prbf.g_00530
OG0000950	Pray.g_01338	Prbf.g_00523
OG0000951	Pray.g_01342	Prbf.g_00519
OG0000952	Pray.g_01346	Prbf.g_00515
OG0000953	Pray.g_01349	Prbf.g_00511
OG0000954	Pray.g_01353	Prbf.g_00507
OG0000955	Pray.g_01354	Prbf.g_00506
OG0000956	Pray.g_01356	Prbf.g_00504
OG0000957	Pray.g_01362	Prbf.g_00498
OG0000958	Pray.g_01363	Prbf.g_00497
OG0000959	Pray.g_01367	Prbf.g_00493
OG0000960	Pray.g_01368	Prbf.g_00492
OG0000961	Pray.g_01370	Prbf.g_00488
OG0000962	Pray.g_01372	Prbf.g_00486
OG0000963	Pray.g_01376	Prbf.g_00482
OG0000964	Pray.g_01377	Prbf.g_00481
OG0000965	Pray.g_01378	Prbf.g_00480
OG0000966	Pray.g_01385	Prbf.g_00474
OG0000967	Pray.g_01390	Prbf.g_00470
OG0000968	Pray.g_01392	Prbf.g_00468
OG0000969	Pray.g_01393	Prbf.g_00467
OG0000970	Pray.g_01394	Prbf.g_00466
OG0000971	Pray.g_01395	Prbf.g_00465
OG0000972	Pray.g_01396	Prbf.g_00464
OG0000973	Pray.g_01397	Prbf.g_00463
OG0000974	Pray.g_01398	Prbf.g_00462
OG0000975	Pray.g_01399	Prbf.g_00461
OG0000976	Pray.g_01400	Prbf.g_00460
OG0000977	Pray.g_01401	Prbf.g_00459
OG0000978	Pray.g_01402	Prbf.g_00458
OG0000979	Pray.g_01405	Prbf.g_00456
OG0000980	Pray.g_01407	Prbf.g_00454
OG0000981	Pray.g_01409	Prbf.g_00451
OG0000982	Pray.g_01411	Prbf.g_00449
OG0000983	Pray.g_01412	Prbf.g_00448
OG0000984	Pray.g_01413	Prbf.g_00447
OG0000985	Pray.g_01416	Prbf.g_00444
OG0000986	Pray.g_01418	Prbf.g_00442
OG0000987	Pray.g_01419	Prbf.g_00441
OG0000988	Pray.g_01422	Prbf.g_00438
OG0000989	Pray.g_01426	Prbf.g_00434
OG0000990	Pray.g_01429	Prbf.g_00430
OG0000991	Pray.g_01430	Prbf.g_00429
OG0000992	Pray.g_01432	Prbf.g_00426
OG0000993	Pray.g_01433	Prbf.g_00425
OG0000994	Pray.g_01434	Prbf.g_00424
OG0000995	Pray.g_01438	Prbf.g_00420
OG0000996	Pray.g_01439	Prbf.g_00419
OG0000997	Pray.g_01440	Prbf.g_00416
OG0000998	Pray.g_01442	Prbf.g_00414
OG0000999	Pray.g_01443	Prbf.g_00413
OG0001000	Pray.g_01446	Prbf.g_00410
OG0001001	Pray.g_01448	Prbf.g_00407
OG0001002	Pray.g_01452	Prbf.g_00402
OG0001003	Pray.g_01453	Prbf.g_00401
OG0001004	Pray.g_01454	Prbf.g_00400
OG0001005	Pray.g_01455	Prbf.g_00399
OG0001006	Pray.g_01459	Prbf.g_00395
OG0001007	Pray.g_01461	Prbf.g_00393
OG0001008	Pray.g_00927	Prbf.g_01721
OG0001009	Pray.g_01489	Prbf.g_01349
OG0001010	Pray.g_01490	Prbf.g_01350
OG0001011	Pray.g_01491	Prbf.g_01352
OG0001012	Pray.g_00240	Prbf.g_01366
OG0001013	Pray.g_00235	Prbf.g_01373
OG0001014	Pray.g_00232	Prbf.g_01376
OG0001015	Pray.g_00231	Prbf.g_01378
OG0001016	Pray.g_00216	Prbf.g_01400
OG0001017	Pray.g_00212	Prbf.g_01404
OG0001018	Pray.g_00209	Prbf.g_01406
OG0001019	Pray.g_00200	Prbf.g_01415
OG0001020	Pray.g_00199	Prbf.g_01416
OG0001021	Pray.g_00198	Prbf.g_01417
OG0001022	Pray.g_00195	Prbf.g_01420
OG0001023	Pray.g_00194	Prbf.g_01421
OG0001024	Pray.g_00191	Prbf.g_01425
OG0001025	Pray.g_00185	Prbf.g_01432
OG0001026	Pray.g_00178	Prbf.g_01441
OG0001027	Pray.g_00177	Prbf.g_01442
OG0001028	Pray.g_00175	Prbf.g_01444
OG0001029	Pray.g_00174	Prbf.g_01445
OG0001030	Pray.g_00159	Prbf.g_01461
OG0001031	Pray.g_00667	Prbf.g_01521
OG0001032	Pray.g_00668	Prbf.g_01522
OG0001033	Pray.g_00689	Prbf.g_01543
OG0001034	Pray.g_00717	Prbf.g_01574
OG0001035	Pray.g_00735	Prbf.g_01594
OG0001036	Pray.g_00739	Prbf.g_01598
OG0001037	Pray.g_00740	Prbf.g_01599
OG0001038	Pray.g_00757	Prbf.g_01618
OG0001039	Pray.g_00760	Prbf.g_01621
OG0001040	Pray.g_00762	Prbf.g_01623
OG0001041	Pray.g_00766	Prbf.g_01628
OG0001042	Pray.g_00782	Prbf.g_01645
OG0001043	Pray.g_00783	Prbf.g_01646
OG0001044	Pray.g_00811	Prbf.g_01677
OG0001045	Pray.g_00820	Prbf.g_01686
OG0001046	Pray.g_00857	Prbf.g_00741
OG0001047	Pray.g_00929	Prbf.g_01723
OG0001048	Pray.g_00930	Prbf.g_01724
OG0001049	Pray.g_00932	Prbf.g_01726
OG0001050	Pray.g_00933	Prbf.g_01727
OG0001051	Pray.g_00934	Prbf.g_01728
OG0001052	Pray.g_00961	Prbf.g_01754
OG0001053	Pray.g_00973	Prbf.g_01766
OG0001054	Pray.g_00989	Prbf.g_01781
OG0001055	Pray.g_01008	Prbf.g_01800
OG0001056	Pray.g_01225	Prbf.g_01817
OG0001057	Pray.g_01220	Prbf.g_01822
OG0001058	Pray.g_01212	Prbf.g_01830
OG0001059	Pray.g_01208	Prbf.g_01834
OG0001060	Pray.g_01201	Prbf.g_01840
OG0001061	Pray.g_01188	Prbf.g_01855
OG0001062	Pray.g_01186	Prbf.g_01857
OG0001063	Pray.g_01184	Prbf.g_01859
OG0001064	Pray.g_01183	Prbf.g_01860
OG0001065	Pray.g_01182	Prbf.g_01861
OG0001066	Pray.g_01181	Prbf.g_01862
OG0001067	Pray.g_01180	Prbf.g_01863
OG0001068	Pray.g_01179	Prbf.g_01864
OG0001069	Pray.g_01178	Prbf.g_01865
OG0001070	Pray.g_01175	Prbf.g_01869
OG0001071	Pray.g_01174	Prbf.g_01870
OG0001072	Pray.g_01173	Prbf.g_01872
OG0001073	Pray.g_01159	Prbf.g_01886
OG0001074	Pray.g_01148	Prbf.g_01898
OG0001075	Pray.g_01147	Prbf.g_01899
OG0001076	Pray.g_01139	Prbf.g_01906
OG0001077	Pray.g_01135	Prbf.g_01912
OG0001078	Pray.g_01127	Prbf.g_00983
OG0001079	Pray.g_01116	Prbf.g_00995
OG0001080	Pray.g_01110	Prbf.g_01001
OG0001081	Pray.g_01108	Prbf.g_01003
OG0001082	Pray.g_01107	Prbf.g_01004
OG0001083	Pray.g_01102	Prbf.g_01009
OG0001084	Pray.g_01101	Prbf.g_01010
OG0001085	Pray.g_01093	Prbf.g_01293
OG0001086	Pray.g_01092	Prbf.g_01292
OG0001087	Pray.g_01075	Prbf.g_01274
OG0001088	Pray.g_01074	Prbf.g_01273
OG0001089	Pray.g_01066	Prbf.g_01262
OG0001090	Pray.g_01039	Prbf.g_01252
OG0001091	Pray.g_01037	Prbf.g_01030
OG0001092	Pray.g_01036	Prbf.g_01031
OG0001093	Pray.g_01031	Prbf.g_01036
OG0001094	Pray.g_00342	Prbf.g_01029
OG0001095	Pray.g_00361	Prbf.g_01232
OG0001096	Pray.g_00374	Prbf.g_01218
OG0001097	Pray.g_00393	Prbf.g_01198
OG0001098	Pray.g_00408	Prbf.g_01179
OG0001099	Pray.g_00440	Prbf.g_00833
OG0001100	Pray.g_00444	Prbf.g_01329
OG0001101	Pray.g_00446	Prbf.g_01326
OG0001102	Pray.g_00449	Prbf.g_01323
OG0001103	Pray.g_00451	Prbf.g_01321
OG0001104	Pray.g_00474	Prbf.g_01298
OG0001105	Pray.g_00478	Prbf.g_01294
OG0001106	Pray.g_00502	Prbf.g_01126
OG0001107	Pray.g_00509	Prbf.g_01119
OG0001108	Pray.g_00513	Prbf.g_01115
OG0001109	Pray.g_00514	Prbf.g_01114
OG0001110	Pray.g_00516	Prbf.g_01112
OG0001111	Pray.g_00517	Prbf.g_01111
OG0001112	Pray.g_00518	Prbf.g_01110
OG0001113	Pray.g_00519	Prbf.g_01109
OG0001114	Pray.g_00520	Prbf.g_01108
OG0001115	Pray.g_00522	Prbf.g_01106
OG0001116	Pray.g_00523	Prbf.g_01105
OG0001117	Pray.g_00524	Prbf.g_01104
OG0001118	Pray.g_00525	Prbf.g_01103
