Orthogroup	Praz	Pram
OG0000594	Praz.g_01682	Pram.g_01062
OG0000595	Praz.g_01681	Pram.g_01061
OG0000596	Praz.g_01680	Pram.g_01060
OG0000597	Praz.g_01676	Pram.g_01056
OG0000598	Praz.g_01675	Pram.g_01055
OG0000599	Praz.g_01674	Pram.g_01054
OG0000600	Praz.g_01673	Pram.g_01053
OG0000601	Praz.g_01672	Pram.g_01052
OG0000602	Praz.g_01671	Pram.g_01051
OG0000603	Praz.g_01670	Pram.g_01050
OG0000604	Praz.g_01669	Pram.g_01049
OG0000605	Praz.g_01668	Pram.g_01048
OG0000606	Praz.g_01667	Pram.g_01047
OG0000607	Praz.g_01666	Pram.g_01045
OG0000608	Praz.g_01665	Pram.g_01044
OG0000609	Praz.g_01663	Pram.g_01042
OG0000610	Praz.g_01662	Pram.g_01041
OG0000611	Praz.g_01660	Pram.g_00760
OG0000612	Praz.g_01659	Pram.g_00761
OG0000613	Praz.g_01657	Pram.g_00763
OG0000614	Praz.g_01651	Pram.g_00769
OG0000615	Praz.g_01650	Pram.g_00770
OG0000616	Praz.g_01649	Pram.g_00771
OG0000617	Praz.g_01647	Pram.g_00774
OG0000618	Praz.g_01646	Pram.g_00775
OG0000619	Praz.g_01645	Pram.g_00776
OG0000620	Praz.g_01643	Pram.g_00778
OG0000621	Praz.g_01642	Pram.g_00779
OG0000622	Praz.g_01641	Pram.g_00780
OG0000623	Praz.g_01640	Pram.g_00781
OG0000624	Praz.g_01638	Pram.g_00784
OG0000625	Praz.g_01637	Pram.g_00785
OG0000626	Praz.g_01636	Pram.g_00786
OG0000627	Praz.g_01635	Pram.g_00789
OG0000628	Praz.g_01634	Pram.g_00790
OG0000629	Praz.g_01633	Pram.g_00791
OG0000630	Praz.g_01631	Pram.g_00793
OG0000631	Praz.g_01630	Pram.g_00795
OG0000632	Praz.g_01626	Pram.g_01927
OG0000633	Praz.g_01625	Pram.g_00720
OG0000634	Praz.g_01606	Pram.g_00802
OG0000635	Praz.g_01604	Pram.g_01027
OG0000636	Praz.g_01603	Pram.g_01026
OG0000637	Praz.g_01601	Pram.g_01024
OG0000638	Praz.g_01600	Pram.g_01023
OG0000639	Praz.g_01599	Pram.g_01022
OG0000640	Praz.g_01598	Pram.g_01021
OG0000641	Praz.g_01597	Pram.g_01020
OG0000642	Praz.g_01596	Pram.g_01019
OG0000643	Praz.g_01595	Pram.g_01018
OG0000644	Praz.g_01593	Pram.g_01016
OG0000645	Praz.g_01592	Pram.g_01014
OG0000646	Praz.g_01591	Pram.g_01013
OG0000647	Praz.g_01590	Pram.g_01012
OG0000648	Praz.g_01589	Pram.g_01011
OG0000649	Praz.g_01588	Pram.g_01010
OG0000650	Praz.g_01587	Pram.g_01008
OG0000651	Praz.g_01586	Pram.g_01007
OG0000652	Praz.g_01584	Pram.g_01005
OG0000653	Praz.g_01569	Pram.g_01533
OG0000654	Praz.g_01567	Pram.g_01539
OG0000655	Praz.g_01558	Pram.g_00576
OG0000656	Praz.g_01554	Pram.g_01534
OG0000657	Praz.g_01547	Pram.g_00935
OG0000658	Praz.g_01546	Pram.g_00934
OG0000659	Praz.g_01545	Pram.g_00933
OG0000660	Praz.g_01534	Pram.g_00325
OG0000661	Praz.g_01525	Pram.g_00908
OG0000662	Praz.g_01523	Pram.g_00911
OG0000663	Praz.g_01521	Pram.g_00913
OG0000664	Praz.g_01520	Pram.g_00914
OG0000665	Praz.g_01519	Pram.g_00915
OG0000666	Praz.g_01518	Pram.g_01028
OG0000667	Praz.g_01517	Pram.g_00804
OG0000668	Praz.g_01516	Pram.g_00805
OG0000669	Praz.g_01515	Pram.g_00806
OG0000670	Praz.g_01513	Pram.g_00808
OG0000671	Praz.g_01512	Pram.g_00809
OG0000672	Praz.g_01511	Pram.g_00810
OG0000673	Praz.g_01510	Pram.g_00811
OG0000674	Praz.g_01509	Pram.g_00812
OG0000675	Praz.g_01508	Pram.g_00813
OG0000676	Praz.g_01506	Pram.g_00815
OG0000677	Praz.g_01504	Pram.g_00817
OG0000678	Praz.g_01503	Pram.g_00818
OG0000679	Praz.g_01502	Pram.g_00819
OG0000680	Praz.g_01501	Pram.g_00820
OG0000681	Praz.g_01500	Pram.g_00821
OG0000682	Praz.g_01499	Pram.g_00822
OG0000683	Praz.g_01498	Pram.g_00823
OG0000684	Praz.g_01497	Pram.g_00825
OG0000685	Praz.g_01496	Pram.g_00826
OG0000686	Praz.g_01495	Pram.g_00827
OG0000687	Praz.g_01494	Pram.g_00828
OG0000688	Praz.g_01493	Pram.g_00829
OG0000689	Praz.g_01492	Pram.g_00830
OG0000690	Praz.g_01491	Pram.g_00831
OG0000691	Praz.g_01489	Pram.g_00833
OG0000692	Praz.g_01488	Pram.g_00834
OG0000693	Praz.g_01487	Pram.g_00835
OG0000694	Praz.g_01486	Pram.g_00836
OG0000695	Praz.g_01485	Pram.g_00837
OG0000696	Praz.g_01484	Pram.g_00838
OG0000697	Praz.g_01482	Pram.g_00839
OG0000698	Praz.g_01481	Pram.g_00840
OG0000699	Praz.g_01477	Pram.g_00844
OG0000700	Praz.g_01476	Pram.g_00845
OG0000701	Praz.g_01475	Pram.g_00847
OG0000702	Praz.g_01474	Pram.g_00848
OG0000703	Praz.g_01473	Pram.g_00849
OG0000704	Praz.g_01472	Pram.g_00850
OG0000705	Praz.g_01470	Pram.g_00852
OG0000706	Praz.g_01469	Pram.g_00853
OG0000707	Praz.g_01468	Pram.g_00854
OG0000708	Praz.g_01467	Pram.g_00855
OG0000709	Praz.g_01466	Pram.g_00857
OG0000710	Praz.g_01465	Pram.g_00858
OG0000711	Praz.g_01464	Pram.g_00859
OG0000712	Praz.g_01463	Pram.g_00860
OG0000713	Praz.g_01462	Pram.g_00861
OG0000714	Praz.g_01460	Pram.g_00865
OG0000715	Praz.g_01459	Pram.g_00866
OG0000716	Praz.g_01458	Pram.g_00867
OG0000717	Praz.g_01457	Pram.g_00868
OG0000718	Praz.g_01456	Pram.g_00870
OG0000719	Praz.g_01454	Pram.g_00872
OG0000720	Praz.g_01452	Pram.g_00876
OG0000721	Praz.g_01451	Pram.g_00877
OG0000722	Praz.g_01424	Pram.g_00713
OG0000723	Praz.g_01420	Pram.g_00717
OG0000724	Praz.g_01417	Pram.g_00724
OG0000725	Praz.g_01416	Pram.g_00726
OG0000726	Praz.g_01415	Pram.g_00727
OG0000727	Praz.g_01414	Pram.g_00728
OG0000728	Praz.g_01413	Pram.g_00729
OG0000729	Praz.g_01411	Pram.g_00731
OG0000730	Praz.g_01410	Pram.g_00732
OG0000731	Praz.g_01408	Pram.g_00734
OG0000732	Praz.g_01407	Pram.g_00735
OG0000733	Praz.g_01406	Pram.g_00736
OG0000734	Praz.g_01405	Pram.g_00737
OG0000735	Praz.g_01404	Pram.g_00738
OG0000736	Praz.g_01402	Pram.g_00740
OG0000737	Praz.g_01401	Pram.g_00741
OG0000738	Praz.g_01399	Pram.g_00743
OG0000739	Praz.g_01398	Pram.g_00744
OG0000740	Praz.g_01397	Pram.g_00745
OG0000741	Praz.g_01395	Pram.g_00747
OG0000742	Praz.g_01394	Pram.g_00748
OG0000743	Praz.g_01391	Pram.g_00752
OG0000744	Praz.g_01390	Pram.g_00753
OG0000745	Praz.g_01388	Pram.g_00754
OG0000746	Praz.g_01387	Pram.g_00755
OG0000747	Praz.g_01386	Pram.g_00756
OG0000748	Praz.g_01385	Pram.g_00757
OG0000749	Praz.g_01384	Pram.g_00758
OG0000750	Praz.g_01383	Pram.g_00759
OG0000751	Praz.g_01381	Pram.g_01036
OG0000752	Praz.g_01380	Pram.g_01035
OG0000753	Praz.g_01379	Pram.g_01034
OG0000754	Praz.g_01378	Pram.g_01033
OG0000755	Praz.g_01376	Pram.g_01031
OG0000756	Praz.g_01375	Pram.g_01030
OG0000757	Praz.g_01374	Pram.g_01029
OG0000758	Praz.g_01373	Pram.g_00916
OG0000759	Praz.g_01372	Pram.g_00917
OG0000760	Praz.g_01371	Pram.g_00918
OG0000761	Praz.g_01370	Pram.g_00919
OG0000762	Praz.g_01368	Pram.g_00921
OG0000763	Praz.g_01367	Pram.g_00922
OG0000764	Praz.g_01366	Pram.g_00923
OG0000765	Praz.g_01365	Pram.g_00924
OG0000766	Praz.g_01364	Pram.g_00925
OG0000767	Praz.g_01363	Pram.g_00926
OG0000768	Praz.g_01362	Pram.g_00927
OG0000769	Praz.g_01361	Pram.g_00928
OG0000770	Praz.g_01360	Pram.g_00930
OG0000771	Praz.g_01359	Pram.g_00931
OG0000772	Praz.g_01358	Pram.g_00988
OG0000773	Praz.g_01356	Pram.g_00936
OG0000774	Praz.g_01355	Pram.g_00937
OG0000775	Praz.g_01354	Pram.g_00938
OG0000776	Praz.g_01353	Pram.g_00940
OG0000777	Praz.g_01352	Pram.g_00941
OG0000778	Praz.g_01351	Pram.g_00942
OG0000779	Praz.g_01349	Pram.g_00944
OG0000780	Praz.g_01348	Pram.g_00945
OG0000781	Praz.g_01347	Pram.g_00946
OG0000782	Praz.g_01345	Pram.g_00948
OG0000783	Praz.g_01344	Pram.g_00949
OG0000784	Praz.g_01343	Pram.g_00950
OG0000785	Praz.g_01342	Pram.g_00951
OG0000786	Praz.g_01341	Pram.g_00952
OG0000787	Praz.g_01339	Pram.g_00954
OG0000788	Praz.g_01338	Pram.g_00955
OG0000789	Praz.g_01337	Pram.g_00956
OG0000790	Praz.g_01336	Pram.g_00957
OG0000791	Praz.g_01335	Pram.g_00958
OG0000792	Praz.g_01334	Pram.g_01199
OG0000793	Praz.g_01333	Pram.g_00959
OG0000794	Praz.g_01332	Pram.g_00960
OG0000795	Praz.g_01331	Pram.g_00961
OG0000796	Praz.g_01329	Pram.g_00963
OG0000797	Praz.g_01327	Pram.g_00964
OG0000798	Praz.g_01326	Pram.g_00965
OG0000799	Praz.g_01325	Pram.g_00966
OG0000800	Praz.g_01324	Pram.g_00967
OG0000801	Praz.g_01323	Pram.g_00968
OG0000802	Praz.g_01321	Pram.g_00970
OG0000803	Praz.g_01320	Pram.g_00971
OG0000804	Praz.g_01308	Pram.g_00973
OG0000805	Praz.g_01306	Pram.g_00975
OG0000806	Praz.g_01305	Pram.g_00976
OG0000807	Praz.g_01304	Pram.g_00977
OG0000808	Praz.g_01303	Pram.g_00978
OG0000809	Praz.g_01299	Pram.g_00983
OG0000810	Praz.g_01298	Pram.g_00985
OG0000811	Praz.g_01297	Pram.g_00986
OG0000812	Praz.g_01296	Pram.g_00987
OG0000813	Praz.g_01294	Pram.g_00990
OG0000814	Praz.g_01293	Pram.g_00991
OG0000815	Praz.g_01292	Pram.g_00992
OG0000816	Praz.g_01290	Pram.g_00995
OG0000817	Praz.g_01287	Pram.g_00899
OG0000818	Praz.g_01286	Pram.g_00898
OG0000819	Praz.g_01284	Pram.g_00896
OG0000820	Praz.g_01283	Pram.g_00895
OG0000821	Praz.g_01282	Pram.g_00894
OG0000822	Praz.g_01281	Pram.g_00893
OG0000823	Praz.g_00064	Pram.g_00890
OG0000824	Praz.g_00065	Pram.g_00889
OG0000825	Praz.g_00067	Pram.g_00887
OG0000826	Praz.g_00068	Pram.g_00886
OG0000827	Praz.g_00069	Pram.g_00885
OG0000828	Praz.g_00071	Pram.g_00883
OG0000829	Praz.g_00096	Pram.g_00356
OG0000830	Praz.g_00105	Pram.g_00683
OG0000831	Praz.g_00108	Pram.g_01188
OG0000832	Praz.g_00109	Pram.g_00579
OG0000833	Praz.g_00116	Pram.g_01208
OG0000834	Praz.g_00060	Pram.g_01182
OG0000835	Praz.g_00056	Pram.g_00335
OG0000836	Praz.g_00054	Pram.g_01201
OG0000837	Praz.g_00040	Pram.g_01469
OG0000838	Praz.g_00024	Pram.g_01547
OG0000839	Praz.g_00023	Pram.g_01548
OG0000840	Praz.g_00018	Pram.g_00690
OG0000841	Praz.g_00011	Pram.g_01162
OG0000842	Praz.g_00007	Pram.g_01156
OG0000843	Praz.g_00005	Pram.g_01154
OG0000844	Praz.g_00004	Pram.g_01153
OG0000845	Praz.g_00003	Pram.g_01152
OG0000846	Praz.g_00002	Pram.g_01151
OG0000847	Praz.g_00001	Pram.g_01150
OG0000848	Praz.g_00763	Pram.g_01149
OG0000849	Praz.g_00762	Pram.g_01148
OG0000850	Praz.g_00761	Pram.g_01147
OG0000851	Praz.g_00759	Pram.g_01144
OG0000852	Praz.g_00756	Pram.g_01141
OG0000853	Praz.g_00754	Pram.g_01139
OG0000854	Praz.g_00753	Pram.g_01137
OG0000855	Praz.g_00751	Pram.g_01136
OG0000856	Praz.g_00750	Pram.g_01135
OG0000857	Praz.g_00749	Pram.g_01134
OG0000858	Praz.g_00747	Pram.g_01131
OG0000859	Praz.g_00746	Pram.g_01130
OG0000860	Praz.g_00745	Pram.g_01129
OG0000861	Praz.g_00744	Pram.g_01128
OG0000862	Praz.g_00743	Pram.g_01127
OG0000863	Praz.g_00742	Pram.g_01125
OG0000864	Praz.g_00741	Pram.g_01124
OG0000865	Praz.g_00740	Pram.g_01123
OG0000866	Praz.g_00739	Pram.g_01122
OG0000867	Praz.g_00736	Pram.g_01119
OG0000868	Praz.g_00734	Pram.g_01118
OG0000869	Praz.g_00733	Pram.g_01117
OG0000870	Praz.g_00732	Pram.g_01114
OG0000871	Praz.g_00731	Pram.g_01113
OG0000872	Praz.g_00730	Pram.g_01111
OG0000873	Praz.g_00729	Pram.g_01110
OG0000874	Praz.g_00728	Pram.g_01109
OG0000875	Praz.g_00727	Pram.g_01107
OG0000876	Praz.g_00725	Pram.g_01105
OG0000877	Praz.g_00724	Pram.g_01104
OG0000878	Praz.g_00723	Pram.g_01103
OG0000879	Praz.g_00722	Pram.g_01102
OG0000880	Praz.g_00721	Pram.g_01101
OG0000881	Praz.g_00720	Pram.g_01100
OG0000882	Praz.g_00719	Pram.g_01099
OG0000883	Praz.g_00718	Pram.g_01098
OG0000884	Praz.g_00717	Pram.g_01097
OG0000885	Praz.g_00716	Pram.g_01096
OG0000886	Praz.g_00715	Pram.g_01095
OG0000887	Praz.g_00714	Pram.g_01094
OG0000888	Praz.g_00713	Pram.g_01093
OG0000889	Praz.g_00712	Pram.g_01092
OG0000890	Praz.g_00711	Pram.g_01091
OG0000891	Praz.g_00710	Pram.g_01090
OG0000892	Praz.g_00709	Pram.g_01089
OG0000893	Praz.g_00708	Pram.g_01088
OG0000894	Praz.g_00706	Pram.g_01087
OG0000895	Praz.g_00705	Pram.g_01086
OG0000896	Praz.g_00703	Pram.g_01084
OG0000897	Praz.g_00702	Pram.g_01083
OG0000898	Praz.g_00701	Pram.g_01082
OG0000899	Praz.g_00700	Pram.g_01081
OG0000900	Praz.g_00698	Pram.g_00570
OG0000901	Praz.g_01205	Pram.g_01569
OG0000902	Praz.g_01191	Pram.g_01219
OG0000903	Praz.g_01190	Pram.g_01220
OG0000904	Praz.g_01189	Pram.g_01221
OG0000905	Praz.g_01188	Pram.g_01222
OG0000906	Praz.g_01187	Pram.g_01223
OG0000907	Praz.g_01185	Pram.g_01225
OG0000908	Praz.g_01184	Pram.g_01226
OG0000909	Praz.g_01183	Pram.g_01227
OG0000910	Praz.g_01182	Pram.g_01228
OG0000911	Praz.g_01181	Pram.g_01229
OG0000912	Praz.g_01178	Pram.g_01232
OG0000913	Praz.g_01177	Pram.g_01233
OG0000914	Praz.g_01176	Pram.g_01234
OG0000915	Praz.g_01174	Pram.g_01236
OG0000916	Praz.g_01173	Pram.g_01237
OG0000917	Praz.g_01172	Pram.g_01238
OG0000918	Praz.g_01171	Pram.g_01239
OG0000919	Praz.g_01170	Pram.g_01240
OG0000920	Praz.g_01169	Pram.g_01241
OG0000921	Praz.g_01167	Pram.g_01244
OG0000922	Praz.g_01166	Pram.g_01245
OG0000923	Praz.g_01157	Pram.g_01478
OG0000924	Praz.g_01156	Pram.g_01477
OG0000925	Praz.g_01153	Pram.g_01475
OG0000926	Praz.g_01152	Pram.g_01271
OG0000927	Praz.g_01151	Pram.g_01198
OG0000928	Praz.g_01149	Pram.g_01281
OG0000929	Praz.g_01147	Pram.g_01183
OG0000930	Praz.g_01145	Pram.g_01165
OG0000931	Praz.g_01144	Pram.g_00874
OG0000932	Praz.g_01141	Pram.g_01542
OG0000933	Praz.g_01137	Pram.g_01466
OG0000934	Praz.g_01136	Pram.g_01465
OG0000935	Praz.g_01135	Pram.g_01464
OG0000936	Praz.g_01134	Pram.g_01463
OG0000937	Praz.g_01133	Pram.g_01462
OG0000938	Praz.g_01132	Pram.g_01461
OG0000939	Praz.g_01131	Pram.g_01460
OG0000940	Praz.g_01130	Pram.g_01458
OG0000941	Praz.g_01129	Pram.g_01457
OG0000942	Praz.g_01128	Pram.g_01456
OG0000943	Praz.g_01127	Pram.g_01455
OG0000944	Praz.g_01126	Pram.g_01454
OG0000945	Praz.g_01125	Pram.g_01453
OG0000946	Praz.g_01124	Pram.g_01452
OG0000947	Praz.g_01123	Pram.g_01451
OG0000948	Praz.g_01122	Pram.g_01450
OG0000949	Praz.g_01121	Pram.g_01449
OG0000950	Praz.g_01097	Pram.g_01815
OG0000951	Praz.g_01059	Pram.g_01398
OG0000952	Praz.g_01058	Pram.g_01397
OG0000953	Praz.g_01057	Pram.g_01396
OG0000954	Praz.g_01056	Pram.g_01395
OG0000955	Praz.g_01055	Pram.g_01394
OG0000956	Praz.g_01053	Pram.g_01392
OG0000957	Praz.g_01052	Pram.g_01391
OG0000958	Praz.g_01051	Pram.g_01390
OG0000959	Praz.g_01050	Pram.g_01389
OG0000960	Praz.g_01049	Pram.g_01388
OG0000961	Praz.g_01048	Pram.g_01387
OG0000962	Praz.g_01047	Pram.g_01386
OG0000963	Praz.g_01046	Pram.g_01385
OG0000964	Praz.g_01045	Pram.g_01384
OG0000965	Praz.g_01043	Pram.g_01383
OG0000966	Praz.g_01042	Pram.g_01382
OG0000967	Praz.g_01039	Pram.g_01376
OG0000968	Praz.g_01038	Pram.g_01375
OG0000969	Praz.g_01037	Pram.g_01374
OG0000970	Praz.g_01036	Pram.g_01373
OG0000971	Praz.g_01035	Pram.g_01372
OG0000972	Praz.g_01034	Pram.g_01371
OG0000973	Praz.g_01032	Pram.g_01369
OG0000974	Praz.g_01031	Pram.g_01368
OG0000975	Praz.g_01030	Pram.g_01367
OG0000976	Praz.g_01029	Pram.g_01366
OG0000977	Praz.g_01028	Pram.g_01365
OG0000978	Praz.g_01027	Pram.g_01364
OG0000979	Praz.g_01026	Pram.g_01363
OG0000980	Praz.g_01025	Pram.g_01362
OG0000981	Praz.g_01024	Pram.g_01361
OG0000982	Praz.g_01023	Pram.g_01360
OG0000983	Praz.g_01022	Pram.g_01359
OG0000984	Praz.g_01018	Pram.g_01355
OG0000985	Praz.g_01017	Pram.g_01354
OG0000986	Praz.g_01016	Pram.g_01353
OG0000987	Praz.g_01014	Pram.g_01351
OG0000988	Praz.g_01013	Pram.g_01350
OG0000989	Praz.g_01012	Pram.g_01349
OG0000990	Praz.g_01011	Pram.g_01348
OG0000991	Praz.g_01010	Pram.g_01347
OG0000992	Praz.g_01009	Pram.g_01346
OG0000993	Praz.g_01008	Pram.g_01345
OG0000994	Praz.g_01007	Pram.g_01344
OG0000995	Praz.g_01006	Pram.g_01343
OG0000996	Praz.g_01005	Pram.g_01342
OG0000997	Praz.g_01003	Pram.g_01340
OG0000998	Praz.g_01000	Pram.g_01333
OG0000999	Praz.g_00998	Pram.g_01331
OG0001000	Praz.g_00997	Pram.g_01330
OG0001001	Praz.g_00996	Pram.g_01328
OG0001002	Praz.g_00994	Pram.g_01326
OG0001003	Praz.g_00993	Pram.g_01325
OG0001004	Praz.g_00992	Pram.g_01324
OG0001005	Praz.g_00991	Pram.g_01323
OG0001006	Praz.g_00989	Pram.g_01321
OG0001007	Praz.g_00988	Pram.g_01320
OG0001008	Praz.g_00987	Pram.g_01319
OG0001009	Praz.g_00986	Pram.g_01318
OG0001010	Praz.g_00985	Pram.g_01317
OG0001011	Praz.g_00984	Pram.g_01315
OG0001012	Praz.g_00983	Pram.g_01314
OG0001013	Praz.g_00982	Pram.g_01313
OG0001014	Praz.g_00981	Pram.g_01312
OG0001015	Praz.g_00980	Pram.g_01311
OG0001016	Praz.g_00979	Pram.g_01310
OG0001017	Praz.g_00978	Pram.g_01309
OG0001018	Praz.g_00977	Pram.g_01308
OG0001019	Praz.g_00976	Pram.g_01307
OG0001020	Praz.g_00975	Pram.g_01306
OG0001021	Praz.g_00974	Pram.g_01305
OG0001022	Praz.g_00973	Pram.g_01304
OG0001023	Praz.g_00972	Pram.g_01303
OG0001024	Praz.g_00970	Pram.g_01301
OG0001025	Praz.g_00969	Pram.g_01300
OG0001026	Praz.g_00968	Pram.g_01299
OG0001027	Praz.g_00967	Pram.g_01298
OG0001028	Praz.g_00966	Pram.g_01296
OG0001029	Praz.g_00965	Pram.g_01295
OG0001030	Praz.g_00962	Pram.g_01292
OG0001031	Praz.g_00961	Pram.g_01291
OG0001032	Praz.g_00953	Pram.g_01577
OG0001033	Praz.g_00946	Pram.g_00567
OG0001034	Praz.g_00918	Pram.g_00824
OG0001035	Praz.g_00883	Pram.g_01625
OG0001036	Praz.g_00882	Pram.g_01626
OG0001037	Praz.g_00876	Pram.g_01633
OG0001038	Praz.g_00875	Pram.g_01634
OG0001039	Praz.g_00874	Pram.g_01635
OG0001040	Praz.g_00873	Pram.g_01636
OG0001041	Praz.g_00871	Pram.g_01638
OG0001042	Praz.g_00870	Pram.g_01639
OG0001043	Praz.g_00869	Pram.g_01640
OG0001044	Praz.g_00868	Pram.g_01641
OG0001045	Praz.g_00867	Pram.g_01642
OG0001046	Praz.g_00866	Pram.g_01644
OG0001047	Praz.g_00865	Pram.g_01645
OG0001048	Praz.g_00863	Pram.g_01646
OG0001049	Praz.g_00862	Pram.g_01647
OG0001050	Praz.g_00861	Pram.g_01648
OG0001051	Praz.g_00860	Pram.g_01649
OG0001052	Praz.g_00859	Pram.g_01650
OG0001053	Praz.g_00858	Pram.g_01651
OG0001054	Praz.g_00857	Pram.g_01652
OG0001055	Praz.g_00856	Pram.g_01653
OG0001056	Praz.g_00855	Pram.g_01654
OG0001057	Praz.g_00853	Pram.g_01656
OG0001058	Praz.g_00852	Pram.g_01657
OG0001059	Praz.g_00851	Pram.g_01658
OG0001060	Praz.g_00850	Pram.g_01659
OG0001061	Praz.g_00849	Pram.g_01660
OG0001062	Praz.g_00848	Pram.g_01662
OG0001063	Praz.g_00847	Pram.g_01663
OG0001064	Praz.g_00846	Pram.g_01664
OG0001065	Praz.g_00845	Pram.g_01665
OG0001066	Praz.g_00844	Pram.g_01666
OG0001067	Praz.g_00843	Pram.g_01667
OG0001068	Praz.g_00842	Pram.g_01668
OG0001069	Praz.g_00839	Pram.g_01671
OG0001070	Praz.g_00837	Pram.g_01673
OG0001071	Praz.g_00836	Pram.g_01674
OG0001072	Praz.g_00835	Pram.g_01675
OG0001073	Praz.g_00834	Pram.g_01676
OG0001074	Praz.g_00833	Pram.g_01677
OG0001075	Praz.g_00831	Pram.g_01679
OG0001076	Praz.g_00830	Pram.g_01681
OG0001077	Praz.g_00829	Pram.g_01682
OG0001078	Praz.g_00828	Pram.g_01683
OG0001079	Praz.g_00827	Pram.g_01684
OG0001080	Praz.g_00826	Pram.g_01685
OG0001081	Praz.g_00825	Pram.g_01686
OG0001082	Praz.g_00824	Pram.g_01687
OG0001083	Praz.g_00823	Pram.g_01688
OG0001084	Praz.g_00822	Pram.g_01689
OG0001085	Praz.g_00821	Pram.g_01690
OG0001086	Praz.g_00335	Pram.g_01695
OG0001087	Praz.g_00334	Pram.g_01697
OG0001088	Praz.g_00333	Pram.g_01698
OG0001089	Praz.g_00331	Pram.g_01701
OG0001090	Praz.g_00330	Pram.g_01702
OG0001091	Praz.g_00329	Pram.g_01703
OG0001092	Praz.g_00328	Pram.g_01704
OG0001093	Praz.g_00327	Pram.g_01705
OG0001094	Praz.g_00326	Pram.g_01706
OG0001095	Praz.g_00325	Pram.g_01707
OG0001096	Praz.g_00324	Pram.g_01708
OG0001097	Praz.g_00323	Pram.g_01709
OG0001098	Praz.g_00322	Pram.g_01710
OG0001099	Praz.g_00321	Pram.g_01711
OG0001100	Praz.g_00320	Pram.g_01712
OG0001101	Praz.g_00319	Pram.g_01713
OG0001102	Praz.g_00316	Pram.g_01717
OG0001103	Praz.g_00315	Pram.g_01718
OG0001104	Praz.g_00314	Pram.g_01722
OG0001105	Praz.g_00312	Pram.g_01720
OG0001106	Praz.g_00310	Pram.g_01716
OG0001107	Praz.g_00309	Pram.g_01715
OG0001108	Praz.g_00308	Pram.g_01714
OG0001109	Praz.g_00305	Pram.g_01727
OG0001110	Praz.g_00303	Pram.g_01729
OG0001111	Praz.g_00302	Pram.g_01730
OG0001112	Praz.g_00301	Pram.g_01731
OG0001113	Praz.g_00300	Pram.g_01732
OG0001114	Praz.g_00299	Pram.g_01733
OG0001115	Praz.g_00298	Pram.g_01734
OG0001116	Praz.g_00297	Pram.g_01735
OG0001117	Praz.g_00296	Pram.g_01736
OG0001118	Praz.g_00295	Pram.g_01737
OG0001119	Praz.g_00294	Pram.g_01738
OG0001120	Praz.g_00293	Pram.g_01739
OG0001121	Praz.g_00292	Pram.g_01740
OG0001122	Praz.g_00291	Pram.g_01741
OG0001123	Praz.g_00290	Pram.g_01742
OG0001124	Praz.g_00289	Pram.g_01743
OG0001125	Praz.g_00288	Pram.g_01744
OG0001126	Praz.g_00287	Pram.g_01745
OG0001127	Praz.g_00286	Pram.g_01746
OG0001128	Praz.g_00285	Pram.g_01747
OG0001129	Praz.g_00284	Pram.g_01748
OG0001130	Praz.g_00283	Pram.g_01749
OG0001131	Praz.g_00282	Pram.g_01750
OG0001132	Praz.g_00281	Pram.g_01751
OG0001133	Praz.g_00280	Pram.g_01752
OG0001134	Praz.g_00279	Pram.g_01753
OG0001135	Praz.g_00278	Pram.g_01754
OG0001136	Praz.g_00277	Pram.g_01755
OG0001137	Praz.g_00276	Pram.g_01756
OG0001138	Praz.g_00275	Pram.g_01757
OG0001139	Praz.g_00274	Pram.g_01758
OG0001140	Praz.g_00273	Pram.g_01759
OG0001141	Praz.g_00271	Pram.g_01761
OG0001142	Praz.g_00270	Pram.g_01762
OG0001143	Praz.g_00269	Pram.g_01763
OG0001144	Praz.g_00267	Pram.g_01765
OG0001145	Praz.g_00265	Pram.g_01767
OG0001146	Praz.g_00264	Pram.g_01768
OG0001147	Praz.g_00262	Pram.g_01771
OG0001148	Praz.g_00261	Pram.g_01772
OG0001149	Praz.g_00260	Pram.g_01773
OG0001150	Praz.g_00257	Pram.g_01776
OG0001151	Praz.g_00256	Pram.g_01777
OG0001152	Praz.g_00255	Pram.g_01778
OG0001153	Praz.g_00254	Pram.g_01779
OG0001154	Praz.g_00253	Pram.g_01780
OG0001155	Praz.g_00252	Pram.g_01781
OG0001156	Praz.g_00251	Pram.g_01782
OG0001157	Praz.g_00249	Pram.g_01784
OG0001158	Praz.g_00248	Pram.g_01786
OG0001159	Praz.g_00247	Pram.g_01787
OG0001160	Praz.g_00246	Pram.g_01788
OG0001161	Praz.g_00242	Pram.g_01793
OG0001162	Praz.g_00241	Pram.g_01794
OG0001163	Praz.g_00240	Pram.g_01795
OG0001164	Praz.g_00239	Pram.g_01796
OG0001165	Praz.g_00238	Pram.g_01797
OG0001166	Praz.g_00237	Pram.g_01798
OG0001167	Praz.g_00236	Pram.g_01799
OG0001168	Praz.g_00234	Pram.g_01801
OG0001169	Praz.g_00233	Pram.g_01802
OG0001170	Praz.g_00231	Pram.g_01806
OG0001171	Praz.g_00230	Pram.g_01807
OG0001172	Praz.g_00229	Pram.g_01808
OG0001173	Praz.g_00227	Pram.g_01810
OG0001174	Praz.g_00225	Pram.g_01812
OG0001175	Praz.g_00223	Pram.g_01814
