Orthogroup	Praz	Prad
OG0000567	Praz.g_01713	Prad.g_01406
OG0000568	Praz.g_01712	Prad.g_01407
OG0000569	Praz.g_01709	Prad.g_01410
OG0000570	Praz.g_01708	Prad.g_01411
OG0000571	Praz.g_01706	Prad.g_01413
OG0000572	Praz.g_01705	Prad.g_01414
OG0000573	Praz.g_01704	Prad.g_01415
OG0000574	Praz.g_01703	Prad.g_01416
OG0000575	Praz.g_01702	Prad.g_01417
OG0000576	Praz.g_01701	Prad.g_01418
OG0000577	Praz.g_01700	Prad.g_01419
OG0000578	Praz.g_01699	Prad.g_01420
OG0000579	Praz.g_01698	Prad.g_01421
OG0000580	Praz.g_01697	Prad.g_01422
OG0000581	Praz.g_01696	Prad.g_01423
OG0000582	Praz.g_01695	Prad.g_01424
OG0000583	Praz.g_01694	Prad.g_01425
OG0000584	Praz.g_01692	Prad.g_01427
OG0000585	Praz.g_01691	Prad.g_01428
OG0000586	Praz.g_01690	Prad.g_01429
OG0000587	Praz.g_01689	Prad.g_01430
OG0000588	Praz.g_01688	Prad.g_01431
OG0000589	Praz.g_01687	Prad.g_01432
OG0000590	Praz.g_01686	Prad.g_01433
OG0000591	Praz.g_01685	Prad.g_01219
OG0000592	Praz.g_01684	Prad.g_01220
OG0000593	Praz.g_01683	Prad.g_01221
OG0000594	Praz.g_01682	Prad.g_01222
OG0000595	Praz.g_01681	Prad.g_01223
OG0000596	Praz.g_01680	Prad.g_01224
OG0000597	Praz.g_01676	Prad.g_01228
OG0000598	Praz.g_01675	Prad.g_01229
OG0000599	Praz.g_01674	Prad.g_01230
OG0000600	Praz.g_01673	Prad.g_01231
OG0000601	Praz.g_01672	Prad.g_01232
OG0000602	Praz.g_01671	Prad.g_01233
OG0000603	Praz.g_01670	Prad.g_01234
OG0000604	Praz.g_01669	Prad.g_01235
OG0000605	Praz.g_01668	Prad.g_01236
OG0000606	Praz.g_01667	Prad.g_01237
OG0000607	Praz.g_01666	Prad.g_01238
OG0000608	Praz.g_01665	Prad.g_01239
OG0000609	Praz.g_01663	Prad.g_01241
OG0000610	Praz.g_01662	Prad.g_01242
OG0000611	Praz.g_01660	Prad.g_01244
OG0000612	Praz.g_01659	Prad.g_01245
OG0000613	Praz.g_01657	Prad.g_01247
OG0000614	Praz.g_01651	Prad.g_01253
OG0000615	Praz.g_01650	Prad.g_01254
OG0000616	Praz.g_01649	Prad.g_01255
OG0000617	Praz.g_01647	Prad.g_01257
OG0000618	Praz.g_01646	Prad.g_01258
OG0000619	Praz.g_01645	Prad.g_01259
OG0000620	Praz.g_01643	Prad.g_01261
OG0000621	Praz.g_01642	Prad.g_01262
OG0000622	Praz.g_01641	Prad.g_01263
OG0000623	Praz.g_01640	Prad.g_01264
OG0000624	Praz.g_01638	Prad.g_01266
OG0000625	Praz.g_01637	Prad.g_01267
OG0000626	Praz.g_01636	Prad.g_01268
OG0000627	Praz.g_01635	Prad.g_01269
OG0000628	Praz.g_01634	Prad.g_01270
OG0000629	Praz.g_01633	Prad.g_01271
OG0000630	Praz.g_01631	Prad.g_01273
OG0000631	Praz.g_01630	Prad.g_01274
OG0000632	Praz.g_01626	Prad.g_01278
OG0000633	Praz.g_01625	Prad.g_01279
OG0000634	Praz.g_01606	Prad.g_01050
OG0000635	Praz.g_01604	Prad.g_01052
OG0000636	Praz.g_01603	Prad.g_01053
OG0000637	Praz.g_01601	Prad.g_01055
OG0000638	Praz.g_01600	Prad.g_01056
OG0000639	Praz.g_01599	Prad.g_01057
OG0000640	Praz.g_01598	Prad.g_01058
OG0000641	Praz.g_01597	Prad.g_01059
OG0000642	Praz.g_01596	Prad.g_01060
OG0000643	Praz.g_01595	Prad.g_01061
OG0000644	Praz.g_01593	Prad.g_01063
OG0000645	Praz.g_01592	Prad.g_01064
OG0000646	Praz.g_01591	Prad.g_01065
OG0000647	Praz.g_01590	Prad.g_01066
OG0000648	Praz.g_01589	Prad.g_01067
OG0000649	Praz.g_01588	Prad.g_01068
OG0000650	Praz.g_01587	Prad.g_01069
OG0000651	Praz.g_01586	Prad.g_01070
OG0000652	Praz.g_01584	Prad.g_01072
OG0000653	Praz.g_01569	Prad.g_01090
OG0000654	Praz.g_01567	Prad.g_01092
OG0000655	Praz.g_01558	Prad.g_01102
OG0000656	Praz.g_01554	Prad.g_01107
OG0000657	Praz.g_01547	Prad.g_01109
OG0000658	Praz.g_01546	Prad.g_01110
OG0000659	Praz.g_01545	Prad.g_01111
OG0000660	Praz.g_01534	Prad.g_01123
OG0000661	Praz.g_01525	Prad.g_01132
OG0000662	Praz.g_01523	Prad.g_01134
OG0000663	Praz.g_01521	Prad.g_01137
OG0000664	Praz.g_01520	Prad.g_01138
OG0000665	Praz.g_01519	Prad.g_01139
OG0000666	Praz.g_01518	Prad.g_01140
OG0000667	Praz.g_01517	Prad.g_01141
OG0000668	Praz.g_01516	Prad.g_01142
OG0000669	Praz.g_01515	Prad.g_01143
OG0000670	Praz.g_01513	Prad.g_01145
OG0000671	Praz.g_01512	Prad.g_01146
OG0000672	Praz.g_01511	Prad.g_01147
OG0000673	Praz.g_01510	Prad.g_01148
OG0000674	Praz.g_01509	Prad.g_01149
OG0000675	Praz.g_01508	Prad.g_01150
OG0000676	Praz.g_01506	Prad.g_01152
OG0000677	Praz.g_01504	Prad.g_01154
OG0000678	Praz.g_01503	Prad.g_01155
OG0000679	Praz.g_01502	Prad.g_01156
OG0000680	Praz.g_01501	Prad.g_01157
OG0000681	Praz.g_01500	Prad.g_01158
OG0000682	Praz.g_01499	Prad.g_01159
OG0000683	Praz.g_01498	Prad.g_01160
OG0000684	Praz.g_01497	Prad.g_01161
OG0000685	Praz.g_01496	Prad.g_01162
OG0000686	Praz.g_01495	Prad.g_01163
OG0000687	Praz.g_01494	Prad.g_01164
OG0000688	Praz.g_01493	Prad.g_01165
OG0000689	Praz.g_01492	Prad.g_01166
OG0000690	Praz.g_01491	Prad.g_01167
OG0000691	Praz.g_01489	Prad.g_01169
OG0000692	Praz.g_01488	Prad.g_01170
OG0000693	Praz.g_01487	Prad.g_01171
OG0000694	Praz.g_01486	Prad.g_01172
OG0000695	Praz.g_01485	Prad.g_01173
OG0000696	Praz.g_01484	Prad.g_01174
OG0000697	Praz.g_01482	Prad.g_01176
OG0000698	Praz.g_01481	Prad.g_01177
OG0000699	Praz.g_01477	Prad.g_01181
OG0000700	Praz.g_01476	Prad.g_01182
OG0000701	Praz.g_01475	Prad.g_01183
OG0000702	Praz.g_01474	Prad.g_01184
OG0000703	Praz.g_01473	Prad.g_01185
OG0000704	Praz.g_01472	Prad.g_00308
OG0000705	Praz.g_01470	Prad.g_00306
OG0000706	Praz.g_01469	Prad.g_00305
OG0000707	Praz.g_01468	Prad.g_00304
OG0000708	Praz.g_01467	Prad.g_00303
OG0000709	Praz.g_01466	Prad.g_00302
OG0000710	Praz.g_01465	Prad.g_00301
OG0000711	Praz.g_01464	Prad.g_00300
OG0000712	Praz.g_01463	Prad.g_00299
OG0000713	Praz.g_01462	Prad.g_00298
OG0000714	Praz.g_01460	Prad.g_00296
OG0000715	Praz.g_01459	Prad.g_00295
OG0000716	Praz.g_01458	Prad.g_00294
OG0000717	Praz.g_01457	Prad.g_00293
OG0000718	Praz.g_01456	Prad.g_00292
OG0000719	Praz.g_01454	Prad.g_00290
OG0000720	Praz.g_01452	Prad.g_00288
OG0000721	Praz.g_01451	Prad.g_00287
OG0000722	Praz.g_01424	Prad.g_00260
OG0000723	Praz.g_01420	Prad.g_00256
OG0000724	Praz.g_01417	Prad.g_00253
OG0000725	Praz.g_01416	Prad.g_00252
OG0000726	Praz.g_01415	Prad.g_00251
OG0000727	Praz.g_01414	Prad.g_00250
OG0000728	Praz.g_01413	Prad.g_00249
OG0000729	Praz.g_01411	Prad.g_00248
OG0000730	Praz.g_01410	Prad.g_00247
OG0000731	Praz.g_01408	Prad.g_00245
OG0000732	Praz.g_01407	Prad.g_00244
OG0000733	Praz.g_01406	Prad.g_00243
OG0000734	Praz.g_01405	Prad.g_00242
OG0000735	Praz.g_01404	Prad.g_00241
OG0000736	Praz.g_01402	Prad.g_00239
OG0000737	Praz.g_01401	Prad.g_00238
OG0000738	Praz.g_01399	Prad.g_00236
OG0000739	Praz.g_01398	Prad.g_00235
OG0000740	Praz.g_01397	Prad.g_00234
OG0000741	Praz.g_01395	Prad.g_00232
OG0000742	Praz.g_01394	Prad.g_00231
OG0000743	Praz.g_01391	Prad.g_00227
OG0000744	Praz.g_01390	Prad.g_00226
OG0000745	Praz.g_01388	Prad.g_00224
OG0000746	Praz.g_01387	Prad.g_00223
OG0000747	Praz.g_01386	Prad.g_00222
OG0000748	Praz.g_01385	Prad.g_00221
OG0000749	Praz.g_01384	Prad.g_00220
OG0000750	Praz.g_01383	Prad.g_00219
OG0000751	Praz.g_01381	Prad.g_00217
OG0000752	Praz.g_01380	Prad.g_00216
OG0000753	Praz.g_01379	Prad.g_00215
OG0000754	Praz.g_01378	Prad.g_00214
OG0000755	Praz.g_01376	Prad.g_00212
OG0000756	Praz.g_01375	Prad.g_00211
OG0000757	Praz.g_01374	Prad.g_00210
OG0000758	Praz.g_01373	Prad.g_00209
OG0000759	Praz.g_01372	Prad.g_00208
OG0000760	Praz.g_01371	Prad.g_00207
OG0000761	Praz.g_01370	Prad.g_00206
OG0000762	Praz.g_01368	Prad.g_00204
OG0000763	Praz.g_01367	Prad.g_00203
OG0000764	Praz.g_01366	Prad.g_00202
OG0000765	Praz.g_01365	Prad.g_00201
OG0000766	Praz.g_01364	Prad.g_00200
OG0000767	Praz.g_01363	Prad.g_00199
OG0000768	Praz.g_01362	Prad.g_00198
OG0000769	Praz.g_01361	Prad.g_00197
OG0000770	Praz.g_01360	Prad.g_00196
OG0000771	Praz.g_01359	Prad.g_00195
OG0000772	Praz.g_01358	Prad.g_00194
OG0000773	Praz.g_01356	Prad.g_00192
OG0000774	Praz.g_01355	Prad.g_00191
OG0000775	Praz.g_01354	Prad.g_00190
OG0000776	Praz.g_01353	Prad.g_00189
OG0000777	Praz.g_01352	Prad.g_00188
OG0000778	Praz.g_01351	Prad.g_00187
OG0000779	Praz.g_01349	Prad.g_00185
OG0000780	Praz.g_01348	Prad.g_00184
OG0000781	Praz.g_01347	Prad.g_00183
OG0000782	Praz.g_01345	Prad.g_00181
OG0000783	Praz.g_01344	Prad.g_00180
OG0000784	Praz.g_01343	Prad.g_00179
OG0000785	Praz.g_01342	Prad.g_00178
OG0000786	Praz.g_01341	Prad.g_00177
OG0000787	Praz.g_01339	Prad.g_00175
OG0000788	Praz.g_01338	Prad.g_00174
OG0000789	Praz.g_01337	Prad.g_00173
OG0000790	Praz.g_01336	Prad.g_00172
OG0000791	Praz.g_01335	Prad.g_00171
OG0000792	Praz.g_01334	Prad.g_00170
OG0000793	Praz.g_01333	Prad.g_00169
OG0000794	Praz.g_01332	Prad.g_00168
OG0000795	Praz.g_01331	Prad.g_00167
OG0000796	Praz.g_01329	Prad.g_00165
OG0000797	Praz.g_01327	Prad.g_00163
OG0000798	Praz.g_01326	Prad.g_00162
OG0000799	Praz.g_01325	Prad.g_00161
OG0000800	Praz.g_01324	Prad.g_00160
OG0000801	Praz.g_01323	Prad.g_00159
OG0000802	Praz.g_01321	Prad.g_00157
OG0000803	Praz.g_01320	Prad.g_00156
OG0000804	Praz.g_01308	Prad.g_00144
OG0000805	Praz.g_01306	Prad.g_00142
OG0000806	Praz.g_01305	Prad.g_00141
OG0000807	Praz.g_01304	Prad.g_00140
OG0000808	Praz.g_01303	Prad.g_00139
OG0000809	Praz.g_01299	Prad.g_00135
OG0000810	Praz.g_01298	Prad.g_00134
OG0000811	Praz.g_01297	Prad.g_01039
OG0000812	Praz.g_01296	Prad.g_01038
OG0000813	Praz.g_01294	Prad.g_01037
OG0000814	Praz.g_01293	Prad.g_01036
OG0000815	Praz.g_01292	Prad.g_01035
OG0000816	Praz.g_01290	Prad.g_01033
OG0000817	Praz.g_01287	Prad.g_01030
OG0000818	Praz.g_01286	Prad.g_01029
OG0000819	Praz.g_01284	Prad.g_01026
OG0000820	Praz.g_01283	Prad.g_01025
OG0000821	Praz.g_01282	Prad.g_01024
OG0000822	Praz.g_01281	Prad.g_01023
OG0000823	Praz.g_00064	Prad.g_01020
OG0000824	Praz.g_00065	Prad.g_01019
OG0000825	Praz.g_00067	Prad.g_01017
OG0000826	Praz.g_00068	Prad.g_01016
OG0000827	Praz.g_00069	Prad.g_01015
OG0000828	Praz.g_00071	Prad.g_01013
OG0000829	Praz.g_00096	Prad.g_00990
OG0000830	Praz.g_00105	Prad.g_00981
OG0000831	Praz.g_00108	Prad.g_00978
OG0000832	Praz.g_00109	Prad.g_00977
OG0000833	Praz.g_00116	Prad.g_00970
OG0000834	Praz.g_00060	Prad.g_00635
OG0000835	Praz.g_00056	Prad.g_00639
OG0000836	Praz.g_00054	Prad.g_00641
OG0000837	Praz.g_00040	Prad.g_00655
OG0000838	Praz.g_00024	Prad.g_01988
OG0000839	Praz.g_00023	Prad.g_01987
OG0000840	Praz.g_00018	Prad.g_01522
OG0000841	Praz.g_00011	Prad.g_01515
OG0000842	Praz.g_00007	Prad.g_01511
OG0000843	Praz.g_00005	Prad.g_01509
OG0000844	Praz.g_00004	Prad.g_01508
OG0000845	Praz.g_00003	Prad.g_01507
OG0000846	Praz.g_00002	Prad.g_01506
OG0000847	Praz.g_00001	Prad.g_01505
OG0000848	Praz.g_00763	Prad.g_01504
OG0000849	Praz.g_00762	Prad.g_01503
OG0000850	Praz.g_00761	Prad.g_01502
OG0000851	Praz.g_00759	Prad.g_01500
OG0000852	Praz.g_00756	Prad.g_01497
OG0000853	Praz.g_00754	Prad.g_01495
OG0000854	Praz.g_00753	Prad.g_01494
OG0000855	Praz.g_00751	Prad.g_01493
OG0000856	Praz.g_00750	Prad.g_01492
OG0000857	Praz.g_00749	Prad.g_01491
OG0000858	Praz.g_00747	Prad.g_01489
OG0000859	Praz.g_00746	Prad.g_01488
OG0000860	Praz.g_00745	Prad.g_01487
OG0000861	Praz.g_00744	Prad.g_01486
OG0000862	Praz.g_00743	Prad.g_01485
OG0000863	Praz.g_00742	Prad.g_01484
OG0000864	Praz.g_00741	Prad.g_01483
OG0000865	Praz.g_00740	Prad.g_01482
OG0000866	Praz.g_00739	Prad.g_01481
OG0000867	Praz.g_00736	Prad.g_01478
OG0000868	Praz.g_00734	Prad.g_01476
OG0000869	Praz.g_00733	Prad.g_01475
OG0000870	Praz.g_00732	Prad.g_01474
OG0000871	Praz.g_00731	Prad.g_01473
OG0000872	Praz.g_00730	Prad.g_01472
OG0000873	Praz.g_00729	Prad.g_01471
OG0000874	Praz.g_00728	Prad.g_01469
OG0000875	Praz.g_00727	Prad.g_01468
OG0000876	Praz.g_00725	Prad.g_01466
OG0000877	Praz.g_00724	Prad.g_01465
OG0000878	Praz.g_00723	Prad.g_01464
OG0000879	Praz.g_00722	Prad.g_01463
OG0000880	Praz.g_00721	Prad.g_01462
OG0000881	Praz.g_00720	Prad.g_01461
OG0000882	Praz.g_00719	Prad.g_01460
OG0000883	Praz.g_00718	Prad.g_01459
OG0000884	Praz.g_00717	Prad.g_01458
OG0000885	Praz.g_00716	Prad.g_01457
OG0000886	Praz.g_00715	Prad.g_01456
OG0000887	Praz.g_00714	Prad.g_01455
OG0000888	Praz.g_00713	Prad.g_01454
OG0000889	Praz.g_00712	Prad.g_01453
OG0000890	Praz.g_00711	Prad.g_01452
OG0000891	Praz.g_00710	Prad.g_01451
OG0000892	Praz.g_00709	Prad.g_01450
OG0000893	Praz.g_00708	Prad.g_01449
OG0000894	Praz.g_00706	Prad.g_01447
OG0000895	Praz.g_00705	Prad.g_01446
OG0000896	Praz.g_00703	Prad.g_01444
OG0000897	Praz.g_00702	Prad.g_01443
OG0000898	Praz.g_00701	Prad.g_01442
OG0000899	Praz.g_00700	Prad.g_01441
OG0000900	Praz.g_00698	Prad.g_01439
OG0000901	Praz.g_01205	Prad.g_00341
OG0000902	Praz.g_01191	Prad.g_00359
OG0000903	Praz.g_01190	Prad.g_00360
OG0000904	Praz.g_01189	Prad.g_00361
OG0000905	Praz.g_01188	Prad.g_00362
OG0000906	Praz.g_01187	Prad.g_00363
OG0000907	Praz.g_01185	Prad.g_00365
OG0000908	Praz.g_01184	Prad.g_00366
OG0000909	Praz.g_01183	Prad.g_00631
OG0000910	Praz.g_01182	Prad.g_00630
OG0000911	Praz.g_01181	Prad.g_00629
OG0000912	Praz.g_01178	Prad.g_00626
OG0000913	Praz.g_01177	Prad.g_00625
OG0000914	Praz.g_01176	Prad.g_00624
OG0000915	Praz.g_01174	Prad.g_00622
OG0000916	Praz.g_01173	Prad.g_00621
OG0000917	Praz.g_01172	Prad.g_00620
OG0000918	Praz.g_01171	Prad.g_00619
OG0000919	Praz.g_01170	Prad.g_00618
OG0000920	Praz.g_01169	Prad.g_00617
OG0000921	Praz.g_01167	Prad.g_00615
OG0000922	Praz.g_01166	Prad.g_00614
OG0000923	Praz.g_01157	Prad.g_00612
OG0000924	Praz.g_01156	Prad.g_00611
OG0000925	Praz.g_01153	Prad.g_00608
OG0000926	Praz.g_01152	Prad.g_00607
OG0000927	Praz.g_01151	Prad.g_00606
OG0000928	Praz.g_01149	Prad.g_00604
OG0000929	Praz.g_01147	Prad.g_00602
OG0000930	Praz.g_01145	Prad.g_00600
OG0000931	Praz.g_01144	Prad.g_00599
OG0000932	Praz.g_01141	Prad.g_00596
OG0000933	Praz.g_01137	Prad.g_00592
OG0000934	Praz.g_01136	Prad.g_00591
OG0000935	Praz.g_01135	Prad.g_00590
OG0000936	Praz.g_01134	Prad.g_00589
OG0000937	Praz.g_01133	Prad.g_00588
OG0000938	Praz.g_01132	Prad.g_00587
OG0000939	Praz.g_01131	Prad.g_00586
OG0000940	Praz.g_01130	Prad.g_00585
OG0000941	Praz.g_01129	Prad.g_00584
OG0000942	Praz.g_01128	Prad.g_00583
OG0000943	Praz.g_01127	Prad.g_00582
OG0000944	Praz.g_01126	Prad.g_00581
OG0000945	Praz.g_01125	Prad.g_00580
OG0000946	Praz.g_01124	Prad.g_00579
OG0000947	Praz.g_01123	Prad.g_00578
OG0000948	Praz.g_01122	Prad.g_00577
OG0000949	Praz.g_01121	Prad.g_00576
OG0000950	Praz.g_01097	Prad.g_00567
OG0000951	Praz.g_01059	Prad.g_00533
OG0000952	Praz.g_01058	Prad.g_00532
OG0000953	Praz.g_01057	Prad.g_00531
OG0000954	Praz.g_01056	Prad.g_00530
OG0000955	Praz.g_01055	Prad.g_00529
OG0000956	Praz.g_01053	Prad.g_00527
OG0000957	Praz.g_01052	Prad.g_00526
OG0000958	Praz.g_01051	Prad.g_00525
OG0000959	Praz.g_01050	Prad.g_00524
OG0000960	Praz.g_01049	Prad.g_00523
OG0000961	Praz.g_01048	Prad.g_00522
OG0000962	Praz.g_01047	Prad.g_00521
OG0000963	Praz.g_01046	Prad.g_00520
OG0000964	Praz.g_01045	Prad.g_00519
OG0000965	Praz.g_01043	Prad.g_00517
OG0000966	Praz.g_01042	Prad.g_00516
OG0000967	Praz.g_01039	Prad.g_00513
OG0000968	Praz.g_01038	Prad.g_00512
OG0000969	Praz.g_01037	Prad.g_00511
OG0000970	Praz.g_01036	Prad.g_00510
OG0000971	Praz.g_01035	Prad.g_00509
OG0000972	Praz.g_01034	Prad.g_00508
OG0000973	Praz.g_01032	Prad.g_00506
OG0000974	Praz.g_01031	Prad.g_00505
OG0000975	Praz.g_01030	Prad.g_00504
OG0000976	Praz.g_01029	Prad.g_00503
OG0000977	Praz.g_01028	Prad.g_00502
OG0000978	Praz.g_01027	Prad.g_00501
OG0000979	Praz.g_01026	Prad.g_00500
OG0000980	Praz.g_01025	Prad.g_00499
OG0000981	Praz.g_01024	Prad.g_00498
OG0000982	Praz.g_01023	Prad.g_00497
OG0000983	Praz.g_01022	Prad.g_00496
OG0000984	Praz.g_01018	Prad.g_00491
OG0000985	Praz.g_01017	Prad.g_00490
OG0000986	Praz.g_01016	Prad.g_00489
OG0000987	Praz.g_01014	Prad.g_00487
OG0000988	Praz.g_01013	Prad.g_00486
OG0000989	Praz.g_01012	Prad.g_00485
OG0000990	Praz.g_01011	Prad.g_00484
OG0000991	Praz.g_01010	Prad.g_00483
OG0000992	Praz.g_01009	Prad.g_00482
OG0000993	Praz.g_01008	Prad.g_00481
OG0000994	Praz.g_01007	Prad.g_00480
OG0000995	Praz.g_01006	Prad.g_00479
OG0000996	Praz.g_01005	Prad.g_00478
OG0000997	Praz.g_01003	Prad.g_00476
OG0000998	Praz.g_01000	Prad.g_00473
OG0000999	Praz.g_00998	Prad.g_00471
OG0001000	Praz.g_00997	Prad.g_00470
OG0001001	Praz.g_00996	Prad.g_00469
OG0001002	Praz.g_00994	Prad.g_00467
OG0001003	Praz.g_00993	Prad.g_00466
OG0001004	Praz.g_00992	Prad.g_00465
OG0001005	Praz.g_00991	Prad.g_00464
OG0001006	Praz.g_00989	Prad.g_00462
OG0001007	Praz.g_00988	Prad.g_00461
OG0001008	Praz.g_00987	Prad.g_00460
OG0001009	Praz.g_00986	Prad.g_00459
OG0001010	Praz.g_00985	Prad.g_00458
OG0001011	Praz.g_00984	Prad.g_00457
OG0001012	Praz.g_00983	Prad.g_00456
OG0001013	Praz.g_00982	Prad.g_00455
OG0001014	Praz.g_00981	Prad.g_00454
OG0001015	Praz.g_00980	Prad.g_00453
OG0001016	Praz.g_00979	Prad.g_00452
OG0001017	Praz.g_00978	Prad.g_00451
OG0001018	Praz.g_00977	Prad.g_00450
OG0001019	Praz.g_00976	Prad.g_00449
OG0001020	Praz.g_00975	Prad.g_00448
OG0001021	Praz.g_00974	Prad.g_00447
OG0001022	Praz.g_00973	Prad.g_00446
OG0001023	Praz.g_00972	Prad.g_00445
OG0001024	Praz.g_00970	Prad.g_00443
OG0001025	Praz.g_00969	Prad.g_00442
OG0001026	Praz.g_00968	Prad.g_00441
OG0001027	Praz.g_00967	Prad.g_00440
OG0001028	Praz.g_00966	Prad.g_00439
OG0001029	Praz.g_00965	Prad.g_00438
OG0001030	Praz.g_00962	Prad.g_00435
OG0001031	Praz.g_00961	Prad.g_00434
OG0001032	Praz.g_00953	Prad.g_00426
OG0001033	Praz.g_00946	Prad.g_00419
OG0001034	Praz.g_00918	Prad.g_00388
OG0001035	Praz.g_00883	Prad.g_00947
OG0001036	Praz.g_00882	Prad.g_00946
OG0001037	Praz.g_00876	Prad.g_00940
OG0001038	Praz.g_00875	Prad.g_00939
OG0001039	Praz.g_00874	Prad.g_00938
OG0001040	Praz.g_00873	Prad.g_00937
OG0001041	Praz.g_00871	Prad.g_00935
OG0001042	Praz.g_00870	Prad.g_00934
OG0001043	Praz.g_00869	Prad.g_00933
OG0001044	Praz.g_00868	Prad.g_00932
OG0001045	Praz.g_00867	Prad.g_00931
OG0001046	Praz.g_00866	Prad.g_00930
OG0001047	Praz.g_00865	Prad.g_00929
OG0001048	Praz.g_00863	Prad.g_00927
OG0001049	Praz.g_00862	Prad.g_00926
OG0001050	Praz.g_00861	Prad.g_00925
OG0001051	Praz.g_00860	Prad.g_00924
OG0001052	Praz.g_00859	Prad.g_00923
OG0001053	Praz.g_00858	Prad.g_00922
OG0001054	Praz.g_00857	Prad.g_00921
OG0001055	Praz.g_00856	Prad.g_00920
OG0001056	Praz.g_00855	Prad.g_00919
OG0001057	Praz.g_00853	Prad.g_00917
OG0001058	Praz.g_00852	Prad.g_00916
OG0001059	Praz.g_00851	Prad.g_00915
OG0001060	Praz.g_00850	Prad.g_00914
OG0001061	Praz.g_00849	Prad.g_00913
OG0001062	Praz.g_00848	Prad.g_00912
OG0001063	Praz.g_00847	Prad.g_00911
OG0001064	Praz.g_00846	Prad.g_00910
OG0001065	Praz.g_00845	Prad.g_00909
OG0001066	Praz.g_00844	Prad.g_00908
OG0001067	Praz.g_00843	Prad.g_00907
OG0001068	Praz.g_00842	Prad.g_00906
OG0001069	Praz.g_00839	Prad.g_00903
OG0001070	Praz.g_00837	Prad.g_00901
OG0001071	Praz.g_00836	Prad.g_00900
OG0001072	Praz.g_00835	Prad.g_00899
OG0001073	Praz.g_00834	Prad.g_00898
OG0001074	Praz.g_00833	Prad.g_00897
OG0001075	Praz.g_00831	Prad.g_00895
OG0001076	Praz.g_00830	Prad.g_00893
OG0001077	Praz.g_00829	Prad.g_00892
OG0001078	Praz.g_00828	Prad.g_00891
OG0001079	Praz.g_00827	Prad.g_00890
OG0001080	Praz.g_00826	Prad.g_00889
OG0001081	Praz.g_00825	Prad.g_00888
OG0001082	Praz.g_00824	Prad.g_00887
OG0001083	Praz.g_00823	Prad.g_00886
OG0001084	Praz.g_00822	Prad.g_00885
OG0001085	Praz.g_00821	Prad.g_00884
OG0001086	Praz.g_00335	Prad.g_00879
OG0001087	Praz.g_00334	Prad.g_00878
OG0001088	Praz.g_00333	Prad.g_00877
OG0001089	Praz.g_00331	Prad.g_00875
OG0001090	Praz.g_00330	Prad.g_00874
OG0001091	Praz.g_00329	Prad.g_00873
OG0001092	Praz.g_00328	Prad.g_00872
OG0001093	Praz.g_00327	Prad.g_00871
OG0001094	Praz.g_00326	Prad.g_00870
OG0001095	Praz.g_00325	Prad.g_00869
OG0001096	Praz.g_00324	Prad.g_00868
OG0001097	Praz.g_00323	Prad.g_00867
OG0001098	Praz.g_00322	Prad.g_00866
OG0001099	Praz.g_00321	Prad.g_00865
OG0001100	Praz.g_00320	Prad.g_00864
OG0001101	Praz.g_00319	Prad.g_00863
OG0001102	Praz.g_00316	Prad.g_00860
OG0001103	Praz.g_00315	Prad.g_00859
OG0001104	Praz.g_00314	Prad.g_00858
OG0001105	Praz.g_00312	Prad.g_00856
OG0001106	Praz.g_00310	Prad.g_00854
OG0001107	Praz.g_00309	Prad.g_00853
OG0001108	Praz.g_00308	Prad.g_00852
OG0001109	Praz.g_00305	Prad.g_00849
OG0001110	Praz.g_00303	Prad.g_00847
OG0001111	Praz.g_00302	Prad.g_00846
OG0001112	Praz.g_00301	Prad.g_00845
OG0001113	Praz.g_00300	Prad.g_00844
OG0001114	Praz.g_00299	Prad.g_00843
OG0001115	Praz.g_00298	Prad.g_00842
OG0001116	Praz.g_00297	Prad.g_00841
OG0001117	Praz.g_00296	Prad.g_00840
OG0001118	Praz.g_00295	Prad.g_00839
OG0001119	Praz.g_00294	Prad.g_00838
OG0001120	Praz.g_00293	Prad.g_00837
OG0001121	Praz.g_00292	Prad.g_00836
OG0001122	Praz.g_00291	Prad.g_00835
OG0001123	Praz.g_00290	Prad.g_00834
OG0001124	Praz.g_00289	Prad.g_00833
OG0001125	Praz.g_00288	Prad.g_00832
OG0001126	Praz.g_00287	Prad.g_00831
OG0001127	Praz.g_00286	Prad.g_00830
OG0001128	Praz.g_00285	Prad.g_00829
OG0001129	Praz.g_00284	Prad.g_00828
OG0001130	Praz.g_00283	Prad.g_00827
OG0001131	Praz.g_00282	Prad.g_00826
OG0001132	Praz.g_00281	Prad.g_00825
OG0001133	Praz.g_00280	Prad.g_00824
OG0001134	Praz.g_00279	Prad.g_00823
OG0001135	Praz.g_00278	Prad.g_00822
OG0001136	Praz.g_00277	Prad.g_00821
OG0001137	Praz.g_00276	Prad.g_00820
OG0001138	Praz.g_00275	Prad.g_00819
OG0001139	Praz.g_00274	Prad.g_00818
OG0001140	Praz.g_00273	Prad.g_00817
OG0001141	Praz.g_00271	Prad.g_00815
OG0001142	Praz.g_00270	Prad.g_00814
OG0001143	Praz.g_00269	Prad.g_00813
OG0001144	Praz.g_00267	Prad.g_00811
OG0001145	Praz.g_00265	Prad.g_00809
OG0001146	Praz.g_00264	Prad.g_00808
OG0001147	Praz.g_00262	Prad.g_00806
OG0001148	Praz.g_00261	Prad.g_00805
