Orthogroup	Praz	Prap
OG0000596	Praz.g_01680	Prap.g_00376
OG0000597	Praz.g_01676	Prap.g_00372
OG0000598	Praz.g_01675	Prap.g_00371
OG0000599	Praz.g_01674	Prap.g_00370
OG0000600	Praz.g_01673	Prap.g_00369
OG0000601	Praz.g_01672	Prap.g_00368
OG0000602	Praz.g_01671	Prap.g_00367
OG0000603	Praz.g_01670	Prap.g_00366
OG0000604	Praz.g_01669	Prap.g_00365
OG0000605	Praz.g_01668	Prap.g_00364
OG0000606	Praz.g_01667	Prap.g_00363
OG0000607	Praz.g_01666	Prap.g_00361
OG0000608	Praz.g_01665	Prap.g_00360
OG0000609	Praz.g_01663	Prap.g_00358
OG0000610	Praz.g_01662	Prap.g_00357
OG0000611	Praz.g_01660	Prap.g_00831
OG0000612	Praz.g_01659	Prap.g_00830
OG0000613	Praz.g_01657	Prap.g_00828
OG0000614	Praz.g_01651	Prap.g_00822
OG0000615	Praz.g_01650	Prap.g_00821
OG0000616	Praz.g_01649	Prap.g_00820
OG0000617	Praz.g_01647	Prap.g_00817
OG0000618	Praz.g_01646	Prap.g_00816
OG0000619	Praz.g_01645	Prap.g_00815
OG0000620	Praz.g_01643	Prap.g_00813
OG0000621	Praz.g_01642	Prap.g_00812
OG0000622	Praz.g_01641	Prap.g_00811
OG0000623	Praz.g_01640	Prap.g_00810
OG0000624	Praz.g_01638	Prap.g_00807
OG0000625	Praz.g_01637	Prap.g_00806
OG0000626	Praz.g_01636	Prap.g_00805
OG0000627	Praz.g_01635	Prap.g_00802
OG0000628	Praz.g_01634	Prap.g_00801
OG0000629	Praz.g_01633	Prap.g_00800
OG0000630	Praz.g_01631	Prap.g_00798
OG0000631	Praz.g_01630	Prap.g_00796
OG0000632	Praz.g_01626	Prap.g_01489
OG0000633	Praz.g_01625	Prap.g_00872
OG0000634	Praz.g_01606	Prap.g_00790
OG0000635	Praz.g_01604	Prap.g_00344
OG0000636	Praz.g_01603	Prap.g_00343
OG0000637	Praz.g_01601	Prap.g_00341
OG0000638	Praz.g_01600	Prap.g_00340
OG0000639	Praz.g_01599	Prap.g_00339
OG0000640	Praz.g_01598	Prap.g_00338
OG0000641	Praz.g_01597	Prap.g_00337
OG0000642	Praz.g_01596	Prap.g_00336
OG0000643	Praz.g_01595	Prap.g_00335
OG0000644	Praz.g_01593	Prap.g_00333
OG0000645	Praz.g_01592	Prap.g_00331
OG0000646	Praz.g_01591	Prap.g_00330
OG0000647	Praz.g_01590	Prap.g_00329
OG0000648	Praz.g_01589	Prap.g_00328
OG0000649	Praz.g_01588	Prap.g_00327
OG0000650	Praz.g_01587	Prap.g_00326
OG0000651	Praz.g_01586	Prap.g_00325
OG0000652	Praz.g_01584	Prap.g_00323
OG0000653	Praz.g_01569	Prap.g_00511
OG0000654	Praz.g_01567	Prap.g_00036
OG0000655	Praz.g_01558	Prap.g_01130
OG0000656	Praz.g_01554	Prap.g_00545
OG0000657	Praz.g_01547	Prap.g_01121
OG0000658	Praz.g_01546	Prap.g_01122
OG0000659	Praz.g_01545	Prap.g_01123
OG0000660	Praz.g_01534	Prap.g_01375
OG0000661	Praz.g_01525	Prap.g_00688
OG0000662	Praz.g_01523	Prap.g_00685
OG0000663	Praz.g_01521	Prap.g_00683
OG0000664	Praz.g_01520	Prap.g_00682
OG0000665	Praz.g_01519	Prap.g_00681
OG0000666	Praz.g_01518	Prap.g_00345
OG0000667	Praz.g_01517	Prap.g_00788
OG0000668	Praz.g_01516	Prap.g_00787
OG0000669	Praz.g_01515	Prap.g_00786
OG0000670	Praz.g_01513	Prap.g_00784
OG0000671	Praz.g_01512	Prap.g_00783
OG0000672	Praz.g_01511	Prap.g_00782
OG0000673	Praz.g_01510	Prap.g_00781
OG0000674	Praz.g_01509	Prap.g_00780
OG0000675	Praz.g_01508	Prap.g_00779
OG0000676	Praz.g_01506	Prap.g_00777
OG0000677	Praz.g_01504	Prap.g_00775
OG0000678	Praz.g_01503	Prap.g_00774
OG0000679	Praz.g_01502	Prap.g_00773
OG0000680	Praz.g_01501	Prap.g_00772
OG0000681	Praz.g_01500	Prap.g_00771
OG0000682	Praz.g_01499	Prap.g_00770
OG0000683	Praz.g_01498	Prap.g_00769
OG0000684	Praz.g_01497	Prap.g_00767
OG0000685	Praz.g_01496	Prap.g_00766
OG0000686	Praz.g_01495	Prap.g_00765
OG0000687	Praz.g_01494	Prap.g_00764
OG0000688	Praz.g_01493	Prap.g_00763
OG0000689	Praz.g_01492	Prap.g_00762
OG0000690	Praz.g_01491	Prap.g_00761
OG0000691	Praz.g_01489	Prap.g_00759
OG0000692	Praz.g_01488	Prap.g_00758
OG0000693	Praz.g_01487	Prap.g_00757
OG0000694	Praz.g_01486	Prap.g_00756
OG0000695	Praz.g_01485	Prap.g_00755
OG0000696	Praz.g_01484	Prap.g_00754
OG0000697	Praz.g_01482	Prap.g_00752
OG0000698	Praz.g_01481	Prap.g_00751
OG0000699	Praz.g_01477	Prap.g_00747
OG0000700	Praz.g_01476	Prap.g_00746
OG0000701	Praz.g_01475	Prap.g_00744
OG0000702	Praz.g_01474	Prap.g_00743
OG0000703	Praz.g_01473	Prap.g_00742
OG0000704	Praz.g_01472	Prap.g_00741
OG0000705	Praz.g_01470	Prap.g_00739
OG0000706	Praz.g_01469	Prap.g_00738
OG0000707	Praz.g_01468	Prap.g_00737
OG0000708	Praz.g_01467	Prap.g_00736
OG0000709	Praz.g_01466	Prap.g_00735
OG0000710	Praz.g_01465	Prap.g_00734
OG0000711	Praz.g_01464	Prap.g_00733
OG0000712	Praz.g_01463	Prap.g_00732
OG0000713	Praz.g_01462	Prap.g_00731
OG0000714	Praz.g_01460	Prap.g_00727
OG0000715	Praz.g_01459	Prap.g_00726
OG0000716	Praz.g_01458	Prap.g_00725
OG0000717	Praz.g_01457	Prap.g_00724
OG0000718	Praz.g_01456	Prap.g_00723
OG0000719	Praz.g_01454	Prap.g_00721
OG0000720	Praz.g_01452	Prap.g_00717
OG0000721	Praz.g_01451	Prap.g_00716
OG0000722	Praz.g_01424	Prap.g_00660
OG0000723	Praz.g_01420	Prap.g_00655
OG0000724	Praz.g_01417	Prap.g_00869
OG0000725	Praz.g_01416	Prap.g_00867
OG0000726	Praz.g_01415	Prap.g_00866
OG0000727	Praz.g_01414	Prap.g_00864
OG0000728	Praz.g_01413	Prap.g_00863
OG0000729	Praz.g_01411	Prap.g_00861
OG0000730	Praz.g_01410	Prap.g_00860
OG0000731	Praz.g_01408	Prap.g_00858
OG0000732	Praz.g_01407	Prap.g_00857
OG0000733	Praz.g_01406	Prap.g_00856
OG0000734	Praz.g_01405	Prap.g_00855
OG0000735	Praz.g_01404	Prap.g_00854
OG0000736	Praz.g_01402	Prap.g_00852
OG0000737	Praz.g_01401	Prap.g_00851
OG0000738	Praz.g_01399	Prap.g_00849
OG0000739	Praz.g_01398	Prap.g_00848
OG0000740	Praz.g_01397	Prap.g_00847
OG0000741	Praz.g_01395	Prap.g_00845
OG0000742	Praz.g_01394	Prap.g_00844
OG0000743	Praz.g_01391	Prap.g_00840
OG0000744	Praz.g_01390	Prap.g_00839
OG0000745	Praz.g_01388	Prap.g_00837
OG0000746	Praz.g_01387	Prap.g_00836
OG0000747	Praz.g_01386	Prap.g_00835
OG0000748	Praz.g_01385	Prap.g_00834
OG0000749	Praz.g_01384	Prap.g_00833
OG0000750	Praz.g_01383	Prap.g_00832
OG0000751	Praz.g_01381	Prap.g_00353
OG0000752	Praz.g_01380	Prap.g_00352
OG0000753	Praz.g_01379	Prap.g_00351
OG0000754	Praz.g_01378	Prap.g_00350
OG0000755	Praz.g_01376	Prap.g_00348
OG0000756	Praz.g_01375	Prap.g_00347
OG0000757	Praz.g_01374	Prap.g_00346
OG0000758	Praz.g_01373	Prap.g_00680
OG0000759	Praz.g_01372	Prap.g_00679
OG0000760	Praz.g_01371	Prap.g_00678
OG0000761	Praz.g_01370	Prap.g_00677
OG0000762	Praz.g_01368	Prap.g_00675
OG0000763	Praz.g_01367	Prap.g_00239
OG0000764	Praz.g_01366	Prap.g_00240
OG0000765	Praz.g_01365	Prap.g_00241
OG0000766	Praz.g_01364	Prap.g_00242
OG0000767	Praz.g_01363	Prap.g_00243
OG0000768	Praz.g_01362	Prap.g_00244
OG0000769	Praz.g_01361	Prap.g_00245
OG0000770	Praz.g_01360	Prap.g_00247
OG0000771	Praz.g_01359	Prap.g_00248
OG0000772	Praz.g_01358	Prap.g_00307
OG0000773	Praz.g_01356	Prap.g_00250
OG0000774	Praz.g_01355	Prap.g_00251
OG0000775	Praz.g_01354	Prap.g_00252
OG0000776	Praz.g_01353	Prap.g_00254
OG0000777	Praz.g_01352	Prap.g_00255
OG0000778	Praz.g_01351	Prap.g_00256
OG0000779	Praz.g_01349	Prap.g_00258
OG0000780	Praz.g_01348	Prap.g_00259
OG0000781	Praz.g_01347	Prap.g_00260
OG0000782	Praz.g_01345	Prap.g_00262
OG0000783	Praz.g_01344	Prap.g_00263
OG0000784	Praz.g_01343	Prap.g_00264
OG0000785	Praz.g_01342	Prap.g_00265
OG0000786	Praz.g_01341	Prap.g_00266
OG0000787	Praz.g_01339	Prap.g_00268
OG0000788	Praz.g_01338	Prap.g_00269
OG0000789	Praz.g_01337	Prap.g_00270
OG0000790	Praz.g_01336	Prap.g_00271
OG0000791	Praz.g_01335	Prap.g_00272
OG0000792	Praz.g_01334	Prap.g_00522
OG0000793	Praz.g_01333	Prap.g_00274
OG0000794	Praz.g_01332	Prap.g_00275
OG0000795	Praz.g_01331	Prap.g_00276
OG0000796	Praz.g_01329	Prap.g_00279
OG0000797	Praz.g_01327	Prap.g_00280
OG0000798	Praz.g_01326	Prap.g_00281
OG0000799	Praz.g_01325	Prap.g_00282
OG0000800	Praz.g_01324	Prap.g_00283
OG0000801	Praz.g_01323	Prap.g_00284
OG0000802	Praz.g_01321	Prap.g_00286
OG0000803	Praz.g_01320	Prap.g_00287
OG0000804	Praz.g_01308	Prap.g_00291
OG0000805	Praz.g_01306	Prap.g_00293
OG0000806	Praz.g_01305	Prap.g_00294
OG0000807	Praz.g_01304	Prap.g_00295
OG0000808	Praz.g_01303	Prap.g_00296
OG0000809	Praz.g_01299	Prap.g_00302
OG0000810	Praz.g_01298	Prap.g_00304
OG0000811	Praz.g_01297	Prap.g_00305
OG0000812	Praz.g_01296	Prap.g_00306
OG0000813	Praz.g_01294	Prap.g_00309
OG0000814	Praz.g_01293	Prap.g_00310
OG0000815	Praz.g_01292	Prap.g_00311
OG0000816	Praz.g_01290	Prap.g_00314
OG0000817	Praz.g_01287	Prap.g_00697
OG0000818	Praz.g_01286	Prap.g_00698
OG0000819	Praz.g_01284	Prap.g_00700
OG0000820	Praz.g_01283	Prap.g_00701
OG0000821	Praz.g_01282	Prap.g_00702
OG0000822	Praz.g_01281	Prap.g_00703
OG0000823	Praz.g_00064	Prap.g_00706
OG0000824	Praz.g_00065	Prap.g_00707
OG0000825	Praz.g_00067	Prap.g_00709
OG0000826	Praz.g_00068	Prap.g_00710
OG0000827	Praz.g_00069	Prap.g_00711
OG0000828	Praz.g_00071	Prap.g_00713
OG0000829	Praz.g_00096	Prap.g_01345
OG0000830	Praz.g_00105	Prap.g_00020
OG0000831	Praz.g_00108	Prap.g_00504
OG0000832	Praz.g_00109	Prap.g_01126
OG0000833	Praz.g_00116	Prap.g_00539
OG0000834	Praz.g_00060	Prap.g_00498
OG0000835	Praz.g_00056	Prap.g_01366
OG0000836	Praz.g_00054	Prap.g_00525
OG0000837	Praz.g_00040	Prap.g_00058
OG0000838	Praz.g_00024	Prap.g_01882
OG0000839	Praz.g_00023	Prap.g_01881
OG0000840	Praz.g_00018	Prap.g_00031
OG0000841	Praz.g_00011	Prap.g_00478
OG0000842	Praz.g_00007	Prap.g_00472
OG0000843	Praz.g_00005	Prap.g_00470
OG0000844	Praz.g_00004	Prap.g_00469
OG0000845	Praz.g_00003	Prap.g_00468
OG0000846	Praz.g_00002	Prap.g_00467
OG0000847	Praz.g_00001	Prap.g_00466
OG0000848	Praz.g_00763	Prap.g_00465
OG0000849	Praz.g_00762	Prap.g_00464
OG0000850	Praz.g_00761	Prap.g_00463
OG0000851	Praz.g_00759	Prap.g_00460
OG0000852	Praz.g_00756	Prap.g_00457
OG0000853	Praz.g_00754	Prap.g_00455
OG0000854	Praz.g_00753	Prap.g_00454
OG0000855	Praz.g_00751	Prap.g_00453
OG0000856	Praz.g_00750	Prap.g_00452
OG0000857	Praz.g_00749	Prap.g_00451
OG0000858	Praz.g_00747	Prap.g_00448
OG0000859	Praz.g_00746	Prap.g_00447
OG0000860	Praz.g_00745	Prap.g_00446
OG0000861	Praz.g_00744	Prap.g_00445
OG0000862	Praz.g_00743	Prap.g_00444
OG0000863	Praz.g_00742	Prap.g_00442
OG0000864	Praz.g_00741	Prap.g_00441
OG0000865	Praz.g_00740	Prap.g_00440
OG0000866	Praz.g_00739	Prap.g_00439
OG0000867	Praz.g_00736	Prap.g_00437
OG0000868	Praz.g_00734	Prap.g_00435
OG0000869	Praz.g_00733	Prap.g_00434
OG0000870	Praz.g_00732	Prap.g_00431
OG0000871	Praz.g_00731	Prap.g_00430
OG0000872	Praz.g_00730	Prap.g_00428
OG0000873	Praz.g_00729	Prap.g_00427
OG0000874	Praz.g_00728	Prap.g_00426
OG0000875	Praz.g_00727	Prap.g_00424
OG0000876	Praz.g_00725	Prap.g_00422
OG0000877	Praz.g_00724	Prap.g_00421
OG0000878	Praz.g_00723	Prap.g_00420
OG0000879	Praz.g_00722	Prap.g_00419
OG0000880	Praz.g_00721	Prap.g_00418
OG0000881	Praz.g_00720	Prap.g_00417
OG0000882	Praz.g_00719	Prap.g_00416
OG0000883	Praz.g_00718	Prap.g_00415
OG0000884	Praz.g_00717	Prap.g_00414
OG0000885	Praz.g_00716	Prap.g_00413
OG0000886	Praz.g_00715	Prap.g_00412
OG0000887	Praz.g_00714	Prap.g_00411
OG0000888	Praz.g_00713	Prap.g_00410
OG0000889	Praz.g_00712	Prap.g_00409
OG0000890	Praz.g_00711	Prap.g_00408
OG0000891	Praz.g_00710	Prap.g_00407
OG0000892	Praz.g_00709	Prap.g_00406
OG0000893	Praz.g_00708	Prap.g_00405
OG0000894	Praz.g_00706	Prap.g_00404
OG0000895	Praz.g_00705	Prap.g_00403
OG0000896	Praz.g_00703	Prap.g_00401
OG0000897	Praz.g_00702	Prap.g_00400
OG0000898	Praz.g_00701	Prap.g_00399
OG0000899	Praz.g_00700	Prap.g_00398
OG0000900	Praz.g_00698	Prap.g_01136
OG0000901	Praz.g_01205	Prap.g_01853
OG0000902	Praz.g_01191	Prap.g_00550
OG0000903	Praz.g_01190	Prap.g_00551
OG0000904	Praz.g_01189	Prap.g_00552
OG0000905	Praz.g_01188	Prap.g_00553
OG0000906	Praz.g_01187	Prap.g_00554
OG0000907	Praz.g_01185	Prap.g_00556
OG0000908	Praz.g_01184	Prap.g_00557
OG0000909	Praz.g_01183	Prap.g_00558
OG0000910	Praz.g_01182	Prap.g_00559
OG0000911	Praz.g_01181	Prap.g_00560
OG0000912	Praz.g_01178	Prap.g_00563
OG0000913	Praz.g_01177	Prap.g_00564
OG0000914	Praz.g_01176	Prap.g_00565
OG0000915	Praz.g_01174	Prap.g_00568
OG0000916	Praz.g_01173	Prap.g_00569
OG0000917	Praz.g_01172	Prap.g_00570
OG0000918	Praz.g_01171	Prap.g_00571
OG0000919	Praz.g_01170	Prap.g_00572
OG0000920	Praz.g_01169	Prap.g_00573
OG0000921	Praz.g_01167	Prap.g_00576
OG0000922	Praz.g_01166	Prap.g_00577
OG0000923	Praz.g_01157	Prap.g_01928
OG0000924	Praz.g_01156	Prap.g_01927
OG0000925	Praz.g_01153	Prap.g_00585
OG0000926	Praz.g_01152	Prap.g_01268
OG0000927	Praz.g_01151	Prap.g_00521
OG0000928	Praz.g_01149	Prap.g_00220
OG0000929	Praz.g_01147	Prap.g_00499
OG0000930	Praz.g_01145	Prap.g_00481
OG0000931	Praz.g_01144	Prap.g_00719
OG0000932	Praz.g_01141	Prap.g_00518
OG0000933	Praz.g_01137	Prap.g_00061
OG0000934	Praz.g_01136	Prap.g_00062
OG0000935	Praz.g_01135	Prap.g_00063
OG0000936	Praz.g_01134	Prap.g_00064
OG0000937	Praz.g_01133	Prap.g_00065
OG0000938	Praz.g_01132	Prap.g_00066
OG0000939	Praz.g_01131	Prap.g_00067
OG0000940	Praz.g_01130	Prap.g_00068
OG0000941	Praz.g_01129	Prap.g_00069
OG0000942	Praz.g_01128	Prap.g_00070
OG0000943	Praz.g_01127	Prap.g_00071
OG0000944	Praz.g_01126	Prap.g_00072
OG0000945	Praz.g_01125	Prap.g_00073
OG0000946	Praz.g_01124	Prap.g_00074
OG0000947	Praz.g_01123	Prap.g_00075
OG0000948	Praz.g_01122	Prap.g_00076
OG0000949	Praz.g_01121	Prap.g_00077
OG0000950	Praz.g_01097	Prap.g_01598
OG0000951	Praz.g_01059	Prap.g_00104
OG0000952	Praz.g_01058	Prap.g_00105
OG0000953	Praz.g_01057	Prap.g_00106
OG0000954	Praz.g_01056	Prap.g_00107
OG0000955	Praz.g_01055	Prap.g_00108
OG0000956	Praz.g_01053	Prap.g_00110
OG0000957	Praz.g_01052	Prap.g_00111
OG0000958	Praz.g_01051	Prap.g_00112
OG0000959	Praz.g_01050	Prap.g_00113
OG0000960	Praz.g_01049	Prap.g_00114
OG0000961	Praz.g_01048	Prap.g_00115
OG0000962	Praz.g_01047	Prap.g_00116
OG0000963	Praz.g_01046	Prap.g_00117
OG0000964	Praz.g_01045	Prap.g_00118
OG0000965	Praz.g_01043	Prap.g_00119
OG0000966	Praz.g_01042	Prap.g_00120
OG0000967	Praz.g_01039	Prap.g_00123
OG0000968	Praz.g_01038	Prap.g_00124
OG0000969	Praz.g_01037	Prap.g_00125
OG0000970	Praz.g_01036	Prap.g_00126
OG0000971	Praz.g_01035	Prap.g_00127
OG0000972	Praz.g_01034	Prap.g_00128
OG0000973	Praz.g_01032	Prap.g_00130
OG0000974	Praz.g_01031	Prap.g_00131
OG0000975	Praz.g_01030	Prap.g_00132
OG0000976	Praz.g_01029	Prap.g_00133
OG0000977	Praz.g_01028	Prap.g_00134
OG0000978	Praz.g_01027	Prap.g_00135
OG0000979	Praz.g_01026	Prap.g_00136
OG0000980	Praz.g_01025	Prap.g_00137
OG0000981	Praz.g_01024	Prap.g_00138
OG0000982	Praz.g_01023	Prap.g_00139
OG0000983	Praz.g_01022	Prap.g_00140
OG0000984	Praz.g_01018	Prap.g_00144
OG0000985	Praz.g_01017	Prap.g_00145
OG0000986	Praz.g_01016	Prap.g_00146
OG0000987	Praz.g_01014	Prap.g_00148
OG0000988	Praz.g_01013	Prap.g_00149
OG0000989	Praz.g_01012	Prap.g_00150
OG0000990	Praz.g_01011	Prap.g_00151
OG0000991	Praz.g_01010	Prap.g_00152
OG0000992	Praz.g_01009	Prap.g_00153
OG0000993	Praz.g_01008	Prap.g_00154
OG0000994	Praz.g_01007	Prap.g_00155
OG0000995	Praz.g_01006	Prap.g_00156
OG0000996	Praz.g_01005	Prap.g_00157
OG0000997	Praz.g_01003	Prap.g_00159
OG0000998	Praz.g_01000	Prap.g_00165
OG0000999	Praz.g_00998	Prap.g_00167
OG0001000	Praz.g_00997	Prap.g_00169
OG0001001	Praz.g_00996	Prap.g_00171
OG0001002	Praz.g_00994	Prap.g_00173
OG0001003	Praz.g_00993	Prap.g_00174
OG0001004	Praz.g_00992	Prap.g_00175
OG0001005	Praz.g_00991	Prap.g_00176
OG0001006	Praz.g_00989	Prap.g_00178
OG0001007	Praz.g_00988	Prap.g_00179
OG0001008	Praz.g_00987	Prap.g_00180
OG0001009	Praz.g_00986	Prap.g_00181
OG0001010	Praz.g_00985	Prap.g_00182
OG0001011	Praz.g_00984	Prap.g_00183
OG0001012	Praz.g_00983	Prap.g_00184
OG0001013	Praz.g_00982	Prap.g_00185
OG0001014	Praz.g_00981	Prap.g_00186
OG0001015	Praz.g_00980	Prap.g_00187
OG0001016	Praz.g_00979	Prap.g_00188
OG0001017	Praz.g_00978	Prap.g_00189
OG0001018	Praz.g_00977	Prap.g_00190
OG0001019	Praz.g_00976	Prap.g_00191
OG0001020	Praz.g_00975	Prap.g_00192
OG0001021	Praz.g_00974	Prap.g_00193
OG0001022	Praz.g_00973	Prap.g_00194
OG0001023	Praz.g_00972	Prap.g_00195
OG0001024	Praz.g_00970	Prap.g_00197
OG0001025	Praz.g_00969	Prap.g_00198
OG0001026	Praz.g_00968	Prap.g_00199
OG0001027	Praz.g_00967	Prap.g_00200
OG0001028	Praz.g_00966	Prap.g_00203
OG0001029	Praz.g_00965	Prap.g_00204
OG0001030	Praz.g_00962	Prap.g_00207
OG0001031	Praz.g_00961	Prap.g_00208
OG0001032	Praz.g_00953	Prap.g_01836
OG0001033	Praz.g_00946	Prap.g_01139
OG0001034	Praz.g_00918	Prap.g_00768
OG0001035	Praz.g_00883	Prap.g_01786
OG0001036	Praz.g_00882	Prap.g_01785
OG0001037	Praz.g_00876	Prap.g_01778
OG0001038	Praz.g_00875	Prap.g_01777
OG0001039	Praz.g_00874	Prap.g_01776
OG0001040	Praz.g_00873	Prap.g_01775
OG0001041	Praz.g_00871	Prap.g_01773
OG0001042	Praz.g_00870	Prap.g_01772
OG0001043	Praz.g_00869	Prap.g_01771
OG0001044	Praz.g_00868	Prap.g_01770
OG0001045	Praz.g_00867	Prap.g_01769
OG0001046	Praz.g_00866	Prap.g_01767
OG0001047	Praz.g_00865	Prap.g_01766
OG0001048	Praz.g_00863	Prap.g_01765
OG0001049	Praz.g_00862	Prap.g_01764
OG0001050	Praz.g_00861	Prap.g_01763
OG0001051	Praz.g_00860	Prap.g_01762
OG0001052	Praz.g_00859	Prap.g_01761
OG0001053	Praz.g_00858	Prap.g_01760
OG0001054	Praz.g_00857	Prap.g_01759
OG0001055	Praz.g_00856	Prap.g_01758
OG0001056	Praz.g_00855	Prap.g_01757
OG0001057	Praz.g_00853	Prap.g_01754
OG0001058	Praz.g_00852	Prap.g_01753
OG0001059	Praz.g_00851	Prap.g_01752
OG0001060	Praz.g_00850	Prap.g_01751
OG0001061	Praz.g_00849	Prap.g_01750
OG0001062	Praz.g_00848	Prap.g_01749
OG0001063	Praz.g_00847	Prap.g_01748
OG0001064	Praz.g_00846	Prap.g_01747
OG0001065	Praz.g_00845	Prap.g_01746
OG0001066	Praz.g_00844	Prap.g_01745
OG0001067	Praz.g_00843	Prap.g_01744
OG0001068	Praz.g_00842	Prap.g_01743
OG0001069	Praz.g_00839	Prap.g_01740
OG0001070	Praz.g_00837	Prap.g_01738
OG0001071	Praz.g_00836	Prap.g_01737
OG0001072	Praz.g_00835	Prap.g_01736
OG0001073	Praz.g_00834	Prap.g_01735
OG0001074	Praz.g_00833	Prap.g_01734
OG0001075	Praz.g_00831	Prap.g_01732
OG0001076	Praz.g_00830	Prap.g_01730
OG0001077	Praz.g_00829	Prap.g_01729
OG0001078	Praz.g_00828	Prap.g_01728
OG0001079	Praz.g_00827	Prap.g_01727
OG0001080	Praz.g_00826	Prap.g_01726
OG0001081	Praz.g_00825	Prap.g_01725
OG0001082	Praz.g_00824	Prap.g_01724
OG0001083	Praz.g_00823	Prap.g_01723
OG0001084	Praz.g_00822	Prap.g_01722
OG0001085	Praz.g_00821	Prap.g_01721
OG0001086	Praz.g_00335	Prap.g_01715
OG0001087	Praz.g_00334	Prap.g_01713
OG0001088	Praz.g_00333	Prap.g_01712
OG0001089	Praz.g_00331	Prap.g_01709
OG0001090	Praz.g_00330	Prap.g_01708
OG0001091	Praz.g_00329	Prap.g_01707
OG0001092	Praz.g_00328	Prap.g_01706
OG0001093	Praz.g_00327	Prap.g_01705
OG0001094	Praz.g_00326	Prap.g_01704
OG0001095	Praz.g_00325	Prap.g_01703
OG0001096	Praz.g_00324	Prap.g_01702
OG0001097	Praz.g_00323	Prap.g_01701
OG0001098	Praz.g_00322	Prap.g_01700
OG0001099	Praz.g_00321	Prap.g_01699
OG0001100	Praz.g_00320	Prap.g_01698
OG0001101	Praz.g_00319	Prap.g_01697
OG0001102	Praz.g_00316	Prap.g_01693
OG0001103	Praz.g_00315	Prap.g_01692
OG0001104	Praz.g_00314	Prap.g_01689
OG0001105	Praz.g_00312	Prap.g_01690
OG0001106	Praz.g_00310	Prap.g_01694
OG0001107	Praz.g_00309	Prap.g_01695
OG0001108	Praz.g_00308	Prap.g_01696
OG0001109	Praz.g_00305	Prap.g_01686
OG0001110	Praz.g_00303	Prap.g_01684
OG0001111	Praz.g_00302	Prap.g_01683
OG0001112	Praz.g_00301	Prap.g_01682
OG0001113	Praz.g_00300	Prap.g_01681
OG0001114	Praz.g_00299	Prap.g_01680
OG0001115	Praz.g_00298	Prap.g_01679
OG0001116	Praz.g_00297	Prap.g_01678
OG0001117	Praz.g_00296	Prap.g_01677
OG0001118	Praz.g_00295	Prap.g_01676
OG0001119	Praz.g_00294	Prap.g_01675
OG0001120	Praz.g_00293	Prap.g_01674
OG0001121	Praz.g_00292	Prap.g_01673
OG0001122	Praz.g_00291	Prap.g_01672
OG0001123	Praz.g_00290	Prap.g_01671
OG0001124	Praz.g_00289	Prap.g_01670
OG0001125	Praz.g_00288	Prap.g_01669
OG0001126	Praz.g_00287	Prap.g_01668
OG0001127	Praz.g_00286	Prap.g_01667
OG0001128	Praz.g_00285	Prap.g_01666
OG0001129	Praz.g_00284	Prap.g_01665
OG0001130	Praz.g_00283	Prap.g_01664
OG0001131	Praz.g_00282	Prap.g_01663
OG0001132	Praz.g_00281	Prap.g_01662
OG0001133	Praz.g_00280	Prap.g_01661
OG0001134	Praz.g_00279	Prap.g_01660
OG0001135	Praz.g_00278	Prap.g_01659
OG0001136	Praz.g_00277	Prap.g_01658
OG0001137	Praz.g_00276	Prap.g_01657
OG0001138	Praz.g_00275	Prap.g_01656
OG0001139	Praz.g_00274	Prap.g_01655
OG0001140	Praz.g_00273	Prap.g_01654
OG0001141	Praz.g_00271	Prap.g_01652
OG0001142	Praz.g_00270	Prap.g_01651
OG0001143	Praz.g_00269	Prap.g_01650
OG0001144	Praz.g_00267	Prap.g_01647
OG0001145	Praz.g_00265	Prap.g_01645
OG0001146	Praz.g_00264	Prap.g_01644
OG0001147	Praz.g_00262	Prap.g_01641
OG0001148	Praz.g_00261	Prap.g_01640
OG0001149	Praz.g_00260	Prap.g_01639
OG0001150	Praz.g_00257	Prap.g_01636
OG0001151	Praz.g_00256	Prap.g_01635
OG0001152	Praz.g_00255	Prap.g_01634
OG0001153	Praz.g_00254	Prap.g_01633
OG0001154	Praz.g_00253	Prap.g_01632
OG0001155	Praz.g_00252	Prap.g_01631
OG0001156	Praz.g_00251	Prap.g_01630
OG0001157	Praz.g_00249	Prap.g_01628
OG0001158	Praz.g_00248	Prap.g_01626
OG0001159	Praz.g_00247	Prap.g_01625
OG0001160	Praz.g_00246	Prap.g_01624
OG0001161	Praz.g_00242	Prap.g_01620
OG0001162	Praz.g_00241	Prap.g_01619
OG0001163	Praz.g_00240	Prap.g_01618
OG0001164	Praz.g_00239	Prap.g_01617
OG0001165	Praz.g_00238	Prap.g_01616
OG0001166	Praz.g_00237	Prap.g_01615
OG0001167	Praz.g_00236	Prap.g_01614
OG0001168	Praz.g_00234	Prap.g_01612
OG0001169	Praz.g_00233	Prap.g_01611
OG0001170	Praz.g_00231	Prap.g_01607
OG0001171	Praz.g_00230	Prap.g_01606
OG0001172	Praz.g_00229	Prap.g_01605
OG0001173	Praz.g_00227	Prap.g_01603
OG0001174	Praz.g_00225	Prap.g_01601
OG0001175	Praz.g_00223	Prap.g_01599
OG0001176	Praz.g_00222	Prap.g_01597
OG0001177	Praz.g_00220	Prap.g_01595
