Orthogroup	Syat	Pras
OG0000588	Syat.g_00338	Pras.g_01494
OG0000589	Syat.g_03318	Pras.g_01497
OG0000590	Syat.g_03317	Pras.g_01498
OG0000591	Syat.g_03308	Pras.g_01501
OG0000592	Syat.g_03307	Pras.g_01502
OG0000593	Syat.g_00113	Pras.g_01508
OG0000594	Syat.g_00114	Pras.g_01509
OG0000595	Syat.g_00115	Pras.g_01510
OG0000596	Syat.g_00129	Pras.g_01514
OG0000597	Syat.g_00132	Pras.g_01516
OG0000598	Syat.g_00133	Pras.g_01517
OG0000599	Syat.g_00381	Pras.g_01520
OG0000600	Syat.g_00380	Pras.g_01521
OG0000601	Syat.g_00379	Pras.g_01522
OG0000602	Syat.g_00375	Pras.g_01524
OG0000603	Syat.g_00374	Pras.g_01525
OG0000604	Syat.g_00372	Pras.g_01526
OG0000605	Syat.g_00370	Pras.g_01527
OG0000606	Syat.g_00367	Pras.g_01530
OG0000607	Syat.g_00364	Pras.g_01533
OG0000608	Syat.g_00363	Pras.g_01534
OG0000609	Syat.g_00344	Pras.g_01535
OG0000610	Syat.g_00399	Pras.g_01540
OG0000611	Syat.g_00402	Pras.g_01543
OG0000612	Syat.g_00403	Pras.g_01544
OG0000613	Syat.g_02129	Pras.g_01549
OG0000614	Syat.g_01084	Pras.g_01568
OG0000615	Syat.g_00442	Pras.g_01576
OG0000616	Syat.g_02397	Pras.g_01580
OG0000617	Syat.g_00665	Pras.g_01612
OG0000618	Syat.g_00666	Pras.g_01613
OG0000619	Syat.g_00667	Pras.g_01614
OG0000620	Syat.g_02591	Pras.g_01617
OG0000621	Syat.g_02590	Pras.g_01618
OG0000622	Syat.g_02572	Pras.g_01619
OG0000623	Syat.g_00672	Pras.g_01620
OG0000624	Syat.g_00673	Pras.g_01621
OG0000625	Syat.g_00674	Pras.g_01622
OG0000626	Syat.g_00675	Pras.g_01623
OG0000627	Syat.g_00641	Pras.g_01624
OG0000628	Syat.g_00640	Pras.g_01625
OG0000629	Syat.g_00637	Pras.g_01626
OG0000630	Syat.g_00631	Pras.g_01629
OG0000631	Syat.g_00624	Pras.g_01692
OG0000632	Syat.g_00623	Pras.g_01693
OG0000633	Syat.g_00622	Pras.g_01694
OG0000634	Syat.g_00475	Pras.g_01697
OG0000635	Syat.g_00476	Pras.g_01698
OG0000636	Syat.g_00478	Pras.g_01700
OG0000637	Syat.g_00480	Pras.g_01702
OG0000638	Syat.g_00481	Pras.g_01703
OG0000639	Syat.g_00482	Pras.g_01704
OG0000640	Syat.g_00483	Pras.g_01705
OG0000641	Syat.g_00488	Pras.g_01709
OG0000642	Syat.g_00489	Pras.g_01710
OG0000643	Syat.g_00494	Pras.g_01711
OG0000644	Syat.g_00495	Pras.g_01712
OG0000645	Syat.g_00496	Pras.g_01713
OG0000646	Syat.g_00499	Pras.g_01715
OG0000647	Syat.g_00501	Pras.g_01716
OG0000648	Syat.g_00504	Pras.g_01718
OG0000649	Syat.g_00505	Pras.g_01719
OG0000650	Syat.g_00506	Pras.g_01720
OG0000651	Syat.g_00507	Pras.g_01721
OG0000652	Syat.g_00508	Pras.g_01722
OG0000653	Syat.g_00510	Pras.g_01724
OG0000654	Syat.g_00514	Pras.g_01725
OG0000655	Syat.g_00515	Pras.g_01726
OG0000656	Syat.g_00518	Pras.g_01729
OG0000657	Syat.g_00720	Pras.g_01736
OG0000658	Syat.g_00723	Pras.g_01737
OG0000659	Syat.g_00724	Pras.g_01738
OG0000660	Syat.g_00740	Pras.g_01742
OG0000661	Syat.g_00742	Pras.g_01744
OG0000662	Syat.g_00746	Pras.g_01746
OG0000663	Syat.g_00749	Pras.g_01748
OG0000664	Syat.g_00752	Pras.g_01749
OG0000665	Syat.g_03302	Pras.g_01753
OG0000666	Syat.g_01415	Pras.g_01754
OG0000667	Syat.g_00958, Syat.g_03278	Pras.g_01758
OG0000668	Syat.g_00710	Pras.g_01788
OG0000669	Syat.g_00416	Pras.g_01792
OG0000670	Syat.g_00419	Pras.g_01794
OG0000671	Syat.g_00421	Pras.g_01796
OG0000672	Syat.g_00424	Pras.g_01799
OG0000673	Syat.g_00430	Pras.g_01802
OG0000674	Syat.g_00432	Pras.g_01804
OG0000675	Syat.g_00433	Pras.g_01805
OG0000676	Syat.g_00436	Pras.g_01807
OG0000677	Syat.g_00437	Pras.g_01808
OG0000678	Syat.g_00439	Pras.g_01810
OG0000679	Syat.g_00448	Pras.g_01814
OG0000680	Syat.g_00449	Pras.g_01815
OG0000681	Syat.g_00452	Pras.g_01818
OG0000682	Syat.g_00453	Pras.g_01819
OG0000683	Syat.g_00454	Pras.g_01820
OG0000684	Syat.g_00457	Pras.g_01821
OG0000685	Syat.g_02571	Pras.g_01823
OG0000686	Syat.g_00459	Pras.g_01824
OG0000687	Syat.g_00460	Pras.g_01825
OG0000688	Syat.g_00463	Pras.g_01828
OG0000689	Syat.g_00465	Pras.g_01829
OG0000690	Syat.g_00466	Pras.g_01830
OG0000691	Syat.g_00467	Pras.g_01831
OG0000692	Syat.g_00469	Pras.g_01833
OG0000693	Syat.g_00471	Pras.g_01834
OG0000694	Syat.g_00472	Pras.g_01835
OG0000695	Syat.g_00619	Pras.g_01837
OG0000696	Syat.g_00618	Pras.g_01838
OG0000697	Syat.g_00616	Pras.g_01839
OG0000698	Syat.g_00613	Pras.g_01842
OG0000699	Syat.g_00611	Pras.g_01843
OG0000700	Syat.g_00610	Pras.g_01844
OG0000701	Syat.g_00609	Pras.g_01845
OG0000702	Syat.g_00606	Pras.g_01847
OG0000703	Syat.g_00601	Pras.g_01848
OG0000704	Syat.g_00599	Pras.g_01849
OG0000705	Syat.g_00592	Pras.g_01853
OG0000706	Syat.g_00591	Pras.g_01854
OG0000707	Syat.g_00590	Pras.g_01855
OG0000708	Syat.g_00587	Pras.g_01856
OG0000709	Syat.g_00573	Pras.g_01860
OG0000710	Syat.g_00567	Pras.g_01863
OG0000711	Syat.g_00539	Pras.g_01881
OG0000712	Syat.g_00537	Pras.g_01883
OG0000713	Syat.g_00536	Pras.g_01884
OG0000714	Syat.g_00532	Pras.g_01885
OG0000715	Syat.g_00530	Pras.g_01887
OG0000716	Syat.g_00527	Pras.g_01889
OG0000717	Syat.g_00526	Pras.g_01890
OG0000718	Syat.g_00522	Pras.g_01903
OG0000719	Syat.g_00712	Pras.g_01905
OG0000720	Syat.g_00699	Pras.g_01914
OG0000721	Syat.g_00697	Pras.g_01916
OG0000722	Syat.g_00696	Pras.g_01917
OG0000723	Syat.g_00686	Pras.g_01920
OG0000724	Syat.g_00782	Pras.g_01929
OG0000725	Syat.g_00810	Pras.g_01935
OG0000726	Syat.g_00811	Pras.g_01936
OG0000727	Syat.g_00812	Pras.g_01937
OG0000728	Syat.g_00814	Pras.g_01939
OG0000729	Syat.g_02224	Pras.g_01984
OG0000730	Syat.g_01617	Pras.g_01988
OG0000731	Syat.g_01605	Pras.g_01992
OG0000732	Syat.g_02290	Pras.g_00003
OG0000733	Syat.g_03285	Pras.g_00024
OG0000734	Syat.g_01579	Pras.g_00041
OG0000735	Syat.g_03235	Pras.g_00043
OG0000736	Syat.g_03236	Pras.g_00044
OG0000737	Syat.g_03237	Pras.g_00045
OG0000738	Syat.g_03251	Pras.g_00049
OG0000739	Syat.g_03252	Pras.g_00050
OG0000740	Syat.g_03253	Pras.g_00051
OG0000741	Syat.g_03256	Pras.g_00052
OG0000742	Syat.g_03259	Pras.g_00055
OG0000743	Syat.g_03262	Pras.g_00057
OG0000744	Syat.g_03263	Pras.g_00058
OG0000745	Syat.g_03266	Pras.g_00059
OG0000746	Syat.g_00314	Pras.g_00061
OG0000747	Syat.g_00313	Pras.g_00062
OG0000748	Syat.g_00305	Pras.g_00065
OG0000749	Syat.g_00303	Pras.g_00066
OG0000750	Syat.g_00302	Pras.g_00067
OG0000751	Syat.g_00296	Pras.g_00069
OG0000752	Syat.g_00294	Pras.g_00071
OG0000753	Syat.g_00291	Pras.g_00074
OG0000754	Syat.g_00250	Pras.g_00077
OG0000755	Syat.g_00217	Pras.g_00080
OG0000756	Syat.g_00216	Pras.g_00081
OG0000757	Syat.g_00205	Pras.g_00087
OG0000758	Syat.g_00204	Pras.g_00088
OG0000759	Syat.g_00203	Pras.g_00089
OG0000760	Syat.g_00202	Pras.g_00090
OG0000761	Syat.g_00201	Pras.g_00091
OG0000762	Syat.g_00199	Pras.g_00092
OG0000763	Syat.g_00924	Pras.g_00094
OG0000764	Syat.g_00923	Pras.g_00095
OG0000765	Syat.g_00897	Pras.g_00105
OG0000766	Syat.g_00896	Pras.g_00106
OG0000767	Syat.g_00894	Pras.g_00108
OG0000768	Syat.g_00893	Pras.g_00109
OG0000769	Syat.g_00891	Pras.g_00111
OG0000770	Syat.g_00886	Pras.g_00113
OG0000771	Syat.g_00788	Pras.g_00122
OG0000772	Syat.g_01768	Pras.g_00178
OG0000773	Syat.g_01114	Pras.g_00199
OG0000774	Syat.g_01146	Pras.g_00201
OG0000775	Syat.g_01148	Pras.g_00204
OG0000776	Syat.g_01149	Pras.g_00205
OG0000777	Syat.g_01150	Pras.g_00206
OG0000778	Syat.g_01151	Pras.g_00207
OG0000779	Syat.g_01154	Pras.g_00211
OG0000780	Syat.g_01157	Pras.g_00212
OG0000781	Syat.g_01161	Pras.g_00214
OG0000782	Syat.g_01162	Pras.g_00216
OG0000783	Syat.g_01163	Pras.g_00217
OG0000784	Syat.g_01164	Pras.g_00218
OG0000785	Syat.g_01166	Pras.g_00220
OG0000786	Syat.g_01170	Pras.g_00223
OG0000787	Syat.g_01171	Pras.g_00224
OG0000788	Syat.g_00087	Pras.g_00237
OG0000789	Syat.g_00845	Pras.g_00240
OG0000790	Syat.g_01300	Pras.g_00255
OG0000791	Syat.g_01302	Pras.g_00257
OG0000792	Syat.g_01303	Pras.g_00258
OG0000793	Syat.g_01412	Pras.g_00261
OG0000794	Syat.g_01414	Pras.g_00262
OG0000795	Syat.g_01416	Pras.g_00263
OG0000796	Syat.g_01422	Pras.g_00267
OG0000797	Syat.g_01423	Pras.g_00268
OG0000798	Syat.g_02057	Pras.g_00286
OG0000799	Syat.g_01256	Pras.g_00332
OG0000800	Syat.g_01255	Pras.g_00333
OG0000801	Syat.g_01253	Pras.g_00334
OG0000802	Syat.g_01245	Pras.g_00336
OG0000803	Syat.g_01241	Pras.g_00338
OG0000804	Syat.g_01238	Pras.g_00339
OG0000805	Syat.g_01236	Pras.g_00341
OG0000806	Syat.g_01234	Pras.g_00343
OG0000807	Syat.g_01233	Pras.g_00344
OG0000808	Syat.g_01232	Pras.g_00345
OG0000809	Syat.g_01229	Pras.g_00348
OG0000810	Syat.g_01228	Pras.g_00349
OG0000811	Syat.g_01186	Pras.g_00353
OG0000812	Syat.g_01182	Pras.g_00355
OG0000813	Syat.g_01181	Pras.g_00356
OG0000814	Syat.g_01179	Pras.g_00358
OG0000815	Syat.g_01177	Pras.g_00359
OG0000816	Syat.g_01175	Pras.g_00361
OG0000817	Syat.g_01279	Pras.g_00362
OG0000818	Syat.g_01325	Pras.g_00367
OG0000819	Syat.g_01326	Pras.g_00368
OG0000820	Syat.g_01327	Pras.g_00369
OG0000821	Syat.g_01333	Pras.g_00373
OG0000822	Syat.g_01335	Pras.g_00374
OG0000823	Syat.g_01336	Pras.g_00375
OG0000824	Syat.g_01342	Pras.g_00378
OG0000825	Syat.g_01343	Pras.g_00379
OG0000826	Syat.g_01344	Pras.g_00380
OG0000827	Syat.g_01345	Pras.g_00381
OG0000828	Syat.g_01348	Pras.g_00385
OG0000829	Syat.g_01349	Pras.g_00386
OG0000830	Syat.g_01350	Pras.g_00387
OG0000831	Syat.g_01353	Pras.g_00389
OG0000832	Syat.g_02982	Pras.g_00395
OG0000833	Syat.g_03072	Pras.g_00405
OG0000834	Syat.g_03073	Pras.g_00406
OG0000835	Syat.g_03075	Pras.g_00407
OG0000836	Syat.g_03078	Pras.g_00408
OG0000837	Syat.g_03079	Pras.g_00409
OG0000838	Syat.g_03083	Pras.g_00411
OG0000839	Syat.g_03084	Pras.g_00412
OG0000840	Syat.g_03085	Pras.g_00413
OG0000841	Syat.g_03086	Pras.g_00414
OG0000842	Syat.g_03087	Pras.g_00415
OG0000843	Syat.g_03088	Pras.g_00416
OG0000844	Syat.g_03090	Pras.g_00417
OG0000845	Syat.g_03091	Pras.g_00418
OG0000846	Syat.g_03092	Pras.g_00419
OG0000847	Syat.g_03093	Pras.g_00420
OG0000848	Syat.g_03095	Pras.g_00421
OG0000849	Syat.g_03096	Pras.g_00422
OG0000850	Syat.g_03098	Pras.g_00424
OG0000851	Syat.g_03101	Pras.g_00425
OG0000852	Syat.g_03102	Pras.g_00426
OG0000853	Syat.g_03106	Pras.g_00430
OG0000854	Syat.g_03108	Pras.g_00432
OG0000855	Syat.g_03109	Pras.g_00433
OG0000856	Syat.g_03305	Pras.g_00448
OG0000857	Syat.g_00500	Pras.g_00473
OG0000858	Syat.g_03114	Pras.g_00544
OG0000859	Syat.g_03115	Pras.g_00545
OG0000860	Syat.g_03126	Pras.g_00552
OG0000861	Syat.g_03127	Pras.g_00553
OG0000862	Syat.g_03136	Pras.g_00554
OG0000863	Syat.g_03138	Pras.g_00556
OG0000864	Syat.g_03139	Pras.g_00557
OG0000865	Syat.g_03140	Pras.g_00558
OG0000866	Syat.g_03141	Pras.g_00559
OG0000867	Syat.g_03142	Pras.g_00560
OG0000868	Syat.g_03067	Pras.g_00561
OG0000869	Syat.g_03054	Pras.g_00565
OG0000870	Syat.g_03049	Pras.g_00570
OG0000871	Syat.g_03048	Pras.g_00571
OG0000872	Syat.g_03042	Pras.g_00572
OG0000873	Syat.g_03039	Pras.g_00575
OG0000874	Syat.g_03037	Pras.g_00578
OG0000875	Syat.g_03035	Pras.g_00579
OG0000876	Syat.g_00745	Pras.g_00580
OG0000877	Syat.g_03024	Pras.g_00582
OG0000878	Syat.g_03023	Pras.g_00583
OG0000879	Syat.g_03022	Pras.g_00584
OG0000880	Syat.g_03021	Pras.g_00585
OG0000881	Syat.g_03016	Pras.g_00589
OG0000882	Syat.g_03011	Pras.g_00594
OG0000883	Syat.g_03007	Pras.g_00596
OG0000884	Syat.g_03005	Pras.g_00598
OG0000885	Syat.g_03004	Pras.g_00599
OG0000886	Syat.g_03003	Pras.g_00600
OG0000887	Syat.g_03002	Pras.g_00601
OG0000888	Syat.g_03000	Pras.g_00603
OG0000889	Syat.g_02997	Pras.g_00605
OG0000890	Syat.g_02994	Pras.g_00606
OG0000891	Syat.g_02993	Pras.g_00607
OG0000892	Syat.g_02992	Pras.g_00609
OG0000893	Syat.g_01864	Pras.g_00613
OG0000894	Syat.g_01860	Pras.g_00615
OG0000895	Syat.g_01856	Pras.g_00618
OG0000896	Syat.g_01855	Pras.g_00619
OG0000897	Syat.g_01853	Pras.g_00621
OG0000898	Syat.g_01852	Pras.g_00622
OG0000899	Syat.g_01851	Pras.g_00623
OG0000900	Syat.g_01850	Pras.g_00624
OG0000901	Syat.g_01845	Pras.g_00627
OG0000902	Syat.g_01843	Pras.g_00629
OG0000903	Syat.g_01830	Pras.g_00632
OG0000904	Syat.g_01834	Pras.g_00634
OG0000905	Syat.g_01839	Pras.g_00639
OG0000906	Syat.g_01841	Pras.g_00640
OG0000907	Syat.g_01828	Pras.g_00645
OG0000908	Syat.g_01825	Pras.g_00648
OG0000909	Syat.g_01824	Pras.g_00649
OG0000910	Syat.g_01823	Pras.g_00650
OG0000911	Syat.g_01821	Pras.g_00652
OG0000912	Syat.g_01820	Pras.g_00653
OG0000913	Syat.g_01819	Pras.g_00654
OG0000914	Syat.g_01818	Pras.g_00655
OG0000915	Syat.g_01816	Pras.g_00656
OG0000916	Syat.g_01815	Pras.g_00657
OG0000917	Syat.g_01814	Pras.g_00658
OG0000918	Syat.g_01813	Pras.g_00659
OG0000919	Syat.g_01812	Pras.g_00660
OG0000920	Syat.g_01811	Pras.g_00661
OG0000921	Syat.g_01810	Pras.g_00662
OG0000922	Syat.g_01809	Pras.g_00663
OG0000923	Syat.g_01805	Pras.g_00667
OG0000924	Syat.g_01804	Pras.g_00668
OG0000925	Syat.g_01803	Pras.g_00669
OG0000926	Syat.g_01802	Pras.g_00670
OG0000927	Syat.g_01800	Pras.g_00672
OG0000928	Syat.g_01799	Pras.g_00673
OG0000929	Syat.g_01798	Pras.g_00674
OG0000930	Syat.g_01797	Pras.g_00675
OG0000931	Syat.g_01796	Pras.g_00676
OG0000932	Syat.g_01794	Pras.g_00677
OG0000933	Syat.g_01788	Pras.g_00681
OG0000934	Syat.g_01786	Pras.g_00683
OG0000935	Syat.g_01665	Pras.g_00684
OG0000936	Syat.g_01664	Pras.g_00685
OG0000937	Syat.g_01663	Pras.g_00686
OG0000938	Syat.g_01659	Pras.g_00688
OG0000939	Syat.g_01658	Pras.g_00689
OG0000940	Syat.g_01651	Pras.g_00696
OG0000941	Syat.g_01649	Pras.g_00698
OG0000942	Syat.g_01647	Pras.g_00700
OG0000943	Syat.g_01646	Pras.g_00701
OG0000944	Syat.g_01644	Pras.g_00702
OG0000945	Syat.g_01643	Pras.g_00703
OG0000946	Syat.g_01633	Pras.g_00707
OG0000947	Syat.g_01630	Pras.g_00709
OG0000948	Syat.g_01629	Pras.g_00710
OG0000949	Syat.g_02142	Pras.g_00713
OG0000950	Syat.g_02152	Pras.g_00718
OG0000951	Syat.g_02157	Pras.g_00722
OG0000952	Syat.g_02162	Pras.g_00726
OG0000953	Syat.g_02166	Pras.g_00729
OG0000954	Syat.g_02187	Pras.g_00733
OG0000955	Syat.g_02188	Pras.g_00734
OG0000956	Syat.g_02191	Pras.g_00736
OG0000957	Syat.g_02204	Pras.g_00741
OG0000958	Syat.g_02205	Pras.g_00742
OG0000959	Syat.g_02212	Pras.g_00746
OG0000960	Syat.g_02213	Pras.g_00747
OG0000961	Syat.g_02873	Pras.g_00749
OG0000962	Syat.g_02223	Pras.g_00751
OG0000963	Syat.g_02226	Pras.g_00755
OG0000964	Syat.g_02227	Pras.g_00756
OG0000965	Syat.g_02228	Pras.g_00757
OG0000966	Syat.g_02259	Pras.g_00765
OG0000967	Syat.g_02263	Pras.g_00770
OG0000968	Syat.g_02269	Pras.g_00772
OG0000969	Syat.g_02271	Pras.g_00773
OG0000970	Syat.g_02272	Pras.g_00774
OG0000971	Syat.g_02274	Pras.g_00775
OG0000972	Syat.g_02275	Pras.g_00776
OG0000973	Syat.g_02276	Pras.g_00777
OG0000974	Syat.g_02277	Pras.g_00778
OG0000975	Syat.g_02278	Pras.g_00779
OG0000976	Syat.g_02279	Pras.g_00780
OG0000977	Syat.g_02281	Pras.g_00781
OG0000978	Syat.g_02283	Pras.g_00782
OG0000979	Syat.g_02286	Pras.g_00785
OG0000980	Syat.g_02289	Pras.g_00787
OG0000981	Syat.g_02292	Pras.g_00789
OG0000982	Syat.g_02691	Pras.g_00791
OG0000983	Syat.g_02690	Pras.g_00792
OG0000984	Syat.g_02689	Pras.g_00793
OG0000985	Syat.g_02685	Pras.g_00796
OG0000986	Syat.g_02680	Pras.g_00798
OG0000987	Syat.g_02678	Pras.g_00799
OG0000988	Syat.g_02672	Pras.g_00802
OG0000989	Syat.g_02657	Pras.g_00805
OG0000990	Syat.g_02500	Pras.g_00808
OG0000991	Syat.g_02503	Pras.g_00809
OG0000992	Syat.g_02507	Pras.g_00812
OG0000993	Syat.g_02508	Pras.g_00813
OG0000994	Syat.g_02512	Pras.g_00814
OG0000995	Syat.g_02517	Pras.g_00818
OG0000996	Syat.g_02446	Pras.g_00819
OG0000997	Syat.g_02417	Pras.g_00820
OG0000998	Syat.g_02415	Pras.g_00822
OG0000999	Syat.g_02414	Pras.g_00823
OG0001001	Syat.g_02400	Pras.g_00828
OG0001002	Syat.g_02394	Pras.g_00832
OG0001003	Syat.g_02392	Pras.g_00834
OG0001004	Syat.g_02391	Pras.g_00835
OG0001005	Syat.g_02390	Pras.g_00836
OG0001006	Syat.g_02378	Pras.g_00840
OG0001007	Syat.g_02376	Pras.g_00842
OG0001008	Syat.g_02971	Pras.g_01315
OG0001009	Syat.g_02311	Pras.g_00869
OG0001010	Syat.g_02310	Pras.g_00870
OG0001011	Syat.g_02308	Pras.g_00871
OG0001012	Syat.g_01004	Pras.g_00896
OG0001013	Syat.g_02716	Pras.g_00901
OG0001014	Syat.g_02721	Pras.g_00904
OG0001015	Syat.g_02722	Pras.g_00905
OG0001016	Syat.g_01474	Pras.g_00924
OG0001017	Syat.g_01480	Pras.g_00928
OG0001018	Syat.g_01482	Pras.g_00931
OG0001019	Syat.g_01532	Pras.g_00940
OG0001020	Syat.g_01539	Pras.g_00941
OG0001021	Syat.g_01552	Pras.g_00942
OG0001022	Syat.g_01555	Pras.g_00945
OG0001023	Syat.g_01556	Pras.g_00946
OG0001024	Syat.g_01560	Pras.g_00949
OG0001025	Syat.g_01566	Pras.g_00955
OG0001026	Syat.g_01582	Pras.g_00962
OG0001027	Syat.g_02947	Pras.g_00963
OG0001028	Syat.g_02944	Pras.g_00965
OG0001029	Syat.g_02942	Pras.g_00966
OG0001030	Syat.g_02922	Pras.g_00981
OG0001031	Syat.g_02836	Pras.g_01037
OG0001032	Syat.g_02834	Pras.g_01038
OG0001033	Syat.g_02784	Pras.g_01060
OG0001034	Syat.g_01448	Pras.g_01088
OG0001035	Syat.g_01885	Pras.g_01106
OG0001036	Syat.g_01939	Pras.g_01111
OG0001037	Syat.g_01941	Pras.g_01112
OG0001038	Syat.g_02058	Pras.g_01130
OG0001039	Syat.g_02061	Pras.g_01133
OG0001040	Syat.g_02064	Pras.g_01135
OG0001041	Syat.g_02070	Pras.g_01139
OG0001042	Syat.g_02100	Pras.g_01156
OG0001043	Syat.g_02103	Pras.g_01157
OG0001044	Syat.g_01615	Pras.g_01186
OG0001045	Syat.g_01602	Pras.g_01195
OG0001046	Syat.g_00552	Pras.g_01232
OG0001047	Syat.g_02973	Pras.g_01317
OG0001048	Syat.g_02974	Pras.g_01318
OG0001049	Syat.g_01290	Pras.g_01320
OG0001050	Syat.g_01289	Pras.g_01321
OG0001051	Syat.g_01288	Pras.g_01322
OG0001052	Syat.g_01375	Pras.g_01349
OG0001053	Syat.g_03173	Pras.g_01361
OG0001054	Syat.g_03192	Pras.g_01376
OG0001055	Syat.g_03224	Pras.g_01395
OG0001056	Syat.g_03275	Pras.g_01413
OG0001057	Syat.g_00102	Pras.g_01418
OG0001058	Syat.g_00079	Pras.g_01426
OG0001059	Syat.g_00075	Pras.g_01430
OG0001061	Syat.g_00051	Pras.g_01450
OG0001062	Syat.g_00048	Pras.g_01452
OG0001063	Syat.g_00042	Pras.g_01454
OG0001064	Syat.g_00041	Pras.g_01455
OG0001065	Syat.g_00040	Pras.g_01456
OG0001066	Syat.g_00039	Pras.g_01457
OG0001067	Syat.g_00038	Pras.g_01459
OG0001068	Syat.g_00037	Pras.g_01460
OG0001069	Syat.g_00036	Pras.g_01461
OG0001070	Syat.g_00032	Pras.g_01464
OG0001071	Syat.g_00031	Pras.g_01465
OG0001072	Syat.g_00028	Pras.g_01466
OG0001073	Syat.g_00009	Pras.g_01480
OG0001074	Syat.g_01015	Pras.g_01491
OG0001075	Syat.g_01037	Pras.g_01492
OG0001076	Syat.g_03315	Pras.g_01500
OG0001077	Syat.g_03290	Pras.g_01504
OG0001078	Syat.g_00118	Pras.g_01512
OG0001079	Syat.g_00378	Pras.g_01523
OG0001080	Syat.g_00368	Pras.g_01529
OG0001081	Syat.g_00366	Pras.g_01531
OG0001082	Syat.g_00365	Pras.g_01532
OG0001083	Syat.g_00390	Pras.g_01537
OG0001084	Syat.g_00391	Pras.g_01538
OG0001085	Syat.g_00408	Pras.g_01546
OG0001086	Syat.g_00410	Pras.g_01547
OG0001087	Syat.g_03277	Pras.g_01564
OG0001088	Syat.g_02496	Pras.g_01565
OG0001089	Syat.g_00818	Pras.g_01573
OG0001090	Syat.g_00659	Pras.g_01607
OG0001091	Syat.g_00661	Pras.g_01609
OG0001092	Syat.g_00663	Pras.g_01610
OG0001093	Syat.g_00669	Pras.g_01615
OG0001094	Syat.g_00473	Pras.g_01695
OG0001095	Syat.g_00497	Pras.g_01714
OG0001096	Syat.g_00516	Pras.g_01727
OG0001097	Syat.g_00743	Pras.g_01745
OG0001098	Syat.g_01672	Pras.g_01760
OG0001099	Syat.g_02943	Pras.g_01791
OG0001100	Syat.g_00418	Pras.g_01793
OG0001101	Syat.g_00420	Pras.g_01795
OG0001102	Syat.g_00423	Pras.g_01798
OG0001103	Syat.g_00425	Pras.g_01800
OG0001104	Syat.g_00458	Pras.g_01822
OG0001105	Syat.g_00461	Pras.g_01826
OG0001106	Syat.g_00598	Pras.g_01850
OG0001107	Syat.g_00580	Pras.g_01857
OG0001108	Syat.g_00570	Pras.g_01861
OG0001109	Syat.g_00568	Pras.g_01862
OG0001110	Syat.g_00566	Pras.g_01864
OG0001111	Syat.g_00564	Pras.g_01865
OG0001112	Syat.g_00562	Pras.g_01866
OG0001113	Syat.g_00561	Pras.g_01867
OG0001114	Syat.g_00560	Pras.g_01868
OG0001115	Syat.g_00557	Pras.g_01870
OG0001116	Syat.g_00555	Pras.g_01871
OG0001117	Syat.g_00554	Pras.g_01872
OG0001118	Syat.g_00553	Pras.g_01873
OG0001119	Syat.g_00551	Pras.g_01874
OG0001120	Syat.g_00546	Pras.g_01876
OG0001122	Syat.g_00711	Pras.g_01906
OG0001123	Syat.g_00704	Pras.g_01910
OG0001124	Syat.g_00702	Pras.g_01912
OG0001125	Syat.g_00700	Pras.g_01913
OG0001126	Syat.g_00790	Pras.g_01923
OG0001127	Syat.g_00789	Pras.g_01924
OG0001128	Syat.g_00786	Pras.g_01926
OG0001129	Syat.g_00784	Pras.g_01927
OG0001130	Syat.g_00783	Pras.g_01928
OG0001131	Syat.g_01674	Pras.g_01964
OG0001132	Syat.g_00965	Pras.g_01973
OG0001133	Syat.g_03311	Pras.g_00009
OG0001136	Syat.g_03257	Pras.g_00053
OG0001137	Syat.g_00306	Pras.g_00064
OG0001138	Syat.g_00214	Pras.g_00082
OG0001139	Syat.g_00209	Pras.g_00083
OG0001140	Syat.g_00208	Pras.g_00084
OG0001141	Syat.g_00207	Pras.g_00085
OG0001142	Syat.g_00206	Pras.g_00086
OG0001143	Syat.g_00925	Pras.g_00093
OG0001144	Syat.g_00906	Pras.g_00099
OG0001145	Syat.g_01117	Pras.g_00200
OG0001146	Syat.g_01158	Pras.g_00213
OG0001147	Syat.g_01368	Pras.g_00236
OG0001148	Syat.g_01297	Pras.g_00252
OG0001149	Syat.g_01298	Pras.g_00253
OG0001150	Syat.g_01299	Pras.g_00254
OG0001151	Syat.g_01420	Pras.g_00265
OG0001152	Syat.g_01421	Pras.g_00266
OG0001153	Syat.g_01346	Pras.g_00382
OG0001154	Syat.g_01347	Pras.g_00384
OG0001155	Syat.g_02774	Pras.g_00396, Pras.g_00397
OG0001156	Syat.g_02978	Pras.g_00400
OG0001157	Syat.g_02977	Pras.g_00401
OG0001158	Syat.g_02976	Pras.g_00402
OG0001160	Syat.g_03104	Pras.g_00428
OG0001161	Syat.g_02384	Pras.g_00441
OG0001162	Syat.g_01528	Pras.g_00452
OG0001163	Syat.g_03112	Pras.g_00542
OG0001164	Syat.g_03116	Pras.g_00546
OG0001165	Syat.g_03121	Pras.g_00549
OG0001166	Syat.g_03050	Pras.g_00569
OG0001167	Syat.g_03019	Pras.g_00586
OG0001168	Syat.g_03017	Pras.g_00588
OG0001169	Syat.g_03015	Pras.g_00590
OG0001170	Syat.g_03013	Pras.g_00592
OG0001171	Syat.g_03001	Pras.g_00602
OG0001172	Syat.g_01858	Pras.g_00616
OG0001173	Syat.g_01857	Pras.g_00617
OG0001174	Syat.g_01849	Pras.g_00625
