Orthogroup	Syat	Pran
OG0000592	Syat.g_03307	Pran.g_01552
OG0000593	Syat.g_00113	Pran.g_01546
OG0000594	Syat.g_00114	Pran.g_01545
OG0000595	Syat.g_00115	Pran.g_01544
OG0000596	Syat.g_00129	Pran.g_01540
OG0000597	Syat.g_00132	Pran.g_01538
OG0000598	Syat.g_00133	Pran.g_01537
OG0000599	Syat.g_00381	Pran.g_01534
OG0000600	Syat.g_00380	Pran.g_01533
OG0000601	Syat.g_00379	Pran.g_01532
OG0000602	Syat.g_00375	Pran.g_01530
OG0000603	Syat.g_00374	Pran.g_01529
OG0000604	Syat.g_00372	Pran.g_01528
OG0000605	Syat.g_00370	Pran.g_01527
OG0000606	Syat.g_00367	Pran.g_01524
OG0000607	Syat.g_00364	Pran.g_01521
OG0000608	Syat.g_00363	Pran.g_01520
OG0000609	Syat.g_00344	Pran.g_01519
OG0000610	Syat.g_00399	Pran.g_01514
OG0000611	Syat.g_00402	Pran.g_01511
OG0000612	Syat.g_00403	Pran.g_01510
OG0000613	Syat.g_02129	Pran.g_01505
OG0000614	Syat.g_01084	Pran.g_01486
OG0000615	Syat.g_00442	Pran.g_01478
OG0000616	Syat.g_02397	Pran.g_01472
OG0000617	Syat.g_00665	Pran.g_01454
OG0000618	Syat.g_00666	Pran.g_01453
OG0000619	Syat.g_00667	Pran.g_01452
OG0000620	Syat.g_02591	Pran.g_01449
OG0000621	Syat.g_02590	Pran.g_01448
OG0000622	Syat.g_02572	Pran.g_01447
OG0000623	Syat.g_00672	Pran.g_01446
OG0000624	Syat.g_00673	Pran.g_01445
OG0000625	Syat.g_00674	Pran.g_01444
OG0000626	Syat.g_00675	Pran.g_01443
OG0000627	Syat.g_00641	Pran.g_01442
OG0000628	Syat.g_00640	Pran.g_01441
OG0000629	Syat.g_00637	Pran.g_01440
OG0000630	Syat.g_00631	Pran.g_01437
OG0000631	Syat.g_00624	Pran.g_01352
OG0000632	Syat.g_00623	Pran.g_01351
OG0000633	Syat.g_00622	Pran.g_01350
OG0000634	Syat.g_00475	Pran.g_01347
OG0000635	Syat.g_00476	Pran.g_01346
OG0000636	Syat.g_00478	Pran.g_01344
OG0000637	Syat.g_00480	Pran.g_01342
OG0000638	Syat.g_00481	Pran.g_01341
OG0000639	Syat.g_00482	Pran.g_01340
OG0000640	Syat.g_00483	Pran.g_01339
OG0000641	Syat.g_00488	Pran.g_01335
OG0000642	Syat.g_00489	Pran.g_01334
OG0000643	Syat.g_00494	Pran.g_01333
OG0000644	Syat.g_00495	Pran.g_01332
OG0000645	Syat.g_00496	Pran.g_01331
OG0000646	Syat.g_00499	Pran.g_01329
OG0000647	Syat.g_00501	Pran.g_01328
OG0000648	Syat.g_00504	Pran.g_01326
OG0000649	Syat.g_00505	Pran.g_01325
OG0000650	Syat.g_00506	Pran.g_01324
OG0000651	Syat.g_00507	Pran.g_01323
OG0000652	Syat.g_00508	Pran.g_01322
OG0000653	Syat.g_00510	Pran.g_01320
OG0000654	Syat.g_00514	Pran.g_01319
OG0000655	Syat.g_00515	Pran.g_01318
OG0000656	Syat.g_00518	Pran.g_01315
OG0000657	Syat.g_00720	Pran.g_01308
OG0000658	Syat.g_00723	Pran.g_01307
OG0000659	Syat.g_00724	Pran.g_01306
OG0000660	Syat.g_00740	Pran.g_01302
OG0000661	Syat.g_00742	Pran.g_01300
OG0000662	Syat.g_00746	Pran.g_01298
OG0000663	Syat.g_00749	Pran.g_01296
OG0000664	Syat.g_00752	Pran.g_01295
OG0000665	Syat.g_03302	Pran.g_01291
OG0000666	Syat.g_01415	Pran.g_01290
OG0000667	Syat.g_00958, Syat.g_03278	Pran.g_01285
OG0000668	Syat.g_00710	Pran.g_00413
OG0000669	Syat.g_00416	Pran.g_00421
OG0000670	Syat.g_00419	Pran.g_00423
OG0000671	Syat.g_00421	Pran.g_00425
OG0000672	Syat.g_00424	Pran.g_00427
OG0000673	Syat.g_00430	Pran.g_00430
OG0000674	Syat.g_00432	Pran.g_00432
OG0000675	Syat.g_00433	Pran.g_00433
OG0000676	Syat.g_00436	Pran.g_00435
OG0000677	Syat.g_00437	Pran.g_00436
OG0000678	Syat.g_00439	Pran.g_00438
OG0000679	Syat.g_00448	Pran.g_00442
OG0000680	Syat.g_00449	Pran.g_00443
OG0000681	Syat.g_00452	Pran.g_00445
OG0000682	Syat.g_00453	Pran.g_00446
OG0000683	Syat.g_00454	Pran.g_00447
OG0000684	Syat.g_00457	Pran.g_00449
OG0000685	Syat.g_02571	Pran.g_00451
OG0000686	Syat.g_00459	Pran.g_00452
OG0000687	Syat.g_00460	Pran.g_00453
OG0000688	Syat.g_00463	Pran.g_00456
OG0000689	Syat.g_00465	Pran.g_00457
OG0000690	Syat.g_00466	Pran.g_00458
OG0000691	Syat.g_00467	Pran.g_00459
OG0000692	Syat.g_00469	Pran.g_00461
OG0000693	Syat.g_00471	Pran.g_00462
OG0000694	Syat.g_00472	Pran.g_00463
OG0000695	Syat.g_00619	Pran.g_00465
OG0000696	Syat.g_00618	Pran.g_00466
OG0000697	Syat.g_00616	Pran.g_00467
OG0000698	Syat.g_00613	Pran.g_00470
OG0000699	Syat.g_00611	Pran.g_00471
OG0000700	Syat.g_00610	Pran.g_00472
OG0000701	Syat.g_00609	Pran.g_00473
OG0000702	Syat.g_00606	Pran.g_00475
OG0000703	Syat.g_00601	Pran.g_00476
OG0000704	Syat.g_00599	Pran.g_00477
OG0000705	Syat.g_00592	Pran.g_00481
OG0000706	Syat.g_00591	Pran.g_00482
OG0000707	Syat.g_00590	Pran.g_00483
OG0000708	Syat.g_00587	Pran.g_00484
OG0000709	Syat.g_00573	Pran.g_00488
OG0000710	Syat.g_00567	Pran.g_00491
OG0000711	Syat.g_00539	Pran.g_00508
OG0000712	Syat.g_00537	Pran.g_00510
OG0000713	Syat.g_00536	Pran.g_00511
OG0000714	Syat.g_00532	Pran.g_00512
OG0000715	Syat.g_00530	Pran.g_00514
OG0000716	Syat.g_00527	Pran.g_00516
OG0000717	Syat.g_00526	Pran.g_00517
OG0000718	Syat.g_00522	Pran.g_00537
OG0000719	Syat.g_00712	Pran.g_00539
OG0000720	Syat.g_00699	Pran.g_00548
OG0000721	Syat.g_00697	Pran.g_00550
OG0000722	Syat.g_00696	Pran.g_00551
OG0000723	Syat.g_00686	Pran.g_00554
OG0000724	Syat.g_00782	Pran.g_00563
OG0000725	Syat.g_00810	Pran.g_00569
OG0000726	Syat.g_00811	Pran.g_00570
OG0000727	Syat.g_00812	Pran.g_00571
OG0000728	Syat.g_00814	Pran.g_00573
OG0000729	Syat.g_02224	Pran.g_00133
OG0000730	Syat.g_01617	Pran.g_00129
OG0000731	Syat.g_01605	Pran.g_00125
OG0000732	Syat.g_02290	Pran.g_00115
OG0000733	Syat.g_03285	Pran.g_00092
OG0000734	Syat.g_01579	Pran.g_00075
OG0000735	Syat.g_03235	Pran.g_00073
OG0000736	Syat.g_03236	Pran.g_00072
OG0000737	Syat.g_03237	Pran.g_00071
OG0000738	Syat.g_03251	Pran.g_00067
OG0000739	Syat.g_03252	Pran.g_00066
OG0000740	Syat.g_03253	Pran.g_00065
OG0000741	Syat.g_03256	Pran.g_00064
OG0000742	Syat.g_03259	Pran.g_00061
OG0000743	Syat.g_03262	Pran.g_00059
OG0000744	Syat.g_03263	Pran.g_00058
OG0000745	Syat.g_03266	Pran.g_00057
OG0000746	Syat.g_00314	Pran.g_00055
OG0000747	Syat.g_00313	Pran.g_00054
OG0000748	Syat.g_00305	Pran.g_00051
OG0000749	Syat.g_00303	Pran.g_00050
OG0000750	Syat.g_00302	Pran.g_00049
OG0000751	Syat.g_00296	Pran.g_00047
OG0000752	Syat.g_00294	Pran.g_00045
OG0000753	Syat.g_00291	Pran.g_00042
OG0000754	Syat.g_00250	Pran.g_00039
OG0000755	Syat.g_00217	Pran.g_00036
OG0000756	Syat.g_00216	Pran.g_00035
OG0000757	Syat.g_00205	Pran.g_00029
OG0000758	Syat.g_00204	Pran.g_00028
OG0000759	Syat.g_00203	Pran.g_00027
OG0000760	Syat.g_00202	Pran.g_00026
OG0000761	Syat.g_00201	Pran.g_00025
OG0000762	Syat.g_00199	Pran.g_00024
OG0000763	Syat.g_00924	Pran.g_00022
OG0000764	Syat.g_00923	Pran.g_00021
OG0000765	Syat.g_00897	Pran.g_00012
OG0000766	Syat.g_00896	Pran.g_00011
OG0000767	Syat.g_00894	Pran.g_00009
OG0000768	Syat.g_00893	Pran.g_00008
OG0000769	Syat.g_00891	Pran.g_00006
OG0000770	Syat.g_00886	Pran.g_00004
OG0000771	Syat.g_00788	Pran.g_00918
OG0000772	Syat.g_01768	Pran.g_00899
OG0000773	Syat.g_01114	Pran.g_00885
OG0000774	Syat.g_01146	Pran.g_00883
OG0000775	Syat.g_01148	Pran.g_00881
OG0000776	Syat.g_01149	Pran.g_00880
OG0000777	Syat.g_01150	Pran.g_00879
OG0000778	Syat.g_01151	Pran.g_00878
OG0000779	Syat.g_01154	Pran.g_00874
OG0000780	Syat.g_01157	Pran.g_00873
OG0000781	Syat.g_01161	Pran.g_00870
OG0000782	Syat.g_01162	Pran.g_00869
OG0000783	Syat.g_01163	Pran.g_00868
OG0000784	Syat.g_01164	Pran.g_00867
OG0000785	Syat.g_01166	Pran.g_00865
OG0000786	Syat.g_01170	Pran.g_00863
OG0000787	Syat.g_01171	Pran.g_00862
OG0000788	Syat.g_00087	Pran.g_00853
OG0000789	Syat.g_00845	Pran.g_00850
OG0000790	Syat.g_01300	Pran.g_00836
OG0000791	Syat.g_01302	Pran.g_00834
OG0000792	Syat.g_01303	Pran.g_00833
OG0000793	Syat.g_01412	Pran.g_00830
OG0000794	Syat.g_01414	Pran.g_00829
OG0000795	Syat.g_01416	Pran.g_00828
OG0000796	Syat.g_01422	Pran.g_00824
OG0000797	Syat.g_01423	Pran.g_00823
OG0000798	Syat.g_02057, Syat.g_01214	Pran.g_00789
OG0000799	Syat.g_01256	Pran.g_00751
OG0000800	Syat.g_01255	Pran.g_00750
OG0000801	Syat.g_01253	Pran.g_00749
OG0000802	Syat.g_01245	Pran.g_00747
OG0000803	Syat.g_01241	Pran.g_00745
OG0000804	Syat.g_01238	Pran.g_00744
OG0000805	Syat.g_01236	Pran.g_00742
OG0000806	Syat.g_01234	Pran.g_00740
OG0000807	Syat.g_01233	Pran.g_00739
OG0000808	Syat.g_01232	Pran.g_00738
OG0000809	Syat.g_01229	Pran.g_00735
OG0000810	Syat.g_01228	Pran.g_00734
OG0000811	Syat.g_01186	Pran.g_00730
OG0000812	Syat.g_01182	Pran.g_00728
OG0000813	Syat.g_01181	Pran.g_00727
OG0000814	Syat.g_01179	Pran.g_00725
OG0000815	Syat.g_01177	Pran.g_00724
OG0000816	Syat.g_01175	Pran.g_00722
OG0000817	Syat.g_01279	Pran.g_00721
OG0000818	Syat.g_01325	Pran.g_00716
OG0000819	Syat.g_01326	Pran.g_00715
OG0000820	Syat.g_01327	Pran.g_00714
OG0000821	Syat.g_01333	Pran.g_00710
OG0000822	Syat.g_01335	Pran.g_00709
OG0000823	Syat.g_01336	Pran.g_00708
OG0000824	Syat.g_01342	Pran.g_00705
OG0000825	Syat.g_01343	Pran.g_00704
OG0000826	Syat.g_01344	Pran.g_00703
OG0000827	Syat.g_01345	Pran.g_00702
OG0000828	Syat.g_01348	Pran.g_00699
OG0000829	Syat.g_01349	Pran.g_00698
OG0000830	Syat.g_01350	Pran.g_00697
OG0000831	Syat.g_01353	Pran.g_00695
OG0000832	Syat.g_02982	Pran.g_00689
OG0000833	Syat.g_03072	Pran.g_00681
OG0000834	Syat.g_03073	Pran.g_00680
OG0000835	Syat.g_03075	Pran.g_00679
OG0000836	Syat.g_03078	Pran.g_00678
OG0000837	Syat.g_03079	Pran.g_00677
OG0000838	Syat.g_03083	Pran.g_00675
OG0000839	Syat.g_03084	Pran.g_00674
OG0000840	Syat.g_03085	Pran.g_00673
OG0000841	Syat.g_03086	Pran.g_00672
OG0000842	Syat.g_03087	Pran.g_00671
OG0000843	Syat.g_03088	Pran.g_00670
OG0000844	Syat.g_03090	Pran.g_00669
OG0000845	Syat.g_03091	Pran.g_00668
OG0000846	Syat.g_03092	Pran.g_00667
OG0000847	Syat.g_03093	Pran.g_00666
OG0000848	Syat.g_03095	Pran.g_00665
OG0000849	Syat.g_03096	Pran.g_00664
OG0000850	Syat.g_03098	Pran.g_00662
OG0000851	Syat.g_03101	Pran.g_00661
OG0000852	Syat.g_03102	Pran.g_00660
OG0000853	Syat.g_03106	Pran.g_00656
OG0000854	Syat.g_03108	Pran.g_00654
OG0000855	Syat.g_03109	Pran.g_00653
OG0000856	Syat.g_03305	Pran.g_00636
OG0000857	Syat.g_00500	Pran.g_00598
OG0000858	Syat.g_03114	Pran.g_00964
OG0000859	Syat.g_03115	Pran.g_00965
OG0000860	Syat.g_03126	Pran.g_00972
OG0000861	Syat.g_03127	Pran.g_00973
OG0000862	Syat.g_03136	Pran.g_00974
OG0000863	Syat.g_03138	Pran.g_00976
OG0000864	Syat.g_03139	Pran.g_00977
OG0000865	Syat.g_03140	Pran.g_00978
OG0000866	Syat.g_03141	Pran.g_00979
OG0000867	Syat.g_03142	Pran.g_00980
OG0000868	Syat.g_03067	Pran.g_00981
OG0000869	Syat.g_03054	Pran.g_00985
OG0000870	Syat.g_03049	Pran.g_00990
OG0000871	Syat.g_03048	Pran.g_00991
OG0000872	Syat.g_03042	Pran.g_00992
OG0000873	Syat.g_03039	Pran.g_00995
OG0000874	Syat.g_03037	Pran.g_00998
OG0000875	Syat.g_03035	Pran.g_00999
OG0000876	Syat.g_00745	Pran.g_01000
OG0000877	Syat.g_03024	Pran.g_01002
OG0000878	Syat.g_03023	Pran.g_01003
OG0000879	Syat.g_03022	Pran.g_01004
OG0000880	Syat.g_03021	Pran.g_01005
OG0000881	Syat.g_03016	Pran.g_01009
OG0000882	Syat.g_03011	Pran.g_01014
OG0000883	Syat.g_03007	Pran.g_01015
OG0000884	Syat.g_03005	Pran.g_01017
OG0000885	Syat.g_03004	Pran.g_01018
OG0000886	Syat.g_03003	Pran.g_01019
OG0000887	Syat.g_03002	Pran.g_01020
OG0000888	Syat.g_03000	Pran.g_01022
OG0000889	Syat.g_02997	Pran.g_01024
OG0000890	Syat.g_02994	Pran.g_01025
OG0000891	Syat.g_02993	Pran.g_01026
OG0000892	Syat.g_02992	Pran.g_01028
OG0000893	Syat.g_01864	Pran.g_01032
OG0000894	Syat.g_01860	Pran.g_01034
OG0000895	Syat.g_01856	Pran.g_01037
OG0000896	Syat.g_01855	Pran.g_01038
OG0000897	Syat.g_01853	Pran.g_01040
OG0000898	Syat.g_01852	Pran.g_01041
OG0000899	Syat.g_01851	Pran.g_01042
OG0000900	Syat.g_01850	Pran.g_01044
OG0000901	Syat.g_01845	Pran.g_01047
OG0000902	Syat.g_01843	Pran.g_01049
OG0000903	Syat.g_01830	Pran.g_01052
OG0000904	Syat.g_01834	Pran.g_01054
OG0000905	Syat.g_01839	Pran.g_01058
OG0000906	Syat.g_01841	Pran.g_01059
OG0000907	Syat.g_01828	Pran.g_01062
OG0000908	Syat.g_01825	Pran.g_01065
OG0000909	Syat.g_01824	Pran.g_01066
OG0000910	Syat.g_01823	Pran.g_01067
OG0000911	Syat.g_01821	Pran.g_01070
OG0000912	Syat.g_01820	Pran.g_01071
OG0000913	Syat.g_01819	Pran.g_01072
OG0000914	Syat.g_01818	Pran.g_01073
OG0000915	Syat.g_01816	Pran.g_01074
OG0000916	Syat.g_01815	Pran.g_01075
OG0000917	Syat.g_01814	Pran.g_01076
OG0000918	Syat.g_01813	Pran.g_01077
OG0000919	Syat.g_01812	Pran.g_01078
OG0000920	Syat.g_01811	Pran.g_01079
OG0000921	Syat.g_01810	Pran.g_01080
OG0000922	Syat.g_01809	Pran.g_01081
OG0000923	Syat.g_01805	Pran.g_01085
OG0000924	Syat.g_01804	Pran.g_01086
OG0000925	Syat.g_01803	Pran.g_01087
OG0000926	Syat.g_01802	Pran.g_01088
OG0000927	Syat.g_01800	Pran.g_01090
OG0000928	Syat.g_01799	Pran.g_01091
OG0000929	Syat.g_01798	Pran.g_01092
OG0000930	Syat.g_01797	Pran.g_01093
OG0000931	Syat.g_01796	Pran.g_01094
OG0000932	Syat.g_01794	Pran.g_01095
OG0000933	Syat.g_01788	Pran.g_01099
OG0000934	Syat.g_01786	Pran.g_01101
OG0000935	Syat.g_01665	Pran.g_01102
OG0000936	Syat.g_01664	Pran.g_01103
OG0000937	Syat.g_01663	Pran.g_01104
OG0000938	Syat.g_01659	Pran.g_01106
OG0000939	Syat.g_01658	Pran.g_01107
OG0000940	Syat.g_01651	Pran.g_01114
OG0000941	Syat.g_01649	Pran.g_01116
OG0000942	Syat.g_01647	Pran.g_01118
OG0000943	Syat.g_01646	Pran.g_01119
OG0000944	Syat.g_01644	Pran.g_01120
OG0000945	Syat.g_01643	Pran.g_01121
OG0000946	Syat.g_01633	Pran.g_01125
OG0000947	Syat.g_01630	Pran.g_01127
OG0000948	Syat.g_01629	Pran.g_01128
OG0000949	Syat.g_02142	Pran.g_01131
OG0000950	Syat.g_02152	Pran.g_01136
OG0000951	Syat.g_02157	Pran.g_01139
OG0000952	Syat.g_02162	Pran.g_01143
OG0000953	Syat.g_02166	Pran.g_01146
OG0000954	Syat.g_02187	Pran.g_01150
OG0000955	Syat.g_02188	Pran.g_01151
OG0000956	Syat.g_02191	Pran.g_01153
OG0000957	Syat.g_02204	Pran.g_01158
OG0000958	Syat.g_02205	Pran.g_01159
OG0000959	Syat.g_02212	Pran.g_01163
OG0000960	Syat.g_02213	Pran.g_01164
OG0000961	Syat.g_02873	Pran.g_01166
OG0000962	Syat.g_02223	Pran.g_01168
OG0000963	Syat.g_02226	Pran.g_01172
OG0000964	Syat.g_02227	Pran.g_01173
OG0000965	Syat.g_02228	Pran.g_01174
OG0000966	Syat.g_02259	Pran.g_01182
OG0000967	Syat.g_02263	Pran.g_01186
OG0000968	Syat.g_02269	Pran.g_01188
OG0000969	Syat.g_02271	Pran.g_01189
OG0000970	Syat.g_02272	Pran.g_01190
OG0000971	Syat.g_02274	Pran.g_01191
OG0000972	Syat.g_02275	Pran.g_01192
OG0000973	Syat.g_02276	Pran.g_01193
OG0000974	Syat.g_02277	Pran.g_01194
OG0000975	Syat.g_02278	Pran.g_01195
OG0000976	Syat.g_02279	Pran.g_01196
OG0000977	Syat.g_02281	Pran.g_01197
OG0000978	Syat.g_02283	Pran.g_01198
OG0000979	Syat.g_02286	Pran.g_01201
OG0000980	Syat.g_02289	Pran.g_01202
OG0000981	Syat.g_02292	Pran.g_01204
OG0000982	Syat.g_02691	Pran.g_01206
OG0000983	Syat.g_02690	Pran.g_01207
OG0000984	Syat.g_02689	Pran.g_01208
OG0000985	Syat.g_02685	Pran.g_01211
OG0000986	Syat.g_02680	Pran.g_01213
OG0000987	Syat.g_02678	Pran.g_01214
OG0000988	Syat.g_02672	Pran.g_01217
OG0000989	Syat.g_02657	Pran.g_01221
OG0000990	Syat.g_02500	Pran.g_01224
OG0000991	Syat.g_02503	Pran.g_01225
OG0000992	Syat.g_02507	Pran.g_01227
OG0000993	Syat.g_02508	Pran.g_01228
OG0000994	Syat.g_02512	Pran.g_01229
OG0000995	Syat.g_02517	Pran.g_01233
OG0000996	Syat.g_02446	Pran.g_01234
OG0000997	Syat.g_02417	Pran.g_01235
OG0000998	Syat.g_02415	Pran.g_01237
OG0000999	Syat.g_02414	Pran.g_01238
OG0001001	Syat.g_02400	Pran.g_01243
OG0001002	Syat.g_02394	Pran.g_01247
OG0001003	Syat.g_02392	Pran.g_01249
OG0001004	Syat.g_02391	Pran.g_01250
OG0001005	Syat.g_02390	Pran.g_01251
OG0001006	Syat.g_02378	Pran.g_01255
OG0001007	Syat.g_02376	Pran.g_01257
OG0001008	Syat.g_02971	Pran.g_01743
OG0001009	Syat.g_02311	Pran.g_00397
OG0001010	Syat.g_02310	Pran.g_00396
OG0001011	Syat.g_02308	Pran.g_00395
OG0001012	Syat.g_01004	Pran.g_00382
OG0001013	Syat.g_02716	Pran.g_00377
OG0001014	Syat.g_02721	Pran.g_00374
OG0001015	Syat.g_02722	Pran.g_00373
OG0001016	Syat.g_01474	Pran.g_00359
OG0001017	Syat.g_01480	Pran.g_00355
OG0001018	Syat.g_01482	Pran.g_00352
OG0001019	Syat.g_01532	Pran.g_00343
OG0001020	Syat.g_01539	Pran.g_00342
OG0001021	Syat.g_01552	Pran.g_00341
OG0001022	Syat.g_01555	Pran.g_00339
OG0001023	Syat.g_01556	Pran.g_00338
OG0001024	Syat.g_01560	Pran.g_00335
OG0001025	Syat.g_01566	Pran.g_00329
OG0001026	Syat.g_01582	Pran.g_00322
OG0001027	Syat.g_02947	Pran.g_00321
OG0001028	Syat.g_02944	Pran.g_00319
OG0001029	Syat.g_02942	Pran.g_00318
OG0001030	Syat.g_02922	Pran.g_00304
OG0001031	Syat.g_02836	Pran.g_00246
OG0001032	Syat.g_02834	Pran.g_00245
OG0001033	Syat.g_02784	Pran.g_00224
OG0001034	Syat.g_01448	Pran.g_00196
OG0001035	Syat.g_01885	Pran.g_01938
OG0001036	Syat.g_01939	Pran.g_01934
OG0001037	Syat.g_01941	Pran.g_01933
OG0001038	Syat.g_02058	Pran.g_01916
OG0001039	Syat.g_02061	Pran.g_01913
OG0001040	Syat.g_02064	Pran.g_01911
OG0001041	Syat.g_02070	Pran.g_01907
OG0001042	Syat.g_02100	Pran.g_01890
OG0001043	Syat.g_02103	Pran.g_01889
OG0001044	Syat.g_01615	Pran.g_01861
OG0001045	Syat.g_01602	Pran.g_01853
OG0001046	Syat.g_00552	Pran.g_01816
OG0001047	Syat.g_02973	Pran.g_01741
OG0001048	Syat.g_02974	Pran.g_01740
OG0001049	Syat.g_01290	Pran.g_01738
OG0001050	Syat.g_01289	Pran.g_01737
OG0001051	Syat.g_01288	Pran.g_01736
OG0001052	Syat.g_01375	Pran.g_01707
OG0001053	Syat.g_03173	Pran.g_01695
OG0001054	Syat.g_03192	Pran.g_01680
OG0001055	Syat.g_03224	Pran.g_01661
OG0001056	Syat.g_03275	Pran.g_01642
OG0001057	Syat.g_00102	Pran.g_01637
OG0001058	Syat.g_00079	Pran.g_01629
OG0001059	Syat.g_00075	Pran.g_01625
OG0001061	Syat.g_00051	Pran.g_01604
OG0001062	Syat.g_00048	Pran.g_01602
OG0001063	Syat.g_00042	Pran.g_01600
OG0001064	Syat.g_00041	Pran.g_01599
OG0001065	Syat.g_00040	Pran.g_01598
OG0001066	Syat.g_00039	Pran.g_01597
OG0001067	Syat.g_00038	Pran.g_01596
OG0001068	Syat.g_00037	Pran.g_01595
OG0001069	Syat.g_00036	Pran.g_01594
OG0001070	Syat.g_00032	Pran.g_01591
OG0001071	Syat.g_00031	Pran.g_01590
OG0001072	Syat.g_00028	Pran.g_01588
OG0001073	Syat.g_00009	Pran.g_01574
OG0001074	Syat.g_01015	Pran.g_01563
OG0001075	Syat.g_01037	Pran.g_01562
OG0001076	Syat.g_03315	Pran.g_01554
OG0001077	Syat.g_03290	Pran.g_01550
OG0001078	Syat.g_00118	Pran.g_01542
OG0001079	Syat.g_00378	Pran.g_01531
OG0001080	Syat.g_00368	Pran.g_01525
OG0001081	Syat.g_00366	Pran.g_01523
OG0001082	Syat.g_00365	Pran.g_01522
OG0001083	Syat.g_00390	Pran.g_01517
OG0001084	Syat.g_00391	Pran.g_01516
OG0001085	Syat.g_00408	Pran.g_01508
OG0001086	Syat.g_00410	Pran.g_01507
OG0001087	Syat.g_03277	Pran.g_01490
OG0001088	Syat.g_02496	Pran.g_01489
OG0001089	Syat.g_00818	Pran.g_01481
OG0001090	Syat.g_00659	Pran.g_01459
OG0001091	Syat.g_00661	Pran.g_01457
OG0001092	Syat.g_00663	Pran.g_01456
OG0001093	Syat.g_00669	Pran.g_01451
OG0001094	Syat.g_00473	Pran.g_01349
OG0001095	Syat.g_00497	Pran.g_01330
OG0001096	Syat.g_00516	Pran.g_01317
OG0001097	Syat.g_00743	Pran.g_01299
OG0001098	Syat.g_01672	Pran.g_01283
OG0001099	Syat.g_02943	Pran.g_00418
OG0001100	Syat.g_00418	Pran.g_00422
OG0001101	Syat.g_00420	Pran.g_00424
OG0001102	Syat.g_00423	Pran.g_00426
OG0001103	Syat.g_00425	Pran.g_00428
OG0001104	Syat.g_00458	Pran.g_00450
OG0001105	Syat.g_00461	Pran.g_00454
OG0001106	Syat.g_00598	Pran.g_00478
OG0001107	Syat.g_00580	Pran.g_00485
OG0001108	Syat.g_00570	Pran.g_00489
OG0001109	Syat.g_00568	Pran.g_00490
OG0001110	Syat.g_00566	Pran.g_00492
OG0001111	Syat.g_00564	Pran.g_00493
OG0001112	Syat.g_00562	Pran.g_00494
OG0001113	Syat.g_00561	Pran.g_00495
OG0001114	Syat.g_00560	Pran.g_00496
OG0001115	Syat.g_00557	Pran.g_00498
OG0001116	Syat.g_00555	Pran.g_00499
OG0001117	Syat.g_00554	Pran.g_00500
OG0001118	Syat.g_00553	Pran.g_00501
OG0001119	Syat.g_00551	Pran.g_00502
OG0001120	Syat.g_00546	Pran.g_00504
OG0001122	Syat.g_00711	Pran.g_00540
OG0001123	Syat.g_00704	Pran.g_00544
OG0001124	Syat.g_00702	Pran.g_00546
OG0001125	Syat.g_00700	Pran.g_00547
OG0001126	Syat.g_00790	Pran.g_00557
OG0001127	Syat.g_00789	Pran.g_00558
OG0001128	Syat.g_00786	Pran.g_00560
OG0001129	Syat.g_00784	Pran.g_00561
OG0001130	Syat.g_00783	Pran.g_00562
OG0001131	Syat.g_01674	Pran.g_00154
OG0001132	Syat.g_00965	Pran.g_00144
OG0001133	Syat.g_03311	Pran.g_00110
OG0001136	Syat.g_03257	Pran.g_00063
OG0001137	Syat.g_00306	Pran.g_00052
OG0001138	Syat.g_00214	Pran.g_00034
OG0001139	Syat.g_00209	Pran.g_00033
OG0001140	Syat.g_00208	Pran.g_00032
OG0001141	Syat.g_00207	Pran.g_00031
OG0001142	Syat.g_00206	Pran.g_00030
OG0001143	Syat.g_00925	Pran.g_00023
OG0001144	Syat.g_00906	Pran.g_00018
OG0001145	Syat.g_01117	Pran.g_00884
OG0001146	Syat.g_01158	Pran.g_00872
OG0001147	Syat.g_01368	Pran.g_00854
OG0001148	Syat.g_01297	Pran.g_00839
OG0001149	Syat.g_01298	Pran.g_00838
OG0001150	Syat.g_01299	Pran.g_00837
OG0001151	Syat.g_01420	Pran.g_00826
OG0001152	Syat.g_01421	Pran.g_00825
OG0001153	Syat.g_01346	Pran.g_00701
OG0001154	Syat.g_01347	Pran.g_00700
OG0001155	Syat.g_02774	Pran.g_00688
OG0001156	Syat.g_02978	Pran.g_00685
OG0001157	Syat.g_02977	Pran.g_00684
OG0001158	Syat.g_02976	Pran.g_00683
OG0001159	Syat.g_02975	Pran.g_00682
OG0001160	Syat.g_03104	Pran.g_00658
OG0001161	Syat.g_02384	Pran.g_00646
OG0001162	Syat.g_01528	Pran.g_00632
OG0001163	Syat.g_03112	Pran.g_00962
OG0001164	Syat.g_03116	Pran.g_00966
OG0001165	Syat.g_03121	Pran.g_00969
OG0001166	Syat.g_03050	Pran.g_00989
OG0001167	Syat.g_03019	Pran.g_01006
OG0001168	Syat.g_03017	Pran.g_01008
OG0001169	Syat.g_03015	Pran.g_01010
OG0001170	Syat.g_03013	Pran.g_01012
OG0001171	Syat.g_03001	Pran.g_01021
OG0001172	Syat.g_01858	Pran.g_01035
OG0001173	Syat.g_01857	Pran.g_01036
OG0001174	Syat.g_01849	Pran.g_01045
OG0001175	Syat.g_01848	Pran.g_01046
OG0001176	Syat.g_01831	Pran.g_01053
OG0001178	Syat.g_03137	Pran.g_01060
