Orthogroup	Syat	Praf
OG0000589	Syat.g_03318	Praf.g_01666
OG0000590	Syat.g_03317	Praf.g_01667
OG0000591	Syat.g_03308	Praf.g_01674
OG0000592	Syat.g_03307	Praf.g_01675
OG0000593	Syat.g_00113	Praf.g_01688
OG0000594	Syat.g_00114	Praf.g_01689
OG0000595	Syat.g_00115	Praf.g_01690
OG0000596	Syat.g_00129	Praf.g_01695
OG0000597	Syat.g_00132	Praf.g_01698
OG0000598	Syat.g_00133	Praf.g_01699
OG0000599	Syat.g_00381	Praf.g_01709
OG0000600	Syat.g_00380	Praf.g_01710
OG0000601	Syat.g_00379	Praf.g_01711
OG0000602	Syat.g_00375	Praf.g_01716
OG0000603	Syat.g_00374	Praf.g_01717
OG0000604	Syat.g_00372	Praf.g_01718
OG0000605	Syat.g_00370	Praf.g_01720
OG0000606	Syat.g_00367	Praf.g_01727
OG0000607	Syat.g_00364	Praf.g_01730
OG0000608	Syat.g_00363	Praf.g_01731
OG0000609	Syat.g_00344	Praf.g_01733
OG0000610	Syat.g_00399	Praf.g_01741
OG0000611	Syat.g_00402	Praf.g_01744
OG0000612	Syat.g_00403	Praf.g_01745
OG0000613	Syat.g_02129	Praf.g_02344
OG0000614	Syat.g_01084	Praf.g_01207
OG0000615	Syat.g_00442	Praf.g_01489
OG0000616	Syat.g_02397	Praf.g_02767
OG0000617	Syat.g_00665	Praf.g_01308
OG0000618	Syat.g_00666	Praf.g_01309
OG0000619	Syat.g_00667	Praf.g_01310
OG0000620	Syat.g_02591	Praf.g_01314
OG0000621	Syat.g_02590	Praf.g_01315
OG0000622	Syat.g_02572	Praf.g_01316
OG0000623	Syat.g_00672	Praf.g_01317
OG0000624	Syat.g_00673	Praf.g_01318
OG0000625	Syat.g_00674	Praf.g_01319
OG0000626	Syat.g_00675	Praf.g_01320
OG0000627	Syat.g_00641	Praf.g_01441
OG0000628	Syat.g_00640	Praf.g_01440
OG0000629	Syat.g_00637	Praf.g_01437
OG0000630	Syat.g_00631	Praf.g_01433
OG0000631	Syat.g_00624	Praf.g_01429
OG0000632	Syat.g_00623	Praf.g_01428
OG0000633	Syat.g_00622	Praf.g_01427
OG0000634	Syat.g_00475	Praf.g_01526
OG0000635	Syat.g_00476	Praf.g_01527
OG0000636	Syat.g_00478	Praf.g_01529
OG0000637	Syat.g_00480	Praf.g_01531
OG0000638	Syat.g_00481	Praf.g_01532
OG0000639	Syat.g_00482	Praf.g_01533
OG0000640	Syat.g_00483	Praf.g_01534
OG0000641	Syat.g_00488	Praf.g_01538
OG0000642	Syat.g_00489	Praf.g_01539
OG0000643	Syat.g_00494	Praf.g_01540
OG0000644	Syat.g_00495	Praf.g_01541
OG0000645	Syat.g_00496	Praf.g_01542
OG0000646	Syat.g_00499	Praf.g_01545
OG0000647	Syat.g_00501	Praf.g_01547
OG0000648	Syat.g_00504	Praf.g_01549
OG0000649	Syat.g_00505	Praf.g_01550
OG0000650	Syat.g_00506	Praf.g_01551
OG0000651	Syat.g_00507	Praf.g_01552
OG0000652	Syat.g_00508	Praf.g_01553
OG0000653	Syat.g_00510	Praf.g_01557
OG0000654	Syat.g_00514	Praf.g_01558
OG0000655	Syat.g_00515	Praf.g_01559
OG0000656	Syat.g_00518	Praf.g_01562
OG0000657	Syat.g_00720	Praf.g_01592
OG0000658	Syat.g_00723	Praf.g_01594
OG0000659	Syat.g_00724	Praf.g_01595
OG0000660	Syat.g_00740	Praf.g_01599
OG0000661	Syat.g_00742	Praf.g_01601
OG0000662	Syat.g_00746	Praf.g_01603
OG0000663	Syat.g_00749	Praf.g_01606
OG0000664	Syat.g_00752	Praf.g_01607
OG0000665	Syat.g_03302	Praf.g_01620
OG0000666	Syat.g_01415	Praf.g_01622
OG0000667	Syat.g_00958, Syat.g_03278	Praf.g_01629
OG0000668	Syat.g_00710	Praf.g_01339
OG0000669	Syat.g_00416	Praf.g_01638
OG0000670	Syat.g_00419	Praf.g_00961
OG0000671	Syat.g_00421	Praf.g_01456
OG0000672	Syat.g_00424	Praf.g_01459
OG0000673	Syat.g_00430	Praf.g_01462
OG0000674	Syat.g_00432	Praf.g_01464
OG0000675	Syat.g_00433	Praf.g_01465
OG0000676	Syat.g_00436	Praf.g_01467
OG0000677	Syat.g_00437	Praf.g_01469
OG0000678	Syat.g_00439	Praf.g_01475
OG0000679	Syat.g_00448	Praf.g_01494
OG0000680	Syat.g_00449	Praf.g_01495
OG0000681	Syat.g_00452	Praf.g_01497
OG0000682	Syat.g_00453	Praf.g_01498
OG0000683	Syat.g_00454	Praf.g_01499
OG0000684	Syat.g_00457	Praf.g_01512
OG0000685	Syat.g_02571	Praf.g_01510
OG0000686	Syat.g_00459	Praf.g_01509
OG0000687	Syat.g_00460	Praf.g_01508
OG0000688	Syat.g_00463	Praf.g_01515
OG0000689	Syat.g_00465	Praf.g_01516
OG0000690	Syat.g_00466	Praf.g_01517
OG0000691	Syat.g_00467	Praf.g_01519
OG0000692	Syat.g_00469	Praf.g_01520
OG0000693	Syat.g_00471	Praf.g_01522
OG0000694	Syat.g_00472	Praf.g_01523
OG0000695	Syat.g_00619	Praf.g_01425
OG0000696	Syat.g_00618	Praf.g_01424
OG0000697	Syat.g_00616	Praf.g_01422
OG0000698	Syat.g_00613	Praf.g_01419
OG0000699	Syat.g_00611	Praf.g_01417
OG0000700	Syat.g_00610	Praf.g_01416
OG0000701	Syat.g_00609	Praf.g_01415
OG0000702	Syat.g_00606	Praf.g_01408
OG0000703	Syat.g_00601	Praf.g_01407
OG0000704	Syat.g_00599	Praf.g_01405
OG0000705	Syat.g_00592	Praf.g_01399
OG0000706	Syat.g_00591	Praf.g_01398
OG0000707	Syat.g_00590	Praf.g_01397
OG0000708	Syat.g_00587	Praf.g_01395
OG0000709	Syat.g_00573	Praf.g_01388
OG0000710	Syat.g_00567	Praf.g_01383, Praf.g_01384
OG0000711	Syat.g_00539	Praf.g_01360
OG0000712	Syat.g_00537	Praf.g_01359
OG0000713	Syat.g_00536	Praf.g_01358
OG0000714	Syat.g_00532	Praf.g_01355
OG0000715	Syat.g_00530	Praf.g_01353
OG0000716	Syat.g_00527	Praf.g_01349
OG0000717	Syat.g_00526	Praf.g_01348
OG0000718	Syat.g_00522	Praf.g_01343
OG0000719	Syat.g_00712	Praf.g_01341
OG0000720	Syat.g_00699	Praf.g_01328
OG0000721	Syat.g_00697	Praf.g_01327
OG0000722	Syat.g_00696	Praf.g_01326
OG0000723	Syat.g_00686	Praf.g_01322
OG0000724	Syat.g_00782	Praf.g_01279
OG0000725	Syat.g_00810	Praf.g_01270
OG0000726	Syat.g_00811	Praf.g_01269
OG0000727	Syat.g_00812	Praf.g_01268
OG0000728	Syat.g_00814	Praf.g_01267
OG0000729	Syat.g_02224	Praf.g_00162
OG0000730	Syat.g_01617	Praf.g_02056
OG0000731	Syat.g_01605	Praf.g_02047
OG0000732	Syat.g_02290	Praf.g_00055
OG0000733	Syat.g_03285	Praf.g_02698
OG0000734	Syat.g_01579	Praf.g_00233
OG0000735	Syat.g_03235	Praf.g_00822
OG0000736	Syat.g_03236	Praf.g_00823
OG0000737	Syat.g_03237	Praf.g_00824
OG0000738	Syat.g_03251	Praf.g_00830
OG0000739	Syat.g_03252	Praf.g_00832
OG0000740	Syat.g_03253	Praf.g_00833
OG0000741	Syat.g_03256	Praf.g_00836
OG0000742	Syat.g_03259	Praf.g_00853
OG0000743	Syat.g_03262	Praf.g_00855
OG0000744	Syat.g_03263	Praf.g_00856
OG0000745	Syat.g_03266	Praf.g_00858
OG0000746	Syat.g_00314	Praf.g_00860
OG0000747	Syat.g_00313	Praf.g_00861
OG0000748	Syat.g_00305	Praf.g_00873
OG0000749	Syat.g_00303	Praf.g_00874
OG0000750	Syat.g_00302	Praf.g_00875
OG0000751	Syat.g_00296	Praf.g_00880
OG0000752	Syat.g_00294	Praf.g_00882
OG0000753	Syat.g_00291	Praf.g_00885
OG0000754	Syat.g_00250	Praf.g_00914
OG0000755	Syat.g_00217	Praf.g_00921
OG0000756	Syat.g_00216	Praf.g_00922
OG0000757	Syat.g_00205	Praf.g_00929
OG0000758	Syat.g_00204	Praf.g_00930
OG0000759	Syat.g_00203	Praf.g_00931
OG0000760	Syat.g_00202	Praf.g_00932
OG0000761	Syat.g_00201	Praf.g_00933
OG0000762	Syat.g_00199	Praf.g_00913
OG0000763	Syat.g_00924	Praf.g_00911
OG0000764	Syat.g_00923	Praf.g_00910
OG0000765	Syat.g_00897	Praf.g_00895
OG0000766	Syat.g_00896	Praf.g_00894
OG0000767	Syat.g_00894	Praf.g_00892
OG0000768	Syat.g_00893	Praf.g_00891
OG0000769	Syat.g_00891	Praf.g_00887
OG0000770	Syat.g_00886	Praf.g_00937
OG0000771	Syat.g_00788	Praf.g_01285
OG0000772	Syat.g_01768	Praf.g_00548
OG0000773	Syat.g_01114	Praf.g_00808
OG0000774	Syat.g_01146	Praf.g_00804
OG0000775	Syat.g_01148	Praf.g_00802
OG0000776	Syat.g_01149	Praf.g_00801
OG0000777	Syat.g_01150	Praf.g_00800
OG0000778	Syat.g_01151	Praf.g_00799
OG0000779	Syat.g_01154	Praf.g_00794
OG0000780	Syat.g_01157	Praf.g_00791
OG0000781	Syat.g_01161	Praf.g_00787
OG0000782	Syat.g_01162	Praf.g_00786
OG0000783	Syat.g_01163	Praf.g_00785
OG0000784	Syat.g_01164	Praf.g_00784
OG0000785	Syat.g_01166	Praf.g_00782
OG0000786	Syat.g_01170	Praf.g_00777
OG0000787	Syat.g_01171	Praf.g_00776
OG0000788	Syat.g_00087	Praf.g_01996
OG0000789	Syat.g_00845	Praf.g_01001
OG0000790	Syat.g_01300	Praf.g_00579
OG0000791	Syat.g_01302	Praf.g_00577
OG0000792	Syat.g_01303	Praf.g_00576
OG0000793	Syat.g_01412	Praf.g_00572
OG0000794	Syat.g_01414	Praf.g_00571
OG0000795	Syat.g_01416	Praf.g_00570
OG0000796	Syat.g_01422	Praf.g_00566
OG0000797	Syat.g_01423	Praf.g_00565
OG0000798	Syat.g_02057	Praf.g_02276
OG0000799	Syat.g_01256	Praf.g_01765
OG0000800	Syat.g_01255	Praf.g_01766
OG0000801	Syat.g_01253	Praf.g_01767
OG0000802	Syat.g_01245	Praf.g_01773
OG0000803	Syat.g_01241	Praf.g_01779
OG0000804	Syat.g_01238	Praf.g_01781
OG0000805	Syat.g_01236	Praf.g_01783
OG0000806	Syat.g_01234	Praf.g_01785
OG0000807	Syat.g_01233	Praf.g_01787
OG0000808	Syat.g_01232	Praf.g_01788
OG0000809	Syat.g_01229	Praf.g_01792
OG0000810	Syat.g_01228	Praf.g_01793
OG0000811	Syat.g_01186	Praf.g_01801
OG0000812	Syat.g_01182	Praf.g_01803
OG0000813	Syat.g_01181	Praf.g_01804
OG0000814	Syat.g_01179	Praf.g_01806
OG0000815	Syat.g_01177	Praf.g_01807
OG0000816	Syat.g_01175	Praf.g_01809
OG0000817	Syat.g_01279	Praf.g_01810
OG0000818	Syat.g_01325	Praf.g_01822
OG0000819	Syat.g_01326	Praf.g_01823
OG0000820	Syat.g_01327	Praf.g_01824
OG0000821	Syat.g_01333	Praf.g_01831
OG0000822	Syat.g_01335	Praf.g_01833
OG0000823	Syat.g_01336	Praf.g_01834
OG0000824	Syat.g_01342	Praf.g_01838
OG0000825	Syat.g_01343	Praf.g_01839
OG0000826	Syat.g_01344	Praf.g_01840
OG0000827	Syat.g_01345	Praf.g_01841
OG0000828	Syat.g_01348	Praf.g_01844
OG0000829	Syat.g_01349	Praf.g_01845
OG0000830	Syat.g_01350	Praf.g_01846
OG0000831	Syat.g_01353	Praf.g_01849
OG0000832	Syat.g_02982	Praf.g_00542
OG0000833	Syat.g_03072	Praf.g_00534
OG0000834	Syat.g_03073	Praf.g_00533
OG0000835	Syat.g_03075	Praf.g_00532
OG0000836	Syat.g_03078	Praf.g_00530
OG0000837	Syat.g_03079	Praf.g_00529
OG0000838	Syat.g_03083	Praf.g_00525
OG0000839	Syat.g_03084	Praf.g_00524
OG0000840	Syat.g_03085	Praf.g_00523
OG0000841	Syat.g_03086	Praf.g_00522
OG0000842	Syat.g_03087	Praf.g_00521
OG0000843	Syat.g_03088	Praf.g_00520
OG0000844	Syat.g_03090	Praf.g_00518
OG0000845	Syat.g_03091	Praf.g_00517
OG0000846	Syat.g_03092	Praf.g_00516
OG0000847	Syat.g_03093	Praf.g_00515
OG0000848	Syat.g_03095	Praf.g_00513
OG0000849	Syat.g_03096	Praf.g_00512
OG0000850	Syat.g_03098	Praf.g_00511
OG0000851	Syat.g_03101	Praf.g_00508
OG0000852	Syat.g_03102	Praf.g_00507
OG0000853	Syat.g_03106	Praf.g_00502
OG0000854	Syat.g_03108	Praf.g_00500
OG0000855	Syat.g_03109	Praf.g_00499
OG0000856	Syat.g_03305	Praf.g_01677
OG0000857	Syat.g_00500	Praf.g_01546
OG0000858	Syat.g_03114	Praf.g_00490
OG0000859	Syat.g_03115	Praf.g_00489
OG0000860	Syat.g_03126	Praf.g_00478
OG0000861	Syat.g_03127	Praf.g_00477
OG0000862	Syat.g_03136	Praf.g_00475
OG0000863	Syat.g_03138	Praf.g_00472
OG0000864	Syat.g_03139	Praf.g_00471
OG0000865	Syat.g_03140	Praf.g_00470
OG0000866	Syat.g_03141	Praf.g_00469
OG0000867	Syat.g_03142	Praf.g_00468
OG0000868	Syat.g_03067	Praf.g_00466
OG0000869	Syat.g_03054	Praf.g_00463
OG0000870	Syat.g_03049	Praf.g_00458
OG0000871	Syat.g_03048	Praf.g_00457
OG0000872	Syat.g_03042	Praf.g_00455
OG0000873	Syat.g_03039	Praf.g_00452
OG0000874	Syat.g_03037	Praf.g_00448
OG0000875	Syat.g_03035	Praf.g_00447
OG0000876	Syat.g_00745	Praf.g_00446
OG0000877	Syat.g_03024	Praf.g_00443
OG0000878	Syat.g_03023	Praf.g_00442
OG0000879	Syat.g_03022	Praf.g_00441
OG0000880	Syat.g_03021	Praf.g_00440
OG0000881	Syat.g_03016	Praf.g_00434
OG0000882	Syat.g_03011	Praf.g_00429
OG0000883	Syat.g_03007	Praf.g_00427
OG0000884	Syat.g_03005	Praf.g_00425
OG0000885	Syat.g_03004	Praf.g_00424
OG0000886	Syat.g_03003	Praf.g_00423
OG0000887	Syat.g_03002	Praf.g_00422
OG0000888	Syat.g_03000	Praf.g_00420
OG0000889	Syat.g_02997	Praf.g_00418
OG0000890	Syat.g_02994	Praf.g_00405
OG0000891	Syat.g_02993	Praf.g_00404
OG0000892	Syat.g_02992	Praf.g_00402
OG0000893	Syat.g_01864	Praf.g_02202
OG0000894	Syat.g_01860	Praf.g_02199
OG0000895	Syat.g_01856	Praf.g_02195
OG0000896	Syat.g_01855	Praf.g_02194
OG0000897	Syat.g_01853	Praf.g_02192
OG0000898	Syat.g_01852	Praf.g_02191
OG0000899	Syat.g_01851	Praf.g_02190
OG0000900	Syat.g_01850	Praf.g_02189
OG0000901	Syat.g_01845	Praf.g_02185
OG0000902	Syat.g_01843	Praf.g_02183
OG0000903	Syat.g_01830	Praf.g_02170
OG0000904	Syat.g_01834	Praf.g_02175
OG0000905	Syat.g_01839	Praf.g_02177
OG0000906	Syat.g_01841	Praf.g_02179
OG0000907	Syat.g_01828	Praf.g_02163
OG0000908	Syat.g_01825	Praf.g_02160
OG0000909	Syat.g_01824	Praf.g_02159
OG0000910	Syat.g_01823	Praf.g_02158
OG0000911	Syat.g_01821	Praf.g_02156
OG0000912	Syat.g_01820	Praf.g_02155
OG0000913	Syat.g_01819	Praf.g_02154
OG0000914	Syat.g_01818	Praf.g_02153
OG0000915	Syat.g_01816	Praf.g_02152
OG0000916	Syat.g_01815	Praf.g_02151
OG0000917	Syat.g_01814	Praf.g_02150
OG0000918	Syat.g_01813	Praf.g_02149
OG0000919	Syat.g_01812	Praf.g_02148
OG0000920	Syat.g_01811	Praf.g_02147
OG0000921	Syat.g_01810	Praf.g_02146
OG0000922	Syat.g_01809	Praf.g_02145
OG0000923	Syat.g_01805	Praf.g_02141
OG0000924	Syat.g_01804	Praf.g_02140
OG0000925	Syat.g_01803	Praf.g_02139
OG0000926	Syat.g_01802	Praf.g_02138
OG0000927	Syat.g_01800	Praf.g_02136
OG0000928	Syat.g_01799	Praf.g_02135
OG0000929	Syat.g_01798	Praf.g_02134
OG0000930	Syat.g_01797	Praf.g_02133
OG0000931	Syat.g_01796	Praf.g_02132
OG0000932	Syat.g_01794	Praf.g_02131
OG0000933	Syat.g_01788	Praf.g_02126
OG0000934	Syat.g_01786	Praf.g_02124
OG0000935	Syat.g_01665	Praf.g_02123
OG0000936	Syat.g_01664	Praf.g_02122
OG0000937	Syat.g_01663	Praf.g_02121
OG0000938	Syat.g_01659	Praf.g_02118
OG0000939	Syat.g_01658	Praf.g_02117
OG0000940	Syat.g_01651	Praf.g_02106
OG0000941	Syat.g_01649	Praf.g_02104
OG0000942	Syat.g_01647	Praf.g_02102
OG0000943	Syat.g_01646	Praf.g_02101
OG0000944	Syat.g_01644	Praf.g_02099
OG0000945	Syat.g_01643	Praf.g_02097
OG0000946	Syat.g_01633	Praf.g_02082
OG0000947	Syat.g_01630	Praf.g_02079
OG0000948	Syat.g_01629	Praf.g_02078
OG0000949	Syat.g_02142	Praf.g_02075
OG0000950	Syat.g_02152	Praf.g_02383
OG0000951	Syat.g_02157	Praf.g_02388
OG0000952	Syat.g_02162	Praf.g_02393
OG0000953	Syat.g_02166	Praf.g_02397
OG0000954	Syat.g_02187	Praf.g_00195
OG0000955	Syat.g_02188	Praf.g_00194
OG0000956	Syat.g_02191	Praf.g_00192
OG0000957	Syat.g_02204	Praf.g_00180
OG0000958	Syat.g_02205	Praf.g_00179
OG0000959	Syat.g_02212	Praf.g_00175
OG0000960	Syat.g_02213	Praf.g_00174
OG0000961	Syat.g_02873	Praf.g_00165
OG0000962	Syat.g_02223	Praf.g_00163
OG0000963	Syat.g_02226	Praf.g_00157
OG0000964	Syat.g_02227	Praf.g_00156
OG0000965	Syat.g_02228	Praf.g_00155
OG0000966	Syat.g_02259	Praf.g_00089
OG0000967	Syat.g_02263	Praf.g_00082
OG0000968	Syat.g_02269	Praf.g_00077
OG0000969	Syat.g_02271	Praf.g_00075
OG0000970	Syat.g_02272	Praf.g_00074
OG0000971	Syat.g_02274	Praf.g_00072
OG0000972	Syat.g_02275	Praf.g_00071
OG0000973	Syat.g_02276	Praf.g_00070
OG0000974	Syat.g_02277	Praf.g_00069
OG0000975	Syat.g_02278	Praf.g_00068
OG0000976	Syat.g_02279	Praf.g_00067
OG0000977	Syat.g_02281	Praf.g_00064
OG0000978	Syat.g_02283	Praf.g_00063
OG0000979	Syat.g_02286	Praf.g_00060
OG0000980	Syat.g_02289	Praf.g_00056
OG0000981	Syat.g_02292	Praf.g_00053
OG0000982	Syat.g_02691	Praf.g_02657
OG0000983	Syat.g_02690	Praf.g_02658
OG0000984	Syat.g_02689	Praf.g_02659
OG0000985	Syat.g_02685	Praf.g_02663
OG0000986	Syat.g_02680	Praf.g_02665
OG0000987	Syat.g_02678	Praf.g_02667
OG0000988	Syat.g_02672	Praf.g_02671
OG0000989	Syat.g_02657	Praf.g_02680
OG0000990	Syat.g_02500	Praf.g_02702
OG0000991	Syat.g_02503	Praf.g_02716
OG0000992	Syat.g_02507	Praf.g_02719
OG0000993	Syat.g_02508	Praf.g_02720
OG0000994	Syat.g_02512	Praf.g_02723
OG0000995	Syat.g_02517	Praf.g_02730
OG0000996	Syat.g_02446	Praf.g_02743
OG0000997	Syat.g_02417	Praf.g_02753
OG0000998	Syat.g_02415	Praf.g_02755
OG0000999	Syat.g_02414	Praf.g_02756
OG0001001	Syat.g_02400	Praf.g_02764
OG0001002	Syat.g_02394	Praf.g_02770
OG0001003	Syat.g_02392	Praf.g_02772
OG0001004	Syat.g_02391	Praf.g_02773
OG0001005	Syat.g_02390	Praf.g_02775
OG0001006	Syat.g_02378	Praf.g_02781
OG0001007	Syat.g_02376	Praf.g_02783
OG0001008	Syat.g_02971	Praf.g_01988
OG0001009	Syat.g_02311	Praf.g_00032
OG0001010	Syat.g_02310	Praf.g_00033
OG0001011	Syat.g_02308	Praf.g_00035
OG0001012	Syat.g_01004	Praf.g_02654
OG0001013	Syat.g_02716	Praf.g_02603
OG0001014	Syat.g_02721	Praf.g_02597
OG0001015	Syat.g_02722	Praf.g_02596
OG0001016	Syat.g_01474	Praf.g_00316
OG0001017	Syat.g_01480	Praf.g_00310
OG0001018	Syat.g_01482	Praf.g_00308
OG0001019	Syat.g_01532	Praf.g_00296
OG0001020	Syat.g_01539	Praf.g_00268
OG0001021	Syat.g_01552	Praf.g_00264
OG0001022	Syat.g_01555	Praf.g_00259
OG0001023	Syat.g_01556	Praf.g_00258
OG0001024	Syat.g_01560	Praf.g_00254
OG0001025	Syat.g_01566	Praf.g_00247
OG0001026	Syat.g_01582	Praf.g_00230
OG0001027	Syat.g_02947	Praf.g_00225
OG0001028	Syat.g_02944	Praf.g_00223
OG0001029	Syat.g_02942	Praf.g_00221
OG0001030	Syat.g_02922	Praf.g_02408
OG0001031	Syat.g_02836	Praf.g_02497
OG0001032	Syat.g_02834	Praf.g_02500
OG0001033	Syat.g_02784	Praf.g_02533
OG0001034	Syat.g_01448	Praf.g_00385
OG0001035	Syat.g_01885	Praf.g_02243
OG0001036	Syat.g_01939	Praf.g_02247
OG0001037	Syat.g_01941	Praf.g_02249
OG0001038	Syat.g_02058	Praf.g_02277
OG0001039	Syat.g_02061	Praf.g_02280
OG0001040	Syat.g_02064	Praf.g_02283
OG0001041	Syat.g_02070	Praf.g_02288
OG0001042	Syat.g_02100	Praf.g_02316
OG0001043	Syat.g_02103	Praf.g_02318
OG0001044	Syat.g_01615	Praf.g_02055
OG0001045	Syat.g_01602	Praf.g_02044
OG0001046	Syat.g_00552	Praf.g_00495
OG0001047	Syat.g_02973	Praf.g_01986
OG0001048	Syat.g_02974	Praf.g_01985
OG0001049	Syat.g_01290	Praf.g_01982
OG0001050	Syat.g_01289	Praf.g_01981
OG0001051	Syat.g_01288	Praf.g_01980
OG0001052	Syat.g_01375	Praf.g_01911
OG0001053	Syat.g_03173	Praf.g_00598
OG0001054	Syat.g_03192	Praf.g_00615
OG0001055	Syat.g_03224	Praf.g_00636
OG0001056	Syat.g_03275	Praf.g_00665
OG0001057	Syat.g_00102	Praf.g_00675
OG0001058	Syat.g_00079	Praf.g_00689
OG0001059	Syat.g_00075	Praf.g_00693
OG0001061	Syat.g_00051	Praf.g_00717
OG0001062	Syat.g_00048	Praf.g_00719
OG0001063	Syat.g_00042	Praf.g_00723
OG0001064	Syat.g_00041	Praf.g_00724
OG0001065	Syat.g_00040	Praf.g_00725
OG0001066	Syat.g_00039	Praf.g_00726
OG0001067	Syat.g_00038	Praf.g_00728
OG0001068	Syat.g_00037	Praf.g_00729
OG0001069	Syat.g_00036	Praf.g_00730
OG0001070	Syat.g_00032	Praf.g_00734
OG0001071	Syat.g_00031	Praf.g_00735
OG0001072	Syat.g_00028	Praf.g_00738
OG0001073	Syat.g_00009	Praf.g_00758
OG0001074	Syat.g_01015	Praf.g_01659
OG0001075	Syat.g_01037	Praf.g_01661
OG0001076	Syat.g_03315	Praf.g_01669
OG0001077	Syat.g_03290	Praf.g_01680
OG0001078	Syat.g_00118	Praf.g_01693
OG0001079	Syat.g_00378	Praf.g_01713
OG0001080	Syat.g_00368	Praf.g_01722
OG0001081	Syat.g_00366	Praf.g_01728
OG0001082	Syat.g_00365	Praf.g_01729
OG0001083	Syat.g_00390	Praf.g_01737
OG0001084	Syat.g_00391	Praf.g_01738
OG0001085	Syat.g_00408	Praf.g_01749
OG0001086	Syat.g_00410	Praf.g_01751
OG0001087	Syat.g_03277	Praf.g_01225
OG0001088	Syat.g_02496	Praf.g_01221
OG0001089	Syat.g_00818	Praf.g_01124
OG0001090	Syat.g_00659	Praf.g_01303
OG0001091	Syat.g_00661	Praf.g_01305
OG0001092	Syat.g_00663	Praf.g_01307
OG0001093	Syat.g_00669	Praf.g_01311
OG0001094	Syat.g_00473	Praf.g_01524
OG0001095	Syat.g_00497	Praf.g_01543
OG0001096	Syat.g_00516	Praf.g_01560
OG0001097	Syat.g_00743	Praf.g_01602
OG0001098	Syat.g_01672	Praf.g_01444
OG0001099	Syat.g_02943	Praf.g_00222
OG0001100	Syat.g_00418	Praf.g_01454
OG0001101	Syat.g_00420	Praf.g_01455
OG0001102	Syat.g_00423	Praf.g_01458
OG0001103	Syat.g_00425	Praf.g_01460
OG0001104	Syat.g_00458	Praf.g_01511
OG0001105	Syat.g_00461	Praf.g_01506
OG0001106	Syat.g_00598	Praf.g_01404
OG0001107	Syat.g_00580	Praf.g_01394
OG0001108	Syat.g_00570	Praf.g_01387
OG0001109	Syat.g_00568	Praf.g_01385
OG0001110	Syat.g_00566	Praf.g_01382
OG0001111	Syat.g_00564	Praf.g_01380
OG0001112	Syat.g_00562	Praf.g_01378
OG0001113	Syat.g_00561	Praf.g_01377
OG0001114	Syat.g_00560	Praf.g_01376
OG0001115	Syat.g_00557	Praf.g_01374
OG0001116	Syat.g_00555	Praf.g_01372
OG0001117	Syat.g_00554	Praf.g_01371
OG0001118	Syat.g_00553	Praf.g_01370
OG0001119	Syat.g_00551	Praf.g_01369
OG0001120	Syat.g_00546	Praf.g_01366
OG0001122	Syat.g_00711	Praf.g_01340
OG0001123	Syat.g_00704	Praf.g_01333
OG0001124	Syat.g_00702	Praf.g_01331
OG0001125	Syat.g_00700	Praf.g_01329
OG0001126	Syat.g_00790	Praf.g_01287
OG0001127	Syat.g_00789	Praf.g_01286
OG0001128	Syat.g_00786	Praf.g_01283
OG0001129	Syat.g_00784	Praf.g_01281
OG0001130	Syat.g_00783	Praf.g_01280
OG0001131	Syat.g_01674	Praf.g_01296
OG0001132	Syat.g_00965	Praf.g_01652
OG0001133	Syat.g_03311	Praf.g_01671
OG0001136	Syat.g_03257	Praf.g_00852
OG0001137	Syat.g_00306	Praf.g_00872
OG0001138	Syat.g_00214	Praf.g_00923
OG0001139	Syat.g_00209	Praf.g_00925
OG0001140	Syat.g_00208	Praf.g_00926
OG0001141	Syat.g_00207	Praf.g_00927
OG0001142	Syat.g_00206	Praf.g_00928
OG0001143	Syat.g_00925	Praf.g_00912
OG0001144	Syat.g_00906	Praf.g_00904
OG0001145	Syat.g_01117	Praf.g_00806
OG0001146	Syat.g_01158	Praf.g_00790
OG0001147	Syat.g_01368	Praf.g_01897
OG0001148	Syat.g_01297	Praf.g_00582
OG0001149	Syat.g_01298	Praf.g_00581
OG0001150	Syat.g_01299	Praf.g_00580
OG0001151	Syat.g_01420	Praf.g_00568
OG0001152	Syat.g_01421	Praf.g_00567
OG0001153	Syat.g_01346	Praf.g_01842
OG0001154	Syat.g_01347	Praf.g_01843
OG0001155	Syat.g_02774	Praf.g_00540
OG0001156	Syat.g_02978	Praf.g_00537
OG0001157	Syat.g_02977	Praf.g_01653
OG0001158	Syat.g_02976	Praf.g_00536
OG0001159	Syat.g_02975	Praf.g_00535
OG0001160	Syat.g_03104	Praf.g_00504
OG0001161	Syat.g_02384	Praf.g_01650
OG0001162	Syat.g_01528	Praf.g_01145
OG0001163	Syat.g_03112	Praf.g_00492
OG0001164	Syat.g_03116	Praf.g_00487
OG0001165	Syat.g_03121	Praf.g_00484
OG0001166	Syat.g_03050	Praf.g_00459
OG0001167	Syat.g_03019	Praf.g_00437
OG0001168	Syat.g_03017	Praf.g_00435
OG0001169	Syat.g_03015	Praf.g_00433
OG0001170	Syat.g_03013	Praf.g_00431
OG0001171	Syat.g_03001	Praf.g_00421
OG0001172	Syat.g_01858	Praf.g_02197
OG0001173	Syat.g_01857	Praf.g_02196
OG0001174	Syat.g_01849	Praf.g_02188
