Orthogroup	Syat	Prbk
OG0000575	Syat.g_00018	Prbk.g_01141
OG0000576	Syat.g_00014	Prbk.g_01143
OG0000577	Syat.g_00013	Prbk.g_01144
OG0000578	Syat.g_00012	Prbk.g_01145
OG0000579	Syat.g_00011	Prbk.g_01146
OG0000580	Syat.g_00010	Prbk.g_01147
OG0000581	Syat.g_00003	Prbk.g_01151
OG0000582	Syat.g_03403	Prbk.g_01155
OG0000583	Syat.g_03404	Prbk.g_01156
OG0000584	Syat.g_03405	Prbk.g_01157
OG0000585	Syat.g_03408	Prbk.g_01159
OG0000586	Syat.g_03409	Prbk.g_01161
OG0000587	Syat.g_00001	Prbk.g_01163
OG0000588	Syat.g_00338	Prbk.g_02605
OG0000589	Syat.g_03318	Prbk.g_02608
OG0000590	Syat.g_03317	Prbk.g_02609
OG0000591	Syat.g_03308	Prbk.g_02616
OG0000592	Syat.g_03307	Prbk.g_02617
OG0000593	Syat.g_00113	Prbk.g_02627
OG0000594	Syat.g_00114	Prbk.g_02628
OG0000595	Syat.g_00115	Prbk.g_02629
OG0000596	Syat.g_00129	Prbk.g_02634
OG0000597	Syat.g_00132	Prbk.g_02637
OG0000598	Syat.g_00133	Prbk.g_02638
OG0000599	Syat.g_00381	Prbk.g_02648
OG0000600	Syat.g_00380	Prbk.g_02649
OG0000601	Syat.g_00379	Prbk.g_02650
OG0000602	Syat.g_00375	Prbk.g_02654
OG0000603	Syat.g_00374	Prbk.g_02655
OG0000604	Syat.g_00372	Prbk.g_02656
OG0000605	Syat.g_00370	Prbk.g_00740
OG0000606	Syat.g_00367	Prbk.g_00729
OG0000607	Syat.g_00364	Prbk.g_00726
OG0000608	Syat.g_00363	Prbk.g_00725
OG0000609	Syat.g_00344	Prbk.g_00723
OG0000610	Syat.g_00399	Prbk.g_00715
OG0000611	Syat.g_00402	Prbk.g_00712
OG0000612	Syat.g_00403	Prbk.g_00711
OG0000613	Syat.g_02129	Prbk.g_00478
OG0000614	Syat.g_01084	Prbk.g_01802
OG0000615	Syat.g_00442	Prbk.g_02429
OG0000616	Syat.g_02397	Prbk.g_02262
OG0000617	Syat.g_00665	Prbk.g_00613
OG0000618	Syat.g_00666	Prbk.g_00612
OG0000619	Syat.g_00667	Prbk.g_00611
OG0000620	Syat.g_02591	Prbk.g_00607
OG0000621	Syat.g_02590	Prbk.g_00606
OG0000622	Syat.g_02572	Prbk.g_00605
OG0000623	Syat.g_00672	Prbk.g_00604
OG0000624	Syat.g_00673	Prbk.g_00603
OG0000625	Syat.g_00674	Prbk.g_00602
OG0000626	Syat.g_00675	Prbk.g_00601
OG0000627	Syat.g_00641	Prbk.g_02376
OG0000628	Syat.g_00640	Prbk.g_02375
OG0000629	Syat.g_00637	Prbk.g_02372
OG0000630	Syat.g_00631	Prbk.g_02368
OG0000631	Syat.g_00624	Prbk.g_02362
OG0000632	Syat.g_00623	Prbk.g_02361
OG0000633	Syat.g_00622	Prbk.g_02360
OG0000634	Syat.g_00475	Prbk.g_02464
OG0000635	Syat.g_00476	Prbk.g_02465
OG0000636	Syat.g_00478	Prbk.g_02467
OG0000637	Syat.g_00480	Prbk.g_02469
OG0000638	Syat.g_00481	Prbk.g_02470
OG0000639	Syat.g_00482	Prbk.g_02471
OG0000640	Syat.g_00483	Prbk.g_02472
OG0000641	Syat.g_00488	Prbk.g_02476
OG0000642	Syat.g_00489	Prbk.g_02477
OG0000643	Syat.g_00494	Prbk.g_02478
OG0000644	Syat.g_00495	Prbk.g_02479
OG0000645	Syat.g_00496	Prbk.g_02480
OG0000646	Syat.g_00499	Prbk.g_02483
OG0000647	Syat.g_00501	Prbk.g_02486
OG0000648	Syat.g_00504	Prbk.g_02488
OG0000649	Syat.g_00505	Prbk.g_02489
OG0000650	Syat.g_00506	Prbk.g_02490
OG0000651	Syat.g_00507	Prbk.g_02491
OG0000652	Syat.g_00508	Prbk.g_02492
OG0000653	Syat.g_00510	Prbk.g_02494
OG0000654	Syat.g_00514	Prbk.g_02495
OG0000655	Syat.g_00515	Prbk.g_02496
OG0000656	Syat.g_00518	Prbk.g_02499
OG0000657	Syat.g_00720	Prbk.g_02532
OG0000658	Syat.g_00723	Prbk.g_02534
OG0000659	Syat.g_00724	Prbk.g_02535
OG0000660	Syat.g_00740	Prbk.g_02539
OG0000661	Syat.g_00742	Prbk.g_02541
OG0000662	Syat.g_00746	Prbk.g_02543
OG0000663	Syat.g_00749	Prbk.g_02546
OG0000664	Syat.g_00752	Prbk.g_02547
OG0000665	Syat.g_03302	Prbk.g_02560
OG0000666	Syat.g_01415	Prbk.g_02563
OG0000667	Syat.g_00958, Syat.g_03278	Prbk.g_02570
OG0000668	Syat.g_00710	Prbk.g_00582
OG0000669	Syat.g_00416	Prbk.g_02580
OG0000670	Syat.g_00419	Prbk.g_01662
OG0000671	Syat.g_00421	Prbk.g_02391
OG0000672	Syat.g_00424	Prbk.g_02394
OG0000673	Syat.g_00430	Prbk.g_02397
OG0000674	Syat.g_00432	Prbk.g_02399
OG0000675	Syat.g_00433	Prbk.g_02400
OG0000676	Syat.g_00436	Prbk.g_02408
OG0000677	Syat.g_00437	Prbk.g_02410
OG0000678	Syat.g_00439	Prbk.g_02415
OG0000679	Syat.g_00448	Prbk.g_02435
OG0000680	Syat.g_00449	Prbk.g_02436
OG0000681	Syat.g_00452	Prbk.g_02438
OG0000682	Syat.g_00453	Prbk.g_02439
OG0000683	Syat.g_00454	Prbk.g_02440
OG0000684	Syat.g_00457	Prbk.g_02453
OG0000685	Syat.g_02571	Prbk.g_02451
OG0000686	Syat.g_00459	Prbk.g_02450
OG0000687	Syat.g_00460	Prbk.g_02449
OG0000688	Syat.g_00463	Prbk.g_02455
OG0000689	Syat.g_00465	Prbk.g_02456
OG0000690	Syat.g_00466	Prbk.g_02457
OG0000691	Syat.g_00467	Prbk.g_02458
OG0000692	Syat.g_00469	Prbk.g_02459
OG0000693	Syat.g_00471	Prbk.g_02460
OG0000694	Syat.g_00472	Prbk.g_02461
OG0000695	Syat.g_00619	Prbk.g_02358
OG0000696	Syat.g_00618	Prbk.g_02357
OG0000697	Syat.g_00616	Prbk.g_02355
OG0000698	Syat.g_00613	Prbk.g_02352
OG0000699	Syat.g_00611	Prbk.g_02350
OG0000700	Syat.g_00610	Prbk.g_02349
OG0000701	Syat.g_00609	Prbk.g_02348
OG0000702	Syat.g_00606	Prbk.g_02340
OG0000703	Syat.g_00601	Prbk.g_02339
OG0000704	Syat.g_00599	Prbk.g_02337
OG0000705	Syat.g_00592	Prbk.g_02331
OG0000706	Syat.g_00591	Prbk.g_02330
OG0000707	Syat.g_00590	Prbk.g_02329
OG0000708	Syat.g_00587	Prbk.g_02327
OG0000709	Syat.g_00573	Prbk.g_02320
OG0000710	Syat.g_00567	Prbk.g_02316
OG0000711	Syat.g_00539	Prbk.g_02293
OG0000712	Syat.g_00537	Prbk.g_02292
OG0000713	Syat.g_00536	Prbk.g_00562
OG0000714	Syat.g_00532	Prbk.g_00566
OG0000715	Syat.g_00530	Prbk.g_00568
OG0000716	Syat.g_00527	Prbk.g_00572
OG0000717	Syat.g_00526	Prbk.g_00573
OG0000718	Syat.g_00522	Prbk.g_00578
OG0000719	Syat.g_00712	Prbk.g_00580
OG0000720	Syat.g_00699	Prbk.g_00593
OG0000721	Syat.g_00697	Prbk.g_00594
OG0000722	Syat.g_00696	Prbk.g_00595
OG0000723	Syat.g_00686	Prbk.g_00599
OG0000724	Syat.g_00782	Prbk.g_00061
OG0000725	Syat.g_00810	Prbk.g_00054
OG0000726	Syat.g_00811	Prbk.g_00053
OG0000727	Syat.g_00812	Prbk.g_00052
OG0000728	Syat.g_00814	Prbk.g_00051
OG0000729	Syat.g_02224	Prbk.g_01531
OG0000730	Syat.g_01617	Prbk.g_00869
OG0000731	Syat.g_01605	Prbk.g_00879
OG0000732	Syat.g_02290	Prbk.g_01601
OG0000733	Syat.g_03285	Prbk.g_02202
OG0000734	Syat.g_01579	Prbk.g_00004
OG0000735	Syat.g_03235	Prbk.g_01037
OG0000736	Syat.g_03236	Prbk.g_01036
OG0000737	Syat.g_03237	Prbk.g_01035
OG0000738	Syat.g_03251	Prbk.g_01028
OG0000739	Syat.g_03252	Prbk.g_01026
OG0000740	Syat.g_03253	Prbk.g_01025
OG0000741	Syat.g_03256	Prbk.g_01022
OG0000742	Syat.g_03259	Prbk.g_01020
OG0000743	Syat.g_03262	Prbk.g_01018
OG0000744	Syat.g_03263	Prbk.g_01017
OG0000745	Syat.g_03266	Prbk.g_00141
OG0000746	Syat.g_00314	Prbk.g_00143
OG0000747	Syat.g_00313	Prbk.g_00144
OG0000748	Syat.g_00305	Prbk.g_00156
OG0000749	Syat.g_00303	Prbk.g_00157
OG0000750	Syat.g_00302	Prbk.g_00158
OG0000751	Syat.g_00296	Prbk.g_00105
OG0000752	Syat.g_00294	Prbk.g_00103
OG0000753	Syat.g_00291	Prbk.g_00100
OG0000754	Syat.g_00250	Prbk.g_01501
OG0000755	Syat.g_00217	Prbk.g_00139
OG0000756	Syat.g_00216	Prbk.g_00138
OG0000757	Syat.g_00205	Prbk.g_00131
OG0000758	Syat.g_00204	Prbk.g_00130
OG0000759	Syat.g_00203	Prbk.g_00129
OG0000760	Syat.g_00202	Prbk.g_00128
OG0000761	Syat.g_00201	Prbk.g_00127
OG0000762	Syat.g_00199	Prbk.g_01503
OG0000763	Syat.g_00924	Prbk.g_01505
OG0000764	Syat.g_00923	Prbk.g_01506
OG0000765	Syat.g_00897	Prbk.g_00178
OG0000766	Syat.g_00896	Prbk.g_00177
OG0000767	Syat.g_00894	Prbk.g_00175
OG0000768	Syat.g_00893	Prbk.g_00174
OG0000769	Syat.g_00891	Prbk.g_00098
OG0000770	Syat.g_00886	Prbk.g_00122
OG0000771	Syat.g_00788	Prbk.g_00066
OG0000772	Syat.g_01768	Prbk.g_02011
OG0000773	Syat.g_01114	Prbk.g_00162
OG0000774	Syat.g_01146	Prbk.g_01192
OG0000775	Syat.g_01148	Prbk.g_01190
OG0000776	Syat.g_01149	Prbk.g_01189
OG0000777	Syat.g_01150	Prbk.g_01188
OG0000778	Syat.g_01151	Prbk.g_01187
OG0000779	Syat.g_01154	Prbk.g_01182
OG0000780	Syat.g_01157	Prbk.g_01179
OG0000781	Syat.g_01161	Prbk.g_01175
OG0000782	Syat.g_01162	Prbk.g_01174
OG0000783	Syat.g_01163	Prbk.g_01173
OG0000784	Syat.g_01164	Prbk.g_01172
OG0000785	Syat.g_01166	Prbk.g_01170
OG0000786	Syat.g_01170	Prbk.g_01167
OG0000787	Syat.g_01171	Prbk.g_01166
OG0000788	Syat.g_00087	Prbk.g_00334
OG0000789	Syat.g_00845	Prbk.g_01691
OG0000790	Syat.g_01300	Prbk.g_02048
OG0000791	Syat.g_01302	Prbk.g_02046
OG0000792	Syat.g_01303	Prbk.g_02045
OG0000793	Syat.g_01412	Prbk.g_02041
OG0000794	Syat.g_01414	Prbk.g_02040
OG0000795	Syat.g_01416	Prbk.g_02039
OG0000796	Syat.g_01422	Prbk.g_02035
OG0000797	Syat.g_01423	Prbk.g_02034
OG0000798	Syat.g_02057	Prbk.g_00414
OG0000799	Syat.g_01256	Prbk.g_01929
OG0000800	Syat.g_01255	Prbk.g_01930
OG0000801	Syat.g_01253	Prbk.g_01931
OG0000802	Syat.g_01245	Prbk.g_01938
OG0000803	Syat.g_01241	Prbk.g_00244
OG0000804	Syat.g_01238	Prbk.g_00246
OG0000805	Syat.g_01236	Prbk.g_00248
OG0000806	Syat.g_01234	Prbk.g_00250
OG0000807	Syat.g_01233	Prbk.g_00252
OG0000808	Syat.g_01232	Prbk.g_00253
OG0000809	Syat.g_01229	Prbk.g_00257
OG0000810	Syat.g_01228	Prbk.g_00258
OG0000811	Syat.g_01186	Prbk.g_00270
OG0000812	Syat.g_01182	Prbk.g_00272
OG0000813	Syat.g_01181	Prbk.g_00273
OG0000814	Syat.g_01179	Prbk.g_00275
OG0000815	Syat.g_01177	Prbk.g_00276
OG0000816	Syat.g_01175	Prbk.g_00278
OG0000817	Syat.g_01279	Prbk.g_00279
OG0000818	Syat.g_01325	Prbk.g_01237
OG0000819	Syat.g_01326	Prbk.g_01236
OG0000820	Syat.g_01327	Prbk.g_01235
OG0000821	Syat.g_01333	Prbk.g_01228
OG0000822	Syat.g_01335	Prbk.g_01226
OG0000823	Syat.g_01336	Prbk.g_01225
OG0000824	Syat.g_01342	Prbk.g_01221
OG0000825	Syat.g_01343	Prbk.g_01220
OG0000826	Syat.g_01344	Prbk.g_01219
OG0000827	Syat.g_01345	Prbk.g_01218
OG0000828	Syat.g_01348	Prbk.g_01215
OG0000829	Syat.g_01349	Prbk.g_01214
OG0000830	Syat.g_01350	Prbk.g_01213
OG0000831	Syat.g_01353	Prbk.g_01211
OG0000832	Syat.g_02982	Prbk.g_02006
OG0000833	Syat.g_03072	Prbk.g_01998
OG0000834	Syat.g_03073	Prbk.g_01997
OG0000835	Syat.g_03075	Prbk.g_01996
OG0000836	Syat.g_03078	Prbk.g_01994
OG0000837	Syat.g_03079	Prbk.g_01993
OG0000838	Syat.g_03083	Prbk.g_01990
OG0000839	Syat.g_03084	Prbk.g_01989
OG0000840	Syat.g_03085	Prbk.g_01988
OG0000841	Syat.g_03086	Prbk.g_01987
OG0000842	Syat.g_03087	Prbk.g_01986
OG0000843	Syat.g_03088	Prbk.g_01985
OG0000844	Syat.g_03090	Prbk.g_01983
OG0000845	Syat.g_03091	Prbk.g_01982
OG0000846	Syat.g_03092	Prbk.g_01981
OG0000847	Syat.g_03093	Prbk.g_01980
OG0000848	Syat.g_03095	Prbk.g_01979
OG0000849	Syat.g_03096	Prbk.g_01978
OG0000850	Syat.g_03098	Prbk.g_01977
OG0000851	Syat.g_03101	Prbk.g_00937
OG0000852	Syat.g_03102	Prbk.g_00936
OG0000853	Syat.g_03106	Prbk.g_00932
OG0000854	Syat.g_03108	Prbk.g_00930
OG0000855	Syat.g_03109	Prbk.g_00929
OG0000856	Syat.g_03305	Prbk.g_02619
OG0000857	Syat.g_00500	Prbk.g_02485
OG0000858	Syat.g_03114	Prbk.g_00918
OG0000859	Syat.g_03115	Prbk.g_00917
OG0000860	Syat.g_03126	Prbk.g_00905
OG0000861	Syat.g_03127	Prbk.g_00904
OG0000862	Syat.g_03136	Prbk.g_00902
OG0000863	Syat.g_03138	Prbk.g_01451
OG0000864	Syat.g_03139	Prbk.g_01450
OG0000865	Syat.g_03140	Prbk.g_01449
OG0000866	Syat.g_03141	Prbk.g_01448
OG0000867	Syat.g_03142	Prbk.g_01447
OG0000868	Syat.g_03067	Prbk.g_01445
OG0000869	Syat.g_03054	Prbk.g_01442
OG0000870	Syat.g_03049	Prbk.g_01437
OG0000871	Syat.g_03048	Prbk.g_01436
OG0000872	Syat.g_03042	Prbk.g_01434
OG0000873	Syat.g_03039	Prbk.g_01431
OG0000874	Syat.g_03037	Prbk.g_01427
OG0000875	Syat.g_03035	Prbk.g_01426
OG0000876	Syat.g_00745	Prbk.g_01425
OG0000877	Syat.g_03024	Prbk.g_01422
OG0000878	Syat.g_03023	Prbk.g_01421
OG0000879	Syat.g_03022	Prbk.g_01420
OG0000880	Syat.g_03021	Prbk.g_01419
OG0000881	Syat.g_03016	Prbk.g_01414
OG0000882	Syat.g_03011	Prbk.g_01409
OG0000883	Syat.g_03007	Prbk.g_01407
OG0000884	Syat.g_03005	Prbk.g_01405
OG0000885	Syat.g_03004	Prbk.g_01404
OG0000886	Syat.g_03003	Prbk.g_01403
OG0000887	Syat.g_03002	Prbk.g_01402
OG0000888	Syat.g_03000	Prbk.g_01400
OG0000889	Syat.g_02997	Prbk.g_01398
OG0000890	Syat.g_02994	Prbk.g_01384
OG0000891	Syat.g_02993	Prbk.g_01383
OG0000892	Syat.g_02992	Prbk.g_01381
OG0000893	Syat.g_01864	Prbk.g_01901
OG0000894	Syat.g_01860	Prbk.g_01905
OG0000895	Syat.g_01856	Prbk.g_01910
OG0000896	Syat.g_01855	Prbk.g_01911
OG0000897	Syat.g_01853	Prbk.g_01913
OG0000898	Syat.g_01852	Prbk.g_01914
OG0000899	Syat.g_01851	Prbk.g_01915
OG0000900	Syat.g_01850	Prbk.g_01916
OG0000901	Syat.g_01845	Prbk.g_01920
OG0000902	Syat.g_01843	Prbk.g_01922
OG0000903	Syat.g_01830	Prbk.g_00990
OG0000904	Syat.g_01834	Prbk.g_00995
OG0000905	Syat.g_01839	Prbk.g_00997
OG0000906	Syat.g_01841	Prbk.g_01926
OG0000907	Syat.g_01828	Prbk.g_00988
OG0000908	Syat.g_01825	Prbk.g_00985
OG0000909	Syat.g_01824	Prbk.g_00984
OG0000910	Syat.g_01823	Prbk.g_00983
OG0000911	Syat.g_01821	Prbk.g_00981
OG0000912	Syat.g_01820	Prbk.g_00980
OG0000913	Syat.g_01819	Prbk.g_00979
OG0000914	Syat.g_01818	Prbk.g_00978
OG0000915	Syat.g_01816	Prbk.g_00977
OG0000916	Syat.g_01815	Prbk.g_00976
OG0000917	Syat.g_01814	Prbk.g_00975
OG0000918	Syat.g_01813	Prbk.g_00974
OG0000919	Syat.g_01812	Prbk.g_00973
OG0000920	Syat.g_01811	Prbk.g_00972
OG0000921	Syat.g_01810	Prbk.g_00971
OG0000922	Syat.g_01809	Prbk.g_00970
OG0000923	Syat.g_01805	Prbk.g_00966
OG0000924	Syat.g_01804	Prbk.g_00965
OG0000925	Syat.g_01803	Prbk.g_00964
OG0000926	Syat.g_01802	Prbk.g_00963
OG0000927	Syat.g_01800	Prbk.g_00961
OG0000928	Syat.g_01799	Prbk.g_00960
OG0000929	Syat.g_01798	Prbk.g_00959
OG0000930	Syat.g_01797	Prbk.g_00958
OG0000931	Syat.g_01796	Prbk.g_00957
OG0000932	Syat.g_01794	Prbk.g_00956
OG0000933	Syat.g_01788	Prbk.g_00951
OG0000934	Syat.g_01786	Prbk.g_00949
OG0000935	Syat.g_01665	Prbk.g_00948
OG0000936	Syat.g_01664	Prbk.g_00947
OG0000937	Syat.g_01663	Prbk.g_00946
OG0000938	Syat.g_01659	Prbk.g_00797
OG0000939	Syat.g_01658	Prbk.g_00798
OG0000940	Syat.g_01651	Prbk.g_00807
OG0000941	Syat.g_01649	Prbk.g_00809
OG0000942	Syat.g_01647	Prbk.g_00811
OG0000943	Syat.g_01646	Prbk.g_00812
OG0000944	Syat.g_01644	Prbk.g_00814
OG0000945	Syat.g_01643	Prbk.g_00816
OG0000946	Syat.g_01633	Prbk.g_00844
OG0000947	Syat.g_01630	Prbk.g_00847
OG0000948	Syat.g_01629	Prbk.g_00848
OG0000949	Syat.g_02142	Prbk.g_00851
OG0000950	Syat.g_02152	Prbk.g_00513
OG0000951	Syat.g_02157	Prbk.g_00518
OG0000952	Syat.g_02162	Prbk.g_00525
OG0000953	Syat.g_02166	Prbk.g_00529
OG0000954	Syat.g_02187	Prbk.g_00216
OG0000955	Syat.g_02188	Prbk.g_00217
OG0000956	Syat.g_02191	Prbk.g_00219
OG0000957	Syat.g_02204	Prbk.g_00235
OG0000958	Syat.g_02205	Prbk.g_00236
OG0000959	Syat.g_02212	Prbk.g_01482
OG0000960	Syat.g_02213	Prbk.g_01483
OG0000961	Syat.g_02873	Prbk.g_01494
OG0000962	Syat.g_02223	Prbk.g_01530
OG0000963	Syat.g_02226	Prbk.g_01535
OG0000964	Syat.g_02227	Prbk.g_01536
OG0000965	Syat.g_02228	Prbk.g_01537
OG0000966	Syat.g_02259	Prbk.g_01571
OG0000967	Syat.g_02263	Prbk.g_01577
OG0000968	Syat.g_02269	Prbk.g_01580
OG0000969	Syat.g_02271	Prbk.g_01582
OG0000970	Syat.g_02272	Prbk.g_01583
OG0000971	Syat.g_02274	Prbk.g_01585
OG0000972	Syat.g_02275	Prbk.g_01586
OG0000973	Syat.g_02276	Prbk.g_01587
OG0000974	Syat.g_02277	Prbk.g_01588
OG0000975	Syat.g_02278	Prbk.g_01589
OG0000976	Syat.g_02279	Prbk.g_01590
OG0000977	Syat.g_02281	Prbk.g_01592
OG0000978	Syat.g_02283	Prbk.g_01593
OG0000979	Syat.g_02286	Prbk.g_01596
OG0000980	Syat.g_02289	Prbk.g_01600
OG0000981	Syat.g_02292	Prbk.g_01603
OG0000982	Syat.g_02691	Prbk.g_02161
OG0000983	Syat.g_02690	Prbk.g_02162
OG0000984	Syat.g_02689	Prbk.g_02163
OG0000985	Syat.g_02685	Prbk.g_02167
OG0000986	Syat.g_02680	Prbk.g_02169
OG0000987	Syat.g_02678	Prbk.g_02171
OG0000988	Syat.g_02672	Prbk.g_02175
OG0000989	Syat.g_02657	Prbk.g_02185
OG0000990	Syat.g_02500	Prbk.g_02207
OG0000991	Syat.g_02503	Prbk.g_02210
OG0000992	Syat.g_02507	Prbk.g_02213
OG0000993	Syat.g_02508	Prbk.g_02214
OG0000994	Syat.g_02512	Prbk.g_02217
OG0000995	Syat.g_02517	Prbk.g_02226
OG0000996	Syat.g_02446	Prbk.g_02239
OG0000997	Syat.g_02417	Prbk.g_02248
OG0000998	Syat.g_02415	Prbk.g_02250
OG0000999	Syat.g_02414	Prbk.g_02251
OG0001001	Syat.g_02400	Prbk.g_02258
OG0001002	Syat.g_02394	Prbk.g_02265
OG0001003	Syat.g_02392	Prbk.g_02267
OG0001004	Syat.g_02391	Prbk.g_02268
OG0001005	Syat.g_02390	Prbk.g_02270
OG0001006	Syat.g_02378	Prbk.g_02276
OG0001007	Syat.g_02376	Prbk.g_02278
OG0001008	Syat.g_02971	Prbk.g_00327
OG0001009	Syat.g_02311	Prbk.g_01622
OG0001010	Syat.g_02310	Prbk.g_01621
OG0001011	Syat.g_02308	Prbk.g_01619
OG0001012	Syat.g_01004	Prbk.g_02158
OG0001013	Syat.g_02716	Prbk.g_02133
OG0001014	Syat.g_02721	Prbk.g_02124
OG0001015	Syat.g_02722	Prbk.g_02123
OG0001016	Syat.g_01474	Prbk.g_01315
OG0001017	Syat.g_01480	Prbk.g_01309
OG0001018	Syat.g_01482	Prbk.g_01307
OG0001019	Syat.g_01532	Prbk.g_01294
OG0001020	Syat.g_01539	Prbk.g_00035
OG0001021	Syat.g_01552	Prbk.g_00031
OG0001022	Syat.g_01555	Prbk.g_00026
OG0001023	Syat.g_01556	Prbk.g_00025
OG0001024	Syat.g_01560	Prbk.g_00021
OG0001025	Syat.g_01566	Prbk.g_00014
OG0001026	Syat.g_01582	Prbk.g_00001
OG0001027	Syat.g_02947	Prbk.g_00190
OG0001028	Syat.g_02944	Prbk.g_00192
OG0001029	Syat.g_02942	Prbk.g_00194
OG0001030	Syat.g_02922	Prbk.g_00547
OG0001031	Syat.g_02836	Prbk.g_01275
OG0001032	Syat.g_02834	Prbk.g_01272
OG0001033	Syat.g_02784	Prbk.g_00633
OG0001034	Syat.g_01448	Prbk.g_01521
OG0001035	Syat.g_01885	Prbk.g_00372
OG0001036	Syat.g_01939	Prbk.g_00376
OG0001037	Syat.g_01941	Prbk.g_00378
OG0001038	Syat.g_02058	Prbk.g_00415
OG0001039	Syat.g_02061	Prbk.g_00418
OG0001040	Syat.g_02064	Prbk.g_00421
OG0001041	Syat.g_02070	Prbk.g_00426
OG0001042	Syat.g_02100	Prbk.g_00451
OG0001043	Syat.g_02103	Prbk.g_00453
OG0001044	Syat.g_01615	Prbk.g_00870
OG0001045	Syat.g_01602	Prbk.g_00882
OG0001046	Syat.g_00552	Prbk.g_00924
OG0001047	Syat.g_02973	Prbk.g_00325
OG0001048	Syat.g_02974	Prbk.g_00324
OG0001049	Syat.g_01290	Prbk.g_00321
OG0001050	Syat.g_01289	Prbk.g_00320
OG0001051	Syat.g_01288	Prbk.g_00319
OG0001052	Syat.g_01375	Prbk.g_02109
OG0001053	Syat.g_03173	Prbk.g_02064
OG0001054	Syat.g_03192	Prbk.g_01861
OG0001055	Syat.g_03224	Prbk.g_01056
OG0001056	Syat.g_03275	Prbk.g_01085
OG0001057	Syat.g_00102	Prbk.g_01097
OG0001058	Syat.g_00079	Prbk.g_01893
OG0001059	Syat.g_00075	Prbk.g_01889
OG0001061	Syat.g_00051	Prbk.g_01109
OG0001062	Syat.g_00048	Prbk.g_01111
OG0001063	Syat.g_00042	Prbk.g_01115
OG0001064	Syat.g_00041	Prbk.g_01116
OG0001065	Syat.g_00040	Prbk.g_01117
OG0001066	Syat.g_00039	Prbk.g_01118
OG0001067	Syat.g_00038	Prbk.g_01119
OG0001068	Syat.g_00037	Prbk.g_01120
OG0001069	Syat.g_00036	Prbk.g_01121
OG0001070	Syat.g_00032	Prbk.g_01125
OG0001071	Syat.g_00031	Prbk.g_01126
OG0001072	Syat.g_00028	Prbk.g_01129
OG0001073	Syat.g_00009	Prbk.g_01148
OG0001074	Syat.g_01015	Prbk.g_02602
OG0001075	Syat.g_01037	Prbk.g_02603
OG0001076	Syat.g_03315	Prbk.g_02611
OG0001077	Syat.g_03290	Prbk.g_02621
OG0001078	Syat.g_00118	Prbk.g_02632
OG0001079	Syat.g_00378	Prbk.g_02651
OG0001080	Syat.g_00368	Prbk.g_00738
OG0001081	Syat.g_00366	Prbk.g_00728
OG0001082	Syat.g_00365	Prbk.g_00727
OG0001083	Syat.g_00390	Prbk.g_00719
OG0001084	Syat.g_00391	Prbk.g_00718
OG0001085	Syat.g_00408	Prbk.g_00708
OG0001086	Syat.g_00410	Prbk.g_00706
OG0001087	Syat.g_03277	Prbk.g_01821
OG0001088	Syat.g_02496	Prbk.g_01817
OG0001089	Syat.g_00818	Prbk.g_01764
OG0001090	Syat.g_00659	Prbk.g_00617
OG0001091	Syat.g_00661	Prbk.g_00615
OG0001092	Syat.g_00663	Prbk.g_00614
OG0001093	Syat.g_00669	Prbk.g_00610
OG0001094	Syat.g_00473	Prbk.g_02462
OG0001095	Syat.g_00497	Prbk.g_02481
OG0001096	Syat.g_00516	Prbk.g_02497
OG0001097	Syat.g_00743	Prbk.g_02542
OG0001098	Syat.g_01672	Prbk.g_02379
OG0001099	Syat.g_02943	Prbk.g_00193
OG0001100	Syat.g_00418	Prbk.g_02389
OG0001101	Syat.g_00420	Prbk.g_02390
OG0001102	Syat.g_00423	Prbk.g_02393
OG0001103	Syat.g_00425	Prbk.g_02395
OG0001104	Syat.g_00458	Prbk.g_02452
OG0001105	Syat.g_00461	Prbk.g_02447
OG0001106	Syat.g_00598	Prbk.g_02336
OG0001107	Syat.g_00580	Prbk.g_02326
OG0001108	Syat.g_00570	Prbk.g_02319
OG0001109	Syat.g_00568	Prbk.g_02317
OG0001110	Syat.g_00566	Prbk.g_02315
OG0001111	Syat.g_00564	Prbk.g_02313
OG0001112	Syat.g_00562	Prbk.g_02311
OG0001113	Syat.g_00561	Prbk.g_02310
OG0001114	Syat.g_00560	Prbk.g_02309
OG0001115	Syat.g_00557	Prbk.g_02307
OG0001116	Syat.g_00555	Prbk.g_02306
OG0001117	Syat.g_00554	Prbk.g_02305
OG0001118	Syat.g_00553	Prbk.g_02304
OG0001119	Syat.g_00551	Prbk.g_02303
OG0001120	Syat.g_00546	Prbk.g_02301
OG0001122	Syat.g_00711	Prbk.g_00581
OG0001123	Syat.g_00704	Prbk.g_00588
OG0001124	Syat.g_00702	Prbk.g_00590
OG0001125	Syat.g_00700	Prbk.g_00592
OG0001126	Syat.g_00790	Prbk.g_00068
OG0001127	Syat.g_00789	Prbk.g_00067
OG0001128	Syat.g_00786	Prbk.g_00064
OG0001129	Syat.g_00784	Prbk.g_00063
OG0001130	Syat.g_00783	Prbk.g_00062
OG0001131	Syat.g_01674	Prbk.g_00627
OG0001132	Syat.g_00965	Prbk.g_02595
OG0001133	Syat.g_03311	Prbk.g_02613
OG0001136	Syat.g_03257	Prbk.g_01021
OG0001137	Syat.g_00306	Prbk.g_00155
OG0001138	Syat.g_00214	Prbk.g_00137
