Orthogroup	Syat	Prbe
OG0000564	Syat.g_00070	Prbe.g_00577
OG0000565	Syat.g_00067	Prbe.g_00575
OG0000566	Syat.g_00063	Prbe.g_00571
OG0000567	Syat.g_00059	Prbe.g_00567
OG0000568	Syat.g_00057	Prbe.g_00566
OG0000569	Syat.g_00056	Prbe.g_00565
OG0000570	Syat.g_00055	Prbe.g_00564
OG0000571	Syat.g_00052	Prbe.g_00562
OG0000572	Syat.g_00033	Prbe.g_00548
OG0000573	Syat.g_00024	Prbe.g_00542
OG0000574	Syat.g_00023	Prbe.g_00541
OG0000575	Syat.g_00018	Prbe.g_00537
OG0000576	Syat.g_00014	Prbe.g_00535
OG0000577	Syat.g_00013	Prbe.g_00534
OG0000578	Syat.g_00012	Prbe.g_00533
OG0000579	Syat.g_00011	Prbe.g_00532
OG0000580	Syat.g_00010	Prbe.g_00531
OG0000581	Syat.g_00003	Prbe.g_00528
OG0000582	Syat.g_03403	Prbe.g_00525
OG0000583	Syat.g_03404	Prbe.g_00524
OG0000584	Syat.g_03405	Prbe.g_00523
OG0000585	Syat.g_03408	Prbe.g_00521
OG0000586	Syat.g_03409	Prbe.g_00520
OG0000587	Syat.g_00001	Prbe.g_00519
OG0000588	Syat.g_00338	Prbe.g_00515
OG0000589	Syat.g_03318	Prbe.g_00513
OG0000590	Syat.g_03317	Prbe.g_00512
OG0000591	Syat.g_03308	Prbe.g_00508
OG0000592	Syat.g_03307	Prbe.g_00507
OG0000593	Syat.g_00113	Prbe.g_01488
OG0000594	Syat.g_00114	Prbe.g_01487
OG0000595	Syat.g_00115	Prbe.g_01486
OG0000596	Syat.g_00129	Prbe.g_01482
OG0000597	Syat.g_00132	Prbe.g_01479
OG0000598	Syat.g_00133	Prbe.g_01478
OG0000599	Syat.g_00381	Prbe.g_01475
OG0000600	Syat.g_00380	Prbe.g_01474
OG0000601	Syat.g_00379	Prbe.g_01473
OG0000602	Syat.g_00375	Prbe.g_01471
OG0000603	Syat.g_00374	Prbe.g_01470
OG0000604	Syat.g_00372	Prbe.g_01469
OG0000605	Syat.g_00370	Prbe.g_01468
OG0000606	Syat.g_00367	Prbe.g_01465
OG0000607	Syat.g_00364	Prbe.g_01462
OG0000608	Syat.g_00363	Prbe.g_01461
OG0000609	Syat.g_00344	Prbe.g_01460
OG0000610	Syat.g_00399	Prbe.g_01454
OG0000611	Syat.g_00402	Prbe.g_01451
OG0000612	Syat.g_00403	Prbe.g_01450
OG0000613	Syat.g_02129	Prbe.g_00447
OG0000614	Syat.g_01084	Prbe.g_00468
OG0000615	Syat.g_00442	Prbe.g_01209
OG0000616	Syat.g_02397	Prbe.g_01197
OG0000617	Syat.g_00665	Prbe.g_01434
OG0000618	Syat.g_00666	Prbe.g_01433
OG0000619	Syat.g_00667	Prbe.g_01432
OG0000620	Syat.g_02591	Prbe.g_01429
OG0000621	Syat.g_02590	Prbe.g_01428
OG0000622	Syat.g_02572	Prbe.g_01427
OG0000623	Syat.g_00672	Prbe.g_01426
OG0000624	Syat.g_00673	Prbe.g_01424
OG0000625	Syat.g_00674	Prbe.g_01423
OG0000626	Syat.g_00675	Prbe.g_01422
OG0000627	Syat.g_00641	Prbe.g_01421
OG0000628	Syat.g_00640	Prbe.g_01420
OG0000629	Syat.g_00637	Prbe.g_01419
OG0000630	Syat.g_00631	Prbe.g_01416
OG0000631	Syat.g_00624	Prbe.g_01323
OG0000632	Syat.g_00623	Prbe.g_01324
OG0000633	Syat.g_00622	Prbe.g_01325
OG0000634	Syat.g_00475	Prbe.g_01218
OG0000635	Syat.g_00476	Prbe.g_01219
OG0000636	Syat.g_00478	Prbe.g_01221
OG0000637	Syat.g_00480	Prbe.g_01223
OG0000638	Syat.g_00481	Prbe.g_01224
OG0000639	Syat.g_00482	Prbe.g_01225
OG0000640	Syat.g_00483	Prbe.g_01226
OG0000641	Syat.g_00488	Prbe.g_01230
OG0000642	Syat.g_00489	Prbe.g_01231
OG0000643	Syat.g_00494	Prbe.g_01232
OG0000644	Syat.g_00495	Prbe.g_01233
OG0000645	Syat.g_00496	Prbe.g_01234
OG0000646	Syat.g_00499	Prbe.g_01236
OG0000647	Syat.g_00501	Prbe.g_01238
OG0000648	Syat.g_00504	Prbe.g_01240
OG0000649	Syat.g_00505	Prbe.g_01241
OG0000650	Syat.g_00506	Prbe.g_01242
OG0000651	Syat.g_00507	Prbe.g_01243
OG0000652	Syat.g_00508	Prbe.g_01244
OG0000653	Syat.g_00510	Prbe.g_01246
OG0000654	Syat.g_00514	Prbe.g_01247
OG0000655	Syat.g_00515	Prbe.g_01248
OG0000656	Syat.g_00518	Prbe.g_01251
OG0000657	Syat.g_00720	Prbe.g_01259
OG0000658	Syat.g_00723	Prbe.g_01261
OG0000659	Syat.g_00724	Prbe.g_01262
OG0000660	Syat.g_00740	Prbe.g_01266
OG0000661	Syat.g_00742	Prbe.g_01268
OG0000662	Syat.g_00746	Prbe.g_01270
OG0000663	Syat.g_00749	Prbe.g_01272
OG0000664	Syat.g_00752	Prbe.g_01273
OG0000665	Syat.g_03302	Prbe.g_01279
OG0000666	Syat.g_01415	Prbe.g_01280
OG0000667	Syat.g_00958, Syat.g_03278	Prbe.g_01284
OG0000668	Syat.g_00710	Prbe.g_00105
OG0000669	Syat.g_00416	Prbe.g_00406
OG0000670	Syat.g_00419	Prbe.g_00409
OG0000671	Syat.g_00421	Prbe.g_00412
OG0000672	Syat.g_00424	Prbe.g_00415
OG0000673	Syat.g_00430	Prbe.g_00418
OG0000674	Syat.g_00432	Prbe.g_00420
OG0000675	Syat.g_00433	Prbe.g_00421
OG0000676	Syat.g_00436	Prbe.g_00423
OG0000677	Syat.g_00437	Prbe.g_00424
OG0000678	Syat.g_00439	Prbe.g_00426
OG0000679	Syat.g_00448	Prbe.g_00430
OG0000680	Syat.g_00449	Prbe.g_00431
OG0000681	Syat.g_00452	Prbe.g_00434
OG0000682	Syat.g_00453	Prbe.g_00435
OG0000683	Syat.g_00454	Prbe.g_00436
OG0000684	Syat.g_00457	Prbe.g_00438
OG0000685	Syat.g_02571	Prbe.g_00440
OG0000686	Syat.g_00459	Prbe.g_00441
OG0000687	Syat.g_00460	Prbe.g_00442
OG0000688	Syat.g_00463	Prbe.g_01446
OG0000689	Syat.g_00465	Prbe.g_01445
OG0000690	Syat.g_00466	Prbe.g_01444
OG0000691	Syat.g_00467	Prbe.g_01443
OG0000692	Syat.g_00469	Prbe.g_01441
OG0000693	Syat.g_00471	Prbe.g_01440
OG0000694	Syat.g_00472	Prbe.g_01439
OG0000695	Syat.g_00619	Prbe.g_01327
OG0000696	Syat.g_00618	Prbe.g_01328
OG0000697	Syat.g_00616	Prbe.g_01329
OG0000698	Syat.g_00613	Prbe.g_01332
OG0000699	Syat.g_00611	Prbe.g_01333
OG0000700	Syat.g_00610	Prbe.g_01334
OG0000701	Syat.g_00609	Prbe.g_01335
OG0000702	Syat.g_00606	Prbe.g_01337
OG0000703	Syat.g_00601	Prbe.g_01338
OG0000704	Syat.g_00599	Prbe.g_01340
OG0000705	Syat.g_00592	Prbe.g_01343
OG0000706	Syat.g_00591	Prbe.g_01344
OG0000707	Syat.g_00590	Prbe.g_01345
OG0000708	Syat.g_00587	Prbe.g_01347
OG0000709	Syat.g_00573	Prbe.g_01351
OG0000710	Syat.g_00567	Prbe.g_01354
OG0000711	Syat.g_00539	Prbe.g_01372
OG0000712	Syat.g_00537	Prbe.g_01373
OG0000713	Syat.g_00536	Prbe.g_01374
OG0000714	Syat.g_00532	Prbe.g_01375
OG0000715	Syat.g_00530	Prbe.g_01377
OG0000716	Syat.g_00527	Prbe.g_01379
OG0000717	Syat.g_00526	Prbe.g_01380
OG0000718	Syat.g_00522	Prbe.g_01384
OG0000719	Syat.g_00712	Prbe.g_01386
OG0000720	Syat.g_00699	Prbe.g_01398
OG0000721	Syat.g_00697	Prbe.g_01402
OG0000722	Syat.g_00696	Prbe.g_01403
OG0000723	Syat.g_00686	Prbe.g_01407
OG0000724	Syat.g_00782	Prbe.g_01302
OG0000725	Syat.g_00810	Prbe.g_01296
OG0000726	Syat.g_00811	Prbe.g_01295
OG0000727	Syat.g_00812	Prbe.g_01294
OG0000728	Syat.g_00814	Prbe.g_01292
OG0000729	Syat.g_02224	Prbe.g_00915
OG0000730	Syat.g_01617	Prbe.g_01591
OG0000731	Syat.g_01605	Prbe.g_01898
OG0000732	Syat.g_02290	Prbe.g_01148
OG0000733	Syat.g_03285	Prbe.g_00042
OG0000734	Syat.g_01579	Prbe.g_01565
OG0000735	Syat.g_03235	Prbe.g_01563
OG0000736	Syat.g_03236	Prbe.g_01562
OG0000737	Syat.g_03237	Prbe.g_01561
OG0000738	Syat.g_03251	Prbe.g_01557
OG0000739	Syat.g_03252	Prbe.g_01556
OG0000740	Syat.g_03253	Prbe.g_01555
OG0000741	Syat.g_03256	Prbe.g_01553
OG0000742	Syat.g_03259	Prbe.g_01550
OG0000743	Syat.g_03262	Prbe.g_01548
OG0000744	Syat.g_03263	Prbe.g_01547
OG0000745	Syat.g_03266	Prbe.g_01546
OG0000746	Syat.g_00314	Prbe.g_01544
OG0000747	Syat.g_00313	Prbe.g_01543
OG0000748	Syat.g_00305	Prbe.g_01539
OG0000749	Syat.g_00303	Prbe.g_01538
OG0000750	Syat.g_00302	Prbe.g_01537
OG0000751	Syat.g_00296	Prbe.g_01534
OG0000752	Syat.g_00294	Prbe.g_01532
OG0000753	Syat.g_00291	Prbe.g_01530
OG0000754	Syat.g_00250	Prbe.g_01527
OG0000755	Syat.g_00217	Prbe.g_01521
OG0000756	Syat.g_00216	Prbe.g_01520
OG0000757	Syat.g_00205	Prbe.g_01513
OG0000758	Syat.g_00204	Prbe.g_01512
OG0000759	Syat.g_00203	Prbe.g_01511
OG0000760	Syat.g_00202	Prbe.g_01510
OG0000761	Syat.g_00201	Prbe.g_01509
OG0000762	Syat.g_00199	Prbe.g_01508
OG0000763	Syat.g_00924	Prbe.g_01506
OG0000764	Syat.g_00923	Prbe.g_01505
OG0000765	Syat.g_00897	Prbe.g_01497
OG0000766	Syat.g_00896	Prbe.g_01496
OG0000767	Syat.g_00894	Prbe.g_01494
OG0000768	Syat.g_00893	Prbe.g_01493
OG0000769	Syat.g_00891	Prbe.g_01491
OG0000770	Syat.g_00886	Prbe.g_00502
OG0000771	Syat.g_00788	Prbe.g_00215
OG0000772	Syat.g_01768	Prbe.g_01128
OG0000773	Syat.g_01114	Prbe.g_00902
OG0000774	Syat.g_01146	Prbe.g_00900
OG0000775	Syat.g_01148	Prbe.g_00898
OG0000776	Syat.g_01149	Prbe.g_00897
OG0000777	Syat.g_01150	Prbe.g_00896
OG0000778	Syat.g_01151	Prbe.g_00895
OG0000779	Syat.g_01154	Prbe.g_00891
OG0000780	Syat.g_01157	Prbe.g_00890
OG0000781	Syat.g_01161	Prbe.g_00886
OG0000782	Syat.g_01162	Prbe.g_00885
OG0000783	Syat.g_01163	Prbe.g_00884
OG0000784	Syat.g_01164	Prbe.g_00883
OG0000785	Syat.g_01166	Prbe.g_00881
OG0000786	Syat.g_01170	Prbe.g_00878
OG0000787	Syat.g_01171	Prbe.g_00877
OG0000788	Syat.g_00087	Prbe.g_00634
OG0000789	Syat.g_00845	Prbe.g_00212
OG0000790	Syat.g_01300	Prbe.g_00368
OG0000791	Syat.g_01302	Prbe.g_00366
OG0000792	Syat.g_01303	Prbe.g_00365
OG0000793	Syat.g_01412	Prbe.g_00362
OG0000794	Syat.g_01414	Prbe.g_00361
OG0000795	Syat.g_01416	Prbe.g_00360
OG0000796	Syat.g_01422	Prbe.g_00356
OG0000797	Syat.g_01423	Prbe.g_00355
OG0000798	Syat.g_01214	Prbe.g_00087
OG0000799	Syat.g_01256	Prbe.g_00328
OG0000800	Syat.g_01255	Prbe.g_00327
OG0000801	Syat.g_01253	Prbe.g_00326
OG0000802	Syat.g_01245	Prbe.g_00324
OG0000803	Syat.g_01241	Prbe.g_00322
OG0000804	Syat.g_01238	Prbe.g_00321
OG0000805	Syat.g_01236	Prbe.g_00319
OG0000806	Syat.g_01234	Prbe.g_00317
OG0000807	Syat.g_01233	Prbe.g_00316
OG0000808	Syat.g_01232	Prbe.g_00315
OG0000809	Syat.g_01229	Prbe.g_00313
OG0000810	Syat.g_01228	Prbe.g_00312
OG0000811	Syat.g_01186	Prbe.g_00308
OG0000812	Syat.g_01182	Prbe.g_00306
OG0000813	Syat.g_01181	Prbe.g_00305
OG0000814	Syat.g_01179	Prbe.g_00303
OG0000815	Syat.g_01177	Prbe.g_00302
OG0000816	Syat.g_01175	Prbe.g_00300
OG0000817	Syat.g_01279	Prbe.g_00299
OG0000818	Syat.g_01325	Prbe.g_00294
OG0000819	Syat.g_01326	Prbe.g_00293
OG0000820	Syat.g_01327	Prbe.g_00292
OG0000821	Syat.g_01333	Prbe.g_00288
OG0000822	Syat.g_01335	Prbe.g_00287
OG0000823	Syat.g_01336	Prbe.g_00286
OG0000824	Syat.g_01342	Prbe.g_00283
OG0000825	Syat.g_01343	Prbe.g_00282
OG0000826	Syat.g_01344	Prbe.g_00281
OG0000827	Syat.g_01345	Prbe.g_00280
OG0000828	Syat.g_01348	Prbe.g_00277
OG0000829	Syat.g_01349	Prbe.g_00276
OG0000830	Syat.g_01350	Prbe.g_00275
OG0000831	Syat.g_01353	Prbe.g_00273
OG0000832	Syat.g_02982	Prbe.g_00263
OG0000833	Syat.g_03072	Prbe.g_00254
OG0000834	Syat.g_03073	Prbe.g_00253
OG0000835	Syat.g_03075	Prbe.g_00252
OG0000836	Syat.g_03078	Prbe.g_00251
OG0000837	Syat.g_03079	Prbe.g_00250
OG0000838	Syat.g_03083	Prbe.g_00248
OG0000839	Syat.g_03084	Prbe.g_00247
OG0000840	Syat.g_03085	Prbe.g_00246
OG0000841	Syat.g_03086	Prbe.g_00245
OG0000842	Syat.g_03087	Prbe.g_00244
OG0000843	Syat.g_03088	Prbe.g_00243
OG0000844	Syat.g_03090	Prbe.g_00242
OG0000845	Syat.g_03091	Prbe.g_00241
OG0000846	Syat.g_03092	Prbe.g_00240
OG0000847	Syat.g_03093	Prbe.g_00239
OG0000848	Syat.g_03095	Prbe.g_00238
OG0000849	Syat.g_03096	Prbe.g_00237
OG0000850	Syat.g_03098	Prbe.g_00235
OG0000851	Syat.g_03101	Prbe.g_00234
OG0000852	Syat.g_03102	Prbe.g_00233
OG0000853	Syat.g_03106	Prbe.g_00227
OG0000854	Syat.g_03108	Prbe.g_00225
OG0000855	Syat.g_03109	Prbe.g_00224
OG0000856	Syat.g_03305	Prbe.g_00505
OG0000857	Syat.g_00500	Prbe.g_01237
OG0000858	Syat.g_03114	Prbe.g_00992
OG0000859	Syat.g_03115	Prbe.g_00991
OG0000860	Syat.g_03126	Prbe.g_00983
OG0000861	Syat.g_03127	Prbe.g_00982
OG0000862	Syat.g_03136	Prbe.g_00981
OG0000863	Syat.g_03138	Prbe.g_00979
OG0000864	Syat.g_03139	Prbe.g_00978
OG0000865	Syat.g_03140	Prbe.g_00977
OG0000866	Syat.g_03141	Prbe.g_00976
OG0000867	Syat.g_03142	Prbe.g_00975
OG0000868	Syat.g_03067	Prbe.g_00973
OG0000869	Syat.g_03054	Prbe.g_00970
OG0000870	Syat.g_03049	Prbe.g_00965
OG0000871	Syat.g_03048	Prbe.g_00964
OG0000872	Syat.g_03042	Prbe.g_00963
OG0000873	Syat.g_03039	Prbe.g_00960
OG0000874	Syat.g_03037	Prbe.g_00957
OG0000875	Syat.g_03035	Prbe.g_00956
OG0000876	Syat.g_00745	Prbe.g_00955
OG0000877	Syat.g_03024	Prbe.g_00953
OG0000878	Syat.g_03023	Prbe.g_00952
OG0000879	Syat.g_03022	Prbe.g_00951
OG0000880	Syat.g_03021	Prbe.g_00950
OG0000881	Syat.g_03016	Prbe.g_00946
OG0000882	Syat.g_03011	Prbe.g_00941
OG0000883	Syat.g_03007	Prbe.g_00939
OG0000884	Syat.g_03005	Prbe.g_00937
OG0000885	Syat.g_03004	Prbe.g_00936
OG0000886	Syat.g_03003	Prbe.g_00935
OG0000887	Syat.g_03002	Prbe.g_00934
OG0000888	Syat.g_03000	Prbe.g_00932
OG0000889	Syat.g_02997	Prbe.g_00930
OG0000890	Syat.g_02994	Prbe.g_00929
OG0000891	Syat.g_02993	Prbe.g_00928
OG0000892	Syat.g_02992	Prbe.g_00926
OG0000893	Syat.g_01864	Prbe.g_00922
OG0000894	Syat.g_01860	Prbe.g_00919
OG0000895	Syat.g_01856	Prbe.g_01111
OG0000896	Syat.g_01855	Prbe.g_01110
OG0000897	Syat.g_01853	Prbe.g_01108
OG0000898	Syat.g_01852	Prbe.g_01107
OG0000899	Syat.g_01851	Prbe.g_01106
OG0000900	Syat.g_01850	Prbe.g_01105
OG0000901	Syat.g_01845	Prbe.g_01102
OG0000902	Syat.g_01843	Prbe.g_01100
OG0000903	Syat.g_01830	Prbe.g_01096
OG0000904	Syat.g_01834	Prbe.g_01092
OG0000905	Syat.g_01839	Prbe.g_01098
OG0000906	Syat.g_01841	Prbe.g_01099
OG0000907	Syat.g_01828	Prbe.g_01089
OG0000908	Syat.g_01825	Prbe.g_01086
OG0000909	Syat.g_01824	Prbe.g_01085
OG0000910	Syat.g_01823	Prbe.g_01084
OG0000911	Syat.g_01821	Prbe.g_01082
OG0000912	Syat.g_01820	Prbe.g_01081
OG0000913	Syat.g_01819	Prbe.g_01080
OG0000914	Syat.g_01818	Prbe.g_01079
OG0000915	Syat.g_01816	Prbe.g_01078
OG0000916	Syat.g_01815	Prbe.g_00867
OG0000917	Syat.g_01814	Prbe.g_00866
OG0000918	Syat.g_01813	Prbe.g_00865
OG0000919	Syat.g_01812	Prbe.g_00864
OG0000920	Syat.g_01811	Prbe.g_00863
OG0000921	Syat.g_01810	Prbe.g_00862
OG0000922	Syat.g_01809	Prbe.g_00861
OG0000923	Syat.g_01805	Prbe.g_00857
OG0000924	Syat.g_01804	Prbe.g_00856
OG0000925	Syat.g_01803	Prbe.g_00855
OG0000926	Syat.g_01802	Prbe.g_00854
OG0000927	Syat.g_01800	Prbe.g_00852
OG0000928	Syat.g_01799	Prbe.g_00851
OG0000929	Syat.g_01798	Prbe.g_00850
OG0000930	Syat.g_01797	Prbe.g_00849
OG0000931	Syat.g_01796	Prbe.g_00848
OG0000932	Syat.g_01794	Prbe.g_00847
OG0000933	Syat.g_01788	Prbe.g_00843
OG0000934	Syat.g_01786	Prbe.g_00841
OG0000935	Syat.g_01665	Prbe.g_00840
OG0000936	Syat.g_01664	Prbe.g_00839
OG0000937	Syat.g_01663	Prbe.g_00838
OG0000938	Syat.g_01659	Prbe.g_00835
OG0000939	Syat.g_01658	Prbe.g_00834
OG0000940	Syat.g_01651	Prbe.g_00827
OG0000941	Syat.g_01649	Prbe.g_00825
OG0000942	Syat.g_01647	Prbe.g_00823
OG0000943	Syat.g_01646	Prbe.g_00822
OG0000944	Syat.g_01644	Prbe.g_00820
OG0000945	Syat.g_01643	Prbe.g_00819
OG0000946	Syat.g_01633	Prbe.g_00814
OG0000947	Syat.g_01630	Prbe.g_00812
OG0000948	Syat.g_01629	Prbe.g_00811
OG0000949	Syat.g_02142	Prbe.g_00808
OG0000950	Syat.g_02152	Prbe.g_00801
OG0000951	Syat.g_02157	Prbe.g_00797
OG0000952	Syat.g_02162	Prbe.g_00793
OG0000953	Syat.g_02166	Prbe.g_00789
OG0000954	Syat.g_02187	Prbe.g_00785
OG0000955	Syat.g_02188	Prbe.g_00784
OG0000956	Syat.g_02191	Prbe.g_00782
OG0000957	Syat.g_02204	Prbe.g_00776
OG0000958	Syat.g_02205	Prbe.g_00775
OG0000959	Syat.g_02212	Prbe.g_00771
OG0000960	Syat.g_02213	Prbe.g_00770
OG0000961	Syat.g_02873	Prbe.g_00767
OG0000962	Syat.g_02223	Prbe.g_00765
OG0000963	Syat.g_02226	Prbe.g_00761
OG0000964	Syat.g_02227	Prbe.g_00760
OG0000965	Syat.g_02228	Prbe.g_00759
OG0000966	Syat.g_02259	Prbe.g_00749
OG0000967	Syat.g_02263	Prbe.g_00753
OG0000968	Syat.g_02269	Prbe.g_00755
OG0000969	Syat.g_02271	Prbe.g_00756
OG0000970	Syat.g_02272	Prbe.g_01134
OG0000971	Syat.g_02274	Prbe.g_01135
OG0000972	Syat.g_02275	Prbe.g_01136
OG0000973	Syat.g_02276	Prbe.g_01137
OG0000974	Syat.g_02277	Prbe.g_01138
OG0000975	Syat.g_02278	Prbe.g_01139
OG0000976	Syat.g_02279	Prbe.g_01140
OG0000977	Syat.g_02281	Prbe.g_01141
OG0000978	Syat.g_02283	Prbe.g_01142
OG0000979	Syat.g_02286	Prbe.g_01145
OG0000980	Syat.g_02289	Prbe.g_01147
OG0000981	Syat.g_02292	Prbe.g_01150
OG0000982	Syat.g_02691	Prbe.g_01152
OG0000983	Syat.g_02690	Prbe.g_01153
OG0000984	Syat.g_02689	Prbe.g_01154
OG0000985	Syat.g_02685	Prbe.g_01157
OG0000986	Syat.g_02680	Prbe.g_01159
OG0000987	Syat.g_02678	Prbe.g_01160
OG0000988	Syat.g_02672	Prbe.g_01163
OG0000989	Syat.g_02657	Prbe.g_01167
OG0000990	Syat.g_02500	Prbe.g_01171
OG0000991	Syat.g_02503	Prbe.g_01172
OG0000992	Syat.g_02507	Prbe.g_01175
OG0000993	Syat.g_02508	Prbe.g_01176
OG0000994	Syat.g_02512	Prbe.g_01177
OG0000995	Syat.g_02517	Prbe.g_01181
OG0000996	Syat.g_02446	Prbe.g_01182
OG0000997	Syat.g_02417	Prbe.g_01185
OG0000998	Syat.g_02415	Prbe.g_01187
OG0000999	Syat.g_02414	Prbe.g_01188
OG0001001	Syat.g_02400	Prbe.g_01194
OG0001002	Syat.g_02394	Prbe.g_01056
OG0001003	Syat.g_02392	Prbe.g_01057
OG0001004	Syat.g_02391	Prbe.g_01058
OG0001005	Syat.g_02390	Prbe.g_01059
OG0001006	Syat.g_02378	Prbe.g_01063
OG0001007	Syat.g_02376	Prbe.g_01065
OG0001008	Syat.g_02971	Prbe.g_01935
OG0001009	Syat.g_02311	Prbe.g_00127
OG0001010	Syat.g_02310	Prbe.g_00128
OG0001011	Syat.g_02308	Prbe.g_00130
OG0001012	Syat.g_01004	Prbe.g_00144
OG0001013	Syat.g_02716	Prbe.g_00151
OG0001014	Syat.g_02721	Prbe.g_00154
OG0001015	Syat.g_02722	Prbe.g_00156
OG0001016	Syat.g_01474	Prbe.g_00178
OG0001017	Syat.g_01480	Prbe.g_00182
OG0001018	Syat.g_01482	Prbe.g_00184
OG0001019	Syat.g_01532	Prbe.g_00193
OG0001020	Syat.g_01539	Prbe.g_01630
OG0001021	Syat.g_01552	Prbe.g_01631
OG0001022	Syat.g_01555	Prbe.g_01634
OG0001023	Syat.g_01556	Prbe.g_01635
OG0001024	Syat.g_01560	Prbe.g_01639
OG0001025	Syat.g_01566	Prbe.g_01646
OG0001026	Syat.g_01582	Prbe.g_01655
OG0001027	Syat.g_02947	Prbe.g_01656
OG0001028	Syat.g_02944	Prbe.g_01658
OG0001029	Syat.g_02942	Prbe.g_01659
OG0001030	Syat.g_02922	Prbe.g_01675
OG0001031	Syat.g_02836	Prbe.g_01735
OG0001032	Syat.g_02834	Prbe.g_01736
OG0001033	Syat.g_02784	Prbe.g_01757
OG0001034	Syat.g_01448	Prbe.g_01788
OG0001035	Syat.g_01885	Prbe.g_01808
OG0001036	Syat.g_01939	Prbe.g_01812
OG0001037	Syat.g_01941	Prbe.g_01813
OG0001038	Syat.g_02058	Prbe.g_01832
OG0001039	Syat.g_02061	Prbe.g_01835
OG0001040	Syat.g_02064	Prbe.g_01837
OG0001041	Syat.g_02070	Prbe.g_01842
OG0001042	Syat.g_02100	Prbe.g_01859
OG0001043	Syat.g_02103	Prbe.g_01860
OG0001044	Syat.g_01615	Prbe.g_01891
OG0001045	Syat.g_01602	Prbe.g_01900
OG0001046	Syat.g_00552	Prbe.g_01033
OG0001047	Syat.g_02973	Prbe.g_01937
OG0001048	Syat.g_02974	Prbe.g_01938
OG0001049	Syat.g_01290	Prbe.g_01940
OG0001050	Syat.g_01289	Prbe.g_01941
OG0001051	Syat.g_01288	Prbe.g_01942
OG0001052	Syat.g_01375	Prbe.g_00662
OG0001053	Syat.g_03173	Prbe.g_00650
OG0001054	Syat.g_03192	Prbe.g_00635
OG0001055	Syat.g_03224	Prbe.g_00616
OG0001056	Syat.g_03275	Prbe.g_00599
OG0001057	Syat.g_00102	Prbe.g_00594
OG0001058	Syat.g_00079	Prbe.g_00586
OG0001059	Syat.g_00075	Prbe.g_00582
OG0001061	Syat.g_00051	Prbe.g_00561
OG0001062	Syat.g_00048	Prbe.g_00559
OG0001063	Syat.g_00042	Prbe.g_00557
OG0001064	Syat.g_00041	Prbe.g_00556
OG0001065	Syat.g_00040	Prbe.g_00555
OG0001066	Syat.g_00039	Prbe.g_00554
OG0001067	Syat.g_00038	Prbe.g_00553
OG0001068	Syat.g_00037	Prbe.g_00552
OG0001069	Syat.g_00036	Prbe.g_00551
OG0001070	Syat.g_00032	Prbe.g_00547
OG0001071	Syat.g_00031	Prbe.g_00546
OG0001072	Syat.g_00028	Prbe.g_00544
OG0001073	Syat.g_00009	Prbe.g_00530
OG0001074	Syat.g_01015	Prbe.g_00518
OG0001075	Syat.g_01037	Prbe.g_00517
OG0001076	Syat.g_03315	Prbe.g_00510
OG0001077	Syat.g_03290	Prbe.g_00504
OG0001078	Syat.g_00118	Prbe.g_01484
OG0001079	Syat.g_00378	Prbe.g_01472
OG0001080	Syat.g_00368	Prbe.g_01466
OG0001081	Syat.g_00366	Prbe.g_01464
OG0001082	Syat.g_00365	Prbe.g_01463
OG0001083	Syat.g_00390	Prbe.g_01458
OG0001084	Syat.g_00391	Prbe.g_01457
OG0001085	Syat.g_00408	Prbe.g_00444
OG0001086	Syat.g_00410	Prbe.g_00445
OG0001087	Syat.g_03277	Prbe.g_00463
OG0001088	Syat.g_02496	Prbe.g_00464
OG0001089	Syat.g_00818	Prbe.g_01205
OG0001090	Syat.g_00659	Prbe.g_01215
OG0001091	Syat.g_00661	Prbe.g_01437
OG0001092	Syat.g_00663	Prbe.g_01436
OG0001093	Syat.g_00669	Prbe.g_01431
OG0001094	Syat.g_00473	Prbe.g_01438
OG0001095	Syat.g_00497	Prbe.g_01235
OG0001096	Syat.g_00516	Prbe.g_01249
OG0001097	Syat.g_00743	Prbe.g_01269
OG0001098	Syat.g_01672	Prbe.g_01288
OG0001099	Syat.g_02943	Prbe.g_00110
OG0001100	Syat.g_00418	Prbe.g_00408
OG0001101	Syat.g_00420	Prbe.g_00411
OG0001102	Syat.g_00423	Prbe.g_00414
OG0001103	Syat.g_00425	Prbe.g_00416
OG0001104	Syat.g_00458	Prbe.g_00439
OG0001105	Syat.g_00461	Prbe.g_00443
OG0001106	Syat.g_00598	Prbe.g_01341
OG0001107	Syat.g_00580	Prbe.g_01348
OG0001108	Syat.g_00570	Prbe.g_01352
OG0001109	Syat.g_00568	Prbe.g_01353
OG0001110	Syat.g_00566	Prbe.g_01355
OG0001111	Syat.g_00564	Prbe.g_01356
OG0001112	Syat.g_00562	Prbe.g_01357
OG0001113	Syat.g_00561	Prbe.g_01358
OG0001114	Syat.g_00560	Prbe.g_01359
OG0001115	Syat.g_00557	Prbe.g_01361
OG0001116	Syat.g_00555	Prbe.g_01362
OG0001117	Syat.g_00554	Prbe.g_01363
OG0001118	Syat.g_00553	Prbe.g_01364
OG0001119	Syat.g_00551	Prbe.g_01365
OG0001120	Syat.g_00546	Prbe.g_01367
OG0001122	Syat.g_00711	Prbe.g_01387
OG0001123	Syat.g_00704	Prbe.g_01393
OG0001124	Syat.g_00702	Prbe.g_01395
OG0001125	Syat.g_00700	Prbe.g_01397
