Orthogroup	Syat	Prba
OG0000590	Syat.g_03317	Prba.g_01695
OG0000591	Syat.g_03308	Prba.g_01692
OG0000592	Syat.g_03307	Prba.g_01691
OG0000593	Syat.g_00113	Prba.g_01685
OG0000594	Syat.g_00114	Prba.g_01684
OG0000595	Syat.g_00115	Prba.g_01683
OG0000596	Syat.g_00129	Prba.g_01679
OG0000597	Syat.g_00132	Prba.g_01677
OG0000598	Syat.g_00133	Prba.g_01676
OG0000599	Syat.g_00381	Prba.g_01673
OG0000600	Syat.g_00380	Prba.g_01672
OG0000601	Syat.g_00379	Prba.g_01671
OG0000602	Syat.g_00375	Prba.g_01669
OG0000603	Syat.g_00374	Prba.g_01668
OG0000604	Syat.g_00372	Prba.g_01667
OG0000605	Syat.g_00370	Prba.g_01666
OG0000606	Syat.g_00367	Prba.g_01663
OG0000607	Syat.g_00364	Prba.g_01660
OG0000608	Syat.g_00363	Prba.g_01659
OG0000609	Syat.g_00344	Prba.g_01658
OG0000610	Syat.g_00399	Prba.g_01653
OG0000611	Syat.g_00402	Prba.g_01650
OG0000612	Syat.g_00403	Prba.g_01649
OG0000613	Syat.g_02129	Prba.g_01644
OG0000614	Syat.g_01084	Prba.g_01625
OG0000615	Syat.g_00442	Prba.g_01617
OG0000616	Syat.g_02397	Prba.g_01613
OG0000617	Syat.g_00665	Prba.g_01588
OG0000618	Syat.g_00666	Prba.g_01587
OG0000619	Syat.g_00667	Prba.g_01586
OG0000620	Syat.g_02591	Prba.g_01583
OG0000621	Syat.g_02590	Prba.g_01582
OG0000622	Syat.g_02572	Prba.g_01581
OG0000623	Syat.g_00672	Prba.g_01580
OG0000624	Syat.g_00673	Prba.g_01579
OG0000625	Syat.g_00674	Prba.g_01578
OG0000626	Syat.g_00675	Prba.g_01577
OG0000627	Syat.g_00641	Prba.g_01576
OG0000628	Syat.g_00640	Prba.g_01575
OG0000629	Syat.g_00637	Prba.g_01574
OG0000630	Syat.g_00631	Prba.g_01571
OG0000631	Syat.g_00624	Prba.g_01508
OG0000632	Syat.g_00623	Prba.g_01507
OG0000633	Syat.g_00622	Prba.g_01506
OG0000634	Syat.g_00475	Prba.g_01503
OG0000635	Syat.g_00476	Prba.g_01502
OG0000636	Syat.g_00478	Prba.g_01500
OG0000637	Syat.g_00480	Prba.g_01498
OG0000638	Syat.g_00481	Prba.g_01497
OG0000639	Syat.g_00482	Prba.g_01496
OG0000640	Syat.g_00483	Prba.g_01495
OG0000641	Syat.g_00488	Prba.g_01491
OG0000642	Syat.g_00489	Prba.g_01490
OG0000643	Syat.g_00494	Prba.g_01489
OG0000644	Syat.g_00495	Prba.g_01488
OG0000645	Syat.g_00496	Prba.g_01487
OG0000646	Syat.g_00499	Prba.g_01485
OG0000647	Syat.g_00501	Prba.g_01484
OG0000648	Syat.g_00504	Prba.g_01482
OG0000649	Syat.g_00505	Prba.g_01481
OG0000650	Syat.g_00506	Prba.g_01480
OG0000651	Syat.g_00507	Prba.g_01479
OG0000652	Syat.g_00508	Prba.g_01478
OG0000653	Syat.g_00510	Prba.g_01476
OG0000654	Syat.g_00514	Prba.g_01475
OG0000655	Syat.g_00515	Prba.g_01474
OG0000656	Syat.g_00518	Prba.g_01471
OG0000657	Syat.g_00720	Prba.g_01463
OG0000658	Syat.g_00723	Prba.g_01462
OG0000659	Syat.g_00724	Prba.g_01461
OG0000660	Syat.g_00740	Prba.g_01457
OG0000661	Syat.g_00742	Prba.g_01455
OG0000662	Syat.g_00746	Prba.g_01453
OG0000663	Syat.g_00749	Prba.g_01451
OG0000664	Syat.g_00752	Prba.g_01450
OG0000665	Syat.g_03302	Prba.g_01446
OG0000666	Syat.g_01415	Prba.g_01445
OG0000667	Syat.g_00958, Syat.g_03278	Prba.g_01441
OG0000668	Syat.g_00710	Prba.g_01411
OG0000669	Syat.g_00416	Prba.g_01404
OG0000670	Syat.g_00419	Prba.g_01402
OG0000671	Syat.g_00421	Prba.g_01400
OG0000672	Syat.g_00424	Prba.g_01397
OG0000673	Syat.g_00430	Prba.g_01394
OG0000674	Syat.g_00432	Prba.g_01392
OG0000675	Syat.g_00433	Prba.g_01391
OG0000676	Syat.g_00436	Prba.g_01389
OG0000677	Syat.g_00437	Prba.g_01388
OG0000678	Syat.g_00439	Prba.g_01386
OG0000679	Syat.g_00448	Prba.g_01382
OG0000680	Syat.g_00449	Prba.g_01381
OG0000681	Syat.g_00452	Prba.g_01379
OG0000682	Syat.g_00453	Prba.g_01378
OG0000683	Syat.g_00454	Prba.g_01377
OG0000684	Syat.g_00457	Prba.g_01375
OG0000685	Syat.g_02571	Prba.g_01373
OG0000686	Syat.g_00459	Prba.g_01372
OG0000687	Syat.g_00460	Prba.g_01371
OG0000688	Syat.g_00463	Prba.g_01368
OG0000689	Syat.g_00465	Prba.g_01367
OG0000690	Syat.g_00466	Prba.g_01366
OG0000691	Syat.g_00467	Prba.g_01365
OG0000692	Syat.g_00469	Prba.g_01363
OG0000693	Syat.g_00471	Prba.g_01362
OG0000694	Syat.g_00472	Prba.g_01361
OG0000695	Syat.g_00619	Prba.g_01359
OG0000696	Syat.g_00618	Prba.g_01358
OG0000697	Syat.g_00616	Prba.g_01357
OG0000698	Syat.g_00613	Prba.g_01354
OG0000699	Syat.g_00611	Prba.g_01353
OG0000700	Syat.g_00610	Prba.g_01352
OG0000701	Syat.g_00609	Prba.g_01351
OG0000702	Syat.g_00606	Prba.g_01349
OG0000703	Syat.g_00601	Prba.g_01348
OG0000704	Syat.g_00599	Prba.g_01347
OG0000705	Syat.g_00592	Prba.g_01343
OG0000706	Syat.g_00591	Prba.g_01342
OG0000707	Syat.g_00590	Prba.g_01341
OG0000708	Syat.g_00587	Prba.g_01340
OG0000709	Syat.g_00573	Prba.g_01336
OG0000710	Syat.g_00567	Prba.g_01333
OG0000711	Syat.g_00539	Prba.g_01316
OG0000712	Syat.g_00537	Prba.g_01314
OG0000713	Syat.g_00536	Prba.g_01313
OG0000714	Syat.g_00532	Prba.g_01312
OG0000715	Syat.g_00530	Prba.g_01310
OG0000716	Syat.g_00527	Prba.g_01308
OG0000717	Syat.g_00526	Prba.g_01307
OG0000718	Syat.g_00522	Prba.g_01295
OG0000719	Syat.g_00712	Prba.g_01293
OG0000720	Syat.g_00699	Prba.g_01284
OG0000721	Syat.g_00697	Prba.g_01282
OG0000722	Syat.g_00696	Prba.g_01281
OG0000723	Syat.g_00686	Prba.g_01278
OG0000724	Syat.g_00782	Prba.g_01269
OG0000725	Syat.g_00810	Prba.g_01263
OG0000726	Syat.g_00811	Prba.g_01262
OG0000727	Syat.g_00812	Prba.g_01261
OG0000728	Syat.g_00814	Prba.g_01259
OG0000729	Syat.g_02224	Prba.g_01214
OG0000730	Syat.g_01617	Prba.g_00749
OG0000731	Syat.g_01605	Prba.g_00745
OG0000732	Syat.g_02290	Prba.g_00735
OG0000733	Syat.g_03285	Prba.g_00096
OG0000734	Syat.g_01579	Prba.g_00079
OG0000735	Syat.g_03235	Prba.g_00077
OG0000736	Syat.g_03236	Prba.g_00076
OG0000737	Syat.g_03237	Prba.g_00075
OG0000738	Syat.g_03251	Prba.g_00071
OG0000739	Syat.g_03252	Prba.g_00070
OG0000740	Syat.g_03253	Prba.g_00069
OG0000741	Syat.g_03256	Prba.g_00068
OG0000742	Syat.g_03259	Prba.g_00065
OG0000743	Syat.g_03262	Prba.g_00063
OG0000744	Syat.g_03263	Prba.g_00062
OG0000745	Syat.g_03266	Prba.g_00060
OG0000746	Syat.g_00314	Prba.g_00058
OG0000747	Syat.g_00313	Prba.g_00057
OG0000748	Syat.g_00305	Prba.g_00054
OG0000749	Syat.g_00303	Prba.g_00053
OG0000750	Syat.g_00302	Prba.g_00052
OG0000751	Syat.g_00296	Prba.g_00050
OG0000752	Syat.g_00294	Prba.g_00048
OG0000753	Syat.g_00291	Prba.g_00045
OG0000754	Syat.g_00250	Prba.g_00042
OG0000755	Syat.g_00217	Prba.g_00039
OG0000756	Syat.g_00216	Prba.g_00038
OG0000757	Syat.g_00205	Prba.g_00032
OG0000758	Syat.g_00204	Prba.g_00031
OG0000759	Syat.g_00203	Prba.g_00030
OG0000760	Syat.g_00202	Prba.g_00029
OG0000761	Syat.g_00201	Prba.g_00028
OG0000762	Syat.g_00199	Prba.g_00027
OG0000763	Syat.g_00924	Prba.g_00025
OG0000764	Syat.g_00923	Prba.g_00024
OG0000765	Syat.g_00897	Prba.g_00015
OG0000766	Syat.g_00896	Prba.g_00014
OG0000767	Syat.g_00894	Prba.g_00012
OG0000768	Syat.g_00893	Prba.g_00011
OG0000769	Syat.g_00891	Prba.g_00009
OG0000770	Syat.g_00886	Prba.g_00007
OG0000771	Syat.g_00788	Prba.g_01084
OG0000772	Syat.g_01768	Prba.g_01167
OG0000773	Syat.g_01114	Prba.g_01183
OG0000774	Syat.g_01146	Prba.g_01185
OG0000775	Syat.g_01148	Prba.g_01187
OG0000776	Syat.g_01149	Prba.g_01188
OG0000777	Syat.g_01150	Prba.g_01189
OG0000778	Syat.g_01151	Prba.g_01190
OG0000779	Syat.g_01154	Prba.g_01194
OG0000780	Syat.g_01157	Prba.g_01195
OG0000781	Syat.g_01161	Prba.g_01198
OG0000782	Syat.g_01162	Prba.g_01199
OG0000783	Syat.g_01163	Prba.g_01200
OG0000784	Syat.g_01164	Prba.g_01201
OG0000785	Syat.g_01166	Prba.g_01203
OG0000786	Syat.g_01170	Prba.g_01205
OG0000787	Syat.g_01171	Prba.g_01206
OG0000788	Syat.g_00087	Prba.g_00209
OG0000789	Syat.g_00845	Prba.g_00206
OG0000790	Syat.g_01300	Prba.g_00191
OG0000791	Syat.g_01302	Prba.g_00189
OG0000792	Syat.g_01303	Prba.g_00188
OG0000793	Syat.g_01412	Prba.g_00185
OG0000794	Syat.g_01414	Prba.g_00184
OG0000795	Syat.g_01416	Prba.g_00183
OG0000796	Syat.g_01422	Prba.g_00179
OG0000797	Syat.g_01423	Prba.g_00178
OG0000798	Syat.g_01214	Prba.g_00166
OG0000799	Syat.g_01256	Prba.g_00115
OG0000800	Syat.g_01255	Prba.g_00114
OG0000801	Syat.g_01253	Prba.g_00113
OG0000802	Syat.g_01245	Prba.g_00111
OG0000803	Syat.g_01241	Prba.g_00109
OG0000804	Syat.g_01238	Prba.g_00108
OG0000805	Syat.g_01236	Prba.g_00106
OG0000806	Syat.g_01234	Prba.g_00720
OG0000807	Syat.g_01233	Prba.g_00719
OG0000808	Syat.g_01232	Prba.g_00718
OG0000809	Syat.g_01229	Prba.g_00715
OG0000810	Syat.g_01228	Prba.g_00714
OG0000811	Syat.g_01186	Prba.g_00710
OG0000812	Syat.g_01182	Prba.g_00708
OG0000813	Syat.g_01181	Prba.g_00707
OG0000814	Syat.g_01179	Prba.g_00705
OG0000815	Syat.g_01177	Prba.g_00704
OG0000816	Syat.g_01175	Prba.g_00702
OG0000817	Syat.g_01279	Prba.g_00701
OG0000818	Syat.g_01325	Prba.g_00696
OG0000819	Syat.g_01326	Prba.g_00695
OG0000820	Syat.g_01327	Prba.g_00694
OG0000821	Syat.g_01333	Prba.g_00690
OG0000822	Syat.g_01335	Prba.g_00689
OG0000823	Syat.g_01336	Prba.g_00688
OG0000824	Syat.g_01342	Prba.g_00685
OG0000825	Syat.g_01343	Prba.g_00684
OG0000826	Syat.g_01344	Prba.g_00683
OG0000827	Syat.g_01345	Prba.g_00682
OG0000828	Syat.g_01348	Prba.g_00679
OG0000829	Syat.g_01349	Prba.g_00678
OG0000830	Syat.g_01350	Prba.g_00677
OG0000831	Syat.g_01353	Prba.g_00350
OG0000832	Syat.g_02982	Prba.g_00344
OG0000833	Syat.g_03072	Prba.g_00336
OG0000834	Syat.g_03073	Prba.g_00335
OG0000835	Syat.g_03075	Prba.g_00334
OG0000836	Syat.g_03078	Prba.g_00333
OG0000837	Syat.g_03079	Prba.g_00332
OG0000838	Syat.g_03083	Prba.g_00330
OG0000839	Syat.g_03084	Prba.g_00329
OG0000840	Syat.g_03085	Prba.g_00328
OG0000841	Syat.g_03086	Prba.g_00327
OG0000842	Syat.g_03087	Prba.g_00326
OG0000843	Syat.g_03088	Prba.g_00325
OG0000844	Syat.g_03090	Prba.g_00324
OG0000845	Syat.g_03091	Prba.g_00323
OG0000846	Syat.g_03092	Prba.g_00322
OG0000847	Syat.g_03093	Prba.g_00321
OG0000848	Syat.g_03095	Prba.g_00320
OG0000849	Syat.g_03096	Prba.g_00319
OG0000850	Syat.g_03098	Prba.g_00317
OG0000851	Syat.g_03101	Prba.g_00316
OG0000852	Syat.g_03102	Prba.g_00315
OG0000853	Syat.g_03106	Prba.g_00311
OG0000854	Syat.g_03108	Prba.g_00309
OG0000855	Syat.g_03109	Prba.g_00308
OG0000856	Syat.g_03305	Prba.g_00293
OG0000857	Syat.g_00500	Prba.g_00266
OG0000858	Syat.g_03114	Prba.g_00232
OG0000859	Syat.g_03115	Prba.g_00231
OG0000860	Syat.g_03126	Prba.g_00618
OG0000861	Syat.g_03127	Prba.g_00617
OG0000862	Syat.g_03136	Prba.g_00616
OG0000863	Syat.g_03138	Prba.g_00614
OG0000864	Syat.g_03139	Prba.g_00613
OG0000865	Syat.g_03140	Prba.g_00612
OG0000866	Syat.g_03141	Prba.g_00611
OG0000867	Syat.g_03142	Prba.g_00610
OG0000868	Syat.g_03067	Prba.g_00609
OG0000869	Syat.g_03054	Prba.g_00605
OG0000870	Syat.g_03049	Prba.g_00600
OG0000871	Syat.g_03048	Prba.g_00599
OG0000872	Syat.g_03042	Prba.g_00598
OG0000873	Syat.g_03039	Prba.g_00595
OG0000874	Syat.g_03037	Prba.g_00592
OG0000875	Syat.g_03035	Prba.g_00591
OG0000876	Syat.g_00745	Prba.g_00590
OG0000877	Syat.g_03024	Prba.g_00588
OG0000878	Syat.g_03023	Prba.g_00587
OG0000879	Syat.g_03022	Prba.g_00586
OG0000880	Syat.g_03021	Prba.g_00585
OG0000881	Syat.g_03016	Prba.g_00581
OG0000882	Syat.g_03011	Prba.g_00576
OG0000883	Syat.g_03007	Prba.g_00574
OG0000884	Syat.g_03005	Prba.g_00573
OG0000885	Syat.g_03004	Prba.g_00572
OG0000886	Syat.g_03003	Prba.g_00571
OG0000887	Syat.g_03002	Prba.g_00570
OG0000888	Syat.g_03000	Prba.g_00568
OG0000889	Syat.g_02997	Prba.g_00566
OG0000890	Syat.g_02994	Prba.g_00565
OG0000891	Syat.g_02993	Prba.g_00564
OG0000892	Syat.g_02992	Prba.g_00352
OG0000893	Syat.g_01864	Prba.g_00357
OG0000894	Syat.g_01860	Prba.g_00359
OG0000895	Syat.g_01856	Prba.g_00362
OG0000896	Syat.g_01855	Prba.g_00363
OG0000897	Syat.g_01853	Prba.g_00365
OG0000898	Syat.g_01852	Prba.g_00366
OG0000899	Syat.g_01851	Prba.g_00367
OG0000900	Syat.g_01850	Prba.g_00368
OG0000901	Syat.g_01845	Prba.g_00371
OG0000902	Syat.g_01843	Prba.g_00373
OG0000903	Syat.g_01830	Prba.g_00376
OG0000904	Syat.g_01834	Prba.g_00378
OG0000905	Syat.g_01839	Prba.g_00383
OG0000906	Syat.g_01841	Prba.g_00384
OG0000907	Syat.g_01828	Prba.g_00387
OG0000908	Syat.g_01825	Prba.g_00390
OG0000909	Syat.g_01824	Prba.g_00391
OG0000910	Syat.g_01823	Prba.g_00392
OG0000911	Syat.g_01821	Prba.g_00394
OG0000912	Syat.g_01820	Prba.g_00395
OG0000913	Syat.g_01819	Prba.g_00396
OG0000914	Syat.g_01818	Prba.g_00397
OG0000915	Syat.g_01816	Prba.g_00398
OG0000916	Syat.g_01815	Prba.g_00399
OG0000917	Syat.g_01814	Prba.g_00400
OG0000918	Syat.g_01813	Prba.g_00401
OG0000919	Syat.g_01812	Prba.g_00402
OG0000920	Syat.g_01811	Prba.g_00403
OG0000921	Syat.g_01810	Prba.g_00404
OG0000922	Syat.g_01809	Prba.g_00405
OG0000923	Syat.g_01805	Prba.g_00409
OG0000924	Syat.g_01804	Prba.g_00410
OG0000925	Syat.g_01803	Prba.g_00411
OG0000926	Syat.g_01802	Prba.g_00412
OG0000927	Syat.g_01800	Prba.g_00414
OG0000928	Syat.g_01799	Prba.g_00415
OG0000929	Syat.g_01798	Prba.g_00416
OG0000930	Syat.g_01797	Prba.g_00417
OG0000931	Syat.g_01796	Prba.g_00418
OG0000932	Syat.g_01794	Prba.g_00419
OG0000933	Syat.g_01788	Prba.g_00423
OG0000934	Syat.g_01786	Prba.g_00425
OG0000935	Syat.g_01665	Prba.g_00426
OG0000936	Syat.g_01664	Prba.g_00427
OG0000937	Syat.g_01663	Prba.g_00428
OG0000938	Syat.g_01659	Prba.g_00430
OG0000939	Syat.g_01658	Prba.g_00431
OG0000940	Syat.g_01651	Prba.g_00438
OG0000941	Syat.g_01649	Prba.g_01049
OG0000942	Syat.g_01647	Prba.g_01051
OG0000943	Syat.g_01646	Prba.g_01052
OG0000944	Syat.g_01644	Prba.g_01053
OG0000945	Syat.g_01643	Prba.g_01054
OG0000946	Syat.g_01633	Prba.g_01059
OG0000947	Syat.g_01630	Prba.g_01061
OG0000948	Syat.g_01629	Prba.g_01062
OG0000949	Syat.g_02142	Prba.g_01065
OG0000950	Syat.g_02152	Prba.g_01070
OG0000951	Syat.g_02157	Prba.g_01074
OG0000952	Syat.g_02162	Prba.g_01078
OG0000953	Syat.g_02166	Prba.g_00753
OG0000954	Syat.g_02187	Prba.g_00757
OG0000955	Syat.g_02188	Prba.g_00758
OG0000956	Syat.g_02191	Prba.g_00760
OG0000957	Syat.g_02204	Prba.g_00766
OG0000958	Syat.g_02205	Prba.g_00767
OG0000959	Syat.g_02212	Prba.g_00771
OG0000960	Syat.g_02213	Prba.g_00772
OG0000961	Syat.g_02873	Prba.g_00774
OG0000962	Syat.g_02223	Prba.g_00776
OG0000963	Syat.g_02226	Prba.g_00780
OG0000964	Syat.g_02227	Prba.g_00781
OG0000965	Syat.g_02228	Prba.g_00782
OG0000966	Syat.g_02259	Prba.g_00789
OG0000967	Syat.g_02263	Prba.g_00794
OG0000968	Syat.g_02269	Prba.g_00796
OG0000969	Syat.g_02271	Prba.g_00797
OG0000970	Syat.g_02272	Prba.g_00798
OG0000971	Syat.g_02274	Prba.g_00799
OG0000972	Syat.g_02275	Prba.g_00800
OG0000973	Syat.g_02276	Prba.g_00801
OG0000974	Syat.g_02277	Prba.g_00802
OG0000975	Syat.g_02278	Prba.g_00803
OG0000976	Syat.g_02279	Prba.g_00804
OG0000977	Syat.g_02281	Prba.g_00805
OG0000978	Syat.g_02283	Prba.g_00806
OG0000979	Syat.g_02286	Prba.g_00809
OG0000980	Syat.g_02289	Prba.g_00811
OG0000981	Syat.g_02292	Prba.g_00813
OG0000982	Syat.g_02691	Prba.g_00815
OG0000983	Syat.g_02690	Prba.g_00816
OG0000984	Syat.g_02689	Prba.g_00817
OG0000985	Syat.g_02685	Prba.g_00820
OG0000986	Syat.g_02680	Prba.g_00822
OG0000987	Syat.g_02678	Prba.g_00823
OG0000988	Syat.g_02672	Prba.g_00826
OG0000989	Syat.g_02657	Prba.g_00830
OG0000990	Syat.g_02500	Prba.g_00833
OG0000991	Syat.g_02503	Prba.g_00834
OG0000992	Syat.g_02507	Prba.g_00836
OG0000993	Syat.g_02508	Prba.g_00837
OG0000994	Syat.g_02512	Prba.g_00838
OG0000995	Syat.g_02517	Prba.g_00842
OG0000996	Syat.g_02446	Prba.g_00843
OG0000997	Syat.g_02417	Prba.g_00844
OG0000998	Syat.g_02415	Prba.g_00846
OG0000999	Syat.g_02414	Prba.g_00847
OG0001001	Syat.g_02400	Prba.g_01780
OG0001002	Syat.g_02394	Prba.g_01784
OG0001003	Syat.g_02392	Prba.g_01785
OG0001004	Syat.g_02391	Prba.g_01786
OG0001005	Syat.g_02390	Prba.g_01787
OG0001006	Syat.g_02378	Prba.g_01791
OG0001007	Syat.g_02376	Prba.g_01793
OG0001008	Syat.g_02971	Prba.g_01024
OG0001009	Syat.g_02311	Prba.g_01820
OG0001010	Syat.g_02310	Prba.g_01821
OG0001011	Syat.g_02308	Prba.g_01822
OG0001012	Syat.g_01004	Prba.g_01837
OG0001013	Syat.g_02716	Prba.g_01842
OG0001014	Syat.g_02721	Prba.g_01845
OG0001015	Syat.g_02722	Prba.g_01846
OG0001016	Syat.g_01474	Prba.g_01861
OG0001017	Syat.g_01480	Prba.g_01865
OG0001018	Syat.g_01482	Prba.g_01868
OG0001019	Syat.g_01532	Prba.g_01877
OG0001020	Syat.g_01539	Prba.g_01878
OG0001021	Syat.g_01552	Prba.g_01879
OG0001022	Syat.g_01555	Prba.g_01882
OG0001023	Syat.g_01556	Prba.g_01883
OG0001024	Syat.g_01560	Prba.g_01886
OG0001025	Syat.g_01566	Prba.g_01892
OG0001026	Syat.g_01582	Prba.g_01899
OG0001027	Syat.g_02947	Prba.g_01900
OG0001028	Syat.g_02944	Prba.g_01902
OG0001029	Syat.g_02942	Prba.g_01903
OG0001030	Syat.g_02922	Prba.g_01918
OG0001031	Syat.g_02836	Prba.g_00642
OG0001032	Syat.g_02834	Prba.g_00643
OG0001033	Syat.g_02784	Prba.g_00664
OG0001034	Syat.g_01448	Prba.g_00455
OG0001035	Syat.g_01885	Prba.g_00473
OG0001036	Syat.g_01939	Prba.g_00477
OG0001037	Syat.g_01941	Prba.g_00478
OG0001038	Syat.g_02058	Prba.g_00495
OG0001039	Syat.g_02061	Prba.g_00498
OG0001040	Syat.g_02064	Prba.g_00500
OG0001041	Syat.g_02070	Prba.g_00504
OG0001042	Syat.g_02100	Prba.g_00520
OG0001043	Syat.g_02103	Prba.g_00521
OG0001044	Syat.g_01615	Prba.g_00549
OG0001045	Syat.g_01602	Prba.g_00558
OG0001046	Syat.g_00552	Prba.g_00873
OG0001047	Syat.g_02973	Prba.g_01022
OG0001048	Syat.g_02974	Prba.g_01021
OG0001049	Syat.g_01290	Prba.g_01019
OG0001050	Syat.g_01289	Prba.g_01018
OG0001051	Syat.g_01288	Prba.g_01017
OG0001052	Syat.g_01375	Prba.g_00990
OG0001053	Syat.g_03173	Prba.g_00978
OG0001054	Syat.g_03192	Prba.g_00963
OG0001055	Syat.g_03224	Prba.g_00944
OG0001056	Syat.g_03275	Prba.g_00925
OG0001057	Syat.g_00102	Prba.g_01774
OG0001058	Syat.g_00079	Prba.g_01766
OG0001059	Syat.g_00075	Prba.g_01762
OG0001061	Syat.g_00051	Prba.g_01742
OG0001062	Syat.g_00048	Prba.g_01740
OG0001063	Syat.g_00042	Prba.g_01738
OG0001064	Syat.g_00041	Prba.g_01737
OG0001065	Syat.g_00040	Prba.g_01736
OG0001066	Syat.g_00039	Prba.g_01735
OG0001067	Syat.g_00038	Prba.g_01734
OG0001068	Syat.g_00037	Prba.g_01733
OG0001069	Syat.g_00036	Prba.g_01732
OG0001070	Syat.g_00032	Prba.g_01729
OG0001071	Syat.g_00031	Prba.g_01728
OG0001072	Syat.g_00028	Prba.g_01727
OG0001073	Syat.g_00009	Prba.g_01713
OG0001074	Syat.g_01015	Prba.g_01702
OG0001075	Syat.g_01037	Prba.g_01701
OG0001076	Syat.g_03315	Prba.g_01693
OG0001077	Syat.g_03290	Prba.g_01689
OG0001078	Syat.g_00118	Prba.g_01681
OG0001079	Syat.g_00378	Prba.g_01670
OG0001080	Syat.g_00368	Prba.g_01664
OG0001081	Syat.g_00366	Prba.g_01662
OG0001082	Syat.g_00365	Prba.g_01661
OG0001083	Syat.g_00390	Prba.g_01656
OG0001084	Syat.g_00391	Prba.g_01655
OG0001085	Syat.g_00408	Prba.g_01647
OG0001086	Syat.g_00410	Prba.g_01646
OG0001087	Syat.g_03277	Prba.g_01629
OG0001088	Syat.g_02496	Prba.g_01628
OG0001089	Syat.g_00818	Prba.g_01620
OG0001090	Syat.g_00659	Prba.g_01593
OG0001091	Syat.g_00661	Prba.g_01591
OG0001092	Syat.g_00663	Prba.g_01590
OG0001093	Syat.g_00669	Prba.g_01585
OG0001094	Syat.g_00473	Prba.g_01505
OG0001095	Syat.g_00497	Prba.g_01486
OG0001096	Syat.g_00516	Prba.g_01473
OG0001097	Syat.g_00743	Prba.g_01454
OG0001098	Syat.g_01672	Prba.g_01439
OG0001099	Syat.g_02943	Prba.g_01407
OG0001100	Syat.g_00418	Prba.g_01403
OG0001101	Syat.g_00420	Prba.g_01401
OG0001102	Syat.g_00423	Prba.g_01398
OG0001103	Syat.g_00425	Prba.g_01396
OG0001104	Syat.g_00458	Prba.g_01374
OG0001105	Syat.g_00461	Prba.g_01370
OG0001106	Syat.g_00598	Prba.g_01346
OG0001107	Syat.g_00580	Prba.g_01339
OG0001108	Syat.g_00570	Prba.g_01335
OG0001109	Syat.g_00568	Prba.g_01334
OG0001110	Syat.g_00566	Prba.g_01332
OG0001111	Syat.g_00564	Prba.g_01331
OG0001112	Syat.g_00562	Prba.g_01330
OG0001113	Syat.g_00561	Prba.g_01329
OG0001114	Syat.g_00560	Prba.g_01328
OG0001115	Syat.g_00557	Prba.g_01326
OG0001116	Syat.g_00555	Prba.g_01325
OG0001117	Syat.g_00554	Prba.g_01324
OG0001118	Syat.g_00553	Prba.g_01323
OG0001119	Syat.g_00551	Prba.g_01322
OG0001120	Syat.g_00546	Prba.g_01320
OG0001122	Syat.g_00711	Prba.g_01292
OG0001123	Syat.g_00704	Prba.g_01288
OG0001124	Syat.g_00702	Prba.g_01286
OG0001125	Syat.g_00700	Prba.g_01285
OG0001126	Syat.g_00790	Prba.g_01275
OG0001127	Syat.g_00789	Prba.g_01274
OG0001128	Syat.g_00786	Prba.g_01272
OG0001129	Syat.g_00784	Prba.g_01271
OG0001130	Syat.g_00783	Prba.g_01270
OG0001131	Syat.g_01674	Prba.g_01234
OG0001132	Syat.g_00965	Prba.g_01225
OG0001133	Syat.g_03311	Prba.g_00729
OG0001136	Syat.g_03257	Prba.g_00067
OG0001137	Syat.g_00306	Prba.g_00055
OG0001138	Syat.g_00214	Prba.g_00037
OG0001139	Syat.g_00209	Prba.g_00036
OG0001140	Syat.g_00208	Prba.g_00035
OG0001141	Syat.g_00207	Prba.g_00034
OG0001142	Syat.g_00206	Prba.g_00033
OG0001143	Syat.g_00925	Prba.g_00026
OG0001144	Syat.g_00906	Prba.g_00021
OG0001145	Syat.g_01117	Prba.g_01184
OG0001146	Syat.g_01158	Prba.g_01196
OG0001147	Syat.g_01368	Prba.g_00210
OG0001148	Syat.g_01297	Prba.g_00194
OG0001149	Syat.g_01298	Prba.g_00193
OG0001150	Syat.g_01299	Prba.g_00192
OG0001151	Syat.g_01420	Prba.g_00181
OG0001152	Syat.g_01421	Prba.g_00180
OG0001153	Syat.g_01346	Prba.g_00681
OG0001154	Syat.g_01347	Prba.g_00680
OG0001155	Syat.g_02774	Prba.g_00343
OG0001156	Syat.g_02978	Prba.g_00340
OG0001157	Syat.g_02977	Prba.g_00339
OG0001158	Syat.g_02976	Prba.g_00338
OG0001159	Syat.g_02975	Prba.g_00337
OG0001160	Syat.g_03104	Prba.g_00313
OG0001161	Syat.g_02384	Prba.g_00300
OG0001162	Syat.g_01528	Prba.g_00289
OG0001163	Syat.g_03112	Prba.g_00234
OG0001164	Syat.g_03116	Prba.g_00230
OG0001165	Syat.g_03121	Prba.g_00227
OG0001166	Syat.g_03050	Prba.g_00601
OG0001167	Syat.g_03019	Prba.g_00584
OG0001168	Syat.g_03017	Prba.g_00582
OG0001169	Syat.g_03015	Prba.g_00580
OG0001170	Syat.g_03013	Prba.g_00578
OG0001171	Syat.g_03001	Prba.g_00569
OG0001172	Syat.g_01858	Prba.g_00360
OG0001173	Syat.g_01857	Prba.g_00361
OG0001174	Syat.g_01849	Prba.g_00369
OG0001175	Syat.g_01848	Prba.g_00370
OG0001176	Syat.g_01831	Prba.g_00377
