Orthogroup	Syat	Prbh
OG0000569	Syat.g_00056	Prbh.g_00259
OG0000570	Syat.g_00055	Prbh.g_00258
OG0000571	Syat.g_00052	Prbh.g_00256
OG0000572	Syat.g_00033	Prbh.g_00244
OG0000573	Syat.g_00024	Prbh.g_00238
OG0000574	Syat.g_00023	Prbh.g_00237
OG0000575	Syat.g_00018	Prbh.g_00233
OG0000576	Syat.g_00014	Prbh.g_00231
OG0000577	Syat.g_00013	Prbh.g_00230
OG0000578	Syat.g_00012	Prbh.g_00229
OG0000579	Syat.g_00011	Prbh.g_00228
OG0000580	Syat.g_00010	Prbh.g_00227
OG0000581	Syat.g_00003	Prbh.g_00224
OG0000582	Syat.g_03403	Prbh.g_00221
OG0000583	Syat.g_03404	Prbh.g_00220
OG0000584	Syat.g_03405	Prbh.g_00219
OG0000585	Syat.g_03408	Prbh.g_00217
OG0000586	Syat.g_03409	Prbh.g_00216
OG0000587	Syat.g_00001	Prbh.g_00215
OG0000588	Syat.g_00338	Prbh.g_01465
OG0000589	Syat.g_03318	Prbh.g_01462
OG0000590	Syat.g_03317	Prbh.g_01461
OG0000591	Syat.g_03308	Prbh.g_01457
OG0000592	Syat.g_03307	Prbh.g_01456
OG0000593	Syat.g_00113	Prbh.g_01221
OG0000594	Syat.g_00114	Prbh.g_01220
OG0000595	Syat.g_00115	Prbh.g_01219
OG0000596	Syat.g_00129	Prbh.g_01216
OG0000597	Syat.g_00132	Prbh.g_01213
OG0000598	Syat.g_00133	Prbh.g_01212
OG0000599	Syat.g_00381	Prbh.g_01209
OG0000600	Syat.g_00380	Prbh.g_01208
OG0000601	Syat.g_00379	Prbh.g_01207
OG0000602	Syat.g_00375	Prbh.g_01205
OG0000603	Syat.g_00374	Prbh.g_01204
OG0000604	Syat.g_00372	Prbh.g_01203
OG0000605	Syat.g_00370	Prbh.g_01202
OG0000606	Syat.g_00367	Prbh.g_01199
OG0000607	Syat.g_00364	Prbh.g_01196
OG0000608	Syat.g_00363	Prbh.g_01195
OG0000609	Syat.g_00344	Prbh.g_01194
OG0000610	Syat.g_00399	Prbh.g_01188
OG0000611	Syat.g_00402	Prbh.g_01185
OG0000612	Syat.g_00403	Prbh.g_01184
OG0000613	Syat.g_02129	Prbh.g_00907
OG0000614	Syat.g_01084	Prbh.g_00928
OG0000615	Syat.g_00442	Prbh.g_00939
OG0000616	Syat.g_02397	Prbh.g_01487
OG0000617	Syat.g_00665	Prbh.g_01167
OG0000618	Syat.g_00666	Prbh.g_01166
OG0000619	Syat.g_00667	Prbh.g_01165
OG0000620	Syat.g_02591	Prbh.g_01162
OG0000621	Syat.g_02590	Prbh.g_01161
OG0000622	Syat.g_02572	Prbh.g_01160
OG0000623	Syat.g_00672	Prbh.g_01159
OG0000624	Syat.g_00673	Prbh.g_01157
OG0000625	Syat.g_00674	Prbh.g_01156
OG0000626	Syat.g_00675	Prbh.g_01155
OG0000627	Syat.g_00641	Prbh.g_01154
OG0000628	Syat.g_00640	Prbh.g_01153
OG0000629	Syat.g_00637	Prbh.g_01151
OG0000630	Syat.g_00631	Prbh.g_01148
OG0000631	Syat.g_00624	Prbh.g_01056
OG0000632	Syat.g_00623	Prbh.g_01057
OG0000633	Syat.g_00622	Prbh.g_01058
OG0000634	Syat.g_00475	Prbh.g_00949
OG0000635	Syat.g_00476	Prbh.g_00950
OG0000636	Syat.g_00478	Prbh.g_00952
OG0000637	Syat.g_00480	Prbh.g_00954
OG0000638	Syat.g_00481	Prbh.g_00955
OG0000639	Syat.g_00482	Prbh.g_00956
OG0000640	Syat.g_00483	Prbh.g_00957
OG0000641	Syat.g_00488	Prbh.g_00961
OG0000642	Syat.g_00489	Prbh.g_00962
OG0000643	Syat.g_00494	Prbh.g_00963
OG0000644	Syat.g_00495	Prbh.g_00964
OG0000645	Syat.g_00496	Prbh.g_00965
OG0000646	Syat.g_00499	Prbh.g_00967
OG0000647	Syat.g_00501	Prbh.g_00969
OG0000648	Syat.g_00504	Prbh.g_00971
OG0000649	Syat.g_00505	Prbh.g_00972
OG0000650	Syat.g_00506	Prbh.g_00973
OG0000651	Syat.g_00507	Prbh.g_00974
OG0000652	Syat.g_00508	Prbh.g_00975
OG0000653	Syat.g_00510	Prbh.g_00977
OG0000654	Syat.g_00514	Prbh.g_00978
OG0000655	Syat.g_00515	Prbh.g_00979
OG0000656	Syat.g_00518	Prbh.g_00982
OG0000657	Syat.g_00720	Prbh.g_00989
OG0000658	Syat.g_00723	Prbh.g_00991
OG0000659	Syat.g_00724	Prbh.g_00992
OG0000660	Syat.g_00740	Prbh.g_00996
OG0000661	Syat.g_00742	Prbh.g_00998
OG0000662	Syat.g_00746	Prbh.g_01001
OG0000663	Syat.g_00749	Prbh.g_01003
OG0000664	Syat.g_00752	Prbh.g_01004
OG0000665	Syat.g_03302	Prbh.g_01010
OG0000666	Syat.g_01415	Prbh.g_01011
OG0000667	Syat.g_00958, Syat.g_03278	Prbh.g_01015
OG0000668	Syat.g_00710	Prbh.g_00857
OG0000669	Syat.g_00416	Prbh.g_00868
OG0000670	Syat.g_00419	Prbh.g_00871
OG0000671	Syat.g_00421	Prbh.g_00873
OG0000672	Syat.g_00424	Prbh.g_00876
OG0000673	Syat.g_00430	Prbh.g_00879
OG0000674	Syat.g_00432	Prbh.g_00881
OG0000675	Syat.g_00433	Prbh.g_00882
OG0000676	Syat.g_00436	Prbh.g_00884
OG0000677	Syat.g_00437	Prbh.g_00885
OG0000678	Syat.g_00439	Prbh.g_00887
OG0000679	Syat.g_00448	Prbh.g_00891
OG0000680	Syat.g_00449	Prbh.g_00892
OG0000681	Syat.g_00452	Prbh.g_00895
OG0000682	Syat.g_00453	Prbh.g_00896
OG0000683	Syat.g_00454	Prbh.g_00897
OG0000684	Syat.g_00457	Prbh.g_00898
OG0000685	Syat.g_02571	Prbh.g_00900
OG0000686	Syat.g_00459	Prbh.g_00901
OG0000687	Syat.g_00460	Prbh.g_00902
OG0000688	Syat.g_00463	Prbh.g_01179
OG0000689	Syat.g_00465	Prbh.g_01178
OG0000690	Syat.g_00466	Prbh.g_01177
OG0000691	Syat.g_00467	Prbh.g_01176
OG0000692	Syat.g_00469	Prbh.g_01174
OG0000693	Syat.g_00471	Prbh.g_01173
OG0000694	Syat.g_00472	Prbh.g_01172
OG0000695	Syat.g_00619	Prbh.g_01060
OG0000696	Syat.g_00618	Prbh.g_01061
OG0000697	Syat.g_00616	Prbh.g_01062
OG0000698	Syat.g_00613	Prbh.g_01065
OG0000699	Syat.g_00611	Prbh.g_01066
OG0000700	Syat.g_00610	Prbh.g_01067
OG0000701	Syat.g_00609	Prbh.g_01068
OG0000702	Syat.g_00606	Prbh.g_01070
OG0000703	Syat.g_00601	Prbh.g_01071
OG0000704	Syat.g_00599	Prbh.g_01073
OG0000705	Syat.g_00592	Prbh.g_01079
OG0000706	Syat.g_00591	Prbh.g_01080
OG0000707	Syat.g_00590	Prbh.g_01081
OG0000708	Syat.g_00587	Prbh.g_01083
OG0000709	Syat.g_00573	Prbh.g_01087
OG0000710	Syat.g_00567	Prbh.g_01090
OG0000711	Syat.g_00539	Prbh.g_01106
OG0000712	Syat.g_00537	Prbh.g_01107
OG0000713	Syat.g_00536	Prbh.g_01108
OG0000714	Syat.g_00532	Prbh.g_01109
OG0000715	Syat.g_00530	Prbh.g_01111
OG0000716	Syat.g_00527	Prbh.g_01113
OG0000717	Syat.g_00526	Prbh.g_01114
OG0000718	Syat.g_00522	Prbh.g_01116
OG0000719	Syat.g_00712	Prbh.g_01118
OG0000720	Syat.g_00699	Prbh.g_01129
OG0000721	Syat.g_00697	Prbh.g_01133
OG0000722	Syat.g_00696	Prbh.g_01134
OG0000723	Syat.g_00686	Prbh.g_01138
OG0000724	Syat.g_00782	Prbh.g_01036
OG0000725	Syat.g_00810	Prbh.g_01030
OG0000726	Syat.g_00811	Prbh.g_01029
OG0000727	Syat.g_00812	Prbh.g_01028
OG0000728	Syat.g_00814	Prbh.g_01026
OG0000729	Syat.g_02224	Prbh.g_01351
OG0000730	Syat.g_01617	Prbh.g_01325
OG0000731	Syat.g_01605	Prbh.g_00432
OG0000733	Syat.g_03285	Prbh.g_01867
OG0000734	Syat.g_01579	Prbh.g_01299
OG0000735	Syat.g_03235	Prbh.g_01297
OG0000736	Syat.g_03236	Prbh.g_01296
OG0000737	Syat.g_03237	Prbh.g_01295
OG0000738	Syat.g_03251	Prbh.g_01291
OG0000739	Syat.g_03252	Prbh.g_01290
OG0000740	Syat.g_03253	Prbh.g_01289
OG0000741	Syat.g_03256	Prbh.g_01287
OG0000742	Syat.g_03259	Prbh.g_01284
OG0000743	Syat.g_03262	Prbh.g_01282
OG0000744	Syat.g_03263	Prbh.g_01280
OG0000745	Syat.g_03266	Prbh.g_01279
OG0000746	Syat.g_00314	Prbh.g_01277
OG0000747	Syat.g_00313	Prbh.g_01276
OG0000748	Syat.g_00305	Prbh.g_01272
OG0000749	Syat.g_00303	Prbh.g_01271
OG0000750	Syat.g_00302	Prbh.g_01270
OG0000751	Syat.g_00296	Prbh.g_01267
OG0000752	Syat.g_00294	Prbh.g_01265
OG0000753	Syat.g_00291	Prbh.g_01262
OG0000754	Syat.g_00250	Prbh.g_01260
OG0000755	Syat.g_00217	Prbh.g_01254
OG0000756	Syat.g_00216	Prbh.g_01253
OG0000757	Syat.g_00205	Prbh.g_01246
OG0000758	Syat.g_00204	Prbh.g_01245
OG0000759	Syat.g_00203	Prbh.g_01244
OG0000760	Syat.g_00202	Prbh.g_01243
OG0000761	Syat.g_00201	Prbh.g_01242
OG0000762	Syat.g_00199	Prbh.g_01241
OG0000763	Syat.g_00924	Prbh.g_01239
OG0000764	Syat.g_00923	Prbh.g_01238
OG0000765	Syat.g_00897	Prbh.g_01230
OG0000766	Syat.g_00896	Prbh.g_01229
OG0000767	Syat.g_00894	Prbh.g_01227
OG0000768	Syat.g_00893	Prbh.g_01226
OG0000769	Syat.g_00891	Prbh.g_01224
OG0000770	Syat.g_00886	Prbh.g_01451
OG0000771	Syat.g_00788	Prbh.g_01397
OG0000772	Syat.g_01768	Prbh.g_01845
OG0000773	Syat.g_01114	Prbh.g_01364
OG0000774	Syat.g_01146	Prbh.g_01366
OG0000775	Syat.g_01148	Prbh.g_01368
OG0000776	Syat.g_01149	Prbh.g_01369
OG0000777	Syat.g_01150	Prbh.g_01370
OG0000778	Syat.g_01151	Prbh.g_01371
OG0000779	Syat.g_01154	Prbh.g_01375
OG0000780	Syat.g_01157	Prbh.g_01376
OG0000781	Syat.g_01161	Prbh.g_01379
OG0000782	Syat.g_01162	Prbh.g_01380
OG0000783	Syat.g_01163	Prbh.g_01381
OG0000784	Syat.g_01164	Prbh.g_01382
OG0000785	Syat.g_01166	Prbh.g_01384
OG0000786	Syat.g_01170	Prbh.g_01387
OG0000787	Syat.g_01171	Prbh.g_01388
OG0000788	Syat.g_00087	Prbh.g_00206
OG0000789	Syat.g_00845	Prbh.g_00196
OG0000790	Syat.g_01300	Prbh.g_00014
OG0000791	Syat.g_01302	Prbh.g_00016
OG0000792	Syat.g_01303	Prbh.g_00017
OG0000793	Syat.g_01412	Prbh.g_00021
OG0000794	Syat.g_01414	Prbh.g_00022
OG0000795	Syat.g_01416	Prbh.g_00023
OG0000796	Syat.g_01422	Prbh.g_00027
OG0000797	Syat.g_01423	Prbh.g_00028
OG0000798	Syat.g_02057	Prbh.g_00033
OG0000798	Syat.g_01214	Prbh.g_00062
OG0000799	Syat.g_01256	Prbh.g_00079
OG0000800	Syat.g_01255	Prbh.g_00080
OG0000801	Syat.g_01253	Prbh.g_00081
OG0000802	Syat.g_01245	Prbh.g_00083
OG0000803	Syat.g_01241	Prbh.g_00085
OG0000804	Syat.g_01238	Prbh.g_00086
OG0000805	Syat.g_01236	Prbh.g_00088
OG0000806	Syat.g_01234	Prbh.g_00090
OG0000807	Syat.g_01233	Prbh.g_00091
OG0000808	Syat.g_01232	Prbh.g_00092
OG0000809	Syat.g_01229	Prbh.g_00094
OG0000810	Syat.g_01228	Prbh.g_00095
OG0000811	Syat.g_01186	Prbh.g_00102
OG0000812	Syat.g_01182	Prbh.g_00104
OG0000813	Syat.g_01181	Prbh.g_00105
OG0000814	Syat.g_01179	Prbh.g_00107
OG0000815	Syat.g_01177	Prbh.g_00108
OG0000816	Syat.g_01175	Prbh.g_00110
OG0000817	Syat.g_01279	Prbh.g_00111
OG0000818	Syat.g_01325	Prbh.g_00116
OG0000819	Syat.g_01326	Prbh.g_00117
OG0000820	Syat.g_01327	Prbh.g_00118
OG0000821	Syat.g_01333	Prbh.g_00122
OG0000822	Syat.g_01335	Prbh.g_00123
OG0000823	Syat.g_01336	Prbh.g_00124
OG0000824	Syat.g_01342	Prbh.g_00127
OG0000825	Syat.g_01343	Prbh.g_00128
OG0000826	Syat.g_01344	Prbh.g_00129
OG0000827	Syat.g_01345	Prbh.g_00130
OG0000828	Syat.g_01348	Prbh.g_00133
OG0000829	Syat.g_01349	Prbh.g_00134
OG0000830	Syat.g_01350	Prbh.g_00135
OG0000831	Syat.g_01353	Prbh.g_00137
OG0000832	Syat.g_02982	Prbh.g_00147
OG0000833	Syat.g_03072	Prbh.g_00156
OG0000834	Syat.g_03073	Prbh.g_00157
OG0000835	Syat.g_03075	Prbh.g_00158
OG0000836	Syat.g_03078	Prbh.g_00159
OG0000837	Syat.g_03079	Prbh.g_00160
OG0000838	Syat.g_03083	Prbh.g_00163
OG0000839	Syat.g_03084	Prbh.g_00164
OG0000840	Syat.g_03085	Prbh.g_00165
OG0000841	Syat.g_03086	Prbh.g_00166
OG0000842	Syat.g_03087	Prbh.g_00167
OG0000843	Syat.g_03088	Prbh.g_00168
OG0000844	Syat.g_03090	Prbh.g_00169
OG0000845	Syat.g_03091	Prbh.g_00170
OG0000846	Syat.g_03092	Prbh.g_00171
OG0000847	Syat.g_03093	Prbh.g_00172
OG0000848	Syat.g_03095	Prbh.g_00173
OG0000849	Syat.g_03096	Prbh.g_00174
OG0000850	Syat.g_03098	Prbh.g_00176
OG0000851	Syat.g_03101	Prbh.g_00177
OG0000852	Syat.g_03102	Prbh.g_00178
OG0000853	Syat.g_03106	Prbh.g_00183
OG0000854	Syat.g_03108	Prbh.g_00185
OG0000855	Syat.g_03109	Prbh.g_00186
OG0000856	Syat.g_03305	Prbh.g_01454
OG0000857	Syat.g_00500	Prbh.g_00968
OG0000858	Syat.g_03114	Prbh.g_01789
OG0000859	Syat.g_03115	Prbh.g_01788
OG0000860	Syat.g_03126	Prbh.g_01780
OG0000861	Syat.g_03127	Prbh.g_01779
OG0000862	Syat.g_03136	Prbh.g_01778
OG0000863	Syat.g_03138	Prbh.g_01776
OG0000864	Syat.g_03139	Prbh.g_01775
OG0000865	Syat.g_03140	Prbh.g_01774
OG0000866	Syat.g_03141	Prbh.g_01773
OG0000867	Syat.g_03142	Prbh.g_01772
OG0000868	Syat.g_03067	Prbh.g_01770
OG0000869	Syat.g_03054	Prbh.g_01767
OG0000870	Syat.g_03049	Prbh.g_01762
OG0000871	Syat.g_03048	Prbh.g_01761
OG0000872	Syat.g_03042	Prbh.g_01760
OG0000873	Syat.g_03039	Prbh.g_01757
OG0000874	Syat.g_03037	Prbh.g_01754
OG0000875	Syat.g_03035	Prbh.g_01752
OG0000876	Syat.g_00745	Prbh.g_01751
OG0000877	Syat.g_03024	Prbh.g_01749
OG0000878	Syat.g_03023	Prbh.g_01748
OG0000879	Syat.g_03022	Prbh.g_01747
OG0000880	Syat.g_03021	Prbh.g_01746
OG0000881	Syat.g_03016	Prbh.g_01742
OG0000882	Syat.g_03011	Prbh.g_01737
OG0000883	Syat.g_03007	Prbh.g_01735
OG0000884	Syat.g_03005	Prbh.g_01733
OG0000885	Syat.g_03004	Prbh.g_01732
OG0000886	Syat.g_03003	Prbh.g_01731
OG0000887	Syat.g_03002	Prbh.g_01730
OG0000888	Syat.g_03000	Prbh.g_01728
OG0000889	Syat.g_02997	Prbh.g_01726
OG0000890	Syat.g_02994	Prbh.g_01725
OG0000891	Syat.g_02993	Prbh.g_01724
OG0000892	Syat.g_02992	Prbh.g_01723
OG0000893	Syat.g_01864	Prbh.g_01719
OG0000894	Syat.g_01860	Prbh.g_01716
OG0000895	Syat.g_01856	Prbh.g_01712
OG0000896	Syat.g_01855	Prbh.g_01711
OG0000897	Syat.g_01853	Prbh.g_01709
OG0000898	Syat.g_01852	Prbh.g_01708
OG0000899	Syat.g_01851	Prbh.g_01707
OG0000900	Syat.g_01850	Prbh.g_01706
OG0000901	Syat.g_01845	Prbh.g_01703
OG0000902	Syat.g_01843	Prbh.g_01701
OG0000903	Syat.g_01830	Prbh.g_01697
OG0000904	Syat.g_01834	Prbh.g_01692
OG0000905	Syat.g_01839	Prbh.g_01699
OG0000906	Syat.g_01841	Prbh.g_01700
OG0000907	Syat.g_01828	Prbh.g_01687
OG0000908	Syat.g_01825	Prbh.g_01684
OG0000909	Syat.g_01824	Prbh.g_01683
OG0000910	Syat.g_01823	Prbh.g_01682
OG0000911	Syat.g_01821	Prbh.g_01680
OG0000912	Syat.g_01820	Prbh.g_01679
OG0000913	Syat.g_01819	Prbh.g_01678
OG0000914	Syat.g_01818	Prbh.g_01677
OG0000915	Syat.g_01816	Prbh.g_01676
OG0000916	Syat.g_01815	Prbh.g_01675
OG0000917	Syat.g_01814	Prbh.g_01674
OG0000918	Syat.g_01813	Prbh.g_01673
OG0000919	Syat.g_01812	Prbh.g_01672
OG0000920	Syat.g_01811	Prbh.g_01671
OG0000921	Syat.g_01810	Prbh.g_01670
OG0000922	Syat.g_01809	Prbh.g_01669
OG0000923	Syat.g_01805	Prbh.g_01665
OG0000924	Syat.g_01804	Prbh.g_01664
OG0000925	Syat.g_01803	Prbh.g_01663
OG0000926	Syat.g_01802	Prbh.g_01662
OG0000927	Syat.g_01800	Prbh.g_01660
OG0000928	Syat.g_01799	Prbh.g_01659
OG0000929	Syat.g_01798	Prbh.g_01658
OG0000930	Syat.g_01797	Prbh.g_01657
OG0000931	Syat.g_01796	Prbh.g_01656
OG0000932	Syat.g_01794	Prbh.g_01655
OG0000933	Syat.g_01788	Prbh.g_01651
OG0000934	Syat.g_01786	Prbh.g_01649
OG0000935	Syat.g_01665	Prbh.g_01648
OG0000936	Syat.g_01664	Prbh.g_01647
OG0000937	Syat.g_01663	Prbh.g_01646
OG0000938	Syat.g_01659	Prbh.g_01643
OG0000939	Syat.g_01658	Prbh.g_01642
OG0000940	Syat.g_01651	Prbh.g_01635
OG0000941	Syat.g_01649	Prbh.g_01633
OG0000942	Syat.g_01647	Prbh.g_01631
OG0000943	Syat.g_01646	Prbh.g_01630
OG0000944	Syat.g_01644	Prbh.g_01628
OG0000945	Syat.g_01643	Prbh.g_01627
OG0000946	Syat.g_01633	Prbh.g_01621
OG0000947	Syat.g_01630	Prbh.g_01619
OG0000948	Syat.g_01629	Prbh.g_01618
OG0000949	Syat.g_02142	Prbh.g_01615
OG0000950	Syat.g_02152	Prbh.g_01608
OG0000951	Syat.g_02157	Prbh.g_01604
OG0000952	Syat.g_02162	Prbh.g_01600
OG0000953	Syat.g_02166	Prbh.g_01596
OG0000954	Syat.g_02187	Prbh.g_01592
OG0000955	Syat.g_02188	Prbh.g_01591
OG0000956	Syat.g_02191	Prbh.g_01589
OG0000957	Syat.g_02204	Prbh.g_01583
OG0000958	Syat.g_02205	Prbh.g_01582
OG0000959	Syat.g_02212	Prbh.g_01578
OG0000960	Syat.g_02213	Prbh.g_01577
OG0000961	Syat.g_02873	Prbh.g_01574
OG0000962	Syat.g_02223	Prbh.g_01572
OG0000963	Syat.g_02226	Prbh.g_01568
OG0000964	Syat.g_02227	Prbh.g_01567
OG0000965	Syat.g_02228	Prbh.g_01566
OG0000966	Syat.g_02259	Prbh.g_01560
OG0000967	Syat.g_02263	Prbh.g_01556
OG0000968	Syat.g_02269	Prbh.g_01554
OG0000969	Syat.g_02271	Prbh.g_01553
OG0000970	Syat.g_02272	Prbh.g_01552
OG0000971	Syat.g_02274	Prbh.g_01551
OG0000972	Syat.g_02275	Prbh.g_01550
OG0000973	Syat.g_02276	Prbh.g_01549
OG0000974	Syat.g_02277	Prbh.g_01548
OG0000975	Syat.g_02278	Prbh.g_01547
OG0000976	Syat.g_02279	Prbh.g_01546
OG0000977	Syat.g_02281	Prbh.g_01545
OG0000978	Syat.g_02283	Prbh.g_01544
OG0000979	Syat.g_02286	Prbh.g_01541
OG0000980	Syat.g_02289	Prbh.g_01539
OG0000981	Syat.g_02292	Prbh.g_01536
OG0000982	Syat.g_02691	Prbh.g_01534
OG0000983	Syat.g_02690	Prbh.g_01533
OG0000984	Syat.g_02689	Prbh.g_01532
OG0000985	Syat.g_02685	Prbh.g_01529
OG0000986	Syat.g_02680	Prbh.g_01527
OG0000987	Syat.g_02678	Prbh.g_01526
OG0000988	Syat.g_02672	Prbh.g_01523
OG0000989	Syat.g_02657	Prbh.g_01519
OG0000990	Syat.g_02500	Prbh.g_01514
OG0000991	Syat.g_02503	Prbh.g_01513
OG0000992	Syat.g_02507	Prbh.g_01510
OG0000993	Syat.g_02508	Prbh.g_01509
OG0000994	Syat.g_02512	Prbh.g_01508
OG0000995	Syat.g_02517	Prbh.g_01504
OG0000996	Syat.g_02446	Prbh.g_01503
OG0000997	Syat.g_02417	Prbh.g_01501
OG0000998	Syat.g_02415	Prbh.g_01499
OG0000999	Syat.g_02414	Prbh.g_01498
OG0001001	Syat.g_02400	Prbh.g_01490
OG0001002	Syat.g_02394	Prbh.g_01485
OG0001003	Syat.g_02392	Prbh.g_01484
OG0001004	Syat.g_02391	Prbh.g_01483
OG0001005	Syat.g_02390	Prbh.g_01482
OG0001006	Syat.g_02378	Prbh.g_01478
OG0001007	Syat.g_02376	Prbh.g_01476
OG0001008	Syat.g_02971	Prbh.g_00395
OG0001009	Syat.g_02311	Prbh.g_00753
OG0001010	Syat.g_02310	Prbh.g_00752
OG0001011	Syat.g_02308	Prbh.g_00751
OG0001012	Syat.g_01004	Prbh.g_00739
OG0001013	Syat.g_02716	Prbh.g_00732
OG0001014	Syat.g_02721	Prbh.g_00729
OG0001015	Syat.g_02722	Prbh.g_00728
OG0001016	Syat.g_01474	Prbh.g_00709
OG0001017	Syat.g_01480	Prbh.g_00705
OG0001018	Syat.g_01482	Prbh.g_00703
OG0001019	Syat.g_01532	Prbh.g_00694
OG0001020	Syat.g_01539	Prbh.g_00693
OG0001021	Syat.g_01552	Prbh.g_00692
OG0001022	Syat.g_01555	Prbh.g_00689
OG0001023	Syat.g_01556	Prbh.g_00688
OG0001024	Syat.g_01560	Prbh.g_00685
OG0001025	Syat.g_01566	Prbh.g_00678
OG0001026	Syat.g_01582	Prbh.g_00670
OG0001027	Syat.g_02947	Prbh.g_00669
OG0001028	Syat.g_02944	Prbh.g_00667
OG0001029	Syat.g_02942	Prbh.g_00666
OG0001030	Syat.g_02922	Prbh.g_00650
OG0001031	Syat.g_02836	Prbh.g_00596
OG0001032	Syat.g_02834	Prbh.g_00595
OG0001033	Syat.g_02784	Prbh.g_00574
OG0001034	Syat.g_01448	Prbh.g_00544
OG0001035	Syat.g_01885	Prbh.g_00524
OG0001036	Syat.g_01939	Prbh.g_00520
OG0001037	Syat.g_01941	Prbh.g_00519
OG0001038	Syat.g_02058	Prbh.g_00501
OG0001039	Syat.g_02061	Prbh.g_00498
OG0001040	Syat.g_02064	Prbh.g_00496
OG0001041	Syat.g_02070	Prbh.g_00491
OG0001042	Syat.g_02100	Prbh.g_00474
OG0001043	Syat.g_02103	Prbh.g_00473
OG0001044	Syat.g_01615	Prbh.g_00440
OG0001045	Syat.g_01602	Prbh.g_00430
OG0001046	Syat.g_00552	Prbh.g_01877
OG0001047	Syat.g_02973	Prbh.g_00393
OG0001048	Syat.g_02974	Prbh.g_00392
OG0001049	Syat.g_01290	Prbh.g_00390
OG0001050	Syat.g_01289	Prbh.g_00389
OG0001051	Syat.g_01288	Prbh.g_00388
OG0001052	Syat.g_01375	Prbh.g_00360
OG0001053	Syat.g_03173	Prbh.g_00348
OG0001054	Syat.g_03192	Prbh.g_00333
OG0001055	Syat.g_03224	Prbh.g_00313
OG0001056	Syat.g_03275	Prbh.g_00293
OG0001057	Syat.g_00102	Prbh.g_00289
OG0001058	Syat.g_00079	Prbh.g_00281
OG0001059	Syat.g_00075	Prbh.g_00277
OG0001061	Syat.g_00051	Prbh.g_00255
OG0001062	Syat.g_00048	Prbh.g_00253
OG0001063	Syat.g_00042	Prbh.g_00251
OG0001064	Syat.g_00041	Prbh.g_00250
OG0001065	Syat.g_00040	Prbh.g_00249
OG0001066	Syat.g_00039	Prbh.g_00248
OG0001067	Syat.g_00038	Prbh.g_00247
OG0001068	Syat.g_00037	Prbh.g_00246
OG0001069	Syat.g_00036	Prbh.g_00245
OG0001070	Syat.g_00032	Prbh.g_00243
OG0001071	Syat.g_00031	Prbh.g_00242
OG0001072	Syat.g_00028	Prbh.g_00240
OG0001073	Syat.g_00009	Prbh.g_00226
OG0001074	Syat.g_01015	Prbh.g_00214
OG0001075	Syat.g_01037	Prbh.g_00213
OG0001076	Syat.g_03315	Prbh.g_01459
OG0001077	Syat.g_03290	Prbh.g_01453
OG0001078	Syat.g_00118	Prbh.g_01217
OG0001079	Syat.g_00378	Prbh.g_01206
OG0001080	Syat.g_00368	Prbh.g_01200
OG0001081	Syat.g_00366	Prbh.g_01198
OG0001082	Syat.g_00365	Prbh.g_01197
OG0001083	Syat.g_00390	Prbh.g_01192
OG0001084	Syat.g_00391	Prbh.g_01191
OG0001085	Syat.g_00408	Prbh.g_00904
OG0001086	Syat.g_00410	Prbh.g_00905
OG0001087	Syat.g_03277	Prbh.g_00923
OG0001088	Syat.g_02496	Prbh.g_00924
OG0001089	Syat.g_00818	Prbh.g_00935
OG0001090	Syat.g_00659	Prbh.g_00946
OG0001091	Syat.g_00661	Prbh.g_01170
OG0001092	Syat.g_00663	Prbh.g_01169
OG0001093	Syat.g_00669	Prbh.g_01164
OG0001094	Syat.g_00473	Prbh.g_01171
OG0001095	Syat.g_00497	Prbh.g_00966
OG0001096	Syat.g_00516	Prbh.g_00980
OG0001097	Syat.g_00743	Prbh.g_00999
OG0001098	Syat.g_01672	Prbh.g_01019
OG0001099	Syat.g_02943	Prbh.g_00861
OG0001100	Syat.g_00418	Prbh.g_00870
OG0001101	Syat.g_00420	Prbh.g_00872
OG0001102	Syat.g_00423	Prbh.g_00875
OG0001103	Syat.g_00425	Prbh.g_00877
OG0001104	Syat.g_00458	Prbh.g_00899
OG0001105	Syat.g_00461	Prbh.g_00903
OG0001106	Syat.g_00598	Prbh.g_01074
OG0001107	Syat.g_00580	Prbh.g_01084
OG0001108	Syat.g_00570	Prbh.g_01088
OG0001109	Syat.g_00568	Prbh.g_01089
OG0001110	Syat.g_00566	Prbh.g_01091
OG0001111	Syat.g_00564	Prbh.g_01092
OG0001112	Syat.g_00562	Prbh.g_01093
OG0001113	Syat.g_00561	Prbh.g_01094
OG0001114	Syat.g_00560	Prbh.g_01095
OG0001115	Syat.g_00557	Prbh.g_01097
OG0001116	Syat.g_00555	Prbh.g_01098
OG0001117	Syat.g_00554	Prbh.g_01099
OG0001118	Syat.g_00553	Prbh.g_01100
OG0001119	Syat.g_00551	Prbh.g_01101
OG0001120	Syat.g_00546	Prbh.g_01102
OG0001122	Syat.g_00711	Prbh.g_01119
OG0001123	Syat.g_00704	Prbh.g_01124
OG0001124	Syat.g_00702	Prbh.g_01126
OG0001125	Syat.g_00700	Prbh.g_01128
OG0001126	Syat.g_00790	Prbh.g_01042
OG0001127	Syat.g_00789	Prbh.g_01041
OG0001128	Syat.g_00786	Prbh.g_01039
OG0001129	Syat.g_00784	Prbh.g_01038
OG0001130	Syat.g_00783	Prbh.g_01037
