Orthogroup	Syat	Prat
OG0000587	Syat.g_00001	Prat.g_00577
OG0000588	Syat.g_00338	Prat.g_00582
OG0000589	Syat.g_03318	Prat.g_00584
OG0000590	Syat.g_03317	Prat.g_00585
OG0000591	Syat.g_03308	Prat.g_00589
OG0000592	Syat.g_03307	Prat.g_00590
OG0000593	Syat.g_00113	Prat.g_01094
OG0000594	Syat.g_00114	Prat.g_01093
OG0000595	Syat.g_00115	Prat.g_01091
OG0000596	Syat.g_00129	Prat.g_01087
OG0000597	Syat.g_00132	Prat.g_01084
OG0000598	Syat.g_00133	Prat.g_01083
OG0000599	Syat.g_00381	Prat.g_01080
OG0000600	Syat.g_00380	Prat.g_01079
OG0000601	Syat.g_00379	Prat.g_01078
OG0000602	Syat.g_00375	Prat.g_01076
OG0000603	Syat.g_00374	Prat.g_01075
OG0000604	Syat.g_00372	Prat.g_01074
OG0000605	Syat.g_00370	Prat.g_01073
OG0000606	Syat.g_00367	Prat.g_01070
OG0000607	Syat.g_00364	Prat.g_01067
OG0000608	Syat.g_00363	Prat.g_01066
OG0000609	Syat.g_00344	Prat.g_01065
OG0000610	Syat.g_00399	Prat.g_01059
OG0000611	Syat.g_00402	Prat.g_01056
OG0000612	Syat.g_00403	Prat.g_01055
OG0000613	Syat.g_02129	Prat.g_00747
OG0000614	Syat.g_01084	Prat.g_00767
OG0000615	Syat.g_00442	Prat.g_00777
OG0000616	Syat.g_02397	Prat.g_01882
OG0000617	Syat.g_00665	Prat.g_00797
OG0000618	Syat.g_00666	Prat.g_00798
OG0000619	Syat.g_00667	Prat.g_00799
OG0000620	Syat.g_02591	Prat.g_00802
OG0000621	Syat.g_02590	Prat.g_00803
OG0000622	Syat.g_02572	Prat.g_00804
OG0000623	Syat.g_00672	Prat.g_00805
OG0000624	Syat.g_00673	Prat.g_00807
OG0000625	Syat.g_00674	Prat.g_00808
OG0000626	Syat.g_00675	Prat.g_00809
OG0000627	Syat.g_00641	Prat.g_00811
OG0000628	Syat.g_00640	Prat.g_00812
OG0000629	Syat.g_00637	Prat.g_00813
OG0000630	Syat.g_00631	Prat.g_00816
OG0000631	Syat.g_00624	Prat.g_00865
OG0000632	Syat.g_00623	Prat.g_00866
OG0000633	Syat.g_00622	Prat.g_00867
OG0000634	Syat.g_00475	Prat.g_01041
OG0000635	Syat.g_00476	Prat.g_01040
OG0000636	Syat.g_00478	Prat.g_01038
OG0000637	Syat.g_00480	Prat.g_01036
OG0000638	Syat.g_00481	Prat.g_01035
OG0000639	Syat.g_00482	Prat.g_01034
OG0000640	Syat.g_00483	Prat.g_01033
OG0000641	Syat.g_00488	Prat.g_01029
OG0000642	Syat.g_00489	Prat.g_01028
OG0000643	Syat.g_00494	Prat.g_01027
OG0000644	Syat.g_00495	Prat.g_01026
OG0000645	Syat.g_00496	Prat.g_01025
OG0000646	Syat.g_00499	Prat.g_01023
OG0000647	Syat.g_00501	Prat.g_01021
OG0000648	Syat.g_00504	Prat.g_01019
OG0000649	Syat.g_00505	Prat.g_01018
OG0000650	Syat.g_00506	Prat.g_01017
OG0000651	Syat.g_00507	Prat.g_01016
OG0000652	Syat.g_00508	Prat.g_01015
OG0000653	Syat.g_00510	Prat.g_01013
OG0000654	Syat.g_00514	Prat.g_01012
OG0000655	Syat.g_00515	Prat.g_01011
OG0000656	Syat.g_00518	Prat.g_01008
OG0000657	Syat.g_00720	Prat.g_01002
OG0000658	Syat.g_00723	Prat.g_01001
OG0000659	Syat.g_00724	Prat.g_01000
OG0000660	Syat.g_00740	Prat.g_00996
OG0000661	Syat.g_00742	Prat.g_00994
OG0000662	Syat.g_00746	Prat.g_00992
OG0000663	Syat.g_00749	Prat.g_00990
OG0000664	Syat.g_00752	Prat.g_00989
OG0000665	Syat.g_03302	Prat.g_00983
OG0000666	Syat.g_01415	Prat.g_00982
OG0000667	Syat.g_00958, Syat.g_03278	Prat.g_00978
OG0000668	Syat.g_00710	Prat.g_00694
OG0000669	Syat.g_00416	Prat.g_00705
OG0000670	Syat.g_00419	Prat.g_00708
OG0000671	Syat.g_00421	Prat.g_00710
OG0000672	Syat.g_00424	Prat.g_00713
OG0000673	Syat.g_00430	Prat.g_00717
OG0000674	Syat.g_00432	Prat.g_00719
OG0000675	Syat.g_00433	Prat.g_00720
OG0000676	Syat.g_00436	Prat.g_00722
OG0000677	Syat.g_00437	Prat.g_00723
OG0000678	Syat.g_00439	Prat.g_00725
OG0000679	Syat.g_00448	Prat.g_00730
OG0000680	Syat.g_00449	Prat.g_00731
OG0000681	Syat.g_00452	Prat.g_00734
OG0000682	Syat.g_00453	Prat.g_00735
OG0000683	Syat.g_00454	Prat.g_00736
OG0000684	Syat.g_00457	Prat.g_00738
OG0000685	Syat.g_02571	Prat.g_00740
OG0000686	Syat.g_00459	Prat.g_00741
OG0000687	Syat.g_00460	Prat.g_00742
OG0000688	Syat.g_00463	Prat.g_01051
OG0000689	Syat.g_00465	Prat.g_01050
OG0000690	Syat.g_00466	Prat.g_01049
OG0000691	Syat.g_00467	Prat.g_01048
OG0000692	Syat.g_00469	Prat.g_01046
OG0000693	Syat.g_00471	Prat.g_01045
OG0000694	Syat.g_00472	Prat.g_01044
OG0000695	Syat.g_00619	Prat.g_00869
OG0000696	Syat.g_00618	Prat.g_00870
OG0000697	Syat.g_00616	Prat.g_00871
OG0000698	Syat.g_00613	Prat.g_00874
OG0000699	Syat.g_00611	Prat.g_00876
OG0000700	Syat.g_00610	Prat.g_00877
OG0000701	Syat.g_00609	Prat.g_00878
OG0000702	Syat.g_00606	Prat.g_00880
OG0000703	Syat.g_00601	Prat.g_00881
OG0000704	Syat.g_00599	Prat.g_00883
OG0000705	Syat.g_00592	Prat.g_00889
OG0000706	Syat.g_00591	Prat.g_00890
OG0000707	Syat.g_00590	Prat.g_00891
OG0000708	Syat.g_00587	Prat.g_00893
OG0000709	Syat.g_00573	Prat.g_00897
OG0000710	Syat.g_00567	Prat.g_00900
OG0000711	Syat.g_00539	Prat.g_00916
OG0000712	Syat.g_00537	Prat.g_00917
OG0000713	Syat.g_00536	Prat.g_00918
OG0000714	Syat.g_00532	Prat.g_00919
OG0000715	Syat.g_00530	Prat.g_00921
OG0000716	Syat.g_00527	Prat.g_00923
OG0000717	Syat.g_00526	Prat.g_00924
OG0000718	Syat.g_00522	Prat.g_00929
OG0000719	Syat.g_00712	Prat.g_00931
OG0000720	Syat.g_00699	Prat.g_00942
OG0000721	Syat.g_00697	Prat.g_00946
OG0000722	Syat.g_00696	Prat.g_00947
OG0000723	Syat.g_00686	Prat.g_00951
OG0000724	Syat.g_00782	Prat.g_00960
OG0000725	Syat.g_00810	Prat.g_00966
OG0000726	Syat.g_00811	Prat.g_00967
OG0000727	Syat.g_00812	Prat.g_00968
OG0000728	Syat.g_00814	Prat.g_00970
OG0000729	Syat.g_02224	Prat.g_01214
OG0000730	Syat.g_01617	Prat.g_01199
OG0000731	Syat.g_01605	Prat.g_00354
OG0000732	Syat.g_02290	Prat.g_01831
OG0000733	Syat.g_03285	Prat.g_01560
OG0000734	Syat.g_01579	Prat.g_01171
OG0000735	Syat.g_03235	Prat.g_01169
OG0000736	Syat.g_03236	Prat.g_01168
OG0000737	Syat.g_03237	Prat.g_01167
OG0000738	Syat.g_03251	Prat.g_01163
OG0000739	Syat.g_03252	Prat.g_01162
OG0000740	Syat.g_03253	Prat.g_01161
OG0000741	Syat.g_03256	Prat.g_01159
OG0000742	Syat.g_03259	Prat.g_01157
OG0000743	Syat.g_03262	Prat.g_01155
OG0000744	Syat.g_03263	Prat.g_01154
OG0000745	Syat.g_03266	Prat.g_01153
OG0000746	Syat.g_00314	Prat.g_01151
OG0000747	Syat.g_00313	Prat.g_01150
OG0000748	Syat.g_00305	Prat.g_01146
OG0000749	Syat.g_00303	Prat.g_01145
OG0000750	Syat.g_00302	Prat.g_01144
OG0000751	Syat.g_00296	Prat.g_01141
OG0000752	Syat.g_00294	Prat.g_01139
OG0000753	Syat.g_00291	Prat.g_01136
OG0000754	Syat.g_00250	Prat.g_01134
OG0000755	Syat.g_00217	Prat.g_01128
OG0000756	Syat.g_00216	Prat.g_01127
OG0000757	Syat.g_00205	Prat.g_01121
OG0000758	Syat.g_00204	Prat.g_01120
OG0000759	Syat.g_00203	Prat.g_01119
OG0000760	Syat.g_00202	Prat.g_01118
OG0000761	Syat.g_00201	Prat.g_01117
OG0000762	Syat.g_00199	Prat.g_01116
OG0000763	Syat.g_00924	Prat.g_01114
OG0000764	Syat.g_00923	Prat.g_01113
OG0000765	Syat.g_00897	Prat.g_01104
OG0000766	Syat.g_00896	Prat.g_01103
OG0000767	Syat.g_00894	Prat.g_01101
OG0000768	Syat.g_00893	Prat.g_01100
OG0000769	Syat.g_00891	Prat.g_01098
OG0000770	Syat.g_00886	Prat.g_00594
OG0000771	Syat.g_00788	Prat.g_01509
OG0000772	Syat.g_01768	Prat.g_00626
OG0000773	Syat.g_01114	Prat.g_01240
OG0000774	Syat.g_01146	Prat.g_01242
OG0000775	Syat.g_01148	Prat.g_01244
OG0000776	Syat.g_01149	Prat.g_01245
OG0000777	Syat.g_01150	Prat.g_01246
OG0000778	Syat.g_01151	Prat.g_01247
OG0000779	Syat.g_01154	Prat.g_01251
OG0000780	Syat.g_01157	Prat.g_01252
OG0000781	Syat.g_01161	Prat.g_01255
OG0000782	Syat.g_01162	Prat.g_01256
OG0000783	Syat.g_01163	Prat.g_01257
OG0000784	Syat.g_01164	Prat.g_01258
OG0000785	Syat.g_01166	Prat.g_01260
OG0000786	Syat.g_01170	Prat.g_01263
OG0000787	Syat.g_01171	Prat.g_01264
OG0000788	Syat.g_00087	Prat.g_01471
OG0000789	Syat.g_00845	Prat.g_01455
OG0000790	Syat.g_01300	Prat.g_01296
OG0000791	Syat.g_01302	Prat.g_01298
OG0000792	Syat.g_01303	Prat.g_01299
OG0000793	Syat.g_01412	Prat.g_01302
OG0000794	Syat.g_01414	Prat.g_01303
OG0000795	Syat.g_01416	Prat.g_01304
OG0000796	Syat.g_01422	Prat.g_01308
OG0000797	Syat.g_01423	Prat.g_01309
OG0000799	Syat.g_01256	Prat.g_01333
OG0000800	Syat.g_01255	Prat.g_01334
OG0000801	Syat.g_01253	Prat.g_01335
OG0000802	Syat.g_01245	Prat.g_01337
OG0000803	Syat.g_01241	Prat.g_01339
OG0000804	Syat.g_01238	Prat.g_01340
OG0000805	Syat.g_01236	Prat.g_01342
OG0000806	Syat.g_01234	Prat.g_01344
OG0000807	Syat.g_01233	Prat.g_01345
OG0000808	Syat.g_01232	Prat.g_01346
OG0000809	Syat.g_01229	Prat.g_01350
OG0000810	Syat.g_01228	Prat.g_01351
OG0000811	Syat.g_01186	Prat.g_01356
OG0000812	Syat.g_01182	Prat.g_01358
OG0000813	Syat.g_01181	Prat.g_01359
OG0000814	Syat.g_01179	Prat.g_01361
OG0000815	Syat.g_01177	Prat.g_01362
OG0000816	Syat.g_01175	Prat.g_01364
OG0000817	Syat.g_01279	Prat.g_01365
OG0000818	Syat.g_01325	Prat.g_01370
OG0000819	Syat.g_01326	Prat.g_01371
OG0000820	Syat.g_01327	Prat.g_01372
OG0000821	Syat.g_01333	Prat.g_01378
OG0000822	Syat.g_01335	Prat.g_01379
OG0000823	Syat.g_01336	Prat.g_01380
OG0000824	Syat.g_01342	Prat.g_01383
OG0000825	Syat.g_01343	Prat.g_01384
OG0000826	Syat.g_01344	Prat.g_01385
OG0000827	Syat.g_01345	Prat.g_01386
OG0000828	Syat.g_01348	Prat.g_01389
OG0000829	Syat.g_01349	Prat.g_01390
OG0000830	Syat.g_01350	Prat.g_01391
OG0000831	Syat.g_01353	Prat.g_01393
OG0000832	Syat.g_02982	Prat.g_01405
OG0000833	Syat.g_03072	Prat.g_01414
OG0000834	Syat.g_03073	Prat.g_01415
OG0000835	Syat.g_03075	Prat.g_01416
OG0000836	Syat.g_03078	Prat.g_01417
OG0000837	Syat.g_03079	Prat.g_01418
OG0000838	Syat.g_03083	Prat.g_01421
OG0000839	Syat.g_03084	Prat.g_01422
OG0000840	Syat.g_03085	Prat.g_01423
OG0000841	Syat.g_03086	Prat.g_01424
OG0000842	Syat.g_03087	Prat.g_01425
OG0000843	Syat.g_03088	Prat.g_01426
OG0000844	Syat.g_03090	Prat.g_01427
OG0000845	Syat.g_03091	Prat.g_01428
OG0000846	Syat.g_03092	Prat.g_01429
OG0000847	Syat.g_03093	Prat.g_01430
OG0000848	Syat.g_03095	Prat.g_01431
OG0000849	Syat.g_03096	Prat.g_01432
OG0000850	Syat.g_03098	Prat.g_01434
OG0000851	Syat.g_03101	Prat.g_01435
OG0000852	Syat.g_03102	Prat.g_01436
OG0000853	Syat.g_03106	Prat.g_01441
OG0000854	Syat.g_03108	Prat.g_01443
OG0000855	Syat.g_03109	Prat.g_01444
OG0000856	Syat.g_03305	Prat.g_01457
OG0000857	Syat.g_00500	Prat.g_01022
OG0000858	Syat.g_03114	Prat.g_01585
OG0000859	Syat.g_03115	Prat.g_01586
OG0000860	Syat.g_03126	Prat.g_01594
OG0000861	Syat.g_03127	Prat.g_01595
OG0000862	Syat.g_03136	Prat.g_01596
OG0000863	Syat.g_03138	Prat.g_01598
OG0000864	Syat.g_03139	Prat.g_01599
OG0000865	Syat.g_03140	Prat.g_01600
OG0000866	Syat.g_03141	Prat.g_01601
OG0000867	Syat.g_03142	Prat.g_01602
OG0000868	Syat.g_03067	Prat.g_01603
OG0000869	Syat.g_03054	Prat.g_01606
OG0000870	Syat.g_03049	Prat.g_01611
OG0000871	Syat.g_03048	Prat.g_01612
OG0000872	Syat.g_03042	Prat.g_01613
OG0000873	Syat.g_03039	Prat.g_01616
OG0000874	Syat.g_03037	Prat.g_01619
OG0000875	Syat.g_03035	Prat.g_01621
OG0000876	Syat.g_00745	Prat.g_01622
OG0000877	Syat.g_03024	Prat.g_01624
OG0000878	Syat.g_03023	Prat.g_01625
OG0000879	Syat.g_03022	Prat.g_01626
OG0000880	Syat.g_03021	Prat.g_01627
OG0000881	Syat.g_03016	Prat.g_01631
OG0000882	Syat.g_03011	Prat.g_01636
OG0000883	Syat.g_03007	Prat.g_01639
OG0000884	Syat.g_03005	Prat.g_01641
OG0000885	Syat.g_03004	Prat.g_01642
OG0000886	Syat.g_03003	Prat.g_01643
OG0000887	Syat.g_03002	Prat.g_01644
OG0000888	Syat.g_03000	Prat.g_01646
OG0000889	Syat.g_02997	Prat.g_01648
OG0000890	Syat.g_02994	Prat.g_01649
OG0000891	Syat.g_02993	Prat.g_01650
OG0000892	Syat.g_02992	Prat.g_01652
OG0000893	Syat.g_01864	Prat.g_01655
OG0000894	Syat.g_01860	Prat.g_01658
OG0000895	Syat.g_01856	Prat.g_01662
OG0000896	Syat.g_01855	Prat.g_01663
OG0000897	Syat.g_01853	Prat.g_01665
OG0000898	Syat.g_01852	Prat.g_01666
OG0000899	Syat.g_01851	Prat.g_01667
OG0000900	Syat.g_01850	Prat.g_01668
OG0000901	Syat.g_01845	Prat.g_01671
OG0000902	Syat.g_01843	Prat.g_01673
OG0000903	Syat.g_01830	Prat.g_01677
OG0000904	Syat.g_01834	Prat.g_01682
OG0000905	Syat.g_01839	Prat.g_01675
OG0000906	Syat.g_01841	Prat.g_01674
OG0000907	Syat.g_01828	Prat.g_01684
OG0000908	Syat.g_01825	Prat.g_01687
OG0000909	Syat.g_01824	Prat.g_01688
OG0000910	Syat.g_01823	Prat.g_01689
OG0000911	Syat.g_01821	Prat.g_01691
OG0000912	Syat.g_01820	Prat.g_01692
OG0000913	Syat.g_01819	Prat.g_01693
OG0000914	Syat.g_01818	Prat.g_01694
OG0000915	Syat.g_01816	Prat.g_01695
OG0000916	Syat.g_01815	Prat.g_01696
OG0000917	Syat.g_01814	Prat.g_01697
OG0000918	Syat.g_01813	Prat.g_01698
OG0000919	Syat.g_01812	Prat.g_01699
OG0000920	Syat.g_01811	Prat.g_01700
OG0000921	Syat.g_01810	Prat.g_01701
OG0000922	Syat.g_01809	Prat.g_01702
OG0000923	Syat.g_01805	Prat.g_01706
OG0000924	Syat.g_01804	Prat.g_01707
OG0000925	Syat.g_01803	Prat.g_01708
OG0000926	Syat.g_01802	Prat.g_01709
OG0000927	Syat.g_01800	Prat.g_01711
OG0000928	Syat.g_01799	Prat.g_01712
OG0000929	Syat.g_01798	Prat.g_01713
OG0000930	Syat.g_01797	Prat.g_01714
OG0000931	Syat.g_01796	Prat.g_01715
OG0000932	Syat.g_01794	Prat.g_01327
OG0000933	Syat.g_01788	Prat.g_01719
OG0000934	Syat.g_01786	Prat.g_01721
OG0000935	Syat.g_01665	Prat.g_01722
OG0000936	Syat.g_01664	Prat.g_01723
OG0000937	Syat.g_01663	Prat.g_01724
OG0000938	Syat.g_01659	Prat.g_01727
OG0000939	Syat.g_01658	Prat.g_01728
OG0000940	Syat.g_01651	Prat.g_01735
OG0000941	Syat.g_01649	Prat.g_01737
OG0000942	Syat.g_01647	Prat.g_01739
OG0000943	Syat.g_01646	Prat.g_01740
OG0000944	Syat.g_01644	Prat.g_01742
OG0000945	Syat.g_01643	Prat.g_01744
OG0000946	Syat.g_01633	Prat.g_01748
OG0000947	Syat.g_01630	Prat.g_01750
OG0000948	Syat.g_01629	Prat.g_01751
OG0000949	Syat.g_02142	Prat.g_01754
OG0000950	Syat.g_02152	Prat.g_01760
OG0000951	Syat.g_02157	Prat.g_01764
OG0000952	Syat.g_02162	Prat.g_01768
OG0000953	Syat.g_02166	Prat.g_01772
OG0000954	Syat.g_02187	Prat.g_01777
OG0000955	Syat.g_02188	Prat.g_01778
OG0000956	Syat.g_02191	Prat.g_01780
OG0000957	Syat.g_02204	Prat.g_01786
OG0000958	Syat.g_02205	Prat.g_01787
OG0000959	Syat.g_02212	Prat.g_01791
OG0000960	Syat.g_02213	Prat.g_01792
OG0000961	Syat.g_02873	Prat.g_01795
OG0000962	Syat.g_02223	Prat.g_01797
OG0000963	Syat.g_02226	Prat.g_01801
OG0000964	Syat.g_02227	Prat.g_01802
OG0000965	Syat.g_02228	Prat.g_01803
OG0000966	Syat.g_02259	Prat.g_01809
OG0000967	Syat.g_02263	Prat.g_01813
OG0000968	Syat.g_02269	Prat.g_01815
OG0000969	Syat.g_02271	Prat.g_01816
OG0000970	Syat.g_02272	Prat.g_01817
OG0000971	Syat.g_02274	Prat.g_01818
OG0000972	Syat.g_02275	Prat.g_01819
OG0000973	Syat.g_02276	Prat.g_01820
OG0000974	Syat.g_02277	Prat.g_01821
OG0000975	Syat.g_02278	Prat.g_01822
OG0000976	Syat.g_02279	Prat.g_01823
OG0000977	Syat.g_02281	Prat.g_01824
OG0000978	Syat.g_02283	Prat.g_01825
OG0000979	Syat.g_02286	Prat.g_01828
OG0000980	Syat.g_02289	Prat.g_01830
OG0000981	Syat.g_02292	Prat.g_01833
OG0000982	Syat.g_02691	Prat.g_01835
OG0000983	Syat.g_02690	Prat.g_01836
OG0000984	Syat.g_02689	Prat.g_01837
OG0000985	Syat.g_02685	Prat.g_01840
OG0000986	Syat.g_02680	Prat.g_01842
OG0000987	Syat.g_02678	Prat.g_01843
OG0000988	Syat.g_02672	Prat.g_01846
OG0000989	Syat.g_02657	Prat.g_01850
OG0000990	Syat.g_02500	Prat.g_01856
OG0000991	Syat.g_02503	Prat.g_01857
OG0000992	Syat.g_02507	Prat.g_01860
OG0000993	Syat.g_02508	Prat.g_01861
OG0000994	Syat.g_02512	Prat.g_01862
OG0000995	Syat.g_02517	Prat.g_01866
OG0000996	Syat.g_02446	Prat.g_01867
OG0000997	Syat.g_02417	Prat.g_01869
OG0000998	Syat.g_02415	Prat.g_01871
OG0000999	Syat.g_02414	Prat.g_01872
OG0001001	Syat.g_02400	Prat.g_01879
OG0001002	Syat.g_02394	Prat.g_01884
OG0001003	Syat.g_02392	Prat.g_01885
OG0001004	Syat.g_02391	Prat.g_01886
OG0001005	Syat.g_02390	Prat.g_01887
OG0001006	Syat.g_02378	Prat.g_01891
OG0001007	Syat.g_02376	Prat.g_01893
OG0001008	Syat.g_02971	Prat.g_00397
OG0001009	Syat.g_02311	Prat.g_00028
OG0001010	Syat.g_02310	Prat.g_00029
OG0001011	Syat.g_02308	Prat.g_00031
OG0001012	Syat.g_01004	Prat.g_00046
OG0001013	Syat.g_02716	Prat.g_00053
OG0001014	Syat.g_02721	Prat.g_00056
OG0001015	Syat.g_02722	Prat.g_00057
OG0001016	Syat.g_01474	Prat.g_00070
OG0001017	Syat.g_01480	Prat.g_00074
OG0001018	Syat.g_01482	Prat.g_00076
OG0001019	Syat.g_01532	Prat.g_00087
OG0001020	Syat.g_01539	Prat.g_00088
OG0001021	Syat.g_01552	Prat.g_00089
OG0001022	Syat.g_01555	Prat.g_00091
OG0001023	Syat.g_01556	Prat.g_00092
OG0001024	Syat.g_01560	Prat.g_00095
OG0001025	Syat.g_01566	Prat.g_00102
OG0001026	Syat.g_01582	Prat.g_00110
OG0001027	Syat.g_02947	Prat.g_00111
OG0001028	Syat.g_02944	Prat.g_00113
OG0001029	Syat.g_02942	Prat.g_00114
OG0001030	Syat.g_02922	Prat.g_00130
OG0001031	Syat.g_02836	Prat.g_00188
OG0001032	Syat.g_02834	Prat.g_00189
OG0001033	Syat.g_02784	Prat.g_00210
OG0001034	Syat.g_01448	Prat.g_00241
OG0001035	Syat.g_01885	Prat.g_00261
OG0001036	Syat.g_01939	Prat.g_00266
OG0001037	Syat.g_01941	Prat.g_00267
OG0001038	Syat.g_02058	Prat.g_00285
OG0001039	Syat.g_02061	Prat.g_00288
OG0001040	Syat.g_02064	Prat.g_00291
OG0001041	Syat.g_02070	Prat.g_00295
OG0001042	Syat.g_02100	Prat.g_00312
OG0001043	Syat.g_02103	Prat.g_00313
OG0001044	Syat.g_01615	Prat.g_00347
OG0001045	Syat.g_01602	Prat.g_00356
OG0001046	Syat.g_00552	Prat.g_01469
OG0001047	Syat.g_02973	Prat.g_00399
OG0001048	Syat.g_02974	Prat.g_00400
OG0001049	Syat.g_01290	Prat.g_00403
OG0001050	Syat.g_01289	Prat.g_00404
OG0001051	Syat.g_01288	Prat.g_00405
OG0001052	Syat.g_01375	Prat.g_00430
OG0001053	Syat.g_03173	Prat.g_00443
OG0001054	Syat.g_03192	Prat.g_00459
OG0001055	Syat.g_03224	Prat.g_00480
OG0001056	Syat.g_03275	Prat.g_00498
OG0001057	Syat.g_00102	Prat.g_00502
OG0001058	Syat.g_00079	Prat.g_00510
OG0001059	Syat.g_00075	Prat.g_00515
OG0001061	Syat.g_00051	Prat.g_00538
OG0001062	Syat.g_00048	Prat.g_00540
OG0001063	Syat.g_00042	Prat.g_00542
OG0001064	Syat.g_00041	Prat.g_00543
OG0001065	Syat.g_00040	Prat.g_00544
OG0001066	Syat.g_00039	Prat.g_00545
OG0001067	Syat.g_00038	Prat.g_00546
OG0001068	Syat.g_00037	Prat.g_00547
OG0001069	Syat.g_00036	Prat.g_00548
OG0001070	Syat.g_00032	Prat.g_00550
OG0001071	Syat.g_00031	Prat.g_00551
OG0001072	Syat.g_00028	Prat.g_00552
OG0001073	Syat.g_00009	Prat.g_00566
OG0001074	Syat.g_01015	Prat.g_00579
OG0001075	Syat.g_01037	Prat.g_00580
OG0001076	Syat.g_03315	Prat.g_00587
OG0001077	Syat.g_03290	Prat.g_00592
OG0001078	Syat.g_00118	Prat.g_01089
OG0001079	Syat.g_00378	Prat.g_01077
OG0001080	Syat.g_00368	Prat.g_01071
OG0001081	Syat.g_00366	Prat.g_01069
OG0001082	Syat.g_00365	Prat.g_01068
OG0001083	Syat.g_00390	Prat.g_01063
OG0001084	Syat.g_00391	Prat.g_01062
OG0001085	Syat.g_00408	Prat.g_00744
OG0001086	Syat.g_00410	Prat.g_00745
OG0001087	Syat.g_03277	Prat.g_00762
OG0001088	Syat.g_02496	Prat.g_00763
OG0001089	Syat.g_00818	Prat.g_00774
OG0001090	Syat.g_00659	Prat.g_00789
OG0001091	Syat.g_00661	Prat.g_00791
OG0001092	Syat.g_00663	Prat.g_00792
OG0001093	Syat.g_00669	Prat.g_00800
OG0001094	Syat.g_00473	Prat.g_01043
OG0001095	Syat.g_00497	Prat.g_01024
OG0001096	Syat.g_00516	Prat.g_01010
OG0001097	Syat.g_00743	Prat.g_00993
OG0001098	Syat.g_01672	Prat.g_00974
OG0001099	Syat.g_02943	Prat.g_00699
OG0001100	Syat.g_00418	Prat.g_00707
OG0001101	Syat.g_00420	Prat.g_00709
OG0001102	Syat.g_00423	Prat.g_00712
OG0001103	Syat.g_00425	Prat.g_00715
OG0001104	Syat.g_00458	Prat.g_00739
OG0001105	Syat.g_00461	Prat.g_00743
OG0001106	Syat.g_00598	Prat.g_00884
OG0001107	Syat.g_00580	Prat.g_00894
OG0001108	Syat.g_00570	Prat.g_00898
OG0001109	Syat.g_00568	Prat.g_00899
OG0001110	Syat.g_00566	Prat.g_00901
OG0001111	Syat.g_00564	Prat.g_00902
OG0001112	Syat.g_00562	Prat.g_00903
OG0001113	Syat.g_00561	Prat.g_00904
OG0001114	Syat.g_00560	Prat.g_00905
OG0001115	Syat.g_00557	Prat.g_00907
OG0001116	Syat.g_00555	Prat.g_00908
OG0001117	Syat.g_00554	Prat.g_00909
OG0001118	Syat.g_00553	Prat.g_00910
OG0001119	Syat.g_00551	Prat.g_00911
OG0001120	Syat.g_00546	Prat.g_00913
OG0001122	Syat.g_00711	Prat.g_00932
OG0001123	Syat.g_00704	Prat.g_00937
OG0001124	Syat.g_00702	Prat.g_00939
OG0001125	Syat.g_00700	Prat.g_00941
OG0001126	Syat.g_00790	Prat.g_00955
OG0001127	Syat.g_00789	Prat.g_00956
OG0001128	Syat.g_00786	Prat.g_00957
OG0001129	Syat.g_00784	Prat.g_00958
OG0001130	Syat.g_00783	Prat.g_00959
OG0001131	Syat.g_01674	Prat.g_01204
OG0001132	Syat.g_00965	Prat.g_01479
OG0001133	Syat.g_03311	Prat.g_01211
OG0001136	Syat.g_03257	Prat.g_01158
OG0001137	Syat.g_00306	Prat.g_01147
OG0001138	Syat.g_00214	Prat.g_01126
OG0001139	Syat.g_00209	Prat.g_01124
OG0001141	Syat.g_00207	Prat.g_01123
OG0001142	Syat.g_00206	Prat.g_01122
OG0001143	Syat.g_00925	Prat.g_01115
OG0001144	Syat.g_00906	Prat.g_01110
OG0001145	Syat.g_01117	Prat.g_01241
OG0001146	Syat.g_01158	Prat.g_01253
OG0001147	Syat.g_01368	Prat.g_01287
OG0001148	Syat.g_01297	Prat.g_01293
OG0001149	Syat.g_01298	Prat.g_01294
OG0001150	Syat.g_01299	Prat.g_01295
OG0001151	Syat.g_01420	Prat.g_01306
OG0001152	Syat.g_01421	Prat.g_01307
OG0001153	Syat.g_01346	Prat.g_01387
OG0001154	Syat.g_01347	Prat.g_01388
OG0001155	Syat.g_02774	Prat.g_01407
OG0001156	Syat.g_02978	Prat.g_01410
OG0001157	Syat.g_02977	Prat.g_01411
OG0001158	Syat.g_02976	Prat.g_01412
OG0001159	Syat.g_02975	Prat.g_01413
OG0001160	Syat.g_03104	Prat.g_01439
OG0001161	Syat.g_02384	Prat.g_01502
OG0001162	Syat.g_01528	Prat.g_01500
OG0001163	Syat.g_03112	Prat.g_01583
OG0001164	Syat.g_03116	Prat.g_01587
OG0001165	Syat.g_03121	Prat.g_01590
OG0001166	Syat.g_03050	Prat.g_01610
OG0001167	Syat.g_03019	Prat.g_01628
OG0001168	Syat.g_03017	Prat.g_01630
OG0001169	Syat.g_03015	Prat.g_01632
OG0001170	Syat.g_03013	Prat.g_01634
OG0001171	Syat.g_03001	Prat.g_01645
OG0001172	Syat.g_01858	Prat.g_01660
OG0001173	Syat.g_01857	Prat.g_01661
OG0001174	Syat.g_01849	Prat.g_01669
OG0001175	Syat.g_01848	Prat.g_01670
