Orthogroup	Syat	Praa
OG0000591	Syat.g_03308	Praa.g_00625
OG0000592	Syat.g_03307	Praa.g_00626
OG0000593	Syat.g_00113	Praa.g_00632
OG0000594	Syat.g_00114	Praa.g_00633
OG0000595	Syat.g_00115	Praa.g_00634
OG0000596	Syat.g_00129	Praa.g_00638
OG0000597	Syat.g_00132	Praa.g_00640
OG0000598	Syat.g_00133	Praa.g_00641
OG0000599	Syat.g_00381	Praa.g_00644
OG0000600	Syat.g_00380	Praa.g_00645
OG0000601	Syat.g_00379	Praa.g_00646
OG0000602	Syat.g_00375	Praa.g_00648
OG0000603	Syat.g_00374	Praa.g_00649
OG0000604	Syat.g_00372	Praa.g_00650
OG0000605	Syat.g_00370	Praa.g_00651
OG0000606	Syat.g_00367	Praa.g_00654
OG0000607	Syat.g_00364	Praa.g_00657
OG0000608	Syat.g_00363	Praa.g_00658
OG0000609	Syat.g_00344	Praa.g_00659
OG0000610	Syat.g_00399	Praa.g_00664
OG0000611	Syat.g_00402	Praa.g_00667
OG0000612	Syat.g_00403	Praa.g_00668
OG0000613	Syat.g_02129	Praa.g_00673
OG0000614	Syat.g_01084	Praa.g_00692
OG0000615	Syat.g_00442	Praa.g_00700
OG0000616	Syat.g_02397	Praa.g_00704
OG0000617	Syat.g_00665	Praa.g_00717
OG0000618	Syat.g_00666	Praa.g_00718
OG0000619	Syat.g_00667	Praa.g_00719
OG0000620	Syat.g_02591	Praa.g_00722
OG0000621	Syat.g_02590	Praa.g_00723
OG0000622	Syat.g_02572	Praa.g_00724
OG0000623	Syat.g_00672	Praa.g_00725
OG0000624	Syat.g_00673	Praa.g_00726
OG0000625	Syat.g_00674	Praa.g_00727
OG0000626	Syat.g_00675	Praa.g_00728
OG0000627	Syat.g_00641	Praa.g_00729
OG0000628	Syat.g_00640	Praa.g_00730
OG0000629	Syat.g_00637	Praa.g_00731
OG0000630	Syat.g_00631	Praa.g_00734
OG0000631	Syat.g_00624	Praa.g_00794
OG0000632	Syat.g_00623	Praa.g_00795
OG0000633	Syat.g_00622	Praa.g_00796
OG0000634	Syat.g_00475	Praa.g_00799
OG0000635	Syat.g_00476	Praa.g_00800
OG0000636	Syat.g_00478	Praa.g_00802
OG0000637	Syat.g_00480	Praa.g_00804
OG0000638	Syat.g_00481	Praa.g_00805
OG0000639	Syat.g_00482	Praa.g_00806
OG0000640	Syat.g_00483	Praa.g_00807
OG0000641	Syat.g_00488	Praa.g_00812
OG0000642	Syat.g_00489	Praa.g_00813
OG0000643	Syat.g_00494	Praa.g_00814
OG0000644	Syat.g_00495	Praa.g_00815
OG0000645	Syat.g_00496	Praa.g_00816
OG0000646	Syat.g_00499	Praa.g_00818
OG0000647	Syat.g_00501	Praa.g_00819
OG0000648	Syat.g_00504	Praa.g_00821
OG0000649	Syat.g_00505	Praa.g_00822
OG0000650	Syat.g_00506	Praa.g_00823
OG0000651	Syat.g_00507	Praa.g_00824
OG0000652	Syat.g_00508	Praa.g_00825
OG0000653	Syat.g_00510	Praa.g_00827
OG0000654	Syat.g_00514	Praa.g_00828
OG0000655	Syat.g_00515	Praa.g_00829
OG0000656	Syat.g_00518	Praa.g_00832
OG0000657	Syat.g_00720	Praa.g_00840
OG0000658	Syat.g_00723	Praa.g_00841
OG0000659	Syat.g_00724	Praa.g_00842
OG0000660	Syat.g_00740	Praa.g_00846
OG0000661	Syat.g_00742	Praa.g_00848
OG0000662	Syat.g_00746	Praa.g_00850
OG0000663	Syat.g_00749	Praa.g_00852
OG0000664	Syat.g_00752	Praa.g_00853
OG0000665	Syat.g_03302	Praa.g_00857
OG0000666	Syat.g_01415	Praa.g_00858
OG0000667	Syat.g_00958, Syat.g_03278	Praa.g_00862
OG0000668	Syat.g_00710	Praa.g_00892
OG0000669	Syat.g_00416	Praa.g_00899
OG0000670	Syat.g_00419	Praa.g_00901
OG0000671	Syat.g_00421	Praa.g_00903
OG0000672	Syat.g_00424	Praa.g_00905
OG0000673	Syat.g_00430	Praa.g_00908
OG0000674	Syat.g_00432	Praa.g_00910
OG0000675	Syat.g_00433	Praa.g_00911
OG0000676	Syat.g_00436	Praa.g_00913
OG0000677	Syat.g_00437	Praa.g_00914
OG0000678	Syat.g_00439	Praa.g_00916
OG0000679	Syat.g_00448	Praa.g_00920
OG0000680	Syat.g_00449	Praa.g_00921
OG0000681	Syat.g_00452	Praa.g_00923
OG0000682	Syat.g_00453	Praa.g_00924
OG0000683	Syat.g_00454	Praa.g_00925
OG0000684	Syat.g_00457	Praa.g_00926
OG0000685	Syat.g_02571	Praa.g_00928
OG0000686	Syat.g_00459	Praa.g_00929
OG0000687	Syat.g_00460	Praa.g_00930
OG0000688	Syat.g_00463	Praa.g_00933
OG0000689	Syat.g_00465	Praa.g_00934
OG0000690	Syat.g_00466	Praa.g_00935
OG0000691	Syat.g_00467	Praa.g_00936
OG0000692	Syat.g_00469	Praa.g_00938
OG0000693	Syat.g_00471	Praa.g_00939
OG0000694	Syat.g_00472	Praa.g_00940
OG0000695	Syat.g_00619	Praa.g_00942
OG0000696	Syat.g_00618	Praa.g_00943
OG0000697	Syat.g_00616	Praa.g_00944
OG0000698	Syat.g_00613	Praa.g_00947
OG0000699	Syat.g_00611	Praa.g_00948
OG0000700	Syat.g_00610	Praa.g_00949
OG0000701	Syat.g_00609	Praa.g_00950
OG0000702	Syat.g_00606	Praa.g_00952
OG0000703	Syat.g_00601	Praa.g_00953
OG0000704	Syat.g_00599	Praa.g_00954
OG0000705	Syat.g_00592	Praa.g_00958
OG0000706	Syat.g_00591	Praa.g_00959
OG0000707	Syat.g_00590	Praa.g_00960
OG0000708	Syat.g_00587	Praa.g_00961
OG0000709	Syat.g_00573	Praa.g_00965
OG0000710	Syat.g_00567	Praa.g_00968
OG0000711	Syat.g_00539	Praa.g_00985
OG0000712	Syat.g_00537	Praa.g_00987
OG0000713	Syat.g_00536	Praa.g_00988
OG0000714	Syat.g_00532	Praa.g_00989
OG0000715	Syat.g_00530	Praa.g_00991
OG0000716	Syat.g_00527	Praa.g_00993
OG0000717	Syat.g_00526	Praa.g_00994
OG0000718	Syat.g_00522	Praa.g_01008
OG0000719	Syat.g_00712	Praa.g_01010
OG0000720	Syat.g_00699	Praa.g_01019
OG0000721	Syat.g_00697	Praa.g_01021
OG0000722	Syat.g_00696	Praa.g_01022
OG0000723	Syat.g_00686	Praa.g_01025
OG0000724	Syat.g_00782	Praa.g_01034
OG0000725	Syat.g_00810	Praa.g_01040
OG0000726	Syat.g_00811	Praa.g_01041
OG0000727	Syat.g_00812	Praa.g_01042
OG0000728	Syat.g_00814	Praa.g_01044
OG0000729	Syat.g_02224	Praa.g_01091
OG0000730	Syat.g_01617	Praa.g_01095
OG0000731	Syat.g_01605	Praa.g_01099
OG0000732	Syat.g_02290	Praa.g_01109
OG0000733	Syat.g_03285	Praa.g_01128
OG0000734	Syat.g_01579	Praa.g_01145
OG0000735	Syat.g_03235	Praa.g_01147
OG0000736	Syat.g_03236	Praa.g_01148
OG0000737	Syat.g_03237	Praa.g_01149
OG0000738	Syat.g_03251	Praa.g_01153
OG0000739	Syat.g_03252	Praa.g_01154
OG0000740	Syat.g_03253	Praa.g_01155
OG0000741	Syat.g_03256	Praa.g_01156
OG0000742	Syat.g_03259	Praa.g_01158
OG0000743	Syat.g_03262	Praa.g_01160
OG0000744	Syat.g_03263	Praa.g_01161
OG0000745	Syat.g_03266	Praa.g_01162
OG0000746	Syat.g_00314	Praa.g_01164
OG0000747	Syat.g_00313	Praa.g_01165
OG0000748	Syat.g_00305	Praa.g_01168
OG0000749	Syat.g_00303	Praa.g_01169
OG0000750	Syat.g_00302	Praa.g_01170
OG0000751	Syat.g_00296	Praa.g_01172
OG0000752	Syat.g_00294	Praa.g_01174
OG0000753	Syat.g_00291	Praa.g_01177
OG0000754	Syat.g_00250	Praa.g_01180
OG0000755	Syat.g_00217	Praa.g_01183
OG0000756	Syat.g_00216	Praa.g_01184
OG0000757	Syat.g_00205	Praa.g_01190
OG0000758	Syat.g_00204	Praa.g_01191
OG0000759	Syat.g_00203	Praa.g_01192
OG0000760	Syat.g_00202	Praa.g_01193
OG0000761	Syat.g_00201	Praa.g_01194
OG0000762	Syat.g_00199	Praa.g_01195
OG0000763	Syat.g_00924	Praa.g_01197
OG0000764	Syat.g_00923	Praa.g_01198
OG0000765	Syat.g_00897	Praa.g_01207
OG0000766	Syat.g_00896	Praa.g_01208
OG0000767	Syat.g_00894	Praa.g_01210
OG0000768	Syat.g_00893	Praa.g_01211
OG0000769	Syat.g_00891	Praa.g_01213
OG0000770	Syat.g_00886	Praa.g_01215
OG0000771	Syat.g_00788	Praa.g_01224
OG0000772	Syat.g_01768	Praa.g_01290
OG0000773	Syat.g_01114	Praa.g_01309
OG0000774	Syat.g_01146	Praa.g_01311
OG0000775	Syat.g_01148	Praa.g_01313
OG0000776	Syat.g_01149	Praa.g_01314
OG0000777	Syat.g_01150	Praa.g_01315
OG0000778	Syat.g_01151	Praa.g_01316
OG0000779	Syat.g_01154	Praa.g_01320
OG0000780	Syat.g_01157	Praa.g_01321
OG0000781	Syat.g_01161	Praa.g_01324
OG0000782	Syat.g_01162	Praa.g_01325
OG0000783	Syat.g_01163	Praa.g_01326
OG0000784	Syat.g_01164	Praa.g_01327
OG0000785	Syat.g_01166	Praa.g_01329
OG0000786	Syat.g_01170	Praa.g_01331
OG0000787	Syat.g_01171	Praa.g_01332
OG0000788	Syat.g_00087	Praa.g_01353
OG0000789	Syat.g_00845	Praa.g_01356
OG0000790	Syat.g_01300	Praa.g_01371
OG0000791	Syat.g_01302	Praa.g_01373
OG0000792	Syat.g_01303	Praa.g_01374
OG0000793	Syat.g_01412	Praa.g_01377
OG0000794	Syat.g_01414	Praa.g_01378
OG0000795	Syat.g_01416	Praa.g_01379
OG0000796	Syat.g_01422	Praa.g_01383
OG0000797	Syat.g_01423	Praa.g_01384
OG0000798	Syat.g_02057	Praa.g_01393
OG0000798	Syat.g_01214	Praa.g_01412
OG0000799	Syat.g_01256	Praa.g_01458
OG0000800	Syat.g_01255	Praa.g_01459
OG0000801	Syat.g_01253	Praa.g_01460
OG0000802	Syat.g_01245	Praa.g_01462
OG0000803	Syat.g_01241	Praa.g_01464
OG0000804	Syat.g_01238	Praa.g_01465
OG0000805	Syat.g_01236	Praa.g_01467
OG0000806	Syat.g_01234	Praa.g_01469
OG0000807	Syat.g_01233	Praa.g_01470
OG0000808	Syat.g_01232	Praa.g_01471
OG0000809	Syat.g_01229	Praa.g_01474
OG0000810	Syat.g_01228	Praa.g_01475
OG0000811	Syat.g_01186	Praa.g_01479
OG0000812	Syat.g_01182	Praa.g_01481
OG0000813	Syat.g_01181	Praa.g_01482
OG0000814	Syat.g_01179	Praa.g_01484
OG0000815	Syat.g_01177	Praa.g_01485
OG0000816	Syat.g_01175	Praa.g_01487
OG0000817	Syat.g_01279	Praa.g_01488
OG0000818	Syat.g_01325	Praa.g_01493
OG0000819	Syat.g_01326	Praa.g_01494
OG0000820	Syat.g_01327	Praa.g_01495
OG0000821	Syat.g_01333	Praa.g_01499
OG0000822	Syat.g_01335	Praa.g_01500
OG0000823	Syat.g_01336	Praa.g_01501
OG0000824	Syat.g_01342	Praa.g_01504
OG0000825	Syat.g_01343	Praa.g_01505
OG0000826	Syat.g_01344	Praa.g_01506
OG0000827	Syat.g_01345	Praa.g_01507
OG0000828	Syat.g_01348	Praa.g_01510
OG0000829	Syat.g_01349	Praa.g_01511
OG0000830	Syat.g_01350	Praa.g_01512
OG0000831	Syat.g_01353	Praa.g_01514
OG0000832	Syat.g_02982	Praa.g_01520
OG0000833	Syat.g_03072	Praa.g_01528
OG0000834	Syat.g_03073	Praa.g_01529
OG0000835	Syat.g_03075	Praa.g_01530
OG0000836	Syat.g_03078	Praa.g_01531
OG0000837	Syat.g_03079	Praa.g_01532
OG0000838	Syat.g_03083	Praa.g_01534
OG0000839	Syat.g_03084	Praa.g_01535
OG0000840	Syat.g_03085	Praa.g_01536
OG0000841	Syat.g_03086	Praa.g_01537
OG0000842	Syat.g_03087	Praa.g_01538
OG0000843	Syat.g_03088	Praa.g_01539
OG0000844	Syat.g_03090	Praa.g_01541
OG0000845	Syat.g_03091	Praa.g_01542
OG0000846	Syat.g_03092	Praa.g_01543
OG0000847	Syat.g_03093	Praa.g_01544
OG0000848	Syat.g_03095	Praa.g_01545
OG0000849	Syat.g_03096	Praa.g_01546
OG0000850	Syat.g_03098	Praa.g_01548
OG0000851	Syat.g_03101	Praa.g_01549
OG0000852	Syat.g_03102	Praa.g_01550
OG0000853	Syat.g_03106	Praa.g_01554
OG0000854	Syat.g_03108	Praa.g_01556
OG0000855	Syat.g_03109	Praa.g_01557
OG0000856	Syat.g_03305	Praa.g_01572
OG0000857	Syat.g_00500	Praa.g_01600
OG0000858	Syat.g_03114	Praa.g_01629
OG0000859	Syat.g_03115	Praa.g_01630
OG0000860	Syat.g_03126	Praa.g_01637
OG0000861	Syat.g_03127	Praa.g_01638
OG0000862	Syat.g_03136	Praa.g_01639
OG0000863	Syat.g_03138	Praa.g_01641
OG0000864	Syat.g_03139	Praa.g_01642
OG0000865	Syat.g_03140	Praa.g_01643
OG0000866	Syat.g_03141	Praa.g_01644
OG0000867	Syat.g_03142	Praa.g_01645
OG0000868	Syat.g_03067	Praa.g_01646
OG0000869	Syat.g_03054	Praa.g_01650
OG0000870	Syat.g_03049	Praa.g_01655
OG0000871	Syat.g_03048	Praa.g_01656
OG0000872	Syat.g_03042	Praa.g_01657
OG0000873	Syat.g_03039	Praa.g_01660
OG0000874	Syat.g_03037	Praa.g_01663
OG0000875	Syat.g_03035	Praa.g_01665
OG0000876	Syat.g_00745	Praa.g_01666
OG0000877	Syat.g_03024	Praa.g_01668
OG0000878	Syat.g_03023	Praa.g_01669
OG0000879	Syat.g_03022	Praa.g_01670
OG0000880	Syat.g_03021	Praa.g_01671
OG0000881	Syat.g_03016	Praa.g_01675
OG0000882	Syat.g_03011	Praa.g_01680
OG0000883	Syat.g_03007	Praa.g_01682
OG0000884	Syat.g_03005	Praa.g_01684
OG0000885	Syat.g_03004	Praa.g_01685
OG0000886	Syat.g_03003	Praa.g_01686
OG0000887	Syat.g_03002	Praa.g_01687
OG0000888	Syat.g_03000	Praa.g_01689
OG0000889	Syat.g_02997	Praa.g_01691
OG0000890	Syat.g_02994	Praa.g_01692
OG0000891	Syat.g_02993	Praa.g_01693
OG0000892	Syat.g_02992	Praa.g_01695
OG0000893	Syat.g_01864	Praa.g_01699
OG0000894	Syat.g_01860	Praa.g_01701
OG0000895	Syat.g_01856	Praa.g_01704
OG0000896	Syat.g_01855	Praa.g_01705
OG0000897	Syat.g_01853	Praa.g_01707
OG0000898	Syat.g_01852	Praa.g_01708
OG0000899	Syat.g_01851	Praa.g_01709
OG0000900	Syat.g_01850	Praa.g_01710
OG0000901	Syat.g_01845	Praa.g_01713
OG0000902	Syat.g_01843	Praa.g_01715
OG0000903	Syat.g_01830	Praa.g_01718
OG0000904	Syat.g_01834	Praa.g_01720
OG0000905	Syat.g_01839	Praa.g_01725
OG0000906	Syat.g_01841	Praa.g_01726
OG0000907	Syat.g_01828	Praa.g_01733
OG0000908	Syat.g_01825	Praa.g_01736
OG0000909	Syat.g_01824	Praa.g_01737
OG0000910	Syat.g_01823	Praa.g_01738
OG0000911	Syat.g_01821	Praa.g_01740
OG0000912	Syat.g_01820	Praa.g_01741
OG0000913	Syat.g_01819	Praa.g_01742
OG0000914	Syat.g_01818	Praa.g_01743
OG0000915	Syat.g_01816	Praa.g_01744
OG0000916	Syat.g_01815	Praa.g_01745
OG0000917	Syat.g_01814	Praa.g_01746
OG0000918	Syat.g_01813	Praa.g_01747
OG0000919	Syat.g_01812	Praa.g_01748
OG0000920	Syat.g_01811	Praa.g_01749
OG0000921	Syat.g_01810	Praa.g_01750
OG0000922	Syat.g_01809	Praa.g_01751
OG0000923	Syat.g_01805	Praa.g_01755
OG0000924	Syat.g_01804	Praa.g_01756
OG0000925	Syat.g_01803	Praa.g_01757
OG0000926	Syat.g_01802	Praa.g_01758
OG0000927	Syat.g_01800	Praa.g_01760
OG0000928	Syat.g_01799	Praa.g_01761
OG0000929	Syat.g_01798	Praa.g_01762
OG0000930	Syat.g_01797	Praa.g_01763
OG0000931	Syat.g_01796	Praa.g_01764
OG0000932	Syat.g_01794	Praa.g_01765
OG0000933	Syat.g_01788	Praa.g_01769
OG0000934	Syat.g_01786	Praa.g_01771
OG0000935	Syat.g_01665	Praa.g_01772
OG0000936	Syat.g_01664	Praa.g_01773
OG0000937	Syat.g_01663	Praa.g_01774
OG0000938	Syat.g_01659	Praa.g_01776
OG0000939	Syat.g_01658	Praa.g_01777
OG0000940	Syat.g_01651	Praa.g_01784
OG0000941	Syat.g_01649	Praa.g_01786
OG0000942	Syat.g_01647	Praa.g_01788
OG0000943	Syat.g_01646	Praa.g_01789
OG0000944	Syat.g_01644	Praa.g_01790
OG0000945	Syat.g_01643	Praa.g_01791
OG0000946	Syat.g_01633	Praa.g_01796
OG0000947	Syat.g_01630	Praa.g_01798
OG0000948	Syat.g_01629	Praa.g_01799
OG0000949	Syat.g_02142	Praa.g_01802
OG0000950	Syat.g_02152	Praa.g_01807
OG0000951	Syat.g_02157	Praa.g_01811
OG0000952	Syat.g_02162	Praa.g_01815
OG0000953	Syat.g_02166	Praa.g_01818
OG0000954	Syat.g_02187	Praa.g_01822
OG0000955	Syat.g_02188	Praa.g_01823
OG0000956	Syat.g_02191	Praa.g_01825
OG0000957	Syat.g_02204	Praa.g_01830
OG0000958	Syat.g_02205	Praa.g_01831
OG0000959	Syat.g_02212	Praa.g_01835
OG0000960	Syat.g_02213	Praa.g_01836
OG0000961	Syat.g_02873	Praa.g_01838
OG0000962	Syat.g_02223	Praa.g_01840
OG0000963	Syat.g_02226	Praa.g_01844
OG0000964	Syat.g_02227	Praa.g_01845
OG0000965	Syat.g_02228	Praa.g_01846
OG0000966	Syat.g_02259	Praa.g_01853
OG0000967	Syat.g_02263	Praa.g_01858
OG0000968	Syat.g_02269	Praa.g_01860
OG0000969	Syat.g_02271	Praa.g_01861
OG0000970	Syat.g_02272	Praa.g_01862
OG0000971	Syat.g_02274	Praa.g_01863
OG0000972	Syat.g_02275	Praa.g_01864
OG0000973	Syat.g_02276	Praa.g_01865
OG0000974	Syat.g_02277	Praa.g_01866
OG0000975	Syat.g_02278	Praa.g_01867
OG0000976	Syat.g_02279	Praa.g_01868
OG0000977	Syat.g_02281	Praa.g_01869
OG0000978	Syat.g_02283	Praa.g_01870
OG0000979	Syat.g_02286	Praa.g_01873
OG0000980	Syat.g_02289	Praa.g_01875
OG0000981	Syat.g_02292	Praa.g_01877
OG0000982	Syat.g_02691	Praa.g_01879
OG0000983	Syat.g_02690	Praa.g_01880
OG0000984	Syat.g_02689	Praa.g_01881
OG0000985	Syat.g_02685	Praa.g_01884
OG0000986	Syat.g_02680	Praa.g_01886
OG0000987	Syat.g_02678	Praa.g_01887
OG0000988	Syat.g_02672	Praa.g_01890
OG0000989	Syat.g_02657	Praa.g_01893
OG0000990	Syat.g_02500	Praa.g_01896
OG0000991	Syat.g_02503	Praa.g_01897
OG0000992	Syat.g_02507	Praa.g_01899
OG0000993	Syat.g_02508	Praa.g_01900
OG0000994	Syat.g_02512	Praa.g_01901
OG0000995	Syat.g_02517	Praa.g_01905
OG0000996	Syat.g_02446	Praa.g_01906
OG0000997	Syat.g_02417	Praa.g_01907
OG0000998	Syat.g_02415	Praa.g_01909
OG0000999	Syat.g_02414	Praa.g_01910
OG0001001	Syat.g_02400	Praa.g_01915
OG0001002	Syat.g_02394	Praa.g_01919
OG0001003	Syat.g_02392	Praa.g_01920
OG0001004	Syat.g_02391	Praa.g_01921
OG0001005	Syat.g_02390	Praa.g_01922
OG0001006	Syat.g_02378	Praa.g_01926
OG0001007	Syat.g_02376	Praa.g_01928
OG0001009	Syat.g_02311	Praa.g_00027
OG0001010	Syat.g_02310	Praa.g_00028
OG0001011	Syat.g_02308	Praa.g_00029
OG0001012	Syat.g_01004	Praa.g_00043
OG0001013	Syat.g_02716	Praa.g_00048
OG0001014	Syat.g_02721	Praa.g_00051
OG0001015	Syat.g_02722	Praa.g_00052
OG0001016	Syat.g_01474	Praa.g_00073
OG0001017	Syat.g_01480	Praa.g_00077
OG0001018	Syat.g_01482	Praa.g_00080
OG0001019	Syat.g_01532	Praa.g_00089
OG0001020	Syat.g_01539	Praa.g_00090
OG0001021	Syat.g_01552	Praa.g_00091
OG0001022	Syat.g_01555	Praa.g_00094
OG0001023	Syat.g_01556	Praa.g_00095
OG0001024	Syat.g_01560	Praa.g_00098
OG0001025	Syat.g_01566	Praa.g_00104
OG0001026	Syat.g_01582	Praa.g_00111
OG0001027	Syat.g_02947	Praa.g_00112
OG0001028	Syat.g_02944	Praa.g_00114
OG0001029	Syat.g_02942	Praa.g_00115
OG0001030	Syat.g_02922	Praa.g_00130
OG0001031	Syat.g_02836	Praa.g_00186
OG0001032	Syat.g_02834	Praa.g_00187
OG0001033	Syat.g_02784	Praa.g_00208
OG0001034	Syat.g_01448	Praa.g_00236
OG0001035	Syat.g_01885	Praa.g_00254
OG0001036	Syat.g_01939	Praa.g_00259
OG0001037	Syat.g_01941	Praa.g_00260
OG0001038	Syat.g_02058	Praa.g_00278
OG0001039	Syat.g_02061	Praa.g_00281
OG0001040	Syat.g_02064	Praa.g_00283
OG0001041	Syat.g_02070	Praa.g_00287
OG0001042	Syat.g_02100	Praa.g_00304
OG0001043	Syat.g_02103	Praa.g_00305
OG0001044	Syat.g_01615	Praa.g_00333
OG0001045	Syat.g_01602	Praa.g_00341
OG0001046	Syat.g_00552	Praa.g_00378
OG0001047	Syat.g_02973	Praa.g_00438
OG0001048	Syat.g_02974	Praa.g_00439
OG0001049	Syat.g_01290	Praa.g_00441
OG0001050	Syat.g_01289	Praa.g_00442
OG0001051	Syat.g_01288	Praa.g_00443
OG0001052	Syat.g_01375	Praa.g_00471
OG0001053	Syat.g_03173	Praa.g_00483
OG0001054	Syat.g_03192	Praa.g_00498
OG0001055	Syat.g_03224	Praa.g_00517
OG0001056	Syat.g_03275	Praa.g_00536
OG0001057	Syat.g_00102	Praa.g_00541
OG0001058	Syat.g_00079	Praa.g_00550
OG0001059	Syat.g_00075	Praa.g_00554
OG0001061	Syat.g_00051	Praa.g_00574
OG0001062	Syat.g_00048	Praa.g_00576
OG0001063	Syat.g_00042	Praa.g_00578
OG0001064	Syat.g_00041	Praa.g_00579
OG0001065	Syat.g_00040	Praa.g_00580
OG0001066	Syat.g_00039	Praa.g_00581
OG0001067	Syat.g_00038	Praa.g_00582
OG0001068	Syat.g_00037	Praa.g_00583
OG0001069	Syat.g_00036	Praa.g_00584
OG0001070	Syat.g_00032	Praa.g_00587
OG0001071	Syat.g_00031	Praa.g_00588
OG0001072	Syat.g_00028	Praa.g_00590
OG0001073	Syat.g_00009	Praa.g_00604
OG0001074	Syat.g_01015	Praa.g_00615
OG0001075	Syat.g_01037	Praa.g_00616
OG0001076	Syat.g_03315	Praa.g_00624
OG0001077	Syat.g_03290	Praa.g_00628
OG0001078	Syat.g_00118	Praa.g_00636
OG0001079	Syat.g_00378	Praa.g_00647
OG0001080	Syat.g_00368	Praa.g_00653
OG0001081	Syat.g_00366	Praa.g_00655
OG0001082	Syat.g_00365	Praa.g_00656
OG0001083	Syat.g_00390	Praa.g_00661
OG0001084	Syat.g_00391	Praa.g_00662
OG0001085	Syat.g_00408	Praa.g_00670
OG0001086	Syat.g_00410	Praa.g_00671
OG0001087	Syat.g_03277	Praa.g_00688
OG0001088	Syat.g_02496	Praa.g_00689
OG0001089	Syat.g_00818	Praa.g_00697
OG0001090	Syat.g_00659	Praa.g_00712
OG0001091	Syat.g_00661	Praa.g_00714
OG0001092	Syat.g_00663	Praa.g_00715
OG0001093	Syat.g_00669	Praa.g_00720
OG0001094	Syat.g_00473	Praa.g_00797
OG0001095	Syat.g_00497	Praa.g_00817
OG0001096	Syat.g_00516	Praa.g_00830
OG0001097	Syat.g_00743	Praa.g_00849
OG0001098	Syat.g_01672	Praa.g_00864
OG0001099	Syat.g_02943	Praa.g_00896
OG0001100	Syat.g_00418	Praa.g_00900
OG0001101	Syat.g_00420	Praa.g_00902
OG0001102	Syat.g_00423	Praa.g_00904
OG0001103	Syat.g_00425	Praa.g_00906
OG0001104	Syat.g_00458	Praa.g_00927
OG0001105	Syat.g_00461	Praa.g_00931
OG0001106	Syat.g_00598	Praa.g_00955
OG0001107	Syat.g_00580	Praa.g_00962
OG0001108	Syat.g_00570	Praa.g_00966
OG0001109	Syat.g_00568	Praa.g_00967
OG0001110	Syat.g_00566	Praa.g_00969
OG0001111	Syat.g_00564	Praa.g_00970
OG0001112	Syat.g_00562	Praa.g_00971
OG0001113	Syat.g_00561	Praa.g_00972
OG0001114	Syat.g_00560	Praa.g_00973
OG0001115	Syat.g_00557	Praa.g_00975
OG0001116	Syat.g_00555	Praa.g_00976
OG0001117	Syat.g_00554	Praa.g_00977
OG0001118	Syat.g_00553	Praa.g_00978
OG0001119	Syat.g_00551	Praa.g_00979
OG0001120	Syat.g_00546	Praa.g_00981
OG0001122	Syat.g_00711	Praa.g_01011
OG0001123	Syat.g_00704	Praa.g_01015
OG0001124	Syat.g_00702	Praa.g_01017
OG0001125	Syat.g_00700	Praa.g_01018
OG0001126	Syat.g_00790	Praa.g_01028
OG0001127	Syat.g_00789	Praa.g_01029
OG0001128	Syat.g_00786	Praa.g_01031
OG0001129	Syat.g_00784	Praa.g_01032
OG0001130	Syat.g_00783	Praa.g_01033
OG0001131	Syat.g_01674	Praa.g_01070
OG0001132	Syat.g_00965	Praa.g_01080
OG0001133	Syat.g_03311	Praa.g_01115
OG0001136	Syat.g_03257	Praa.g_01157
OG0001137	Syat.g_00306	Praa.g_01167
OG0001138	Syat.g_00214	Praa.g_01185
OG0001139	Syat.g_00209	Praa.g_01186
OG0001140	Syat.g_00208	Praa.g_01187
OG0001141	Syat.g_00207	Praa.g_01188
OG0001142	Syat.g_00206	Praa.g_01189
OG0001143	Syat.g_00925	Praa.g_01196
OG0001144	Syat.g_00906	Praa.g_01201
OG0001145	Syat.g_01117	Praa.g_01310
OG0001146	Syat.g_01158	Praa.g_01322
OG0001147	Syat.g_01368	Praa.g_01352
OG0001148	Syat.g_01297	Praa.g_01368
OG0001149	Syat.g_01298	Praa.g_01369
OG0001150	Syat.g_01299	Praa.g_01370
OG0001151	Syat.g_01420	Praa.g_01381
OG0001152	Syat.g_01421	Praa.g_01382
OG0001153	Syat.g_01346	Praa.g_01508
OG0001154	Syat.g_01347	Praa.g_01509
OG0001155	Syat.g_02774	Praa.g_01521
OG0001156	Syat.g_02978	Praa.g_01524
OG0001157	Syat.g_02977	Praa.g_01525
OG0001158	Syat.g_02976	Praa.g_01526
OG0001159	Syat.g_02975	Praa.g_01527
OG0001160	Syat.g_03104	Praa.g_01552
OG0001161	Syat.g_02384	Praa.g_01565
OG0001162	Syat.g_01528	Praa.g_01576
OG0001163	Syat.g_03112	Praa.g_01627
OG0001164	Syat.g_03116	Praa.g_01631
OG0001165	Syat.g_03121	Praa.g_01634
OG0001166	Syat.g_03050	Praa.g_01654
OG0001167	Syat.g_03019	Praa.g_01672
OG0001168	Syat.g_03017	Praa.g_01674
OG0001169	Syat.g_03015	Praa.g_01676
OG0001170	Syat.g_03013	Praa.g_01678
OG0001171	Syat.g_03001	Praa.g_01688
OG0001172	Syat.g_01858	Praa.g_01702
OG0001173	Syat.g_01857	Praa.g_01703
OG0001174	Syat.g_01849	Praa.g_01711
OG0001175	Syat.g_01848	Praa.g_01712
OG0001176	Syat.g_01831	Praa.g_01719
OG0001178	Syat.g_03137	Praa.g_01727
