Orthogroup	Prar	Syar
OG0000559	Prar.g_01381	Syar.g_02322
OG0000560	Prar.g_01384	Syar.g_02320
OG0000561	Prar.g_01385	Syar.g_02319
OG0000562	Prar.g_01386	Syar.g_02318
OG0000563	Prar.g_01387	Syar.g_02317
OG0000564	Prar.g_01388	Syar.g_02316
OG0000565	Prar.g_01391	Syar.g_02312
OG0000566	Prar.g_01393	Syar.g_02308
OG0000567	Prar.g_01397	Syar.g_02304
OG0000568	Prar.g_01398	Syar.g_02302
OG0000569	Prar.g_01399	Syar.g_02301
OG0000570	Prar.g_01400	Syar.g_02300
OG0000571	Prar.g_01402	Syar.g_02298
OG0000572	Prar.g_01415	Syar.g_02201
OG0000573	Prar.g_01422	Syar.g_02191
OG0000574	Prar.g_01423	Syar.g_02190
OG0000575	Prar.g_01427	Syar.g_03180
OG0000576	Prar.g_01429	Syar.g_02187
OG0000577	Prar.g_01430	Syar.g_02186
OG0000578	Prar.g_01431	Syar.g_02185
OG0000579	Prar.g_01432	Syar.g_02184
OG0000580	Prar.g_01433	Syar.g_02183
OG0000581	Prar.g_01435	Syar.g_02175
OG0000582	Prar.g_01438	Syar.g_02131
OG0000583	Prar.g_01439	Syar.g_02132
OG0000584	Prar.g_01440	Syar.g_02133
OG0000585	Prar.g_01442	Syar.g_02170
OG0000586	Prar.g_01443	Syar.g_02171
OG0000587	Prar.g_01444	Syar.g_02173
OG0000588	Prar.g_01448	Syar.g_02275
OG0000589	Prar.g_01451	Syar.g_02261
OG0000590	Prar.g_01452	Syar.g_02260
OG0000591	Prar.g_01455	Syar.g_02246
OG0000592	Prar.g_01456	Syar.g_02245
OG0000593	Prar.g_01462	Syar.g_02414
OG0000594	Prar.g_01463	Syar.g_02415
OG0000595	Prar.g_01464	Syar.g_02416
OG0000596	Prar.g_01468	Syar.g_02421
OG0000597	Prar.g_01470	Syar.g_02424
OG0000598	Prar.g_01471	Syar.g_02425
OG0000599	Prar.g_01474	Syar.g_02428
OG0000600	Prar.g_01475	Syar.g_02429
OG0000601	Prar.g_01476	Syar.g_02430
OG0000602	Prar.g_01478	Syar.g_02435
OG0000603	Prar.g_01479	Syar.g_02436
OG0000604	Prar.g_01480	Syar.g_02438
OG0000605	Prar.g_01481	Syar.g_02440
OG0000606	Prar.g_01484	Syar.g_02443
OG0000607	Prar.g_01487	Syar.g_02446
OG0000608	Prar.g_01488	Syar.g_02447
OG0000609	Prar.g_01489	Syar.g_02470
OG0000610	Prar.g_01494	Syar.g_01917
OG0000611	Prar.g_01497	Syar.g_01914
OG0000612	Prar.g_01498	Syar.g_01913
OG0000613	Prar.g_01503	Syar.g_00712
OG0000614	Prar.g_01522	Syar.g_02012, Syar.g_01344
OG0000615	Prar.g_01530	Syar.g_02603
OG0000616	Prar.g_01534	Syar.g_00454
OG0000617	Prar.g_01605	Syar.g_01576
OG0000618	Prar.g_01606	Syar.g_01575
OG0000619	Prar.g_01607	Syar.g_01574
OG0000620	Prar.g_01610	Syar.g_01569
OG0000621	Prar.g_01611	Syar.g_01568
OG0000622	Prar.g_01612	Syar.g_01566
OG0000623	Prar.g_01613	Syar.g_01565
OG0000624	Prar.g_01614	Syar.g_01564
OG0000625	Prar.g_01615	Syar.g_01563
OG0000626	Prar.g_01616	Syar.g_01562
OG0000627	Prar.g_01617	Syar.g_01868
OG0000628	Prar.g_01618	Syar.g_01869
OG0000629	Prar.g_01619	Syar.g_01872
OG0000630	Prar.g_01622	Syar.g_02586
OG0000631	Prar.g_01675	Syar.g_02579
OG0000632	Prar.g_01676	Syar.g_02578
OG0000633	Prar.g_01677	Syar.g_02576
OG0000634	Prar.g_01680	Syar.g_02635
OG0000635	Prar.g_01681	Syar.g_02636
OG0000636	Prar.g_01683	Syar.g_02638
OG0000637	Prar.g_01685	Syar.g_02640
OG0000638	Prar.g_01686	Syar.g_02641
OG0000639	Prar.g_01687	Syar.g_02642
OG0000640	Prar.g_01688	Syar.g_02643
OG0000641	Prar.g_01692	Syar.g_02648
OG0000642	Prar.g_01693	Syar.g_02649
OG0000643	Prar.g_01694	Syar.g_02650
OG0000644	Prar.g_01695	Syar.g_02651
OG0000645	Prar.g_01696	Syar.g_02652
OG0000646	Prar.g_01698	Syar.g_02655
OG0000647	Prar.g_01699	Syar.g_02657
OG0000648	Prar.g_01701	Syar.g_02659
OG0000649	Prar.g_01702	Syar.g_02660
OG0000650	Prar.g_01703	Syar.g_02661
OG0000651	Prar.g_01704	Syar.g_02662
OG0000652	Prar.g_01705	Syar.g_02663
OG0000653	Prar.g_01707	Syar.g_02665
OG0000654	Prar.g_01708	Syar.g_02666
OG0000655	Prar.g_01709	Syar.g_02667
OG0000656	Prar.g_01712	Syar.g_02479
OG0000657	Prar.g_01719	Syar.g_01812
OG0000658	Prar.g_01720	Syar.g_01815
OG0000659	Prar.g_01721	Syar.g_01816
OG0000660	Prar.g_01725	Syar.g_01820
OG0000661	Prar.g_01727	Syar.g_03175, Syar.g_01822
OG0000662	Prar.g_01729	Syar.g_01829
OG0000663	Prar.g_01731	Syar.g_01832
OG0000664	Prar.g_01732	Syar.g_01837
OG0000665	Prar.g_01736	Syar.g_02774
OG0000666	Prar.g_01737	Syar.g_01241
OG0000667	Prar.g_01742	Syar.g_02346
OG0000668	Prar.g_01759	Syar.g_01802
OG0000669	Prar.g_01767	Syar.g_01627
OG0000670	Prar.g_01769	Syar.g_01624
OG0000671	Prar.g_01771	Syar.g_01622
OG0000672	Prar.g_01774	Syar.g_01619
OG0000673	Prar.g_01777	Syar.g_01615
OG0000674	Prar.g_01779	Syar.g_01613
OG0000675	Prar.g_01780	Syar.g_01612
OG0000676	Prar.g_01782	Syar.g_01608
OG0000677	Prar.g_01783	Syar.g_01607
OG0000678	Prar.g_01785	Syar.g_02037
OG0000679	Prar.g_01789	Syar.g_02606
OG0000680	Prar.g_01790	Syar.g_02607
OG0000681	Prar.g_01792	Syar.g_02610
OG0000682	Prar.g_01793	Syar.g_02611
OG0000683	Prar.g_01794	Syar.g_02612
OG0000684	Prar.g_01795	Syar.g_02615
OG0000685	Prar.g_01797	Syar.g_02617
OG0000686	Prar.g_01798	Syar.g_02618
OG0000687	Prar.g_01799	Syar.g_02619
OG0000688	Prar.g_01802	Syar.g_02624
OG0000689	Prar.g_01803	Syar.g_02626
OG0000690	Prar.g_01804	Syar.g_02627
OG0000691	Prar.g_01805	Syar.g_02628
OG0000692	Prar.g_01807	Syar.g_02629
OG0000693	Prar.g_01808	Syar.g_02631
OG0000694	Prar.g_01809	Syar.g_02632
OG0000695	Prar.g_01811	Syar.g_02573
OG0000696	Prar.g_01812	Syar.g_02572
OG0000697	Prar.g_01813	Syar.g_02570
OG0000698	Prar.g_01816	Syar.g_02567
OG0000699	Prar.g_01817	Syar.g_02566
OG0000700	Prar.g_01818	Syar.g_02565
OG0000701	Prar.g_01819	Syar.g_02564
OG0000702	Prar.g_01821	Syar.g_02559
OG0000703	Prar.g_01822	Syar.g_02557
OG0000704	Prar.g_01823	Syar.g_02555
OG0000705	Prar.g_01827	Syar.g_02547
OG0000706	Prar.g_01828	Syar.g_02546
OG0000707	Prar.g_01829	Syar.g_02545
OG0000708	Prar.g_01830	Syar.g_02542
OG0000709	Prar.g_01834	Syar.g_02534
OG0000710	Prar.g_01837	Syar.g_02528
OG0000711	Prar.g_01853	Syar.g_02499
OG0000712	Prar.g_01855	Syar.g_02497
OG0000713	Prar.g_01856	Syar.g_02496
OG0000714	Prar.g_01857	Syar.g_02494
OG0000715	Prar.g_01859	Syar.g_02492
OG0000716	Prar.g_01861	Syar.g_02488
OG0000717	Prar.g_01862	Syar.g_02487
OG0000718	Prar.g_01873	Syar.g_02483
OG0000719	Prar.g_01875	Syar.g_01804
OG0000720	Prar.g_01884	Syar.g_01790
OG0000721	Prar.g_01886	Syar.g_01788
OG0000722	Prar.g_01887	Syar.g_01787
OG0000723	Prar.g_01890	Syar.g_01560
OG0000724	Prar.g_01899	Syar.g_01367, Syar.g_02120
OG0000725	Prar.g_01905	Syar.g_01934
OG0000726	Prar.g_01906	Syar.g_01935
OG0000727	Prar.g_01907	Syar.g_01936
OG0000728	Prar.g_01909	Syar.g_01938
OG0000729	Prar.g_01955	Syar.g_00593
OG0000730	Prar.g_01324	Syar.g_01115
OG0000731	Prar.g_01320	Syar.g_01127
OG0000732	Prar.g_01314	Syar.g_00522
OG0000733	Prar.g_01295	Syar.g_02234
OG0000734	Prar.g_01278	Syar.g_03128
OG0000735	Prar.g_01276	Syar.g_01522
OG0000736	Prar.g_01275	Syar.g_01523
OG0000737	Prar.g_01274	Syar.g_01524
OG0000738	Prar.g_01270	Syar.g_01530
OG0000739	Prar.g_01269	Syar.g_01531
OG0000740	Prar.g_01268	Syar.g_01532
OG0000741	Prar.g_01267	Syar.g_01535
OG0000742	Prar.g_01264	Syar.g_01538
OG0000743	Prar.g_01262	Syar.g_01541
OG0000744	Prar.g_01261	Syar.g_01542
OG0000745	Prar.g_01260	Syar.g_01545
OG0000746	Prar.g_01258	Syar.g_01549
OG0000747	Prar.g_01257	Syar.g_01551
OG0000748	Prar.g_01254	Syar.g_01945
OG0000749	Prar.g_01253	Syar.g_01946
OG0000750	Prar.g_01252	Syar.g_01947
OG0000751	Prar.g_01250	Syar.g_01952
OG0000752	Prar.g_01248	Syar.g_01954
OG0000753	Prar.g_01245	Syar.g_01957
OG0000754	Prar.g_01242	Syar.g_01963
OG0000755	Prar.g_01239	Syar.g_01974
OG0000756	Prar.g_01238	Syar.g_01975
OG0000757	Prar.g_01232	Syar.g_01984
OG0000758	Prar.g_01231	Syar.g_01985
OG0000759	Prar.g_01230	Syar.g_01986
OG0000760	Prar.g_01229	Syar.g_01987
OG0000761	Prar.g_01228	Syar.g_01988
OG0000762	Prar.g_01227	Syar.g_01992
OG0000763	Prar.g_01225	Syar.g_01699
OG0000764	Prar.g_01224	Syar.g_01700
OG0000765	Prar.g_01215	Syar.g_01718
OG0000766	Prar.g_01214	Syar.g_01719
OG0000767	Prar.g_01212	Syar.g_01721
OG0000768	Prar.g_01211	Syar.g_01722
OG0000769	Prar.g_01209	Syar.g_01724
OG0000770	Prar.g_01207	Syar.g_01727
OG0000771	Prar.g_00376	Syar.g_01373
OG0000772	Prar.g_00976	Syar.g_00746
OG0000773	Prar.g_00964	Syar.g_02694
OG0000774	Prar.g_00962	Syar.g_02771
OG0000775	Prar.g_00960	Syar.g_02773
OG0000776	Prar.g_00959	Syar.g_01755
OG0000777	Prar.g_00958	Syar.g_01754
OG0000778	Prar.g_00957	Syar.g_01753
OG0000779	Prar.g_00953	Syar.g_02779
OG0000780	Prar.g_00952	Syar.g_02781
OG0000781	Prar.g_00949	Syar.g_02785
OG0000782	Prar.g_00948	Syar.g_02786
OG0000783	Prar.g_00947	Syar.g_02787
OG0000784	Prar.g_00946	Syar.g_02788
OG0000785	Prar.g_00944	Syar.g_02791
OG0000786	Prar.g_00942	Syar.g_02795
OG0000787	Prar.g_00941	Syar.g_02796
OG0000788	Prar.g_00924	Syar.g_02331
OG0000789	Prar.g_00921	Syar.g_02040
OG0000790	Prar.g_00906	Syar.g_01456
OG0000791	Prar.g_00904	Syar.g_01454
OG0000792	Prar.g_00903	Syar.g_01453
OG0000793	Prar.g_00900	Syar.g_01243
OG0000794	Prar.g_00899	Syar.g_01242
OG0000795	Prar.g_00898	Syar.g_01240
OG0000796	Prar.g_00894	Syar.g_01236
OG0000797	Prar.g_00893	Syar.g_01235
OG0000798	Prar.g_00866	Syar.g_00222, Syar.g_02701
OG0000799	Prar.g_00357	Syar.g_02844
OG0000800	Prar.g_00356	Syar.g_02843
OG0000801	Prar.g_00355	Syar.g_02842
OG0000802	Prar.g_00353	Syar.g_02825
OG0000803	Prar.g_00351	Syar.g_02822
OG0000804	Prar.g_00350	Syar.g_02819
OG0000805	Prar.g_00348	Syar.g_02817
OG0000806	Prar.g_00346	Syar.g_02815
OG0000807	Prar.g_00345	Syar.g_02814
OG0000808	Prar.g_00344	Syar.g_02813
OG0000809	Prar.g_00341	Syar.g_02811
OG0000810	Prar.g_00340	Syar.g_02810
OG0000811	Prar.g_00336	Syar.g_02805
OG0000812	Prar.g_00842	Syar.g_02803
OG0000813	Prar.g_00841	Syar.g_02802
OG0000814	Prar.g_00839	Syar.g_02800
OG0000815	Prar.g_00838	Syar.g_02799
OG0000816	Prar.g_00836	Syar.g_02797
OG0000817	Prar.g_00835	Syar.g_02861
OG0000818	Prar.g_00830	Syar.g_01418
OG0000819	Prar.g_00829	Syar.g_01417
OG0000820	Prar.g_00828	Syar.g_01416
OG0000821	Prar.g_00824	Syar.g_01410
OG0000822	Prar.g_00823	Syar.g_01408
OG0000823	Prar.g_00822	Syar.g_00017, Syar.g_01407
OG0000824	Prar.g_00819	Syar.g_01402
OG0000825	Prar.g_00818	Syar.g_01401
OG0000826	Prar.g_00817	Syar.g_01400
OG0000827	Prar.g_00816	Syar.g_01399
OG0000828	Prar.g_00813	Syar.g_01396
OG0000829	Prar.g_00812	Syar.g_01395
OG0000830	Prar.g_00811	Syar.g_01394
OG0000831	Prar.g_00809	Syar.g_01391
OG0000832	Prar.g_00803	Syar.g_01213
OG0000833	Prar.g_00795	Syar.g_02877
OG0000834	Prar.g_00794	Syar.g_02878
OG0000835	Prar.g_00793	Syar.g_02879
OG0000836	Prar.g_00792	Syar.g_02881
OG0000837	Prar.g_00791	Syar.g_02882
OG0000838	Prar.g_00789	Syar.g_02886
OG0000839	Prar.g_00788	Syar.g_02887
OG0000840	Prar.g_00787	Syar.g_02888
OG0000841	Prar.g_00786	Syar.g_02889
OG0000842	Prar.g_00785	Syar.g_02890
OG0000843	Prar.g_00784	Syar.g_02891
OG0000844	Prar.g_00783	Syar.g_02893
OG0000845	Prar.g_00782	Syar.g_02894
OG0000846	Prar.g_00781	Syar.g_02895
OG0000847	Prar.g_00780	Syar.g_02896
OG0000848	Prar.g_00779	Syar.g_02898
OG0000849	Prar.g_00778	Syar.g_02899
OG0000850	Prar.g_00776	Syar.g_02902
OG0000851	Prar.g_00775	Syar.g_02905
OG0000852	Prar.g_00774	Syar.g_02906
OG0000853	Prar.g_00770	Syar.g_02910
OG0000854	Prar.g_00768	Syar.g_02912
OG0000855	Prar.g_00767	Syar.g_02913
OG0000856	Prar.g_00753	Syar.g_02243
OG0000857	Prar.g_00725	Syar.g_02656
OG0000858	Prar.g_01149	Syar.g_02920
OG0000859	Prar.g_01148	Syar.g_02921
OG0000860	Prar.g_01141	Syar.g_02931
OG0000861	Prar.g_01140	Syar.g_02932
OG0000862	Prar.g_01139	Syar.g_02942
OG0000863	Prar.g_01137	Syar.g_02944
OG0000864	Prar.g_01136	Syar.g_02945
OG0000865	Prar.g_01135	Syar.g_02946
OG0000866	Prar.g_01134	Syar.g_02947
OG0000867	Prar.g_01133	Syar.g_02948
OG0000868	Prar.g_01132	Syar.g_02950
OG0000869	Prar.g_01128	Syar.g_02955
OG0000870	Prar.g_01123	Syar.g_02960
OG0000871	Prar.g_01122	Syar.g_02961
OG0000872	Prar.g_01121	Syar.g_02967
OG0000873	Prar.g_01965	Syar.g_02970
OG0000874	Prar.g_01968	Syar.g_02974
OG0000875	Prar.g_01969	Syar.g_02975
OG0000876	Prar.g_01970	Syar.g_01828
OG0000877	Prar.g_01963	Syar.g_02977
OG0000878	Prar.g_01962	Syar.g_02978
OG0000879	Prar.g_01961	Syar.g_02979
OG0000880	Prar.g_01960	Syar.g_02980
OG0000881	Prar.g_00595, Prar.g_01956	Syar.g_02984
OG0000882	Prar.g_00600	Syar.g_02989
OG0000883	Prar.g_00601	Syar.g_02992
OG0000884	Prar.g_00603	Syar.g_02994
OG0000885	Prar.g_00604	Syar.g_02995
OG0000886	Prar.g_00605	Syar.g_02996
OG0000887	Prar.g_00606	Syar.g_02998
OG0000888	Prar.g_00608	Syar.g_03000
OG0000889	Prar.g_00610	Syar.g_03002
OG0000890	Prar.g_00611	Syar.g_03005
OG0000891	Prar.g_00612	Syar.g_03006
OG0000892	Prar.g_01119	Syar.g_03008
OG0000893	Prar.g_01114	Syar.g_00150
OG0000894	Prar.g_01112	Syar.g_00145
OG0000895	Prar.g_01109	Syar.g_00141
OG0000896	Prar.g_01108	Syar.g_00140
OG0000897	Prar.g_01106	Syar.g_00138
OG0000898	Prar.g_01105	Syar.g_00137
OG0000899	Prar.g_01104	Syar.g_00136
OG0000900	Prar.g_01103	Syar.g_00135
OG0000901	Prar.g_01100	Syar.g_00130
OG0000902	Prar.g_01098	Syar.g_01013
OG0000903	Prar.g_01095	Syar.g_01026
OG0000904	Prar.g_01093	Syar.g_01021
OG0000905	Prar.g_01088	Syar.g_01018
OG0000906	Prar.g_01087	Syar.g_01015
OG0000907	Prar.g_01069	Syar.g_01028
OG0000908	Prar.g_01066	Syar.g_01031
OG0000909	Prar.g_01065	Syar.g_01032
OG0000910	Prar.g_01064	Syar.g_01033
OG0000911	Prar.g_01062	Syar.g_01035
OG0000912	Prar.g_01061	Syar.g_01036
OG0000913	Prar.g_01060	Syar.g_01037
OG0000914	Prar.g_01059	Syar.g_01038
OG0000915	Prar.g_01058	Syar.g_01040
OG0000916	Prar.g_01057	Syar.g_01041
OG0000917	Prar.g_01056	Syar.g_01042
OG0000918	Prar.g_01055	Syar.g_01043
OG0000919	Prar.g_01054	Syar.g_01044
OG0000920	Prar.g_01053	Syar.g_01045
OG0000921	Prar.g_01052	Syar.g_01046
OG0000922	Prar.g_01051	Syar.g_01047
OG0000923	Prar.g_01047	Syar.g_01051
OG0000924	Prar.g_01046	Syar.g_01052
OG0000925	Prar.g_01045	Syar.g_01053
OG0000926	Prar.g_01044	Syar.g_01054
OG0000927	Prar.g_01042	Syar.g_01056
OG0000928	Prar.g_01041	Syar.g_01057
OG0000929	Prar.g_01040	Syar.g_01058
OG0000930	Prar.g_01039	Syar.g_01059
OG0000931	Prar.g_01038	Syar.g_01060
OG0000932	Prar.g_01037	Syar.g_01061
OG0000933	Prar.g_01033	Syar.g_01066
OG0000934	Prar.g_01031	Syar.g_01068
OG0000935	Prar.g_01030	Syar.g_01069
OG0000936	Prar.g_01029	Syar.g_01070
OG0000937	Prar.g_01028	Syar.g_01071
OG0000938	Prar.g_01026	Syar.g_01074
OG0000939	Prar.g_01025	Syar.g_01075
OG0000940	Prar.g_01019	Syar.g_01081
OG0000941	Prar.g_01017	Syar.g_01083
OG0000942	Prar.g_01015	Syar.g_01085
OG0000943	Prar.g_01014	Syar.g_01086
OG0000944	Prar.g_01013	Syar.g_01088
OG0000945	Prar.g_01012	Syar.g_01089
OG0000946	Prar.g_00617	Syar.g_01095
OG0000947	Prar.g_00619	Syar.g_01098
OG0000948	Prar.g_00620	Syar.g_01099
OG0000949	Prar.g_00623	Syar.g_00283
OG0000950	Prar.g_00628	Syar.g_00661
OG0000951	Prar.g_00632	Syar.g_00656
OG0000952	Prar.g_00636	Syar.g_00651
OG0000953	Prar.g_00639	Syar.g_00248
OG0000954	Prar.g_00643	Syar.g_00258
OG0000955	Prar.g_00644	Syar.g_00259
OG0000956	Prar.g_00646	Syar.g_00261
OG0000957	Prar.g_00651	Syar.g_00610
OG0000958	Prar.g_00652	Syar.g_00609
OG0000959	Prar.g_00656	Syar.g_00605
OG0000960	Prar.g_00657	Syar.g_00604
OG0000961	Prar.g_00659	Syar.g_00094
OG0000962	Prar.g_00661	Syar.g_00594
OG0000963	Prar.g_00664	Syar.g_00590
OG0000964	Prar.g_00665	Syar.g_00589
OG0000965	Prar.g_00666	Syar.g_00588
OG0000966	Prar.g_00673	Syar.g_00549
OG0000967	Prar.g_00677	Syar.g_00545
OG0000968	Prar.g_00679	Syar.g_00542
OG0000969	Prar.g_00680	Syar.g_00540
OG0000970	Prar.g_00681	Syar.g_00539
OG0000971	Prar.g_00682	Syar.g_00537
OG0000972	Prar.g_00683	Syar.g_00536
OG0000973	Prar.g_00684	Syar.g_00535
OG0000974	Prar.g_00685	Syar.g_00534
OG0000975	Prar.g_00686	Syar.g_00533
OG0000976	Prar.g_00687	Syar.g_00532
OG0000977	Prar.g_00688	Syar.g_00530
OG0000978	Prar.g_00689	Syar.g_00529
OG0000979	Prar.g_00692	Syar.g_00526
OG0000980	Prar.g_00694	Syar.g_00523
OG0000981	Prar.g_00696	Syar.g_00520
OG0000982	Prar.g_00698	Syar.g_00331
OG0000983	Prar.g_00699	Syar.g_00332
OG0000984	Prar.g_00700	Syar.g_00333
OG0000985	Prar.g_00703	Syar.g_00337
OG0000986	Prar.g_00705	Syar.g_00344
OG0000987	Prar.g_00706	Syar.g_00346
OG0000988	Prar.g_00709	Syar.g_00352
OG0000989	Prar.g_00073	Syar.g_00377
OG0000990	Prar.g_00070	Syar.g_00697
OG0000991	Prar.g_00069	Syar.g_00700
OG0000992	Prar.g_00067	Syar.g_00704
OG0000993	Prar.g_00066	Syar.g_00705
OG0000994	Prar.g_00065	Syar.g_00708
OG0000995	Prar.g_00061	Syar.g_03212, Syar.g_00624
OG0000996	Prar.g_00060	Syar.g_00861
OG0000997	Prar.g_00059	Syar.g_00437
OG0000998	Prar.g_00057	Syar.g_00439
OG0000999	Prar.g_00056	Syar.g_00440
OG0001000	Prar.g_00053	Syar.g_00955, Syar.g_00444
OG0001001	Prar.g_00051	Syar.g_00450
OG0001002	Prar.g_00047	Syar.g_00457
OG0001003	Prar.g_00046	Syar.g_00459
OG0001004	Prar.g_00045	Syar.g_00460
OG0001005	Prar.g_00044	Syar.g_00461
OG0001006	Prar.g_00040	Syar.g_00468
OG0001007	Prar.g_00038	Syar.g_00470
OG0001008	Prar.g_00485	Syar.g_01178, Syar.g_03274
OG0001009	Prar.g_00011	Syar.g_00500
OG0001010	Prar.g_00010	Syar.g_00501
OG0001011	Prar.g_00009	Syar.g_00503
OG0001013	Prar.g_00571	Syar.g_00906
OG0001014	Prar.g_00568	Syar.g_00914
OG0001015	Prar.g_00567	Syar.g_00915
OG0001017	Prar.g_00251	Syar.g_03050
OG0001018	Prar.g_00248	Syar.g_03052
OG0001019	Prar.g_00239	Syar.g_03086
OG0001020	Prar.g_00238	Syar.g_03092
OG0001021	Prar.g_00237	Syar.g_03098
OG0001022	Prar.g_00234	Syar.g_03102
OG0001023	Prar.g_00233	Syar.g_03103
OG0001024	Prar.g_00230	Syar.g_02276
OG0001025	Prar.g_00224	Syar.g_03115
OG0001026	Prar.g_00217	Syar.g_03131
OG0001027	Prar.g_00216	Syar.g_00031
OG0001028	Prar.g_00214	Syar.g_00034
OG0001029	Prar.g_00213	Syar.g_00036
OG0001030	Prar.g_00198	Syar.g_00058
OG0001031	Prar.g_00141	Syar.g_00129
OG0001032	Prar.g_00140	Syar.g_01011
OG0001033	Prar.g_00119	Syar.g_00962
OG0001034	Prar.g_00091	Syar.g_03022
OG0001035	Prar.g_00333	Syar.g_00171
OG0001036	Prar.g_00328	Syar.g_00193
OG0001037	Prar.g_00327	Syar.g_00195
OG0001038	Prar.g_00309	Syar.g_00223
OG0001039	Prar.g_00306	Syar.g_00226
OG0001040	Prar.g_00304	Syar.g_00229
OG0001041	Prar.g_00300	Syar.g_00234
OG0001042	Prar.g_00283	Syar.g_00831
OG0001043	Prar.g_00282	Syar.g_00826
OG0001044	Prar.g_00393	Syar.g_01117
OG0001045	Prar.g_00402	Syar.g_01130
OG0001046	Prar.g_00440	Syar.g_02514
OG0001047	Prar.g_00487	Syar.g_01180
OG0001048	Prar.g_00488	Syar.g_01181
OG0001049	Prar.g_00490	Syar.g_02872
OG0001050	Prar.g_00491	Syar.g_02871
OG0001051	Prar.g_00492	Syar.g_02870
OG0001052	Prar.g_00521	Syar.g_01269
OG0001053	Prar.g_00533	Syar.g_01472
OG0001054	Prar.g_01329	Syar.g_01492
OG0001055	Prar.g_01347	Syar.g_01513
OG0001056	Prar.g_01366	Syar.g_02349
OG0001057	Prar.g_01371	Syar.g_02341
OG0001058	Prar.g_01379	Syar.g_02324
OG0001059	Prar.g_01383	Syar.g_00422
OG0001060	Prar.g_01390	Syar.g_02315
OG0001061	Prar.g_01403	Syar.g_02297
OG0001062	Prar.g_01405	Syar.g_02294
OG0001063	Prar.g_01407	Syar.g_02209
OG0001064	Prar.g_01408	Syar.g_02208
OG0001065	Prar.g_01409	Syar.g_02207
OG0001066	Prar.g_01410	Syar.g_02206
OG0001067	Prar.g_01411	Syar.g_02205
OG0001068	Prar.g_01412	Syar.g_02204
OG0001069	Prar.g_01413	Syar.g_02203
OG0001070	Prar.g_01416	Syar.g_02200
OG0001071	Prar.g_01417	Syar.g_02199
OG0001072	Prar.g_01419	Syar.g_02195
OG0001073	Prar.g_01434	Syar.g_02182
OG0001074	Prar.g_01445	Syar.g_02031
OG0001075	Prar.g_01446	Syar.g_02215
OG0001076	Prar.g_01454	Syar.g_02253
OG0001077	Prar.g_01458	Syar.g_02240
OG0001078	Prar.g_01466	Syar.g_02419
OG0001079	Prar.g_01477	Syar.g_02431
OG0001080	Prar.g_01483	Syar.g_02442
OG0001081	Prar.g_01485	Syar.g_02444
OG0001082	Prar.g_01486	Syar.g_02445
OG0001083	Prar.g_01491	Syar.g_02473
OG0001084	Prar.g_01492	Syar.g_02474
OG0001085	Prar.g_01500	Syar.g_01688
OG0001086	Prar.g_01501	Syar.g_01686
OG0001087	Prar.g_01518	Syar.g_02347
OG0001088	Prar.g_01519	Syar.g_00431
OG0001089	Prar.g_01527	Syar.g_01942
OG0001090	Prar.g_01600	Syar.g_01582
OG0001091	Prar.g_01602	Syar.g_01580
OG0001092	Prar.g_01603	Syar.g_01578
OG0001093	Prar.g_01608	Syar.g_01572
OG0001094	Prar.g_01678	Syar.g_02633
OG0001095	Prar.g_01697	Syar.g_02653
OG0001096	Prar.g_01710	Syar.g_02476
OG0001097	Prar.g_01728	Syar.g_01823
OG0001098	Prar.g_01744	Syar.g_01672
OG0001099	Prar.g_01764	Syar.g_00035
OG0001100	Prar.g_01768	Syar.g_01625
OG0001101	Prar.g_01770	Syar.g_01623
OG0001102	Prar.g_01773	Syar.g_01620
OG0001103	Prar.g_01775	Syar.g_01618
OG0001104	Prar.g_01796	Syar.g_02616
OG0001105	Prar.g_01800	Syar.g_02620
OG0001106	Prar.g_01824	Syar.g_02553
OG0001107	Prar.g_01831	Syar.g_02541
OG0001109	Prar.g_01836	Syar.g_02529
OG0001110	Prar.g_01838	Syar.g_02527
OG0001111	Prar.g_01839	Syar.g_02525
OG0001112	Prar.g_01840	Syar.g_02523
OG0001113	Prar.g_01841	Syar.g_02522
OG0001114	Prar.g_01842	Syar.g_02521
OG0001115	Prar.g_01844	Syar.g_02519
OG0001116	Prar.g_01845	Syar.g_02517
OG0001117	Prar.g_01846	Syar.g_02516
OG0001118	Prar.g_01847	Syar.g_02515
OG0001119	Prar.g_01848	Syar.g_02513
OG0001120	Prar.g_01850	Syar.g_02507
OG0001122	Prar.g_01876	Syar.g_01803
OG0001123	Prar.g_01880	Syar.g_01796
OG0001124	Prar.g_01882	Syar.g_01793
OG0001125	Prar.g_01883	Syar.g_01791
OG0001126	Prar.g_01893	Syar.g_01375
OG0001127	Prar.g_01894	Syar.g_01374
OG0001128	Prar.g_01896	Syar.g_01371
OG0001129	Prar.g_01897	Syar.g_01369
OG0001130	Prar.g_01898	Syar.g_01368
OG0001131	Prar.g_01935	Syar.g_02448
OG0001132	Prar.g_01944	Syar.g_00684
OG0001133	Prar.g_01309	Syar.g_02249
OG0001134	Prar.g_01296	Syar.g_02235
OG0001135	Prar.g_01293	Syar.g_02232
OG0001136	Prar.g_01266	Syar.g_01536
OG0001137	Prar.g_01255	Syar.g_01944
OG0001138	Prar.g_01237	Syar.g_01977
OG0001139	Prar.g_01236	Syar.g_01980
OG0001140	Prar.g_01235	Syar.g_01981
OG0001141	Prar.g_01234	Syar.g_01982
