Orthogroup	Prar	Syap
OG0000588	Prar.g_01448	Syap.g_00776
OG0000589	Prar.g_01451	Syap.g_00941
OG0000590	Prar.g_01452	Syap.g_00940
OG0000591	Prar.g_01455	Syap.g_01289
OG0000592	Prar.g_01456	Syap.g_01288
OG0000593	Prar.g_01462	Syap.g_00890
OG0000594	Prar.g_01463	Syap.g_00891
OG0000595	Prar.g_01464	Syap.g_00892
OG0000596	Prar.g_01468	Syap.g_00898
OG0000597	Prar.g_01470	Syap.g_00903
OG0000598	Prar.g_01471	Syap.g_00904
OG0000599	Prar.g_01474	Syap.g_00908
OG0000600	Prar.g_01475	Syap.g_00909
OG0000601	Prar.g_01476	Syap.g_00910
OG0000602	Prar.g_01478	Syap.g_00640
OG0000603	Prar.g_01479	Syap.g_00641
OG0000604	Prar.g_01480	Syap.g_02769
OG0000605	Prar.g_01481	Syap.g_02501, Syap.g_02771
OG0000606	Prar.g_01484	Syap.g_02506
OG0000607	Prar.g_01487	Syap.g_00093
OG0000608	Prar.g_01488	Syap.g_00094
OG0000609	Prar.g_01489	Syap.g_00096
OG0000610	Prar.g_01494	Syap.g_01963
OG0000611	Prar.g_01497	Syap.g_01958
OG0000612	Prar.g_01498	Syap.g_01957
OG0000613	Prar.g_01503	Syap.g_02480
OG0000615	Prar.g_01530	Syap.g_00154
OG0000616	Prar.g_01534	Syap.g_00127
OG0000617	Prar.g_01605	Syap.g_00513
OG0000618	Prar.g_01606	Syap.g_00514
OG0000619	Prar.g_01607	Syap.g_00515
OG0000620	Prar.g_01610	Syap.g_00520
OG0000621	Prar.g_01611	Syap.g_00521
OG0000622	Prar.g_01612	Syap.g_00523
OG0000623	Prar.g_01613	Syap.g_00526
OG0000624	Prar.g_01614	Syap.g_00527
OG0000625	Prar.g_01615	Syap.g_00528
OG0000626	Prar.g_01616	Syap.g_00529
OG0000627	Prar.g_01617	Syap.g_00848
OG0000628	Prar.g_01618	Syap.g_00850
OG0000629	Prar.g_01619	Syap.g_02334
OG0000630	Prar.g_01622	Syap.g_02793
OG0000631	Prar.g_01675	Syap.g_01724
OG0000632	Prar.g_01676	Syap.g_01725
OG0000633	Prar.g_01677	Syap.g_01726
OG0000634	Prar.g_01680	Syap.g_00190
OG0000635	Prar.g_01681	Syap.g_00191
OG0000636	Prar.g_01683	Syap.g_00193
OG0000637	Prar.g_01685	Syap.g_00195
OG0000638	Prar.g_01686	Syap.g_00196
OG0000639	Prar.g_01687	Syap.g_00197
OG0000640	Prar.g_01688	Syap.g_00198
OG0000641	Prar.g_01692	Syap.g_00203
OG0000642	Prar.g_01693	Syap.g_02732
OG0000643	Prar.g_01694	Syap.g_02731
OG0000644	Prar.g_01695	Syap.g_02730
OG0000645	Prar.g_01696	Syap.g_02726
OG0000646	Prar.g_01698	Syap.g_02723
OG0000647	Prar.g_01699	Syap.g_02721
OG0000648	Prar.g_01701	Syap.g_02719
OG0000649	Prar.g_01702	Syap.g_02718
OG0000650	Prar.g_01703	Syap.g_02717
OG0000651	Prar.g_01704	Syap.g_02716
OG0000652	Prar.g_01705	Syap.g_02715
OG0000653	Prar.g_01707	Syap.g_02713
OG0000654	Prar.g_01708	Syap.g_02711
OG0000655	Prar.g_01709	Syap.g_02710
OG0000656	Prar.g_01712	Syap.g_02706
OG0000657	Prar.g_01719	Syap.g_01845
OG0000658	Prar.g_01720	Syap.g_01841
OG0000659	Prar.g_01721	Syap.g_01840
OG0000660	Prar.g_01725	Syap.g_01835
OG0000662	Prar.g_01729	Syap.g_00823
OG0000663	Prar.g_01731	Syap.g_00826
OG0000664	Prar.g_01732	Syap.g_00828
OG0000665	Prar.g_01736	Syap.g_02331
OG0000666	Prar.g_01737	Syap.g_01573
OG0000667	Prar.g_01742	Syap.g_01979
OG0000668	Prar.g_01759	Syap.g_02765
OG0000669	Prar.g_01767	Syap.g_02371
OG0000670	Prar.g_01769	Syap.g_02368
OG0000671	Prar.g_01771	Syap.g_01260
OG0000672	Prar.g_01774	Syap.g_01257
OG0000673	Prar.g_01777	Syap.g_01253
OG0000674	Prar.g_01779	Syap.g_01251
OG0000675	Prar.g_01780	Syap.g_01250
OG0000676	Prar.g_01782	Syap.g_01248
OG0000677	Prar.g_01783	Syap.g_01246
OG0000678	Prar.g_01785	Syap.g_01239
OG0000679	Prar.g_01789	Syap.g_00157
OG0000680	Prar.g_01790	Syap.g_00158
OG0000681	Prar.g_01792	Syap.g_00163
OG0000682	Prar.g_01793	Syap.g_00165
OG0000683	Prar.g_01794	Syap.g_00166
OG0000684	Prar.g_01795	Syap.g_00169
OG0000685	Prar.g_01797	Syap.g_00172
OG0000686	Prar.g_01798	Syap.g_00173
OG0000687	Prar.g_01799	Syap.g_00174
OG0000688	Prar.g_01802	Syap.g_00178
OG0000689	Prar.g_01803	Syap.g_00180
OG0000690	Prar.g_01804	Syap.g_00181
OG0000691	Prar.g_01805	Syap.g_00182
OG0000692	Prar.g_01807	Syap.g_00184
OG0000693	Prar.g_01808	Syap.g_00185
OG0000694	Prar.g_01809	Syap.g_00186
OG0000695	Prar.g_01811	Syap.g_01729
OG0000696	Prar.g_01812	Syap.g_01730
OG0000697	Prar.g_01813	Syap.g_01734
OG0000698	Prar.g_01816	Syap.g_01737
OG0000699	Prar.g_01817	Syap.g_01738
OG0000700	Prar.g_01818	Syap.g_01739
OG0000701	Prar.g_01819	Syap.g_01740
OG0000702	Prar.g_01821	Syap.g_01747
OG0000703	Prar.g_01822	Syap.g_01750
OG0000704	Prar.g_01823	Syap.g_01753
OG0000705	Prar.g_01827	Syap.g_02022
OG0000706	Prar.g_01828	Syap.g_02020
OG0000707	Prar.g_01829	Syap.g_02019
OG0000708	Prar.g_01830	Syap.g_02016
OG0000709	Prar.g_01834	Syap.g_00121
OG0000711	Prar.g_01853	Syap.g_02686
OG0000712	Prar.g_01855	Syap.g_02688
OG0000713	Prar.g_01856	Syap.g_02689
OG0000714	Prar.g_01857	Syap.g_02691
OG0000715	Prar.g_01859	Syap.g_02693
OG0000716	Prar.g_01861	Syap.g_02696
OG0000717	Prar.g_01862	Syap.g_02697
OG0000718	Prar.g_01873	Syap.g_02701
OG0000719	Prar.g_01875	Syap.g_02767
OG0000720	Prar.g_01884	Syap.g_02780
OG0000721	Prar.g_01886	Syap.g_02782
OG0000722	Prar.g_01887	Syap.g_02783
OG0000723	Prar.g_01890	Syap.g_00532
OG0000725	Prar.g_01905	Syap.g_01559
OG0000726	Prar.g_01906	Syap.g_01560
OG0000727	Prar.g_01907	Syap.g_01561
OG0000728	Prar.g_01909	Syap.g_01564
OG0000729	Prar.g_01955	Syap.g_01122
OG0000730	Prar.g_01324	Syap.g_00572
OG0000731	Prar.g_01320	Syap.g_00560
OG0000732	Prar.g_01314	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prar.g_01295	Syap.g_01971
OG0000734	Prar.g_01278	Syap.g_02628
OG0000735	Prar.g_01276	Syap.g_00244
OG0000736	Prar.g_01275	Syap.g_00243
OG0000737	Prar.g_01274	Syap.g_00242
OG0000738	Prar.g_01270	Syap.g_00236
OG0000739	Prar.g_01269	Syap.g_00235
OG0000740	Prar.g_01268	Syap.g_00234
OG0000741	Prar.g_01267	Syap.g_00231
OG0000742	Prar.g_01264	Syap.g_00229
OG0000743	Prar.g_01262	Syap.g_00226
OG0000744	Prar.g_01261	Syap.g_00225
OG0000745	Prar.g_01260	Syap.g_00222
OG0000746	Prar.g_01258	Syap.g_00220
OG0000747	Prar.g_01257	Syap.g_00219
OG0000748	Prar.g_01254	Syap.g_00212
OG0000749	Prar.g_01253	Syap.g_00211
OG0000750	Prar.g_01252	Syap.g_00210
OG0000751	Prar.g_01250	Syap.g_00205
OG0000752	Prar.g_01248	Syap.g_01793
OG0000753	Prar.g_01245	Syap.g_02775
OG0000754	Prar.g_01242	Syap.g_01883
OG0000755	Prar.g_01239	Syap.g_01893
OG0000757	Prar.g_01232	Syap.g_00427
OG0000758	Prar.g_01231	Syap.g_00428
OG0000759	Prar.g_01230	Syap.g_00429
OG0000760	Prar.g_01229	Syap.g_00430
OG0000761	Prar.g_01228	Syap.g_00431
OG0000762	Prar.g_01227	Syap.g_00434
OG0000763	Prar.g_01225	Syap.g_02624
OG0000764	Prar.g_01224	Syap.g_02623
OG0000765	Prar.g_01215	Syap.g_02440
OG0000766	Prar.g_01214	Syap.g_02439
OG0000767	Prar.g_01212	Syap.g_02437
OG0000768	Prar.g_01211	Syap.g_02436
OG0000769	Prar.g_01209	Syap.g_02434
OG0000770	Prar.g_01207	Syap.g_02431
OG0000772	Prar.g_00976	Syap.g_02295
OG0000773	Prar.g_00964	Syap.g_00885
OG0000774	Prar.g_00962	Syap.g_01473
OG0000775	Prar.g_00960	Syap.g_01475
OG0000776	Prar.g_00959	Syap.g_01476
OG0000777	Prar.g_00958	Syap.g_01478
OG0000778	Prar.g_00957	Syap.g_01479
OG0000779	Prar.g_00953	Syap.g_01494
OG0000780	Prar.g_00952	Syap.g_01496
OG0000781	Prar.g_00949	Syap.g_02609
OG0000782	Prar.g_00948	Syap.g_02611
OG0000783	Prar.g_00947	Syap.g_02612
OG0000784	Prar.g_00946	Syap.g_02613
OG0000785	Prar.g_00944	Syap.g_02281
OG0000786	Prar.g_00942	Syap.g_02287
OG0000787	Prar.g_00941	Syap.g_02288
OG0000788	Prar.g_00924	Syap.g_01932
OG0000789	Prar.g_00921	Syap.g_00372
OG0000791	Prar.g_00904	Syap.g_02520
OG0000792	Prar.g_00903	Syap.g_02519
OG0000793	Prar.g_00900	Syap.g_02141
OG0000794	Prar.g_00899	Syap.g_02200
OG0000795	Prar.g_00898	Syap.g_02199
OG0000796	Prar.g_00894	Syap.g_02448
OG0000797	Prar.g_00893	Syap.g_02449
OG0000798	Prar.g_00866	Syap.g_01363, Syap.g_01269
OG0000799	Prar.g_00357	Syap.g_02488
OG0000800	Prar.g_00356	Syap.g_02487
OG0000801	Prar.g_00355	Syap.g_02486
OG0000802	Prar.g_00353	Syap.g_02659
OG0000803	Prar.g_00351	Syap.g_02109
OG0000804	Prar.g_00350	Syap.g_02113
OG0000805	Prar.g_00348	Syap.g_02115
OG0000806	Prar.g_00346	Syap.g_02117
OG0000807	Prar.g_00345	Syap.g_02118
OG0000808	Prar.g_00344	Syap.g_02119
OG0000809	Prar.g_00341	Syap.g_02122
OG0000810	Prar.g_00340	Syap.g_02124
OG0000811	Prar.g_00336	Syap.g_02472
OG0000812	Prar.g_00842	Syap.g_02474
OG0000813	Prar.g_00841	Syap.g_02475
OG0000814	Prar.g_00839	Syap.g_02753
OG0000815	Prar.g_00838	Syap.g_02752
OG0000816	Prar.g_00836	Syap.g_02289
OG0000817	Prar.g_00835	Syap.g_02527
OG0000818	Prar.g_00830	Syap.g_02001
OG0000819	Prar.g_00829	Syap.g_02002
OG0000820	Prar.g_00828	Syap.g_02003
OG0000821	Prar.g_00824	Syap.g_02009
OG0000822	Prar.g_00823	Syap.g_02011
OG0000824	Prar.g_00819	Syap.g_00008
OG0000825	Prar.g_00818	Syap.g_00009
OG0000826	Prar.g_00817	Syap.g_00010
OG0000827	Prar.g_00816	Syap.g_00011
OG0000828	Prar.g_00813	Syap.g_00014
OG0000829	Prar.g_00812	Syap.g_00015
OG0000830	Prar.g_00811	Syap.g_00016
OG0000831	Prar.g_00809	Syap.g_00019
OG0000832	Prar.g_00803	Syap.g_00752
OG0000833	Prar.g_00795	Syap.g_00021
OG0000834	Prar.g_00794	Syap.g_00023
OG0000835	Prar.g_00793	Syap.g_00024
OG0000836	Prar.g_00792	Syap.g_00026
OG0000837	Prar.g_00791	Syap.g_00027
OG0000838	Prar.g_00789	Syap.g_00031
OG0000839	Prar.g_00788	Syap.g_00032
OG0000840	Prar.g_00787	Syap.g_00033
OG0000841	Prar.g_00786	Syap.g_00034
OG0000842	Prar.g_00785	Syap.g_00035
OG0000843	Prar.g_00784	Syap.g_00036
OG0000844	Prar.g_00783	Syap.g_00039
OG0000845	Prar.g_00782	Syap.g_00040
OG0000846	Prar.g_00781	Syap.g_00042
OG0000847	Prar.g_00780	Syap.g_00043
OG0000848	Prar.g_00779	Syap.g_00045
OG0000849	Prar.g_00778	Syap.g_00046
OG0000850	Prar.g_00776	Syap.g_00310
OG0000851	Prar.g_00775	Syap.g_01214
OG0000852	Prar.g_00774	Syap.g_01215
OG0000853	Prar.g_00770	Syap.g_01219
OG0000854	Prar.g_00768	Syap.g_01222
OG0000855	Prar.g_00767	Syap.g_01223
OG0000856	Prar.g_00753	Syap.g_01286
OG0000857	Prar.g_00725	Syap.g_02722
OG0000858	Prar.g_01149	Syap.g_00612
OG0000859	Prar.g_01148	Syap.g_00613
OG0000860	Prar.g_01141	Syap.g_00623
OG0000861	Prar.g_01140	Syap.g_02789
OG0000862	Prar.g_01139	Syap.g_01789
OG0000863	Prar.g_01137	Syap.g_01784
OG0000864	Prar.g_01136	Syap.g_01783
OG0000865	Prar.g_01135	Syap.g_01781, Syap.g_01782
OG0000866	Prar.g_01134	Syap.g_01780
OG0000867	Prar.g_01133	Syap.g_01779
OG0000868	Prar.g_01132	Syap.g_01775
OG0000869	Prar.g_01128	Syap.g_01770
OG0000870	Prar.g_01123	Syap.g_01401
OG0000871	Prar.g_01122	Syap.g_01400
OG0000872	Prar.g_01121	Syap.g_01394
OG0000873	Prar.g_01965	Syap.g_01390
OG0000874	Prar.g_01968	Syap.g_01388
OG0000875	Prar.g_01969	Syap.g_01386
OG0000876	Prar.g_01970	Syap.g_00822
OG0000877	Prar.g_01963	Syap.g_01380
OG0000878	Prar.g_01962	Syap.g_01378
OG0000879	Prar.g_01961	Syap.g_01377
OG0000880	Prar.g_01960	Syap.g_01376
OG0000882	Prar.g_00600	Syap.g_01516
OG0000883	Prar.g_00601	Syap.g_01511
OG0000884	Prar.g_00603	Syap.g_01509
OG0000885	Prar.g_00604	Syap.g_01508
OG0000886	Prar.g_00605	Syap.g_01507
OG0000887	Prar.g_00606	Syap.g_01506
OG0000888	Prar.g_00608	Syap.g_01504
OG0000889	Prar.g_00610	Syap.g_01502
OG0000890	Prar.g_00611	Syap.g_01499
OG0000891	Prar.g_00612	Syap.g_01498
OG0000892	Prar.g_01119	Syap.g_02671
OG0000893	Prar.g_01114	Syap.g_02497
OG0000894	Prar.g_01112	Syap.g_02679
OG0000895	Prar.g_01109	Syap.g_00546
OG0000896	Prar.g_01108	Syap.g_00545
OG0000897	Prar.g_01106	Syap.g_00543
OG0000898	Prar.g_01105	Syap.g_00542
OG0000899	Prar.g_01104	Syap.g_00541
OG0000900	Prar.g_01103	Syap.g_00540
OG0000901	Prar.g_01100	Syap.g_01930
OG0000902	Prar.g_01098	Syap.g_01929
OG0000903	Prar.g_01095	Syap.g_01916
OG0000904	Prar.g_01093	Syap.g_01922
OG0000905	Prar.g_01088	Syap.g_01925
OG0000906	Prar.g_01087	Syap.g_01927
OG0000907	Prar.g_01069	Syap.g_01914
OG0000908	Prar.g_01066	Syap.g_01235
OG0000909	Prar.g_01065	Syap.g_01236
OG0000910	Prar.g_01064	Syap.g_01237
OG0000911	Prar.g_01062	Syap.g_00511
OG0000912	Prar.g_01061	Syap.g_00510
OG0000913	Prar.g_01060	Syap.g_00509
OG0000914	Prar.g_01059	Syap.g_00508
OG0000915	Prar.g_01058	Syap.g_00506
OG0000916	Prar.g_01057	Syap.g_00505
OG0000917	Prar.g_01056	Syap.g_00504
OG0000918	Prar.g_01055	Syap.g_00503
OG0000919	Prar.g_01054	Syap.g_00502
OG0000920	Prar.g_01053	Syap.g_00501
OG0000921	Prar.g_01052	Syap.g_00500
OG0000922	Prar.g_01051	Syap.g_00499
OG0000923	Prar.g_01047	Syap.g_00495
OG0000924	Prar.g_01046	Syap.g_00494
OG0000925	Prar.g_01045	Syap.g_00493
OG0000926	Prar.g_01044	Syap.g_00492
OG0000927	Prar.g_01042	Syap.g_00490
OG0000928	Prar.g_01041	Syap.g_00489
OG0000929	Prar.g_01040	Syap.g_00488
OG0000930	Prar.g_01039	Syap.g_00487
OG0000931	Prar.g_01038	Syap.g_00486
OG0000932	Prar.g_01037	Syap.g_00485
OG0000933	Prar.g_01033	Syap.g_00479
OG0000934	Prar.g_01031	Syap.g_00477
OG0000935	Prar.g_01030	Syap.g_00476
OG0000936	Prar.g_01029	Syap.g_00475
OG0000937	Prar.g_01028	Syap.g_00474
OG0000938	Prar.g_01026	Syap.g_00471
OG0000939	Prar.g_01025	Syap.g_00469
OG0000940	Prar.g_01019	Syap.g_00460
OG0000941	Prar.g_01017	Syap.g_00458
OG0000942	Prar.g_01015	Syap.g_00606
OG0000943	Prar.g_01014	Syap.g_00604
OG0000944	Prar.g_01013	Syap.g_00602
OG0000945	Prar.g_01012	Syap.g_00601
OG0000946	Prar.g_00617	Syap.g_00595
OG0000947	Prar.g_00619	Syap.g_00591
OG0000948	Prar.g_00620	Syap.g_00590
OG0000949	Prar.g_00623	Syap.g_01051
OG0000950	Prar.g_00628	Syap.g_01061
OG0000951	Prar.g_00632	Syap.g_01070
OG0000952	Prar.g_00636	Syap.g_01074
OG0000953	Prar.g_00639	Syap.g_01078
OG0000954	Prar.g_00643	Syap.g_01089
OG0000955	Prar.g_00644	Syap.g_01090
OG0000956	Prar.g_00646	Syap.g_01092
OG0000957	Prar.g_00651	Syap.g_01109
OG0000958	Prar.g_00652	Syap.g_01110
OG0000959	Prar.g_00656	Syap.g_01114
OG0000960	Prar.g_00657	Syap.g_01115
OG0000961	Prar.g_00659	Syap.g_02170
OG0000962	Prar.g_00661	Syap.g_01121
OG0000963	Prar.g_00664	Syap.g_01124
OG0000964	Prar.g_00665	Syap.g_01125
OG0000965	Prar.g_00666	Syap.g_01126
OG0000966	Prar.g_00673	Syap.g_01141
OG0000967	Prar.g_00677	Syap.g_00633
OG0000968	Prar.g_00679	Syap.g_00998
OG0000969	Prar.g_00680	Syap.g_00996
OG0000970	Prar.g_00681	Syap.g_00995
OG0000971	Prar.g_00682	Syap.g_00993
OG0000972	Prar.g_00683	Syap.g_00992
OG0000973	Prar.g_00684	Syap.g_00991
OG0000974	Prar.g_00685	Syap.g_00990
OG0000975	Prar.g_00686	Syap.g_00989
OG0000976	Prar.g_00687	Syap.g_00988
OG0000977	Prar.g_00688	Syap.g_00986
OG0000978	Prar.g_00689	Syap.g_00985
OG0000979	Prar.g_00692	Syap.g_00980
OG0000980	Prar.g_00694	Syap.g_00977
OG0000981	Prar.g_00696	Syap.g_01812
OG0000982	Prar.g_00698	Syap.g_00132
OG0000983	Prar.g_00699	Syap.g_00134
OG0000984	Prar.g_00700	Syap.g_00135
OG0000985	Prar.g_00703	Syap.g_00140
OG0000986	Prar.g_00705	Syap.g_01044
OG0000987	Prar.g_00706	Syap.g_01033
OG0000988	Prar.g_00709	Syap.g_01027
OG0000989	Prar.g_00073	Syap.g_01011
OG0000990	Prar.g_00070	Syap.g_02087
OG0000991	Prar.g_00069	Syap.g_02091
OG0000992	Prar.g_00067	Syap.g_02095
OG0000993	Prar.g_00066	Syap.g_02097
OG0000994	Prar.g_00065	Syap.g_02101
OG0000996	Prar.g_00060	Syap.g_01817
OG0000997	Prar.g_00059	Syap.g_02590
OG0000998	Prar.g_00057	Syap.g_02591
OG0000999	Prar.g_00056	Syap.g_02592
OG0001001	Prar.g_00051	Syap.g_02605
OG0001002	Prar.g_00047	Syap.g_00124
OG0001003	Prar.g_00046	Syap.g_02310
OG0001004	Prar.g_00045	Syap.g_02311
OG0001005	Prar.g_00044	Syap.g_02312
OG0001006	Prar.g_00040	Syap.g_00053
OG0001007	Prar.g_00038	Syap.g_00055
OG0001008	Prar.g_00485	Syap.g_02060
OG0001012	Prar.g_00577	Syap.g_00371
OG0001013	Prar.g_00571	Syap.g_01325
OG0001016	Prar.g_00255	Syap.g_01695
OG0001033	Prar.g_00119	Syap.g_00105
OG0001035	Prar.g_00333	Syap.g_01594
OG0001038	Prar.g_00309	Syap.g_01362
OG0001039	Prar.g_00306	Syap.g_01359
OG0001040	Prar.g_00304	Syap.g_01356
OG0001041	Prar.g_00300	Syap.g_01352
OG0001043	Prar.g_00282	Syap.g_01676
OG0001044	Prar.g_00393	Syap.g_00571
OG0001053	Prar.g_00533	Syap.g_02253
OG0001054	Prar.g_01329	Syap.g_00274
OG0001055	Prar.g_01347	Syap.g_00252
OG0001059	Prar.g_01383	Syap.g_00306
OG0001060	Prar.g_01390	Syap.g_00299
OG0001061	Prar.g_01403	Syap.g_01309
OG0001062	Prar.g_01405	Syap.g_01314
OG0001072	Prar.g_01419	Syap.g_00441
OG0001073	Prar.g_01434	Syap.g_00122, Syap.g_00455
OG0001078	Prar.g_01466	Syap.g_00896
OG0001080	Prar.g_01483	Syap.g_02505
OG0001085	Prar.g_01500	Syap.g_01953
OG0001094	Prar.g_01678	Syap.g_00187
OG0001095	Prar.g_01697	Syap.g_02725
OG0001096	Prar.g_01710	Syap.g_02709
OG0001100	Prar.g_01768	Syap.g_02369
OG0001102	Prar.g_01773	Syap.g_01258
OG0001103	Prar.g_01775	Syap.g_01256
OG0001104	Prar.g_01796	Syap.g_00171
OG0001105	Prar.g_01800	Syap.g_00175
OG0001107	Prar.g_01831	Syap.g_02015
OG0001108	Prar.g_01835	Syap.g_00119
OG0001122	Prar.g_01876	Syap.g_02766
OG0001123	Prar.g_01880	Syap.g_01872
OG0001133	Prar.g_01309	Syap.g_01292
OG0001136	Prar.g_01266	Syap.g_00230
OG0001137	Prar.g_01255	Syap.g_00213
OG0001140	Prar.g_01235	Syap.g_02134
OG0001152	Prar.g_00895	Syap.g_02447
OG0001154	Prar.g_00814	Syap.g_00013
OG0001155	Prar.g_00802	Syap.g_00750
OG0001160	Prar.g_00772	Syap.g_01217
OG0001162	Prar.g_00749	Syap.g_02366
OG0001163	Prar.g_01151	Syap.g_00609
OG0001164	Prar.g_01147	Syap.g_00614
OG0001165	Prar.g_01144	Syap.g_00619
OG0001168	Prar.g_01957	Syap.g_01372
OG0001171	Prar.g_00607	Syap.g_01505
OG0001172	Prar.g_01111	Syap.g_00547
OG0001177	Prar.g_01091	Syap.g_01920
OG0001178	Prar.g_01086	Syap.g_01786, Syap.g_01787
OG0001179	Prar.g_01043	Syap.g_00491
OG0001180	Prar.g_01022	Syap.g_00097, Syap.g_00465
OG0001181	Prar.g_01018	Syap.g_00459
OG0001183	Prar.g_00618	Syap.g_00594
OG0001185	Prar.g_00648	Syap.g_01104
OG0001186	Prar.g_00670	Syap.g_01140
OG0001187	Prar.g_00674	Syap.g_01142
OG0001188	Prar.g_00676	Syap.g_00634
OG0001189	Prar.g_00693	Syap.g_00979
OG0001191	Prar.g_00707	Syap.g_01030
OG0001192	Prar.g_00074	Syap.g_01021
OG0001197	Prar.g_00048	Syap.g_00126
OG0001198	Prar.g_00041	Syap.g_00052
OG0001199	Prar.g_00254	Syap.g_01696
OG0001200	Prar.g_00252	Syap.g_01698
OG0001202	Prar.g_00128	Syap.g_01613
OG0001203	Prar.g_00089	Syap.g_01154
OG0001204	Prar.g_00084	Syap.g_01577
OG0001214	Prar.g_01467	Syap.g_00897
OG0001217	Prar.g_01638	Syap.g_01464
OG0001219	Prar.g_01672	Syap.g_02794
OG0001221	Prar.g_01787	Syap.g_01777
OG0001222	Prar.g_01825	Syap.g_02027
OG0001224	Prar.g_01900	Syap.g_01551
OG0001225	Prar.g_01902	Syap.g_01553
OG0001226	Prar.g_01928	Syap.g_02551
OG0001228	Prar.g_01218	Syap.g_01063
OG0001229	Prar.g_00913	Syap.g_00827
OG0001230	Prar.g_00347	Syap.g_02116
OG0001231	Prar.g_00751	Syap.g_00073
OG0001232	Prar.g_01120	Syap.g_01393
OG0001235	Prar.g_01089	Syap.g_01924
OG0001236	Prar.g_00631	Syap.g_01069
OG0001237	Prar.g_00635	Syap.g_01073
OG0001238	Prar.g_00708	Syap.g_01028
OG0001239	Prar.g_00547	Syap.g_01693, Syap.g_01692
OG0001242	Prar.g_00209	Syap.g_02227, Syap.g_02229
OG0001243	Prar.g_00203	Syap.g_02219
OG0001244	Prar.g_00187	Syap.g_02192
OG0001246	Prar.g_01335	Syap.g_01165, Syap.g_00267
OG0001248	Prar.g_01515	Syap.g_00423
OG0001249	Prar.g_01661	Syap.g_00575
OG0001250	Prar.g_01724	Syap.g_01836
OG0001251	Prar.g_01760	Syap.g_01549, Syap.g_01727
OG0001253	Prar.g_01948	Syap.g_01969
OG0001255	Prar.g_01279	Syap.g_02523
OG0001256	Prar.g_00758	Syap.g_01225
OG0001257	Prar.g_00752	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Prar.g_01146	Syap.g_00617
OG0001260	Prar.g_00613	Syap.g_01497
OG0001261	Prar.g_01035	Syap.g_00482
OG0001262	Prar.g_00691	Syap.g_00981
OG0001263	Prar.g_00200	Syap.g_02216
OG0001265	Prar.g_00210	Syap.g_02231
OG0001266	Prar.g_00124	Syap.g_01618
OG0001267	Prar.g_00307	Syap.g_01360
OG0001268	Prar.g_00399	Syap.g_00563
OG0001270	Prar.g_00482	Syap.g_02056
OG0001271	Prar.g_00522	Syap.g_02759
OG0001272	Prar.g_00536	Syap.g_02250
OG0001274	Prar.g_01533	Syap.g_01897
OG0001275	Prar.g_01860	Syap.g_02694
OG0001276	Prar.g_01879	Syap.g_01873
OG0001277	Prar.g_01937	Syap.g_01293
OG0001278	Prar.g_01213	Syap.g_02438
OG0001282	Prar.g_00910	Syap.g_01701
OG0001284	Prar.g_00777	Syap.g_00047
OG0001287	Prar.g_00655	Syap.g_00418
OG0001288	Prar.g_00663	Syap.g_01123
OG0001289	Prar.g_00241	Syap.g_02365
OG0001291	Prar.g_00193	Syap.g_02207
OG0001292	Prar.g_00079	Syap.g_01583
OG0001299	Prar.g_01496	Syap.g_01959
OG0001303	Prar.g_01864	Syap.g_02795
OG0001304	Prar.g_01889	Syap.g_00536
OG0001305	Prar.g_01908	Syap.g_01562
OG0001306	Prar.g_01277	Syap.g_00245
OG0001307	Prar.g_00928	Syap.g_00403
OG0001308	Prar.g_00837	Syap.g_02751, Syap.g_02750
OG0001310	Prar.g_01131	Syap.g_01774
OG0001311	Prar.g_01881	Syap.g_01871
OG0001312	Prar.g_01814	Syap.g_01735
OG0001315	Prar.g_00556	Syap.g_00596
OG0001318	Prar.g_00331	Syap.g_01596, Syap.g_01597
OG0001319	Prar.g_00315	Syap.g_02338
OG0001323	Prar.g_01349	Syap.g_00757
OG0001326	Prar.g_01547	Syap.g_02646
OG0001332	Prar.g_00804	Syap.g_01548
OG0001333	Prar.g_01958	Syap.g_01373
OG0001336	Prar.g_00052	Syap.g_02602
OG0001345	Prar.g_01244	Syap.g_01877, Syap.g_02776
OG0001346	Prar.g_00954	Syap.g_01484
OG0001348	Prar.g_00732	Syap.g_00938
OG0001351	Prar.g_00502	Syap.g_01996
OG0001358	Prar.g_01450	Syap.g_00942
OG0001360	Prar.g_01949	Syap.g_01881, Syap.g_02778
OG0001361	Prar.g_01247	Syap.g_01792
OG0001364	Prar.g_00624	Syap.g_01052
OG0001365	Prar.g_00701	Syap.g_00138
OG0001371	Prar.g_01509	Syap.g_02544, Syap.g_02545
OG0001373	Prar.g_01548	Syap.g_02647
OG0001374	Prar.g_01540	Syap.g_01829, Syap.g_01830
OG0001376	Prar.g_01914	Syap.g_01991
OG0001377	Prar.g_01915	Syap.g_01992
OG0001378	Prar.g_01325	Syap.g_02055
OG0001382	Prar.g_00738	Syap.g_00677
OG0001385	Prar.g_01551	Syap.g_02650
OG0001386	Prar.g_01550	Syap.g_02649
OG0001387	Prar.g_01549	Syap.g_02648
OG0001388	Prar.g_01546	Syap.g_02645
OG0001389	Prar.g_01545	Syap.g_02644
OG0001390	Prar.g_01544	Syap.g_02643
OG0001391	Prar.g_01543	Syap.g_01833
