Orthogroup	Prar	Syai
OG0000580	Prar.g_01433	Syai.g_00806
OG0000581	Prar.g_01435	Syai.g_00812
OG0000582	Prar.g_01438	Syai.g_01042
OG0000583	Prar.g_01439	Syai.g_01043
OG0000584	Prar.g_01440	Syai.g_01044
OG0000585	Prar.g_01442	Syai.g_01046
OG0000586	Prar.g_01443	Syai.g_01047
OG0000587	Prar.g_01444	Syai.g_01049
OG0000588	Prar.g_01448	Syai.g_01063
OG0000589	Prar.g_01451	Syai.g_01066
OG0000590	Prar.g_01452	Syai.g_01067
OG0000591	Prar.g_01455	Syai.g_01075
OG0000592	Prar.g_01456	Syai.g_01076
OG0000593	Prar.g_01462	Syai.g_01100
OG0000594	Prar.g_01463	Syai.g_01101
OG0000595	Prar.g_01464	Syai.g_01102
OG0000596	Prar.g_01468	Syai.g_01107
OG0000597	Prar.g_01470	Syai.g_01110
OG0000598	Prar.g_01471	Syai.g_01111
OG0000599	Prar.g_01474	Syai.g_01114
OG0000600	Prar.g_01475	Syai.g_01115
OG0000601	Prar.g_01476	Syai.g_01116
OG0000602	Prar.g_01478	Syai.g_01121
OG0000603	Prar.g_01479	Syai.g_01122
OG0000604	Prar.g_01480	Syai.g_01125
OG0000605	Prar.g_01481	Syai.g_01609
OG0000606	Prar.g_01484	Syai.g_01221
OG0000607	Prar.g_01487	Syai.g_01224
OG0000608	Prar.g_01488	Syai.g_01225
OG0000609	Prar.g_01489	Syai.g_01227
OG0000610	Prar.g_01494	Syai.g_01234
OG0000611	Prar.g_01497	Syai.g_01237
OG0000612	Prar.g_01498	Syai.g_01238
OG0000613	Prar.g_01503	Syai.g_00196
OG0000614	Prar.g_01522	Syai.g_01981
OG0000615	Prar.g_01530	Syai.g_01286
OG0000616	Prar.g_01534	Syai.g_02914
OG0000617	Prar.g_01605	Syai.g_01393
OG0000618	Prar.g_01606	Syai.g_01394
OG0000619	Prar.g_01607	Syai.g_01395
OG0000620	Prar.g_01610	Syai.g_01402
OG0000621	Prar.g_01611	Syai.g_01403
OG0000622	Prar.g_01612	Syai.g_01404
OG0000623	Prar.g_01613	Syai.g_01405
OG0000624	Prar.g_01614	Syai.g_01407
OG0000625	Prar.g_01615	Syai.g_01408
OG0000626	Prar.g_01616	Syai.g_01409
OG0000627	Prar.g_01617	Syai.g_01575
OG0000628	Prar.g_01618	Syai.g_01573
OG0000629	Prar.g_01619	Syai.g_01570
OG0000630	Prar.g_01622	Syai.g_01566
OG0000631	Prar.g_01675	Syai.g_01557
OG0000632	Prar.g_01676	Syai.g_01556
OG0000633	Prar.g_01677	Syai.g_01555
OG0000634	Prar.g_01680	Syai.g_01317
OG0000635	Prar.g_01681	Syai.g_01318
OG0000636	Prar.g_01683	Syai.g_01320
OG0000637	Prar.g_01685	Syai.g_01322
OG0000638	Prar.g_01686	Syai.g_01323
OG0000639	Prar.g_01687	Syai.g_01324
OG0000640	Prar.g_01688	Syai.g_01325
OG0000641	Prar.g_01692	Syai.g_01329
OG0000642	Prar.g_01693	Syai.g_01330
OG0000643	Prar.g_01694	Syai.g_01349
OG0000644	Prar.g_01695	Syai.g_01350
OG0000645	Prar.g_01696	Syai.g_01352
OG0000646	Prar.g_01698	Syai.g_01355
OG0000647	Prar.g_01699	Syai.g_01357
OG0000648	Prar.g_01701	Syai.g_01362
OG0000649	Prar.g_01702	Syai.g_01363
OG0000650	Prar.g_01703	Syai.g_01364
OG0000651	Prar.g_01704	Syai.g_01365
OG0000652	Prar.g_01705	Syai.g_01366
OG0000653	Prar.g_01707	Syai.g_01368
OG0000654	Prar.g_01708	Syai.g_01369
OG0000655	Prar.g_01709	Syai.g_01370
OG0000656	Prar.g_01712	Syai.g_01373
OG0000657	Prar.g_01719	Syai.g_02045
OG0000658	Prar.g_01720	Syai.g_02049
OG0000659	Prar.g_01721	Syai.g_02050
OG0000660	Prar.g_01725	Syai.g_02054
OG0000661	Prar.g_01727	Syai.g_02056
OG0000662	Prar.g_01729	Syai.g_02058
OG0000663	Prar.g_01731	Syai.g_02061
OG0000664	Prar.g_01732	Syai.g_02062
OG0000665	Prar.g_01736	Syai.g_02431
OG0000666	Prar.g_01737	Syai.g_01610
OG0000667	Prar.g_01742	Syai.g_01724
OG0000668	Prar.g_01759	Syai.g_01436
OG0000669	Prar.g_01767	Syai.g_01251
OG0000670	Prar.g_01769	Syai.g_00561
OG0000671	Prar.g_01771	Syai.g_01255
OG0000672	Prar.g_01774	Syai.g_01259
OG0000673	Prar.g_01777	Syai.g_01262
OG0000674	Prar.g_01779	Syai.g_01264
OG0000675	Prar.g_01780	Syai.g_01265
OG0000676	Prar.g_01782	Syai.g_01275
OG0000677	Prar.g_01783	Syai.g_01276
OG0000678	Prar.g_01785	Syai.g_01279
OG0000679	Prar.g_01789	Syai.g_01288
OG0000680	Prar.g_01790	Syai.g_01289
OG0000681	Prar.g_01792	Syai.g_01292
OG0000682	Prar.g_01793	Syai.g_01293
OG0000683	Prar.g_01794	Syai.g_01294
OG0000684	Prar.g_01795	Syai.g_01299
OG0000685	Prar.g_01797	Syai.g_01301
OG0000686	Prar.g_01798	Syai.g_01302
OG0000687	Prar.g_01799	Syai.g_01303
OG0000688	Prar.g_01802	Syai.g_01307
OG0000689	Prar.g_01803	Syai.g_01309
OG0000690	Prar.g_01804	Syai.g_01310
OG0000691	Prar.g_01805	Syai.g_01311
OG0000692	Prar.g_01807	Syai.g_01312
OG0000693	Prar.g_01808	Syai.g_01313
OG0000694	Prar.g_01809	Syai.g_01314
OG0000695	Prar.g_01811	Syai.g_01553
OG0000696	Prar.g_01812	Syai.g_01552
OG0000697	Prar.g_01813	Syai.g_01550
OG0000698	Prar.g_01816	Syai.g_01547
OG0000699	Prar.g_01817	Syai.g_01545
OG0000700	Prar.g_01818	Syai.g_01544
OG0000701	Prar.g_01819	Syai.g_01543
OG0000702	Prar.g_01821	Syai.g_01521
OG0000703	Prar.g_01822	Syai.g_01520
OG0000704	Prar.g_01823	Syai.g_01518
OG0000705	Prar.g_01827	Syai.g_01511
OG0000706	Prar.g_01828	Syai.g_01510
OG0000707	Prar.g_01829	Syai.g_01509
OG0000708	Prar.g_01830	Syai.g_01506
OG0000709	Prar.g_01834	Syai.g_01497
OG0000710	Prar.g_01837	Syai.g_01487
OG0000711	Prar.g_01853	Syai.g_01456
OG0000712	Prar.g_01855	Syai.g_01454
OG0000713	Prar.g_01856	Syai.g_01453
OG0000714	Prar.g_01857	Syai.g_01451
OG0000715	Prar.g_01859	Syai.g_01449
OG0000716	Prar.g_01861	Syai.g_01445
OG0000717	Prar.g_01862	Syai.g_01444
OG0000718	Prar.g_01873	Syai.g_01440
OG0000719	Prar.g_01875	Syai.g_01438
OG0000720	Prar.g_01884	Syai.g_01425
OG0000721	Prar.g_01886	Syai.g_01423
OG0000722	Prar.g_01887	Syai.g_01422
OG0000723	Prar.g_01890	Syai.g_01411
OG0000724	Prar.g_01899	Syai.g_02013
OG0000725	Prar.g_01905	Syai.g_02004
OG0000726	Prar.g_01906	Syai.g_02003
OG0000727	Prar.g_01907	Syai.g_02002
OG0000728	Prar.g_01909	Syai.g_02000
OG0000729	Prar.g_01955	Syai.g_00097
OG0000730	Prar.g_01324	Syai.g_00483
OG0000731	Prar.g_01320	Syai.g_00495
OG0000732	Prar.g_01314	Syai.g_00058
OG0000733	Prar.g_01295	Syai.g_02805
OG0000734	Prar.g_01278	Syai.g_02548
OG0000735	Prar.g_01276	Syai.g_02159
OG0000736	Prar.g_01275	Syai.g_02158
OG0000737	Prar.g_01274	Syai.g_02157
OG0000738	Prar.g_01270	Syai.g_02152
OG0000739	Prar.g_01269	Syai.g_02151
OG0000740	Prar.g_01268	Syai.g_02150
OG0000741	Prar.g_01267	Syai.g_02147
OG0000742	Prar.g_01264	Syai.g_02145
OG0000743	Prar.g_01262	Syai.g_02143
OG0000744	Prar.g_01261	Syai.g_02142
OG0000745	Prar.g_01260	Syai.g_02140
OG0000746	Prar.g_01258	Syai.g_02138
OG0000747	Prar.g_01257	Syai.g_02137
OG0000748	Prar.g_01254	Syai.g_02125
OG0000749	Prar.g_01253	Syai.g_02123
OG0000750	Prar.g_01252	Syai.g_02122
OG0000751	Prar.g_01250	Syai.g_02116
OG0000752	Prar.g_01248	Syai.g_02114
OG0000753	Prar.g_01245	Syai.g_02111
OG0000754	Prar.g_01242	Syai.g_01750
OG0000755	Prar.g_01239	Syai.g_01760
OG0000756	Prar.g_01238	Syai.g_01761
OG0000757	Prar.g_01232	Syai.g_01769
OG0000758	Prar.g_01231	Syai.g_01770
OG0000759	Prar.g_01230	Syai.g_01771
OG0000760	Prar.g_01229	Syai.g_01772
OG0000761	Prar.g_01228	Syai.g_01775
OG0000762	Prar.g_01227	Syai.g_01777
OG0000763	Prar.g_01225	Syai.g_01779
OG0000764	Prar.g_01224	Syai.g_01780
OG0000765	Prar.g_01215	Syai.g_01797
OG0000766	Prar.g_01214	Syai.g_01798
OG0000767	Prar.g_01212	Syai.g_01800
OG0000768	Prar.g_01211	Syai.g_01801
OG0000769	Prar.g_01209	Syai.g_01803
OG0000770	Prar.g_01207	Syai.g_01822
OG0000771	Prar.g_00376	Syai.g_02019
OG0000772	Prar.g_00976	Syai.g_01639
OG0000773	Prar.g_00964	Syai.g_02164
OG0000774	Prar.g_00962	Syai.g_02168
OG0000775	Prar.g_00960	Syai.g_02172
OG0000776	Prar.g_00959	Syai.g_02173
OG0000777	Prar.g_00958	Syai.g_02174
OG0000778	Prar.g_00957	Syai.g_02175
OG0000779	Prar.g_00953	Syai.g_02181
OG0000780	Prar.g_00952	Syai.g_02184
OG0000781	Prar.g_00949	Syai.g_02188
OG0000782	Prar.g_00948	Syai.g_02189
OG0000783	Prar.g_00947	Syai.g_02190
OG0000784	Prar.g_00946	Syai.g_02191
OG0000785	Prar.g_00944	Syai.g_02193
OG0000786	Prar.g_00942	Syai.g_00816
OG0000787	Prar.g_00941	Syai.g_00815
OG0000788	Prar.g_00924	Syai.g_01117
OG0000789	Prar.g_00921	Syai.g_01596
OG0000790	Prar.g_00906	Syai.g_00623
OG0000791	Prar.g_00904	Syai.g_00621
OG0000792	Prar.g_00903	Syai.g_00620
OG0000793	Prar.g_00900	Syai.g_00615
OG0000794	Prar.g_00899	Syai.g_00614
OG0000795	Prar.g_00898	Syai.g_00613
OG0000796	Prar.g_00894	Syai.g_00609
OG0000797	Prar.g_00893	Syai.g_00608
OG0000798	Prar.g_00866	Syai.g_00262
OG0000799	Prar.g_00357	Syai.g_00996
OG0000800	Prar.g_00356	Syai.g_00993
OG0000801	Prar.g_00355	Syai.g_00992
OG0000802	Prar.g_00353	Syai.g_00988
OG0000803	Prar.g_00351	Syai.g_00983
OG0000804	Prar.g_00350	Syai.g_00980
OG0000805	Prar.g_00348	Syai.g_00965
OG0000806	Prar.g_00346	Syai.g_00963
OG0000807	Prar.g_00345	Syai.g_00961
OG0000808	Prar.g_00344	Syai.g_00960
OG0000809	Prar.g_00341	Syai.g_00957
OG0000810	Prar.g_00340	Syai.g_00956
OG0000811	Prar.g_00336	Syai.g_00950
OG0000812	Prar.g_00842	Syai.g_00948
OG0000813	Prar.g_00841	Syai.g_00947
OG0000814	Prar.g_00839	Syai.g_00945
OG0000815	Prar.g_00838	Syai.g_00944
OG0000816	Prar.g_00836	Syai.g_00942
OG0000817	Prar.g_00835	Syai.g_00941
OG0000818	Prar.g_00830	Syai.g_00935
OG0000819	Prar.g_00829	Syai.g_00934
OG0000820	Prar.g_00828	Syai.g_00933
OG0000821	Prar.g_00824	Syai.g_00916
OG0000822	Prar.g_00823	Syai.g_00914
OG0000823	Prar.g_00822	Syai.g_00913
OG0000824	Prar.g_00819	Syai.g_00907
OG0000825	Prar.g_00818	Syai.g_00906
OG0000826	Prar.g_00817	Syai.g_00905
OG0000827	Prar.g_00816	Syai.g_00904
OG0000828	Prar.g_00813	Syai.g_00900
OG0000829	Prar.g_00812	Syai.g_00899
OG0000830	Prar.g_00811	Syai.g_00898
OG0000831	Prar.g_00809	Syai.g_00896
OG0000832	Prar.g_00803	Syai.g_02296
OG0000833	Prar.g_00795	Syai.g_02305
OG0000834	Prar.g_00794	Syai.g_02307
OG0000835	Prar.g_00793	Syai.g_02308
OG0000836	Prar.g_00792	Syai.g_02312
OG0000837	Prar.g_00791	Syai.g_02313
OG0000838	Prar.g_00789	Syai.g_02323
OG0000839	Prar.g_00788	Syai.g_02324
OG0000840	Prar.g_00787	Syai.g_02325
OG0000841	Prar.g_00786	Syai.g_02326
OG0000842	Prar.g_00785	Syai.g_02327
OG0000843	Prar.g_00784	Syai.g_02328
OG0000844	Prar.g_00783	Syai.g_02330
OG0000845	Prar.g_00782	Syai.g_02331
OG0000846	Prar.g_00781	Syai.g_02332
OG0000847	Prar.g_00780	Syai.g_02333
OG0000848	Prar.g_00779	Syai.g_02335
OG0000849	Prar.g_00778	Syai.g_02336
OG0000850	Prar.g_00776	Syai.g_02339
OG0000851	Prar.g_00775	Syai.g_02352
OG0000852	Prar.g_00774	Syai.g_02353
OG0000853	Prar.g_00770	Syai.g_02357
OG0000854	Prar.g_00768	Syai.g_02359
OG0000855	Prar.g_00767	Syai.g_02360
OG0000856	Prar.g_00753	Syai.g_01078
OG0000857	Prar.g_00725	Syai.g_01356
OG0000858	Prar.g_01149	Syai.g_02366
OG0000859	Prar.g_01148	Syai.g_02367
OG0000860	Prar.g_01141	Syai.g_02380
OG0000861	Prar.g_01140	Syai.g_02381
OG0000862	Prar.g_01139	Syai.g_02382
OG0000863	Prar.g_01137	Syai.g_02385
OG0000864	Prar.g_01136	Syai.g_02386
OG0000865	Prar.g_01135	Syai.g_02387
OG0000866	Prar.g_01134	Syai.g_02388
OG0000867	Prar.g_01133	Syai.g_02389
OG0000868	Prar.g_01132	Syai.g_02392
OG0000869	Prar.g_01128	Syai.g_02396
OG0000870	Prar.g_01123	Syai.g_02401
OG0000871	Prar.g_01122	Syai.g_02402
OG0000872	Prar.g_01121	Syai.g_02409
OG0000873	Prar.g_01965	Syai.g_02412
OG0000874	Prar.g_01968	Syai.g_02408
OG0000875	Prar.g_01969	Syai.g_02416
OG0000876	Prar.g_01970	Syai.g_02243
OG0000877	Prar.g_01963	Syai.g_02250
OG0000878	Prar.g_01962	Syai.g_02251
OG0000879	Prar.g_01961	Syai.g_02252
OG0000880	Prar.g_01960	Syai.g_02253
OG0000881	Prar.g_00595, Prar.g_01956	Syai.g_02257
OG0000882	Prar.g_00600	Syai.g_02262
OG0000883	Prar.g_00601	Syai.g_02264
OG0000884	Prar.g_00603	Syai.g_02266
OG0000885	Prar.g_00604	Syai.g_02267
OG0000886	Prar.g_00605	Syai.g_02268
OG0000887	Prar.g_00606	Syai.g_02269
OG0000888	Prar.g_00608	Syai.g_02271
OG0000889	Prar.g_00610	Syai.g_02273
OG0000890	Prar.g_00611	Syai.g_02279
OG0000891	Prar.g_00612	Syai.g_02280
OG0000892	Prar.g_01119	Syai.g_02282
OG0000893	Prar.g_01114	Syai.g_00318
OG0000894	Prar.g_01112	Syai.g_00321
OG0000895	Prar.g_01109	Syai.g_00325
OG0000896	Prar.g_01108	Syai.g_00326
OG0000897	Prar.g_01106	Syai.g_00328
OG0000898	Prar.g_01105	Syai.g_00329
OG0000899	Prar.g_01104	Syai.g_00330
OG0000900	Prar.g_01103	Syai.g_00331
OG0000901	Prar.g_01100	Syai.g_00336
OG0000902	Prar.g_01098	Syai.g_00338
OG0000903	Prar.g_01095	Syai.g_00353
OG0000904	Prar.g_01093	Syai.g_00348
OG0000905	Prar.g_01088	Syai.g_00342
OG0000906	Prar.g_01087	Syai.g_00340
OG0000907	Prar.g_01069	Syai.g_00358
OG0000908	Prar.g_01066	Syai.g_00361
OG0000909	Prar.g_01065	Syai.g_00362
OG0000910	Prar.g_01064	Syai.g_00363
OG0000911	Prar.g_01062	Syai.g_00365
OG0000912	Prar.g_01061	Syai.g_00366
OG0000913	Prar.g_01060	Syai.g_00367
OG0000914	Prar.g_01059	Syai.g_00368
OG0000915	Prar.g_01058	Syai.g_00370
OG0000916	Prar.g_01057	Syai.g_00371
OG0000917	Prar.g_01056	Syai.g_00372
OG0000918	Prar.g_01055	Syai.g_00373
OG0000919	Prar.g_01054	Syai.g_00374
OG0000920	Prar.g_01053	Syai.g_00375
OG0000921	Prar.g_01052	Syai.g_00376
OG0000922	Prar.g_01051	Syai.g_00377
OG0000923	Prar.g_01047	Syai.g_00381
OG0000924	Prar.g_01046	Syai.g_00382
OG0000925	Prar.g_01045	Syai.g_00383
OG0000926	Prar.g_01044	Syai.g_00384
OG0000927	Prar.g_01042	Syai.g_00386
OG0000928	Prar.g_01041	Syai.g_00387
OG0000929	Prar.g_01040	Syai.g_00388
OG0000930	Prar.g_01039	Syai.g_00389
OG0000931	Prar.g_01038	Syai.g_00390
OG0000932	Prar.g_01037	Syai.g_00391
OG0000933	Prar.g_01033	Syai.g_00397
OG0000934	Prar.g_01031	Syai.g_00399
OG0000935	Prar.g_01030	Syai.g_00400
OG0000936	Prar.g_01029	Syai.g_00401
OG0000937	Prar.g_01028	Syai.g_00402
OG0000938	Prar.g_01026	Syai.g_00405
OG0000939	Prar.g_01025	Syai.g_00406
OG0000940	Prar.g_01019	Syai.g_00413
OG0000941	Prar.g_01017	Syai.g_00415
OG0000942	Prar.g_01015	Syai.g_00417
OG0000943	Prar.g_01014	Syai.g_00418
OG0000944	Prar.g_01013	Syai.g_00420
OG0000945	Prar.g_01012	Syai.g_00422
OG0000946	Prar.g_00617	Syai.g_00428
OG0000947	Prar.g_00619	Syai.g_00431
OG0000948	Prar.g_00620	Syai.g_00432
OG0000949	Prar.g_00623	Syai.g_00174
OG0000950	Prar.g_00628	Syai.g_00163
OG0000951	Prar.g_00632	Syai.g_00158
OG0000952	Prar.g_00636	Syai.g_00136
OG0000953	Prar.g_00639	Syai.g_00132
OG0000954	Prar.g_00643	Syai.g_00127
OG0000955	Prar.g_00644	Syai.g_00126
OG0000956	Prar.g_00646	Syai.g_00124
OG0000957	Prar.g_00651	Syai.g_00113
OG0000958	Prar.g_00652	Syai.g_00112
OG0000959	Prar.g_00656	Syai.g_00108
OG0000960	Prar.g_00657	Syai.g_00107
OG0000961	Prar.g_00659	Syai.g_00100
OG0000962	Prar.g_00661	Syai.g_00098
OG0000963	Prar.g_00664	Syai.g_00094
OG0000964	Prar.g_00665	Syai.g_00093
OG0000965	Prar.g_00666	Syai.g_00092
OG0000966	Prar.g_00673	Syai.g_00082
OG0000967	Prar.g_00677	Syai.g_00077
OG0000968	Prar.g_00679	Syai.g_00085
OG0000969	Prar.g_00680	Syai.g_00080
OG0000970	Prar.g_00681	Syai.g_00079
OG0000971	Prar.g_00682	Syai.g_00074
OG0000972	Prar.g_00683	Syai.g_00073
OG0000973	Prar.g_00684	Syai.g_00072
OG0000974	Prar.g_00685	Syai.g_00071
OG0000975	Prar.g_00686	Syai.g_00070
OG0000976	Prar.g_00687	Syai.g_00069
OG0000977	Prar.g_00688	Syai.g_00067
OG0000978	Prar.g_00689	Syai.g_00065
OG0000979	Prar.g_00692	Syai.g_00062
OG0000980	Prar.g_00694	Syai.g_00059
OG0000981	Prar.g_00696	Syai.g_00056
OG0000982	Prar.g_00698	Syai.g_02777
OG0000983	Prar.g_00699	Syai.g_02778
OG0000984	Prar.g_00700	Syai.g_02779
OG0000985	Prar.g_00703	Syai.g_02781
OG0000986	Prar.g_00705	Syai.g_02784
OG0000987	Prar.g_00706	Syai.g_02786
OG0000988	Prar.g_00709	Syai.g_02790
OG0000989	Prar.g_00073	Syai.g_02797
OG0000990	Prar.g_00070	Syai.g_02825
OG0000991	Prar.g_00069	Syai.g_02827
OG0000992	Prar.g_00067	Syai.g_02830
OG0000993	Prar.g_00066	Syai.g_02831
OG0000994	Prar.g_00065	Syai.g_02834
OG0000995	Prar.g_00061	Syai.g_02840
OG0000996	Prar.g_00060	Syai.g_02891
OG0000997	Prar.g_00059	Syai.g_02900
OG0000998	Prar.g_00057	Syai.g_02902
OG0000999	Prar.g_00056	Syai.g_02903
OG0001000	Prar.g_00053	Syai.g_02906
OG0001001	Prar.g_00051	Syai.g_02911
OG0001002	Prar.g_00047	Syai.g_02918
OG0001003	Prar.g_00046	Syai.g_02919
OG0001004	Prar.g_00045	Syai.g_02920
OG0001005	Prar.g_00044	Syai.g_02921
OG0001006	Prar.g_00040	Syai.g_02931
OG0001007	Prar.g_00038	Syai.g_02933
OG0001008	Prar.g_00485	Syai.g_02227
OG0001009	Prar.g_00011	Syai.g_00034
OG0001010	Prar.g_00010	Syai.g_00035
OG0001011	Prar.g_00009	Syai.g_00037
OG0001012	Prar.g_00577	Syai.g_02773
OG0001013	Prar.g_00571	Syai.g_02750
OG0001014	Prar.g_00568	Syai.g_02726
OG0001015	Prar.g_00567	Syai.g_02725
OG0001016	Prar.g_00255	Syai.g_02479
OG0001017	Prar.g_00251	Syai.g_02485
OG0001018	Prar.g_00248	Syai.g_02487
OG0001019	Prar.g_00239	Syai.g_02508
OG0001020	Prar.g_00238	Syai.g_02516
OG0001021	Prar.g_00237	Syai.g_02523
OG0001022	Prar.g_00234	Syai.g_02528
OG0001023	Prar.g_00233	Syai.g_02529
OG0001024	Prar.g_00230	Syai.g_02533
OG0001025	Prar.g_00224	Syai.g_02540
OG0001026	Prar.g_00217	Syai.g_02550
OG0001027	Prar.g_00216	Syai.g_02555
OG0001028	Prar.g_00214	Syai.g_02557
OG0001029	Prar.g_00213	Syai.g_02559
OG0001030	Prar.g_00198	Syai.g_02580
OG0001031	Prar.g_00141	Syai.g_02656
OG0001032	Prar.g_00140	Syai.g_02658
OG0001033	Prar.g_00119	Syai.g_02685
OG0001034	Prar.g_00091	Syai.g_00537
OG0001035	Prar.g_00333	Syai.g_00295
OG0001036	Prar.g_00328	Syai.g_00290
OG0001037	Prar.g_00327	Syai.g_00288
OG0001038	Prar.g_00309	Syai.g_00261
OG0001039	Prar.g_00306	Syai.g_00258
OG0001040	Prar.g_00304	Syai.g_00255
OG0001041	Prar.g_00300	Syai.g_00250
OG0001042	Prar.g_00283	Syai.g_00225
OG0001043	Prar.g_00282	Syai.g_00221
OG0001044	Prar.g_00393	Syai.g_00485
OG0001045	Prar.g_00402	Syai.g_00498
OG0001046	Prar.g_00440	Syai.g_01471
OG0001047	Prar.g_00487	Syai.g_02225
OG0001048	Prar.g_00488	Syai.g_02224
OG0001049	Prar.g_00490	Syai.g_02215
OG0001050	Prar.g_00491	Syai.g_02214
OG0001051	Prar.g_00492	Syai.g_02213
OG0001052	Prar.g_00521	Syai.g_00861
OG0001053	Prar.g_00533	Syai.g_00641
OG0001054	Prar.g_01329	Syai.g_00658
OG0001055	Prar.g_01347	Syai.g_00679
OG0001056	Prar.g_01366	Syai.g_00713
OG0001057	Prar.g_01371	Syai.g_00721
OG0001058	Prar.g_01379	Syai.g_00734
OG0001059	Prar.g_01383	Syai.g_00738
OG0001060	Prar.g_01390	Syai.g_00744
OG0001061	Prar.g_01403	Syai.g_00765
OG0001062	Prar.g_01405	Syai.g_00767
OG0001063	Prar.g_01407	Syai.g_00774
OG0001064	Prar.g_01408	Syai.g_00775
OG0001065	Prar.g_01409	Syai.g_00776
OG0001066	Prar.g_01410	Syai.g_00777
OG0001067	Prar.g_01411	Syai.g_00778
OG0001068	Prar.g_01412	Syai.g_00779
OG0001069	Prar.g_01413	Syai.g_00780
OG0001070	Prar.g_01416	Syai.g_00783
OG0001071	Prar.g_01417	Syai.g_00784
OG0001072	Prar.g_01419	Syai.g_00788
OG0001073	Prar.g_01434	Syai.g_00807
OG0001074	Prar.g_01445	Syai.g_01051
OG0001075	Prar.g_01446	Syai.g_01053
OG0001076	Prar.g_01454	Syai.g_01069
OG0001077	Prar.g_01458	Syai.g_01081
OG0001078	Prar.g_01466	Syai.g_01105
OG0001079	Prar.g_01477	Syai.g_01118
OG0001080	Prar.g_01483	Syai.g_01606
OG0001081	Prar.g_01485	Syai.g_01222
OG0001082	Prar.g_01486	Syai.g_01223
OG0001083	Prar.g_01491	Syai.g_01230
OG0001084	Prar.g_01492	Syai.g_01231
OG0001085	Prar.g_01500	Syai.g_01241
OG0001086	Prar.g_01501	Syai.g_01243
OG0001087	Prar.g_01518	Syai.g_01953
OG0001088	Prar.g_01519	Syai.g_01957
OG0001089	Prar.g_01527	Syai.g_01996
OG0001090	Prar.g_01600	Syai.g_01387
OG0001091	Prar.g_01602	Syai.g_01389
OG0001092	Prar.g_01603	Syai.g_01391
OG0001093	Prar.g_01608	Syai.g_01397
OG0001094	Prar.g_01678	Syai.g_01315
OG0001096	Prar.g_01710	Syai.g_01371
OG0001097	Prar.g_01728	Syai.g_02057
OG0001098	Prar.g_01744	Syai.g_01603
OG0001099	Prar.g_01764	Syai.g_02558
OG0001100	Prar.g_01768	Syai.g_01253
OG0001101	Prar.g_01770	Syai.g_01254
OG0001102	Prar.g_01773	Syai.g_01257
OG0001103	Prar.g_01775	Syai.g_01260
OG0001104	Prar.g_01796	Syai.g_01300
OG0001105	Prar.g_01800	Syai.g_01304
OG0001106	Prar.g_01824	Syai.g_01517
OG0001107	Prar.g_01831	Syai.g_01505
OG0001108	Prar.g_01835	Syai.g_01496
OG0001109	Prar.g_01836	Syai.g_01488
OG0001110	Prar.g_01838	Syai.g_01486
OG0001111	Prar.g_01839	Syai.g_01484
OG0001112	Prar.g_01840	Syai.g_01482
OG0001113	Prar.g_01841	Syai.g_01481
OG0001114	Prar.g_01842	Syai.g_01480
OG0001115	Prar.g_01844	Syai.g_01476
OG0001116	Prar.g_01845	Syai.g_01474
OG0001117	Prar.g_01846	Syai.g_01473
OG0001118	Prar.g_01847	Syai.g_01472
OG0001119	Prar.g_01848	Syai.g_01470
OG0001120	Prar.g_01850	Syai.g_01466
OG0001121	Prar.g_01298	Syai.g_01676
OG0001122	Prar.g_01876	Syai.g_01437
OG0001123	Prar.g_01880	Syai.g_01430
OG0001124	Prar.g_01882	Syai.g_01428
OG0001125	Prar.g_01883	Syai.g_01426
OG0001126	Prar.g_01893	Syai.g_02021
OG0001127	Prar.g_01894	Syai.g_02020
OG0001128	Prar.g_01896	Syai.g_02017
OG0001129	Prar.g_01897	Syai.g_02015
OG0001130	Prar.g_01898	Syai.g_02014
OG0001131	Prar.g_01935	Syai.g_01281
OG0001132	Prar.g_01944	Syai.g_01620
OG0001133	Prar.g_01309	Syai.g_01072
OG0001134	Prar.g_01296	Syai.g_01745
OG0001135	Prar.g_01293	Syai.g_01742
OG0001136	Prar.g_01266	Syai.g_02146
OG0001137	Prar.g_01255	Syai.g_02126
OG0001138	Prar.g_01237	Syai.g_01763
OG0001139	Prar.g_01236	Syai.g_01765
OG0001140	Prar.g_01235	Syai.g_01766
OG0001141	Prar.g_01234	Syai.g_01767
OG0001142	Prar.g_01233	Syai.g_01768
OG0001143	Prar.g_01226	Syai.g_01778
OG0001144	Prar.g_01221	Syai.g_01788
OG0001145	Prar.g_00963	Syai.g_02165
OG0001146	Prar.g_00951	Syai.g_02185
OG0001147	Prar.g_00925	Syai.g_00869
OG0001148	Prar.g_00909	Syai.g_00626
OG0001149	Prar.g_00908	Syai.g_00625
OG0001150	Prar.g_00907	Syai.g_00624
OG0001151	Prar.g_00896	Syai.g_00611
OG0001152	Prar.g_00895	Syai.g_00610
OG0001153	Prar.g_00815	Syai.g_00903
OG0001154	Prar.g_00814	Syai.g_00901
OG0001155	Prar.g_00802	Syai.g_02298
OG0001156	Prar.g_00799	Syai.g_02301
OG0001157	Prar.g_00798	Syai.g_02302
OG0001158	Prar.g_00797	Syai.g_02303
OG0001159	Prar.g_00796	Syai.g_02304
OG0001160	Prar.g_00772	Syai.g_02355
OG0001161	Prar.g_00760	Syai.g_02803
OG0001162	Prar.g_00749	Syai.g_01374
