Orthogroup	Prar	Praf
OG0000578	Prar.g_01431	Praf.g_00755
OG0000579	Prar.g_01432	Praf.g_00756
OG0000580	Prar.g_01433	Praf.g_00757
OG0000581	Prar.g_01435	Praf.g_00761
OG0000582	Prar.g_01438	Praf.g_00765
OG0000583	Prar.g_01439	Praf.g_00766
OG0000584	Prar.g_01440	Praf.g_00767
OG0000585	Prar.g_01442	Praf.g_00769
OG0000586	Prar.g_01443	Praf.g_00771
OG0000587	Prar.g_01444	Praf.g_00773
OG0000588	Prar.g_01448	Praf.g_01663
OG0000589	Prar.g_01451	Praf.g_01666
OG0000590	Prar.g_01452	Praf.g_01667
OG0000591	Prar.g_01455	Praf.g_01674
OG0000592	Prar.g_01456	Praf.g_01675
OG0000593	Prar.g_01462	Praf.g_01688
OG0000594	Prar.g_01463	Praf.g_01689
OG0000595	Prar.g_01464	Praf.g_01690
OG0000596	Prar.g_01468	Praf.g_01695
OG0000597	Prar.g_01470	Praf.g_01698
OG0000598	Prar.g_01471	Praf.g_01699
OG0000599	Prar.g_01474	Praf.g_01709
OG0000600	Prar.g_01475	Praf.g_01710
OG0000601	Prar.g_01476	Praf.g_01711
OG0000602	Prar.g_01478	Praf.g_01716
OG0000603	Prar.g_01479	Praf.g_01717
OG0000604	Prar.g_01480	Praf.g_01718
OG0000605	Prar.g_01481	Praf.g_01720
OG0000606	Prar.g_01484	Praf.g_01727
OG0000607	Prar.g_01487	Praf.g_01730
OG0000608	Prar.g_01488	Praf.g_01731
OG0000609	Prar.g_01489	Praf.g_01733
OG0000610	Prar.g_01494	Praf.g_01741
OG0000611	Prar.g_01497	Praf.g_01744
OG0000612	Prar.g_01498	Praf.g_01745
OG0000613	Prar.g_01503	Praf.g_02344
OG0000614	Prar.g_01522	Praf.g_01207
OG0000615	Prar.g_01530	Praf.g_01489
OG0000616	Prar.g_01534	Praf.g_02767
OG0000617	Prar.g_01605	Praf.g_01308
OG0000618	Prar.g_01606	Praf.g_01309
OG0000619	Prar.g_01607	Praf.g_01310
OG0000620	Prar.g_01610	Praf.g_01314
OG0000621	Prar.g_01611	Praf.g_01315
OG0000622	Prar.g_01612	Praf.g_01316
OG0000623	Prar.g_01613	Praf.g_01317
OG0000624	Prar.g_01614	Praf.g_01318
OG0000625	Prar.g_01615	Praf.g_01319
OG0000626	Prar.g_01616	Praf.g_01320
OG0000627	Prar.g_01617	Praf.g_01441
OG0000628	Prar.g_01618	Praf.g_01440
OG0000629	Prar.g_01619	Praf.g_01437
OG0000630	Prar.g_01622	Praf.g_01433
OG0000631	Prar.g_01675	Praf.g_01429
OG0000632	Prar.g_01676	Praf.g_01428
OG0000633	Prar.g_01677	Praf.g_01427
OG0000634	Prar.g_01680	Praf.g_01526
OG0000635	Prar.g_01681	Praf.g_01527
OG0000636	Prar.g_01683	Praf.g_01529
OG0000637	Prar.g_01685	Praf.g_01531
OG0000638	Prar.g_01686	Praf.g_01532
OG0000639	Prar.g_01687	Praf.g_01533
OG0000640	Prar.g_01688	Praf.g_01534
OG0000641	Prar.g_01692	Praf.g_01538
OG0000642	Prar.g_01693	Praf.g_01539
OG0000643	Prar.g_01694	Praf.g_01540
OG0000644	Prar.g_01695	Praf.g_01541
OG0000645	Prar.g_01696	Praf.g_01542
OG0000646	Prar.g_01698	Praf.g_01545
OG0000647	Prar.g_01699	Praf.g_01547
OG0000648	Prar.g_01701	Praf.g_01549
OG0000649	Prar.g_01702	Praf.g_01550
OG0000650	Prar.g_01703	Praf.g_01551
OG0000651	Prar.g_01704	Praf.g_01552
OG0000652	Prar.g_01705	Praf.g_01553
OG0000653	Prar.g_01707	Praf.g_01557
OG0000654	Prar.g_01708	Praf.g_01558
OG0000655	Prar.g_01709	Praf.g_01559
OG0000656	Prar.g_01712	Praf.g_01562
OG0000657	Prar.g_01719	Praf.g_01592
OG0000658	Prar.g_01720	Praf.g_01594
OG0000659	Prar.g_01721	Praf.g_01595
OG0000660	Prar.g_01725	Praf.g_01599
OG0000661	Prar.g_01727	Praf.g_01601
OG0000662	Prar.g_01729	Praf.g_01603
OG0000663	Prar.g_01731	Praf.g_01606
OG0000664	Prar.g_01732	Praf.g_01607
OG0000665	Prar.g_01736	Praf.g_01620
OG0000666	Prar.g_01737	Praf.g_01622
OG0000667	Prar.g_01742	Praf.g_01629
OG0000668	Prar.g_01759	Praf.g_01339
OG0000669	Prar.g_01767	Praf.g_01638
OG0000670	Prar.g_01769	Praf.g_00961
OG0000671	Prar.g_01771	Praf.g_01456
OG0000672	Prar.g_01774	Praf.g_01459
OG0000673	Prar.g_01777	Praf.g_01462
OG0000674	Prar.g_01779	Praf.g_01464
OG0000675	Prar.g_01780	Praf.g_01465
OG0000676	Prar.g_01782	Praf.g_01467
OG0000677	Prar.g_01783	Praf.g_01469
OG0000678	Prar.g_01785	Praf.g_01475
OG0000679	Prar.g_01789	Praf.g_01494
OG0000680	Prar.g_01790	Praf.g_01495
OG0000681	Prar.g_01792	Praf.g_01497
OG0000682	Prar.g_01793	Praf.g_01498
OG0000683	Prar.g_01794	Praf.g_01499
OG0000684	Prar.g_01795	Praf.g_01512
OG0000685	Prar.g_01797	Praf.g_01510
OG0000686	Prar.g_01798	Praf.g_01509
OG0000687	Prar.g_01799	Praf.g_01508
OG0000688	Prar.g_01802	Praf.g_01515
OG0000689	Prar.g_01803	Praf.g_01516
OG0000690	Prar.g_01804	Praf.g_01517
OG0000691	Prar.g_01805	Praf.g_01519
OG0000692	Prar.g_01807	Praf.g_01520
OG0000693	Prar.g_01808	Praf.g_01522
OG0000694	Prar.g_01809	Praf.g_01523
OG0000695	Prar.g_01811	Praf.g_01425
OG0000696	Prar.g_01812	Praf.g_01424
OG0000697	Prar.g_01813	Praf.g_01422
OG0000698	Prar.g_01816	Praf.g_01419
OG0000699	Prar.g_01817	Praf.g_01417
OG0000700	Prar.g_01818	Praf.g_01416
OG0000701	Prar.g_01819	Praf.g_01415
OG0000702	Prar.g_01821	Praf.g_01408
OG0000703	Prar.g_01822	Praf.g_01407
OG0000704	Prar.g_01823	Praf.g_01405
OG0000705	Prar.g_01827	Praf.g_01399
OG0000706	Prar.g_01828	Praf.g_01398
OG0000707	Prar.g_01829	Praf.g_01397
OG0000708	Prar.g_01830	Praf.g_01395
OG0000709	Prar.g_01834	Praf.g_01388
OG0000710	Prar.g_01837	Praf.g_01383, Praf.g_01384
OG0000711	Prar.g_01853	Praf.g_01360
OG0000712	Prar.g_01855	Praf.g_01359
OG0000713	Prar.g_01856	Praf.g_01358
OG0000714	Prar.g_01857	Praf.g_01355
OG0000715	Prar.g_01859	Praf.g_01353
OG0000716	Prar.g_01861	Praf.g_01349
OG0000717	Prar.g_01862	Praf.g_01348
OG0000718	Prar.g_01873	Praf.g_01343
OG0000719	Prar.g_01875	Praf.g_01341
OG0000720	Prar.g_01884	Praf.g_01328
OG0000721	Prar.g_01886	Praf.g_01327
OG0000722	Prar.g_01887	Praf.g_01326
OG0000723	Prar.g_01890	Praf.g_01322
OG0000724	Prar.g_01899	Praf.g_01279
OG0000725	Prar.g_01905	Praf.g_01270
OG0000726	Prar.g_01906	Praf.g_01269
OG0000727	Prar.g_01907	Praf.g_01268
OG0000728	Prar.g_01909	Praf.g_01267
OG0000729	Prar.g_01955	Praf.g_00162
OG0000730	Prar.g_01324	Praf.g_02056
OG0000731	Prar.g_01320	Praf.g_02047
OG0000732	Prar.g_01314	Praf.g_00055
OG0000733	Prar.g_01295	Praf.g_02698
OG0000734	Prar.g_01278	Praf.g_00233
OG0000735	Prar.g_01276	Praf.g_00822
OG0000736	Prar.g_01275	Praf.g_00823
OG0000737	Prar.g_01274	Praf.g_00824
OG0000738	Prar.g_01270	Praf.g_00830
OG0000739	Prar.g_01269	Praf.g_00832
OG0000740	Prar.g_01268	Praf.g_00833
OG0000741	Prar.g_01267	Praf.g_00836
OG0000742	Prar.g_01264	Praf.g_00853
OG0000743	Prar.g_01262	Praf.g_00855
OG0000744	Prar.g_01261	Praf.g_00856
OG0000745	Prar.g_01260	Praf.g_00858
OG0000746	Prar.g_01258	Praf.g_00860
OG0000747	Prar.g_01257	Praf.g_00861
OG0000748	Prar.g_01254	Praf.g_00873
OG0000749	Prar.g_01253	Praf.g_00874
OG0000750	Prar.g_01252	Praf.g_00875
OG0000751	Prar.g_01250	Praf.g_00880
OG0000752	Prar.g_01248	Praf.g_00882
OG0000753	Prar.g_01245	Praf.g_00885
OG0000754	Prar.g_01242	Praf.g_00914
OG0000755	Prar.g_01239	Praf.g_00921
OG0000756	Prar.g_01238	Praf.g_00922
OG0000757	Prar.g_01232	Praf.g_00929
OG0000758	Prar.g_01231	Praf.g_00930
OG0000759	Prar.g_01230	Praf.g_00931
OG0000760	Prar.g_01229	Praf.g_00932
OG0000761	Prar.g_01228	Praf.g_00933
OG0000762	Prar.g_01227	Praf.g_00913
OG0000763	Prar.g_01225	Praf.g_00911
OG0000764	Prar.g_01224	Praf.g_00910
OG0000765	Prar.g_01215	Praf.g_00895
OG0000766	Prar.g_01214	Praf.g_00894
OG0000767	Prar.g_01212	Praf.g_00892
OG0000768	Prar.g_01211	Praf.g_00891
OG0000769	Prar.g_01209	Praf.g_00887
OG0000770	Prar.g_01207	Praf.g_00937
OG0000771	Prar.g_00376	Praf.g_01285
OG0000772	Prar.g_00976	Praf.g_00548
OG0000773	Prar.g_00964	Praf.g_00808
OG0000774	Prar.g_00962	Praf.g_00804
OG0000775	Prar.g_00960	Praf.g_00802
OG0000776	Prar.g_00959	Praf.g_00801
OG0000777	Prar.g_00958	Praf.g_00800
OG0000778	Prar.g_00957	Praf.g_00799
OG0000779	Prar.g_00953	Praf.g_00794
OG0000780	Prar.g_00952	Praf.g_00791
OG0000781	Prar.g_00949	Praf.g_00787
OG0000782	Prar.g_00948	Praf.g_00786
OG0000783	Prar.g_00947	Praf.g_00785
OG0000784	Prar.g_00946	Praf.g_00784
OG0000785	Prar.g_00944	Praf.g_00782
OG0000786	Prar.g_00942	Praf.g_00777
OG0000787	Prar.g_00941	Praf.g_00776
OG0000788	Prar.g_00924	Praf.g_01996
OG0000789	Prar.g_00921	Praf.g_01001
OG0000790	Prar.g_00906	Praf.g_00579
OG0000791	Prar.g_00904	Praf.g_00577
OG0000792	Prar.g_00903	Praf.g_00576
OG0000793	Prar.g_00900	Praf.g_00572
OG0000794	Prar.g_00899	Praf.g_00571
OG0000795	Prar.g_00898	Praf.g_00570
OG0000796	Prar.g_00894	Praf.g_00566
OG0000797	Prar.g_00893	Praf.g_00565
OG0000798	Prar.g_00866	Praf.g_02276
OG0000799	Prar.g_00357	Praf.g_01765
OG0000800	Prar.g_00356	Praf.g_01766
OG0000801	Prar.g_00355	Praf.g_01767
OG0000802	Prar.g_00353	Praf.g_01773
OG0000803	Prar.g_00351	Praf.g_01779
OG0000804	Prar.g_00350	Praf.g_01781
OG0000805	Prar.g_00348	Praf.g_01783
OG0000806	Prar.g_00346	Praf.g_01785
OG0000807	Prar.g_00345	Praf.g_01787
OG0000808	Prar.g_00344	Praf.g_01788
OG0000809	Prar.g_00341	Praf.g_01792
OG0000810	Prar.g_00340	Praf.g_01793
OG0000811	Prar.g_00336	Praf.g_01801
OG0000812	Prar.g_00842	Praf.g_01803
OG0000813	Prar.g_00841	Praf.g_01804
OG0000814	Prar.g_00839	Praf.g_01806
OG0000815	Prar.g_00838	Praf.g_01807
OG0000816	Prar.g_00836	Praf.g_01809
OG0000817	Prar.g_00835	Praf.g_01810
OG0000818	Prar.g_00830	Praf.g_01822
OG0000819	Prar.g_00829	Praf.g_01823
OG0000820	Prar.g_00828	Praf.g_01824
OG0000821	Prar.g_00824	Praf.g_01831
OG0000822	Prar.g_00823	Praf.g_01833
OG0000823	Prar.g_00822	Praf.g_01834
OG0000824	Prar.g_00819	Praf.g_01838
OG0000825	Prar.g_00818	Praf.g_01839
OG0000826	Prar.g_00817	Praf.g_01840
OG0000827	Prar.g_00816	Praf.g_01841
OG0000828	Prar.g_00813	Praf.g_01844
OG0000829	Prar.g_00812	Praf.g_01845
OG0000830	Prar.g_00811	Praf.g_01846
OG0000831	Prar.g_00809	Praf.g_01849
OG0000832	Prar.g_00803	Praf.g_00542
OG0000833	Prar.g_00795	Praf.g_00534
OG0000834	Prar.g_00794	Praf.g_00533
OG0000835	Prar.g_00793	Praf.g_00532
OG0000836	Prar.g_00792	Praf.g_00530
OG0000837	Prar.g_00791	Praf.g_00529
OG0000838	Prar.g_00789	Praf.g_00525
OG0000839	Prar.g_00788	Praf.g_00524
OG0000840	Prar.g_00787	Praf.g_00523
OG0000841	Prar.g_00786	Praf.g_00522
OG0000842	Prar.g_00785	Praf.g_00521
OG0000843	Prar.g_00784	Praf.g_00520
OG0000844	Prar.g_00783	Praf.g_00518
OG0000845	Prar.g_00782	Praf.g_00517
OG0000846	Prar.g_00781	Praf.g_00516
OG0000847	Prar.g_00780	Praf.g_00515
OG0000848	Prar.g_00779	Praf.g_00513
OG0000849	Prar.g_00778	Praf.g_00512
OG0000850	Prar.g_00776	Praf.g_00511
OG0000851	Prar.g_00775	Praf.g_00508
OG0000852	Prar.g_00774	Praf.g_00507
OG0000853	Prar.g_00770	Praf.g_00502
OG0000854	Prar.g_00768	Praf.g_00500
OG0000855	Prar.g_00767	Praf.g_00499
OG0000856	Prar.g_00753	Praf.g_01677
OG0000857	Prar.g_00725	Praf.g_01546
OG0000858	Prar.g_01149	Praf.g_00490
OG0000859	Prar.g_01148	Praf.g_00489
OG0000860	Prar.g_01141	Praf.g_00478
OG0000861	Prar.g_01140	Praf.g_00477
OG0000862	Prar.g_01139	Praf.g_00475
OG0000863	Prar.g_01137	Praf.g_00472
OG0000864	Prar.g_01136	Praf.g_00471
OG0000865	Prar.g_01135	Praf.g_00470
OG0000866	Prar.g_01134	Praf.g_00469
OG0000867	Prar.g_01133	Praf.g_00468
OG0000868	Prar.g_01132	Praf.g_00466
OG0000869	Prar.g_01128	Praf.g_00463
OG0000870	Prar.g_01123	Praf.g_00458
OG0000871	Prar.g_01122	Praf.g_00457
OG0000872	Prar.g_01121	Praf.g_00455
OG0000873	Prar.g_01965	Praf.g_00452
OG0000874	Prar.g_01968	Praf.g_00448
OG0000875	Prar.g_01969	Praf.g_00447
OG0000876	Prar.g_01970	Praf.g_00446
OG0000877	Prar.g_01963	Praf.g_00443
OG0000878	Prar.g_01962	Praf.g_00442
OG0000879	Prar.g_01961	Praf.g_00441
OG0000880	Prar.g_01960	Praf.g_00440
OG0000881	Prar.g_00595, Prar.g_01956	Praf.g_00434
OG0000882	Prar.g_00600	Praf.g_00429
OG0000883	Prar.g_00601	Praf.g_00427
OG0000884	Prar.g_00603	Praf.g_00425
OG0000885	Prar.g_00604	Praf.g_00424
OG0000886	Prar.g_00605	Praf.g_00423
OG0000887	Prar.g_00606	Praf.g_00422
OG0000888	Prar.g_00608	Praf.g_00420
OG0000889	Prar.g_00610	Praf.g_00418
OG0000890	Prar.g_00611	Praf.g_00405
OG0000891	Prar.g_00612	Praf.g_00404
OG0000892	Prar.g_01119	Praf.g_00402
OG0000893	Prar.g_01114	Praf.g_02202
OG0000894	Prar.g_01112	Praf.g_02199
OG0000895	Prar.g_01109	Praf.g_02195
OG0000896	Prar.g_01108	Praf.g_02194
OG0000897	Prar.g_01106	Praf.g_02192
OG0000898	Prar.g_01105	Praf.g_02191
OG0000899	Prar.g_01104	Praf.g_02190
OG0000900	Prar.g_01103	Praf.g_02189
OG0000901	Prar.g_01100	Praf.g_02185
OG0000902	Prar.g_01098	Praf.g_02183
OG0000903	Prar.g_01095	Praf.g_02170
OG0000904	Prar.g_01093	Praf.g_02175
OG0000905	Prar.g_01088	Praf.g_02177
OG0000906	Prar.g_01087	Praf.g_02179
OG0000907	Prar.g_01069	Praf.g_02163
OG0000908	Prar.g_01066	Praf.g_02160
OG0000909	Prar.g_01065	Praf.g_02159
OG0000910	Prar.g_01064	Praf.g_02158
OG0000911	Prar.g_01062	Praf.g_02156
OG0000912	Prar.g_01061	Praf.g_02155
OG0000913	Prar.g_01060	Praf.g_02154
OG0000914	Prar.g_01059	Praf.g_02153
OG0000915	Prar.g_01058	Praf.g_02152
OG0000916	Prar.g_01057	Praf.g_02151
OG0000917	Prar.g_01056	Praf.g_02150
OG0000918	Prar.g_01055	Praf.g_02149
OG0000919	Prar.g_01054	Praf.g_02148
OG0000920	Prar.g_01053	Praf.g_02147
OG0000921	Prar.g_01052	Praf.g_02146
OG0000922	Prar.g_01051	Praf.g_02145
OG0000923	Prar.g_01047	Praf.g_02141
OG0000924	Prar.g_01046	Praf.g_02140
OG0000925	Prar.g_01045	Praf.g_02139
OG0000926	Prar.g_01044	Praf.g_02138
OG0000927	Prar.g_01042	Praf.g_02136
OG0000928	Prar.g_01041	Praf.g_02135
OG0000929	Prar.g_01040	Praf.g_02134
OG0000930	Prar.g_01039	Praf.g_02133
OG0000931	Prar.g_01038	Praf.g_02132
OG0000932	Prar.g_01037	Praf.g_02131
OG0000933	Prar.g_01033	Praf.g_02126
OG0000934	Prar.g_01031	Praf.g_02124
OG0000935	Prar.g_01030	Praf.g_02123
OG0000936	Prar.g_01029	Praf.g_02122
OG0000937	Prar.g_01028	Praf.g_02121
OG0000938	Prar.g_01026	Praf.g_02118
OG0000939	Prar.g_01025	Praf.g_02117
OG0000940	Prar.g_01019	Praf.g_02106
OG0000941	Prar.g_01017	Praf.g_02104
OG0000942	Prar.g_01015	Praf.g_02102
OG0000943	Prar.g_01014	Praf.g_02101
OG0000944	Prar.g_01013	Praf.g_02099
OG0000945	Prar.g_01012	Praf.g_02097
OG0000946	Prar.g_00617	Praf.g_02082
OG0000947	Prar.g_00619	Praf.g_02079
OG0000948	Prar.g_00620	Praf.g_02078
OG0000949	Prar.g_00623	Praf.g_02075
OG0000950	Prar.g_00628	Praf.g_02383
OG0000951	Prar.g_00632	Praf.g_02388
OG0000952	Prar.g_00636	Praf.g_02393
OG0000953	Prar.g_00639	Praf.g_02397
OG0000954	Prar.g_00643	Praf.g_00195
OG0000955	Prar.g_00644	Praf.g_00194
OG0000956	Prar.g_00646	Praf.g_00192
OG0000957	Prar.g_00651	Praf.g_00180
OG0000958	Prar.g_00652	Praf.g_00179
OG0000959	Prar.g_00656	Praf.g_00175
OG0000960	Prar.g_00657	Praf.g_00174
OG0000961	Prar.g_00659	Praf.g_00165
OG0000962	Prar.g_00661	Praf.g_00163
OG0000963	Prar.g_00664	Praf.g_00157
OG0000964	Prar.g_00665	Praf.g_00156
OG0000965	Prar.g_00666	Praf.g_00155
OG0000966	Prar.g_00673	Praf.g_00089
OG0000967	Prar.g_00677	Praf.g_00082
OG0000968	Prar.g_00679	Praf.g_00077
OG0000969	Prar.g_00680	Praf.g_00075
OG0000970	Prar.g_00681	Praf.g_00074
OG0000971	Prar.g_00682	Praf.g_00072
OG0000972	Prar.g_00683	Praf.g_00071
OG0000973	Prar.g_00684	Praf.g_00070
OG0000974	Prar.g_00685	Praf.g_00069
OG0000975	Prar.g_00686	Praf.g_00068
OG0000976	Prar.g_00687	Praf.g_00067
OG0000977	Prar.g_00688	Praf.g_00064
OG0000978	Prar.g_00689	Praf.g_00063
OG0000979	Prar.g_00692	Praf.g_00060
OG0000980	Prar.g_00694	Praf.g_00056
OG0000981	Prar.g_00696	Praf.g_00053
OG0000982	Prar.g_00698	Praf.g_02657
OG0000983	Prar.g_00699	Praf.g_02658
OG0000984	Prar.g_00700	Praf.g_02659
OG0000985	Prar.g_00703	Praf.g_02663
OG0000986	Prar.g_00705	Praf.g_02665
OG0000987	Prar.g_00706	Praf.g_02667
OG0000988	Prar.g_00709	Praf.g_02671
OG0000989	Prar.g_00073	Praf.g_02680
OG0000990	Prar.g_00070	Praf.g_02702
OG0000991	Prar.g_00069	Praf.g_02716
OG0000992	Prar.g_00067	Praf.g_02719
OG0000993	Prar.g_00066	Praf.g_02720
OG0000994	Prar.g_00065	Praf.g_02723
OG0000995	Prar.g_00061	Praf.g_02730
OG0000996	Prar.g_00060	Praf.g_02743
OG0000997	Prar.g_00059	Praf.g_02753
OG0000998	Prar.g_00057	Praf.g_02755
OG0000999	Prar.g_00056	Praf.g_02756
OG0001000	Prar.g_00053	Praf.g_02759
OG0001001	Prar.g_00051	Praf.g_02764
OG0001002	Prar.g_00047	Praf.g_02770
OG0001003	Prar.g_00046	Praf.g_02772
OG0001004	Prar.g_00045	Praf.g_02773
OG0001005	Prar.g_00044	Praf.g_02775
OG0001006	Prar.g_00040	Praf.g_02781
OG0001007	Prar.g_00038	Praf.g_02783
OG0001008	Prar.g_00485	Praf.g_01988
OG0001009	Prar.g_00011	Praf.g_00032
OG0001010	Prar.g_00010	Praf.g_00033
OG0001011	Prar.g_00009	Praf.g_00035
OG0001012	Prar.g_00577	Praf.g_02654
OG0001013	Prar.g_00571	Praf.g_02603
OG0001014	Prar.g_00568	Praf.g_02597
OG0001015	Prar.g_00567	Praf.g_02596
OG0001016	Prar.g_00255	Praf.g_00316
OG0001017	Prar.g_00251	Praf.g_00310
OG0001018	Prar.g_00248	Praf.g_00308
OG0001019	Prar.g_00239	Praf.g_00296
OG0001020	Prar.g_00238	Praf.g_00268
OG0001021	Prar.g_00237	Praf.g_00264
OG0001022	Prar.g_00234	Praf.g_00259
OG0001023	Prar.g_00233	Praf.g_00258
OG0001024	Prar.g_00230	Praf.g_00254
OG0001025	Prar.g_00224	Praf.g_00247
OG0001026	Prar.g_00217	Praf.g_00230
OG0001027	Prar.g_00216	Praf.g_00225
OG0001028	Prar.g_00214	Praf.g_00223
OG0001029	Prar.g_00213	Praf.g_00221
OG0001030	Prar.g_00198	Praf.g_02408
OG0001031	Prar.g_00141	Praf.g_02497
OG0001032	Prar.g_00140	Praf.g_02500
OG0001033	Prar.g_00119	Praf.g_02533
OG0001034	Prar.g_00091	Praf.g_00385
OG0001035	Prar.g_00333	Praf.g_02243
OG0001036	Prar.g_00328	Praf.g_02247
OG0001037	Prar.g_00327	Praf.g_02249
OG0001038	Prar.g_00309	Praf.g_02277
OG0001039	Prar.g_00306	Praf.g_02280
OG0001040	Prar.g_00304	Praf.g_02283
OG0001041	Prar.g_00300	Praf.g_02288
OG0001042	Prar.g_00283	Praf.g_02316
OG0001043	Prar.g_00282	Praf.g_02318
OG0001044	Prar.g_00393	Praf.g_02055
OG0001045	Prar.g_00402	Praf.g_02044
OG0001046	Prar.g_00440	Praf.g_00495
OG0001047	Prar.g_00487	Praf.g_01986
OG0001048	Prar.g_00488	Praf.g_01985
OG0001049	Prar.g_00490	Praf.g_01982
OG0001050	Prar.g_00491	Praf.g_01981
OG0001051	Prar.g_00492	Praf.g_01980
OG0001052	Prar.g_00521	Praf.g_01911
OG0001053	Prar.g_00533	Praf.g_00598
OG0001054	Prar.g_01329	Praf.g_00615
OG0001055	Prar.g_01347	Praf.g_00636
OG0001056	Prar.g_01366	Praf.g_00665
OG0001057	Prar.g_01371	Praf.g_00675
OG0001058	Prar.g_01379	Praf.g_00689
OG0001059	Prar.g_01383	Praf.g_00693
OG0001060	Prar.g_01390	Praf.g_00700
OG0001061	Prar.g_01403	Praf.g_00717
OG0001062	Prar.g_01405	Praf.g_00719
OG0001063	Prar.g_01407	Praf.g_00723
OG0001064	Prar.g_01408	Praf.g_00724
OG0001065	Prar.g_01409	Praf.g_00725
OG0001066	Prar.g_01410	Praf.g_00726
OG0001067	Prar.g_01411	Praf.g_00728
OG0001068	Prar.g_01412	Praf.g_00729
OG0001069	Prar.g_01413	Praf.g_00730
OG0001070	Prar.g_01416	Praf.g_00734
OG0001071	Prar.g_01417	Praf.g_00735
OG0001072	Prar.g_01419	Praf.g_00738
OG0001073	Prar.g_01434	Praf.g_00758
OG0001074	Prar.g_01445	Praf.g_01659
OG0001075	Prar.g_01446	Praf.g_01661
OG0001076	Prar.g_01454	Praf.g_01669
OG0001077	Prar.g_01458	Praf.g_01680
OG0001078	Prar.g_01466	Praf.g_01693
OG0001079	Prar.g_01477	Praf.g_01713
OG0001080	Prar.g_01483	Praf.g_01722
OG0001081	Prar.g_01485	Praf.g_01728
OG0001082	Prar.g_01486	Praf.g_01729
OG0001083	Prar.g_01491	Praf.g_01737
OG0001084	Prar.g_01492	Praf.g_01738
OG0001085	Prar.g_01500	Praf.g_01749
OG0001086	Prar.g_01501	Praf.g_01751
OG0001087	Prar.g_01518	Praf.g_01225
OG0001088	Prar.g_01519	Praf.g_01221
OG0001089	Prar.g_01527	Praf.g_01124
OG0001090	Prar.g_01600	Praf.g_01303
OG0001091	Prar.g_01602	Praf.g_01305
OG0001092	Prar.g_01603	Praf.g_01307
OG0001093	Prar.g_01608	Praf.g_01311
OG0001094	Prar.g_01678	Praf.g_01524
OG0001095	Prar.g_01697	Praf.g_01543
OG0001096	Prar.g_01710	Praf.g_01560
OG0001097	Prar.g_01728	Praf.g_01602
OG0001098	Prar.g_01744	Praf.g_01444
OG0001099	Prar.g_01764	Praf.g_00222
OG0001100	Prar.g_01768	Praf.g_01454
OG0001101	Prar.g_01770	Praf.g_01455
OG0001102	Prar.g_01773	Praf.g_01458
OG0001103	Prar.g_01775	Praf.g_01460
OG0001104	Prar.g_01796	Praf.g_01511
OG0001105	Prar.g_01800	Praf.g_01506
OG0001106	Prar.g_01824	Praf.g_01404
OG0001107	Prar.g_01831	Praf.g_01394
OG0001108	Prar.g_01835	Praf.g_01387
OG0001109	Prar.g_01836	Praf.g_01385
OG0001110	Prar.g_01838	Praf.g_01382
OG0001111	Prar.g_01839	Praf.g_01380
OG0001112	Prar.g_01840	Praf.g_01378
OG0001113	Prar.g_01841	Praf.g_01377
OG0001114	Prar.g_01842	Praf.g_01376
OG0001115	Prar.g_01844	Praf.g_01374
OG0001116	Prar.g_01845	Praf.g_01372
OG0001117	Prar.g_01846	Praf.g_01371
OG0001118	Prar.g_01847	Praf.g_01370
OG0001119	Prar.g_01848	Praf.g_01369
OG0001120	Prar.g_01850	Praf.g_01366
OG0001122	Prar.g_01876	Praf.g_01340
OG0001123	Prar.g_01880	Praf.g_01333
OG0001124	Prar.g_01882	Praf.g_01331
OG0001125	Prar.g_01883	Praf.g_01329
OG0001126	Prar.g_01893	Praf.g_01287
OG0001127	Prar.g_01894	Praf.g_01286
OG0001128	Prar.g_01896	Praf.g_01283
OG0001129	Prar.g_01897	Praf.g_01281
OG0001130	Prar.g_01898	Praf.g_01280
OG0001131	Prar.g_01935	Praf.g_01296
OG0001132	Prar.g_01944	Praf.g_01652
OG0001133	Prar.g_01309	Praf.g_01671
OG0001134	Prar.g_01296	Praf.g_02690
OG0001135	Prar.g_01293	Praf.g_02692
OG0001136	Prar.g_01266	Praf.g_00852
OG0001137	Prar.g_01255	Praf.g_00872
OG0001138	Prar.g_01237	Praf.g_00923
OG0001139	Prar.g_01236	Praf.g_00925
OG0001140	Prar.g_01235	Praf.g_00926
OG0001141	Prar.g_01234	Praf.g_00927
OG0001142	Prar.g_01233	Praf.g_00928
OG0001143	Prar.g_01226	Praf.g_00912
OG0001144	Prar.g_01221	Praf.g_00904
OG0001145	Prar.g_00963	Praf.g_00806
OG0001146	Prar.g_00951	Praf.g_00790
OG0001147	Prar.g_00925	Praf.g_01897
OG0001148	Prar.g_00909	Praf.g_00582
OG0001149	Prar.g_00908	Praf.g_00581
OG0001150	Prar.g_00907	Praf.g_00580
OG0001151	Prar.g_00896	Praf.g_00568
OG0001152	Prar.g_00895	Praf.g_00567
OG0001153	Prar.g_00815	Praf.g_01842
OG0001154	Prar.g_00814	Praf.g_01843
OG0001155	Prar.g_00802	Praf.g_00540
OG0001156	Prar.g_00799	Praf.g_00537
OG0001157	Prar.g_00798	Praf.g_01653
OG0001158	Prar.g_00797	Praf.g_00536
OG0001159	Prar.g_00796	Praf.g_00535
