Orthogroup	Praq	Prbe
OG0000569	Praq.g_00981	Prbe.g_00513
OG0000570	Praq.g_00980	Prbe.g_00512
OG0000571	Praq.g_00978	Prbe.g_00510
OG0000572	Praq.g_00977	Prbe.g_00508
OG0000573	Praq.g_00976	Prbe.g_00507
OG0000574	Praq.g_00975	Prbe.g_00506
OG0000575	Praq.g_00974	Prbe.g_00504
OG0000576	Praq.g_00973	Prbe.g_00503
OG0000577	Praq.g_00972	Prbe.g_01490
OG0000578	Praq.g_00971	Prbe.g_01489
OG0000579	Praq.g_00970	Prbe.g_01488
OG0000580	Praq.g_00969	Prbe.g_01487
OG0000581	Praq.g_00968	Prbe.g_01486
OG0000582	Praq.g_00967	Prbe.g_01485
OG0000583	Praq.g_00966	Prbe.g_01484
OG0000584	Praq.g_00964	Prbe.g_01482
OG0000585	Praq.g_00963	Prbe.g_01481
OG0000586	Praq.g_00962	Prbe.g_01479
OG0000587	Praq.g_00961	Prbe.g_01478
OG0000588	Praq.g_00960	Prbe.g_01477
OG0000589	Praq.g_00959	Prbe.g_01476
OG0000590	Praq.g_00958	Prbe.g_01475
OG0000591	Praq.g_00957	Prbe.g_01474
OG0000592	Praq.g_00775	Prbe.g_01473
OG0000593	Praq.g_00776	Prbe.g_01472
OG0000594	Praq.g_00777	Prbe.g_01471
OG0000595	Praq.g_00778	Prbe.g_01470
OG0000596	Praq.g_00779	Prbe.g_01469
OG0000597	Praq.g_00783	Prbe.g_01465
OG0000598	Praq.g_00784	Prbe.g_01464
OG0000599	Praq.g_00785	Prbe.g_01463
OG0000600	Praq.g_00786	Prbe.g_01462
OG0000601	Praq.g_00787	Prbe.g_01461
OG0000602	Praq.g_00788	Prbe.g_01460
OG0000603	Praq.g_00789	Prbe.g_01459
OG0000604	Praq.g_00790	Prbe.g_01458
OG0000605	Praq.g_00791	Prbe.g_01457
OG0000606	Praq.g_00792	Prbe.g_01456
OG0000607	Praq.g_00793	Prbe.g_01454
OG0000608	Praq.g_00794	Prbe.g_01453
OG0000609	Praq.g_00796	Prbe.g_01451
OG0000610	Praq.g_00797	Prbe.g_01450
OG0000611	Praq.g_00799	Prbe.g_00444
OG0000612	Praq.g_00800	Prbe.g_00445
OG0000613	Praq.g_00802	Prbe.g_00447
OG0000614	Praq.g_00808	Prbe.g_00453
OG0000615	Praq.g_00809	Prbe.g_00454
OG0000616	Praq.g_00810	Prbe.g_00455
OG0000617	Praq.g_00812	Prbe.g_00458
OG0000618	Praq.g_00813	Prbe.g_00459
OG0000619	Praq.g_00814	Prbe.g_00460
OG0000620	Praq.g_00816	Prbe.g_00462
OG0000621	Praq.g_00817	Prbe.g_00463
OG0000622	Praq.g_00818	Prbe.g_00464
OG0000623	Praq.g_00819	Prbe.g_00465
OG0000624	Praq.g_00821	Prbe.g_00468
OG0000625	Praq.g_00822	Prbe.g_01199
OG0000626	Praq.g_00823	Prbe.g_01200
OG0000627	Praq.g_00824	Prbe.g_01203
OG0000628	Praq.g_00825	Prbe.g_01204
OG0000629	Praq.g_00826	Prbe.g_01205
OG0000630	Praq.g_00828	Prbe.g_01207
OG0000631	Praq.g_00829	Prbe.g_01209
OG0000632	Praq.g_00833	Prbe.g_01197
OG0000633	Praq.g_00834	Prbe.g_00403
OG0000634	Praq.g_00584	Prbe.g_01215
OG0000635	Praq.g_00586	Prbe.g_01437
OG0000636	Praq.g_00587	Prbe.g_01436
OG0000637	Praq.g_00589	Prbe.g_01434
OG0000638	Praq.g_00590	Prbe.g_01433
OG0000639	Praq.g_00591	Prbe.g_01432
OG0000640	Praq.g_00592	Prbe.g_01431
OG0000641	Praq.g_00593	Prbe.g_01430
OG0000642	Praq.g_00594	Prbe.g_01429
OG0000643	Praq.g_00595	Prbe.g_01428
OG0000644	Praq.g_00597	Prbe.g_01426
OG0000645	Praq.g_00598	Prbe.g_01424
OG0000646	Praq.g_00599	Prbe.g_01423
OG0000647	Praq.g_00600	Prbe.g_01422
OG0000648	Praq.g_00601	Prbe.g_01421
OG0000649	Praq.g_00602	Prbe.g_01420
OG0000650	Praq.g_00603	Prbe.g_01419
OG0000651	Praq.g_00604	Prbe.g_01418
OG0000652	Praq.g_00606	Prbe.g_01416
OG0000653	Praq.g_00620	Prbe.g_01604
OG0000654	Praq.g_00622	Prbe.g_00055
OG0000655	Praq.g_00632	Prbe.g_00496
OG0000656	Praq.g_00637	Prbe.g_00909
OG0000657	Praq.g_00638	Prbe.g_00487
OG0000658	Praq.g_00639	Prbe.g_00488
OG0000659	Praq.g_00640	Prbe.g_00489
OG0000660	Praq.g_00647	Prbe.g_01889
OG0000661	Praq.g_00656	Prbe.g_01317
OG0000662	Praq.g_00658	Prbe.g_01321
OG0000663	Praq.g_00661	Prbe.g_01323
OG0000664	Praq.g_00662	Prbe.g_01324
OG0000665	Praq.g_00663	Prbe.g_01325
OG0000666	Praq.g_00664	Prbe.g_01438
OG0000667	Praq.g_00665	Prbe.g_01217
OG0000668	Praq.g_00666	Prbe.g_01218
OG0000669	Praq.g_00667	Prbe.g_01219
OG0000670	Praq.g_00669	Prbe.g_01221
OG0000671	Praq.g_00670	Prbe.g_01222
OG0000672	Praq.g_00671	Prbe.g_01223
OG0000673	Praq.g_00672	Prbe.g_01224
OG0000674	Praq.g_00673	Prbe.g_01225
OG0000675	Praq.g_00674	Prbe.g_01226
OG0000676	Praq.g_00676	Prbe.g_01228
OG0000677	Praq.g_00678	Prbe.g_01230
OG0000678	Praq.g_01407	Prbe.g_01231
OG0000679	Praq.g_01408	Prbe.g_01232
OG0000680	Praq.g_01409	Prbe.g_01233
OG0000681	Praq.g_01410	Prbe.g_01234
OG0000682	Praq.g_01411	Prbe.g_01235
OG0000683	Praq.g_01412	Prbe.g_01236
OG0000684	Praq.g_01413	Prbe.g_01238
OG0000685	Praq.g_01414	Prbe.g_01239
OG0000686	Praq.g_01415	Prbe.g_01240
OG0000687	Praq.g_01416	Prbe.g_01241
OG0000688	Praq.g_01417	Prbe.g_01242
OG0000689	Praq.g_01418	Prbe.g_01243
OG0000690	Praq.g_01419	Prbe.g_01244
OG0000691	Praq.g_01421	Prbe.g_01246
OG0000692	Praq.g_01422	Prbe.g_01247
OG0000693	Praq.g_01423	Prbe.g_01248
OG0000694	Praq.g_01424	Prbe.g_01249
OG0000695	Praq.g_01425	Prbe.g_01250
OG0000696	Praq.g_01426	Prbe.g_01251
OG0000697	Praq.g_01428	Prbe.g_01253
OG0000698	Praq.g_01429	Prbe.g_01254
OG0000699	Praq.g_01432	Prbe.g_01258
OG0000700	Praq.g_01433	Prbe.g_01259
OG0000701	Praq.g_01434	Prbe.g_01261
OG0000702	Praq.g_01435	Prbe.g_01262
OG0000703	Praq.g_01436	Prbe.g_01263
OG0000704	Praq.g_01437	Prbe.g_01264
OG0000705	Praq.g_01439	Prbe.g_01266
OG0000706	Praq.g_01440	Prbe.g_01267
OG0000707	Praq.g_01441	Prbe.g_01268
OG0000708	Praq.g_01442	Prbe.g_01269
OG0000709	Praq.g_01443	Prbe.g_01270
OG0000710	Praq.g_01444	Prbe.g_01271
OG0000711	Praq.g_01445	Prbe.g_01272
OG0000712	Praq.g_01446	Prbe.g_01273
OG0000713	Praq.g_01447	Prbe.g_01274
OG0000714	Praq.g_01449	Prbe.g_01278
OG0000715	Praq.g_01450	Prbe.g_01279
OG0000716	Praq.g_01451	Prbe.g_01280
OG0000717	Praq.g_01452	Prbe.g_01281
OG0000718	Praq.g_01454	Prbe.g_01282
OG0000719	Praq.g_01456	Prbe.g_01284
OG0000720	Praq.g_01458	Prbe.g_01288
OG0000721	Praq.g_01459	Prbe.g_01289
OG0000722	Praq.g_01473	Prbe.g_00105
OG0000723	Praq.g_01478	Prbe.g_00110
OG0000724	Praq.g_01481	Prbe.g_00406
OG0000725	Praq.g_01482	Prbe.g_00408
OG0000726	Praq.g_01483	Prbe.g_00409
OG0000727	Praq.g_01484	Prbe.g_00411
OG0000728	Praq.g_01485	Prbe.g_00412
OG0000729	Praq.g_01487	Prbe.g_00414
OG0000730	Praq.g_01488	Prbe.g_00415
OG0000731	Praq.g_01490	Prbe.g_00417
OG0000732	Praq.g_01491	Prbe.g_00418
OG0000733	Praq.g_01492	Prbe.g_00419
OG0000734	Praq.g_01493	Prbe.g_00420
OG0000735	Praq.g_01494	Prbe.g_00421
OG0000736	Praq.g_01496	Prbe.g_00423
OG0000737	Praq.g_01497	Prbe.g_00424
OG0000738	Praq.g_01499	Prbe.g_00426
OG0000739	Praq.g_01500	Prbe.g_00427
OG0000740	Praq.g_01501	Prbe.g_00428
OG0000741	Praq.g_01503	Prbe.g_00430
OG0000742	Praq.g_01504	Prbe.g_00431
OG0000743	Praq.g_01507	Prbe.g_00435
OG0000744	Praq.g_01508	Prbe.g_00436
OG0000745	Praq.g_01510	Prbe.g_00438
OG0000746	Praq.g_01511	Prbe.g_00439
OG0000747	Praq.g_01512	Prbe.g_00440
OG0000748	Praq.g_01513	Prbe.g_00441
OG0000749	Praq.g_01514	Prbe.g_00442
OG0000750	Praq.g_01515	Prbe.g_00443
OG0000751	Praq.g_01517	Prbe.g_01446
OG0000752	Praq.g_01518	Prbe.g_01445
OG0000753	Praq.g_01519	Prbe.g_01444
OG0000754	Praq.g_01520	Prbe.g_01443
OG0000755	Praq.g_01522	Prbe.g_01441
OG0000756	Praq.g_01523	Prbe.g_01440
OG0000757	Praq.g_01524	Prbe.g_01439
OG0000758	Praq.g_01525	Prbe.g_01326
OG0000759	Praq.g_01526	Prbe.g_01327
OG0000760	Praq.g_01527	Prbe.g_01328
OG0000761	Praq.g_01528	Prbe.g_01329
OG0000762	Praq.g_01530	Prbe.g_01331
OG0000763	Praq.g_01531	Prbe.g_01332
OG0000764	Praq.g_01532	Prbe.g_01333
OG0000765	Praq.g_01533	Prbe.g_01334
OG0000766	Praq.g_01534	Prbe.g_01335
OG0000767	Praq.g_01535	Prbe.g_01336
OG0000768	Praq.g_01536	Prbe.g_01337
OG0000769	Praq.g_01537	Prbe.g_01338
OG0000770	Praq.g_01538	Prbe.g_01340
OG0000771	Praq.g_01539	Prbe.g_01341
OG0000772	Praq.g_01540	Prbe.g_01400
OG0000773	Praq.g_01542	Prbe.g_01343
OG0000774	Praq.g_01543	Prbe.g_01344
OG0000775	Praq.g_01544	Prbe.g_01345
OG0000776	Praq.g_01545	Prbe.g_01347
OG0000777	Praq.g_01546	Prbe.g_01348
OG0000778	Praq.g_01547	Prbe.g_01349
OG0000779	Praq.g_01549	Prbe.g_01351
OG0000780	Praq.g_01550	Prbe.g_01352
OG0000781	Praq.g_01551	Prbe.g_01353
OG0000782	Praq.g_01553	Prbe.g_01355
OG0000783	Praq.g_01554	Prbe.g_01356
OG0000784	Praq.g_01555	Prbe.g_01357
OG0000785	Praq.g_01556	Prbe.g_01358
OG0000786	Praq.g_01557	Prbe.g_01359
OG0000787	Praq.g_01559	Prbe.g_01361
OG0000788	Praq.g_01560	Prbe.g_01362
OG0000789	Praq.g_01561	Prbe.g_01363
OG0000790	Praq.g_01562	Prbe.g_01364
OG0000791	Praq.g_01563	Prbe.g_01365
OG0000792	Praq.g_01564	Prbe.g_01615
OG0000793	Praq.g_01565	Prbe.g_01367
OG0000794	Praq.g_01566	Prbe.g_01368
OG0000795	Praq.g_01567	Prbe.g_01369
OG0000796	Praq.g_01568	Prbe.g_01372
OG0000797	Praq.g_01570	Prbe.g_01373
OG0000798	Praq.g_01571	Prbe.g_01374
OG0000799	Praq.g_01572	Prbe.g_01375
OG0000800	Praq.g_01573	Prbe.g_01376
OG0000801	Praq.g_01574	Prbe.g_01377
OG0000802	Praq.g_01576	Prbe.g_01379
OG0000803	Praq.g_01577	Prbe.g_01380
OG0000804	Praq.g_01588	Prbe.g_01384
OG0000805	Praq.g_01590	Prbe.g_01386
OG0000806	Praq.g_01591	Prbe.g_01387
OG0000807	Praq.g_01592	Prbe.g_01388
OG0000808	Praq.g_01593	Prbe.g_01389
OG0000809	Praq.g_01597	Prbe.g_01395
OG0000810	Praq.g_01598	Prbe.g_01397
OG0000811	Praq.g_01599	Prbe.g_01398
OG0000812	Praq.g_01600	Prbe.g_01399
OG0000813	Praq.g_01601	Prbe.g_01402
OG0000814	Praq.g_01602	Prbe.g_01403
OG0000815	Praq.g_01603	Prbe.g_01404
OG0000816	Praq.g_01605	Prbe.g_01407
OG0000817	Praq.g_01608	Prbe.g_01308
OG0000818	Praq.g_01609	Prbe.g_01307
OG0000819	Praq.g_01611	Prbe.g_01305
OG0000820	Praq.g_01612	Prbe.g_01304
OG0000821	Praq.g_01613	Prbe.g_01303
OG0000822	Praq.g_01614	Prbe.g_01302
OG0000823	Praq.g_01617	Prbe.g_01299
OG0000824	Praq.g_01618	Prbe.g_01298
OG0000825	Praq.g_01620	Prbe.g_01296
OG0000826	Praq.g_01621	Prbe.g_01295
OG0000827	Praq.g_01622	Prbe.g_01294
OG0000828	Praq.g_01624	Prbe.g_01292
OG0000829	Praq.g_01649	Prbe.g_01919
OG0000830	Praq.g_01658	Prbe.g_00071
OG0000831	Praq.g_01661	Prbe.g_01597
OG0000832	Praq.g_01662	Prbe.g_00492
OG0000833	Praq.g_01669	Prbe.g_00915
OG0000834	Praq.g_01273	Prbe.g_01591
OG0000835	Praq.g_01276	Prbe.g_01898
OG0000836	Praq.g_01278	Prbe.g_01618
OG0000837	Praq.g_01287	Prbe.g_00374
OG0000838	Praq.g_01301	Prbe.g_00042
OG0000839	Praq.g_01302	Prbe.g_00043
OG0000840	Praq.g_01307	Prbe.g_00060
OG0000841	Praq.g_01314	Prbe.g_01571
OG0000842	Praq.g_01318	Prbe.g_01565
OG0000843	Praq.g_01320	Prbe.g_01563
OG0000844	Praq.g_01321	Prbe.g_01562
OG0000845	Praq.g_01322	Prbe.g_01561
OG0000846	Praq.g_01323	Prbe.g_01560
OG0000847	Praq.g_01324	Prbe.g_01559
OG0000848	Praq.g_01325	Prbe.g_01558
OG0000849	Praq.g_01326	Prbe.g_01557
OG0000850	Praq.g_01327	Prbe.g_01556
OG0000851	Praq.g_01329	Prbe.g_01553
OG0000852	Praq.g_01332	Prbe.g_01550
OG0000853	Praq.g_01334	Prbe.g_01548
OG0000854	Praq.g_01335	Prbe.g_01547
OG0000855	Praq.g_01336	Prbe.g_01546
OG0000856	Praq.g_01337	Prbe.g_01545
OG0000857	Praq.g_01338	Prbe.g_01544
OG0000858	Praq.g_01340	Prbe.g_01541
OG0000859	Praq.g_01341	Prbe.g_01540
OG0000860	Praq.g_01342	Prbe.g_01539
OG0000861	Praq.g_01343	Prbe.g_01538
OG0000862	Praq.g_01344	Prbe.g_01537
OG0000863	Praq.g_01345	Prbe.g_01535
OG0000864	Praq.g_01346	Prbe.g_01534
OG0000865	Praq.g_01347	Prbe.g_01533
OG0000866	Praq.g_01348	Prbe.g_01532
OG0000867	Praq.g_01351	Prbe.g_01530
OG0000868	Praq.g_01353	Prbe.g_01528
OG0000869	Praq.g_01354	Prbe.g_01527
OG0000870	Praq.g_01355	Prbe.g_01524
OG0000871	Praq.g_01356	Prbe.g_01523
OG0000872	Praq.g_01357	Prbe.g_01521
OG0000873	Praq.g_01358	Prbe.g_01520
OG0000874	Praq.g_01359	Prbe.g_01519
OG0000875	Praq.g_01360	Prbe.g_01517
OG0000876	Praq.g_01362	Prbe.g_01515
OG0000877	Praq.g_01363	Prbe.g_01514
OG0000878	Praq.g_01364	Prbe.g_01513
OG0000879	Praq.g_01365	Prbe.g_01512
OG0000880	Praq.g_01366	Prbe.g_01511
OG0000881	Praq.g_01367	Prbe.g_01510
OG0000882	Praq.g_01368	Prbe.g_01509
OG0000883	Praq.g_01369	Prbe.g_01508
OG0000884	Praq.g_01370	Prbe.g_01507
OG0000885	Praq.g_01371	Prbe.g_01506
OG0000886	Praq.g_01372	Prbe.g_01505
OG0000887	Praq.g_01373	Prbe.g_01504
OG0000888	Praq.g_01374	Prbe.g_01503
OG0000889	Praq.g_01375	Prbe.g_01502
OG0000890	Praq.g_01376	Prbe.g_01501
OG0000891	Praq.g_01377	Prbe.g_01500
OG0000892	Praq.g_01378	Prbe.g_01499
OG0000893	Praq.g_01379	Prbe.g_01498
OG0000894	Praq.g_01381	Prbe.g_01497
OG0000895	Praq.g_01382	Prbe.g_01496
OG0000896	Praq.g_01384	Prbe.g_01494
OG0000897	Praq.g_01385	Prbe.g_01493
OG0000898	Praq.g_01386	Prbe.g_01492
OG0000899	Praq.g_01387	Prbe.g_01491
OG0000900	Praq.g_01389	Prbe.g_00502
OG0000901	Praq.g_00112	Prbe.g_01128
OG0000902	Praq.g_00122	Prbe.g_00904
OG0000903	Praq.g_00123	Prbe.g_00903
OG0000904	Praq.g_00124	Prbe.g_00902
OG0000905	Praq.g_00125	Prbe.g_00901
OG0000906	Praq.g_00126	Prbe.g_00900
OG0000907	Praq.g_00128	Prbe.g_00898
OG0000908	Praq.g_00129	Prbe.g_00897
OG0000909	Praq.g_00130	Prbe.g_00896
OG0000910	Praq.g_00131	Prbe.g_00895
OG0000911	Praq.g_00132	Prbe.g_00894
OG0000912	Praq.g_00135	Prbe.g_00891
OG0000913	Praq.g_00136	Prbe.g_00890
OG0000914	Praq.g_00137	Prbe.g_00889
OG0000915	Praq.g_00139	Prbe.g_00886
OG0000916	Praq.g_00140	Prbe.g_00885
OG0000917	Praq.g_00141	Prbe.g_00884
OG0000918	Praq.g_00142	Prbe.g_00883
OG0000919	Praq.g_00143	Prbe.g_00882
OG0000920	Praq.g_00144	Prbe.g_00881
OG0000921	Praq.g_00146	Prbe.g_00878
OG0000922	Praq.g_00147	Prbe.g_00877
OG0000923	Praq.g_00157	Prbe.g_00397
OG0000924	Praq.g_00158	Prbe.g_00398
OG0000925	Praq.g_00161	Prbe.g_00869
OG0000926	Praq.g_00162	Prbe.g_00634
OG0000927	Praq.g_00163	Prbe.g_01614
OG0000928	Praq.g_00165	Prbe.g_00212
OG0000929	Praq.g_00167	Prbe.g_01592
OG0000930	Praq.g_00169	Prbe.g_01574
OG0000931	Praq.g_00170	Prbe.g_01286
OG0000932	Praq.g_00173	Prbe.g_01611
OG0000933	Praq.g_00179	Prbe.g_00371
OG0000934	Praq.g_00180	Prbe.g_00370
OG0000935	Praq.g_00181	Prbe.g_00369
OG0000936	Praq.g_00182	Prbe.g_00368
OG0000937	Praq.g_00183	Prbe.g_00367
OG0000938	Praq.g_00184	Prbe.g_00366
OG0000939	Praq.g_00185	Prbe.g_00365
OG0000940	Praq.g_00186	Prbe.g_00364
OG0000941	Praq.g_00187	Prbe.g_00363
OG0000942	Praq.g_00188	Prbe.g_00362
OG0000943	Praq.g_00189	Prbe.g_00361
OG0000944	Praq.g_00190	Prbe.g_00360
OG0000945	Praq.g_00191	Prbe.g_00359
OG0000946	Praq.g_00192	Prbe.g_00358
OG0000947	Praq.g_00193	Prbe.g_00357
OG0000948	Praq.g_00194	Prbe.g_00356
OG0000949	Praq.g_00195	Prbe.g_00355
OG0000950	Praq.g_00258	Prbe.g_00792
OG0000951	Praq.g_00276	Prbe.g_00328
OG0000952	Praq.g_00277	Prbe.g_00327
OG0000953	Praq.g_00278	Prbe.g_00326
OG0000954	Praq.g_00279	Prbe.g_00325
OG0000955	Praq.g_00280	Prbe.g_00324
OG0000956	Praq.g_00282	Prbe.g_00322
OG0000957	Praq.g_00283	Prbe.g_00321
OG0000958	Praq.g_00284	Prbe.g_00320
OG0000959	Praq.g_00285	Prbe.g_00319
OG0000960	Praq.g_00286	Prbe.g_00318
OG0000961	Praq.g_00287	Prbe.g_00317
OG0000962	Praq.g_00288	Prbe.g_00316
OG0000963	Praq.g_00289	Prbe.g_00315
OG0000964	Praq.g_00290	Prbe.g_00314
OG0000965	Praq.g_00292	Prbe.g_00313
OG0000966	Praq.g_00293	Prbe.g_00312
OG0000967	Praq.g_00296	Prbe.g_00309
OG0000968	Praq.g_00297	Prbe.g_00308
OG0000969	Praq.g_00298	Prbe.g_00307
OG0000970	Praq.g_00299	Prbe.g_00306
OG0000971	Praq.g_00300	Prbe.g_00305
OG0000972	Praq.g_00301	Prbe.g_00304
OG0000973	Praq.g_00303	Prbe.g_00302
OG0000974	Praq.g_00304	Prbe.g_00301
OG0000975	Praq.g_00305	Prbe.g_00300
OG0000976	Praq.g_00306	Prbe.g_00299
OG0000977	Praq.g_00307	Prbe.g_00298
OG0000978	Praq.g_00308	Prbe.g_00297
OG0000979	Praq.g_00309	Prbe.g_00296
OG0000980	Praq.g_00310	Prbe.g_00295
OG0000981	Praq.g_00311	Prbe.g_00294
OG0000982	Praq.g_00312	Prbe.g_00293
OG0000983	Praq.g_00313	Prbe.g_00292
OG0000984	Praq.g_00317	Prbe.g_00288
OG0000985	Praq.g_00318	Prbe.g_00287
OG0000986	Praq.g_00319	Prbe.g_00286
OG0000987	Praq.g_00321	Prbe.g_00284
OG0000988	Praq.g_00322	Prbe.g_00283
OG0000989	Praq.g_00323	Prbe.g_00282
OG0000990	Praq.g_00324	Prbe.g_00281
OG0000991	Praq.g_00325	Prbe.g_00280
OG0000992	Praq.g_00326	Prbe.g_00279
OG0000993	Praq.g_00327	Prbe.g_00278
OG0000994	Praq.g_00328	Prbe.g_00277
OG0000995	Praq.g_00329	Prbe.g_00276
OG0000996	Praq.g_00330	Prbe.g_00275
OG0000997	Praq.g_00332	Prbe.g_00273
OG0000998	Praq.g_00335	Prbe.g_00267
OG0000999	Praq.g_00337	Prbe.g_00265
OG0001000	Praq.g_00338	Prbe.g_00263
OG0001001	Praq.g_00339	Prbe.g_00261
OG0001002	Praq.g_00341	Prbe.g_00259
OG0001003	Praq.g_00342	Prbe.g_00258
OG0001004	Praq.g_00343	Prbe.g_00257
OG0001005	Praq.g_00344	Prbe.g_00256
OG0001006	Praq.g_00346	Prbe.g_00254
OG0001007	Praq.g_00347	Prbe.g_00253
OG0001008	Praq.g_00348	Prbe.g_00252
OG0001009	Praq.g_00349	Prbe.g_00251
OG0001010	Praq.g_00350	Prbe.g_00250
OG0001011	Praq.g_00351	Prbe.g_00249
OG0001012	Praq.g_00352	Prbe.g_00248
OG0001013	Praq.g_00353	Prbe.g_00247
OG0001014	Praq.g_00354	Prbe.g_00246
OG0001015	Praq.g_00355	Prbe.g_00245
OG0001016	Praq.g_00356	Prbe.g_00244
OG0001017	Praq.g_00357	Prbe.g_00243
OG0001018	Praq.g_00358	Prbe.g_00242
OG0001019	Praq.g_00359	Prbe.g_00241
OG0001020	Praq.g_00360	Prbe.g_00240
OG0001021	Praq.g_00361	Prbe.g_00239
OG0001022	Praq.g_00362	Prbe.g_00238
OG0001023	Praq.g_00363	Prbe.g_00237
OG0001024	Praq.g_00365	Prbe.g_00235
OG0001025	Praq.g_00366	Prbe.g_00234
OG0001026	Praq.g_00367	Prbe.g_00233
OG0001027	Praq.g_00368	Prbe.g_00232
OG0001028	Praq.g_00369	Prbe.g_00229
OG0001029	Praq.g_00370	Prbe.g_00228
OG0001030	Praq.g_00373	Prbe.g_00225
OG0001031	Praq.g_00374	Prbe.g_00224
OG0001032	Praq.g_00382	Prbe.g_01042
OG0001033	Praq.g_00001	Prbe.g_00505
OG0001034	Praq.g_00030	Prbe.g_01237
OG0001035	Praq.g_01953	Prbe.g_00992
OG0001036	Praq.g_01952	Prbe.g_00991
OG0001037	Praq.g_00496	Prbe.g_00984
OG0001038	Praq.g_00495	Prbe.g_00983
OG0001039	Praq.g_00494	Prbe.g_00982
OG0001040	Praq.g_00493	Prbe.g_00981
OG0001041	Praq.g_00491	Prbe.g_00979
OG0001042	Praq.g_00490	Prbe.g_00978
OG0001043	Praq.g_00489	Prbe.g_00977
OG0001044	Praq.g_00488	Prbe.g_00976
OG0001045	Praq.g_00487	Prbe.g_00975
OG0001046	Praq.g_00486	Prbe.g_00973
OG0001047	Praq.g_00485	Prbe.g_00972
OG0001048	Praq.g_00483	Prbe.g_00971
OG0001049	Praq.g_00482	Prbe.g_00970
OG0001050	Praq.g_00481	Prbe.g_00969
OG0001051	Praq.g_00480	Prbe.g_00968
OG0001052	Praq.g_00479	Prbe.g_00967
OG0001053	Praq.g_00478	Prbe.g_00966
OG0001054	Praq.g_00477	Prbe.g_00965
OG0001055	Praq.g_00476	Prbe.g_00964
OG0001056	Praq.g_00475	Prbe.g_00963
OG0001057	Praq.g_00473	Prbe.g_00961
OG0001058	Praq.g_00472	Prbe.g_00960
OG0001059	Praq.g_00471	Prbe.g_00959
OG0001060	Praq.g_00470	Prbe.g_00958
OG0001061	Praq.g_00469	Prbe.g_00957
OG0001062	Praq.g_00468	Prbe.g_00956
OG0001063	Praq.g_00467	Prbe.g_00955
OG0001064	Praq.g_00466	Prbe.g_00954
OG0001065	Praq.g_00465	Prbe.g_00953
OG0001066	Praq.g_00464	Prbe.g_00952
OG0001067	Praq.g_00463	Prbe.g_00951
OG0001068	Praq.g_00462	Prbe.g_00950
OG0001069	Praq.g_00459	Prbe.g_00947
OG0001070	Praq.g_00457	Prbe.g_00945
OG0001071	Praq.g_00456	Prbe.g_00944
OG0001072	Praq.g_00455	Prbe.g_00943
OG0001073	Praq.g_00454	Prbe.g_00942
OG0001074	Praq.g_00453	Prbe.g_00941
OG0001075	Praq.g_00452	Prbe.g_00939
OG0001076	Praq.g_00450	Prbe.g_00937
OG0001077	Praq.g_00449	Prbe.g_00936
OG0001078	Praq.g_00448	Prbe.g_00935
OG0001079	Praq.g_00447	Prbe.g_00934
OG0001080	Praq.g_00446	Prbe.g_00933
OG0001081	Praq.g_00445	Prbe.g_00932
OG0001082	Praq.g_00444	Prbe.g_00931
OG0001083	Praq.g_00443	Prbe.g_00930
OG0001084	Praq.g_00442	Prbe.g_00929
OG0001085	Praq.g_00441	Prbe.g_00928
OG0001086	Praq.g_00951	Prbe.g_00922
OG0001087	Praq.g_00950	Prbe.g_00920
OG0001088	Praq.g_00949	Prbe.g_00919
OG0001089	Praq.g_00947	Prbe.g_01112
OG0001090	Praq.g_00946	Prbe.g_01111
OG0001091	Praq.g_00945	Prbe.g_01110
OG0001092	Praq.g_00944	Prbe.g_01109
OG0001093	Praq.g_00943	Prbe.g_01108
OG0001094	Praq.g_00942	Prbe.g_01107
OG0001095	Praq.g_00941	Prbe.g_01106
OG0001096	Praq.g_00940	Prbe.g_01105
OG0001097	Praq.g_00939	Prbe.g_01104
OG0001098	Praq.g_00938	Prbe.g_01103
OG0001099	Praq.g_00937	Prbe.g_01102
OG0001100	Praq.g_00936	Prbe.g_01101
OG0001101	Praq.g_00935	Prbe.g_01100
OG0001102	Praq.g_00932	Prbe.g_01096
OG0001103	Praq.g_00931	Prbe.g_01095
OG0001104	Praq.g_00930	Prbe.g_01092
OG0001105	Praq.g_00928	Prbe.g_01093
OG0001106	Praq.g_00926	Prbe.g_01097
OG0001107	Praq.g_00925	Prbe.g_01098
OG0001108	Praq.g_00924	Prbe.g_01099
OG0001109	Praq.g_00921	Prbe.g_01089
OG0001110	Praq.g_00919	Prbe.g_01087
OG0001111	Praq.g_00918	Prbe.g_01086
OG0001112	Praq.g_00917	Prbe.g_01085
OG0001113	Praq.g_00916	Prbe.g_01084
OG0001114	Praq.g_00915	Prbe.g_01083
OG0001115	Praq.g_00914	Prbe.g_01082
OG0001116	Praq.g_00913	Prbe.g_01081
OG0001117	Praq.g_00912	Prbe.g_01080
OG0001118	Praq.g_00911	Prbe.g_01079
OG0001119	Praq.g_00910	Prbe.g_01078
OG0001120	Praq.g_00909	Prbe.g_00867
OG0001121	Praq.g_00908	Prbe.g_00866
OG0001122	Praq.g_00907	Prbe.g_00865
OG0001123	Praq.g_00906	Prbe.g_00864
OG0001124	Praq.g_00905	Prbe.g_00863
OG0001125	Praq.g_00904	Prbe.g_00862
OG0001126	Praq.g_00903	Prbe.g_00861
OG0001127	Praq.g_00902	Prbe.g_00860
