Orthogroup	Praq	Prbb
OG0000547	Praq.g_01006	Prbb.g_00596
OG0000548	Praq.g_01005	Prbb.g_00597
OG0000549	Praq.g_01003	Prbb.g_00599
OG0000550	Praq.g_01002	Prbb.g_00600
OG0000551	Praq.g_01001	Prbb.g_00601
OG0000552	Praq.g_01000	Prbb.g_00602
OG0000553	Praq.g_00999	Prbb.g_00603
OG0000554	Praq.g_00998	Prbb.g_00604
OG0000555	Praq.g_00997	Prbb.g_00606
OG0000556	Praq.g_00996	Prbb.g_00607
OG0000557	Praq.g_00995	Prbb.g_00608
OG0000558	Praq.g_00994	Prbb.g_00609
OG0000559	Praq.g_00993	Prbb.g_00610
OG0000560	Praq.g_00992	Prbb.g_00611
OG0000561	Praq.g_00991	Prbb.g_00612
OG0000562	Praq.g_00990	Prbb.g_00613
OG0000563	Praq.g_00989	Prbb.g_00614
OG0000564	Praq.g_00988	Prbb.g_00615
OG0000565	Praq.g_00987	Prbb.g_00616
OG0000566	Praq.g_00986	Prbb.g_00617
OG0000567	Praq.g_00985	Prbb.g_00618
OG0000568	Praq.g_00984	Prbb.g_00619
OG0000569	Praq.g_00981	Prbb.g_00622
OG0000570	Praq.g_00980	Prbb.g_00623
OG0000571	Praq.g_00978	Prbb.g_00624
OG0000572	Praq.g_00977	Prbb.g_00626
OG0000573	Praq.g_00976	Prbb.g_00627
OG0000574	Praq.g_00975	Prbb.g_00628
OG0000575	Praq.g_00974	Prbb.g_00629
OG0000576	Praq.g_00973	Prbb.g_00630
OG0000577	Praq.g_00972	Prbb.g_00631
OG0000578	Praq.g_00971	Prbb.g_00632
OG0000579	Praq.g_00970	Prbb.g_00633
OG0000580	Praq.g_00969	Prbb.g_00634
OG0000581	Praq.g_00968	Prbb.g_00635
OG0000582	Praq.g_00967	Prbb.g_00636
OG0000583	Praq.g_00966	Prbb.g_00637
OG0000584	Praq.g_00964	Prbb.g_00639
OG0000585	Praq.g_00963	Prbb.g_00640
OG0000586	Praq.g_00962	Prbb.g_00641
OG0000587	Praq.g_00961	Prbb.g_00642
OG0000588	Praq.g_00960	Prbb.g_00643
OG0000589	Praq.g_00959	Prbb.g_00644
OG0000590	Praq.g_00958	Prbb.g_00645
OG0000591	Praq.g_00957	Prbb.g_00646
OG0000592	Praq.g_00775	Prbb.g_00647
OG0000593	Praq.g_00776	Prbb.g_00648
OG0000594	Praq.g_00777	Prbb.g_00649
OG0000595	Praq.g_00778	Prbb.g_00650
OG0000596	Praq.g_00779	Prbb.g_00651
OG0000597	Praq.g_00783	Prbb.g_00655
OG0000598	Praq.g_00784	Prbb.g_00656
OG0000599	Praq.g_00785	Prbb.g_00657
OG0000600	Praq.g_00786	Prbb.g_00658
OG0000601	Praq.g_00787	Prbb.g_00659
OG0000602	Praq.g_00788	Prbb.g_00660
OG0000603	Praq.g_00789	Prbb.g_00661
OG0000604	Praq.g_00790	Prbb.g_00662
OG0000605	Praq.g_00791	Prbb.g_00664
OG0000606	Praq.g_00792	Prbb.g_00665
OG0000607	Praq.g_00793	Prbb.g_00667
OG0000608	Praq.g_00794	Prbb.g_00668
OG0000609	Praq.g_00796	Prbb.g_00670
OG0000610	Praq.g_00797	Prbb.g_00671
OG0000611	Praq.g_00799	Prbb.g_00674
OG0000612	Praq.g_00800	Prbb.g_00675
OG0000613	Praq.g_00802	Prbb.g_00677
OG0000614	Praq.g_00808	Prbb.g_00684
OG0000615	Praq.g_00809	Prbb.g_00685
OG0000616	Praq.g_00810	Prbb.g_00686
OG0000617	Praq.g_00812	Prbb.g_00689
OG0000618	Praq.g_00813	Prbb.g_00690
OG0000619	Praq.g_00814	Prbb.g_00691
OG0000620	Praq.g_00816	Prbb.g_00693
OG0000621	Praq.g_00817	Prbb.g_00694
OG0000622	Praq.g_00818	Prbb.g_00695
OG0000623	Praq.g_00819	Prbb.g_00696
OG0000624	Praq.g_00821	Prbb.g_00700
OG0000625	Praq.g_00822	Prbb.g_00701
OG0000626	Praq.g_00823	Prbb.g_00702
OG0000627	Praq.g_00824	Prbb.g_01450
OG0000628	Praq.g_00825	Prbb.g_00703
OG0000629	Praq.g_00826	Prbb.g_00705
OG0000630	Praq.g_00828	Prbb.g_00707
OG0000631	Praq.g_00829	Prbb.g_00708
OG0000632	Praq.g_00833	Prbb.g_02176
OG0000633	Praq.g_00834	Prbb.g_01260
OG0000634	Praq.g_00584	Prbb.g_00714
OG0000635	Praq.g_00586	Prbb.g_00716
OG0000636	Praq.g_00587	Prbb.g_00717
OG0000637	Praq.g_00589	Prbb.g_00719
OG0000638	Praq.g_00590	Prbb.g_00720
OG0000639	Praq.g_00591	Prbb.g_00721
OG0000640	Praq.g_00592	Prbb.g_00722
OG0000641	Praq.g_00593	Prbb.g_00723
OG0000642	Praq.g_00594	Prbb.g_00724
OG0000643	Praq.g_00595	Prbb.g_00725
OG0000644	Praq.g_00597	Prbb.g_00727
OG0000645	Praq.g_00598	Prbb.g_00729
OG0000646	Praq.g_00599	Prbb.g_00730
OG0000647	Praq.g_00600	Prbb.g_00731
OG0000648	Praq.g_00601	Prbb.g_00733
OG0000649	Praq.g_00602	Prbb.g_00734
OG0000650	Praq.g_00603	Prbb.g_00735
OG0000651	Praq.g_00604	Prbb.g_00736
OG0000652	Praq.g_00606	Prbb.g_00738
OG0000653	Praq.g_00620	Prbb.g_00086
OG0000654	Praq.g_00622	Prbb.g_00108
OG0000655	Praq.g_00632	Prbb.g_01452
OG0000656	Praq.g_00637	Prbb.g_01099
OG0000657	Praq.g_00638	Prbb.g_00983
OG0000658	Praq.g_00639	Prbb.g_00982
OG0000659	Praq.g_00640	Prbb.g_00981
OG0000660	Praq.g_00647	Prbb.g_00389
OG0000661	Praq.g_00656	Prbb.g_00958
OG0000662	Praq.g_00658	Prbb.g_00960
OG0000663	Praq.g_00661	Prbb.g_00962
OG0000664	Praq.g_00662	Prbb.g_00963
OG0000665	Praq.g_00663	Prbb.g_00964
OG0000666	Praq.g_00664	Prbb.g_00777
OG0000667	Praq.g_00665	Prbb.g_00778
OG0000668	Praq.g_00666	Prbb.g_00779
OG0000669	Praq.g_00667	Prbb.g_00780
OG0000670	Praq.g_00669	Prbb.g_00782
OG0000671	Praq.g_00670	Prbb.g_00783
OG0000672	Praq.g_00671	Prbb.g_00784
OG0000673	Praq.g_00672	Prbb.g_00785
OG0000674	Praq.g_00673	Prbb.g_00786
OG0000675	Praq.g_00674	Prbb.g_00787
OG0000676	Praq.g_00676	Prbb.g_00789
OG0000677	Praq.g_00678	Prbb.g_00791
OG0000678	Praq.g_01407	Prbb.g_00792
OG0000679	Praq.g_01408	Prbb.g_00793
OG0000680	Praq.g_01409	Prbb.g_00794
OG0000681	Praq.g_01410	Prbb.g_00795
OG0000682	Praq.g_01411	Prbb.g_00796
OG0000683	Praq.g_01412	Prbb.g_00798
OG0000684	Praq.g_01413	Prbb.g_00800
OG0000685	Praq.g_01414	Prbb.g_00801
OG0000686	Praq.g_01415	Prbb.g_00802
OG0000687	Praq.g_01416	Prbb.g_00803
OG0000688	Praq.g_01417	Prbb.g_00804
OG0000689	Praq.g_01418	Prbb.g_00805
OG0000690	Praq.g_01419	Prbb.g_00806
OG0000691	Praq.g_01421	Prbb.g_00808
OG0000692	Praq.g_01422	Prbb.g_00809
OG0000693	Praq.g_01423	Prbb.g_00810
OG0000694	Praq.g_01424	Prbb.g_00811
OG0000695	Praq.g_01425	Prbb.g_00812
OG0000696	Praq.g_01426	Prbb.g_00813
OG0000697	Praq.g_01428	Prbb.g_00814
OG0000698	Praq.g_01429	Prbb.g_00815
OG0000699	Praq.g_01432	Prbb.g_00818
OG0000700	Praq.g_01433	Prbb.g_00819
OG0000701	Praq.g_01434	Prbb.g_00821
OG0000702	Praq.g_01435	Prbb.g_00822
OG0000703	Praq.g_01436	Prbb.g_00823
OG0000704	Praq.g_01437	Prbb.g_00824
OG0000705	Praq.g_01439	Prbb.g_00827
OG0000706	Praq.g_01440	Prbb.g_00828
OG0000707	Praq.g_01441	Prbb.g_00829
OG0000708	Praq.g_01442	Prbb.g_00830
OG0000709	Praq.g_01443	Prbb.g_00831
OG0000710	Praq.g_01444	Prbb.g_00832
OG0000711	Praq.g_01445	Prbb.g_00833
OG0000712	Praq.g_01446	Prbb.g_00834
OG0000713	Praq.g_01447	Prbb.g_00835
OG0000714	Praq.g_01449	Prbb.g_00837
OG0000715	Praq.g_01450	Prbb.g_00838
OG0000716	Praq.g_01451	Prbb.g_00839
OG0000717	Praq.g_01452	Prbb.g_00840
OG0000718	Praq.g_01454	Prbb.g_00841
OG0000719	Praq.g_01456	Prbb.g_00843
OG0000720	Praq.g_01458	Prbb.g_00847
OG0000721	Praq.g_01459	Prbb.g_00848
OG0000722	Praq.g_01473	Prbb.g_00914
OG0000723	Praq.g_01478	Prbb.g_00917
OG0000724	Praq.g_01481	Prbb.g_00922
OG0000725	Praq.g_01482	Prbb.g_00924
OG0000726	Praq.g_01483	Prbb.g_00925
OG0000727	Praq.g_01484	Prbb.g_00926
OG0000728	Praq.g_01485	Prbb.g_00927
OG0000729	Praq.g_01487	Prbb.g_00929
OG0000730	Praq.g_01488	Prbb.g_00930
OG0000731	Praq.g_01490	Prbb.g_00932
OG0000732	Praq.g_01491	Prbb.g_00933
OG0000733	Praq.g_01492	Prbb.g_00934
OG0000734	Praq.g_01493	Prbb.g_00935
OG0000735	Praq.g_01494	Prbb.g_00936
OG0000736	Praq.g_01496	Prbb.g_00938
OG0000737	Praq.g_01497	Prbb.g_00939
OG0000738	Praq.g_01499	Prbb.g_00942
OG0000739	Praq.g_01500	Prbb.g_00943
OG0000740	Praq.g_01501	Prbb.g_00944
OG0000741	Praq.g_01503	Prbb.g_00946
OG0000742	Praq.g_01504	Prbb.g_00947
OG0000743	Praq.g_01507	Prbb.g_00951
OG0000744	Praq.g_01508	Prbb.g_00952
OG0000745	Praq.g_01510	Prbb.g_00762
OG0000746	Praq.g_01511	Prbb.g_00763
OG0000747	Praq.g_01512	Prbb.g_00764
OG0000748	Praq.g_01513	Prbb.g_00765
OG0000749	Praq.g_01514	Prbb.g_00766
OG0000750	Praq.g_01515	Prbb.g_00767
OG0000751	Praq.g_01517	Prbb.g_00769
OG0000752	Praq.g_01518	Prbb.g_00770
OG0000753	Praq.g_01519	Prbb.g_00771
OG0000754	Praq.g_01520	Prbb.g_00772
OG0000755	Praq.g_01522	Prbb.g_00774
OG0000756	Praq.g_01523	Prbb.g_00775
OG0000757	Praq.g_01524	Prbb.g_00776
OG0000758	Praq.g_01525	Prbb.g_00965
OG0000759	Praq.g_01526	Prbb.g_00966
OG0000760	Praq.g_01527	Prbb.g_00967
OG0000761	Praq.g_01528	Prbb.g_00968
OG0000762	Praq.g_01530	Prbb.g_00970
OG0000763	Praq.g_01531	Prbb.g_00971
OG0000764	Praq.g_01532	Prbb.g_00972
OG0000765	Praq.g_01533	Prbb.g_00973
OG0000766	Praq.g_01534	Prbb.g_00974
OG0000767	Praq.g_01535	Prbb.g_00975
OG0000768	Praq.g_01536	Prbb.g_00976
OG0000769	Praq.g_01537	Prbb.g_00977
OG0000770	Praq.g_01538	Prbb.g_00978
OG0000771	Praq.g_01539	Prbb.g_00979
OG0000772	Praq.g_01540	Prbb.g_00893
OG0000773	Praq.g_01542	Prbb.g_00984
OG0000774	Praq.g_01543	Prbb.g_00985
OG0000775	Praq.g_01544	Prbb.g_00986
OG0000776	Praq.g_01545	Prbb.g_00988
OG0000777	Praq.g_01546	Prbb.g_00989
OG0000778	Praq.g_01547	Prbb.g_00990
OG0000779	Praq.g_01549	Prbb.g_00992
OG0000780	Praq.g_01550	Prbb.g_00993
OG0000781	Praq.g_01551	Prbb.g_00994
OG0000782	Praq.g_01553	Prbb.g_00996
OG0000783	Praq.g_01554	Prbb.g_00997
OG0000784	Praq.g_01555	Prbb.g_00998
OG0000785	Praq.g_01556	Prbb.g_00999
OG0000786	Praq.g_01557	Prbb.g_01000
OG0000787	Praq.g_01559	Prbb.g_01002
OG0000788	Praq.g_01560	Prbb.g_01003
OG0000789	Praq.g_01561	Prbb.g_01004
OG0000790	Praq.g_01562	Prbb.g_01005
OG0000791	Praq.g_01563	Prbb.g_01006
OG0000792	Praq.g_01564	Prbb.g_00101
OG0000793	Praq.g_01565	Prbb.g_01007
OG0000794	Praq.g_01566	Prbb.g_01008
OG0000795	Praq.g_01567	Prbb.g_01009
OG0000796	Praq.g_01568	Prbb.g_01010
OG0000797	Praq.g_01570	Prbb.g_01012
OG0000798	Praq.g_01571	Prbb.g_01013
OG0000799	Praq.g_01572	Prbb.g_01014
OG0000800	Praq.g_01573	Prbb.g_01015
OG0000801	Praq.g_01574	Prbb.g_01016
OG0000802	Praq.g_01576	Prbb.g_01017
OG0000803	Praq.g_01577	Prbb.g_01018
OG0000804	Praq.g_01588	Prbb.g_01036
OG0000805	Praq.g_01590	Prbb.g_01037
OG0000806	Praq.g_01591	Prbb.g_01038
OG0000807	Praq.g_01592	Prbb.g_01039
OG0000808	Praq.g_01593	Prbb.g_01040
OG0000809	Praq.g_01597	Prbb.g_01045
OG0000810	Praq.g_01598	Prbb.g_01047
OG0000811	Praq.g_01599	Prbb.g_01048
OG0000812	Praq.g_01600	Prbb.g_00892
OG0000813	Praq.g_01601	Prbb.g_01049
OG0000814	Praq.g_01602	Prbb.g_01050
OG0000815	Praq.g_01603	Prbb.g_01051
OG0000816	Praq.g_01605	Prbb.g_01054
OG0000817	Praq.g_01608	Prbb.g_01058
OG0000818	Praq.g_01609	Prbb.g_01059
OG0000819	Praq.g_01611	Prbb.g_01062
OG0000820	Praq.g_01612	Prbb.g_01063
OG0000821	Praq.g_01613	Prbb.g_01064
OG0000822	Praq.g_01614	Prbb.g_01065
OG0000823	Praq.g_01617	Prbb.g_01068
OG0000824	Praq.g_01618	Prbb.g_01069
OG0000825	Praq.g_01620	Prbb.g_00891
OG0000826	Praq.g_01621	Prbb.g_00890
OG0000827	Praq.g_01622	Prbb.g_00889
OG0000828	Praq.g_01624	Prbb.g_00887
OG0000829	Praq.g_01649	Prbb.g_00897
OG0000830	Praq.g_01658	Prbb.g_01108
OG0000831	Praq.g_01661	Prbb.g_01090
OG0000832	Praq.g_01662	Prbb.g_01783
OG0000833	Praq.g_01669	Prbb.g_02071
OG0000834	Praq.g_01273	Prbb.g_00392
OG0000835	Praq.g_01276	Prbb.g_00400
OG0000836	Praq.g_01278	Prbb.g_01780
OG0000837	Praq.g_01287	Prbb.g_01085
OG0000838	Praq.g_01301	Prbb.g_01888
OG0000839	Praq.g_01302	Prbb.g_01889
OG0000840	Praq.g_01307	Prbb.g_01126
OG0000841	Praq.g_01314	Prbb.g_01539
OG0000842	Praq.g_01318	Prbb.g_01533
OG0000843	Praq.g_01320	Prbb.g_01531
OG0000844	Praq.g_01321	Prbb.g_01530
OG0000845	Praq.g_01322	Prbb.g_01529
OG0000846	Praq.g_01323	Prbb.g_01528
OG0000847	Praq.g_01324	Prbb.g_01527
OG0000848	Praq.g_01325	Prbb.g_01526
OG0000849	Praq.g_01326	Prbb.g_01525
OG0000850	Praq.g_01327	Prbb.g_01524
OG0000851	Praq.g_01329	Prbb.g_01521
OG0000852	Praq.g_01332	Prbb.g_01518
OG0000853	Praq.g_01334	Prbb.g_01516
OG0000854	Praq.g_01335	Prbb.g_01515
OG0000855	Praq.g_01336	Prbb.g_01513
OG0000856	Praq.g_01337	Prbb.g_01512
OG0000857	Praq.g_01338	Prbb.g_01511
OG0000858	Praq.g_01340	Prbb.g_01508
OG0000859	Praq.g_01341	Prbb.g_01507
OG0000860	Praq.g_01342	Prbb.g_01506
OG0000861	Praq.g_01343	Prbb.g_01505
OG0000862	Praq.g_01344	Prbb.g_01504
OG0000863	Praq.g_01345	Prbb.g_01502
OG0000864	Praq.g_01346	Prbb.g_01501
OG0000865	Praq.g_01347	Prbb.g_01500
OG0000866	Praq.g_01348	Prbb.g_01499
OG0000867	Praq.g_01351	Prbb.g_01497
OG0000868	Praq.g_01353	Prbb.g_01495
OG0000869	Praq.g_01354	Prbb.g_01493
OG0000870	Praq.g_01355	Prbb.g_01491
OG0000871	Praq.g_01356	Prbb.g_01490
OG0000872	Praq.g_01357	Prbb.g_01488
OG0000873	Praq.g_01358	Prbb.g_01487
OG0000874	Praq.g_01359	Prbb.g_01486
OG0000875	Praq.g_01360	Prbb.g_01484
OG0000876	Praq.g_01362	Prbb.g_01482
OG0000877	Praq.g_01363	Prbb.g_01481
OG0000878	Praq.g_01364	Prbb.g_01480
OG0000879	Praq.g_01365	Prbb.g_01479
OG0000880	Praq.g_01366	Prbb.g_01478
OG0000881	Praq.g_01367	Prbb.g_01477
OG0000882	Praq.g_01368	Prbb.g_01476
OG0000883	Praq.g_01369	Prbb.g_01475
OG0000884	Praq.g_01370	Prbb.g_01474
OG0000885	Praq.g_01371	Prbb.g_01473
OG0000886	Praq.g_01372	Prbb.g_01472
OG0000887	Praq.g_01373	Prbb.g_01471
OG0000888	Praq.g_01374	Prbb.g_01470
OG0000889	Praq.g_01375	Prbb.g_01469
OG0000890	Praq.g_01376	Prbb.g_01468
OG0000891	Praq.g_01377	Prbb.g_01467
OG0000892	Praq.g_01378	Prbb.g_01465
OG0000893	Praq.g_01379	Prbb.g_01464
OG0000894	Praq.g_01381	Prbb.g_01463
OG0000895	Praq.g_01382	Prbb.g_01462
OG0000896	Praq.g_01384	Prbb.g_01461
OG0000897	Praq.g_01385	Prbb.g_01460
OG0000898	Praq.g_01386	Prbb.g_01459
OG0000899	Praq.g_01387	Prbb.g_01458
OG0000900	Praq.g_01389	Prbb.g_01457
OG0000901	Praq.g_00112	Prbb.g_01291
OG0000902	Praq.g_00122	Prbb.g_01575
OG0000903	Praq.g_00123	Prbb.g_01576
OG0000904	Praq.g_00124	Prbb.g_01577
OG0000905	Praq.g_00125	Prbb.g_01578
OG0000906	Praq.g_00126	Prbb.g_01580
OG0000907	Praq.g_00128	Prbb.g_01581
OG0000908	Praq.g_00129	Prbb.g_01582
OG0000909	Praq.g_00130	Prbb.g_01583
OG0000910	Praq.g_00131	Prbb.g_01584
OG0000911	Praq.g_00132	Prbb.g_01585
OG0000912	Praq.g_00135	Prbb.g_01588
OG0000913	Praq.g_00136	Prbb.g_01589
OG0000914	Praq.g_00137	Prbb.g_01590
OG0000915	Praq.g_00139	Prbb.g_01592
OG0000916	Praq.g_00140	Prbb.g_01593
OG0000917	Praq.g_00141	Prbb.g_01594
OG0000918	Praq.g_00142	Prbb.g_01595
OG0000919	Praq.g_00143	Prbb.g_01596
OG0000920	Praq.g_00144	Prbb.g_01597
OG0000921	Praq.g_00146	Prbb.g_01600
OG0000922	Praq.g_00147	Prbb.g_01601
OG0000923	Praq.g_00157	Prbb.g_01608
OG0000924	Praq.g_00158	Prbb.g_01609
OG0000925	Praq.g_00161	Prbb.g_01612
OG0000926	Praq.g_00162	Prbb.g_00746
OG0000927	Praq.g_00163	Prbb.g_01541
OG0000928	Praq.g_00165	Prbb.g_01057
OG0000929	Praq.g_00167	Prbb.g_01789
OG0000930	Praq.g_00169	Prbb.g_01637
OG0000931	Praq.g_00170	Prbb.g_00845
OG0000932	Praq.g_00173	Prbb.g_01201
OG0000933	Praq.g_00179	Prbb.g_01641
OG0000934	Praq.g_00180	Prbb.g_01642
OG0000935	Praq.g_00181	Prbb.g_01643
OG0000936	Praq.g_00182	Prbb.g_01644
OG0000937	Praq.g_00183	Prbb.g_01645
OG0000938	Praq.g_00184	Prbb.g_01646
OG0000939	Praq.g_00185	Prbb.g_01647
OG0000940	Praq.g_00186	Prbb.g_01648
OG0000941	Praq.g_00187	Prbb.g_01649
OG0000942	Praq.g_00188	Prbb.g_01650
OG0000943	Praq.g_00189	Prbb.g_01651
OG0000944	Praq.g_00190	Prbb.g_01652
OG0000945	Praq.g_00191	Prbb.g_01653
OG0000946	Praq.g_00192	Prbb.g_01654
OG0000947	Praq.g_00193	Prbb.g_01655
OG0000948	Praq.g_00194	Prbb.g_01656
OG0000949	Praq.g_00195	Prbb.g_01657
OG0000950	Praq.g_00258	Prbb.g_02044
OG0000951	Praq.g_00276	Prbb.g_01668
OG0000952	Praq.g_00277	Prbb.g_01669
OG0000953	Praq.g_00278	Prbb.g_01670
OG0000954	Praq.g_00279	Prbb.g_01671
OG0000955	Praq.g_00280	Prbb.g_01672
OG0000956	Praq.g_00282	Prbb.g_01674
OG0000957	Praq.g_00283	Prbb.g_01675
OG0000958	Praq.g_00284	Prbb.g_01676
OG0000959	Praq.g_00285	Prbb.g_01677
OG0000960	Praq.g_00286	Prbb.g_01678
OG0000961	Praq.g_00287	Prbb.g_01679
OG0000962	Praq.g_00288	Prbb.g_01680
OG0000963	Praq.g_00289	Prbb.g_01681
OG0000964	Praq.g_00290	Prbb.g_01683
OG0000965	Praq.g_00292	Prbb.g_01684
OG0000966	Praq.g_00293	Prbb.g_01685
OG0000967	Praq.g_00296	Prbb.g_01688
OG0000968	Praq.g_00297	Prbb.g_01689
OG0000969	Praq.g_00298	Prbb.g_01690
OG0000970	Praq.g_00299	Prbb.g_01691
OG0000971	Praq.g_00300	Prbb.g_01692
OG0000972	Praq.g_00301	Prbb.g_01693
OG0000973	Praq.g_00303	Prbb.g_01695
OG0000974	Praq.g_00304	Prbb.g_01696
OG0000975	Praq.g_00305	Prbb.g_01697
OG0000976	Praq.g_00306	Prbb.g_01698
OG0000977	Praq.g_00307	Prbb.g_01699
OG0000978	Praq.g_00308	Prbb.g_01700
OG0000979	Praq.g_00309	Prbb.g_01701
OG0000980	Praq.g_00310	Prbb.g_00465
OG0000981	Praq.g_00311	Prbb.g_01702
OG0000982	Praq.g_00312	Prbb.g_01703
OG0000983	Praq.g_00313	Prbb.g_01704
OG0000984	Praq.g_00317	Prbb.g_01707
OG0000985	Praq.g_00318	Prbb.g_01708
OG0000986	Praq.g_00319	Prbb.g_01709
OG0000987	Praq.g_00321	Prbb.g_01711
OG0000988	Praq.g_00322	Prbb.g_01712
OG0000989	Praq.g_00323	Prbb.g_01713
OG0000990	Praq.g_00324	Prbb.g_01714
OG0000991	Praq.g_00325	Prbb.g_01715
OG0000992	Praq.g_00326	Prbb.g_01716
OG0000993	Praq.g_00327	Prbb.g_01717
OG0000994	Praq.g_00328	Prbb.g_01718
OG0000995	Praq.g_00329	Prbb.g_01719
OG0000996	Praq.g_00330	Prbb.g_01720
OG0000997	Praq.g_00332	Prbb.g_01722
OG0000998	Praq.g_00335	Prbb.g_01728
OG0000999	Praq.g_00337	Prbb.g_01731
OG0001000	Praq.g_00338	Prbb.g_01732
OG0001001	Praq.g_00339	Prbb.g_01733
OG0001002	Praq.g_00341	Prbb.g_01735
OG0001003	Praq.g_00342	Prbb.g_01736
OG0001004	Praq.g_00343	Prbb.g_01737
OG0001005	Praq.g_00344	Prbb.g_01738
OG0001006	Praq.g_00346	Prbb.g_01740
OG0001007	Praq.g_00347	Prbb.g_01741
OG0001008	Praq.g_00348	Prbb.g_01742
OG0001009	Praq.g_00349	Prbb.g_01744
OG0001010	Praq.g_00350	Prbb.g_01745
OG0001011	Praq.g_00351	Prbb.g_01746
OG0001012	Praq.g_00352	Prbb.g_01747
OG0001013	Praq.g_00353	Prbb.g_01748
OG0001014	Praq.g_00354	Prbb.g_01749
OG0001015	Praq.g_00355	Prbb.g_01750
OG0001016	Praq.g_00356	Prbb.g_01751
OG0001017	Praq.g_00357	Prbb.g_01752
OG0001018	Praq.g_00358	Prbb.g_01753
OG0001019	Praq.g_00359	Prbb.g_01754
OG0001020	Praq.g_00360	Prbb.g_01755
OG0001021	Praq.g_00361	Prbb.g_01756
OG0001022	Praq.g_00362	Prbb.g_01757
OG0001023	Praq.g_00363	Prbb.g_01758
OG0001024	Praq.g_00365	Prbb.g_01760
OG0001025	Praq.g_00366	Prbb.g_01761
OG0001026	Praq.g_00367	Prbb.g_01762
OG0001027	Praq.g_00368	Prbb.g_01763
OG0001028	Praq.g_00369	Prbb.g_01765
OG0001029	Praq.g_00370	Prbb.g_01766
OG0001030	Praq.g_00373	Prbb.g_01769
OG0001031	Praq.g_00374	Prbb.g_01770
OG0001032	Praq.g_00382	Prbb.g_01555
OG0001033	Praq.g_00001	Prbb.g_01659
OG0001034	Praq.g_00030	Prbb.g_00799
OG0001035	Praq.g_01953	Prbb.g_01817
OG0001036	Praq.g_01952	Prbb.g_01818
OG0001037	Praq.g_00496	Prbb.g_01824
OG0001038	Praq.g_00495	Prbb.g_01825
OG0001039	Praq.g_00494	Prbb.g_01826
OG0001040	Praq.g_00493	Prbb.g_01827
OG0001041	Praq.g_00491	Prbb.g_01828
OG0001042	Praq.g_00490	Prbb.g_01829
OG0001043	Praq.g_00489	Prbb.g_01830
OG0001044	Praq.g_00488	Prbb.g_01831
OG0001045	Praq.g_00487	Prbb.g_01832
OG0001046	Praq.g_00486	Prbb.g_01833
OG0001047	Praq.g_00485	Prbb.g_01834
OG0001048	Praq.g_00483	Prbb.g_01835
OG0001049	Praq.g_00482	Prbb.g_01836
OG0001050	Praq.g_00481	Prbb.g_01837
OG0001051	Praq.g_00480	Prbb.g_01838
OG0001052	Praq.g_00479	Prbb.g_01839
OG0001053	Praq.g_00478	Prbb.g_01840
OG0001054	Praq.g_00477	Prbb.g_01841
OG0001055	Praq.g_00476	Prbb.g_01842
OG0001056	Praq.g_00475	Prbb.g_01843
OG0001057	Praq.g_00473	Prbb.g_01845
OG0001058	Praq.g_00472	Prbb.g_01846
OG0001059	Praq.g_00471	Prbb.g_01847
OG0001060	Praq.g_00470	Prbb.g_01848
OG0001061	Praq.g_00469	Prbb.g_01849
OG0001062	Praq.g_00468	Prbb.g_01851
OG0001063	Praq.g_00467	Prbb.g_01852
OG0001064	Praq.g_00466	Prbb.g_01853
OG0001065	Praq.g_00465	Prbb.g_01854
OG0001066	Praq.g_00464	Prbb.g_01855
OG0001067	Praq.g_00463	Prbb.g_01856
OG0001068	Praq.g_00462	Prbb.g_01857
OG0001069	Praq.g_00459	Prbb.g_01859
OG0001070	Praq.g_00457	Prbb.g_01861
OG0001071	Praq.g_00456	Prbb.g_01862
OG0001072	Praq.g_00455	Prbb.g_01863
OG0001073	Praq.g_00454	Prbb.g_01864
OG0001074	Praq.g_00453	Prbb.g_01865
OG0001075	Praq.g_00452	Prbb.g_01867
OG0001076	Praq.g_00450	Prbb.g_01869
OG0001077	Praq.g_00449	Prbb.g_01870
OG0001078	Praq.g_00448	Prbb.g_01871
OG0001079	Praq.g_00447	Prbb.g_01872
OG0001080	Praq.g_00446	Prbb.g_01873
OG0001081	Praq.g_00445	Prbb.g_01874
OG0001082	Praq.g_00444	Prbb.g_01875
OG0001083	Praq.g_00443	Prbb.g_01876
OG0001084	Praq.g_00442	Prbb.g_01877
OG0001085	Praq.g_00441	Prbb.g_01878
OG0001086	Praq.g_00951	Prbb.g_01922
OG0001087	Praq.g_00950	Prbb.g_01924
OG0001088	Praq.g_00949	Prbb.g_01925
OG0001089	Praq.g_00947	Prbb.g_01927
OG0001090	Praq.g_00946	Prbb.g_01928
OG0001091	Praq.g_00945	Prbb.g_01929
OG0001092	Praq.g_00944	Prbb.g_01930
OG0001093	Praq.g_00943	Prbb.g_01931
OG0001094	Praq.g_00942	Prbb.g_01932
OG0001095	Praq.g_00941	Prbb.g_01933
OG0001096	Praq.g_00940	Prbb.g_01934
OG0001097	Praq.g_00939	Prbb.g_01935
OG0001098	Praq.g_00938	Prbb.g_01936
OG0001099	Praq.g_00937	Prbb.g_01937
OG0001100	Praq.g_00936	Prbb.g_01938
OG0001101	Praq.g_00935	Prbb.g_01939
OG0001102	Praq.g_00932	Prbb.g_01948
OG0001103	Praq.g_00931	Prbb.g_01947
OG0001104	Praq.g_00930	Prbb.g_01943
OG0001105	Praq.g_00928	Prbb.g_01945
