Orthogroup	Syal	Prbl
OG0000562	Syal.g_02805	Prbl.g_01890
OG0000563	Syal.g_02804	Prbl.g_01891
OG0000564	Syal.g_02803	Prbl.g_01892
OG0000565	Syal.g_02799	Prbl.g_01895
OG0000566	Syal.g_02795	Prbl.g_01899
OG0000567	Syal.g_02791	Prbl.g_01903
OG0000568	Syal.g_02789	Prbl.g_01905
OG0000569	Syal.g_02788	Prbl.g_01801
OG0000570	Syal.g_02787	Prbl.g_01800
OG0000571	Syal.g_02784	Prbl.g_01797
OG0000572	Syal.g_02767	Prbl.g_01781
OG0000573	Syal.g_02759	Prbl.g_01774
OG0000574	Syal.g_02758	Prbl.g_01773
OG0000575	Syal.g_02753	Prbl.g_01764
OG0000576	Syal.g_02751	Prbl.g_01762
OG0000577	Syal.g_02750	Prbl.g_01761
OG0000578	Syal.g_02749	Prbl.g_01760
OG0000579	Syal.g_02748	Prbl.g_01759
OG0000580	Syal.g_02747	Prbl.g_01758
OG0000581	Syal.g_02741	Prbl.g_01754
OG0000582	Syal.g_02736	Prbl.g_01750
OG0000583	Syal.g_02735	Prbl.g_01749
OG0000584	Syal.g_02734	Prbl.g_01748
OG0000585	Syal.g_02731	Prbl.g_01746
OG0000586	Syal.g_02730	Prbl.g_01744
OG0000587	Syal.g_02728	Prbl.g_01742
OG0000588	Syal.g_02717	Prbl.g_01613
OG0000589	Syal.g_02714	Prbl.g_01616
OG0000590	Syal.g_02713	Prbl.g_01617
OG0000591	Syal.g_02707	Prbl.g_01624
OG0000592	Syal.g_02706	Prbl.g_01625
OG0000593	Syal.g_02640	Prbl.g_01635
OG0000594	Syal.g_02639	Prbl.g_01636
OG0000595	Syal.g_02638	Prbl.g_01637
OG0000596	Syal.g_02633	Prbl.g_01642
OG0000597	Syal.g_02630	Prbl.g_01645
OG0000598	Syal.g_02629	Prbl.g_01646
OG0000599	Syal.g_02622	Prbl.g_01656
OG0000600	Syal.g_02621	Prbl.g_01657
OG0000601	Syal.g_02620	Prbl.g_01658
OG0000602	Syal.g_02615	Prbl.g_01662
OG0000603	Syal.g_02614	Prbl.g_01663
OG0000604	Syal.g_02612	Prbl.g_01664
OG0000605	Syal.g_02516	Prbl.g_01043
OG0000606	Syal.g_02174	Prbl.g_01032
OG0000607	Syal.g_02177	Prbl.g_01412
OG0000608	Syal.g_02178	Prbl.g_01411
OG0000609	Syal.g_02180	Prbl.g_01409
OG0000610	Syal.g_02198	Prbl.g_01401
OG0000611	Syal.g_02201	Prbl.g_01398
OG0000612	Syal.g_02202	Prbl.g_01397
OG0000613	Syal.g_01325	Prbl.g_00891
OG0000614	Syal.g_01794	Prbl.g_01872
OG0000615	Syal.g_02256	Prbl.g_02373
OG0000616	Syal.g_00079	Prbl.g_02137
OG0000617	Syal.g_01866	Prbl.g_02561
OG0000618	Syal.g_01867	Prbl.g_02560
OG0000619	Syal.g_02417	Prbl.g_02559
OG0000620	Syal.g_02422	Prbl.g_02555
OG0000621	Syal.g_02423	Prbl.g_02554
OG0000622	Syal.g_02424	Prbl.g_02553
OG0000623	Syal.g_02425	Prbl.g_02552
OG0000624	Syal.g_02427	Prbl.g_02551
OG0000625	Syal.g_02428	Prbl.g_02550
OG0000626	Syal.g_02429	Prbl.g_02549
OG0000627	Syal.g_02048	Prbl.g_02426
OG0000628	Syal.g_02047	Prbl.g_02427
OG0000629	Syal.g_02044	Prbl.g_02430
OG0000630	Syal.g_02040	Prbl.g_02434
OG0000631	Syal.g_02031	Prbl.g_02440
OG0000632	Syal.g_02030	Prbl.g_02441
OG0000633	Syal.g_02029	Prbl.g_02442
OG0000634	Syal.g_02410	Prbl.g_02339
OG0000635	Syal.g_02411	Prbl.g_02338
OG0000636	Syal.g_02413	Prbl.g_02336
OG0000637	Syal.g_02415	Prbl.g_02334
OG0000638	Syal.g_02416	Prbl.g_02333
OG0000639	Syal.g_01868	Prbl.g_02332
OG0000640	Syal.g_01869	Prbl.g_02331
OG0000641	Syal.g_01873	Prbl.g_02327
OG0000642	Syal.g_01874	Prbl.g_02326
OG0000643	Syal.g_01875	Prbl.g_02325
OG0000644	Syal.g_01876	Prbl.g_02324
OG0000645	Syal.g_01878	Prbl.g_02323
OG0000646	Syal.g_01881	Prbl.g_02320
OG0000647	Syal.g_01883	Prbl.g_02317
OG0000648	Syal.g_02438	Prbl.g_02315
OG0000649	Syal.g_02439	Prbl.g_02314
OG0000650	Syal.g_02440	Prbl.g_02313
OG0000651	Syal.g_02441	Prbl.g_02312
OG0000652	Syal.g_02442	Prbl.g_02311
OG0000653	Syal.g_02444	Prbl.g_02309
OG0000654	Syal.g_02445	Prbl.g_02308
OG0000655	Syal.g_02446	Prbl.g_02307
OG0000656	Syal.g_02449	Prbl.g_02304
OG0000657	Syal.g_02460	Prbl.g_01540
OG0000658	Syal.g_02465	Prbl.g_01542
OG0000659	Syal.g_02466	Prbl.g_01543
OG0000660	Syal.g_02470	Prbl.g_01547
OG0000661	Syal.g_02472	Prbl.g_01549
OG0000662	Syal.g_02474	Prbl.g_01551
OG0000663	Syal.g_02477	Prbl.g_01554
OG0000664	Syal.g_02478	Prbl.g_01555
OG0000665	Syal.g_02593	Prbl.g_01568
OG0000666	Syal.g_02605	Prbl.g_01571
OG0000667	Syal.g_02192	Prbl.g_01579
OG0000668	Syal.g_01920	Prbl.g_02530
OG0000669	Syal.g_02295	Prbl.g_01588
OG0000670	Syal.g_02956	Prbl.g_01078
OG0000671	Syal.g_02291	Prbl.g_02412
OG0000672	Syal.g_02288	Prbl.g_02409
OG0000673	Syal.g_02285	Prbl.g_02406
OG0000674	Syal.g_02283	Prbl.g_02404
OG0000675	Syal.g_02282	Prbl.g_02403
OG0000676	Syal.g_02272	Prbl.g_02395
OG0000677	Syal.g_02271	Prbl.g_02393
OG0000678	Syal.g_02264	Prbl.g_02388
OG0000679	Syal.g_02252	Prbl.g_02368
OG0000680	Syal.g_02251	Prbl.g_02367
OG0000681	Syal.g_02248	Prbl.g_02365
OG0000682	Syal.g_02247	Prbl.g_02364
OG0000683	Syal.g_02246	Prbl.g_02363
OG0000684	Syal.g_02242	Prbl.g_02350
OG0000685	Syal.g_02240	Prbl.g_02352
OG0000686	Syal.g_02239	Prbl.g_02353
OG0000687	Syal.g_02237	Prbl.g_02354
OG0000688	Syal.g_02225	Prbl.g_02348
OG0000689	Syal.g_02223	Prbl.g_02347
OG0000690	Syal.g_02222	Prbl.g_02346
OG0000691	Syal.g_02221	Prbl.g_02345
OG0000692	Syal.g_02220	Prbl.g_02344
OG0000693	Syal.g_02218	Prbl.g_02343
OG0000694	Syal.g_02217	Prbl.g_02342
OG0000695	Syal.g_02027	Prbl.g_02444
OG0000696	Syal.g_02026	Prbl.g_02445
OG0000697	Syal.g_02025	Prbl.g_02447
OG0000698	Syal.g_02022	Prbl.g_02450
OG0000699	Syal.g_02021	Prbl.g_02452
OG0000700	Syal.g_02020	Prbl.g_02453
OG0000701	Syal.g_02019	Prbl.g_02454
OG0000702	Syal.g_02011	Prbl.g_02462
OG0000703	Syal.g_02010	Prbl.g_02463
OG0000704	Syal.g_02008	Prbl.g_02465
OG0000705	Syal.g_01999	Prbl.g_02471
OG0000706	Syal.g_01998	Prbl.g_02472
OG0000707	Syal.g_01997	Prbl.g_02473
OG0000708	Syal.g_01994	Prbl.g_02475
OG0000709	Syal.g_01986	Prbl.g_02482
OG0000710	Syal.g_01982	Prbl.g_02486
OG0000711	Syal.g_01954	Prbl.g_02508
OG0000712	Syal.g_01952	Prbl.g_02509
OG0000713	Syal.g_01951	Prbl.g_02510
OG0000714	Syal.g_01948	Prbl.g_02514
OG0000715	Syal.g_01934	Prbl.g_02516
OG0000716	Syal.g_01930	Prbl.g_02520
OG0000717	Syal.g_01929	Prbl.g_02521
OG0000718	Syal.g_01925	Prbl.g_02526
OG0000719	Syal.g_01922	Prbl.g_02528
OG0000720	Syal.g_01908	Prbl.g_02541
OG0000721	Syal.g_01906	Prbl.g_02542
OG0000722	Syal.g_01905	Prbl.g_02543
OG0000723	Syal.g_02433	Prbl.g_02547
OG0000724	Syal.g_01829	Prbl.g_00932
OG0000725	Syal.g_01820	Prbl.g_00925
OG0000726	Syal.g_01819	Prbl.g_00924
OG0000727	Syal.g_01818	Prbl.g_00923
OG0000728	Syal.g_01816	Prbl.g_00922
OG0000729	Syal.g_01510	Prbl.g_02062
OG0000730	Syal.g_00345	Prbl.g_01199
OG0000731	Syal.g_00356	Prbl.g_01208
OG0000732	Syal.g_00149	Prbl.g_01993
OG0000733	Syal.g_01105	Prbl.g_02197
OG0000734	Syal.g_00828	Prbl.g_00545
OG0000735	Syal.g_01627	Prbl.g_02066
OG0000736	Syal.g_01628	Prbl.g_02067
OG0000737	Syal.g_01629	Prbl.g_02068
OG0000738	Syal.g_01634	Prbl.g_02075
OG0000739	Syal.g_01645	Prbl.g_02077
OG0000740	Syal.g_01646	Prbl.g_02078
OG0000741	Syal.g_01649	Prbl.g_02081
OG0000742	Syal.g_01652	Prbl.g_02083
OG0000743	Syal.g_01654	Prbl.g_02085
OG0000744	Syal.g_01655	Prbl.g_02086
OG0000745	Syal.g_01657	Prbl.g_02088
OG0000746	Syal.g_01659	Prbl.g_02090
OG0000747	Syal.g_01660	Prbl.g_02091
OG0000748	Syal.g_01674	Prbl.g_02103
OG0000749	Syal.g_01675	Prbl.g_02104
OG0000750	Syal.g_01676	Prbl.g_02105
OG0000751	Syal.g_01688	Prbl.g_00179
OG0000752	Syal.g_01690	Prbl.g_00181
OG0000753	Syal.g_01693	Prbl.g_00184
OG0000754	Syal.g_01698	Prbl.g_01379
OG0000755	Syal.g_01707	Prbl.g_01120
OG0000756	Syal.g_01708	Prbl.g_01119
OG0000757	Syal.g_01715	Prbl.g_01112
OG0000758	Syal.g_01716	Prbl.g_01111
OG0000759	Syal.g_01717	Prbl.g_01110
OG0000760	Syal.g_01718	Prbl.g_01109
OG0000761	Syal.g_01719	Prbl.g_01108
OG0000762	Syal.g_01721	Prbl.g_01377
OG0000763	Syal.g_01723	Prbl.g_01375
OG0000764	Syal.g_01724	Prbl.g_01374
OG0000765	Syal.g_01768	Prbl.g_02590
OG0000766	Syal.g_01767	Prbl.g_02591
OG0000767	Syal.g_01765	Prbl.g_02593
OG0000768	Syal.g_01764	Prbl.g_02594
OG0000769	Syal.g_01762	Prbl.g_00186
OG0000770	Syal.g_01758	Prbl.g_01103
OG0000771	Syal.g_01835	Prbl.g_00937
OG0000772	Syal.g_01641	Prbl.g_00461
OG0000773	Syal.g_01618	Prbl.g_00113
OG0000774	Syal.g_01610	Prbl.g_01713
OG0000775	Syal.g_01608	Prbl.g_01715
OG0000776	Syal.g_01607	Prbl.g_01716
OG0000777	Syal.g_01606	Prbl.g_01717
OG0000778	Syal.g_01605	Prbl.g_01718
OG0000779	Syal.g_01599	Prbl.g_01723
OG0000780	Syal.g_01594	Prbl.g_01726
OG0000781	Syal.g_01590	Prbl.g_01730
OG0000782	Syal.g_01589	Prbl.g_01731
OG0000783	Syal.g_01588	Prbl.g_01732
OG0000784	Syal.g_01587	Prbl.g_01733
OG0000785	Syal.g_01585	Prbl.g_01735
OG0000786	Syal.g_01579	Prbl.g_01738
OG0000787	Syal.g_01578	Prbl.g_01739
OG0000788	Syal.g_02619	Prbl.g_00658
OG0000789	Syal.g_02598	Prbl.g_01695
OG0000790	Syal.g_02883	Prbl.g_00498
OG0000791	Syal.g_02882	Prbl.g_00496
OG0000792	Syal.g_02881	Prbl.g_00495
OG0000793	Syal.g_02876	Prbl.g_00491
OG0000794	Syal.g_02875	Prbl.g_00490
OG0000795	Syal.g_02874	Prbl.g_00489
OG0000796	Syal.g_02870	Prbl.g_00485
OG0000797	Syal.g_02869	Prbl.g_00484
OG0000798	Syal.g_01260	Prbl.g_01456
OG0000799	Syal.g_01547	Prbl.g_00152
OG0000800	Syal.g_01542	Prbl.g_00153
OG0000801	Syal.g_01541	Prbl.g_00154
OG0000802	Syal.g_01536	Prbl.g_00161
OG0000803	Syal.g_00040	Prbl.g_00257
OG0000804	Syal.g_00036	Prbl.g_00255
OG0000805	Syal.g_00030	Prbl.g_00253
OG0000806	Syal.g_00028	Prbl.g_00251
OG0000807	Syal.g_00026	Prbl.g_00249
OG0000808	Syal.g_00025	Prbl.g_00248
OG0000809	Syal.g_00022	Prbl.g_00244
OG0000810	Syal.g_00021	Prbl.g_00243
OG0000811	Syal.g_00380	Prbl.g_00231
OG0000812	Syal.g_00382	Prbl.g_00229
OG0000813	Syal.g_00383	Prbl.g_00228
OG0000814	Syal.g_00385	Prbl.g_00226
OG0000815	Syal.g_00391	Prbl.g_00225
OG0000816	Syal.g_00393	Prbl.g_00223
OG0000817	Syal.g_00394	Prbl.g_00222
OG0000818	Syal.g_00401	Prbl.g_00684
OG0000819	Syal.g_00402	Prbl.g_00685
OG0000820	Syal.g_00403	Prbl.g_00686
OG0000821	Syal.g_00409	Prbl.g_00693
OG0000822	Syal.g_00411	Prbl.g_00695
OG0000823	Syal.g_00412	Prbl.g_00696
OG0000824	Syal.g_00417	Prbl.g_00700
OG0000825	Syal.g_00418	Prbl.g_00701
OG0000826	Syal.g_00419	Prbl.g_00702
OG0000827	Syal.g_00420	Prbl.g_00703
OG0000828	Syal.g_00423	Prbl.g_00706
OG0000829	Syal.g_00424	Prbl.g_00707
OG0000830	Syal.g_00425	Prbl.g_00708
OG0000831	Syal.g_00427	Prbl.g_00710
OG0000832	Syal.g_02967	Prbl.g_00456
OG0000833	Syal.g_02976	Prbl.g_00448
OG0000834	Syal.g_02979	Prbl.g_00447
OG0000835	Syal.g_02980	Prbl.g_00446
OG0000836	Syal.g_02983	Prbl.g_00444
OG0000837	Syal.g_02984	Prbl.g_00443
OG0000838	Syal.g_02988	Prbl.g_00440
OG0000839	Syal.g_02989	Prbl.g_00439
OG0000840	Syal.g_02990	Prbl.g_00438
OG0000841	Syal.g_02991	Prbl.g_00437
OG0000842	Syal.g_02992	Prbl.g_00436
OG0000843	Syal.g_02993	Prbl.g_00435
OG0000844	Syal.g_02995	Prbl.g_00433
OG0000845	Syal.g_02996	Prbl.g_00432
OG0000846	Syal.g_02997	Prbl.g_00431
OG0000847	Syal.g_02998	Prbl.g_00430
OG0000848	Syal.g_03000	Prbl.g_00429
OG0000849	Syal.g_03001	Prbl.g_00428
OG0000850	Syal.g_03008	Prbl.g_00427
OG0000851	Syal.g_00561	Prbl.g_00423
OG0000852	Syal.g_00562	Prbl.g_00422
OG0000853	Syal.g_00566	Prbl.g_00418
OG0000854	Syal.g_00568	Prbl.g_00416
OG0000855	Syal.g_00569	Prbl.g_00415
OG0000856	Syal.g_02704	Prbl.g_01627
OG0000857	Syal.g_01882	Prbl.g_02318
OG0000858	Syal.g_00576	Prbl.g_00404
OG0000859	Syal.g_00577	Prbl.g_00403
OG0000860	Syal.g_00589	Prbl.g_00392
OG0000861	Syal.g_00590	Prbl.g_00391
OG0000862	Syal.g_00591	Prbl.g_00389
OG0000863	Syal.g_00594	Prbl.g_00385
OG0000864	Syal.g_00595	Prbl.g_00383
OG0000865	Syal.g_00596	Prbl.g_00382
OG0000866	Syal.g_00597	Prbl.g_00381
OG0000867	Syal.g_00598	Prbl.g_00380
OG0000868	Syal.g_00604	Prbl.g_00378
OG0000869	Syal.g_00609	Prbl.g_00375
OG0000870	Syal.g_00614	Prbl.g_00370
OG0000871	Syal.g_00615	Prbl.g_00369
OG0000872	Syal.g_00621	Prbl.g_00367
OG0000873	Syal.g_00624	Prbl.g_00364
OG0000874	Syal.g_00627	Prbl.g_00360
OG0000875	Syal.g_00629	Prbl.g_00359
OG0000876	Syal.g_00631	Prbl.g_00358
OG0000877	Syal.g_00633	Prbl.g_00355
OG0000878	Syal.g_00634	Prbl.g_00354
OG0000879	Syal.g_00635	Prbl.g_00353
OG0000880	Syal.g_00636	Prbl.g_00352
OG0000881	Syal.g_00641	Prbl.g_00347
OG0000882	Syal.g_00646	Prbl.g_00342
OG0000883	Syal.g_00648	Prbl.g_00340
OG0000884	Syal.g_00650	Prbl.g_00338
OG0000885	Syal.g_00651	Prbl.g_00337
OG0000886	Syal.g_00652	Prbl.g_00336
OG0000887	Syal.g_00653	Prbl.g_00335
OG0000888	Syal.g_00655	Prbl.g_00333
OG0000889	Syal.g_00657	Prbl.g_00331
OG0000890	Syal.g_00663	Prbl.g_00317
OG0000891	Syal.g_00664	Prbl.g_00316
OG0000892	Syal.g_00668	Prbl.g_02620
OG0000893	Syal.g_00193	Prbl.g_02680
OG0000894	Syal.g_00196	Prbl.g_02684
OG0000895	Syal.g_00200	Prbl.g_01061
OG0000896	Syal.g_00201	Prbl.g_01060
OG0000897	Syal.g_00203	Prbl.g_01058
OG0000898	Syal.g_00204	Prbl.g_01057
OG0000899	Syal.g_00205	Prbl.g_01056
OG0000900	Syal.g_00206	Prbl.g_01055
OG0000901	Syal.g_00211	Prbl.g_01051
OG0000902	Syal.g_00213	Prbl.g_01049
OG0000903	Syal.g_00227	Prbl.g_00954
OG0000904	Syal.g_00222	Prbl.g_00949
OG0000905	Syal.g_00217	Prbl.g_00947
OG0000906	Syal.g_00215	Prbl.g_01045
OG0000907	Syal.g_00229	Prbl.g_00956
OG0000908	Syal.g_00232	Prbl.g_00959
OG0000909	Syal.g_00233	Prbl.g_00960
OG0000910	Syal.g_00234	Prbl.g_00961
OG0000911	Syal.g_00237	Prbl.g_00963
OG0000912	Syal.g_00238	Prbl.g_00964
OG0000913	Syal.g_00239	Prbl.g_00965
OG0000914	Syal.g_00240	Prbl.g_00966
OG0000915	Syal.g_00241	Prbl.g_00967
OG0000916	Syal.g_00242	Prbl.g_00968
OG0000917	Syal.g_00243	Prbl.g_00969
OG0000918	Syal.g_00244	Prbl.g_00970
OG0000919	Syal.g_00245	Prbl.g_00971
OG0000920	Syal.g_00246	Prbl.g_00972
OG0000921	Syal.g_00247	Prbl.g_00973
OG0000922	Syal.g_00248	Prbl.g_00974
OG0000923	Syal.g_00252	Prbl.g_00978
OG0000924	Syal.g_00253	Prbl.g_00979
OG0000925	Syal.g_00254	Prbl.g_00980
OG0000926	Syal.g_00255	Prbl.g_00981
OG0000927	Syal.g_00257	Prbl.g_00983
OG0000928	Syal.g_00258	Prbl.g_00984
OG0000929	Syal.g_00259	Prbl.g_00985
OG0000930	Syal.g_00260	Prbl.g_00986
OG0000931	Syal.g_00261	Prbl.g_00987
OG0000932	Syal.g_00262	Prbl.g_00988
OG0000933	Syal.g_00268	Prbl.g_00993
OG0000934	Syal.g_00270	Prbl.g_00995
OG0000935	Syal.g_00271	Prbl.g_00996
OG0000936	Syal.g_00272	Prbl.g_00997
OG0000937	Syal.g_00273	Prbl.g_00998
OG0000938	Syal.g_00276	Prbl.g_01127
OG0000939	Syal.g_00277	Prbl.g_01128
OG0000940	Syal.g_00285	Prbl.g_01137
OG0000941	Syal.g_00287	Prbl.g_01139
OG0000942	Syal.g_00289	Prbl.g_01141
OG0000943	Syal.g_00290	Prbl.g_01142
OG0000944	Syal.g_00292	Prbl.g_01144
OG0000945	Syal.g_00294	Prbl.g_01146
OG0000946	Syal.g_00301	Prbl.g_01174
OG0000947	Syal.g_00304	Prbl.g_01177
OG0000948	Syal.g_00305	Prbl.g_01178
OG0000949	Syal.g_01341	Prbl.g_01181
OG0000950	Syal.g_01348	Prbl.g_00856
OG0000951	Syal.g_01353	Prbl.g_00851
OG0000952	Syal.g_01363	Prbl.g_00844
OG0000953	Syal.g_01435	Prbl.g_00840
OG0000954	Syal.g_01443	Prbl.g_01306
OG0000955	Syal.g_01444	Prbl.g_01305
OG0000956	Syal.g_01446	Prbl.g_01303
OG0000957	Syal.g_01457	Prbl.g_01287
OG0000958	Syal.g_01458	Prbl.g_01286
OG0000959	Syal.g_01482	Prbl.g_02638
OG0000960	Syal.g_01483	Prbl.g_02637
OG0000961	Syal.g_01507	Prbl.g_01235
OG0000962	Syal.g_01509	Prbl.g_02063
OG0000963	Syal.g_01514	Prbl.g_02058
OG0000964	Syal.g_01515	Prbl.g_02057
OG0000965	Syal.g_01516	Prbl.g_02056
OG0000966	Syal.g_00176	Prbl.g_02023
OG0000967	Syal.g_00171	Prbl.g_02017
OG0000968	Syal.g_00169	Prbl.g_02014
OG0000969	Syal.g_00167	Prbl.g_02012
OG0000970	Syal.g_00166	Prbl.g_02011
OG0000971	Syal.g_00164	Prbl.g_02009
OG0000972	Syal.g_00163	Prbl.g_02008
OG0000973	Syal.g_00162	Prbl.g_02007
OG0000974	Syal.g_00161	Prbl.g_02006
OG0000975	Syal.g_00160	Prbl.g_02005
OG0000976	Syal.g_00159	Prbl.g_02004
OG0000977	Syal.g_00157	Prbl.g_02002
OG0000978	Syal.g_00156	Prbl.g_02001
OG0000979	Syal.g_00153	Prbl.g_01998
OG0000980	Syal.g_00150	Prbl.g_01994
OG0000981	Syal.g_00147	Prbl.g_01991
OG0000982	Syal.g_01068	Prbl.g_02238
OG0000983	Syal.g_01069	Prbl.g_02237
OG0000984	Syal.g_01070	Prbl.g_02236
OG0000985	Syal.g_01074	Prbl.g_02232
OG0000986	Syal.g_01076	Prbl.g_02230
OG0000987	Syal.g_01080	Prbl.g_02228
OG0000988	Syal.g_01086	Prbl.g_02224
OG0000989	Syal.g_01098	Prbl.g_02214
OG0000990	Syal.g_01118	Prbl.g_02192
OG0000991	Syal.g_01120	Prbl.g_02189
OG0000992	Syal.g_01122	Prbl.g_02186
OG0000993	Syal.g_01123	Prbl.g_02185
OG0000994	Syal.g_01127	Prbl.g_02182
OG0000995	Syal.g_01132	Prbl.g_02173
OG0000996	Syal.g_01162	Prbl.g_02160
OG0000997	Syal.g_01171	Prbl.g_02151
OG0000998	Syal.g_01173	Prbl.g_02149
OG0000999	Syal.g_01174	Prbl.g_02148
OG0001000	Syal.g_01177	Prbl.g_02145
OG0001001	Syal.g_01182	Prbl.g_02141
OG0001002	Syal.g_00082	Prbl.g_02134
OG0001003	Syal.g_00084	Prbl.g_02132
OG0001004	Syal.g_00085	Prbl.g_02131
OG0001005	Syal.g_00087	Prbl.g_02129
OG0001006	Syal.g_00094	Prbl.g_02123
OG0001007	Syal.g_00096	Prbl.g_02121
OG0001008	Syal.g_00524	Prbl.g_00651
OG0001009	Syal.g_00129	Prbl.g_01972
OG0001010	Syal.g_00130	Prbl.g_01973
OG0001011	Syal.g_00131	Prbl.g_01975
OG0001012	Syal.g_01064	Prbl.g_02241
OG0001013	Syal.g_01026	Prbl.g_02266
OG0001014	Syal.g_01022	Prbl.g_02275
OG0001015	Syal.g_01021	Prbl.g_02276
OG0001016	Syal.g_00756	Prbl.g_00603
OG0001017	Syal.g_00762	Prbl.g_00597
OG0001018	Syal.g_00764	Prbl.g_00595
OG0001019	Syal.g_00785	Prbl.g_00582
OG0001020	Syal.g_00796	Prbl.g_00576
OG0001021	Syal.g_00800	Prbl.g_00572
OG0001022	Syal.g_00805	Prbl.g_00567
OG0001023	Syal.g_00806	Prbl.g_00566
OG0001024	Syal.g_00810	Prbl.g_00562
OG0001025	Syal.g_00817	Prbl.g_00555
OG0001026	Syal.g_00830	Prbl.g_00542
OG0001027	Syal.g_00834	Prbl.g_01332
OG0001028	Syal.g_00836	Prbl.g_01330
OG0001029	Syal.g_00838	Prbl.g_01328
OG0001030	Syal.g_00860	Prbl.g_00822
OG0001031	Syal.g_00936	Prbl.g_00074
OG0001032	Syal.g_00938	Prbl.g_00077
OG0001033	Syal.g_00972	Prbl.g_01281
OG0001034	Syal.g_00684	Prbl.g_00199
OG0001035	Syal.g_01226	Prbl.g_01498
OG0001036	Syal.g_01231	Prbl.g_01494
OG0001037	Syal.g_01233	Prbl.g_01492
OG0001038	Syal.g_01261	Prbl.g_01455
OG0001039	Syal.g_01264	Prbl.g_01452
OG0001040	Syal.g_01267	Prbl.g_01449
OG0001041	Syal.g_01272	Prbl.g_01444
OG0001042	Syal.g_01300	Prbl.g_01419
OG0001043	Syal.g_01304	Prbl.g_01417
OG0001044	Syal.g_00346	Prbl.g_01200
OG0001045	Syal.g_00359	Prbl.g_01211
OG0001046	Syal.g_01967	Prbl.g_00410
OG0001047	Syal.g_00522	Prbl.g_00649
OG0001048	Syal.g_00521	Prbl.g_00648
OG0001049	Syal.g_00518	Prbl.g_00645
OG0001050	Syal.g_00517	Prbl.g_00644
OG0001051	Syal.g_00516	Prbl.g_00643
OG0001052	Syal.g_00467	Prbl.g_01344
OG0001053	Syal.g_02900	Prbl.g_00514
OG0001054	Syal.g_02919	Prbl.g_00532
OG0001055	Syal.g_02940	Prbl.g_00790
OG0001056	Syal.g_02833	Prbl.g_00761
OG0001057	Syal.g_01574	Prbl.g_00749
OG0001058	Syal.g_02812	Prbl.g_01883
OG0001059	Syal.g_02808	Prbl.g_01887
OG0001060	Syal.g_02801	Prbl.g_01894
OG0001061	Syal.g_02783	Prbl.g_01796
OG0001062	Syal.g_02781	Prbl.g_01794
OG0001063	Syal.g_02776	Prbl.g_01790
OG0001064	Syal.g_02775	Prbl.g_01789
OG0001065	Syal.g_02774	Prbl.g_01788
OG0001066	Syal.g_02773	Prbl.g_01787
OG0001067	Syal.g_02772	Prbl.g_01786
OG0001068	Syal.g_02771	Prbl.g_01785
OG0001069	Syal.g_02770	Prbl.g_01784
OG0001070	Syal.g_02766	Prbl.g_01780
OG0001071	Syal.g_02765	Prbl.g_01779
OG0001072	Syal.g_02761	Prbl.g_01776
OG0001073	Syal.g_02746	Prbl.g_01757
OG0001074	Syal.g_02575	Prbl.g_01610
OG0001075	Syal.g_02726	Prbl.g_01611
OG0001076	Syal.g_02712	Prbl.g_01619
OG0001077	Syal.g_02702	Prbl.g_01629
OG0001078	Syal.g_02635	Prbl.g_01640
OG0001079	Syal.g_02618	Prbl.g_01659
OG0001080	Syal.g_02514	Prbl.g_01041
OG0001081	Syal.g_02175	Prbl.g_01031
OG0001082	Syal.g_02176	Prbl.g_01030
OG0001083	Syal.g_02184	Prbl.g_01405
OG0001084	Syal.g_02187	Prbl.g_01404
OG0001085	Syal.g_02206	Prbl.g_01394
OG0001086	Syal.g_02208	Prbl.g_01392
OG0001087	Syal.g_01782	Prbl.g_01853
OG0001088	Syal.g_01785	Prbl.g_01857
OG0001089	Syal.g_01811	Prbl.g_00024
OG0001090	Syal.g_01859	Prbl.g_02565
OG0001091	Syal.g_01862	Prbl.g_02563
OG0001092	Syal.g_01864	Prbl.g_02562
OG0001093	Syal.g_02419	Prbl.g_02558
OG0001094	Syal.g_02216	Prbl.g_02341
OG0001095	Syal.g_01879	Prbl.g_02322
OG0001096	Syal.g_02447	Prbl.g_02306
OG0001097	Syal.g_02473	Prbl.g_01550
OG0001098	Syal.g_02083	Prbl.g_02423
OG0001099	Syal.g_00837	Prbl.g_01329
OG0001100	Syal.g_02293	Prbl.g_02414
OG0001101	Syal.g_02292	Prbl.g_02413
OG0001102	Syal.g_02289	Prbl.g_02410
OG0001103	Syal.g_02287	Prbl.g_02408
OG0001104	Syal.g_02241	Prbl.g_02351
OG0001105	Syal.g_02236	Prbl.g_02356
OG0001106	Syal.g_02007	Prbl.g_02466
OG0001107	Syal.g_01993	Prbl.g_02476
OG0001108	Syal.g_01985	Prbl.g_02483
OG0001109	Syal.g_01983	Prbl.g_02485
OG0001110	Syal.g_01981	Prbl.g_02487
OG0001111	Syal.g_01979	Prbl.g_02489
OG0001112	Syal.g_01977	Prbl.g_02491
OG0001113	Syal.g_02244	Prbl.g_02492
OG0001114	Syal.g_01976	Prbl.g_02493
OG0001115	Syal.g_01972	Prbl.g_02495
OG0001116	Syal.g_01970	Prbl.g_02496
OG0001117	Syal.g_01969	Prbl.g_02497
OG0001118	Syal.g_01968	Prbl.g_02498
OG0001119	Syal.g_01966	Prbl.g_02499
OG0001120	Syal.g_01962	Prbl.g_02501
