Orthogroup	Syal	Syac
OG0000578	Syal.g_02749	Syac.g_01746
OG0000579	Syal.g_02748	Syac.g_01745
OG0000580	Syal.g_02747	Syac.g_01744
OG0000581	Syal.g_02741	Syac.g_01738
OG0000582	Syal.g_02736	Syac.g_00936
OG0000583	Syal.g_02735	Syac.g_00937
OG0000584	Syal.g_02734	Syac.g_00938
OG0000585	Syal.g_02731	Syac.g_00940
OG0000586	Syal.g_02730	Syac.g_00941
OG0000587	Syal.g_02728	Syac.g_00943
OG0000588	Syal.g_02717	Syac.g_00949
OG0000589	Syal.g_02714	Syac.g_00953
OG0000590	Syal.g_02713	Syac.g_00954
OG0000591	Syal.g_02707	Syac.g_00961
OG0000592	Syal.g_02706	Syac.g_00962
OG0000593	Syal.g_02640	Syac.g_00975
OG0000594	Syal.g_02639	Syac.g_00976
OG0000595	Syal.g_02638	Syac.g_00977
OG0000596	Syal.g_02633	Syac.g_00982
OG0000597	Syal.g_02630	Syac.g_00985
OG0000598	Syal.g_02629	Syac.g_00986
OG0000599	Syal.g_02622	Syac.g_00989
OG0000600	Syal.g_02621	Syac.g_00990
OG0000601	Syal.g_02620	Syac.g_00991
OG0000602	Syal.g_02615	Syac.g_00996
OG0000603	Syal.g_02614	Syac.g_00997
OG0000604	Syal.g_02612	Syac.g_01001
OG0000605	Syal.g_02516	Syac.g_01089
OG0000606	Syal.g_02174	Syac.g_01434
OG0000607	Syal.g_02177	Syac.g_01430
OG0000608	Syal.g_02178	Syac.g_01429
OG0000609	Syal.g_02180	Syac.g_01427
OG0000610	Syal.g_02198	Syac.g_01419
OG0000611	Syal.g_02201	Syac.g_01416
OG0000612	Syal.g_02202	Syac.g_01415
OG0000613	Syal.g_01325	Syac.g_00231
OG0000614	Syal.g_01794	Syac.g_00911
OG0000615	Syal.g_02256	Syac.g_01377
OG0000616	Syal.g_00079	Syac.g_02478
OG0000617	Syal.g_01866	Syac.g_01280
OG0000618	Syal.g_01867	Syac.g_01279
OG0000619	Syal.g_02417	Syac.g_01278
OG0000620	Syal.g_02422	Syac.g_01270
OG0000621	Syal.g_02423	Syac.g_01269
OG0000622	Syal.g_02424	Syac.g_01268
OG0000623	Syal.g_02425	Syac.g_01267
OG0000624	Syal.g_02427	Syac.g_01265
OG0000625	Syal.g_02428	Syac.g_01264
OG0000626	Syal.g_02429	Syac.g_01263
OG0000627	Syal.g_02048	Syac.g_01126
OG0000628	Syal.g_02047	Syac.g_01127
OG0000629	Syal.g_02044	Syac.g_01130
OG0000630	Syal.g_02040	Syac.g_01134
OG0000631	Syal.g_02031	Syac.g_01139
OG0000632	Syal.g_02030	Syac.g_01140
OG0000633	Syal.g_02029	Syac.g_01141
OG0000634	Syal.g_02410	Syac.g_01345
OG0000635	Syal.g_02411	Syac.g_01344
OG0000636	Syal.g_02413	Syac.g_01342
OG0000637	Syal.g_02415	Syac.g_01340
OG0000638	Syal.g_02416	Syac.g_01339
OG0000639	Syal.g_01868	Syac.g_01338
OG0000640	Syal.g_01869	Syac.g_01337
OG0000641	Syal.g_01873	Syac.g_01333
OG0000642	Syal.g_01874	Syac.g_01332
OG0000643	Syal.g_01875	Syac.g_01330
OG0000644	Syal.g_01876	Syac.g_01329
OG0000645	Syal.g_01878	Syac.g_01327
OG0000646	Syal.g_01881	Syac.g_01324
OG0000647	Syal.g_01883	Syac.g_01322
OG0000648	Syal.g_02438	Syac.g_01319
OG0000649	Syal.g_02439	Syac.g_01318
OG0000650	Syal.g_02440	Syac.g_01317
OG0000651	Syal.g_02441	Syac.g_01316
OG0000652	Syal.g_02442	Syac.g_01315
OG0000653	Syal.g_02444	Syac.g_01313
OG0000654	Syal.g_02445	Syac.g_01312
OG0000655	Syal.g_02446	Syac.g_01311
OG0000656	Syal.g_02449	Syac.g_01308
OG0000657	Syal.g_02460	Syac.g_00846
OG0000658	Syal.g_02465	Syac.g_00842
OG0000659	Syal.g_02466	Syac.g_00841
OG0000660	Syal.g_02470	Syac.g_00837
OG0000661	Syal.g_02472	Syac.g_00835
OG0000662	Syal.g_02474	Syac.g_00833
OG0000663	Syal.g_02477	Syac.g_00830
OG0000664	Syal.g_02478	Syac.g_00829
OG0000665	Syal.g_02593	Syac.g_01018
OG0000666	Syal.g_02605	Syac.g_01088
OG0000667	Syal.g_02192	Syac.g_02165
OG0000668	Syal.g_01920	Syac.g_01239
OG0000669	Syal.g_02295	Syac.g_01404
OG0000670	Syal.g_02956	Syac.g_00580
OG0000671	Syal.g_02291	Syac.g_01400
OG0000672	Syal.g_02288	Syac.g_01396
OG0000673	Syal.g_02285	Syac.g_01393
OG0000674	Syal.g_02283	Syac.g_01391
OG0000675	Syal.g_02282	Syac.g_01390
OG0000676	Syal.g_02272	Syac.g_01388
OG0000677	Syal.g_02271	Syac.g_01387
OG0000678	Syal.g_02264	Syac.g_01384
OG0000679	Syal.g_02252	Syac.g_01375
OG0000680	Syal.g_02251	Syac.g_01374
OG0000681	Syal.g_02248	Syac.g_01371
OG0000682	Syal.g_02247	Syac.g_01370
OG0000683	Syal.g_02246	Syac.g_01369
OG0000684	Syal.g_02242	Syac.g_01365
OG0000685	Syal.g_02240	Syac.g_01363
OG0000686	Syal.g_02239	Syac.g_01362
OG0000687	Syal.g_02237	Syac.g_01361
OG0000688	Syal.g_02225	Syac.g_01356
OG0000689	Syal.g_02223	Syac.g_01354
OG0000690	Syal.g_02222	Syac.g_01353
OG0000691	Syal.g_02221	Syac.g_01352
OG0000692	Syal.g_02220	Syac.g_01351
OG0000693	Syal.g_02218	Syac.g_01349
OG0000694	Syal.g_02217	Syac.g_01348
OG0000695	Syal.g_02027	Syac.g_01143
OG0000696	Syal.g_02026	Syac.g_01144
OG0000697	Syal.g_02025	Syac.g_01146
OG0000698	Syal.g_02022	Syac.g_01149
OG0000699	Syal.g_02021	Syac.g_01151
OG0000700	Syal.g_02020	Syac.g_01152
OG0000701	Syal.g_02019	Syac.g_01153
OG0000702	Syal.g_02011	Syac.g_01161
OG0000703	Syal.g_02010	Syac.g_01162
OG0000704	Syal.g_02008	Syac.g_01165
OG0000705	Syal.g_01999	Syac.g_01174
OG0000706	Syal.g_01998	Syac.g_01175
OG0000707	Syal.g_01997	Syac.g_01176
OG0000708	Syal.g_01994	Syac.g_01179
OG0000709	Syal.g_01986	Syac.g_01187
OG0000710	Syal.g_01982	Syac.g_01191
OG0000711	Syal.g_01954	Syac.g_01220
OG0000712	Syal.g_01952	Syac.g_01221
OG0000713	Syal.g_01951	Syac.g_01222
OG0000714	Syal.g_01948	Syac.g_01224
OG0000715	Syal.g_01934	Syac.g_01226
OG0000716	Syal.g_01930	Syac.g_01230
OG0000717	Syal.g_01929	Syac.g_01231
OG0000718	Syal.g_01925	Syac.g_01235
OG0000719	Syal.g_01922	Syac.g_01237
OG0000720	Syal.g_01908	Syac.g_01250
OG0000721	Syal.g_01906	Syac.g_01252
OG0000722	Syal.g_01905	Syac.g_01253
OG0000723	Syal.g_02433	Syac.g_01261
OG0000724	Syal.g_01829	Syac.g_00879
OG0000725	Syal.g_01820	Syac.g_00887
OG0000726	Syal.g_01819	Syac.g_00888
OG0000727	Syal.g_01818	Syac.g_00889
OG0000728	Syal.g_01816	Syac.g_00891
OG0000729	Syal.g_01510	Syac.g_00144
OG0000730	Syal.g_00345	Syac.g_02024
OG0000731	Syal.g_00356	Syac.g_02011
OG0000732	Syal.g_00149	Syac.g_00051
OG0000733	Syal.g_01105	Syac.g_02386
OG0000734	Syal.g_00828	Syac.g_00388
OG0000735	Syal.g_01627	Syac.g_00750
OG0000736	Syal.g_01628	Syac.g_00751
OG0000737	Syal.g_01629	Syac.g_00752
OG0000738	Syal.g_01634	Syac.g_00757
OG0000739	Syal.g_01645	Syac.g_00762
OG0000740	Syal.g_01646	Syac.g_00763
OG0000741	Syal.g_01649	Syac.g_00766
OG0000742	Syal.g_01652	Syac.g_00768
OG0000743	Syal.g_01654	Syac.g_00770
OG0000744	Syal.g_01655	Syac.g_00771
OG0000745	Syal.g_01657	Syac.g_00773
OG0000746	Syal.g_01659	Syac.g_00776
OG0000747	Syal.g_01660	Syac.g_00777
OG0000748	Syal.g_01674	Syac.g_00787
OG0000749	Syal.g_01675	Syac.g_00789
OG0000750	Syal.g_01676	Syac.g_00790
OG0000751	Syal.g_01688	Syac.g_00797
OG0000752	Syal.g_01690	Syac.g_00799
OG0000753	Syal.g_01693	Syac.g_00802
OG0000754	Syal.g_01698	Syac.g_01471
OG0000755	Syal.g_01707	Syac.g_01479
OG0000756	Syal.g_01708	Syac.g_01480
OG0000757	Syal.g_01715	Syac.g_01492
OG0000758	Syal.g_01716	Syac.g_01493
OG0000759	Syal.g_01717	Syac.g_01494
OG0000760	Syal.g_01718	Syac.g_01495
OG0000761	Syal.g_01719	Syac.g_01496
OG0000762	Syal.g_01721	Syac.g_01498
OG0000763	Syal.g_01723	Syac.g_01500
OG0000764	Syal.g_01724	Syac.g_01501
OG0000765	Syal.g_01768	Syac.g_01515
OG0000766	Syal.g_01767	Syac.g_01516
OG0000767	Syal.g_01765	Syac.g_01518
OG0000768	Syal.g_01764	Syac.g_01519
OG0000769	Syal.g_01762	Syac.g_01521
OG0000770	Syal.g_01758	Syac.g_01524
OG0000771	Syal.g_01835	Syac.g_00873
OG0000772	Syal.g_01641	Syac.g_01569
OG0000773	Syal.g_01618	Syac.g_00741
OG0000774	Syal.g_01610	Syac.g_00737
OG0000775	Syal.g_01608	Syac.g_00735
OG0000776	Syal.g_01607	Syac.g_00734
OG0000777	Syal.g_01606	Syac.g_00733
OG0000778	Syal.g_01605	Syac.g_00732
OG0000779	Syal.g_01599	Syac.g_00727
OG0000780	Syal.g_01594	Syac.g_00723
OG0000781	Syal.g_01590	Syac.g_00719
OG0000782	Syal.g_01589	Syac.g_00718
OG0000783	Syal.g_01588	Syac.g_00717
OG0000784	Syal.g_01587	Syac.g_00716
OG0000785	Syal.g_01585	Syac.g_00714
OG0000786	Syal.g_01579	Syac.g_01730
OG0000787	Syal.g_01578	Syac.g_01731
OG0000788	Syal.g_02619	Syac.g_00992
OG0000789	Syal.g_02598	Syac.g_01111
OG0000790	Syal.g_02883	Syac.g_01921
OG0000791	Syal.g_02882	Syac.g_01922
OG0000792	Syal.g_02881	Syac.g_01923
OG0000793	Syal.g_02876	Syac.g_01928
OG0000794	Syal.g_02875	Syac.g_01929
OG0000795	Syal.g_02874	Syac.g_01930
OG0000796	Syal.g_02870	Syac.g_01934
OG0000797	Syal.g_02869	Syac.g_01935
OG0000798	Syal.g_01260	Syac.g_02250
OG0000799	Syal.g_01547	Syac.g_01602
OG0000800	Syal.g_01542	Syac.g_01603
OG0000801	Syal.g_01541	Syac.g_01604
OG0000802	Syal.g_01536	Syac.g_01608
OG0000803	Syal.g_00040	Syac.g_01613
OG0000804	Syal.g_00036	Syac.g_01616
OG0000805	Syal.g_00030	Syac.g_01620
OG0000806	Syal.g_00028	Syac.g_01622
OG0000807	Syal.g_00026	Syac.g_01624
OG0000808	Syal.g_00025	Syac.g_01625
OG0000809	Syal.g_00022	Syac.g_01628
OG0000810	Syal.g_00021	Syac.g_01629
OG0000811	Syal.g_00380	Syac.g_01637
OG0000812	Syal.g_00382	Syac.g_01639
OG0000813	Syal.g_00383	Syac.g_01640
OG0000814	Syal.g_00385	Syac.g_01642
OG0000815	Syal.g_00391	Syac.g_01643
OG0000816	Syal.g_00393	Syac.g_01645
OG0000817	Syal.g_00394	Syac.g_01646
OG0000818	Syal.g_00401	Syac.g_01652
OG0000819	Syal.g_00402	Syac.g_01653
OG0000820	Syal.g_00403	Syac.g_01654
OG0000821	Syal.g_00409	Syac.g_01659
OG0000822	Syal.g_00411	Syac.g_01661
OG0000823	Syal.g_00412	Syac.g_01662
OG0000824	Syal.g_00417	Syac.g_01666
OG0000825	Syal.g_00418	Syac.g_01667
OG0000826	Syal.g_00419	Syac.g_01668
OG0000827	Syal.g_00420	Syac.g_01669
OG0000828	Syal.g_00423	Syac.g_01672
OG0000829	Syal.g_00424	Syac.g_01673
OG0000830	Syal.g_00425	Syac.g_01674
OG0000831	Syal.g_00427	Syac.g_01676
OG0000832	Syal.g_02967	Syac.g_00623
OG0000833	Syal.g_02976	Syac.g_00613
OG0000834	Syal.g_02979	Syac.g_00610
OG0000835	Syal.g_02980	Syac.g_00609
OG0000836	Syal.g_02983	Syac.g_00605
OG0000837	Syal.g_02984	Syac.g_00604
OG0000838	Syal.g_02988	Syac.g_00600
OG0000839	Syal.g_02989	Syac.g_00599
OG0000840	Syal.g_02990	Syac.g_00598
OG0000841	Syal.g_02991	Syac.g_00597
OG0000842	Syal.g_02992	Syac.g_00596
OG0000843	Syal.g_02993	Syac.g_00595
OG0000844	Syal.g_02995	Syac.g_00593
OG0000845	Syal.g_02996	Syac.g_00592
OG0000846	Syal.g_02997	Syac.g_00591
OG0000847	Syal.g_02998	Syac.g_00590
OG0000848	Syal.g_03000	Syac.g_00588
OG0000849	Syal.g_03001	Syac.g_00587
OG0000850	Syal.g_03008	Syac.g_00585
OG0000851	Syal.g_00561	Syac.g_00573
OG0000852	Syal.g_00562	Syac.g_00572
OG0000853	Syal.g_00566	Syac.g_00568
OG0000854	Syal.g_00568	Syac.g_00566
OG0000855	Syal.g_00569	Syac.g_00565
OG0000856	Syal.g_02704	Syac.g_00964
OG0000857	Syal.g_01882	Syac.g_01323
OG0000858	Syal.g_00576	Syac.g_00559
OG0000859	Syal.g_00577	Syac.g_00558
OG0000860	Syal.g_00589	Syac.g_00542
OG0000861	Syal.g_00590	Syac.g_00541
OG0000862	Syal.g_00591	Syac.g_00540
OG0000863	Syal.g_00594	Syac.g_00538
OG0000864	Syal.g_00595	Syac.g_00537
OG0000865	Syal.g_00596	Syac.g_00533
OG0000866	Syal.g_00597	Syac.g_00532
OG0000867	Syal.g_00598	Syac.g_00531
OG0000868	Syal.g_00604	Syac.g_00529
OG0000869	Syal.g_00609	Syac.g_00524
OG0000870	Syal.g_00614	Syac.g_00519
OG0000871	Syal.g_00615	Syac.g_00518
OG0000872	Syal.g_00621	Syac.g_00510
OG0000873	Syal.g_00624	Syac.g_00507
OG0000874	Syal.g_00627	Syac.g_00512
OG0000875	Syal.g_00629	Syac.g_00505
OG0000876	Syal.g_00631	Syac.g_00675
OG0000877	Syal.g_00633	Syac.g_00671
OG0000878	Syal.g_00634	Syac.g_00670
OG0000879	Syal.g_00635	Syac.g_00669
OG0000880	Syal.g_00636	Syac.g_00668
OG0000881	Syal.g_00641	Syac.g_00664
OG0000882	Syal.g_00646	Syac.g_00659
OG0000883	Syal.g_00648	Syac.g_00656
OG0000884	Syal.g_00650	Syac.g_00654
OG0000885	Syal.g_00651	Syac.g_00653
OG0000886	Syal.g_00652	Syac.g_00652
OG0000887	Syal.g_00653	Syac.g_00651
OG0000888	Syal.g_00655	Syac.g_00649
OG0000889	Syal.g_00657	Syac.g_00647
OG0000890	Syal.g_00663	Syac.g_00642
OG0000891	Syal.g_00664	Syac.g_00641
OG0000892	Syal.g_00668	Syac.g_00638
OG0000893	Syal.g_00193	Syac.g_02193
OG0000894	Syal.g_00196	Syac.g_02189
OG0000895	Syal.g_00200	Syac.g_02185
OG0000896	Syal.g_00201	Syac.g_02184
OG0000897	Syal.g_00203	Syac.g_02182
OG0000898	Syal.g_00204	Syac.g_02181
OG0000899	Syal.g_00205	Syac.g_02180
OG0000900	Syal.g_00206	Syac.g_02179
OG0000901	Syal.g_00211	Syac.g_02174
OG0000902	Syal.g_00213	Syac.g_02172
OG0000903	Syal.g_00227	Syac.g_02140
OG0000904	Syal.g_00222	Syac.g_02145
OG0000905	Syal.g_00217	Syac.g_02148
OG0000906	Syal.g_00215	Syac.g_02150
OG0000907	Syal.g_00229	Syac.g_02138
OG0000908	Syal.g_00232	Syac.g_02135
OG0000909	Syal.g_00233	Syac.g_02134
OG0000910	Syal.g_00234	Syac.g_02133
OG0000911	Syal.g_00237	Syac.g_02131
OG0000912	Syal.g_00238	Syac.g_02130
OG0000913	Syal.g_00239	Syac.g_02129
OG0000914	Syal.g_00240	Syac.g_02128
OG0000915	Syal.g_00241	Syac.g_02127
OG0000916	Syal.g_00242	Syac.g_02126
OG0000917	Syal.g_00243	Syac.g_02125
OG0000918	Syal.g_00244	Syac.g_02124
OG0000919	Syal.g_00245	Syac.g_02123
OG0000920	Syal.g_00246	Syac.g_02122
OG0000921	Syal.g_00247	Syac.g_02121
OG0000922	Syal.g_00248	Syac.g_02120
OG0000923	Syal.g_00252	Syac.g_02116
OG0000924	Syal.g_00253	Syac.g_02115
OG0000925	Syal.g_00254	Syac.g_02114
OG0000926	Syal.g_00255	Syac.g_02113
OG0000927	Syal.g_00257	Syac.g_02111
OG0000928	Syal.g_00258	Syac.g_02110
OG0000929	Syal.g_00259	Syac.g_02109
OG0000930	Syal.g_00260	Syac.g_02108
OG0000931	Syal.g_00261	Syac.g_02107
OG0000932	Syal.g_00262	Syac.g_02106
OG0000933	Syal.g_00268	Syac.g_02101
OG0000934	Syal.g_00270	Syac.g_02099
OG0000935	Syal.g_00271	Syac.g_02098
OG0000936	Syal.g_00272	Syac.g_02097
OG0000937	Syal.g_00273	Syac.g_02096
OG0000938	Syal.g_00276	Syac.g_02092
OG0000939	Syal.g_00277	Syac.g_02091
OG0000940	Syal.g_00285	Syac.g_02084
OG0000941	Syal.g_00287	Syac.g_02082
OG0000942	Syal.g_00289	Syac.g_02080
OG0000943	Syal.g_00290	Syac.g_02079
OG0000944	Syal.g_00292	Syac.g_02077
OG0000945	Syal.g_00294	Syac.g_02075
OG0000946	Syal.g_00301	Syac.g_02071
OG0000947	Syal.g_00304	Syac.g_02068
OG0000948	Syal.g_00305	Syac.g_02067
OG0000949	Syal.g_01341	Syac.g_00205
OG0000950	Syal.g_01348	Syac.g_00193
OG0000951	Syal.g_01353	Syac.g_00188
OG0000952	Syal.g_01363	Syac.g_00183
OG0000953	Syal.g_01435	Syac.g_00177
OG0000954	Syal.g_01443	Syac.g_00172
OG0000955	Syal.g_01444	Syac.g_00171
OG0000956	Syal.g_01446	Syac.g_00169
OG0000957	Syal.g_01457	Syac.g_00158
OG0000958	Syal.g_01458	Syac.g_00157
OG0000959	Syal.g_01482	Syac.g_00153
OG0000960	Syal.g_01483	Syac.g_00152
OG0000961	Syal.g_01507	Syac.g_00147
OG0000962	Syal.g_01509	Syac.g_00145
OG0000963	Syal.g_01514	Syac.g_00140
OG0000964	Syal.g_01515	Syac.g_00139
OG0000965	Syal.g_01516	Syac.g_00138
OG0000966	Syal.g_00176	Syac.g_00107
OG0000967	Syal.g_00171	Syac.g_00075
OG0000968	Syal.g_00169	Syac.g_00080
OG0000969	Syal.g_00167	Syac.g_00078
OG0000970	Syal.g_00166	Syac.g_00077
OG0000971	Syal.g_00164	Syac.g_00067
OG0000972	Syal.g_00163	Syac.g_00066
OG0000973	Syal.g_00162	Syac.g_00065
OG0000974	Syal.g_00161	Syac.g_00064
OG0000975	Syal.g_00160	Syac.g_00063
OG0000976	Syal.g_00159	Syac.g_00062
OG0000977	Syal.g_00157	Syac.g_00059
OG0000978	Syal.g_00156	Syac.g_00058
OG0000979	Syal.g_00153	Syac.g_00055
OG0000980	Syal.g_00150	Syac.g_00052
OG0000981	Syal.g_00147	Syac.g_00049
OG0000982	Syal.g_01068	Syac.g_02354
OG0000983	Syal.g_01069	Syac.g_02355
OG0000984	Syal.g_01070	Syac.g_02356
OG0000985	Syal.g_01074	Syac.g_02359
OG0000986	Syal.g_01076	Syac.g_02363
OG0000987	Syal.g_01080	Syac.g_02365
OG0000988	Syal.g_01086	Syac.g_02370
OG0000989	Syal.g_01098	Syac.g_02379
OG0000990	Syal.g_01118	Syac.g_02397
OG0000991	Syal.g_01120	Syac.g_02400
OG0000992	Syal.g_01122	Syac.g_02402
OG0000993	Syal.g_01123	Syac.g_02403
OG0000994	Syal.g_01127	Syac.g_02405
OG0000995	Syal.g_01132	Syac.g_02410
OG0000996	Syal.g_01162	Syac.g_02454
OG0000997	Syal.g_01171	Syac.g_02464
OG0000998	Syal.g_01173	Syac.g_02466
OG0000999	Syal.g_01174	Syac.g_02467
OG0001000	Syal.g_01177	Syac.g_02470
OG0001001	Syal.g_01182	Syac.g_02475
OG0001002	Syal.g_00082	Syac.g_02481
OG0001003	Syal.g_00084	Syac.g_02483
OG0001004	Syal.g_00085	Syac.g_02484
OG0001005	Syal.g_00087	Syac.g_02485
OG0001006	Syal.g_00094	Syac.g_02492
OG0001007	Syal.g_00096	Syac.g_02494
OG0001008	Syal.g_00524	Syac.g_00693
OG0001009	Syal.g_00129	Syac.g_00030
OG0001010	Syal.g_00130	Syac.g_00031
OG0001011	Syal.g_00131	Syac.g_00032
OG0001012	Syal.g_01064	Syac.g_02351
OG0001013	Syal.g_01026	Syac.g_02337
OG0001014	Syal.g_01022	Syac.g_02333
OG0001015	Syal.g_01021	Syac.g_02332
OG0001016	Syal.g_00756	Syac.g_00446
OG0001017	Syal.g_00762	Syac.g_00440
OG0001018	Syal.g_00764	Syac.g_00438
OG0001019	Syal.g_00785	Syac.g_00422
OG0001020	Syal.g_00796	Syac.g_00417
OG0001021	Syal.g_00800	Syac.g_00413
OG0001022	Syal.g_00805	Syac.g_00410
OG0001023	Syal.g_00806	Syac.g_00409
OG0001024	Syal.g_00810	Syac.g_00405
OG0001025	Syal.g_00817	Syac.g_00399
OG0001026	Syal.g_00830	Syac.g_00386
OG0001027	Syal.g_00834	Syac.g_00380
OG0001028	Syal.g_00836	Syac.g_00378
OG0001029	Syal.g_00838	Syac.g_00376
OG0001030	Syal.g_00860	Syac.g_00356
OG0001031	Syal.g_00936	Syac.g_02266
OG0001032	Syal.g_00938	Syac.g_02268
OG0001033	Syal.g_00972	Syac.g_02298
OG0001034	Syal.g_00684	Syac.g_01968
OG0001036	Syal.g_01231	Syac.g_02221
OG0001037	Syal.g_01233	Syac.g_02223
OG0001038	Syal.g_01261	Syac.g_02251
OG0001039	Syal.g_01264	Syac.g_02254
OG0001040	Syal.g_01267	Syac.g_00292
OG0001041	Syal.g_01272	Syac.g_00287
OG0001042	Syal.g_01300	Syac.g_00258
OG0001043	Syal.g_01304	Syac.g_00254
OG0001044	Syal.g_00346	Syac.g_02021
OG0001045	Syal.g_00359	Syac.g_02008
OG0001046	Syal.g_01967	Syac.g_01207
OG0001047	Syal.g_00522	Syac.g_00695
OG0001048	Syal.g_00521	Syac.g_00696
OG0001049	Syal.g_00518	Syac.g_00703
OG0001050	Syal.g_00517	Syac.g_00704
OG0001051	Syal.g_00516	Syac.g_00705
OG0001052	Syal.g_00467	Syac.g_01704
OG0001053	Syal.g_02900	Syac.g_01901
OG0001054	Syal.g_02919	Syac.g_01884
OG0001055	Syal.g_02940	Syac.g_01863
OG0001056	Syal.g_02833	Syac.g_01831
OG0001057	Syal.g_01574	Syac.g_01825
OG0001058	Syal.g_02812	Syac.g_01810
OG0001059	Syal.g_02808	Syac.g_01806
OG0001060	Syal.g_02801	Syac.g_01799
OG0001061	Syal.g_02783	Syac.g_01779
OG0001062	Syal.g_02781	Syac.g_01777
OG0001063	Syal.g_02776	Syac.g_01773
OG0001064	Syal.g_02775	Syac.g_01772
OG0001065	Syal.g_02774	Syac.g_01771
OG0001066	Syal.g_02773	Syac.g_01770
OG0001067	Syal.g_02772	Syac.g_01769
OG0001068	Syal.g_02771	Syac.g_01768
OG0001069	Syal.g_02770	Syac.g_01767
OG0001070	Syal.g_02766	Syac.g_01764
OG0001071	Syal.g_02765	Syac.g_01763
OG0001072	Syal.g_02761	Syac.g_01758
OG0001074	Syal.g_02575	Syac.g_00945
OG0001075	Syal.g_02726	Syac.g_00946
OG0001076	Syal.g_02712	Syac.g_00956
OG0001077	Syal.g_02702	Syac.g_00967
OG0001078	Syal.g_02635	Syac.g_00980
OG0001079	Syal.g_02618	Syac.g_00993
OG0001080	Syal.g_02514	Syac.g_01092
OG0001081	Syal.g_02175	Syac.g_01432
OG0001082	Syal.g_02176	Syac.g_01431
OG0001083	Syal.g_02184	Syac.g_01424
OG0001084	Syal.g_02187	Syac.g_01423
OG0001085	Syal.g_02206	Syac.g_01412
OG0001086	Syal.g_02208	Syac.g_01410
OG0001087	Syal.g_01782	Syac.g_00923
OG0001088	Syal.g_01785	Syac.g_00920
OG0001089	Syal.g_01811	Syac.g_00896
OG0001090	Syal.g_01859	Syac.g_01286
OG0001091	Syal.g_01862	Syac.g_01284
OG0001092	Syal.g_01864	Syac.g_01282
OG0001093	Syal.g_02419	Syac.g_01276
OG0001094	Syal.g_02216	Syac.g_01347
OG0001095	Syal.g_01879	Syac.g_01326
OG0001096	Syal.g_02447	Syac.g_01310
OG0001097	Syal.g_02473	Syac.g_00834
OG0001098	Syal.g_02083	Syac.g_01096
OG0001099	Syal.g_00837	Syac.g_00377
OG0001100	Syal.g_02293	Syac.g_01402
OG0001101	Syal.g_02292	Syac.g_01401
OG0001102	Syal.g_02289	Syac.g_01398
OG0001103	Syal.g_02287	Syac.g_01395
OG0001104	Syal.g_02241	Syac.g_01364
OG0001105	Syal.g_02236	Syac.g_01360
OG0001106	Syal.g_02007	Syac.g_01166
OG0001107	Syal.g_01993	Syac.g_01180
OG0001108	Syal.g_01985	Syac.g_01188
OG0001109	Syal.g_01983	Syac.g_01190
OG0001110	Syal.g_01981	Syac.g_01192
OG0001111	Syal.g_01979	Syac.g_01194
OG0001112	Syal.g_01977	Syac.g_01196
OG0001113	Syal.g_02244	Syac.g_01197
OG0001114	Syal.g_01976	Syac.g_01198
OG0001115	Syal.g_01972	Syac.g_01202
OG0001116	Syal.g_01970	Syac.g_01204
OG0001117	Syal.g_01969	Syac.g_01205
OG0001118	Syal.g_01968	Syac.g_01206
OG0001119	Syal.g_01966	Syac.g_01208
OG0001120	Syal.g_01962	Syac.g_01213
OG0001121	Syal.g_02960	Syac.g_01170
OG0001122	Syal.g_01921	Syac.g_01238
OG0001123	Syal.g_01913	Syac.g_01245
OG0001124	Syal.g_01911	Syac.g_01247
OG0001125	Syal.g_01909	Syac.g_01249
OG0001126	Syal.g_01837	Syac.g_00870
OG0001127	Syal.g_01836	Syac.g_00871
OG0001128	Syal.g_01833	Syac.g_00875
OG0001129	Syal.g_01831	Syac.g_00877
OG0001130	Syal.g_01830	Syac.g_00878
OG0001131	Syal.g_02260	Syac.g_01382
OG0001132	Syal.g_02553	Syac.g_01062
OG0001133	Syal.g_02710	Syac.g_00958
OG0001134	Syal.g_02506	Syac.g_01466
OG0001135	Syal.g_02505	Syac.g_01464
OG0001136	Syal.g_01650	Syac.g_00767
OG0001137	Syal.g_01673	Syac.g_00786
OG0001138	Syal.g_01709	Syac.g_01486
OG0001139	Syal.g_01711	Syac.g_01488
OG0001140	Syal.g_01712	Syac.g_01489
OG0001141	Syal.g_01713	Syac.g_01490
OG0001142	Syal.g_01714	Syac.g_01491
OG0001143	Syal.g_01722	Syac.g_01499
OG0001144	Syal.g_01736	Syac.g_01508
OG0001145	Syal.g_01614	Syac.g_00740
OG0001146	Syal.g_01593	Syac.g_00722
OG0001147	Syal.g_00458	Syac.g_01689
OG0001148	Syal.g_02886	Syac.g_01918
OG0001149	Syal.g_02885	Syac.g_01919
OG0001150	Syal.g_02884	Syac.g_01920
OG0001151	Syal.g_02872	Syac.g_01932
OG0001152	Syal.g_02871	Syac.g_01933
OG0001153	Syal.g_00421	Syac.g_01670
OG0001154	Syal.g_00422	Syac.g_01671
OG0001155	Syal.g_02969	Syac.g_00621
OG0001156	Syal.g_02972	Syac.g_00618
OG0001157	Syal.g_02973	Syac.g_00617
OG0001158	Syal.g_02974	Syac.g_00616
OG0001159	Syal.g_02975	Syac.g_00615
OG0001160	Syal.g_00564	Syac.g_00570
OG0001161	Syal.g_01104	Syac.g_02385
