Orthogroup	Syal	Prbg
OG0000560	Syal.g_02807	Prbg.g_00272
OG0000561	Syal.g_02806	Prbg.g_00273
OG0000562	Syal.g_02805	Prbg.g_00274
OG0000563	Syal.g_02804	Prbg.g_00275
OG0000564	Syal.g_02803	Prbg.g_00276
OG0000565	Syal.g_02799	Prbg.g_00278
OG0000566	Syal.g_02795	Prbg.g_00282
OG0000567	Syal.g_02791	Prbg.g_00286
OG0000568	Syal.g_02789	Prbg.g_00287
OG0000569	Syal.g_02788	Prbg.g_00288
OG0000570	Syal.g_02787	Prbg.g_00289
OG0000571	Syal.g_02784	Prbg.g_00291
OG0000572	Syal.g_02767	Prbg.g_00305
OG0000573	Syal.g_02759	Prbg.g_00311
OG0000574	Syal.g_02758	Prbg.g_00312
OG0000575	Syal.g_02753	Prbg.g_00316
OG0000576	Syal.g_02751	Prbg.g_00318
OG0000577	Syal.g_02750	Prbg.g_00319
OG0000578	Syal.g_02749	Prbg.g_00320
OG0000579	Syal.g_02748	Prbg.g_00321
OG0000580	Syal.g_02747	Prbg.g_00322
OG0000581	Syal.g_02741	Prbg.g_00325
OG0000582	Syal.g_02736	Prbg.g_00328
OG0000583	Syal.g_02735	Prbg.g_00329
OG0000584	Syal.g_02734	Prbg.g_00330
OG0000585	Syal.g_02731	Prbg.g_00332
OG0000586	Syal.g_02730	Prbg.g_00333
OG0000587	Syal.g_02728	Prbg.g_00334
OG0000588	Syal.g_02717	Prbg.g_00338
OG0000589	Syal.g_02714	Prbg.g_00340
OG0000590	Syal.g_02713	Prbg.g_00341
OG0000591	Syal.g_02707	Prbg.g_00345
OG0000592	Syal.g_02706	Prbg.g_00346
OG0000593	Syal.g_02640	Prbg.g_01425
OG0000594	Syal.g_02639	Prbg.g_01424
OG0000595	Syal.g_02638	Prbg.g_01423
OG0000596	Syal.g_02633	Prbg.g_01419
OG0000597	Syal.g_02630	Prbg.g_01416
OG0000598	Syal.g_02629	Prbg.g_01415
OG0000599	Syal.g_02622	Prbg.g_01412
OG0000600	Syal.g_02621	Prbg.g_01411
OG0000601	Syal.g_02620	Prbg.g_01410
OG0000602	Syal.g_02615	Prbg.g_01408
OG0000603	Syal.g_02614	Prbg.g_01407
OG0000604	Syal.g_02612	Prbg.g_01406
OG0000605	Syal.g_02516	Prbg.g_01405
OG0000606	Syal.g_02174	Prbg.g_01402
OG0000607	Syal.g_02177	Prbg.g_01399
OG0000608	Syal.g_02178	Prbg.g_01398
OG0000609	Syal.g_02180	Prbg.g_01397
OG0000610	Syal.g_02198	Prbg.g_01391
OG0000611	Syal.g_02201	Prbg.g_01388
OG0000612	Syal.g_02202	Prbg.g_01387
OG0000613	Syal.g_01325	Prbg.g_01114
OG0000614	Syal.g_01794	Prbg.g_01135
OG0000615	Syal.g_02256	Prbg.g_01146
OG0000616	Syal.g_00079	Prbg.g_01939
OG0000617	Syal.g_01866	Prbg.g_01371
OG0000618	Syal.g_01867	Prbg.g_01370
OG0000619	Syal.g_02417	Prbg.g_01369
OG0000620	Syal.g_02422	Prbg.g_01366
OG0000621	Syal.g_02423	Prbg.g_01365
OG0000622	Syal.g_02424	Prbg.g_01364
OG0000623	Syal.g_02425	Prbg.g_01363
OG0000624	Syal.g_02427	Prbg.g_01361
OG0000625	Syal.g_02428	Prbg.g_01360
OG0000626	Syal.g_02429	Prbg.g_01359
OG0000627	Syal.g_02048	Prbg.g_01358
OG0000628	Syal.g_02047	Prbg.g_01357
OG0000629	Syal.g_02044	Prbg.g_01356
OG0000630	Syal.g_02040	Prbg.g_01353
OG0000631	Syal.g_02031	Prbg.g_01260
OG0000632	Syal.g_02030	Prbg.g_01261
OG0000633	Syal.g_02029	Prbg.g_01262
OG0000634	Syal.g_02410	Prbg.g_01155
OG0000635	Syal.g_02411	Prbg.g_01156
OG0000636	Syal.g_02413	Prbg.g_01158
OG0000637	Syal.g_02415	Prbg.g_01160
OG0000638	Syal.g_02416	Prbg.g_01161
OG0000639	Syal.g_01868	Prbg.g_01162
OG0000640	Syal.g_01869	Prbg.g_01163
OG0000641	Syal.g_01873	Prbg.g_01167
OG0000642	Syal.g_01874	Prbg.g_01168
OG0000643	Syal.g_01875	Prbg.g_01169
OG0000644	Syal.g_01876	Prbg.g_01170
OG0000645	Syal.g_01878	Prbg.g_01171
OG0000646	Syal.g_01881	Prbg.g_01173
OG0000647	Syal.g_01883	Prbg.g_01175
OG0000648	Syal.g_02438	Prbg.g_01177
OG0000649	Syal.g_02439	Prbg.g_01178
OG0000650	Syal.g_02440	Prbg.g_01179
OG0000651	Syal.g_02441	Prbg.g_01180
OG0000652	Syal.g_02442	Prbg.g_01181
OG0000653	Syal.g_02444	Prbg.g_01183
OG0000654	Syal.g_02445	Prbg.g_01184
OG0000655	Syal.g_02446	Prbg.g_01185
OG0000656	Syal.g_02449	Prbg.g_01188
OG0000657	Syal.g_02460	Prbg.g_01196
OG0000658	Syal.g_02465	Prbg.g_01198
OG0000659	Syal.g_02466	Prbg.g_01199
OG0000660	Syal.g_02470	Prbg.g_01203
OG0000661	Syal.g_02472	Prbg.g_01205
OG0000662	Syal.g_02474	Prbg.g_01207
OG0000663	Syal.g_02477	Prbg.g_01209
OG0000664	Syal.g_02478	Prbg.g_01210
OG0000665	Syal.g_02593	Prbg.g_01216
OG0000666	Syal.g_02605	Prbg.g_01217
OG0000667	Syal.g_02192	Prbg.g_01221
OG0000668	Syal.g_01920	Prbg.g_01062
OG0000669	Syal.g_02295	Prbg.g_01073
OG0000670	Syal.g_02956	Prbg.g_01076
OG0000671	Syal.g_02291	Prbg.g_01079
OG0000672	Syal.g_02288	Prbg.g_01082
OG0000673	Syal.g_02285	Prbg.g_01085
OG0000674	Syal.g_02283	Prbg.g_01087
OG0000675	Syal.g_02282	Prbg.g_01088
OG0000676	Syal.g_02272	Prbg.g_01090
OG0000677	Syal.g_02271	Prbg.g_01091
OG0000678	Syal.g_02264	Prbg.g_01093
OG0000679	Syal.g_02252	Prbg.g_01097
OG0000680	Syal.g_02251	Prbg.g_01098
OG0000681	Syal.g_02248	Prbg.g_01101
OG0000682	Syal.g_02247	Prbg.g_01102
OG0000683	Syal.g_02246	Prbg.g_01103
OG0000684	Syal.g_02242	Prbg.g_01105
OG0000685	Syal.g_02240	Prbg.g_01107
OG0000686	Syal.g_02239	Prbg.g_01108
OG0000687	Syal.g_02237	Prbg.g_01109
OG0000688	Syal.g_02225	Prbg.g_01383
OG0000689	Syal.g_02223	Prbg.g_01382
OG0000690	Syal.g_02222	Prbg.g_01381
OG0000691	Syal.g_02221	Prbg.g_01380
OG0000692	Syal.g_02220	Prbg.g_01378
OG0000693	Syal.g_02218	Prbg.g_01377
OG0000694	Syal.g_02217	Prbg.g_01376
OG0000695	Syal.g_02027	Prbg.g_01264
OG0000696	Syal.g_02026	Prbg.g_01265
OG0000697	Syal.g_02025	Prbg.g_01266
OG0000698	Syal.g_02022	Prbg.g_01269
OG0000699	Syal.g_02021	Prbg.g_01270
OG0000700	Syal.g_02020	Prbg.g_01271
OG0000701	Syal.g_02019	Prbg.g_01272
OG0000702	Syal.g_02011	Prbg.g_01274
OG0000703	Syal.g_02010	Prbg.g_01275
OG0000704	Syal.g_02008	Prbg.g_01277
OG0000705	Syal.g_01999	Prbg.g_01280
OG0000706	Syal.g_01998	Prbg.g_01281
OG0000707	Syal.g_01997	Prbg.g_01282
OG0000708	Syal.g_01994	Prbg.g_01284
OG0000709	Syal.g_01986	Prbg.g_01288
OG0000710	Syal.g_01982	Prbg.g_01291
OG0000711	Syal.g_01954	Prbg.g_01309
OG0000712	Syal.g_01952	Prbg.g_01310
OG0000713	Syal.g_01951	Prbg.g_01311
OG0000714	Syal.g_01948	Prbg.g_01312
OG0000715	Syal.g_01934	Prbg.g_01314
OG0000716	Syal.g_01930	Prbg.g_01316
OG0000717	Syal.g_01929	Prbg.g_01317
OG0000718	Syal.g_01925	Prbg.g_01321
OG0000719	Syal.g_01922	Prbg.g_01323
OG0000720	Syal.g_01908	Prbg.g_01335
OG0000721	Syal.g_01906	Prbg.g_01339
OG0000722	Syal.g_01905	Prbg.g_01340
OG0000723	Syal.g_02433	Prbg.g_01344
OG0000724	Syal.g_01829	Prbg.g_01239
OG0000725	Syal.g_01820	Prbg.g_01233
OG0000726	Syal.g_01819	Prbg.g_01232
OG0000727	Syal.g_01818	Prbg.g_01231
OG0000728	Syal.g_01816	Prbg.g_01229
OG0000729	Syal.g_01510	Prbg.g_00455
OG0000730	Syal.g_00345	Prbg.g_01528
OG0000731	Syal.g_00356	Prbg.g_00123
OG0000732	Syal.g_00149	Prbg.g_01890
OG0000733	Syal.g_01105	Prbg.g_00750
OG0000734	Syal.g_00828	Prbg.g_01502
OG0000735	Syal.g_01627	Prbg.g_01500
OG0000736	Syal.g_01628	Prbg.g_01499
OG0000737	Syal.g_01629	Prbg.g_01498
OG0000738	Syal.g_01634	Prbg.g_01494
OG0000739	Syal.g_01645	Prbg.g_01493
OG0000740	Syal.g_01646	Prbg.g_01492
OG0000741	Syal.g_01649	Prbg.g_01490
OG0000742	Syal.g_01652	Prbg.g_01487
OG0000743	Syal.g_01654	Prbg.g_01485
OG0000744	Syal.g_01655	Prbg.g_01484
OG0000745	Syal.g_01657	Prbg.g_01483
OG0000746	Syal.g_01659	Prbg.g_01481
OG0000747	Syal.g_01660	Prbg.g_01480
OG0000748	Syal.g_01674	Prbg.g_01476
OG0000749	Syal.g_01675	Prbg.g_01475
OG0000750	Syal.g_01676	Prbg.g_01474
OG0000751	Syal.g_01688	Prbg.g_01471
OG0000752	Syal.g_01690	Prbg.g_01469
OG0000753	Syal.g_01693	Prbg.g_01467
OG0000754	Syal.g_01698	Prbg.g_01464
OG0000755	Syal.g_01707	Prbg.g_01458
OG0000756	Syal.g_01708	Prbg.g_01457
OG0000757	Syal.g_01715	Prbg.g_01450
OG0000758	Syal.g_01716	Prbg.g_01449
OG0000759	Syal.g_01717	Prbg.g_01448
OG0000760	Syal.g_01718	Prbg.g_01447
OG0000761	Syal.g_01719	Prbg.g_01446
OG0000762	Syal.g_01721	Prbg.g_01445
OG0000763	Syal.g_01723	Prbg.g_01443
OG0000764	Syal.g_01724	Prbg.g_01442
OG0000765	Syal.g_01768	Prbg.g_01434
OG0000766	Syal.g_01767	Prbg.g_01433
OG0000767	Syal.g_01765	Prbg.g_01431
OG0000768	Syal.g_01764	Prbg.g_01430
OG0000769	Syal.g_01762	Prbg.g_01428
OG0000770	Syal.g_01758	Prbg.g_00351
OG0000771	Syal.g_01835	Prbg.g_00687
OG0000772	Syal.g_01641	Prbg.g_01576
OG0000773	Syal.g_01618	Prbg.g_00468
OG0000774	Syal.g_01610	Prbg.g_00470
OG0000775	Syal.g_01608	Prbg.g_00472
OG0000776	Syal.g_01607	Prbg.g_00473
OG0000777	Syal.g_01606	Prbg.g_00474
OG0000778	Syal.g_01605	Prbg.g_00475
OG0000779	Syal.g_01599	Prbg.g_00479
OG0000780	Syal.g_01594	Prbg.g_00480
OG0000781	Syal.g_01590	Prbg.g_00484
OG0000782	Syal.g_01589	Prbg.g_00485
OG0000783	Syal.g_01588	Prbg.g_00486
OG0000784	Syal.g_01587	Prbg.g_00487
OG0000785	Syal.g_01585	Prbg.g_00489
OG0000786	Syal.g_01579	Prbg.g_00492
OG0000787	Syal.g_01578	Prbg.g_00493
OG0000788	Syal.g_02619	Prbg.g_00218
OG0000789	Syal.g_02598	Prbg.g_00690
OG0000790	Syal.g_02883	Prbg.g_00534
OG0000791	Syal.g_02882	Prbg.g_00536
OG0000792	Syal.g_02881	Prbg.g_00537
OG0000793	Syal.g_02876	Prbg.g_00540
OG0000794	Syal.g_02875	Prbg.g_00541
OG0000795	Syal.g_02874	Prbg.g_00542
OG0000796	Syal.g_02870	Prbg.g_00546
OG0000797	Syal.g_02869	Prbg.g_00547
OG0000798	Syal.g_01372	Prbg.g_00038
OG0000799	Syal.g_01547	Prbg.g_00574
OG0000800	Syal.g_01542	Prbg.g_00575
OG0000801	Syal.g_01541	Prbg.g_00576
OG0000802	Syal.g_01536	Prbg.g_00578
OG0000803	Syal.g_00040	Prbg.g_00580
OG0000804	Syal.g_00036	Prbg.g_00581
OG0000805	Syal.g_00030	Prbg.g_00583
OG0000806	Syal.g_00028	Prbg.g_00585
OG0000807	Syal.g_00026	Prbg.g_00586
OG0000808	Syal.g_00025	Prbg.g_00587
OG0000809	Syal.g_00022	Prbg.g_00589
OG0000810	Syal.g_00021	Prbg.g_00590
OG0000811	Syal.g_00380	Prbg.g_00594
OG0000812	Syal.g_00382	Prbg.g_00596
OG0000813	Syal.g_00383	Prbg.g_00597
OG0000814	Syal.g_00385	Prbg.g_00599
OG0000815	Syal.g_00391	Prbg.g_00600
OG0000816	Syal.g_00393	Prbg.g_00602
OG0000817	Syal.g_00394	Prbg.g_00603
OG0000818	Syal.g_00401	Prbg.g_00608
OG0000819	Syal.g_00402	Prbg.g_00609
OG0000820	Syal.g_00403	Prbg.g_00610
OG0000821	Syal.g_00409	Prbg.g_00614
OG0000822	Syal.g_00411	Prbg.g_00615
OG0000823	Syal.g_00412	Prbg.g_00616
OG0000824	Syal.g_00417	Prbg.g_00619
OG0000825	Syal.g_00418	Prbg.g_00620
OG0000826	Syal.g_00419	Prbg.g_00621
OG0000827	Syal.g_00420	Prbg.g_00622
OG0000828	Syal.g_00423	Prbg.g_00625
OG0000829	Syal.g_00424	Prbg.g_00626
OG0000830	Syal.g_00425	Prbg.g_00627
OG0000831	Syal.g_00427	Prbg.g_00629
OG0000832	Syal.g_02967	Prbg.g_00639
OG0000833	Syal.g_02976	Prbg.g_00648
OG0000834	Syal.g_02979	Prbg.g_00649
OG0000835	Syal.g_02980	Prbg.g_00650
OG0000836	Syal.g_02983	Prbg.g_00651
OG0000837	Syal.g_02984	Prbg.g_00652
OG0000838	Syal.g_02988	Prbg.g_00654
OG0000839	Syal.g_02989	Prbg.g_00655
OG0000840	Syal.g_02990	Prbg.g_00656
OG0000841	Syal.g_02991	Prbg.g_00657
OG0000842	Syal.g_02992	Prbg.g_00658
OG0000843	Syal.g_02993	Prbg.g_00659
OG0000844	Syal.g_02995	Prbg.g_00660
OG0000845	Syal.g_02996	Prbg.g_00661
OG0000846	Syal.g_02997	Prbg.g_00662
OG0000847	Syal.g_02998	Prbg.g_00663
OG0000848	Syal.g_03000	Prbg.g_00664
OG0000849	Syal.g_03001	Prbg.g_00665
OG0000850	Syal.g_03008	Prbg.g_00667
OG0000851	Syal.g_00561	Prbg.g_00668
OG0000852	Syal.g_00562	Prbg.g_00669
OG0000853	Syal.g_00566	Prbg.g_00675
OG0000854	Syal.g_00568	Prbg.g_00677
OG0000855	Syal.g_00569	Prbg.g_00678
OG0000856	Syal.g_02704	Prbg.g_00348
OG0000857	Syal.g_01882	Prbg.g_01174
OG0000858	Syal.g_00576	Prbg.g_01643
OG0000859	Syal.g_00577	Prbg.g_01644
OG0000860	Syal.g_00589	Prbg.g_01652
OG0000861	Syal.g_00590	Prbg.g_01653
OG0000862	Syal.g_00591	Prbg.g_01654
OG0000863	Syal.g_00594	Prbg.g_01656
OG0000864	Syal.g_00595	Prbg.g_01657
OG0000865	Syal.g_00596	Prbg.g_01658
OG0000866	Syal.g_00597	Prbg.g_01659
OG0000867	Syal.g_00598	Prbg.g_01660
OG0000868	Syal.g_00604	Prbg.g_01662
OG0000869	Syal.g_00609	Prbg.g_01665
OG0000870	Syal.g_00614	Prbg.g_01670
OG0000871	Syal.g_00615	Prbg.g_01671
OG0000872	Syal.g_00621	Prbg.g_01672
OG0000873	Syal.g_00624	Prbg.g_01675
OG0000874	Syal.g_00627	Prbg.g_01678
OG0000875	Syal.g_00629	Prbg.g_01679
OG0000876	Syal.g_00631	Prbg.g_01680
OG0000877	Syal.g_00633	Prbg.g_01682
OG0000878	Syal.g_00634	Prbg.g_01683
OG0000879	Syal.g_00635	Prbg.g_01684
OG0000880	Syal.g_00636	Prbg.g_01685
OG0000881	Syal.g_00641	Prbg.g_01689
OG0000882	Syal.g_00646	Prbg.g_01694
OG0000883	Syal.g_00648	Prbg.g_01696
OG0000884	Syal.g_00650	Prbg.g_01698
OG0000885	Syal.g_00651	Prbg.g_01699
OG0000886	Syal.g_00652	Prbg.g_01700
OG0000887	Syal.g_00653	Prbg.g_01701
OG0000888	Syal.g_00655	Prbg.g_01703
OG0000889	Syal.g_00657	Prbg.g_01705
OG0000890	Syal.g_00663	Prbg.g_01706
OG0000891	Syal.g_00664	Prbg.g_01707
OG0000892	Syal.g_00668	Prbg.g_01709
OG0000893	Syal.g_00193	Prbg.g_01713
OG0000894	Syal.g_00196	Prbg.g_01716
OG0000895	Syal.g_00200	Prbg.g_01720
OG0000896	Syal.g_00201	Prbg.g_01721
OG0000897	Syal.g_00203	Prbg.g_01723
OG0000898	Syal.g_00204	Prbg.g_01724
OG0000899	Syal.g_00205	Prbg.g_01725
OG0000900	Syal.g_00206	Prbg.g_01726
OG0000901	Syal.g_00211	Prbg.g_01729
OG0000902	Syal.g_00213	Prbg.g_01731
OG0000903	Syal.g_00227	Prbg.g_01735
OG0000904	Syal.g_00222	Prbg.g_01739
OG0000905	Syal.g_00217	Prbg.g_01733
OG0000906	Syal.g_00215	Prbg.g_01732
OG0000907	Syal.g_00229	Prbg.g_01742
OG0000908	Syal.g_00232	Prbg.g_01745
OG0000909	Syal.g_00233	Prbg.g_01746
OG0000910	Syal.g_00234	Prbg.g_01747
OG0000911	Syal.g_00237	Prbg.g_01749
OG0000912	Syal.g_00238	Prbg.g_01750
OG0000913	Syal.g_00239	Prbg.g_01751
OG0000914	Syal.g_00240	Prbg.g_01752
OG0000915	Syal.g_00241	Prbg.g_01753
OG0000916	Syal.g_00242	Prbg.g_01754
OG0000917	Syal.g_00243	Prbg.g_01755
OG0000918	Syal.g_00244	Prbg.g_01756
OG0000919	Syal.g_00245	Prbg.g_01757
OG0000920	Syal.g_00246	Prbg.g_01758
OG0000921	Syal.g_00247	Prbg.g_01759
OG0000922	Syal.g_00248	Prbg.g_01760
OG0000923	Syal.g_00252	Prbg.g_01764
OG0000924	Syal.g_00253	Prbg.g_01765
OG0000925	Syal.g_00254	Prbg.g_01766
OG0000926	Syal.g_00255	Prbg.g_01767
OG0000927	Syal.g_00257	Prbg.g_01769
OG0000928	Syal.g_00258	Prbg.g_01770
OG0000929	Syal.g_00259	Prbg.g_01771
OG0000930	Syal.g_00260	Prbg.g_01772
OG0000931	Syal.g_00261	Prbg.g_01773
OG0000932	Syal.g_00262	Prbg.g_01774
OG0000933	Syal.g_00268	Prbg.g_01778
OG0000934	Syal.g_00270	Prbg.g_01780
OG0000935	Syal.g_00271	Prbg.g_01781
OG0000936	Syal.g_00272	Prbg.g_01782
OG0000937	Syal.g_00273	Prbg.g_01783
OG0000938	Syal.g_00276	Prbg.g_01786
OG0000939	Syal.g_00277	Prbg.g_01787
OG0000940	Syal.g_00285	Prbg.g_01794
OG0000941	Syal.g_00287	Prbg.g_01796
OG0000942	Syal.g_00289	Prbg.g_01798
OG0000943	Syal.g_00290	Prbg.g_01799
OG0000944	Syal.g_00292	Prbg.g_01801
OG0000945	Syal.g_00294	Prbg.g_01802
OG0000946	Syal.g_00301	Prbg.g_01807
OG0000947	Syal.g_00304	Prbg.g_01809
OG0000948	Syal.g_00305	Prbg.g_01810
OG0000949	Syal.g_01341	Prbg.g_01813
OG0000950	Syal.g_01348	Prbg.g_01820
OG0000951	Syal.g_01353	Prbg.g_01824
OG0000952	Syal.g_01363	Prbg.g_01828
OG0000953	Syal.g_01435	Prbg.g_01832
OG0000954	Syal.g_01443	Prbg.g_01836
OG0000955	Syal.g_01444	Prbg.g_01837
OG0000956	Syal.g_01446	Prbg.g_01839
OG0000957	Syal.g_01457	Prbg.g_01845
OG0000958	Syal.g_01458	Prbg.g_01846
OG0000959	Syal.g_01482	Prbg.g_01850
OG0000960	Syal.g_01483	Prbg.g_01851
OG0000961	Syal.g_01507	Prbg.g_01854
OG0000962	Syal.g_01509	Prbg.g_01856
OG0000963	Syal.g_01514	Prbg.g_01860
OG0000964	Syal.g_01515	Prbg.g_01861
OG0000965	Syal.g_01516	Prbg.g_01862
OG0000966	Syal.g_00176	Prbg.g_01868
OG0000967	Syal.g_00171	Prbg.g_01872
OG0000968	Syal.g_00169	Prbg.g_01874
OG0000969	Syal.g_00167	Prbg.g_01875
OG0000970	Syal.g_00166	Prbg.g_01876
OG0000971	Syal.g_00164	Prbg.g_01877
OG0000972	Syal.g_00163	Prbg.g_01878
OG0000973	Syal.g_00162	Prbg.g_01879
OG0000974	Syal.g_00161	Prbg.g_01880
OG0000975	Syal.g_00160	Prbg.g_01881
OG0000976	Syal.g_00159	Prbg.g_01882
OG0000977	Syal.g_00157	Prbg.g_01883
OG0000978	Syal.g_00156	Prbg.g_01884
OG0000979	Syal.g_00153	Prbg.g_01887
OG0000980	Syal.g_00150	Prbg.g_01889
OG0000981	Syal.g_00147	Prbg.g_01892
OG0000982	Syal.g_01068	Prbg.g_01894
OG0000983	Syal.g_01069	Prbg.g_01895
OG0000984	Syal.g_01070	Prbg.g_01896
OG0000985	Syal.g_01074	Prbg.g_01899
OG0000986	Syal.g_01076	Prbg.g_01901
OG0000987	Syal.g_01080	Prbg.g_01902
OG0000988	Syal.g_01086	Prbg.g_01905
OG0000989	Syal.g_01098	Prbg.g_01909
OG0000990	Syal.g_01118	Prbg.g_01913
OG0000991	Syal.g_01120	Prbg.g_01914
OG0000992	Syal.g_01122	Prbg.g_01917
OG0000993	Syal.g_01123	Prbg.g_01918
OG0000994	Syal.g_01127	Prbg.g_01919
OG0000995	Syal.g_01132	Prbg.g_01923
OG0000996	Syal.g_01162	Prbg.g_01924
OG0000997	Syal.g_01171	Prbg.g_01927
OG0000998	Syal.g_01173	Prbg.g_01929
OG0000999	Syal.g_01174	Prbg.g_01930
OG0001000	Syal.g_01177	Prbg.g_01933
OG0001001	Syal.g_01182	Prbg.g_01936
OG0001002	Syal.g_00082	Prbg.g_00758
OG0001003	Syal.g_00084	Prbg.g_00759
OG0001004	Syal.g_00085	Prbg.g_00760
OG0001005	Syal.g_00087	Prbg.g_00761
OG0001006	Syal.g_00094	Prbg.g_00765
OG0001007	Syal.g_00096	Prbg.g_00767
OG0001008	Syal.g_00524	Prbg.g_00157
OG0001009	Syal.g_00129	Prbg.g_00847
OG0001010	Syal.g_00130	Prbg.g_00846
OG0001011	Syal.g_00131	Prbg.g_00844
OG0001012	Syal.g_01064	Prbg.g_00830
OG0001013	Syal.g_01026	Prbg.g_00823
OG0001014	Syal.g_01022	Prbg.g_00820
OG0001015	Syal.g_01021	Prbg.g_00818
OG0001016	Syal.g_00756	Prbg.g_00796
OG0001017	Syal.g_00762	Prbg.g_00792
OG0001018	Syal.g_00764	Prbg.g_00790
OG0001019	Syal.g_00785	Prbg.g_00781
OG0001020	Syal.g_00796	Prbg.g_00780
OG0001021	Syal.g_00800	Prbg.g_00861
OG0001022	Syal.g_00805	Prbg.g_00864
OG0001023	Syal.g_00806	Prbg.g_00865
OG0001024	Syal.g_00810	Prbg.g_00869
OG0001025	Syal.g_00817	Prbg.g_00876
OG0001026	Syal.g_00830	Prbg.g_00885
OG0001027	Syal.g_00834	Prbg.g_00886
OG0001028	Syal.g_00836	Prbg.g_00888
OG0001029	Syal.g_00838	Prbg.g_00889
OG0001030	Syal.g_00860	Prbg.g_00905
OG0001031	Syal.g_00936	Prbg.g_00965
OG0001032	Syal.g_00938	Prbg.g_00966
OG0001033	Syal.g_00972	Prbg.g_00987
OG0001034	Syal.g_00684	Prbg.g_01018
OG0001035	Syal.g_01226	Prbg.g_01038
OG0001036	Syal.g_01231	Prbg.g_01042
OG0001037	Syal.g_01233	Prbg.g_01043
OG0001038	Syal.g_01261	Prbg.g_00057
OG0001039	Syal.g_01264	Prbg.g_00060
OG0001040	Syal.g_01267	Prbg.g_00062
OG0001041	Syal.g_01272	Prbg.g_00067
OG0001042	Syal.g_01300	Prbg.g_00084
OG0001043	Syal.g_01304	Prbg.g_00085
OG0001044	Syal.g_00346	Prbg.g_00116
OG0001045	Syal.g_00359	Prbg.g_00125
OG0001046	Syal.g_01967	Prbg.g_01602
OG0001047	Syal.g_00522	Prbg.g_00159
OG0001048	Syal.g_00521	Prbg.g_00160
OG0001049	Syal.g_00518	Prbg.g_00162
OG0001050	Syal.g_00517	Prbg.g_00163
OG0001051	Syal.g_00516	Prbg.g_00164
OG0001052	Syal.g_00467	Prbg.g_00190
OG0001053	Syal.g_02900	Prbg.g_00202
OG0001054	Syal.g_02919	Prbg.g_00217
OG0001055	Syal.g_02940	Prbg.g_00236
OG0001056	Syal.g_02833	Prbg.g_00253
OG0001057	Syal.g_01574	Prbg.g_00258
OG0001058	Syal.g_02812	Prbg.g_00267
OG0001059	Syal.g_02808	Prbg.g_00271
OG0001060	Syal.g_02801	Prbg.g_00277
OG0001061	Syal.g_02783	Prbg.g_00292
OG0001062	Syal.g_02781	Prbg.g_00294
OG0001063	Syal.g_02776	Prbg.g_00296
OG0001064	Syal.g_02775	Prbg.g_00297
OG0001065	Syal.g_02774	Prbg.g_00298
OG0001066	Syal.g_02773	Prbg.g_00299
OG0001067	Syal.g_02772	Prbg.g_00300
OG0001068	Syal.g_02771	Prbg.g_00301
OG0001069	Syal.g_02770	Prbg.g_00302
OG0001070	Syal.g_02766	Prbg.g_00306
OG0001071	Syal.g_02765	Prbg.g_00307
OG0001072	Syal.g_02761	Prbg.g_00309
OG0001073	Syal.g_02746	Prbg.g_00323
OG0001074	Syal.g_02575	Prbg.g_00335
OG0001075	Syal.g_02726	Prbg.g_00336
OG0001076	Syal.g_02712	Prbg.g_00343
OG0001077	Syal.g_02702	Prbg.g_00349
OG0001078	Syal.g_02635	Prbg.g_01421
OG0001079	Syal.g_02618	Prbg.g_01409
OG0001080	Syal.g_02514	Prbg.g_01403
OG0001081	Syal.g_02175	Prbg.g_01401
OG0001082	Syal.g_02176	Prbg.g_01400
OG0001083	Syal.g_02184	Prbg.g_01395
OG0001084	Syal.g_02187	Prbg.g_01394
OG0001085	Syal.g_02206	Prbg.g_01111
OG0001086	Syal.g_02208	Prbg.g_01112
OG0001087	Syal.g_01782	Prbg.g_01130
OG0001088	Syal.g_01785	Prbg.g_01131
OG0001089	Syal.g_01811	Prbg.g_01142
OG0001090	Syal.g_01859	Prbg.g_01152
OG0001091	Syal.g_01862	Prbg.g_01374
OG0001092	Syal.g_01864	Prbg.g_01373
OG0001093	Syal.g_02419	Prbg.g_01368
OG0001094	Syal.g_02216	Prbg.g_01375
OG0001095	Syal.g_01879	Prbg.g_01172
OG0001096	Syal.g_02447	Prbg.g_01186
OG0001097	Syal.g_02473	Prbg.g_01206
OG0001098	Syal.g_02083	Prbg.g_01225
OG0001099	Syal.g_00837	Prbg.g_01067
OG0001100	Syal.g_02293	Prbg.g_01075
OG0001101	Syal.g_02292	Prbg.g_01078
OG0001102	Syal.g_02289	Prbg.g_01081
OG0001103	Syal.g_02287	Prbg.g_01083
OG0001104	Syal.g_02241	Prbg.g_01106
OG0001105	Syal.g_02236	Prbg.g_01110
OG0001106	Syal.g_02007	Prbg.g_01278
OG0001107	Syal.g_01993	Prbg.g_01285
OG0001108	Syal.g_01985	Prbg.g_01289
OG0001109	Syal.g_01983	Prbg.g_01290
OG0001110	Syal.g_01981	Prbg.g_01292
OG0001111	Syal.g_01979	Prbg.g_01293
OG0001112	Syal.g_01977	Prbg.g_01294
OG0001113	Syal.g_02244	Prbg.g_01295
OG0001114	Syal.g_01976	Prbg.g_01296
OG0001115	Syal.g_01972	Prbg.g_01298
OG0001116	Syal.g_01970	Prbg.g_01299
OG0001117	Syal.g_01969	Prbg.g_01300
OG0001118	Syal.g_01968	Prbg.g_01301
