Orthogroup	Syal	Prab
OG0000582	Syal.g_02736	Prab.g_00612
OG0000583	Syal.g_02735	Prab.g_00613
OG0000584	Syal.g_02734	Prab.g_00614
OG0000585	Syal.g_02731	Prab.g_00616
OG0000586	Syal.g_02730	Prab.g_00617
OG0000587	Syal.g_02728	Prab.g_00618
OG0000588	Syal.g_02717	Prab.g_00622
OG0000589	Syal.g_02714	Prab.g_00625
OG0000590	Syal.g_02713	Prab.g_00626
OG0000591	Syal.g_02707	Prab.g_00630
OG0000592	Syal.g_02706	Prab.g_00631
OG0000593	Syal.g_02640	Prab.g_00637
OG0000594	Syal.g_02639	Prab.g_00638
OG0000595	Syal.g_02638	Prab.g_00639
OG0000596	Syal.g_02633	Prab.g_00643
OG0000597	Syal.g_02630	Prab.g_00645
OG0000598	Syal.g_02629	Prab.g_00646
OG0000599	Syal.g_02622	Prab.g_00649
OG0000600	Syal.g_02621	Prab.g_00650
OG0000601	Syal.g_02620	Prab.g_00651
OG0000602	Syal.g_02615	Prab.g_00653
OG0000603	Syal.g_02614	Prab.g_00654
OG0000604	Syal.g_02612	Prab.g_00655
OG0000605	Syal.g_02516	Prab.g_00656
OG0000606	Syal.g_02174	Prab.g_00659
OG0000607	Syal.g_02177	Prab.g_00662
OG0000608	Syal.g_02178	Prab.g_00663
OG0000609	Syal.g_02180	Prab.g_00664
OG0000610	Syal.g_02198	Prab.g_00669
OG0000611	Syal.g_02201	Prab.g_00672
OG0000612	Syal.g_02202	Prab.g_00673
OG0000613	Syal.g_01325	Prab.g_00678
OG0000614	Syal.g_01794	Prab.g_00697
OG0000615	Syal.g_02256	Prab.g_00705
OG0000616	Syal.g_00079	Prab.g_00711
OG0000617	Syal.g_01866	Prab.g_00729
OG0000618	Syal.g_01867	Prab.g_00730
OG0000619	Syal.g_02417	Prab.g_00731
OG0000620	Syal.g_02422	Prab.g_00734
OG0000621	Syal.g_02423	Prab.g_00735
OG0000622	Syal.g_02424	Prab.g_00736
OG0000623	Syal.g_02425	Prab.g_00737
OG0000624	Syal.g_02427	Prab.g_00738
OG0000625	Syal.g_02428	Prab.g_00739
OG0000626	Syal.g_02429	Prab.g_00740
OG0000627	Syal.g_02048	Prab.g_00741
OG0000628	Syal.g_02047	Prab.g_00742
OG0000629	Syal.g_02044	Prab.g_00743
OG0000630	Syal.g_02040	Prab.g_00746
OG0000631	Syal.g_02031	Prab.g_00831
OG0000632	Syal.g_02030	Prab.g_00832
OG0000633	Syal.g_02029	Prab.g_00833
OG0000634	Syal.g_02410	Prab.g_00836
OG0000635	Syal.g_02411	Prab.g_00837
OG0000636	Syal.g_02413	Prab.g_00839
OG0000637	Syal.g_02415	Prab.g_00841
OG0000638	Syal.g_02416	Prab.g_00842
OG0000639	Syal.g_01868	Prab.g_00843
OG0000640	Syal.g_01869	Prab.g_00844
OG0000641	Syal.g_01873	Prab.g_00848
OG0000642	Syal.g_01874	Prab.g_00849
OG0000643	Syal.g_01875	Prab.g_00850
OG0000644	Syal.g_01876	Prab.g_00851
OG0000645	Syal.g_01878	Prab.g_00852
OG0000646	Syal.g_01881	Prab.g_00854
OG0000647	Syal.g_01883	Prab.g_00855
OG0000648	Syal.g_02438	Prab.g_00857
OG0000649	Syal.g_02439	Prab.g_00858
OG0000650	Syal.g_02440	Prab.g_00859
OG0000651	Syal.g_02441	Prab.g_00860
OG0000652	Syal.g_02442	Prab.g_00861
OG0000653	Syal.g_02444	Prab.g_00863
OG0000654	Syal.g_02445	Prab.g_00864
OG0000655	Syal.g_02446	Prab.g_00865
OG0000656	Syal.g_02449	Prab.g_00868
OG0000657	Syal.g_02460	Prab.g_00875
OG0000658	Syal.g_02465	Prab.g_00876
OG0000659	Syal.g_02466	Prab.g_00877
OG0000660	Syal.g_02470	Prab.g_00881
OG0000661	Syal.g_02472	Prab.g_00883
OG0000662	Syal.g_02474	Prab.g_00885
OG0000663	Syal.g_02477	Prab.g_00887
OG0000664	Syal.g_02478	Prab.g_00888
OG0000665	Syal.g_02593	Prab.g_00892
OG0000666	Syal.g_02605	Prab.g_00893
OG0000667	Syal.g_02192	Prab.g_00898
OG0000668	Syal.g_01920	Prab.g_01084
OG0000669	Syal.g_02295	Prab.g_01076
OG0000670	Syal.g_02956	Prab.g_01074
OG0000671	Syal.g_02291	Prab.g_01072
OG0000672	Syal.g_02288	Prab.g_01070
OG0000673	Syal.g_02285	Prab.g_01067
OG0000674	Syal.g_02283	Prab.g_01065
OG0000675	Syal.g_02282	Prab.g_01064
OG0000676	Syal.g_02272	Prab.g_01062
OG0000677	Syal.g_02271	Prab.g_01061
OG0000678	Syal.g_02264	Prab.g_01059
OG0000679	Syal.g_02252	Prab.g_01055
OG0000680	Syal.g_02251	Prab.g_01054
OG0000681	Syal.g_02248	Prab.g_01052
OG0000682	Syal.g_02247	Prab.g_01051
OG0000683	Syal.g_02246	Prab.g_01050
OG0000684	Syal.g_02242	Prab.g_01048
OG0000685	Syal.g_02240	Prab.g_01046
OG0000686	Syal.g_02239	Prab.g_01045
OG0000687	Syal.g_02237	Prab.g_01044
OG0000688	Syal.g_02225	Prab.g_01041
OG0000689	Syal.g_02223	Prab.g_01040
OG0000690	Syal.g_02222	Prab.g_01039
OG0000691	Syal.g_02221	Prab.g_01038
OG0000692	Syal.g_02220	Prab.g_01036
OG0000693	Syal.g_02218	Prab.g_01035
OG0000694	Syal.g_02217	Prab.g_01034
OG0000695	Syal.g_02027	Prab.g_01032
OG0000696	Syal.g_02026	Prab.g_01031
OG0000697	Syal.g_02025	Prab.g_01030
OG0000698	Syal.g_02022	Prab.g_01027
OG0000699	Syal.g_02021	Prab.g_01026
OG0000700	Syal.g_02020	Prab.g_01025
OG0000701	Syal.g_02019	Prab.g_01024
OG0000702	Syal.g_02011	Prab.g_01022
OG0000703	Syal.g_02010	Prab.g_01021
OG0000704	Syal.g_02008	Prab.g_01020
OG0000705	Syal.g_01999	Prab.g_01016
OG0000706	Syal.g_01998	Prab.g_01015
OG0000707	Syal.g_01997	Prab.g_01014
OG0000708	Syal.g_01994	Prab.g_01013
OG0000709	Syal.g_01986	Prab.g_01009
OG0000710	Syal.g_01982	Prab.g_01006
OG0000711	Syal.g_01954	Prab.g_00989
OG0000712	Syal.g_01952	Prab.g_00987
OG0000713	Syal.g_01951	Prab.g_00986
OG0000714	Syal.g_01948	Prab.g_00985
OG0000715	Syal.g_01934	Prab.g_00983
OG0000716	Syal.g_01930	Prab.g_00981
OG0000717	Syal.g_01929	Prab.g_00980
OG0000718	Syal.g_01925	Prab.g_00960
OG0000719	Syal.g_01922	Prab.g_00958
OG0000720	Syal.g_01908	Prab.g_00949
OG0000721	Syal.g_01906	Prab.g_00947
OG0000722	Syal.g_01905	Prab.g_00946
OG0000723	Syal.g_02433	Prab.g_00943
OG0000724	Syal.g_01829	Prab.g_00934
OG0000725	Syal.g_01820	Prab.g_00928
OG0000726	Syal.g_01819	Prab.g_00927
OG0000727	Syal.g_01818	Prab.g_00926
OG0000728	Syal.g_01816	Prab.g_00924
OG0000729	Syal.g_01510	Prab.g_01146
OG0000730	Syal.g_00345	Prab.g_01150
OG0000731	Syal.g_00356	Prab.g_01154
OG0000732	Syal.g_00149	Prab.g_01164
OG0000733	Syal.g_01105	Prab.g_01187
OG0000734	Syal.g_00828	Prab.g_01204
OG0000735	Syal.g_01627	Prab.g_01206
OG0000736	Syal.g_01628	Prab.g_01207
OG0000737	Syal.g_01629	Prab.g_01208
OG0000738	Syal.g_01634	Prab.g_01212
OG0000739	Syal.g_01645	Prab.g_01213
OG0000740	Syal.g_01646	Prab.g_01214
OG0000741	Syal.g_01649	Prab.g_01215
OG0000742	Syal.g_01652	Prab.g_01218
OG0000743	Syal.g_01654	Prab.g_01220
OG0000744	Syal.g_01655	Prab.g_01221
OG0000745	Syal.g_01657	Prab.g_01222
OG0000746	Syal.g_01659	Prab.g_01224
OG0000747	Syal.g_01660	Prab.g_01225
OG0000748	Syal.g_01674	Prab.g_01228
OG0000749	Syal.g_01675	Prab.g_01229
OG0000750	Syal.g_01676	Prab.g_01230
OG0000751	Syal.g_01688	Prab.g_01232
OG0000752	Syal.g_01690	Prab.g_01234
OG0000753	Syal.g_01693	Prab.g_01237
OG0000754	Syal.g_01698	Prab.g_01240
OG0000755	Syal.g_01707	Prab.g_01243
OG0000756	Syal.g_01708	Prab.g_01244
OG0000757	Syal.g_01715	Prab.g_01250
OG0000758	Syal.g_01716	Prab.g_01251
OG0000759	Syal.g_01717	Prab.g_01252
OG0000760	Syal.g_01718	Prab.g_01253
OG0000761	Syal.g_01719	Prab.g_01254
OG0000762	Syal.g_01721	Prab.g_01255
OG0000763	Syal.g_01723	Prab.g_01257
OG0000764	Syal.g_01724	Prab.g_01258
OG0000765	Syal.g_01768	Prab.g_01267
OG0000766	Syal.g_01767	Prab.g_01268
OG0000767	Syal.g_01765	Prab.g_01270
OG0000768	Syal.g_01764	Prab.g_01271
OG0000769	Syal.g_01762	Prab.g_01273
OG0000770	Syal.g_01758	Prab.g_01275
OG0000771	Syal.g_01835	Prab.g_01284
OG0000772	Syal.g_01641	Prab.g_01303
OG0000773	Syal.g_01618	Prab.g_01317
OG0000774	Syal.g_01610	Prab.g_01319
OG0000775	Syal.g_01608	Prab.g_01321
OG0000776	Syal.g_01607	Prab.g_01322
OG0000777	Syal.g_01606	Prab.g_01323
OG0000778	Syal.g_01605	Prab.g_01324
OG0000779	Syal.g_01599	Prab.g_01328
OG0000780	Syal.g_01594	Prab.g_01329
OG0000781	Syal.g_01590	Prab.g_01332
OG0000782	Syal.g_01589	Prab.g_01333
OG0000783	Syal.g_01588	Prab.g_01334
OG0000784	Syal.g_01587	Prab.g_01335
OG0000785	Syal.g_01585	Prab.g_01337
OG0000786	Syal.g_01579	Prab.g_01339
OG0000787	Syal.g_01578	Prab.g_01340
OG0000788	Syal.g_02619	Prab.g_01348
OG0000789	Syal.g_02598	Prab.g_01351
OG0000790	Syal.g_02883	Prab.g_01365
OG0000791	Syal.g_02882	Prab.g_01367
OG0000792	Syal.g_02881	Prab.g_01368
OG0000793	Syal.g_02876	Prab.g_01371
OG0000794	Syal.g_02875	Prab.g_01372
OG0000795	Syal.g_02874	Prab.g_01373
OG0000796	Syal.g_02870	Prab.g_01377
OG0000797	Syal.g_02869	Prab.g_01378
OG0000798	Syal.g_01260, Syal.g_01372	Prab.g_01411
OG0000799	Syal.g_01547	Prab.g_01448
OG0000800	Syal.g_01542	Prab.g_01449
OG0000801	Syal.g_01541	Prab.g_01450
OG0000802	Syal.g_01536	Prab.g_01452
OG0000803	Syal.g_00040	Prab.g_01454
OG0000804	Syal.g_00036	Prab.g_01455
OG0000805	Syal.g_00030	Prab.g_01457
OG0000806	Syal.g_00028	Prab.g_01459
OG0000807	Syal.g_00026	Prab.g_01460
OG0000808	Syal.g_00025	Prab.g_01461
OG0000809	Syal.g_00022	Prab.g_01464
OG0000810	Syal.g_00021	Prab.g_01465
OG0000811	Syal.g_00380	Prab.g_01469
OG0000812	Syal.g_00382	Prab.g_01471
OG0000813	Syal.g_00383	Prab.g_01472
OG0000814	Syal.g_00385	Prab.g_01474
OG0000815	Syal.g_00391	Prab.g_01475
OG0000816	Syal.g_00393	Prab.g_01477
OG0000817	Syal.g_00394	Prab.g_01478
OG0000818	Syal.g_00401	Prab.g_01483
OG0000819	Syal.g_00402	Prab.g_01484
OG0000820	Syal.g_00403	Prab.g_01485
OG0000821	Syal.g_00409	Prab.g_01489
OG0000822	Syal.g_00411	Prab.g_01490
OG0000823	Syal.g_00412	Prab.g_01491
OG0000824	Syal.g_00417	Prab.g_01494
OG0000825	Syal.g_00418	Prab.g_01495
OG0000826	Syal.g_00419	Prab.g_01496
OG0000827	Syal.g_00420	Prab.g_01497
OG0000828	Syal.g_00423	Prab.g_01500
OG0000829	Syal.g_00424	Prab.g_01501
OG0000830	Syal.g_00425	Prab.g_01502
OG0000831	Syal.g_00427	Prab.g_01504
OG0000832	Syal.g_02967	Prab.g_01510
OG0000833	Syal.g_02976	Prab.g_01518
OG0000834	Syal.g_02979	Prab.g_01519
OG0000835	Syal.g_02980	Prab.g_01520
OG0000836	Syal.g_02983	Prab.g_01521
OG0000837	Syal.g_02984	Prab.g_01522
OG0000838	Syal.g_02988	Prab.g_01524
OG0000839	Syal.g_02989	Prab.g_01525
OG0000840	Syal.g_02990	Prab.g_01526
OG0000841	Syal.g_02991	Prab.g_01527
OG0000842	Syal.g_02992	Prab.g_01528
OG0000843	Syal.g_02993	Prab.g_01529
OG0000844	Syal.g_02995	Prab.g_01530
OG0000845	Syal.g_02996	Prab.g_01531
OG0000846	Syal.g_02997	Prab.g_01532
OG0000847	Syal.g_02998	Prab.g_01533
OG0000848	Syal.g_03000	Prab.g_01534
OG0000849	Syal.g_03001	Prab.g_01535
OG0000850	Syal.g_03008	Prab.g_01537
OG0000851	Syal.g_00561	Prab.g_01538
OG0000852	Syal.g_00562	Prab.g_01539
OG0000853	Syal.g_00566	Prab.g_01543
OG0000854	Syal.g_00568	Prab.g_01545
OG0000855	Syal.g_00569	Prab.g_01546
OG0000856	Syal.g_02704	Prab.g_01563
OG0000857	Syal.g_01882	Prab.g_01601
OG0000858	Syal.g_00576	Prab.g_01663
OG0000859	Syal.g_00577	Prab.g_01664
OG0000860	Syal.g_00589	Prab.g_01671
OG0000861	Syal.g_00590	Prab.g_01672
OG0000862	Syal.g_00591	Prab.g_01673
OG0000863	Syal.g_00594	Prab.g_01675
OG0000864	Syal.g_00595	Prab.g_01676
OG0000865	Syal.g_00596	Prab.g_01677
OG0000866	Syal.g_00597	Prab.g_01678
OG0000867	Syal.g_00598	Prab.g_01679
OG0000868	Syal.g_00604	Prab.g_01680
OG0000869	Syal.g_00609	Prab.g_01684
OG0000870	Syal.g_00614	Prab.g_01689
OG0000871	Syal.g_00615	Prab.g_01690
OG0000872	Syal.g_00621	Prab.g_01691
OG0000873	Syal.g_00624	Prab.g_01694
OG0000874	Syal.g_00627	Prab.g_01697
OG0000875	Syal.g_00629	Prab.g_01698
OG0000876	Syal.g_00631	Prab.g_01699
OG0000877	Syal.g_00633	Prab.g_01701
OG0000878	Syal.g_00634	Prab.g_01702
OG0000879	Syal.g_00635	Prab.g_01703
OG0000880	Syal.g_00636	Prab.g_01704
OG0000881	Syal.g_00641	Prab.g_01708
OG0000882	Syal.g_00646	Prab.g_01713
OG0000883	Syal.g_00648	Prab.g_01714
OG0000884	Syal.g_00650	Prab.g_01716
OG0000885	Syal.g_00651	Prab.g_01717
OG0000886	Syal.g_00652	Prab.g_01718
OG0000887	Syal.g_00653	Prab.g_01719
OG0000888	Syal.g_00655	Prab.g_01721
OG0000889	Syal.g_00657	Prab.g_01723
OG0000890	Syal.g_00663	Prab.g_01724
OG0000891	Syal.g_00664	Prab.g_01725
OG0000892	Syal.g_00668	Prab.g_01727
OG0000893	Syal.g_00193	Prab.g_01731
OG0000894	Syal.g_00196	Prab.g_01733
OG0000895	Syal.g_00200	Prab.g_01736
OG0000896	Syal.g_00201	Prab.g_01737
OG0000897	Syal.g_00203	Prab.g_01739
OG0000898	Syal.g_00204	Prab.g_01740
OG0000899	Syal.g_00205	Prab.g_01741
OG0000900	Syal.g_00206	Prab.g_01742
OG0000901	Syal.g_00211	Prab.g_01745
OG0000902	Syal.g_00213	Prab.g_01747
OG0000903	Syal.g_00227	Prab.g_01750
OG0000904	Syal.g_00222	Prab.g_01752
OG0000905	Syal.g_00217	Prab.g_01756
OG0000906	Syal.g_00215	Prab.g_01757
OG0000907	Syal.g_00229	Prab.g_01760
OG0000908	Syal.g_00232	Prab.g_01763
OG0000909	Syal.g_00233	Prab.g_01764
OG0000910	Syal.g_00234	Prab.g_01765
OG0000911	Syal.g_00237	Prab.g_01767
OG0000912	Syal.g_00238	Prab.g_01768
OG0000913	Syal.g_00239	Prab.g_01769
OG0000914	Syal.g_00240	Prab.g_01770
OG0000915	Syal.g_00241	Prab.g_01771
OG0000916	Syal.g_00242	Prab.g_01772
OG0000917	Syal.g_00243	Prab.g_01773
OG0000918	Syal.g_00244	Prab.g_01774
OG0000919	Syal.g_00245	Prab.g_01775
OG0000920	Syal.g_00246	Prab.g_01776
OG0000921	Syal.g_00247	Prab.g_01777
OG0000922	Syal.g_00248	Prab.g_01778
OG0000923	Syal.g_00252	Prab.g_01782
OG0000924	Syal.g_00253	Prab.g_01783
OG0000925	Syal.g_00254	Prab.g_01784
OG0000926	Syal.g_00255	Prab.g_01785
OG0000927	Syal.g_00257	Prab.g_01787
OG0000928	Syal.g_00258	Prab.g_01788
OG0000929	Syal.g_00259	Prab.g_01789
OG0000930	Syal.g_00260	Prab.g_01790
OG0000931	Syal.g_00261	Prab.g_01791
OG0000932	Syal.g_00262	Prab.g_01792
OG0000933	Syal.g_00268	Prab.g_01796
OG0000934	Syal.g_00270	Prab.g_01798
OG0000935	Syal.g_00271	Prab.g_01799
OG0000936	Syal.g_00272	Prab.g_01800
OG0000937	Syal.g_00273	Prab.g_01801
OG0000938	Syal.g_00276	Prab.g_01803
OG0000939	Syal.g_00277	Prab.g_01804
OG0000940	Syal.g_00285	Prab.g_01811
OG0000941	Syal.g_00287	Prab.g_01813
OG0000942	Syal.g_00289	Prab.g_01815
OG0000943	Syal.g_00290	Prab.g_01816
OG0000944	Syal.g_00292	Prab.g_01817
OG0000945	Syal.g_00294	Prab.g_01818
OG0000946	Syal.g_00301	Prab.g_01822
OG0000947	Syal.g_00304	Prab.g_01824
OG0000948	Syal.g_00305	Prab.g_01825
OG0000949	Syal.g_01341	Prab.g_01828
OG0000950	Syal.g_01348	Prab.g_01833
OG0000951	Syal.g_01353	Prab.g_01836
OG0000952	Syal.g_01363	Prab.g_01840
OG0000953	Syal.g_01435	Prab.g_01843
OG0000954	Syal.g_01443	Prab.g_01847
OG0000955	Syal.g_01444	Prab.g_01848
OG0000956	Syal.g_01446	Prab.g_01850
OG0000957	Syal.g_01457	Prab.g_01855
OG0000958	Syal.g_01458	Prab.g_01856
OG0000959	Syal.g_01482	Prab.g_01860
OG0000960	Syal.g_01483	Prab.g_01861
OG0000961	Syal.g_01507	Prab.g_01863
OG0000962	Syal.g_01509	Prab.g_01865
OG0000963	Syal.g_01514	Prab.g_01869
OG0000964	Syal.g_01515	Prab.g_01870
OG0000965	Syal.g_01516	Prab.g_01871
OG0000966	Syal.g_00176	Prab.g_01879
OG0000967	Syal.g_00171	Prab.g_01883
OG0000968	Syal.g_00169	Prab.g_01885
OG0000969	Syal.g_00167	Prab.g_01886
OG0000970	Syal.g_00166	Prab.g_01887
OG0000971	Syal.g_00164	Prab.g_01888
OG0000972	Syal.g_00163	Prab.g_01889
OG0000973	Syal.g_00162	Prab.g_01890
OG0000974	Syal.g_00161	Prab.g_01891
OG0000975	Syal.g_00160	Prab.g_01892
OG0000976	Syal.g_00159	Prab.g_01893
OG0000977	Syal.g_00157	Prab.g_01894
OG0000978	Syal.g_00156	Prab.g_01895
OG0000979	Syal.g_00153	Prab.g_01898
OG0000980	Syal.g_00150	Prab.g_01900
OG0000981	Syal.g_00147	Prab.g_01902
OG0000982	Syal.g_01068	Prab.g_01904
OG0000983	Syal.g_01069	Prab.g_01905
OG0000984	Syal.g_01070	Prab.g_01906
OG0000985	Syal.g_01074	Prab.g_01909
OG0000986	Syal.g_01076	Prab.g_01911
OG0000987	Syal.g_01080	Prab.g_01912
OG0000988	Syal.g_01086	Prab.g_01915
OG0000989	Syal.g_01098	Prab.g_01919
OG0000990	Syal.g_01118	Prab.g_01922
OG0000991	Syal.g_01120	Prab.g_01923
OG0000992	Syal.g_01122	Prab.g_01925
OG0000993	Syal.g_01123	Prab.g_01926
OG0000994	Syal.g_01127	Prab.g_01927
OG0000995	Syal.g_01132	Prab.g_01931
OG0000996	Syal.g_01162	Prab.g_01932
OG0000997	Syal.g_01171	Prab.g_01933
OG0000998	Syal.g_01173	Prab.g_01935
OG0000999	Syal.g_01174	Prab.g_01936
OG0001000	Syal.g_01177	Prab.g_01939
OG0001001	Syal.g_01182	Prab.g_01941
OG0001002	Syal.g_00082	Prab.g_01945
OG0001003	Syal.g_00084	Prab.g_01947
OG0001004	Syal.g_00085	Prab.g_01948
OG0001005	Syal.g_00087	Prab.g_01949
OG0001006	Syal.g_00094	Prab.g_01953
OG0001007	Syal.g_00096	Prab.g_01955
OG0001008	Syal.g_00524	Prab.g_00440
OG0001009	Syal.g_00129	Prab.g_00027
OG0001010	Syal.g_00130	Prab.g_00028
OG0001011	Syal.g_00131	Prab.g_00029
OG0001012	Syal.g_01064	Prab.g_00042
OG0001013	Syal.g_01026	Prab.g_00047
OG0001014	Syal.g_01022	Prab.g_00050
OG0001015	Syal.g_01021	Prab.g_00051
OG0001016	Syal.g_00756	Prab.g_00065
OG0001017	Syal.g_00762	Prab.g_00069
OG0001018	Syal.g_00764	Prab.g_00072
OG0001019	Syal.g_00785	Prab.g_00081
OG0001020	Syal.g_00796	Prab.g_00082
OG0001021	Syal.g_00800	Prab.g_00083
OG0001022	Syal.g_00805	Prab.g_00085
OG0001023	Syal.g_00806	Prab.g_00086
OG0001024	Syal.g_00810	Prab.g_00089
OG0001025	Syal.g_00817	Prab.g_00095
OG0001026	Syal.g_00830	Prab.g_00102
OG0001027	Syal.g_00834	Prab.g_00103
OG0001028	Syal.g_00836	Prab.g_00105
OG0001029	Syal.g_00838	Prab.g_00106
OG0001030	Syal.g_00860	Prab.g_00120
OG0001031	Syal.g_00936	Prab.g_00177
OG0001032	Syal.g_00938	Prab.g_00178
OG0001033	Syal.g_00972	Prab.g_00199
OG0001034	Syal.g_00684	Prab.g_00227
OG0001035	Syal.g_01226	Prab.g_00244
OG0001036	Syal.g_01231	Prab.g_00248
OG0001037	Syal.g_01233	Prab.g_00249
OG0001038	Syal.g_01261	Prab.g_00266
OG0001039	Syal.g_01264	Prab.g_00269
OG0001040	Syal.g_01267	Prab.g_00271
OG0001041	Syal.g_01272	Prab.g_00275
OG0001042	Syal.g_01300	Prab.g_00292
OG0001043	Syal.g_01304	Prab.g_00293
OG0001044	Syal.g_00346	Prab.g_00321
OG0001045	Syal.g_00359	Prab.g_00329
OG0001046	Syal.g_01967	Prab.g_00367
OG0001047	Syal.g_00522	Prab.g_00442
OG0001048	Syal.g_00521	Prab.g_00443
OG0001049	Syal.g_00518	Prab.g_00445
OG0001050	Syal.g_00517	Prab.g_00446
OG0001051	Syal.g_00516	Prab.g_00447
OG0001052	Syal.g_00467	Prab.g_00475
OG0001053	Syal.g_02900	Prab.g_00487
OG0001054	Syal.g_02919	Prab.g_00502
OG0001055	Syal.g_02940	Prab.g_00521
OG0001056	Syal.g_02833	Prab.g_00540
OG0001057	Syal.g_01574	Prab.g_00545
OG0001058	Syal.g_02812	Prab.g_00553
OG0001059	Syal.g_02808	Prab.g_00557
OG0001060	Syal.g_02801	Prab.g_00564
OG0001061	Syal.g_02783	Prab.g_00578
OG0001062	Syal.g_02781	Prab.g_00580
OG0001063	Syal.g_02776	Prab.g_00582
OG0001064	Syal.g_02775	Prab.g_00583
OG0001065	Syal.g_02774	Prab.g_00584
OG0001066	Syal.g_02773	Prab.g_00585
OG0001067	Syal.g_02772	Prab.g_00586
OG0001068	Syal.g_02771	Prab.g_00587
OG0001069	Syal.g_02770	Prab.g_00588
OG0001070	Syal.g_02766	Prab.g_00591
OG0001071	Syal.g_02765	Prab.g_00592
OG0001072	Syal.g_02761	Prab.g_00594
OG0001073	Syal.g_02746	Prab.g_00608
OG0001074	Syal.g_02575	Prab.g_00619
OG0001075	Syal.g_02726	Prab.g_00620
OG0001076	Syal.g_02712	Prab.g_00629
OG0001077	Syal.g_02702	Prab.g_00633
OG0001078	Syal.g_02635	Prab.g_00641
OG0001079	Syal.g_02618	Prab.g_00652
OG0001080	Syal.g_02514	Prab.g_00658
OG0001081	Syal.g_02175	Prab.g_00660
OG0001082	Syal.g_02176	Prab.g_00661
OG0001083	Syal.g_02184	Prab.g_00666
OG0001084	Syal.g_02187	Prab.g_00667
OG0001085	Syal.g_02206	Prab.g_00675
OG0001086	Syal.g_02208	Prab.g_00676
OG0001087	Syal.g_01782	Prab.g_00693
OG0001088	Syal.g_01785	Prab.g_00694
OG0001089	Syal.g_01811	Prab.g_00702
OG0001090	Syal.g_01859	Prab.g_00724
OG0001091	Syal.g_01862	Prab.g_00726
OG0001092	Syal.g_01864	Prab.g_00727
OG0001093	Syal.g_02419	Prab.g_00732
OG0001094	Syal.g_02216	Prab.g_00834
OG0001095	Syal.g_01879	Prab.g_00853
OG0001096	Syal.g_02447	Prab.g_00866
OG0001097	Syal.g_02473	Prab.g_00884
OG0001098	Syal.g_02083	Prab.g_00900
OG0001099	Syal.g_00837	Prab.g_01079
OG0001100	Syal.g_02293	Prab.g_01075
OG0001101	Syal.g_02292	Prab.g_01073
OG0001102	Syal.g_02289	Prab.g_01071
OG0001103	Syal.g_02287	Prab.g_01069
OG0001104	Syal.g_02241	Prab.g_01047
OG0001105	Syal.g_02236	Prab.g_01043
OG0001106	Syal.g_02007	Prab.g_01019
OG0001107	Syal.g_01993	Prab.g_01012
OG0001108	Syal.g_01985	Prab.g_01008
OG0001109	Syal.g_01983	Prab.g_01007
OG0001110	Syal.g_01981	Prab.g_01005
OG0001111	Syal.g_01979	Prab.g_01004
OG0001112	Syal.g_01977	Prab.g_01003
OG0001113	Syal.g_02244	Prab.g_01002
OG0001114	Syal.g_01976	Prab.g_01001
OG0001115	Syal.g_01972	Prab.g_00999
OG0001116	Syal.g_01970	Prab.g_00998
OG0001117	Syal.g_01969	Prab.g_00997
OG0001118	Syal.g_01968	Prab.g_00996
OG0001119	Syal.g_01966	Prab.g_00995
OG0001120	Syal.g_01962	Prab.g_00993
OG0001121	Syal.g_02960	Prab.g_01184, Prab.g_00990
OG0001122	Syal.g_01921	Prab.g_00957
OG0001123	Syal.g_01913	Prab.g_00953
OG0001124	Syal.g_01911	Prab.g_00951
OG0001125	Syal.g_01909	Prab.g_00950
OG0001126	Syal.g_01837	Prab.g_00940
OG0001127	Syal.g_01836	Prab.g_00939
OG0001128	Syal.g_01833	Prab.g_00937
OG0001129	Syal.g_01831	Prab.g_00936
OG0001130	Syal.g_01830	Prab.g_00935
OG0001131	Syal.g_02260	Prab.g_01125
OG0001132	Syal.g_02553	Prab.g_01135
OG0001133	Syal.g_02710	Prab.g_01169
OG0001134	Syal.g_02506	Prab.g_01186
OG0001135	Syal.g_02505	Prab.g_01189
OG0001136	Syal.g_01650	Prab.g_01216
OG0001137	Syal.g_01673	Prab.g_01227
OG0001138	Syal.g_01709	Prab.g_01245
OG0001139	Syal.g_01711	Prab.g_01246
OG0001140	Syal.g_01712	Prab.g_01247
OG0001141	Syal.g_01713	Prab.g_01248
OG0001142	Syal.g_01714	Prab.g_01249
OG0001143	Syal.g_01722	Prab.g_01256
OG0001144	Syal.g_01736	Prab.g_01261
OG0001145	Syal.g_01614	Prab.g_01318
OG0001146	Syal.g_01593	Prab.g_01330
OG0001147	Syal.g_00458	Prab.g_01347
OG0001148	Syal.g_02886	Prab.g_01362
OG0001149	Syal.g_02885	Prab.g_01363
OG0001150	Syal.g_02884	Prab.g_01364
OG0001151	Syal.g_02872	Prab.g_01375
OG0001152	Syal.g_02871	Prab.g_01376
OG0001153	Syal.g_00421	Prab.g_01498
OG0001154	Syal.g_00422	Prab.g_01499
OG0001155	Syal.g_02969	Prab.g_01511
OG0001156	Syal.g_02972	Prab.g_01514
OG0001157	Syal.g_02973	Prab.g_01515
OG0001158	Syal.g_02974	Prab.g_01516
OG0001159	Syal.g_02975	Prab.g_01517
OG0001160	Syal.g_00564	Prab.g_01541
OG0001161	Syal.g_01104	Prab.g_01553
OG0001162	Syal.g_01577	Prab.g_01567
