Orthogroup	Syal	Syat
OG0000587	Syal.g_02728	Syat.g_00001
OG0000588	Syal.g_02717	Syat.g_00338
OG0000589	Syal.g_02714	Syat.g_03318
OG0000590	Syal.g_02713	Syat.g_03317
OG0000591	Syal.g_02707	Syat.g_03308
OG0000592	Syal.g_02706	Syat.g_03307
OG0000593	Syal.g_02640	Syat.g_00113
OG0000594	Syal.g_02639	Syat.g_00114
OG0000595	Syal.g_02638	Syat.g_00115
OG0000596	Syal.g_02633	Syat.g_00129
OG0000597	Syal.g_02630	Syat.g_00132
OG0000598	Syal.g_02629	Syat.g_00133
OG0000599	Syal.g_02622	Syat.g_00381
OG0000600	Syal.g_02621	Syat.g_00380
OG0000601	Syal.g_02620	Syat.g_00379
OG0000602	Syal.g_02615	Syat.g_00375
OG0000603	Syal.g_02614	Syat.g_00374
OG0000604	Syal.g_02612	Syat.g_00372
OG0000605	Syal.g_02516	Syat.g_00370
OG0000606	Syal.g_02174	Syat.g_00367
OG0000607	Syal.g_02177	Syat.g_00364
OG0000608	Syal.g_02178	Syat.g_00363
OG0000609	Syal.g_02180	Syat.g_00344
OG0000610	Syal.g_02198	Syat.g_00399
OG0000611	Syal.g_02201	Syat.g_00402
OG0000612	Syal.g_02202	Syat.g_00403
OG0000613	Syal.g_01325	Syat.g_02129
OG0000614	Syal.g_01794	Syat.g_01084
OG0000615	Syal.g_02256	Syat.g_00442
OG0000616	Syal.g_00079	Syat.g_02397
OG0000617	Syal.g_01866	Syat.g_00665
OG0000618	Syal.g_01867	Syat.g_00666
OG0000619	Syal.g_02417	Syat.g_00667
OG0000620	Syal.g_02422	Syat.g_02591
OG0000621	Syal.g_02423	Syat.g_02590
OG0000622	Syal.g_02424	Syat.g_02572
OG0000623	Syal.g_02425	Syat.g_00672
OG0000624	Syal.g_02427	Syat.g_00673
OG0000625	Syal.g_02428	Syat.g_00674
OG0000626	Syal.g_02429	Syat.g_00675
OG0000627	Syal.g_02048	Syat.g_00641
OG0000628	Syal.g_02047	Syat.g_00640
OG0000629	Syal.g_02044	Syat.g_00637
OG0000630	Syal.g_02040	Syat.g_00631
OG0000631	Syal.g_02031	Syat.g_00624
OG0000632	Syal.g_02030	Syat.g_00623
OG0000633	Syal.g_02029	Syat.g_00622
OG0000634	Syal.g_02410	Syat.g_00475
OG0000635	Syal.g_02411	Syat.g_00476
OG0000636	Syal.g_02413	Syat.g_00478
OG0000637	Syal.g_02415	Syat.g_00480
OG0000638	Syal.g_02416	Syat.g_00481
OG0000639	Syal.g_01868	Syat.g_00482
OG0000640	Syal.g_01869	Syat.g_00483
OG0000641	Syal.g_01873	Syat.g_00488
OG0000642	Syal.g_01874	Syat.g_00489
OG0000643	Syal.g_01875	Syat.g_00494
OG0000644	Syal.g_01876	Syat.g_00495
OG0000645	Syal.g_01878	Syat.g_00496
OG0000646	Syal.g_01881	Syat.g_00499
OG0000647	Syal.g_01883	Syat.g_00501
OG0000648	Syal.g_02438	Syat.g_00504
OG0000649	Syal.g_02439	Syat.g_00505
OG0000650	Syal.g_02440	Syat.g_00506
OG0000651	Syal.g_02441	Syat.g_00507
OG0000652	Syal.g_02442	Syat.g_00508
OG0000653	Syal.g_02444	Syat.g_00510
OG0000654	Syal.g_02445	Syat.g_00514
OG0000655	Syal.g_02446	Syat.g_00515
OG0000656	Syal.g_02449	Syat.g_00518
OG0000657	Syal.g_02460	Syat.g_00720
OG0000658	Syal.g_02465	Syat.g_00723
OG0000659	Syal.g_02466	Syat.g_00724
OG0000660	Syal.g_02470	Syat.g_00740
OG0000661	Syal.g_02472	Syat.g_00742
OG0000662	Syal.g_02474	Syat.g_00746
OG0000663	Syal.g_02477	Syat.g_00749
OG0000664	Syal.g_02478	Syat.g_00752
OG0000665	Syal.g_02593	Syat.g_03302
OG0000666	Syal.g_02605	Syat.g_01415
OG0000667	Syal.g_02192	Syat.g_00958, Syat.g_03278
OG0000668	Syal.g_01920	Syat.g_00710
OG0000669	Syal.g_02295	Syat.g_00416
OG0000670	Syal.g_02956	Syat.g_00419
OG0000671	Syal.g_02291	Syat.g_00421
OG0000672	Syal.g_02288	Syat.g_00424
OG0000673	Syal.g_02285	Syat.g_00430
OG0000674	Syal.g_02283	Syat.g_00432
OG0000675	Syal.g_02282	Syat.g_00433
OG0000676	Syal.g_02272	Syat.g_00436
OG0000677	Syal.g_02271	Syat.g_00437
OG0000678	Syal.g_02264	Syat.g_00439
OG0000679	Syal.g_02252	Syat.g_00448
OG0000680	Syal.g_02251	Syat.g_00449
OG0000681	Syal.g_02248	Syat.g_00452
OG0000682	Syal.g_02247	Syat.g_00453
OG0000683	Syal.g_02246	Syat.g_00454
OG0000684	Syal.g_02242	Syat.g_00457
OG0000685	Syal.g_02240	Syat.g_02571
OG0000686	Syal.g_02239	Syat.g_00459
OG0000687	Syal.g_02237	Syat.g_00460
OG0000688	Syal.g_02225	Syat.g_00463
OG0000689	Syal.g_02223	Syat.g_00465
OG0000690	Syal.g_02222	Syat.g_00466
OG0000691	Syal.g_02221	Syat.g_00467
OG0000692	Syal.g_02220	Syat.g_00469
OG0000693	Syal.g_02218	Syat.g_00471
OG0000694	Syal.g_02217	Syat.g_00472
OG0000695	Syal.g_02027	Syat.g_00619
OG0000696	Syal.g_02026	Syat.g_00618
OG0000697	Syal.g_02025	Syat.g_00616
OG0000698	Syal.g_02022	Syat.g_00613
OG0000699	Syal.g_02021	Syat.g_00611
OG0000700	Syal.g_02020	Syat.g_00610
OG0000701	Syal.g_02019	Syat.g_00609
OG0000702	Syal.g_02011	Syat.g_00606
OG0000703	Syal.g_02010	Syat.g_00601
OG0000704	Syal.g_02008	Syat.g_00599
OG0000705	Syal.g_01999	Syat.g_00592
OG0000706	Syal.g_01998	Syat.g_00591
OG0000707	Syal.g_01997	Syat.g_00590
OG0000708	Syal.g_01994	Syat.g_00587
OG0000709	Syal.g_01986	Syat.g_00573
OG0000710	Syal.g_01982	Syat.g_00567
OG0000711	Syal.g_01954	Syat.g_00539
OG0000712	Syal.g_01952	Syat.g_00537
OG0000713	Syal.g_01951	Syat.g_00536
OG0000714	Syal.g_01948	Syat.g_00532
OG0000715	Syal.g_01934	Syat.g_00530
OG0000716	Syal.g_01930	Syat.g_00527
OG0000717	Syal.g_01929	Syat.g_00526
OG0000718	Syal.g_01925	Syat.g_00522
OG0000719	Syal.g_01922	Syat.g_00712
OG0000720	Syal.g_01908	Syat.g_00699
OG0000721	Syal.g_01906	Syat.g_00697
OG0000722	Syal.g_01905	Syat.g_00696
OG0000723	Syal.g_02433	Syat.g_00686
OG0000724	Syal.g_01829	Syat.g_00782
OG0000725	Syal.g_01820	Syat.g_00810
OG0000726	Syal.g_01819	Syat.g_00811
OG0000727	Syal.g_01818	Syat.g_00812
OG0000728	Syal.g_01816	Syat.g_00814
OG0000729	Syal.g_01510	Syat.g_02224
OG0000730	Syal.g_00345	Syat.g_01617
OG0000731	Syal.g_00356	Syat.g_01605
OG0000732	Syal.g_00149	Syat.g_02290
OG0000733	Syal.g_01105	Syat.g_03285
OG0000734	Syal.g_00828	Syat.g_01579
OG0000735	Syal.g_01627	Syat.g_03235
OG0000736	Syal.g_01628	Syat.g_03236
OG0000737	Syal.g_01629	Syat.g_03237
OG0000738	Syal.g_01634	Syat.g_03251
OG0000739	Syal.g_01645	Syat.g_03252
OG0000740	Syal.g_01646	Syat.g_03253
OG0000741	Syal.g_01649	Syat.g_03256
OG0000742	Syal.g_01652	Syat.g_03259
OG0000743	Syal.g_01654	Syat.g_03262
OG0000744	Syal.g_01655	Syat.g_03263
OG0000745	Syal.g_01657	Syat.g_03266
OG0000746	Syal.g_01659	Syat.g_00314
OG0000747	Syal.g_01660	Syat.g_00313
OG0000748	Syal.g_01674	Syat.g_00305
OG0000749	Syal.g_01675	Syat.g_00303
OG0000750	Syal.g_01676	Syat.g_00302
OG0000751	Syal.g_01688	Syat.g_00296
OG0000752	Syal.g_01690	Syat.g_00294
OG0000753	Syal.g_01693	Syat.g_00291
OG0000754	Syal.g_01698	Syat.g_00250
OG0000755	Syal.g_01707	Syat.g_00217
OG0000756	Syal.g_01708	Syat.g_00216
OG0000757	Syal.g_01715	Syat.g_00205
OG0000758	Syal.g_01716	Syat.g_00204
OG0000759	Syal.g_01717	Syat.g_00203
OG0000760	Syal.g_01718	Syat.g_00202
OG0000761	Syal.g_01719	Syat.g_00201
OG0000762	Syal.g_01721	Syat.g_00199
OG0000763	Syal.g_01723	Syat.g_00924
OG0000764	Syal.g_01724	Syat.g_00923
OG0000765	Syal.g_01768	Syat.g_00897
OG0000766	Syal.g_01767	Syat.g_00896
OG0000767	Syal.g_01765	Syat.g_00894
OG0000768	Syal.g_01764	Syat.g_00893
OG0000769	Syal.g_01762	Syat.g_00891
OG0000770	Syal.g_01758	Syat.g_00886
OG0000771	Syal.g_01835	Syat.g_00788
OG0000772	Syal.g_01641	Syat.g_01768
OG0000773	Syal.g_01618	Syat.g_01114
OG0000774	Syal.g_01610	Syat.g_01146
OG0000775	Syal.g_01608	Syat.g_01148
OG0000776	Syal.g_01607	Syat.g_01149
OG0000777	Syal.g_01606	Syat.g_01150
OG0000778	Syal.g_01605	Syat.g_01151
OG0000779	Syal.g_01599	Syat.g_01154
OG0000780	Syal.g_01594	Syat.g_01157
OG0000781	Syal.g_01590	Syat.g_01161
OG0000782	Syal.g_01589	Syat.g_01162
OG0000783	Syal.g_01588	Syat.g_01163
OG0000784	Syal.g_01587	Syat.g_01164
OG0000785	Syal.g_01585	Syat.g_01166
OG0000786	Syal.g_01579	Syat.g_01170
OG0000787	Syal.g_01578	Syat.g_01171
OG0000788	Syal.g_02619	Syat.g_00087
OG0000789	Syal.g_02598	Syat.g_00845
OG0000790	Syal.g_02883	Syat.g_01300
OG0000791	Syal.g_02882	Syat.g_01302
OG0000792	Syal.g_02881	Syat.g_01303
OG0000793	Syal.g_02876	Syat.g_01412
OG0000794	Syal.g_02875	Syat.g_01414
OG0000795	Syal.g_02874	Syat.g_01416
OG0000796	Syal.g_02870	Syat.g_01422
OG0000797	Syal.g_02869	Syat.g_01423
OG0000798	Syal.g_01260	Syat.g_02057
OG0000798	Syal.g_01372	Syat.g_01214
OG0000799	Syal.g_01547	Syat.g_01256
OG0000800	Syal.g_01542	Syat.g_01255
OG0000801	Syal.g_01541	Syat.g_01253
OG0000802	Syal.g_01536	Syat.g_01245
OG0000803	Syal.g_00040	Syat.g_01241
OG0000804	Syal.g_00036	Syat.g_01238
OG0000805	Syal.g_00030	Syat.g_01236
OG0000806	Syal.g_00028	Syat.g_01234
OG0000807	Syal.g_00026	Syat.g_01233
OG0000808	Syal.g_00025	Syat.g_01232
OG0000809	Syal.g_00022	Syat.g_01229
OG0000810	Syal.g_00021	Syat.g_01228
OG0000811	Syal.g_00380	Syat.g_01186
OG0000812	Syal.g_00382	Syat.g_01182
OG0000813	Syal.g_00383	Syat.g_01181
OG0000814	Syal.g_00385	Syat.g_01179
OG0000815	Syal.g_00391	Syat.g_01177
OG0000816	Syal.g_00393	Syat.g_01175
OG0000817	Syal.g_00394	Syat.g_01279
OG0000818	Syal.g_00401	Syat.g_01325
OG0000819	Syal.g_00402	Syat.g_01326
OG0000820	Syal.g_00403	Syat.g_01327
OG0000821	Syal.g_00409	Syat.g_01333
OG0000822	Syal.g_00411	Syat.g_01335
OG0000823	Syal.g_00412	Syat.g_01336
OG0000824	Syal.g_00417	Syat.g_01342
OG0000825	Syal.g_00418	Syat.g_01343
OG0000826	Syal.g_00419	Syat.g_01344
OG0000827	Syal.g_00420	Syat.g_01345
OG0000828	Syal.g_00423	Syat.g_01348
OG0000829	Syal.g_00424	Syat.g_01349
OG0000830	Syal.g_00425	Syat.g_01350
OG0000831	Syal.g_00427	Syat.g_01353
OG0000832	Syal.g_02967	Syat.g_02982
OG0000833	Syal.g_02976	Syat.g_03072
OG0000834	Syal.g_02979	Syat.g_03073
OG0000835	Syal.g_02980	Syat.g_03075
OG0000836	Syal.g_02983	Syat.g_03078
OG0000837	Syal.g_02984	Syat.g_03079
OG0000838	Syal.g_02988	Syat.g_03083
OG0000839	Syal.g_02989	Syat.g_03084
OG0000840	Syal.g_02990	Syat.g_03085
OG0000841	Syal.g_02991	Syat.g_03086
OG0000842	Syal.g_02992	Syat.g_03087
OG0000843	Syal.g_02993	Syat.g_03088
OG0000844	Syal.g_02995	Syat.g_03090
OG0000845	Syal.g_02996	Syat.g_03091
OG0000846	Syal.g_02997	Syat.g_03092
OG0000847	Syal.g_02998	Syat.g_03093
OG0000848	Syal.g_03000	Syat.g_03095
OG0000849	Syal.g_03001	Syat.g_03096
OG0000850	Syal.g_03008	Syat.g_03098
OG0000851	Syal.g_00561	Syat.g_03101
OG0000852	Syal.g_00562	Syat.g_03102
OG0000853	Syal.g_00566	Syat.g_03106
OG0000854	Syal.g_00568	Syat.g_03108
OG0000855	Syal.g_00569	Syat.g_03109
OG0000856	Syal.g_02704	Syat.g_03305
OG0000857	Syal.g_01882	Syat.g_00500
OG0000858	Syal.g_00576	Syat.g_03114
OG0000859	Syal.g_00577	Syat.g_03115
OG0000860	Syal.g_00589	Syat.g_03126
OG0000861	Syal.g_00590	Syat.g_03127
OG0000862	Syal.g_00591	Syat.g_03136
OG0000863	Syal.g_00594	Syat.g_03138
OG0000864	Syal.g_00595	Syat.g_03139
OG0000865	Syal.g_00596	Syat.g_03140
OG0000866	Syal.g_00597	Syat.g_03141
OG0000867	Syal.g_00598	Syat.g_03142
OG0000868	Syal.g_00604	Syat.g_03067
OG0000869	Syal.g_00609	Syat.g_03054
OG0000870	Syal.g_00614	Syat.g_03049
OG0000871	Syal.g_00615	Syat.g_03048
OG0000872	Syal.g_00621	Syat.g_03042
OG0000873	Syal.g_00624	Syat.g_03039
OG0000874	Syal.g_00627	Syat.g_03037
OG0000875	Syal.g_00629	Syat.g_03035
OG0000876	Syal.g_00631	Syat.g_00745
OG0000877	Syal.g_00633	Syat.g_03024
OG0000878	Syal.g_00634	Syat.g_03023
OG0000879	Syal.g_00635	Syat.g_03022
OG0000880	Syal.g_00636	Syat.g_03021
OG0000881	Syal.g_00641	Syat.g_03016
OG0000882	Syal.g_00646	Syat.g_03011
OG0000883	Syal.g_00648	Syat.g_03007
OG0000884	Syal.g_00650	Syat.g_03005
OG0000885	Syal.g_00651	Syat.g_03004
OG0000886	Syal.g_00652	Syat.g_03003
OG0000887	Syal.g_00653	Syat.g_03002
OG0000888	Syal.g_00655	Syat.g_03000
OG0000889	Syal.g_00657	Syat.g_02997
OG0000890	Syal.g_00663	Syat.g_02994
OG0000891	Syal.g_00664	Syat.g_02993
OG0000892	Syal.g_00668	Syat.g_02992
OG0000893	Syal.g_00193	Syat.g_01864
OG0000894	Syal.g_00196	Syat.g_01860
OG0000895	Syal.g_00200	Syat.g_01856
OG0000896	Syal.g_00201	Syat.g_01855
OG0000897	Syal.g_00203	Syat.g_01853
OG0000898	Syal.g_00204	Syat.g_01852
OG0000899	Syal.g_00205	Syat.g_01851
OG0000900	Syal.g_00206	Syat.g_01850
OG0000901	Syal.g_00211	Syat.g_01845
OG0000902	Syal.g_00213	Syat.g_01843
OG0000903	Syal.g_00227	Syat.g_01830
OG0000904	Syal.g_00222	Syat.g_01834
OG0000905	Syal.g_00217	Syat.g_01839
OG0000906	Syal.g_00215	Syat.g_01841
OG0000907	Syal.g_00229	Syat.g_01828
OG0000908	Syal.g_00232	Syat.g_01825
OG0000909	Syal.g_00233	Syat.g_01824
OG0000910	Syal.g_00234	Syat.g_01823
OG0000911	Syal.g_00237	Syat.g_01821
OG0000912	Syal.g_00238	Syat.g_01820
OG0000913	Syal.g_00239	Syat.g_01819
OG0000914	Syal.g_00240	Syat.g_01818
OG0000915	Syal.g_00241	Syat.g_01816
OG0000916	Syal.g_00242	Syat.g_01815
OG0000917	Syal.g_00243	Syat.g_01814
OG0000918	Syal.g_00244	Syat.g_01813
OG0000919	Syal.g_00245	Syat.g_01812
OG0000920	Syal.g_00246	Syat.g_01811
OG0000921	Syal.g_00247	Syat.g_01810
OG0000922	Syal.g_00248	Syat.g_01809
OG0000923	Syal.g_00252	Syat.g_01805
OG0000924	Syal.g_00253	Syat.g_01804
OG0000925	Syal.g_00254	Syat.g_01803
OG0000926	Syal.g_00255	Syat.g_01802
OG0000927	Syal.g_00257	Syat.g_01800
OG0000928	Syal.g_00258	Syat.g_01799
OG0000929	Syal.g_00259	Syat.g_01798
OG0000930	Syal.g_00260	Syat.g_01797
OG0000931	Syal.g_00261	Syat.g_01796
OG0000932	Syal.g_00262	Syat.g_01794
OG0000933	Syal.g_00268	Syat.g_01788
OG0000934	Syal.g_00270	Syat.g_01786
OG0000935	Syal.g_00271	Syat.g_01665
OG0000936	Syal.g_00272	Syat.g_01664
OG0000937	Syal.g_00273	Syat.g_01663
OG0000938	Syal.g_00276	Syat.g_01659
OG0000939	Syal.g_00277	Syat.g_01658
OG0000940	Syal.g_00285	Syat.g_01651
OG0000941	Syal.g_00287	Syat.g_01649
OG0000942	Syal.g_00289	Syat.g_01647
OG0000943	Syal.g_00290	Syat.g_01646
OG0000944	Syal.g_00292	Syat.g_01644
OG0000945	Syal.g_00294	Syat.g_01643
OG0000946	Syal.g_00301	Syat.g_01633
OG0000947	Syal.g_00304	Syat.g_01630
OG0000948	Syal.g_00305	Syat.g_01629
OG0000949	Syal.g_01341	Syat.g_02142
OG0000950	Syal.g_01348	Syat.g_02152
OG0000951	Syal.g_01353	Syat.g_02157
OG0000952	Syal.g_01363	Syat.g_02162
OG0000953	Syal.g_01435	Syat.g_02166
OG0000954	Syal.g_01443	Syat.g_02187
OG0000955	Syal.g_01444	Syat.g_02188
OG0000956	Syal.g_01446	Syat.g_02191
OG0000957	Syal.g_01457	Syat.g_02204
OG0000958	Syal.g_01458	Syat.g_02205
OG0000959	Syal.g_01482	Syat.g_02212
OG0000960	Syal.g_01483	Syat.g_02213
OG0000961	Syal.g_01507	Syat.g_02873
OG0000962	Syal.g_01509	Syat.g_02223
OG0000963	Syal.g_01514	Syat.g_02226
OG0000964	Syal.g_01515	Syat.g_02227
OG0000965	Syal.g_01516	Syat.g_02228
OG0000966	Syal.g_00176	Syat.g_02259
OG0000967	Syal.g_00171	Syat.g_02263
OG0000968	Syal.g_00169	Syat.g_02269
OG0000969	Syal.g_00167	Syat.g_02271
OG0000970	Syal.g_00166	Syat.g_02272
OG0000971	Syal.g_00164	Syat.g_02274
OG0000972	Syal.g_00163	Syat.g_02275
OG0000973	Syal.g_00162	Syat.g_02276
OG0000974	Syal.g_00161	Syat.g_02277
OG0000975	Syal.g_00160	Syat.g_02278
OG0000976	Syal.g_00159	Syat.g_02279
OG0000977	Syal.g_00157	Syat.g_02281
OG0000978	Syal.g_00156	Syat.g_02283
OG0000979	Syal.g_00153	Syat.g_02286
OG0000980	Syal.g_00150	Syat.g_02289
OG0000981	Syal.g_00147	Syat.g_02292
OG0000982	Syal.g_01068	Syat.g_02691
OG0000983	Syal.g_01069	Syat.g_02690
OG0000984	Syal.g_01070	Syat.g_02689
OG0000985	Syal.g_01074	Syat.g_02685
OG0000986	Syal.g_01076	Syat.g_02680
OG0000987	Syal.g_01080	Syat.g_02678
OG0000988	Syal.g_01086	Syat.g_02672
OG0000989	Syal.g_01098	Syat.g_02657
OG0000990	Syal.g_01118	Syat.g_02500
OG0000991	Syal.g_01120	Syat.g_02503
OG0000992	Syal.g_01122	Syat.g_02507
OG0000993	Syal.g_01123	Syat.g_02508
OG0000994	Syal.g_01127	Syat.g_02512
OG0000995	Syal.g_01132	Syat.g_02517
OG0000996	Syal.g_01162	Syat.g_02446
OG0000997	Syal.g_01171	Syat.g_02417
OG0000998	Syal.g_01173	Syat.g_02415
OG0000999	Syal.g_01174	Syat.g_02414
OG0001001	Syal.g_01182	Syat.g_02400
OG0001002	Syal.g_00082	Syat.g_02394
OG0001003	Syal.g_00084	Syat.g_02392
OG0001004	Syal.g_00085	Syat.g_02391
OG0001005	Syal.g_00087	Syat.g_02390
OG0001006	Syal.g_00094	Syat.g_02378
OG0001007	Syal.g_00096	Syat.g_02376
OG0001008	Syal.g_00524	Syat.g_02971
OG0001009	Syal.g_00129	Syat.g_02311
OG0001010	Syal.g_00130	Syat.g_02310
OG0001011	Syal.g_00131	Syat.g_02308
OG0001012	Syal.g_01064	Syat.g_01004
OG0001013	Syal.g_01026	Syat.g_02716
OG0001014	Syal.g_01022	Syat.g_02721
OG0001015	Syal.g_01021	Syat.g_02722
OG0001016	Syal.g_00756	Syat.g_01474
OG0001017	Syal.g_00762	Syat.g_01480
OG0001018	Syal.g_00764	Syat.g_01482
OG0001019	Syal.g_00785	Syat.g_01532
OG0001020	Syal.g_00796	Syat.g_01539
OG0001021	Syal.g_00800	Syat.g_01552
OG0001022	Syal.g_00805	Syat.g_01555
OG0001023	Syal.g_00806	Syat.g_01556
OG0001024	Syal.g_00810	Syat.g_01560
OG0001025	Syal.g_00817	Syat.g_01566
OG0001026	Syal.g_00830	Syat.g_01582
OG0001027	Syal.g_00834	Syat.g_02947
OG0001028	Syal.g_00836	Syat.g_02944
OG0001029	Syal.g_00838	Syat.g_02942
OG0001030	Syal.g_00860	Syat.g_02922
OG0001031	Syal.g_00936	Syat.g_02836
OG0001032	Syal.g_00938	Syat.g_02834
OG0001033	Syal.g_00972	Syat.g_02784
OG0001034	Syal.g_00684	Syat.g_01448
OG0001035	Syal.g_01226	Syat.g_01885
OG0001036	Syal.g_01231	Syat.g_01939
OG0001037	Syal.g_01233	Syat.g_01941
OG0001038	Syal.g_01261	Syat.g_02058
OG0001039	Syal.g_01264	Syat.g_02061
OG0001040	Syal.g_01267	Syat.g_02064
OG0001041	Syal.g_01272	Syat.g_02070
OG0001042	Syal.g_01300	Syat.g_02100
OG0001043	Syal.g_01304	Syat.g_02103
OG0001044	Syal.g_00346	Syat.g_01615
OG0001045	Syal.g_00359	Syat.g_01602
OG0001046	Syal.g_01967	Syat.g_00552
OG0001047	Syal.g_00522	Syat.g_02973
OG0001048	Syal.g_00521	Syat.g_02974
OG0001049	Syal.g_00518	Syat.g_01290
OG0001050	Syal.g_00517	Syat.g_01289
OG0001051	Syal.g_00516	Syat.g_01288
OG0001052	Syal.g_00467	Syat.g_01375
OG0001053	Syal.g_02900	Syat.g_03173
OG0001054	Syal.g_02919	Syat.g_03192
OG0001055	Syal.g_02940	Syat.g_03224
OG0001056	Syal.g_02833	Syat.g_03275
OG0001057	Syal.g_01574	Syat.g_00102
OG0001058	Syal.g_02812	Syat.g_00079
OG0001059	Syal.g_02808	Syat.g_00075
OG0001061	Syal.g_02783	Syat.g_00051
OG0001062	Syal.g_02781	Syat.g_00048
OG0001063	Syal.g_02776	Syat.g_00042
OG0001064	Syal.g_02775	Syat.g_00041
OG0001065	Syal.g_02774	Syat.g_00040
OG0001066	Syal.g_02773	Syat.g_00039
OG0001067	Syal.g_02772	Syat.g_00038
OG0001068	Syal.g_02771	Syat.g_00037
OG0001069	Syal.g_02770	Syat.g_00036
OG0001070	Syal.g_02766	Syat.g_00032
OG0001071	Syal.g_02765	Syat.g_00031
OG0001072	Syal.g_02761	Syat.g_00028
OG0001073	Syal.g_02746	Syat.g_00009
OG0001074	Syal.g_02575	Syat.g_01015
OG0001075	Syal.g_02726	Syat.g_01037
OG0001076	Syal.g_02712	Syat.g_03315
OG0001077	Syal.g_02702	Syat.g_03290
OG0001078	Syal.g_02635	Syat.g_00118
OG0001079	Syal.g_02618	Syat.g_00378
OG0001080	Syal.g_02514	Syat.g_00368
OG0001081	Syal.g_02175	Syat.g_00366
OG0001082	Syal.g_02176	Syat.g_00365
OG0001083	Syal.g_02184	Syat.g_00390
OG0001084	Syal.g_02187	Syat.g_00391
OG0001085	Syal.g_02206	Syat.g_00408
OG0001086	Syal.g_02208	Syat.g_00410
OG0001087	Syal.g_01782	Syat.g_03277
OG0001088	Syal.g_01785	Syat.g_02496
OG0001089	Syal.g_01811	Syat.g_00818
OG0001090	Syal.g_01859	Syat.g_00659
OG0001091	Syal.g_01862	Syat.g_00661
OG0001092	Syal.g_01864	Syat.g_00663
OG0001093	Syal.g_02419	Syat.g_00669
OG0001094	Syal.g_02216	Syat.g_00473
OG0001095	Syal.g_01879	Syat.g_00497
OG0001096	Syal.g_02447	Syat.g_00516
OG0001097	Syal.g_02473	Syat.g_00743
OG0001098	Syal.g_02083	Syat.g_01672
OG0001099	Syal.g_00837	Syat.g_02943
OG0001100	Syal.g_02293	Syat.g_00418
OG0001101	Syal.g_02292	Syat.g_00420
OG0001102	Syal.g_02289	Syat.g_00423
OG0001103	Syal.g_02287	Syat.g_00425
OG0001104	Syal.g_02241	Syat.g_00458
OG0001105	Syal.g_02236	Syat.g_00461
OG0001106	Syal.g_02007	Syat.g_00598
OG0001107	Syal.g_01993	Syat.g_00580
OG0001108	Syal.g_01985	Syat.g_00570
OG0001109	Syal.g_01983	Syat.g_00568
OG0001110	Syal.g_01981	Syat.g_00566
OG0001111	Syal.g_01979	Syat.g_00564
OG0001112	Syal.g_01977	Syat.g_00562
OG0001113	Syal.g_02244	Syat.g_00561
OG0001114	Syal.g_01976	Syat.g_00560
OG0001115	Syal.g_01972	Syat.g_00557
OG0001116	Syal.g_01970	Syat.g_00555
OG0001117	Syal.g_01969	Syat.g_00554
OG0001118	Syal.g_01968	Syat.g_00553
OG0001119	Syal.g_01966	Syat.g_00551
OG0001120	Syal.g_01962	Syat.g_00546
OG0001122	Syal.g_01921	Syat.g_00711
OG0001123	Syal.g_01913	Syat.g_00704
OG0001124	Syal.g_01911	Syat.g_00702
OG0001125	Syal.g_01909	Syat.g_00700
OG0001126	Syal.g_01837	Syat.g_00790
OG0001127	Syal.g_01836	Syat.g_00789
OG0001128	Syal.g_01833	Syat.g_00786
OG0001129	Syal.g_01831	Syat.g_00784
OG0001130	Syal.g_01830	Syat.g_00783
OG0001131	Syal.g_02260	Syat.g_01674
OG0001132	Syal.g_02553	Syat.g_00965
OG0001133	Syal.g_02710	Syat.g_03311
OG0001136	Syal.g_01650	Syat.g_03257
OG0001137	Syal.g_01673	Syat.g_00306
OG0001138	Syal.g_01709	Syat.g_00214
OG0001139	Syal.g_01711	Syat.g_00209
OG0001140	Syal.g_01712	Syat.g_00208
OG0001141	Syal.g_01713	Syat.g_00207
OG0001142	Syal.g_01714	Syat.g_00206
OG0001143	Syal.g_01722	Syat.g_00925
OG0001144	Syal.g_01736	Syat.g_00906
OG0001145	Syal.g_01614	Syat.g_01117
OG0001146	Syal.g_01593	Syat.g_01158
OG0001147	Syal.g_00458	Syat.g_01368
OG0001148	Syal.g_02886	Syat.g_01297
OG0001149	Syal.g_02885	Syat.g_01298
OG0001150	Syal.g_02884	Syat.g_01299
OG0001151	Syal.g_02872	Syat.g_01420
OG0001152	Syal.g_02871	Syat.g_01421
OG0001153	Syal.g_00421	Syat.g_01346
OG0001154	Syal.g_00422	Syat.g_01347
OG0001155	Syal.g_02969	Syat.g_02774
OG0001156	Syal.g_02972	Syat.g_02978
OG0001157	Syal.g_02973	Syat.g_02977
OG0001158	Syal.g_02974	Syat.g_02976
OG0001159	Syal.g_02975	Syat.g_02975
OG0001160	Syal.g_00564	Syat.g_03104
OG0001161	Syal.g_01104	Syat.g_02384
OG0001162	Syal.g_01577	Syat.g_01528
OG0001163	Syal.g_00573	Syat.g_03112
OG0001164	Syal.g_00579	Syat.g_03116
OG0001165	Syal.g_00584	Syat.g_03121
OG0001166	Syal.g_00613	Syat.g_03050
OG0001167	Syal.g_00638	Syat.g_03019
OG0001168	Syal.g_00640	Syat.g_03017
OG0001169	Syal.g_00642	Syat.g_03015
OG0001170	Syal.g_00644	Syat.g_03013
OG0001172	Syal.g_00198	Syat.g_01858
OG0001173	Syal.g_00199	Syat.g_01857
