Orthogroup	Syal	Prad
OG0000581	Syal.g_02741	Prad.g_01394
OG0000582	Syal.g_02736	Prad.g_01397
OG0000583	Syal.g_02735	Prad.g_01398
OG0000584	Syal.g_02734	Prad.g_01399
OG0000585	Syal.g_02731	Prad.g_01401
OG0000586	Syal.g_02730	Prad.g_01402
OG0000587	Syal.g_02728	Prad.g_01403
OG0000588	Syal.g_02717	Prad.g_01407
OG0000589	Syal.g_02714	Prad.g_01410
OG0000590	Syal.g_02713	Prad.g_01411
OG0000591	Syal.g_02707	Prad.g_01414
OG0000592	Syal.g_02706	Prad.g_01415
OG0000593	Syal.g_02640	Prad.g_01421
OG0000594	Syal.g_02639	Prad.g_01422
OG0000595	Syal.g_02638	Prad.g_01423
OG0000596	Syal.g_02633	Prad.g_01427
OG0000597	Syal.g_02630	Prad.g_01429
OG0000598	Syal.g_02629	Prad.g_01430
OG0000599	Syal.g_02622	Prad.g_01433
OG0000600	Syal.g_02621	Prad.g_01219
OG0000601	Syal.g_02620	Prad.g_01220
OG0000602	Syal.g_02615	Prad.g_01222
OG0000603	Syal.g_02614	Prad.g_01223
OG0000604	Syal.g_02612	Prad.g_01224
OG0000605	Syal.g_02516	Prad.g_01225
OG0000606	Syal.g_02174	Prad.g_01228
OG0000607	Syal.g_02177	Prad.g_01231
OG0000608	Syal.g_02178	Prad.g_01232
OG0000609	Syal.g_02180	Prad.g_01233
OG0000610	Syal.g_02198	Prad.g_01238
OG0000611	Syal.g_02201	Prad.g_01241
OG0000612	Syal.g_02202	Prad.g_01242
OG0000613	Syal.g_01325	Prad.g_01247
OG0000614	Syal.g_01794	Prad.g_01266
OG0000615	Syal.g_02256	Prad.g_01274
OG0000616	Syal.g_00079	Prad.g_01278
OG0000617	Syal.g_01866	Prad.g_01055
OG0000618	Syal.g_01867	Prad.g_01056
OG0000619	Syal.g_02417	Prad.g_01057
OG0000620	Syal.g_02422	Prad.g_01060
OG0000621	Syal.g_02423	Prad.g_01061
OG0000622	Syal.g_02424	Prad.g_01062
OG0000623	Syal.g_02425	Prad.g_01063
OG0000624	Syal.g_02427	Prad.g_01064
OG0000625	Syal.g_02428	Prad.g_01065
OG0000626	Syal.g_02429	Prad.g_01066
OG0000627	Syal.g_02048	Prad.g_01067
OG0000628	Syal.g_02047	Prad.g_01068
OG0000629	Syal.g_02044	Prad.g_01069
OG0000630	Syal.g_02040	Prad.g_01072
OG0000631	Syal.g_02031	Prad.g_01137
OG0000632	Syal.g_02030	Prad.g_01138
OG0000633	Syal.g_02029	Prad.g_01139
OG0000634	Syal.g_02410	Prad.g_01142
OG0000635	Syal.g_02411	Prad.g_01143
OG0000636	Syal.g_02413	Prad.g_01145
OG0000637	Syal.g_02415	Prad.g_01147
OG0000638	Syal.g_02416	Prad.g_01148
OG0000639	Syal.g_01868	Prad.g_01149
OG0000640	Syal.g_01869	Prad.g_01150
OG0000641	Syal.g_01873	Prad.g_01154
OG0000642	Syal.g_01874	Prad.g_01155
OG0000643	Syal.g_01875	Prad.g_01156
OG0000644	Syal.g_01876	Prad.g_01157
OG0000645	Syal.g_01878	Prad.g_01158
OG0000646	Syal.g_01881	Prad.g_01160
OG0000647	Syal.g_01883	Prad.g_01161
OG0000648	Syal.g_02438	Prad.g_01163
OG0000649	Syal.g_02439	Prad.g_01164
OG0000650	Syal.g_02440	Prad.g_01165
OG0000651	Syal.g_02441	Prad.g_01166
OG0000652	Syal.g_02442	Prad.g_01167
OG0000653	Syal.g_02444	Prad.g_01169
OG0000654	Syal.g_02445	Prad.g_01170
OG0000655	Syal.g_02446	Prad.g_01171
OG0000656	Syal.g_02449	Prad.g_01174
OG0000657	Syal.g_02460	Prad.g_01182
OG0000658	Syal.g_02465	Prad.g_01183
OG0000659	Syal.g_02466	Prad.g_01184
OG0000660	Syal.g_02470	Prad.g_00306
OG0000661	Syal.g_02472	Prad.g_00304
OG0000662	Syal.g_02474	Prad.g_00302
OG0000663	Syal.g_02477	Prad.g_00300
OG0000664	Syal.g_02478	Prad.g_00299
OG0000665	Syal.g_02593	Prad.g_00295
OG0000666	Syal.g_02605	Prad.g_00294
OG0000667	Syal.g_02192	Prad.g_00290
OG0000668	Syal.g_01920	Prad.g_00260
OG0000669	Syal.g_02295	Prad.g_00253
OG0000670	Syal.g_02956	Prad.g_00251
OG0000671	Syal.g_02291	Prad.g_00249
OG0000672	Syal.g_02288	Prad.g_00247
OG0000673	Syal.g_02285	Prad.g_00244
OG0000674	Syal.g_02283	Prad.g_00242
OG0000675	Syal.g_02282	Prad.g_00241
OG0000676	Syal.g_02272	Prad.g_00239
OG0000677	Syal.g_02271	Prad.g_00238
OG0000678	Syal.g_02264	Prad.g_00236
OG0000679	Syal.g_02252	Prad.g_00232
OG0000680	Syal.g_02251	Prad.g_00231
OG0000681	Syal.g_02248	Prad.g_00228
OG0000682	Syal.g_02247	Prad.g_00227
OG0000683	Syal.g_02246	Prad.g_00226
OG0000684	Syal.g_02242	Prad.g_00224
OG0000685	Syal.g_02240	Prad.g_00222
OG0000686	Syal.g_02239	Prad.g_00221
OG0000687	Syal.g_02237	Prad.g_00220
OG0000688	Syal.g_02225	Prad.g_00217
OG0000689	Syal.g_02223	Prad.g_00216
OG0000690	Syal.g_02222	Prad.g_00215
OG0000691	Syal.g_02221	Prad.g_00214
OG0000692	Syal.g_02220	Prad.g_00212
OG0000693	Syal.g_02218	Prad.g_00211
OG0000694	Syal.g_02217	Prad.g_00210
OG0000695	Syal.g_02027	Prad.g_00208
OG0000696	Syal.g_02026	Prad.g_00207
OG0000697	Syal.g_02025	Prad.g_00206
OG0000698	Syal.g_02022	Prad.g_00203
OG0000699	Syal.g_02021	Prad.g_00202
OG0000700	Syal.g_02020	Prad.g_00201
OG0000701	Syal.g_02019	Prad.g_00200
OG0000702	Syal.g_02011	Prad.g_00198
OG0000703	Syal.g_02010	Prad.g_00197
OG0000704	Syal.g_02008	Prad.g_00196
OG0000705	Syal.g_01999	Prad.g_00192
OG0000706	Syal.g_01998	Prad.g_00191
OG0000707	Syal.g_01997	Prad.g_00190
OG0000708	Syal.g_01994	Prad.g_00189
OG0000709	Syal.g_01986	Prad.g_00185
OG0000710	Syal.g_01982	Prad.g_00182
OG0000711	Syal.g_01954	Prad.g_00165
OG0000712	Syal.g_01952	Prad.g_00163
OG0000713	Syal.g_01951	Prad.g_00162
OG0000714	Syal.g_01948	Prad.g_00161
OG0000715	Syal.g_01934	Prad.g_00159
OG0000716	Syal.g_01930	Prad.g_00157
OG0000717	Syal.g_01929	Prad.g_00156
OG0000718	Syal.g_01925	Prad.g_00144
OG0000719	Syal.g_01922	Prad.g_00142
OG0000720	Syal.g_01908	Prad.g_01039
OG0000721	Syal.g_01906	Prad.g_01037
OG0000722	Syal.g_01905	Prad.g_01036
OG0000723	Syal.g_02433	Prad.g_01033
OG0000724	Syal.g_01829	Prad.g_01023
OG0000725	Syal.g_01820	Prad.g_01017
OG0000726	Syal.g_01819	Prad.g_01016
OG0000727	Syal.g_01818	Prad.g_01015
OG0000728	Syal.g_01816	Prad.g_01013
OG0000729	Syal.g_01510	Prad.g_00970
OG0000730	Syal.g_00345	Prad.g_00635
OG0000731	Syal.g_00356	Prad.g_00639
OG0000732	Syal.g_00149	Prad.g_00649
OG0000733	Syal.g_01105	Prad.g_01988
OG0000734	Syal.g_00828	Prad.g_01511
OG0000735	Syal.g_01627	Prad.g_01509
OG0000736	Syal.g_01628	Prad.g_01508
OG0000737	Syal.g_01629	Prad.g_01507
OG0000738	Syal.g_01634	Prad.g_01503
OG0000739	Syal.g_01645	Prad.g_01502
OG0000740	Syal.g_01646	Prad.g_01501
OG0000741	Syal.g_01649	Prad.g_01500
OG0000742	Syal.g_01652	Prad.g_01497
OG0000743	Syal.g_01654	Prad.g_01495
OG0000744	Syal.g_01655	Prad.g_01494
OG0000745	Syal.g_01657	Prad.g_01493
OG0000746	Syal.g_01659	Prad.g_01491
OG0000747	Syal.g_01660	Prad.g_01490
OG0000748	Syal.g_01674	Prad.g_01487
OG0000749	Syal.g_01675	Prad.g_01486
OG0000750	Syal.g_01676	Prad.g_01485
OG0000751	Syal.g_01688	Prad.g_01483
OG0000752	Syal.g_01690	Prad.g_01481
OG0000753	Syal.g_01693	Prad.g_01478
OG0000754	Syal.g_01698	Prad.g_01475
OG0000755	Syal.g_01707	Prad.g_01472
OG0000756	Syal.g_01708	Prad.g_01470, Prad.g_01471
OG0000757	Syal.g_01715	Prad.g_01464
OG0000758	Syal.g_01716	Prad.g_01463
OG0000759	Syal.g_01717	Prad.g_01462
OG0000760	Syal.g_01718	Prad.g_01461
OG0000761	Syal.g_01719	Prad.g_01460
OG0000762	Syal.g_01721	Prad.g_01459
OG0000763	Syal.g_01723	Prad.g_01457
OG0000764	Syal.g_01724	Prad.g_01456
OG0000765	Syal.g_01768	Prad.g_01447
OG0000766	Syal.g_01767	Prad.g_01446
OG0000767	Syal.g_01765	Prad.g_01444
OG0000768	Syal.g_01764	Prad.g_01443
OG0000769	Syal.g_01762	Prad.g_01441
OG0000770	Syal.g_01758	Prad.g_01439
OG0000771	Syal.g_01835	Prad.g_00076
OG0000772	Syal.g_01641	Prad.g_00341
OG0000773	Syal.g_01618	Prad.g_00361
OG0000774	Syal.g_01610	Prad.g_00363
OG0000775	Syal.g_01608	Prad.g_00365
OG0000776	Syal.g_01607	Prad.g_00366
OG0000777	Syal.g_01606	Prad.g_00631
OG0000778	Syal.g_01605	Prad.g_00630
OG0000779	Syal.g_01599	Prad.g_00626
OG0000780	Syal.g_01594	Prad.g_00625
OG0000781	Syal.g_01590	Prad.g_00622
OG0000782	Syal.g_01589	Prad.g_00621
OG0000783	Syal.g_01588	Prad.g_00620
OG0000784	Syal.g_01587	Prad.g_00619
OG0000785	Syal.g_01585	Prad.g_00617
OG0000786	Syal.g_01579	Prad.g_00615
OG0000787	Syal.g_01578	Prad.g_00614
OG0000788	Syal.g_02619	Prad.g_00607
OG0000789	Syal.g_02598	Prad.g_00604
OG0000790	Syal.g_02883	Prad.g_00589
OG0000791	Syal.g_02882	Prad.g_00587
OG0000792	Syal.g_02881	Prad.g_00586
OG0000793	Syal.g_02876	Prad.g_00583
OG0000794	Syal.g_02875	Prad.g_00582
OG0000795	Syal.g_02874	Prad.g_00581
OG0000796	Syal.g_02870	Prad.g_00577
OG0000797	Syal.g_02869	Prad.g_00576
OG0000799	Syal.g_01547	Prad.g_00533
OG0000800	Syal.g_01542	Prad.g_00532
OG0000801	Syal.g_01541	Prad.g_00531
OG0000802	Syal.g_01536	Prad.g_00529
OG0000803	Syal.g_00040	Prad.g_00527
OG0000804	Syal.g_00036	Prad.g_00526
OG0000805	Syal.g_00030	Prad.g_00524
OG0000806	Syal.g_00028	Prad.g_00522
OG0000807	Syal.g_00026	Prad.g_00521
OG0000808	Syal.g_00025	Prad.g_00520
OG0000809	Syal.g_00022	Prad.g_00517
OG0000810	Syal.g_00021	Prad.g_00516
OG0000811	Syal.g_00380	Prad.g_00512
OG0000812	Syal.g_00382	Prad.g_00510
OG0000813	Syal.g_00383	Prad.g_00509
OG0000814	Syal.g_00385	Prad.g_00507
OG0000815	Syal.g_00391	Prad.g_00506
OG0000816	Syal.g_00393	Prad.g_00504
OG0000817	Syal.g_00394	Prad.g_00503
OG0000818	Syal.g_00401	Prad.g_00498
OG0000819	Syal.g_00402	Prad.g_00497
OG0000820	Syal.g_00403	Prad.g_00496
OG0000821	Syal.g_00409	Prad.g_00491
OG0000822	Syal.g_00411	Prad.g_00490
OG0000823	Syal.g_00412	Prad.g_00489
OG0000824	Syal.g_00417	Prad.g_00486
OG0000825	Syal.g_00418	Prad.g_00485
OG0000826	Syal.g_00419	Prad.g_00484
OG0000827	Syal.g_00420	Prad.g_00483
OG0000828	Syal.g_00423	Prad.g_00480
OG0000829	Syal.g_00424	Prad.g_00479
OG0000830	Syal.g_00425	Prad.g_00478
OG0000831	Syal.g_00427	Prad.g_00476
OG0000832	Syal.g_02967	Prad.g_00470
OG0000833	Syal.g_02976	Prad.g_00462
OG0000834	Syal.g_02979	Prad.g_00461
OG0000835	Syal.g_02980	Prad.g_00460
OG0000836	Syal.g_02983	Prad.g_00459
OG0000837	Syal.g_02984	Prad.g_00458
OG0000838	Syal.g_02988	Prad.g_00456
OG0000839	Syal.g_02989	Prad.g_00455
OG0000840	Syal.g_02990	Prad.g_00454
OG0000841	Syal.g_02991	Prad.g_00453
OG0000842	Syal.g_02992	Prad.g_00452
OG0000843	Syal.g_02993	Prad.g_00451
OG0000844	Syal.g_02995	Prad.g_00450
OG0000845	Syal.g_02996	Prad.g_00449
OG0000846	Syal.g_02997	Prad.g_00448
OG0000847	Syal.g_02998	Prad.g_00447
OG0000848	Syal.g_03000	Prad.g_00446
OG0000849	Syal.g_03001	Prad.g_00445
OG0000850	Syal.g_03008	Prad.g_00443
OG0000851	Syal.g_00561	Prad.g_00442
OG0000852	Syal.g_00562	Prad.g_00441
OG0000853	Syal.g_00566	Prad.g_00437
OG0000854	Syal.g_00568	Prad.g_00435
OG0000855	Syal.g_00569	Prad.g_00434
OG0000856	Syal.g_02704	Prad.g_00419
OG0000857	Syal.g_01882	Prad.g_00388
OG0000858	Syal.g_00576	Prad.g_00947
OG0000859	Syal.g_00577	Prad.g_00946
OG0000860	Syal.g_00589	Prad.g_00939
OG0000861	Syal.g_00590	Prad.g_00938
OG0000862	Syal.g_00591	Prad.g_00937
OG0000863	Syal.g_00594	Prad.g_00935
OG0000864	Syal.g_00595	Prad.g_00934
OG0000865	Syal.g_00596	Prad.g_00933
OG0000866	Syal.g_00597	Prad.g_00932
OG0000867	Syal.g_00598	Prad.g_00931
OG0000868	Syal.g_00604	Prad.g_00930
OG0000869	Syal.g_00609	Prad.g_00926
OG0000870	Syal.g_00614	Prad.g_00921
OG0000871	Syal.g_00615	Prad.g_00920
OG0000872	Syal.g_00621	Prad.g_00919
OG0000873	Syal.g_00624	Prad.g_00916
OG0000874	Syal.g_00627	Prad.g_00913
OG0000875	Syal.g_00629	Prad.g_00912
OG0000876	Syal.g_00631	Prad.g_00911
OG0000877	Syal.g_00633	Prad.g_00909
OG0000878	Syal.g_00634	Prad.g_00908
OG0000879	Syal.g_00635	Prad.g_00907
OG0000880	Syal.g_00636	Prad.g_00906
OG0000881	Syal.g_00641	Prad.g_00902
OG0000882	Syal.g_00646	Prad.g_00897
OG0000883	Syal.g_00648	Prad.g_00895
OG0000884	Syal.g_00650	Prad.g_00893
OG0000885	Syal.g_00651	Prad.g_00892
OG0000886	Syal.g_00652	Prad.g_00891
OG0000887	Syal.g_00653	Prad.g_00890
OG0000888	Syal.g_00655	Prad.g_00888
OG0000889	Syal.g_00657	Prad.g_00886
OG0000890	Syal.g_00663	Prad.g_00885
OG0000891	Syal.g_00664	Prad.g_00884
OG0000892	Syal.g_00668	Prad.g_00882
OG0000893	Syal.g_00193	Prad.g_00879
OG0000894	Syal.g_00196	Prad.g_00877
OG0000895	Syal.g_00200	Prad.g_00874
OG0000896	Syal.g_00201	Prad.g_00873
OG0000897	Syal.g_00203	Prad.g_00871
OG0000898	Syal.g_00204	Prad.g_00870
OG0000899	Syal.g_00205	Prad.g_00869
OG0000900	Syal.g_00206	Prad.g_00868
OG0000901	Syal.g_00211	Prad.g_00865
OG0000902	Syal.g_00213	Prad.g_00863
OG0000903	Syal.g_00227	Prad.g_00860
OG0000904	Syal.g_00222	Prad.g_00858
OG0000905	Syal.g_00217	Prad.g_00853
OG0000906	Syal.g_00215	Prad.g_00852
OG0000907	Syal.g_00229	Prad.g_00849
OG0000908	Syal.g_00232	Prad.g_00846
OG0000909	Syal.g_00233	Prad.g_00845
OG0000910	Syal.g_00234	Prad.g_00844
OG0000911	Syal.g_00237	Prad.g_00842
OG0000912	Syal.g_00238	Prad.g_00841
OG0000913	Syal.g_00239	Prad.g_00840
OG0000914	Syal.g_00240	Prad.g_00839
OG0000915	Syal.g_00241	Prad.g_00838
OG0000916	Syal.g_00242	Prad.g_00837
OG0000917	Syal.g_00243	Prad.g_00836
OG0000918	Syal.g_00244	Prad.g_00835
OG0000919	Syal.g_00245	Prad.g_00834
OG0000920	Syal.g_00246	Prad.g_00833
OG0000921	Syal.g_00247	Prad.g_00832
OG0000922	Syal.g_00248	Prad.g_00831
OG0000923	Syal.g_00252	Prad.g_00827
OG0000924	Syal.g_00253	Prad.g_00826
OG0000925	Syal.g_00254	Prad.g_00825
OG0000926	Syal.g_00255	Prad.g_00824
OG0000927	Syal.g_00257	Prad.g_00822
OG0000928	Syal.g_00258	Prad.g_00821
OG0000929	Syal.g_00259	Prad.g_00820
OG0000930	Syal.g_00260	Prad.g_00819
OG0000931	Syal.g_00261	Prad.g_00818
OG0000932	Syal.g_00262	Prad.g_00817
OG0000933	Syal.g_00268	Prad.g_00813
OG0000934	Syal.g_00270	Prad.g_00811
OG0000935	Syal.g_00271	Prad.g_00810
OG0000936	Syal.g_00272	Prad.g_00809
OG0000937	Syal.g_00273	Prad.g_00808
OG0000938	Syal.g_00276	Prad.g_00806
OG0000939	Syal.g_00277	Prad.g_00805
OG0000940	Syal.g_00285	Prad.g_00798
OG0000941	Syal.g_00287	Prad.g_00796
OG0000942	Syal.g_00289	Prad.g_00794
OG0000943	Syal.g_00290	Prad.g_00793
OG0000944	Syal.g_00292	Prad.g_00792
OG0000945	Syal.g_00294	Prad.g_00791
OG0000946	Syal.g_00301	Prad.g_00787
OG0000947	Syal.g_00304	Prad.g_00785
OG0000948	Syal.g_00305	Prad.g_00784
OG0000949	Syal.g_01341	Prad.g_00781
OG0000950	Syal.g_01348	Prad.g_00776
OG0000951	Syal.g_01353	Prad.g_00772
OG0000952	Syal.g_01363	Prad.g_00768
OG0000953	Syal.g_01435	Prad.g_00765
OG0000954	Syal.g_01443	Prad.g_01641
OG0000955	Syal.g_01444	Prad.g_01640
OG0000956	Syal.g_01446	Prad.g_01638
OG0000957	Syal.g_01457	Prad.g_01633
OG0000958	Syal.g_01458	Prad.g_01632
OG0000959	Syal.g_01482	Prad.g_01628
OG0000960	Syal.g_01483	Prad.g_01627
OG0000961	Syal.g_01507	Prad.g_01625
OG0000962	Syal.g_01509	Prad.g_01623
OG0000963	Syal.g_01514	Prad.g_01620
OG0000964	Syal.g_01515	Prad.g_01619
OG0000965	Syal.g_01516	Prad.g_01618
OG0000966	Syal.g_00176	Prad.g_01611
OG0000967	Syal.g_00171	Prad.g_01607
OG0000968	Syal.g_00169	Prad.g_01605
OG0000969	Syal.g_00167	Prad.g_01604
OG0000970	Syal.g_00166	Prad.g_01603
OG0000971	Syal.g_00164	Prad.g_01602
OG0000972	Syal.g_00163	Prad.g_01601
OG0000973	Syal.g_00162	Prad.g_01600
OG0000974	Syal.g_00161	Prad.g_01599
OG0000975	Syal.g_00160	Prad.g_01598
OG0000976	Syal.g_00159	Prad.g_01597
OG0000977	Syal.g_00157	Prad.g_01596
OG0000978	Syal.g_00156	Prad.g_01595
OG0000979	Syal.g_00153	Prad.g_01592
OG0000980	Syal.g_00150	Prad.g_01590
OG0000981	Syal.g_00147	Prad.g_01588
OG0000982	Syal.g_01068	Prad.g_01586
OG0000983	Syal.g_01069	Prad.g_01585
OG0000984	Syal.g_01070	Prad.g_01584
OG0000985	Syal.g_01074	Prad.g_01581
OG0000986	Syal.g_01076	Prad.g_01579
OG0000987	Syal.g_01080	Prad.g_01578
OG0000988	Syal.g_01086	Prad.g_01575
OG0000989	Syal.g_01098	Prad.g_01571
OG0000990	Syal.g_01118	Prad.g_01568
OG0000991	Syal.g_01120	Prad.g_01567
OG0000992	Syal.g_01122	Prad.g_01565
OG0000993	Syal.g_01123	Prad.g_01564
OG0000994	Syal.g_01127	Prad.g_01563
OG0000995	Syal.g_01132	Prad.g_01559
OG0000996	Syal.g_01162	Prad.g_01558
OG0000997	Syal.g_01171	Prad.g_01557
OG0000998	Syal.g_01173	Prad.g_01555
OG0000999	Syal.g_01174	Prad.g_01554
OG0001000	Syal.g_01177	Prad.g_01551
OG0001001	Syal.g_01182	Prad.g_01549
OG0001002	Syal.g_00082	Prad.g_01545
OG0001003	Syal.g_00084	Prad.g_01544
OG0001004	Syal.g_00085	Prad.g_01543
OG0001005	Syal.g_00087	Prad.g_01542
OG0001006	Syal.g_00094	Prad.g_01538
OG0001007	Syal.g_00096	Prad.g_01536
OG0001008	Syal.g_00524	Prad.g_00070
OG0001009	Syal.g_00129	Prad.g_01959
OG0001010	Syal.g_00130	Prad.g_01958
OG0001011	Syal.g_00131	Prad.g_01957
OG0001012	Syal.g_01064	Prad.g_01944
OG0001013	Syal.g_01026	Prad.g_01938
OG0001014	Syal.g_01022	Prad.g_01935
OG0001015	Syal.g_01021	Prad.g_01934
OG0001016	Syal.g_00756	Prad.g_01920
OG0001017	Syal.g_00762	Prad.g_01916
OG0001018	Syal.g_00764	Prad.g_01913
OG0001019	Syal.g_00785	Prad.g_01904
OG0001020	Syal.g_00796	Prad.g_01903
OG0001021	Syal.g_00800	Prad.g_01902
OG0001022	Syal.g_00805	Prad.g_01899
OG0001023	Syal.g_00806	Prad.g_01898
OG0001024	Syal.g_00810	Prad.g_01895
OG0001025	Syal.g_00817	Prad.g_01889
OG0001026	Syal.g_00830	Prad.g_01882
OG0001027	Syal.g_00834	Prad.g_01881
OG0001028	Syal.g_00836	Prad.g_01879
OG0001029	Syal.g_00838	Prad.g_01878
OG0001030	Syal.g_00860	Prad.g_01863
OG0001031	Syal.g_00936	Prad.g_01805
OG0001032	Syal.g_00938	Prad.g_01804
OG0001033	Syal.g_00972	Prad.g_01783
OG0001034	Syal.g_00684	Prad.g_01755
OG0001035	Syal.g_01226	Prad.g_01737
OG0001036	Syal.g_01231	Prad.g_01732
OG0001037	Syal.g_01233	Prad.g_01731
OG0001038	Syal.g_01261	Prad.g_01713
OG0001039	Syal.g_01264	Prad.g_01710
OG0001040	Syal.g_01267	Prad.g_01708
OG0001041	Syal.g_01272	Prad.g_01704
OG0001042	Syal.g_01300	Prad.g_01687
OG0001043	Syal.g_01304	Prad.g_01686
OG0001044	Syal.g_00346	Prad.g_01658
OG0001045	Syal.g_00359	Prad.g_01649
OG0001046	Syal.g_01967	Prad.g_00730
OG0001047	Syal.g_00522	Prad.g_00068
OG0001048	Syal.g_00521	Prad.g_00067
OG0001049	Syal.g_00518	Prad.g_00065
OG0001050	Syal.g_00517	Prad.g_00064
OG0001051	Syal.g_00516	Prad.g_00063
OG0001052	Syal.g_00467	Prad.g_00036
OG0001053	Syal.g_02900	Prad.g_00024
OG0001054	Syal.g_02919	Prad.g_00131
OG0001055	Syal.g_02940	Prad.g_00112
OG0001056	Syal.g_02833	Prad.g_00093
OG0001057	Syal.g_01574	Prad.g_01331
OG0001058	Syal.g_02812	Prad.g_01339
OG0001059	Syal.g_02808	Prad.g_01343
OG0001060	Syal.g_02801	Prad.g_01350
OG0001061	Syal.g_02783	Prad.g_01363
OG0001062	Syal.g_02781	Prad.g_01365
OG0001063	Syal.g_02776	Prad.g_01367
OG0001064	Syal.g_02775	Prad.g_01368
OG0001065	Syal.g_02774	Prad.g_01369
OG0001066	Syal.g_02773	Prad.g_01370
OG0001067	Syal.g_02772	Prad.g_01371
OG0001068	Syal.g_02771	Prad.g_01372
OG0001069	Syal.g_02770	Prad.g_01373
OG0001070	Syal.g_02766	Prad.g_01376
OG0001071	Syal.g_02765	Prad.g_01377
OG0001072	Syal.g_02761	Prad.g_01379
OG0001073	Syal.g_02746	Prad.g_01393
OG0001074	Syal.g_02575	Prad.g_01404
OG0001075	Syal.g_02726	Prad.g_01405
OG0001076	Syal.g_02712	Prad.g_01413
OG0001077	Syal.g_02702	Prad.g_01417
OG0001078	Syal.g_02635	Prad.g_01425
OG0001079	Syal.g_02618	Prad.g_01221
OG0001080	Syal.g_02514	Prad.g_01227
OG0001081	Syal.g_02175	Prad.g_01229
OG0001082	Syal.g_02176	Prad.g_01230
OG0001083	Syal.g_02184	Prad.g_01235
OG0001084	Syal.g_02187	Prad.g_01236
OG0001085	Syal.g_02206	Prad.g_01244
OG0001086	Syal.g_02208	Prad.g_01245
OG0001087	Syal.g_01782	Prad.g_01262
OG0001088	Syal.g_01785	Prad.g_01263
OG0001089	Syal.g_01811	Prad.g_01271
OG0001090	Syal.g_01859	Prad.g_01050
OG0001091	Syal.g_01862	Prad.g_01052
OG0001092	Syal.g_01864	Prad.g_01053
OG0001093	Syal.g_02419	Prad.g_01058
OG0001094	Syal.g_02216	Prad.g_01140
OG0001095	Syal.g_01879	Prad.g_01159
OG0001096	Syal.g_02447	Prad.g_01172
OG0001097	Syal.g_02473	Prad.g_00303
OG0001098	Syal.g_02083	Prad.g_00288
OG0001099	Syal.g_00837	Prad.g_00256
OG0001100	Syal.g_02293	Prad.g_00252
OG0001101	Syal.g_02292	Prad.g_00250
OG0001102	Syal.g_02289	Prad.g_00248
OG0001103	Syal.g_02287	Prad.g_00246
OG0001104	Syal.g_02241	Prad.g_00223
OG0001105	Syal.g_02236	Prad.g_00219
OG0001106	Syal.g_02007	Prad.g_00195
OG0001107	Syal.g_01993	Prad.g_00188
OG0001108	Syal.g_01985	Prad.g_00184
OG0001109	Syal.g_01983	Prad.g_00183
OG0001110	Syal.g_01981	Prad.g_00181
OG0001111	Syal.g_01979	Prad.g_00180
OG0001112	Syal.g_01977	Prad.g_00179
OG0001113	Syal.g_02244	Prad.g_00178
OG0001114	Syal.g_01976	Prad.g_00177
OG0001115	Syal.g_01972	Prad.g_00175
OG0001116	Syal.g_01970	Prad.g_00174
OG0001117	Syal.g_01969	Prad.g_00173
OG0001118	Syal.g_01968	Prad.g_00172
OG0001119	Syal.g_01966	Prad.g_00171
OG0001120	Syal.g_01962	Prad.g_00169
OG0001121	Syal.g_02960	Prad.g_01991, Prad.g_00166
OG0001122	Syal.g_01921	Prad.g_00141
OG0001123	Syal.g_01913	Prad.g_00137
OG0001124	Syal.g_01911	Prad.g_00135
OG0001125	Syal.g_01909	Prad.g_00134
OG0001126	Syal.g_01837	Prad.g_01030
OG0001127	Syal.g_01836	Prad.g_01029
OG0001128	Syal.g_01833	Prad.g_01026
OG0001129	Syal.g_01831	Prad.g_01025
OG0001130	Syal.g_01830	Prad.g_01024
OG0001131	Syal.g_02260	Prad.g_00990
OG0001132	Syal.g_02553	Prad.g_00981
OG0001133	Syal.g_02710	Prad.g_00655
OG0001134	Syal.g_02506	Prad.g_01989
OG0001135	Syal.g_02505	Prad.g_01526
OG0001136	Syal.g_01650	Prad.g_01499
OG0001137	Syal.g_01673	Prad.g_01488
OG0001138	Syal.g_01709	Prad.g_01469
OG0001139	Syal.g_01711	Prad.g_01468
OG0001140	Syal.g_01712	Prad.g_01467
OG0001141	Syal.g_01713	Prad.g_01466
OG0001142	Syal.g_01714	Prad.g_01465
OG0001143	Syal.g_01722	Prad.g_01458
OG0001144	Syal.g_01736	Prad.g_01453
OG0001145	Syal.g_01614	Prad.g_00362
OG0001146	Syal.g_01593	Prad.g_00624
OG0001147	Syal.g_00458	Prad.g_00608
OG0001148	Syal.g_02886	Prad.g_00592
OG0001149	Syal.g_02885	Prad.g_00591
OG0001150	Syal.g_02884	Prad.g_00590
OG0001151	Syal.g_02872	Prad.g_00579
OG0001152	Syal.g_02871	Prad.g_00578
OG0001153	Syal.g_00421	Prad.g_00482
OG0001154	Syal.g_00422	Prad.g_00481
OG0001155	Syal.g_02969	Prad.g_00469
OG0001156	Syal.g_02972	Prad.g_00466
OG0001157	Syal.g_02973	Prad.g_00465
OG0001158	Syal.g_02974	Prad.g_00464
OG0001159	Syal.g_02975	Prad.g_00463
OG0001160	Syal.g_00564	Prad.g_00439
OG0001161	Syal.g_01104	Prad.g_00426
OG0001162	Syal.g_01577	Prad.g_00415
