Orthogroup	Syal	Syaa
OG0000551	Syal.g_02953	Syaa.g_01993
OG0000552	Syal.g_02954	Syaa.g_01992
OG0000553	Syal.g_02843	Syaa.g_01990
OG0000554	Syal.g_02837	Syaa.g_01979
OG0000555	Syal.g_02823	Syaa.g_01961
OG0000556	Syal.g_02819	Syaa.g_01957
OG0000557	Syal.g_02816	Syaa.g_01955
OG0000558	Syal.g_02814	Syaa.g_01953
OG0000559	Syal.g_02810	Syaa.g_01949
OG0000560	Syal.g_02807	Syaa.g_01946
OG0000561	Syal.g_02806	Syaa.g_01945
OG0000562	Syal.g_02805	Syaa.g_01944
OG0000563	Syal.g_02804	Syaa.g_01943
OG0000564	Syal.g_02803	Syaa.g_01942
OG0000565	Syal.g_02799	Syaa.g_01939
OG0000566	Syal.g_02795	Syaa.g_01935
OG0000567	Syal.g_02791	Syaa.g_01931
OG0000568	Syal.g_02789	Syaa.g_01928
OG0000569	Syal.g_02788	Syaa.g_01925
OG0000570	Syal.g_02787	Syaa.g_01924
OG0000571	Syal.g_02784	Syaa.g_01920
OG0000572	Syal.g_02767	Syaa.g_01904
OG0000573	Syal.g_02759	Syaa.g_01896
OG0000574	Syal.g_02758	Syaa.g_01895
OG0000575	Syal.g_02753	Syaa.g_01891
OG0000576	Syal.g_02751	Syaa.g_01889
OG0000577	Syal.g_02750	Syaa.g_01888
OG0000578	Syal.g_02749	Syaa.g_01887
OG0000579	Syal.g_02748	Syaa.g_01886
OG0000580	Syal.g_02747	Syaa.g_01885
OG0000581	Syal.g_02741	Syaa.g_01879
OG0000582	Syal.g_02736	Syaa.g_01687
OG0000583	Syal.g_02735	Syaa.g_01686
OG0000584	Syal.g_02734	Syaa.g_01685
OG0000585	Syal.g_02731	Syaa.g_01683
OG0000586	Syal.g_02730	Syaa.g_01682
OG0000587	Syal.g_02728	Syaa.g_01680
OG0000588	Syal.g_02717	Syaa.g_01666
OG0000589	Syal.g_02714	Syaa.g_01662
OG0000590	Syal.g_02713	Syaa.g_01661
OG0000591	Syal.g_02707	Syaa.g_01653
OG0000592	Syal.g_02706	Syaa.g_01652
OG0000593	Syal.g_02640	Syaa.g_01638
OG0000594	Syal.g_02639	Syaa.g_01637
OG0000595	Syal.g_02638	Syaa.g_01636
OG0000596	Syal.g_02633	Syaa.g_01630
OG0000597	Syal.g_02630	Syaa.g_01627
OG0000598	Syal.g_02629	Syaa.g_01626
OG0000599	Syal.g_02622	Syaa.g_01623
OG0000600	Syal.g_02621	Syaa.g_01622
OG0000601	Syal.g_02620	Syaa.g_01621
OG0000602	Syal.g_02615	Syaa.g_01616
OG0000603	Syal.g_02614	Syaa.g_01615
OG0000604	Syal.g_02612	Syaa.g_01612
OG0000605	Syal.g_02516	Syaa.g_01447
OG0000606	Syal.g_02174	Syaa.g_01055
OG0000607	Syal.g_02177	Syaa.g_01058
OG0000608	Syal.g_02178	Syaa.g_01059
OG0000609	Syal.g_02180	Syaa.g_01061
OG0000610	Syal.g_02198	Syaa.g_01068
OG0000611	Syal.g_02201	Syaa.g_01071
OG0000612	Syal.g_02202	Syaa.g_01072
OG0000613	Syal.g_01325	Syaa.g_00199
OG0000614	Syal.g_01794	Syaa.g_00906
OG0000615	Syal.g_02256	Syaa.g_01113
OG0000616	Syal.g_00079	Syaa.g_02742
OG0000617	Syal.g_01866	Syaa.g_01244
OG0000618	Syal.g_01867	Syaa.g_01245
OG0000619	Syal.g_02417	Syaa.g_01246
OG0000620	Syal.g_02422	Syaa.g_01259
OG0000621	Syal.g_02423	Syaa.g_01260
OG0000622	Syal.g_02424	Syaa.g_01261
OG0000623	Syal.g_02425	Syaa.g_01262
OG0000624	Syal.g_02427	Syaa.g_01264
OG0000625	Syal.g_02428	Syaa.g_01265
OG0000626	Syal.g_02429	Syaa.g_01266
OG0000627	Syal.g_02048	Syaa.g_01414
OG0000628	Syal.g_02047	Syaa.g_01413
OG0000629	Syal.g_02044	Syaa.g_01410
OG0000630	Syal.g_02040	Syaa.g_01406
OG0000631	Syal.g_02031	Syaa.g_01400
OG0000632	Syal.g_02030	Syaa.g_01399
OG0000633	Syal.g_02029	Syaa.g_01397
OG0000634	Syal.g_02410	Syaa.g_01150
OG0000635	Syal.g_02411	Syaa.g_01151
OG0000636	Syal.g_02413	Syaa.g_01153
OG0000637	Syal.g_02415	Syaa.g_01155
OG0000638	Syal.g_02416	Syaa.g_01156
OG0000639	Syal.g_01868	Syaa.g_01157
OG0000640	Syal.g_01869	Syaa.g_01158
OG0000641	Syal.g_01873	Syaa.g_01162
OG0000642	Syal.g_01874	Syaa.g_01163
OG0000643	Syal.g_01875	Syaa.g_01165
OG0000644	Syal.g_01876	Syaa.g_01166
OG0000645	Syal.g_01878	Syaa.g_01184
OG0000646	Syal.g_01881	Syaa.g_01187
OG0000647	Syal.g_01883	Syaa.g_01189
OG0000648	Syal.g_02438	Syaa.g_01191
OG0000649	Syal.g_02439	Syaa.g_01192
OG0000650	Syal.g_02440	Syaa.g_01193
OG0000651	Syal.g_02441	Syaa.g_01194
OG0000652	Syal.g_02442	Syaa.g_01195
OG0000653	Syal.g_02444	Syaa.g_01197
OG0000654	Syal.g_02445	Syaa.g_01198
OG0000655	Syal.g_02446	Syaa.g_01199
OG0000656	Syal.g_02449	Syaa.g_01202
OG0000657	Syal.g_02460	Syaa.g_00838
OG0000658	Syal.g_02465	Syaa.g_00836
OG0000659	Syal.g_02466	Syaa.g_00835
OG0000660	Syal.g_02470	Syaa.g_00831
OG0000661	Syal.g_02472	Syaa.g_00829
OG0000662	Syal.g_02474	Syaa.g_00827
OG0000663	Syal.g_02477	Syaa.g_00824
OG0000664	Syal.g_02478	Syaa.g_00823
OG0000665	Syal.g_02593	Syaa.g_01442
OG0000666	Syal.g_02605	Syaa.g_01448
OG0000668	Syal.g_01920	Syaa.g_01300
OG0000669	Syal.g_02295	Syaa.g_01084
OG0000670	Syal.g_02956	Syaa.g_01087
OG0000671	Syal.g_02291	Syaa.g_01089
OG0000672	Syal.g_02288	Syaa.g_01092
OG0000673	Syal.g_02285	Syaa.g_01095
OG0000674	Syal.g_02283	Syaa.g_01097
OG0000675	Syal.g_02282	Syaa.g_01098
OG0000676	Syal.g_02272	Syaa.g_01100
OG0000677	Syal.g_02271	Syaa.g_01101
OG0000678	Syal.g_02264	Syaa.g_01106
OG0000679	Syal.g_02252	Syaa.g_01116
OG0000680	Syal.g_02251	Syaa.g_01117
OG0000681	Syal.g_02248	Syaa.g_01120
OG0000682	Syal.g_02247	Syaa.g_01121
OG0000683	Syal.g_02246	Syaa.g_01122
OG0000684	Syal.g_02242	Syaa.g_01132
OG0000685	Syal.g_02240	Syaa.g_01134
OG0000686	Syal.g_02239	Syaa.g_01135
OG0000687	Syal.g_02237	Syaa.g_01136
OG0000688	Syal.g_02225	Syaa.g_01140
OG0000689	Syal.g_02223	Syaa.g_01142
OG0000690	Syal.g_02222	Syaa.g_01143
OG0000691	Syal.g_02221	Syaa.g_01144
OG0000692	Syal.g_02220	Syaa.g_01145
OG0000693	Syal.g_02218	Syaa.g_01146
OG0000694	Syal.g_02217	Syaa.g_01147
OG0000695	Syal.g_02027	Syaa.g_01395
OG0000696	Syal.g_02026	Syaa.g_01394
OG0000697	Syal.g_02025	Syaa.g_01392
OG0000698	Syal.g_02022	Syaa.g_01389
OG0000699	Syal.g_02021	Syaa.g_01387
OG0000700	Syal.g_02020	Syaa.g_01386
OG0000701	Syal.g_02019	Syaa.g_01385
OG0000702	Syal.g_02011	Syaa.g_01376
OG0000703	Syal.g_02010	Syaa.g_01375
OG0000704	Syal.g_02008	Syaa.g_01373
OG0000705	Syal.g_01999	Syaa.g_01365
OG0000706	Syal.g_01998	Syaa.g_01364
OG0000707	Syal.g_01997	Syaa.g_01363
OG0000708	Syal.g_01994	Syaa.g_01360
OG0000709	Syal.g_01986	Syaa.g_01351
OG0000710	Syal.g_01982	Syaa.g_01348
OG0000711	Syal.g_01954	Syaa.g_01320
OG0000712	Syal.g_01952	Syaa.g_01318
OG0000713	Syal.g_01951	Syaa.g_01317
OG0000714	Syal.g_01948	Syaa.g_01315
OG0000715	Syal.g_01934	Syaa.g_01313
OG0000716	Syal.g_01930	Syaa.g_01309
OG0000717	Syal.g_01929	Syaa.g_01308
OG0000718	Syal.g_01925	Syaa.g_01304
OG0000719	Syal.g_01922	Syaa.g_01302
OG0000720	Syal.g_01908	Syaa.g_01289
OG0000721	Syal.g_01906	Syaa.g_01287
OG0000722	Syal.g_01905	Syaa.g_01286
OG0000723	Syal.g_02433	Syaa.g_01268
OG0000724	Syal.g_01829	Syaa.g_00872
OG0000725	Syal.g_01820	Syaa.g_00882
OG0000726	Syal.g_01819	Syaa.g_00883
OG0000727	Syal.g_01818	Syaa.g_00884
OG0000728	Syal.g_01816	Syaa.g_00886
OG0000729	Syal.g_01510	Syaa.g_00100
OG0000730	Syal.g_00345	Syaa.g_02185
OG0000731	Syal.g_00356	Syaa.g_02173
OG0000732	Syal.g_00149	Syaa.g_00054
OG0000733	Syal.g_01105	Syaa.g_02621
OG0000734	Syal.g_00828	Syaa.g_02388
OG0000735	Syal.g_01627	Syaa.g_00754
OG0000736	Syal.g_01628	Syaa.g_00755
OG0000737	Syal.g_01629	Syaa.g_00756
OG0000738	Syal.g_01634	Syaa.g_00761
OG0000739	Syal.g_01645	Syaa.g_00762
OG0000740	Syal.g_01646	Syaa.g_00763
OG0000741	Syal.g_01649	Syaa.g_00766
OG0000742	Syal.g_01652	Syaa.g_00769
OG0000743	Syal.g_01654	Syaa.g_00771
OG0000744	Syal.g_01655	Syaa.g_00772
OG0000745	Syal.g_01657	Syaa.g_00774
OG0000746	Syal.g_01659	Syaa.g_00776
OG0000747	Syal.g_01660	Syaa.g_00777
OG0000748	Syal.g_01674	Syaa.g_00787
OG0000749	Syal.g_01675	Syaa.g_00789
OG0000750	Syal.g_01676	Syaa.g_00790
OG0000751	Syal.g_01688	Syaa.g_00797
OG0000752	Syal.g_01690	Syaa.g_00799
OG0000753	Syal.g_01693	Syaa.g_00802
OG0000754	Syal.g_01698	Syaa.g_01025
OG0000755	Syal.g_01707	Syaa.g_01005
OG0000756	Syal.g_01708	Syaa.g_01004
OG0000757	Syal.g_01715	Syaa.g_00996
OG0000758	Syal.g_01716	Syaa.g_00995
OG0000759	Syal.g_01717	Syaa.g_00994
OG0000760	Syal.g_01718	Syaa.g_00993
OG0000761	Syal.g_01719	Syaa.g_00992
OG0000762	Syal.g_01721	Syaa.g_00988
OG0000763	Syal.g_01723	Syaa.g_00986
OG0000764	Syal.g_01724	Syaa.g_00985
OG0000765	Syal.g_01768	Syaa.g_00968
OG0000766	Syal.g_01767	Syaa.g_00967
OG0000767	Syal.g_01765	Syaa.g_00965
OG0000768	Syal.g_01764	Syaa.g_00964
OG0000769	Syal.g_01762	Syaa.g_00962
OG0000770	Syal.g_01758	Syaa.g_00959
OG0000771	Syal.g_01835	Syaa.g_00866
OG0000772	Syal.g_01641	Syaa.g_01526
OG0000773	Syal.g_01618	Syaa.g_00749
OG0000774	Syal.g_01610	Syaa.g_00745
OG0000775	Syal.g_01608	Syaa.g_00742
OG0000776	Syal.g_01607	Syaa.g_00741
OG0000777	Syal.g_01606	Syaa.g_00740
OG0000778	Syal.g_01605	Syaa.g_00739
OG0000779	Syal.g_01599	Syaa.g_00733
OG0000780	Syal.g_01594	Syaa.g_00730
OG0000781	Syal.g_01590	Syaa.g_00726
OG0000782	Syal.g_01589	Syaa.g_00725
OG0000783	Syal.g_01588	Syaa.g_00724
OG0000784	Syal.g_01587	Syaa.g_00723
OG0000785	Syal.g_01585	Syaa.g_00721
OG0000786	Syal.g_01579	Syaa.g_01875
OG0000787	Syal.g_01578	Syaa.g_01876
OG0000788	Syal.g_02619	Syaa.g_01620
OG0000789	Syal.g_02598	Syaa.g_01434
OG0000790	Syal.g_02883	Syaa.g_02064
OG0000791	Syal.g_02882	Syaa.g_02066
OG0000792	Syal.g_02881	Syaa.g_02067
OG0000793	Syal.g_02876	Syaa.g_02072
OG0000794	Syal.g_02875	Syaa.g_02073
OG0000795	Syal.g_02874	Syaa.g_02074
OG0000796	Syal.g_02870	Syaa.g_02078
OG0000797	Syal.g_02869	Syaa.g_02079
OG0000798	Syal.g_01260	Syaa.g_00265
OG0000798	Syal.g_01372	Syaa.g_00494
OG0000799	Syal.g_01547	Syaa.g_01743
OG0000800	Syal.g_01542	Syaa.g_01747
OG0000801	Syal.g_01541	Syaa.g_01748
OG0000802	Syal.g_01536	Syaa.g_01753
OG0000803	Syal.g_00040	Syaa.g_01758
OG0000804	Syal.g_00036	Syaa.g_01761
OG0000805	Syal.g_00030	Syaa.g_01763
OG0000806	Syal.g_00028	Syaa.g_01765
OG0000807	Syal.g_00026	Syaa.g_01767
OG0000808	Syal.g_00025	Syaa.g_01768
OG0000809	Syal.g_00022	Syaa.g_01771
OG0000810	Syal.g_00021	Syaa.g_01772
OG0000811	Syal.g_00380	Syaa.g_01778
OG0000812	Syal.g_00382	Syaa.g_01780
OG0000813	Syal.g_00383	Syaa.g_01781
OG0000814	Syal.g_00385	Syaa.g_01783
OG0000815	Syal.g_00391	Syaa.g_01784
OG0000816	Syal.g_00393	Syaa.g_01785
OG0000817	Syal.g_00394	Syaa.g_01786
OG0000818	Syal.g_00401	Syaa.g_01792
OG0000819	Syal.g_00402	Syaa.g_01793
OG0000820	Syal.g_00403	Syaa.g_01794
OG0000821	Syal.g_00409	Syaa.g_01800
OG0000822	Syal.g_00411	Syaa.g_01802
OG0000823	Syal.g_00412	Syaa.g_01803
OG0000824	Syal.g_00417	Syaa.g_01807
OG0000825	Syal.g_00418	Syaa.g_01808
OG0000826	Syal.g_00419	Syaa.g_01809
OG0000827	Syal.g_00420	Syaa.g_01810
OG0000828	Syal.g_00423	Syaa.g_01813
OG0000829	Syal.g_00424	Syaa.g_01814
OG0000830	Syal.g_00425	Syaa.g_01815
OG0000831	Syal.g_00427	Syaa.g_01817
OG0000832	Syal.g_02967	Syaa.g_00627
OG0000833	Syal.g_02976	Syaa.g_00611
OG0000834	Syal.g_02979	Syaa.g_00608
OG0000835	Syal.g_02980	Syaa.g_00607
OG0000836	Syal.g_02983	Syaa.g_00603
OG0000837	Syal.g_02984	Syaa.g_00601
OG0000838	Syal.g_02988	Syaa.g_00597
OG0000839	Syal.g_02989	Syaa.g_00596
OG0000840	Syal.g_02990	Syaa.g_00595
OG0000841	Syal.g_02991	Syaa.g_00594
OG0000842	Syal.g_02992	Syaa.g_00593
OG0000843	Syal.g_02993	Syaa.g_00592
OG0000844	Syal.g_02995	Syaa.g_00590
OG0000845	Syal.g_02996	Syaa.g_00589
OG0000846	Syal.g_02997	Syaa.g_00588
OG0000847	Syal.g_02998	Syaa.g_00587
OG0000848	Syal.g_03000	Syaa.g_00585
OG0000849	Syal.g_03001	Syaa.g_00584
OG0000850	Syal.g_03008	Syaa.g_00582
OG0000851	Syal.g_00561	Syaa.g_00577
OG0000852	Syal.g_00562	Syaa.g_00576
OG0000853	Syal.g_00566	Syaa.g_00572
OG0000854	Syal.g_00568	Syaa.g_00570
OG0000855	Syal.g_00569	Syaa.g_00569
OG0000856	Syal.g_02704	Syaa.g_01650
OG0000857	Syal.g_01882	Syaa.g_01188
OG0000858	Syal.g_00576	Syaa.g_00563
OG0000859	Syal.g_00577	Syaa.g_00562
OG0000860	Syal.g_00589	Syaa.g_00549
OG0000861	Syal.g_00590	Syaa.g_00548
OG0000862	Syal.g_00591	Syaa.g_00547
OG0000863	Syal.g_00594	Syaa.g_00543
OG0000864	Syal.g_00595	Syaa.g_00542
OG0000865	Syal.g_00596	Syaa.g_00541
OG0000866	Syal.g_00597	Syaa.g_00540
OG0000867	Syal.g_00598	Syaa.g_00539
OG0000868	Syal.g_00604	Syaa.g_00536
OG0000869	Syal.g_00609	Syaa.g_00531
OG0000870	Syal.g_00614	Syaa.g_00526
OG0000871	Syal.g_00615	Syaa.g_00525
OG0000872	Syal.g_00621	Syaa.g_00511
OG0000873	Syal.g_00624	Syaa.g_00497
OG0000874	Syal.g_00627	Syaa.g_00519
OG0000875	Syal.g_00629	Syaa.g_00438
OG0000876	Syal.g_00631	Syaa.g_00682
OG0000877	Syal.g_00633	Syaa.g_00679
OG0000878	Syal.g_00634	Syaa.g_00678
OG0000879	Syal.g_00635	Syaa.g_00677
OG0000880	Syal.g_00636	Syaa.g_00676
OG0000881	Syal.g_00641	Syaa.g_00671
OG0000882	Syal.g_00646	Syaa.g_00666
OG0000883	Syal.g_00648	Syaa.g_00661
OG0000884	Syal.g_00650	Syaa.g_00659
OG0000885	Syal.g_00651	Syaa.g_00658
OG0000886	Syal.g_00652	Syaa.g_00657
OG0000887	Syal.g_00653	Syaa.g_00656
OG0000888	Syal.g_00655	Syaa.g_00654
OG0000889	Syal.g_00657	Syaa.g_00652
OG0000890	Syal.g_00663	Syaa.g_00644
OG0000891	Syal.g_00664	Syaa.g_00643
OG0000892	Syal.g_00668	Syaa.g_00640
OG0000893	Syal.g_00193	Syaa.g_02352
OG0000894	Syal.g_00196	Syaa.g_02349
OG0000895	Syal.g_00200	Syaa.g_02345
OG0000896	Syal.g_00201	Syaa.g_02344
OG0000897	Syal.g_00203	Syaa.g_02342
OG0000898	Syal.g_00204	Syaa.g_02341
OG0000899	Syal.g_00205	Syaa.g_02340
OG0000900	Syal.g_00206	Syaa.g_02339
OG0000901	Syal.g_00211	Syaa.g_02334
OG0000902	Syal.g_00213	Syaa.g_02332
OG0000903	Syal.g_00227	Syaa.g_02313
OG0000904	Syal.g_00222	Syaa.g_02318
OG0000905	Syal.g_00217	Syaa.g_02324
OG0000906	Syal.g_00215	Syaa.g_02327
OG0000907	Syal.g_00229	Syaa.g_02295
OG0000908	Syal.g_00232	Syaa.g_02292
OG0000909	Syal.g_00233	Syaa.g_02291
OG0000910	Syal.g_00234	Syaa.g_02290
OG0000911	Syal.g_00237	Syaa.g_02288
OG0000912	Syal.g_00238	Syaa.g_02287
OG0000913	Syal.g_00239	Syaa.g_02286
OG0000914	Syal.g_00240	Syaa.g_02285
OG0000915	Syal.g_00241	Syaa.g_02283
OG0000916	Syal.g_00242	Syaa.g_02282
OG0000917	Syal.g_00243	Syaa.g_02281
OG0000918	Syal.g_00244	Syaa.g_02280
OG0000919	Syal.g_00245	Syaa.g_02279
OG0000920	Syal.g_00246	Syaa.g_02278
OG0000921	Syal.g_00247	Syaa.g_02277
OG0000922	Syal.g_00248	Syaa.g_02276
OG0000923	Syal.g_00252	Syaa.g_02272
OG0000924	Syal.g_00253	Syaa.g_02271
OG0000925	Syal.g_00254	Syaa.g_02270
OG0000926	Syal.g_00255	Syaa.g_02269
OG0000927	Syal.g_00257	Syaa.g_02267
OG0000928	Syal.g_00258	Syaa.g_02266
OG0000929	Syal.g_00259	Syaa.g_02265
OG0000930	Syal.g_00260	Syaa.g_02264
OG0000931	Syal.g_00261	Syaa.g_02263
OG0000932	Syal.g_00262	Syaa.g_02262
OG0000933	Syal.g_00268	Syaa.g_02256
OG0000934	Syal.g_00270	Syaa.g_02254
OG0000935	Syal.g_00271	Syaa.g_02253
OG0000936	Syal.g_00272	Syaa.g_02252
OG0000937	Syal.g_00273	Syaa.g_02251
OG0000938	Syal.g_00276	Syaa.g_02248
OG0000939	Syal.g_00277	Syaa.g_02247
OG0000940	Syal.g_00285	Syaa.g_02240
OG0000941	Syal.g_00287	Syaa.g_02238
OG0000942	Syal.g_00289	Syaa.g_02236
OG0000943	Syal.g_00290	Syaa.g_02235
OG0000944	Syal.g_00292	Syaa.g_02233
OG0000945	Syal.g_00294	Syaa.g_02231
OG0000946	Syal.g_00301	Syaa.g_02225
OG0000947	Syal.g_00304	Syaa.g_02222
OG0000948	Syal.g_00305	Syaa.g_02221
OG0000949	Syal.g_01341	Syaa.g_00172
OG0000950	Syal.g_01348	Syaa.g_00159
OG0000951	Syal.g_01353	Syaa.g_00153
OG0000952	Syal.g_01363	Syaa.g_00149
OG0000953	Syal.g_01435	Syaa.g_00143
OG0000954	Syal.g_01443	Syaa.g_00138
OG0000955	Syal.g_01444	Syaa.g_00137
OG0000956	Syal.g_01446	Syaa.g_00135
OG0000957	Syal.g_01457	Syaa.g_00125
OG0000958	Syal.g_01458	Syaa.g_00124
OG0000959	Syal.g_01482	Syaa.g_00120
OG0000960	Syal.g_01483	Syaa.g_00119
OG0000961	Syal.g_01507	Syaa.g_00106
OG0000962	Syal.g_01509	Syaa.g_00102
OG0000963	Syal.g_01514	Syaa.g_00097
OG0000964	Syal.g_01515	Syaa.g_00096
OG0000965	Syal.g_01516	Syaa.g_00095
OG0000966	Syal.g_00176	Syaa.g_00083
OG0000967	Syal.g_00171	Syaa.g_00074
OG0000968	Syal.g_00169	Syaa.g_00078
OG0000969	Syal.g_00167	Syaa.g_00077
OG0000970	Syal.g_00166	Syaa.g_00076
OG0000971	Syal.g_00164	Syaa.g_00069
OG0000972	Syal.g_00163	Syaa.g_00068
OG0000973	Syal.g_00162	Syaa.g_00067
OG0000974	Syal.g_00161	Syaa.g_00066
OG0000975	Syal.g_00160	Syaa.g_00065
OG0000976	Syal.g_00159	Syaa.g_00064
OG0000977	Syal.g_00157	Syaa.g_00062
OG0000978	Syal.g_00156	Syaa.g_00061
OG0000979	Syal.g_00153	Syaa.g_00058
OG0000980	Syal.g_00150	Syaa.g_00055
OG0000981	Syal.g_00147	Syaa.g_00052
OG0000982	Syal.g_01068	Syaa.g_02593
OG0000983	Syal.g_01069	Syaa.g_02594
OG0000984	Syal.g_01070	Syaa.g_02595
OG0000985	Syal.g_01074	Syaa.g_02597
OG0000986	Syal.g_01076	Syaa.g_02601
OG0000987	Syal.g_01080	Syaa.g_02603
OG0000988	Syal.g_01086	Syaa.g_02608
OG0000989	Syal.g_01098	Syaa.g_02616
OG0000990	Syal.g_01118	Syaa.g_02647
OG0000991	Syal.g_01120	Syaa.g_02650
OG0000992	Syal.g_01122	Syaa.g_02653
OG0000993	Syal.g_01123	Syaa.g_02654
OG0000994	Syal.g_01127	Syaa.g_02657
OG0000995	Syal.g_01132	Syaa.g_02662
OG0000996	Syal.g_01162	Syaa.g_02705
OG0000997	Syal.g_01171	Syaa.g_02725
OG0000998	Syal.g_01173	Syaa.g_02727
OG0000999	Syal.g_01174	Syaa.g_02728
OG0001000	Syal.g_01177	Syaa.g_02732
OG0001001	Syal.g_01182	Syaa.g_02738
OG0001002	Syal.g_00082	Syaa.g_02745
OG0001003	Syal.g_00084	Syaa.g_02747
OG0001004	Syal.g_00085	Syaa.g_02748
OG0001005	Syal.g_00087	Syaa.g_02749
OG0001006	Syal.g_00094	Syaa.g_02756
OG0001007	Syal.g_00096	Syaa.g_02758
OG0001008	Syal.g_00524	Syaa.g_00704
OG0001009	Syal.g_00129	Syaa.g_00034
OG0001010	Syal.g_00130	Syaa.g_00035
OG0001011	Syal.g_00131	Syaa.g_00037
OG0001012	Syal.g_01064	Syaa.g_02589
OG0001013	Syal.g_01026	Syaa.g_02576
OG0001014	Syal.g_01022	Syaa.g_02572
OG0001015	Syal.g_01021	Syaa.g_02571
OG0001016	Syal.g_00756	Syaa.g_00348
OG0001017	Syal.g_00762	Syaa.g_00342
OG0001018	Syal.g_00764	Syaa.g_00340
OG0001019	Syal.g_00785	Syaa.g_00323
OG0001020	Syal.g_00796	Syaa.g_02355
OG0001021	Syal.g_00800	Syaa.g_02359
OG0001022	Syal.g_00805	Syaa.g_02365
OG0001023	Syal.g_00806	Syaa.g_02366
OG0001024	Syal.g_00810	Syaa.g_02370
OG0001025	Syal.g_00817	Syaa.g_02377
OG0001026	Syal.g_00830	Syaa.g_02390
OG0001027	Syal.g_00834	Syaa.g_02397
OG0001028	Syal.g_00836	Syaa.g_02399
OG0001029	Syal.g_00838	Syaa.g_02401
OG0001030	Syal.g_00860	Syaa.g_02422
OG0001031	Syal.g_00936	Syaa.g_02500
OG0001032	Syal.g_00938	Syaa.g_02502
OG0001033	Syal.g_00972	Syaa.g_02539
OG0001034	Syal.g_00684	Syaa.g_02108
OG0001035	Syal.g_01226	Syaa.g_00298
OG0001036	Syal.g_01231	Syaa.g_00293
OG0001037	Syal.g_01233	Syaa.g_00291
OG0001038	Syal.g_01261	Syaa.g_00264
OG0001039	Syal.g_01264	Syaa.g_00261
OG0001040	Syal.g_01267	Syaa.g_00258
OG0001041	Syal.g_01272	Syaa.g_00253
OG0001042	Syal.g_01300	Syaa.g_00227
OG0001043	Syal.g_01304	Syaa.g_00223
OG0001044	Syal.g_00346	Syaa.g_02183
OG0001045	Syal.g_00359	Syaa.g_02170
OG0001046	Syal.g_01967	Syaa.g_01332
OG0001047	Syal.g_00522	Syaa.g_00706
OG0001048	Syal.g_00521	Syaa.g_00707
OG0001049	Syal.g_00518	Syaa.g_00710
OG0001050	Syal.g_00517	Syaa.g_00711
OG0001051	Syal.g_00516	Syaa.g_00712
OG0001052	Syal.g_00467	Syaa.g_01846
OG0001053	Syal.g_02900	Syaa.g_02048
OG0001054	Syal.g_02919	Syaa.g_02031
OG0001055	Syal.g_02940	Syaa.g_02010
OG0001056	Syal.g_02833	Syaa.g_01975
OG0001057	Syal.g_01574	Syaa.g_01966
OG0001058	Syal.g_02812	Syaa.g_01951
OG0001059	Syal.g_02808	Syaa.g_01947
OG0001060	Syal.g_02801	Syaa.g_01941
OG0001061	Syal.g_02783	Syaa.g_01919
OG0001062	Syal.g_02781	Syaa.g_01917
OG0001063	Syal.g_02776	Syaa.g_01912
OG0001064	Syal.g_02775	Syaa.g_01911
OG0001065	Syal.g_02774	Syaa.g_01910
OG0001066	Syal.g_02773	Syaa.g_01909
OG0001067	Syal.g_02772	Syaa.g_01908
OG0001068	Syal.g_02771	Syaa.g_01907
OG0001069	Syal.g_02770	Syaa.g_01906
OG0001070	Syal.g_02766	Syaa.g_01903
OG0001071	Syal.g_02765	Syaa.g_01902
OG0001072	Syal.g_02761	Syaa.g_01898
OG0001073	Syal.g_02746	Syaa.g_01884
OG0001074	Syal.g_02575	Syaa.g_01678
OG0001075	Syal.g_02726	Syaa.g_01676
OG0001076	Syal.g_02712	Syaa.g_01659
OG0001077	Syal.g_02702	Syaa.g_01647
OG0001078	Syal.g_02635	Syaa.g_01632
OG0001079	Syal.g_02618	Syaa.g_01619
OG0001080	Syal.g_02514	Syaa.g_01443
OG0001081	Syal.g_02175	Syaa.g_01056
OG0001082	Syal.g_02176	Syaa.g_01057
OG0001083	Syal.g_02184	Syaa.g_01064
OG0001084	Syal.g_02187	Syaa.g_01065
OG0001085	Syal.g_02206	Syaa.g_01075
OG0001086	Syal.g_02208	Syaa.g_01077
OG0001087	Syal.g_01782	Syaa.g_00920
OG0001088	Syal.g_01785	Syaa.g_00916
OG0001089	Syal.g_01811	Syaa.g_00890
OG0001090	Syal.g_01859	Syaa.g_01237
OG0001091	Syal.g_01862	Syaa.g_01239
OG0001092	Syal.g_01864	Syaa.g_01242
OG0001093	Syal.g_02419	Syaa.g_01248
OG0001094	Syal.g_02216	Syaa.g_01148
OG0001095	Syal.g_01879	Syaa.g_01185
OG0001096	Syal.g_02447	Syaa.g_01200
OG0001097	Syal.g_02473	Syaa.g_00828
OG0001098	Syal.g_02083	Syaa.g_01441
OG0001099	Syal.g_00837	Syaa.g_02400
OG0001100	Syal.g_02293	Syaa.g_01086
OG0001101	Syal.g_02292	Syaa.g_01088
OG0001102	Syal.g_02289	Syaa.g_01091
OG0001103	Syal.g_02287	Syaa.g_01093
OG0001104	Syal.g_02241	Syaa.g_01133
OG0001105	Syal.g_02236	Syaa.g_01137
OG0001106	Syal.g_02007	Syaa.g_01372
OG0001107	Syal.g_01993	Syaa.g_01359
OG0001108	Syal.g_01985	Syaa.g_01350
OG0001109	Syal.g_01983	Syaa.g_01349
