Orthogroup	Syab	Syar
OG0000554	Syab.g_02040	Syar.g_02352
OG0000555	Syab.g_02026	Syar.g_02336
OG0000556	Syab.g_02022	Syar.g_02332
OG0000557	Syab.g_02019	Syar.g_02328
OG0000558	Syab.g_02016	Syar.g_02326
OG0000559	Syab.g_02012	Syar.g_02322
OG0000560	Syab.g_02009	Syar.g_02320
OG0000561	Syab.g_02008	Syar.g_02319
OG0000562	Syab.g_02007	Syar.g_02318
OG0000563	Syab.g_02006	Syar.g_02317
OG0000564	Syab.g_02005	Syar.g_02316
OG0000565	Syab.g_02001	Syar.g_02312
OG0000566	Syab.g_01997	Syar.g_02308
OG0000567	Syab.g_01993	Syar.g_02304
OG0000568	Syab.g_01991	Syar.g_02302
OG0000569	Syab.g_01990	Syar.g_02301
OG0000570	Syab.g_01989	Syar.g_02300
OG0000571	Syab.g_01986	Syar.g_02298
OG0000572	Syab.g_01969	Syar.g_02201
OG0000573	Syab.g_01960	Syar.g_02191
OG0000574	Syab.g_01959	Syar.g_02190
OG0000575	Syab.g_01954	Syar.g_03180
OG0000576	Syab.g_01952	Syar.g_02187
OG0000577	Syab.g_01951	Syar.g_02186
OG0000578	Syab.g_01950	Syar.g_02185
OG0000579	Syab.g_01949	Syar.g_02184
OG0000580	Syab.g_01948	Syar.g_02183
OG0000581	Syab.g_01934	Syar.g_02175
OG0000582	Syab.g_01929	Syar.g_02131
OG0000583	Syab.g_01928	Syar.g_02132
OG0000584	Syab.g_01927	Syar.g_02133
OG0000585	Syab.g_01924	Syar.g_02170
OG0000586	Syab.g_01923	Syar.g_02171
OG0000587	Syab.g_01921	Syar.g_02173
OG0000588	Syab.g_01910	Syar.g_02275
OG0000589	Syab.g_01899	Syar.g_02261
OG0000590	Syab.g_01898	Syar.g_02260
OG0000591	Syab.g_01892	Syar.g_02246
OG0000592	Syab.g_01891	Syar.g_02245
OG0000593	Syab.g_01877	Syar.g_02414
OG0000594	Syab.g_01876	Syar.g_02415
OG0000595	Syab.g_01875	Syar.g_02416
OG0000596	Syab.g_01871	Syar.g_02421
OG0000597	Syab.g_01868	Syar.g_02424
OG0000598	Syab.g_01867	Syar.g_02425
OG0000599	Syab.g_01860	Syar.g_02428
OG0000600	Syab.g_01859	Syar.g_02429
OG0000601	Syab.g_01858	Syar.g_02430
OG0000602	Syab.g_01853	Syar.g_02435
OG0000603	Syab.g_01852	Syar.g_02436
OG0000604	Syab.g_01850	Syar.g_02438
OG0000605	Syab.g_01758	Syar.g_02440
OG0000606	Syab.g_01529	Syar.g_02443
OG0000607	Syab.g_01533	Syar.g_02446
OG0000608	Syab.g_01534	Syar.g_02447
OG0000609	Syab.g_01536	Syar.g_02470
OG0000610	Syab.g_01555	Syar.g_01917
OG0000611	Syab.g_01558	Syar.g_01914
OG0000612	Syab.g_01559	Syar.g_01913
OG0000613	Syab.g_00228	Syar.g_00712
OG0000614	Syab.g_01179	Syar.g_02012, Syar.g_01344
OG0000615	Syab.g_01605	Syar.g_02603
OG0000616	Syab.g_02897	Syar.g_00454
OG0000617	Syab.g_01274	Syar.g_01576
OG0000618	Syab.g_01275	Syar.g_01575
OG0000619	Syab.g_01662	Syar.g_01574
OG0000620	Syab.g_01668	Syar.g_01569
OG0000621	Syab.g_01669	Syar.g_01568
OG0000622	Syab.g_01670	Syar.g_01566
OG0000623	Syab.g_01671	Syar.g_01565
OG0000624	Syab.g_01673	Syar.g_01564
OG0000625	Syab.g_01674	Syar.g_01563
OG0000626	Syab.g_01675	Syar.g_01562
OG0000627	Syab.g_01438	Syar.g_01868
OG0000628	Syab.g_01437	Syar.g_01869
OG0000629	Syab.g_01434	Syar.g_01872
OG0000630	Syab.g_01430	Syar.g_02586
OG0000631	Syab.g_01421	Syar.g_02579
OG0000632	Syab.g_01420	Syar.g_02578
OG0000633	Syab.g_01419	Syar.g_02576
OG0000634	Syab.g_01651	Syar.g_02635
OG0000635	Syab.g_01656	Syar.g_02636
OG0000636	Syab.g_01658	Syar.g_02638
OG0000637	Syab.g_01660	Syar.g_02640
OG0000638	Syab.g_01661	Syar.g_02641
OG0000639	Syab.g_01276	Syar.g_02642
OG0000640	Syab.g_01277	Syar.g_02643
OG0000641	Syab.g_01281	Syar.g_02648
OG0000642	Syab.g_01282	Syar.g_02649
OG0000643	Syab.g_01283	Syar.g_02650
OG0000644	Syab.g_01284	Syar.g_02651
OG0000645	Syab.g_01286	Syar.g_02652
OG0000646	Syab.g_01289	Syar.g_02655
OG0000647	Syab.g_01291	Syar.g_02657
OG0000648	Syab.g_01684	Syar.g_02659
OG0000649	Syab.g_01685	Syar.g_02660
OG0000650	Syab.g_01686	Syar.g_02661
OG0000651	Syab.g_01687	Syar.g_02662
OG0000652	Syab.g_01688	Syar.g_02663
OG0000653	Syab.g_01690	Syar.g_02665
OG0000654	Syab.g_01691	Syar.g_02666
OG0000655	Syab.g_01692	Syar.g_02667
OG0000656	Syab.g_01695	Syar.g_02479
OG0000657	Syab.g_01706	Syar.g_01812
OG0000658	Syab.g_01710	Syar.g_01815
OG0000659	Syab.g_01711	Syar.g_01816
OG0000660	Syab.g_01715	Syar.g_01820
OG0000661	Syab.g_01717	Syar.g_03175, Syar.g_01822
OG0000662	Syab.g_01719	Syar.g_01829
OG0000663	Syab.g_01722	Syar.g_01832
OG0000664	Syab.g_01723	Syar.g_01837
OG0000665	Syab.g_01829	Syar.g_02774
OG0000666	Syab.g_01842	Syar.g_01241
OG0000667	Syab.g_01548	Syar.g_02346
OG0000668	Syab.g_01319	Syar.g_01802
OG0000669	Syab.g_01642	Syar.g_01627
OG0000670	Syab.g_02156	Syar.g_01624
OG0000671	Syab.g_01638	Syar.g_01622
OG0000672	Syab.g_01635	Syar.g_01619
OG0000673	Syab.g_01632	Syar.g_01615
OG0000674	Syab.g_01630	Syar.g_01613
OG0000675	Syab.g_01629	Syar.g_01612
OG0000676	Syab.g_01620	Syar.g_01608
OG0000677	Syab.g_01619	Syar.g_01607
OG0000678	Syab.g_01613	Syar.g_02037
OG0000679	Syab.g_01601	Syar.g_02606
OG0000680	Syab.g_01600	Syar.g_02607
OG0000681	Syab.g_01597	Syar.g_02610
OG0000682	Syab.g_01596	Syar.g_02611
OG0000683	Syab.g_01595	Syar.g_02612
OG0000684	Syab.g_01591	Syar.g_02615
OG0000685	Syab.g_01589	Syar.g_02617
OG0000686	Syab.g_01588	Syar.g_02618
OG0000687	Syab.g_01586	Syar.g_02619
OG0000688	Syab.g_01576	Syar.g_02624
OG0000689	Syab.g_01574	Syar.g_02626
OG0000690	Syab.g_01573	Syar.g_02627
OG0000691	Syab.g_01572	Syar.g_02628
OG0000692	Syab.g_01571	Syar.g_02629
OG0000693	Syab.g_01569	Syar.g_02631
OG0000694	Syab.g_01568	Syar.g_02632
OG0000695	Syab.g_01417	Syar.g_02573
OG0000696	Syab.g_01416	Syar.g_02572
OG0000697	Syab.g_01415	Syar.g_02570
OG0000698	Syab.g_01412	Syar.g_02567
OG0000699	Syab.g_01411	Syar.g_02566
OG0000700	Syab.g_01410	Syar.g_02565
OG0000701	Syab.g_01409	Syar.g_02564
OG0000702	Syab.g_01401	Syar.g_02559
OG0000703	Syab.g_01400	Syar.g_02557
OG0000704	Syab.g_01398	Syar.g_02555
OG0000705	Syab.g_01391	Syar.g_02547
OG0000706	Syab.g_01390	Syar.g_02546
OG0000707	Syab.g_01389	Syar.g_02545
OG0000708	Syab.g_01386	Syar.g_02542
OG0000709	Syab.g_01378	Syar.g_02534
OG0000710	Syab.g_01367	Syar.g_02528
OG0000711	Syab.g_01340	Syar.g_02499
OG0000712	Syab.g_01338	Syar.g_02497
OG0000713	Syab.g_01337	Syar.g_02496
OG0000714	Syab.g_01334	Syar.g_02494
OG0000715	Syab.g_01332	Syar.g_02492
OG0000716	Syab.g_01328	Syar.g_02488
OG0000717	Syab.g_01327	Syar.g_02487
OG0000718	Syab.g_01323	Syar.g_02483
OG0000719	Syab.g_01321	Syar.g_01804
OG0000720	Syab.g_01307	Syar.g_01790
OG0000721	Syab.g_01305	Syar.g_01788
OG0000722	Syab.g_01304	Syar.g_01787
OG0000723	Syab.g_01678	Syar.g_01560
OG0000724	Syab.g_01223	Syar.g_01367, Syar.g_02120
OG0000725	Syab.g_01207	Syar.g_01934
OG0000726	Syab.g_01206	Syar.g_01935
OG0000727	Syab.g_01205	Syar.g_01936
OG0000728	Syab.g_01203	Syar.g_01938
OG0000729	Syab.g_00097	Syar.g_00593
OG0000730	Syab.g_00521	Syar.g_01115
OG0000731	Syab.g_00531	Syar.g_01127
OG0000732	Syab.g_00055	Syar.g_00522
OG0000733	Syab.g_02798	Syar.g_02234
OG0000734	Syab.g_02508	Syar.g_03128
OG0000735	Syab.g_00942	Syar.g_01522
OG0000736	Syab.g_00943	Syar.g_01523
OG0000737	Syab.g_00944	Syar.g_01524
OG0000738	Syab.g_00949	Syar.g_01530
OG0000739	Syab.g_00961	Syar.g_01531
OG0000740	Syab.g_00962	Syar.g_01532
OG0000741	Syab.g_00965	Syar.g_01535
OG0000742	Syab.g_00968	Syar.g_01538
OG0000743	Syab.g_00970	Syar.g_01541
OG0000744	Syab.g_00971	Syar.g_01542
OG0000745	Syab.g_00973	Syar.g_01545
OG0000746	Syab.g_00975	Syar.g_01549
OG0000747	Syab.g_00976	Syar.g_01551
OG0000748	Syab.g_00991	Syar.g_01945
OG0000749	Syab.g_00992	Syar.g_01946
OG0000750	Syab.g_00993	Syar.g_01947
OG0000751	Syab.g_01002	Syar.g_01952
OG0000752	Syab.g_01004	Syar.g_01954
OG0000753	Syab.g_01007	Syar.g_01957
OG0000754	Syab.g_01012	Syar.g_01963
OG0000755	Syab.g_01021	Syar.g_01974
OG0000756	Syab.g_01022	Syar.g_01975
OG0000757	Syab.g_01029	Syar.g_01984
OG0000758	Syab.g_01030	Syar.g_01985
OG0000759	Syab.g_01031	Syar.g_01986
OG0000760	Syab.g_01032	Syar.g_01987
OG0000761	Syab.g_01034	Syar.g_01988
OG0000762	Syab.g_01036	Syar.g_01992
OG0000763	Syab.g_01038	Syar.g_01699
OG0000764	Syab.g_01039	Syar.g_01700
OG0000765	Syab.g_01154	Syar.g_01718
OG0000766	Syab.g_01153	Syar.g_01719
OG0000767	Syab.g_01151	Syar.g_01721
OG0000768	Syab.g_01150	Syar.g_01722
OG0000769	Syab.g_01148	Syar.g_01724
OG0000770	Syab.g_01145	Syar.g_01727
OG0000771	Syab.g_01229	Syar.g_01373
OG0000772	Syab.g_00957	Syar.g_00746
OG0000773	Syab.g_00931	Syar.g_02694
OG0000774	Syab.g_00924	Syar.g_02771
OG0000775	Syab.g_00922	Syar.g_02773
OG0000776	Syab.g_00921	Syar.g_01755
OG0000777	Syab.g_00920	Syar.g_01754
OG0000778	Syab.g_00919	Syar.g_01753
OG0000779	Syab.g_00913	Syar.g_02779
OG0000780	Syab.g_00908	Syar.g_02781
OG0000781	Syab.g_00904	Syar.g_02785
OG0000782	Syab.g_00903	Syar.g_02786
OG0000783	Syab.g_00902	Syar.g_02787
OG0000784	Syab.g_00901	Syar.g_02788
OG0000785	Syab.g_00899	Syar.g_02791
OG0000786	Syab.g_00895	Syar.g_02795
OG0000787	Syab.g_00894	Syar.g_02796
OG0000788	Syab.g_01857	Syar.g_02331
OG0000789	Syab.g_01835	Syar.g_02040
OG0000790	Syab.g_02082	Syar.g_01456
OG0000791	Syab.g_02080	Syar.g_01454
OG0000792	Syab.g_02079	Syar.g_01453
OG0000793	Syab.g_02074	Syar.g_01243
OG0000794	Syab.g_02073	Syar.g_01242
OG0000795	Syab.g_02072	Syar.g_01240
OG0000796	Syab.g_02068	Syar.g_01236
OG0000797	Syab.g_02067	Syar.g_01235
OG0000798	Syab.g_00298	Syar.g_00222
OG0000799	Syab.g_00826	Syar.g_02844
OG0000800	Syab.g_00821	Syar.g_02843
OG0000801	Syab.g_00820	Syar.g_02842
OG0000802	Syab.g_00816	Syar.g_02825
OG0000803	Syab.g_00806	Syar.g_02822
OG0000804	Syab.g_00802	Syar.g_02819
OG0000805	Syab.g_00792	Syar.g_02817
OG0000806	Syab.g_00790	Syar.g_02815
OG0000807	Syab.g_00788	Syar.g_02814
OG0000808	Syab.g_00783	Syar.g_02813
OG0000809	Syab.g_00780	Syar.g_02811
OG0000810	Syab.g_00779	Syar.g_02810
OG0000811	Syab.g_00770	Syar.g_02805
OG0000812	Syab.g_00768	Syar.g_02803
OG0000813	Syab.g_00767	Syar.g_02802
OG0000814	Syab.g_00765	Syar.g_02800
OG0000815	Syab.g_00760	Syar.g_02799
OG0000816	Syab.g_00758	Syar.g_02797
OG0000817	Syab.g_00757	Syar.g_02861
OG0000818	Syab.g_00751	Syar.g_01418
OG0000819	Syab.g_00750	Syar.g_01417
OG0000820	Syab.g_00749	Syar.g_01416
OG0000821	Syab.g_00743	Syar.g_01410
OG0000822	Syab.g_00741	Syar.g_01408
OG0000823	Syab.g_00740	Syar.g_00017, Syar.g_01407
OG0000824	Syab.g_00735	Syar.g_01402
OG0000825	Syab.g_00734	Syar.g_01401
OG0000826	Syab.g_00733	Syar.g_01400
OG0000827	Syab.g_00732	Syar.g_01399
OG0000828	Syab.g_00729	Syar.g_01396
OG0000829	Syab.g_00728	Syar.g_01395
OG0000830	Syab.g_00727	Syar.g_01394
OG0000831	Syab.g_00725	Syar.g_01391
OG0000832	Syab.g_02169	Syar.g_01213
OG0000833	Syab.g_02178	Syar.g_02877
OG0000834	Syab.g_02181	Syar.g_02878
OG0000835	Syab.g_02182	Syar.g_02879
OG0000836	Syab.g_02185	Syar.g_02881
OG0000837	Syab.g_02186	Syar.g_02882
OG0000838	Syab.g_02190	Syar.g_02886
OG0000839	Syab.g_02191	Syar.g_02887
OG0000840	Syab.g_02192	Syar.g_02888
OG0000841	Syab.g_02193	Syar.g_02889
OG0000842	Syab.g_02194	Syar.g_02890
OG0000843	Syab.g_02195	Syar.g_02891
OG0000844	Syab.g_02197	Syar.g_02893
OG0000845	Syab.g_02198	Syar.g_02894
OG0000846	Syab.g_02199	Syar.g_02895
OG0000847	Syab.g_02200	Syar.g_02896
OG0000848	Syab.g_02202	Syar.g_02898
OG0000849	Syab.g_02203	Syar.g_02899
OG0000850	Syab.g_02212	Syar.g_02902
OG0000851	Syab.g_02226	Syar.g_02905
OG0000852	Syab.g_02227	Syar.g_02906
OG0000853	Syab.g_02233	Syar.g_02910
OG0000854	Syab.g_02235	Syar.g_02912
OG0000855	Syab.g_02236	Syar.g_02913
OG0000856	Syab.g_01889	Syar.g_02243
OG0000857	Syab.g_01290	Syar.g_02656
OG0000858	Syab.g_02244	Syar.g_02920
OG0000859	Syab.g_02245	Syar.g_02921
OG0000860	Syab.g_02258	Syar.g_02931
OG0000861	Syab.g_02259	Syar.g_02932
OG0000862	Syab.g_02261	Syar.g_02942
OG0000863	Syab.g_02265	Syar.g_02944
OG0000864	Syab.g_02266	Syar.g_02945
OG0000865	Syab.g_02267	Syar.g_02946
OG0000866	Syab.g_02268	Syar.g_02947
OG0000867	Syab.g_02269	Syar.g_02948
OG0000868	Syab.g_02287	Syar.g_02950
OG0000869	Syab.g_02292	Syar.g_02955
OG0000870	Syab.g_02297	Syar.g_02960
OG0000871	Syab.g_02298	Syar.g_02961
OG0000872	Syab.g_02305	Syar.g_02967
OG0000873	Syab.g_02308	Syar.g_02970
OG0000874	Syab.g_02311	Syar.g_02974
OG0000875	Syab.g_02313	Syar.g_02975
OG0000876	Syab.g_02315	Syar.g_01828
OG0000877	Syab.g_02317	Syar.g_02977
OG0000878	Syab.g_02318	Syar.g_02978
OG0000879	Syab.g_02319	Syar.g_02979
OG0000880	Syab.g_02320	Syar.g_02980
OG0000881	Syab.g_02325	Syar.g_02984
OG0000882	Syab.g_02330	Syar.g_02989
OG0000883	Syab.g_02332	Syar.g_02992
OG0000884	Syab.g_02334	Syar.g_02994
OG0000885	Syab.g_02335	Syar.g_02995
OG0000886	Syab.g_02336	Syar.g_02996
OG0000887	Syab.g_02338	Syar.g_02998
OG0000888	Syab.g_02340	Syar.g_03000
OG0000889	Syab.g_02342	Syar.g_03002
OG0000890	Syab.g_02348	Syar.g_03005
OG0000891	Syab.g_02349	Syar.g_03006
OG0000892	Syab.g_02353	Syar.g_03008
OG0000893	Syab.g_00366	Syar.g_00150
OG0000894	Syab.g_00369	Syar.g_00145
OG0000895	Syab.g_00373	Syar.g_00141
OG0000896	Syab.g_00374	Syar.g_00140
OG0000897	Syab.g_00376	Syar.g_00138
OG0000898	Syab.g_00377	Syar.g_00137
OG0000899	Syab.g_00378	Syar.g_00136
OG0000900	Syab.g_00379	Syar.g_00135
OG0000901	Syab.g_00384	Syar.g_00130
OG0000902	Syab.g_00386	Syar.g_01013
OG0000903	Syab.g_00399	Syar.g_01026
OG0000904	Syab.g_00395	Syar.g_01021
OG0000905	Syab.g_00390	Syar.g_01018
OG0000906	Syab.g_00388	Syar.g_01015
OG0000907	Syab.g_00401	Syar.g_01028
OG0000908	Syab.g_00404	Syar.g_01031
OG0000909	Syab.g_00405	Syar.g_01032
OG0000910	Syab.g_00406	Syar.g_01033
OG0000911	Syab.g_00408	Syar.g_01035
OG0000912	Syab.g_00409	Syar.g_01036
OG0000913	Syab.g_00410	Syar.g_01037
OG0000914	Syab.g_00411	Syar.g_01038
OG0000915	Syab.g_00412	Syar.g_01040
OG0000916	Syab.g_00413	Syar.g_01041
OG0000917	Syab.g_00414	Syar.g_01042
OG0000918	Syab.g_00415	Syar.g_01043
OG0000919	Syab.g_00416	Syar.g_01044
OG0000920	Syab.g_00417	Syar.g_01045
OG0000921	Syab.g_00418	Syar.g_01046
OG0000922	Syab.g_00419	Syar.g_01047
OG0000923	Syab.g_00423	Syar.g_01051
OG0000924	Syab.g_00424	Syar.g_01052
OG0000925	Syab.g_00425	Syar.g_01053
OG0000926	Syab.g_00426	Syar.g_01054
OG0000927	Syab.g_00428	Syar.g_01056
OG0000928	Syab.g_00429	Syar.g_01057
OG0000929	Syab.g_00430	Syar.g_01058
OG0000930	Syab.g_00431	Syar.g_01059
OG0000931	Syab.g_00432	Syar.g_01060
OG0000932	Syab.g_00433	Syar.g_01061
OG0000933	Syab.g_00439	Syar.g_01066
OG0000934	Syab.g_00441	Syar.g_01068
OG0000935	Syab.g_00442	Syar.g_01069
OG0000936	Syab.g_00443	Syar.g_01070
OG0000937	Syab.g_00444	Syar.g_01071
OG0000938	Syab.g_00447	Syar.g_01074
OG0000939	Syab.g_00448	Syar.g_01075
OG0000940	Syab.g_00456	Syar.g_01081
OG0000941	Syab.g_00458	Syar.g_01083
OG0000942	Syab.g_00460	Syar.g_01085
OG0000943	Syab.g_00461	Syar.g_01086
OG0000944	Syab.g_00463	Syar.g_01088
OG0000945	Syab.g_00466	Syar.g_01089
OG0000946	Syab.g_00473	Syar.g_01095
OG0000947	Syab.g_00476	Syar.g_01098
OG0000948	Syab.g_00477	Syar.g_01099
OG0000949	Syab.g_00212	Syar.g_00283
OG0000950	Syab.g_00204	Syar.g_00661
OG0000951	Syab.g_00199	Syar.g_00656
OG0000952	Syab.g_00191	Syar.g_00651
OG0000953	Syab.g_00134	Syar.g_00248
OG0000954	Syab.g_00129	Syar.g_00258
OG0000955	Syab.g_00128	Syar.g_00259
OG0000956	Syab.g_00126	Syar.g_00261
OG0000957	Syab.g_00115	Syar.g_00610
OG0000958	Syab.g_00114	Syar.g_00609
OG0000959	Syab.g_00110	Syar.g_00605
OG0000960	Syab.g_00109	Syar.g_00604
OG0000961	Syab.g_00100	Syar.g_00094
OG0000962	Syab.g_00098	Syar.g_00594
OG0000963	Syab.g_00093	Syar.g_00590
OG0000964	Syab.g_00092	Syar.g_00589
OG0000965	Syab.g_00091	Syar.g_00588
OG0000966	Syab.g_00082	Syar.g_00549
OG0000967	Syab.g_00078	Syar.g_00545
OG0000968	Syab.g_00075	Syar.g_00542
OG0000969	Syab.g_00073	Syar.g_00540
OG0000970	Syab.g_00072	Syar.g_00539
OG0000971	Syab.g_00070	Syar.g_00537
OG0000972	Syab.g_00069	Syar.g_00536
OG0000973	Syab.g_00068	Syar.g_00535
OG0000974	Syab.g_00067	Syar.g_00534
OG0000975	Syab.g_00066	Syar.g_00533
OG0000976	Syab.g_00065	Syar.g_00532
OG0000977	Syab.g_00063	Syar.g_00530
OG0000978	Syab.g_00062	Syar.g_00529
OG0000979	Syab.g_00059	Syar.g_00526
OG0000980	Syab.g_00056	Syar.g_00523
OG0000981	Syab.g_00053	Syar.g_00520
OG0000982	Syab.g_02756	Syar.g_00331
OG0000983	Syab.g_02757	Syar.g_00332
OG0000984	Syab.g_02758	Syar.g_00333
OG0000985	Syab.g_02762	Syar.g_00337
OG0000986	Syab.g_02764	Syar.g_00344
OG0000987	Syab.g_02768	Syar.g_00346
OG0000988	Syab.g_02774	Syar.g_00352
OG0000989	Syab.g_02792	Syar.g_00377
OG0000990	Syab.g_02811	Syar.g_00697
OG0000991	Syab.g_02818	Syar.g_00700
OG0000992	Syab.g_02821	Syar.g_00704
OG0000993	Syab.g_02822	Syar.g_00705
OG0000994	Syab.g_02826	Syar.g_00708
OG0000995	Syab.g_02835	Syar.g_03212, Syar.g_00624
OG0000996	Syab.g_02866	Syar.g_00861
OG0000997	Syab.g_02875	Syar.g_00437
OG0000998	Syab.g_02877	Syar.g_00439
OG0000999	Syab.g_02878	Syar.g_00440
OG0001000	Syab.g_02881	Syar.g_00955, Syar.g_00444
OG0001001	Syab.g_02888	Syar.g_00450
OG0001002	Syab.g_02900	Syar.g_00457
OG0001003	Syab.g_02902	Syar.g_00459
OG0001004	Syab.g_02903	Syar.g_00460
OG0001005	Syab.g_02905	Syar.g_00461
OG0001006	Syab.g_02912	Syar.g_00468
OG0001007	Syab.g_02914	Syar.g_00470
OG0001008	Syab.g_00584	Syar.g_01178, Syar.g_03274
OG0001009	Syab.g_00033	Syar.g_00500
OG0001010	Syab.g_00034	Syar.g_00501
OG0001011	Syab.g_00035	Syar.g_00503
OG0001013	Syab.g_02716	Syar.g_00906
OG0001014	Syab.g_02712	Syar.g_00914
OG0001015	Syab.g_02711	Syar.g_00915
OG0001017	Syab.g_02445	Syar.g_03050
OG0001018	Syab.g_02447	Syar.g_03052
OG0001019	Syab.g_02469	Syar.g_03086
OG0001020	Syab.g_02477	Syar.g_03092
OG0001021	Syab.g_02481	Syar.g_03098
OG0001022	Syab.g_02485	Syar.g_03102
OG0001023	Syab.g_02486	Syar.g_03103
OG0001024	Syab.g_02490	Syar.g_02276
OG0001025	Syab.g_02497	Syar.g_03115
OG0001026	Syab.g_02510	Syar.g_03131
OG0001027	Syab.g_02515	Syar.g_00031
OG0001028	Syab.g_02517	Syar.g_00034
OG0001029	Syab.g_02519	Syar.g_00036
OG0001030	Syab.g_02540	Syar.g_00058
OG0001031	Syab.g_02615	Syar.g_00129
OG0001032	Syab.g_02617	Syar.g_01011
OG0001033	Syab.g_02675	Syar.g_00962
OG0001034	Syab.g_02370	Syar.g_03022
OG0001035	Syab.g_00335	Syar.g_00171
OG0001036	Syab.g_00327	Syar.g_00193
OG0001037	Syab.g_00325	Syar.g_00195
OG0001038	Syab.g_00297	Syar.g_00223
OG0001039	Syab.g_00294	Syar.g_00226
OG0001040	Syab.g_00291	Syar.g_00229
OG0001041	Syab.g_00286	Syar.g_00234
OG0001042	Syab.g_00254	Syar.g_00831
OG0001043	Syab.g_00250	Syar.g_00826
OG0001044	Syab.g_00522	Syar.g_01117
OG0001045	Syab.g_00534	Syar.g_01130
OG0001046	Syab.g_01352	Syar.g_02514
OG0001047	Syab.g_00586	Syar.g_01180
OG0001048	Syab.g_00587	Syar.g_01181
OG0001049	Syab.g_00590	Syar.g_02872
OG0001050	Syab.g_00591	Syar.g_02871
OG0001051	Syab.g_00592	Syar.g_02870
OG0001052	Syab.g_00693	Syar.g_01269
OG0001053	Syab.g_02099	Syar.g_01472
OG0001054	Syab.g_02118	Syar.g_01492
OG0001055	Syab.g_02139	Syar.g_01513
OG0001056	Syab.g_02036	Syar.g_02349
OG0001057	Syab.g_00882	Syar.g_02341
OG0001058	Syab.g_02014	Syar.g_02324
OG0001059	Syab.g_02010	Syar.g_00422
OG0001060	Syab.g_02003	Syar.g_02315
OG0001061	Syab.g_01985	Syar.g_02297
OG0001062	Syab.g_01983	Syar.g_02294
OG0001063	Syab.g_01979	Syar.g_02209
OG0001064	Syab.g_01978	Syar.g_02208
OG0001065	Syab.g_01976	Syar.g_02207
OG0001066	Syab.g_01975	Syar.g_02206
OG0001067	Syab.g_01974	Syar.g_02205
OG0001068	Syab.g_01973	Syar.g_02204
OG0001069	Syab.g_01972	Syar.g_02203
OG0001070	Syab.g_01968	Syar.g_02200
OG0001071	Syab.g_01967	Syar.g_02199
OG0001072	Syab.g_01962	Syar.g_02195
OG0001073	Syab.g_01947	Syar.g_02182
OG0001074	Syab.g_01815	Syar.g_02031
OG0001075	Syab.g_01919	Syar.g_02215
OG0001076	Syab.g_01897	Syar.g_02253
OG0001077	Syab.g_01887	Syar.g_02240
OG0001079	Syab.g_01856	Syar.g_02431
OG0001080	Syab.g_01756	Syar.g_02442
OG0001081	Syab.g_01530	Syar.g_02444
OG0001082	Syab.g_01531	Syar.g_02445
OG0001083	Syab.g_01540	Syar.g_02473
OG0001084	Syab.g_01543	Syar.g_02474
OG0001085	Syab.g_01563	Syar.g_01688
OG0001086	Syab.g_01565	Syar.g_01686
OG0001087	Syab.g_01167	Syar.g_02347
OG0001088	Syab.g_01170	Syar.g_00431
OG0001089	Syab.g_01198	Syar.g_01942
OG0001090	Syab.g_01267	Syar.g_01582
OG0001091	Syab.g_01270	Syar.g_01580
OG0001092	Syab.g_01272	Syar.g_01578
OG0001093	Syab.g_01664	Syar.g_01572
OG0001094	Syab.g_01567	Syar.g_02633
OG0001095	Syab.g_01287	Syar.g_02653
OG0001096	Syab.g_01693	Syar.g_02476
OG0001097	Syab.g_01718	Syar.g_01823
OG0001098	Syab.g_01497	Syar.g_01672
OG0001099	Syab.g_02518	Syar.g_00035
OG0001100	Syab.g_01640	Syar.g_01625
OG0001101	Syab.g_01639	Syar.g_01623
OG0001102	Syab.g_01636	Syar.g_01620
OG0001103	Syab.g_01634	Syar.g_01618
OG0001104	Syab.g_01590	Syar.g_02616
OG0001105	Syab.g_01585	Syar.g_02620
OG0001106	Syab.g_01397	Syar.g_02553
OG0001107	Syab.g_01385	Syar.g_02541
OG0001109	Syab.g_01368	Syar.g_02529
OG0001110	Syab.g_01366	Syar.g_02527
OG0001111	Syab.g_01364	Syar.g_02525
OG0001112	Syab.g_01362	Syar.g_02523
OG0001113	Syab.g_01593	Syar.g_02522
OG0001114	Syab.g_01361	Syar.g_02521
OG0001115	Syab.g_01357	Syar.g_02519
OG0001116	Syab.g_01355	Syar.g_02517
OG0001117	Syab.g_01354	Syar.g_02516
OG0001118	Syab.g_01353	Syar.g_02515
OG0001119	Syab.g_01351	Syar.g_02513
OG0001120	Syab.g_01347	Syar.g_02507
OG0001122	Syab.g_01320	Syar.g_01803
OG0001123	Syab.g_01312	Syar.g_01796
OG0001124	Syab.g_01310	Syar.g_01793
OG0001125	Syab.g_01308	Syar.g_01791
OG0001126	Syab.g_01231	Syar.g_01375
OG0001127	Syab.g_01230	Syar.g_01374
OG0001128	Syab.g_01227	Syar.g_01371
OG0001129	Syab.g_01225	Syar.g_01369
OG0001130	Syab.g_01224	Syar.g_01368
OG0001131	Syab.g_01609	Syar.g_02448
OG0001132	Syab.g_01790	Syar.g_00684
OG0001133	Syab.g_01895	Syar.g_02249
OG0001134	Syab.g_01748	Syar.g_02235
OG0001135	Syab.g_01747	Syar.g_02232
OG0001136	Syab.g_00966	Syar.g_01536
OG0001137	Syab.g_00990	Syar.g_01944
OG0001138	Syab.g_01023	Syar.g_01977
