Orthogroup	Syab	Prbj
OG0000554	Syab.g_02040	Prbj.g_02128
OG0000555	Syab.g_02026	Prbj.g_02146
OG0000556	Syab.g_02022	Prbj.g_02666
OG0000557	Syab.g_02019	Prbj.g_01858
OG0000558	Syab.g_02016	Prbj.g_01861
OG0000559	Syab.g_02012	Prbj.g_01865
OG0000560	Syab.g_02009	Prbj.g_01868
OG0000561	Syab.g_02008	Prbj.g_01869
OG0000562	Syab.g_02007	Prbj.g_01870
OG0000563	Syab.g_02006	Prbj.g_01871
OG0000564	Syab.g_02005	Prbj.g_01872
OG0000565	Syab.g_02001	Prbj.g_01875
OG0000566	Syab.g_01997	Prbj.g_01879
OG0000567	Syab.g_01993	Prbj.g_01883
OG0000568	Syab.g_01991	Prbj.g_01885
OG0000569	Syab.g_01990	Prbj.g_01807
OG0000570	Syab.g_01989	Prbj.g_01806
OG0000571	Syab.g_01986	Prbj.g_01803
OG0000572	Syab.g_01969	Prbj.g_01787
OG0000573	Syab.g_01960	Prbj.g_01780
OG0000574	Syab.g_01959	Prbj.g_01779
OG0000575	Syab.g_01954	Prbj.g_01770
OG0000576	Syab.g_01952	Prbj.g_01768
OG0000577	Syab.g_01951	Prbj.g_01767
OG0000578	Syab.g_01950	Prbj.g_01766
OG0000579	Syab.g_01949	Prbj.g_01765
OG0000580	Syab.g_01948	Prbj.g_01764
OG0000581	Syab.g_01934	Prbj.g_01760
OG0000582	Syab.g_01929	Prbj.g_01756
OG0000583	Syab.g_01928	Prbj.g_01755
OG0000584	Syab.g_01927	Prbj.g_01754
OG0000585	Syab.g_01924	Prbj.g_01752
OG0000586	Syab.g_01923	Prbj.g_01750
OG0000587	Syab.g_01921	Prbj.g_01748
OG0000588	Syab.g_01910	Prbj.g_02547
OG0000589	Syab.g_01899	Prbj.g_02550
OG0000590	Syab.g_01898	Prbj.g_02551
OG0000591	Syab.g_01892	Prbj.g_02558
OG0000592	Syab.g_01891	Prbj.g_02559
OG0000593	Syab.g_01877	Prbj.g_02569
OG0000594	Syab.g_01876	Prbj.g_02570
OG0000595	Syab.g_01875	Prbj.g_02571
OG0000596	Syab.g_01871	Prbj.g_02576
OG0000597	Syab.g_01868	Prbj.g_02579
OG0000598	Syab.g_01867	Prbj.g_02580
OG0000599	Syab.g_01860	Prbj.g_02590
OG0000600	Syab.g_01859	Prbj.g_02591
OG0000601	Syab.g_01858	Prbj.g_02592
OG0000602	Syab.g_01853	Prbj.g_02596
OG0000603	Syab.g_01852	Prbj.g_02597
OG0000604	Syab.g_01850	Prbj.g_02598
OG0000605	Syab.g_01758	Prbj.g_00792
OG0000606	Syab.g_01529	Prbj.g_00803
OG0000607	Syab.g_01533	Prbj.g_00806
OG0000608	Syab.g_01534	Prbj.g_00807
OG0000609	Syab.g_01536	Prbj.g_00809
OG0000610	Syab.g_01555	Prbj.g_00818
OG0000611	Syab.g_01558	Prbj.g_00821
OG0000612	Syab.g_01559	Prbj.g_00822
OG0000613	Syab.g_00228	Prbj.g_01466
OG0000614	Syab.g_01179	Prbj.g_00946
OG0000615	Syab.g_01605	Prbj.g_02373
OG0000616	Syab.g_02897	Prbj.g_02057
OG0000617	Syab.g_01274	Prbj.g_02184
OG0000618	Syab.g_01275	Prbj.g_02185
OG0000619	Syab.g_01662	Prbj.g_02186
OG0000620	Syab.g_01668	Prbj.g_02190
OG0000621	Syab.g_01669	Prbj.g_02191
OG0000622	Syab.g_01670	Prbj.g_02192
OG0000623	Syab.g_01671	Prbj.g_02193
OG0000624	Syab.g_01673	Prbj.g_02194
OG0000625	Syab.g_01674	Prbj.g_02195
OG0000626	Syab.g_01675	Prbj.g_02196
OG0000627	Syab.g_01438	Prbj.g_02320
OG0000628	Syab.g_01437	Prbj.g_02319
OG0000629	Syab.g_01434	Prbj.g_02316
OG0000630	Syab.g_01430	Prbj.g_02312
OG0000631	Syab.g_01421	Prbj.g_02306
OG0000632	Syab.g_01420	Prbj.g_02305
OG0000633	Syab.g_01419	Prbj.g_02304
OG0000634	Syab.g_01651	Prbj.g_02408
OG0000635	Syab.g_01656	Prbj.g_02409
OG0000636	Syab.g_01658	Prbj.g_02411
OG0000637	Syab.g_01660	Prbj.g_02413
OG0000638	Syab.g_01661	Prbj.g_02414
OG0000639	Syab.g_01276	Prbj.g_02415
OG0000640	Syab.g_01277	Prbj.g_02416
OG0000641	Syab.g_01281	Prbj.g_02420
OG0000642	Syab.g_01282	Prbj.g_02421
OG0000643	Syab.g_01283	Prbj.g_02422
OG0000644	Syab.g_01284	Prbj.g_02423
OG0000645	Syab.g_01286	Prbj.g_02424
OG0000646	Syab.g_01289	Prbj.g_02427
OG0000647	Syab.g_01291	Prbj.g_02430
OG0000648	Syab.g_01684	Prbj.g_02432
OG0000649	Syab.g_01685	Prbj.g_02433
OG0000650	Syab.g_01686	Prbj.g_02434
OG0000651	Syab.g_01687	Prbj.g_02435
OG0000652	Syab.g_01688	Prbj.g_02436
OG0000653	Syab.g_01690	Prbj.g_02438
OG0000654	Syab.g_01691	Prbj.g_02439
OG0000655	Syab.g_01692	Prbj.g_02440
OG0000656	Syab.g_01695	Prbj.g_02443
OG0000657	Syab.g_01706	Prbj.g_02476
OG0000658	Syab.g_01710	Prbj.g_02478
OG0000659	Syab.g_01711	Prbj.g_02479
OG0000660	Syab.g_01715	Prbj.g_02483
OG0000661	Syab.g_01717	Prbj.g_02485
OG0000662	Syab.g_01719	Prbj.g_02487
OG0000663	Syab.g_01722	Prbj.g_02490
OG0000664	Syab.g_01723	Prbj.g_02491
OG0000665	Syab.g_01829	Prbj.g_02504
OG0000666	Syab.g_01842	Prbj.g_02507
OG0000667	Syab.g_01548	Prbj.g_02514
OG0000668	Syab.g_01319	Prbj.g_02215
OG0000669	Syab.g_01642	Prbj.g_02523
OG0000670	Syab.g_02156	Prbj.g_00044
OG0000671	Syab.g_01638	Prbj.g_02335
OG0000672	Syab.g_01635	Prbj.g_02338
OG0000673	Syab.g_01632	Prbj.g_02341
OG0000674	Syab.g_01630	Prbj.g_02343
OG0000675	Syab.g_01629	Prbj.g_02344
OG0000676	Syab.g_01620	Prbj.g_02352
OG0000677	Syab.g_01619	Prbj.g_02354
OG0000678	Syab.g_01613	Prbj.g_02359
OG0000679	Syab.g_01601	Prbj.g_02379
OG0000680	Syab.g_01600	Prbj.g_02380
OG0000681	Syab.g_01597	Prbj.g_02382
OG0000682	Syab.g_01596	Prbj.g_02383
OG0000683	Syab.g_01595	Prbj.g_02384
OG0000684	Syab.g_01591	Prbj.g_02397
OG0000685	Syab.g_01589	Prbj.g_02395
OG0000686	Syab.g_01588	Prbj.g_02394
OG0000687	Syab.g_01586	Prbj.g_02393
OG0000688	Syab.g_01576	Prbj.g_02399
OG0000689	Syab.g_01574	Prbj.g_02400
OG0000690	Syab.g_01573	Prbj.g_02401
OG0000691	Syab.g_01572	Prbj.g_02402
OG0000692	Syab.g_01571	Prbj.g_02403
OG0000693	Syab.g_01569	Prbj.g_02404
OG0000694	Syab.g_01568	Prbj.g_02405
OG0000695	Syab.g_01417	Prbj.g_02302
OG0000696	Syab.g_01416	Prbj.g_02301
OG0000697	Syab.g_01415	Prbj.g_02299
OG0000698	Syab.g_01412	Prbj.g_02296
OG0000699	Syab.g_01411	Prbj.g_02294
OG0000700	Syab.g_01410	Prbj.g_02293
OG0000701	Syab.g_01409	Prbj.g_02292
OG0000702	Syab.g_01401	Prbj.g_02284
OG0000703	Syab.g_01400	Prbj.g_02283
OG0000704	Syab.g_01398	Prbj.g_02281
OG0000705	Syab.g_01391	Prbj.g_02275
OG0000706	Syab.g_01390	Prbj.g_02274
OG0000707	Syab.g_01389	Prbj.g_02273
OG0000708	Syab.g_01386	Prbj.g_02271
OG0000709	Syab.g_01378	Prbj.g_02264
OG0000710	Syab.g_01367	Prbj.g_02260
OG0000711	Syab.g_01340	Prbj.g_02237
OG0000712	Syab.g_01338	Prbj.g_02236
OG0000713	Syab.g_01337	Prbj.g_02235
OG0000714	Syab.g_01334	Prbj.g_02231
OG0000715	Syab.g_01332	Prbj.g_02229
OG0000716	Syab.g_01328	Prbj.g_02225
OG0000717	Syab.g_01327	Prbj.g_02224
OG0000718	Syab.g_01323	Prbj.g_02219
OG0000719	Syab.g_01321	Prbj.g_02217
OG0000720	Syab.g_01307	Prbj.g_02204
OG0000721	Syab.g_01305	Prbj.g_02203
OG0000722	Syab.g_01304	Prbj.g_02202
OG0000723	Syab.g_01678	Prbj.g_02198
OG0000724	Syab.g_01223	Prbj.g_01843
OG0000725	Syab.g_01207	Prbj.g_01836
OG0000726	Syab.g_01206	Prbj.g_01835
OG0000727	Syab.g_01205	Prbj.g_01834
OG0000728	Syab.g_01203	Prbj.g_01833
OG0000729	Syab.g_00097	Prbj.g_01289
OG0000730	Syab.g_00521	Prbj.g_00343
OG0000731	Syab.g_00531	Prbj.g_00333
OG0000732	Syab.g_00055	Prbj.g_01220
OG0000733	Syab.g_02798	Prbj.g_01997
OG0000734	Syab.g_02508	Prbj.g_00627
OG0000735	Syab.g_00942	Prbj.g_00953
OG0000736	Syab.g_00943	Prbj.g_00954
OG0000737	Syab.g_00944	Prbj.g_00955
OG0000738	Syab.g_00949	Prbj.g_00962
OG0000739	Syab.g_00961	Prbj.g_00964
OG0000740	Syab.g_00962	Prbj.g_00965
OG0000741	Syab.g_00965	Prbj.g_00968
OG0000742	Syab.g_00968	Prbj.g_00970
OG0000743	Syab.g_00970	Prbj.g_00972
OG0000744	Syab.g_00971	Prbj.g_00973
OG0000745	Syab.g_00973	Prbj.g_00846
OG0000746	Syab.g_00975	Prbj.g_00844
OG0000747	Syab.g_00976	Prbj.g_00843
OG0000748	Syab.g_00991	Prbj.g_00831
OG0000749	Syab.g_00992	Prbj.g_00830
OG0000750	Syab.g_00993	Prbj.g_00829
OG0000751	Syab.g_01002	Prbj.g_00305
OG0000752	Syab.g_01004	Prbj.g_00308
OG0000753	Syab.g_01007	Prbj.g_00311
OG0000754	Syab.g_01012	Prbj.g_01910
OG0000755	Syab.g_01021	Prbj.g_00002
OG0000756	Syab.g_01022	Prbj.g_00003
OG0000757	Syab.g_01029	Prbj.g_00010
OG0000758	Syab.g_01030	Prbj.g_00011
OG0000759	Syab.g_01031	Prbj.g_00012
OG0000760	Syab.g_01032	Prbj.g_00013
OG0000761	Syab.g_01034	Prbj.g_00014
OG0000762	Syab.g_01036	Prbj.g_01908
OG0000763	Syab.g_01038	Prbj.g_01906
OG0000764	Syab.g_01039	Prbj.g_01905
OG0000765	Syab.g_01154	Prbj.g_02163
OG0000766	Syab.g_01153	Prbj.g_02164
OG0000767	Syab.g_01151	Prbj.g_02166
OG0000768	Syab.g_01150	Prbj.g_02167
OG0000769	Syab.g_01148	Prbj.g_00313
OG0000770	Syab.g_01145	Prbj.g_00019
OG0000771	Syab.g_01229	Prbj.g_01848
OG0000772	Syab.g_00957	Prbj.g_01679
OG0000773	Syab.g_00931	Prbj.g_00161
OG0000774	Syab.g_00924	Prbj.g_01719
OG0000775	Syab.g_00922	Prbj.g_01721
OG0000776	Syab.g_00921	Prbj.g_01722
OG0000777	Syab.g_00920	Prbj.g_01723
OG0000778	Syab.g_00919	Prbj.g_01724
OG0000779	Syab.g_00913	Prbj.g_01729
OG0000780	Syab.g_00908	Prbj.g_01732
OG0000781	Syab.g_00904	Prbj.g_01736
OG0000782	Syab.g_00903	Prbj.g_01737
OG0000783	Syab.g_00902	Prbj.g_01738
OG0000784	Syab.g_00901	Prbj.g_01739
OG0000785	Syab.g_00899	Prbj.g_01741
OG0000786	Syab.g_00895	Prbj.g_01744
OG0000787	Syab.g_00894	Prbj.g_01745
OG0000788	Syab.g_01857	Prbj.g_00094
OG0000789	Syab.g_01835	Prbj.g_00687
OG0000790	Syab.g_02082	Prbj.g_01643
OG0000791	Syab.g_02080	Prbj.g_01645
OG0000792	Syab.g_02079	Prbj.g_01646
OG0000793	Syab.g_02074	Prbj.g_01650
OG0000794	Syab.g_02073	Prbj.g_01651
OG0000795	Syab.g_02072	Prbj.g_01652
OG0000796	Syab.g_02068	Prbj.g_01656
OG0000797	Syab.g_02067	Prbj.g_01657
OG0000798	Syab.g_00298	Prbj.g_01402
OG0000799	Syab.g_00826	Prbj.g_01304
OG0000800	Syab.g_00821	Prbj.g_01303
OG0000801	Syab.g_00820	Prbj.g_01302
OG0000802	Syab.g_00816	Prbj.g_01293
OG0000803	Syab.g_00806	Prbj.g_01041
OG0000804	Syab.g_00802	Prbj.g_01043
OG0000805	Syab.g_00792	Prbj.g_01045
OG0000806	Syab.g_00790	Prbj.g_01047
OG0000807	Syab.g_00788	Prbj.g_01049
OG0000808	Syab.g_00783	Prbj.g_01050
OG0000809	Syab.g_00780	Prbj.g_01054
OG0000810	Syab.g_00779	Prbj.g_01055
OG0000811	Syab.g_00770	Prbj.g_01067
OG0000812	Syab.g_00768	Prbj.g_01069
OG0000813	Syab.g_00767	Prbj.g_01070
OG0000814	Syab.g_00765	Prbj.g_01072
OG0000815	Syab.g_00760	Prbj.g_01073
OG0000816	Syab.g_00758	Prbj.g_01075
OG0000817	Syab.g_00757	Prbj.g_01076
OG0000818	Syab.g_00751	Prbj.g_00631
OG0000819	Syab.g_00750	Prbj.g_00632
OG0000820	Syab.g_00749	Prbj.g_00633
OG0000821	Syab.g_00743	Prbj.g_00640
OG0000822	Syab.g_00741	Prbj.g_00642
OG0000823	Syab.g_00740	Prbj.g_00643
OG0000824	Syab.g_00735	Prbj.g_00647
OG0000825	Syab.g_00734	Prbj.g_00648
OG0000826	Syab.g_00733	Prbj.g_00649
OG0000827	Syab.g_00732	Prbj.g_00650
OG0000828	Syab.g_00729	Prbj.g_00653
OG0000829	Syab.g_00728	Prbj.g_00654
OG0000830	Syab.g_00727	Prbj.g_00655
OG0000831	Syab.g_00725	Prbj.g_00657
OG0000832	Syab.g_02169	Prbj.g_01684
OG0000833	Syab.g_02178	Prbj.g_01692
OG0000834	Syab.g_02181	Prbj.g_01693
OG0000835	Syab.g_02182	Prbj.g_01694
OG0000836	Syab.g_02185	Prbj.g_01696
OG0000837	Syab.g_02186	Prbj.g_01697
OG0000838	Syab.g_02190	Prbj.g_01700
OG0000839	Syab.g_02191	Prbj.g_01701
OG0000840	Syab.g_02192	Prbj.g_01702
OG0000841	Syab.g_02193	Prbj.g_01703
OG0000842	Syab.g_02194	Prbj.g_01704
OG0000843	Syab.g_02195	Prbj.g_01705
OG0000844	Syab.g_02197	Prbj.g_01707
OG0000845	Syab.g_02198	Prbj.g_01708
OG0000846	Syab.g_02199	Prbj.g_01709
OG0000847	Syab.g_02200	Prbj.g_01710
OG0000848	Syab.g_02202	Prbj.g_01711
OG0000849	Syab.g_02203	Prbj.g_01712
OG0000850	Syab.g_02212	Prbj.g_01713
OG0000851	Syab.g_02226	Prbj.g_00888
OG0000852	Syab.g_02227	Prbj.g_00887
OG0000853	Syab.g_02233	Prbj.g_00882
OG0000854	Syab.g_02235	Prbj.g_00880
OG0000855	Syab.g_02236	Prbj.g_00879
OG0000856	Syab.g_01889	Prbj.g_02561
OG0000857	Syab.g_01290	Prbj.g_02429
OG0000858	Syab.g_02244	Prbj.g_00868
OG0000859	Syab.g_02245	Prbj.g_00867
OG0000860	Syab.g_02258	Prbj.g_00855
OG0000861	Syab.g_02259	Prbj.g_00854
OG0000862	Syab.g_02261	Prbj.g_00852
OG0000863	Syab.g_02265	Prbj.g_00495
OG0000864	Syab.g_02266	Prbj.g_00494
OG0000865	Syab.g_02267	Prbj.g_00493
OG0000866	Syab.g_02268	Prbj.g_00492
OG0000867	Syab.g_02269	Prbj.g_00491
OG0000868	Syab.g_02287	Prbj.g_00489
OG0000869	Syab.g_02292	Prbj.g_00486
OG0000870	Syab.g_02297	Prbj.g_00481
OG0000871	Syab.g_02298	Prbj.g_00480
OG0000872	Syab.g_02305	Prbj.g_00478
OG0000873	Syab.g_02308	Prbj.g_00475
OG0000874	Syab.g_02311	Prbj.g_00471
OG0000875	Syab.g_02313	Prbj.g_00470
OG0000876	Syab.g_02315	Prbj.g_00469
OG0000877	Syab.g_02317	Prbj.g_00466
OG0000878	Syab.g_02318	Prbj.g_00465
OG0000879	Syab.g_02319	Prbj.g_00464
OG0000880	Syab.g_02320	Prbj.g_00463
OG0000881	Syab.g_02325	Prbj.g_00458
OG0000882	Syab.g_02330	Prbj.g_00453
OG0000883	Syab.g_02332	Prbj.g_00451
OG0000884	Syab.g_02334	Prbj.g_00449
OG0000885	Syab.g_02335	Prbj.g_00448
OG0000886	Syab.g_02336	Prbj.g_00447
OG0000887	Syab.g_02338	Prbj.g_00446
OG0000888	Syab.g_02340	Prbj.g_00444
OG0000889	Syab.g_02342	Prbj.g_00442
OG0000890	Syab.g_02348	Prbj.g_00428
OG0000891	Syab.g_02349	Prbj.g_00427
OG0000892	Syab.g_02353	Prbj.g_00425
OG0000893	Syab.g_00366	Prbj.g_02660
OG0000894	Syab.g_00369	Prbj.g_02656
OG0000895	Syab.g_00373	Prbj.g_02651
OG0000896	Syab.g_00374	Prbj.g_02650
OG0000897	Syab.g_00376	Prbj.g_02648
OG0000898	Syab.g_00377	Prbj.g_02647
OG0000899	Syab.g_00378	Prbj.g_02646
OG0000900	Syab.g_00379	Prbj.g_02645
OG0000901	Syab.g_00384	Prbj.g_02641
OG0000902	Syab.g_00386	Prbj.g_02639
OG0000903	Syab.g_00399	Prbj.g_01027
OG0000904	Syab.g_00395	Prbj.g_01032
OG0000905	Syab.g_00390	Prbj.g_01034
OG0000906	Syab.g_00388	Prbj.g_02635
OG0000907	Syab.g_00401	Prbj.g_01025
OG0000908	Syab.g_00404	Prbj.g_01022
OG0000909	Syab.g_00405	Prbj.g_01021
OG0000910	Syab.g_00406	Prbj.g_01020
OG0000911	Syab.g_00408	Prbj.g_01018
OG0000912	Syab.g_00409	Prbj.g_01017
OG0000913	Syab.g_00410	Prbj.g_01016
OG0000914	Syab.g_00411	Prbj.g_01015
OG0000915	Syab.g_00412	Prbj.g_01014
OG0000916	Syab.g_00413	Prbj.g_01013
OG0000917	Syab.g_00414	Prbj.g_01012
OG0000918	Syab.g_00415	Prbj.g_01011
OG0000919	Syab.g_00416	Prbj.g_01010
OG0000920	Syab.g_00417	Prbj.g_01009
OG0000921	Syab.g_00418	Prbj.g_01008
OG0000922	Syab.g_00419	Prbj.g_01007
OG0000923	Syab.g_00423	Prbj.g_01003
OG0000924	Syab.g_00424	Prbj.g_01002
OG0000925	Syab.g_00425	Prbj.g_01001
OG0000926	Syab.g_00426	Prbj.g_01000
OG0000927	Syab.g_00428	Prbj.g_00998
OG0000928	Syab.g_00429	Prbj.g_00997
OG0000929	Syab.g_00430	Prbj.g_00996
OG0000930	Syab.g_00431	Prbj.g_00995
OG0000931	Syab.g_00432	Prbj.g_00994
OG0000932	Syab.g_00433	Prbj.g_00993
OG0000933	Syab.g_00439	Prbj.g_00988
OG0000934	Syab.g_00441	Prbj.g_00986
OG0000935	Syab.g_00442	Prbj.g_00985
OG0000936	Syab.g_00443	Prbj.g_00984
OG0000937	Syab.g_00444	Prbj.g_00983
OG0000938	Syab.g_00447	Prbj.g_00414
OG0000939	Syab.g_00448	Prbj.g_00413
OG0000940	Syab.g_00456	Prbj.g_00404
OG0000941	Syab.g_00458	Prbj.g_00402
OG0000942	Syab.g_00460	Prbj.g_00400
OG0000943	Syab.g_00461	Prbj.g_00399
OG0000944	Syab.g_00463	Prbj.g_00397
OG0000945	Syab.g_00466	Prbj.g_00395
OG0000946	Syab.g_00473	Prbj.g_00368
OG0000947	Syab.g_00476	Prbj.g_00365
OG0000948	Syab.g_00477	Prbj.g_00364
OG0000949	Syab.g_00212	Prbj.g_00361
OG0000950	Syab.g_00204	Prbj.g_01501
OG0000951	Syab.g_00199	Prbj.g_01506
OG0000952	Syab.g_00191	Prbj.g_01513
OG0000953	Syab.g_00134	Prbj.g_01517
OG0000954	Syab.g_00129	Prbj.g_01577
OG0000955	Syab.g_00128	Prbj.g_01578
OG0000956	Syab.g_00126	Prbj.g_01580
OG0000957	Syab.g_00115	Prbj.g_01596
OG0000958	Syab.g_00114	Prbj.g_01597
OG0000959	Syab.g_00110	Prbj.g_01821
OG0000960	Syab.g_00109	Prbj.g_01820
OG0000961	Syab.g_00100	Prbj.g_01809
OG0000962	Syab.g_00098	Prbj.g_01290
OG0000963	Syab.g_00093	Prbj.g_01285
OG0000964	Syab.g_00092	Prbj.g_01284
OG0000965	Syab.g_00091	Prbj.g_01283
OG0000966	Syab.g_00082	Prbj.g_01250
OG0000967	Syab.g_00078	Prbj.g_01244
OG0000968	Syab.g_00075	Prbj.g_01241
OG0000969	Syab.g_00073	Prbj.g_01239
OG0000970	Syab.g_00072	Prbj.g_01238
OG0000971	Syab.g_00070	Prbj.g_01236
OG0000972	Syab.g_00069	Prbj.g_01235
OG0000973	Syab.g_00068	Prbj.g_01234
OG0000974	Syab.g_00067	Prbj.g_01233
OG0000975	Syab.g_00066	Prbj.g_01232
OG0000976	Syab.g_00065	Prbj.g_01231
OG0000977	Syab.g_00063	Prbj.g_01229
OG0000978	Syab.g_00062	Prbj.g_01228
OG0000979	Syab.g_00059	Prbj.g_01225
OG0000980	Syab.g_00056	Prbj.g_01221
OG0000981	Syab.g_00053	Prbj.g_01218
OG0000982	Syab.g_02756	Prbj.g_01956
OG0000983	Syab.g_02757	Prbj.g_01957
OG0000984	Syab.g_02758	Prbj.g_01958
OG0000985	Syab.g_02762	Prbj.g_01962
OG0000986	Syab.g_02764	Prbj.g_01964
OG0000987	Syab.g_02768	Prbj.g_01966
OG0000988	Syab.g_02774	Prbj.g_01970
OG0000989	Syab.g_02792	Prbj.g_01980
OG0000990	Syab.g_02811	Prbj.g_02002
OG0000991	Syab.g_02818	Prbj.g_02005
OG0000992	Syab.g_02821	Prbj.g_02008
OG0000993	Syab.g_02822	Prbj.g_02009
OG0000994	Syab.g_02826	Prbj.g_02012
OG0000995	Syab.g_02835	Prbj.g_02021
OG0000996	Syab.g_02866	Prbj.g_02034
OG0000997	Syab.g_02875	Prbj.g_02043
OG0000998	Syab.g_02877	Prbj.g_02045
OG0000999	Syab.g_02878	Prbj.g_02046
OG0001000	Syab.g_02881	Prbj.g_02049
OG0001001	Syab.g_02888	Prbj.g_02053
OG0001002	Syab.g_02900	Prbj.g_02060
OG0001003	Syab.g_02902	Prbj.g_02062
OG0001004	Syab.g_02903	Prbj.g_02063
OG0001005	Syab.g_02905	Prbj.g_02065
OG0001006	Syab.g_02912	Prbj.g_02071
OG0001007	Syab.g_02914	Prbj.g_02073
OG0001008	Syab.g_00584	Prbj.g_00101
OG0001009	Syab.g_00033	Prbj.g_01199
OG0001010	Syab.g_00034	Prbj.g_01200
OG0001011	Syab.g_00035	Prbj.g_01202
OG0001012	Syab.g_02752	Prbj.g_01953
OG0001013	Syab.g_02716	Prbj.g_01928
OG0001014	Syab.g_02712	Prbj.g_01919
OG0001015	Syab.g_02711	Prbj.g_01918
OG0001016	Syab.g_02439	Prbj.g_00569
OG0001017	Syab.g_02445	Prbj.g_00575
OG0001018	Syab.g_02447	Prbj.g_00577
OG0001019	Syab.g_02469	Prbj.g_00590
OG0001020	Syab.g_02477	Prbj.g_00596
OG0001021	Syab.g_02481	Prbj.g_00600
OG0001022	Syab.g_02485	Prbj.g_00605
OG0001023	Syab.g_02486	Prbj.g_00606
OG0001024	Syab.g_02490	Prbj.g_00610
OG0001025	Syab.g_02497	Prbj.g_00617
OG0001026	Syab.g_02510	Prbj.g_00630
OG0001027	Syab.g_02515	Prbj.g_01550
OG0001028	Syab.g_02517	Prbj.g_01552
OG0001029	Syab.g_02519	Prbj.g_01554
OG0001030	Syab.g_02540	Prbj.g_01535
OG0001031	Syab.g_02615	Prbj.g_01143
OG0001032	Syab.g_02617	Prbj.g_01146
OG0001033	Syab.g_02675	Prbj.g_00287
OG0001034	Syab.g_02370	Prbj.g_02608
OG0001035	Syab.g_00335	Prbj.g_01360
OG0001036	Syab.g_00327	Prbj.g_01364
OG0001037	Syab.g_00325	Prbj.g_01366
OG0001038	Syab.g_00297	Prbj.g_01403
OG0001039	Syab.g_00294	Prbj.g_01406
OG0001040	Syab.g_00291	Prbj.g_01409
OG0001041	Syab.g_00286	Prbj.g_01414
OG0001042	Syab.g_00254	Prbj.g_01439
OG0001043	Syab.g_00250	Prbj.g_01441
OG0001044	Syab.g_00522	Prbj.g_00342
OG0001045	Syab.g_00534	Prbj.g_00330
OG0001046	Syab.g_01352	Prbj.g_00874
OG0001047	Syab.g_00586	Prbj.g_00103
OG0001048	Syab.g_00587	Prbj.g_00104
OG0001049	Syab.g_00590	Prbj.g_00107
OG0001050	Syab.g_00591	Prbj.g_00108
OG0001051	Syab.g_00592	Prbj.g_00109
OG0001052	Syab.g_00693	Prbj.g_00132
OG0001053	Syab.g_02099	Prbj.g_01627
OG0001054	Syab.g_02118	Prbj.g_01609
OG0001055	Syab.g_02139	Prbj.g_02103
OG0001056	Syab.g_02036	Prbj.g_02132
OG0001057	Syab.g_00882	Prbj.g_02144
OG0001058	Syab.g_02014	Prbj.g_01863
OG0001059	Syab.g_02010	Prbj.g_01867
OG0001060	Syab.g_02003	Prbj.g_01874
OG0001061	Syab.g_01985	Prbj.g_01802
OG0001062	Syab.g_01983	Prbj.g_01800
OG0001063	Syab.g_01979	Prbj.g_01796
OG0001064	Syab.g_01978	Prbj.g_01795
OG0001065	Syab.g_01976	Prbj.g_01794
OG0001066	Syab.g_01975	Prbj.g_01793
OG0001067	Syab.g_01974	Prbj.g_01792
OG0001068	Syab.g_01973	Prbj.g_01791
OG0001069	Syab.g_01972	Prbj.g_01790
OG0001070	Syab.g_01968	Prbj.g_01786
OG0001071	Syab.g_01967	Prbj.g_01785
OG0001072	Syab.g_01962	Prbj.g_01782
OG0001073	Syab.g_01947	Prbj.g_01763
OG0001074	Syab.g_01815	Prbj.g_02544
OG0001075	Syab.g_01919	Prbj.g_02545
OG0001076	Syab.g_01897	Prbj.g_02553
OG0001077	Syab.g_01887	Prbj.g_02563
OG0001079	Syab.g_01856	Prbj.g_02593
OG0001080	Syab.g_01756	Prbj.g_00794
OG0001081	Syab.g_01530	Prbj.g_00804
OG0001082	Syab.g_01531	Prbj.g_00805
OG0001083	Syab.g_01540	Prbj.g_00813
OG0001084	Syab.g_01543	Prbj.g_00815
OG0001085	Syab.g_01563	Prbj.g_00825
OG0001086	Syab.g_01565	Prbj.g_02707
OG0001087	Syab.g_01167	Prbj.g_00927
OG0001088	Syab.g_01170	Prbj.g_00931
OG0001089	Syab.g_01198	Prbj.g_00757
OG0001090	Syab.g_01267	Prbj.g_02180
OG0001091	Syab.g_01270	Prbj.g_02182
OG0001092	Syab.g_01272	Prbj.g_02183
OG0001093	Syab.g_01664	Prbj.g_02187
OG0001094	Syab.g_01567	Prbj.g_02406
OG0001095	Syab.g_01287	Prbj.g_02425
OG0001096	Syab.g_01693	Prbj.g_02441
OG0001097	Syab.g_01718	Prbj.g_02486
OG0001098	Syab.g_01497	Prbj.g_02323
OG0001099	Syab.g_02518	Prbj.g_01553
OG0001100	Syab.g_01640	Prbj.g_02333
OG0001101	Syab.g_01639	Prbj.g_02334
OG0001102	Syab.g_01636	Prbj.g_02337
OG0001103	Syab.g_01634	Prbj.g_02339
OG0001104	Syab.g_01590	Prbj.g_02396
OG0001105	Syab.g_01585	Prbj.g_02391
OG0001106	Syab.g_01397	Prbj.g_02280
OG0001107	Syab.g_01385	Prbj.g_02270
OG0001108	Syab.g_01377	Prbj.g_02263
OG0001109	Syab.g_01368	Prbj.g_02261
OG0001110	Syab.g_01366	Prbj.g_02259
OG0001111	Syab.g_01364	Prbj.g_02257
OG0001112	Syab.g_01362	Prbj.g_02255
OG0001113	Syab.g_01593	Prbj.g_02254
