Orthogroup	Syab	Syat
OG0000587	Syab.g_01921	Syat.g_00001
OG0000588	Syab.g_01910	Syat.g_00338
OG0000589	Syab.g_01899	Syat.g_03318
OG0000590	Syab.g_01898	Syat.g_03317
OG0000591	Syab.g_01892	Syat.g_03308
OG0000592	Syab.g_01891	Syat.g_03307
OG0000593	Syab.g_01877	Syat.g_00113
OG0000594	Syab.g_01876	Syat.g_00114
OG0000595	Syab.g_01875	Syat.g_00115
OG0000596	Syab.g_01871	Syat.g_00129
OG0000597	Syab.g_01868	Syat.g_00132
OG0000598	Syab.g_01867	Syat.g_00133
OG0000599	Syab.g_01860	Syat.g_00381
OG0000600	Syab.g_01859	Syat.g_00380
OG0000601	Syab.g_01858	Syat.g_00379
OG0000602	Syab.g_01853	Syat.g_00375
OG0000603	Syab.g_01852	Syat.g_00374
OG0000604	Syab.g_01850	Syat.g_00372
OG0000605	Syab.g_01758	Syat.g_00370
OG0000606	Syab.g_01529	Syat.g_00367
OG0000607	Syab.g_01533	Syat.g_00364
OG0000608	Syab.g_01534	Syat.g_00363
OG0000609	Syab.g_01536	Syat.g_00344
OG0000610	Syab.g_01555	Syat.g_00399
OG0000611	Syab.g_01558	Syat.g_00402
OG0000612	Syab.g_01559	Syat.g_00403
OG0000613	Syab.g_00228	Syat.g_02129
OG0000614	Syab.g_01179	Syat.g_01084
OG0000615	Syab.g_01605	Syat.g_00442
OG0000616	Syab.g_02897	Syat.g_02397
OG0000617	Syab.g_01274	Syat.g_00665
OG0000618	Syab.g_01275	Syat.g_00666
OG0000619	Syab.g_01662	Syat.g_00667
OG0000620	Syab.g_01668	Syat.g_02591
OG0000621	Syab.g_01669	Syat.g_02590
OG0000622	Syab.g_01670	Syat.g_02572
OG0000623	Syab.g_01671	Syat.g_00672
OG0000624	Syab.g_01673	Syat.g_00673
OG0000625	Syab.g_01674	Syat.g_00674
OG0000626	Syab.g_01675	Syat.g_00675
OG0000627	Syab.g_01438	Syat.g_00641
OG0000628	Syab.g_01437	Syat.g_00640
OG0000629	Syab.g_01434	Syat.g_00637
OG0000630	Syab.g_01430	Syat.g_00631
OG0000631	Syab.g_01421	Syat.g_00624
OG0000632	Syab.g_01420	Syat.g_00623
OG0000633	Syab.g_01419	Syat.g_00622
OG0000634	Syab.g_01651	Syat.g_00475
OG0000635	Syab.g_01656	Syat.g_00476
OG0000636	Syab.g_01658	Syat.g_00478
OG0000637	Syab.g_01660	Syat.g_00480
OG0000638	Syab.g_01661	Syat.g_00481
OG0000639	Syab.g_01276	Syat.g_00482
OG0000640	Syab.g_01277	Syat.g_00483
OG0000641	Syab.g_01281	Syat.g_00488
OG0000642	Syab.g_01282	Syat.g_00489
OG0000643	Syab.g_01283	Syat.g_00494
OG0000644	Syab.g_01284	Syat.g_00495
OG0000645	Syab.g_01286	Syat.g_00496
OG0000646	Syab.g_01289	Syat.g_00499
OG0000647	Syab.g_01291	Syat.g_00501
OG0000648	Syab.g_01684	Syat.g_00504
OG0000649	Syab.g_01685	Syat.g_00505
OG0000650	Syab.g_01686	Syat.g_00506
OG0000651	Syab.g_01687	Syat.g_00507
OG0000652	Syab.g_01688	Syat.g_00508
OG0000653	Syab.g_01690	Syat.g_00510
OG0000654	Syab.g_01691	Syat.g_00514
OG0000655	Syab.g_01692	Syat.g_00515
OG0000656	Syab.g_01695	Syat.g_00518
OG0000657	Syab.g_01706	Syat.g_00720
OG0000658	Syab.g_01710	Syat.g_00723
OG0000659	Syab.g_01711	Syat.g_00724
OG0000660	Syab.g_01715	Syat.g_00740
OG0000661	Syab.g_01717	Syat.g_00742
OG0000662	Syab.g_01719	Syat.g_00746
OG0000663	Syab.g_01722	Syat.g_00749
OG0000664	Syab.g_01723	Syat.g_00752
OG0000665	Syab.g_01829	Syat.g_03302
OG0000666	Syab.g_01842	Syat.g_01415
OG0000667	Syab.g_01548	Syat.g_00958, Syat.g_03278
OG0000668	Syab.g_01319	Syat.g_00710
OG0000669	Syab.g_01642	Syat.g_00416
OG0000670	Syab.g_02156	Syat.g_00419
OG0000671	Syab.g_01638	Syat.g_00421
OG0000672	Syab.g_01635	Syat.g_00424
OG0000673	Syab.g_01632	Syat.g_00430
OG0000674	Syab.g_01630	Syat.g_00432
OG0000675	Syab.g_01629	Syat.g_00433
OG0000676	Syab.g_01620	Syat.g_00436
OG0000677	Syab.g_01619	Syat.g_00437
OG0000678	Syab.g_01613	Syat.g_00439
OG0000679	Syab.g_01601	Syat.g_00448
OG0000680	Syab.g_01600	Syat.g_00449
OG0000681	Syab.g_01597	Syat.g_00452
OG0000682	Syab.g_01596	Syat.g_00453
OG0000683	Syab.g_01595	Syat.g_00454
OG0000684	Syab.g_01591	Syat.g_00457
OG0000685	Syab.g_01589	Syat.g_02571
OG0000686	Syab.g_01588	Syat.g_00459
OG0000687	Syab.g_01586	Syat.g_00460
OG0000688	Syab.g_01576	Syat.g_00463
OG0000689	Syab.g_01574	Syat.g_00465
OG0000690	Syab.g_01573	Syat.g_00466
OG0000691	Syab.g_01572	Syat.g_00467
OG0000692	Syab.g_01571	Syat.g_00469
OG0000693	Syab.g_01569	Syat.g_00471
OG0000694	Syab.g_01568	Syat.g_00472
OG0000695	Syab.g_01417	Syat.g_00619
OG0000696	Syab.g_01416	Syat.g_00618
OG0000697	Syab.g_01415	Syat.g_00616
OG0000698	Syab.g_01412	Syat.g_00613
OG0000699	Syab.g_01411	Syat.g_00611
OG0000700	Syab.g_01410	Syat.g_00610
OG0000701	Syab.g_01409	Syat.g_00609
OG0000702	Syab.g_01401	Syat.g_00606
OG0000703	Syab.g_01400	Syat.g_00601
OG0000704	Syab.g_01398	Syat.g_00599
OG0000705	Syab.g_01391	Syat.g_00592
OG0000706	Syab.g_01390	Syat.g_00591
OG0000707	Syab.g_01389	Syat.g_00590
OG0000708	Syab.g_01386	Syat.g_00587
OG0000709	Syab.g_01378	Syat.g_00573
OG0000710	Syab.g_01367	Syat.g_00567
OG0000711	Syab.g_01340	Syat.g_00539
OG0000712	Syab.g_01338	Syat.g_00537
OG0000713	Syab.g_01337	Syat.g_00536
OG0000714	Syab.g_01334	Syat.g_00532
OG0000715	Syab.g_01332	Syat.g_00530
OG0000716	Syab.g_01328	Syat.g_00527
OG0000717	Syab.g_01327	Syat.g_00526
OG0000718	Syab.g_01323	Syat.g_00522
OG0000719	Syab.g_01321	Syat.g_00712
OG0000720	Syab.g_01307	Syat.g_00699
OG0000721	Syab.g_01305	Syat.g_00697
OG0000722	Syab.g_01304	Syat.g_00696
OG0000723	Syab.g_01678	Syat.g_00686
OG0000724	Syab.g_01223	Syat.g_00782
OG0000725	Syab.g_01207	Syat.g_00810
OG0000726	Syab.g_01206	Syat.g_00811
OG0000727	Syab.g_01205	Syat.g_00812
OG0000728	Syab.g_01203	Syat.g_00814
OG0000729	Syab.g_00097	Syat.g_02224
OG0000730	Syab.g_00521	Syat.g_01617
OG0000731	Syab.g_00531	Syat.g_01605
OG0000732	Syab.g_00055	Syat.g_02290
OG0000733	Syab.g_02798	Syat.g_03285
OG0000734	Syab.g_02508	Syat.g_01579
OG0000735	Syab.g_00942	Syat.g_03235
OG0000736	Syab.g_00943	Syat.g_03236
OG0000737	Syab.g_00944	Syat.g_03237
OG0000738	Syab.g_00949	Syat.g_03251
OG0000739	Syab.g_00961	Syat.g_03252
OG0000740	Syab.g_00962	Syat.g_03253
OG0000741	Syab.g_00965	Syat.g_03256
OG0000742	Syab.g_00968	Syat.g_03259
OG0000743	Syab.g_00970	Syat.g_03262
OG0000744	Syab.g_00971	Syat.g_03263
OG0000745	Syab.g_00973	Syat.g_03266
OG0000746	Syab.g_00975	Syat.g_00314
OG0000747	Syab.g_00976	Syat.g_00313
OG0000748	Syab.g_00991	Syat.g_00305
OG0000749	Syab.g_00992	Syat.g_00303
OG0000750	Syab.g_00993	Syat.g_00302
OG0000751	Syab.g_01002	Syat.g_00296
OG0000752	Syab.g_01004	Syat.g_00294
OG0000753	Syab.g_01007	Syat.g_00291
OG0000754	Syab.g_01012	Syat.g_00250
OG0000755	Syab.g_01021	Syat.g_00217
OG0000756	Syab.g_01022	Syat.g_00216
OG0000757	Syab.g_01029	Syat.g_00205
OG0000758	Syab.g_01030	Syat.g_00204
OG0000759	Syab.g_01031	Syat.g_00203
OG0000760	Syab.g_01032	Syat.g_00202
OG0000761	Syab.g_01034	Syat.g_00201
OG0000762	Syab.g_01036	Syat.g_00199
OG0000763	Syab.g_01038	Syat.g_00924
OG0000764	Syab.g_01039	Syat.g_00923
OG0000765	Syab.g_01154	Syat.g_00897
OG0000766	Syab.g_01153	Syat.g_00896
OG0000767	Syab.g_01151	Syat.g_00894
OG0000768	Syab.g_01150	Syat.g_00893
OG0000769	Syab.g_01148	Syat.g_00891
OG0000770	Syab.g_01145	Syat.g_00886
OG0000771	Syab.g_01229	Syat.g_00788
OG0000772	Syab.g_00957	Syat.g_01768
OG0000773	Syab.g_00931	Syat.g_01114
OG0000774	Syab.g_00924	Syat.g_01146
OG0000775	Syab.g_00922	Syat.g_01148
OG0000776	Syab.g_00921	Syat.g_01149
OG0000777	Syab.g_00920	Syat.g_01150
OG0000778	Syab.g_00919	Syat.g_01151
OG0000779	Syab.g_00913	Syat.g_01154
OG0000780	Syab.g_00908	Syat.g_01157
OG0000781	Syab.g_00904	Syat.g_01161
OG0000782	Syab.g_00903	Syat.g_01162
OG0000783	Syab.g_00902	Syat.g_01163
OG0000784	Syab.g_00901	Syat.g_01164
OG0000785	Syab.g_00899	Syat.g_01166
OG0000786	Syab.g_00895	Syat.g_01170
OG0000787	Syab.g_00894	Syat.g_01171
OG0000788	Syab.g_01857	Syat.g_00087
OG0000789	Syab.g_01835	Syat.g_00845
OG0000790	Syab.g_02082	Syat.g_01300
OG0000791	Syab.g_02080	Syat.g_01302
OG0000792	Syab.g_02079	Syat.g_01303
OG0000793	Syab.g_02074	Syat.g_01412
OG0000794	Syab.g_02073	Syat.g_01414
OG0000795	Syab.g_02072	Syat.g_01416
OG0000796	Syab.g_02068	Syat.g_01422
OG0000797	Syab.g_02067	Syat.g_01423
OG0000798	Syab.g_00298	Syat.g_02057
OG0000799	Syab.g_00826	Syat.g_01256
OG0000800	Syab.g_00821	Syat.g_01255
OG0000801	Syab.g_00820	Syat.g_01253
OG0000802	Syab.g_00816	Syat.g_01245
OG0000803	Syab.g_00806	Syat.g_01241
OG0000804	Syab.g_00802	Syat.g_01238
OG0000805	Syab.g_00792	Syat.g_01236
OG0000806	Syab.g_00790	Syat.g_01234
OG0000807	Syab.g_00788	Syat.g_01233
OG0000808	Syab.g_00783	Syat.g_01232
OG0000809	Syab.g_00780	Syat.g_01229
OG0000810	Syab.g_00779	Syat.g_01228
OG0000811	Syab.g_00770	Syat.g_01186
OG0000812	Syab.g_00768	Syat.g_01182
OG0000813	Syab.g_00767	Syat.g_01181
OG0000814	Syab.g_00765	Syat.g_01179
OG0000815	Syab.g_00760	Syat.g_01177
OG0000816	Syab.g_00758	Syat.g_01175
OG0000817	Syab.g_00757	Syat.g_01279
OG0000818	Syab.g_00751	Syat.g_01325
OG0000819	Syab.g_00750	Syat.g_01326
OG0000820	Syab.g_00749	Syat.g_01327
OG0000821	Syab.g_00743	Syat.g_01333
OG0000822	Syab.g_00741	Syat.g_01335
OG0000823	Syab.g_00740	Syat.g_01336
OG0000824	Syab.g_00735	Syat.g_01342
OG0000825	Syab.g_00734	Syat.g_01343
OG0000826	Syab.g_00733	Syat.g_01344
OG0000827	Syab.g_00732	Syat.g_01345
OG0000828	Syab.g_00729	Syat.g_01348
OG0000829	Syab.g_00728	Syat.g_01349
OG0000830	Syab.g_00727	Syat.g_01350
OG0000831	Syab.g_00725	Syat.g_01353
OG0000832	Syab.g_02169	Syat.g_02982
OG0000833	Syab.g_02178	Syat.g_03072
OG0000834	Syab.g_02181	Syat.g_03073
OG0000835	Syab.g_02182	Syat.g_03075
OG0000836	Syab.g_02185	Syat.g_03078
OG0000837	Syab.g_02186	Syat.g_03079
OG0000838	Syab.g_02190	Syat.g_03083
OG0000839	Syab.g_02191	Syat.g_03084
OG0000840	Syab.g_02192	Syat.g_03085
OG0000841	Syab.g_02193	Syat.g_03086
OG0000842	Syab.g_02194	Syat.g_03087
OG0000843	Syab.g_02195	Syat.g_03088
OG0000844	Syab.g_02197	Syat.g_03090
OG0000845	Syab.g_02198	Syat.g_03091
OG0000846	Syab.g_02199	Syat.g_03092
OG0000847	Syab.g_02200	Syat.g_03093
OG0000848	Syab.g_02202	Syat.g_03095
OG0000849	Syab.g_02203	Syat.g_03096
OG0000850	Syab.g_02212	Syat.g_03098
OG0000851	Syab.g_02226	Syat.g_03101
OG0000852	Syab.g_02227	Syat.g_03102
OG0000853	Syab.g_02233	Syat.g_03106
OG0000854	Syab.g_02235	Syat.g_03108
OG0000855	Syab.g_02236	Syat.g_03109
OG0000856	Syab.g_01889	Syat.g_03305
OG0000857	Syab.g_01290	Syat.g_00500
OG0000858	Syab.g_02244	Syat.g_03114
OG0000859	Syab.g_02245	Syat.g_03115
OG0000860	Syab.g_02258	Syat.g_03126
OG0000861	Syab.g_02259	Syat.g_03127
OG0000862	Syab.g_02261	Syat.g_03136
OG0000863	Syab.g_02265	Syat.g_03138
OG0000864	Syab.g_02266	Syat.g_03139
OG0000865	Syab.g_02267	Syat.g_03140
OG0000866	Syab.g_02268	Syat.g_03141
OG0000867	Syab.g_02269	Syat.g_03142
OG0000868	Syab.g_02287	Syat.g_03067
OG0000869	Syab.g_02292	Syat.g_03054
OG0000870	Syab.g_02297	Syat.g_03049
OG0000871	Syab.g_02298	Syat.g_03048
OG0000872	Syab.g_02305	Syat.g_03042
OG0000873	Syab.g_02308	Syat.g_03039
OG0000874	Syab.g_02311	Syat.g_03037
OG0000875	Syab.g_02313	Syat.g_03035
OG0000876	Syab.g_02315	Syat.g_00745
OG0000877	Syab.g_02317	Syat.g_03024
OG0000878	Syab.g_02318	Syat.g_03023
OG0000879	Syab.g_02319	Syat.g_03022
OG0000880	Syab.g_02320	Syat.g_03021
OG0000881	Syab.g_02325	Syat.g_03016
OG0000882	Syab.g_02330	Syat.g_03011
OG0000883	Syab.g_02332	Syat.g_03007
OG0000884	Syab.g_02334	Syat.g_03005
OG0000885	Syab.g_02335	Syat.g_03004
OG0000886	Syab.g_02336	Syat.g_03003
OG0000887	Syab.g_02338	Syat.g_03002
OG0000888	Syab.g_02340	Syat.g_03000
OG0000889	Syab.g_02342	Syat.g_02997
OG0000890	Syab.g_02348	Syat.g_02994
OG0000891	Syab.g_02349	Syat.g_02993
OG0000892	Syab.g_02353	Syat.g_02992
OG0000893	Syab.g_00366	Syat.g_01864
OG0000894	Syab.g_00369	Syat.g_01860
OG0000895	Syab.g_00373	Syat.g_01856
OG0000896	Syab.g_00374	Syat.g_01855
OG0000897	Syab.g_00376	Syat.g_01853
OG0000898	Syab.g_00377	Syat.g_01852
OG0000899	Syab.g_00378	Syat.g_01851
OG0000900	Syab.g_00379	Syat.g_01850
OG0000901	Syab.g_00384	Syat.g_01845
OG0000902	Syab.g_00386	Syat.g_01843
OG0000903	Syab.g_00399	Syat.g_01830
OG0000904	Syab.g_00395	Syat.g_01834
OG0000905	Syab.g_00390	Syat.g_01839
OG0000906	Syab.g_00388	Syat.g_01841
OG0000907	Syab.g_00401	Syat.g_01828
OG0000908	Syab.g_00404	Syat.g_01825
OG0000909	Syab.g_00405	Syat.g_01824
OG0000910	Syab.g_00406	Syat.g_01823
OG0000911	Syab.g_00408	Syat.g_01821
OG0000912	Syab.g_00409	Syat.g_01820
OG0000913	Syab.g_00410	Syat.g_01819
OG0000914	Syab.g_00411	Syat.g_01818
OG0000915	Syab.g_00412	Syat.g_01816
OG0000916	Syab.g_00413	Syat.g_01815
OG0000917	Syab.g_00414	Syat.g_01814
OG0000918	Syab.g_00415	Syat.g_01813
OG0000919	Syab.g_00416	Syat.g_01812
OG0000920	Syab.g_00417	Syat.g_01811
OG0000921	Syab.g_00418	Syat.g_01810
OG0000922	Syab.g_00419	Syat.g_01809
OG0000923	Syab.g_00423	Syat.g_01805
OG0000924	Syab.g_00424	Syat.g_01804
OG0000925	Syab.g_00425	Syat.g_01803
OG0000926	Syab.g_00426	Syat.g_01802
OG0000927	Syab.g_00428	Syat.g_01800
OG0000928	Syab.g_00429	Syat.g_01799
OG0000929	Syab.g_00430	Syat.g_01798
OG0000930	Syab.g_00431	Syat.g_01797
OG0000931	Syab.g_00432	Syat.g_01796
OG0000932	Syab.g_00433	Syat.g_01794
OG0000933	Syab.g_00439	Syat.g_01788
OG0000934	Syab.g_00441	Syat.g_01786
OG0000935	Syab.g_00442	Syat.g_01665
OG0000936	Syab.g_00443	Syat.g_01664
OG0000937	Syab.g_00444	Syat.g_01663
OG0000938	Syab.g_00447	Syat.g_01659
OG0000939	Syab.g_00448	Syat.g_01658
OG0000940	Syab.g_00456	Syat.g_01651
OG0000941	Syab.g_00458	Syat.g_01649
OG0000942	Syab.g_00460	Syat.g_01647
OG0000943	Syab.g_00461	Syat.g_01646
OG0000944	Syab.g_00463	Syat.g_01644
OG0000945	Syab.g_00466	Syat.g_01643
OG0000946	Syab.g_00473	Syat.g_01633
OG0000947	Syab.g_00476	Syat.g_01630
OG0000948	Syab.g_00477	Syat.g_01629
OG0000949	Syab.g_00212	Syat.g_02142
OG0000950	Syab.g_00204	Syat.g_02152
OG0000951	Syab.g_00199	Syat.g_02157
OG0000952	Syab.g_00191	Syat.g_02162
OG0000953	Syab.g_00134	Syat.g_02166
OG0000954	Syab.g_00129	Syat.g_02187
OG0000955	Syab.g_00128	Syat.g_02188
OG0000956	Syab.g_00126	Syat.g_02191
OG0000957	Syab.g_00115	Syat.g_02204
OG0000958	Syab.g_00114	Syat.g_02205
OG0000959	Syab.g_00110	Syat.g_02212
OG0000960	Syab.g_00109	Syat.g_02213
OG0000961	Syab.g_00100	Syat.g_02873
OG0000962	Syab.g_00098	Syat.g_02223
OG0000963	Syab.g_00093	Syat.g_02226
OG0000964	Syab.g_00092	Syat.g_02227
OG0000965	Syab.g_00091	Syat.g_02228
OG0000966	Syab.g_00082	Syat.g_02259
OG0000967	Syab.g_00078	Syat.g_02263
OG0000968	Syab.g_00075	Syat.g_02269
OG0000969	Syab.g_00073	Syat.g_02271
OG0000970	Syab.g_00072	Syat.g_02272
OG0000971	Syab.g_00070	Syat.g_02274
OG0000972	Syab.g_00069	Syat.g_02275
OG0000973	Syab.g_00068	Syat.g_02276
OG0000974	Syab.g_00067	Syat.g_02277
OG0000975	Syab.g_00066	Syat.g_02278
OG0000976	Syab.g_00065	Syat.g_02279
OG0000977	Syab.g_00063	Syat.g_02281
OG0000978	Syab.g_00062	Syat.g_02283
OG0000979	Syab.g_00059	Syat.g_02286
OG0000980	Syab.g_00056	Syat.g_02289
OG0000981	Syab.g_00053	Syat.g_02292
OG0000982	Syab.g_02756	Syat.g_02691
OG0000983	Syab.g_02757	Syat.g_02690
OG0000984	Syab.g_02758	Syat.g_02689
OG0000985	Syab.g_02762	Syat.g_02685
OG0000986	Syab.g_02764	Syat.g_02680
OG0000987	Syab.g_02768	Syat.g_02678
OG0000988	Syab.g_02774	Syat.g_02672
OG0000989	Syab.g_02792	Syat.g_02657
OG0000990	Syab.g_02811	Syat.g_02500
OG0000991	Syab.g_02818	Syat.g_02503
OG0000992	Syab.g_02821	Syat.g_02507
OG0000993	Syab.g_02822	Syat.g_02508
OG0000994	Syab.g_02826	Syat.g_02512
OG0000995	Syab.g_02835	Syat.g_02517
OG0000996	Syab.g_02866	Syat.g_02446
OG0000997	Syab.g_02875	Syat.g_02417
OG0000998	Syab.g_02877	Syat.g_02415
OG0000999	Syab.g_02878	Syat.g_02414
OG0001001	Syab.g_02888	Syat.g_02400
OG0001002	Syab.g_02900	Syat.g_02394
OG0001003	Syab.g_02902	Syat.g_02392
OG0001004	Syab.g_02903	Syat.g_02391
OG0001005	Syab.g_02905	Syat.g_02390
OG0001006	Syab.g_02912	Syat.g_02378
OG0001007	Syab.g_02914	Syat.g_02376
OG0001008	Syab.g_00584	Syat.g_02971
OG0001009	Syab.g_00033	Syat.g_02311
OG0001010	Syab.g_00034	Syat.g_02310
OG0001011	Syab.g_00035	Syat.g_02308
OG0001012	Syab.g_02752	Syat.g_01004
OG0001013	Syab.g_02716	Syat.g_02716
OG0001014	Syab.g_02712	Syat.g_02721
OG0001015	Syab.g_02711	Syat.g_02722
OG0001016	Syab.g_02439	Syat.g_01474
OG0001017	Syab.g_02445	Syat.g_01480
OG0001018	Syab.g_02447	Syat.g_01482
OG0001019	Syab.g_02469	Syat.g_01532
OG0001020	Syab.g_02477	Syat.g_01539
OG0001021	Syab.g_02481	Syat.g_01552
OG0001022	Syab.g_02485	Syat.g_01555
OG0001023	Syab.g_02486	Syat.g_01556
OG0001024	Syab.g_02490	Syat.g_01560
OG0001025	Syab.g_02497	Syat.g_01566
OG0001026	Syab.g_02510	Syat.g_01582
OG0001027	Syab.g_02515	Syat.g_02947
OG0001028	Syab.g_02517	Syat.g_02944
OG0001029	Syab.g_02519	Syat.g_02942
OG0001030	Syab.g_02540	Syat.g_02922
OG0001031	Syab.g_02615	Syat.g_02836
OG0001032	Syab.g_02617	Syat.g_02834
OG0001033	Syab.g_02675	Syat.g_02784
OG0001034	Syab.g_02370	Syat.g_01448
OG0001035	Syab.g_00335	Syat.g_01885
OG0001036	Syab.g_00327	Syat.g_01939
OG0001037	Syab.g_00325	Syat.g_01941
OG0001038	Syab.g_00297	Syat.g_02058
OG0001039	Syab.g_00294	Syat.g_02061
OG0001040	Syab.g_00291	Syat.g_02064
OG0001041	Syab.g_00286	Syat.g_02070
OG0001042	Syab.g_00254	Syat.g_02100
OG0001043	Syab.g_00250	Syat.g_02103
OG0001044	Syab.g_00522	Syat.g_01615
OG0001045	Syab.g_00534	Syat.g_01602
OG0001046	Syab.g_01352	Syat.g_00552
OG0001047	Syab.g_00586	Syat.g_02973
OG0001048	Syab.g_00587	Syat.g_02974
OG0001049	Syab.g_00590	Syat.g_01290
OG0001050	Syab.g_00591	Syat.g_01289
OG0001051	Syab.g_00592	Syat.g_01288
OG0001052	Syab.g_00693	Syat.g_01375
OG0001053	Syab.g_02099	Syat.g_03173
OG0001054	Syab.g_02118	Syat.g_03192
OG0001055	Syab.g_02139	Syat.g_03224
OG0001056	Syab.g_02036	Syat.g_03275
OG0001057	Syab.g_00882	Syat.g_00102
OG0001058	Syab.g_02014	Syat.g_00079
OG0001059	Syab.g_02010	Syat.g_00075
OG0001061	Syab.g_01985	Syat.g_00051
OG0001062	Syab.g_01983	Syat.g_00048
OG0001063	Syab.g_01979	Syat.g_00042
OG0001064	Syab.g_01978	Syat.g_00041
OG0001065	Syab.g_01976	Syat.g_00040
OG0001066	Syab.g_01975	Syat.g_00039
OG0001067	Syab.g_01974	Syat.g_00038
OG0001068	Syab.g_01973	Syat.g_00037
OG0001069	Syab.g_01972	Syat.g_00036
OG0001070	Syab.g_01968	Syat.g_00032
OG0001071	Syab.g_01967	Syat.g_00031
OG0001072	Syab.g_01962	Syat.g_00028
OG0001073	Syab.g_01947	Syat.g_00009
OG0001074	Syab.g_01815	Syat.g_01015
OG0001075	Syab.g_01919	Syat.g_01037
OG0001076	Syab.g_01897	Syat.g_03315
OG0001077	Syab.g_01887	Syat.g_03290
OG0001079	Syab.g_01856	Syat.g_00378
OG0001080	Syab.g_01756	Syat.g_00368
OG0001081	Syab.g_01530	Syat.g_00366
OG0001082	Syab.g_01531	Syat.g_00365
OG0001083	Syab.g_01540	Syat.g_00390
OG0001084	Syab.g_01543	Syat.g_00391
OG0001085	Syab.g_01563	Syat.g_00408
OG0001086	Syab.g_01565	Syat.g_00410
OG0001087	Syab.g_01167	Syat.g_03277
OG0001088	Syab.g_01170	Syat.g_02496
OG0001089	Syab.g_01198	Syat.g_00818
OG0001090	Syab.g_01267	Syat.g_00659
OG0001091	Syab.g_01270	Syat.g_00661
OG0001092	Syab.g_01272	Syat.g_00663
OG0001093	Syab.g_01664	Syat.g_00669
OG0001094	Syab.g_01567	Syat.g_00473
OG0001095	Syab.g_01287	Syat.g_00497
OG0001096	Syab.g_01693	Syat.g_00516
OG0001097	Syab.g_01718	Syat.g_00743
OG0001098	Syab.g_01497	Syat.g_01672
OG0001099	Syab.g_02518	Syat.g_02943
OG0001100	Syab.g_01640	Syat.g_00418
OG0001101	Syab.g_01639	Syat.g_00420
OG0001102	Syab.g_01636	Syat.g_00423
OG0001103	Syab.g_01634	Syat.g_00425
OG0001104	Syab.g_01590	Syat.g_00458
OG0001105	Syab.g_01585	Syat.g_00461
OG0001106	Syab.g_01397	Syat.g_00598
OG0001107	Syab.g_01385	Syat.g_00580
OG0001108	Syab.g_01377	Syat.g_00570
OG0001109	Syab.g_01368	Syat.g_00568
OG0001110	Syab.g_01366	Syat.g_00566
OG0001111	Syab.g_01364	Syat.g_00564
OG0001112	Syab.g_01362	Syat.g_00562
OG0001113	Syab.g_01593	Syat.g_00561
OG0001114	Syab.g_01361	Syat.g_00560
OG0001115	Syab.g_01357	Syat.g_00557
OG0001116	Syab.g_01355	Syat.g_00555
OG0001117	Syab.g_01354	Syat.g_00554
OG0001118	Syab.g_01353	Syat.g_00553
OG0001119	Syab.g_01351	Syat.g_00551
OG0001120	Syab.g_01347	Syat.g_00546
OG0001122	Syab.g_01320	Syat.g_00711
OG0001123	Syab.g_01312	Syat.g_00704
OG0001124	Syab.g_01310	Syat.g_00702
OG0001125	Syab.g_01308	Syat.g_00700
OG0001126	Syab.g_01231	Syat.g_00790
OG0001127	Syab.g_01230	Syat.g_00789
OG0001128	Syab.g_01227	Syat.g_00786
OG0001129	Syab.g_01225	Syat.g_00784
OG0001130	Syab.g_01224	Syat.g_00783
OG0001131	Syab.g_01609	Syat.g_01674
OG0001132	Syab.g_01790	Syat.g_00965
OG0001133	Syab.g_01895	Syat.g_03311
OG0001136	Syab.g_00966	Syat.g_03257
OG0001137	Syab.g_00990	Syat.g_00306
OG0001138	Syab.g_01023	Syat.g_00214
OG0001139	Syab.g_01025	Syat.g_00209
OG0001140	Syab.g_01026	Syat.g_00208
OG0001141	Syab.g_01027	Syat.g_00207
OG0001142	Syab.g_01028	Syat.g_00206
OG0001143	Syab.g_01037	Syat.g_00925
OG0001144	Syab.g_01052	Syat.g_00906
OG0001145	Syab.g_00928	Syat.g_01117
OG0001146	Syab.g_00907	Syat.g_01158
OG0001147	Syab.g_00716	Syat.g_01368
OG0001148	Syab.g_02085	Syat.g_01297
OG0001149	Syab.g_02084	Syat.g_01298
OG0001150	Syab.g_02083	Syat.g_01299
OG0001151	Syab.g_02070	Syat.g_01420
OG0001152	Syab.g_02069	Syat.g_01421
OG0001153	Syab.g_00731	Syat.g_01346
OG0001154	Syab.g_00730	Syat.g_01347
OG0001155	Syab.g_02171	Syat.g_02774
OG0001156	Syab.g_02174	Syat.g_02978
OG0001157	Syab.g_02175	Syat.g_02977
OG0001158	Syab.g_02176	Syat.g_02976
OG0001159	Syab.g_02177	Syat.g_02975
OG0001160	Syab.g_02231	Syat.g_03104
OG0001161	Syab.g_02797	Syat.g_02384
OG0001162	Syab.g_00893	Syat.g_01528
OG0001163	Syab.g_02241	Syat.g_03112
OG0001164	Syab.g_02247	Syat.g_03116
OG0001165	Syab.g_02252	Syat.g_03121
OG0001166	Syab.g_02296	Syat.g_03050
OG0001167	Syab.g_02322	Syat.g_03019
OG0001168	Syab.g_02324	Syat.g_03017
OG0001169	Syab.g_02326	Syat.g_03015
OG0001170	Syab.g_02328	Syat.g_03013
OG0001171	Syab.g_02339	Syat.g_03001
OG0001172	Syab.g_00371	Syat.g_01858
OG0001173	Syab.g_00372	Syat.g_01857
OG0001174	Syab.g_00380	Syat.g_01849
