Orthogroup	Syab	Syan
OG0000570	Syab.g_01989	Syan.g_00876
OG0000571	Syab.g_01986	Syan.g_00879
OG0000572	Syab.g_01969	Syan.g_00954
OG0000573	Syab.g_01960	Syan.g_00963
OG0000574	Syab.g_01959	Syan.g_00965
OG0000575	Syab.g_01954	Syan.g_01003
OG0000576	Syab.g_01952	Syan.g_01007
OG0000577	Syab.g_01951	Syan.g_01008
OG0000578	Syab.g_01950	Syan.g_01009
OG0000579	Syab.g_01949	Syan.g_01010
OG0000580	Syab.g_01948	Syan.g_01011
OG0000581	Syab.g_01934	Syan.g_01018
OG0000582	Syab.g_01929	Syan.g_01030
OG0000583	Syab.g_01928	Syan.g_01029
OG0000584	Syab.g_01927	Syan.g_01028
OG0000585	Syab.g_01924	Syan.g_01024
OG0000586	Syab.g_01923	Syan.g_01022
OG0000587	Syab.g_01921	Syan.g_01020
OG0000588	Syab.g_01910	Syan.g_00215
OG0000589	Syab.g_01899	Syan.g_00016
OG0000590	Syab.g_01898	Syan.g_00015
OG0000591	Syab.g_01892	Syan.g_00003
OG0000592	Syab.g_01891	Syan.g_00002
OG0000593	Syab.g_01877	Syan.g_00820
OG0000594	Syab.g_01876	Syan.g_00819
OG0000595	Syab.g_01875	Syan.g_00818
OG0000596	Syab.g_01871	Syan.g_00813
OG0000597	Syab.g_01868	Syan.g_00810
OG0000598	Syab.g_01867	Syan.g_00809
OG0000599	Syab.g_01860	Syan.g_00802
OG0000600	Syab.g_01859	Syan.g_00801
OG0000601	Syab.g_01858	Syan.g_00800
OG0000602	Syab.g_01853	Syan.g_00796
OG0000603	Syab.g_01852	Syan.g_00795
OG0000604	Syab.g_01850	Syan.g_00792
OG0000605	Syab.g_01758	Syan.g_00783
OG0000606	Syab.g_01529	Syan.g_00780
OG0000607	Syab.g_01533	Syan.g_00777
OG0000608	Syab.g_01534	Syan.g_00776
OG0000609	Syab.g_01536	Syan.g_00774
OG0000610	Syab.g_01555	Syan.g_00766
OG0000611	Syab.g_01558	Syan.g_00763
OG0000612	Syab.g_01559	Syan.g_00762
OG0000613	Syab.g_00228	Syan.g_01965
OG0000614	Syab.g_01179	Syan.g_00184
OG0000615	Syab.g_01605	Syan.g_00728
OG0000616	Syab.g_02897	Syan.g_01694
OG0000617	Syab.g_01274	Syan.g_00324
OG0000618	Syab.g_01275	Syan.g_00325
OG0000619	Syab.g_01662	Syan.g_00326
OG0000620	Syab.g_01668	Syan.g_00331
OG0000621	Syab.g_01669	Syan.g_00332
OG0000622	Syab.g_01670	Syan.g_00334
OG0000623	Syab.g_01671	Syan.g_00335
OG0000624	Syab.g_01673	Syan.g_00337
OG0000625	Syab.g_01674	Syan.g_00338
OG0000626	Syab.g_01675	Syan.g_00339
OG0000627	Syab.g_01438	Syan.g_00465
OG0000628	Syab.g_01437	Syan.g_00466
OG0000629	Syab.g_01434	Syan.g_00469
OG0000630	Syab.g_01430	Syan.g_00474
OG0000631	Syab.g_01421	Syan.g_00484
OG0000632	Syab.g_01420	Syan.g_00485
OG0000633	Syab.g_01419	Syan.g_00489
OG0000634	Syab.g_01651	Syan.g_00694
OG0000635	Syab.g_01656	Syan.g_00693
OG0000636	Syab.g_01658	Syan.g_00691
OG0000637	Syab.g_01660	Syan.g_00689
OG0000638	Syab.g_01661	Syan.g_00688
OG0000639	Syab.g_01276	Syan.g_00687
OG0000640	Syab.g_01277	Syan.g_00686
OG0000641	Syab.g_01281	Syan.g_00682
OG0000642	Syab.g_01282	Syan.g_00681
OG0000643	Syab.g_01283	Syan.g_00679
OG0000644	Syab.g_01284	Syan.g_00678
OG0000645	Syab.g_01286	Syan.g_00676
OG0000646	Syab.g_01289	Syan.g_00673
OG0000647	Syab.g_01291	Syan.g_00671
OG0000648	Syab.g_01684	Syan.g_00669
OG0000649	Syab.g_01685	Syan.g_00668
OG0000650	Syab.g_01686	Syan.g_00667
OG0000651	Syab.g_01687	Syan.g_00666
OG0000652	Syab.g_01688	Syan.g_00665
OG0000653	Syab.g_01690	Syan.g_00663
OG0000654	Syab.g_01691	Syan.g_00661
OG0000655	Syab.g_01692	Syan.g_00660
OG0000656	Syab.g_01695	Syan.g_00656
OG0000657	Syab.g_01706	Syan.g_00375
OG0000658	Syab.g_01710	Syan.g_00378
OG0000659	Syab.g_01711	Syan.g_00379
OG0000660	Syab.g_01715	Syan.g_00383
OG0000661	Syab.g_01717	Syan.g_00385
OG0000662	Syab.g_01719	Syan.g_00392
OG0000663	Syab.g_01722	Syan.g_00395
OG0000664	Syab.g_01723	Syan.g_00397
OG0000665	Syab.g_01829	Syan.g_00788
OG0000666	Syab.g_01842	Syan.g_02100
OG0000667	Syab.g_01548	Syan.g_00044
OG0000668	Syab.g_01319	Syan.g_00365
OG0000669	Syab.g_01642	Syan.g_00751
OG0000670	Syab.g_02156	Syan.g_00748
OG0000671	Syab.g_01638	Syan.g_00746
OG0000672	Syab.g_01635	Syan.g_00743
OG0000673	Syab.g_01632	Syan.g_00740
OG0000674	Syab.g_01630	Syan.g_00738
OG0000675	Syab.g_01629	Syan.g_00737
OG0000676	Syab.g_01620	Syan.g_00735
OG0000677	Syab.g_01619	Syan.g_00734
OG0000678	Syab.g_01613	Syan.g_00732
OG0000679	Syab.g_01601	Syan.g_00724
OG0000680	Syab.g_01600	Syan.g_00723
OG0000681	Syab.g_01597	Syan.g_00720
OG0000682	Syab.g_01596	Syan.g_00719
OG0000683	Syab.g_01595	Syan.g_00718
OG0000684	Syab.g_01591	Syan.g_00715
OG0000685	Syab.g_01589	Syan.g_00713
OG0000686	Syab.g_01588	Syan.g_00712
OG0000687	Syab.g_01586	Syan.g_00711
OG0000688	Syab.g_01576	Syan.g_00706
OG0000689	Syab.g_01574	Syan.g_00704
OG0000690	Syab.g_01573	Syan.g_00703
OG0000691	Syab.g_01572	Syan.g_00702
OG0000692	Syab.g_01571	Syan.g_00700
OG0000693	Syab.g_01569	Syan.g_00698
OG0000694	Syab.g_01568	Syan.g_00697
OG0000695	Syab.g_01417	Syan.g_00492
OG0000696	Syab.g_01416	Syan.g_00493
OG0000697	Syab.g_01415	Syan.g_00495
OG0000698	Syab.g_01412	Syan.g_00498
OG0000699	Syab.g_01411	Syan.g_00500
OG0000700	Syab.g_01410	Syan.g_00501
OG0000701	Syab.g_01409	Syan.g_00502
OG0000702	Syab.g_01401	Syan.g_00534
OG0000703	Syab.g_01400	Syan.g_00546
OG0000704	Syab.g_01398	Syan.g_00550
OG0000705	Syab.g_01391	Syan.g_00557
OG0000706	Syab.g_01390	Syan.g_00558
OG0000707	Syab.g_01389	Syan.g_00559
OG0000708	Syab.g_01386	Syan.g_00562
OG0000709	Syab.g_01378	Syan.g_00570
OG0000710	Syab.g_01367	Syan.g_00574
OG0000711	Syab.g_01340	Syan.g_00607
OG0000712	Syab.g_01338	Syan.g_00609
OG0000713	Syab.g_01337	Syan.g_00610
OG0000714	Syab.g_01334	Syan.g_00624
OG0000715	Syab.g_01332	Syan.g_00626
OG0000716	Syab.g_01328	Syan.g_00630
OG0000717	Syab.g_01327	Syan.g_00631
OG0000718	Syab.g_01323	Syan.g_00651
OG0000719	Syab.g_01321	Syan.g_00367
OG0000720	Syab.g_01307	Syan.g_00354
OG0000721	Syab.g_01305	Syan.g_00352
OG0000722	Syab.g_01304	Syan.g_00351
OG0000723	Syab.g_01678	Syan.g_00341
OG0000724	Syab.g_01223	Syan.g_00299
OG0000725	Syab.g_01207	Syan.g_00194
OG0000726	Syab.g_01206	Syan.g_00193
OG0000727	Syab.g_01205	Syan.g_00192
OG0000728	Syab.g_01203	Syan.g_00190
OG0000729	Syab.g_00097	Syan.g_01885
OG0000730	Syab.g_00521	Syan.g_02147
OG0000731	Syab.g_00531	Syan.g_02135
OG0000732	Syab.g_00055	Syan.g_01726
OG0000733	Syab.g_02798	Syan.g_01147
OG0000734	Syab.g_02508	Syan.g_02982
OG0000735	Syab.g_00942	Syan.g_02713
OG0000736	Syab.g_00943	Syan.g_02712
OG0000737	Syab.g_00944	Syan.g_02711
OG0000738	Syab.g_00949	Syan.g_02705
OG0000739	Syab.g_00961	Syan.g_02704
OG0000740	Syab.g_00962	Syan.g_02703
OG0000741	Syab.g_00965	Syan.g_02700
OG0000742	Syab.g_00968	Syan.g_02697
OG0000743	Syab.g_00970	Syan.g_02694
OG0000744	Syab.g_00971	Syan.g_02693
OG0000745	Syab.g_00973	Syan.g_02690
OG0000746	Syab.g_00975	Syan.g_02687
OG0000747	Syab.g_00976	Syan.g_02685
OG0000748	Syab.g_00991	Syan.g_02669
OG0000749	Syab.g_00992	Syan.g_02668
OG0000750	Syab.g_00993	Syan.g_02667
OG0000751	Syab.g_01002	Syan.g_02661
OG0000752	Syab.g_01004	Syan.g_02659
OG0000753	Syab.g_01007	Syan.g_02656
OG0000754	Syab.g_01012	Syan.g_02650
OG0000755	Syab.g_01021	Syan.g_02641
OG0000756	Syab.g_01022	Syan.g_02640
OG0000757	Syab.g_01029	Syan.g_02623
OG0000758	Syab.g_01030	Syan.g_02622
OG0000759	Syab.g_01031	Syan.g_02621
OG0000760	Syab.g_01032	Syan.g_02620
OG0000761	Syab.g_01034	Syan.g_02619
OG0000762	Syab.g_01036	Syan.g_02617
OG0000763	Syab.g_01038	Syan.g_02615
OG0000764	Syab.g_01039	Syan.g_02614
OG0000765	Syab.g_01154	Syan.g_02587
OG0000766	Syab.g_01153	Syan.g_02586
OG0000767	Syab.g_01151	Syan.g_02584
OG0000768	Syab.g_01150	Syan.g_02583
OG0000769	Syab.g_01148	Syan.g_02581
OG0000770	Syab.g_01145	Syan.g_02561
OG0000771	Syab.g_01229	Syan.g_00305
OG0000772	Syab.g_00957	Syan.g_00436
OG0000773	Syab.g_00931	Syan.g_01199
OG0000774	Syab.g_00924	Syan.g_01205
OG0000775	Syab.g_00922	Syan.g_01207
OG0000776	Syab.g_00921	Syan.g_01208
OG0000777	Syab.g_00920	Syan.g_01209
OG0000778	Syab.g_00919	Syan.g_01210
OG0000779	Syab.g_00913	Syan.g_01215
OG0000780	Syab.g_00908	Syan.g_01218
OG0000781	Syab.g_00904	Syan.g_01222
OG0000782	Syab.g_00903	Syan.g_01223
OG0000783	Syab.g_00902	Syan.g_01224
OG0000784	Syab.g_00901	Syan.g_01225
OG0000785	Syab.g_00899	Syan.g_01228
OG0000786	Syab.g_00895	Syan.g_01243
OG0000787	Syab.g_00894	Syan.g_01244
OG0000788	Syab.g_01857	Syan.g_00843
OG0000789	Syab.g_01835	Syan.g_00075
OG0000790	Syab.g_02082	Syan.g_02778
OG0000791	Syab.g_02080	Syan.g_02780
OG0000792	Syab.g_02079	Syan.g_02781
OG0000793	Syab.g_02074	Syan.g_02879
OG0000794	Syab.g_02073	Syan.g_02881
OG0000795	Syab.g_02072	Syan.g_02882
OG0000796	Syab.g_02068	Syan.g_02886
OG0000797	Syab.g_02067	Syan.g_02888
OG0000798	Syab.g_00298	Syan.g_02026
OG0000799	Syab.g_00826	Syan.g_01310
OG0000800	Syab.g_00821	Syan.g_01308
OG0000801	Syab.g_00820	Syan.g_01307
OG0000802	Syab.g_00816	Syan.g_01303
OG0000803	Syab.g_00806	Syan.g_01294
OG0000804	Syab.g_00802	Syan.g_01291
OG0000805	Syab.g_00792	Syan.g_01289
OG0000806	Syab.g_00790	Syan.g_01287
OG0000807	Syab.g_00788	Syan.g_01286
OG0000808	Syab.g_00783	Syan.g_01285
OG0000809	Syab.g_00780	Syan.g_01281
OG0000810	Syab.g_00779	Syan.g_01280
OG0000811	Syab.g_00770	Syan.g_01272
OG0000812	Syab.g_00768	Syan.g_01270
OG0000813	Syab.g_00767	Syan.g_01269
OG0000814	Syab.g_00765	Syan.g_01267
OG0000815	Syab.g_00760	Syan.g_01249
OG0000816	Syab.g_00758	Syan.g_01247
OG0000817	Syab.g_00757	Syan.g_01328
OG0000818	Syab.g_00751	Syan.g_02807
OG0000819	Syab.g_00750	Syan.g_02808
OG0000820	Syab.g_00749	Syan.g_02809
OG0000821	Syab.g_00743	Syan.g_02815
OG0000822	Syab.g_00741	Syan.g_02817
OG0000823	Syab.g_00740	Syan.g_02818
OG0000824	Syab.g_00735	Syan.g_02824
OG0000825	Syab.g_00734	Syan.g_02825
OG0000826	Syab.g_00733	Syan.g_02826
OG0000827	Syab.g_00732	Syan.g_02827
OG0000828	Syab.g_00729	Syan.g_02830
OG0000829	Syab.g_00728	Syan.g_02831
OG0000830	Syab.g_00727	Syan.g_02832
OG0000831	Syab.g_00725	Syan.g_02834
OG0000832	Syab.g_02169	Syan.g_02408
OG0000833	Syab.g_02178	Syan.g_01343
OG0000834	Syab.g_02181	Syan.g_01345
OG0000835	Syab.g_02182	Syan.g_01346
OG0000836	Syab.g_02185	Syan.g_01349
OG0000837	Syab.g_02186	Syan.g_01351
OG0000838	Syab.g_02190	Syan.g_01355
OG0000839	Syab.g_02191	Syan.g_01356
OG0000840	Syab.g_02192	Syan.g_01357
OG0000841	Syab.g_02193	Syan.g_01358
OG0000842	Syab.g_02194	Syan.g_01359
OG0000843	Syab.g_02195	Syan.g_01360
OG0000844	Syab.g_02197	Syan.g_01362
OG0000845	Syab.g_02198	Syan.g_01363
OG0000846	Syab.g_02199	Syan.g_01364
OG0000847	Syab.g_02200	Syan.g_01365
OG0000848	Syab.g_02202	Syan.g_01367
OG0000849	Syab.g_02203	Syan.g_01368
OG0000850	Syab.g_02212	Syan.g_01371
OG0000851	Syab.g_02226	Syan.g_01374
OG0000852	Syab.g_02227	Syan.g_01375
OG0000853	Syab.g_02233	Syan.g_01379
OG0000854	Syab.g_02235	Syan.g_01381
OG0000855	Syab.g_02236	Syan.g_01382
OG0000856	Syab.g_01889	Syan.g_01136
OG0000857	Syab.g_01290	Syan.g_00672
OG0000858	Syab.g_02244	Syan.g_01389
OG0000859	Syab.g_02245	Syan.g_01390
OG0000860	Syab.g_02258	Syan.g_01402
OG0000861	Syab.g_02259	Syan.g_01403
OG0000862	Syab.g_02261	Syan.g_01412
OG0000863	Syab.g_02265	Syan.g_01414
OG0000864	Syab.g_02266	Syan.g_00969
OG0000865	Syab.g_02267	Syan.g_01415
OG0000866	Syab.g_02268	Syan.g_01416
OG0000867	Syab.g_02269	Syan.g_01417
OG0000868	Syab.g_02287	Syan.g_01421
OG0000869	Syab.g_02292	Syan.g_01426
OG0000870	Syab.g_02297	Syan.g_01431
OG0000871	Syab.g_02298	Syan.g_01432
OG0000872	Syab.g_02305	Syan.g_01438
OG0000873	Syab.g_02308	Syan.g_01441
OG0000874	Syab.g_02311	Syan.g_01443
OG0000875	Syab.g_02313	Syan.g_01445
OG0000876	Syab.g_02315	Syan.g_00391
OG0000877	Syab.g_02317	Syan.g_01449
OG0000878	Syab.g_02318	Syan.g_01450
OG0000879	Syab.g_02319	Syan.g_01451
OG0000880	Syab.g_02320	Syan.g_01452
OG0000881	Syab.g_02325	Syan.g_01457
OG0000882	Syab.g_02330	Syan.g_01462
OG0000883	Syab.g_02332	Syan.g_01464
OG0000884	Syab.g_02334	Syan.g_01466
OG0000885	Syab.g_02335	Syan.g_01467
OG0000886	Syab.g_02336	Syan.g_01468
OG0000887	Syab.g_02338	Syan.g_01469
OG0000888	Syab.g_02340	Syan.g_01471
OG0000889	Syab.g_02342	Syan.g_01473
OG0000890	Syab.g_02348	Syan.g_01476
OG0000891	Syab.g_02349	Syan.g_01477
OG0000892	Syab.g_02353	Syan.g_01480
OG0000893	Syab.g_00366	Syan.g_02103
OG0000894	Syab.g_00369	Syan.g_02108
OG0000895	Syab.g_00373	Syan.g_02112
OG0000896	Syab.g_00374	Syan.g_02113
OG0000897	Syab.g_00376	Syan.g_02115
OG0000898	Syab.g_00377	Syan.g_02116
OG0000899	Syab.g_00378	Syan.g_02117
OG0000900	Syab.g_00379	Syan.g_02118
OG0000901	Syab.g_00384	Syan.g_02123
OG0000902	Syab.g_00386	Syan.g_02125
OG0000903	Syab.g_00399	Syan.g_02252
OG0000904	Syab.g_00395	Syan.g_02258
OG0000905	Syab.g_00390	Syan.g_02129
OG0000906	Syab.g_00388	Syan.g_02127
OG0000907	Syab.g_00401	Syan.g_02245
OG0000908	Syab.g_00404	Syan.g_02242
OG0000909	Syab.g_00405	Syan.g_02241
OG0000910	Syab.g_00406	Syan.g_02240
OG0000911	Syab.g_00408	Syan.g_02238
OG0000912	Syab.g_00409	Syan.g_02237
OG0000913	Syab.g_00410	Syan.g_02236
OG0000914	Syab.g_00411	Syan.g_02235
OG0000915	Syab.g_00412	Syan.g_02233
OG0000916	Syab.g_00413	Syan.g_02232
OG0000917	Syab.g_00414	Syan.g_02231
OG0000918	Syab.g_00415	Syan.g_02230
OG0000919	Syab.g_00416	Syan.g_02229
OG0000920	Syab.g_00417	Syan.g_02228
OG0000921	Syab.g_00418	Syan.g_02227
OG0000922	Syab.g_00419	Syan.g_02226
OG0000923	Syab.g_00423	Syan.g_02222
OG0000924	Syab.g_00424	Syan.g_02221
OG0000925	Syab.g_00425	Syan.g_02220
OG0000926	Syab.g_00426	Syan.g_02219
OG0000927	Syab.g_00428	Syan.g_02217
OG0000928	Syab.g_00429	Syan.g_02216
OG0000929	Syab.g_00430	Syan.g_02215
OG0000930	Syab.g_00431	Syan.g_02214
OG0000931	Syab.g_00432	Syan.g_02213
OG0000932	Syab.g_00433	Syan.g_02212
OG0000933	Syab.g_00439	Syan.g_02206
OG0000934	Syab.g_00441	Syan.g_02204
OG0000935	Syab.g_00442	Syan.g_02203
OG0000936	Syab.g_00443	Syan.g_02202
OG0000937	Syab.g_00444	Syan.g_02201
OG0000938	Syab.g_00447	Syan.g_02198
OG0000939	Syab.g_00448	Syan.g_02197
OG0000940	Syab.g_00456	Syan.g_02188
OG0000941	Syab.g_00458	Syan.g_02186
OG0000942	Syab.g_00460	Syan.g_02184
OG0000943	Syab.g_00461	Syan.g_02183
OG0000944	Syab.g_00463	Syan.g_02181
OG0000945	Syab.g_00466	Syan.g_02180
OG0000946	Syab.g_00473	Syan.g_02167
OG0000947	Syab.g_00476	Syan.g_02164
OG0000948	Syab.g_00477	Syan.g_02163
OG0000949	Syab.g_00212	Syan.g_01951
OG0000950	Syab.g_00204	Syan.g_01940
OG0000951	Syab.g_00199	Syan.g_01932
OG0000952	Syab.g_00191	Syan.g_01927
OG0000953	Syab.g_00134	Syan.g_01922
OG0000954	Syab.g_00129	Syan.g_01916
OG0000955	Syab.g_00128	Syan.g_01915
OG0000956	Syab.g_00126	Syan.g_01913
OG0000957	Syab.g_00115	Syan.g_01898
OG0000958	Syab.g_00114	Syan.g_01897
OG0000959	Syab.g_00110	Syan.g_01893
OG0000960	Syab.g_00109	Syan.g_01892
OG0000961	Syab.g_00100	Syan.g_03024
OG0000962	Syab.g_00098	Syan.g_01887
OG0000963	Syab.g_00093	Syan.g_01881
OG0000964	Syab.g_00092	Syan.g_01880
OG0000965	Syab.g_00091	Syan.g_01879
OG0000966	Syab.g_00082	Syan.g_01812
OG0000967	Syab.g_00078	Syan.g_01804
OG0000968	Syab.g_00075	Syan.g_01706
OG0000969	Syab.g_00073	Syan.g_01708
OG0000970	Syab.g_00072	Syan.g_01709
OG0000971	Syab.g_00070	Syan.g_01711
OG0000972	Syab.g_00069	Syan.g_01712
OG0000973	Syab.g_00068	Syan.g_01713
OG0000974	Syab.g_00067	Syan.g_01714
OG0000975	Syab.g_00066	Syan.g_01715
OG0000976	Syab.g_00065	Syan.g_01716
OG0000977	Syab.g_00063	Syan.g_01718
OG0000978	Syab.g_00062	Syan.g_01719
OG0000979	Syab.g_00059	Syan.g_01722
OG0000980	Syab.g_00056	Syan.g_01725
OG0000981	Syab.g_00053	Syan.g_01728
OG0000982	Syab.g_02756	Syan.g_01566
OG0000983	Syab.g_02757	Syan.g_01567
OG0000984	Syab.g_02758	Syan.g_01568
OG0000985	Syab.g_02762	Syan.g_01572
OG0000986	Syab.g_02764	Syan.g_01574
OG0000987	Syab.g_02768	Syan.g_01576
OG0000988	Syab.g_02774	Syan.g_01581
OG0000989	Syab.g_02792	Syan.g_01587
OG0000990	Syab.g_02811	Syan.g_01615
OG0000991	Syab.g_02818	Syan.g_01618
OG0000992	Syab.g_02821	Syan.g_01622
OG0000993	Syab.g_02822	Syan.g_01623
OG0000994	Syab.g_02826	Syan.g_01625
OG0000995	Syab.g_02835	Syan.g_01629
OG0000996	Syab.g_02866	Syan.g_01653
OG0000997	Syab.g_02875	Syan.g_01677
OG0000998	Syab.g_02877	Syan.g_01679
OG0000999	Syab.g_02878	Syan.g_01680
OG0001000	Syab.g_02881	Syan.g_01684
OG0001001	Syab.g_02888	Syan.g_01690
OG0001002	Syab.g_02900	Syan.g_01697
OG0001003	Syab.g_02902	Syan.g_01699
OG0001004	Syab.g_02903	Syan.g_01700
OG0001005	Syab.g_02905	Syan.g_01701
OG0001006	Syab.g_02912	Syan.g_01794
OG0001007	Syab.g_02914	Syan.g_01796
OG0001008	Syab.g_00584	Syan.g_02397
OG0001009	Syab.g_00033	Syan.g_01748
OG0001010	Syab.g_00034	Syan.g_01747
OG0001011	Syab.g_00035	Syan.g_01745
OG0001012	Syab.g_02752	Syan.g_00281
OG0001013	Syab.g_02716	Syan.g_01542
OG0001014	Syab.g_02712	Syan.g_01535
OG0001015	Syab.g_02711	Syan.g_01534
OG0001016	Syab.g_02439	Syan.g_02912
OG0001017	Syab.g_02445	Syan.g_02918
OG0001018	Syab.g_02447	Syan.g_02920
OG0001019	Syab.g_02469	Syan.g_02947
OG0001020	Syab.g_02477	Syan.g_02951
OG0001021	Syab.g_02481	Syan.g_02958
OG0001022	Syab.g_02485	Syan.g_02964
OG0001023	Syab.g_02486	Syan.g_02965
OG0001024	Syab.g_02490	Syan.g_00968
OG0001025	Syab.g_02497	Syan.g_02971
OG0001026	Syab.g_02510	Syan.g_02984
OG0001027	Syab.g_02515	Syan.g_02308
OG0001028	Syab.g_02517	Syan.g_02305
OG0001029	Syab.g_02519	Syan.g_02303
OG0001030	Syab.g_02540	Syan.g_02281
OG0001031	Syab.g_02615	Syan.g_03060
OG0001032	Syab.g_02617	Syan.g_03063
OG0001033	Syab.g_02675	Syan.g_00970
OG0001034	Syab.g_02370	Syan.g_02425
OG0001035	Syab.g_00335	Syan.g_02062
OG0001036	Syab.g_00327	Syan.g_02056
OG0001037	Syab.g_00325	Syan.g_02054
OG0001038	Syab.g_00297	Syan.g_02025
OG0001039	Syab.g_00294	Syan.g_02022
OG0001040	Syab.g_00291	Syan.g_02019
OG0001041	Syab.g_00286	Syan.g_02015
OG0001042	Syab.g_00254	Syan.g_01992
OG0001043	Syab.g_00250	Syan.g_01988
OG0001044	Syab.g_00522	Syan.g_02145
OG0001045	Syab.g_00534	Syan.g_02132
OG0001046	Syab.g_01352	Syan.g_00591
OG0001047	Syab.g_00586	Syan.g_02399
OG0001048	Syab.g_00587	Syan.g_02400
OG0001049	Syab.g_00590	Syan.g_01340
OG0001050	Syab.g_00591	Syan.g_01339
OG0001051	Syab.g_00592	Syan.g_01338
OG0001052	Syab.g_00693	Syan.g_02850
OG0001053	Syab.g_02099	Syan.g_02761
OG0001054	Syab.g_02118	Syan.g_02742
OG0001055	Syab.g_02139	Syan.g_02721
OG0001056	Syab.g_02036	Syan.g_01161
OG0001057	Syab.g_00882	Syan.g_00832
OG0001058	Syab.g_02014	Syan.g_00851
OG0001059	Syab.g_02010	Syan.g_00855
OG0001060	Syab.g_02003	Syan.g_00861
OG0001061	Syab.g_01985	Syan.g_00880
OG0001063	Syab.g_01979	Syan.g_00945
OG0001064	Syab.g_01978	Syan.g_00946
OG0001065	Syab.g_01976	Syan.g_00947
OG0001066	Syab.g_01975	Syan.g_00948
OG0001067	Syab.g_01974	Syan.g_00949
OG0001068	Syab.g_01973	Syan.g_00950
OG0001069	Syab.g_01972	Syan.g_00951
OG0001070	Syab.g_01968	Syan.g_00955
OG0001071	Syab.g_01967	Syan.g_00956
OG0001072	Syab.g_01962	Syan.g_00960
OG0001073	Syab.g_01947	Syan.g_01012
OG0001074	Syab.g_01815	Syan.g_00202
OG0001075	Syab.g_01919	Syan.g_00200
OG0001076	Syab.g_01897	Syan.g_00012
OG0001077	Syab.g_01887	Syan.g_01140
OG0001079	Syab.g_01856	Syan.g_00799
OG0001080	Syab.g_01756	Syan.g_00781
OG0001081	Syab.g_01530	Syan.g_00779
OG0001082	Syab.g_01531	Syan.g_00778
OG0001083	Syab.g_01540	Syan.g_00771
OG0001084	Syab.g_01543	Syan.g_00770
OG0001086	Syab.g_01565	Syan.g_00757
OG0001087	Syab.g_01167	Syan.g_01159
OG0001088	Syab.g_01170	Syan.g_02688
OG0001089	Syab.g_01198	Syan.g_00185
OG0001090	Syab.g_01267	Syan.g_00317
OG0001091	Syab.g_01270	Syan.g_00320
OG0001092	Syab.g_01272	Syan.g_00322
OG0001093	Syab.g_01664	Syan.g_00328
OG0001094	Syab.g_01567	Syan.g_00696
OG0001095	Syab.g_01287	Syan.g_00675
OG0001096	Syab.g_01693	Syan.g_00659
OG0001097	Syab.g_01718	Syan.g_00386
OG0001099	Syab.g_02518	Syan.g_02304
OG0001100	Syab.g_01640	Syan.g_00749
OG0001101	Syab.g_01639	Syan.g_00747
OG0001102	Syab.g_01636	Syan.g_00744
OG0001103	Syab.g_01634	Syan.g_00742
OG0001104	Syab.g_01590	Syan.g_00714
OG0001106	Syab.g_01397	Syan.g_00551
OG0001107	Syab.g_01385	Syan.g_00563
OG0001108	Syab.g_01377	Syan.g_00571
OG0001109	Syab.g_01368	Syan.g_00573
OG0001110	Syab.g_01366	Syan.g_00575
OG0001111	Syab.g_01364	Syan.g_00577
OG0001112	Syab.g_01362	Syan.g_00579
OG0001113	Syab.g_01593	Syan.g_00580
OG0001114	Syab.g_01361	Syan.g_00581
OG0001115	Syab.g_01357	Syan.g_00586
OG0001116	Syab.g_01355	Syan.g_00588
OG0001117	Syab.g_01354	Syan.g_00589
OG0001118	Syab.g_01353	Syan.g_00590
OG0001119	Syab.g_01351	Syan.g_00592
OG0001120	Syab.g_01347	Syan.g_00597
OG0001122	Syab.g_01320	Syan.g_00366
OG0001123	Syab.g_01312	Syan.g_00359
OG0001124	Syab.g_01310	Syan.g_00357
OG0001125	Syab.g_01308	Syan.g_00355
OG0001126	Syab.g_01231	Syan.g_00307
OG0001127	Syab.g_01230	Syan.g_00306
OG0001128	Syab.g_01227	Syan.g_00303
OG0001129	Syab.g_01225	Syan.g_00301
OG0001130	Syab.g_01224	Syan.g_00300
OG0001131	Syab.g_01609	Syan.g_00079
OG0001132	Syab.g_01790	Syan.g_00100
OG0001133	Syab.g_01895	Syan.g_00006
OG0001134	Syab.g_01748	Syan.g_01146
OG0001135	Syab.g_01747	Syan.g_02542
OG0001136	Syab.g_00966	Syan.g_02699
OG0001137	Syab.g_00990	Syan.g_02670
OG0001138	Syab.g_01023	Syan.g_02638
OG0001139	Syab.g_01025	Syan.g_02636
OG0001140	Syab.g_01026	Syan.g_02635
OG0001141	Syab.g_01027	Syan.g_02625
OG0001142	Syab.g_01028	Syan.g_02624
OG0001143	Syab.g_01037	Syan.g_02616
OG0001144	Syab.g_01052	Syan.g_02596
OG0001145	Syab.g_00928	Syan.g_01200
OG0001146	Syab.g_00907	Syan.g_01219
OG0001147	Syab.g_00716	Syan.g_02842
OG0001148	Syab.g_02085	Syan.g_02775
OG0001149	Syab.g_02084	Syan.g_02776
OG0001150	Syab.g_02083	Syan.g_02777
OG0001151	Syab.g_02070	Syan.g_02884
OG0001152	Syab.g_02069	Syan.g_02885
OG0001153	Syab.g_00731	Syan.g_02828
OG0001154	Syab.g_00730	Syan.g_02829
OG0001156	Syab.g_02174	Syan.g_02404
OG0001157	Syab.g_02175	Syan.g_02403
OG0001158	Syab.g_02176	Syan.g_02402
