Orthogroup	Syab	Pran
OG0000584	Syab.g_01927	Pran.g_01568
OG0000585	Syab.g_01924	Pran.g_01566
OG0000586	Syab.g_01923	Pran.g_01565
OG0000587	Syab.g_01921	Pran.g_01564
OG0000588	Syab.g_01910	Pran.g_01560
OG0000589	Syab.g_01899	Pran.g_01557
OG0000590	Syab.g_01898	Pran.g_01556
OG0000591	Syab.g_01892	Pran.g_01553
OG0000592	Syab.g_01891	Pran.g_01552
OG0000593	Syab.g_01877	Pran.g_01546
OG0000594	Syab.g_01876	Pran.g_01545
OG0000595	Syab.g_01875	Pran.g_01544
OG0000596	Syab.g_01871	Pran.g_01540
OG0000597	Syab.g_01868	Pran.g_01538
OG0000598	Syab.g_01867	Pran.g_01537
OG0000599	Syab.g_01860	Pran.g_01534
OG0000600	Syab.g_01859	Pran.g_01533
OG0000601	Syab.g_01858	Pran.g_01532
OG0000602	Syab.g_01853	Pran.g_01530
OG0000603	Syab.g_01852	Pran.g_01529
OG0000604	Syab.g_01850	Pran.g_01528
OG0000605	Syab.g_01758	Pran.g_01527
OG0000606	Syab.g_01529	Pran.g_01524
OG0000607	Syab.g_01533	Pran.g_01521
OG0000608	Syab.g_01534	Pran.g_01520
OG0000609	Syab.g_01536	Pran.g_01519
OG0000610	Syab.g_01555	Pran.g_01514
OG0000611	Syab.g_01558	Pran.g_01511
OG0000612	Syab.g_01559	Pran.g_01510
OG0000613	Syab.g_00228	Pran.g_01505
OG0000614	Syab.g_01179	Pran.g_01486
OG0000615	Syab.g_01605	Pran.g_01478
OG0000616	Syab.g_02897	Pran.g_01472
OG0000617	Syab.g_01274	Pran.g_01454
OG0000618	Syab.g_01275	Pran.g_01453
OG0000619	Syab.g_01662	Pran.g_01452
OG0000620	Syab.g_01668	Pran.g_01449
OG0000621	Syab.g_01669	Pran.g_01448
OG0000622	Syab.g_01670	Pran.g_01447
OG0000623	Syab.g_01671	Pran.g_01446
OG0000624	Syab.g_01673	Pran.g_01445
OG0000625	Syab.g_01674	Pran.g_01444
OG0000626	Syab.g_01675	Pran.g_01443
OG0000627	Syab.g_01438	Pran.g_01442
OG0000628	Syab.g_01437	Pran.g_01441
OG0000629	Syab.g_01434	Pran.g_01440
OG0000630	Syab.g_01430	Pran.g_01437
OG0000631	Syab.g_01421	Pran.g_01352
OG0000632	Syab.g_01420	Pran.g_01351
OG0000633	Syab.g_01419	Pran.g_01350
OG0000634	Syab.g_01651	Pran.g_01347
OG0000635	Syab.g_01656	Pran.g_01346
OG0000636	Syab.g_01658	Pran.g_01344
OG0000637	Syab.g_01660	Pran.g_01342
OG0000638	Syab.g_01661	Pran.g_01341
OG0000639	Syab.g_01276	Pran.g_01340
OG0000640	Syab.g_01277	Pran.g_01339
OG0000641	Syab.g_01281	Pran.g_01335
OG0000642	Syab.g_01282	Pran.g_01334
OG0000643	Syab.g_01283	Pran.g_01333
OG0000644	Syab.g_01284	Pran.g_01332
OG0000645	Syab.g_01286	Pran.g_01331
OG0000646	Syab.g_01289	Pran.g_01329
OG0000647	Syab.g_01291	Pran.g_01328
OG0000648	Syab.g_01684	Pran.g_01326
OG0000649	Syab.g_01685	Pran.g_01325
OG0000650	Syab.g_01686	Pran.g_01324
OG0000651	Syab.g_01687	Pran.g_01323
OG0000652	Syab.g_01688	Pran.g_01322
OG0000653	Syab.g_01690	Pran.g_01320
OG0000654	Syab.g_01691	Pran.g_01319
OG0000655	Syab.g_01692	Pran.g_01318
OG0000656	Syab.g_01695	Pran.g_01315
OG0000657	Syab.g_01706	Pran.g_01308
OG0000658	Syab.g_01710	Pran.g_01307
OG0000659	Syab.g_01711	Pran.g_01306
OG0000660	Syab.g_01715	Pran.g_01302
OG0000661	Syab.g_01717	Pran.g_01300
OG0000662	Syab.g_01719	Pran.g_01298
OG0000663	Syab.g_01722	Pran.g_01296
OG0000664	Syab.g_01723	Pran.g_01295
OG0000665	Syab.g_01829	Pran.g_01291
OG0000666	Syab.g_01842	Pran.g_01290
OG0000667	Syab.g_01548	Pran.g_01285
OG0000668	Syab.g_01319	Pran.g_00413
OG0000669	Syab.g_01642	Pran.g_00421
OG0000670	Syab.g_02156	Pran.g_00423
OG0000671	Syab.g_01638	Pran.g_00425
OG0000672	Syab.g_01635	Pran.g_00427
OG0000673	Syab.g_01632	Pran.g_00430
OG0000674	Syab.g_01630	Pran.g_00432
OG0000675	Syab.g_01629	Pran.g_00433
OG0000676	Syab.g_01620	Pran.g_00435
OG0000677	Syab.g_01619	Pran.g_00436
OG0000678	Syab.g_01613	Pran.g_00438
OG0000679	Syab.g_01601	Pran.g_00442
OG0000680	Syab.g_01600	Pran.g_00443
OG0000681	Syab.g_01597	Pran.g_00445
OG0000682	Syab.g_01596	Pran.g_00446
OG0000683	Syab.g_01595	Pran.g_00447
OG0000684	Syab.g_01591	Pran.g_00449
OG0000685	Syab.g_01589	Pran.g_00451
OG0000686	Syab.g_01588	Pran.g_00452
OG0000687	Syab.g_01586	Pran.g_00453
OG0000688	Syab.g_01576	Pran.g_00456
OG0000689	Syab.g_01574	Pran.g_00457
OG0000690	Syab.g_01573	Pran.g_00458
OG0000691	Syab.g_01572	Pran.g_00459
OG0000692	Syab.g_01571	Pran.g_00461
OG0000693	Syab.g_01569	Pran.g_00462
OG0000694	Syab.g_01568	Pran.g_00463
OG0000695	Syab.g_01417	Pran.g_00465
OG0000696	Syab.g_01416	Pran.g_00466
OG0000697	Syab.g_01415	Pran.g_00467
OG0000698	Syab.g_01412	Pran.g_00470
OG0000699	Syab.g_01411	Pran.g_00471
OG0000700	Syab.g_01410	Pran.g_00472
OG0000701	Syab.g_01409	Pran.g_00473
OG0000702	Syab.g_01401	Pran.g_00475
OG0000703	Syab.g_01400	Pran.g_00476
OG0000704	Syab.g_01398	Pran.g_00477
OG0000705	Syab.g_01391	Pran.g_00481
OG0000706	Syab.g_01390	Pran.g_00482
OG0000707	Syab.g_01389	Pran.g_00483
OG0000708	Syab.g_01386	Pran.g_00484
OG0000709	Syab.g_01378	Pran.g_00488
OG0000710	Syab.g_01367	Pran.g_00491
OG0000711	Syab.g_01340	Pran.g_00508
OG0000712	Syab.g_01338	Pran.g_00510
OG0000713	Syab.g_01337	Pran.g_00511
OG0000714	Syab.g_01334	Pran.g_00512
OG0000715	Syab.g_01332	Pran.g_00514
OG0000716	Syab.g_01328	Pran.g_00516
OG0000717	Syab.g_01327	Pran.g_00517
OG0000718	Syab.g_01323	Pran.g_00537
OG0000719	Syab.g_01321	Pran.g_00539
OG0000720	Syab.g_01307	Pran.g_00548
OG0000721	Syab.g_01305	Pran.g_00550
OG0000722	Syab.g_01304	Pran.g_00551
OG0000723	Syab.g_01678	Pran.g_00554
OG0000724	Syab.g_01223	Pran.g_00563
OG0000725	Syab.g_01207	Pran.g_00569
OG0000726	Syab.g_01206	Pran.g_00570
OG0000727	Syab.g_01205	Pran.g_00571
OG0000728	Syab.g_01203	Pran.g_00573
OG0000729	Syab.g_00097	Pran.g_00133
OG0000730	Syab.g_00521	Pran.g_00129
OG0000731	Syab.g_00531	Pran.g_00125
OG0000732	Syab.g_00055	Pran.g_00115
OG0000733	Syab.g_02798	Pran.g_00092
OG0000734	Syab.g_02508	Pran.g_00075
OG0000735	Syab.g_00942	Pran.g_00073
OG0000736	Syab.g_00943	Pran.g_00072
OG0000737	Syab.g_00944	Pran.g_00071
OG0000738	Syab.g_00949	Pran.g_00067
OG0000739	Syab.g_00961	Pran.g_00066
OG0000740	Syab.g_00962	Pran.g_00065
OG0000741	Syab.g_00965	Pran.g_00064
OG0000742	Syab.g_00968	Pran.g_00061
OG0000743	Syab.g_00970	Pran.g_00059
OG0000744	Syab.g_00971	Pran.g_00058
OG0000745	Syab.g_00973	Pran.g_00057
OG0000746	Syab.g_00975	Pran.g_00055
OG0000747	Syab.g_00976	Pran.g_00054
OG0000748	Syab.g_00991	Pran.g_00051
OG0000749	Syab.g_00992	Pran.g_00050
OG0000750	Syab.g_00993	Pran.g_00049
OG0000751	Syab.g_01002	Pran.g_00047
OG0000752	Syab.g_01004	Pran.g_00045
OG0000753	Syab.g_01007	Pran.g_00042
OG0000754	Syab.g_01012	Pran.g_00039
OG0000755	Syab.g_01021	Pran.g_00036
OG0000756	Syab.g_01022	Pran.g_00035
OG0000757	Syab.g_01029	Pran.g_00029
OG0000758	Syab.g_01030	Pran.g_00028
OG0000759	Syab.g_01031	Pran.g_00027
OG0000760	Syab.g_01032	Pran.g_00026
OG0000761	Syab.g_01034	Pran.g_00025
OG0000762	Syab.g_01036	Pran.g_00024
OG0000763	Syab.g_01038	Pran.g_00022
OG0000764	Syab.g_01039	Pran.g_00021
OG0000765	Syab.g_01154	Pran.g_00012
OG0000766	Syab.g_01153	Pran.g_00011
OG0000767	Syab.g_01151	Pran.g_00009
OG0000768	Syab.g_01150	Pran.g_00008
OG0000769	Syab.g_01148	Pran.g_00006
OG0000770	Syab.g_01145	Pran.g_00004
OG0000771	Syab.g_01229	Pran.g_00918
OG0000772	Syab.g_00957	Pran.g_00899
OG0000773	Syab.g_00931	Pran.g_00885
OG0000774	Syab.g_00924	Pran.g_00883
OG0000775	Syab.g_00922	Pran.g_00881
OG0000776	Syab.g_00921	Pran.g_00880
OG0000777	Syab.g_00920	Pran.g_00879
OG0000778	Syab.g_00919	Pran.g_00878
OG0000779	Syab.g_00913	Pran.g_00874
OG0000780	Syab.g_00908	Pran.g_00873
OG0000781	Syab.g_00904	Pran.g_00870
OG0000782	Syab.g_00903	Pran.g_00869
OG0000783	Syab.g_00902	Pran.g_00868
OG0000784	Syab.g_00901	Pran.g_00867
OG0000785	Syab.g_00899	Pran.g_00865
OG0000786	Syab.g_00895	Pran.g_00863
OG0000787	Syab.g_00894	Pran.g_00862
OG0000788	Syab.g_01857	Pran.g_00853
OG0000789	Syab.g_01835	Pran.g_00850
OG0000790	Syab.g_02082	Pran.g_00836
OG0000791	Syab.g_02080	Pran.g_00834
OG0000792	Syab.g_02079	Pran.g_00833
OG0000793	Syab.g_02074	Pran.g_00830
OG0000794	Syab.g_02073	Pran.g_00829
OG0000795	Syab.g_02072	Pran.g_00828
OG0000796	Syab.g_02068	Pran.g_00824
OG0000797	Syab.g_02067	Pran.g_00823
OG0000798	Syab.g_00298	Pran.g_00789
OG0000799	Syab.g_00826	Pran.g_00751
OG0000800	Syab.g_00821	Pran.g_00750
OG0000801	Syab.g_00820	Pran.g_00749
OG0000802	Syab.g_00816	Pran.g_00747
OG0000803	Syab.g_00806	Pran.g_00745
OG0000804	Syab.g_00802	Pran.g_00744
OG0000805	Syab.g_00792	Pran.g_00742
OG0000806	Syab.g_00790	Pran.g_00740
OG0000807	Syab.g_00788	Pran.g_00739
OG0000808	Syab.g_00783	Pran.g_00738
OG0000809	Syab.g_00780	Pran.g_00735
OG0000810	Syab.g_00779	Pran.g_00734
OG0000811	Syab.g_00770	Pran.g_00730
OG0000812	Syab.g_00768	Pran.g_00728
OG0000813	Syab.g_00767	Pran.g_00727
OG0000814	Syab.g_00765	Pran.g_00725
OG0000815	Syab.g_00760	Pran.g_00724
OG0000816	Syab.g_00758	Pran.g_00722
OG0000817	Syab.g_00757	Pran.g_00721
OG0000818	Syab.g_00751	Pran.g_00716
OG0000819	Syab.g_00750	Pran.g_00715
OG0000820	Syab.g_00749	Pran.g_00714
OG0000821	Syab.g_00743	Pran.g_00710
OG0000822	Syab.g_00741	Pran.g_00709
OG0000823	Syab.g_00740	Pran.g_00708
OG0000824	Syab.g_00735	Pran.g_00705
OG0000825	Syab.g_00734	Pran.g_00704
OG0000826	Syab.g_00733	Pran.g_00703
OG0000827	Syab.g_00732	Pran.g_00702
OG0000828	Syab.g_00729	Pran.g_00699
OG0000829	Syab.g_00728	Pran.g_00698
OG0000830	Syab.g_00727	Pran.g_00697
OG0000831	Syab.g_00725	Pran.g_00695
OG0000832	Syab.g_02169	Pran.g_00689
OG0000833	Syab.g_02178	Pran.g_00681
OG0000834	Syab.g_02181	Pran.g_00680
OG0000835	Syab.g_02182	Pran.g_00679
OG0000836	Syab.g_02185	Pran.g_00678
OG0000837	Syab.g_02186	Pran.g_00677
OG0000838	Syab.g_02190	Pran.g_00675
OG0000839	Syab.g_02191	Pran.g_00674
OG0000840	Syab.g_02192	Pran.g_00673
OG0000841	Syab.g_02193	Pran.g_00672
OG0000842	Syab.g_02194	Pran.g_00671
OG0000843	Syab.g_02195	Pran.g_00670
OG0000844	Syab.g_02197	Pran.g_00669
OG0000845	Syab.g_02198	Pran.g_00668
OG0000846	Syab.g_02199	Pran.g_00667
OG0000847	Syab.g_02200	Pran.g_00666
OG0000848	Syab.g_02202	Pran.g_00665
OG0000849	Syab.g_02203	Pran.g_00664
OG0000850	Syab.g_02212	Pran.g_00662
OG0000851	Syab.g_02226	Pran.g_00661
OG0000852	Syab.g_02227	Pran.g_00660
OG0000853	Syab.g_02233	Pran.g_00656
OG0000854	Syab.g_02235	Pran.g_00654
OG0000855	Syab.g_02236	Pran.g_00653
OG0000856	Syab.g_01889	Pran.g_00636
OG0000857	Syab.g_01290	Pran.g_00598
OG0000858	Syab.g_02244	Pran.g_00964
OG0000859	Syab.g_02245	Pran.g_00965
OG0000860	Syab.g_02258	Pran.g_00972
OG0000861	Syab.g_02259	Pran.g_00973
OG0000862	Syab.g_02261	Pran.g_00974
OG0000863	Syab.g_02265	Pran.g_00976
OG0000864	Syab.g_02266	Pran.g_00977
OG0000865	Syab.g_02267	Pran.g_00978
OG0000866	Syab.g_02268	Pran.g_00979
OG0000867	Syab.g_02269	Pran.g_00980
OG0000868	Syab.g_02287	Pran.g_00981
OG0000869	Syab.g_02292	Pran.g_00985
OG0000870	Syab.g_02297	Pran.g_00990
OG0000871	Syab.g_02298	Pran.g_00991
OG0000872	Syab.g_02305	Pran.g_00992
OG0000873	Syab.g_02308	Pran.g_00995
OG0000874	Syab.g_02311	Pran.g_00998
OG0000875	Syab.g_02313	Pran.g_00999
OG0000876	Syab.g_02315	Pran.g_01000
OG0000877	Syab.g_02317	Pran.g_01002
OG0000878	Syab.g_02318	Pran.g_01003
OG0000879	Syab.g_02319	Pran.g_01004
OG0000880	Syab.g_02320	Pran.g_01005
OG0000881	Syab.g_02325	Pran.g_01009
OG0000882	Syab.g_02330	Pran.g_01014
OG0000883	Syab.g_02332	Pran.g_01015
OG0000884	Syab.g_02334	Pran.g_01017
OG0000885	Syab.g_02335	Pran.g_01018
OG0000886	Syab.g_02336	Pran.g_01019
OG0000887	Syab.g_02338	Pran.g_01020
OG0000888	Syab.g_02340	Pran.g_01022
OG0000889	Syab.g_02342	Pran.g_01024
OG0000890	Syab.g_02348	Pran.g_01025
OG0000891	Syab.g_02349	Pran.g_01026
OG0000892	Syab.g_02353	Pran.g_01028
OG0000893	Syab.g_00366	Pran.g_01032
OG0000894	Syab.g_00369	Pran.g_01034
OG0000895	Syab.g_00373	Pran.g_01037
OG0000896	Syab.g_00374	Pran.g_01038
OG0000897	Syab.g_00376	Pran.g_01040
OG0000898	Syab.g_00377	Pran.g_01041
OG0000899	Syab.g_00378	Pran.g_01042
OG0000900	Syab.g_00379	Pran.g_01044
OG0000901	Syab.g_00384	Pran.g_01047
OG0000902	Syab.g_00386	Pran.g_01049
OG0000903	Syab.g_00399	Pran.g_01052
OG0000904	Syab.g_00395	Pran.g_01054
OG0000905	Syab.g_00390	Pran.g_01058
OG0000906	Syab.g_00388	Pran.g_01059
OG0000907	Syab.g_00401	Pran.g_01062
OG0000908	Syab.g_00404	Pran.g_01065
OG0000909	Syab.g_00405	Pran.g_01066
OG0000910	Syab.g_00406	Pran.g_01067
OG0000911	Syab.g_00408	Pran.g_01070
OG0000912	Syab.g_00409	Pran.g_01071
OG0000913	Syab.g_00410	Pran.g_01072
OG0000914	Syab.g_00411	Pran.g_01073
OG0000915	Syab.g_00412	Pran.g_01074
OG0000916	Syab.g_00413	Pran.g_01075
OG0000917	Syab.g_00414	Pran.g_01076
OG0000918	Syab.g_00415	Pran.g_01077
OG0000919	Syab.g_00416	Pran.g_01078
OG0000920	Syab.g_00417	Pran.g_01079
OG0000921	Syab.g_00418	Pran.g_01080
OG0000922	Syab.g_00419	Pran.g_01081
OG0000923	Syab.g_00423	Pran.g_01085
OG0000924	Syab.g_00424	Pran.g_01086
OG0000925	Syab.g_00425	Pran.g_01087
OG0000926	Syab.g_00426	Pran.g_01088
OG0000927	Syab.g_00428	Pran.g_01090
OG0000928	Syab.g_00429	Pran.g_01091
OG0000929	Syab.g_00430	Pran.g_01092
OG0000930	Syab.g_00431	Pran.g_01093
OG0000931	Syab.g_00432	Pran.g_01094
OG0000932	Syab.g_00433	Pran.g_01095
OG0000933	Syab.g_00439	Pran.g_01099
OG0000934	Syab.g_00441	Pran.g_01101
OG0000935	Syab.g_00442	Pran.g_01102
OG0000936	Syab.g_00443	Pran.g_01103
OG0000937	Syab.g_00444	Pran.g_01104
OG0000938	Syab.g_00447	Pran.g_01106
OG0000939	Syab.g_00448	Pran.g_01107
OG0000940	Syab.g_00456	Pran.g_01114
OG0000941	Syab.g_00458	Pran.g_01116
OG0000942	Syab.g_00460	Pran.g_01118
OG0000943	Syab.g_00461	Pran.g_01119
OG0000944	Syab.g_00463	Pran.g_01120
OG0000945	Syab.g_00466	Pran.g_01121
OG0000946	Syab.g_00473	Pran.g_01125
OG0000947	Syab.g_00476	Pran.g_01127
OG0000948	Syab.g_00477	Pran.g_01128
OG0000949	Syab.g_00212	Pran.g_01131
OG0000950	Syab.g_00204	Pran.g_01136
OG0000951	Syab.g_00199	Pran.g_01139
OG0000952	Syab.g_00191	Pran.g_01143
OG0000953	Syab.g_00134	Pran.g_01146
OG0000954	Syab.g_00129	Pran.g_01150
OG0000955	Syab.g_00128	Pran.g_01151
OG0000956	Syab.g_00126	Pran.g_01153
OG0000957	Syab.g_00115	Pran.g_01158
OG0000958	Syab.g_00114	Pran.g_01159
OG0000959	Syab.g_00110	Pran.g_01163
OG0000960	Syab.g_00109	Pran.g_01164
OG0000961	Syab.g_00100	Pran.g_01166
OG0000962	Syab.g_00098	Pran.g_01168
OG0000963	Syab.g_00093	Pran.g_01172
OG0000964	Syab.g_00092	Pran.g_01173
OG0000965	Syab.g_00091	Pran.g_01174
OG0000966	Syab.g_00082	Pran.g_01182
OG0000967	Syab.g_00078	Pran.g_01186
OG0000968	Syab.g_00075	Pran.g_01188
OG0000969	Syab.g_00073	Pran.g_01189
OG0000970	Syab.g_00072	Pran.g_01190
OG0000971	Syab.g_00070	Pran.g_01191
OG0000972	Syab.g_00069	Pran.g_01192
OG0000973	Syab.g_00068	Pran.g_01193
OG0000974	Syab.g_00067	Pran.g_01194
OG0000975	Syab.g_00066	Pran.g_01195
OG0000976	Syab.g_00065	Pran.g_01196
OG0000977	Syab.g_00063	Pran.g_01197
OG0000978	Syab.g_00062	Pran.g_01198
OG0000979	Syab.g_00059	Pran.g_01201
OG0000980	Syab.g_00056	Pran.g_01202
OG0000981	Syab.g_00053	Pran.g_01204
OG0000982	Syab.g_02756	Pran.g_01206
OG0000983	Syab.g_02757	Pran.g_01207
OG0000984	Syab.g_02758	Pran.g_01208
OG0000985	Syab.g_02762	Pran.g_01211
OG0000986	Syab.g_02764	Pran.g_01213
OG0000987	Syab.g_02768	Pran.g_01214
OG0000988	Syab.g_02774	Pran.g_01217
OG0000989	Syab.g_02792	Pran.g_01221
OG0000990	Syab.g_02811	Pran.g_01224
OG0000991	Syab.g_02818	Pran.g_01225
OG0000992	Syab.g_02821	Pran.g_01227
OG0000993	Syab.g_02822	Pran.g_01228
OG0000994	Syab.g_02826	Pran.g_01229
OG0000995	Syab.g_02835	Pran.g_01233
OG0000996	Syab.g_02866	Pran.g_01234
OG0000997	Syab.g_02875	Pran.g_01235
OG0000998	Syab.g_02877	Pran.g_01237
OG0000999	Syab.g_02878	Pran.g_01238
OG0001000	Syab.g_02881	Pran.g_01241
OG0001001	Syab.g_02888	Pran.g_01243
OG0001002	Syab.g_02900	Pran.g_01247
OG0001003	Syab.g_02902	Pran.g_01249
OG0001004	Syab.g_02903	Pran.g_01250
OG0001005	Syab.g_02905	Pran.g_01251
OG0001006	Syab.g_02912	Pran.g_01255
OG0001007	Syab.g_02914	Pran.g_01257
OG0001008	Syab.g_00584	Pran.g_01743
OG0001009	Syab.g_00033	Pran.g_00397
OG0001010	Syab.g_00034	Pran.g_00396
OG0001011	Syab.g_00035	Pran.g_00395
OG0001012	Syab.g_02752	Pran.g_00382
OG0001013	Syab.g_02716	Pran.g_00377
OG0001014	Syab.g_02712	Pran.g_00374
OG0001015	Syab.g_02711	Pran.g_00373
OG0001016	Syab.g_02439	Pran.g_00359
OG0001017	Syab.g_02445	Pran.g_00355
OG0001018	Syab.g_02447	Pran.g_00352
OG0001019	Syab.g_02469	Pran.g_00343
OG0001020	Syab.g_02477	Pran.g_00342
OG0001021	Syab.g_02481	Pran.g_00341
OG0001022	Syab.g_02485	Pran.g_00339
OG0001023	Syab.g_02486	Pran.g_00338
OG0001024	Syab.g_02490	Pran.g_00335
OG0001025	Syab.g_02497	Pran.g_00329
OG0001026	Syab.g_02510	Pran.g_00322
OG0001027	Syab.g_02515	Pran.g_00321
OG0001028	Syab.g_02517	Pran.g_00319
OG0001029	Syab.g_02519	Pran.g_00318
OG0001030	Syab.g_02540	Pran.g_00304
OG0001031	Syab.g_02615	Pran.g_00246
OG0001032	Syab.g_02617	Pran.g_00245
OG0001033	Syab.g_02675	Pran.g_00224
OG0001034	Syab.g_02370	Pran.g_00196
OG0001035	Syab.g_00335	Pran.g_01938
OG0001036	Syab.g_00327	Pran.g_01934
OG0001037	Syab.g_00325	Pran.g_01933
OG0001038	Syab.g_00297	Pran.g_01916
OG0001039	Syab.g_00294	Pran.g_01913
OG0001040	Syab.g_00291	Pran.g_01911
OG0001041	Syab.g_00286	Pran.g_01907
OG0001042	Syab.g_00254	Pran.g_01890
OG0001043	Syab.g_00250	Pran.g_01889
OG0001044	Syab.g_00522	Pran.g_01861
OG0001045	Syab.g_00534	Pran.g_01853
OG0001046	Syab.g_01352	Pran.g_01816
OG0001047	Syab.g_00586	Pran.g_01741
OG0001048	Syab.g_00587	Pran.g_01740
OG0001049	Syab.g_00590	Pran.g_01738
OG0001050	Syab.g_00591	Pran.g_01737
OG0001051	Syab.g_00592	Pran.g_01736
OG0001052	Syab.g_00693	Pran.g_01707
OG0001053	Syab.g_02099	Pran.g_01695
OG0001054	Syab.g_02118	Pran.g_01680
OG0001055	Syab.g_02139	Pran.g_01661
OG0001056	Syab.g_02036	Pran.g_01642
OG0001057	Syab.g_00882	Pran.g_01637
OG0001058	Syab.g_02014	Pran.g_01629
OG0001059	Syab.g_02010	Pran.g_01625
OG0001060	Syab.g_02003	Pran.g_01618
OG0001061	Syab.g_01985	Pran.g_01604
OG0001062	Syab.g_01983	Pran.g_01602
OG0001063	Syab.g_01979	Pran.g_01600
OG0001064	Syab.g_01978	Pran.g_01599
OG0001065	Syab.g_01976	Pran.g_01598
OG0001066	Syab.g_01975	Pran.g_01597
OG0001067	Syab.g_01974	Pran.g_01596
OG0001068	Syab.g_01973	Pran.g_01595
OG0001069	Syab.g_01972	Pran.g_01594
OG0001070	Syab.g_01968	Pran.g_01591
OG0001071	Syab.g_01967	Pran.g_01590
OG0001072	Syab.g_01962	Pran.g_01588
OG0001073	Syab.g_01947	Pran.g_01574
OG0001074	Syab.g_01815	Pran.g_01563
OG0001075	Syab.g_01919	Pran.g_01562
OG0001076	Syab.g_01897	Pran.g_01554
OG0001077	Syab.g_01887	Pran.g_01550
OG0001079	Syab.g_01856	Pran.g_01531
OG0001080	Syab.g_01756	Pran.g_01525
OG0001081	Syab.g_01530	Pran.g_01523
OG0001082	Syab.g_01531	Pran.g_01522
OG0001083	Syab.g_01540	Pran.g_01517
OG0001084	Syab.g_01543	Pran.g_01516
OG0001085	Syab.g_01563	Pran.g_01508
OG0001086	Syab.g_01565	Pran.g_01507
OG0001087	Syab.g_01167	Pran.g_01490
OG0001088	Syab.g_01170	Pran.g_01489
OG0001089	Syab.g_01198	Pran.g_01481
OG0001090	Syab.g_01267	Pran.g_01459
OG0001091	Syab.g_01270	Pran.g_01457
OG0001092	Syab.g_01272	Pran.g_01456
OG0001093	Syab.g_01664	Pran.g_01451
OG0001094	Syab.g_01567	Pran.g_01349
OG0001095	Syab.g_01287	Pran.g_01330
OG0001096	Syab.g_01693	Pran.g_01317
OG0001097	Syab.g_01718	Pran.g_01299
OG0001098	Syab.g_01497	Pran.g_01283
OG0001099	Syab.g_02518	Pran.g_00418
OG0001100	Syab.g_01640	Pran.g_00422
OG0001101	Syab.g_01639	Pran.g_00424
OG0001102	Syab.g_01636	Pran.g_00426
OG0001103	Syab.g_01634	Pran.g_00428
OG0001104	Syab.g_01590	Pran.g_00450
OG0001105	Syab.g_01585	Pran.g_00454
OG0001106	Syab.g_01397	Pran.g_00478
OG0001107	Syab.g_01385	Pran.g_00485
OG0001108	Syab.g_01377	Pran.g_00489
OG0001109	Syab.g_01368	Pran.g_00490
OG0001110	Syab.g_01366	Pran.g_00492
OG0001111	Syab.g_01364	Pran.g_00493
OG0001112	Syab.g_01362	Pran.g_00494
OG0001113	Syab.g_01593	Pran.g_00495
OG0001114	Syab.g_01361	Pran.g_00496
OG0001115	Syab.g_01357	Pran.g_00498
OG0001116	Syab.g_01355	Pran.g_00499
OG0001117	Syab.g_01354	Pran.g_00500
OG0001118	Syab.g_01353	Pran.g_00501
OG0001119	Syab.g_01351	Pran.g_00502
OG0001120	Syab.g_01347	Pran.g_00504
OG0001121	Syab.g_02159	Pran.g_00095, Pran.g_00507
OG0001122	Syab.g_01320	Pran.g_00540
OG0001123	Syab.g_01312	Pran.g_00544
OG0001124	Syab.g_01310	Pran.g_00546
OG0001125	Syab.g_01308	Pran.g_00547
OG0001126	Syab.g_01231	Pran.g_00557
OG0001127	Syab.g_01230	Pran.g_00558
OG0001128	Syab.g_01227	Pran.g_00560
OG0001129	Syab.g_01225	Pran.g_00561
OG0001130	Syab.g_01224	Pran.g_00562
OG0001131	Syab.g_01609	Pran.g_00154
OG0001132	Syab.g_01790	Pran.g_00144
OG0001133	Syab.g_01895	Pran.g_00110
OG0001134	Syab.g_01748	Pran.g_00093
OG0001135	Syab.g_01747	Pran.g_00090
OG0001136	Syab.g_00966	Pran.g_00063
OG0001137	Syab.g_00990	Pran.g_00052
OG0001138	Syab.g_01023	Pran.g_00034
OG0001139	Syab.g_01025	Pran.g_00033
OG0001140	Syab.g_01026, Syab.g_00642	Pran.g_00032
OG0001141	Syab.g_01027	Pran.g_00031
OG0001142	Syab.g_01028	Pran.g_00030
OG0001143	Syab.g_01037	Pran.g_00023
OG0001144	Syab.g_01052	Pran.g_00018
OG0001145	Syab.g_00928	Pran.g_00884
OG0001146	Syab.g_00907	Pran.g_00872
OG0001147	Syab.g_00716	Pran.g_00854
OG0001148	Syab.g_02085	Pran.g_00839
OG0001149	Syab.g_02084	Pran.g_00838
OG0001150	Syab.g_02083	Pran.g_00837
OG0001151	Syab.g_02070	Pran.g_00826
OG0001152	Syab.g_02069	Pran.g_00825
OG0001153	Syab.g_00731	Pran.g_00701
OG0001154	Syab.g_00730	Pran.g_00700
OG0001155	Syab.g_02171	Pran.g_00688
OG0001156	Syab.g_02174	Pran.g_00685
OG0001157	Syab.g_02175	Pran.g_00684
OG0001158	Syab.g_02176	Pran.g_00683
OG0001159	Syab.g_02177	Pran.g_00682
OG0001160	Syab.g_02231	Pran.g_00658
OG0001161	Syab.g_02797	Pran.g_00646
OG0001162	Syab.g_00893	Pran.g_00632
OG0001163	Syab.g_02241	Pran.g_00962
OG0001164	Syab.g_02247	Pran.g_00966
OG0001165	Syab.g_02252	Pran.g_00969
