Orthogroup	Syab	Prap
OG0000577	Syab.g_01951	Prap.g_01168
OG0000578	Syab.g_01950	Prap.g_01167
OG0000579	Syab.g_01949	Prap.g_01166
OG0000580	Syab.g_01948	Prap.g_01165
OG0000581	Syab.g_01934	Prap.g_01162
OG0000582	Syab.g_01929	Prap.g_01159
OG0000583	Syab.g_01928	Prap.g_01158
OG0000584	Syab.g_01927	Prap.g_01157
OG0000585	Syab.g_01924	Prap.g_01155
OG0000586	Syab.g_01923	Prap.g_01154
OG0000587	Syab.g_01921	Prap.g_01153
OG0000588	Syab.g_01910	Prap.g_01149
OG0000589	Syab.g_01899	Prap.g_01147
OG0000590	Syab.g_01898	Prap.g_01146
OG0000591	Syab.g_01892	Prap.g_01142
OG0000592	Syab.g_01891	Prap.g_01141
OG0000593	Syab.g_01877	Prap.g_00395
OG0000594	Syab.g_01876	Prap.g_00394
OG0000595	Syab.g_01875	Prap.g_00393
OG0000596	Syab.g_01871	Prap.g_00389
OG0000597	Syab.g_01868	Prap.g_00386
OG0000598	Syab.g_01867	Prap.g_00385
OG0000599	Syab.g_01860	Prap.g_00382
OG0000600	Syab.g_01859	Prap.g_00381
OG0000601	Syab.g_01858	Prap.g_00380
OG0000602	Syab.g_01853	Prap.g_00378
OG0000603	Syab.g_01852	Prap.g_00377
OG0000604	Syab.g_01850	Prap.g_00376
OG0000605	Syab.g_01758	Prap.g_00375
OG0000606	Syab.g_01529	Prap.g_00372
OG0000607	Syab.g_01533	Prap.g_00369
OG0000608	Syab.g_01534	Prap.g_00368
OG0000609	Syab.g_01536	Prap.g_00367
OG0000610	Syab.g_01555	Prap.g_00361
OG0000611	Syab.g_01558	Prap.g_00358
OG0000612	Syab.g_01559	Prap.g_00357
OG0000613	Syab.g_00228	Prap.g_00828
OG0000614	Syab.g_01179	Prap.g_00807
OG0000615	Syab.g_01605	Prap.g_00796
OG0000616	Syab.g_02897	Prap.g_01489
OG0000617	Syab.g_01274	Prap.g_00341
OG0000618	Syab.g_01275	Prap.g_00340
OG0000619	Syab.g_01662	Prap.g_00339
OG0000620	Syab.g_01668	Prap.g_00336
OG0000621	Syab.g_01669	Prap.g_00335
OG0000622	Syab.g_01670	Prap.g_00334
OG0000623	Syab.g_01671	Prap.g_00333
OG0000624	Syab.g_01673	Prap.g_00331
OG0000625	Syab.g_01674	Prap.g_00330
OG0000626	Syab.g_01675	Prap.g_00329
OG0000627	Syab.g_01438	Prap.g_00328
OG0000628	Syab.g_01437	Prap.g_00327
OG0000629	Syab.g_01434	Prap.g_00326
OG0000630	Syab.g_01430	Prap.g_00323
OG0000631	Syab.g_01421	Prap.g_00683
OG0000632	Syab.g_01420	Prap.g_00682
OG0000633	Syab.g_01419	Prap.g_00681
OG0000634	Syab.g_01651	Prap.g_00787
OG0000635	Syab.g_01656	Prap.g_00786
OG0000636	Syab.g_01658	Prap.g_00784
OG0000637	Syab.g_01660	Prap.g_00782
OG0000638	Syab.g_01661	Prap.g_00781
OG0000639	Syab.g_01276	Prap.g_00780
OG0000640	Syab.g_01277	Prap.g_00779
OG0000641	Syab.g_01281	Prap.g_00775
OG0000642	Syab.g_01282	Prap.g_00774
OG0000643	Syab.g_01283	Prap.g_00773
OG0000644	Syab.g_01284	Prap.g_00772
OG0000645	Syab.g_01286	Prap.g_00771
OG0000646	Syab.g_01289	Prap.g_00769
OG0000647	Syab.g_01291	Prap.g_00767
OG0000648	Syab.g_01684	Prap.g_00765
OG0000649	Syab.g_01685	Prap.g_00764
OG0000650	Syab.g_01686	Prap.g_00763
OG0000651	Syab.g_01687	Prap.g_00762
OG0000652	Syab.g_01688	Prap.g_00761
OG0000653	Syab.g_01690	Prap.g_00759
OG0000654	Syab.g_01691	Prap.g_00758
OG0000655	Syab.g_01692	Prap.g_00757
OG0000656	Syab.g_01695	Prap.g_00754
OG0000657	Syab.g_01706	Prap.g_00746
OG0000658	Syab.g_01710	Prap.g_00744
OG0000659	Syab.g_01711	Prap.g_00743
OG0000660	Syab.g_01715	Prap.g_00739
OG0000661	Syab.g_01717	Prap.g_00737
OG0000662	Syab.g_01719	Prap.g_00735
OG0000663	Syab.g_01722	Prap.g_00733
OG0000664	Syab.g_01723	Prap.g_00732
OG0000665	Syab.g_01829	Prap.g_00726
OG0000666	Syab.g_01842	Prap.g_00725
OG0000667	Syab.g_01548	Prap.g_00721
OG0000668	Syab.g_01319	Prap.g_00660
OG0000669	Syab.g_01642	Prap.g_00869
OG0000670	Syab.g_02156	Prap.g_00866
OG0000671	Syab.g_01638	Prap.g_00863
OG0000672	Syab.g_01635	Prap.g_00860
OG0000673	Syab.g_01632	Prap.g_00857
OG0000674	Syab.g_01630	Prap.g_00855
OG0000675	Syab.g_01629	Prap.g_00854
OG0000676	Syab.g_01620	Prap.g_00852
OG0000677	Syab.g_01619	Prap.g_00851
OG0000678	Syab.g_01613	Prap.g_00849
OG0000679	Syab.g_01601	Prap.g_00845
OG0000680	Syab.g_01600	Prap.g_00844
OG0000681	Syab.g_01597	Prap.g_00841
OG0000682	Syab.g_01596	Prap.g_00840
OG0000683	Syab.g_01595	Prap.g_00839
OG0000684	Syab.g_01591	Prap.g_00837
OG0000685	Syab.g_01589	Prap.g_00835
OG0000686	Syab.g_01588	Prap.g_00834
OG0000687	Syab.g_01586	Prap.g_00833
OG0000688	Syab.g_01576	Prap.g_00353
OG0000689	Syab.g_01574	Prap.g_00352
OG0000690	Syab.g_01573	Prap.g_00351
OG0000691	Syab.g_01572	Prap.g_00350
OG0000692	Syab.g_01571	Prap.g_00348
OG0000693	Syab.g_01569	Prap.g_00347
OG0000694	Syab.g_01568	Prap.g_00346
OG0000695	Syab.g_01417	Prap.g_00679
OG0000696	Syab.g_01416	Prap.g_00678
OG0000697	Syab.g_01415	Prap.g_00677
OG0000698	Syab.g_01412	Prap.g_00239
OG0000699	Syab.g_01411	Prap.g_00240
OG0000700	Syab.g_01410	Prap.g_00241
OG0000701	Syab.g_01409	Prap.g_00242
OG0000702	Syab.g_01401	Prap.g_00244
OG0000703	Syab.g_01400	Prap.g_00245
OG0000704	Syab.g_01398	Prap.g_00247
OG0000705	Syab.g_01391	Prap.g_00250
OG0000706	Syab.g_01390	Prap.g_00251
OG0000707	Syab.g_01389	Prap.g_00252
OG0000708	Syab.g_01386	Prap.g_00254
OG0000709	Syab.g_01378	Prap.g_00258
OG0000710	Syab.g_01367	Prap.g_00261
OG0000711	Syab.g_01340	Prap.g_00279
OG0000712	Syab.g_01338	Prap.g_00280
OG0000713	Syab.g_01337	Prap.g_00281
OG0000714	Syab.g_01334	Prap.g_00282
OG0000715	Syab.g_01332	Prap.g_00284
OG0000716	Syab.g_01328	Prap.g_00286
OG0000717	Syab.g_01327	Prap.g_00287
OG0000718	Syab.g_01323	Prap.g_00291
OG0000719	Syab.g_01321	Prap.g_00293
OG0000720	Syab.g_01307	Prap.g_00305
OG0000721	Syab.g_01305	Prap.g_00309
OG0000722	Syab.g_01304	Prap.g_00310
OG0000723	Syab.g_01678	Prap.g_00314
OG0000724	Syab.g_01223	Prap.g_00703
OG0000725	Syab.g_01207	Prap.g_00709
OG0000726	Syab.g_01206	Prap.g_00710
OG0000727	Syab.g_01205	Prap.g_00711
OG0000728	Syab.g_01203	Prap.g_00713
OG0000729	Syab.g_00097	Prap.g_00539
OG0000730	Syab.g_00521	Prap.g_00498
OG0000731	Syab.g_00531	Prap.g_01366
OG0000732	Syab.g_00055	Prap.g_01538
OG0000733	Syab.g_02798	Prap.g_01882
OG0000734	Syab.g_02508	Prap.g_00472
OG0000735	Syab.g_00942	Prap.g_00470
OG0000736	Syab.g_00943	Prap.g_00469
OG0000737	Syab.g_00944	Prap.g_00468
OG0000738	Syab.g_00949	Prap.g_00464
OG0000739	Syab.g_00961	Prap.g_00463
OG0000740	Syab.g_00962	Prap.g_00462
OG0000741	Syab.g_00965	Prap.g_00460
OG0000742	Syab.g_00968	Prap.g_00457
OG0000743	Syab.g_00970	Prap.g_00455
OG0000744	Syab.g_00971	Prap.g_00454
OG0000745	Syab.g_00973	Prap.g_00453
OG0000746	Syab.g_00975	Prap.g_00451
OG0000747	Syab.g_00976	Prap.g_00450
OG0000748	Syab.g_00991	Prap.g_00446
OG0000749	Syab.g_00992	Prap.g_00445
OG0000750	Syab.g_00993	Prap.g_00444
OG0000751	Syab.g_01002	Prap.g_00441
OG0000752	Syab.g_01004	Prap.g_00439
OG0000753	Syab.g_01007	Prap.g_00437
OG0000754	Syab.g_01012	Prap.g_00434
OG0000755	Syab.g_01021	Prap.g_00428
OG0000756	Syab.g_01022	Prap.g_00427
OG0000757	Syab.g_01029	Prap.g_00420
OG0000758	Syab.g_01030	Prap.g_00419
OG0000759	Syab.g_01031	Prap.g_00418
OG0000760	Syab.g_01032	Prap.g_00417
OG0000761	Syab.g_01034	Prap.g_00416
OG0000762	Syab.g_01036	Prap.g_00415
OG0000763	Syab.g_01038	Prap.g_00413
OG0000764	Syab.g_01039	Prap.g_00412
OG0000765	Syab.g_01154	Prap.g_00404
OG0000766	Syab.g_01153	Prap.g_00403
OG0000767	Syab.g_01151	Prap.g_00401
OG0000768	Syab.g_01150	Prap.g_00400
OG0000769	Syab.g_01148	Prap.g_00398
OG0000770	Syab.g_01145	Prap.g_01136
OG0000771	Syab.g_01229	Prap.g_00217
OG0000772	Syab.g_00957	Prap.g_01853
OG0000773	Syab.g_00931	Prap.g_00552
OG0000774	Syab.g_00924	Prap.g_00554
OG0000775	Syab.g_00922	Prap.g_00556
OG0000776	Syab.g_00921	Prap.g_00557
OG0000777	Syab.g_00920	Prap.g_00558
OG0000778	Syab.g_00919	Prap.g_00559
OG0000779	Syab.g_00913	Prap.g_00563
OG0000780	Syab.g_00908	Prap.g_00564
OG0000781	Syab.g_00904	Prap.g_00568
OG0000782	Syab.g_00903	Prap.g_00569
OG0000783	Syab.g_00902	Prap.g_00570
OG0000784	Syab.g_00901	Prap.g_00571
OG0000785	Syab.g_00899	Prap.g_00573
OG0000786	Syab.g_00895	Prap.g_00576
OG0000787	Syab.g_00894	Prap.g_00577
OG0000788	Syab.g_01857	Prap.g_01268
OG0000789	Syab.g_01835	Prap.g_00220
OG0000790	Syab.g_02082	Prap.g_00064
OG0000791	Syab.g_02080	Prap.g_00066
OG0000792	Syab.g_02079	Prap.g_00067
OG0000793	Syab.g_02074	Prap.g_00070
OG0000794	Syab.g_02073	Prap.g_00071
OG0000795	Syab.g_02072	Prap.g_00072
OG0000796	Syab.g_02068	Prap.g_00076
OG0000797	Syab.g_02067	Prap.g_00077
OG0000799	Syab.g_00826	Prap.g_00104
OG0000800	Syab.g_00821	Prap.g_00105
OG0000801	Syab.g_00820	Prap.g_00106
OG0000802	Syab.g_00816	Prap.g_00108
OG0000803	Syab.g_00806	Prap.g_00110
OG0000804	Syab.g_00802	Prap.g_00111
OG0000805	Syab.g_00792	Prap.g_00113
OG0000806	Syab.g_00790	Prap.g_00115
OG0000807	Syab.g_00788	Prap.g_00116
OG0000808	Syab.g_00783	Prap.g_00117
OG0000809	Syab.g_00780	Prap.g_00119
OG0000810	Syab.g_00779	Prap.g_00120
OG0000811	Syab.g_00770	Prap.g_00124
OG0000812	Syab.g_00768	Prap.g_00126
OG0000813	Syab.g_00767	Prap.g_00127
OG0000814	Syab.g_00765	Prap.g_00129
OG0000815	Syab.g_00760	Prap.g_00130
OG0000816	Syab.g_00758	Prap.g_00132
OG0000817	Syab.g_00757	Prap.g_00133
OG0000818	Syab.g_00751	Prap.g_00138
OG0000819	Syab.g_00750	Prap.g_00139
OG0000820	Syab.g_00749	Prap.g_00140
OG0000821	Syab.g_00743	Prap.g_00144
OG0000822	Syab.g_00741	Prap.g_00145
OG0000823	Syab.g_00740	Prap.g_00146
OG0000824	Syab.g_00735	Prap.g_00149
OG0000825	Syab.g_00734	Prap.g_00150
OG0000826	Syab.g_00733	Prap.g_00151
OG0000827	Syab.g_00732	Prap.g_00152
OG0000828	Syab.g_00729	Prap.g_00155
OG0000829	Syab.g_00728	Prap.g_00156
OG0000830	Syab.g_00727	Prap.g_00157
OG0000831	Syab.g_00725	Prap.g_00159
OG0000832	Syab.g_02169	Prap.g_00169
OG0000833	Syab.g_02178	Prap.g_00178
OG0000834	Syab.g_02181	Prap.g_00179
OG0000835	Syab.g_02182	Prap.g_00180
OG0000836	Syab.g_02185	Prap.g_00181
OG0000837	Syab.g_02186	Prap.g_00182
OG0000838	Syab.g_02190	Prap.g_00184
OG0000839	Syab.g_02191	Prap.g_00185
OG0000840	Syab.g_02192	Prap.g_00186
OG0000841	Syab.g_02193	Prap.g_00187
OG0000842	Syab.g_02194	Prap.g_00188
OG0000843	Syab.g_02195	Prap.g_00189
OG0000844	Syab.g_02197	Prap.g_00190
OG0000845	Syab.g_02198	Prap.g_00191
OG0000846	Syab.g_02199	Prap.g_00192
OG0000847	Syab.g_02200	Prap.g_00193
OG0000848	Syab.g_02202	Prap.g_00194
OG0000849	Syab.g_02203	Prap.g_00195
OG0000850	Syab.g_02212	Prap.g_00197
OG0000851	Syab.g_02226	Prap.g_00198
OG0000852	Syab.g_02227	Prap.g_00199
OG0000853	Syab.g_02233	Prap.g_00205
OG0000854	Syab.g_02235	Prap.g_00207
OG0000855	Syab.g_02236	Prap.g_00208
OG0000856	Syab.g_01889	Prap.g_01139
OG0000857	Syab.g_01290	Prap.g_00768
OG0000858	Syab.g_02244	Prap.g_01786
OG0000859	Syab.g_02245	Prap.g_01785
OG0000860	Syab.g_02258	Prap.g_01777
OG0000861	Syab.g_02259	Prap.g_01776
OG0000862	Syab.g_02261	Prap.g_01775
OG0000863	Syab.g_02265	Prap.g_01773
OG0000864	Syab.g_02266	Prap.g_01772
OG0000865	Syab.g_02267	Prap.g_01771
OG0000866	Syab.g_02268	Prap.g_01770
OG0000867	Syab.g_02269	Prap.g_01769
OG0000868	Syab.g_02287	Prap.g_01767
OG0000869	Syab.g_02292	Prap.g_01764
OG0000870	Syab.g_02297	Prap.g_01759
OG0000871	Syab.g_02298	Prap.g_01758
OG0000872	Syab.g_02305	Prap.g_01757
OG0000873	Syab.g_02308	Prap.g_01753
OG0000874	Syab.g_02311	Prap.g_01750
OG0000875	Syab.g_02313	Prap.g_01749
OG0000876	Syab.g_02315	Prap.g_01748
OG0000877	Syab.g_02317	Prap.g_01746
OG0000878	Syab.g_02318	Prap.g_01745
OG0000879	Syab.g_02319	Prap.g_01744
OG0000880	Syab.g_02320	Prap.g_01743
OG0000881	Syab.g_02325	Prap.g_01739
OG0000882	Syab.g_02330	Prap.g_01734
OG0000883	Syab.g_02332	Prap.g_01732
OG0000884	Syab.g_02334	Prap.g_01730
OG0000885	Syab.g_02335	Prap.g_01729
OG0000886	Syab.g_02336	Prap.g_01728
OG0000887	Syab.g_02338	Prap.g_01727
OG0000888	Syab.g_02340	Prap.g_01725
OG0000889	Syab.g_02342	Prap.g_01723
OG0000890	Syab.g_02348	Prap.g_01722
OG0000891	Syab.g_02349	Prap.g_01721
OG0000892	Syab.g_02353	Prap.g_01719
OG0000893	Syab.g_00366	Prap.g_01715
OG0000894	Syab.g_00369	Prap.g_01712
OG0000895	Syab.g_00373	Prap.g_01708
OG0000896	Syab.g_00374	Prap.g_01707
OG0000897	Syab.g_00376	Prap.g_01705
OG0000898	Syab.g_00377	Prap.g_01704
OG0000899	Syab.g_00378	Prap.g_01703
OG0000900	Syab.g_00379	Prap.g_01702
OG0000901	Syab.g_00384	Prap.g_01699
OG0000902	Syab.g_00386	Prap.g_01697
OG0000903	Syab.g_00399	Prap.g_01693
OG0000904	Syab.g_00395	Prap.g_01689
OG0000905	Syab.g_00390	Prap.g_01695
OG0000906	Syab.g_00388	Prap.g_01696
OG0000907	Syab.g_00401	Prap.g_01686
OG0000908	Syab.g_00404	Prap.g_01683
OG0000909	Syab.g_00405	Prap.g_01682
OG0000910	Syab.g_00406	Prap.g_01681
OG0000911	Syab.g_00408	Prap.g_01679
OG0000912	Syab.g_00409	Prap.g_01678
OG0000913	Syab.g_00410	Prap.g_01677
OG0000914	Syab.g_00411	Prap.g_01676
OG0000915	Syab.g_00412	Prap.g_01675
OG0000916	Syab.g_00413	Prap.g_01674
OG0000917	Syab.g_00414	Prap.g_01673
OG0000918	Syab.g_00415	Prap.g_01672
OG0000919	Syab.g_00416	Prap.g_01671
OG0000920	Syab.g_00417	Prap.g_01670
OG0000921	Syab.g_00418	Prap.g_01669
OG0000922	Syab.g_00419	Prap.g_01668
OG0000923	Syab.g_00423	Prap.g_01664
OG0000924	Syab.g_00424	Prap.g_01663
OG0000925	Syab.g_00425	Prap.g_01662
OG0000926	Syab.g_00426	Prap.g_01661
OG0000927	Syab.g_00428	Prap.g_01659
OG0000928	Syab.g_00429	Prap.g_01658
OG0000929	Syab.g_00430	Prap.g_01657
OG0000930	Syab.g_00431	Prap.g_01656
OG0000931	Syab.g_00432	Prap.g_01655
OG0000932	Syab.g_00433	Prap.g_01654
OG0000933	Syab.g_00439	Prap.g_01650
OG0000934	Syab.g_00441	Prap.g_01647
OG0000935	Syab.g_00442	Prap.g_01646
OG0000936	Syab.g_00443	Prap.g_01645
OG0000937	Syab.g_00444	Prap.g_01644
OG0000938	Syab.g_00447	Prap.g_01641
OG0000939	Syab.g_00448	Prap.g_01640
OG0000940	Syab.g_00456	Prap.g_01633
OG0000941	Syab.g_00458	Prap.g_01631
OG0000942	Syab.g_00460	Prap.g_01629
OG0000943	Syab.g_00461	Prap.g_01628
OG0000944	Syab.g_00463	Prap.g_01626
OG0000945	Syab.g_00466	Prap.g_01625
OG0000946	Syab.g_00473	Prap.g_01620
OG0000947	Syab.g_00476	Prap.g_01618
OG0000948	Syab.g_00477	Prap.g_01617
OG0000949	Syab.g_00212	Prap.g_01614
OG0000950	Syab.g_00204	Prap.g_01607
OG0000951	Syab.g_00199	Prap.g_01603
OG0000952	Syab.g_00191	Prap.g_01599
OG0000953	Syab.g_00134	Prap.g_01595
OG0000954	Syab.g_00129	Prap.g_01591
OG0000955	Syab.g_00128	Prap.g_01590
OG0000956	Syab.g_00126	Prap.g_01588
OG0000957	Syab.g_00115	Prap.g_01582
OG0000958	Syab.g_00114	Prap.g_01581
OG0000959	Syab.g_00110	Prap.g_01577
OG0000960	Syab.g_00109	Prap.g_01576
OG0000961	Syab.g_00100	Prap.g_01573
OG0000962	Syab.g_00098	Prap.g_01571
OG0000963	Syab.g_00093	Prap.g_01567
OG0000964	Syab.g_00092	Prap.g_01566
OG0000965	Syab.g_00091	Prap.g_01565
OG0000966	Syab.g_00082	Prap.g_01559
OG0000967	Syab.g_00078	Prap.g_01555
OG0000968	Syab.g_00075	Prap.g_01553
OG0000969	Syab.g_00073	Prap.g_01552
OG0000970	Syab.g_00072	Prap.g_01551
OG0000971	Syab.g_00070	Prap.g_01550
OG0000972	Syab.g_00069	Prap.g_01549
OG0000973	Syab.g_00068	Prap.g_01548
OG0000974	Syab.g_00067	Prap.g_01547
OG0000975	Syab.g_00066	Prap.g_01546
OG0000976	Syab.g_00065	Prap.g_01545
OG0000977	Syab.g_00063	Prap.g_01544
OG0000978	Syab.g_00062	Prap.g_01543
OG0000979	Syab.g_00059	Prap.g_01541
OG0000980	Syab.g_00056	Prap.g_01539
OG0000981	Syab.g_00053	Prap.g_01536
OG0000982	Syab.g_02756	Prap.g_01534
OG0000983	Syab.g_02757	Prap.g_01533
OG0000984	Syab.g_02758	Prap.g_01532
OG0000985	Syab.g_02762	Prap.g_01529
OG0000986	Syab.g_02764	Prap.g_01527
OG0000987	Syab.g_02768	Prap.g_01526
OG0000988	Syab.g_02774	Prap.g_01523
OG0000989	Syab.g_02792	Prap.g_01519
OG0000990	Syab.g_02811	Prap.g_01515
OG0000991	Syab.g_02818	Prap.g_01514
OG0000992	Syab.g_02821	Prap.g_01511
OG0000993	Syab.g_02822	Prap.g_01510
OG0000994	Syab.g_02826	Prap.g_01509
OG0000995	Syab.g_02835	Prap.g_01505
OG0000996	Syab.g_02866	Prap.g_01504
OG0000997	Syab.g_02875	Prap.g_01501
OG0000998	Syab.g_02877	Prap.g_01499
OG0000999	Syab.g_02878	Prap.g_01498
OG0001000	Syab.g_02881	Prap.g_01495
OG0001001	Syab.g_02888	Prap.g_01492
OG0001002	Syab.g_02900	Prap.g_01874
OG0001003	Syab.g_02902	Prap.g_01873
OG0001004	Syab.g_02903	Prap.g_01872
OG0001005	Syab.g_02905	Prap.g_01871
OG0001006	Syab.g_02912	Prap.g_00056
OG0001007	Syab.g_02914	Prap.g_00054
OG0001008	Syab.g_00584	Prap.g_01329
OG0001009	Syab.g_00033	Prap.g_00928
OG0001010	Syab.g_00034	Prap.g_00927
OG0001011	Syab.g_00035	Prap.g_00925
OG0001012	Syab.g_02752	Prap.g_00911
OG0001013	Syab.g_02716	Prap.g_00904
OG0001014	Syab.g_02712	Prap.g_00901
OG0001015	Syab.g_02711	Prap.g_00899
OG0001016	Syab.g_02439	Prap.g_00877
OG0001017	Syab.g_02445	Prap.g_01100
OG0001018	Syab.g_02447	Prap.g_01098
OG0001019	Syab.g_02469	Prap.g_01089
OG0001020	Syab.g_02477	Prap.g_01088
OG0001021	Syab.g_02481	Prap.g_01087
OG0001022	Syab.g_02485	Prap.g_01084
OG0001023	Syab.g_02486	Prap.g_01083
OG0001024	Syab.g_02490	Prap.g_01079
OG0001025	Syab.g_02497	Prap.g_01072
OG0001026	Syab.g_02510	Prap.g_01063
OG0001027	Syab.g_02515	Prap.g_01062
OG0001028	Syab.g_02517	Prap.g_01060
OG0001029	Syab.g_02519	Prap.g_01059
OG0001030	Syab.g_02540	Prap.g_01043
OG0001031	Syab.g_02615	Prap.g_00983
OG0001032	Syab.g_02617	Prap.g_00982
OG0001033	Syab.g_02675	Prap.g_00961
OG0001034	Syab.g_02370	Prap.g_01476
OG0001035	Syab.g_00335	Prap.g_01456
OG0001036	Syab.g_00327	Prap.g_01452
OG0001037	Syab.g_00325	Prap.g_01451
OG0001038	Syab.g_00297	Prap.g_01432
OG0001039	Syab.g_00294	Prap.g_01429
OG0001040	Syab.g_00291	Prap.g_01427
OG0001041	Syab.g_00286	Prap.g_01422
OG0001042	Syab.g_00254	Prap.g_01405
OG0001043	Syab.g_00250	Prap.g_01404
OG0001044	Syab.g_00522	Prap.g_01373
OG0001045	Syab.g_00534	Prap.g_01364
OG0001046	Syab.g_01352	Prap.g_01827
OG0001047	Syab.g_00586	Prap.g_01327
OG0001048	Syab.g_00587	Prap.g_01326
OG0001049	Syab.g_00590	Prap.g_01324
OG0001050	Syab.g_00591	Prap.g_01323
OG0001051	Syab.g_00592	Prap.g_01322
OG0001052	Syab.g_00693	Prap.g_01296
OG0001053	Syab.g_02099	Prap.g_01284
OG0001054	Syab.g_02118	Prap.g_01269
OG0001055	Syab.g_02139	Prap.g_01250
OG0001056	Syab.g_02036	Prap.g_01233
OG0001057	Syab.g_00882	Prap.g_01228
OG0001058	Syab.g_02014	Prap.g_01220
OG0001059	Syab.g_02010	Prap.g_01216
OG0001060	Syab.g_02003	Prap.g_01210
OG0001061	Syab.g_01985	Prap.g_01195
OG0001062	Syab.g_01983	Prap.g_01193
OG0001063	Syab.g_01979	Prap.g_01191
OG0001064	Syab.g_01978	Prap.g_01190
OG0001065	Syab.g_01976	Prap.g_01189
OG0001066	Syab.g_01975	Prap.g_01188
OG0001067	Syab.g_01974	Prap.g_01187
OG0001068	Syab.g_01973	Prap.g_01186
OG0001069	Syab.g_01972	Prap.g_01185
OG0001070	Syab.g_01968	Prap.g_01181
OG0001071	Syab.g_01967	Prap.g_01180
OG0001072	Syab.g_01962	Prap.g_01178
OG0001073	Syab.g_01947	Prap.g_01164
OG0001074	Syab.g_01815	Prap.g_01152
OG0001075	Syab.g_01919	Prap.g_01151
OG0001076	Syab.g_01897	Prap.g_01144
OG0001077	Syab.g_01887	Prap.g_01138
OG0001079	Syab.g_01856	Prap.g_00379
OG0001080	Syab.g_01756	Prap.g_00373
OG0001081	Syab.g_01530	Prap.g_00371
OG0001082	Syab.g_01531	Prap.g_00370
OG0001083	Syab.g_01540	Prap.g_00365
OG0001084	Syab.g_01543	Prap.g_00364
OG0001085	Syab.g_01563	Prap.g_00831
OG0001086	Syab.g_01565	Prap.g_00830
OG0001087	Syab.g_01167	Prap.g_00812
OG0001088	Syab.g_01170	Prap.g_00811
OG0001089	Syab.g_01198	Prap.g_00800
OG0001090	Syab.g_01267	Prap.g_00790
OG0001091	Syab.g_01270	Prap.g_00344
OG0001092	Syab.g_01272	Prap.g_00343
OG0001093	Syab.g_01664	Prap.g_00338
OG0001094	Syab.g_01567	Prap.g_00345
OG0001095	Syab.g_01287	Prap.g_00770
OG0001096	Syab.g_01693	Prap.g_00756
OG0001097	Syab.g_01718	Prap.g_00736
OG0001098	Syab.g_01497	Prap.g_00717
OG0001099	Syab.g_02518	Prap.g_00655
OG0001100	Syab.g_01640	Prap.g_00867
OG0001101	Syab.g_01639	Prap.g_00864
OG0001102	Syab.g_01636	Prap.g_00861
OG0001103	Syab.g_01634	Prap.g_00859
OG0001104	Syab.g_01590	Prap.g_00836
OG0001105	Syab.g_01585	Prap.g_00832
OG0001106	Syab.g_01397	Prap.g_00248
OG0001107	Syab.g_01385	Prap.g_00255
OG0001108	Syab.g_01377	Prap.g_00259
OG0001109	Syab.g_01368	Prap.g_00260
OG0001110	Syab.g_01366	Prap.g_00262
OG0001111	Syab.g_01364	Prap.g_00263
OG0001112	Syab.g_01362	Prap.g_00264
OG0001113	Syab.g_01593	Prap.g_00265
OG0001114	Syab.g_01361	Prap.g_00266
OG0001115	Syab.g_01357	Prap.g_00268
OG0001116	Syab.g_01355	Prap.g_00269
OG0001117	Syab.g_01354	Prap.g_00270
OG0001118	Syab.g_01353	Prap.g_00271
OG0001119	Syab.g_01351	Prap.g_00272
OG0001120	Syab.g_01347	Prap.g_00274
OG0001122	Syab.g_01320	Prap.g_00294
OG0001123	Syab.g_01312	Prap.g_00300
OG0001124	Syab.g_01310	Prap.g_00302
OG0001125	Syab.g_01308	Prap.g_00304
OG0001126	Syab.g_01231	Prap.g_00697
OG0001127	Syab.g_01230	Prap.g_00698
OG0001128	Syab.g_01227	Prap.g_00700
OG0001129	Syab.g_01225	Prap.g_00701
OG0001130	Syab.g_01224	Prap.g_00702
OG0001131	Syab.g_01609	Prap.g_01345
OG0001132	Syab.g_01790	Prap.g_00020
OG0001133	Syab.g_01895	Prap.g_00058
OG0001134	Syab.g_01748	Prap.g_01883
OG0001135	Syab.g_01747	Prap.g_01880
OG0001136	Syab.g_00966	Prap.g_00459
OG0001137	Syab.g_00990	Prap.g_00447
OG0001138	Syab.g_01023	Prap.g_00426
OG0001139	Syab.g_01025	Prap.g_00424
OG0001140	Syab.g_01026, Syab.g_00642	Prap.g_00423
OG0001141	Syab.g_01027	Prap.g_00422
OG0001142	Syab.g_01028	Prap.g_00421
OG0001143	Syab.g_01037	Prap.g_00414
OG0001144	Syab.g_01052	Prap.g_00409
OG0001145	Syab.g_00928	Prap.g_00553
OG0001146	Syab.g_00907	Prap.g_00565
OG0001147	Syab.g_00716	Prap.g_00585
OG0001148	Syab.g_02085	Prap.g_00061
OG0001149	Syab.g_02084	Prap.g_00062
OG0001150	Syab.g_02083	Prap.g_00063
OG0001151	Syab.g_02070	Prap.g_00074
OG0001152	Syab.g_02069	Prap.g_00075
OG0001153	Syab.g_00731	Prap.g_00153
OG0001154	Syab.g_00730	Prap.g_00154
OG0001155	Syab.g_02171	Prap.g_00171
OG0001156	Syab.g_02174	Prap.g_00174
OG0001157	Syab.g_02175	Prap.g_00175
OG0001158	Syab.g_02176	Prap.g_00176
OG0001159	Syab.g_02177	Prap.g_00177
OG0001160	Syab.g_02231	Prap.g_00203
OG0001161	Syab.g_02797	Prap.g_01836
