Orthogroup	Syab	Prac
OG0000579	Syab.g_01949	Prac.g_00769
OG0000580	Syab.g_01948	Prac.g_00768
OG0000581	Syab.g_01934	Prac.g_00766
OG0000582	Syab.g_01929	Prac.g_00763
OG0000583	Syab.g_01928	Prac.g_00762
OG0000584	Syab.g_01927	Prac.g_00761
OG0000585	Syab.g_01924	Prac.g_00759
OG0000586	Syab.g_01923	Prac.g_00758
OG0000587	Syab.g_01921	Prac.g_00757
OG0000588	Syab.g_01910	Prac.g_00753
OG0000589	Syab.g_01899	Prac.g_00750
OG0000590	Syab.g_01898	Prac.g_00749
OG0000591	Syab.g_01892	Prac.g_00746
OG0000592	Syab.g_01891	Prac.g_00745
OG0000593	Syab.g_01877	Prac.g_00739
OG0000594	Syab.g_01876	Prac.g_00738
OG0000595	Syab.g_01875	Prac.g_00737
OG0000596	Syab.g_01871	Prac.g_00733
OG0000597	Syab.g_01868	Prac.g_00731
OG0000598	Syab.g_01867	Prac.g_00730
OG0000599	Syab.g_01860	Prac.g_00727
OG0000600	Syab.g_01859	Prac.g_00726
OG0000601	Syab.g_01858	Prac.g_00725
OG0000602	Syab.g_01853	Prac.g_00723
OG0000603	Syab.g_01852	Prac.g_00722
OG0000604	Syab.g_01850	Prac.g_00721
OG0000605	Syab.g_01758	Prac.g_00720
OG0000606	Syab.g_01529	Prac.g_00717
OG0000607	Syab.g_01533	Prac.g_00714
OG0000608	Syab.g_01534	Prac.g_00713
OG0000609	Syab.g_01536	Prac.g_00712
OG0000610	Syab.g_01555	Prac.g_00707
OG0000611	Syab.g_01558	Prac.g_00704
OG0000612	Syab.g_01559	Prac.g_00703
OG0000613	Syab.g_00228	Prac.g_00698
OG0000614	Syab.g_01179	Prac.g_00679
OG0000615	Syab.g_01605	Prac.g_00671
OG0000616	Syab.g_02897	Prac.g_00667
OG0000617	Syab.g_01274	Prac.g_01554
OG0000618	Syab.g_01275	Prac.g_01553
OG0000619	Syab.g_01662	Prac.g_01552
OG0000620	Syab.g_01668	Prac.g_01549
OG0000621	Syab.g_01669	Prac.g_01548
OG0000622	Syab.g_01670	Prac.g_01547
OG0000623	Syab.g_01671	Prac.g_01546
OG0000624	Syab.g_01673	Prac.g_01545
OG0000625	Syab.g_01674	Prac.g_01544
OG0000626	Syab.g_01675	Prac.g_01543
OG0000627	Syab.g_01438	Prac.g_01542
OG0000628	Syab.g_01437	Prac.g_01541
OG0000629	Syab.g_01434	Prac.g_01540
OG0000630	Syab.g_01430	Prac.g_01537
OG0000631	Syab.g_01421	Prac.g_01484
OG0000632	Syab.g_01420	Prac.g_01483
OG0000633	Syab.g_01419	Prac.g_01482
OG0000634	Syab.g_01651	Prac.g_01479
OG0000635	Syab.g_01656	Prac.g_01478
OG0000636	Syab.g_01658	Prac.g_01476
OG0000637	Syab.g_01660	Prac.g_01474
OG0000638	Syab.g_01661	Prac.g_01473
OG0000639	Syab.g_01276	Prac.g_01472
OG0000640	Syab.g_01277	Prac.g_01471
OG0000641	Syab.g_01281	Prac.g_01467
OG0000642	Syab.g_01282	Prac.g_01466
OG0000643	Syab.g_01283	Prac.g_01465
OG0000644	Syab.g_01284	Prac.g_01464
OG0000645	Syab.g_01286	Prac.g_01463
OG0000646	Syab.g_01289	Prac.g_01461
OG0000647	Syab.g_01291	Prac.g_01460
OG0000648	Syab.g_01684	Prac.g_01458
OG0000649	Syab.g_01685	Prac.g_01457
OG0000650	Syab.g_01686	Prac.g_01456
OG0000651	Syab.g_01687	Prac.g_01455
OG0000652	Syab.g_01688	Prac.g_01454
OG0000653	Syab.g_01690	Prac.g_01452
OG0000654	Syab.g_01691	Prac.g_01451
OG0000655	Syab.g_01692	Prac.g_01450
OG0000656	Syab.g_01695	Prac.g_01447
OG0000657	Syab.g_01706	Prac.g_01440
OG0000658	Syab.g_01710	Prac.g_01439
OG0000659	Syab.g_01711	Prac.g_01438
OG0000660	Syab.g_01715	Prac.g_01434
OG0000661	Syab.g_01717	Prac.g_01432
OG0000662	Syab.g_01719	Prac.g_01430
OG0000663	Syab.g_01722	Prac.g_01428
OG0000664	Syab.g_01723	Prac.g_01427
OG0000665	Syab.g_01829	Prac.g_01423
OG0000666	Syab.g_01842	Prac.g_01422
OG0000667	Syab.g_01548	Prac.g_01418
OG0000668	Syab.g_01319	Prac.g_01401
OG0000669	Syab.g_01642	Prac.g_01393
OG0000670	Syab.g_02156	Prac.g_01391
OG0000671	Syab.g_01638	Prac.g_01389
OG0000672	Syab.g_01635	Prac.g_01386
OG0000673	Syab.g_01632	Prac.g_01383
OG0000674	Syab.g_01630	Prac.g_01381
OG0000675	Syab.g_01629	Prac.g_01380
OG0000676	Syab.g_01620	Prac.g_01378
OG0000677	Syab.g_01619	Prac.g_01377
OG0000678	Syab.g_01613	Prac.g_01375
OG0000679	Syab.g_01601	Prac.g_01371
OG0000680	Syab.g_01600	Prac.g_01370
OG0000681	Syab.g_01597	Prac.g_01368
OG0000682	Syab.g_01596	Prac.g_01367
OG0000683	Syab.g_01595	Prac.g_01366
OG0000684	Syab.g_01591	Prac.g_01365
OG0000685	Syab.g_01589	Prac.g_01363
OG0000686	Syab.g_01588	Prac.g_01362
OG0000687	Syab.g_01586	Prac.g_01361
OG0000688	Syab.g_01576	Prac.g_01358
OG0000689	Syab.g_01574	Prac.g_01357
OG0000690	Syab.g_01573	Prac.g_01356
OG0000691	Syab.g_01572	Prac.g_01355
OG0000692	Syab.g_01571	Prac.g_01353
OG0000693	Syab.g_01569	Prac.g_01352
OG0000694	Syab.g_01568	Prac.g_01351
OG0000695	Syab.g_01417	Prac.g_01349
OG0000696	Syab.g_01416	Prac.g_01348
OG0000697	Syab.g_01415	Prac.g_01347
OG0000698	Syab.g_01412	Prac.g_01344
OG0000699	Syab.g_01411	Prac.g_01343
OG0000700	Syab.g_01410	Prac.g_01342
OG0000701	Syab.g_01409	Prac.g_01341
OG0000702	Syab.g_01401	Prac.g_01339
OG0000703	Syab.g_01400	Prac.g_01338
OG0000704	Syab.g_01398	Prac.g_01337
OG0000705	Syab.g_01391	Prac.g_01333
OG0000706	Syab.g_01390	Prac.g_01332
OG0000707	Syab.g_01389	Prac.g_01331
OG0000708	Syab.g_01386	Prac.g_01330
OG0000709	Syab.g_01378	Prac.g_01326
OG0000710	Syab.g_01367	Prac.g_01323
OG0000711	Syab.g_01340	Prac.g_01307
OG0000712	Syab.g_01338	Prac.g_01305
OG0000713	Syab.g_01337	Prac.g_01304
OG0000714	Syab.g_01334	Prac.g_01303
OG0000715	Syab.g_01332	Prac.g_01301
OG0000716	Syab.g_01328	Prac.g_01299
OG0000717	Syab.g_01327	Prac.g_01298
OG0000718	Syab.g_01323	Prac.g_01287
OG0000719	Syab.g_01321	Prac.g_01285
OG0000720	Syab.g_01307	Prac.g_01276
OG0000721	Syab.g_01305	Prac.g_01274
OG0000722	Syab.g_01304	Prac.g_01273
OG0000723	Syab.g_01678	Prac.g_01270
OG0000724	Syab.g_01223	Prac.g_01261
OG0000725	Syab.g_01207	Prac.g_01255
OG0000726	Syab.g_01206	Prac.g_01254
OG0000727	Syab.g_01205	Prac.g_01253
OG0000728	Syab.g_01203	Prac.g_01251
OG0000729	Syab.g_00097	Prac.g_01205
OG0000730	Syab.g_00521	Prac.g_01046
OG0000731	Syab.g_00531	Prac.g_01042
OG0000732	Syab.g_00055	Prac.g_01036
OG0000733	Syab.g_02798	Prac.g_01017
OG0000734	Syab.g_02508	Prac.g_01000
OG0000735	Syab.g_00942	Prac.g_00998
OG0000736	Syab.g_00943	Prac.g_00997
OG0000737	Syab.g_00944	Prac.g_00996
OG0000738	Syab.g_00949	Prac.g_00992
OG0000739	Syab.g_00961	Prac.g_00991
OG0000740	Syab.g_00962	Prac.g_00990
OG0000741	Syab.g_00965	Prac.g_00989
OG0000742	Syab.g_00968	Prac.g_00986
OG0000743	Syab.g_00970	Prac.g_00984
OG0000744	Syab.g_00971	Prac.g_00983
OG0000745	Syab.g_00973	Prac.g_00982
OG0000746	Syab.g_00975	Prac.g_00980
OG0000747	Syab.g_00976	Prac.g_00979
OG0000748	Syab.g_00991	Prac.g_00976
OG0000749	Syab.g_00992	Prac.g_00975
OG0000750	Syab.g_00993	Prac.g_00974
OG0000751	Syab.g_01002	Prac.g_00972
OG0000752	Syab.g_01004	Prac.g_00970
OG0000753	Syab.g_01007	Prac.g_00967
OG0000754	Syab.g_01012	Prac.g_00964
OG0000755	Syab.g_01021	Prac.g_00961
OG0000756	Syab.g_01022	Prac.g_00960
OG0000757	Syab.g_01029	Prac.g_00954
OG0000758	Syab.g_01030	Prac.g_00953
OG0000759	Syab.g_01031	Prac.g_00952
OG0000760	Syab.g_01032	Prac.g_00951
OG0000761	Syab.g_01034	Prac.g_00950
OG0000762	Syab.g_01036	Prac.g_00949
OG0000763	Syab.g_01038	Prac.g_00947
OG0000764	Syab.g_01039	Prac.g_00946
OG0000765	Syab.g_01154	Prac.g_00937
OG0000766	Syab.g_01153	Prac.g_00936
OG0000767	Syab.g_01151	Prac.g_00934
OG0000768	Syab.g_01150	Prac.g_00933
OG0000769	Syab.g_01148	Prac.g_00931
OG0000770	Syab.g_01145	Prac.g_00929
OG0000771	Syab.g_01229	Prac.g_00448
OG0000772	Syab.g_00957	Prac.g_00154
OG0000773	Syab.g_00931	Prac.g_00166
OG0000774	Syab.g_00924	Prac.g_00168
OG0000775	Syab.g_00922	Prac.g_00170
OG0000776	Syab.g_00921	Prac.g_00171
OG0000777	Syab.g_00920	Prac.g_00172
OG0000778	Syab.g_00919	Prac.g_00173
OG0000779	Syab.g_00913	Prac.g_00177
OG0000780	Syab.g_00908	Prac.g_00178
OG0000781	Syab.g_00904	Prac.g_00181
OG0000782	Syab.g_00903	Prac.g_00182
OG0000783	Syab.g_00902	Prac.g_00183
OG0000784	Syab.g_00901	Prac.g_00184
OG0000785	Syab.g_00899	Prac.g_00186
OG0000786	Syab.g_00895	Prac.g_00188
OG0000787	Syab.g_00894	Prac.g_00189
OG0000788	Syab.g_01857	Prac.g_00204
OG0000789	Syab.g_01835	Prac.g_00207
OG0000790	Syab.g_02082	Prac.g_00222
OG0000791	Syab.g_02080	Prac.g_00224
OG0000792	Syab.g_02079	Prac.g_00225
OG0000793	Syab.g_02074	Prac.g_00228
OG0000794	Syab.g_02073	Prac.g_00229
OG0000795	Syab.g_02072	Prac.g_00230
OG0000796	Syab.g_02068	Prac.g_00234
OG0000797	Syab.g_02067	Prac.g_00235
OG0000798	Syab.g_00298	Prac.g_00262
OG0000799	Syab.g_00826	Prac.g_00429
OG0000800	Syab.g_00821	Prac.g_00428
OG0000801	Syab.g_00820	Prac.g_00427
OG0000802	Syab.g_00816	Prac.g_00425
OG0000803	Syab.g_00806	Prac.g_00423
OG0000804	Syab.g_00802	Prac.g_00422
OG0000805	Syab.g_00792	Prac.g_00420
OG0000806	Syab.g_00790	Prac.g_00418
OG0000807	Syab.g_00788	Prac.g_00417
OG0000808	Syab.g_00783	Prac.g_00416
OG0000809	Syab.g_00780	Prac.g_00413
OG0000810	Syab.g_00779	Prac.g_00412
OG0000811	Syab.g_00770	Prac.g_00408
OG0000812	Syab.g_00768	Prac.g_00406
OG0000813	Syab.g_00767	Prac.g_00405
OG0000814	Syab.g_00765	Prac.g_00403
OG0000815	Syab.g_00760	Prac.g_00402
OG0000816	Syab.g_00758	Prac.g_00400
OG0000817	Syab.g_00757	Prac.g_00399
OG0000818	Syab.g_00751	Prac.g_00394
OG0000819	Syab.g_00750	Prac.g_00393
OG0000820	Syab.g_00749	Prac.g_00392
OG0000821	Syab.g_00743	Prac.g_00388
OG0000822	Syab.g_00741	Prac.g_00387
OG0000823	Syab.g_00740	Prac.g_00386
OG0000824	Syab.g_00735	Prac.g_00383
OG0000825	Syab.g_00734	Prac.g_00382
OG0000826	Syab.g_00733	Prac.g_00381
OG0000827	Syab.g_00732	Prac.g_00380
OG0000828	Syab.g_00729	Prac.g_00377
OG0000829	Syab.g_00728	Prac.g_00376
OG0000830	Syab.g_00727	Prac.g_00375
OG0000831	Syab.g_00725	Prac.g_00373
OG0000832	Syab.g_02169	Prac.g_00367
OG0000833	Syab.g_02178	Prac.g_00359
OG0000834	Syab.g_02181	Prac.g_00358
OG0000835	Syab.g_02182	Prac.g_00357
OG0000836	Syab.g_02185	Prac.g_00356
OG0000837	Syab.g_02186	Prac.g_00355
OG0000838	Syab.g_02190	Prac.g_00353
OG0000839	Syab.g_02191	Prac.g_00352
OG0000840	Syab.g_02192	Prac.g_00351
OG0000841	Syab.g_02193	Prac.g_00350
OG0000842	Syab.g_02194	Prac.g_00349
OG0000843	Syab.g_02195	Prac.g_00348
OG0000844	Syab.g_02197	Prac.g_00347
OG0000845	Syab.g_02198	Prac.g_00346
OG0000846	Syab.g_02199	Prac.g_00345
OG0000847	Syab.g_02200	Prac.g_00344
OG0000848	Syab.g_02202	Prac.g_00343
OG0000849	Syab.g_02203	Prac.g_00342
OG0000850	Syab.g_02212	Prac.g_00340
OG0000851	Syab.g_02226	Prac.g_00339
OG0000852	Syab.g_02227	Prac.g_00338
OG0000853	Syab.g_02233	Prac.g_00334
OG0000854	Syab.g_02235	Prac.g_00332
OG0000855	Syab.g_02236	Prac.g_00331
OG0000856	Syab.g_01889	Prac.g_00317
OG0000857	Syab.g_01290	Prac.g_00288
OG0000858	Syab.g_02244	Prac.g_00631
OG0000859	Syab.g_02245	Prac.g_00630
OG0000860	Syab.g_02258	Prac.g_00623
OG0000861	Syab.g_02259	Prac.g_00622
OG0000862	Syab.g_02261	Prac.g_00621
OG0000863	Syab.g_02265	Prac.g_00619
OG0000864	Syab.g_02266	Prac.g_00618
OG0000865	Syab.g_02267	Prac.g_00617
OG0000866	Syab.g_02268	Prac.g_00616
OG0000867	Syab.g_02269	Prac.g_00615
OG0000868	Syab.g_02287	Prac.g_00614
OG0000869	Syab.g_02292	Prac.g_00610
OG0000870	Syab.g_02297	Prac.g_00605
OG0000871	Syab.g_02298	Prac.g_00604
OG0000872	Syab.g_02305	Prac.g_00603
OG0000873	Syab.g_02308	Prac.g_00600
OG0000874	Syab.g_02311	Prac.g_00597
OG0000875	Syab.g_02313	Prac.g_00596
OG0000876	Syab.g_02315	Prac.g_00595
OG0000877	Syab.g_02317	Prac.g_00593
OG0000878	Syab.g_02318	Prac.g_00592
OG0000879	Syab.g_02319	Prac.g_00591
OG0000880	Syab.g_02320	Prac.g_00590
OG0000881	Syab.g_02325	Prac.g_00586
OG0000882	Syab.g_02330	Prac.g_00581
OG0000883	Syab.g_02332	Prac.g_00580
OG0000884	Syab.g_02334	Prac.g_00578
OG0000885	Syab.g_02335	Prac.g_00577
OG0000886	Syab.g_02336	Prac.g_00576
OG0000887	Syab.g_02338	Prac.g_00575
OG0000888	Syab.g_02340	Prac.g_00573
OG0000889	Syab.g_02342	Prac.g_00571
OG0000890	Syab.g_02348	Prac.g_00570
OG0000891	Syab.g_02349	Prac.g_00569
OG0000892	Syab.g_02353	Prac.g_00471
OG0000893	Syab.g_00366	Prac.g_00476
OG0000894	Syab.g_00369	Prac.g_00478
OG0000895	Syab.g_00373	Prac.g_00481
OG0000896	Syab.g_00374	Prac.g_00482
OG0000897	Syab.g_00376	Prac.g_00484
OG0000898	Syab.g_00377	Prac.g_00485
OG0000899	Syab.g_00378	Prac.g_00486
OG0000900	Syab.g_00379	Prac.g_00487
OG0000901	Syab.g_00384	Prac.g_00490
OG0000902	Syab.g_00386	Prac.g_00492
OG0000903	Syab.g_00399	Prac.g_00495
OG0000904	Syab.g_00395	Prac.g_00497
OG0000905	Syab.g_00390	Prac.g_00502
OG0000906	Syab.g_00388	Prac.g_00503
OG0000907	Syab.g_00401	Prac.g_00506
OG0000908	Syab.g_00404	Prac.g_00509
OG0000909	Syab.g_00405	Prac.g_00510
OG0000910	Syab.g_00406	Prac.g_00511
OG0000911	Syab.g_00408	Prac.g_00513
OG0000912	Syab.g_00409	Prac.g_00514
OG0000913	Syab.g_00410	Prac.g_00515
OG0000914	Syab.g_00411	Prac.g_00516
OG0000915	Syab.g_00412	Prac.g_00517
OG0000916	Syab.g_00413	Prac.g_00518
OG0000917	Syab.g_00414	Prac.g_00519
OG0000918	Syab.g_00415	Prac.g_00520
OG0000919	Syab.g_00416	Prac.g_00521
OG0000920	Syab.g_00417	Prac.g_00522
OG0000921	Syab.g_00418	Prac.g_00523
OG0000922	Syab.g_00419	Prac.g_00524
OG0000923	Syab.g_00423	Prac.g_00528
OG0000924	Syab.g_00424	Prac.g_00529
OG0000925	Syab.g_00425	Prac.g_00530
OG0000926	Syab.g_00426	Prac.g_00531
OG0000927	Syab.g_00428	Prac.g_00533
OG0000928	Syab.g_00429	Prac.g_00534
OG0000929	Syab.g_00430	Prac.g_00535
OG0000930	Syab.g_00431	Prac.g_00536
OG0000931	Syab.g_00432	Prac.g_00537
OG0000932	Syab.g_00433	Prac.g_00538
OG0000933	Syab.g_00439	Prac.g_00542
OG0000934	Syab.g_00441	Prac.g_00544
OG0000935	Syab.g_00442	Prac.g_00545
OG0000936	Syab.g_00443	Prac.g_00546
OG0000937	Syab.g_00444	Prac.g_00547
OG0000938	Syab.g_00447	Prac.g_00549
OG0000939	Syab.g_00448	Prac.g_00550
OG0000940	Syab.g_00456	Prac.g_00556
OG0000941	Syab.g_00458	Prac.g_00558
OG0000942	Syab.g_00460	Prac.g_00560
OG0000943	Syab.g_00461	Prac.g_00561
OG0000944	Syab.g_00463	Prac.g_00562
OG0000945	Syab.g_00466	Prac.g_00563
OG0000946	Syab.g_00473	Prac.g_00005
OG0000947	Syab.g_00476	Prac.g_00007
OG0000948	Syab.g_00477	Prac.g_00008
OG0000949	Syab.g_00212	Prac.g_00011
OG0000950	Syab.g_00204	Prac.g_00016
OG0000951	Syab.g_00199	Prac.g_00020
OG0000952	Syab.g_00191	Prac.g_00024
OG0000953	Syab.g_00134	Prac.g_00027
OG0000954	Syab.g_00129	Prac.g_00031
OG0000955	Syab.g_00128	Prac.g_00032
OG0000956	Syab.g_00126	Prac.g_00034
OG0000957	Syab.g_00115	Prac.g_00039
OG0000958	Syab.g_00114	Prac.g_00040
OG0000959	Syab.g_00110	Prac.g_00044
OG0000960	Syab.g_00109	Prac.g_00045
OG0000961	Syab.g_00100	Prac.g_00047
OG0000962	Syab.g_00098	Prac.g_00049
OG0000963	Syab.g_00093	Prac.g_00052
OG0000964	Syab.g_00092	Prac.g_00053
OG0000965	Syab.g_00091	Prac.g_00054
OG0000966	Syab.g_00082	Prac.g_00061
OG0000967	Syab.g_00078	Prac.g_00065
OG0000968	Syab.g_00075	Prac.g_00067
OG0000969	Syab.g_00073	Prac.g_00068
OG0000970	Syab.g_00072	Prac.g_00069
OG0000971	Syab.g_00070	Prac.g_00070
OG0000972	Syab.g_00069	Prac.g_00071
OG0000973	Syab.g_00068	Prac.g_00072
OG0000974	Syab.g_00067	Prac.g_00073
OG0000975	Syab.g_00066	Prac.g_00074
OG0000976	Syab.g_00065	Prac.g_00075
OG0000977	Syab.g_00063	Prac.g_00076
OG0000978	Syab.g_00062	Prac.g_00077
OG0000979	Syab.g_00059	Prac.g_00080
OG0000980	Syab.g_00056	Prac.g_00082
OG0000981	Syab.g_00053	Prac.g_00084
OG0000982	Syab.g_02756	Prac.g_00086
OG0000983	Syab.g_02757	Prac.g_00087
OG0000984	Syab.g_02758	Prac.g_00088
OG0000985	Syab.g_02762	Prac.g_00091
OG0000986	Syab.g_02764	Prac.g_00093
OG0000987	Syab.g_02768	Prac.g_00094
OG0000988	Syab.g_02774	Prac.g_00097
OG0000989	Syab.g_02792	Prac.g_00100
OG0000990	Syab.g_02811	Prac.g_00103
OG0000991	Syab.g_02818	Prac.g_00104
OG0000992	Syab.g_02821	Prac.g_00106
OG0000993	Syab.g_02822	Prac.g_00107
OG0000994	Syab.g_02826	Prac.g_00108
OG0000995	Syab.g_02835	Prac.g_00112
OG0000996	Syab.g_02866	Prac.g_00113
OG0000997	Syab.g_02875	Prac.g_00114
OG0000998	Syab.g_02877	Prac.g_00116
OG0000999	Syab.g_02878	Prac.g_00117
OG0001000	Syab.g_02881	Prac.g_00120
OG0001001	Syab.g_02888	Prac.g_00122
OG0001002	Syab.g_02900	Prac.g_00126
OG0001003	Syab.g_02902	Prac.g_00127
OG0001004	Syab.g_02903	Prac.g_00128
OG0001005	Syab.g_02905	Prac.g_00129
OG0001006	Syab.g_02912	Prac.g_01949
OG0001007	Syab.g_02914	Prac.g_01947
OG0001008	Syab.g_00584	Prac.g_01110
OG0001009	Syab.g_00033	Prac.g_01920
OG0001010	Syab.g_00034	Prac.g_01919
OG0001011	Syab.g_00035	Prac.g_01918
OG0001012	Syab.g_02752	Prac.g_01889
OG0001013	Syab.g_02716	Prac.g_01883
OG0001014	Syab.g_02712	Prac.g_01880
OG0001015	Syab.g_02711	Prac.g_01879
OG0001016	Syab.g_02439	Prac.g_01858
OG0001017	Syab.g_02445	Prac.g_01854
OG0001018	Syab.g_02447	Prac.g_01851
OG0001019	Syab.g_02469	Prac.g_01842
OG0001020	Syab.g_02477	Prac.g_01841
OG0001021	Syab.g_02481	Prac.g_01840
OG0001022	Syab.g_02485	Prac.g_01837
OG0001023	Syab.g_02486	Prac.g_01836
OG0001024	Syab.g_02490	Prac.g_01833
OG0001025	Syab.g_02497	Prac.g_01827
OG0001026	Syab.g_02510	Prac.g_01820
OG0001027	Syab.g_02515	Prac.g_01819
OG0001028	Syab.g_02517	Prac.g_01817
OG0001029	Syab.g_02519	Prac.g_01816
OG0001030	Syab.g_02540	Prac.g_01801
OG0001031	Syab.g_02615	Prac.g_01744
OG0001032	Syab.g_02617	Prac.g_01743
OG0001033	Syab.g_02675	Prac.g_01722
OG0001034	Syab.g_02370	Prac.g_01694
OG0001035	Syab.g_00335	Prac.g_01677
OG0001036	Syab.g_00327	Prac.g_01672
OG0001037	Syab.g_00325	Prac.g_01671
OG0001038	Syab.g_00297	Prac.g_01653
OG0001039	Syab.g_00294	Prac.g_01650
OG0001040	Syab.g_00291	Prac.g_01648
OG0001041	Syab.g_00286	Prac.g_01644
OG0001042	Syab.g_00254	Prac.g_01627
OG0001043	Syab.g_00250	Prac.g_01626
OG0001044	Syab.g_00522	Prac.g_01201
OG0001045	Syab.g_00534	Prac.g_01192
OG0001046	Syab.g_01352	Prac.g_01154
OG0001047	Syab.g_00586	Prac.g_01108
OG0001048	Syab.g_00587	Prac.g_01107
OG0001049	Syab.g_00590	Prac.g_01105
OG0001050	Syab.g_00591	Prac.g_01104
OG0001051	Syab.g_00592	Prac.g_01103
OG0001052	Syab.g_00693	Prac.g_01073
OG0001053	Syab.g_02099	Prac.g_01061
OG0001054	Syab.g_02118	Prac.g_00873
OG0001055	Syab.g_02139	Prac.g_00855
OG0001056	Syab.g_02036	Prac.g_00836
OG0001057	Syab.g_00882	Prac.g_00831
OG0001058	Syab.g_02014	Prac.g_00823
OG0001059	Syab.g_02010	Prac.g_00819
OG0001060	Syab.g_02003	Prac.g_00812
OG0001061	Syab.g_01985	Prac.g_00799
OG0001062	Syab.g_01983	Prac.g_00797
OG0001063	Syab.g_01979	Prac.g_00795
OG0001064	Syab.g_01978	Prac.g_00794
OG0001065	Syab.g_01976	Prac.g_00793
OG0001066	Syab.g_01975	Prac.g_00792
OG0001067	Syab.g_01974	Prac.g_00791
OG0001068	Syab.g_01973	Prac.g_00790
OG0001069	Syab.g_01972	Prac.g_00789
OG0001070	Syab.g_01968	Prac.g_00786
OG0001071	Syab.g_01967	Prac.g_00785
OG0001072	Syab.g_01962	Prac.g_00783
OG0001073	Syab.g_01947	Prac.g_00767
OG0001074	Syab.g_01815	Prac.g_00756
OG0001075	Syab.g_01919	Prac.g_00755
OG0001076	Syab.g_01897	Prac.g_00747
OG0001077	Syab.g_01887	Prac.g_00743
OG0001079	Syab.g_01856	Prac.g_00724
OG0001080	Syab.g_01756	Prac.g_00718
OG0001081	Syab.g_01530	Prac.g_00716
OG0001082	Syab.g_01531	Prac.g_00715
OG0001083	Syab.g_01540	Prac.g_00710
OG0001084	Syab.g_01543	Prac.g_00709
OG0001085	Syab.g_01563	Prac.g_00701
OG0001086	Syab.g_01565	Prac.g_00700
OG0001087	Syab.g_01167	Prac.g_00683
OG0001088	Syab.g_01170	Prac.g_00682
OG0001089	Syab.g_01198	Prac.g_00674
OG0001090	Syab.g_01267	Prac.g_01559
OG0001091	Syab.g_01270	Prac.g_01557
OG0001092	Syab.g_01272	Prac.g_01556
OG0001093	Syab.g_01664	Prac.g_01551
OG0001094	Syab.g_01567	Prac.g_01481
OG0001095	Syab.g_01287	Prac.g_01462
OG0001096	Syab.g_01693	Prac.g_01449
OG0001097	Syab.g_01718	Prac.g_01431
OG0001098	Syab.g_01497	Prac.g_01416
OG0001099	Syab.g_02518	Prac.g_01396
OG0001100	Syab.g_01640	Prac.g_01392
OG0001101	Syab.g_01639	Prac.g_01390
OG0001102	Syab.g_01636	Prac.g_01387
OG0001103	Syab.g_01634	Prac.g_01385
OG0001104	Syab.g_01590	Prac.g_01364
OG0001105	Syab.g_01585	Prac.g_01360
OG0001106	Syab.g_01397	Prac.g_01336
OG0001107	Syab.g_01385	Prac.g_01329
OG0001108	Syab.g_01377	Prac.g_01325
OG0001109	Syab.g_01368	Prac.g_01324
OG0001110	Syab.g_01366	Prac.g_01322
OG0001111	Syab.g_01364	Prac.g_01321
OG0001112	Syab.g_01362	Prac.g_01320
OG0001113	Syab.g_01593	Prac.g_01319
OG0001114	Syab.g_01361	Prac.g_01318
OG0001115	Syab.g_01357	Prac.g_01316
OG0001116	Syab.g_01355	Prac.g_01315
OG0001117	Syab.g_01354	Prac.g_01314
OG0001118	Syab.g_01353	Prac.g_01313
OG0001119	Syab.g_01351	Prac.g_01312
OG0001120	Syab.g_01347	Prac.g_01310
OG0001121	Syab.g_02159	Prac.g_01020
OG0001122	Syab.g_01320	Prac.g_01284
OG0001123	Syab.g_01312	Prac.g_01280
OG0001124	Syab.g_01310	Prac.g_01278
OG0001125	Syab.g_01308	Prac.g_01277
OG0001126	Syab.g_01231	Prac.g_01267
OG0001127	Syab.g_01230	Prac.g_01266
OG0001128	Syab.g_01227	Prac.g_01264
OG0001129	Syab.g_01225	Prac.g_01263
OG0001130	Syab.g_01224	Prac.g_01262
OG0001131	Syab.g_01609	Prac.g_01225
OG0001132	Syab.g_01790	Prac.g_01216
OG0001133	Syab.g_01895	Prac.g_01031
OG0001134	Syab.g_01748	Prac.g_01018
OG0001135	Syab.g_01747	Prac.g_01015
OG0001136	Syab.g_00966	Prac.g_00988
OG0001137	Syab.g_00990	Prac.g_00977
OG0001138	Syab.g_01023	Prac.g_00959
OG0001139	Syab.g_01025	Prac.g_00958
OG0001140	Syab.g_01026, Syab.g_00642	Prac.g_00957
OG0001141	Syab.g_01027	Prac.g_00956
OG0001142	Syab.g_01028	Prac.g_00955
OG0001143	Syab.g_01037	Prac.g_00948
OG0001144	Syab.g_01052	Prac.g_00943
OG0001145	Syab.g_00928	Prac.g_00167
OG0001146	Syab.g_00907	Prac.g_00179
OG0001147	Syab.g_00716	Prac.g_00203
OG0001148	Syab.g_02085	Prac.g_00219
OG0001149	Syab.g_02084	Prac.g_00220
OG0001150	Syab.g_02083	Prac.g_00221
OG0001151	Syab.g_02070	Prac.g_00232
OG0001152	Syab.g_02069	Prac.g_00233
OG0001153	Syab.g_00731	Prac.g_00379
OG0001154	Syab.g_00730	Prac.g_00378
OG0001155	Syab.g_02171	Prac.g_00366
OG0001156	Syab.g_02174	Prac.g_00363
OG0001157	Syab.g_02175	Prac.g_00362
OG0001158	Syab.g_02176	Prac.g_00361
OG0001159	Syab.g_02177	Prac.g_00360
OG0001160	Syab.g_02231	Prac.g_00336
OG0001161	Syab.g_02797	Prac.g_00324
