Orthogroup	Syak	Praj
OG0000582	Syak.g_02748	Praj.g_00596
OG0000583	Syak.g_02749	Praj.g_00597
OG0000584	Syak.g_02750	Praj.g_00598
OG0000585	Syak.g_02753	Praj.g_00600
OG0000586	Syak.g_02754	Praj.g_00601
OG0000587	Syak.g_02756	Praj.g_00602
OG0000588	Syak.g_00004	Praj.g_00606
OG0000589	Syak.g_00008	Praj.g_00609
OG0000590	Syak.g_00009	Praj.g_00610
OG0000591	Syak.g_00017	Praj.g_00613
OG0000592	Syak.g_00018	Praj.g_00614
OG0000593	Syak.g_00031	Praj.g_00620
OG0000594	Syak.g_00032	Praj.g_00621
OG0000595	Syak.g_00033	Praj.g_00622
OG0000596	Syak.g_00038	Praj.g_00626
OG0000597	Syak.g_00041	Praj.g_00628
OG0000598	Syak.g_00042	Praj.g_00629
OG0000599	Syak.g_00045	Praj.g_00632
OG0000600	Syak.g_00046	Praj.g_00633
OG0000601	Syak.g_00047	Praj.g_00634
OG0000602	Syak.g_00053	Praj.g_00636
OG0000603	Syak.g_00054	Praj.g_00637
OG0000604	Syak.g_00056	Praj.g_00638
OG0000605	Syak.g_00259	Praj.g_00639
OG0000606	Syak.g_00326	Praj.g_00642
OG0000607	Syak.g_00329	Praj.g_00645
OG0000608	Syak.g_00330	Praj.g_00646
OG0000609	Syak.g_00332	Praj.g_00647
OG0000610	Syak.g_00347	Praj.g_00653
OG0000611	Syak.g_00350	Praj.g_00656
OG0000612	Syak.g_00351	Praj.g_00657
OG0000613	Syak.g_01525	Praj.g_00663
OG0000614	Syak.g_00705	Praj.g_00686
OG0000615	Syak.g_00393	Praj.g_00693
OG0000616	Syak.g_01810	Praj.g_02137
OG0000617	Syak.g_00799	Praj.g_00704
OG0000618	Syak.g_00798	Praj.g_00705
OG0000619	Syak.g_00797	Praj.g_00706
OG0000620	Syak.g_00779	Praj.g_00709
OG0000621	Syak.g_00780	Praj.g_00710
OG0000622	Syak.g_00781	Praj.g_00711
OG0000623	Syak.g_00782	Praj.g_00712
OG0000624	Syak.g_00784	Praj.g_00714
OG0000625	Syak.g_00785	Praj.g_00715
OG0000626	Syak.g_00786	Praj.g_00716
OG0000627	Syak.g_00561	Praj.g_00718
OG0000628	Syak.g_00560	Praj.g_00719
OG0000629	Syak.g_00556	Praj.g_00720
OG0000630	Syak.g_00552	Praj.g_00723
OG0000631	Syak.g_00545	Praj.g_00917
OG0000632	Syak.g_00544	Praj.g_00918
OG0000633	Syak.g_00542	Praj.g_00919
OG0000634	Syak.g_00430	Praj.g_00765
OG0000635	Syak.g_00431	Praj.g_00766
OG0000636	Syak.g_00433	Praj.g_00768
OG0000637	Syak.g_00435	Praj.g_00770
OG0000638	Syak.g_00436	Praj.g_00771
OG0000639	Syak.g_00437	Praj.g_00772
OG0000640	Syak.g_00438	Praj.g_00773
OG0000641	Syak.g_00442	Praj.g_00777
OG0000642	Syak.g_00443	Praj.g_00778
OG0000643	Syak.g_00444	Praj.g_00779
OG0000644	Syak.g_00445	Praj.g_00780
OG0000645	Syak.g_00447	Praj.g_00781
OG0000646	Syak.g_00450	Praj.g_00784
OG0000647	Syak.g_00452	Praj.g_00786
OG0000648	Syak.g_00456	Praj.g_00788
OG0000649	Syak.g_00457	Praj.g_00789
OG0000650	Syak.g_00458	Praj.g_00790
OG0000651	Syak.g_00459	Praj.g_00791
OG0000652	Syak.g_00460	Praj.g_00792
OG0000653	Syak.g_00462	Praj.g_00794
OG0000654	Syak.g_00625	Praj.g_00795
OG0000655	Syak.g_00624	Praj.g_00796
OG0000656	Syak.g_00621	Praj.g_00799
OG0000657	Syak.g_00609	Praj.g_00806
OG0000658	Syak.g_00606	Praj.g_00808
OG0000659	Syak.g_00605	Praj.g_00809
OG0000660	Syak.g_00601	Praj.g_00814
OG0000661	Syak.g_00599	Praj.g_00816
OG0000662	Syak.g_00597	Praj.g_00818
OG0000663	Syak.g_00594	Praj.g_00820
OG0000664	Syak.g_00593	Praj.g_00821
OG0000665	Syak.g_00086	Praj.g_00826
OG0000666	Syak.g_00078	Praj.g_00827
OG0000667	Syak.g_00340	Praj.g_00831
OG0000668	Syak.g_00643	Praj.g_00869
OG0000669	Syak.g_00363	Praj.g_00877
OG0000670	Syak.g_00366	Praj.g_00880
OG0000671	Syak.g_00368	Praj.g_00882
OG0000672	Syak.g_00371	Praj.g_00885
OG0000673	Syak.g_00374	Praj.g_00888
OG0000674	Syak.g_00376	Praj.g_00890
OG0000675	Syak.g_00377	Praj.g_00891
OG0000676	Syak.g_00379	Praj.g_00893
OG0000677	Syak.g_00380	Praj.g_00894
OG0000678	Syak.g_00386	Praj.g_00897
OG0000679	Syak.g_00397	Praj.g_00901
OG0000680	Syak.g_00398	Praj.g_00902
OG0000681	Syak.g_00401	Praj.g_00905
OG0000682	Syak.g_00402	Praj.g_00906
OG0000683	Syak.g_00403	Praj.g_00907
OG0000684	Syak.g_00409	Praj.g_00748
OG0000685	Syak.g_00411	Praj.g_00750
OG0000686	Syak.g_00412	Praj.g_00751
OG0000687	Syak.g_00413	Praj.g_00752
OG0000688	Syak.g_00418	Praj.g_00755
OG0000689	Syak.g_00421	Praj.g_00756
OG0000690	Syak.g_00422	Praj.g_00757
OG0000691	Syak.g_00423	Praj.g_00758
OG0000692	Syak.g_00424	Praj.g_00760
OG0000693	Syak.g_00426	Praj.g_00761
OG0000694	Syak.g_00427	Praj.g_00762
OG0000695	Syak.g_00540	Praj.g_00921
OG0000696	Syak.g_00539	Praj.g_00922
OG0000697	Syak.g_00538	Praj.g_00923
OG0000698	Syak.g_00535	Praj.g_00926
OG0000699	Syak.g_00534	Praj.g_00927
OG0000700	Syak.g_00533	Praj.g_00928
OG0000701	Syak.g_00532	Praj.g_00929
OG0000702	Syak.g_00522	Praj.g_00931
OG0000703	Syak.g_00521	Praj.g_00932
OG0000704	Syak.g_00519	Praj.g_00933
OG0000705	Syak.g_00511	Praj.g_00939
OG0000706	Syak.g_00510	Praj.g_00940
OG0000707	Syak.g_00509	Praj.g_00941
OG0000708	Syak.g_00506	Praj.g_00943
OG0000709	Syak.g_00498	Praj.g_00947
OG0000710	Syak.g_00494	Praj.g_00950
OG0000711	Syak.g_00466	Praj.g_00966
OG0000712	Syak.g_00464	Praj.g_00968
OG0000713	Syak.g_00463	Praj.g_00969
OG0000714	Syak.g_00629	Praj.g_00970
OG0000715	Syak.g_00631	Praj.g_00972
OG0000716	Syak.g_00635	Praj.g_00973
OG0000717	Syak.g_00636	Praj.g_00974
OG0000718	Syak.g_00640	Praj.g_00991
OG0000719	Syak.g_00642	Praj.g_00992
OG0000720	Syak.g_00655	Praj.g_01002
OG0000721	Syak.g_00657	Praj.g_01003
OG0000722	Syak.g_00658	Praj.g_01004
OG0000723	Syak.g_00790	Praj.g_01008
OG0000724	Syak.g_00749	Praj.g_01019
OG0000725	Syak.g_00731	Praj.g_00845
OG0000726	Syak.g_00730	Praj.g_00844
OG0000727	Syak.g_00729	Praj.g_00843
OG0000728	Syak.g_00727	Praj.g_00841
OG0000729	Syak.g_01683	Praj.g_02022
OG0000730	Syak.g_01248	Praj.g_00378
OG0000731	Syak.g_01237	Praj.g_00386
OG0000732	Syak.g_01739	Praj.g_02081
OG0000733	Syak.g_01905	Praj.g_01833
OG0000734	Syak.g_02184	Praj.g_01476
OG0000735	Syak.g_00914	Praj.g_01474
OG0000736	Syak.g_00913	Praj.g_01473
OG0000737	Syak.g_00912	Praj.g_01472
OG0000738	Syak.g_00907	Praj.g_01468
OG0000739	Syak.g_00906	Praj.g_01467
OG0000740	Syak.g_00905	Praj.g_01466
OG0000741	Syak.g_00902	Praj.g_01464
OG0000742	Syak.g_00899	Praj.g_01462
OG0000743	Syak.g_00897	Praj.g_01460
OG0000744	Syak.g_00896	Praj.g_01459
OG0000745	Syak.g_00894	Praj.g_01458
OG0000746	Syak.g_00892	Praj.g_01456
OG0000747	Syak.g_00891	Praj.g_01455
OG0000748	Syak.g_00875	Praj.g_01451
OG0000749	Syak.g_00874	Praj.g_01450
OG0000750	Syak.g_00873	Praj.g_01449
OG0000751	Syak.g_00862	Praj.g_01446
OG0000752	Syak.g_00860	Praj.g_01444
OG0000753	Syak.g_00857	Praj.g_01442
OG0000754	Syak.g_00852	Praj.g_01438
OG0000755	Syak.g_00841	Praj.g_01434
OG0000756	Syak.g_00840	Praj.g_01433
OG0000757	Syak.g_00833	Praj.g_01426
OG0000758	Syak.g_00832	Praj.g_01425
OG0000759	Syak.g_00831	Praj.g_01424
OG0000760	Syak.g_00830	Praj.g_01423
OG0000761	Syak.g_00829	Praj.g_01422
OG0000762	Syak.g_00827	Praj.g_01421
OG0000763	Syak.g_00825	Praj.g_01419
OG0000764	Syak.g_00824	Praj.g_01418
OG0000765	Syak.g_00669	Praj.g_01409
OG0000766	Syak.g_00670	Praj.g_01408
OG0000767	Syak.g_00672	Praj.g_01407
OG0000768	Syak.g_00673	Praj.g_01406
OG0000769	Syak.g_00675	Praj.g_01404
OG0000770	Syak.g_00678	Praj.g_01403
OG0000771	Syak.g_00755	Praj.g_01014
OG0000772	Syak.g_02048	Praj.g_01246
OG0000773	Syak.g_00921	Praj.g_01519
OG0000774	Syak.g_00926	Praj.g_01522
OG0000775	Syak.g_00929	Praj.g_01523
OG0000776	Syak.g_00930	Praj.g_01524
OG0000777	Syak.g_00931	Praj.g_01525
OG0000778	Syak.g_00932	Praj.g_01526
OG0000779	Syak.g_00938	Praj.g_01530
OG0000780	Syak.g_00942	Praj.g_01531
OG0000781	Syak.g_00946	Praj.g_01534
OG0000782	Syak.g_00947	Praj.g_01535
OG0000783	Syak.g_00948	Praj.g_01536
OG0000784	Syak.g_00949	Praj.g_01537
OG0000785	Syak.g_00951	Praj.g_01539
OG0000786	Syak.g_00956	Praj.g_01542
OG0000787	Syak.g_00957	Praj.g_01543
OG0000788	Syak.g_00048	Praj.g_00732
OG0000789	Syak.g_00085	Praj.g_01011
OG0000790	Syak.g_02560	Praj.g_01580
OG0000791	Syak.g_02558	Praj.g_01582
OG0000792	Syak.g_02557	Praj.g_01583
OG0000793	Syak.g_02552	Praj.g_01586
OG0000794	Syak.g_02551	Praj.g_01587
OG0000795	Syak.g_02550	Praj.g_01588
OG0000796	Syak.g_02547	Praj.g_01592
OG0000797	Syak.g_02546	Praj.g_01593
OG0000799	Syak.g_00981	Praj.g_01613
OG0000800	Syak.g_00989	Praj.g_01614
OG0000801	Syak.g_00990	Praj.g_01615
OG0000802	Syak.g_00995	Praj.g_01617
OG0000803	Syak.g_01021	Praj.g_01619
OG0000804	Syak.g_01026	Praj.g_01620
OG0000805	Syak.g_01029	Praj.g_01622
OG0000806	Syak.g_01031	Praj.g_01624
OG0000807	Syak.g_01033	Praj.g_01625
OG0000808	Syak.g_01034	Praj.g_01626
OG0000809	Syak.g_01038	Praj.g_01630
OG0000810	Syak.g_01039	Praj.g_01631
OG0000811	Syak.g_01045	Praj.g_01635
OG0000812	Syak.g_01047	Praj.g_01637
OG0000813	Syak.g_01048	Praj.g_01638
OG0000814	Syak.g_01051	Praj.g_01640
OG0000815	Syak.g_01053	Praj.g_01641
OG0000816	Syak.g_01055	Praj.g_01643
OG0000817	Syak.g_01056	Praj.g_01644
OG0000818	Syak.g_01060	Praj.g_01648
OG0000819	Syak.g_01064	Praj.g_01649
OG0000820	Syak.g_01065	Praj.g_01650
OG0000821	Syak.g_01071	Praj.g_01653
OG0000822	Syak.g_01073	Praj.g_01654
OG0000823	Syak.g_01074	Praj.g_01655
OG0000824	Syak.g_01080	Praj.g_01658
OG0000825	Syak.g_01081	Praj.g_01659
OG0000826	Syak.g_01082	Praj.g_01660
OG0000827	Syak.g_01083	Praj.g_01661
OG0000828	Syak.g_01086	Praj.g_01664
OG0000829	Syak.g_01087	Praj.g_01665
OG0000830	Syak.g_01088	Praj.g_01666
OG0000831	Syak.g_01091	Praj.g_01668
OG0000832	Syak.g_02482	Praj.g_01678
OG0000833	Syak.g_02473	Praj.g_01686
OG0000834	Syak.g_02470	Praj.g_01687
OG0000835	Syak.g_02469	Praj.g_01688
OG0000836	Syak.g_02466	Praj.g_01690
OG0000837	Syak.g_02465	Praj.g_01691
OG0000838	Syak.g_02461	Praj.g_01693
OG0000839	Syak.g_02460	Praj.g_01694
OG0000840	Syak.g_02459	Praj.g_01695
OG0000841	Syak.g_02458	Praj.g_01696
OG0000842	Syak.g_02457	Praj.g_01697
OG0000843	Syak.g_02456	Praj.g_01698
OG0000844	Syak.g_02454	Praj.g_01699
OG0000845	Syak.g_02453	Praj.g_01700
OG0000846	Syak.g_02452	Praj.g_01701
OG0000847	Syak.g_02451	Praj.g_01702
OG0000848	Syak.g_02449	Praj.g_01703
OG0000849	Syak.g_02448	Praj.g_01704
OG0000850	Syak.g_02445	Praj.g_01706
OG0000851	Syak.g_02440	Praj.g_01707
OG0000852	Syak.g_02439	Praj.g_01708
OG0000853	Syak.g_02435	Praj.g_01713
OG0000854	Syak.g_02433	Praj.g_01715
OG0000855	Syak.g_02432	Praj.g_01716
OG0000856	Syak.g_00021	Praj.g_01599
OG0000857	Syak.g_00451	Praj.g_00785
OG0000858	Syak.g_02426	Praj.g_01763
OG0000859	Syak.g_02425	Praj.g_01764
OG0000860	Syak.g_02414	Praj.g_01770
OG0000861	Syak.g_02413	Praj.g_01771
OG0000862	Syak.g_02412	Praj.g_01772
OG0000863	Syak.g_02409	Praj.g_01773
OG0000864	Syak.g_02408	Praj.g_01774
OG0000865	Syak.g_02407	Praj.g_01775
OG0000866	Syak.g_02406	Praj.g_01776
OG0000867	Syak.g_02405	Praj.g_01777
OG0000868	Syak.g_02402	Praj.g_01778
OG0000869	Syak.g_02398	Praj.g_01781
OG0000870	Syak.g_02393	Praj.g_01786
OG0000871	Syak.g_02392	Praj.g_01787
OG0000872	Syak.g_02386	Praj.g_01788
OG0000873	Syak.g_02383	Praj.g_01791
OG0000874	Syak.g_02379	Praj.g_01794
OG0000875	Syak.g_02377	Praj.g_01796
OG0000876	Syak.g_02375	Praj.g_01797
OG0000877	Syak.g_02372	Praj.g_01799
OG0000878	Syak.g_02371	Praj.g_01800
OG0000879	Syak.g_02370	Praj.g_01801
OG0000880	Syak.g_02369	Praj.g_01802
OG0000881	Syak.g_02363	Praj.g_01805
OG0000882	Syak.g_02358	Praj.g_01810
OG0000883	Syak.g_02355	Praj.g_01812
OG0000884	Syak.g_02353	Praj.g_01814
OG0000885	Syak.g_02352	Praj.g_01815
OG0000886	Syak.g_02351	Praj.g_01816
OG0000887	Syak.g_02350	Praj.g_01817
OG0000888	Syak.g_02348	Praj.g_01819
OG0000889	Syak.g_02346	Praj.g_01821
OG0000890	Syak.g_02334	Praj.g_01822
OG0000891	Syak.g_02333	Praj.g_01823
OG0000892	Syak.g_02329	Praj.g_01825
OG0000893	Syak.g_01393	Praj.g_01868
OG0000894	Syak.g_01390	Praj.g_01871
OG0000895	Syak.g_01386	Praj.g_01874
OG0000896	Syak.g_01385	Praj.g_01875
OG0000897	Syak.g_01383	Praj.g_01877
OG0000898	Syak.g_01382	Praj.g_01878
OG0000899	Syak.g_01381	Praj.g_01879
OG0000900	Syak.g_01380	Praj.g_01880
OG0000901	Syak.g_01375	Praj.g_01883
OG0000902	Syak.g_01368	Praj.g_01885
OG0000903	Syak.g_01353	Praj.g_01894
OG0000904	Syak.g_01358	Praj.g_01889
OG0000905	Syak.g_01363	Praj.g_01887
OG0000906	Syak.g_01366	Praj.g_01886
OG0000907	Syak.g_01351	Praj.g_01909
OG0000908	Syak.g_01348	Praj.g_01912
OG0000909	Syak.g_01347	Praj.g_01913
OG0000910	Syak.g_01346	Praj.g_01914
OG0000911	Syak.g_01344	Praj.g_01916
OG0000912	Syak.g_01343	Praj.g_01917
OG0000913	Syak.g_01342	Praj.g_01918
OG0000914	Syak.g_01341	Praj.g_01919
OG0000915	Syak.g_01339	Praj.g_01920
OG0000916	Syak.g_01338	Praj.g_01921
OG0000917	Syak.g_01337	Praj.g_01922
OG0000918	Syak.g_01336	Praj.g_01923
OG0000919	Syak.g_01335	Praj.g_01924
OG0000920	Syak.g_01334	Praj.g_01925
OG0000921	Syak.g_01333	Praj.g_01926
OG0000922	Syak.g_01332	Praj.g_01927
OG0000923	Syak.g_01328	Praj.g_01931
OG0000924	Syak.g_01327	Praj.g_01932
OG0000925	Syak.g_01326	Praj.g_01933
OG0000926	Syak.g_01325	Praj.g_01934
OG0000927	Syak.g_01323	Praj.g_01936
OG0000928	Syak.g_01322	Praj.g_01937
OG0000929	Syak.g_01321	Praj.g_01938
OG0000930	Syak.g_01320	Praj.g_01939
OG0000931	Syak.g_01319	Praj.g_01940
OG0000932	Syak.g_01318	Praj.g_01941
OG0000933	Syak.g_01312	Praj.g_01945
OG0000934	Syak.g_01310	Praj.g_01947
OG0000935	Syak.g_01309	Praj.g_01948
OG0000936	Syak.g_01308	Praj.g_01949
OG0000937	Syak.g_01307	Praj.g_01950
OG0000938	Syak.g_01304	Praj.g_01953
OG0000939	Syak.g_01303	Praj.g_01954
OG0000940	Syak.g_01297	Praj.g_01961
OG0000941	Syak.g_01295	Praj.g_01963
OG0000942	Syak.g_01293	Praj.g_01965
OG0000943	Syak.g_01292	Praj.g_01966
OG0000944	Syak.g_01290	Praj.g_01968
OG0000945	Syak.g_01288	Praj.g_01969
OG0000946	Syak.g_01283	Praj.g_01975
OG0000947	Syak.g_01280	Praj.g_01977
OG0000948	Syak.g_01279	Praj.g_01978
OG0000949	Syak.g_01551	Praj.g_01981
OG0000950	Syak.g_01562	Praj.g_01986
OG0000951	Syak.g_01569	Praj.g_01990
OG0000952	Syak.g_01574	Praj.g_01994
OG0000953	Syak.g_01627	Praj.g_01998
OG0000954	Syak.g_01633	Praj.g_02002
OG0000955	Syak.g_01634	Praj.g_02003
OG0000956	Syak.g_01636	Praj.g_02005
OG0000957	Syak.g_01648	Praj.g_02010
OG0000958	Syak.g_01649	Praj.g_02011
OG0000959	Syak.g_01653	Praj.g_02015
OG0000960	Syak.g_01654	Praj.g_02016
OG0000961	Syak.g_01679	Praj.g_02019
OG0000962	Syak.g_01682	Praj.g_02021
OG0000963	Syak.g_01687	Praj.g_02026
OG0000964	Syak.g_01688	Praj.g_02027
OG0000965	Syak.g_01689	Praj.g_02028
OG0000966	Syak.g_01711	Praj.g_02059
OG0000967	Syak.g_01715	Praj.g_02063
OG0000968	Syak.g_01719	Praj.g_02065
OG0000969	Syak.g_01721	Praj.g_02066
OG0000970	Syak.g_01722	Praj.g_02067
OG0000971	Syak.g_01724	Praj.g_02068
OG0000972	Syak.g_01725	Praj.g_02069
OG0000973	Syak.g_01726	Praj.g_02070
OG0000974	Syak.g_01727	Praj.g_02071
OG0000975	Syak.g_01728	Praj.g_02072
OG0000976	Syak.g_01729	Praj.g_02073
OG0000977	Syak.g_01731	Praj.g_02074
OG0000978	Syak.g_01732	Praj.g_02075
OG0000979	Syak.g_01735	Praj.g_02078
OG0000980	Syak.g_01738	Praj.g_02080
OG0000981	Syak.g_01741	Praj.g_02083
OG0000982	Syak.g_01941	Praj.g_02085
OG0000983	Syak.g_01940	Praj.g_02086
OG0000984	Syak.g_01939	Praj.g_02087
OG0000985	Syak.g_01935	Praj.g_02090
OG0000986	Syak.g_01933	Praj.g_02092
OG0000987	Syak.g_01931	Praj.g_02093
OG0000988	Syak.g_01925	Praj.g_02096
OG0000989	Syak.g_01912	Praj.g_02100
OG0000990	Syak.g_01900	Praj.g_02105
OG0000991	Syak.g_01896	Praj.g_02106
OG0000992	Syak.g_01893	Praj.g_02109
OG0000993	Syak.g_01892	Praj.g_02110
OG0000994	Syak.g_01889	Praj.g_02111
OG0000995	Syak.g_01880	Praj.g_02115
OG0000996	Syak.g_01839	Praj.g_02116
OG0000997	Syak.g_01828	Praj.g_02124
OG0000998	Syak.g_01826	Praj.g_02126
OG0000999	Syak.g_01825	Praj.g_02127
OG0001000	Syak.g_01821	Praj.g_02130, Praj.g_02131
OG0001001	Syak.g_01814	Praj.g_02134
OG0001002	Syak.g_01807	Praj.g_02139
OG0001003	Syak.g_01806	Praj.g_02141
OG0001004	Syak.g_01805	Praj.g_02142
OG0001005	Syak.g_01804	Praj.g_02143
OG0001006	Syak.g_01797	Praj.g_02147
OG0001007	Syak.g_01795	Praj.g_02149
OG0001008	Syak.g_01190	Praj.g_00431
OG0001009	Syak.g_01762	Praj.g_00027
OG0001010	Syak.g_01761	Praj.g_00028
OG0001011	Syak.g_01759	Praj.g_00029
OG0001012	Syak.g_01946	Praj.g_00047
OG0001013	Syak.g_01969	Praj.g_00052
OG0001014	Syak.g_01975	Praj.g_00055
OG0001015	Syak.g_01976	Praj.g_00056
OG0001016	Syak.g_02250	Praj.g_00111
OG0001017	Syak.g_02244	Praj.g_00115
OG0001018	Syak.g_02242	Praj.g_00118
OG0001019	Syak.g_02218	Praj.g_00127
OG0001020	Syak.g_02214	Praj.g_00128
OG0001021	Syak.g_02210	Praj.g_00129
OG0001022	Syak.g_02205	Praj.g_00132
OG0001023	Syak.g_02204	Praj.g_00133
OG0001024	Syak.g_02201	Praj.g_00136
OG0001025	Syak.g_02195	Praj.g_00143
OG0001026	Syak.g_02182	Praj.g_00151
OG0001027	Syak.g_02178	Praj.g_00152
OG0001028	Syak.g_02176	Praj.g_00154
OG0001029	Syak.g_02174	Praj.g_00156
OG0001030	Syak.g_02153	Praj.g_00172
OG0001031	Syak.g_02079	Praj.g_00226
OG0001032	Syak.g_02077	Praj.g_00227
OG0001033	Syak.g_02037	Praj.g_00247
OG0001034	Syak.g_02305	Praj.g_00276
OG0001035	Syak.g_01422	Praj.g_00293
OG0001036	Syak.g_01427	Praj.g_00297
OG0001037	Syak.g_01429	Praj.g_00298
OG0001038	Syak.g_01457	Praj.g_00314
OG0001039	Syak.g_01460	Praj.g_00316
OG0001040	Syak.g_01463	Praj.g_00319
OG0001041	Syak.g_01468	Praj.g_00323
OG0001042	Syak.g_01500	Praj.g_00339
OG0001043	Syak.g_01504	Praj.g_00340
OG0001044	Syak.g_01247	Praj.g_00379
OG0001045	Syak.g_01234	Praj.g_00388
OG0001046	Syak.g_00479	Praj.g_01081
OG0001047	Syak.g_01188	Praj.g_00433
OG0001048	Syak.g_01187	Praj.g_00434
OG0001049	Syak.g_01184	Praj.g_00436
OG0001050	Syak.g_01183	Praj.g_00437
OG0001051	Syak.g_01182	Praj.g_00438
OG0001052	Syak.g_01122	Praj.g_00464
OG0001053	Syak.g_02577	Praj.g_00476
OG0001054	Syak.g_02596	Praj.g_00490
OG0001055	Syak.g_02617	Praj.g_00509
OG0001056	Syak.g_02645	Praj.g_00527
OG0001057	Syak.g_00964	Praj.g_00532
OG0001058	Syak.g_02668	Praj.g_00540
OG0001060	Syak.g_02677	Praj.g_00551
OG0001061	Syak.g_02697	Praj.g_00564
OG0001062	Syak.g_02699	Praj.g_00566
OG0001063	Syak.g_02704	Praj.g_00567
OG0001064	Syak.g_02705	Praj.g_00568
OG0001065	Syak.g_02706	Praj.g_00569
OG0001066	Syak.g_02707	Praj.g_00570
OG0001067	Syak.g_02708	Praj.g_00571
OG0001068	Syak.g_02709	Praj.g_00572
OG0001069	Syak.g_02710	Praj.g_00573
OG0001070	Syak.g_02714	Praj.g_00575
OG0001071	Syak.g_02715	Praj.g_00576
OG0001072	Syak.g_02721	Praj.g_00577
OG0001073	Syak.g_02736	Praj.g_00591
OG0001074	Syak.g_00098	Praj.g_00603
OG0001075	Syak.g_02760	Praj.g_00604
OG0001076	Syak.g_00011	Praj.g_00611
OG0001077	Syak.g_00024	Praj.g_00616
OG0001078	Syak.g_00036	Praj.g_00624
OG0001079	Syak.g_00049	Praj.g_00635
OG0001080	Syak.g_00264	Praj.g_00641
OG0001081	Syak.g_00327	Praj.g_00643
OG0001082	Syak.g_00328	Praj.g_00644
OG0001083	Syak.g_00336	Praj.g_00649
OG0001084	Syak.g_00337	Praj.g_00650
OG0001085	Syak.g_00354	Praj.g_00660
OG0001086	Syak.g_00356	Praj.g_00661
OG0001087	Syak.g_00691	Praj.g_00681
OG0001088	Syak.g_00694	Praj.g_00682
OG0001089	Syak.g_00722	Praj.g_00690
OG0001090	Syak.g_00806	Praj.g_00699
OG0001091	Syak.g_00804	Praj.g_00701
OG0001092	Syak.g_00801	Praj.g_00702
OG0001093	Syak.g_00794	Praj.g_00707
OG0001094	Syak.g_00428	Praj.g_00763
OG0001095	Syak.g_00448	Praj.g_00782
OG0001096	Syak.g_00623	Praj.g_00797
OG0001097	Syak.g_00598	Praj.g_00817
OG0001098	Syak.g_00578	Praj.g_00835
OG0001099	Syak.g_02175	Praj.g_00872
OG0001100	Syak.g_00365	Praj.g_00879
OG0001101	Syak.g_00367	Praj.g_00881
OG0001102	Syak.g_00370	Praj.g_00884
OG0001103	Syak.g_00372	Praj.g_00886
OG0001104	Syak.g_00410	Praj.g_00749
OG0001105	Syak.g_00414	Praj.g_00753
OG0001106	Syak.g_00518	Praj.g_00934
OG0001107	Syak.g_00505	Praj.g_00944
OG0001108	Syak.g_00497	Praj.g_00948
OG0001109	Syak.g_00495	Praj.g_00949
OG0001110	Syak.g_00493	Praj.g_00951
OG0001111	Syak.g_00491	Praj.g_00952
OG0001112	Syak.g_00489	Praj.g_00953
OG0001113	Syak.g_00406	Praj.g_00954
OG0001114	Syak.g_00488	Praj.g_00955
OG0001115	Syak.g_00484	Praj.g_00957
OG0001116	Syak.g_00482	Praj.g_00958
OG0001117	Syak.g_00481	Praj.g_00959
OG0001118	Syak.g_00480	Praj.g_00960
OG0001119	Syak.g_00478	Praj.g_00961
OG0001120	Syak.g_00474	Praj.g_00963
OG0001121	Syak.g_00114	Praj.g_01563
OG0001123	Syak.g_00650	Praj.g_00997
OG0001124	Syak.g_00652	Praj.g_00999
OG0001125	Syak.g_00654	Praj.g_01001
OG0001126	Syak.g_00757	Praj.g_01012
OG0001127	Syak.g_00756	Praj.g_01013
OG0001128	Syak.g_00753	Praj.g_01016
OG0001129	Syak.g_00751	Praj.g_01017
OG0001130	Syak.g_00750	Praj.g_01018
OG0001131	Syak.g_00389	Praj.g_00852
OG0001132	Syak.g_00120	Praj.g_01063
OG0001133	Syak.g_00014	Praj.g_01040
OG0001134	Syak.g_00273	Praj.g_01832
OG0001135	Syak.g_00274	Praj.g_01835
OG0001136	Syak.g_00901	Praj.g_01463
OG0001137	Syak.g_00876	Praj.g_01452
OG0001138	Syak.g_00839	Praj.g_01432
OG0001139	Syak.g_00837	Praj.g_01430
OG0001140	Syak.g_00836	Praj.g_01429
OG0001141	Syak.g_00835	Praj.g_01428
OG0001142	Syak.g_00834	Praj.g_01427
OG0001143	Syak.g_00826	Praj.g_01420
OG0001144	Syak.g_00815	Praj.g_01415
OG0001145	Syak.g_00922	Praj.g_01520
OG0001146	Syak.g_00943	Praj.g_01532
OG0001147	Syak.g_01113	Praj.g_01550
OG0001148	Syak.g_02563	Praj.g_01577
OG0001149	Syak.g_02562	Praj.g_01578
OG0001150	Syak.g_02561	Praj.g_01579
OG0001151	Syak.g_02548	Praj.g_01590
OG0001153	Syak.g_01084	Praj.g_01662
OG0001154	Syak.g_01085	Praj.g_01663
OG0001155	Syak.g_02480	Praj.g_01679
OG0001156	Syak.g_02477	Praj.g_01682
OG0001157	Syak.g_02476	Praj.g_01683
OG0001158	Syak.g_02475	Praj.g_01684
OG0001159	Syak.g_02474	Praj.g_01685
OG0001160	Syak.g_02437	Praj.g_01711
OG0001161	Syak.g_01906	Praj.g_01499
OG0001162	Syak.g_00959	Praj.g_01723
OG0001163	Syak.g_02429	Praj.g_01761
OG0001164	Syak.g_02423	Praj.g_01765
OG0001165	Syak.g_02418	Praj.g_01767
OG0001166	Syak.g_02394	Praj.g_01785
OG0001167	Syak.g_02366	Praj.g_01803
