Orthogroup	Syak	Pram
OG0000580	Syak.g_02735	Pram.g_00540
OG0000581	Syak.g_02742	Pram.g_00543
OG0000582	Syak.g_02748	Pram.g_00546
OG0000583	Syak.g_02749	Pram.g_00547
OG0000584	Syak.g_02750	Pram.g_00548
OG0000585	Syak.g_02753	Pram.g_00550
OG0000586	Syak.g_02754	Pram.g_00551
OG0000587	Syak.g_02756	Pram.g_00552
OG0000588	Syak.g_00004	Pram.g_00556
OG0000589	Syak.g_00008	Pram.g_00559
OG0000590	Syak.g_00009	Pram.g_00560
OG0000591	Syak.g_00017	Pram.g_00564
OG0000592	Syak.g_00018	Pram.g_00565
OG0000593	Syak.g_00031	Pram.g_01078
OG0000594	Syak.g_00032	Pram.g_01077
OG0000595	Syak.g_00033	Pram.g_01076
OG0000596	Syak.g_00038	Pram.g_01073
OG0000597	Syak.g_00041	Pram.g_01070
OG0000598	Syak.g_00042	Pram.g_01069
OG0000599	Syak.g_00045	Pram.g_01066
OG0000600	Syak.g_00046	Pram.g_01065
OG0000601	Syak.g_00047	Pram.g_01064
OG0000602	Syak.g_00053	Pram.g_01062
OG0000603	Syak.g_00054	Pram.g_01061
OG0000604	Syak.g_00056	Pram.g_01060
OG0000605	Syak.g_00259	Pram.g_01059
OG0000606	Syak.g_00326	Pram.g_01056
OG0000607	Syak.g_00329	Pram.g_01053
OG0000608	Syak.g_00330	Pram.g_01052
OG0000609	Syak.g_00332	Pram.g_01051
OG0000610	Syak.g_00347	Pram.g_01045
OG0000611	Syak.g_00350	Pram.g_01042
OG0000612	Syak.g_00351	Pram.g_01041
OG0000613	Syak.g_01525	Pram.g_00763
OG0000614	Syak.g_00705	Pram.g_00784
OG0000615	Syak.g_00393	Pram.g_00795
OG0000616	Syak.g_01810	Pram.g_01927
OG0000617	Syak.g_00799	Pram.g_01024
OG0000618	Syak.g_00798	Pram.g_01023
OG0000619	Syak.g_00797	Pram.g_01022
OG0000620	Syak.g_00779	Pram.g_01019
OG0000621	Syak.g_00780	Pram.g_01018
OG0000622	Syak.g_00781	Pram.g_01017
OG0000623	Syak.g_00782	Pram.g_01016
OG0000624	Syak.g_00784	Pram.g_01014
OG0000625	Syak.g_00785	Pram.g_01013
OG0000626	Syak.g_00786	Pram.g_01012
OG0000627	Syak.g_00561	Pram.g_01011
OG0000628	Syak.g_00560	Pram.g_01010
OG0000629	Syak.g_00556	Pram.g_01008
OG0000630	Syak.g_00552	Pram.g_01005
OG0000631	Syak.g_00545	Pram.g_00913
OG0000632	Syak.g_00544	Pram.g_00914
OG0000633	Syak.g_00542	Pram.g_00915
OG0000634	Syak.g_00430	Pram.g_00805
OG0000635	Syak.g_00431	Pram.g_00806
OG0000636	Syak.g_00433	Pram.g_00808
OG0000637	Syak.g_00435	Pram.g_00810
OG0000638	Syak.g_00436	Pram.g_00811
OG0000639	Syak.g_00437	Pram.g_00812
OG0000640	Syak.g_00438	Pram.g_00813
OG0000641	Syak.g_00442	Pram.g_00817
OG0000642	Syak.g_00443	Pram.g_00818
OG0000643	Syak.g_00444	Pram.g_00819
OG0000644	Syak.g_00445	Pram.g_00820
OG0000645	Syak.g_00447	Pram.g_00821
OG0000646	Syak.g_00450	Pram.g_00823
OG0000647	Syak.g_00452	Pram.g_00825
OG0000648	Syak.g_00456	Pram.g_00827
OG0000649	Syak.g_00457	Pram.g_00828
OG0000650	Syak.g_00458	Pram.g_00829
OG0000651	Syak.g_00459	Pram.g_00830
OG0000652	Syak.g_00460	Pram.g_00831
OG0000653	Syak.g_00462	Pram.g_00833
OG0000654	Syak.g_00625	Pram.g_00834
OG0000655	Syak.g_00624	Pram.g_00835
OG0000656	Syak.g_00621	Pram.g_00838
OG0000657	Syak.g_00609	Pram.g_00845
OG0000658	Syak.g_00606	Pram.g_00847
OG0000659	Syak.g_00605	Pram.g_00848
OG0000660	Syak.g_00601	Pram.g_00852
OG0000661	Syak.g_00599	Pram.g_00854
OG0000662	Syak.g_00597	Pram.g_00857
OG0000663	Syak.g_00594	Pram.g_00859
OG0000664	Syak.g_00593	Pram.g_00860
OG0000665	Syak.g_00086	Pram.g_00866
OG0000666	Syak.g_00078	Pram.g_00867
OG0000667	Syak.g_00340	Pram.g_00872
OG0000668	Syak.g_00643	Pram.g_00713
OG0000669	Syak.g_00363	Pram.g_00724
OG0000670	Syak.g_00366	Pram.g_00727
OG0000671	Syak.g_00368	Pram.g_00729
OG0000672	Syak.g_00371	Pram.g_00732
OG0000673	Syak.g_00374	Pram.g_00735
OG0000674	Syak.g_00376	Pram.g_00737
OG0000675	Syak.g_00377	Pram.g_00738
OG0000676	Syak.g_00379	Pram.g_00740
OG0000677	Syak.g_00380	Pram.g_00741
OG0000678	Syak.g_00386	Pram.g_00743
OG0000679	Syak.g_00397	Pram.g_00747
OG0000680	Syak.g_00398	Pram.g_00748
OG0000681	Syak.g_00401	Pram.g_00751
OG0000682	Syak.g_00402	Pram.g_00752
OG0000683	Syak.g_00403	Pram.g_00753
OG0000684	Syak.g_00409	Pram.g_00754
OG0000685	Syak.g_00411	Pram.g_00756
OG0000686	Syak.g_00412	Pram.g_00757
OG0000687	Syak.g_00413	Pram.g_00758
OG0000688	Syak.g_00418	Pram.g_01036
OG0000689	Syak.g_00421	Pram.g_01035
OG0000690	Syak.g_00422	Pram.g_01034
OG0000691	Syak.g_00423	Pram.g_01033
OG0000692	Syak.g_00424	Pram.g_01031
OG0000693	Syak.g_00426	Pram.g_01030
OG0000694	Syak.g_00427	Pram.g_01029
OG0000695	Syak.g_00540	Pram.g_00917
OG0000696	Syak.g_00539	Pram.g_00918
OG0000697	Syak.g_00538	Pram.g_00919
OG0000698	Syak.g_00535	Pram.g_00922
OG0000699	Syak.g_00534	Pram.g_00923
OG0000700	Syak.g_00533	Pram.g_00924
OG0000701	Syak.g_00532	Pram.g_00925
OG0000702	Syak.g_00522	Pram.g_00927
OG0000703	Syak.g_00521	Pram.g_00928
OG0000704	Syak.g_00519	Pram.g_00930
OG0000705	Syak.g_00511	Pram.g_00936
OG0000706	Syak.g_00510	Pram.g_00937
OG0000707	Syak.g_00509	Pram.g_00938
OG0000708	Syak.g_00506	Pram.g_00940
OG0000709	Syak.g_00498	Pram.g_00944
OG0000710	Syak.g_00494	Pram.g_00947
OG0000711	Syak.g_00466	Pram.g_00963
OG0000712	Syak.g_00464	Pram.g_00964
OG0000713	Syak.g_00463	Pram.g_00965
OG0000714	Syak.g_00629	Pram.g_00966
OG0000715	Syak.g_00631	Pram.g_00968
OG0000716	Syak.g_00635	Pram.g_00970
OG0000717	Syak.g_00636	Pram.g_00971
OG0000718	Syak.g_00640	Pram.g_00973
OG0000719	Syak.g_00642	Pram.g_00975
OG0000720	Syak.g_00655	Pram.g_00986
OG0000721	Syak.g_00657	Pram.g_00990
OG0000722	Syak.g_00658	Pram.g_00991
OG0000723	Syak.g_00790	Pram.g_00995
OG0000724	Syak.g_00749	Pram.g_00893
OG0000725	Syak.g_00731	Pram.g_00887
OG0000726	Syak.g_00730	Pram.g_00886
OG0000727	Syak.g_00729	Pram.g_00885
OG0000728	Syak.g_00727	Pram.g_00883
OG0000729	Syak.g_01683	Pram.g_01208
OG0000730	Syak.g_01248	Pram.g_01182
OG0000731	Syak.g_01237	Pram.g_00335
OG0000733	Syak.g_01905	Pram.g_01547
OG0000734	Syak.g_02184	Pram.g_01156
OG0000735	Syak.g_00914	Pram.g_01154
OG0000736	Syak.g_00913	Pram.g_01153
OG0000737	Syak.g_00912	Pram.g_01152
OG0000738	Syak.g_00907	Pram.g_01148
OG0000739	Syak.g_00906	Pram.g_01147
OG0000740	Syak.g_00905	Pram.g_01146
OG0000741	Syak.g_00902	Pram.g_01144
OG0000742	Syak.g_00899	Pram.g_01141
OG0000743	Syak.g_00897	Pram.g_01139
OG0000744	Syak.g_00896	Pram.g_01137
OG0000745	Syak.g_00894	Pram.g_01136
OG0000746	Syak.g_00892	Pram.g_01134
OG0000747	Syak.g_00891	Pram.g_01133
OG0000748	Syak.g_00875	Pram.g_01129
OG0000749	Syak.g_00874	Pram.g_01128
OG0000750	Syak.g_00873	Pram.g_01127
OG0000751	Syak.g_00862	Pram.g_01124
OG0000752	Syak.g_00860	Pram.g_01122
OG0000753	Syak.g_00857	Pram.g_01119
OG0000754	Syak.g_00852	Pram.g_01117
OG0000755	Syak.g_00841	Pram.g_01111
OG0000756	Syak.g_00840	Pram.g_01110
OG0000757	Syak.g_00833	Pram.g_01103
OG0000758	Syak.g_00832	Pram.g_01102
OG0000759	Syak.g_00831	Pram.g_01101
OG0000760	Syak.g_00830	Pram.g_01100
OG0000761	Syak.g_00829	Pram.g_01099
OG0000762	Syak.g_00827	Pram.g_01098
OG0000763	Syak.g_00825	Pram.g_01096
OG0000764	Syak.g_00824	Pram.g_01095
OG0000765	Syak.g_00669	Pram.g_01087
OG0000766	Syak.g_00670	Pram.g_01086
OG0000767	Syak.g_00672	Pram.g_01084
OG0000768	Syak.g_00673	Pram.g_01083
OG0000769	Syak.g_00675	Pram.g_01081
OG0000770	Syak.g_00678	Pram.g_00570
OG0000771	Syak.g_00755	Pram.g_01254
OG0000772	Syak.g_02048	Pram.g_01569
OG0000773	Syak.g_00921	Pram.g_01221
OG0000774	Syak.g_00926	Pram.g_01223
OG0000775	Syak.g_00929	Pram.g_01225
OG0000776	Syak.g_00930	Pram.g_01226
OG0000777	Syak.g_00931	Pram.g_01227
OG0000778	Syak.g_00932	Pram.g_01228
OG0000779	Syak.g_00938	Pram.g_01232
OG0000780	Syak.g_00942	Pram.g_01233
OG0000781	Syak.g_00946	Pram.g_01236
OG0000782	Syak.g_00947	Pram.g_01237
OG0000783	Syak.g_00948	Pram.g_01238
OG0000784	Syak.g_00949	Pram.g_01239
OG0000785	Syak.g_00951	Pram.g_01241
OG0000786	Syak.g_00956	Pram.g_01244
OG0000787	Syak.g_00957	Pram.g_01245
OG0000788	Syak.g_00048	Pram.g_01271
OG0000789	Syak.g_00085	Pram.g_01281
OG0000790	Syak.g_02560	Pram.g_01463
OG0000791	Syak.g_02558	Pram.g_01461
OG0000792	Syak.g_02557	Pram.g_01460
OG0000793	Syak.g_02552	Pram.g_01456
OG0000794	Syak.g_02551	Pram.g_01455
OG0000795	Syak.g_02550	Pram.g_01454
OG0000796	Syak.g_02547	Pram.g_01450
OG0000797	Syak.g_02546	Pram.g_01449
OG0000798	Syak.g_01456	Pram.g_01444
OG0000799	Syak.g_00981	Pram.g_01398
OG0000800	Syak.g_00989	Pram.g_01397
OG0000801	Syak.g_00990	Pram.g_01396
OG0000802	Syak.g_00995	Pram.g_01394
OG0000803	Syak.g_01021	Pram.g_01392
OG0000804	Syak.g_01026	Pram.g_01391
OG0000805	Syak.g_01029	Pram.g_01389
OG0000806	Syak.g_01031	Pram.g_01387
OG0000807	Syak.g_01033	Pram.g_01386
OG0000808	Syak.g_01034	Pram.g_01385
OG0000809	Syak.g_01038	Pram.g_01383
OG0000810	Syak.g_01039	Pram.g_01382
OG0000811	Syak.g_01045	Pram.g_01375
OG0000812	Syak.g_01047	Pram.g_01373
OG0000813	Syak.g_01048	Pram.g_01372
OG0000814	Syak.g_01051	Pram.g_01370
OG0000815	Syak.g_01053	Pram.g_01369
OG0000816	Syak.g_01055	Pram.g_01367
OG0000817	Syak.g_01056	Pram.g_01366
OG0000818	Syak.g_01060	Pram.g_01361
OG0000819	Syak.g_01064	Pram.g_01360
OG0000820	Syak.g_01065	Pram.g_01359
OG0000821	Syak.g_01071	Pram.g_01355
OG0000822	Syak.g_01073	Pram.g_01354
OG0000823	Syak.g_01074	Pram.g_01353
OG0000824	Syak.g_01080	Pram.g_01350
OG0000825	Syak.g_01081	Pram.g_01349
OG0000826	Syak.g_01082	Pram.g_01348
OG0000827	Syak.g_01083	Pram.g_01347
OG0000828	Syak.g_01086	Pram.g_01344
OG0000829	Syak.g_01087	Pram.g_01343
OG0000830	Syak.g_01088	Pram.g_01342
OG0000831	Syak.g_01091	Pram.g_01340
OG0000832	Syak.g_02482	Pram.g_01330
OG0000833	Syak.g_02473	Pram.g_01321
OG0000834	Syak.g_02470	Pram.g_01320
OG0000835	Syak.g_02469	Pram.g_01319
OG0000836	Syak.g_02466	Pram.g_01318
OG0000837	Syak.g_02465	Pram.g_01317
OG0000838	Syak.g_02461	Pram.g_01314
OG0000839	Syak.g_02460	Pram.g_01313
OG0000840	Syak.g_02459	Pram.g_01312
OG0000841	Syak.g_02458	Pram.g_01311
OG0000842	Syak.g_02457	Pram.g_01310
OG0000843	Syak.g_02456	Pram.g_01309
OG0000844	Syak.g_02454	Pram.g_01308
OG0000845	Syak.g_02453	Pram.g_01307
OG0000846	Syak.g_02452	Pram.g_01306
OG0000847	Syak.g_02451	Pram.g_01305
OG0000848	Syak.g_02449	Pram.g_01304
OG0000849	Syak.g_02448	Pram.g_01303
OG0000850	Syak.g_02445	Pram.g_01301
OG0000851	Syak.g_02440	Pram.g_01300
OG0000852	Syak.g_02439	Pram.g_01299
OG0000853	Syak.g_02435	Pram.g_01294
OG0000854	Syak.g_02433	Pram.g_01292
OG0000855	Syak.g_02432	Pram.g_01291
OG0000856	Syak.g_00021	Pram.g_00567
OG0000857	Syak.g_00451	Pram.g_00824
OG0000858	Syak.g_02426	Pram.g_01625
OG0000859	Syak.g_02425	Pram.g_01626
OG0000860	Syak.g_02414	Pram.g_01634
OG0000861	Syak.g_02413	Pram.g_01635
OG0000862	Syak.g_02412	Pram.g_01636
OG0000863	Syak.g_02409	Pram.g_01638
OG0000864	Syak.g_02408	Pram.g_01639
OG0000865	Syak.g_02407	Pram.g_01640
OG0000866	Syak.g_02406	Pram.g_01641
OG0000867	Syak.g_02405	Pram.g_01642
OG0000868	Syak.g_02402	Pram.g_01644
OG0000869	Syak.g_02398	Pram.g_01647
OG0000870	Syak.g_02393	Pram.g_01652
OG0000871	Syak.g_02392	Pram.g_01653
OG0000872	Syak.g_02386	Pram.g_01654
OG0000873	Syak.g_02383	Pram.g_01657
OG0000874	Syak.g_02379	Pram.g_01660
OG0000875	Syak.g_02377	Pram.g_01662
OG0000876	Syak.g_02375	Pram.g_01663
OG0000877	Syak.g_02372	Pram.g_01665
OG0000878	Syak.g_02371	Pram.g_01666
OG0000879	Syak.g_02370	Pram.g_01667
OG0000880	Syak.g_02369	Pram.g_01668
OG0000881	Syak.g_02363	Pram.g_01672
OG0000882	Syak.g_02358	Pram.g_01677
OG0000883	Syak.g_02355	Pram.g_01679
OG0000884	Syak.g_02353	Pram.g_01681
OG0000885	Syak.g_02352	Pram.g_01682
OG0000886	Syak.g_02351	Pram.g_01683
OG0000887	Syak.g_02350	Pram.g_01684
OG0000888	Syak.g_02348	Pram.g_01686
OG0000889	Syak.g_02346	Pram.g_01688
OG0000890	Syak.g_02334	Pram.g_01689
OG0000891	Syak.g_02333	Pram.g_01690
OG0000892	Syak.g_02329	Pram.g_01691
OG0000893	Syak.g_01393	Pram.g_01695
OG0000894	Syak.g_01390	Pram.g_01698
OG0000895	Syak.g_01386	Pram.g_01702
OG0000896	Syak.g_01385	Pram.g_01703
OG0000897	Syak.g_01383	Pram.g_01705
OG0000898	Syak.g_01382	Pram.g_01706
OG0000899	Syak.g_01381	Pram.g_01707
OG0000900	Syak.g_01380	Pram.g_01708
OG0000901	Syak.g_01375	Pram.g_01711
OG0000902	Syak.g_01368	Pram.g_01713
OG0000903	Syak.g_01353	Pram.g_01717
OG0000904	Syak.g_01358	Pram.g_01722
OG0000905	Syak.g_01363	Pram.g_01715
OG0000906	Syak.g_01366	Pram.g_01714
OG0000907	Syak.g_01351	Pram.g_01727
OG0000908	Syak.g_01348	Pram.g_01730
OG0000909	Syak.g_01347	Pram.g_01731
OG0000910	Syak.g_01346	Pram.g_01732
OG0000911	Syak.g_01344	Pram.g_01734
OG0000912	Syak.g_01343	Pram.g_01735
OG0000913	Syak.g_01342	Pram.g_01736
OG0000914	Syak.g_01341	Pram.g_01737
OG0000915	Syak.g_01339	Pram.g_01738
OG0000916	Syak.g_01338	Pram.g_01739
OG0000917	Syak.g_01337	Pram.g_01740
OG0000918	Syak.g_01336	Pram.g_01741
OG0000919	Syak.g_01335	Pram.g_01742
OG0000920	Syak.g_01334	Pram.g_01743
OG0000921	Syak.g_01333	Pram.g_01744
OG0000922	Syak.g_01332	Pram.g_01745
OG0000923	Syak.g_01328	Pram.g_01749
OG0000924	Syak.g_01327	Pram.g_01750
OG0000925	Syak.g_01326	Pram.g_01751
OG0000926	Syak.g_01325	Pram.g_01752
OG0000927	Syak.g_01323	Pram.g_01754
OG0000928	Syak.g_01322	Pram.g_01755
OG0000929	Syak.g_01321	Pram.g_01756
OG0000930	Syak.g_01320	Pram.g_01757
OG0000931	Syak.g_01319	Pram.g_01758
OG0000932	Syak.g_01318	Pram.g_01759
OG0000933	Syak.g_01312	Pram.g_01763
OG0000934	Syak.g_01310	Pram.g_01765
OG0000935	Syak.g_01309	Pram.g_01766
OG0000936	Syak.g_01308	Pram.g_01767
OG0000937	Syak.g_01307	Pram.g_01768
OG0000938	Syak.g_01304	Pram.g_01771
OG0000939	Syak.g_01303	Pram.g_01772
OG0000940	Syak.g_01297	Pram.g_01779
OG0000941	Syak.g_01295	Pram.g_01781
OG0000942	Syak.g_01293	Pram.g_01783
OG0000943	Syak.g_01292	Pram.g_01784
OG0000944	Syak.g_01290	Pram.g_01786
OG0000945	Syak.g_01288	Pram.g_01787
OG0000946	Syak.g_01283	Pram.g_01793
OG0000947	Syak.g_01280	Pram.g_01795
OG0000948	Syak.g_01279	Pram.g_01796
OG0000949	Syak.g_01551	Pram.g_01799
OG0000950	Syak.g_01562	Pram.g_01806
OG0000951	Syak.g_01569	Pram.g_01810
OG0000952	Syak.g_01574	Pram.g_01814
OG0000953	Syak.g_01627	Pram.g_01818
OG0000954	Syak.g_01633	Pram.g_01822
OG0000955	Syak.g_01634	Pram.g_01823
OG0000956	Syak.g_01636	Pram.g_01825
OG0000957	Syak.g_01648	Pram.g_01831
OG0000958	Syak.g_01649	Pram.g_01832
OG0000959	Syak.g_01653	Pram.g_01836
OG0000960	Syak.g_01654	Pram.g_01837
OG0000961	Syak.g_01679	Pram.g_01840
OG0000962	Syak.g_01682	Pram.g_01842
OG0000963	Syak.g_01687	Pram.g_01846
OG0000964	Syak.g_01688	Pram.g_01847
OG0000965	Syak.g_01689	Pram.g_01848
OG0000966	Syak.g_01711	Pram.g_01854
OG0000967	Syak.g_01715	Pram.g_01858
OG0000968	Syak.g_01719	Pram.g_01860
OG0000969	Syak.g_01721	Pram.g_01861
OG0000970	Syak.g_01722	Pram.g_01862
OG0000971	Syak.g_01724	Pram.g_01863
OG0000972	Syak.g_01725	Pram.g_01864
OG0000973	Syak.g_01726	Pram.g_01865
OG0000974	Syak.g_01727	Pram.g_01866
OG0000975	Syak.g_01728	Pram.g_01867
OG0000976	Syak.g_01729	Pram.g_01868
OG0000977	Syak.g_01731	Pram.g_01869
OG0000978	Syak.g_01732	Pram.g_01870
OG0000979	Syak.g_01735	Pram.g_01873
OG0000980	Syak.g_01738	Pram.g_01875
OG0000981	Syak.g_01741	Pram.g_01878
OG0000982	Syak.g_01941	Pram.g_01880
OG0000983	Syak.g_01940	Pram.g_01881
OG0000984	Syak.g_01939	Pram.g_01882
OG0000985	Syak.g_01935	Pram.g_01885
OG0000986	Syak.g_01933	Pram.g_01887
OG0000987	Syak.g_01931	Pram.g_01888
OG0000988	Syak.g_01925	Pram.g_01891
OG0000989	Syak.g_01912	Pram.g_01895
OG0000990	Syak.g_01900	Pram.g_01900
OG0000991	Syak.g_01896	Pram.g_01901
OG0000992	Syak.g_01893	Pram.g_01904
OG0000993	Syak.g_01892	Pram.g_01905
OG0000994	Syak.g_01889	Pram.g_01906
OG0000995	Syak.g_01880	Pram.g_01910
OG0000996	Syak.g_01839	Pram.g_01911
OG0000997	Syak.g_01828	Pram.g_01913
OG0000998	Syak.g_01826	Pram.g_01915
OG0000999	Syak.g_01825	Pram.g_01916
OG0001000	Syak.g_01821	Pram.g_01919
OG0001001	Syak.g_01814	Pram.g_01924
OG0001002	Syak.g_01807	Pram.g_01929
OG0001003	Syak.g_01806	Pram.g_01930
OG0001004	Syak.g_01805	Pram.g_01931
OG0001005	Syak.g_01804	Pram.g_01932
OG0001006	Syak.g_01797	Pram.g_01936
OG0001007	Syak.g_01795	Pram.g_01938
OG0001008	Syak.g_01190	Pram.g_00372
OG0001009	Syak.g_01762	Pram.g_00014
OG0001010	Syak.g_01761	Pram.g_00015
OG0001011	Syak.g_01759	Pram.g_00016
OG0001012	Syak.g_01946	Pram.g_00028
OG0001013	Syak.g_01969	Pram.g_00035
OG0001014	Syak.g_01975	Pram.g_00038
OG0001015	Syak.g_01976	Pram.g_00039
OG0001016	Syak.g_02250	Pram.g_00058
OG0001017	Syak.g_02244	Pram.g_00062
OG0001018	Syak.g_02242	Pram.g_00064
OG0001019	Syak.g_02218	Pram.g_00073
OG0001020	Syak.g_02214	Pram.g_00074
OG0001021	Syak.g_02210	Pram.g_00075
OG0001022	Syak.g_02205	Pram.g_00078
OG0001023	Syak.g_02204	Pram.g_00079
OG0001024	Syak.g_02201	Pram.g_00082
OG0001025	Syak.g_02195	Pram.g_00089
OG0001026	Syak.g_02182	Pram.g_00097
OG0001027	Syak.g_02178	Pram.g_00098
OG0001028	Syak.g_02176	Pram.g_00100
OG0001029	Syak.g_02174	Pram.g_00101
OG0001030	Syak.g_02153	Pram.g_00117
OG0001031	Syak.g_02079	Pram.g_00171
OG0001032	Syak.g_02077	Pram.g_00172
OG0001033	Syak.g_02037	Pram.g_00193
OG0001034	Syak.g_02305	Pram.g_00223
OG0001035	Syak.g_01422	Pram.g_00243
OG0001036	Syak.g_01427	Pram.g_00247
OG0001037	Syak.g_01429	Pram.g_00248
OG0001038	Syak.g_01457	Pram.g_00266
OG0001039	Syak.g_01460	Pram.g_00269
OG0001040	Syak.g_01463	Pram.g_00271
OG0001041	Syak.g_01468	Pram.g_00276
OG0001042	Syak.g_01500	Pram.g_00293
OG0001043	Syak.g_01504	Pram.g_00294
OG0001044	Syak.g_01247	Pram.g_00327
OG0001045	Syak.g_01234	Pram.g_00337
OG0001046	Syak.g_00479	Pram.g_01537
OG0001047	Syak.g_01188	Pram.g_00374
OG0001048	Syak.g_01187	Pram.g_00375
OG0001049	Syak.g_01184	Pram.g_00377
OG0001050	Syak.g_01183	Pram.g_00378
OG0001051	Syak.g_01182	Pram.g_00379
OG0001052	Syak.g_01122	Pram.g_00407
OG0001053	Syak.g_02577	Pram.g_00419
OG0001054	Syak.g_02596	Pram.g_00434
OG0001055	Syak.g_02617	Pram.g_00454
OG0001056	Syak.g_02645	Pram.g_00474
OG0001057	Syak.g_00964	Pram.g_00478
OG0001058	Syak.g_02668	Pram.g_00486
OG0001060	Syak.g_02677	Pram.g_00497
OG0001061	Syak.g_02697	Pram.g_00512
OG0001062	Syak.g_02699	Pram.g_00514
OG0001063	Syak.g_02704	Pram.g_00516
OG0001064	Syak.g_02705	Pram.g_00517
OG0001065	Syak.g_02706	Pram.g_00518
OG0001066	Syak.g_02707	Pram.g_00519
OG0001067	Syak.g_02708	Pram.g_00520
OG0001068	Syak.g_02709	Pram.g_00521
OG0001069	Syak.g_02710	Pram.g_00522
OG0001070	Syak.g_02714	Pram.g_00524
OG0001071	Syak.g_02715	Pram.g_00525
OG0001072	Syak.g_02721	Pram.g_00527
OG0001073	Syak.g_02736	Pram.g_00541
OG0001074	Syak.g_00098	Pram.g_00553
OG0001075	Syak.g_02760	Pram.g_00554
OG0001076	Syak.g_00011	Pram.g_00562
OG0001077	Syak.g_00024	Pram.g_00568
OG0001078	Syak.g_00036	Pram.g_01074
OG0001079	Syak.g_00049	Pram.g_01063
OG0001080	Syak.g_00264	Pram.g_01057
OG0001081	Syak.g_00327	Pram.g_01055
OG0001082	Syak.g_00328	Pram.g_01054
OG0001083	Syak.g_00336	Pram.g_01049
OG0001084	Syak.g_00337	Pram.g_01048
OG0001085	Syak.g_00354	Pram.g_00760
OG0001086	Syak.g_00356	Pram.g_00761
OG0001087	Syak.g_00691	Pram.g_00779
OG0001088	Syak.g_00694	Pram.g_00780
OG0001089	Syak.g_00722	Pram.g_00791
OG0001090	Syak.g_00806	Pram.g_00802
OG0001091	Syak.g_00804	Pram.g_01027
OG0001092	Syak.g_00801	Pram.g_01026
OG0001093	Syak.g_00794	Pram.g_01021
OG0001094	Syak.g_00428	Pram.g_01028
OG0001095	Syak.g_00448	Pram.g_00822
OG0001096	Syak.g_00623	Pram.g_00836
OG0001097	Syak.g_00598	Pram.g_00855
OG0001098	Syak.g_00578	Pram.g_00876
OG0001099	Syak.g_02175	Pram.g_00717
OG0001100	Syak.g_00365	Pram.g_00726
OG0001101	Syak.g_00367	Pram.g_00728
OG0001102	Syak.g_00370	Pram.g_00731
OG0001103	Syak.g_00372	Pram.g_00733
OG0001104	Syak.g_00410	Pram.g_00755
OG0001105	Syak.g_00414	Pram.g_00759
OG0001106	Syak.g_00518	Pram.g_00931
OG0001107	Syak.g_00505	Pram.g_00941
OG0001108	Syak.g_00497	Pram.g_00945
OG0001109	Syak.g_00495	Pram.g_00946
OG0001110	Syak.g_00493	Pram.g_00948
OG0001111	Syak.g_00491	Pram.g_00949
OG0001112	Syak.g_00489	Pram.g_00950
OG0001113	Syak.g_00406	Pram.g_00951
OG0001114	Syak.g_00488	Pram.g_00952
OG0001115	Syak.g_00484	Pram.g_00954
OG0001116	Syak.g_00482	Pram.g_00955
OG0001117	Syak.g_00481	Pram.g_00956
OG0001118	Syak.g_00480	Pram.g_00957
OG0001119	Syak.g_00478	Pram.g_00958
OG0001120	Syak.g_00474	Pram.g_00959
OG0001123	Syak.g_00650	Pram.g_00981
OG0001124	Syak.g_00652	Pram.g_00983
OG0001125	Syak.g_00654	Pram.g_00985
OG0001126	Syak.g_00757	Pram.g_00899
OG0001127	Syak.g_00756	Pram.g_00898
OG0001128	Syak.g_00753	Pram.g_00896
OG0001129	Syak.g_00751	Pram.g_00895
OG0001130	Syak.g_00750	Pram.g_00894
OG0001131	Syak.g_00389	Pram.g_00356
OG0001132	Syak.g_00120	Pram.g_00683
OG0001133	Syak.g_00014	Pram.g_01469
OG0001134	Syak.g_00273	Pram.g_01546
OG0001135	Syak.g_00274	Pram.g_01549
OG0001136	Syak.g_00901	Pram.g_01143
OG0001137	Syak.g_00876	Pram.g_01130
OG0001138	Syak.g_00839	Pram.g_01109
OG0001139	Syak.g_00837	Pram.g_01107
OG0001140	Syak.g_00836	Pram.g_01106
OG0001141	Syak.g_00835	Pram.g_01105
OG0001142	Syak.g_00834	Pram.g_01104
OG0001143	Syak.g_00826	Pram.g_01097
OG0001144	Syak.g_00815	Pram.g_01092
OG0001145	Syak.g_00922	Pram.g_01222
OG0001146	Syak.g_00943	Pram.g_01234
OG0001147	Syak.g_01113	Pram.g_01475
OG0001148	Syak.g_02563	Pram.g_01466
OG0001149	Syak.g_02562	Pram.g_01465
OG0001150	Syak.g_02561	Pram.g_01464
OG0001151	Syak.g_02548	Pram.g_01452
OG0001153	Syak.g_01084	Pram.g_01346
OG0001154	Syak.g_01085	Pram.g_01345
OG0001155	Syak.g_02480	Pram.g_01328
OG0001156	Syak.g_02477	Pram.g_01325
OG0001157	Syak.g_02476	Pram.g_01324
OG0001158	Syak.g_02475	Pram.g_01323
OG0001159	Syak.g_02474	Pram.g_01322
OG0001160	Syak.g_02437	Pram.g_01296
OG0001161	Syak.g_01906	Pram.g_01577
OG0001162	Syak.g_00959	Pram.g_01590
OG0001163	Syak.g_02429	Pram.g_01624
OG0001164	Syak.g_02423	Pram.g_01627
OG0001165	Syak.g_02418	Pram.g_01630
OG0001166	Syak.g_02394	Pram.g_01651
