Orthogroup	Syak	Prbe
OG0000558	Syak.g_02666	Prbe.g_00588
OG0000559	Syak.g_02670	Prbe.g_00584
OG0000560	Syak.g_02672	Prbe.g_00581
OG0000561	Syak.g_02673	Prbe.g_00580
OG0000562	Syak.g_02674	Prbe.g_00579
OG0000563	Syak.g_02675	Prbe.g_00578
OG0000564	Syak.g_02676	Prbe.g_00577
OG0000565	Syak.g_02679	Prbe.g_00575
OG0000566	Syak.g_02683	Prbe.g_00571
OG0000567	Syak.g_02687	Prbe.g_00567
OG0000568	Syak.g_02690	Prbe.g_00566
OG0000569	Syak.g_02691	Prbe.g_00565
OG0000570	Syak.g_02692	Prbe.g_00564
OG0000571	Syak.g_02696	Prbe.g_00562
OG0000572	Syak.g_02713	Prbe.g_00548
OG0000573	Syak.g_02723	Prbe.g_00542
OG0000574	Syak.g_02724	Prbe.g_00541
OG0000575	Syak.g_02729	Prbe.g_00537
OG0000576	Syak.g_02731	Prbe.g_00535
OG0000577	Syak.g_02732	Prbe.g_00534
OG0000578	Syak.g_02733	Prbe.g_00533
OG0000579	Syak.g_02734	Prbe.g_00532
OG0000580	Syak.g_02735	Prbe.g_00531
OG0000581	Syak.g_02742	Prbe.g_00528
OG0000582	Syak.g_02748	Prbe.g_00525
OG0000583	Syak.g_02749	Prbe.g_00524
OG0000584	Syak.g_02750	Prbe.g_00523
OG0000585	Syak.g_02753	Prbe.g_00521
OG0000586	Syak.g_02754	Prbe.g_00520
OG0000587	Syak.g_02756	Prbe.g_00519
OG0000588	Syak.g_00004	Prbe.g_00515
OG0000589	Syak.g_00008	Prbe.g_00513
OG0000590	Syak.g_00009	Prbe.g_00512
OG0000591	Syak.g_00017	Prbe.g_00508
OG0000592	Syak.g_00018	Prbe.g_00507
OG0000593	Syak.g_00031	Prbe.g_01488
OG0000594	Syak.g_00032	Prbe.g_01487
OG0000595	Syak.g_00033	Prbe.g_01486
OG0000596	Syak.g_00038	Prbe.g_01482
OG0000597	Syak.g_00041	Prbe.g_01479
OG0000598	Syak.g_00042	Prbe.g_01478
OG0000599	Syak.g_00045	Prbe.g_01475
OG0000600	Syak.g_00046	Prbe.g_01474
OG0000601	Syak.g_00047	Prbe.g_01473
OG0000602	Syak.g_00053	Prbe.g_01471
OG0000603	Syak.g_00054	Prbe.g_01470
OG0000604	Syak.g_00056	Prbe.g_01469
OG0000605	Syak.g_00259	Prbe.g_01468
OG0000606	Syak.g_00326	Prbe.g_01465
OG0000607	Syak.g_00329	Prbe.g_01462
OG0000608	Syak.g_00330	Prbe.g_01461
OG0000609	Syak.g_00332	Prbe.g_01460
OG0000610	Syak.g_00347	Prbe.g_01454
OG0000611	Syak.g_00350	Prbe.g_01451
OG0000612	Syak.g_00351	Prbe.g_01450
OG0000613	Syak.g_01525	Prbe.g_00447
OG0000614	Syak.g_00705	Prbe.g_00468
OG0000615	Syak.g_00393	Prbe.g_01209
OG0000616	Syak.g_01810	Prbe.g_01197
OG0000617	Syak.g_00799	Prbe.g_01434
OG0000618	Syak.g_00798	Prbe.g_01433
OG0000619	Syak.g_00797	Prbe.g_01432
OG0000620	Syak.g_00779	Prbe.g_01429
OG0000621	Syak.g_00780	Prbe.g_01428
OG0000622	Syak.g_00781	Prbe.g_01427
OG0000623	Syak.g_00782	Prbe.g_01426
OG0000624	Syak.g_00784	Prbe.g_01424
OG0000625	Syak.g_00785	Prbe.g_01423
OG0000626	Syak.g_00786	Prbe.g_01422
OG0000627	Syak.g_00561	Prbe.g_01421
OG0000628	Syak.g_00560	Prbe.g_01420
OG0000629	Syak.g_00556	Prbe.g_01419
OG0000630	Syak.g_00552	Prbe.g_01416
OG0000631	Syak.g_00545	Prbe.g_01323
OG0000632	Syak.g_00544	Prbe.g_01324
OG0000633	Syak.g_00542	Prbe.g_01325
OG0000634	Syak.g_00430	Prbe.g_01218
OG0000635	Syak.g_00431	Prbe.g_01219
OG0000636	Syak.g_00433	Prbe.g_01221
OG0000637	Syak.g_00435	Prbe.g_01223
OG0000638	Syak.g_00436	Prbe.g_01224
OG0000639	Syak.g_00437	Prbe.g_01225
OG0000640	Syak.g_00438	Prbe.g_01226
OG0000641	Syak.g_00442	Prbe.g_01230
OG0000642	Syak.g_00443	Prbe.g_01231
OG0000643	Syak.g_00444	Prbe.g_01232
OG0000644	Syak.g_00445	Prbe.g_01233
OG0000645	Syak.g_00447	Prbe.g_01234
OG0000646	Syak.g_00450	Prbe.g_01236
OG0000647	Syak.g_00452	Prbe.g_01238
OG0000648	Syak.g_00456	Prbe.g_01240
OG0000649	Syak.g_00457	Prbe.g_01241
OG0000650	Syak.g_00458	Prbe.g_01242
OG0000651	Syak.g_00459	Prbe.g_01243
OG0000652	Syak.g_00460	Prbe.g_01244
OG0000653	Syak.g_00462	Prbe.g_01246
OG0000654	Syak.g_00625	Prbe.g_01247
OG0000655	Syak.g_00624	Prbe.g_01248
OG0000656	Syak.g_00621	Prbe.g_01251
OG0000657	Syak.g_00609	Prbe.g_01259
OG0000658	Syak.g_00606	Prbe.g_01261
OG0000659	Syak.g_00605	Prbe.g_01262
OG0000660	Syak.g_00601	Prbe.g_01266
OG0000661	Syak.g_00599	Prbe.g_01268
OG0000662	Syak.g_00597	Prbe.g_01270
OG0000663	Syak.g_00594	Prbe.g_01272
OG0000664	Syak.g_00593	Prbe.g_01273
OG0000665	Syak.g_00086	Prbe.g_01279
OG0000666	Syak.g_00078	Prbe.g_01280
OG0000667	Syak.g_00340	Prbe.g_01284
OG0000668	Syak.g_00643	Prbe.g_00105
OG0000669	Syak.g_00363	Prbe.g_00406
OG0000670	Syak.g_00366	Prbe.g_00409
OG0000671	Syak.g_00368	Prbe.g_00412
OG0000672	Syak.g_00371	Prbe.g_00415
OG0000673	Syak.g_00374	Prbe.g_00418
OG0000674	Syak.g_00376	Prbe.g_00420
OG0000675	Syak.g_00377	Prbe.g_00421
OG0000676	Syak.g_00379	Prbe.g_00423
OG0000677	Syak.g_00380	Prbe.g_00424
OG0000678	Syak.g_00386	Prbe.g_00426
OG0000679	Syak.g_00397	Prbe.g_00430
OG0000680	Syak.g_00398	Prbe.g_00431
OG0000681	Syak.g_00401	Prbe.g_00434
OG0000682	Syak.g_00402	Prbe.g_00435
OG0000683	Syak.g_00403	Prbe.g_00436
OG0000684	Syak.g_00409	Prbe.g_00438
OG0000685	Syak.g_00411	Prbe.g_00440
OG0000686	Syak.g_00412	Prbe.g_00441
OG0000687	Syak.g_00413	Prbe.g_00442
OG0000688	Syak.g_00418	Prbe.g_01446
OG0000689	Syak.g_00421	Prbe.g_01445
OG0000690	Syak.g_00422	Prbe.g_01444
OG0000691	Syak.g_00423	Prbe.g_01443
OG0000692	Syak.g_00424	Prbe.g_01441
OG0000693	Syak.g_00426	Prbe.g_01440
OG0000694	Syak.g_00427	Prbe.g_01439
OG0000695	Syak.g_00540	Prbe.g_01327
OG0000696	Syak.g_00539	Prbe.g_01328
OG0000697	Syak.g_00538	Prbe.g_01329
OG0000698	Syak.g_00535	Prbe.g_01332
OG0000699	Syak.g_00534	Prbe.g_01333
OG0000700	Syak.g_00533	Prbe.g_01334
OG0000701	Syak.g_00532	Prbe.g_01335
OG0000702	Syak.g_00522	Prbe.g_01337
OG0000703	Syak.g_00521	Prbe.g_01338
OG0000704	Syak.g_00519	Prbe.g_01340
OG0000705	Syak.g_00511	Prbe.g_01343
OG0000706	Syak.g_00510	Prbe.g_01344
OG0000707	Syak.g_00509	Prbe.g_01345
OG0000708	Syak.g_00506	Prbe.g_01347
OG0000709	Syak.g_00498	Prbe.g_01351
OG0000710	Syak.g_00494	Prbe.g_01354
OG0000711	Syak.g_00466	Prbe.g_01372
OG0000712	Syak.g_00464	Prbe.g_01373
OG0000713	Syak.g_00463	Prbe.g_01374
OG0000714	Syak.g_00629	Prbe.g_01375
OG0000715	Syak.g_00631	Prbe.g_01377
OG0000716	Syak.g_00635	Prbe.g_01379
OG0000717	Syak.g_00636	Prbe.g_01380
OG0000718	Syak.g_00640	Prbe.g_01384
OG0000719	Syak.g_00642	Prbe.g_01386
OG0000720	Syak.g_00655	Prbe.g_01398
OG0000721	Syak.g_00657	Prbe.g_01402
OG0000722	Syak.g_00658	Prbe.g_01403
OG0000723	Syak.g_00790	Prbe.g_01407
OG0000724	Syak.g_00749	Prbe.g_01302
OG0000725	Syak.g_00731	Prbe.g_01296
OG0000726	Syak.g_00730	Prbe.g_01295
OG0000727	Syak.g_00729	Prbe.g_01294
OG0000728	Syak.g_00727	Prbe.g_01292
OG0000729	Syak.g_01683	Prbe.g_00915
OG0000730	Syak.g_01248	Prbe.g_01591
OG0000731	Syak.g_01237	Prbe.g_01898
OG0000732	Syak.g_01739	Prbe.g_01148
OG0000733	Syak.g_01905	Prbe.g_00042
OG0000734	Syak.g_02184	Prbe.g_01565
OG0000735	Syak.g_00914	Prbe.g_01563
OG0000736	Syak.g_00913	Prbe.g_01562
OG0000737	Syak.g_00912	Prbe.g_01561
OG0000738	Syak.g_00907	Prbe.g_01557
OG0000739	Syak.g_00906	Prbe.g_01556
OG0000740	Syak.g_00905	Prbe.g_01555
OG0000741	Syak.g_00902	Prbe.g_01553
OG0000742	Syak.g_00899	Prbe.g_01550
OG0000743	Syak.g_00897	Prbe.g_01548
OG0000744	Syak.g_00896	Prbe.g_01547
OG0000745	Syak.g_00894	Prbe.g_01546
OG0000746	Syak.g_00892	Prbe.g_01544
OG0000747	Syak.g_00891	Prbe.g_01543
OG0000748	Syak.g_00875	Prbe.g_01539
OG0000749	Syak.g_00874	Prbe.g_01538
OG0000750	Syak.g_00873	Prbe.g_01537
OG0000751	Syak.g_00862	Prbe.g_01534
OG0000752	Syak.g_00860	Prbe.g_01532
OG0000753	Syak.g_00857	Prbe.g_01530
OG0000754	Syak.g_00852	Prbe.g_01527
OG0000755	Syak.g_00841	Prbe.g_01521
OG0000756	Syak.g_00840	Prbe.g_01520
OG0000757	Syak.g_00833	Prbe.g_01513
OG0000758	Syak.g_00832	Prbe.g_01512
OG0000759	Syak.g_00831	Prbe.g_01511
OG0000760	Syak.g_00830	Prbe.g_01510
OG0000761	Syak.g_00829	Prbe.g_01509
OG0000762	Syak.g_00827	Prbe.g_01508
OG0000763	Syak.g_00825	Prbe.g_01506
OG0000764	Syak.g_00824	Prbe.g_01505
OG0000765	Syak.g_00669	Prbe.g_01497
OG0000766	Syak.g_00670	Prbe.g_01496
OG0000767	Syak.g_00672	Prbe.g_01494
OG0000768	Syak.g_00673	Prbe.g_01493
OG0000769	Syak.g_00675	Prbe.g_01491
OG0000770	Syak.g_00678	Prbe.g_00502
OG0000771	Syak.g_00755	Prbe.g_00215
OG0000772	Syak.g_02048	Prbe.g_01128
OG0000773	Syak.g_00921	Prbe.g_00902
OG0000774	Syak.g_00926	Prbe.g_00900
OG0000775	Syak.g_00929	Prbe.g_00898
OG0000776	Syak.g_00930	Prbe.g_00897
OG0000777	Syak.g_00931	Prbe.g_00896
OG0000778	Syak.g_00932	Prbe.g_00895
OG0000779	Syak.g_00938	Prbe.g_00891
OG0000780	Syak.g_00942	Prbe.g_00890
OG0000781	Syak.g_00946	Prbe.g_00886
OG0000782	Syak.g_00947	Prbe.g_00885
OG0000783	Syak.g_00948	Prbe.g_00884
OG0000784	Syak.g_00949	Prbe.g_00883
OG0000785	Syak.g_00951	Prbe.g_00881
OG0000786	Syak.g_00956	Prbe.g_00878
OG0000787	Syak.g_00957	Prbe.g_00877
OG0000788	Syak.g_00048	Prbe.g_00634
OG0000789	Syak.g_00085	Prbe.g_00212
OG0000790	Syak.g_02560	Prbe.g_00368
OG0000791	Syak.g_02558	Prbe.g_00366
OG0000792	Syak.g_02557	Prbe.g_00365
OG0000793	Syak.g_02552	Prbe.g_00362
OG0000794	Syak.g_02551	Prbe.g_00361
OG0000795	Syak.g_02550	Prbe.g_00360
OG0000796	Syak.g_02547	Prbe.g_00356
OG0000797	Syak.g_02546	Prbe.g_00355
OG0000799	Syak.g_00981	Prbe.g_00328
OG0000800	Syak.g_00989	Prbe.g_00327
OG0000801	Syak.g_00990	Prbe.g_00326
OG0000802	Syak.g_00995	Prbe.g_00324
OG0000803	Syak.g_01021	Prbe.g_00322
OG0000804	Syak.g_01026	Prbe.g_00321
OG0000805	Syak.g_01029	Prbe.g_00319
OG0000806	Syak.g_01031	Prbe.g_00317
OG0000807	Syak.g_01033	Prbe.g_00316
OG0000808	Syak.g_01034	Prbe.g_00315
OG0000809	Syak.g_01038	Prbe.g_00313
OG0000810	Syak.g_01039	Prbe.g_00312
OG0000811	Syak.g_01045	Prbe.g_00308
OG0000812	Syak.g_01047	Prbe.g_00306
OG0000813	Syak.g_01048	Prbe.g_00305
OG0000814	Syak.g_01051	Prbe.g_00303
OG0000815	Syak.g_01053	Prbe.g_00302
OG0000816	Syak.g_01055	Prbe.g_00300
OG0000817	Syak.g_01056	Prbe.g_00299
OG0000818	Syak.g_01060	Prbe.g_00294
OG0000819	Syak.g_01064	Prbe.g_00293
OG0000820	Syak.g_01065	Prbe.g_00292
OG0000821	Syak.g_01071	Prbe.g_00288
OG0000822	Syak.g_01073	Prbe.g_00287
OG0000823	Syak.g_01074	Prbe.g_00286
OG0000824	Syak.g_01080	Prbe.g_00283
OG0000825	Syak.g_01081	Prbe.g_00282
OG0000826	Syak.g_01082	Prbe.g_00281
OG0000827	Syak.g_01083	Prbe.g_00280
OG0000828	Syak.g_01086	Prbe.g_00277
OG0000829	Syak.g_01087	Prbe.g_00276
OG0000830	Syak.g_01088	Prbe.g_00275
OG0000831	Syak.g_01091	Prbe.g_00273
OG0000832	Syak.g_02482	Prbe.g_00263
OG0000833	Syak.g_02473	Prbe.g_00254
OG0000834	Syak.g_02470	Prbe.g_00253
OG0000835	Syak.g_02469	Prbe.g_00252
OG0000836	Syak.g_02466	Prbe.g_00251
OG0000837	Syak.g_02465	Prbe.g_00250
OG0000838	Syak.g_02461	Prbe.g_00248
OG0000839	Syak.g_02460	Prbe.g_00247
OG0000840	Syak.g_02459	Prbe.g_00246
OG0000841	Syak.g_02458	Prbe.g_00245
OG0000842	Syak.g_02457	Prbe.g_00244
OG0000843	Syak.g_02456	Prbe.g_00243
OG0000844	Syak.g_02454	Prbe.g_00242
OG0000845	Syak.g_02453	Prbe.g_00241
OG0000846	Syak.g_02452	Prbe.g_00240
OG0000847	Syak.g_02451	Prbe.g_00239
OG0000848	Syak.g_02449	Prbe.g_00238
OG0000849	Syak.g_02448	Prbe.g_00237
OG0000850	Syak.g_02445	Prbe.g_00235
OG0000851	Syak.g_02440	Prbe.g_00234
OG0000852	Syak.g_02439	Prbe.g_00233
OG0000853	Syak.g_02435	Prbe.g_00227
OG0000854	Syak.g_02433	Prbe.g_00225
OG0000855	Syak.g_02432	Prbe.g_00224
OG0000856	Syak.g_00021	Prbe.g_00505
OG0000857	Syak.g_00451	Prbe.g_01237
OG0000858	Syak.g_02426	Prbe.g_00992
OG0000859	Syak.g_02425	Prbe.g_00991
OG0000860	Syak.g_02414	Prbe.g_00983
OG0000861	Syak.g_02413	Prbe.g_00982
OG0000862	Syak.g_02412	Prbe.g_00981
OG0000863	Syak.g_02409	Prbe.g_00979
OG0000864	Syak.g_02408	Prbe.g_00978
OG0000865	Syak.g_02407	Prbe.g_00977
OG0000866	Syak.g_02406	Prbe.g_00976
OG0000867	Syak.g_02405	Prbe.g_00975
OG0000868	Syak.g_02402	Prbe.g_00973
OG0000869	Syak.g_02398	Prbe.g_00970
OG0000870	Syak.g_02393	Prbe.g_00965
OG0000871	Syak.g_02392	Prbe.g_00964
OG0000872	Syak.g_02386	Prbe.g_00963
OG0000873	Syak.g_02383	Prbe.g_00960
OG0000874	Syak.g_02379	Prbe.g_00957
OG0000875	Syak.g_02377	Prbe.g_00956
OG0000876	Syak.g_02375	Prbe.g_00955
OG0000877	Syak.g_02372	Prbe.g_00953
OG0000878	Syak.g_02371	Prbe.g_00952
OG0000879	Syak.g_02370	Prbe.g_00951
OG0000880	Syak.g_02369	Prbe.g_00950
OG0000881	Syak.g_02363	Prbe.g_00946
OG0000882	Syak.g_02358	Prbe.g_00941
OG0000883	Syak.g_02355	Prbe.g_00939
OG0000884	Syak.g_02353	Prbe.g_00937
OG0000885	Syak.g_02352	Prbe.g_00936
OG0000886	Syak.g_02351	Prbe.g_00935
OG0000887	Syak.g_02350	Prbe.g_00934
OG0000888	Syak.g_02348	Prbe.g_00932
OG0000889	Syak.g_02346	Prbe.g_00930
OG0000890	Syak.g_02334	Prbe.g_00929
OG0000891	Syak.g_02333	Prbe.g_00928
OG0000892	Syak.g_02329	Prbe.g_00926
OG0000893	Syak.g_01393	Prbe.g_00922
OG0000894	Syak.g_01390	Prbe.g_00919
OG0000895	Syak.g_01386	Prbe.g_01111
OG0000896	Syak.g_01385	Prbe.g_01110
OG0000897	Syak.g_01383	Prbe.g_01108
OG0000898	Syak.g_01382	Prbe.g_01107
OG0000899	Syak.g_01381	Prbe.g_01106
OG0000900	Syak.g_01380	Prbe.g_01105
OG0000901	Syak.g_01375	Prbe.g_01102
OG0000902	Syak.g_01368	Prbe.g_01100
OG0000903	Syak.g_01353	Prbe.g_01096
OG0000904	Syak.g_01358	Prbe.g_01092
OG0000905	Syak.g_01363	Prbe.g_01098
OG0000906	Syak.g_01366	Prbe.g_01099
OG0000907	Syak.g_01351	Prbe.g_01089
OG0000908	Syak.g_01348	Prbe.g_01086
OG0000909	Syak.g_01347	Prbe.g_01085
OG0000910	Syak.g_01346	Prbe.g_01084
OG0000911	Syak.g_01344	Prbe.g_01082
OG0000912	Syak.g_01343	Prbe.g_01081
OG0000913	Syak.g_01342	Prbe.g_01080
OG0000914	Syak.g_01341	Prbe.g_01079
OG0000915	Syak.g_01339	Prbe.g_01078
OG0000916	Syak.g_01338	Prbe.g_00867
OG0000917	Syak.g_01337	Prbe.g_00866
OG0000918	Syak.g_01336	Prbe.g_00865
OG0000919	Syak.g_01335	Prbe.g_00864
OG0000920	Syak.g_01334	Prbe.g_00863
OG0000921	Syak.g_01333	Prbe.g_00862
OG0000922	Syak.g_01332	Prbe.g_00861
OG0000923	Syak.g_01328	Prbe.g_00857
OG0000924	Syak.g_01327	Prbe.g_00856
OG0000925	Syak.g_01326	Prbe.g_00855
OG0000926	Syak.g_01325	Prbe.g_00854
OG0000927	Syak.g_01323	Prbe.g_00852
OG0000928	Syak.g_01322	Prbe.g_00851
OG0000929	Syak.g_01321	Prbe.g_00850
OG0000930	Syak.g_01320	Prbe.g_00849
OG0000931	Syak.g_01319	Prbe.g_00848
OG0000932	Syak.g_01318	Prbe.g_00847
OG0000933	Syak.g_01312	Prbe.g_00843
OG0000934	Syak.g_01310	Prbe.g_00841
OG0000935	Syak.g_01309	Prbe.g_00840
OG0000936	Syak.g_01308	Prbe.g_00839
OG0000937	Syak.g_01307	Prbe.g_00838
OG0000938	Syak.g_01304	Prbe.g_00835
OG0000939	Syak.g_01303	Prbe.g_00834
OG0000940	Syak.g_01297	Prbe.g_00827
OG0000941	Syak.g_01295	Prbe.g_00825
OG0000942	Syak.g_01293	Prbe.g_00823
OG0000943	Syak.g_01292	Prbe.g_00822
OG0000944	Syak.g_01290	Prbe.g_00820
OG0000945	Syak.g_01288	Prbe.g_00819
OG0000946	Syak.g_01283	Prbe.g_00814
OG0000947	Syak.g_01280	Prbe.g_00812
OG0000948	Syak.g_01279	Prbe.g_00811
OG0000949	Syak.g_01551	Prbe.g_00808
OG0000950	Syak.g_01562	Prbe.g_00801
OG0000951	Syak.g_01569	Prbe.g_00797
OG0000952	Syak.g_01574	Prbe.g_00793
OG0000953	Syak.g_01627	Prbe.g_00789
OG0000954	Syak.g_01633	Prbe.g_00785
OG0000955	Syak.g_01634	Prbe.g_00784
OG0000956	Syak.g_01636	Prbe.g_00782
OG0000957	Syak.g_01648	Prbe.g_00776
OG0000958	Syak.g_01649	Prbe.g_00775
OG0000959	Syak.g_01653	Prbe.g_00771
OG0000960	Syak.g_01654	Prbe.g_00770
OG0000961	Syak.g_01679	Prbe.g_00767
OG0000962	Syak.g_01682	Prbe.g_00765
OG0000963	Syak.g_01687	Prbe.g_00761
OG0000964	Syak.g_01688	Prbe.g_00760
OG0000965	Syak.g_01689	Prbe.g_00759
OG0000966	Syak.g_01711	Prbe.g_00749
OG0000967	Syak.g_01715	Prbe.g_00753
OG0000968	Syak.g_01719	Prbe.g_00755
OG0000969	Syak.g_01721	Prbe.g_00756
OG0000970	Syak.g_01722	Prbe.g_01134
OG0000971	Syak.g_01724	Prbe.g_01135
OG0000972	Syak.g_01725	Prbe.g_01136
OG0000973	Syak.g_01726	Prbe.g_01137
OG0000974	Syak.g_01727	Prbe.g_01138
OG0000975	Syak.g_01728	Prbe.g_01139
OG0000976	Syak.g_01729	Prbe.g_01140
OG0000977	Syak.g_01731	Prbe.g_01141
OG0000978	Syak.g_01732	Prbe.g_01142
OG0000979	Syak.g_01735	Prbe.g_01145
OG0000980	Syak.g_01738	Prbe.g_01147
OG0000981	Syak.g_01741	Prbe.g_01150
OG0000982	Syak.g_01941	Prbe.g_01152
OG0000983	Syak.g_01940	Prbe.g_01153
OG0000984	Syak.g_01939	Prbe.g_01154
OG0000985	Syak.g_01935	Prbe.g_01157
OG0000986	Syak.g_01933	Prbe.g_01159
OG0000987	Syak.g_01931	Prbe.g_01160
OG0000988	Syak.g_01925	Prbe.g_01163
OG0000989	Syak.g_01912	Prbe.g_01167
OG0000990	Syak.g_01900	Prbe.g_01171
OG0000991	Syak.g_01896	Prbe.g_01172
OG0000992	Syak.g_01893	Prbe.g_01175
OG0000993	Syak.g_01892	Prbe.g_01176
OG0000994	Syak.g_01889	Prbe.g_01177
OG0000995	Syak.g_01880	Prbe.g_01181
OG0000996	Syak.g_01839	Prbe.g_01182
OG0000997	Syak.g_01828	Prbe.g_01185
OG0000998	Syak.g_01826	Prbe.g_01187
OG0000999	Syak.g_01825	Prbe.g_01188
OG0001000	Syak.g_01821	Prbe.g_01191
OG0001001	Syak.g_01814	Prbe.g_01194
OG0001002	Syak.g_01807	Prbe.g_01056
OG0001003	Syak.g_01806	Prbe.g_01057
OG0001004	Syak.g_01805	Prbe.g_01058
OG0001005	Syak.g_01804	Prbe.g_01059
OG0001006	Syak.g_01797	Prbe.g_01063
OG0001007	Syak.g_01795	Prbe.g_01065
OG0001008	Syak.g_01190	Prbe.g_01935
OG0001009	Syak.g_01762	Prbe.g_00127
OG0001010	Syak.g_01761	Prbe.g_00128
OG0001011	Syak.g_01759	Prbe.g_00130
OG0001012	Syak.g_01946	Prbe.g_00144
OG0001013	Syak.g_01969	Prbe.g_00151
OG0001014	Syak.g_01975	Prbe.g_00154
OG0001015	Syak.g_01976	Prbe.g_00156
OG0001016	Syak.g_02250	Prbe.g_00178
OG0001017	Syak.g_02244	Prbe.g_00182
OG0001018	Syak.g_02242	Prbe.g_00184
OG0001019	Syak.g_02218	Prbe.g_00193
OG0001020	Syak.g_02214	Prbe.g_01630
OG0001021	Syak.g_02210	Prbe.g_01631
OG0001022	Syak.g_02205	Prbe.g_01634
OG0001023	Syak.g_02204	Prbe.g_01635
OG0001024	Syak.g_02201	Prbe.g_01639
OG0001025	Syak.g_02195	Prbe.g_01646
OG0001026	Syak.g_02182	Prbe.g_01655
OG0001027	Syak.g_02178	Prbe.g_01656
OG0001028	Syak.g_02176	Prbe.g_01658
OG0001029	Syak.g_02174	Prbe.g_01659
OG0001030	Syak.g_02153	Prbe.g_01675
OG0001031	Syak.g_02079	Prbe.g_01735
OG0001032	Syak.g_02077	Prbe.g_01736
OG0001033	Syak.g_02037	Prbe.g_01757
OG0001034	Syak.g_02305	Prbe.g_01788
OG0001035	Syak.g_01422	Prbe.g_01808
OG0001036	Syak.g_01427	Prbe.g_01812
OG0001037	Syak.g_01429	Prbe.g_01813
OG0001038	Syak.g_01457	Prbe.g_01832
OG0001039	Syak.g_01460	Prbe.g_01835
OG0001040	Syak.g_01463	Prbe.g_01837
OG0001041	Syak.g_01468	Prbe.g_01842
OG0001042	Syak.g_01500	Prbe.g_01859
OG0001043	Syak.g_01504	Prbe.g_01860
OG0001044	Syak.g_01247	Prbe.g_01891
OG0001045	Syak.g_01234	Prbe.g_01900
OG0001046	Syak.g_00479	Prbe.g_01033
OG0001047	Syak.g_01188	Prbe.g_01937
OG0001048	Syak.g_01187	Prbe.g_01938
OG0001049	Syak.g_01184	Prbe.g_01940
OG0001050	Syak.g_01183	Prbe.g_01941
OG0001051	Syak.g_01182	Prbe.g_01942
OG0001052	Syak.g_01122	Prbe.g_00662
OG0001053	Syak.g_02577	Prbe.g_00650
OG0001054	Syak.g_02596	Prbe.g_00635
OG0001055	Syak.g_02617	Prbe.g_00616
OG0001056	Syak.g_02645	Prbe.g_00599
OG0001057	Syak.g_00964	Prbe.g_00594
OG0001058	Syak.g_02668	Prbe.g_00586
OG0001060	Syak.g_02677	Prbe.g_00576
OG0001061	Syak.g_02697	Prbe.g_00561
OG0001062	Syak.g_02699	Prbe.g_00559
OG0001063	Syak.g_02704	Prbe.g_00557
OG0001064	Syak.g_02705	Prbe.g_00556
OG0001065	Syak.g_02706	Prbe.g_00555
OG0001066	Syak.g_02707	Prbe.g_00554
OG0001067	Syak.g_02708	Prbe.g_00553
OG0001068	Syak.g_02709	Prbe.g_00552
OG0001069	Syak.g_02710	Prbe.g_00551
OG0001070	Syak.g_02714	Prbe.g_00547
OG0001071	Syak.g_02715	Prbe.g_00546
OG0001072	Syak.g_02721	Prbe.g_00544
OG0001073	Syak.g_02736	Prbe.g_00530
OG0001074	Syak.g_00098	Prbe.g_00518
OG0001075	Syak.g_02760	Prbe.g_00517
OG0001076	Syak.g_00011	Prbe.g_00510
OG0001077	Syak.g_00024	Prbe.g_00504
OG0001078	Syak.g_00036	Prbe.g_01484
OG0001079	Syak.g_00049	Prbe.g_01472
OG0001080	Syak.g_00264	Prbe.g_01466
OG0001081	Syak.g_00327	Prbe.g_01464
OG0001082	Syak.g_00328	Prbe.g_01463
OG0001083	Syak.g_00336	Prbe.g_01458
OG0001084	Syak.g_00337	Prbe.g_01457
OG0001085	Syak.g_00354	Prbe.g_00444
OG0001086	Syak.g_00356	Prbe.g_00445
OG0001087	Syak.g_00691	Prbe.g_00463
OG0001088	Syak.g_00694	Prbe.g_00464
OG0001089	Syak.g_00722	Prbe.g_01205
OG0001090	Syak.g_00806	Prbe.g_01215
OG0001091	Syak.g_00804	Prbe.g_01437
OG0001092	Syak.g_00801	Prbe.g_01436
OG0001093	Syak.g_00794	Prbe.g_01431
OG0001094	Syak.g_00428	Prbe.g_01438
OG0001095	Syak.g_00448	Prbe.g_01235
OG0001096	Syak.g_00623	Prbe.g_01249
OG0001097	Syak.g_00598	Prbe.g_01269
OG0001098	Syak.g_00578	Prbe.g_01288
OG0001099	Syak.g_02175	Prbe.g_00110
OG0001100	Syak.g_00365	Prbe.g_00408
OG0001101	Syak.g_00367	Prbe.g_00411
OG0001102	Syak.g_00370	Prbe.g_00414
OG0001103	Syak.g_00372	Prbe.g_00416
OG0001104	Syak.g_00410	Prbe.g_00439
OG0001105	Syak.g_00414	Prbe.g_00443
OG0001106	Syak.g_00518	Prbe.g_01341
OG0001107	Syak.g_00505	Prbe.g_01348
OG0001108	Syak.g_00497	Prbe.g_01352
OG0001109	Syak.g_00495	Prbe.g_01353
OG0001110	Syak.g_00493	Prbe.g_01355
OG0001111	Syak.g_00491	Prbe.g_01356
OG0001112	Syak.g_00489	Prbe.g_01357
OG0001113	Syak.g_00406	Prbe.g_01358
OG0001114	Syak.g_00488	Prbe.g_01359
OG0001115	Syak.g_00484	Prbe.g_01361
OG0001116	Syak.g_00482	Prbe.g_01362
OG0001117	Syak.g_00481	Prbe.g_01363
OG0001118	Syak.g_00480	Prbe.g_01364
