Orthogroup	Syak	Prav
OG0000584	Syak.g_02750	Prav.g_01206
OG0000585	Syak.g_02753	Prav.g_01208
OG0000586	Syak.g_02754	Prav.g_01209
OG0000587	Syak.g_02756	Prav.g_01210
OG0000588	Syak.g_00004	Prav.g_01214
OG0000589	Syak.g_00008	Prav.g_01219
OG0000590	Syak.g_00009	Prav.g_01220
OG0000591	Syak.g_00017	Prav.g_01223
OG0000592	Syak.g_00018	Prav.g_01224
OG0000593	Syak.g_00031	Prav.g_01230
OG0000594	Syak.g_00032	Prav.g_01231
OG0000595	Syak.g_00033	Prav.g_01232
OG0000596	Syak.g_00038	Prav.g_01236
OG0000597	Syak.g_00041	Prav.g_01238
OG0000598	Syak.g_00042	Prav.g_01239
OG0000599	Syak.g_00045	Prav.g_01242
OG0000600	Syak.g_00046	Prav.g_01243
OG0000601	Syak.g_00047	Prav.g_01244
OG0000602	Syak.g_00053	Prav.g_01246
OG0000603	Syak.g_00054	Prav.g_01247
OG0000604	Syak.g_00056	Prav.g_01248
OG0000605	Syak.g_00259	Prav.g_01249
OG0000606	Syak.g_00326	Prav.g_01252
OG0000607	Syak.g_00329	Prav.g_01255
OG0000608	Syak.g_00330	Prav.g_01256
OG0000609	Syak.g_00332	Prav.g_01257
OG0000610	Syak.g_00347	Prav.g_01262
OG0000611	Syak.g_00350	Prav.g_01265
OG0000612	Syak.g_00351	Prav.g_01266
OG0000613	Syak.g_01525	Prav.g_01271
OG0000614	Syak.g_00705	Prav.g_01290
OG0000615	Syak.g_00393	Prav.g_01298
OG0000616	Syak.g_01810	Prav.g_01312
OG0000617	Syak.g_00799	Prav.g_00312
OG0000618	Syak.g_00798	Prav.g_00313
OG0000619	Syak.g_00797	Prav.g_00314
OG0000620	Syak.g_00779	Prav.g_00317
OG0000621	Syak.g_00780	Prav.g_00318
OG0000622	Syak.g_00781	Prav.g_00319
OG0000623	Syak.g_00782	Prav.g_00320
OG0000624	Syak.g_00784	Prav.g_00321
OG0000625	Syak.g_00785	Prav.g_00322
OG0000626	Syak.g_00786	Prav.g_00323
OG0000627	Syak.g_00561	Prav.g_00324
OG0000628	Syak.g_00560	Prav.g_00325
OG0000629	Syak.g_00556	Prav.g_00326
OG0000630	Syak.g_00552	Prav.g_00329
OG0000631	Syak.g_00545	Prav.g_00388
OG0000632	Syak.g_00544	Prav.g_00389
OG0000633	Syak.g_00542	Prav.g_00390
OG0000634	Syak.g_00430	Prav.g_00393
OG0000635	Syak.g_00431	Prav.g_00394
OG0000636	Syak.g_00433	Prav.g_00396
OG0000637	Syak.g_00435	Prav.g_00398
OG0000638	Syak.g_00436	Prav.g_00399
OG0000639	Syak.g_00437	Prav.g_00400
OG0000640	Syak.g_00438	Prav.g_00401
OG0000641	Syak.g_00442	Prav.g_00405
OG0000642	Syak.g_00443	Prav.g_00406
OG0000643	Syak.g_00444	Prav.g_00407
OG0000644	Syak.g_00445	Prav.g_00408
OG0000645	Syak.g_00447	Prav.g_00409
OG0000646	Syak.g_00450	Prav.g_00411
OG0000647	Syak.g_00452	Prav.g_00412
OG0000648	Syak.g_00456	Prav.g_00414
OG0000649	Syak.g_00457	Prav.g_00415
OG0000650	Syak.g_00458	Prav.g_00416
OG0000651	Syak.g_00459	Prav.g_00417
OG0000652	Syak.g_00460	Prav.g_00418
OG0000653	Syak.g_00462	Prav.g_00420
OG0000654	Syak.g_00625	Prav.g_00421
OG0000655	Syak.g_00624	Prav.g_00422
OG0000656	Syak.g_00621	Prav.g_00425
OG0000657	Syak.g_00609	Prav.g_00432
OG0000658	Syak.g_00606	Prav.g_00433
OG0000659	Syak.g_00605	Prav.g_00434
OG0000660	Syak.g_00601	Prav.g_00438
OG0000661	Syak.g_00599	Prav.g_00440
OG0000662	Syak.g_00597	Prav.g_00442
OG0000663	Syak.g_00594	Prav.g_00444
OG0000664	Syak.g_00593	Prav.g_00445
OG0000665	Syak.g_00086	Prav.g_00449
OG0000666	Syak.g_00078	Prav.g_00450
OG0000667	Syak.g_00340	Prav.g_00454
OG0000668	Syak.g_00643	Prav.g_00483
OG0000669	Syak.g_00363	Prav.g_00490
OG0000670	Syak.g_00366	Prav.g_00492
OG0000671	Syak.g_00368	Prav.g_00494
OG0000672	Syak.g_00371	Prav.g_00497
OG0000673	Syak.g_00374	Prav.g_00500
OG0000674	Syak.g_00376	Prav.g_00502
OG0000675	Syak.g_00377	Prav.g_00503
OG0000676	Syak.g_00379	Prav.g_00505
OG0000677	Syak.g_00380	Prav.g_00506
OG0000678	Syak.g_00386	Prav.g_00508
OG0000679	Syak.g_00397	Prav.g_00512
OG0000680	Syak.g_00398	Prav.g_00513
OG0000681	Syak.g_00401	Prav.g_00515
OG0000682	Syak.g_00402	Prav.g_00516
OG0000683	Syak.g_00403	Prav.g_00517
OG0000684	Syak.g_00409	Prav.g_00519
OG0000685	Syak.g_00411	Prav.g_00521
OG0000686	Syak.g_00412	Prav.g_00522
OG0000687	Syak.g_00413	Prav.g_00523
OG0000688	Syak.g_00418	Prav.g_00526
OG0000689	Syak.g_00421	Prav.g_00527
OG0000690	Syak.g_00422	Prav.g_00528
OG0000691	Syak.g_00423	Prav.g_00529
OG0000692	Syak.g_00424	Prav.g_00530
OG0000693	Syak.g_00426	Prav.g_00531
OG0000694	Syak.g_00427	Prav.g_00532
OG0000695	Syak.g_00540	Prav.g_00534
OG0000696	Syak.g_00539	Prav.g_00535
OG0000697	Syak.g_00538	Prav.g_00536
OG0000698	Syak.g_00535	Prav.g_00539
OG0000699	Syak.g_00534	Prav.g_00540
OG0000700	Syak.g_00533	Prav.g_00541
OG0000701	Syak.g_00532	Prav.g_00542
OG0000702	Syak.g_00522	Prav.g_00544
OG0000703	Syak.g_00521	Prav.g_00545
OG0000704	Syak.g_00519	Prav.g_00546
OG0000705	Syak.g_00511	Prav.g_00550
OG0000706	Syak.g_00510	Prav.g_00551
OG0000707	Syak.g_00509	Prav.g_00552
OG0000708	Syak.g_00506	Prav.g_00553
OG0000709	Syak.g_00498	Prav.g_00557
OG0000710	Syak.g_00494	Prav.g_00560
OG0000711	Syak.g_00466	Prav.g_00577
OG0000712	Syak.g_00464	Prav.g_00579
OG0000713	Syak.g_00463	Prav.g_00580
OG0000714	Syak.g_00629	Prav.g_00581
OG0000715	Syak.g_00631	Prav.g_00583
OG0000716	Syak.g_00635	Prav.g_00585
OG0000717	Syak.g_00636	Prav.g_00586
OG0000718	Syak.g_00640	Prav.g_00902
OG0000719	Syak.g_00642	Prav.g_00904
OG0000720	Syak.g_00655	Prav.g_00913
OG0000721	Syak.g_00657	Prav.g_00915
OG0000722	Syak.g_00658	Prav.g_00916
OG0000723	Syak.g_00790	Prav.g_00919
OG0000724	Syak.g_00749	Prav.g_00928
OG0000725	Syak.g_00731	Prav.g_00934
OG0000726	Syak.g_00730	Prav.g_00935
OG0000727	Syak.g_00729	Prav.g_00936
OG0000728	Syak.g_00727	Prav.g_00938
OG0000729	Syak.g_01683	Prav.g_00263
OG0000730	Syak.g_01248	Prav.g_00004
OG0000731	Syak.g_01237	Prav.g_00008
OG0000732	Syak.g_01739	Prav.g_00016
OG0000733	Syak.g_01905	Prav.g_00034
OG0000734	Syak.g_02184	Prav.g_00050
OG0000735	Syak.g_00914	Prav.g_00052
OG0000736	Syak.g_00913	Prav.g_00053
OG0000737	Syak.g_00912	Prav.g_00054
OG0000738	Syak.g_00907	Prav.g_00058
OG0000739	Syak.g_00906	Prav.g_00059
OG0000740	Syak.g_00905	Prav.g_00060
OG0000741	Syak.g_00902	Prav.g_00061
OG0000742	Syak.g_00899	Prav.g_00064
OG0000743	Syak.g_00897	Prav.g_00066
OG0000744	Syak.g_00896	Prav.g_00067
OG0000745	Syak.g_00894	Prav.g_00068
OG0000746	Syak.g_00892	Prav.g_00070
OG0000747	Syak.g_00891	Prav.g_00071
OG0000748	Syak.g_00875	Prav.g_00074
OG0000749	Syak.g_00874	Prav.g_00075
OG0000750	Syak.g_00873	Prav.g_00076
OG0000751	Syak.g_00862	Prav.g_01868
OG0000752	Syak.g_00860	Prav.g_01866
OG0000753	Syak.g_00857	Prav.g_01863
OG0000754	Syak.g_00852	Prav.g_01860
OG0000755	Syak.g_00841	Prav.g_01857
OG0000756	Syak.g_00840	Prav.g_01856
OG0000757	Syak.g_00833	Prav.g_01850
OG0000758	Syak.g_00832	Prav.g_01849
OG0000759	Syak.g_00831	Prav.g_01848
OG0000760	Syak.g_00830	Prav.g_01847
OG0000761	Syak.g_00829	Prav.g_01846
OG0000762	Syak.g_00827	Prav.g_01845
OG0000763	Syak.g_00825	Prav.g_01843
OG0000764	Syak.g_00824	Prav.g_01842
OG0000765	Syak.g_00669	Prav.g_01833
OG0000766	Syak.g_00670	Prav.g_01832
OG0000767	Syak.g_00672	Prav.g_01830
OG0000768	Syak.g_00673	Prav.g_01829
OG0000769	Syak.g_00675	Prav.g_01827
OG0000770	Syak.g_00678	Prav.g_01825
OG0000771	Syak.g_00755	Prav.g_02003
OG0000772	Syak.g_02048	Prav.g_01409
OG0000773	Syak.g_00921	Prav.g_01429
OG0000774	Syak.g_00926	Prav.g_01431
OG0000775	Syak.g_00929	Prav.g_01433
OG0000776	Syak.g_00930	Prav.g_01434
OG0000777	Syak.g_00931	Prav.g_01435
OG0000778	Syak.g_00932	Prav.g_01436
OG0000779	Syak.g_00938	Prav.g_01440
OG0000780	Syak.g_00942	Prav.g_01441
OG0000781	Syak.g_00946	Prav.g_01444
OG0000782	Syak.g_00947	Prav.g_01445
OG0000783	Syak.g_00948	Prav.g_01446
OG0000784	Syak.g_00949	Prav.g_01447
OG0000785	Syak.g_00951	Prav.g_01449
OG0000786	Syak.g_00956	Prav.g_01451
OG0000787	Syak.g_00957	Prav.g_01452
OG0000788	Syak.g_00048	Prav.g_01460
OG0000789	Syak.g_00085	Prav.g_01463
OG0000790	Syak.g_02560	Prav.g_01478
OG0000791	Syak.g_02558	Prav.g_01480
OG0000792	Syak.g_02557	Prav.g_01481
OG0000793	Syak.g_02552	Prav.g_01484
OG0000794	Syak.g_02551	Prav.g_01485
OG0000795	Syak.g_02550	Prav.g_01486
OG0000796	Syak.g_02547	Prav.g_01490
OG0000797	Syak.g_02546	Prav.g_01491
OG0000799	Syak.g_00981	Prav.g_01560
OG0000800	Syak.g_00989	Prav.g_01561
OG0000801	Syak.g_00990	Prav.g_01562
OG0000802	Syak.g_00995	Prav.g_01564
OG0000803	Syak.g_01021	Prav.g_01566
OG0000804	Syak.g_01026	Prav.g_01567
OG0000805	Syak.g_01029	Prav.g_01569
OG0000806	Syak.g_01031	Prav.g_01571
OG0000807	Syak.g_01033	Prav.g_01572
OG0000808	Syak.g_01034	Prav.g_01573
OG0000809	Syak.g_01038	Prav.g_01576
OG0000810	Syak.g_01039	Prav.g_01577
OG0000811	Syak.g_01045	Prav.g_01581
OG0000812	Syak.g_01047	Prav.g_01583
OG0000813	Syak.g_01048	Prav.g_01584
OG0000814	Syak.g_01051	Prav.g_01586
OG0000815	Syak.g_01053	Prav.g_01587
OG0000816	Syak.g_01055	Prav.g_01589
OG0000817	Syak.g_01056	Prav.g_01590
OG0000818	Syak.g_01060	Prav.g_01595
OG0000819	Syak.g_01064	Prav.g_01596
OG0000820	Syak.g_01065	Prav.g_01597
OG0000821	Syak.g_01071	Prav.g_01601
OG0000822	Syak.g_01073	Prav.g_01602
OG0000823	Syak.g_01074	Prav.g_01603
OG0000824	Syak.g_01080	Prav.g_01606
OG0000825	Syak.g_01081	Prav.g_01607
OG0000826	Syak.g_01082	Prav.g_01608
OG0000827	Syak.g_01083	Prav.g_01609
OG0000828	Syak.g_01086	Prav.g_01612
OG0000829	Syak.g_01087	Prav.g_01613
OG0000830	Syak.g_01088	Prav.g_01614
OG0000831	Syak.g_01091	Prav.g_01616
OG0000832	Syak.g_02482	Prav.g_01622
OG0000833	Syak.g_02473	Prav.g_01630
OG0000834	Syak.g_02470	Prav.g_01631
OG0000835	Syak.g_02469	Prav.g_01632
OG0000836	Syak.g_02466	Prav.g_01633
OG0000837	Syak.g_02465	Prav.g_01634
OG0000838	Syak.g_02461	Prav.g_01636
OG0000839	Syak.g_02460	Prav.g_01637
OG0000840	Syak.g_02459	Prav.g_01638
OG0000841	Syak.g_02458	Prav.g_01639
OG0000842	Syak.g_02457	Prav.g_01640
OG0000843	Syak.g_02456	Prav.g_01641
OG0000844	Syak.g_02454	Prav.g_01642
OG0000845	Syak.g_02453	Prav.g_01643
OG0000846	Syak.g_02452	Prav.g_01644
OG0000847	Syak.g_02451	Prav.g_01645
OG0000848	Syak.g_02449	Prav.g_01646
OG0000849	Syak.g_02448	Prav.g_01647
OG0000850	Syak.g_02445	Prav.g_01649
OG0000851	Syak.g_02440	Prav.g_01650
OG0000852	Syak.g_02439	Prav.g_01651
OG0000853	Syak.g_02435	Prav.g_01655
OG0000854	Syak.g_02433	Prav.g_01657
OG0000855	Syak.g_02432	Prav.g_01658
OG0000856	Syak.g_00021	Prav.g_01671
OG0000857	Syak.g_00451	Prav.g_01699
OG0000858	Syak.g_02426	Prav.g_01755
OG0000859	Syak.g_02425	Prav.g_01756
OG0000860	Syak.g_02414	Prav.g_01763
OG0000861	Syak.g_02413	Prav.g_01764
OG0000862	Syak.g_02412	Prav.g_01765
OG0000863	Syak.g_02409	Prav.g_01767
OG0000864	Syak.g_02408	Prav.g_01768
OG0000865	Syak.g_02407	Prav.g_01769
OG0000866	Syak.g_02406	Prav.g_01770
OG0000867	Syak.g_02405	Prav.g_01771
OG0000868	Syak.g_02402	Prav.g_01772
OG0000869	Syak.g_02398	Prav.g_01776
OG0000870	Syak.g_02393	Prav.g_01781
OG0000871	Syak.g_02392	Prav.g_01782
OG0000872	Syak.g_02386	Prav.g_01783
OG0000873	Syak.g_02383	Prav.g_01786
OG0000874	Syak.g_02379	Prav.g_01789
OG0000875	Syak.g_02377	Prav.g_01790
OG0000876	Syak.g_02375	Prav.g_01791
OG0000877	Syak.g_02372	Prav.g_01793
OG0000878	Syak.g_02371	Prav.g_01794
OG0000879	Syak.g_02370	Prav.g_01795
OG0000880	Syak.g_02369	Prav.g_01796
OG0000881	Syak.g_02363	Prav.g_01800
OG0000882	Syak.g_02358	Prav.g_01805
OG0000883	Syak.g_02355	Prav.g_01807
OG0000884	Syak.g_02353	Prav.g_01809
OG0000885	Syak.g_02352	Prav.g_01810
OG0000886	Syak.g_02351	Prav.g_01811
OG0000887	Syak.g_02350	Prav.g_01812
OG0000888	Syak.g_02348	Prav.g_01814
OG0000889	Syak.g_02346	Prav.g_01816
OG0000890	Syak.g_02334	Prav.g_01817
OG0000891	Syak.g_02333	Prav.g_01818
OG0000892	Syak.g_02329	Prav.g_00264
OG0000893	Syak.g_01393	Prav.g_00268
OG0000894	Syak.g_01390	Prav.g_00270
OG0000895	Syak.g_01386	Prav.g_00273
OG0000896	Syak.g_01385	Prav.g_00274
OG0000897	Syak.g_01383	Prav.g_00276
OG0000898	Syak.g_01382	Prav.g_00277
OG0000899	Syak.g_01381	Prav.g_00278
OG0000900	Syak.g_01380	Prav.g_00279
OG0000901	Syak.g_01375	Prav.g_00282
OG0000902	Syak.g_01368	Prav.g_00284
OG0000903	Syak.g_01353	Prav.g_00287
OG0000904	Syak.g_01358	Prav.g_00289
OG0000905	Syak.g_01363	Prav.g_00294
OG0000906	Syak.g_01366	Prav.g_00295
OG0000907	Syak.g_01351	Prav.g_00590
OG0000908	Syak.g_01348	Prav.g_00593
OG0000909	Syak.g_01347	Prav.g_00594
OG0000910	Syak.g_01346	Prav.g_00595
OG0000911	Syak.g_01344	Prav.g_00597
OG0000912	Syak.g_01343	Prav.g_00598
OG0000913	Syak.g_01342	Prav.g_00599
OG0000914	Syak.g_01341	Prav.g_00600
OG0000915	Syak.g_01339	Prav.g_00601
OG0000916	Syak.g_01338	Prav.g_00602
OG0000917	Syak.g_01337	Prav.g_00603
OG0000918	Syak.g_01336	Prav.g_00604
OG0000919	Syak.g_01335	Prav.g_00605
OG0000920	Syak.g_01334	Prav.g_00606
OG0000921	Syak.g_01333	Prav.g_00607
OG0000922	Syak.g_01332	Prav.g_00608
OG0000923	Syak.g_01328	Prav.g_00612
OG0000924	Syak.g_01327	Prav.g_00613
OG0000925	Syak.g_01326	Prav.g_00614
OG0000926	Syak.g_01325	Prav.g_00615
OG0000927	Syak.g_01323	Prav.g_00617
OG0000928	Syak.g_01322	Prav.g_00618
OG0000929	Syak.g_01321	Prav.g_00619
OG0000930	Syak.g_01320	Prav.g_00620
OG0000931	Syak.g_01319	Prav.g_00621
OG0000932	Syak.g_01318	Prav.g_00622
OG0000933	Syak.g_01312	Prav.g_00626
OG0000934	Syak.g_01310	Prav.g_00628
OG0000935	Syak.g_01309	Prav.g_00629
OG0000936	Syak.g_01308	Prav.g_00630
OG0000937	Syak.g_01307	Prav.g_00631
OG0000938	Syak.g_01304	Prav.g_00633
OG0000939	Syak.g_01303	Prav.g_00634
OG0000940	Syak.g_01297	Prav.g_00641
OG0000941	Syak.g_01295	Prav.g_00643
OG0000942	Syak.g_01293	Prav.g_00645
OG0000943	Syak.g_01292	Prav.g_00646
OG0000944	Syak.g_01290	Prav.g_00647
OG0000945	Syak.g_01288	Prav.g_00648
OG0000946	Syak.g_01283	Prav.g_00653
OG0000947	Syak.g_01280	Prav.g_00655
OG0000948	Syak.g_01279	Prav.g_00656
OG0000949	Syak.g_01551	Prav.g_00659
OG0000950	Syak.g_01562	Prav.g_00664
OG0000951	Syak.g_01569	Prav.g_00668
OG0000952	Syak.g_01574	Prav.g_00672
OG0000953	Syak.g_01627	Prav.g_00675
OG0000954	Syak.g_01633	Prav.g_00679
OG0000955	Syak.g_01634	Prav.g_00680
OG0000956	Syak.g_01636	Prav.g_00682
OG0000957	Syak.g_01648	Prav.g_00687
OG0000958	Syak.g_01649	Prav.g_00688
OG0000959	Syak.g_01653	Prav.g_00692
OG0000960	Syak.g_01654	Prav.g_00693
OG0000961	Syak.g_01679	Prav.g_00695
OG0000962	Syak.g_01682	Prav.g_00697
OG0000963	Syak.g_01687	Prav.g_00701
OG0000964	Syak.g_01688	Prav.g_00702
OG0000965	Syak.g_01689	Prav.g_00703
OG0000966	Syak.g_01711	Prav.g_00710
OG0000967	Syak.g_01715	Prav.g_00714
OG0000968	Syak.g_01719	Prav.g_00716
OG0000969	Syak.g_01721	Prav.g_00717
OG0000970	Syak.g_01722	Prav.g_00718
OG0000971	Syak.g_01724	Prav.g_00719
OG0000972	Syak.g_01725	Prav.g_00720
OG0000973	Syak.g_01726	Prav.g_00721
OG0000974	Syak.g_01727	Prav.g_00722
OG0000975	Syak.g_01728	Prav.g_00723
OG0000976	Syak.g_01729	Prav.g_00724
OG0000977	Syak.g_01731	Prav.g_00725
OG0000978	Syak.g_01732	Prav.g_00726
OG0000979	Syak.g_01735	Prav.g_00729
OG0000980	Syak.g_01738	Prav.g_00731
OG0000981	Syak.g_01741	Prav.g_00733
OG0000982	Syak.g_01941	Prav.g_00735
OG0000983	Syak.g_01940	Prav.g_00736
OG0000984	Syak.g_01939	Prav.g_00737
OG0000985	Syak.g_01935	Prav.g_00740
OG0000986	Syak.g_01933	Prav.g_00742
OG0000987	Syak.g_01931	Prav.g_00743
OG0000988	Syak.g_01925	Prav.g_00746
OG0000989	Syak.g_01912	Prav.g_00750
OG0000990	Syak.g_01900	Prav.g_00753
OG0000991	Syak.g_01896	Prav.g_00754
OG0000992	Syak.g_01893	Prav.g_00756
OG0000993	Syak.g_01892	Prav.g_00757
OG0000994	Syak.g_01889	Prav.g_00758
OG0000995	Syak.g_01880	Prav.g_00762
OG0000996	Syak.g_01839	Prav.g_00763
OG0000997	Syak.g_01828	Prav.g_00764
OG0000998	Syak.g_01826	Prav.g_00766
OG0000999	Syak.g_01825	Prav.g_00767
OG0001000	Syak.g_01821	Prav.g_00770
OG0001001	Syak.g_01814	Prav.g_00772
OG0001002	Syak.g_01807	Prav.g_00776
OG0001003	Syak.g_01806	Prav.g_00778
OG0001004	Syak.g_01805	Prav.g_00779
OG0001005	Syak.g_01804	Prav.g_00780
OG0001006	Syak.g_01797	Prav.g_00784
OG0001007	Syak.g_01795	Prav.g_00786
OG0001008	Syak.g_01190	Prav.g_01036
OG0001009	Syak.g_01762	Prav.g_00095
OG0001010	Syak.g_01761	Prav.g_00096
OG0001011	Syak.g_01759	Prav.g_00097
OG0001012	Syak.g_01946	Prav.g_00114
OG0001013	Syak.g_01969	Prav.g_00119
OG0001014	Syak.g_01975	Prav.g_00122
OG0001015	Syak.g_01976	Prav.g_00123
OG0001016	Syak.g_02250	Prav.g_00138
OG0001017	Syak.g_02244	Prav.g_00142
OG0001018	Syak.g_02242	Prav.g_00145
OG0001019	Syak.g_02218	Prav.g_00154
OG0001020	Syak.g_02214	Prav.g_00155
OG0001021	Syak.g_02210	Prav.g_00156
OG0001022	Syak.g_02205	Prav.g_00159
OG0001023	Syak.g_02204	Prav.g_00160
OG0001024	Syak.g_02201	Prav.g_00163
OG0001025	Syak.g_02195	Prav.g_00169
OG0001026	Syak.g_02182	Prav.g_00176
OG0001027	Syak.g_02178	Prav.g_00177
OG0001028	Syak.g_02176	Prav.g_00179
OG0001029	Syak.g_02174	Prav.g_00180
OG0001030	Syak.g_02153	Prav.g_00195
OG0001031	Syak.g_02079	Prav.g_00852
OG0001032	Syak.g_02077	Prav.g_00851
OG0001033	Syak.g_02037	Prav.g_00830
OG0001034	Syak.g_02305	Prav.g_00802
OG0001035	Syak.g_01422	Prav.g_01901
OG0001036	Syak.g_01427	Prav.g_01906
OG0001037	Syak.g_01429	Prav.g_01907
OG0001038	Syak.g_01457	Prav.g_01924
OG0001039	Syak.g_01460	Prav.g_01927
OG0001040	Syak.g_01463	Prav.g_01929
OG0001041	Syak.g_01468	Prav.g_01933
OG0001042	Syak.g_01500	Prav.g_01950
OG0001043	Syak.g_01504	Prav.g_01951
OG0001044	Syak.g_01247	Prav.g_01979
OG0001045	Syak.g_01234	Prav.g_01988
OG0001046	Syak.g_00479	Prav.g_00996
OG0001047	Syak.g_01188	Prav.g_01038
OG0001048	Syak.g_01187	Prav.g_01039
OG0001049	Syak.g_01184	Prav.g_01041
OG0001050	Syak.g_01183	Prav.g_01042
OG0001051	Syak.g_01182	Prav.g_01043
OG0001052	Syak.g_01122	Prav.g_01069
OG0001053	Syak.g_02577	Prav.g_01081
OG0001054	Syak.g_02596	Prav.g_01096
OG0001055	Syak.g_02617	Prav.g_01115
OG0001056	Syak.g_02645	Prav.g_01134
OG0001057	Syak.g_00964	Prav.g_01139
OG0001058	Syak.g_02668	Prav.g_01147
OG0001060	Syak.g_02677	Prav.g_01158
OG0001061	Syak.g_02697	Prav.g_01171
OG0001062	Syak.g_02699	Prav.g_01173
OG0001063	Syak.g_02704	Prav.g_01175
OG0001064	Syak.g_02705	Prav.g_01176
OG0001065	Syak.g_02706	Prav.g_01177
OG0001066	Syak.g_02707	Prav.g_01178
OG0001067	Syak.g_02708	Prav.g_01179
OG0001068	Syak.g_02709	Prav.g_01180
OG0001069	Syak.g_02710	Prav.g_01181
OG0001070	Syak.g_02714	Prav.g_01184
OG0001071	Syak.g_02715	Prav.g_01185
OG0001072	Syak.g_02721	Prav.g_01186
OG0001073	Syak.g_02736	Prav.g_01200
OG0001074	Syak.g_00098	Prav.g_01211
OG0001075	Syak.g_02760	Prav.g_01212
OG0001076	Syak.g_00011	Prav.g_01222
OG0001077	Syak.g_00024	Prav.g_01226
OG0001078	Syak.g_00036	Prav.g_01234
OG0001079	Syak.g_00049	Prav.g_01245
OG0001080	Syak.g_00264	Prav.g_01251
OG0001081	Syak.g_00327	Prav.g_01253
OG0001082	Syak.g_00328	Prav.g_01254
OG0001083	Syak.g_00336	Prav.g_01259
OG0001084	Syak.g_00337	Prav.g_01260
OG0001085	Syak.g_00354	Prav.g_01268
OG0001086	Syak.g_00356	Prav.g_01269
OG0001087	Syak.g_00691	Prav.g_01286
OG0001088	Syak.g_00694	Prav.g_01287
OG0001089	Syak.g_00722	Prav.g_01295
OG0001090	Syak.g_00806	Prav.g_00307
OG0001091	Syak.g_00804	Prav.g_00309
OG0001092	Syak.g_00801	Prav.g_00310
OG0001093	Syak.g_00794	Prav.g_00315
OG0001094	Syak.g_00428	Prav.g_00391
OG0001095	Syak.g_00448	Prav.g_00410
OG0001096	Syak.g_00623	Prav.g_00423
OG0001097	Syak.g_00598	Prav.g_00441
OG0001098	Syak.g_00578	Prav.g_00456
OG0001099	Syak.g_02175	Prav.g_00487
OG0001100	Syak.g_00365	Prav.g_00491
OG0001101	Syak.g_00367	Prav.g_00493
OG0001102	Syak.g_00370	Prav.g_00496
OG0001103	Syak.g_00372	Prav.g_00498
OG0001104	Syak.g_00410	Prav.g_00520
OG0001105	Syak.g_00414	Prav.g_00524
OG0001106	Syak.g_00518	Prav.g_00547
OG0001107	Syak.g_00505	Prav.g_00554
OG0001108	Syak.g_00497	Prav.g_00558
OG0001109	Syak.g_00495	Prav.g_00559
OG0001110	Syak.g_00493	Prav.g_00561
OG0001111	Syak.g_00491	Prav.g_00562
OG0001112	Syak.g_00489	Prav.g_00563
OG0001113	Syak.g_00406	Prav.g_00564
OG0001114	Syak.g_00488	Prav.g_00565
OG0001115	Syak.g_00484	Prav.g_00567
OG0001116	Syak.g_00482	Prav.g_00568
OG0001117	Syak.g_00481	Prav.g_00569
OG0001118	Syak.g_00480	Prav.g_00570
OG0001119	Syak.g_00478	Prav.g_00571
OG0001120	Syak.g_00474	Prav.g_00573
OG0001121	Syak.g_00114	Prav.g_00031, Prav.g_00576
OG0001123	Syak.g_00650	Prav.g_00909
OG0001124	Syak.g_00652	Prav.g_00911
OG0001125	Syak.g_00654	Prav.g_00912
OG0001126	Syak.g_00757	Prav.g_00922
OG0001127	Syak.g_00756	Prav.g_00923
OG0001128	Syak.g_00753	Prav.g_00925
OG0001129	Syak.g_00751	Prav.g_00926
OG0001130	Syak.g_00750	Prav.g_00927
OG0001131	Syak.g_00389	Prav.g_00242
OG0001132	Syak.g_00120	Prav.g_00252
OG0001133	Syak.g_00014	Prav.g_00019
OG0001134	Syak.g_00273	Prav.g_00033
OG0001135	Syak.g_00274	Prav.g_00036
OG0001136	Syak.g_00901	Prav.g_00062
OG0001137	Syak.g_00876	Prav.g_00073
OG0001138	Syak.g_00839	Prav.g_01855
OG0001139	Syak.g_00837	Prav.g_01854
OG0001140	Syak.g_00836	Prav.g_01853
OG0001141	Syak.g_00835	Prav.g_01852
OG0001142	Syak.g_00834	Prav.g_01851
OG0001143	Syak.g_00826	Prav.g_01844
OG0001144	Syak.g_00815	Prav.g_01839
OG0001145	Syak.g_00922	Prav.g_01430
OG0001146	Syak.g_00943	Prav.g_01442
OG0001147	Syak.g_01113	Prav.g_01459
OG0001148	Syak.g_02563	Prav.g_01475
OG0001149	Syak.g_02562	Prav.g_01476
OG0001150	Syak.g_02561	Prav.g_01477
OG0001151	Syak.g_02548	Prav.g_01488
OG0001153	Syak.g_01084	Prav.g_01610
OG0001154	Syak.g_01085	Prav.g_01611
OG0001155	Syak.g_02480	Prav.g_01623
OG0001156	Syak.g_02477	Prav.g_01626
OG0001157	Syak.g_02476	Prav.g_01627
OG0001158	Syak.g_02475	Prav.g_01628
OG0001159	Syak.g_02474	Prav.g_01629
OG0001160	Syak.g_02437	Prav.g_01653
OG0001161	Syak.g_01906	Prav.g_01664
OG0001162	Syak.g_00959	Prav.g_01675
OG0001163	Syak.g_02429	Prav.g_01753
OG0001164	Syak.g_02423	Prav.g_01757
OG0001165	Syak.g_02418	Prav.g_01760
OG0001166	Syak.g_02394	Prav.g_01780
OG0001167	Syak.g_02366	Prav.g_01797
OG0001168	Syak.g_02364	Prav.g_01799
OG0001169	Syak.g_02362	Prav.g_01801
