Orthogroup	Syak	Prab
OG0000585	Syak.g_02753	Prab.g_00616
OG0000586	Syak.g_02754	Prab.g_00617
OG0000587	Syak.g_02756	Prab.g_00618
OG0000588	Syak.g_00004	Prab.g_00622
OG0000589	Syak.g_00008	Prab.g_00625
OG0000590	Syak.g_00009	Prab.g_00626
OG0000591	Syak.g_00017	Prab.g_00630
OG0000592	Syak.g_00018	Prab.g_00631
OG0000593	Syak.g_00031	Prab.g_00637
OG0000594	Syak.g_00032	Prab.g_00638
OG0000595	Syak.g_00033	Prab.g_00639
OG0000596	Syak.g_00038	Prab.g_00643
OG0000597	Syak.g_00041	Prab.g_00645
OG0000598	Syak.g_00042	Prab.g_00646
OG0000599	Syak.g_00045	Prab.g_00649
OG0000600	Syak.g_00046	Prab.g_00650
OG0000601	Syak.g_00047	Prab.g_00651
OG0000602	Syak.g_00053	Prab.g_00653
OG0000603	Syak.g_00054	Prab.g_00654
OG0000604	Syak.g_00056	Prab.g_00655
OG0000605	Syak.g_00259	Prab.g_00656
OG0000606	Syak.g_00326	Prab.g_00659
OG0000607	Syak.g_00329	Prab.g_00662
OG0000608	Syak.g_00330	Prab.g_00663
OG0000609	Syak.g_00332	Prab.g_00664
OG0000610	Syak.g_00347	Prab.g_00669
OG0000611	Syak.g_00350	Prab.g_00672
OG0000612	Syak.g_00351	Prab.g_00673
OG0000613	Syak.g_01525	Prab.g_00678
OG0000614	Syak.g_00705	Prab.g_00697
OG0000615	Syak.g_00393	Prab.g_00705
OG0000616	Syak.g_01810	Prab.g_00711
OG0000617	Syak.g_00799	Prab.g_00729
OG0000618	Syak.g_00798	Prab.g_00730
OG0000619	Syak.g_00797	Prab.g_00731
OG0000620	Syak.g_00779	Prab.g_00734
OG0000621	Syak.g_00780	Prab.g_00735
OG0000622	Syak.g_00781	Prab.g_00736
OG0000623	Syak.g_00782	Prab.g_00737
OG0000624	Syak.g_00784	Prab.g_00738
OG0000625	Syak.g_00785	Prab.g_00739
OG0000626	Syak.g_00786	Prab.g_00740
OG0000627	Syak.g_00561	Prab.g_00741
OG0000628	Syak.g_00560	Prab.g_00742
OG0000629	Syak.g_00556	Prab.g_00743
OG0000630	Syak.g_00552	Prab.g_00746
OG0000631	Syak.g_00545	Prab.g_00831
OG0000632	Syak.g_00544	Prab.g_00832
OG0000633	Syak.g_00542	Prab.g_00833
OG0000634	Syak.g_00430	Prab.g_00836
OG0000635	Syak.g_00431	Prab.g_00837
OG0000636	Syak.g_00433	Prab.g_00839
OG0000637	Syak.g_00435	Prab.g_00841
OG0000638	Syak.g_00436	Prab.g_00842
OG0000639	Syak.g_00437	Prab.g_00843
OG0000640	Syak.g_00438	Prab.g_00844
OG0000641	Syak.g_00442	Prab.g_00848
OG0000642	Syak.g_00443	Prab.g_00849
OG0000643	Syak.g_00444	Prab.g_00850
OG0000644	Syak.g_00445	Prab.g_00851
OG0000645	Syak.g_00447	Prab.g_00852
OG0000646	Syak.g_00450	Prab.g_00854
OG0000647	Syak.g_00452	Prab.g_00855
OG0000648	Syak.g_00456	Prab.g_00857
OG0000649	Syak.g_00457	Prab.g_00858
OG0000650	Syak.g_00458	Prab.g_00859
OG0000651	Syak.g_00459	Prab.g_00860
OG0000652	Syak.g_00460	Prab.g_00861
OG0000653	Syak.g_00462	Prab.g_00863
OG0000654	Syak.g_00625	Prab.g_00864
OG0000655	Syak.g_00624	Prab.g_00865
OG0000656	Syak.g_00621	Prab.g_00868
OG0000657	Syak.g_00609	Prab.g_00875
OG0000658	Syak.g_00606	Prab.g_00876
OG0000659	Syak.g_00605	Prab.g_00877
OG0000660	Syak.g_00601	Prab.g_00881
OG0000661	Syak.g_00599	Prab.g_00883
OG0000662	Syak.g_00597	Prab.g_00885
OG0000663	Syak.g_00594	Prab.g_00887
OG0000664	Syak.g_00593	Prab.g_00888
OG0000665	Syak.g_00086	Prab.g_00892
OG0000666	Syak.g_00078	Prab.g_00893
OG0000667	Syak.g_00340	Prab.g_00898
OG0000668	Syak.g_00643	Prab.g_01084
OG0000669	Syak.g_00363	Prab.g_01076
OG0000670	Syak.g_00366	Prab.g_01074
OG0000671	Syak.g_00368	Prab.g_01072
OG0000672	Syak.g_00371	Prab.g_01070
OG0000673	Syak.g_00374	Prab.g_01067
OG0000674	Syak.g_00376	Prab.g_01065
OG0000675	Syak.g_00377	Prab.g_01064
OG0000676	Syak.g_00379	Prab.g_01062
OG0000677	Syak.g_00380	Prab.g_01061
OG0000678	Syak.g_00386	Prab.g_01059
OG0000679	Syak.g_00397	Prab.g_01055
OG0000680	Syak.g_00398	Prab.g_01054
OG0000681	Syak.g_00401	Prab.g_01052
OG0000682	Syak.g_00402	Prab.g_01051
OG0000683	Syak.g_00403	Prab.g_01050
OG0000684	Syak.g_00409	Prab.g_01048
OG0000685	Syak.g_00411	Prab.g_01046
OG0000686	Syak.g_00412	Prab.g_01045
OG0000687	Syak.g_00413	Prab.g_01044
OG0000688	Syak.g_00418	Prab.g_01041
OG0000689	Syak.g_00421	Prab.g_01040
OG0000690	Syak.g_00422	Prab.g_01039
OG0000691	Syak.g_00423	Prab.g_01038
OG0000692	Syak.g_00424	Prab.g_01036
OG0000693	Syak.g_00426	Prab.g_01035
OG0000694	Syak.g_00427	Prab.g_01034
OG0000695	Syak.g_00540	Prab.g_01032
OG0000696	Syak.g_00539	Prab.g_01031
OG0000697	Syak.g_00538	Prab.g_01030
OG0000698	Syak.g_00535	Prab.g_01027
OG0000699	Syak.g_00534	Prab.g_01026
OG0000700	Syak.g_00533	Prab.g_01025
OG0000701	Syak.g_00532	Prab.g_01024
OG0000702	Syak.g_00522	Prab.g_01022
OG0000703	Syak.g_00521	Prab.g_01021
OG0000704	Syak.g_00519	Prab.g_01020
OG0000705	Syak.g_00511	Prab.g_01016
OG0000706	Syak.g_00510	Prab.g_01015
OG0000707	Syak.g_00509	Prab.g_01014
OG0000708	Syak.g_00506	Prab.g_01013
OG0000709	Syak.g_00498	Prab.g_01009
OG0000710	Syak.g_00494	Prab.g_01006
OG0000711	Syak.g_00466	Prab.g_00989
OG0000712	Syak.g_00464	Prab.g_00987
OG0000713	Syak.g_00463	Prab.g_00986
OG0000714	Syak.g_00629	Prab.g_00985
OG0000715	Syak.g_00631	Prab.g_00983
OG0000716	Syak.g_00635	Prab.g_00981
OG0000717	Syak.g_00636	Prab.g_00980
OG0000718	Syak.g_00640	Prab.g_00960
OG0000719	Syak.g_00642	Prab.g_00958
OG0000720	Syak.g_00655	Prab.g_00949
OG0000721	Syak.g_00657	Prab.g_00947
OG0000722	Syak.g_00658	Prab.g_00946
OG0000723	Syak.g_00790	Prab.g_00943
OG0000724	Syak.g_00749	Prab.g_00934
OG0000725	Syak.g_00731	Prab.g_00928
OG0000726	Syak.g_00730	Prab.g_00927
OG0000727	Syak.g_00729	Prab.g_00926
OG0000728	Syak.g_00727	Prab.g_00924
OG0000729	Syak.g_01683	Prab.g_01146
OG0000730	Syak.g_01248	Prab.g_01150
OG0000731	Syak.g_01237	Prab.g_01154
OG0000732	Syak.g_01739	Prab.g_01164
OG0000733	Syak.g_01905	Prab.g_01187
OG0000734	Syak.g_02184	Prab.g_01204
OG0000735	Syak.g_00914	Prab.g_01206
OG0000736	Syak.g_00913	Prab.g_01207
OG0000737	Syak.g_00912	Prab.g_01208
OG0000738	Syak.g_00907	Prab.g_01212
OG0000739	Syak.g_00906	Prab.g_01213
OG0000740	Syak.g_00905	Prab.g_01214
OG0000741	Syak.g_00902	Prab.g_01215
OG0000742	Syak.g_00899	Prab.g_01218
OG0000743	Syak.g_00897	Prab.g_01220
OG0000744	Syak.g_00896	Prab.g_01221
OG0000745	Syak.g_00894	Prab.g_01222
OG0000746	Syak.g_00892	Prab.g_01224
OG0000747	Syak.g_00891	Prab.g_01225
OG0000748	Syak.g_00875	Prab.g_01228
OG0000749	Syak.g_00874	Prab.g_01229
OG0000750	Syak.g_00873	Prab.g_01230
OG0000751	Syak.g_00862	Prab.g_01232
OG0000752	Syak.g_00860	Prab.g_01234
OG0000753	Syak.g_00857	Prab.g_01237
OG0000754	Syak.g_00852	Prab.g_01240
OG0000755	Syak.g_00841	Prab.g_01243
OG0000756	Syak.g_00840	Prab.g_01244
OG0000757	Syak.g_00833	Prab.g_01250
OG0000758	Syak.g_00832	Prab.g_01251
OG0000759	Syak.g_00831	Prab.g_01252
OG0000760	Syak.g_00830	Prab.g_01253
OG0000761	Syak.g_00829	Prab.g_01254
OG0000762	Syak.g_00827	Prab.g_01255
OG0000763	Syak.g_00825	Prab.g_01257
OG0000764	Syak.g_00824	Prab.g_01258
OG0000765	Syak.g_00669	Prab.g_01267
OG0000766	Syak.g_00670	Prab.g_01268
OG0000767	Syak.g_00672	Prab.g_01270
OG0000768	Syak.g_00673	Prab.g_01271
OG0000769	Syak.g_00675	Prab.g_01273
OG0000770	Syak.g_00678	Prab.g_01275
OG0000771	Syak.g_00755	Prab.g_01284
OG0000772	Syak.g_02048	Prab.g_01303
OG0000773	Syak.g_00921	Prab.g_01317
OG0000774	Syak.g_00926	Prab.g_01319
OG0000775	Syak.g_00929	Prab.g_01321
OG0000776	Syak.g_00930	Prab.g_01322
OG0000777	Syak.g_00931	Prab.g_01323
OG0000778	Syak.g_00932	Prab.g_01324
OG0000779	Syak.g_00938	Prab.g_01328
OG0000780	Syak.g_00942	Prab.g_01329
OG0000781	Syak.g_00946	Prab.g_01332
OG0000782	Syak.g_00947	Prab.g_01333
OG0000783	Syak.g_00948	Prab.g_01334
OG0000784	Syak.g_00949	Prab.g_01335
OG0000785	Syak.g_00951	Prab.g_01337
OG0000786	Syak.g_00956	Prab.g_01339
OG0000787	Syak.g_00957	Prab.g_01340
OG0000788	Syak.g_00048	Prab.g_01348
OG0000789	Syak.g_00085	Prab.g_01351
OG0000790	Syak.g_02560	Prab.g_01365
OG0000791	Syak.g_02558	Prab.g_01367
OG0000792	Syak.g_02557	Prab.g_01368
OG0000793	Syak.g_02552	Prab.g_01371
OG0000794	Syak.g_02551	Prab.g_01372
OG0000795	Syak.g_02550	Prab.g_01373
OG0000796	Syak.g_02547	Prab.g_01377
OG0000797	Syak.g_02546	Prab.g_01378
OG0000798	Syak.g_01456	Prab.g_01411
OG0000799	Syak.g_00981	Prab.g_01448
OG0000800	Syak.g_00989	Prab.g_01449
OG0000801	Syak.g_00990	Prab.g_01450
OG0000802	Syak.g_00995	Prab.g_01452
OG0000803	Syak.g_01021	Prab.g_01454
OG0000804	Syak.g_01026	Prab.g_01455
OG0000805	Syak.g_01029	Prab.g_01457
OG0000806	Syak.g_01031	Prab.g_01459
OG0000807	Syak.g_01033	Prab.g_01460
OG0000808	Syak.g_01034	Prab.g_01461
OG0000809	Syak.g_01038	Prab.g_01464
OG0000810	Syak.g_01039	Prab.g_01465
OG0000811	Syak.g_01045	Prab.g_01469
OG0000812	Syak.g_01047	Prab.g_01471
OG0000813	Syak.g_01048	Prab.g_01472
OG0000814	Syak.g_01051	Prab.g_01474
OG0000815	Syak.g_01053	Prab.g_01475
OG0000816	Syak.g_01055	Prab.g_01477
OG0000817	Syak.g_01056	Prab.g_01478
OG0000818	Syak.g_01060	Prab.g_01483
OG0000819	Syak.g_01064	Prab.g_01484
OG0000820	Syak.g_01065	Prab.g_01485
OG0000821	Syak.g_01071	Prab.g_01489
OG0000822	Syak.g_01073	Prab.g_01490
OG0000823	Syak.g_01074	Prab.g_01491
OG0000824	Syak.g_01080	Prab.g_01494
OG0000825	Syak.g_01081	Prab.g_01495
OG0000826	Syak.g_01082	Prab.g_01496
OG0000827	Syak.g_01083	Prab.g_01497
OG0000828	Syak.g_01086	Prab.g_01500
OG0000829	Syak.g_01087	Prab.g_01501
OG0000830	Syak.g_01088	Prab.g_01502
OG0000831	Syak.g_01091	Prab.g_01504
OG0000832	Syak.g_02482	Prab.g_01510
OG0000833	Syak.g_02473	Prab.g_01518
OG0000834	Syak.g_02470	Prab.g_01519
OG0000835	Syak.g_02469	Prab.g_01520
OG0000836	Syak.g_02466	Prab.g_01521
OG0000837	Syak.g_02465	Prab.g_01522
OG0000838	Syak.g_02461	Prab.g_01524
OG0000839	Syak.g_02460	Prab.g_01525
OG0000840	Syak.g_02459	Prab.g_01526
OG0000841	Syak.g_02458	Prab.g_01527
OG0000842	Syak.g_02457	Prab.g_01528
OG0000843	Syak.g_02456	Prab.g_01529
OG0000844	Syak.g_02454	Prab.g_01530
OG0000845	Syak.g_02453	Prab.g_01531
OG0000846	Syak.g_02452	Prab.g_01532
OG0000847	Syak.g_02451	Prab.g_01533
OG0000848	Syak.g_02449	Prab.g_01534
OG0000849	Syak.g_02448	Prab.g_01535
OG0000850	Syak.g_02445	Prab.g_01537
OG0000851	Syak.g_02440	Prab.g_01538
OG0000852	Syak.g_02439	Prab.g_01539
OG0000853	Syak.g_02435	Prab.g_01543
OG0000854	Syak.g_02433	Prab.g_01545
OG0000855	Syak.g_02432	Prab.g_01546
OG0000856	Syak.g_00021	Prab.g_01563
OG0000857	Syak.g_00451	Prab.g_01601
OG0000858	Syak.g_02426	Prab.g_01663
OG0000859	Syak.g_02425	Prab.g_01664
OG0000860	Syak.g_02414	Prab.g_01671
OG0000861	Syak.g_02413	Prab.g_01672
OG0000862	Syak.g_02412	Prab.g_01673
OG0000863	Syak.g_02409	Prab.g_01675
OG0000864	Syak.g_02408	Prab.g_01676
OG0000865	Syak.g_02407	Prab.g_01677
OG0000866	Syak.g_02406	Prab.g_01678
OG0000867	Syak.g_02405	Prab.g_01679
OG0000868	Syak.g_02402	Prab.g_01680
OG0000869	Syak.g_02398	Prab.g_01684
OG0000870	Syak.g_02393	Prab.g_01689
OG0000871	Syak.g_02392	Prab.g_01690
OG0000872	Syak.g_02386	Prab.g_01691
OG0000873	Syak.g_02383	Prab.g_01694
OG0000874	Syak.g_02379	Prab.g_01697
OG0000875	Syak.g_02377	Prab.g_01698
OG0000876	Syak.g_02375	Prab.g_01699
OG0000877	Syak.g_02372	Prab.g_01701
OG0000878	Syak.g_02371	Prab.g_01702
OG0000879	Syak.g_02370	Prab.g_01703
OG0000880	Syak.g_02369	Prab.g_01704
OG0000881	Syak.g_02363	Prab.g_01708
OG0000882	Syak.g_02358	Prab.g_01713
OG0000883	Syak.g_02355	Prab.g_01714
OG0000884	Syak.g_02353	Prab.g_01716
OG0000885	Syak.g_02352	Prab.g_01717
OG0000886	Syak.g_02351	Prab.g_01718
OG0000887	Syak.g_02350	Prab.g_01719
OG0000888	Syak.g_02348	Prab.g_01721
OG0000889	Syak.g_02346	Prab.g_01723
OG0000890	Syak.g_02334	Prab.g_01724
OG0000891	Syak.g_02333	Prab.g_01725
OG0000892	Syak.g_02329	Prab.g_01727
OG0000893	Syak.g_01393	Prab.g_01731
OG0000894	Syak.g_01390	Prab.g_01733
OG0000895	Syak.g_01386	Prab.g_01736
OG0000896	Syak.g_01385	Prab.g_01737
OG0000897	Syak.g_01383	Prab.g_01739
OG0000898	Syak.g_01382	Prab.g_01740
OG0000899	Syak.g_01381	Prab.g_01741
OG0000900	Syak.g_01380	Prab.g_01742
OG0000901	Syak.g_01375	Prab.g_01745
OG0000902	Syak.g_01368	Prab.g_01747
OG0000903	Syak.g_01353	Prab.g_01750
OG0000904	Syak.g_01358	Prab.g_01752
OG0000905	Syak.g_01363	Prab.g_01756
OG0000906	Syak.g_01366	Prab.g_01757
OG0000907	Syak.g_01351	Prab.g_01760
OG0000908	Syak.g_01348	Prab.g_01763
OG0000909	Syak.g_01347	Prab.g_01764
OG0000910	Syak.g_01346	Prab.g_01765
OG0000911	Syak.g_01344	Prab.g_01767
OG0000912	Syak.g_01343	Prab.g_01768
OG0000913	Syak.g_01342	Prab.g_01769
OG0000914	Syak.g_01341	Prab.g_01770
OG0000915	Syak.g_01339	Prab.g_01771
OG0000916	Syak.g_01338	Prab.g_01772
OG0000917	Syak.g_01337	Prab.g_01773
OG0000918	Syak.g_01336	Prab.g_01774
OG0000919	Syak.g_01335	Prab.g_01775
OG0000920	Syak.g_01334	Prab.g_01776
OG0000921	Syak.g_01333	Prab.g_01777
OG0000922	Syak.g_01332	Prab.g_01778
OG0000923	Syak.g_01328	Prab.g_01782
OG0000924	Syak.g_01327	Prab.g_01783
OG0000925	Syak.g_01326	Prab.g_01784
OG0000926	Syak.g_01325	Prab.g_01785
OG0000927	Syak.g_01323	Prab.g_01787
OG0000928	Syak.g_01322	Prab.g_01788
OG0000929	Syak.g_01321	Prab.g_01789
OG0000930	Syak.g_01320	Prab.g_01790
OG0000931	Syak.g_01319	Prab.g_01791
OG0000932	Syak.g_01318	Prab.g_01792
OG0000933	Syak.g_01312	Prab.g_01796
OG0000934	Syak.g_01310	Prab.g_01798
OG0000935	Syak.g_01309	Prab.g_01799
OG0000936	Syak.g_01308	Prab.g_01800
OG0000937	Syak.g_01307	Prab.g_01801
OG0000938	Syak.g_01304	Prab.g_01803
OG0000939	Syak.g_01303	Prab.g_01804
OG0000940	Syak.g_01297	Prab.g_01811
OG0000941	Syak.g_01295	Prab.g_01813
OG0000942	Syak.g_01293	Prab.g_01815
OG0000943	Syak.g_01292	Prab.g_01816
OG0000944	Syak.g_01290	Prab.g_01817
OG0000945	Syak.g_01288	Prab.g_01818
OG0000946	Syak.g_01283	Prab.g_01822
OG0000947	Syak.g_01280	Prab.g_01824
OG0000948	Syak.g_01279	Prab.g_01825
OG0000949	Syak.g_01551	Prab.g_01828
OG0000950	Syak.g_01562	Prab.g_01833
OG0000951	Syak.g_01569	Prab.g_01836
OG0000952	Syak.g_01574	Prab.g_01840
OG0000953	Syak.g_01627	Prab.g_01843
OG0000954	Syak.g_01633	Prab.g_01847
OG0000955	Syak.g_01634	Prab.g_01848
OG0000956	Syak.g_01636	Prab.g_01850
OG0000957	Syak.g_01648	Prab.g_01855
OG0000958	Syak.g_01649	Prab.g_01856
OG0000959	Syak.g_01653	Prab.g_01860
OG0000960	Syak.g_01654	Prab.g_01861
OG0000961	Syak.g_01679	Prab.g_01863
OG0000962	Syak.g_01682	Prab.g_01865
OG0000963	Syak.g_01687	Prab.g_01869
OG0000964	Syak.g_01688	Prab.g_01870
OG0000965	Syak.g_01689	Prab.g_01871
OG0000966	Syak.g_01711	Prab.g_01879
OG0000967	Syak.g_01715	Prab.g_01883
OG0000968	Syak.g_01719	Prab.g_01885
OG0000969	Syak.g_01721	Prab.g_01886
OG0000970	Syak.g_01722	Prab.g_01887
OG0000971	Syak.g_01724	Prab.g_01888
OG0000972	Syak.g_01725	Prab.g_01889
OG0000973	Syak.g_01726	Prab.g_01890
OG0000974	Syak.g_01727	Prab.g_01891
OG0000975	Syak.g_01728	Prab.g_01892
OG0000976	Syak.g_01729	Prab.g_01893
OG0000977	Syak.g_01731	Prab.g_01894
OG0000978	Syak.g_01732	Prab.g_01895
OG0000979	Syak.g_01735	Prab.g_01898
OG0000980	Syak.g_01738	Prab.g_01900
OG0000981	Syak.g_01741	Prab.g_01902
OG0000982	Syak.g_01941	Prab.g_01904
OG0000983	Syak.g_01940	Prab.g_01905
OG0000984	Syak.g_01939	Prab.g_01906
OG0000985	Syak.g_01935	Prab.g_01909
OG0000986	Syak.g_01933	Prab.g_01911
OG0000987	Syak.g_01931	Prab.g_01912
OG0000988	Syak.g_01925	Prab.g_01915
OG0000989	Syak.g_01912	Prab.g_01919
OG0000990	Syak.g_01900	Prab.g_01922
OG0000991	Syak.g_01896	Prab.g_01923
OG0000992	Syak.g_01893	Prab.g_01925
OG0000993	Syak.g_01892	Prab.g_01926
OG0000994	Syak.g_01889	Prab.g_01927
OG0000995	Syak.g_01880	Prab.g_01931
OG0000996	Syak.g_01839	Prab.g_01932
OG0000997	Syak.g_01828	Prab.g_01933
OG0000998	Syak.g_01826	Prab.g_01935
OG0000999	Syak.g_01825	Prab.g_01936
OG0001000	Syak.g_01821	Prab.g_01939
OG0001001	Syak.g_01814	Prab.g_01941
OG0001002	Syak.g_01807	Prab.g_01945
OG0001003	Syak.g_01806	Prab.g_01947
OG0001004	Syak.g_01805	Prab.g_01948
OG0001005	Syak.g_01804	Prab.g_01949
OG0001006	Syak.g_01797	Prab.g_01953
OG0001007	Syak.g_01795	Prab.g_01955
OG0001008	Syak.g_01190	Prab.g_00440
OG0001009	Syak.g_01762	Prab.g_00027
OG0001010	Syak.g_01761	Prab.g_00028
OG0001011	Syak.g_01759	Prab.g_00029
OG0001012	Syak.g_01946	Prab.g_00042
OG0001013	Syak.g_01969	Prab.g_00047
OG0001014	Syak.g_01975	Prab.g_00050
OG0001015	Syak.g_01976	Prab.g_00051
OG0001016	Syak.g_02250	Prab.g_00065
OG0001017	Syak.g_02244	Prab.g_00069
OG0001018	Syak.g_02242	Prab.g_00072
OG0001019	Syak.g_02218	Prab.g_00081
OG0001020	Syak.g_02214	Prab.g_00082
OG0001021	Syak.g_02210	Prab.g_00083
OG0001022	Syak.g_02205	Prab.g_00085
OG0001023	Syak.g_02204	Prab.g_00086
OG0001024	Syak.g_02201	Prab.g_00089
OG0001025	Syak.g_02195	Prab.g_00095
OG0001026	Syak.g_02182	Prab.g_00102
OG0001027	Syak.g_02178	Prab.g_00103
OG0001028	Syak.g_02176	Prab.g_00105
OG0001029	Syak.g_02174	Prab.g_00106
OG0001030	Syak.g_02153	Prab.g_00120
OG0001031	Syak.g_02079	Prab.g_00177
OG0001032	Syak.g_02077	Prab.g_00178
OG0001033	Syak.g_02037	Prab.g_00199
OG0001034	Syak.g_02305	Prab.g_00227
OG0001035	Syak.g_01422	Prab.g_00244
OG0001036	Syak.g_01427	Prab.g_00248
OG0001037	Syak.g_01429	Prab.g_00249
OG0001038	Syak.g_01457	Prab.g_00266
OG0001039	Syak.g_01460	Prab.g_00269
OG0001040	Syak.g_01463	Prab.g_00271
OG0001041	Syak.g_01468	Prab.g_00275
OG0001042	Syak.g_01500	Prab.g_00292
OG0001043	Syak.g_01504	Prab.g_00293
OG0001044	Syak.g_01247	Prab.g_00321
OG0001045	Syak.g_01234	Prab.g_00329
OG0001046	Syak.g_00479	Prab.g_00367
OG0001047	Syak.g_01188	Prab.g_00442
OG0001048	Syak.g_01187	Prab.g_00443
OG0001049	Syak.g_01184	Prab.g_00445
OG0001050	Syak.g_01183	Prab.g_00446
OG0001051	Syak.g_01182	Prab.g_00447
OG0001052	Syak.g_01122	Prab.g_00475
OG0001053	Syak.g_02577	Prab.g_00487
OG0001054	Syak.g_02596	Prab.g_00502
OG0001055	Syak.g_02617	Prab.g_00521
OG0001056	Syak.g_02645	Prab.g_00540
OG0001057	Syak.g_00964	Prab.g_00545
OG0001058	Syak.g_02668	Prab.g_00553
OG0001060	Syak.g_02677	Prab.g_00564
OG0001061	Syak.g_02697	Prab.g_00578
OG0001062	Syak.g_02699	Prab.g_00580
OG0001063	Syak.g_02704	Prab.g_00582
OG0001064	Syak.g_02705	Prab.g_00583
OG0001065	Syak.g_02706	Prab.g_00584
OG0001066	Syak.g_02707	Prab.g_00585
OG0001067	Syak.g_02708	Prab.g_00586
OG0001068	Syak.g_02709	Prab.g_00587
OG0001069	Syak.g_02710	Prab.g_00588
OG0001070	Syak.g_02714	Prab.g_00591
OG0001071	Syak.g_02715	Prab.g_00592
OG0001072	Syak.g_02721	Prab.g_00594
OG0001073	Syak.g_02736	Prab.g_00608
OG0001074	Syak.g_00098	Prab.g_00619
OG0001075	Syak.g_02760	Prab.g_00620
OG0001076	Syak.g_00011	Prab.g_00629
OG0001077	Syak.g_00024	Prab.g_00633
OG0001078	Syak.g_00036	Prab.g_00641
OG0001079	Syak.g_00049	Prab.g_00652
OG0001080	Syak.g_00264	Prab.g_00658
OG0001081	Syak.g_00327	Prab.g_00660
OG0001082	Syak.g_00328	Prab.g_00661
OG0001083	Syak.g_00336	Prab.g_00666
OG0001084	Syak.g_00337	Prab.g_00667
OG0001085	Syak.g_00354	Prab.g_00675
OG0001086	Syak.g_00356	Prab.g_00676
OG0001087	Syak.g_00691	Prab.g_00693
OG0001088	Syak.g_00694	Prab.g_00694
OG0001089	Syak.g_00722	Prab.g_00702
OG0001090	Syak.g_00806	Prab.g_00724
OG0001091	Syak.g_00804	Prab.g_00726
OG0001092	Syak.g_00801	Prab.g_00727
OG0001093	Syak.g_00794	Prab.g_00732
OG0001094	Syak.g_00428	Prab.g_00834
OG0001095	Syak.g_00448	Prab.g_00853
OG0001096	Syak.g_00623	Prab.g_00866
OG0001097	Syak.g_00598	Prab.g_00884
OG0001098	Syak.g_00578	Prab.g_00900
OG0001099	Syak.g_02175	Prab.g_01079
OG0001100	Syak.g_00365	Prab.g_01075
OG0001101	Syak.g_00367	Prab.g_01073
OG0001102	Syak.g_00370	Prab.g_01071
OG0001103	Syak.g_00372	Prab.g_01069
OG0001104	Syak.g_00410	Prab.g_01047
OG0001105	Syak.g_00414	Prab.g_01043
OG0001106	Syak.g_00518	Prab.g_01019
OG0001107	Syak.g_00505	Prab.g_01012
OG0001108	Syak.g_00497	Prab.g_01008
OG0001109	Syak.g_00495	Prab.g_01007
OG0001110	Syak.g_00493	Prab.g_01005
OG0001111	Syak.g_00491	Prab.g_01004
OG0001112	Syak.g_00489	Prab.g_01003
OG0001113	Syak.g_00406	Prab.g_01002
OG0001114	Syak.g_00488	Prab.g_01001
OG0001115	Syak.g_00484	Prab.g_00999
OG0001116	Syak.g_00482	Prab.g_00998
OG0001117	Syak.g_00481	Prab.g_00997
OG0001118	Syak.g_00480	Prab.g_00996
OG0001119	Syak.g_00478	Prab.g_00995
OG0001120	Syak.g_00474	Prab.g_00993
OG0001121	Syak.g_00114	Prab.g_01184, Prab.g_00990
OG0001123	Syak.g_00650	Prab.g_00953
OG0001124	Syak.g_00652	Prab.g_00951
OG0001125	Syak.g_00654	Prab.g_00950
OG0001126	Syak.g_00757	Prab.g_00940
OG0001127	Syak.g_00756	Prab.g_00939
OG0001128	Syak.g_00753	Prab.g_00937
OG0001129	Syak.g_00751	Prab.g_00936
OG0001130	Syak.g_00750	Prab.g_00935
OG0001131	Syak.g_00389	Prab.g_01125
OG0001132	Syak.g_00120	Prab.g_01135
OG0001133	Syak.g_00014	Prab.g_01169
OG0001134	Syak.g_00273	Prab.g_01186
OG0001135	Syak.g_00274	Prab.g_01189
OG0001136	Syak.g_00901	Prab.g_01216
OG0001137	Syak.g_00876	Prab.g_01227
OG0001138	Syak.g_00839	Prab.g_01245
OG0001139	Syak.g_00837	Prab.g_01246
OG0001140	Syak.g_00836	Prab.g_01247
OG0001141	Syak.g_00835	Prab.g_01248
OG0001142	Syak.g_00834	Prab.g_01249
OG0001143	Syak.g_00826	Prab.g_01256
OG0001144	Syak.g_00815	Prab.g_01261
OG0001145	Syak.g_00922	Prab.g_01318
OG0001146	Syak.g_00943	Prab.g_01330
OG0001147	Syak.g_01113	Prab.g_01347
OG0001148	Syak.g_02563	Prab.g_01362
OG0001149	Syak.g_02562	Prab.g_01363
OG0001150	Syak.g_02561	Prab.g_01364
OG0001151	Syak.g_02548	Prab.g_01375
OG0001153	Syak.g_01084	Prab.g_01498
OG0001154	Syak.g_01085	Prab.g_01499
OG0001155	Syak.g_02480	Prab.g_01511
OG0001156	Syak.g_02477	Prab.g_01514
OG0001157	Syak.g_02476	Prab.g_01515
OG0001158	Syak.g_02475	Prab.g_01516
OG0001159	Syak.g_02474	Prab.g_01517
OG0001160	Syak.g_02437	Prab.g_01541
OG0001161	Syak.g_01906	Prab.g_01553
OG0001162	Syak.g_00959	Prab.g_01567
OG0001163	Syak.g_02429	Prab.g_01661
OG0001164	Syak.g_02423	Prab.g_01665
OG0001165	Syak.g_02418	Prab.g_01668
OG0001166	Syak.g_02394	Prab.g_01688
OG0001167	Syak.g_02366	Prab.g_01705
OG0001168	Syak.g_02364	Prab.g_01707
OG0001169	Syak.g_02362	Prab.g_01709
