Orthogroup	Syak	Prbd
OG0000560	Syak.g_02672	Prbd.g_00688
OG0000561	Syak.g_02673	Prbd.g_00687
OG0000562	Syak.g_02674	Prbd.g_00686
OG0000563	Syak.g_02675	Prbd.g_00685
OG0000564	Syak.g_02676	Prbd.g_00684
OG0000565	Syak.g_02679	Prbd.g_00681
OG0000566	Syak.g_02683	Prbd.g_00679
OG0000567	Syak.g_02687	Prbd.g_00675
OG0000568	Syak.g_02690	Prbd.g_00674
OG0000569	Syak.g_02691	Prbd.g_00673
OG0000570	Syak.g_02692	Prbd.g_00672
OG0000571	Syak.g_02696	Prbd.g_00670
OG0000572	Syak.g_02713	Prbd.g_00657
OG0000573	Syak.g_02723	Prbd.g_00652
OG0000574	Syak.g_02724	Prbd.g_00651
OG0000575	Syak.g_02729	Prbd.g_00647
OG0000576	Syak.g_02731	Prbd.g_00645
OG0000577	Syak.g_02732	Prbd.g_00644
OG0000578	Syak.g_02733	Prbd.g_00643
OG0000579	Syak.g_02734	Prbd.g_00642
OG0000580	Syak.g_02735	Prbd.g_00641
OG0000581	Syak.g_02742	Prbd.g_00639
OG0000582	Syak.g_02748	Prbd.g_00636
OG0000583	Syak.g_02749	Prbd.g_00635
OG0000584	Syak.g_02750	Prbd.g_00634
OG0000585	Syak.g_02753	Prbd.g_00632
OG0000586	Syak.g_02754	Prbd.g_00631
OG0000587	Syak.g_02756	Prbd.g_00630
OG0000588	Syak.g_00004	Prbd.g_00626
OG0000589	Syak.g_00008	Prbd.g_00623
OG0000590	Syak.g_00009	Prbd.g_00622
OG0000591	Syak.g_00017	Prbd.g_00619
OG0000592	Syak.g_00018	Prbd.g_00618
OG0000593	Syak.g_00031	Prbd.g_00612
OG0000594	Syak.g_00032	Prbd.g_00611
OG0000595	Syak.g_00033	Prbd.g_00610
OG0000596	Syak.g_00038	Prbd.g_00606
OG0000597	Syak.g_00041	Prbd.g_00604
OG0000598	Syak.g_00042	Prbd.g_00603
OG0000599	Syak.g_00045	Prbd.g_00600
OG0000600	Syak.g_00046	Prbd.g_00599
OG0000601	Syak.g_00047	Prbd.g_00598
OG0000602	Syak.g_00053	Prbd.g_00596
OG0000603	Syak.g_00054	Prbd.g_00595
OG0000604	Syak.g_00056	Prbd.g_00594
OG0000605	Syak.g_00259	Prbd.g_00593
OG0000606	Syak.g_00326	Prbd.g_00590
OG0000607	Syak.g_00329	Prbd.g_00587
OG0000608	Syak.g_00330	Prbd.g_00586
OG0000609	Syak.g_00332	Prbd.g_00585
OG0000610	Syak.g_00347	Prbd.g_00580
OG0000611	Syak.g_00350	Prbd.g_00577
OG0000612	Syak.g_00351	Prbd.g_00576
OG0000613	Syak.g_01525	Prbd.g_00571
OG0000614	Syak.g_00705	Prbd.g_00552
OG0000615	Syak.g_00393	Prbd.g_00544
OG0000616	Syak.g_01810	Prbd.g_00540
OG0000617	Syak.g_00799	Prbd.g_00013
OG0000618	Syak.g_00798	Prbd.g_00014
OG0000619	Syak.g_00797	Prbd.g_00015
OG0000620	Syak.g_00779	Prbd.g_00018
OG0000621	Syak.g_00780	Prbd.g_00019
OG0000622	Syak.g_00781	Prbd.g_00020
OG0000623	Syak.g_00782	Prbd.g_00021
OG0000624	Syak.g_00784	Prbd.g_00022
OG0000625	Syak.g_00785	Prbd.g_00023
OG0000626	Syak.g_00786	Prbd.g_00024
OG0000627	Syak.g_00561	Prbd.g_00025
OG0000628	Syak.g_00560	Prbd.g_00026
OG0000629	Syak.g_00556	Prbd.g_00027
OG0000630	Syak.g_00552	Prbd.g_00030
OG0000631	Syak.g_00545	Prbd.g_00093
OG0000632	Syak.g_00544	Prbd.g_00094
OG0000633	Syak.g_00542	Prbd.g_00095
OG0000634	Syak.g_00430	Prbd.g_00098
OG0000635	Syak.g_00431	Prbd.g_00099
OG0000636	Syak.g_00433	Prbd.g_00101
OG0000637	Syak.g_00435	Prbd.g_00103
OG0000638	Syak.g_00436	Prbd.g_00104
OG0000639	Syak.g_00437	Prbd.g_00105
OG0000640	Syak.g_00438	Prbd.g_00106
OG0000641	Syak.g_00442	Prbd.g_00110
OG0000642	Syak.g_00443	Prbd.g_00111
OG0000643	Syak.g_00444	Prbd.g_00112
OG0000644	Syak.g_00445	Prbd.g_00113
OG0000645	Syak.g_00447	Prbd.g_00114
OG0000646	Syak.g_00450	Prbd.g_00116
OG0000647	Syak.g_00452	Prbd.g_00117
OG0000648	Syak.g_00456	Prbd.g_00119
OG0000649	Syak.g_00457	Prbd.g_00120
OG0000650	Syak.g_00458	Prbd.g_00121
OG0000651	Syak.g_00459	Prbd.g_00122
OG0000652	Syak.g_00460	Prbd.g_00123
OG0000653	Syak.g_00462	Prbd.g_00125
OG0000654	Syak.g_00625	Prbd.g_00126
OG0000655	Syak.g_00624	Prbd.g_00127
OG0000656	Syak.g_00621	Prbd.g_00130
OG0000657	Syak.g_00609	Prbd.g_00138
OG0000658	Syak.g_00606	Prbd.g_00139
OG0000659	Syak.g_00605	Prbd.g_00140
OG0000660	Syak.g_00601	Prbd.g_00144
OG0000661	Syak.g_00599	Prbd.g_00146
OG0000662	Syak.g_00597	Prbd.g_00148
OG0000663	Syak.g_00594	Prbd.g_00150
OG0000664	Syak.g_00593	Prbd.g_00151
OG0000665	Syak.g_00086	Prbd.g_00155
OG0000666	Syak.g_00078	Prbd.g_00156
OG0000667	Syak.g_00340	Prbd.g_00160
OG0000668	Syak.g_00643	Prbd.g_00190
OG0000669	Syak.g_00363	Prbd.g_00197
OG0000670	Syak.g_00366	Prbd.g_00199
OG0000671	Syak.g_00368	Prbd.g_00201
OG0000672	Syak.g_00371	Prbd.g_00204
OG0000673	Syak.g_00374	Prbd.g_00207
OG0000674	Syak.g_00376	Prbd.g_00209
OG0000675	Syak.g_00377	Prbd.g_00210
OG0000676	Syak.g_00379	Prbd.g_00212
OG0000677	Syak.g_00380	Prbd.g_00213
OG0000678	Syak.g_00386	Prbd.g_00215
OG0000679	Syak.g_00397	Prbd.g_00219
OG0000680	Syak.g_00398	Prbd.g_00220
OG0000681	Syak.g_00401	Prbd.g_00222
OG0000682	Syak.g_00402	Prbd.g_00223
OG0000683	Syak.g_00403	Prbd.g_00224
OG0000684	Syak.g_00409	Prbd.g_00226
OG0000685	Syak.g_00411	Prbd.g_00228
OG0000686	Syak.g_00412	Prbd.g_00229
OG0000687	Syak.g_00413	Prbd.g_00230
OG0000688	Syak.g_00418	Prbd.g_00233
OG0000689	Syak.g_00421	Prbd.g_00234
OG0000690	Syak.g_00422	Prbd.g_00235
OG0000691	Syak.g_00423	Prbd.g_00236
OG0000692	Syak.g_00424	Prbd.g_00238
OG0000693	Syak.g_00426	Prbd.g_00239
OG0000694	Syak.g_00427	Prbd.g_00240
OG0000695	Syak.g_00540	Prbd.g_00242
OG0000696	Syak.g_00539	Prbd.g_00243
OG0000697	Syak.g_00538	Prbd.g_00244
OG0000698	Syak.g_00535	Prbd.g_00247
OG0000699	Syak.g_00534	Prbd.g_00248
OG0000700	Syak.g_00533	Prbd.g_00249
OG0000701	Syak.g_00532	Prbd.g_00250
OG0000702	Syak.g_00522	Prbd.g_00252
OG0000703	Syak.g_00521	Prbd.g_00253
OG0000704	Syak.g_00519	Prbd.g_00254
OG0000705	Syak.g_00511	Prbd.g_00258
OG0000706	Syak.g_00510	Prbd.g_00259
OG0000707	Syak.g_00509	Prbd.g_00260
OG0000708	Syak.g_00506	Prbd.g_00261
OG0000709	Syak.g_00498	Prbd.g_00265
OG0000710	Syak.g_00494	Prbd.g_00268
OG0000711	Syak.g_00466	Prbd.g_00285
OG0000712	Syak.g_00464	Prbd.g_00287
OG0000713	Syak.g_00463	Prbd.g_00288
OG0000714	Syak.g_00629	Prbd.g_00289
OG0000715	Syak.g_00631	Prbd.g_00291
OG0000716	Syak.g_00635	Prbd.g_00293
OG0000717	Syak.g_00636	Prbd.g_00294
OG0000718	Syak.g_00640	Prbd.g_00309
OG0000719	Syak.g_00642	Prbd.g_00311
OG0000720	Syak.g_00655	Prbd.g_00320
OG0000721	Syak.g_00657	Prbd.g_00322
OG0000722	Syak.g_00658	Prbd.g_00323
OG0000723	Syak.g_00790	Prbd.g_00326
OG0000724	Syak.g_00749	Prbd.g_00335
OG0000725	Syak.g_00731	Prbd.g_00341
OG0000726	Syak.g_00730	Prbd.g_00342
OG0000727	Syak.g_00729	Prbd.g_00343
OG0000728	Syak.g_00727	Prbd.g_00345
OG0000729	Syak.g_01683	Prbd.g_00391
OG0000730	Syak.g_01248	Prbd.g_00395
OG0000731	Syak.g_01237	Prbd.g_00399
OG0000732	Syak.g_01739	Prbd.g_00408
OG0000733	Syak.g_01905	Prbd.g_00428
OG0000734	Syak.g_02184	Prbd.g_00453
OG0000735	Syak.g_00914	Prbd.g_00455
OG0000736	Syak.g_00913	Prbd.g_00456
OG0000737	Syak.g_00912	Prbd.g_00457
OG0000738	Syak.g_00907	Prbd.g_00461
OG0000739	Syak.g_00906	Prbd.g_00462
OG0000740	Syak.g_00905	Prbd.g_00463
OG0000741	Syak.g_00902	Prbd.g_00464
OG0000742	Syak.g_00899	Prbd.g_00467
OG0000743	Syak.g_00897	Prbd.g_00469
OG0000744	Syak.g_00896	Prbd.g_00470
OG0000745	Syak.g_00894	Prbd.g_00471
OG0000746	Syak.g_00892	Prbd.g_00473
OG0000747	Syak.g_00891	Prbd.g_00474
OG0000748	Syak.g_00875	Prbd.g_00477
OG0000749	Syak.g_00874	Prbd.g_00478
OG0000750	Syak.g_00873	Prbd.g_00479
OG0000751	Syak.g_00862	Prbd.g_00481
OG0000752	Syak.g_00860	Prbd.g_00483
OG0000753	Syak.g_00857	Prbd.g_00486
OG0000754	Syak.g_00852	Prbd.g_00489
OG0000755	Syak.g_00841	Prbd.g_00492
OG0000756	Syak.g_00840	Prbd.g_00493
OG0000757	Syak.g_00833	Prbd.g_00499
OG0000758	Syak.g_00832	Prbd.g_00500
OG0000759	Syak.g_00831	Prbd.g_00501
OG0000760	Syak.g_00830	Prbd.g_00502
OG0000761	Syak.g_00829	Prbd.g_00503
OG0000762	Syak.g_00827	Prbd.g_00504
OG0000763	Syak.g_00825	Prbd.g_00506
OG0000764	Syak.g_00824	Prbd.g_00507
OG0000765	Syak.g_00669	Prbd.g_00516
OG0000766	Syak.g_00670	Prbd.g_00517
OG0000767	Syak.g_00672	Prbd.g_00519
OG0000768	Syak.g_00673	Prbd.g_00520
OG0000769	Syak.g_00675	Prbd.g_00522
OG0000770	Syak.g_00678	Prbd.g_00524
OG0000771	Syak.g_00755	Prbd.g_01921
OG0000772	Syak.g_02048	Prbd.g_01858
OG0000773	Syak.g_00921	Prbd.g_01810
OG0000774	Syak.g_00926	Prbd.g_01808
OG0000775	Syak.g_00929	Prbd.g_01806
OG0000776	Syak.g_00930	Prbd.g_01805
OG0000777	Syak.g_00931	Prbd.g_01804
OG0000778	Syak.g_00932	Prbd.g_01803
OG0000779	Syak.g_00938	Prbd.g_01799
OG0000780	Syak.g_00942	Prbd.g_01798
OG0000781	Syak.g_00946	Prbd.g_01795
OG0000782	Syak.g_00947	Prbd.g_01794
OG0000783	Syak.g_00948	Prbd.g_01793
OG0000784	Syak.g_00949	Prbd.g_01792
OG0000785	Syak.g_00951	Prbd.g_01790
OG0000786	Syak.g_00956	Prbd.g_01788
OG0000787	Syak.g_00957	Prbd.g_01787
OG0000788	Syak.g_00048	Prbd.g_01777
OG0000789	Syak.g_00085	Prbd.g_01774
OG0000790	Syak.g_02560	Prbd.g_01759
OG0000791	Syak.g_02558	Prbd.g_01757
OG0000792	Syak.g_02557	Prbd.g_01756
OG0000793	Syak.g_02552	Prbd.g_01753
OG0000794	Syak.g_02551	Prbd.g_01752
OG0000795	Syak.g_02550	Prbd.g_01751
OG0000796	Syak.g_02547	Prbd.g_01747
OG0000797	Syak.g_02546	Prbd.g_01746
OG0000799	Syak.g_00981	Prbd.g_01707
OG0000800	Syak.g_00989	Prbd.g_01706
OG0000801	Syak.g_00990	Prbd.g_01705
OG0000802	Syak.g_00995	Prbd.g_01703
OG0000803	Syak.g_01021	Prbd.g_01701
OG0000804	Syak.g_01026	Prbd.g_01700
OG0000805	Syak.g_01029	Prbd.g_01698
OG0000806	Syak.g_01031	Prbd.g_01696
OG0000807	Syak.g_01033	Prbd.g_01695
OG0000808	Syak.g_01034	Prbd.g_01694
OG0000809	Syak.g_01038	Prbd.g_01691
OG0000810	Syak.g_01039	Prbd.g_01690
OG0000811	Syak.g_01045	Prbd.g_01686
OG0000812	Syak.g_01047	Prbd.g_01684
OG0000813	Syak.g_01048	Prbd.g_01683
OG0000814	Syak.g_01051	Prbd.g_01681
OG0000815	Syak.g_01053	Prbd.g_01680
OG0000816	Syak.g_01055	Prbd.g_01678
OG0000817	Syak.g_01056	Prbd.g_01677
OG0000818	Syak.g_01060	Prbd.g_01672
OG0000819	Syak.g_01064	Prbd.g_01671
OG0000820	Syak.g_01065	Prbd.g_01670
OG0000821	Syak.g_01071	Prbd.g_01666
OG0000822	Syak.g_01073	Prbd.g_01665
OG0000823	Syak.g_01074	Prbd.g_01664
OG0000824	Syak.g_01080	Prbd.g_01661
OG0000825	Syak.g_01081	Prbd.g_01660
OG0000826	Syak.g_01082	Prbd.g_01659
OG0000827	Syak.g_01083	Prbd.g_01658
OG0000828	Syak.g_01086	Prbd.g_01655
OG0000829	Syak.g_01087	Prbd.g_01654
OG0000830	Syak.g_01088	Prbd.g_01653
OG0000831	Syak.g_01091	Prbd.g_01651
OG0000832	Syak.g_02482	Prbd.g_01645
OG0000833	Syak.g_02473	Prbd.g_01637
OG0000834	Syak.g_02470	Prbd.g_01636
OG0000835	Syak.g_02469	Prbd.g_01635
OG0000836	Syak.g_02466	Prbd.g_01634
OG0000837	Syak.g_02465	Prbd.g_01633
OG0000838	Syak.g_02461	Prbd.g_01631
OG0000839	Syak.g_02460	Prbd.g_01630
OG0000840	Syak.g_02459	Prbd.g_01629
OG0000841	Syak.g_02458	Prbd.g_01628
OG0000842	Syak.g_02457	Prbd.g_01627
OG0000843	Syak.g_02456	Prbd.g_01626
OG0000844	Syak.g_02454	Prbd.g_01625
OG0000845	Syak.g_02453	Prbd.g_01624
OG0000846	Syak.g_02452	Prbd.g_01623
OG0000847	Syak.g_02451	Prbd.g_01622
OG0000848	Syak.g_02449	Prbd.g_01621
OG0000849	Syak.g_02448	Prbd.g_01620
OG0000850	Syak.g_02445	Prbd.g_01617
OG0000851	Syak.g_02440	Prbd.g_01616
OG0000852	Syak.g_02439	Prbd.g_01615
OG0000853	Syak.g_02435	Prbd.g_01611
OG0000854	Syak.g_02433	Prbd.g_01609
OG0000855	Syak.g_02432	Prbd.g_01608
OG0000856	Syak.g_00021	Prbd.g_01593
OG0000857	Syak.g_00451	Prbd.g_01566
OG0000858	Syak.g_02426	Prbd.g_01531
OG0000859	Syak.g_02425	Prbd.g_01530
OG0000860	Syak.g_02414	Prbd.g_01523
OG0000861	Syak.g_02413	Prbd.g_01522
OG0000862	Syak.g_02412	Prbd.g_01521
OG0000863	Syak.g_02409	Prbd.g_01519
OG0000864	Syak.g_02408	Prbd.g_01518
OG0000865	Syak.g_02407	Prbd.g_01517
OG0000866	Syak.g_02406	Prbd.g_01516
OG0000867	Syak.g_02405	Prbd.g_01515
OG0000868	Syak.g_02402	Prbd.g_01514
OG0000869	Syak.g_02398	Prbd.g_01510
OG0000870	Syak.g_02393	Prbd.g_01505
OG0000871	Syak.g_02392	Prbd.g_01504
OG0000872	Syak.g_02386	Prbd.g_01503
OG0000873	Syak.g_02383	Prbd.g_01500
OG0000874	Syak.g_02379	Prbd.g_01497
OG0000875	Syak.g_02377	Prbd.g_01496
OG0000876	Syak.g_02375	Prbd.g_01495
OG0000877	Syak.g_02372	Prbd.g_01493
OG0000878	Syak.g_02371	Prbd.g_01492
OG0000879	Syak.g_02370	Prbd.g_01491
OG0000880	Syak.g_02369	Prbd.g_01490
OG0000881	Syak.g_02363	Prbd.g_01486
OG0000882	Syak.g_02358	Prbd.g_01481
OG0000883	Syak.g_02355	Prbd.g_01479
OG0000884	Syak.g_02353	Prbd.g_01477
OG0000885	Syak.g_02352	Prbd.g_01476
OG0000886	Syak.g_02351	Prbd.g_01475
OG0000887	Syak.g_02350	Prbd.g_01474
OG0000888	Syak.g_02348	Prbd.g_01472
OG0000889	Syak.g_02346	Prbd.g_01470
OG0000890	Syak.g_02334	Prbd.g_01469
OG0000891	Syak.g_02333	Prbd.g_01468
OG0000892	Syak.g_02329	Prbd.g_01466
OG0000893	Syak.g_01393	Prbd.g_01463
OG0000894	Syak.g_01390	Prbd.g_01461
OG0000895	Syak.g_01386	Prbd.g_01458
OG0000896	Syak.g_01385	Prbd.g_01457
OG0000897	Syak.g_01383	Prbd.g_01455
OG0000898	Syak.g_01382	Prbd.g_01454
OG0000899	Syak.g_01381	Prbd.g_01453
OG0000900	Syak.g_01380	Prbd.g_01452
OG0000901	Syak.g_01375	Prbd.g_01449
OG0000902	Syak.g_01368	Prbd.g_01447
OG0000903	Syak.g_01353	Prbd.g_01444
OG0000904	Syak.g_01358	Prbd.g_01442
OG0000905	Syak.g_01363	Prbd.g_01437
OG0000906	Syak.g_01366	Prbd.g_01436
OG0000907	Syak.g_01351	Prbd.g_01433
OG0000908	Syak.g_01348	Prbd.g_01430
OG0000909	Syak.g_01347	Prbd.g_01429
OG0000910	Syak.g_01346	Prbd.g_01428
OG0000911	Syak.g_01344	Prbd.g_01426
OG0000912	Syak.g_01343	Prbd.g_01425
OG0000913	Syak.g_01342	Prbd.g_01424
OG0000914	Syak.g_01341	Prbd.g_01423
OG0000915	Syak.g_01339	Prbd.g_01422
OG0000916	Syak.g_01338	Prbd.g_01421
OG0000917	Syak.g_01337	Prbd.g_01420
OG0000918	Syak.g_01336	Prbd.g_01419
OG0000919	Syak.g_01335	Prbd.g_01418
OG0000920	Syak.g_01334	Prbd.g_01417
OG0000921	Syak.g_01333	Prbd.g_01416
OG0000922	Syak.g_01332	Prbd.g_01415
OG0000923	Syak.g_01328	Prbd.g_01411
OG0000924	Syak.g_01327	Prbd.g_01410
OG0000925	Syak.g_01326	Prbd.g_01409
OG0000926	Syak.g_01325	Prbd.g_01408
OG0000927	Syak.g_01323	Prbd.g_01406
OG0000928	Syak.g_01322	Prbd.g_01405
OG0000929	Syak.g_01321	Prbd.g_01404
OG0000930	Syak.g_01320	Prbd.g_01403
OG0000931	Syak.g_01319	Prbd.g_01402
OG0000932	Syak.g_01318	Prbd.g_01401
OG0000933	Syak.g_01312	Prbd.g_01397
OG0000934	Syak.g_01310	Prbd.g_01395
OG0000935	Syak.g_01309	Prbd.g_01394
OG0000936	Syak.g_01308	Prbd.g_01393
OG0000937	Syak.g_01307	Prbd.g_01392
OG0000938	Syak.g_01304	Prbd.g_01390
OG0000939	Syak.g_01303	Prbd.g_01389
OG0000940	Syak.g_01297	Prbd.g_01382
OG0000941	Syak.g_01295	Prbd.g_01380
OG0000942	Syak.g_01293	Prbd.g_01378
OG0000943	Syak.g_01292	Prbd.g_01377
OG0000944	Syak.g_01290	Prbd.g_01376
OG0000945	Syak.g_01288	Prbd.g_01375
OG0000946	Syak.g_01283	Prbd.g_01371
OG0000947	Syak.g_01280	Prbd.g_01369
OG0000948	Syak.g_01279	Prbd.g_01368
OG0000949	Syak.g_01551	Prbd.g_01365
OG0000950	Syak.g_01562	Prbd.g_01360
OG0000951	Syak.g_01569	Prbd.g_01356
OG0000952	Syak.g_01574	Prbd.g_01352
OG0000953	Syak.g_01627	Prbd.g_01349
OG0000954	Syak.g_01633	Prbd.g_01345
OG0000955	Syak.g_01634	Prbd.g_01344
OG0000956	Syak.g_01636	Prbd.g_01342
OG0000957	Syak.g_01648	Prbd.g_01337
OG0000958	Syak.g_01649	Prbd.g_01336
OG0000959	Syak.g_01653	Prbd.g_01332
OG0000960	Syak.g_01654	Prbd.g_01331
OG0000961	Syak.g_01679	Prbd.g_01329
OG0000962	Syak.g_01682	Prbd.g_01327
OG0000963	Syak.g_01687	Prbd.g_01323
OG0000964	Syak.g_01688	Prbd.g_01321
OG0000965	Syak.g_01689	Prbd.g_01320
OG0000966	Syak.g_01711	Prbd.g_01312
OG0000967	Syak.g_01715	Prbd.g_01308
OG0000968	Syak.g_01719	Prbd.g_01306
OG0000969	Syak.g_01721	Prbd.g_01305
OG0000970	Syak.g_01722	Prbd.g_01304
OG0000971	Syak.g_01724	Prbd.g_01303
OG0000972	Syak.g_01725	Prbd.g_01302
OG0000973	Syak.g_01726	Prbd.g_01301
OG0000974	Syak.g_01727	Prbd.g_01300
OG0000975	Syak.g_01728	Prbd.g_01299
OG0000976	Syak.g_01729	Prbd.g_01298
OG0000977	Syak.g_01731	Prbd.g_01297
OG0000978	Syak.g_01732	Prbd.g_01296
OG0000979	Syak.g_01735	Prbd.g_01293
OG0000980	Syak.g_01738	Prbd.g_01291
OG0000981	Syak.g_01741	Prbd.g_01289
OG0000982	Syak.g_01941	Prbd.g_01287
OG0000983	Syak.g_01940	Prbd.g_01286
OG0000984	Syak.g_01939	Prbd.g_01285
OG0000985	Syak.g_01935	Prbd.g_01282
OG0000986	Syak.g_01933	Prbd.g_01280
OG0000987	Syak.g_01931	Prbd.g_01279
OG0000988	Syak.g_01925	Prbd.g_01276
OG0000989	Syak.g_01912	Prbd.g_01273
OG0000990	Syak.g_01900	Prbd.g_01270
OG0000991	Syak.g_01896	Prbd.g_01269
OG0000992	Syak.g_01893	Prbd.g_01267
OG0000993	Syak.g_01892	Prbd.g_01266
OG0000994	Syak.g_01889	Prbd.g_01265
OG0000995	Syak.g_01880	Prbd.g_01261
OG0000996	Syak.g_01839	Prbd.g_01260
OG0000997	Syak.g_01828	Prbd.g_01259
OG0000998	Syak.g_01826	Prbd.g_01257
OG0000999	Syak.g_01825	Prbd.g_01256
OG0001000	Syak.g_01821	Prbd.g_01253
OG0001001	Syak.g_01814	Prbd.g_01251
OG0001002	Syak.g_01807	Prbd.g_01247
OG0001003	Syak.g_01806	Prbd.g_01245
OG0001004	Syak.g_01805	Prbd.g_01244
OG0001005	Syak.g_01804	Prbd.g_01243
OG0001006	Syak.g_01797	Prbd.g_01239
OG0001007	Syak.g_01795	Prbd.g_01237
OG0001008	Syak.g_01190	Prbd.g_00805
OG0001009	Syak.g_01762	Prbd.g_01210
OG0001010	Syak.g_01761	Prbd.g_01209
OG0001011	Syak.g_01759	Prbd.g_01208
OG0001012	Syak.g_01946	Prbd.g_01195
OG0001013	Syak.g_01969	Prbd.g_01189
OG0001014	Syak.g_01975	Prbd.g_01186
OG0001015	Syak.g_01976	Prbd.g_01185
OG0001016	Syak.g_02250	Prbd.g_01171
OG0001017	Syak.g_02244	Prbd.g_01167
OG0001018	Syak.g_02242	Prbd.g_01164
OG0001019	Syak.g_02218	Prbd.g_01155
OG0001020	Syak.g_02214	Prbd.g_01154
OG0001021	Syak.g_02210	Prbd.g_01153
OG0001022	Syak.g_02205	Prbd.g_01150
OG0001023	Syak.g_02204	Prbd.g_01149
OG0001024	Syak.g_02201	Prbd.g_01146
OG0001025	Syak.g_02195	Prbd.g_01140
OG0001026	Syak.g_02182	Prbd.g_01133
OG0001027	Syak.g_02178	Prbd.g_01132
OG0001028	Syak.g_02176	Prbd.g_01130
OG0001029	Syak.g_02174	Prbd.g_01128
OG0001030	Syak.g_02153	Prbd.g_01113
OG0001031	Syak.g_02079	Prbd.g_01054
OG0001032	Syak.g_02077	Prbd.g_01053
OG0001033	Syak.g_02037	Prbd.g_01032
OG0001034	Syak.g_02305	Prbd.g_01003
OG0001035	Syak.g_01422	Prbd.g_00985
OG0001036	Syak.g_01427	Prbd.g_00980
OG0001037	Syak.g_01429	Prbd.g_00979
OG0001038	Syak.g_01457	Prbd.g_00961
OG0001039	Syak.g_01460	Prbd.g_00958
OG0001040	Syak.g_01463	Prbd.g_00956
OG0001041	Syak.g_01468	Prbd.g_00952
OG0001042	Syak.g_01500	Prbd.g_00935
OG0001043	Syak.g_01504	Prbd.g_00934
OG0001044	Syak.g_01247	Prbd.g_00906
OG0001045	Syak.g_01234	Prbd.g_00897
OG0001046	Syak.g_00479	Prbd.g_00859
OG0001047	Syak.g_01188	Prbd.g_00803
OG0001048	Syak.g_01187	Prbd.g_00802
OG0001049	Syak.g_01184	Prbd.g_00800
OG0001050	Syak.g_01183	Prbd.g_00799
OG0001051	Syak.g_01182	Prbd.g_00798
OG0001052	Syak.g_01122	Prbd.g_00771
OG0001053	Syak.g_02577	Prbd.g_00759
OG0001054	Syak.g_02596	Prbd.g_00744
OG0001055	Syak.g_02617	Prbd.g_00725
OG0001056	Syak.g_02645	Prbd.g_00706
OG0001057	Syak.g_00964	Prbd.g_00701
OG0001058	Syak.g_02668	Prbd.g_00693
OG0001060	Syak.g_02677	Prbd.g_00682
OG0001061	Syak.g_02697	Prbd.g_00669
OG0001062	Syak.g_02699	Prbd.g_00667
OG0001063	Syak.g_02704	Prbd.g_00665
OG0001064	Syak.g_02705	Prbd.g_00664
OG0001065	Syak.g_02706	Prbd.g_00663
OG0001066	Syak.g_02707	Prbd.g_00662
OG0001067	Syak.g_02708	Prbd.g_00661
OG0001068	Syak.g_02709	Prbd.g_00660
OG0001069	Syak.g_02710	Prbd.g_00659
OG0001070	Syak.g_02714	Prbd.g_00656
OG0001071	Syak.g_02715	Prbd.g_00655
OG0001072	Syak.g_02721	Prbd.g_00654
OG0001073	Syak.g_02736	Prbd.g_00640
OG0001074	Syak.g_00098	Prbd.g_00629
OG0001075	Syak.g_02760	Prbd.g_00628
OG0001076	Syak.g_00011	Prbd.g_00620
OG0001077	Syak.g_00024	Prbd.g_00616
OG0001078	Syak.g_00036	Prbd.g_00608
OG0001079	Syak.g_00049	Prbd.g_00597
OG0001080	Syak.g_00264	Prbd.g_00591
OG0001081	Syak.g_00327	Prbd.g_00589
OG0001082	Syak.g_00328	Prbd.g_00588
OG0001083	Syak.g_00336	Prbd.g_00583
OG0001084	Syak.g_00337	Prbd.g_00582
OG0001085	Syak.g_00354	Prbd.g_00574
OG0001086	Syak.g_00356	Prbd.g_00573
OG0001087	Syak.g_00691	Prbd.g_00556
OG0001088	Syak.g_00694	Prbd.g_00555
OG0001089	Syak.g_00722	Prbd.g_00547
OG0001090	Syak.g_00806	Prbd.g_00008
OG0001091	Syak.g_00804	Prbd.g_00010
OG0001092	Syak.g_00801	Prbd.g_00011
OG0001093	Syak.g_00794	Prbd.g_00016
OG0001094	Syak.g_00428	Prbd.g_00096
OG0001095	Syak.g_00448	Prbd.g_00115
OG0001096	Syak.g_00623	Prbd.g_00128
OG0001097	Syak.g_00598	Prbd.g_00147
OG0001098	Syak.g_00578	Prbd.g_00162
OG0001099	Syak.g_02175	Prbd.g_00194
OG0001100	Syak.g_00365	Prbd.g_00198
OG0001101	Syak.g_00367	Prbd.g_00200
OG0001102	Syak.g_00370	Prbd.g_00203
OG0001103	Syak.g_00372	Prbd.g_00205
OG0001104	Syak.g_00410	Prbd.g_00227
OG0001105	Syak.g_00414	Prbd.g_00231
OG0001106	Syak.g_00518	Prbd.g_00255
OG0001107	Syak.g_00505	Prbd.g_00262
OG0001108	Syak.g_00497	Prbd.g_00266
OG0001109	Syak.g_00495	Prbd.g_00267
OG0001110	Syak.g_00493	Prbd.g_00269
OG0001111	Syak.g_00491	Prbd.g_00270
OG0001112	Syak.g_00489	Prbd.g_00271
OG0001113	Syak.g_00406	Prbd.g_00272
OG0001114	Syak.g_00488	Prbd.g_00273
OG0001115	Syak.g_00484	Prbd.g_00275
OG0001116	Syak.g_00482	Prbd.g_00276
OG0001117	Syak.g_00481	Prbd.g_00277
OG0001118	Syak.g_00480	Prbd.g_00278
OG0001119	Syak.g_00478	Prbd.g_00279
OG0001120	Syak.g_00474	Prbd.g_00281
