Orthogroup	Prbj	Prbb
OG0000532	Prbj.g_01622	Prbb.g_00491
OG0000533	Prbj.g_01620	Prbb.g_00492
OG0000534	Prbj.g_01619	Prbb.g_00493
OG0000535	Prbj.g_01618	Prbb.g_00494
OG0000536	Prbj.g_01617	Prbb.g_00495
OG0000537	Prbj.g_01616	Prbb.g_00496
OG0000538	Prbj.g_01605	Prbb.g_00504
OG0000539	Prbj.g_02088	Prbb.g_00505
OG0000540	Prbj.g_02089	Prbb.g_00506
OG0000541	Prbj.g_02090	Prbb.g_00507
OG0000542	Prbj.g_02093	Prbb.g_00509
OG0000543	Prbj.g_02095	Prbb.g_00511
OG0000544	Prbj.g_02096	Prbb.g_00512
OG0000545	Prbj.g_02097	Prbb.g_00514
OG0000546	Prbj.g_02099	Prbb.g_00517
OG0000547	Prbj.g_02101	Prbb.g_00519
OG0000548	Prbj.g_02102	Prbb.g_00520
OG0000549	Prbj.g_02108	Prbb.g_00523
OG0000550	Prbj.g_02113	Prbb.g_00527
OG0000551	Prbj.g_02117	Prbb.g_00530
OG0000552	Prbj.g_02118	Prbb.g_00531
OG0000553	Prbj.g_02123	Prbb.g_00532
OG0000554	Prbj.g_02128	Prbb.g_00537
OG0000555	Prbj.g_02146	Prbb.g_00545
OG0000556	Prbj.g_02666	Prbb.g_00547
OG0000557	Prbj.g_01858	Prbb.g_00548
OG0000558	Prbj.g_01861	Prbb.g_00551
OG0000559	Prbj.g_01865	Prbb.g_00555
OG0000560	Prbj.g_01868	Prbb.g_00558
OG0000561	Prbj.g_01869	Prbb.g_00559
OG0000562	Prbj.g_01870	Prbb.g_00560
OG0000563	Prbj.g_01871	Prbb.g_00561
OG0000564	Prbj.g_01872	Prbb.g_00562
OG0000565	Prbj.g_01875	Prbb.g_00565
OG0000566	Prbj.g_01879	Prbb.g_00567
OG0000567	Prbj.g_01883	Prbb.g_00571
OG0000568	Prbj.g_01885	Prbb.g_00572
OG0000569	Prbj.g_01807	Prbb.g_00573
OG0000570	Prbj.g_01806	Prbb.g_00574
OG0000571	Prbj.g_01803	Prbb.g_00576
OG0000572	Prbj.g_01787	Prbb.g_00587
OG0000573	Prbj.g_01780	Prbb.g_00592
OG0000574	Prbj.g_01779	Prbb.g_00594
OG0000575	Prbj.g_01770	Prbb.g_00597
OG0000576	Prbj.g_01768	Prbb.g_00599
OG0000577	Prbj.g_01767	Prbb.g_00600
OG0000578	Prbj.g_01766	Prbb.g_00601
OG0000579	Prbj.g_01765	Prbb.g_00602
OG0000580	Prbj.g_01764	Prbb.g_00603
OG0000581	Prbj.g_01760	Prbb.g_00606
OG0000582	Prbj.g_01756	Prbb.g_00609
OG0000583	Prbj.g_01755	Prbb.g_00610
OG0000584	Prbj.g_01754	Prbb.g_00611
OG0000585	Prbj.g_01752	Prbb.g_00613
OG0000586	Prbj.g_01750	Prbb.g_00614
OG0000587	Prbj.g_01748	Prbb.g_00615
OG0000588	Prbj.g_02547	Prbb.g_00619
OG0000589	Prbj.g_02550	Prbb.g_00622
OG0000590	Prbj.g_02551	Prbb.g_00623
OG0000591	Prbj.g_02558	Prbb.g_00626
OG0000592	Prbj.g_02559	Prbb.g_00627
OG0000593	Prbj.g_02569	Prbb.g_00633
OG0000594	Prbj.g_02570	Prbb.g_00634
OG0000595	Prbj.g_02571	Prbb.g_00635
OG0000596	Prbj.g_02576	Prbb.g_00639
OG0000597	Prbj.g_02579	Prbb.g_00641
OG0000598	Prbj.g_02580	Prbb.g_00642
OG0000599	Prbj.g_02590	Prbb.g_00645
OG0000600	Prbj.g_02591	Prbb.g_00646
OG0000601	Prbj.g_02592	Prbb.g_00647
OG0000602	Prbj.g_02596	Prbb.g_00649
OG0000603	Prbj.g_02597	Prbb.g_00650
OG0000604	Prbj.g_02598	Prbb.g_00651
OG0000605	Prbj.g_00792	Prbb.g_00652
OG0000606	Prbj.g_00803	Prbb.g_00655
OG0000607	Prbj.g_00806	Prbb.g_00658
OG0000608	Prbj.g_00807	Prbb.g_00659
OG0000609	Prbj.g_00809	Prbb.g_00660
OG0000610	Prbj.g_00818	Prbb.g_00667
OG0000611	Prbj.g_00821	Prbb.g_00670
OG0000612	Prbj.g_00822	Prbb.g_00671
OG0000613	Prbj.g_01466	Prbb.g_00677
OG0000614	Prbj.g_00946	Prbb.g_00700
OG0000615	Prbj.g_02373	Prbb.g_00708
OG0000616	Prbj.g_02057	Prbb.g_02176
OG0000617	Prbj.g_02184	Prbb.g_00719
OG0000618	Prbj.g_02185	Prbb.g_00720
OG0000619	Prbj.g_02186	Prbb.g_00721
OG0000620	Prbj.g_02190	Prbb.g_00724
OG0000621	Prbj.g_02191	Prbb.g_00725
OG0000622	Prbj.g_02192	Prbb.g_00726
OG0000623	Prbj.g_02193	Prbb.g_00727
OG0000624	Prbj.g_02194	Prbb.g_00729
OG0000625	Prbj.g_02195	Prbb.g_00730
OG0000626	Prbj.g_02196	Prbb.g_00731
OG0000627	Prbj.g_02320	Prbb.g_00733
OG0000628	Prbj.g_02319	Prbb.g_00734
OG0000629	Prbj.g_02316	Prbb.g_00735
OG0000630	Prbj.g_02312	Prbb.g_00738
OG0000631	Prbj.g_02306	Prbb.g_00962
OG0000632	Prbj.g_02305	Prbb.g_00963
OG0000633	Prbj.g_02304	Prbb.g_00964
OG0000634	Prbj.g_02408	Prbb.g_00779
OG0000635	Prbj.g_02409	Prbb.g_00780
OG0000636	Prbj.g_02411	Prbb.g_00782
OG0000637	Prbj.g_02413	Prbb.g_00784
OG0000638	Prbj.g_02414	Prbb.g_00785
OG0000639	Prbj.g_02415	Prbb.g_00786
OG0000640	Prbj.g_02416	Prbb.g_00787
OG0000641	Prbj.g_02420	Prbb.g_00791
OG0000642	Prbj.g_02421	Prbb.g_00792
OG0000643	Prbj.g_02422	Prbb.g_00793
OG0000644	Prbj.g_02423	Prbb.g_00794
OG0000645	Prbj.g_02424	Prbb.g_00795
OG0000646	Prbj.g_02427	Prbb.g_00798
OG0000647	Prbj.g_02430	Prbb.g_00800
OG0000648	Prbj.g_02432	Prbb.g_00802
OG0000649	Prbj.g_02433	Prbb.g_00803
OG0000650	Prbj.g_02434	Prbb.g_00804
OG0000651	Prbj.g_02435	Prbb.g_00805
OG0000652	Prbj.g_02436	Prbb.g_00806
OG0000653	Prbj.g_02438	Prbb.g_00808
OG0000654	Prbj.g_02439	Prbb.g_00809
OG0000655	Prbj.g_02440	Prbb.g_00810
OG0000656	Prbj.g_02443	Prbb.g_00813
OG0000657	Prbj.g_02476	Prbb.g_00819
OG0000658	Prbj.g_02478	Prbb.g_00821
OG0000659	Prbj.g_02479	Prbb.g_00822
OG0000660	Prbj.g_02483	Prbb.g_00827
OG0000661	Prbj.g_02485	Prbb.g_00829
OG0000662	Prbj.g_02487	Prbb.g_00831
OG0000663	Prbj.g_02490	Prbb.g_00833
OG0000664	Prbj.g_02491	Prbb.g_00834
OG0000665	Prbj.g_02504	Prbb.g_00838
OG0000666	Prbj.g_02507	Prbb.g_00839
OG0000667	Prbj.g_02514	Prbb.g_00843
OG0000668	Prbj.g_02215	Prbb.g_00914
OG0000669	Prbj.g_02523	Prbb.g_00922
OG0000670	Prbj.g_00044	Prbb.g_00925
OG0000671	Prbj.g_02335	Prbb.g_00927
OG0000672	Prbj.g_02338	Prbb.g_00930
OG0000673	Prbj.g_02341	Prbb.g_00933
OG0000674	Prbj.g_02343	Prbb.g_00935
OG0000675	Prbj.g_02344	Prbb.g_00936
OG0000676	Prbj.g_02352	Prbb.g_00938
OG0000677	Prbj.g_02354	Prbb.g_00939
OG0000678	Prbj.g_02359	Prbb.g_00942
OG0000679	Prbj.g_02379	Prbb.g_00946
OG0000680	Prbj.g_02380	Prbb.g_00947
OG0000681	Prbj.g_02382	Prbb.g_00950
OG0000682	Prbj.g_02383	Prbb.g_00951
OG0000683	Prbj.g_02384	Prbb.g_00952
OG0000684	Prbj.g_02397	Prbb.g_00762
OG0000685	Prbj.g_02395	Prbb.g_00764
OG0000686	Prbj.g_02394	Prbb.g_00765
OG0000687	Prbj.g_02393	Prbb.g_00766
OG0000688	Prbj.g_02399	Prbb.g_00769
OG0000689	Prbj.g_02400	Prbb.g_00770
OG0000690	Prbj.g_02401	Prbb.g_00771
OG0000691	Prbj.g_02402	Prbb.g_00772
OG0000692	Prbj.g_02403	Prbb.g_00774
OG0000693	Prbj.g_02404	Prbb.g_00775
OG0000694	Prbj.g_02405	Prbb.g_00776
OG0000695	Prbj.g_02302	Prbb.g_00966
OG0000696	Prbj.g_02301	Prbb.g_00967
OG0000697	Prbj.g_02299	Prbb.g_00968
OG0000698	Prbj.g_02296	Prbb.g_00971
OG0000699	Prbj.g_02294	Prbb.g_00972
OG0000700	Prbj.g_02293	Prbb.g_00973
OG0000701	Prbj.g_02292	Prbb.g_00974
OG0000702	Prbj.g_02284	Prbb.g_00976
OG0000703	Prbj.g_02283	Prbb.g_00977
OG0000704	Prbj.g_02281	Prbb.g_00978
OG0000705	Prbj.g_02275	Prbb.g_00984
OG0000706	Prbj.g_02274	Prbb.g_00985
OG0000707	Prbj.g_02273	Prbb.g_00986
OG0000708	Prbj.g_02271	Prbb.g_00988
OG0000709	Prbj.g_02264	Prbb.g_00992
OG0000710	Prbj.g_02260	Prbb.g_00995
OG0000711	Prbj.g_02237	Prbb.g_01010
OG0000712	Prbj.g_02236	Prbb.g_01012
OG0000713	Prbj.g_02235	Prbb.g_01013
OG0000714	Prbj.g_02231	Prbb.g_01014
OG0000715	Prbj.g_02229	Prbb.g_01016
OG0000716	Prbj.g_02225	Prbb.g_01017
OG0000717	Prbj.g_02224	Prbb.g_01018
OG0000718	Prbj.g_02219	Prbb.g_01036
OG0000719	Prbj.g_02217	Prbb.g_01037
OG0000720	Prbj.g_02204	Prbb.g_01048
OG0000721	Prbj.g_02203	Prbb.g_01049
OG0000722	Prbj.g_02202	Prbb.g_01050
OG0000723	Prbj.g_02198	Prbb.g_01054
OG0000724	Prbj.g_01843	Prbb.g_01065
OG0000725	Prbj.g_01836	Prbb.g_00891
OG0000726	Prbj.g_01835	Prbb.g_00890
OG0000727	Prbj.g_01834	Prbb.g_00889
OG0000728	Prbj.g_01833	Prbb.g_00887
OG0000729	Prbj.g_01289	Prbb.g_02071
OG0000730	Prbj.g_00343	Prbb.g_00392
OG0000731	Prbj.g_00333	Prbb.g_00400
OG0000732	Prbj.g_01220	Prbb.g_02121
OG0000733	Prbj.g_01997	Prbb.g_01888
OG0000734	Prbj.g_00627	Prbb.g_01533
OG0000735	Prbj.g_00953	Prbb.g_01531
OG0000736	Prbj.g_00954	Prbb.g_01530
OG0000737	Prbj.g_00955	Prbb.g_01529
OG0000738	Prbj.g_00962	Prbb.g_01525
OG0000739	Prbj.g_00964	Prbb.g_01524
OG0000740	Prbj.g_00965	Prbb.g_01523
OG0000741	Prbj.g_00968	Prbb.g_01521
OG0000742	Prbj.g_00970	Prbb.g_01518
OG0000743	Prbj.g_00972	Prbb.g_01516
OG0000744	Prbj.g_00973	Prbb.g_01515
OG0000745	Prbj.g_00846	Prbb.g_01513
OG0000746	Prbj.g_00844	Prbb.g_01511
OG0000747	Prbj.g_00843	Prbb.g_01510
OG0000748	Prbj.g_00831	Prbb.g_01506
OG0000749	Prbj.g_00830	Prbb.g_01505
OG0000750	Prbj.g_00829	Prbb.g_01504
OG0000751	Prbj.g_00305	Prbb.g_01501
OG0000752	Prbj.g_00308	Prbb.g_01499
OG0000753	Prbj.g_00311	Prbb.g_01497
OG0000754	Prbj.g_01910	Prbb.g_01493
OG0000755	Prbj.g_00002	Prbb.g_01488
OG0000756	Prbj.g_00003	Prbb.g_01487
OG0000757	Prbj.g_00010	Prbb.g_01480
OG0000758	Prbj.g_00011	Prbb.g_01479
OG0000759	Prbj.g_00012	Prbb.g_01478
OG0000760	Prbj.g_00013	Prbb.g_01477
OG0000761	Prbj.g_00014	Prbb.g_01476
OG0000762	Prbj.g_01908	Prbb.g_01475
OG0000763	Prbj.g_01906	Prbb.g_01473
OG0000764	Prbj.g_01905	Prbb.g_01472
OG0000765	Prbj.g_02163	Prbb.g_01463
OG0000766	Prbj.g_02164	Prbb.g_01462
OG0000767	Prbj.g_02166	Prbb.g_01461
OG0000768	Prbj.g_02167	Prbb.g_01460
OG0000769	Prbj.g_00313	Prbb.g_01458
OG0000770	Prbj.g_00019	Prbb.g_01457
OG0000771	Prbj.g_01848	Prbb.g_01060
OG0000772	Prbj.g_01679	Prbb.g_01291
OG0000773	Prbj.g_00161	Prbb.g_01577
OG0000774	Prbj.g_01719	Prbb.g_01580
OG0000775	Prbj.g_01721	Prbb.g_01581
OG0000776	Prbj.g_01722	Prbb.g_01582
OG0000777	Prbj.g_01723	Prbb.g_01583
OG0000778	Prbj.g_01724	Prbb.g_01584
OG0000779	Prbj.g_01729	Prbb.g_01588
OG0000780	Prbj.g_01732	Prbb.g_01589
OG0000781	Prbj.g_01736	Prbb.g_01592
OG0000782	Prbj.g_01737	Prbb.g_01593
OG0000783	Prbj.g_01738	Prbb.g_01594
OG0000784	Prbj.g_01739	Prbb.g_01595
OG0000785	Prbj.g_01741	Prbb.g_01597
OG0000786	Prbj.g_01744	Prbb.g_01600
OG0000787	Prbj.g_01745	Prbb.g_01601
OG0000788	Prbj.g_00094	Prbb.g_00746
OG0000789	Prbj.g_00687	Prbb.g_01057
OG0000790	Prbj.g_01643	Prbb.g_01644
OG0000791	Prbj.g_01645	Prbb.g_01646
OG0000792	Prbj.g_01646	Prbb.g_01647
OG0000793	Prbj.g_01650	Prbb.g_01650
OG0000794	Prbj.g_01651	Prbb.g_01651
OG0000795	Prbj.g_01652	Prbb.g_01652
OG0000796	Prbj.g_01656	Prbb.g_01656
OG0000797	Prbj.g_01657	Prbb.g_01657
OG0000799	Prbj.g_01304	Prbb.g_01668
OG0000800	Prbj.g_01303	Prbb.g_01669
OG0000801	Prbj.g_01302	Prbb.g_01670
OG0000802	Prbj.g_01293	Prbb.g_01672
OG0000803	Prbj.g_01041	Prbb.g_01674
OG0000804	Prbj.g_01043	Prbb.g_01675
OG0000805	Prbj.g_01045	Prbb.g_01677
OG0000806	Prbj.g_01047	Prbb.g_01679
OG0000807	Prbj.g_01049	Prbb.g_01680
OG0000808	Prbj.g_01050	Prbb.g_01681
OG0000809	Prbj.g_01054	Prbb.g_01684
OG0000810	Prbj.g_01055	Prbb.g_01685
OG0000811	Prbj.g_01067	Prbb.g_01689
OG0000812	Prbj.g_01069	Prbb.g_01691
OG0000813	Prbj.g_01070	Prbb.g_01692
OG0000814	Prbj.g_01072	Prbb.g_01694
OG0000815	Prbj.g_01073	Prbb.g_01695
OG0000816	Prbj.g_01075	Prbb.g_01697
OG0000817	Prbj.g_01076	Prbb.g_01698
OG0000818	Prbj.g_00631	Prbb.g_01702
OG0000819	Prbj.g_00632	Prbb.g_01703
OG0000820	Prbj.g_00633	Prbb.g_01704
OG0000821	Prbj.g_00640	Prbb.g_01707
OG0000822	Prbj.g_00642	Prbb.g_01708
OG0000823	Prbj.g_00643	Prbb.g_01709
OG0000824	Prbj.g_00647	Prbb.g_01712
OG0000825	Prbj.g_00648	Prbb.g_01713
OG0000826	Prbj.g_00649	Prbb.g_01714
OG0000827	Prbj.g_00650	Prbb.g_01715
OG0000828	Prbj.g_00653	Prbb.g_01718
OG0000829	Prbj.g_00654	Prbb.g_01719
OG0000830	Prbj.g_00655	Prbb.g_01720
OG0000831	Prbj.g_00657	Prbb.g_01722
OG0000832	Prbj.g_01684	Prbb.g_01732
OG0000833	Prbj.g_01692	Prbb.g_01740
OG0000834	Prbj.g_01693	Prbb.g_01741
OG0000835	Prbj.g_01694	Prbb.g_01742
OG0000836	Prbj.g_01696	Prbb.g_01744
OG0000837	Prbj.g_01697	Prbb.g_01745
OG0000838	Prbj.g_01700	Prbb.g_01747
OG0000839	Prbj.g_01701	Prbb.g_01748
OG0000840	Prbj.g_01702	Prbb.g_01749
OG0000841	Prbj.g_01703	Prbb.g_01750
OG0000842	Prbj.g_01704	Prbb.g_01751
OG0000843	Prbj.g_01705	Prbb.g_01752
OG0000844	Prbj.g_01707	Prbb.g_01753
OG0000845	Prbj.g_01708	Prbb.g_01754
OG0000846	Prbj.g_01709	Prbb.g_01755
OG0000847	Prbj.g_01710	Prbb.g_01756
OG0000848	Prbj.g_01711	Prbb.g_01757
OG0000849	Prbj.g_01712	Prbb.g_01758
OG0000850	Prbj.g_01713	Prbb.g_01760
OG0000851	Prbj.g_00888	Prbb.g_01761
OG0000852	Prbj.g_00887	Prbb.g_01762
OG0000853	Prbj.g_00882	Prbb.g_01767
OG0000854	Prbj.g_00880	Prbb.g_01769
OG0000855	Prbj.g_00879	Prbb.g_01770
OG0000856	Prbj.g_02561	Prbb.g_01659
OG0000857	Prbj.g_02429	Prbb.g_00799
OG0000858	Prbj.g_00868	Prbb.g_01817
OG0000859	Prbj.g_00867	Prbb.g_01818
OG0000860	Prbj.g_00855	Prbb.g_01825
OG0000861	Prbj.g_00854	Prbb.g_01826
OG0000862	Prbj.g_00852	Prbb.g_01827
OG0000863	Prbj.g_00495	Prbb.g_01828
OG0000864	Prbj.g_00494	Prbb.g_01829
OG0000865	Prbj.g_00493	Prbb.g_01830
OG0000866	Prbj.g_00492	Prbb.g_01831
OG0000867	Prbj.g_00491	Prbb.g_01832
OG0000868	Prbj.g_00489	Prbb.g_01833
OG0000869	Prbj.g_00486	Prbb.g_01836
OG0000870	Prbj.g_00481	Prbb.g_01841
OG0000871	Prbj.g_00480	Prbb.g_01842
OG0000872	Prbj.g_00478	Prbb.g_01843
OG0000873	Prbj.g_00475	Prbb.g_01846
OG0000874	Prbj.g_00471	Prbb.g_01849
OG0000875	Prbj.g_00470	Prbb.g_01851
OG0000876	Prbj.g_00469	Prbb.g_01852
OG0000877	Prbj.g_00466	Prbb.g_01854
OG0000878	Prbj.g_00465	Prbb.g_01855
OG0000879	Prbj.g_00464	Prbb.g_01856
OG0000880	Prbj.g_00463	Prbb.g_01857
OG0000881	Prbj.g_00458	Prbb.g_01860
OG0000882	Prbj.g_00453	Prbb.g_01865
OG0000883	Prbj.g_00451	Prbb.g_01867
OG0000884	Prbj.g_00449	Prbb.g_01869
OG0000885	Prbj.g_00448	Prbb.g_01870
OG0000886	Prbj.g_00447	Prbb.g_01871
OG0000887	Prbj.g_00446	Prbb.g_01872
OG0000888	Prbj.g_00444	Prbb.g_01874
OG0000889	Prbj.g_00442	Prbb.g_01876
OG0000890	Prbj.g_00428	Prbb.g_01877
OG0000891	Prbj.g_00427	Prbb.g_01878
OG0000892	Prbj.g_00425	Prbb.g_01880
OG0000893	Prbj.g_02660	Prbb.g_01922
OG0000894	Prbj.g_02656	Prbb.g_01925
OG0000895	Prbj.g_02651	Prbb.g_01928
OG0000896	Prbj.g_02650	Prbb.g_01929
OG0000897	Prbj.g_02648	Prbb.g_01931
OG0000898	Prbj.g_02647	Prbb.g_01932
OG0000899	Prbj.g_02646	Prbb.g_01933
OG0000900	Prbj.g_02645	Prbb.g_01934
OG0000901	Prbj.g_02641	Prbb.g_01937
OG0000902	Prbj.g_02639	Prbb.g_01939
OG0000903	Prbj.g_01027	Prbb.g_01948
OG0000904	Prbj.g_01032	Prbb.g_01943
OG0000905	Prbj.g_01034	Prbb.g_01941
OG0000906	Prbj.g_02635	Prbb.g_01940
OG0000907	Prbj.g_01025	Prbb.g_01958
OG0000908	Prbj.g_01022	Prbb.g_01961
OG0000909	Prbj.g_01021	Prbb.g_01962
OG0000910	Prbj.g_01020	Prbb.g_01963
OG0000911	Prbj.g_01018	Prbb.g_01965
OG0000912	Prbj.g_01017	Prbb.g_01966
OG0000913	Prbj.g_01016	Prbb.g_01967
OG0000914	Prbj.g_01015	Prbb.g_01968
OG0000915	Prbj.g_01014	Prbb.g_01969
OG0000916	Prbj.g_01013	Prbb.g_01970
OG0000917	Prbj.g_01012	Prbb.g_01971
OG0000918	Prbj.g_01011	Prbb.g_01972
OG0000919	Prbj.g_01010	Prbb.g_01973
OG0000920	Prbj.g_01009	Prbb.g_01974
OG0000921	Prbj.g_01008	Prbb.g_01975
OG0000922	Prbj.g_01007	Prbb.g_01976
OG0000923	Prbj.g_01003	Prbb.g_01980
OG0000924	Prbj.g_01002	Prbb.g_01981
OG0000925	Prbj.g_01001	Prbb.g_01982
OG0000926	Prbj.g_01000	Prbb.g_01983
OG0000927	Prbj.g_00998	Prbb.g_01985
OG0000928	Prbj.g_00997	Prbb.g_01986
OG0000929	Prbj.g_00996	Prbb.g_01987
OG0000930	Prbj.g_00995	Prbb.g_01988
OG0000931	Prbj.g_00994	Prbb.g_01989
OG0000932	Prbj.g_00993	Prbb.g_01990
OG0000933	Prbj.g_00988	Prbb.g_01994
OG0000934	Prbj.g_00986	Prbb.g_01996
OG0000935	Prbj.g_00985	Prbb.g_01997
OG0000936	Prbj.g_00984	Prbb.g_01998
OG0000937	Prbj.g_00983	Prbb.g_01999
OG0000938	Prbj.g_00414	Prbb.g_02002
OG0000939	Prbj.g_00413	Prbb.g_02003
OG0000940	Prbj.g_00404	Prbb.g_02010
OG0000941	Prbj.g_00402	Prbb.g_02012
OG0000942	Prbj.g_00400	Prbb.g_02014
OG0000943	Prbj.g_00399	Prbb.g_02015
OG0000944	Prbj.g_00397	Prbb.g_02017
OG0000945	Prbj.g_00395	Prbb.g_02018
OG0000946	Prbj.g_00368	Prbb.g_02024
OG0000947	Prbj.g_00365	Prbb.g_02026
OG0000948	Prbj.g_00364	Prbb.g_02027
OG0000949	Prbj.g_00361	Prbb.g_02030
OG0000950	Prbj.g_01501	Prbb.g_02035
OG0000951	Prbj.g_01506	Prbb.g_02039
OG0000952	Prbj.g_01513	Prbb.g_02043
OG0000953	Prbj.g_01517	Prbb.g_02047
OG0000954	Prbj.g_01577	Prbb.g_02051
OG0000955	Prbj.g_01578	Prbb.g_02052
OG0000956	Prbj.g_01580	Prbb.g_02054
OG0000957	Prbj.g_01596	Prbb.g_02059
OG0000958	Prbj.g_01597	Prbb.g_02060
OG0000959	Prbj.g_01821	Prbb.g_02064
OG0000960	Prbj.g_01820	Prbb.g_02065
OG0000961	Prbj.g_01809	Prbb.g_02068
OG0000962	Prbj.g_01290	Prbb.g_02070
OG0000963	Prbj.g_01285	Prbb.g_02075
OG0000964	Prbj.g_01284	Prbb.g_02076
OG0000965	Prbj.g_01283	Prbb.g_02077
OG0000966	Prbj.g_01250	Prbb.g_02099
OG0000967	Prbj.g_01244	Prbb.g_02103
OG0000968	Prbj.g_01241	Prbb.g_02105
OG0000969	Prbj.g_01239	Prbb.g_02106
OG0000970	Prbj.g_01238	Prbb.g_02107
OG0000971	Prbj.g_01236	Prbb.g_02108
OG0000972	Prbj.g_01235	Prbb.g_02109
OG0000973	Prbj.g_01234	Prbb.g_02110
OG0000974	Prbj.g_01233	Prbb.g_02111
OG0000975	Prbj.g_01232	Prbb.g_02112
OG0000976	Prbj.g_01231	Prbb.g_02113
OG0000977	Prbj.g_01229	Prbb.g_02114
OG0000978	Prbj.g_01228	Prbb.g_02115
OG0000979	Prbj.g_01225	Prbb.g_02118
OG0000980	Prbj.g_01221	Prbb.g_02120
OG0000981	Prbj.g_01218	Prbb.g_02123
OG0000982	Prbj.g_01956	Prbb.g_02125
OG0000983	Prbj.g_01957	Prbb.g_02126
OG0000984	Prbj.g_01958	Prbb.g_02127
OG0000985	Prbj.g_01962	Prbb.g_02130
OG0000986	Prbj.g_01964	Prbb.g_02132
OG0000987	Prbj.g_01966	Prbb.g_02133
OG0000988	Prbj.g_01970	Prbb.g_02136
OG0000989	Prbj.g_01980	Prbb.g_02140
OG0000990	Prbj.g_02002	Prbb.g_02145
OG0000991	Prbj.g_02005	Prbb.g_02146
OG0000992	Prbj.g_02008	Prbb.g_02149
OG0000993	Prbj.g_02009	Prbb.g_02150
OG0000994	Prbj.g_02012	Prbb.g_02151
OG0000995	Prbj.g_02021	Prbb.g_02155
OG0000996	Prbj.g_02034	Prbb.g_02156
OG0000997	Prbj.g_02043	Prbb.g_02164
OG0000998	Prbj.g_02045	Prbb.g_02166
OG0000999	Prbj.g_02046	Prbb.g_02167
OG0001000	Prbj.g_02049	Prbb.g_02170
OG0001001	Prbj.g_02053	Prbb.g_02173
OG0001002	Prbj.g_02060	Prbb.g_02178
OG0001003	Prbj.g_02062	Prbb.g_02180
OG0001004	Prbj.g_02063	Prbb.g_02181
OG0001005	Prbj.g_02065	Prbb.g_02182
OG0001006	Prbj.g_02071	Prbb.g_02187
OG0001007	Prbj.g_02073	Prbb.g_02189
OG0001008	Prbj.g_00101	Prbb.g_00442
OG0001009	Prbj.g_01199	Prbb.g_00028
OG0001010	Prbj.g_01200	Prbb.g_00029
OG0001011	Prbj.g_01202	Prbb.g_00030
OG0001012	Prbj.g_01953	Prbb.g_00058
OG0001013	Prbj.g_01928	Prbb.g_00063
OG0001014	Prbj.g_01919	Prbb.g_00066
OG0001015	Prbj.g_01918	Prbb.g_00067
OG0001016	Prbj.g_00569	Prbb.g_00128
OG0001017	Prbj.g_00575	Prbb.g_00132
OG0001018	Prbj.g_00577	Prbb.g_00135
OG0001019	Prbj.g_00590	Prbb.g_00144
OG0001020	Prbj.g_00596	Prbb.g_00145
OG0001021	Prbj.g_00600	Prbb.g_00146
OG0001022	Prbj.g_00605	Prbb.g_00149
OG0001023	Prbj.g_00606	Prbb.g_00150
OG0001024	Prbj.g_00610	Prbb.g_00153
OG0001025	Prbj.g_00617	Prbb.g_00160
OG0001026	Prbj.g_00630	Prbb.g_00168
OG0001027	Prbj.g_01550	Prbb.g_00169
OG0001028	Prbj.g_01552	Prbb.g_00171
OG0001029	Prbj.g_01554	Prbb.g_00173
OG0001030	Prbj.g_01535	Prbb.g_00189
OG0001031	Prbj.g_01143	Prbb.g_00243
OG0001032	Prbj.g_01146	Prbb.g_00244
OG0001033	Prbj.g_00287	Prbb.g_00264
OG0001034	Prbj.g_02608	Prbb.g_00293
OG0001035	Prbj.g_01360	Prbb.g_00310
OG0001036	Prbj.g_01364	Prbb.g_00314
OG0001037	Prbj.g_01366	Prbb.g_00315
OG0001038	Prbj.g_01403	Prbb.g_00331
OG0001040	Prbj.g_01409	Prbb.g_00335
OG0001041	Prbj.g_01414	Prbb.g_00339
OG0001042	Prbj.g_01439	Prbb.g_00355
OG0001043	Prbj.g_01441	Prbb.g_00356
OG0001044	Prbj.g_00342	Prbb.g_00393
OG0001045	Prbj.g_00330	Prbb.g_00402
OG0001046	Prbj.g_00874	Prbb.g_01124
OG0001047	Prbj.g_00103	Prbb.g_00444
OG0001048	Prbj.g_00104	Prbb.g_00445
OG0001049	Prbj.g_00107	Prbb.g_00447
OG0001050	Prbj.g_00108	Prbb.g_00448
OG0001051	Prbj.g_00109	Prbb.g_00449
OG0001052	Prbj.g_00132	Prbb.g_00475
OG0001053	Prbj.g_01627	Prbb.g_00488
OG0001054	Prbj.g_01609	Prbb.g_00502
OG0001055	Prbj.g_02103	Prbb.g_00521
OG0001056	Prbj.g_02132	Prbb.g_00539
OG0001057	Prbj.g_02144	Prbb.g_00544
OG0001058	Prbj.g_01863	Prbb.g_00553
OG0001059	Prbj.g_01867	Prbb.g_00557
OG0001060	Prbj.g_01874	Prbb.g_00564
OG0001061	Prbj.g_01802	Prbb.g_00577
OG0001062	Prbj.g_01800	Prbb.g_00579
OG0001063	Prbj.g_01796	Prbb.g_00580
OG0001064	Prbj.g_01795	Prbb.g_00581
OG0001065	Prbj.g_01794	Prbb.g_00582
OG0001066	Prbj.g_01793	Prbb.g_00583
OG0001067	Prbj.g_01792	Prbb.g_00584
OG0001068	Prbj.g_01791	Prbb.g_00585
OG0001069	Prbj.g_01790	Prbb.g_00586
OG0001070	Prbj.g_01786	Prbb.g_00588
