Orthogroup	Prbj	Syae
OG0000568	Prbj.g_01885	Syae.g_02427
OG0000569	Prbj.g_01807	Syae.g_02428
OG0000570	Prbj.g_01806	Syae.g_02429
OG0000571	Prbj.g_01803	Syae.g_02433
OG0000572	Prbj.g_01787	Syae.g_02448
OG0000573	Prbj.g_01780	Syae.g_02456
OG0000574	Prbj.g_01779	Syae.g_02457
OG0000575	Prbj.g_01770	Syae.g_02461
OG0000576	Prbj.g_01768	Syae.g_02463
OG0000577	Prbj.g_01767	Syae.g_02464
OG0000578	Prbj.g_01766	Syae.g_02465
OG0000579	Prbj.g_01765	Syae.g_02466
OG0000580	Prbj.g_01764	Syae.g_02467
OG0000581	Prbj.g_01760	Syae.g_02473
OG0000582	Prbj.g_01756	Syae.g_00018
OG0000583	Prbj.g_01755	Syae.g_00019
OG0000584	Prbj.g_01754	Syae.g_00020
OG0000585	Prbj.g_01752	Syae.g_00022
OG0000586	Prbj.g_01750	Syae.g_00023
OG0000587	Prbj.g_01748	Syae.g_00025
OG0000588	Prbj.g_02547	Syae.g_00043
OG0000589	Prbj.g_02550	Syae.g_00047
OG0000590	Prbj.g_02551	Syae.g_00048
OG0000591	Prbj.g_02558	Syae.g_00056
OG0000592	Prbj.g_02559	Syae.g_00057
OG0000593	Prbj.g_02569	Syae.g_00070
OG0000594	Prbj.g_02570	Syae.g_00071
OG0000595	Prbj.g_02571	Syae.g_00072
OG0000596	Prbj.g_02576	Syae.g_00077
OG0000597	Prbj.g_02579	Syae.g_00080
OG0000598	Prbj.g_02580	Syae.g_00081
OG0000599	Prbj.g_02590	Syae.g_00084
OG0000600	Prbj.g_02591	Syae.g_00085
OG0000601	Prbj.g_02592	Syae.g_00086
OG0000602	Prbj.g_02596	Syae.g_00091
OG0000603	Prbj.g_02597	Syae.g_00092
OG0000604	Prbj.g_02598	Syae.g_00095
OG0000605	Prbj.g_00792	Syae.g_00260
OG0000606	Prbj.g_00803	Syae.g_00616
OG0000607	Prbj.g_00806	Syae.g_00613
OG0000608	Prbj.g_00807	Syae.g_00612
OG0000609	Prbj.g_00809	Syae.g_00610
OG0000610	Prbj.g_00818	Syae.g_00601
OG0000611	Prbj.g_00821	Syae.g_00598
OG0000612	Prbj.g_00822	Syae.g_00597
OG0000613	Prbj.g_01466	Syae.g_01910
OG0000614	Prbj.g_00946	Syae.g_00765
OG0000615	Prbj.g_02373	Syae.g_00557
OG0000616	Prbj.g_02057	Syae.g_01696
OG0000617	Prbj.g_02184	Syae.g_00464
OG0000618	Prbj.g_02185	Syae.g_00463
OG0000619	Prbj.g_02186	Syae.g_00462
OG0000620	Prbj.g_02190	Syae.g_00456
OG0000621	Prbj.g_02191	Syae.g_00455
OG0000622	Prbj.g_02192	Syae.g_00454
OG0000623	Prbj.g_02193	Syae.g_00453
OG0000624	Prbj.g_02194	Syae.g_00451
OG0000625	Prbj.g_02195	Syae.g_00450
OG0000626	Prbj.g_02196	Syae.g_00449
OG0000627	Prbj.g_02320	Syae.g_00299
OG0000628	Prbj.g_02319	Syae.g_00300
OG0000629	Prbj.g_02316	Syae.g_00303
OG0000630	Prbj.g_02312	Syae.g_00310
OG0000631	Prbj.g_02306	Syae.g_00317
OG0000632	Prbj.g_02305	Syae.g_00318
OG0000633	Prbj.g_02304	Syae.g_00320
OG0000634	Prbj.g_02408	Syae.g_00525
OG0000635	Prbj.g_02409	Syae.g_00524
OG0000636	Prbj.g_02411	Syae.g_00522
OG0000637	Prbj.g_02413	Syae.g_00520
OG0000638	Prbj.g_02414	Syae.g_00519
OG0000639	Prbj.g_02415	Syae.g_00518
OG0000640	Prbj.g_02416	Syae.g_00517
OG0000641	Prbj.g_02420	Syae.g_00513
OG0000642	Prbj.g_02421	Syae.g_00512
OG0000643	Prbj.g_02422	Syae.g_00510
OG0000644	Prbj.g_02423	Syae.g_00509
OG0000645	Prbj.g_02424	Syae.g_00507
OG0000646	Prbj.g_02427	Syae.g_00504
OG0000647	Prbj.g_02430	Syae.g_00502
OG0000648	Prbj.g_02432	Syae.g_00499
OG0000649	Prbj.g_02433	Syae.g_00498
OG0000650	Prbj.g_02434	Syae.g_00497
OG0000651	Prbj.g_02435	Syae.g_00496
OG0000652	Prbj.g_02436	Syae.g_00495
OG0000653	Prbj.g_02438	Syae.g_00493
OG0000654	Prbj.g_02439	Syae.g_00492
OG0000655	Prbj.g_02440	Syae.g_00491
OG0000656	Prbj.g_02443	Syae.g_00488
OG0000657	Prbj.g_02476	Syae.g_00834
OG0000658	Prbj.g_02478	Syae.g_00837
OG0000659	Prbj.g_02479	Syae.g_00838
OG0000660	Prbj.g_02483	Syae.g_00842
OG0000661	Prbj.g_02485	Syae.g_00844
OG0000662	Prbj.g_02487	Syae.g_00846
OG0000663	Prbj.g_02490	Syae.g_00849
OG0000664	Prbj.g_02491	Syae.g_00850
OG0000665	Prbj.g_02504	Syae.g_00121
OG0000666	Prbj.g_02507	Syae.g_00258
OG0000667	Prbj.g_02514	Syae.g_02056
OG0000668	Prbj.g_02215	Syae.g_00418
OG0000669	Prbj.g_02523	Syae.g_00585
OG0000670	Prbj.g_00044	Syae.g_00582
OG0000671	Prbj.g_02335	Syae.g_00580
OG0000672	Prbj.g_02338	Syae.g_00577
OG0000673	Prbj.g_02341	Syae.g_00574
OG0000674	Prbj.g_02343	Syae.g_00572
OG0000675	Prbj.g_02344	Syae.g_00571
OG0000676	Prbj.g_02352	Syae.g_00569
OG0000677	Prbj.g_02354	Syae.g_00568
OG0000678	Prbj.g_02359	Syae.g_00564
OG0000679	Prbj.g_02379	Syae.g_00555
OG0000680	Prbj.g_02380	Syae.g_00554
OG0000681	Prbj.g_02382	Syae.g_00551
OG0000682	Prbj.g_02383	Syae.g_00550
OG0000683	Prbj.g_02384	Syae.g_00549
OG0000684	Prbj.g_02397	Syae.g_00545
OG0000685	Prbj.g_02395	Syae.g_00543
OG0000686	Prbj.g_02394	Syae.g_00542
OG0000687	Prbj.g_02393	Syae.g_00541
OG0000688	Prbj.g_02399	Syae.g_00536
OG0000689	Prbj.g_02400	Syae.g_00534
OG0000690	Prbj.g_02401	Syae.g_00533
OG0000691	Prbj.g_02402	Syae.g_00532
OG0000692	Prbj.g_02403	Syae.g_00531
OG0000693	Prbj.g_02404	Syae.g_00529
OG0000694	Prbj.g_02405	Syae.g_00528
OG0000695	Prbj.g_02302	Syae.g_00322
OG0000696	Prbj.g_02301	Syae.g_00323
OG0000697	Prbj.g_02299	Syae.g_00325
OG0000698	Prbj.g_02296	Syae.g_00328
OG0000699	Prbj.g_02294	Syae.g_00330
OG0000700	Prbj.g_02293	Syae.g_00331
OG0000701	Prbj.g_02292	Syae.g_00332
OG0000702	Prbj.g_02284	Syae.g_00341
OG0000703	Prbj.g_02283	Syae.g_00342
OG0000704	Prbj.g_02281	Syae.g_00345
OG0000705	Prbj.g_02275	Syae.g_00352
OG0000706	Prbj.g_02274	Syae.g_00353
OG0000707	Prbj.g_02273	Syae.g_00354
OG0000708	Prbj.g_02271	Syae.g_00357
OG0000709	Prbj.g_02264	Syae.g_00365
OG0000710	Prbj.g_02260	Syae.g_00369
OG0000711	Prbj.g_02237	Syae.g_00398
OG0000712	Prbj.g_02236	Syae.g_00400
OG0000713	Prbj.g_02235	Syae.g_00401
OG0000714	Prbj.g_02231	Syae.g_00403
OG0000715	Prbj.g_02229	Syae.g_00405
OG0000716	Prbj.g_02225	Syae.g_00409
OG0000717	Prbj.g_02224	Syae.g_00410
OG0000718	Prbj.g_02219	Syae.g_00414
OG0000719	Prbj.g_02217	Syae.g_00416
OG0000720	Prbj.g_02204	Syae.g_00429
OG0000721	Prbj.g_02203	Syae.g_00431
OG0000722	Prbj.g_02202	Syae.g_00432
OG0000723	Prbj.g_02198	Syae.g_00445
OG0000724	Prbj.g_01843	Syae.g_00799
OG0000725	Prbj.g_01836	Syae.g_00789
OG0000726	Prbj.g_01835	Syae.g_00788
OG0000727	Prbj.g_01834	Syae.g_00787
OG0000728	Prbj.g_01833	Syae.g_00785
OG0000729	Prbj.g_01289	Syae.g_01819
OG0000730	Prbj.g_00343	Syae.g_02189
OG0000731	Prbj.g_00333	Syae.g_02201
OG0000732	Prbj.g_01220	Syae.g_01764
OG0000733	Prbj.g_01997	Syae.g_01599
OG0000734	Prbj.g_00627	Syae.g_01371
OG0000735	Prbj.g_00953	Syae.g_00942
OG0000736	Prbj.g_00954	Syae.g_00941
OG0000737	Prbj.g_00955	Syae.g_00940
OG0000738	Prbj.g_00962	Syae.g_00935
OG0000739	Prbj.g_00964	Syae.g_00928
OG0000740	Prbj.g_00965	Syae.g_00927
OG0000741	Prbj.g_00968	Syae.g_00924
OG0000742	Prbj.g_00970	Syae.g_00922
OG0000743	Prbj.g_00972	Syae.g_00920
OG0000744	Prbj.g_00973	Syae.g_00919
OG0000745	Prbj.g_00846	Syae.g_00917
OG0000746	Prbj.g_00844	Syae.g_00915
OG0000747	Prbj.g_00843	Syae.g_00914
OG0000748	Prbj.g_00831	Syae.g_00902
OG0000749	Prbj.g_00830	Syae.g_00900
OG0000750	Prbj.g_00829	Syae.g_00899
OG0000751	Prbj.g_00305	Syae.g_00892
OG0000752	Prbj.g_00308	Syae.g_00890
OG0000753	Prbj.g_00311	Syae.g_00887
OG0000754	Prbj.g_01910	Syae.g_00641
OG0000755	Prbj.g_00002	Syae.g_00651
OG0000756	Prbj.g_00003	Syae.g_00652
OG0000757	Prbj.g_00010	Syae.g_00661
OG0000758	Prbj.g_00011	Syae.g_00662
OG0000759	Prbj.g_00012	Syae.g_00663
OG0000760	Prbj.g_00013	Syae.g_00664
OG0000761	Prbj.g_00014	Syae.g_00668
OG0000762	Prbj.g_01908	Syae.g_00672
OG0000763	Prbj.g_01906	Syae.g_00676
OG0000764	Prbj.g_01905	Syae.g_00677
OG0000765	Prbj.g_02163	Syae.g_00695
OG0000766	Prbj.g_02164	Syae.g_00696
OG0000767	Prbj.g_02166	Syae.g_00698
OG0000768	Prbj.g_02167	Syae.g_00699
OG0000769	Prbj.g_00313	Syae.g_00701
OG0000770	Prbj.g_00019	Syae.g_00704
OG0000771	Prbj.g_01848	Syae.g_00805
OG0000772	Prbj.g_01679	Syae.g_00168
OG0000773	Prbj.g_00161	Syae.g_00947
OG0000774	Prbj.g_01719	Syae.g_00951
OG0000775	Prbj.g_01721	Syae.g_00954
OG0000776	Prbj.g_01722	Syae.g_00955
OG0000777	Prbj.g_01723	Syae.g_00956
OG0000778	Prbj.g_01724	Syae.g_00957
OG0000779	Prbj.g_01729	Syae.g_00963
OG0000780	Prbj.g_01732	Syae.g_00967
OG0000781	Prbj.g_01736	Syae.g_00971
OG0000782	Prbj.g_01737	Syae.g_00972
OG0000783	Prbj.g_01738	Syae.g_00973
OG0000784	Prbj.g_01739	Syae.g_00974
OG0000785	Prbj.g_01741	Syae.g_00976
OG0000786	Prbj.g_01744	Syae.g_02477
OG0000787	Prbj.g_01745	Syae.g_02476
OG0000788	Prbj.g_00094	Syae.g_00087
OG0000789	Prbj.g_00687	Syae.g_00281
OG0000790	Prbj.g_01643	Syae.g_02294
OG0000791	Prbj.g_01645	Syae.g_02292
OG0000792	Prbj.g_01646	Syae.g_02291
OG0000793	Prbj.g_01650	Syae.g_02286
OG0000794	Prbj.g_01651	Syae.g_02285
OG0000795	Prbj.g_01652	Syae.g_02284
OG0000796	Prbj.g_01656	Syae.g_02280
OG0000797	Prbj.g_01657	Syae.g_02279
OG0000798	Prbj.g_01402	Syae.g_01972
OG0000799	Prbj.g_01304	Syae.g_00010
OG0000800	Prbj.g_01303	Syae.g_00009
OG0000801	Prbj.g_01302	Syae.g_00008
OG0000802	Prbj.g_01293	Syae.g_02686
OG0000803	Prbj.g_01041	Syae.g_02680
OG0000804	Prbj.g_01043	Syae.g_02677
OG0000805	Prbj.g_01045	Syae.g_02663
OG0000806	Prbj.g_01047	Syae.g_02661
OG0000807	Prbj.g_01049	Syae.g_02659
OG0000808	Prbj.g_01050	Syae.g_02658
OG0000809	Prbj.g_01054	Syae.g_02655
OG0000810	Prbj.g_01055	Syae.g_02654
OG0000811	Prbj.g_01067	Syae.g_02648
OG0000812	Prbj.g_01069	Syae.g_02646
OG0000813	Prbj.g_01070	Syae.g_02645
OG0000814	Prbj.g_01072	Syae.g_02643
OG0000815	Prbj.g_01073	Syae.g_02642
OG0000816	Prbj.g_01075	Syae.g_02641
OG0000817	Prbj.g_01076	Syae.g_02640
OG0000818	Prbj.g_00631	Syae.g_02634
OG0000819	Prbj.g_00632	Syae.g_02633
OG0000820	Prbj.g_00633	Syae.g_02632
OG0000821	Prbj.g_00640	Syae.g_02626
OG0000822	Prbj.g_00642	Syae.g_02624
OG0000823	Prbj.g_00643	Syae.g_02623
OG0000824	Prbj.g_00647	Syae.g_02617
OG0000825	Prbj.g_00648	Syae.g_02616
OG0000826	Prbj.g_00649	Syae.g_02615
OG0000827	Prbj.g_00650	Syae.g_02614
OG0000828	Prbj.g_00653	Syae.g_02612
OG0000829	Prbj.g_00654	Syae.g_02611
OG0000830	Prbj.g_00655	Syae.g_02610
OG0000831	Prbj.g_00657	Syae.g_02608
OG0000832	Prbj.g_01684	Syae.g_01081
OG0000833	Prbj.g_01692	Syae.g_01106
OG0000834	Prbj.g_01693	Syae.g_01108
OG0000835	Prbj.g_01694	Syae.g_01109
OG0000836	Prbj.g_01696	Syae.g_01113
OG0000837	Prbj.g_01697	Syae.g_01115
OG0000838	Prbj.g_01700	Syae.g_01119
OG0000839	Prbj.g_01701	Syae.g_01120
OG0000840	Prbj.g_01702	Syae.g_01121
OG0000841	Prbj.g_01703	Syae.g_01122
OG0000842	Prbj.g_01704	Syae.g_01123
OG0000843	Prbj.g_01705	Syae.g_01124
OG0000844	Prbj.g_01707	Syae.g_01125
OG0000845	Prbj.g_01708	Syae.g_01126
OG0000846	Prbj.g_01709	Syae.g_01127
OG0000847	Prbj.g_01710	Syae.g_01128
OG0000848	Prbj.g_01711	Syae.g_01130
OG0000849	Prbj.g_01712	Syae.g_01131
OG0000850	Prbj.g_01713	Syae.g_01133
OG0000851	Prbj.g_00888	Syae.g_01139
OG0000852	Prbj.g_00887	Syae.g_01140
OG0000853	Prbj.g_00882	Syae.g_01144
OG0000854	Prbj.g_00880	Syae.g_01146
OG0000855	Prbj.g_00879	Syae.g_01147
OG0000856	Prbj.g_02561	Syae.g_00059
OG0000857	Prbj.g_02429	Syae.g_00503
OG0000858	Prbj.g_00868	Syae.g_01153
OG0000859	Prbj.g_00867	Syae.g_01154
OG0000860	Prbj.g_00855	Syae.g_01165
OG0000861	Prbj.g_00854	Syae.g_01166
OG0000862	Prbj.g_00852	Syae.g_01167
OG0000863	Prbj.g_00495	Syae.g_01170
OG0000864	Prbj.g_00494	Syae.g_01171
OG0000865	Prbj.g_00493	Syae.g_01172
OG0000866	Prbj.g_00492	Syae.g_01173
OG0000867	Prbj.g_00491	Syae.g_01174
OG0000868	Prbj.g_00489	Syae.g_01177
OG0000869	Prbj.g_00486	Syae.g_01182
OG0000870	Prbj.g_00481	Syae.g_01187
OG0000871	Prbj.g_00480	Syae.g_01188
OG0000872	Prbj.g_00478	Syae.g_01196
OG0000873	Prbj.g_00475	Syae.g_01199
OG0000874	Prbj.g_00471	Syae.g_01194
OG0000875	Prbj.g_00470	Syae.g_01244
OG0000876	Prbj.g_00469	Syae.g_01020
OG0000877	Prbj.g_00466	Syae.g_01025
OG0000878	Prbj.g_00465	Syae.g_01026
OG0000879	Prbj.g_00464	Syae.g_01027
OG0000880	Prbj.g_00463	Syae.g_01028
OG0000881	Prbj.g_00458	Syae.g_01034
OG0000882	Prbj.g_00453	Syae.g_01039
OG0000883	Prbj.g_00451	Syae.g_01041
OG0000884	Prbj.g_00449	Syae.g_01043
OG0000885	Prbj.g_00448	Syae.g_01044
OG0000886	Prbj.g_00447	Syae.g_01045
OG0000887	Prbj.g_00446	Syae.g_01046
OG0000888	Prbj.g_00444	Syae.g_01048
OG0000889	Prbj.g_00442	Syae.g_01050
OG0000890	Prbj.g_00428	Syae.g_01056
OG0000891	Prbj.g_00427	Syae.g_01057
OG0000892	Prbj.g_00425	Syae.g_01059
OG0000893	Prbj.g_02660	Syae.g_02031
OG0000894	Prbj.g_02656	Syae.g_02034
OG0000895	Prbj.g_02651	Syae.g_02038
OG0000896	Prbj.g_02650	Syae.g_02039
OG0000897	Prbj.g_02648	Syae.g_02041
OG0000898	Prbj.g_02647	Syae.g_02042
OG0000899	Prbj.g_02646	Syae.g_02043
OG0000900	Prbj.g_02645	Syae.g_02044
OG0000901	Prbj.g_02641	Syae.g_02049
OG0000902	Prbj.g_02639	Syae.g_02051
OG0000903	Prbj.g_01027	Syae.g_02077
OG0000904	Prbj.g_01032	Syae.g_02071
OG0000905	Prbj.g_01034	Syae.g_02065
OG0000906	Prbj.g_02635	Syae.g_02063
OG0000907	Prbj.g_01025	Syae.g_02079
OG0000908	Prbj.g_01022	Syae.g_02082
OG0000909	Prbj.g_01021	Syae.g_02083
OG0000910	Prbj.g_01020	Syae.g_02084
OG0000911	Prbj.g_01018	Syae.g_02086
OG0000912	Prbj.g_01017	Syae.g_02087
OG0000913	Prbj.g_01016	Syae.g_02088
OG0000914	Prbj.g_01015	Syae.g_02089
OG0000915	Prbj.g_01014	Syae.g_02091
OG0000916	Prbj.g_01013	Syae.g_02092
OG0000917	Prbj.g_01012	Syae.g_02093
OG0000918	Prbj.g_01011	Syae.g_02094
OG0000919	Prbj.g_01010	Syae.g_02095
OG0000920	Prbj.g_01009	Syae.g_02096
OG0000921	Prbj.g_01008	Syae.g_02097
OG0000922	Prbj.g_01007	Syae.g_02098
OG0000923	Prbj.g_01003	Syae.g_02102
OG0000924	Prbj.g_01002	Syae.g_02103
OG0000925	Prbj.g_01001	Syae.g_02104
OG0000926	Prbj.g_01000	Syae.g_02105
OG0000927	Prbj.g_00998	Syae.g_02107
OG0000928	Prbj.g_00997	Syae.g_02108
OG0000929	Prbj.g_00996	Syae.g_02109
OG0000930	Prbj.g_00995	Syae.g_02110
OG0000931	Prbj.g_00994	Syae.g_02111
OG0000932	Prbj.g_00993	Syae.g_02112
OG0000933	Prbj.g_00988	Syae.g_02118
OG0000934	Prbj.g_00986	Syae.g_02120
OG0000935	Prbj.g_00985	Syae.g_02121
OG0000936	Prbj.g_00984	Syae.g_02122
OG0000937	Prbj.g_00983	Syae.g_02123
OG0000938	Prbj.g_00414	Syae.g_02126
OG0000939	Prbj.g_00413	Syae.g_02127
OG0000940	Prbj.g_00404	Syae.g_02133
OG0000941	Prbj.g_00402	Syae.g_02135
OG0000942	Prbj.g_00400	Syae.g_02137
OG0000943	Prbj.g_00399	Syae.g_02138
OG0000944	Prbj.g_00397	Syae.g_02140
OG0000945	Prbj.g_00395	Syae.g_02142
OG0000946	Prbj.g_00368	Syae.g_02146
OG0000947	Prbj.g_00365	Syae.g_02149
OG0000948	Prbj.g_00364	Syae.g_02150
OG0000949	Prbj.g_00361	Syae.g_01884
OG0000950	Prbj.g_01501	Syae.g_01873
OG0000951	Prbj.g_01506	Syae.g_01866
OG0000952	Prbj.g_01513	Syae.g_01859
OG0000953	Prbj.g_01517	Syae.g_01854
OG0000954	Prbj.g_01577	Syae.g_01845
OG0000955	Prbj.g_01578	Syae.g_01844
OG0000956	Prbj.g_01580	Syae.g_01842
OG0000957	Prbj.g_01596	Syae.g_01831
OG0000958	Prbj.g_01597	Syae.g_01830
OG0000959	Prbj.g_01821	Syae.g_01826
OG0000960	Prbj.g_01820	Syae.g_01825
OG0000961	Prbj.g_01809	Syae.g_01822
OG0000962	Prbj.g_01290	Syae.g_01820
OG0000963	Prbj.g_01285	Syae.g_01814
OG0000964	Prbj.g_01284	Syae.g_01813
OG0000965	Prbj.g_01283	Syae.g_01812
OG0000966	Prbj.g_01250	Syae.g_01789
OG0000967	Prbj.g_01244	Syae.g_01782
OG0000968	Prbj.g_01241	Syae.g_01787
OG0000969	Prbj.g_01239	Syae.g_01785
OG0000970	Prbj.g_01238	Syae.g_01784
OG0000971	Prbj.g_01236	Syae.g_01779
OG0000972	Prbj.g_01235	Syae.g_01778
OG0000973	Prbj.g_01234	Syae.g_01777
OG0000974	Prbj.g_01233	Syae.g_01776
OG0000975	Prbj.g_01232	Syae.g_01775
OG0000976	Prbj.g_01231	Syae.g_01774
OG0000977	Prbj.g_01229	Syae.g_01772
OG0000978	Prbj.g_01228	Syae.g_01771
OG0000979	Prbj.g_01225	Syae.g_01768
OG0000980	Prbj.g_01221	Syae.g_01765
OG0000981	Prbj.g_01218	Syae.g_01762
OG0000982	Prbj.g_01956	Syae.g_01568
OG0000983	Prbj.g_01957	Syae.g_01569
OG0000984	Prbj.g_01958	Syae.g_01570
OG0000985	Prbj.g_01962	Syae.g_01572
OG0000986	Prbj.g_01964	Syae.g_01575
OG0000987	Prbj.g_01966	Syae.g_01577
OG0000988	Prbj.g_01970	Syae.g_01583
OG0000989	Prbj.g_01980	Syae.g_01591
OG0000990	Prbj.g_02002	Syae.g_01606
OG0000991	Prbj.g_02005	Syae.g_01609
OG0000992	Prbj.g_02008	Syae.g_01612
OG0000993	Prbj.g_02009	Syae.g_01613
OG0000994	Prbj.g_02012	Syae.g_01616
OG0000995	Prbj.g_02021	Syae.g_01627
OG0000996	Prbj.g_02034	Syae.g_01667
OG0000997	Prbj.g_02043	Syae.g_01678
OG0000998	Prbj.g_02045	Syae.g_01680
OG0000999	Prbj.g_02046	Syae.g_01683
OG0001000	Prbj.g_02049	Syae.g_01686
OG0001001	Prbj.g_02053	Syae.g_01692
OG0001002	Prbj.g_02060	Syae.g_01699
OG0001003	Prbj.g_02062	Syae.g_01701
OG0001004	Prbj.g_02063	Syae.g_01702
OG0001005	Prbj.g_02065	Syae.g_01703
OG0001006	Prbj.g_02071	Syae.g_01710
OG0001007	Prbj.g_02073	Syae.g_01712
OG0001008	Prbj.g_00101	Syae.g_00993
OG0001009	Prbj.g_01199	Syae.g_01744
OG0001010	Prbj.g_01200	Syae.g_01745
OG0001011	Prbj.g_01202	Syae.g_01747
OG0001012	Prbj.g_01953	Syae.g_01564
OG0001013	Prbj.g_01928	Syae.g_01552
OG0001014	Prbj.g_01919	Syae.g_01548
OG0001015	Prbj.g_01918	Syae.g_01547
OG0001016	Prbj.g_00569	Syae.g_01290
OG0001017	Prbj.g_00575	Syae.g_01296
OG0001018	Prbj.g_00577	Syae.g_01298
OG0001019	Prbj.g_00590	Syae.g_01334
OG0001020	Prbj.g_00596	Syae.g_01340
OG0001021	Prbj.g_00600	Syae.g_01344
OG0001022	Prbj.g_00605	Syae.g_01348
OG0001023	Prbj.g_00606	Syae.g_01349
OG0001024	Prbj.g_00610	Syae.g_01353
OG0001025	Prbj.g_00617	Syae.g_01360
OG0001026	Prbj.g_00630	Syae.g_01373
OG0001027	Prbj.g_01550	Syae.g_01377
OG0001028	Prbj.g_01552	Syae.g_01379
OG0001029	Prbj.g_01554	Syae.g_01381
OG0001030	Prbj.g_01535	Syae.g_01403
OG0001031	Prbj.g_01143	Syae.g_01475
OG0001032	Prbj.g_01146	Syae.g_01479
OG0001033	Prbj.g_00287	Syae.g_01505
OG0001034	Prbj.g_02608	Syae.g_02238
OG0001035	Prbj.g_01360	Syae.g_02006
OG0001036	Prbj.g_01364	Syae.g_02001
OG0001037	Prbj.g_01366	Syae.g_01999
OG0001038	Prbj.g_01403	Syae.g_01971
OG0001039	Prbj.g_01406	Syae.g_01968
OG0001040	Prbj.g_01409	Syae.g_01965
OG0001041	Prbj.g_01414	Syae.g_01960
OG0001042	Prbj.g_01439	Syae.g_01935
OG0001043	Prbj.g_01441	Syae.g_01931
OG0001044	Prbj.g_00342	Syae.g_02191
OG0001045	Prbj.g_00330	Syae.g_02204
OG0001046	Prbj.g_00874	Syae.g_00385
OG0001047	Prbj.g_00103	Syae.g_00991
OG0001048	Prbj.g_00104	Syae.g_00990
OG0001049	Prbj.g_00107	Syae.g_00987
OG0001050	Prbj.g_00108	Syae.g_00986
OG0001051	Prbj.g_00109	Syae.g_00985
OG0001052	Prbj.g_00132	Syae.g_02526
OG0001053	Prbj.g_01627	Syae.g_02312
OG0001054	Prbj.g_01609	Syae.g_02329
OG0001055	Prbj.g_02103	Syae.g_02350
OG0001056	Prbj.g_02132	Syae.g_02379
OG0001057	Prbj.g_02144	Syae.g_02388
OG0001058	Prbj.g_01863	Syae.g_02402
OG0001059	Prbj.g_01867	Syae.g_02406
OG0001060	Prbj.g_01874	Syae.g_02412
OG0001061	Prbj.g_01802	Syae.g_02434
OG0001062	Prbj.g_01800	Syae.g_02436
OG0001063	Prbj.g_01796	Syae.g_02440
OG0001064	Prbj.g_01795	Syae.g_02441
OG0001065	Prbj.g_01794	Syae.g_02442
OG0001066	Prbj.g_01793	Syae.g_02443
OG0001067	Prbj.g_01792	Syae.g_02444
OG0001068	Prbj.g_01791	Syae.g_02445
OG0001069	Prbj.g_01790	Syae.g_02446
OG0001070	Prbj.g_01786	Syae.g_02449
OG0001071	Prbj.g_01785	Syae.g_02450
OG0001072	Prbj.g_01782	Syae.g_02454
OG0001073	Prbj.g_01763	Syae.g_02468
OG0001074	Prbj.g_02544	Syae.g_00027
OG0001075	Prbj.g_02545	Syae.g_00029
OG0001076	Prbj.g_02553	Syae.g_00050
OG0001077	Prbj.g_02563	Syae.g_00061
OG0001078	Prbj.g_02574	Syae.g_00075
OG0001079	Prbj.g_02593	Syae.g_00088
OG0001080	Prbj.g_00794	Syae.g_00267
OG0001081	Prbj.g_00804	Syae.g_00615
OG0001082	Prbj.g_00805	Syae.g_00614
OG0001083	Prbj.g_00813	Syae.g_00605
OG0001084	Prbj.g_00815	Syae.g_00604
OG0001085	Prbj.g_00825	Syae.g_00594
OG0001086	Prbj.g_02707	Syae.g_00592
OG0001087	Prbj.g_00927	Syae.g_00751
OG0001088	Prbj.g_00931	Syae.g_00755
OG0001089	Prbj.g_00757	Syae.g_00781
OG0001090	Prbj.g_02180	Syae.g_00471
OG0001091	Prbj.g_02182	Syae.g_00469
OG0001092	Prbj.g_02183	Syae.g_00466
OG0001093	Prbj.g_02187	Syae.g_00460
OG0001094	Prbj.g_02406	Syae.g_00527
OG0001095	Prbj.g_02425	Syae.g_00506
OG0001096	Prbj.g_02441	Syae.g_00490
OG0001097	Prbj.g_02486	Syae.g_00845
OG0001098	Prbj.g_02323	Syae.g_00269
OG0001099	Prbj.g_01553	Syae.g_01380
OG0001100	Prbj.g_02333	Syae.g_00583
OG0001101	Prbj.g_02334	Syae.g_00581
OG0001102	Prbj.g_02337	Syae.g_00578
OG0001103	Prbj.g_02339	Syae.g_00576
OG0001104	Prbj.g_02396	Syae.g_00544
OG0001105	Prbj.g_02391	Syae.g_00540
OG0001106	Prbj.g_02280	Syae.g_00346
OG0001107	Prbj.g_02270	Syae.g_00358
OG0001108	Prbj.g_02263	Syae.g_00366
OG0001109	Prbj.g_02261	Syae.g_00368
OG0001110	Prbj.g_02259	Syae.g_00370
OG0001111	Prbj.g_02257	Syae.g_00372
OG0001112	Prbj.g_02255	Syae.g_00374
OG0001113	Prbj.g_02254	Syae.g_00375
OG0001114	Prbj.g_02253	Syae.g_00376
OG0001115	Prbj.g_02251	Syae.g_00380
OG0001116	Prbj.g_02250	Syae.g_00382
OG0001117	Prbj.g_02249	Syae.g_00383
OG0001118	Prbj.g_02248	Syae.g_00384
OG0001119	Prbj.g_02247	Syae.g_00386
OG0001120	Prbj.g_02245	Syae.g_00390
OG0001122	Prbj.g_02216	Syae.g_00417
OG0001123	Prbj.g_02209	Syae.g_00424
OG0001124	Prbj.g_02207	Syae.g_00426
OG0001125	Prbj.g_02205	Syae.g_00428
OG0001126	Prbj.g_01850	Syae.g_00807
OG0001127	Prbj.g_01849	Syae.g_00806
