Orthogroup	Prbj	Prbm
OG0000530	Prbj.g_01626	Prbm.g_00510
OG0000531	Prbj.g_01625	Prbm.g_00511
OG0000532	Prbj.g_01622	Prbm.g_00512
OG0000533	Prbj.g_01620	Prbm.g_00513
OG0000534	Prbj.g_01619	Prbm.g_00514
OG0000535	Prbj.g_01618	Prbm.g_00515
OG0000536	Prbj.g_01617	Prbm.g_00516
OG0000537	Prbj.g_01616	Prbm.g_00517
OG0000538	Prbj.g_01605	Prbm.g_00534
OG0000539	Prbj.g_02088	Prbm.g_00535
OG0000540	Prbj.g_02089	Prbm.g_00536
OG0000541	Prbj.g_02090	Prbm.g_00537
OG0000542	Prbj.g_02093	Prbm.g_00539
OG0000543	Prbj.g_02095	Prbm.g_00541
OG0000544	Prbj.g_02096	Prbm.g_00542
OG0000545	Prbj.g_02097	Prbm.g_00544
OG0000546	Prbj.g_02099	Prbm.g_00547
OG0000547	Prbj.g_02101	Prbm.g_00549
OG0000548	Prbj.g_02102	Prbm.g_00550
OG0000549	Prbj.g_02108	Prbm.g_00553
OG0000550	Prbj.g_02113	Prbm.g_00557
OG0000551	Prbj.g_02117	Prbm.g_00560
OG0000552	Prbj.g_02118	Prbm.g_00561
OG0000553	Prbj.g_02123	Prbm.g_00562
OG0000554	Prbj.g_02128	Prbm.g_00567
OG0000555	Prbj.g_02146	Prbm.g_00575
OG0000556	Prbj.g_02666	Prbm.g_00577
OG0000557	Prbj.g_01858	Prbm.g_00578
OG0000558	Prbj.g_01861	Prbm.g_00580
OG0000559	Prbj.g_01865	Prbm.g_00584
OG0000560	Prbj.g_01868	Prbm.g_00587
OG0000561	Prbj.g_01869	Prbm.g_00588
OG0000562	Prbj.g_01870	Prbm.g_00589
OG0000563	Prbj.g_01871	Prbm.g_00590
OG0000564	Prbj.g_01872	Prbm.g_00591
OG0000565	Prbj.g_01875	Prbm.g_00594
OG0000566	Prbj.g_01879	Prbm.g_00596
OG0000567	Prbj.g_01883	Prbm.g_00600
OG0000568	Prbj.g_01885	Prbm.g_00601
OG0000569	Prbj.g_01807	Prbm.g_00602
OG0000570	Prbj.g_01806	Prbm.g_00603
OG0000571	Prbj.g_01803	Prbm.g_00605
OG0000572	Prbj.g_01787	Prbm.g_00616
OG0000573	Prbj.g_01780	Prbm.g_00621
OG0000574	Prbj.g_01779	Prbm.g_00624
OG0000575	Prbj.g_01770	Prbm.g_00627
OG0000576	Prbj.g_01768	Prbm.g_00629
OG0000577	Prbj.g_01767	Prbm.g_00630
OG0000578	Prbj.g_01766	Prbm.g_00631
OG0000579	Prbj.g_01765	Prbm.g_00632
OG0000580	Prbj.g_01764	Prbm.g_00633
OG0000581	Prbj.g_01760	Prbm.g_00636
OG0000582	Prbj.g_01756	Prbm.g_00639
OG0000583	Prbj.g_01755	Prbm.g_00640
OG0000584	Prbj.g_01754	Prbm.g_00641
OG0000585	Prbj.g_01752	Prbm.g_00643
OG0000586	Prbj.g_01750	Prbm.g_00644
OG0000587	Prbj.g_01748	Prbm.g_00645
OG0000588	Prbj.g_02547	Prbm.g_00649
OG0000589	Prbj.g_02550	Prbm.g_00652
OG0000590	Prbj.g_02551	Prbm.g_00653
OG0000591	Prbj.g_02558	Prbm.g_00656
OG0000592	Prbj.g_02559	Prbm.g_00657
OG0000593	Prbj.g_02569	Prbm.g_00663
OG0000594	Prbj.g_02570	Prbm.g_00664
OG0000595	Prbj.g_02571	Prbm.g_00665
OG0000596	Prbj.g_02576	Prbm.g_00669
OG0000597	Prbj.g_02579	Prbm.g_00671
OG0000598	Prbj.g_02580	Prbm.g_00672
OG0000599	Prbj.g_02590	Prbm.g_00675
OG0000600	Prbj.g_02591	Prbm.g_00676
OG0000601	Prbj.g_02592	Prbm.g_00677
OG0000602	Prbj.g_02596	Prbm.g_00679
OG0000603	Prbj.g_02597	Prbm.g_00680
OG0000604	Prbj.g_02598	Prbm.g_00681
OG0000605	Prbj.g_00792	Prbm.g_00682
OG0000606	Prbj.g_00803	Prbm.g_00685
OG0000607	Prbj.g_00806	Prbm.g_00688
OG0000608	Prbj.g_00807	Prbm.g_00689
OG0000609	Prbj.g_00809	Prbm.g_00690
OG0000610	Prbj.g_00818	Prbm.g_00696
OG0000611	Prbj.g_00821	Prbm.g_00699
OG0000612	Prbj.g_00822	Prbm.g_00700
OG0000613	Prbj.g_01466	Prbm.g_00706
OG0000614	Prbj.g_00946	Prbm.g_00730
OG0000615	Prbj.g_02373	Prbm.g_00737
OG0000616	Prbj.g_02057	Prbm.g_02220
OG0000617	Prbj.g_02184	Prbm.g_00748
OG0000618	Prbj.g_02185	Prbm.g_00749
OG0000619	Prbj.g_02186	Prbm.g_00750
OG0000620	Prbj.g_02190	Prbm.g_00753
OG0000621	Prbj.g_02191	Prbm.g_00754
OG0000622	Prbj.g_02192	Prbm.g_00755
OG0000623	Prbj.g_02193	Prbm.g_00756
OG0000624	Prbj.g_02194	Prbm.g_00758
OG0000625	Prbj.g_02195	Prbm.g_00759
OG0000626	Prbj.g_02196	Prbm.g_00760
OG0000627	Prbj.g_02320	Prbm.g_00762
OG0000628	Prbj.g_02319	Prbm.g_00763
OG0000629	Prbj.g_02316	Prbm.g_00764
OG0000630	Prbj.g_02312	Prbm.g_00767
OG0000631	Prbj.g_02306	Prbm.g_00959
OG0000632	Prbj.g_02305	Prbm.g_00960
OG0000633	Prbj.g_02304	Prbm.g_00961
OG0000634	Prbj.g_02408	Prbm.g_00810
OG0000635	Prbj.g_02409	Prbm.g_00811
OG0000636	Prbj.g_02411	Prbm.g_00813
OG0000637	Prbj.g_02413	Prbm.g_00815
OG0000638	Prbj.g_02414	Prbm.g_00816
OG0000639	Prbj.g_02415	Prbm.g_00817
OG0000640	Prbj.g_02416	Prbm.g_00818
OG0000641	Prbj.g_02420	Prbm.g_00822
OG0000642	Prbj.g_02421	Prbm.g_00823
OG0000643	Prbj.g_02422	Prbm.g_00824
OG0000644	Prbj.g_02423	Prbm.g_00825
OG0000645	Prbj.g_02424	Prbm.g_00826
OG0000646	Prbj.g_02427	Prbm.g_00829
OG0000647	Prbj.g_02430	Prbm.g_00831
OG0000648	Prbj.g_02432	Prbm.g_00833
OG0000649	Prbj.g_02433	Prbm.g_00834
OG0000650	Prbj.g_02434	Prbm.g_00835
OG0000651	Prbj.g_02435	Prbm.g_00836
OG0000652	Prbj.g_02436	Prbm.g_00837
OG0000653	Prbj.g_02438	Prbm.g_00839
OG0000654	Prbj.g_02439	Prbm.g_00840
OG0000655	Prbj.g_02440	Prbm.g_00841
OG0000656	Prbj.g_02443	Prbm.g_00844
OG0000657	Prbj.g_02476	Prbm.g_00850
OG0000658	Prbj.g_02478	Prbm.g_00852
OG0000659	Prbj.g_02479	Prbm.g_00853
OG0000660	Prbj.g_02483	Prbm.g_00857
OG0000661	Prbj.g_02485	Prbm.g_00859
OG0000662	Prbj.g_02487	Prbm.g_00861
OG0000663	Prbj.g_02490	Prbm.g_00863
OG0000664	Prbj.g_02491	Prbm.g_00864
OG0000665	Prbj.g_02504	Prbm.g_00868
OG0000666	Prbj.g_02507	Prbm.g_00869
OG0000667	Prbj.g_02514	Prbm.g_00873
OG0000668	Prbj.g_02215	Prbm.g_00911
OG0000669	Prbj.g_02523	Prbm.g_00919
OG0000670	Prbj.g_00044	Prbm.g_00922
OG0000671	Prbj.g_02335	Prbm.g_00924
OG0000672	Prbj.g_02338	Prbm.g_00927
OG0000673	Prbj.g_02341	Prbm.g_00930
OG0000674	Prbj.g_02343	Prbm.g_00932
OG0000675	Prbj.g_02344	Prbm.g_00933
OG0000676	Prbj.g_02352	Prbm.g_00935
OG0000677	Prbj.g_02354	Prbm.g_00936
OG0000678	Prbj.g_02359	Prbm.g_00939
OG0000679	Prbj.g_02379	Prbm.g_00943
OG0000680	Prbj.g_02380	Prbm.g_00944
OG0000681	Prbj.g_02382	Prbm.g_00946
OG0000682	Prbj.g_02383	Prbm.g_00947
OG0000683	Prbj.g_02384	Prbm.g_00948
OG0000684	Prbj.g_02397	Prbm.g_00793
OG0000685	Prbj.g_02395	Prbm.g_00795
OG0000686	Prbj.g_02394	Prbm.g_00796
OG0000687	Prbj.g_02393	Prbm.g_00797
OG0000688	Prbj.g_02399	Prbm.g_00800
OG0000689	Prbj.g_02400	Prbm.g_00801
OG0000690	Prbj.g_02401	Prbm.g_00802
OG0000691	Prbj.g_02402	Prbm.g_00803
OG0000692	Prbj.g_02403	Prbm.g_00805
OG0000693	Prbj.g_02404	Prbm.g_00806
OG0000694	Prbj.g_02405	Prbm.g_00807
OG0000695	Prbj.g_02302	Prbm.g_00963
OG0000696	Prbj.g_02301	Prbm.g_00964
OG0000697	Prbj.g_02299	Prbm.g_00965
OG0000698	Prbj.g_02296	Prbm.g_00968
OG0000699	Prbj.g_02294	Prbm.g_00969
OG0000700	Prbj.g_02293	Prbm.g_00970
OG0000701	Prbj.g_02292	Prbm.g_00971
OG0000702	Prbj.g_02284	Prbm.g_00973
OG0000703	Prbj.g_02283	Prbm.g_00974
OG0000704	Prbj.g_02281	Prbm.g_00975
OG0000705	Prbj.g_02275	Prbm.g_00981
OG0000706	Prbj.g_02274	Prbm.g_00982
OG0000707	Prbj.g_02273	Prbm.g_00983
OG0000708	Prbj.g_02271	Prbm.g_00985
OG0000709	Prbj.g_02264	Prbm.g_00989
OG0000710	Prbj.g_02260	Prbm.g_00992
OG0000711	Prbj.g_02237	Prbm.g_01007
OG0000712	Prbj.g_02236	Prbm.g_01009
OG0000713	Prbj.g_02235	Prbm.g_01010
OG0000714	Prbj.g_02231	Prbm.g_01011
OG0000715	Prbj.g_02229	Prbm.g_01013
OG0000716	Prbj.g_02225	Prbm.g_01014
OG0000717	Prbj.g_02224	Prbm.g_01015
OG0000718	Prbj.g_02219	Prbm.g_01031
OG0000719	Prbj.g_02217	Prbm.g_01032
OG0000720	Prbj.g_02204	Prbm.g_01042
OG0000721	Prbj.g_02203	Prbm.g_01043
OG0000722	Prbj.g_02202	Prbm.g_01044
OG0000723	Prbj.g_02198	Prbm.g_01048
OG0000724	Prbj.g_01843	Prbm.g_01059
OG0000725	Prbj.g_01836	Prbm.g_00887
OG0000726	Prbj.g_01835	Prbm.g_00886
OG0000727	Prbj.g_01834	Prbm.g_00885
OG0000728	Prbj.g_01833	Prbm.g_00883
OG0000729	Prbj.g_01289	Prbm.g_02104
OG0000730	Prbj.g_00343	Prbm.g_00398
OG0000731	Prbj.g_00333	Prbm.g_00406
OG0000732	Prbj.g_01220	Prbm.g_02166
OG0000733	Prbj.g_01997	Prbm.g_01911
OG0000734	Prbj.g_00627	Prbm.g_01565
OG0000735	Prbj.g_00953	Prbm.g_01563
OG0000736	Prbj.g_00954	Prbm.g_01562
OG0000737	Prbj.g_00955	Prbm.g_01561
OG0000738	Prbj.g_00962	Prbm.g_01557
OG0000739	Prbj.g_00964	Prbm.g_01556
OG0000740	Prbj.g_00965	Prbm.g_01555
OG0000741	Prbj.g_00968	Prbm.g_01553
OG0000742	Prbj.g_00970	Prbm.g_01550
OG0000743	Prbj.g_00972	Prbm.g_01548
OG0000744	Prbj.g_00973	Prbm.g_01547
OG0000745	Prbj.g_00846	Prbm.g_01545
OG0000746	Prbj.g_00844	Prbm.g_01543
OG0000747	Prbj.g_00843	Prbm.g_01542
OG0000748	Prbj.g_00831	Prbm.g_01538
OG0000749	Prbj.g_00830	Prbm.g_01537
OG0000750	Prbj.g_00829	Prbm.g_01536
OG0000751	Prbj.g_00305	Prbm.g_01533
OG0000752	Prbj.g_00308	Prbm.g_01531
OG0000753	Prbj.g_00311	Prbm.g_01529
OG0000754	Prbj.g_01910	Prbm.g_01525
OG0000755	Prbj.g_00002	Prbm.g_01520
OG0000756	Prbj.g_00003	Prbm.g_01519
OG0000757	Prbj.g_00010	Prbm.g_01512
OG0000758	Prbj.g_00011	Prbm.g_01511
OG0000759	Prbj.g_00012	Prbm.g_01510
OG0000760	Prbj.g_00013	Prbm.g_01509
OG0000761	Prbj.g_00014	Prbm.g_01508
OG0000762	Prbj.g_01908	Prbm.g_01507
OG0000763	Prbj.g_01906	Prbm.g_01505
OG0000764	Prbj.g_01905	Prbm.g_01504
OG0000765	Prbj.g_02163	Prbm.g_01496
OG0000766	Prbj.g_02164	Prbm.g_01495
OG0000767	Prbj.g_02166	Prbm.g_01494
OG0000768	Prbj.g_02167	Prbm.g_01493
OG0000769	Prbj.g_00313	Prbm.g_01491
OG0000770	Prbj.g_00019	Prbm.g_01490
OG0000771	Prbj.g_01848	Prbm.g_01054
OG0000772	Prbj.g_01679	Prbm.g_01356
OG0000773	Prbj.g_00161	Prbm.g_01602
OG0000774	Prbj.g_01719	Prbm.g_01605
OG0000775	Prbj.g_01721	Prbm.g_01606
OG0000776	Prbj.g_01722	Prbm.g_01607
OG0000777	Prbj.g_01723	Prbm.g_01608
OG0000778	Prbj.g_01724	Prbm.g_01609
OG0000779	Prbj.g_01729	Prbm.g_01613
OG0000780	Prbj.g_01732	Prbm.g_01614
OG0000781	Prbj.g_01736	Prbm.g_01616
OG0000782	Prbj.g_01737	Prbm.g_01617
OG0000783	Prbj.g_01738	Prbm.g_01618
OG0000784	Prbj.g_01739	Prbm.g_01619
OG0000785	Prbj.g_01741	Prbm.g_01621
OG0000786	Prbj.g_01744	Prbm.g_01624
OG0000787	Prbj.g_01745	Prbm.g_01625
OG0000788	Prbj.g_00094	Prbm.g_00777
OG0000789	Prbj.g_00687	Prbm.g_01051
OG0000790	Prbj.g_01643	Prbm.g_01665
OG0000791	Prbj.g_01645	Prbm.g_01667
OG0000792	Prbj.g_01646	Prbm.g_01668
OG0000793	Prbj.g_01650	Prbm.g_01671
OG0000794	Prbj.g_01651	Prbm.g_01672
OG0000795	Prbj.g_01652	Prbm.g_01673
OG0000796	Prbj.g_01656	Prbm.g_01677
OG0000797	Prbj.g_01657	Prbm.g_01678
OG0000799	Prbj.g_01304	Prbm.g_01691
OG0000800	Prbj.g_01303	Prbm.g_01692
OG0000801	Prbj.g_01302	Prbm.g_01693
OG0000802	Prbj.g_01293	Prbm.g_01695
OG0000803	Prbj.g_01041	Prbm.g_01697
OG0000804	Prbj.g_01043	Prbm.g_01698
OG0000805	Prbj.g_01045	Prbm.g_01700
OG0000806	Prbj.g_01047	Prbm.g_01702
OG0000807	Prbj.g_01049	Prbm.g_01703
OG0000808	Prbj.g_01050	Prbm.g_01704
OG0000809	Prbj.g_01054	Prbm.g_01708
OG0000810	Prbj.g_01055	Prbm.g_01709
OG0000811	Prbj.g_01067	Prbm.g_01713
OG0000812	Prbj.g_01069	Prbm.g_01715
OG0000813	Prbj.g_01070	Prbm.g_01716
OG0000814	Prbj.g_01072	Prbm.g_01718
OG0000815	Prbj.g_01073	Prbm.g_01719
OG0000816	Prbj.g_01075	Prbm.g_01721
OG0000817	Prbj.g_01076	Prbm.g_01722
OG0000818	Prbj.g_00631	Prbm.g_01726
OG0000819	Prbj.g_00632	Prbm.g_01727
OG0000820	Prbj.g_00633	Prbm.g_01728
OG0000821	Prbj.g_00640	Prbm.g_01731
OG0000822	Prbj.g_00642	Prbm.g_01732
OG0000823	Prbj.g_00643	Prbm.g_01733
OG0000824	Prbj.g_00647	Prbm.g_01736
OG0000825	Prbj.g_00648	Prbm.g_01737
OG0000826	Prbj.g_00649	Prbm.g_01738
OG0000827	Prbj.g_00650	Prbm.g_01739
OG0000828	Prbj.g_00653	Prbm.g_01742
OG0000829	Prbj.g_00654	Prbm.g_01743
OG0000830	Prbj.g_00655	Prbm.g_01744
OG0000831	Prbj.g_00657	Prbm.g_01746
OG0000832	Prbj.g_01684	Prbm.g_01756
OG0000833	Prbj.g_01692	Prbm.g_01764
OG0000834	Prbj.g_01693	Prbm.g_01765
OG0000835	Prbj.g_01694	Prbm.g_01766
OG0000836	Prbj.g_01696	Prbm.g_01768
OG0000837	Prbj.g_01697	Prbm.g_01769
OG0000838	Prbj.g_01700	Prbm.g_01771
OG0000839	Prbj.g_01701	Prbm.g_01772
OG0000840	Prbj.g_01702	Prbm.g_01773
OG0000841	Prbj.g_01703	Prbm.g_01774
OG0000842	Prbj.g_01704	Prbm.g_01775
OG0000843	Prbj.g_01705	Prbm.g_01776
OG0000844	Prbj.g_01707	Prbm.g_01777
OG0000845	Prbj.g_01708	Prbm.g_01778
OG0000846	Prbj.g_01709	Prbm.g_01779
OG0000847	Prbj.g_01710	Prbm.g_01780
OG0000848	Prbj.g_01711	Prbm.g_01781
OG0000849	Prbj.g_01712	Prbm.g_01782
OG0000850	Prbj.g_01713	Prbm.g_01784
OG0000851	Prbj.g_00888	Prbm.g_01785
OG0000852	Prbj.g_00887	Prbm.g_01786
OG0000853	Prbj.g_00882	Prbm.g_01791
OG0000854	Prbj.g_00880	Prbm.g_01793
OG0000855	Prbj.g_00879	Prbm.g_01794
OG0000856	Prbj.g_02561	Prbm.g_01685
OG0000857	Prbj.g_02429	Prbm.g_00830
OG0000858	Prbj.g_00868	Prbm.g_01835
OG0000859	Prbj.g_00867	Prbm.g_01836
OG0000860	Prbj.g_00855	Prbm.g_01843
OG0000861	Prbj.g_00854	Prbm.g_01844
OG0000862	Prbj.g_00852	Prbm.g_01845
OG0000863	Prbj.g_00495	Prbm.g_01846
OG0000864	Prbj.g_00494	Prbm.g_01847
OG0000865	Prbj.g_00493	Prbm.g_01848
OG0000866	Prbj.g_00492	Prbm.g_01849
OG0000867	Prbj.g_00491	Prbm.g_01850
OG0000868	Prbj.g_00489	Prbm.g_01851
OG0000869	Prbj.g_00486	Prbm.g_01854
OG0000870	Prbj.g_00481	Prbm.g_01859
OG0000871	Prbj.g_00480	Prbm.g_01860
OG0000872	Prbj.g_00478	Prbm.g_01861
OG0000873	Prbj.g_00475	Prbm.g_01864
OG0000874	Prbj.g_00471	Prbm.g_01867
OG0000875	Prbj.g_00470	Prbm.g_01869
OG0000876	Prbj.g_00469	Prbm.g_01870
OG0000877	Prbj.g_00466	Prbm.g_01872
OG0000878	Prbj.g_00465	Prbm.g_01873
OG0000879	Prbj.g_00464	Prbm.g_01874
OG0000880	Prbj.g_00463	Prbm.g_01875
OG0000881	Prbj.g_00458	Prbm.g_01878
OG0000882	Prbj.g_00453	Prbm.g_01883
OG0000883	Prbj.g_00451	Prbm.g_01885
OG0000884	Prbj.g_00449	Prbm.g_01887
OG0000885	Prbj.g_00448	Prbm.g_01888
OG0000886	Prbj.g_00447	Prbm.g_01889
OG0000887	Prbj.g_00446	Prbm.g_01890
OG0000888	Prbj.g_00444	Prbm.g_01892
OG0000889	Prbj.g_00442	Prbm.g_01894
OG0000890	Prbj.g_00428	Prbm.g_01895
OG0000891	Prbj.g_00427	Prbm.g_01896
OG0000892	Prbj.g_00425	Prbm.g_01898
OG0000893	Prbj.g_02660	Prbm.g_01948
OG0000894	Prbj.g_02656	Prbm.g_01951
OG0000895	Prbj.g_02651	Prbm.g_01954
OG0000896	Prbj.g_02650	Prbm.g_01955
OG0000897	Prbj.g_02648	Prbm.g_01957
OG0000898	Prbj.g_02647	Prbm.g_01958
OG0000899	Prbj.g_02646	Prbm.g_01959
OG0000900	Prbj.g_02645	Prbm.g_01960
OG0000901	Prbj.g_02641	Prbm.g_01963
OG0000902	Prbj.g_02639	Prbm.g_01965
OG0000903	Prbj.g_01027	Prbm.g_01975
OG0000904	Prbj.g_01032	Prbm.g_01970
OG0000905	Prbj.g_01034	Prbm.g_01967
OG0000906	Prbj.g_02635	Prbm.g_01966
OG0000907	Prbj.g_01025	Prbm.g_01990
OG0000908	Prbj.g_01022	Prbm.g_01993
OG0000909	Prbj.g_01021	Prbm.g_01994
OG0000910	Prbj.g_01020	Prbm.g_01995
OG0000911	Prbj.g_01018	Prbm.g_01997
OG0000912	Prbj.g_01017	Prbm.g_01998
OG0000913	Prbj.g_01016	Prbm.g_01999
OG0000914	Prbj.g_01015	Prbm.g_02000
OG0000915	Prbj.g_01014	Prbm.g_02001
OG0000916	Prbj.g_01013	Prbm.g_02002
OG0000917	Prbj.g_01012	Prbm.g_02003
OG0000918	Prbj.g_01011	Prbm.g_02004
OG0000919	Prbj.g_01010	Prbm.g_02005
OG0000920	Prbj.g_01009	Prbm.g_02006
OG0000921	Prbj.g_01008	Prbm.g_02007
OG0000922	Prbj.g_01007	Prbm.g_02008
OG0000923	Prbj.g_01003	Prbm.g_02012
OG0000924	Prbj.g_01002	Prbm.g_02013
OG0000925	Prbj.g_01001	Prbm.g_02014
OG0000926	Prbj.g_01000	Prbm.g_02015
OG0000927	Prbj.g_00998	Prbm.g_02017
OG0000928	Prbj.g_00997	Prbm.g_02018
OG0000929	Prbj.g_00996	Prbm.g_02019
OG0000930	Prbj.g_00995	Prbm.g_02020
OG0000931	Prbj.g_00994	Prbm.g_02021
OG0000932	Prbj.g_00993	Prbm.g_02022
OG0000933	Prbj.g_00988	Prbm.g_02026
OG0000934	Prbj.g_00986	Prbm.g_02028
OG0000935	Prbj.g_00985	Prbm.g_02029
OG0000936	Prbj.g_00984	Prbm.g_02030
OG0000937	Prbj.g_00983	Prbm.g_02031
OG0000938	Prbj.g_00414	Prbm.g_02034
OG0000939	Prbj.g_00413	Prbm.g_02035
OG0000940	Prbj.g_00404	Prbm.g_02042
OG0000941	Prbj.g_00402	Prbm.g_02044
OG0000942	Prbj.g_00400	Prbm.g_02046
OG0000943	Prbj.g_00399	Prbm.g_02048
OG0000944	Prbj.g_00397	Prbm.g_02050
OG0000945	Prbj.g_00395	Prbm.g_02051
OG0000946	Prbj.g_00368	Prbm.g_02057
OG0000947	Prbj.g_00365	Prbm.g_02059
OG0000948	Prbj.g_00364	Prbm.g_02060
OG0000949	Prbj.g_00361	Prbm.g_02063
OG0000950	Prbj.g_01501	Prbm.g_02068
OG0000951	Prbj.g_01506	Prbm.g_02072
OG0000952	Prbj.g_01513	Prbm.g_02076
OG0000953	Prbj.g_01517	Prbm.g_02080
OG0000954	Prbj.g_01577	Prbm.g_02084
OG0000955	Prbj.g_01578	Prbm.g_02085
OG0000956	Prbj.g_01580	Prbm.g_02087
OG0000957	Prbj.g_01596	Prbm.g_02092
OG0000958	Prbj.g_01597	Prbm.g_02093
OG0000959	Prbj.g_01821	Prbm.g_02097
OG0000960	Prbj.g_01820	Prbm.g_02098
OG0000961	Prbj.g_01809	Prbm.g_02101
OG0000962	Prbj.g_01290	Prbm.g_02103
OG0000963	Prbj.g_01285	Prbm.g_02107
OG0000964	Prbj.g_01284	Prbm.g_02108
OG0000965	Prbj.g_01283	Prbm.g_02109
OG0000966	Prbj.g_01250	Prbm.g_02144
OG0000967	Prbj.g_01244	Prbm.g_02148
OG0000968	Prbj.g_01241	Prbm.g_02150
OG0000969	Prbj.g_01239	Prbm.g_02151
OG0000970	Prbj.g_01238	Prbm.g_02152
OG0000971	Prbj.g_01236	Prbm.g_02153
OG0000972	Prbj.g_01235	Prbm.g_02154
OG0000973	Prbj.g_01234	Prbm.g_02155
OG0000974	Prbj.g_01233	Prbm.g_02156
OG0000975	Prbj.g_01232	Prbm.g_02157
OG0000976	Prbj.g_01231	Prbm.g_02158
OG0000977	Prbj.g_01229	Prbm.g_02159
OG0000978	Prbj.g_01228	Prbm.g_02160
OG0000979	Prbj.g_01225	Prbm.g_02163
OG0000980	Prbj.g_01221	Prbm.g_02165
OG0000981	Prbj.g_01218	Prbm.g_02168
OG0000982	Prbj.g_01956	Prbm.g_02170
OG0000983	Prbj.g_01957	Prbm.g_02171
OG0000984	Prbj.g_01958	Prbm.g_02172
OG0000985	Prbj.g_01962	Prbm.g_02175
OG0000986	Prbj.g_01964	Prbm.g_02177
OG0000987	Prbj.g_01966	Prbm.g_02178
OG0000988	Prbj.g_01970	Prbm.g_02181
OG0000989	Prbj.g_01980	Prbm.g_02185
OG0000990	Prbj.g_02002	Prbm.g_02190
OG0000991	Prbj.g_02005	Prbm.g_02191
OG0000992	Prbj.g_02008	Prbm.g_02194
OG0000993	Prbj.g_02009	Prbm.g_02195
OG0000994	Prbj.g_02012	Prbm.g_02196
OG0000995	Prbj.g_02021	Prbm.g_02200
OG0000996	Prbj.g_02034	Prbm.g_02201
OG0000997	Prbj.g_02043	Prbm.g_02208
OG0000998	Prbj.g_02045	Prbm.g_02210
OG0000999	Prbj.g_02046	Prbm.g_02211
OG0001000	Prbj.g_02049	Prbm.g_02214
OG0001001	Prbj.g_02053	Prbm.g_02217
OG0001002	Prbj.g_02060	Prbm.g_02222
OG0001003	Prbj.g_02062	Prbm.g_02225
OG0001004	Prbj.g_02063	Prbm.g_02226
OG0001005	Prbj.g_02065	Prbm.g_02227
OG0001006	Prbj.g_02071	Prbm.g_02231
OG0001007	Prbj.g_02073	Prbm.g_02233
OG0001008	Prbj.g_00101	Prbm.g_00447
OG0001009	Prbj.g_01199	Prbm.g_00027
OG0001010	Prbj.g_01200	Prbm.g_00028
OG0001011	Prbj.g_01202	Prbm.g_00029
OG0001012	Prbj.g_01953	Prbm.g_00052
OG0001013	Prbj.g_01928	Prbm.g_00057
OG0001014	Prbj.g_01919	Prbm.g_00060
OG0001015	Prbj.g_01918	Prbm.g_00061
OG0001016	Prbj.g_00569	Prbm.g_00130
OG0001017	Prbj.g_00575	Prbm.g_00134
OG0001018	Prbj.g_00577	Prbm.g_00137
OG0001019	Prbj.g_00590	Prbm.g_00146
OG0001020	Prbj.g_00596	Prbm.g_00147
OG0001021	Prbj.g_00600	Prbm.g_00148
OG0001022	Prbj.g_00605	Prbm.g_00151
OG0001023	Prbj.g_00606	Prbm.g_00152
OG0001024	Prbj.g_00610	Prbm.g_00155
OG0001025	Prbj.g_00617	Prbm.g_00162
OG0001026	Prbj.g_00630	Prbm.g_00170
OG0001027	Prbj.g_01550	Prbm.g_00171
OG0001028	Prbj.g_01552	Prbm.g_00173
OG0001029	Prbj.g_01554	Prbm.g_00175
OG0001030	Prbj.g_01535	Prbm.g_00191
OG0001031	Prbj.g_01143	Prbm.g_00246
OG0001032	Prbj.g_01146	Prbm.g_00247
OG0001033	Prbj.g_00287	Prbm.g_00267
OG0001034	Prbj.g_02608	Prbm.g_00296
OG0001035	Prbj.g_01360	Prbm.g_00313
OG0001036	Prbj.g_01364	Prbm.g_00318
OG0001037	Prbj.g_01366	Prbm.g_00319
OG0001038	Prbj.g_01403	Prbm.g_00335
OG0001039	Prbj.g_01406	Prbm.g_00337
OG0001040	Prbj.g_01409	Prbm.g_00340
OG0001041	Prbj.g_01414	Prbm.g_00344
OG0001042	Prbj.g_01439	Prbm.g_00360
OG0001043	Prbj.g_01441	Prbm.g_00361
OG0001044	Prbj.g_00342	Prbm.g_00399
OG0001045	Prbj.g_00330	Prbm.g_00408
OG0001046	Prbj.g_00874	Prbm.g_01121
OG0001047	Prbj.g_00103	Prbm.g_00449
OG0001048	Prbj.g_00104	Prbm.g_00450
OG0001049	Prbj.g_00107	Prbm.g_00452
OG0001050	Prbj.g_00108	Prbm.g_00453
OG0001051	Prbj.g_00109	Prbm.g_00454
OG0001052	Prbj.g_00132	Prbm.g_00497
OG0001053	Prbj.g_01627	Prbm.g_00509
OG0001054	Prbj.g_01609	Prbm.g_00523
OG0001055	Prbj.g_02103	Prbm.g_00551
OG0001056	Prbj.g_02132	Prbm.g_00569
OG0001057	Prbj.g_02144	Prbm.g_00574
OG0001058	Prbj.g_01863	Prbm.g_00582
OG0001059	Prbj.g_01867	Prbm.g_00586
OG0001060	Prbj.g_01874	Prbm.g_00593
OG0001061	Prbj.g_01802	Prbm.g_00606
OG0001062	Prbj.g_01800	Prbm.g_00608
OG0001063	Prbj.g_01796	Prbm.g_00609
OG0001064	Prbj.g_01795	Prbm.g_00610
OG0001065	Prbj.g_01794	Prbm.g_00611
OG0001066	Prbj.g_01793	Prbm.g_00612
OG0001067	Prbj.g_01792	Prbm.g_00613
