Orthogroup	Prbj	Prav
OG0000563	Prbj.g_01871	Prav.g_01155
OG0000564	Prbj.g_01872	Prav.g_01156
OG0000565	Prbj.g_01875	Prav.g_01159
OG0000566	Prbj.g_01879	Prav.g_01161
OG0000567	Prbj.g_01883	Prav.g_01165
OG0000568	Prbj.g_01885	Prav.g_01166
OG0000569	Prbj.g_01807	Prav.g_01167
OG0000570	Prbj.g_01806	Prav.g_01168
OG0000571	Prbj.g_01803	Prav.g_01170
OG0000572	Prbj.g_01787	Prav.g_01183
OG0000573	Prbj.g_01780	Prav.g_01188
OG0000574	Prbj.g_01779	Prav.g_01189
OG0000575	Prbj.g_01770	Prav.g_01193
OG0000576	Prbj.g_01768	Prav.g_01195
OG0000577	Prbj.g_01767	Prav.g_01196
OG0000578	Prbj.g_01766	Prav.g_01197
OG0000579	Prbj.g_01765	Prav.g_01198
OG0000580	Prbj.g_01764	Prav.g_01199
OG0000581	Prbj.g_01760	Prav.g_01201
OG0000582	Prbj.g_01756	Prav.g_01204
OG0000583	Prbj.g_01755	Prav.g_01205
OG0000584	Prbj.g_01754	Prav.g_01206
OG0000585	Prbj.g_01752	Prav.g_01208
OG0000586	Prbj.g_01750	Prav.g_01209
OG0000587	Prbj.g_01748	Prav.g_01210
OG0000588	Prbj.g_02547	Prav.g_01214
OG0000589	Prbj.g_02550	Prav.g_01219
OG0000590	Prbj.g_02551	Prav.g_01220
OG0000591	Prbj.g_02558	Prav.g_01223
OG0000592	Prbj.g_02559	Prav.g_01224
OG0000593	Prbj.g_02569	Prav.g_01230
OG0000594	Prbj.g_02570	Prav.g_01231
OG0000595	Prbj.g_02571	Prav.g_01232
OG0000596	Prbj.g_02576	Prav.g_01236
OG0000597	Prbj.g_02579	Prav.g_01238
OG0000598	Prbj.g_02580	Prav.g_01239
OG0000599	Prbj.g_02590	Prav.g_01242
OG0000600	Prbj.g_02591	Prav.g_01243
OG0000601	Prbj.g_02592	Prav.g_01244
OG0000602	Prbj.g_02596	Prav.g_01246
OG0000603	Prbj.g_02597	Prav.g_01247
OG0000604	Prbj.g_02598	Prav.g_01248
OG0000605	Prbj.g_00792	Prav.g_01249
OG0000606	Prbj.g_00803	Prav.g_01252
OG0000607	Prbj.g_00806	Prav.g_01255
OG0000608	Prbj.g_00807	Prav.g_01256
OG0000609	Prbj.g_00809	Prav.g_01257
OG0000610	Prbj.g_00818	Prav.g_01262
OG0000611	Prbj.g_00821	Prav.g_01265
OG0000612	Prbj.g_00822	Prav.g_01266
OG0000613	Prbj.g_01466	Prav.g_01271
OG0000614	Prbj.g_00946	Prav.g_01290
OG0000615	Prbj.g_02373	Prav.g_01298
OG0000616	Prbj.g_02057	Prav.g_01312
OG0000617	Prbj.g_02184	Prav.g_00312
OG0000618	Prbj.g_02185	Prav.g_00313
OG0000619	Prbj.g_02186	Prav.g_00314
OG0000620	Prbj.g_02190	Prav.g_00317
OG0000621	Prbj.g_02191	Prav.g_00318
OG0000622	Prbj.g_02192	Prav.g_00319
OG0000623	Prbj.g_02193	Prav.g_00320
OG0000624	Prbj.g_02194	Prav.g_00321
OG0000625	Prbj.g_02195	Prav.g_00322
OG0000626	Prbj.g_02196	Prav.g_00323
OG0000627	Prbj.g_02320	Prav.g_00324
OG0000628	Prbj.g_02319	Prav.g_00325
OG0000629	Prbj.g_02316	Prav.g_00326
OG0000630	Prbj.g_02312	Prav.g_00329
OG0000631	Prbj.g_02306	Prav.g_00388
OG0000632	Prbj.g_02305	Prav.g_00389
OG0000633	Prbj.g_02304	Prav.g_00390
OG0000634	Prbj.g_02408	Prav.g_00393
OG0000635	Prbj.g_02409	Prav.g_00394
OG0000636	Prbj.g_02411	Prav.g_00396
OG0000637	Prbj.g_02413	Prav.g_00398
OG0000638	Prbj.g_02414	Prav.g_00399
OG0000639	Prbj.g_02415	Prav.g_00400
OG0000640	Prbj.g_02416	Prav.g_00401
OG0000641	Prbj.g_02420	Prav.g_00405
OG0000642	Prbj.g_02421	Prav.g_00406
OG0000643	Prbj.g_02422	Prav.g_00407
OG0000644	Prbj.g_02423	Prav.g_00408
OG0000645	Prbj.g_02424	Prav.g_00409
OG0000646	Prbj.g_02427	Prav.g_00411
OG0000647	Prbj.g_02430	Prav.g_00412
OG0000648	Prbj.g_02432	Prav.g_00414
OG0000649	Prbj.g_02433	Prav.g_00415
OG0000650	Prbj.g_02434	Prav.g_00416
OG0000651	Prbj.g_02435	Prav.g_00417
OG0000652	Prbj.g_02436	Prav.g_00418
OG0000653	Prbj.g_02438	Prav.g_00420
OG0000654	Prbj.g_02439	Prav.g_00421
OG0000655	Prbj.g_02440	Prav.g_00422
OG0000656	Prbj.g_02443	Prav.g_00425
OG0000657	Prbj.g_02476	Prav.g_00432
OG0000658	Prbj.g_02478	Prav.g_00433
OG0000659	Prbj.g_02479	Prav.g_00434
OG0000660	Prbj.g_02483	Prav.g_00438
OG0000661	Prbj.g_02485	Prav.g_00440
OG0000662	Prbj.g_02487	Prav.g_00442
OG0000663	Prbj.g_02490	Prav.g_00444
OG0000664	Prbj.g_02491	Prav.g_00445
OG0000665	Prbj.g_02504	Prav.g_00449
OG0000666	Prbj.g_02507	Prav.g_00450
OG0000667	Prbj.g_02514	Prav.g_00454
OG0000668	Prbj.g_02215	Prav.g_00483
OG0000669	Prbj.g_02523	Prav.g_00490
OG0000670	Prbj.g_00044	Prav.g_00492
OG0000671	Prbj.g_02335	Prav.g_00494
OG0000672	Prbj.g_02338	Prav.g_00497
OG0000673	Prbj.g_02341	Prav.g_00500
OG0000674	Prbj.g_02343	Prav.g_00502
OG0000675	Prbj.g_02344	Prav.g_00503
OG0000676	Prbj.g_02352	Prav.g_00505
OG0000677	Prbj.g_02354	Prav.g_00506
OG0000678	Prbj.g_02359	Prav.g_00508
OG0000679	Prbj.g_02379	Prav.g_00512
OG0000680	Prbj.g_02380	Prav.g_00513
OG0000681	Prbj.g_02382	Prav.g_00515
OG0000682	Prbj.g_02383	Prav.g_00516
OG0000683	Prbj.g_02384	Prav.g_00517
OG0000684	Prbj.g_02397	Prav.g_00519
OG0000685	Prbj.g_02395	Prav.g_00521
OG0000686	Prbj.g_02394	Prav.g_00522
OG0000687	Prbj.g_02393	Prav.g_00523
OG0000688	Prbj.g_02399	Prav.g_00526
OG0000689	Prbj.g_02400	Prav.g_00527
OG0000690	Prbj.g_02401	Prav.g_00528
OG0000691	Prbj.g_02402	Prav.g_00529
OG0000692	Prbj.g_02403	Prav.g_00530
OG0000693	Prbj.g_02404	Prav.g_00531
OG0000694	Prbj.g_02405	Prav.g_00532
OG0000695	Prbj.g_02302	Prav.g_00534
OG0000696	Prbj.g_02301	Prav.g_00535
OG0000697	Prbj.g_02299	Prav.g_00536
OG0000698	Prbj.g_02296	Prav.g_00539
OG0000699	Prbj.g_02294	Prav.g_00540
OG0000700	Prbj.g_02293	Prav.g_00541
OG0000701	Prbj.g_02292	Prav.g_00542
OG0000702	Prbj.g_02284	Prav.g_00544
OG0000703	Prbj.g_02283	Prav.g_00545
OG0000704	Prbj.g_02281	Prav.g_00546
OG0000705	Prbj.g_02275	Prav.g_00550
OG0000706	Prbj.g_02274	Prav.g_00551
OG0000707	Prbj.g_02273	Prav.g_00552
OG0000708	Prbj.g_02271	Prav.g_00553
OG0000709	Prbj.g_02264	Prav.g_00557
OG0000710	Prbj.g_02260	Prav.g_00560
OG0000711	Prbj.g_02237	Prav.g_00577
OG0000712	Prbj.g_02236	Prav.g_00579
OG0000713	Prbj.g_02235	Prav.g_00580
OG0000714	Prbj.g_02231	Prav.g_00581
OG0000715	Prbj.g_02229	Prav.g_00583
OG0000716	Prbj.g_02225	Prav.g_00585
OG0000717	Prbj.g_02224	Prav.g_00586
OG0000718	Prbj.g_02219	Prav.g_00902
OG0000719	Prbj.g_02217	Prav.g_00904
OG0000720	Prbj.g_02204	Prav.g_00913
OG0000721	Prbj.g_02203	Prav.g_00915
OG0000722	Prbj.g_02202	Prav.g_00916
OG0000723	Prbj.g_02198	Prav.g_00919
OG0000724	Prbj.g_01843	Prav.g_00928
OG0000725	Prbj.g_01836	Prav.g_00934
OG0000726	Prbj.g_01835	Prav.g_00935
OG0000727	Prbj.g_01834	Prav.g_00936
OG0000728	Prbj.g_01833	Prav.g_00938
OG0000729	Prbj.g_01289	Prav.g_00263
OG0000730	Prbj.g_00343	Prav.g_00004
OG0000731	Prbj.g_00333	Prav.g_00008
OG0000732	Prbj.g_01220	Prav.g_00016
OG0000733	Prbj.g_01997	Prav.g_00034
OG0000734	Prbj.g_00627	Prav.g_00050
OG0000735	Prbj.g_00953	Prav.g_00052
OG0000736	Prbj.g_00954	Prav.g_00053
OG0000737	Prbj.g_00955	Prav.g_00054
OG0000738	Prbj.g_00962	Prav.g_00058
OG0000739	Prbj.g_00964	Prav.g_00059
OG0000740	Prbj.g_00965	Prav.g_00060
OG0000741	Prbj.g_00968	Prav.g_00061
OG0000742	Prbj.g_00970	Prav.g_00064
OG0000743	Prbj.g_00972	Prav.g_00066
OG0000744	Prbj.g_00973	Prav.g_00067
OG0000745	Prbj.g_00846	Prav.g_00068
OG0000746	Prbj.g_00844	Prav.g_00070
OG0000747	Prbj.g_00843	Prav.g_00071
OG0000748	Prbj.g_00831	Prav.g_00074
OG0000749	Prbj.g_00830	Prav.g_00075
OG0000750	Prbj.g_00829	Prav.g_00076
OG0000751	Prbj.g_00305	Prav.g_01868
OG0000752	Prbj.g_00308	Prav.g_01866
OG0000753	Prbj.g_00311	Prav.g_01863
OG0000754	Prbj.g_01910	Prav.g_01860
OG0000755	Prbj.g_00002	Prav.g_01857
OG0000756	Prbj.g_00003	Prav.g_01856
OG0000757	Prbj.g_00010	Prav.g_01850
OG0000758	Prbj.g_00011	Prav.g_01849
OG0000759	Prbj.g_00012	Prav.g_01848
OG0000760	Prbj.g_00013	Prav.g_01847
OG0000761	Prbj.g_00014	Prav.g_01846
OG0000762	Prbj.g_01908	Prav.g_01845
OG0000763	Prbj.g_01906	Prav.g_01843
OG0000764	Prbj.g_01905	Prav.g_01842
OG0000765	Prbj.g_02163	Prav.g_01833
OG0000766	Prbj.g_02164	Prav.g_01832
OG0000767	Prbj.g_02166	Prav.g_01830
OG0000768	Prbj.g_02167	Prav.g_01829
OG0000769	Prbj.g_00313	Prav.g_01827
OG0000770	Prbj.g_00019	Prav.g_01825
OG0000771	Prbj.g_01848	Prav.g_02003
OG0000772	Prbj.g_01679	Prav.g_01409
OG0000773	Prbj.g_00161	Prav.g_01429
OG0000774	Prbj.g_01719	Prav.g_01431
OG0000775	Prbj.g_01721	Prav.g_01433
OG0000776	Prbj.g_01722	Prav.g_01434
OG0000777	Prbj.g_01723	Prav.g_01435
OG0000778	Prbj.g_01724	Prav.g_01436
OG0000779	Prbj.g_01729	Prav.g_01440
OG0000780	Prbj.g_01732	Prav.g_01441
OG0000781	Prbj.g_01736	Prav.g_01444
OG0000782	Prbj.g_01737	Prav.g_01445
OG0000783	Prbj.g_01738	Prav.g_01446
OG0000784	Prbj.g_01739	Prav.g_01447
OG0000785	Prbj.g_01741	Prav.g_01449
OG0000786	Prbj.g_01744	Prav.g_01451
OG0000787	Prbj.g_01745	Prav.g_01452
OG0000788	Prbj.g_00094	Prav.g_01460
OG0000789	Prbj.g_00687	Prav.g_01463
OG0000790	Prbj.g_01643	Prav.g_01478
OG0000791	Prbj.g_01645	Prav.g_01480
OG0000792	Prbj.g_01646	Prav.g_01481
OG0000793	Prbj.g_01650	Prav.g_01484
OG0000794	Prbj.g_01651	Prav.g_01485
OG0000795	Prbj.g_01652	Prav.g_01486
OG0000796	Prbj.g_01656	Prav.g_01490
OG0000797	Prbj.g_01657	Prav.g_01491
OG0000799	Prbj.g_01304	Prav.g_01560
OG0000800	Prbj.g_01303	Prav.g_01561
OG0000801	Prbj.g_01302	Prav.g_01562
OG0000802	Prbj.g_01293	Prav.g_01564
OG0000803	Prbj.g_01041	Prav.g_01566
OG0000804	Prbj.g_01043	Prav.g_01567
OG0000805	Prbj.g_01045	Prav.g_01569
OG0000806	Prbj.g_01047	Prav.g_01571
OG0000807	Prbj.g_01049	Prav.g_01572
OG0000808	Prbj.g_01050	Prav.g_01573
OG0000809	Prbj.g_01054	Prav.g_01576
OG0000810	Prbj.g_01055	Prav.g_01577
OG0000811	Prbj.g_01067	Prav.g_01581
OG0000812	Prbj.g_01069	Prav.g_01583
OG0000813	Prbj.g_01070	Prav.g_01584
OG0000814	Prbj.g_01072	Prav.g_01586
OG0000815	Prbj.g_01073	Prav.g_01587
OG0000816	Prbj.g_01075	Prav.g_01589
OG0000817	Prbj.g_01076	Prav.g_01590
OG0000818	Prbj.g_00631	Prav.g_01595
OG0000819	Prbj.g_00632	Prav.g_01596
OG0000820	Prbj.g_00633	Prav.g_01597
OG0000821	Prbj.g_00640	Prav.g_01601
OG0000822	Prbj.g_00642	Prav.g_01602
OG0000823	Prbj.g_00643	Prav.g_01603
OG0000824	Prbj.g_00647	Prav.g_01606
OG0000825	Prbj.g_00648	Prav.g_01607
OG0000826	Prbj.g_00649	Prav.g_01608
OG0000827	Prbj.g_00650	Prav.g_01609
OG0000828	Prbj.g_00653	Prav.g_01612
OG0000829	Prbj.g_00654	Prav.g_01613
OG0000830	Prbj.g_00655	Prav.g_01614
OG0000831	Prbj.g_00657	Prav.g_01616
OG0000832	Prbj.g_01684	Prav.g_01622
OG0000833	Prbj.g_01692	Prav.g_01630
OG0000834	Prbj.g_01693	Prav.g_01631
OG0000835	Prbj.g_01694	Prav.g_01632
OG0000836	Prbj.g_01696	Prav.g_01633
OG0000837	Prbj.g_01697	Prav.g_01634
OG0000838	Prbj.g_01700	Prav.g_01636
OG0000839	Prbj.g_01701	Prav.g_01637
OG0000840	Prbj.g_01702	Prav.g_01638
OG0000841	Prbj.g_01703	Prav.g_01639
OG0000842	Prbj.g_01704	Prav.g_01640
OG0000843	Prbj.g_01705	Prav.g_01641
OG0000844	Prbj.g_01707	Prav.g_01642
OG0000845	Prbj.g_01708	Prav.g_01643
OG0000846	Prbj.g_01709	Prav.g_01644
OG0000847	Prbj.g_01710	Prav.g_01645
OG0000848	Prbj.g_01711	Prav.g_01646
OG0000849	Prbj.g_01712	Prav.g_01647
OG0000850	Prbj.g_01713	Prav.g_01649
OG0000851	Prbj.g_00888	Prav.g_01650
OG0000852	Prbj.g_00887	Prav.g_01651
OG0000853	Prbj.g_00882	Prav.g_01655
OG0000854	Prbj.g_00880	Prav.g_01657
OG0000855	Prbj.g_00879	Prav.g_01658
OG0000856	Prbj.g_02561	Prav.g_01671
OG0000857	Prbj.g_02429	Prav.g_01699
OG0000858	Prbj.g_00868	Prav.g_01755
OG0000859	Prbj.g_00867	Prav.g_01756
OG0000860	Prbj.g_00855	Prav.g_01763
OG0000861	Prbj.g_00854	Prav.g_01764
OG0000862	Prbj.g_00852	Prav.g_01765
OG0000863	Prbj.g_00495	Prav.g_01767
OG0000864	Prbj.g_00494	Prav.g_01768
OG0000865	Prbj.g_00493	Prav.g_01769
OG0000866	Prbj.g_00492	Prav.g_01770
OG0000867	Prbj.g_00491	Prav.g_01771
OG0000868	Prbj.g_00489	Prav.g_01772
OG0000869	Prbj.g_00486	Prav.g_01776
OG0000870	Prbj.g_00481	Prav.g_01781
OG0000871	Prbj.g_00480	Prav.g_01782
OG0000872	Prbj.g_00478	Prav.g_01783
OG0000873	Prbj.g_00475	Prav.g_01786
OG0000874	Prbj.g_00471	Prav.g_01789
OG0000875	Prbj.g_00470	Prav.g_01790
OG0000876	Prbj.g_00469	Prav.g_01791
OG0000877	Prbj.g_00466	Prav.g_01793
OG0000878	Prbj.g_00465	Prav.g_01794
OG0000879	Prbj.g_00464	Prav.g_01795
OG0000880	Prbj.g_00463	Prav.g_01796
OG0000881	Prbj.g_00458	Prav.g_01800
OG0000882	Prbj.g_00453	Prav.g_01805
OG0000883	Prbj.g_00451	Prav.g_01807
OG0000884	Prbj.g_00449	Prav.g_01809
OG0000885	Prbj.g_00448	Prav.g_01810
OG0000886	Prbj.g_00447	Prav.g_01811
OG0000887	Prbj.g_00446	Prav.g_01812
OG0000888	Prbj.g_00444	Prav.g_01814
OG0000889	Prbj.g_00442	Prav.g_01816
OG0000890	Prbj.g_00428	Prav.g_01817
OG0000891	Prbj.g_00427	Prav.g_01818
OG0000892	Prbj.g_00425	Prav.g_00264
OG0000893	Prbj.g_02660	Prav.g_00268
OG0000894	Prbj.g_02656	Prav.g_00270
OG0000895	Prbj.g_02651	Prav.g_00273
OG0000896	Prbj.g_02650	Prav.g_00274
OG0000897	Prbj.g_02648	Prav.g_00276
OG0000898	Prbj.g_02647	Prav.g_00277
OG0000899	Prbj.g_02646	Prav.g_00278
OG0000900	Prbj.g_02645	Prav.g_00279
OG0000901	Prbj.g_02641	Prav.g_00282
OG0000902	Prbj.g_02639	Prav.g_00284
OG0000903	Prbj.g_01027	Prav.g_00287
OG0000904	Prbj.g_01032	Prav.g_00289
OG0000905	Prbj.g_01034	Prav.g_00294
OG0000906	Prbj.g_02635	Prav.g_00295
OG0000907	Prbj.g_01025	Prav.g_00590
OG0000908	Prbj.g_01022	Prav.g_00593
OG0000909	Prbj.g_01021	Prav.g_00594
OG0000910	Prbj.g_01020	Prav.g_00595
OG0000911	Prbj.g_01018	Prav.g_00597
OG0000912	Prbj.g_01017	Prav.g_00598
OG0000913	Prbj.g_01016	Prav.g_00599
OG0000914	Prbj.g_01015	Prav.g_00600
OG0000915	Prbj.g_01014	Prav.g_00601
OG0000916	Prbj.g_01013	Prav.g_00602
OG0000917	Prbj.g_01012	Prav.g_00603
OG0000918	Prbj.g_01011	Prav.g_00604
OG0000919	Prbj.g_01010	Prav.g_00605
OG0000920	Prbj.g_01009	Prav.g_00606
OG0000921	Prbj.g_01008	Prav.g_00607
OG0000922	Prbj.g_01007	Prav.g_00608
OG0000923	Prbj.g_01003	Prav.g_00612
OG0000924	Prbj.g_01002	Prav.g_00613
OG0000925	Prbj.g_01001	Prav.g_00614
OG0000926	Prbj.g_01000	Prav.g_00615
OG0000927	Prbj.g_00998	Prav.g_00617
OG0000928	Prbj.g_00997	Prav.g_00618
OG0000929	Prbj.g_00996	Prav.g_00619
OG0000930	Prbj.g_00995	Prav.g_00620
OG0000931	Prbj.g_00994	Prav.g_00621
OG0000932	Prbj.g_00993	Prav.g_00622
OG0000933	Prbj.g_00988	Prav.g_00626
OG0000934	Prbj.g_00986	Prav.g_00628
OG0000935	Prbj.g_00985	Prav.g_00629
OG0000936	Prbj.g_00984	Prav.g_00630
OG0000937	Prbj.g_00983	Prav.g_00631
OG0000938	Prbj.g_00414	Prav.g_00633
OG0000939	Prbj.g_00413	Prav.g_00634
OG0000940	Prbj.g_00404	Prav.g_00641
OG0000941	Prbj.g_00402	Prav.g_00643
OG0000942	Prbj.g_00400	Prav.g_00645
OG0000943	Prbj.g_00399	Prav.g_00646
OG0000944	Prbj.g_00397	Prav.g_00647
OG0000945	Prbj.g_00395	Prav.g_00648
OG0000946	Prbj.g_00368	Prav.g_00653
OG0000947	Prbj.g_00365	Prav.g_00655
OG0000948	Prbj.g_00364	Prav.g_00656
OG0000949	Prbj.g_00361	Prav.g_00659
OG0000950	Prbj.g_01501	Prav.g_00664
OG0000951	Prbj.g_01506	Prav.g_00668
OG0000952	Prbj.g_01513	Prav.g_00672
OG0000953	Prbj.g_01517	Prav.g_00675
OG0000954	Prbj.g_01577	Prav.g_00679
OG0000955	Prbj.g_01578	Prav.g_00680
OG0000956	Prbj.g_01580	Prav.g_00682
OG0000957	Prbj.g_01596	Prav.g_00687
OG0000958	Prbj.g_01597	Prav.g_00688
OG0000959	Prbj.g_01821	Prav.g_00692
OG0000960	Prbj.g_01820	Prav.g_00693
OG0000961	Prbj.g_01809	Prav.g_00695
OG0000962	Prbj.g_01290	Prav.g_00697
OG0000963	Prbj.g_01285	Prav.g_00701
OG0000964	Prbj.g_01284	Prav.g_00702
OG0000965	Prbj.g_01283	Prav.g_00703
OG0000966	Prbj.g_01250	Prav.g_00710
OG0000967	Prbj.g_01244	Prav.g_00714
OG0000968	Prbj.g_01241	Prav.g_00716
OG0000969	Prbj.g_01239	Prav.g_00717
OG0000970	Prbj.g_01238	Prav.g_00718
OG0000971	Prbj.g_01236	Prav.g_00719
OG0000972	Prbj.g_01235	Prav.g_00720
OG0000973	Prbj.g_01234	Prav.g_00721
OG0000974	Prbj.g_01233	Prav.g_00722
OG0000975	Prbj.g_01232	Prav.g_00723
OG0000976	Prbj.g_01231	Prav.g_00724
OG0000977	Prbj.g_01229	Prav.g_00725
OG0000978	Prbj.g_01228	Prav.g_00726
OG0000979	Prbj.g_01225	Prav.g_00729
OG0000980	Prbj.g_01221	Prav.g_00731
OG0000981	Prbj.g_01218	Prav.g_00733
OG0000982	Prbj.g_01956	Prav.g_00735
OG0000983	Prbj.g_01957	Prav.g_00736
OG0000984	Prbj.g_01958	Prav.g_00737
OG0000985	Prbj.g_01962	Prav.g_00740
OG0000986	Prbj.g_01964	Prav.g_00742
OG0000987	Prbj.g_01966	Prav.g_00743
OG0000988	Prbj.g_01970	Prav.g_00746
OG0000989	Prbj.g_01980	Prav.g_00750
OG0000990	Prbj.g_02002	Prav.g_00753
OG0000991	Prbj.g_02005	Prav.g_00754
OG0000992	Prbj.g_02008	Prav.g_00756
OG0000993	Prbj.g_02009	Prav.g_00757
OG0000994	Prbj.g_02012	Prav.g_00758
OG0000995	Prbj.g_02021	Prav.g_00762
OG0000996	Prbj.g_02034	Prav.g_00763
OG0000997	Prbj.g_02043	Prav.g_00764
OG0000998	Prbj.g_02045	Prav.g_00766
OG0000999	Prbj.g_02046	Prav.g_00767
OG0001000	Prbj.g_02049	Prav.g_00770
OG0001001	Prbj.g_02053	Prav.g_00772
OG0001002	Prbj.g_02060	Prav.g_00776
OG0001003	Prbj.g_02062	Prav.g_00778
OG0001004	Prbj.g_02063	Prav.g_00779
OG0001005	Prbj.g_02065	Prav.g_00780
OG0001006	Prbj.g_02071	Prav.g_00784
OG0001007	Prbj.g_02073	Prav.g_00786
OG0001008	Prbj.g_00101	Prav.g_01036
OG0001009	Prbj.g_01199	Prav.g_00095
OG0001010	Prbj.g_01200	Prav.g_00096
OG0001011	Prbj.g_01202	Prav.g_00097
OG0001012	Prbj.g_01953	Prav.g_00114
OG0001013	Prbj.g_01928	Prav.g_00119
OG0001014	Prbj.g_01919	Prav.g_00122
OG0001015	Prbj.g_01918	Prav.g_00123
OG0001016	Prbj.g_00569	Prav.g_00138
OG0001017	Prbj.g_00575	Prav.g_00142
OG0001018	Prbj.g_00577	Prav.g_00145
OG0001019	Prbj.g_00590	Prav.g_00154
OG0001020	Prbj.g_00596	Prav.g_00155
OG0001021	Prbj.g_00600	Prav.g_00156
OG0001022	Prbj.g_00605	Prav.g_00159
OG0001023	Prbj.g_00606	Prav.g_00160
OG0001024	Prbj.g_00610	Prav.g_00163
OG0001025	Prbj.g_00617	Prav.g_00169
OG0001026	Prbj.g_00630	Prav.g_00176
OG0001027	Prbj.g_01550	Prav.g_00177
OG0001028	Prbj.g_01552	Prav.g_00179
OG0001029	Prbj.g_01554	Prav.g_00180
OG0001030	Prbj.g_01535	Prav.g_00195
OG0001031	Prbj.g_01143	Prav.g_00852
OG0001032	Prbj.g_01146	Prav.g_00851
OG0001033	Prbj.g_00287	Prav.g_00830
OG0001034	Prbj.g_02608	Prav.g_00802
OG0001035	Prbj.g_01360	Prav.g_01901
OG0001036	Prbj.g_01364	Prav.g_01906
OG0001037	Prbj.g_01366	Prav.g_01907
OG0001038	Prbj.g_01403	Prav.g_01924
OG0001039	Prbj.g_01406	Prav.g_01927
OG0001040	Prbj.g_01409	Prav.g_01929
OG0001041	Prbj.g_01414	Prav.g_01933
OG0001042	Prbj.g_01439	Prav.g_01950
OG0001043	Prbj.g_01441	Prav.g_01951
OG0001044	Prbj.g_00342	Prav.g_01979
OG0001045	Prbj.g_00330	Prav.g_01988
OG0001046	Prbj.g_00874	Prav.g_00996
OG0001047	Prbj.g_00103	Prav.g_01038
OG0001048	Prbj.g_00104	Prav.g_01039
OG0001049	Prbj.g_00107	Prav.g_01041
OG0001050	Prbj.g_00108	Prav.g_01042
OG0001051	Prbj.g_00109	Prav.g_01043
OG0001052	Prbj.g_00132	Prav.g_01069
OG0001053	Prbj.g_01627	Prav.g_01081
OG0001054	Prbj.g_01609	Prav.g_01096
OG0001055	Prbj.g_02103	Prav.g_01115
OG0001056	Prbj.g_02132	Prav.g_01134
OG0001057	Prbj.g_02144	Prav.g_01139
OG0001058	Prbj.g_01863	Prav.g_01147
OG0001059	Prbj.g_01867	Prav.g_01151
OG0001060	Prbj.g_01874	Prav.g_01158
OG0001061	Prbj.g_01802	Prav.g_01171
OG0001062	Prbj.g_01800	Prav.g_01173
OG0001063	Prbj.g_01796	Prav.g_01175
OG0001064	Prbj.g_01795	Prav.g_01176
OG0001065	Prbj.g_01794	Prav.g_01177
OG0001066	Prbj.g_01793	Prav.g_01178
OG0001067	Prbj.g_01792	Prav.g_01179
OG0001068	Prbj.g_01791	Prav.g_01180
OG0001069	Prbj.g_01790	Prav.g_01181
OG0001070	Prbj.g_01786	Prav.g_01184
OG0001071	Prbj.g_01785	Prav.g_01185
OG0001072	Prbj.g_01782	Prav.g_01186
OG0001073	Prbj.g_01763	Prav.g_01200
OG0001074	Prbj.g_02544	Prav.g_01211
OG0001075	Prbj.g_02545	Prav.g_01212
OG0001076	Prbj.g_02553	Prav.g_01222
OG0001077	Prbj.g_02563	Prav.g_01226
OG0001078	Prbj.g_02574	Prav.g_01234
OG0001079	Prbj.g_02593	Prav.g_01245
OG0001080	Prbj.g_00794	Prav.g_01251
OG0001081	Prbj.g_00804	Prav.g_01253
OG0001082	Prbj.g_00805	Prav.g_01254
OG0001083	Prbj.g_00813	Prav.g_01259
OG0001084	Prbj.g_00815	Prav.g_01260
OG0001085	Prbj.g_00825	Prav.g_01268
OG0001086	Prbj.g_02707	Prav.g_01269
OG0001087	Prbj.g_00927	Prav.g_01286
OG0001088	Prbj.g_00931	Prav.g_01287
OG0001089	Prbj.g_00757	Prav.g_01295
OG0001090	Prbj.g_02180	Prav.g_00307
OG0001091	Prbj.g_02182	Prav.g_00309
OG0001092	Prbj.g_02183	Prav.g_00310
OG0001093	Prbj.g_02187	Prav.g_00315
OG0001094	Prbj.g_02406	Prav.g_00391
OG0001095	Prbj.g_02425	Prav.g_00410
OG0001096	Prbj.g_02441	Prav.g_00423
OG0001097	Prbj.g_02486	Prav.g_00441
OG0001098	Prbj.g_02323	Prav.g_00456
OG0001099	Prbj.g_01553	Prav.g_00487
OG0001100	Prbj.g_02333	Prav.g_00491
OG0001101	Prbj.g_02334	Prav.g_00493
OG0001102	Prbj.g_02337	Prav.g_00496
OG0001103	Prbj.g_02339	Prav.g_00498
OG0001104	Prbj.g_02396	Prav.g_00520
OG0001105	Prbj.g_02391	Prav.g_00524
OG0001106	Prbj.g_02280	Prav.g_00547
OG0001107	Prbj.g_02270	Prav.g_00554
OG0001108	Prbj.g_02263	Prav.g_00558
OG0001109	Prbj.g_02261	Prav.g_00559
OG0001110	Prbj.g_02259	Prav.g_00561
OG0001111	Prbj.g_02257	Prav.g_00562
OG0001112	Prbj.g_02255	Prav.g_00563
OG0001113	Prbj.g_02254	Prav.g_00564
OG0001114	Prbj.g_02253	Prav.g_00565
OG0001115	Prbj.g_02251	Prav.g_00567
OG0001116	Prbj.g_02250	Prav.g_00568
OG0001117	Prbj.g_02249	Prav.g_00569
OG0001118	Prbj.g_02248	Prav.g_00570
OG0001119	Prbj.g_02247	Prav.g_00571
OG0001120	Prbj.g_02245	Prav.g_00573
OG0001122	Prbj.g_02216	Prav.g_00905
OG0001123	Prbj.g_02209	Prav.g_00909
