Orthogroup	Praf	Prah
OG0000549	Praf.g_00753	Prah.g_01404
OG0000550	Praf.g_00754	Prah.g_01403
OG0000551	Praf.g_00755	Prah.g_01402
OG0000552	Praf.g_00756	Prah.g_01401
OG0000553	Praf.g_00757	Prah.g_01400
OG0000554	Praf.g_00758	Prah.g_01399
OG0000555	Praf.g_00761	Prah.g_01396
OG0000556	Praf.g_00763	Prah.g_01394
OG0000557	Praf.g_00764	Prah.g_01393
OG0000558	Praf.g_00765	Prah.g_01392
OG0000559	Praf.g_00766	Prah.g_01391
OG0000560	Praf.g_00767	Prah.g_01390
OG0000561	Praf.g_00768	Prah.g_01389
OG0000562	Praf.g_00769	Prah.g_01388
OG0000563	Praf.g_00771	Prah.g_01387
OG0000564	Praf.g_00773	Prah.g_01385
OG0000565	Praf.g_01659	Prah.g_00532
OG0000566	Praf.g_01661	Prah.g_00531
OG0000567	Praf.g_01662	Prah.g_00530
OG0000568	Praf.g_01663	Prah.g_00529
OG0000569	Praf.g_01666	Prah.g_00526
OG0000570	Praf.g_01667	Prah.g_00525
OG0000571	Praf.g_01669	Prah.g_00523
OG0000572	Praf.g_01674	Prah.g_00518
OG0000573	Praf.g_01675	Prah.g_00517
OG0000574	Praf.g_01676	Prah.g_00516
OG0000575	Praf.g_01680	Prah.g_00513
OG0000576	Praf.g_01684	Prah.g_00510
OG0000577	Praf.g_01685	Prah.g_00509
OG0000578	Praf.g_01687	Prah.g_00506
OG0000579	Praf.g_01688	Prah.g_00505
OG0000580	Praf.g_01689	Prah.g_00504
OG0000581	Praf.g_01690	Prah.g_00503
OG0000582	Praf.g_01692	Prah.g_00501
OG0000583	Praf.g_01693	Prah.g_00500
OG0000584	Praf.g_01695	Prah.g_00498
OG0000585	Praf.g_01696	Prah.g_00497
OG0000586	Praf.g_01698	Prah.g_00495
OG0000587	Praf.g_01699	Prah.g_00494
OG0000588	Praf.g_01700	Prah.g_00493
OG0000589	Praf.g_01708	Prah.g_00486
OG0000590	Praf.g_01709	Prah.g_00485
OG0000591	Praf.g_01710	Prah.g_00484
OG0000592	Praf.g_01711	Prah.g_00483
OG0000593	Praf.g_01713	Prah.g_00482
OG0000594	Praf.g_01716	Prah.g_00478
OG0000595	Praf.g_01717	Prah.g_00477
OG0000596	Praf.g_01718	Prah.g_00476
OG0000597	Praf.g_01727	Prah.g_00466
OG0000598	Praf.g_01728	Prah.g_00465
OG0000599	Praf.g_01729	Prah.g_00464
OG0000600	Praf.g_01730	Prah.g_00463
OG0000601	Praf.g_01731	Prah.g_00462
OG0000602	Praf.g_01733	Prah.g_00460
OG0000603	Praf.g_01736	Prah.g_00457
OG0000604	Praf.g_01737	Prah.g_00456
OG0000605	Praf.g_01738	Prah.g_00455
OG0000606	Praf.g_01739	Prah.g_00454
OG0000607	Praf.g_01741	Prah.g_00452
OG0000608	Praf.g_01742	Prah.g_00451
OG0000609	Praf.g_01744	Prah.g_00449
OG0000610	Praf.g_01745	Prah.g_00448
OG0000611	Praf.g_01749	Prah.g_00444
OG0000612	Praf.g_01751	Prah.g_00442
OG0000613	Praf.g_02344	Prah.g_02193
OG0000614	Praf.g_00371	Prah.g_01789
OG0000615	Praf.g_01127	Prah.g_01029
OG0000616	Praf.g_02570	Prah.g_02413
OG0000617	Praf.g_01572	Prah.g_00625
OG0000618	Praf.g_02180	Prah.g_02051
OG0000619	Praf.g_01210	Prah.g_00981
OG0000620	Praf.g_01230	Prah.g_00965
OG0000621	Praf.g_01225	Prah.g_00968
OG0000622	Praf.g_01221	Prah.g_00972
OG0000623	Praf.g_01220	Prah.g_00973
OG0000624	Praf.g_01207	Prah.g_00985
OG0000625	Praf.g_01206	Prah.g_00986
OG0000626	Praf.g_01205	Prah.g_00987
OG0000627	Praf.g_01121	Prah.g_01022
OG0000628	Praf.g_01122	Prah.g_01023
OG0000629	Praf.g_01124	Prah.g_01025
OG0000630	Praf.g_01126	Prah.g_01028
OG0000631	Praf.g_01489	Prah.g_00706
OG0000632	Praf.g_02767	Prah.g_02588
OG0000633	Praf.g_00817	Prah.g_01344
OG0000634	Praf.g_01303	Prah.g_00886
OG0000635	Praf.g_01305	Prah.g_00884
OG0000636	Praf.g_01307	Prah.g_00882
OG0000637	Praf.g_01308	Prah.g_00881
OG0000638	Praf.g_01309	Prah.g_00880
OG0000639	Praf.g_01310	Prah.g_00879
OG0000640	Praf.g_01311	Prah.g_00878
OG0000641	Praf.g_01313	Prah.g_00876
OG0000642	Praf.g_01314	Prah.g_00875
OG0000643	Praf.g_01315	Prah.g_00874
OG0000644	Praf.g_01317	Prah.g_00872
OG0000645	Praf.g_01318	Prah.g_00871
OG0000646	Praf.g_01319	Prah.g_00870
OG0000647	Praf.g_01320	Prah.g_00869
OG0000648	Praf.g_01441	Prah.g_00746
OG0000649	Praf.g_01440	Prah.g_00747
OG0000650	Praf.g_01437	Prah.g_00750
OG0000651	Praf.g_01436	Prah.g_00751
OG0000652	Praf.g_01433	Prah.g_00754
OG0000653	Praf.g_01580	Prah.g_00615
OG0000654	Praf.g_00710	Prah.g_01447
OG0000656	Praf.g_00617	Prah.g_01543
OG0000657	Praf.g_01400	Prah.g_00788
OG0000658	Praf.g_01401	Prah.g_00787
OG0000659	Praf.g_01402	Prah.g_00786
OG0000660	Praf.g_02063	Prah.g_01946
OG0000661	Praf.g_00360	Prah.g_01802
OG0000662	Praf.g_01432	Prah.g_00755
OG0000663	Praf.g_01429	Prah.g_00758
OG0000664	Praf.g_01428	Prah.g_00759
OG0000665	Praf.g_01427	Prah.g_00760
OG0000666	Praf.g_01524	Prah.g_00673
OG0000667	Praf.g_01525	Prah.g_00672
OG0000668	Praf.g_01526	Prah.g_00671
OG0000669	Praf.g_01527	Prah.g_00670
OG0000670	Praf.g_01529	Prah.g_00668
OG0000671	Praf.g_01530	Prah.g_00667
OG0000672	Praf.g_01531	Prah.g_00666
OG0000673	Praf.g_01532	Prah.g_00665
OG0000674	Praf.g_01533	Prah.g_00664
OG0000675	Praf.g_01534	Prah.g_00663
OG0000676	Praf.g_01536	Prah.g_00661
OG0000677	Praf.g_01538	Prah.g_00659
OG0000678	Praf.g_01539	Prah.g_00658
OG0000679	Praf.g_01540	Prah.g_00657
OG0000680	Praf.g_01541	Prah.g_00656
OG0000681	Praf.g_01542	Prah.g_00655
OG0000682	Praf.g_01543	Prah.g_00654
OG0000683	Praf.g_01545	Prah.g_00652
OG0000684	Praf.g_01547	Prah.g_00650
OG0000685	Praf.g_01548	Prah.g_00649
OG0000686	Praf.g_01549	Prah.g_00648
OG0000687	Praf.g_01550	Prah.g_00647
OG0000688	Praf.g_01551	Prah.g_00646
OG0000689	Praf.g_01552	Prah.g_00645
OG0000690	Praf.g_01553	Prah.g_00644
OG0000691	Praf.g_01557	Prah.g_00640
OG0000692	Praf.g_01558	Prah.g_00639
OG0000693	Praf.g_01559	Prah.g_00638
OG0000694	Praf.g_01560	Prah.g_00637
OG0000695	Praf.g_01561	Prah.g_00636
OG0000696	Praf.g_01562	Prah.g_00635
OG0000697	Praf.g_01585	Prah.g_00609
OG0000698	Praf.g_01586	Prah.g_00608
OG0000699	Praf.g_01591	Prah.g_00604
OG0000700	Praf.g_01592	Prah.g_00603
OG0000701	Praf.g_01594	Prah.g_00601
OG0000702	Praf.g_01595	Prah.g_00600
OG0000703	Praf.g_01596	Prah.g_00599
OG0000704	Praf.g_01597	Prah.g_00598
OG0000705	Praf.g_01599	Prah.g_00596
OG0000706	Praf.g_01600	Prah.g_00595
OG0000707	Praf.g_01601	Prah.g_00594
OG0000708	Praf.g_01602	Prah.g_00593
OG0000709	Praf.g_01603	Prah.g_00592
OG0000710	Praf.g_01604	Prah.g_00591
OG0000711	Praf.g_01606	Prah.g_00589
OG0000712	Praf.g_01607	Prah.g_00588
OG0000713	Praf.g_01608	Prah.g_00587
OG0000714	Praf.g_01619	Prah.g_00575
OG0000715	Praf.g_01620	Prah.g_00574
OG0000716	Praf.g_01622	Prah.g_00572
OG0000717	Praf.g_01625	Prah.g_00568
OG0000718	Praf.g_01627	Prah.g_00566
OG0000719	Praf.g_01629	Prah.g_00564
OG0000720	Praf.g_01444	Prah.g_00743
OG0000721	Praf.g_01323	Prah.g_00866
OG0000722	Praf.g_01339	Prah.g_00850
OG0000723	Praf.g_00222	Prah.g_00192
OG0000724	Praf.g_01638	Prah.g_00558
OG0000725	Praf.g_01454	Prah.g_00740
OG0000726	Praf.g_00961	Prah.g_01212
OG0000727	Praf.g_01455	Prah.g_00739
OG0000728	Praf.g_01456	Prah.g_00738
OG0000729	Praf.g_01458	Prah.g_00736
OG0000730	Praf.g_01459	Prah.g_00735
OG0000731	Praf.g_01461	Prah.g_00733
OG0000732	Praf.g_01462	Prah.g_00732
OG0000733	Praf.g_01463	Prah.g_00731
OG0000734	Praf.g_01464	Prah.g_00730
OG0000735	Praf.g_01465	Prah.g_00729
OG0000736	Praf.g_01467	Prah.g_00726
OG0000737	Praf.g_01469	Prah.g_00724
OG0000738	Praf.g_01475	Prah.g_00721
OG0000739	Praf.g_01478	Prah.g_00718
OG0000740	Praf.g_01480	Prah.g_00715
OG0000741	Praf.g_01494	Prah.g_00702
OG0000742	Praf.g_01495	Prah.g_00701
OG0000743	Praf.g_01498	Prah.g_00698
OG0000744	Praf.g_01499	Prah.g_00697
OG0000745	Praf.g_01512	Prah.g_00683
OG0000746	Praf.g_01511	Prah.g_00684
OG0000747	Praf.g_01510	Prah.g_00685
OG0000748	Praf.g_01509	Prah.g_00686
OG0000749	Praf.g_01508	Prah.g_00687
OG0000750	Praf.g_01506	Prah.g_00689
OG0000751	Praf.g_01515	Prah.g_00681
OG0000752	Praf.g_01516	Prah.g_00680
OG0000753	Praf.g_01517	Prah.g_00679
OG0000754	Praf.g_01519	Prah.g_00678
OG0000755	Praf.g_01520	Prah.g_00677
OG0000756	Praf.g_01522	Prah.g_00675
OG0000757	Praf.g_01523	Prah.g_00674
OG0000758	Praf.g_01426	Prah.g_00761
OG0000759	Praf.g_01425	Prah.g_00762
OG0000760	Praf.g_01424	Prah.g_00763
OG0000761	Praf.g_01422	Prah.g_00765
OG0000762	Praf.g_01420	Prah.g_00767
OG0000763	Praf.g_01419	Prah.g_00768
OG0000764	Praf.g_01417	Prah.g_00770
OG0000765	Praf.g_01416	Prah.g_00771
OG0000766	Praf.g_01415	Prah.g_00772
OG0000767	Praf.g_01006	Prah.g_01178
OG0000768	Praf.g_01408	Prah.g_00780
OG0000769	Praf.g_01407	Prah.g_00781
OG0000770	Praf.g_01405	Prah.g_00783
OG0000771	Praf.g_01404	Prah.g_00784
OG0000772	Praf.g_02684	Prah.g_02517
OG0000773	Praf.g_01399	Prah.g_00789
OG0000774	Praf.g_01398	Prah.g_00790
OG0000775	Praf.g_01397	Prah.g_00791
OG0000776	Praf.g_01395	Prah.g_00793
OG0000777	Praf.g_01394	Prah.g_00794
OG0000778	Praf.g_01393	Prah.g_00795
OG0000779	Praf.g_01388	Prah.g_00800
OG0000780	Praf.g_01387	Prah.g_00801
OG0000781	Praf.g_01385	Prah.g_00803
OG0000782	Praf.g_01382	Prah.g_00806
OG0000783	Praf.g_01380	Prah.g_00808
OG0000784	Praf.g_01378	Prah.g_00810
OG0000785	Praf.g_01377	Prah.g_00811
OG0000786	Praf.g_01376	Prah.g_00812
OG0000787	Praf.g_01374	Prah.g_00814
OG0000788	Praf.g_01372	Prah.g_00815
OG0000789	Praf.g_01371	Prah.g_00816
OG0000790	Praf.g_01370	Prah.g_00817
OG0000791	Praf.g_01369	Prah.g_00818
OG0000792	Praf.g_01073	Prah.g_01131
OG0000793	Praf.g_01366	Prah.g_00821
OG0000794	Praf.g_01364	Prah.g_00824
OG0000795	Praf.g_01362	Prah.g_00826
OG0000796	Praf.g_01360	Prah.g_00828
OG0000797	Praf.g_01359	Prah.g_00829
OG0000798	Praf.g_01358	Prah.g_00830
OG0000799	Praf.g_01355	Prah.g_00833
OG0000800	Praf.g_01354	Prah.g_00834
OG0000801	Praf.g_01353	Prah.g_00835
OG0000802	Praf.g_01349	Prah.g_00839
OG0000803	Praf.g_01348	Prah.g_00840
OG0000804	Praf.g_01343	Prah.g_00846
OG0000805	Praf.g_01341	Prah.g_00848
OG0000806	Praf.g_01340	Prah.g_00849
OG0000807	Praf.g_01338	Prah.g_00851
OG0000808	Praf.g_01337	Prah.g_00852
OG0000809	Praf.g_01331	Prah.g_00858
OG0000810	Praf.g_01329	Prah.g_00860
OG0000811	Praf.g_01328	Prah.g_00861
OG0000812	Praf.g_02685	Prah.g_02518
OG0000813	Praf.g_01327	Prah.g_00862
OG0000814	Praf.g_01326	Prah.g_00863
OG0000815	Praf.g_01325	Prah.g_00864
OG0000816	Praf.g_01322	Prah.g_00867
OG0000817	Praf.g_01287	Prah.g_00903
OG0000818	Praf.g_01286	Prah.g_00904
OG0000819	Praf.g_01283	Prah.g_00907
OG0000820	Praf.g_01281	Prah.g_00908
OG0000821	Praf.g_01280	Prah.g_00909
OG0000822	Praf.g_01279	Prah.g_00910
OG0000823	Praf.g_01276	Prah.g_00913
OG0000824	Praf.g_01275	Prah.g_00914
OG0000825	Praf.g_01270	Prah.g_00919
OG0000826	Praf.g_01269	Prah.g_00920
OG0000827	Praf.g_01268	Prah.g_00921
OG0000828	Praf.g_01267	Prah.g_00922
OG0000829	Praf.g_01296	Prah.g_00893
OG0000830	Praf.g_01652	Prah.g_00539
OG0000831	Praf.g_00558	Prah.g_01601
OG0000832	Praf.g_01008	Prah.g_01176
OG0000833	Praf.g_00162	Prah.g_00133
OG0000834	Praf.g_02056	Prah.g_01942
OG0000835	Praf.g_02047	Prah.g_01932
OG0000836	Praf.g_01825	Prah.g_00383
OG0000837	Praf.g_01671	Prah.g_00521
OG0000838	Praf.g_02698	Prah.g_02532
OG0000839	Praf.g_02691	Prah.g_02525
OG0000840	Praf.g_00359	Prah.g_01803
OG0000841	Praf.g_01832	Prah.g_00378
OG0000842	Praf.g_00233	Prah.g_01905
OG0000843	Praf.g_00822	Prah.g_01340
OG0000844	Praf.g_00823	Prah.g_01339
OG0000845	Praf.g_00824	Prah.g_01338
OG0000846	Praf.g_00825	Prah.g_01337
OG0000847	Praf.g_00826	Prah.g_01336
OG0000848	Praf.g_00827	Prah.g_01335
OG0000849	Praf.g_00830	Prah.g_01331
OG0000850	Praf.g_00832	Prah.g_01329
OG0000851	Praf.g_00836	Prah.g_01325
OG0000852	Praf.g_00853	Prah.g_01323
OG0000853	Praf.g_00855	Prah.g_01321
OG0000854	Praf.g_00856	Prah.g_01320
OG0000855	Praf.g_00858	Prah.g_01318
OG0000856	Praf.g_00859	Prah.g_01317
OG0000857	Praf.g_00860	Prah.g_01316
OG0000858	Praf.g_00870	Prah.g_01307
OG0000859	Praf.g_00872	Prah.g_01305
OG0000860	Praf.g_00873	Prah.g_01304
OG0000861	Praf.g_00874	Prah.g_01303
OG0000862	Praf.g_00875	Prah.g_01302
OG0000863	Praf.g_00879	Prah.g_01298
OG0000864	Praf.g_00880	Prah.g_01297
OG0000865	Praf.g_00881	Prah.g_01296
OG0000866	Praf.g_00882	Prah.g_01295
OG0000867	Praf.g_00885	Prah.g_01292
OG0000868	Praf.g_00886	Prah.g_01291
OG0000869	Praf.g_00914	Prah.g_01262
OG0000870	Praf.g_00917	Prah.g_01259
OG0000871	Praf.g_00918	Prah.g_01258
OG0000872	Praf.g_00921	Prah.g_01255
OG0000873	Praf.g_00922	Prah.g_01254
OG0000874	Praf.g_00923	Prah.g_01253
OG0000875	Praf.g_00925	Prah.g_01251
OG0000876	Praf.g_00927	Prah.g_01249
OG0000877	Praf.g_00928	Prah.g_01248
OG0000878	Praf.g_00929	Prah.g_01247
OG0000879	Praf.g_00930	Prah.g_01246
OG0000880	Praf.g_00931	Prah.g_01245
OG0000881	Praf.g_00932	Prah.g_01244
OG0000882	Praf.g_00933	Prah.g_01243
OG0000883	Praf.g_00913	Prah.g_01263
OG0000884	Praf.g_00912	Prah.g_01264
OG0000885	Praf.g_00911	Prah.g_01265
OG0000886	Praf.g_00910	Prah.g_01266
OG0000887	Praf.g_00908	Prah.g_01268
OG0000888	Praf.g_00905	Prah.g_01272
OG0000889	Praf.g_00904	Prah.g_01273
OG0000890	Praf.g_00902	Prah.g_01275
OG0000891	Praf.g_00901	Prah.g_01276
OG0000892	Praf.g_00899	Prah.g_01278
OG0000893	Praf.g_00898	Prah.g_01279
OG0000894	Praf.g_00895	Prah.g_01282
OG0000895	Praf.g_00894	Prah.g_01283
OG0000896	Praf.g_00892	Prah.g_01285
OG0000897	Praf.g_00891	Prah.g_01286
OG0000898	Praf.g_00888	Prah.g_01289
OG0000899	Praf.g_00887	Prah.g_01290
OG0000900	Praf.g_00937	Prah.g_01239
OG0000901	Praf.g_00548	Prah.g_01610
OG0000902	Praf.g_00810	Prah.g_01349
OG0000903	Praf.g_00809	Prah.g_01350
OG0000904	Praf.g_00808	Prah.g_01351
OG0000905	Praf.g_00806	Prah.g_01353
OG0000906	Praf.g_00804	Prah.g_01355
OG0000907	Praf.g_00802	Prah.g_01357
OG0000908	Praf.g_00801	Prah.g_01358
OG0000909	Praf.g_00800	Prah.g_01359
OG0000910	Praf.g_00799	Prah.g_01360
OG0000911	Praf.g_00798	Prah.g_01361
OG0000912	Praf.g_00794	Prah.g_01365
OG0000913	Praf.g_00791	Prah.g_01368
OG0000914	Praf.g_00790	Prah.g_01369
OG0000915	Praf.g_00787	Prah.g_01372
OG0000916	Praf.g_00786	Prah.g_01373
OG0000917	Praf.g_00785	Prah.g_01374
OG0000918	Praf.g_00784	Prah.g_01375
OG0000919	Praf.g_00783	Prah.g_01376
OG0000920	Praf.g_00782	Prah.g_01377
OG0000921	Praf.g_00777	Prah.g_01380
OG0000922	Praf.g_00776	Prah.g_01381
OG0000923	Praf.g_01886	Prah.g_00327
OG0000924	Praf.g_01893	Prah.g_00326
OG0000925	Praf.g_01897	Prah.g_00323
OG0000926	Praf.g_01996	Prah.g_00224
OG0000927	Praf.g_01623	Prah.g_00571
OG0000928	Praf.g_01001	Prah.g_01183
OG0000929	Praf.g_01271	Prah.g_00918
OG0000930	Praf.g_01294	Prah.g_00895
OG0000931	Praf.g_01635	Prah.g_00560
OG0000932	Praf.g_00494	Prah.g_01663
OG0000933	Praf.g_00582	Prah.g_01577
OG0000934	Praf.g_00581	Prah.g_01578
OG0000935	Praf.g_00580	Prah.g_01579
OG0000936	Praf.g_00579	Prah.g_01580
OG0000937	Praf.g_00578	Prah.g_01581
OG0000938	Praf.g_00577	Prah.g_01582
OG0000939	Praf.g_00576	Prah.g_01583
OG0000940	Praf.g_00575	Prah.g_01584
OG0000941	Praf.g_00573	Prah.g_01586
OG0000942	Praf.g_00572	Prah.g_01587
OG0000943	Praf.g_00571	Prah.g_01588
OG0000944	Praf.g_00570	Prah.g_01589
OG0000945	Praf.g_00569	Prah.g_01590
OG0000946	Praf.g_00568	Prah.g_01591
OG0000947	Praf.g_00567	Prah.g_01592
OG0000948	Praf.g_00566	Prah.g_01593
OG0000949	Praf.g_00565	Prah.g_01594
OG0000950	Praf.g_02394	Prah.g_02242
OG0000951	Praf.g_01765	Prah.g_00435
OG0000952	Praf.g_01766	Prah.g_00434
OG0000953	Praf.g_01767	Prah.g_00433
OG0000954	Praf.g_01772	Prah.g_00428
OG0000955	Praf.g_01773	Prah.g_00427
OG0000956	Praf.g_01779	Prah.g_00423
OG0000957	Praf.g_01781	Prah.g_00421
OG0000958	Praf.g_01782	Prah.g_00420
OG0000959	Praf.g_01783	Prah.g_00419
OG0000960	Praf.g_01784	Prah.g_00418
OG0000961	Praf.g_01785	Prah.g_00417
OG0000962	Praf.g_01787	Prah.g_00415
OG0000963	Praf.g_01788	Prah.g_00414
OG0000964	Praf.g_01790	Prah.g_00412
OG0000965	Praf.g_01792	Prah.g_00410
OG0000966	Praf.g_01793	Prah.g_00409
OG0000967	Praf.g_01796	Prah.g_00406
OG0000968	Praf.g_01801	Prah.g_00403
OG0000969	Praf.g_01802	Prah.g_00402
OG0000970	Praf.g_01803	Prah.g_00401
OG0000971	Praf.g_01804	Prah.g_00400
OG0000972	Praf.g_01805	Prah.g_00399
OG0000973	Praf.g_01807	Prah.g_00397
OG0000974	Praf.g_01808	Prah.g_00396
OG0000975	Praf.g_01809	Prah.g_00395
OG0000976	Praf.g_01810	Prah.g_00394
OG0000977	Praf.g_01817	Prah.g_00391
OG0000978	Praf.g_01818	Prah.g_00390
OG0000979	Praf.g_01819	Prah.g_00389
OG0000980	Praf.g_01820	Prah.g_00388
OG0000981	Praf.g_01822	Prah.g_00386
OG0000982	Praf.g_01823	Prah.g_00385
OG0000983	Praf.g_01824	Prah.g_00384
OG0000984	Praf.g_01831	Prah.g_00379
OG0000985	Praf.g_01833	Prah.g_00376
OG0000986	Praf.g_01834	Prah.g_00374
OG0000987	Praf.g_01837	Prah.g_00371
OG0000988	Praf.g_01838	Prah.g_00370
OG0000989	Praf.g_01839	Prah.g_00369
OG0000990	Praf.g_01840	Prah.g_00368
OG0000991	Praf.g_01841	Prah.g_00367
OG0000992	Praf.g_01842	Prah.g_00366
OG0000993	Praf.g_01843	Prah.g_00365
OG0000994	Praf.g_01844	Prah.g_00364
OG0000995	Praf.g_01845	Prah.g_00363
OG0000996	Praf.g_01846	Prah.g_00362
OG0000997	Praf.g_01849	Prah.g_00360
OG0000998	Praf.g_00956	Prah.g_01217
OG0000999	Praf.g_00554	Prah.g_01605
OG0001000	Praf.g_00542	Prah.g_01615
OG0001001	Praf.g_00540	Prah.g_01617
OG0001002	Praf.g_00538	Prah.g_01619
OG0001003	Praf.g_00537	Prah.g_01620
OG0001004	Praf.g_01653	Prah.g_00538
OG0001005	Praf.g_00536	Prah.g_01621
OG0001006	Praf.g_00534	Prah.g_01623
OG0001007	Praf.g_00533	Prah.g_01624
OG0001008	Praf.g_00532	Prah.g_01625
OG0001009	Praf.g_00530	Prah.g_01627
OG0001010	Praf.g_00529	Prah.g_01628
OG0001011	Praf.g_00526	Prah.g_01631
OG0001012	Praf.g_00525	Prah.g_01632
OG0001013	Praf.g_00524	Prah.g_01633
OG0001014	Praf.g_00523	Prah.g_01634
OG0001015	Praf.g_00522	Prah.g_01635
OG0001016	Praf.g_00521	Prah.g_01636
OG0001017	Praf.g_00520	Prah.g_01637
OG0001018	Praf.g_00518	Prah.g_01639
OG0001019	Praf.g_00517	Prah.g_01640
OG0001020	Praf.g_00516	Prah.g_01641
OG0001021	Praf.g_00515	Prah.g_01642
OG0001022	Praf.g_00513	Prah.g_01643
OG0001023	Praf.g_00512	Prah.g_01644
OG0001024	Praf.g_00511	Prah.g_01645
OG0001025	Praf.g_00508	Prah.g_01648
OG0001026	Praf.g_00507	Prah.g_01649
OG0001027	Praf.g_00370	Prah.g_01791
OG0001028	Praf.g_00504	Prah.g_01651
OG0001029	Praf.g_00503	Prah.g_01652
OG0001030	Praf.g_00500	Prah.g_01655
OG0001031	Praf.g_00499	Prah.g_01656
OG0001032	Praf.g_01650	Prah.g_00541
OG0001033	Praf.g_01677	Prah.g_00515
OG0001034	Praf.g_01546	Prah.g_00651
OG0001035	Praf.g_00490	Prah.g_01667
OG0001036	Praf.g_00489	Prah.g_01668
OG0001037	Praf.g_00479	Prah.g_01677
OG0001038	Praf.g_00478	Prah.g_01678
OG0001039	Praf.g_00477	Prah.g_01679
OG0001040	Praf.g_00475	Prah.g_01681
OG0001041	Praf.g_00472	Prah.g_01685
OG0001042	Praf.g_00471	Prah.g_01687
OG0001043	Praf.g_00470	Prah.g_01688
OG0001044	Praf.g_00469	Prah.g_01689
OG0001045	Praf.g_00468	Prah.g_01690
OG0001046	Praf.g_00466	Prah.g_01692
OG0001047	Praf.g_00465	Prah.g_01693
OG0001048	Praf.g_00464	Prah.g_01694
OG0001049	Praf.g_00463	Prah.g_01695
OG0001050	Praf.g_00462	Prah.g_01696
OG0001051	Praf.g_00461	Prah.g_01697
OG0001052	Praf.g_00460	Prah.g_01698
OG0001053	Praf.g_00459	Prah.g_01699
OG0001054	Praf.g_00458	Prah.g_01700
OG0001055	Praf.g_00457	Prah.g_01701
OG0001056	Praf.g_00455	Prah.g_01703
OG0001057	Praf.g_00453	Prah.g_01705
OG0001058	Praf.g_00452	Prah.g_01707
OG0001059	Praf.g_00450	Prah.g_01709
OG0001060	Praf.g_00449	Prah.g_01710
OG0001061	Praf.g_00448	Prah.g_01711
OG0001062	Praf.g_00447	Prah.g_01713
OG0001063	Praf.g_00446	Prah.g_01714
OG0001064	Praf.g_00444	Prah.g_01716
OG0001065	Praf.g_00443	Prah.g_01717
OG0001066	Praf.g_00442	Prah.g_01718
OG0001067	Praf.g_00441	Prah.g_01719
OG0001068	Praf.g_00440	Prah.g_01720
OG0001069	Praf.g_00435	Prah.g_01727
OG0001070	Praf.g_00433	Prah.g_01729
OG0001071	Praf.g_00432	Prah.g_01730
OG0001072	Praf.g_00431	Prah.g_01731
OG0001073	Praf.g_00430	Prah.g_01732
OG0001074	Praf.g_00429	Prah.g_01733
OG0001075	Praf.g_00427	Prah.g_01736
OG0001076	Praf.g_00425	Prah.g_01738
OG0001077	Praf.g_00424	Prah.g_01739
OG0001078	Praf.g_00423	Prah.g_01740
OG0001079	Praf.g_00422	Prah.g_01741
OG0001080	Praf.g_00421	Prah.g_01742
OG0001081	Praf.g_00420	Prah.g_01743
OG0001082	Praf.g_00419	Prah.g_01744
OG0001083	Praf.g_00418	Prah.g_01745
OG0001084	Praf.g_00405	Prah.g_01759
OG0001085	Praf.g_00404	Prah.g_01760
OG0001086	Praf.g_02202	Prah.g_02073
OG0001087	Praf.g_02200	Prah.g_02071
OG0001088	Praf.g_02199	Prah.g_02070
OG0001089	Praf.g_02196	Prah.g_02067
OG0001090	Praf.g_02195	Prah.g_02066
OG0001091	Praf.g_02194	Prah.g_02065
OG0001092	Praf.g_02193	Prah.g_02064
OG0001093	Praf.g_02192	Prah.g_02063
OG0001094	Praf.g_02191	Prah.g_02062
OG0001095	Praf.g_02190	Prah.g_02061
OG0001096	Praf.g_02189	Prah.g_02060
OG0001097	Praf.g_02188	Prah.g_02059
OG0001098	Praf.g_02187	Prah.g_02058
OG0001099	Praf.g_02185	Prah.g_02056
OG0001100	Praf.g_02184	Prah.g_02055
OG0001101	Praf.g_02183	Prah.g_02054
OG0001102	Praf.g_02170	Prah.g_02041
OG0001103	Praf.g_02171	Prah.g_02042
OG0001104	Praf.g_02175	Prah.g_02046
OG0001105	Praf.g_02173	Prah.g_02044
OG0001106	Praf.g_02176	Prah.g_02047
OG0001107	Praf.g_02177	Prah.g_02048
OG0001108	Praf.g_02179	Prah.g_02050
OG0001109	Praf.g_02163	Prah.g_02039
OG0001110	Praf.g_02161	Prah.g_02037
OG0001111	Praf.g_02160	Prah.g_02036
OG0001112	Praf.g_02159	Prah.g_02035
OG0001113	Praf.g_02158	Prah.g_02034
OG0001114	Praf.g_02157	Prah.g_02033
OG0001115	Praf.g_02156	Prah.g_02032
OG0001116	Praf.g_02155	Prah.g_02031
OG0001117	Praf.g_02154	Prah.g_02030
OG0001118	Praf.g_02153	Prah.g_02029
OG0001119	Praf.g_02152	Prah.g_02028
OG0001120	Praf.g_02151	Prah.g_02027
OG0001121	Praf.g_02150	Prah.g_02026
OG0001122	Praf.g_02149	Prah.g_02025
OG0001123	Praf.g_02148	Prah.g_02024
OG0001124	Praf.g_02147	Prah.g_02023
OG0001125	Praf.g_02146	Prah.g_02022
OG0001126	Praf.g_02145	Prah.g_02021
OG0001127	Praf.g_02144	Prah.g_02020
OG0001128	Praf.g_02143	Prah.g_02019
OG0001129	Praf.g_02142	Prah.g_02018
OG0001130	Praf.g_02141	Prah.g_02017
OG0001131	Praf.g_02140	Prah.g_02016
