Orthogroup	Praf	Pran
OG0000589	Praf.g_01708	Pran.g_01535
OG0000590	Praf.g_01709	Pran.g_01534
OG0000591	Praf.g_01710	Pran.g_01533
OG0000592	Praf.g_01711	Pran.g_01532
OG0000593	Praf.g_01713	Pran.g_01531
OG0000594	Praf.g_01716	Pran.g_01530
OG0000595	Praf.g_01717	Pran.g_01529
OG0000596	Praf.g_01718	Pran.g_01528
OG0000597	Praf.g_01727	Pran.g_01524
OG0000598	Praf.g_01728	Pran.g_01523
OG0000599	Praf.g_01729	Pran.g_01522
OG0000600	Praf.g_01730	Pran.g_01521
OG0000601	Praf.g_01731	Pran.g_01520
OG0000602	Praf.g_01733	Pran.g_01519
OG0000603	Praf.g_01736	Pran.g_01518
OG0000604	Praf.g_01737	Pran.g_01517
OG0000605	Praf.g_01738	Pran.g_01516
OG0000606	Praf.g_01739	Pran.g_01515
OG0000607	Praf.g_01741	Pran.g_01514
OG0000608	Praf.g_01742	Pran.g_01513
OG0000609	Praf.g_01744	Pran.g_01511
OG0000610	Praf.g_01745	Pran.g_01510
OG0000611	Praf.g_01749	Pran.g_01508
OG0000612	Praf.g_01751	Pran.g_01507
OG0000613	Praf.g_02344	Pran.g_01505
OG0000614	Praf.g_00371	Pran.g_01499
OG0000615	Praf.g_01127	Pran.g_01498
OG0000616	Praf.g_02570	Pran.g_01497
OG0000617	Praf.g_01572	Pran.g_01495
OG0000618	Praf.g_02180	Pran.g_01494
OG0000619	Praf.g_01210	Pran.g_01493
OG0000620	Praf.g_01230	Pran.g_01491
OG0000621	Praf.g_01225	Pran.g_01490
OG0000622	Praf.g_01221	Pran.g_01489
OG0000623	Praf.g_01220	Pran.g_01488
OG0000624	Praf.g_01207	Pran.g_01486
OG0000625	Praf.g_01206	Pran.g_01485
OG0000626	Praf.g_01205	Pran.g_01484
OG0000627	Praf.g_01121	Pran.g_01483
OG0000628	Praf.g_01122	Pran.g_01482
OG0000629	Praf.g_01124	Pran.g_01481
OG0000630	Praf.g_01126	Pran.g_01479
OG0000631	Praf.g_01489	Pran.g_01478
OG0000632	Praf.g_02767	Pran.g_01472
OG0000633	Praf.g_00817	Pran.g_01471
OG0000634	Praf.g_01303	Pran.g_01459
OG0000635	Praf.g_01305	Pran.g_01457
OG0000636	Praf.g_01307	Pran.g_01456
OG0000637	Praf.g_01308	Pran.g_01454
OG0000638	Praf.g_01309	Pran.g_01453
OG0000639	Praf.g_01310	Pran.g_01452
OG0000640	Praf.g_01311	Pran.g_01451
OG0000641	Praf.g_01313	Pran.g_01450
OG0000642	Praf.g_01314	Pran.g_01449
OG0000643	Praf.g_01315	Pran.g_01448
OG0000644	Praf.g_01317	Pran.g_01446
OG0000645	Praf.g_01318	Pran.g_01445
OG0000646	Praf.g_01319	Pran.g_01444
OG0000647	Praf.g_01320	Pran.g_01443
OG0000648	Praf.g_01441	Pran.g_01442
OG0000649	Praf.g_01440	Pran.g_01441
OG0000650	Praf.g_01437	Pran.g_01440
OG0000651	Praf.g_01436	Pran.g_01439
OG0000652	Praf.g_01433	Pran.g_01437
OG0000653	Praf.g_01580	Pran.g_01418
OG0000654	Praf.g_00710	Pran.g_01415
OG0000656	Praf.g_00617	Pran.g_01400
OG0000657	Praf.g_01400	Pran.g_01378
OG0000658	Praf.g_01401	Pran.g_01377
OG0000659	Praf.g_01402	Pran.g_01376
OG0000660	Praf.g_02063	Pran.g_01365
OG0000661	Praf.g_00360	Pran.g_01356
OG0000662	Praf.g_01432	Pran.g_01354
OG0000663	Praf.g_01429	Pran.g_01352
OG0000664	Praf.g_01428	Pran.g_01351
OG0000665	Praf.g_01427	Pran.g_01350
OG0000666	Praf.g_01524	Pran.g_01349
OG0000667	Praf.g_01525	Pran.g_01348
OG0000668	Praf.g_01526	Pran.g_01347
OG0000669	Praf.g_01527	Pran.g_01346
OG0000670	Praf.g_01529	Pran.g_01344
OG0000671	Praf.g_01530	Pran.g_01343
OG0000672	Praf.g_01531	Pran.g_01342
OG0000673	Praf.g_01532	Pran.g_01341
OG0000674	Praf.g_01533	Pran.g_01340
OG0000675	Praf.g_01534	Pran.g_01339
OG0000676	Praf.g_01536	Pran.g_01337
OG0000677	Praf.g_01538	Pran.g_01335
OG0000678	Praf.g_01539	Pran.g_01334
OG0000679	Praf.g_01540	Pran.g_01333
OG0000680	Praf.g_01541	Pran.g_01332
OG0000681	Praf.g_01542	Pran.g_01331
OG0000682	Praf.g_01543	Pran.g_01330
OG0000683	Praf.g_01545	Pran.g_01329
OG0000684	Praf.g_01547	Pran.g_01328
OG0000685	Praf.g_01548	Pran.g_01327
OG0000686	Praf.g_01549	Pran.g_01326
OG0000687	Praf.g_01550	Pran.g_01325
OG0000688	Praf.g_01551	Pran.g_01324
OG0000689	Praf.g_01552	Pran.g_01323
OG0000690	Praf.g_01553	Pran.g_01322
OG0000691	Praf.g_01557	Pran.g_01320
OG0000692	Praf.g_01558	Pran.g_01319
OG0000693	Praf.g_01559	Pran.g_01318
OG0000694	Praf.g_01560	Pran.g_01317
OG0000695	Praf.g_01561	Pran.g_01316
OG0000696	Praf.g_01562	Pran.g_01315
OG0000697	Praf.g_01585	Pran.g_01313
OG0000698	Praf.g_01586	Pran.g_01312
OG0000699	Praf.g_01591	Pran.g_01309
OG0000700	Praf.g_01592	Pran.g_01308
OG0000701	Praf.g_01594	Pran.g_01307
OG0000702	Praf.g_01595	Pran.g_01306
OG0000703	Praf.g_01596	Pran.g_01305
OG0000704	Praf.g_01597	Pran.g_01304
OG0000705	Praf.g_01599	Pran.g_01302
OG0000706	Praf.g_01600	Pran.g_01301
OG0000707	Praf.g_01601	Pran.g_01300
OG0000708	Praf.g_01602	Pran.g_01299
OG0000709	Praf.g_01603	Pran.g_01298
OG0000710	Praf.g_01604	Pran.g_01297
OG0000711	Praf.g_01606	Pran.g_01296
OG0000712	Praf.g_01607	Pran.g_01295
OG0000713	Praf.g_01608	Pran.g_01294
OG0000714	Praf.g_01619	Pran.g_01292
OG0000715	Praf.g_01620	Pran.g_01291
OG0000716	Praf.g_01622	Pran.g_01290
OG0000717	Praf.g_01625	Pran.g_01289
OG0000718	Praf.g_01627	Pran.g_01287
OG0000719	Praf.g_01629	Pran.g_01285
OG0000720	Praf.g_01444	Pran.g_01283
OG0000721	Praf.g_01323	Pran.g_01282
OG0000722	Praf.g_01339	Pran.g_00413
OG0000723	Praf.g_00222	Pran.g_00418
OG0000724	Praf.g_01638	Pran.g_00421
OG0000725	Praf.g_01454	Pran.g_00422
OG0000726	Praf.g_00961	Pran.g_00423
OG0000727	Praf.g_01455	Pran.g_00424
OG0000728	Praf.g_01456	Pran.g_00425
OG0000729	Praf.g_01458	Pran.g_00426
OG0000730	Praf.g_01459	Pran.g_00427
OG0000731	Praf.g_01461	Pran.g_00429
OG0000732	Praf.g_01462	Pran.g_00430
OG0000733	Praf.g_01463	Pran.g_00431
OG0000734	Praf.g_01464	Pran.g_00432
OG0000735	Praf.g_01465	Pran.g_00433
OG0000736	Praf.g_01467	Pran.g_00435
OG0000737	Praf.g_01469	Pran.g_00436
OG0000738	Praf.g_01475	Pran.g_00438
OG0000739	Praf.g_01478	Pran.g_00439
OG0000740	Praf.g_01480	Pran.g_00440
OG0000741	Praf.g_01494	Pran.g_00442
OG0000742	Praf.g_01495	Pran.g_00443
OG0000743	Praf.g_01498	Pran.g_00446
OG0000744	Praf.g_01499	Pran.g_00447
OG0000745	Praf.g_01512	Pran.g_00449
OG0000746	Praf.g_01511	Pran.g_00450
OG0000747	Praf.g_01510	Pran.g_00451
OG0000748	Praf.g_01509	Pran.g_00452
OG0000749	Praf.g_01508	Pran.g_00453
OG0000750	Praf.g_01506	Pran.g_00454
OG0000751	Praf.g_01515	Pran.g_00456
OG0000752	Praf.g_01516	Pran.g_00457
OG0000753	Praf.g_01517	Pran.g_00458
OG0000754	Praf.g_01519	Pran.g_00459
OG0000755	Praf.g_01520	Pran.g_00461
OG0000756	Praf.g_01522	Pran.g_00462
OG0000757	Praf.g_01523	Pran.g_00463
OG0000758	Praf.g_01426	Pran.g_00464
OG0000759	Praf.g_01425	Pran.g_00465
OG0000760	Praf.g_01424	Pran.g_00466
OG0000761	Praf.g_01422	Pran.g_00467
OG0000762	Praf.g_01420	Pran.g_00469
OG0000763	Praf.g_01419	Pran.g_00470
OG0000764	Praf.g_01417	Pran.g_00471
OG0000765	Praf.g_01416	Pran.g_00472
OG0000766	Praf.g_01415	Pran.g_00473
OG0000767	Praf.g_01006	Pran.g_00474
OG0000768	Praf.g_01408	Pran.g_00475
OG0000769	Praf.g_01407	Pran.g_00476
OG0000770	Praf.g_01405	Pran.g_00477
OG0000771	Praf.g_01404	Pran.g_00478
OG0000772	Praf.g_02684	Pran.g_00479
OG0000773	Praf.g_01399	Pran.g_00481
OG0000774	Praf.g_01398	Pran.g_00482
OG0000775	Praf.g_01397	Pran.g_00483
OG0000776	Praf.g_01395	Pran.g_00484
OG0000777	Praf.g_01394	Pran.g_00485
OG0000778	Praf.g_01393	Pran.g_00486
OG0000779	Praf.g_01388	Pran.g_00488
OG0000780	Praf.g_01387	Pran.g_00489
OG0000781	Praf.g_01385	Pran.g_00490
OG0000782	Praf.g_01382	Pran.g_00492
OG0000783	Praf.g_01380	Pran.g_00493
OG0000784	Praf.g_01378	Pran.g_00494
OG0000785	Praf.g_01377	Pran.g_00495
OG0000786	Praf.g_01376	Pran.g_00496
OG0000787	Praf.g_01374	Pran.g_00498
OG0000788	Praf.g_01372	Pran.g_00499
OG0000789	Praf.g_01371	Pran.g_00500
OG0000790	Praf.g_01370	Pran.g_00501
OG0000791	Praf.g_01369	Pran.g_00502
OG0000792	Praf.g_01073	Pran.g_00503
OG0000793	Praf.g_01366	Pran.g_00504
OG0000794	Praf.g_01364	Pran.g_00505
OG0000795	Praf.g_01362	Pran.g_00506
OG0000796	Praf.g_01360	Pran.g_00508
OG0000797	Praf.g_01359	Pran.g_00510
OG0000798	Praf.g_01358	Pran.g_00511
OG0000799	Praf.g_01355	Pran.g_00512
OG0000800	Praf.g_01354	Pran.g_00513
OG0000801	Praf.g_01353	Pran.g_00514
OG0000802	Praf.g_01349	Pran.g_00516
OG0000803	Praf.g_01348	Pran.g_00517
OG0000804	Praf.g_01343	Pran.g_00537
OG0000805	Praf.g_01341	Pran.g_00539
OG0000806	Praf.g_01340	Pran.g_00540
OG0000807	Praf.g_01338	Pran.g_00541
OG0000808	Praf.g_01337	Pran.g_00542
OG0000809	Praf.g_01331	Pran.g_00546
OG0000810	Praf.g_01329	Pran.g_00547
OG0000811	Praf.g_01328	Pran.g_00548
OG0000812	Praf.g_02685	Pran.g_00549
OG0000813	Praf.g_01327	Pran.g_00550
OG0000814	Praf.g_01326	Pran.g_00551
OG0000815	Praf.g_01325	Pran.g_00552
OG0000816	Praf.g_01322	Pran.g_00554
OG0000817	Praf.g_01287	Pran.g_00557
OG0000818	Praf.g_01286	Pran.g_00558
OG0000819	Praf.g_01283	Pran.g_00560
OG0000820	Praf.g_01281	Pran.g_00561
OG0000821	Praf.g_01280	Pran.g_00562
OG0000822	Praf.g_01279	Pran.g_00563
OG0000823	Praf.g_01276	Pran.g_00566
OG0000824	Praf.g_01275	Pran.g_00567
OG0000825	Praf.g_01270	Pran.g_00569
OG0000826	Praf.g_01269	Pran.g_00570
OG0000827	Praf.g_01268	Pran.g_00571
OG0000828	Praf.g_01267	Pran.g_00573
OG0000829	Praf.g_01296	Pran.g_00154
OG0000830	Praf.g_01652	Pran.g_00144
OG0000831	Praf.g_00558	Pran.g_00141
OG0000832	Praf.g_01008	Pran.g_00140
OG0000833	Praf.g_00162	Pran.g_00133
OG0000834	Praf.g_02056	Pran.g_00129
OG0000835	Praf.g_02047	Pran.g_00125
OG0000836	Praf.g_01825	Pran.g_00123
OG0000837	Praf.g_01671	Pran.g_00110
OG0000838	Praf.g_02698	Pran.g_00092
OG0000839	Praf.g_02691	Pran.g_00091
OG0000840	Praf.g_00359	Pran.g_00085
OG0000841	Praf.g_01832	Pran.g_00078
OG0000842	Praf.g_00233	Pran.g_00075
OG0000843	Praf.g_00822	Pran.g_00073
OG0000844	Praf.g_00823	Pran.g_00072
OG0000845	Praf.g_00824	Pran.g_00071
OG0000846	Praf.g_00825	Pran.g_00070
OG0000847	Praf.g_00826	Pran.g_00069
OG0000848	Praf.g_00827	Pran.g_00068
OG0000849	Praf.g_00830	Pran.g_00067
OG0000850	Praf.g_00832	Pran.g_00066
OG0000851	Praf.g_00836	Pran.g_00064
OG0000852	Praf.g_00853	Pran.g_00061
OG0000853	Praf.g_00855	Pran.g_00059
OG0000854	Praf.g_00856	Pran.g_00058
OG0000855	Praf.g_00858	Pran.g_00057
OG0000856	Praf.g_00859	Pran.g_00056
OG0000857	Praf.g_00860	Pran.g_00055
OG0000858	Praf.g_00870	Pran.g_00053
OG0000859	Praf.g_00872	Pran.g_00052
OG0000860	Praf.g_00873	Pran.g_00051
OG0000861	Praf.g_00874	Pran.g_00050
OG0000862	Praf.g_00875	Pran.g_00049
OG0000863	Praf.g_00879	Pran.g_00048
OG0000864	Praf.g_00880	Pran.g_00047
OG0000865	Praf.g_00881	Pran.g_00046
OG0000866	Praf.g_00882	Pran.g_00045
OG0000867	Praf.g_00885	Pran.g_00042
OG0000868	Praf.g_00886	Pran.g_00040
OG0000869	Praf.g_00914	Pran.g_00039
OG0000870	Praf.g_00917	Pran.g_00038
OG0000871	Praf.g_00918	Pran.g_00037
OG0000872	Praf.g_00921	Pran.g_00036
OG0000873	Praf.g_00922	Pran.g_00035
OG0000874	Praf.g_00923	Pran.g_00034
OG0000875	Praf.g_00925	Pran.g_00033
OG0000876	Praf.g_00927	Pran.g_00031
OG0000877	Praf.g_00928	Pran.g_00030
OG0000878	Praf.g_00929	Pran.g_00029
OG0000879	Praf.g_00930	Pran.g_00028
OG0000880	Praf.g_00931	Pran.g_00027
OG0000881	Praf.g_00932	Pran.g_00026
OG0000882	Praf.g_00933	Pran.g_00025
OG0000883	Praf.g_00913	Pran.g_00024
OG0000884	Praf.g_00912	Pran.g_00023
OG0000885	Praf.g_00911	Pran.g_00022
OG0000886	Praf.g_00910	Pran.g_00021
OG0000887	Praf.g_00908	Pran.g_00020
OG0000888	Praf.g_00905	Pran.g_00019
OG0000889	Praf.g_00904	Pran.g_00018
OG0000890	Praf.g_00902	Pran.g_00017
OG0000891	Praf.g_00901	Pran.g_00016
OG0000892	Praf.g_00899	Pran.g_00015
OG0000893	Praf.g_00898	Pran.g_00014
OG0000894	Praf.g_00895	Pran.g_00012
OG0000895	Praf.g_00894	Pran.g_00011
OG0000896	Praf.g_00892	Pran.g_00009
OG0000897	Praf.g_00891	Pran.g_00008
OG0000898	Praf.g_00888	Pran.g_00007
OG0000899	Praf.g_00887	Pran.g_00006
OG0000900	Praf.g_00937	Pran.g_00004
OG0000901	Praf.g_00548	Pran.g_00899
OG0000902	Praf.g_00810	Pran.g_00887
OG0000903	Praf.g_00809	Pran.g_00886
OG0000904	Praf.g_00808	Pran.g_00885
OG0000905	Praf.g_00806	Pran.g_00884
OG0000906	Praf.g_00804	Pran.g_00883
OG0000907	Praf.g_00802	Pran.g_00881
OG0000908	Praf.g_00801	Pran.g_00880
OG0000909	Praf.g_00800	Pran.g_00879
OG0000910	Praf.g_00799	Pran.g_00878
OG0000911	Praf.g_00798	Pran.g_00877
OG0000912	Praf.g_00794	Pran.g_00874
OG0000913	Praf.g_00791	Pran.g_00873
OG0000914	Praf.g_00790	Pran.g_00872
OG0000915	Praf.g_00787	Pran.g_00870
OG0000916	Praf.g_00786	Pran.g_00869
OG0000917	Praf.g_00785	Pran.g_00868
OG0000918	Praf.g_00784	Pran.g_00867
OG0000919	Praf.g_00783	Pran.g_00866
OG0000920	Praf.g_00782	Pran.g_00865
OG0000921	Praf.g_00777	Pran.g_00863
OG0000922	Praf.g_00776	Pran.g_00862
OG0000923	Praf.g_01886	Pran.g_00855
OG0000925	Praf.g_01897	Pran.g_00854
OG0000926	Praf.g_01996	Pran.g_00853
OG0000927	Praf.g_01623	Pran.g_00852
OG0000928	Praf.g_01001	Pran.g_00850
OG0000929	Praf.g_01271	Pran.g_00848
OG0000930	Praf.g_01294	Pran.g_00847
OG0000931	Praf.g_01635	Pran.g_00846
OG0000932	Praf.g_00494	Pran.g_00843
OG0000933	Praf.g_00582	Pran.g_00839
OG0000934	Praf.g_00581	Pran.g_00838
OG0000935	Praf.g_00580	Pran.g_00837
OG0000936	Praf.g_00579	Pran.g_00836
OG0000937	Praf.g_00578	Pran.g_00835
OG0000938	Praf.g_00577	Pran.g_00834
OG0000939	Praf.g_00576	Pran.g_00833
OG0000940	Praf.g_00575	Pran.g_00832
OG0000941	Praf.g_00573	Pran.g_00831
OG0000942	Praf.g_00572	Pran.g_00830
OG0000943	Praf.g_00571	Pran.g_00829
OG0000944	Praf.g_00570	Pran.g_00828
OG0000945	Praf.g_00569	Pran.g_00827
OG0000946	Praf.g_00568	Pran.g_00826
OG0000947	Praf.g_00567	Pran.g_00825
OG0000948	Praf.g_00566	Pran.g_00824
OG0000949	Praf.g_00565	Pran.g_00823
OG0000950	Praf.g_02394	Pran.g_00822
OG0000951	Praf.g_01765	Pran.g_00751
OG0000952	Praf.g_01766	Pran.g_00750
OG0000953	Praf.g_01767	Pran.g_00749
OG0000954	Praf.g_01772	Pran.g_00748
OG0000955	Praf.g_01773	Pran.g_00747
OG0000956	Praf.g_01779	Pran.g_00745
OG0000957	Praf.g_01781	Pran.g_00744
OG0000958	Praf.g_01782	Pran.g_00743
OG0000959	Praf.g_01783	Pran.g_00742
OG0000960	Praf.g_01784	Pran.g_00741
OG0000961	Praf.g_01785	Pran.g_00740
OG0000962	Praf.g_01787	Pran.g_00739
OG0000963	Praf.g_01788	Pran.g_00738
OG0000964	Praf.g_01790	Pran.g_00737
OG0000965	Praf.g_01792	Pran.g_00735
OG0000966	Praf.g_01793	Pran.g_00734
OG0000967	Praf.g_01796	Pran.g_00731
OG0000968	Praf.g_01801	Pran.g_00730
OG0000969	Praf.g_01802	Pran.g_00729
OG0000970	Praf.g_01803	Pran.g_00728
OG0000971	Praf.g_01804	Pran.g_00727
OG0000972	Praf.g_01805	Pran.g_00726
OG0000973	Praf.g_01807	Pran.g_00724
OG0000974	Praf.g_01808	Pran.g_00723
OG0000975	Praf.g_01809	Pran.g_00722
OG0000976	Praf.g_01810	Pran.g_00721
OG0000977	Praf.g_01817	Pran.g_00720
OG0000978	Praf.g_01818	Pran.g_00719
OG0000979	Praf.g_01819	Pran.g_00718
OG0000980	Praf.g_01820	Pran.g_00717
OG0000981	Praf.g_01822	Pran.g_00716
OG0000982	Praf.g_01823	Pran.g_00715
OG0000983	Praf.g_01824	Pran.g_00714
OG0000984	Praf.g_01831	Pran.g_00710
OG0000985	Praf.g_01833	Pran.g_00709
OG0000986	Praf.g_01834	Pran.g_00708
OG0000987	Praf.g_01837	Pran.g_00706
OG0000988	Praf.g_01838	Pran.g_00705
OG0000989	Praf.g_01839	Pran.g_00704
OG0000990	Praf.g_01840	Pran.g_00703
OG0000991	Praf.g_01841	Pran.g_00702
OG0000992	Praf.g_01842	Pran.g_00701
OG0000993	Praf.g_01843	Pran.g_00700
OG0000994	Praf.g_01844	Pran.g_00699
OG0000995	Praf.g_01845	Pran.g_00698
OG0000996	Praf.g_01846	Pran.g_00697
OG0000997	Praf.g_01849	Pran.g_00695
OG0000998	Praf.g_00956	Pran.g_00692
OG0000999	Praf.g_00554	Pran.g_00690
OG0001000	Praf.g_00542	Pran.g_00689
OG0001001	Praf.g_00540	Pran.g_00688
OG0001002	Praf.g_00538	Pran.g_00686
OG0001003	Praf.g_00537	Pran.g_00685
OG0001004	Praf.g_01653	Pran.g_00684
OG0001005	Praf.g_00536	Pran.g_00683
OG0001006	Praf.g_00534	Pran.g_00681
OG0001007	Praf.g_00533	Pran.g_00680
OG0001008	Praf.g_00532	Pran.g_00679
OG0001009	Praf.g_00530	Pran.g_00678
OG0001010	Praf.g_00529	Pran.g_00677
OG0001011	Praf.g_00526	Pran.g_00676
OG0001012	Praf.g_00525	Pran.g_00675
OG0001013	Praf.g_00524	Pran.g_00674
OG0001014	Praf.g_00523	Pran.g_00673
OG0001015	Praf.g_00522	Pran.g_00672
OG0001016	Praf.g_00521	Pran.g_00671
OG0001017	Praf.g_00520	Pran.g_00670
OG0001018	Praf.g_00518	Pran.g_00669
OG0001019	Praf.g_00517	Pran.g_00668
OG0001020	Praf.g_00516	Pran.g_00667
OG0001021	Praf.g_00515	Pran.g_00666
OG0001022	Praf.g_00513	Pran.g_00665
OG0001023	Praf.g_00512	Pran.g_00664
OG0001024	Praf.g_00511	Pran.g_00662
OG0001025	Praf.g_00508	Pran.g_00661
OG0001026	Praf.g_00507	Pran.g_00660
OG0001027	Praf.g_00370	Pran.g_00659
OG0001028	Praf.g_00504	Pran.g_00658
OG0001029	Praf.g_00503	Pran.g_00657
OG0001030	Praf.g_00500	Pran.g_00654
OG0001031	Praf.g_00499	Pran.g_00653
OG0001032	Praf.g_01650	Pran.g_00646
OG0001033	Praf.g_01677	Pran.g_00636
OG0001034	Praf.g_01546	Pran.g_00598
OG0001035	Praf.g_00490	Pran.g_00964
OG0001036	Praf.g_00489	Pran.g_00965
OG0001037	Praf.g_00479	Pran.g_00971
OG0001038	Praf.g_00478	Pran.g_00972
OG0001039	Praf.g_00477	Pran.g_00973
OG0001040	Praf.g_00475	Pran.g_00974
OG0001041	Praf.g_00472	Pran.g_00976
OG0001042	Praf.g_00471	Pran.g_00977
OG0001043	Praf.g_00470	Pran.g_00978
OG0001044	Praf.g_00469	Pran.g_00979
OG0001045	Praf.g_00468	Pran.g_00980
OG0001046	Praf.g_00466	Pran.g_00981
OG0001047	Praf.g_00465	Pran.g_00982
OG0001048	Praf.g_00464	Pran.g_00984
OG0001049	Praf.g_00463	Pran.g_00985
OG0001050	Praf.g_00462	Pran.g_00986
OG0001051	Praf.g_00461	Pran.g_00987
OG0001052	Praf.g_00460	Pran.g_00988
OG0001053	Praf.g_00459	Pran.g_00989
OG0001054	Praf.g_00458	Pran.g_00990
OG0001055	Praf.g_00457	Pran.g_00991
OG0001056	Praf.g_00455	Pran.g_00992
OG0001057	Praf.g_00453	Pran.g_00994
OG0001058	Praf.g_00452	Pran.g_00995
OG0001059	Praf.g_00450	Pran.g_00996
OG0001060	Praf.g_00449	Pran.g_00997
OG0001061	Praf.g_00448	Pran.g_00998
OG0001062	Praf.g_00447	Pran.g_00999
OG0001063	Praf.g_00446	Pran.g_01000
OG0001064	Praf.g_00444	Pran.g_01001
OG0001065	Praf.g_00443	Pran.g_01002
OG0001066	Praf.g_00442	Pran.g_01003
OG0001067	Praf.g_00441	Pran.g_01004
OG0001068	Praf.g_00440	Pran.g_01005
OG0001069	Praf.g_00435	Pran.g_01008
OG0001070	Praf.g_00433	Pran.g_01010
OG0001071	Praf.g_00432	Pran.g_01011
OG0001072	Praf.g_00431	Pran.g_01012
OG0001073	Praf.g_00430	Pran.g_01013
OG0001074	Praf.g_00429	Pran.g_01014
OG0001075	Praf.g_00427	Pran.g_01015
OG0001076	Praf.g_00425	Pran.g_01017
OG0001077	Praf.g_00424	Pran.g_01018
OG0001078	Praf.g_00423	Pran.g_01019
OG0001079	Praf.g_00422	Pran.g_01020
OG0001080	Praf.g_00421	Pran.g_01021
OG0001081	Praf.g_00420	Pran.g_01022
OG0001082	Praf.g_00419	Pran.g_01023
OG0001083	Praf.g_00418	Pran.g_01024
OG0001084	Praf.g_00405	Pran.g_01025
OG0001085	Praf.g_00404	Pran.g_01026
OG0001086	Praf.g_02202	Pran.g_01032
OG0001087	Praf.g_02200	Pran.g_01033
OG0001088	Praf.g_02199	Pran.g_01034
OG0001089	Praf.g_02196	Pran.g_01036
OG0001090	Praf.g_02195	Pran.g_01037
OG0001091	Praf.g_02194	Pran.g_01038
OG0001092	Praf.g_02193	Pran.g_01039
OG0001093	Praf.g_02192	Pran.g_01040
OG0001094	Praf.g_02191	Pran.g_01041
OG0001095	Praf.g_02190	Pran.g_01042
OG0001096	Praf.g_02189	Pran.g_01044
OG0001097	Praf.g_02188	Pran.g_01045
OG0001098	Praf.g_02187	Pran.g_01046
OG0001099	Praf.g_02185	Pran.g_01047
OG0001100	Praf.g_02184	Pran.g_01048
OG0001101	Praf.g_02183	Pran.g_01049
OG0001102	Praf.g_02170	Pran.g_01052
OG0001103	Praf.g_02171	Pran.g_01053
OG0001104	Praf.g_02175	Pran.g_01054
OG0001105	Praf.g_02173	Pran.g_01055
OG0001106	Praf.g_02176	Pran.g_01057
OG0001107	Praf.g_02177	Pran.g_01058
OG0001108	Praf.g_02179	Pran.g_01059
OG0001109	Praf.g_02163	Pran.g_01062
OG0001110	Praf.g_02161	Pran.g_01064
OG0001111	Praf.g_02160	Pran.g_01065
OG0001112	Praf.g_02159	Pran.g_01066
OG0001113	Praf.g_02158	Pran.g_01067
OG0001114	Praf.g_02157	Pran.g_01069
OG0001115	Praf.g_02156	Pran.g_01070
OG0001116	Praf.g_02155	Pran.g_01071
OG0001117	Praf.g_02154	Pran.g_01072
OG0001118	Praf.g_02153	Pran.g_01073
OG0001119	Praf.g_02152	Pran.g_01074
OG0001120	Praf.g_02151	Pran.g_01075
OG0001121	Praf.g_02150	Pran.g_01076
OG0001122	Praf.g_02149	Pran.g_01077
OG0001123	Praf.g_02148	Pran.g_01078
OG0001124	Praf.g_02147	Pran.g_01079
OG0001125	Praf.g_02146	Pran.g_01080
OG0001126	Praf.g_02145	Pran.g_01081
OG0001127	Praf.g_02144	Pran.g_01082
OG0001128	Praf.g_02143	Pran.g_01083
OG0001129	Praf.g_02142	Pran.g_01084
OG0001130	Praf.g_02141	Pran.g_01085
OG0001131	Praf.g_02140	Pran.g_01086
OG0001132	Praf.g_02139	Pran.g_01087
OG0001133	Praf.g_02138	Pran.g_01088
OG0001134	Praf.g_02137	Pran.g_01089
OG0001135	Praf.g_02136	Pran.g_01090
OG0001136	Praf.g_02135	Pran.g_01091
OG0001137	Praf.g_02134	Pran.g_01092
OG0001138	Praf.g_02133	Pran.g_01093
OG0001139	Praf.g_02132	Pran.g_01094
OG0001140	Praf.g_02131	Pran.g_01095
OG0001141	Praf.g_02128	Pran.g_01097
OG0001142	Praf.g_02127	Pran.g_01098
OG0001143	Praf.g_02126	Pran.g_01099
OG0001144	Praf.g_02124	Pran.g_01101
OG0001145	Praf.g_02122	Pran.g_01103
OG0001146	Praf.g_02121	Pran.g_01104
OG0001147	Praf.g_02118	Pran.g_01106
OG0001148	Praf.g_02117	Pran.g_01107
OG0001149	Praf.g_02112	Pran.g_01108
OG0001150	Praf.g_02109	Pran.g_01111
OG0001151	Praf.g_02108	Pran.g_01112
OG0001152	Praf.g_02107	Pran.g_01113
OG0001153	Praf.g_02106	Pran.g_01114
OG0001154	Praf.g_02105	Pran.g_01115
OG0001155	Praf.g_02104	Pran.g_01116
OG0001156	Praf.g_02103	Pran.g_01117
OG0001157	Praf.g_02101	Pran.g_01119
OG0001158	Praf.g_02099	Pran.g_01120
OG0001159	Praf.g_02097	Pran.g_01121
OG0001160	Praf.g_02096	Pran.g_01122
OG0001161	Praf.g_02082	Pran.g_01125
OG0001162	Praf.g_02081	Pran.g_01126
OG0001163	Praf.g_02079	Pran.g_01127
OG0001164	Praf.g_02078	Pran.g_01128
OG0001165	Praf.g_02077	Pran.g_01129
OG0001166	Praf.g_02076	Pran.g_01130
OG0001167	Praf.g_02075	Pran.g_01131
OG0001168	Praf.g_02372	Pran.g_01133
OG0001169	Praf.g_02375	Pran.g_01134
OG0001170	Praf.g_02383	Pran.g_01136
OG0001171	Praf.g_02384	Pran.g_01137
OG0001172	Praf.g_02386	Pran.g_01138
