Orthogroup	Praf	Prba
OG0000587	Praf.g_01699	Prba.g_01676
OG0000588	Praf.g_01700	Prba.g_01675
OG0000589	Praf.g_01708	Prba.g_01674
OG0000590	Praf.g_01709	Prba.g_01673
OG0000591	Praf.g_01710	Prba.g_01672
OG0000592	Praf.g_01711	Prba.g_01671
OG0000593	Praf.g_01713	Prba.g_01670
OG0000594	Praf.g_01716	Prba.g_01669
OG0000595	Praf.g_01717	Prba.g_01668
OG0000596	Praf.g_01718	Prba.g_01667
OG0000597	Praf.g_01727	Prba.g_01663
OG0000598	Praf.g_01728	Prba.g_01662
OG0000599	Praf.g_01729	Prba.g_01661
OG0000600	Praf.g_01730	Prba.g_01660
OG0000601	Praf.g_01731	Prba.g_01659
OG0000602	Praf.g_01733	Prba.g_01658
OG0000603	Praf.g_01736	Prba.g_01657
OG0000604	Praf.g_01737	Prba.g_01656
OG0000605	Praf.g_01738	Prba.g_01655
OG0000606	Praf.g_01739	Prba.g_01654
OG0000607	Praf.g_01741	Prba.g_01653
OG0000608	Praf.g_01742	Prba.g_01652
OG0000609	Praf.g_01744	Prba.g_01650
OG0000610	Praf.g_01745	Prba.g_01649
OG0000611	Praf.g_01749	Prba.g_01647
OG0000612	Praf.g_01751	Prba.g_01646
OG0000613	Praf.g_02344	Prba.g_01644
OG0000614	Praf.g_00371	Prba.g_01638
OG0000615	Praf.g_01127	Prba.g_01637
OG0000616	Praf.g_02570	Prba.g_01636
OG0000617	Praf.g_01572	Prba.g_01634
OG0000618	Praf.g_02180	Prba.g_01633
OG0000619	Praf.g_01210	Prba.g_01632
OG0000620	Praf.g_01230	Prba.g_01630
OG0000621	Praf.g_01225	Prba.g_01629
OG0000622	Praf.g_01221	Prba.g_01628
OG0000623	Praf.g_01220	Prba.g_01627
OG0000624	Praf.g_01207	Prba.g_01625
OG0000625	Praf.g_01206	Prba.g_01624
OG0000626	Praf.g_01205	Prba.g_01623
OG0000627	Praf.g_01121	Prba.g_01622
OG0000628	Praf.g_01122	Prba.g_01621
OG0000629	Praf.g_01124	Prba.g_01620
OG0000630	Praf.g_01126	Prba.g_01618
OG0000631	Praf.g_01489	Prba.g_01617
OG0000632	Praf.g_02767	Prba.g_01613
OG0000633	Praf.g_00817	Prba.g_01612
OG0000634	Praf.g_01303	Prba.g_01593
OG0000635	Praf.g_01305	Prba.g_01591
OG0000636	Praf.g_01307	Prba.g_01590
OG0000637	Praf.g_01308	Prba.g_01588
OG0000638	Praf.g_01309	Prba.g_01587
OG0000639	Praf.g_01310	Prba.g_01586
OG0000640	Praf.g_01311	Prba.g_01585
OG0000641	Praf.g_01313	Prba.g_01584
OG0000642	Praf.g_01314	Prba.g_01583
OG0000643	Praf.g_01315	Prba.g_01582
OG0000644	Praf.g_01317	Prba.g_01580
OG0000645	Praf.g_01318	Prba.g_01579
OG0000646	Praf.g_01319	Prba.g_01578
OG0000647	Praf.g_01320	Prba.g_01577
OG0000648	Praf.g_01441	Prba.g_01576
OG0000649	Praf.g_01440	Prba.g_01575
OG0000650	Praf.g_01437	Prba.g_01574
OG0000651	Praf.g_01436	Prba.g_01573
OG0000652	Praf.g_01433	Prba.g_01571
OG0000653	Praf.g_01580	Prba.g_01556
OG0000654	Praf.g_00710	Prba.g_01554
OG0000656	Praf.g_00617	Prba.g_01541
OG0000657	Praf.g_01400	Prba.g_01534
OG0000658	Praf.g_01401	Prba.g_01533
OG0000659	Praf.g_01402	Prba.g_01532
OG0000660	Praf.g_02063	Prba.g_01521
OG0000661	Praf.g_00360	Prba.g_01512
OG0000662	Praf.g_01432	Prba.g_01510
OG0000663	Praf.g_01429	Prba.g_01508
OG0000664	Praf.g_01428	Prba.g_01507
OG0000665	Praf.g_01427	Prba.g_01506
OG0000666	Praf.g_01524	Prba.g_01505
OG0000667	Praf.g_01525	Prba.g_01504
OG0000668	Praf.g_01526	Prba.g_01503
OG0000669	Praf.g_01527	Prba.g_01502
OG0000670	Praf.g_01529	Prba.g_01500
OG0000671	Praf.g_01530	Prba.g_01499
OG0000672	Praf.g_01531	Prba.g_01498
OG0000673	Praf.g_01532	Prba.g_01497
OG0000674	Praf.g_01533	Prba.g_01496
OG0000675	Praf.g_01534	Prba.g_01495
OG0000676	Praf.g_01536	Prba.g_01493
OG0000677	Praf.g_01538	Prba.g_01491
OG0000678	Praf.g_01539	Prba.g_01490
OG0000679	Praf.g_01540	Prba.g_01489
OG0000680	Praf.g_01541	Prba.g_01488
OG0000681	Praf.g_01542	Prba.g_01487
OG0000682	Praf.g_01543	Prba.g_01486
OG0000683	Praf.g_01545	Prba.g_01485
OG0000684	Praf.g_01547	Prba.g_01484
OG0000685	Praf.g_01548	Prba.g_01483
OG0000686	Praf.g_01549	Prba.g_01482
OG0000687	Praf.g_01550	Prba.g_01481
OG0000688	Praf.g_01551	Prba.g_01480
OG0000689	Praf.g_01552	Prba.g_01479
OG0000690	Praf.g_01553	Prba.g_01478
OG0000691	Praf.g_01557	Prba.g_01476
OG0000692	Praf.g_01558	Prba.g_01475
OG0000693	Praf.g_01559	Prba.g_01474
OG0000694	Praf.g_01560	Prba.g_01473
OG0000695	Praf.g_01561	Prba.g_01472
OG0000696	Praf.g_01562	Prba.g_01471
OG0000697	Praf.g_01585	Prba.g_01469
OG0000698	Praf.g_01586	Prba.g_01468
OG0000699	Praf.g_01591	Prba.g_01464
OG0000700	Praf.g_01592	Prba.g_01463
OG0000701	Praf.g_01594	Prba.g_01462
OG0000702	Praf.g_01595	Prba.g_01461
OG0000703	Praf.g_01596	Prba.g_01460
OG0000704	Praf.g_01597	Prba.g_01459
OG0000705	Praf.g_01599	Prba.g_01457
OG0000706	Praf.g_01600	Prba.g_01456
OG0000707	Praf.g_01601	Prba.g_01455
OG0000708	Praf.g_01602	Prba.g_01454
OG0000709	Praf.g_01603	Prba.g_01453
OG0000710	Praf.g_01604	Prba.g_01452
OG0000711	Praf.g_01606	Prba.g_01451
OG0000712	Praf.g_01607	Prba.g_01450
OG0000713	Praf.g_01608	Prba.g_01449
OG0000714	Praf.g_01619	Prba.g_01447
OG0000715	Praf.g_01620	Prba.g_01446
OG0000716	Praf.g_01622	Prba.g_01445
OG0000717	Praf.g_01625	Prba.g_01444
OG0000718	Praf.g_01627	Prba.g_01443
OG0000719	Praf.g_01629	Prba.g_01441
OG0000720	Praf.g_01444	Prba.g_01439
OG0000721	Praf.g_01323	Prba.g_01438
OG0000722	Praf.g_01339	Prba.g_01411
OG0000723	Praf.g_00222	Prba.g_01407
OG0000724	Praf.g_01638	Prba.g_01404
OG0000725	Praf.g_01454	Prba.g_01403
OG0000726	Praf.g_00961	Prba.g_01402
OG0000727	Praf.g_01455	Prba.g_01401
OG0000728	Praf.g_01456	Prba.g_01400
OG0000729	Praf.g_01458	Prba.g_01398
OG0000730	Praf.g_01459	Prba.g_01397
OG0000731	Praf.g_01461	Prba.g_01395
OG0000732	Praf.g_01462	Prba.g_01394
OG0000733	Praf.g_01463	Prba.g_01393
OG0000734	Praf.g_01464	Prba.g_01392
OG0000735	Praf.g_01465	Prba.g_01391
OG0000736	Praf.g_01467	Prba.g_01389
OG0000737	Praf.g_01469	Prba.g_01388
OG0000738	Praf.g_01475	Prba.g_01386
OG0000739	Praf.g_01478	Prba.g_01385
OG0000740	Praf.g_01480	Prba.g_01384
OG0000741	Praf.g_01494	Prba.g_01382
OG0000742	Praf.g_01495	Prba.g_01381
OG0000743	Praf.g_01498	Prba.g_01378
OG0000744	Praf.g_01499	Prba.g_01377
OG0000745	Praf.g_01512	Prba.g_01375
OG0000746	Praf.g_01511	Prba.g_01374
OG0000747	Praf.g_01510	Prba.g_01373
OG0000748	Praf.g_01509	Prba.g_01372
OG0000749	Praf.g_01508	Prba.g_01371
OG0000750	Praf.g_01506	Prba.g_01370
OG0000751	Praf.g_01515	Prba.g_01368
OG0000752	Praf.g_01516	Prba.g_01367
OG0000753	Praf.g_01517	Prba.g_01366
OG0000754	Praf.g_01519	Prba.g_01365
OG0000755	Praf.g_01520	Prba.g_01363
OG0000756	Praf.g_01522	Prba.g_01362
OG0000757	Praf.g_01523	Prba.g_01361
OG0000758	Praf.g_01426	Prba.g_01360
OG0000759	Praf.g_01425	Prba.g_01359
OG0000760	Praf.g_01424	Prba.g_01358
OG0000761	Praf.g_01422	Prba.g_01357
OG0000762	Praf.g_01420	Prba.g_01355
OG0000763	Praf.g_01419	Prba.g_01354
OG0000764	Praf.g_01417	Prba.g_01353
OG0000765	Praf.g_01416	Prba.g_01352
OG0000766	Praf.g_01415	Prba.g_01351
OG0000767	Praf.g_01006	Prba.g_01350
OG0000768	Praf.g_01408	Prba.g_01349
OG0000769	Praf.g_01407	Prba.g_01348
OG0000770	Praf.g_01405	Prba.g_01347
OG0000771	Praf.g_01404	Prba.g_01346
OG0000772	Praf.g_02684	Prba.g_01345
OG0000773	Praf.g_01399	Prba.g_01343
OG0000774	Praf.g_01398	Prba.g_01342
OG0000775	Praf.g_01397	Prba.g_01341
OG0000776	Praf.g_01395	Prba.g_01340
OG0000777	Praf.g_01394	Prba.g_01339
OG0000778	Praf.g_01393	Prba.g_01338
OG0000779	Praf.g_01388	Prba.g_01336
OG0000780	Praf.g_01387	Prba.g_01335
OG0000781	Praf.g_01385	Prba.g_01334
OG0000782	Praf.g_01382	Prba.g_01332
OG0000783	Praf.g_01380	Prba.g_01331
OG0000784	Praf.g_01378	Prba.g_01330
OG0000785	Praf.g_01377	Prba.g_01329
OG0000786	Praf.g_01376	Prba.g_01328
OG0000787	Praf.g_01374	Prba.g_01326
OG0000788	Praf.g_01372	Prba.g_01325
OG0000789	Praf.g_01371	Prba.g_01324
OG0000790	Praf.g_01370	Prba.g_01323
OG0000791	Praf.g_01369	Prba.g_01322
OG0000792	Praf.g_01073	Prba.g_01321
OG0000793	Praf.g_01366	Prba.g_01320
OG0000794	Praf.g_01364	Prba.g_01319
OG0000795	Praf.g_01362	Prba.g_01318
OG0000796	Praf.g_01360	Prba.g_01316
OG0000797	Praf.g_01359	Prba.g_01314
OG0000798	Praf.g_01358	Prba.g_01313
OG0000799	Praf.g_01355	Prba.g_01312
OG0000800	Praf.g_01354	Prba.g_01311
OG0000801	Praf.g_01353	Prba.g_01310
OG0000802	Praf.g_01349	Prba.g_01308
OG0000803	Praf.g_01348	Prba.g_01307
OG0000804	Praf.g_01343	Prba.g_01295
OG0000805	Praf.g_01341	Prba.g_01293
OG0000806	Praf.g_01340	Prba.g_01292
OG0000807	Praf.g_01338	Prba.g_01291
OG0000808	Praf.g_01337	Prba.g_01290
OG0000809	Praf.g_01331	Prba.g_01286
OG0000810	Praf.g_01329	Prba.g_01285
OG0000811	Praf.g_01328	Prba.g_01284
OG0000812	Praf.g_02685	Prba.g_01283
OG0000813	Praf.g_01327	Prba.g_01282
OG0000814	Praf.g_01326	Prba.g_01281
OG0000815	Praf.g_01325	Prba.g_01280
OG0000816	Praf.g_01322	Prba.g_01278
OG0000817	Praf.g_01287	Prba.g_01275
OG0000818	Praf.g_01286	Prba.g_01274
OG0000819	Praf.g_01283	Prba.g_01272
OG0000820	Praf.g_01281	Prba.g_01271
OG0000821	Praf.g_01280	Prba.g_01270
OG0000822	Praf.g_01279	Prba.g_01269
OG0000823	Praf.g_01276	Prba.g_01266
OG0000824	Praf.g_01275	Prba.g_01265
OG0000825	Praf.g_01270	Prba.g_01263
OG0000826	Praf.g_01269	Prba.g_01262
OG0000827	Praf.g_01268	Prba.g_01261
OG0000828	Praf.g_01267	Prba.g_01259
OG0000829	Praf.g_01296	Prba.g_01234
OG0000830	Praf.g_01652	Prba.g_01225
OG0000831	Praf.g_00558	Prba.g_01222
OG0000832	Praf.g_01008	Prba.g_01221
OG0000833	Praf.g_00162	Prba.g_01214
OG0000834	Praf.g_02056	Prba.g_00749
OG0000835	Praf.g_02047	Prba.g_00745
OG0000836	Praf.g_01825	Prba.g_00743
OG0000837	Praf.g_01671	Prba.g_00729
OG0000838	Praf.g_02698	Prba.g_00096
OG0000839	Praf.g_02691	Prba.g_00095
OG0000840	Praf.g_00359	Prba.g_00090
OG0000841	Praf.g_01832	Prba.g_00083
OG0000842	Praf.g_00233	Prba.g_00079
OG0000843	Praf.g_00822	Prba.g_00077
OG0000844	Praf.g_00823	Prba.g_00076
OG0000845	Praf.g_00824	Prba.g_00075
OG0000846	Praf.g_00825	Prba.g_00074
OG0000847	Praf.g_00826	Prba.g_00073
OG0000848	Praf.g_00827	Prba.g_00072
OG0000849	Praf.g_00830	Prba.g_00071
OG0000850	Praf.g_00832	Prba.g_00070
OG0000851	Praf.g_00836	Prba.g_00068
OG0000852	Praf.g_00853	Prba.g_00065
OG0000853	Praf.g_00855	Prba.g_00063
OG0000854	Praf.g_00856	Prba.g_00062
OG0000855	Praf.g_00858	Prba.g_00060
OG0000856	Praf.g_00859	Prba.g_00059
OG0000857	Praf.g_00860	Prba.g_00058
OG0000858	Praf.g_00870	Prba.g_00056
OG0000859	Praf.g_00872	Prba.g_00055
OG0000860	Praf.g_00873	Prba.g_00054
OG0000861	Praf.g_00874	Prba.g_00053
OG0000862	Praf.g_00875	Prba.g_00052
OG0000863	Praf.g_00879	Prba.g_00051
OG0000864	Praf.g_00880	Prba.g_00050
OG0000865	Praf.g_00881	Prba.g_00049
OG0000866	Praf.g_00882	Prba.g_00048
OG0000867	Praf.g_00885	Prba.g_00045
OG0000868	Praf.g_00886	Prba.g_00043
OG0000869	Praf.g_00914	Prba.g_00042
OG0000870	Praf.g_00917	Prba.g_00041
OG0000871	Praf.g_00918	Prba.g_00040
OG0000872	Praf.g_00921	Prba.g_00039
OG0000873	Praf.g_00922	Prba.g_00038
OG0000874	Praf.g_00923	Prba.g_00037
OG0000875	Praf.g_00925	Prba.g_00036
OG0000876	Praf.g_00927	Prba.g_00034
OG0000877	Praf.g_00928	Prba.g_00033
OG0000878	Praf.g_00929	Prba.g_00032
OG0000879	Praf.g_00930	Prba.g_00031
OG0000880	Praf.g_00931	Prba.g_00030
OG0000881	Praf.g_00932	Prba.g_00029
OG0000882	Praf.g_00933	Prba.g_00028
OG0000883	Praf.g_00913	Prba.g_00027
OG0000884	Praf.g_00912	Prba.g_00026
OG0000885	Praf.g_00911	Prba.g_00025
OG0000886	Praf.g_00910	Prba.g_00024
OG0000887	Praf.g_00908	Prba.g_00023
OG0000888	Praf.g_00905	Prba.g_00022
OG0000889	Praf.g_00904	Prba.g_00021
OG0000890	Praf.g_00902	Prba.g_00020
OG0000891	Praf.g_00901	Prba.g_00019
OG0000892	Praf.g_00899	Prba.g_00018
OG0000893	Praf.g_00898	Prba.g_00017
OG0000894	Praf.g_00895	Prba.g_00015
OG0000895	Praf.g_00894	Prba.g_00014
OG0000896	Praf.g_00892	Prba.g_00012
OG0000897	Praf.g_00891	Prba.g_00011
OG0000898	Praf.g_00888	Prba.g_00010
OG0000899	Praf.g_00887	Prba.g_00009
OG0000900	Praf.g_00937	Prba.g_00007
OG0000901	Praf.g_00548	Prba.g_01167
OG0000902	Praf.g_00810	Prba.g_01181
OG0000903	Praf.g_00809	Prba.g_01182
OG0000904	Praf.g_00808	Prba.g_01183
OG0000905	Praf.g_00806	Prba.g_01184
OG0000906	Praf.g_00804	Prba.g_01185
OG0000907	Praf.g_00802	Prba.g_01187
OG0000908	Praf.g_00801	Prba.g_01188
OG0000909	Praf.g_00800	Prba.g_01189
OG0000910	Praf.g_00799	Prba.g_01190
OG0000911	Praf.g_00798	Prba.g_01191
OG0000912	Praf.g_00794	Prba.g_01194
OG0000913	Praf.g_00791	Prba.g_01195
OG0000914	Praf.g_00790	Prba.g_01196
OG0000915	Praf.g_00787	Prba.g_01198
OG0000916	Praf.g_00786	Prba.g_01199
OG0000917	Praf.g_00785	Prba.g_01200
OG0000918	Praf.g_00784	Prba.g_01201
OG0000919	Praf.g_00783	Prba.g_01202
OG0000920	Praf.g_00782	Prba.g_01203
OG0000921	Praf.g_00777	Prba.g_01205
OG0000922	Praf.g_00776	Prba.g_01206
OG0000923	Praf.g_01886	Prba.g_00214
OG0000924	Praf.g_01893	Prba.g_00213
OG0000925	Praf.g_01897	Prba.g_00210
OG0000926	Praf.g_01996	Prba.g_00209
OG0000927	Praf.g_01623	Prba.g_00208
OG0000928	Praf.g_01001	Prba.g_00206
OG0000929	Praf.g_01271	Prba.g_00204
OG0000930	Praf.g_01294	Prba.g_00202
OG0000931	Praf.g_01635	Prba.g_00201
OG0000932	Praf.g_00494	Prba.g_00198
OG0000933	Praf.g_00582	Prba.g_00194
OG0000934	Praf.g_00581	Prba.g_00193
OG0000935	Praf.g_00580	Prba.g_00192
OG0000936	Praf.g_00579	Prba.g_00191
OG0000937	Praf.g_00578	Prba.g_00190
OG0000938	Praf.g_00577	Prba.g_00189
OG0000939	Praf.g_00576	Prba.g_00188
OG0000940	Praf.g_00575	Prba.g_00187
OG0000941	Praf.g_00573	Prba.g_00186
OG0000942	Praf.g_00572	Prba.g_00185
OG0000943	Praf.g_00571	Prba.g_00184
OG0000944	Praf.g_00570	Prba.g_00183
OG0000945	Praf.g_00569	Prba.g_00182
OG0000946	Praf.g_00568	Prba.g_00181
OG0000947	Praf.g_00567	Prba.g_00180
OG0000948	Praf.g_00566	Prba.g_00179
OG0000949	Praf.g_00565	Prba.g_00178
OG0000950	Praf.g_02394	Prba.g_00154
OG0000951	Praf.g_01765	Prba.g_00115
OG0000952	Praf.g_01766	Prba.g_00114
OG0000953	Praf.g_01767	Prba.g_00113
OG0000954	Praf.g_01772	Prba.g_00112
OG0000955	Praf.g_01773	Prba.g_00111
OG0000956	Praf.g_01779	Prba.g_00109
OG0000957	Praf.g_01781	Prba.g_00108
OG0000958	Praf.g_01782	Prba.g_00107
OG0000959	Praf.g_01783	Prba.g_00106
OG0000960	Praf.g_01784	Prba.g_00105
OG0000961	Praf.g_01785	Prba.g_00720
OG0000962	Praf.g_01787	Prba.g_00719
OG0000963	Praf.g_01788	Prba.g_00718
OG0000964	Praf.g_01790	Prba.g_00717
OG0000965	Praf.g_01792	Prba.g_00715
OG0000966	Praf.g_01793	Prba.g_00714
OG0000967	Praf.g_01796	Prba.g_00711
OG0000968	Praf.g_01801	Prba.g_00710
OG0000969	Praf.g_01802	Prba.g_00709
OG0000970	Praf.g_01803	Prba.g_00708
OG0000971	Praf.g_01804	Prba.g_00707
OG0000972	Praf.g_01805	Prba.g_00706
OG0000973	Praf.g_01807	Prba.g_00704
OG0000974	Praf.g_01808	Prba.g_00703
OG0000975	Praf.g_01809	Prba.g_00702
OG0000976	Praf.g_01810	Prba.g_00701
OG0000977	Praf.g_01817	Prba.g_00700
OG0000978	Praf.g_01818	Prba.g_00699
OG0000979	Praf.g_01819	Prba.g_00698
OG0000980	Praf.g_01820	Prba.g_00697
OG0000981	Praf.g_01822	Prba.g_00696
OG0000982	Praf.g_01823	Prba.g_00695
OG0000983	Praf.g_01824	Prba.g_00694
OG0000984	Praf.g_01831	Prba.g_00690
OG0000985	Praf.g_01833	Prba.g_00689
OG0000986	Praf.g_01834	Prba.g_00688
OG0000987	Praf.g_01837	Prba.g_00686
OG0000988	Praf.g_01838	Prba.g_00685
OG0000989	Praf.g_01839	Prba.g_00684
OG0000990	Praf.g_01840	Prba.g_00683
OG0000991	Praf.g_01841	Prba.g_00682
OG0000992	Praf.g_01842	Prba.g_00681
OG0000993	Praf.g_01843	Prba.g_00680
OG0000994	Praf.g_01844	Prba.g_00679
OG0000995	Praf.g_01845	Prba.g_00678
OG0000996	Praf.g_01846	Prba.g_00677
OG0000997	Praf.g_01849	Prba.g_00350
OG0000998	Praf.g_00956	Prba.g_00347
OG0000999	Praf.g_00554	Prba.g_00345
OG0001000	Praf.g_00542	Prba.g_00344
OG0001001	Praf.g_00540	Prba.g_00343
OG0001002	Praf.g_00538	Prba.g_00341
OG0001003	Praf.g_00537	Prba.g_00340
OG0001004	Praf.g_01653	Prba.g_00339
OG0001005	Praf.g_00536	Prba.g_00338
OG0001006	Praf.g_00534	Prba.g_00336
OG0001007	Praf.g_00533	Prba.g_00335
OG0001008	Praf.g_00532	Prba.g_00334
OG0001009	Praf.g_00530	Prba.g_00333
OG0001010	Praf.g_00529	Prba.g_00332
OG0001011	Praf.g_00526	Prba.g_00331
OG0001012	Praf.g_00525	Prba.g_00330
OG0001013	Praf.g_00524	Prba.g_00329
OG0001014	Praf.g_00523	Prba.g_00328
OG0001015	Praf.g_00522	Prba.g_00327
OG0001016	Praf.g_00521	Prba.g_00326
OG0001017	Praf.g_00520	Prba.g_00325
OG0001018	Praf.g_00518	Prba.g_00324
OG0001019	Praf.g_00517	Prba.g_00323
OG0001020	Praf.g_00516	Prba.g_00322
OG0001021	Praf.g_00515	Prba.g_00321
OG0001022	Praf.g_00513	Prba.g_00320
OG0001023	Praf.g_00512	Prba.g_00319
OG0001024	Praf.g_00511	Prba.g_00317
OG0001025	Praf.g_00508	Prba.g_00316
OG0001026	Praf.g_00507	Prba.g_00315
OG0001027	Praf.g_00370	Prba.g_00314
OG0001028	Praf.g_00504	Prba.g_00313
OG0001029	Praf.g_00503	Prba.g_00312
OG0001030	Praf.g_00500	Prba.g_00309
OG0001031	Praf.g_00499	Prba.g_00308
OG0001032	Praf.g_01650	Prba.g_00300
OG0001033	Praf.g_01677	Prba.g_00293
OG0001034	Praf.g_01546	Prba.g_00266
OG0001035	Praf.g_00490	Prba.g_00232
OG0001036	Praf.g_00489	Prba.g_00231
OG0001037	Praf.g_00479	Prba.g_00619
OG0001038	Praf.g_00478	Prba.g_00618
OG0001039	Praf.g_00477	Prba.g_00617
OG0001040	Praf.g_00475	Prba.g_00616
OG0001041	Praf.g_00472	Prba.g_00614
OG0001042	Praf.g_00471	Prba.g_00613
OG0001043	Praf.g_00470	Prba.g_00612
OG0001044	Praf.g_00469	Prba.g_00611
OG0001045	Praf.g_00468	Prba.g_00610
OG0001046	Praf.g_00466	Prba.g_00609
OG0001047	Praf.g_00465	Prba.g_00608
OG0001048	Praf.g_00464	Prba.g_00606
OG0001049	Praf.g_00463	Prba.g_00605
OG0001050	Praf.g_00462	Prba.g_00604
OG0001051	Praf.g_00461	Prba.g_00603
OG0001052	Praf.g_00460	Prba.g_00602
OG0001053	Praf.g_00459	Prba.g_00601
OG0001054	Praf.g_00458	Prba.g_00600
OG0001055	Praf.g_00457	Prba.g_00599
OG0001056	Praf.g_00455	Prba.g_00598
OG0001057	Praf.g_00453	Prba.g_00596
OG0001058	Praf.g_00452	Prba.g_00595
OG0001059	Praf.g_00450	Prba.g_00594
OG0001060	Praf.g_00449	Prba.g_00593
OG0001061	Praf.g_00448	Prba.g_00592
OG0001062	Praf.g_00447	Prba.g_00591
OG0001063	Praf.g_00446	Prba.g_00590
OG0001064	Praf.g_00444	Prba.g_00589
OG0001065	Praf.g_00443	Prba.g_00588
OG0001066	Praf.g_00442	Prba.g_00587
OG0001067	Praf.g_00441	Prba.g_00586
OG0001068	Praf.g_00440	Prba.g_00585
OG0001069	Praf.g_00435	Prba.g_00582
OG0001070	Praf.g_00433	Prba.g_00580
OG0001071	Praf.g_00432	Prba.g_00579
OG0001072	Praf.g_00431	Prba.g_00578
OG0001073	Praf.g_00430	Prba.g_00577
OG0001074	Praf.g_00429	Prba.g_00576
OG0001075	Praf.g_00427	Prba.g_00574
OG0001076	Praf.g_00425	Prba.g_00573
OG0001077	Praf.g_00424	Prba.g_00572
OG0001078	Praf.g_00423	Prba.g_00571
OG0001079	Praf.g_00422	Prba.g_00570
OG0001080	Praf.g_00421	Prba.g_00569
OG0001081	Praf.g_00420	Prba.g_00568
OG0001082	Praf.g_00419	Prba.g_00567
OG0001083	Praf.g_00418	Prba.g_00566
OG0001084	Praf.g_00405	Prba.g_00565
OG0001085	Praf.g_00404	Prba.g_00564
OG0001086	Praf.g_02202	Prba.g_00357
OG0001087	Praf.g_02200	Prba.g_00358
OG0001088	Praf.g_02199	Prba.g_00359
OG0001089	Praf.g_02196	Prba.g_00361
OG0001090	Praf.g_02195	Prba.g_00362
OG0001091	Praf.g_02194	Prba.g_00363
OG0001092	Praf.g_02193	Prba.g_00364
OG0001093	Praf.g_02192	Prba.g_00365
OG0001094	Praf.g_02191	Prba.g_00366
OG0001095	Praf.g_02190	Prba.g_00367
OG0001096	Praf.g_02189	Prba.g_00368
OG0001097	Praf.g_02188	Prba.g_00369
OG0001098	Praf.g_02187	Prba.g_00370
OG0001099	Praf.g_02185	Prba.g_00371
OG0001100	Praf.g_02184	Prba.g_00372
OG0001101	Praf.g_02183	Prba.g_00373
OG0001102	Praf.g_02170	Prba.g_00376
OG0001103	Praf.g_02171	Prba.g_00377
OG0001104	Praf.g_02175	Prba.g_00378
OG0001105	Praf.g_02173	Prba.g_00380
OG0001106	Praf.g_02176	Prba.g_00382
OG0001107	Praf.g_02177	Prba.g_00383
OG0001108	Praf.g_02179	Prba.g_00384
OG0001109	Praf.g_02163	Prba.g_00387
OG0001110	Praf.g_02161	Prba.g_00389
OG0001111	Praf.g_02160	Prba.g_00390
OG0001112	Praf.g_02159	Prba.g_00391
OG0001113	Praf.g_02158	Prba.g_00392
OG0001114	Praf.g_02157	Prba.g_00393
OG0001115	Praf.g_02156	Prba.g_00394
OG0001116	Praf.g_02155	Prba.g_00395
OG0001117	Praf.g_02154	Prba.g_00396
OG0001118	Praf.g_02153	Prba.g_00397
OG0001119	Praf.g_02152	Prba.g_00398
OG0001120	Praf.g_02151	Prba.g_00399
OG0001121	Praf.g_02150	Prba.g_00400
OG0001122	Praf.g_02149	Prba.g_00401
OG0001123	Praf.g_02148	Prba.g_00402
OG0001124	Praf.g_02147	Prba.g_00403
OG0001125	Praf.g_02146	Prba.g_00404
OG0001126	Praf.g_02145	Prba.g_00405
OG0001127	Praf.g_02144	Prba.g_00406
OG0001128	Praf.g_02143	Prba.g_00407
OG0001129	Praf.g_02142	Prba.g_00408
OG0001130	Praf.g_02141	Prba.g_00409
OG0001131	Praf.g_02140	Prba.g_00410
OG0001132	Praf.g_02139	Prba.g_00411
OG0001133	Praf.g_02138	Prba.g_00412
OG0001134	Praf.g_02137	Prba.g_00413
OG0001135	Praf.g_02136	Prba.g_00414
OG0001136	Praf.g_02135	Prba.g_00415
OG0001137	Praf.g_02134	Prba.g_00416
OG0001138	Praf.g_02133	Prba.g_00417
OG0001139	Praf.g_02132	Prba.g_00418
OG0001140	Praf.g_02131	Prba.g_00419
OG0001141	Praf.g_02128	Prba.g_00421
OG0001142	Praf.g_02127	Prba.g_00422
OG0001143	Praf.g_02126	Prba.g_00423
OG0001144	Praf.g_02124	Prba.g_00425
OG0001145	Praf.g_02122	Prba.g_00427
OG0001146	Praf.g_02121	Prba.g_00428
OG0001147	Praf.g_02118	Prba.g_00430
OG0001148	Praf.g_02117	Prba.g_00431
OG0001149	Praf.g_02112	Prba.g_00432
OG0001150	Praf.g_02109	Prba.g_00435
OG0001151	Praf.g_02108	Prba.g_00436
OG0001152	Praf.g_02107	Prba.g_00437
OG0001153	Praf.g_02106	Prba.g_00438
OG0001154	Praf.g_02105	Prba.g_01048
OG0001155	Praf.g_02104	Prba.g_01049
OG0001156	Praf.g_02103	Prba.g_01050
OG0001157	Praf.g_02101	Prba.g_01052
OG0001158	Praf.g_02099	Prba.g_01053
OG0001159	Praf.g_02097	Prba.g_01054
OG0001160	Praf.g_02096	Prba.g_01055
OG0001161	Praf.g_02082	Prba.g_01059
OG0001162	Praf.g_02081	Prba.g_01060
OG0001163	Praf.g_02079	Prba.g_01061
OG0001164	Praf.g_02078	Prba.g_01062
OG0001165	Praf.g_02077	Prba.g_01063
OG0001166	Praf.g_02076	Prba.g_01064
OG0001167	Praf.g_02075	Prba.g_01065
OG0001168	Praf.g_02372	Prba.g_01067
OG0001169	Praf.g_02375	Prba.g_01068
