Orthogroup	Praf	Pray
OG0000586	Praf.g_01698	Pray.g_01123
OG0000587	Praf.g_01699	Pray.g_01122
OG0000588	Praf.g_01700	Pray.g_01121
OG0000589	Praf.g_01708	Pray.g_01120
OG0000590	Praf.g_01709	Pray.g_01119
OG0000591	Praf.g_01710	Pray.g_01118
OG0000592	Praf.g_01711	Pray.g_01117
OG0000593	Praf.g_01713	Pray.g_01116
OG0000594	Praf.g_01716	Pray.g_01115
OG0000595	Praf.g_01717	Pray.g_01114
OG0000596	Praf.g_01718	Pray.g_01113
OG0000597	Praf.g_01727	Pray.g_01109
OG0000598	Praf.g_01728	Pray.g_01108
OG0000599	Praf.g_01729	Pray.g_01107
OG0000600	Praf.g_01730	Pray.g_01106
OG0000601	Praf.g_01731	Pray.g_01105
OG0000602	Praf.g_01733	Pray.g_01104
OG0000603	Praf.g_01736	Pray.g_01103
OG0000604	Praf.g_01737	Pray.g_01102
OG0000605	Praf.g_01738	Pray.g_01101
OG0000606	Praf.g_01739	Pray.g_01100
OG0000607	Praf.g_01741	Pray.g_01099
OG0000608	Praf.g_01742	Pray.g_01098
OG0000609	Praf.g_01744	Pray.g_01096
OG0000610	Praf.g_01745	Pray.g_01095
OG0000611	Praf.g_01749	Pray.g_01093
OG0000612	Praf.g_01751	Pray.g_01092
OG0000613	Praf.g_02344	Pray.g_01090
OG0000614	Praf.g_00371	Pray.g_01084
OG0000615	Praf.g_01127	Pray.g_01083
OG0000616	Praf.g_02570	Pray.g_01082
OG0000617	Praf.g_01572	Pray.g_01080
OG0000618	Praf.g_02180	Pray.g_01079
OG0000619	Praf.g_01210	Pray.g_01078
OG0000620	Praf.g_01230	Pray.g_01076
OG0000621	Praf.g_01225	Pray.g_01075
OG0000622	Praf.g_01221	Pray.g_01074
OG0000623	Praf.g_01220	Pray.g_01073
OG0000624	Praf.g_01207	Pray.g_01071
OG0000625	Praf.g_01206	Pray.g_01070
OG0000626	Praf.g_01205	Pray.g_01069
OG0000627	Praf.g_01121	Pray.g_01068
OG0000628	Praf.g_01122	Pray.g_01067
OG0000629	Praf.g_01124	Pray.g_01066
OG0000630	Praf.g_01126	Pray.g_01064
OG0000631	Praf.g_01489	Pray.g_01063
OG0000632	Praf.g_02767	Pray.g_01059
OG0000633	Praf.g_00817	Pray.g_01058
OG0000634	Praf.g_01303	Pray.g_01039
OG0000635	Praf.g_01305	Pray.g_01037
OG0000636	Praf.g_01307	Pray.g_01036
OG0000637	Praf.g_01308	Pray.g_01034
OG0000638	Praf.g_01309	Pray.g_01033
OG0000639	Praf.g_01310	Pray.g_01032
OG0000640	Praf.g_01311	Pray.g_01031
OG0000641	Praf.g_01313	Pray.g_01030
OG0000642	Praf.g_01314	Pray.g_01029
OG0000643	Praf.g_01315	Pray.g_01028
OG0000644	Praf.g_01317	Pray.g_01026
OG0000645	Praf.g_01318	Pray.g_01025
OG0000646	Praf.g_01319	Pray.g_00269
OG0000647	Praf.g_01320	Pray.g_00270
OG0000648	Praf.g_01441	Pray.g_00271
OG0000649	Praf.g_01440	Pray.g_00272
OG0000650	Praf.g_01437	Pray.g_00273
OG0000651	Praf.g_01436	Pray.g_00274
OG0000652	Praf.g_01433	Pray.g_00276
OG0000653	Praf.g_01580	Pray.g_00291
OG0000654	Praf.g_00710	Pray.g_00293
OG0000656	Praf.g_00617	Pray.g_00306
OG0000657	Praf.g_01400	Pray.g_00313
OG0000658	Praf.g_01401	Pray.g_00314
OG0000659	Praf.g_01402	Pray.g_00315
OG0000660	Praf.g_02063	Pray.g_00326
OG0000661	Praf.g_00360	Pray.g_00335
OG0000662	Praf.g_01432	Pray.g_00337
OG0000663	Praf.g_01429	Pray.g_00339
OG0000664	Praf.g_01428	Pray.g_00340
OG0000665	Praf.g_01427	Pray.g_00341
OG0000666	Praf.g_01524	Pray.g_00342
OG0000667	Praf.g_01525	Pray.g_00343
OG0000668	Praf.g_01526	Pray.g_00344
OG0000669	Praf.g_01527	Pray.g_00345
OG0000670	Praf.g_01529	Pray.g_00347
OG0000671	Praf.g_01530	Pray.g_00348
OG0000672	Praf.g_01531	Pray.g_00349
OG0000673	Praf.g_01532	Pray.g_00350
OG0000674	Praf.g_01533	Pray.g_00351
OG0000675	Praf.g_01534	Pray.g_00352
OG0000676	Praf.g_01536	Pray.g_00354
OG0000677	Praf.g_01538	Pray.g_00356
OG0000678	Praf.g_01539	Pray.g_00357
OG0000679	Praf.g_01540	Pray.g_00358
OG0000680	Praf.g_01541	Pray.g_00359
OG0000681	Praf.g_01542	Pray.g_00360
OG0000682	Praf.g_01543	Pray.g_00361
OG0000683	Praf.g_01545	Pray.g_00362
OG0000684	Praf.g_01547	Pray.g_00363
OG0000685	Praf.g_01548	Pray.g_00364
OG0000686	Praf.g_01549	Pray.g_00365
OG0000687	Praf.g_01550	Pray.g_00366
OG0000688	Praf.g_01551	Pray.g_00367
OG0000689	Praf.g_01552	Pray.g_00368
OG0000690	Praf.g_01553	Pray.g_00369
OG0000691	Praf.g_01557	Pray.g_00371
OG0000692	Praf.g_01558	Pray.g_00372
OG0000693	Praf.g_01559	Pray.g_00373
OG0000694	Praf.g_01560	Pray.g_00374
OG0000695	Praf.g_01561	Pray.g_00375
OG0000696	Praf.g_01562	Pray.g_00376
OG0000697	Praf.g_01585	Pray.g_00378
OG0000698	Praf.g_01586	Pray.g_00379
OG0000699	Praf.g_01591	Pray.g_00383
OG0000700	Praf.g_01592	Pray.g_00384
OG0000701	Praf.g_01594	Pray.g_00385
OG0000702	Praf.g_01595	Pray.g_00386
OG0000703	Praf.g_01596	Pray.g_00387
OG0000704	Praf.g_01597	Pray.g_00388
OG0000705	Praf.g_01599	Pray.g_00390
OG0000706	Praf.g_01600	Pray.g_00391
OG0000707	Praf.g_01601	Pray.g_00392
OG0000708	Praf.g_01602	Pray.g_00393
OG0000709	Praf.g_01603	Pray.g_00394
OG0000710	Praf.g_01604	Pray.g_00395
OG0000711	Praf.g_01606	Pray.g_00396
OG0000712	Praf.g_01607	Pray.g_00397
OG0000713	Praf.g_01608	Pray.g_00398
OG0000714	Praf.g_01619	Pray.g_00400
OG0000715	Praf.g_01620	Pray.g_00401
OG0000716	Praf.g_01622	Pray.g_00402
OG0000717	Praf.g_01625	Pray.g_00403
OG0000718	Praf.g_01627	Pray.g_00404
OG0000719	Praf.g_01629	Pray.g_00406
OG0000720	Praf.g_01444	Pray.g_00408
OG0000721	Praf.g_01323	Pray.g_00409
OG0000722	Praf.g_01339	Pray.g_00436
OG0000723	Praf.g_00222	Pray.g_00440
OG0000724	Praf.g_01638	Pray.g_00443
OG0000725	Praf.g_01454	Pray.g_00444
OG0000726	Praf.g_00961	Pray.g_00445
OG0000727	Praf.g_01455	Pray.g_00446
OG0000728	Praf.g_01456	Pray.g_00447
OG0000729	Praf.g_01458	Pray.g_00449
OG0000730	Praf.g_01459	Pray.g_00450
OG0000731	Praf.g_01461	Pray.g_00452
OG0000732	Praf.g_01462	Pray.g_00453
OG0000733	Praf.g_01463	Pray.g_00454
OG0000734	Praf.g_01464	Pray.g_00455
OG0000735	Praf.g_01465	Pray.g_00456
OG0000736	Praf.g_01467	Pray.g_00458
OG0000737	Praf.g_01469	Pray.g_00459
OG0000738	Praf.g_01475	Pray.g_00461
OG0000739	Praf.g_01478	Pray.g_00462
OG0000740	Praf.g_01480	Pray.g_00463
OG0000741	Praf.g_01494	Pray.g_00465
OG0000742	Praf.g_01495	Pray.g_00466
OG0000743	Praf.g_01498	Pray.g_00470
OG0000744	Praf.g_01499	Pray.g_00471
OG0000745	Praf.g_01512	Pray.g_00473
OG0000746	Praf.g_01511	Pray.g_00474
OG0000747	Praf.g_01510	Pray.g_00475
OG0000748	Praf.g_01509	Pray.g_00476
OG0000749	Praf.g_01508	Pray.g_00477
OG0000750	Praf.g_01506	Pray.g_00478
OG0000751	Praf.g_01515	Pray.g_00480
OG0000752	Praf.g_01516	Pray.g_00481
OG0000753	Praf.g_01517	Pray.g_00482
OG0000754	Praf.g_01519	Pray.g_00483
OG0000755	Praf.g_01520	Pray.g_00485
OG0000756	Praf.g_01522	Pray.g_00486
OG0000757	Praf.g_01523	Pray.g_00487
OG0000758	Praf.g_01426	Pray.g_00488
OG0000759	Praf.g_01425	Pray.g_00489
OG0000760	Praf.g_01424	Pray.g_00490
OG0000761	Praf.g_01422	Pray.g_00491
OG0000762	Praf.g_01420	Pray.g_00493
OG0000763	Praf.g_01419	Pray.g_00494
OG0000764	Praf.g_01417	Pray.g_00495
OG0000765	Praf.g_01416	Pray.g_00496
OG0000766	Praf.g_01415	Pray.g_00497
OG0000767	Praf.g_01006	Pray.g_00498
OG0000768	Praf.g_01408	Pray.g_00499
OG0000769	Praf.g_01407	Pray.g_00500
OG0000770	Praf.g_01405	Pray.g_00501
OG0000771	Praf.g_01404	Pray.g_00502
OG0000772	Praf.g_02684	Pray.g_00503
OG0000773	Praf.g_01399	Pray.g_00505
OG0000774	Praf.g_01398	Pray.g_00506
OG0000775	Praf.g_01397	Pray.g_00507
OG0000776	Praf.g_01395	Pray.g_00508
OG0000777	Praf.g_01394	Pray.g_00509
OG0000778	Praf.g_01393	Pray.g_00510
OG0000779	Praf.g_01388	Pray.g_00512
OG0000780	Praf.g_01387	Pray.g_00513
OG0000781	Praf.g_01385	Pray.g_00514
OG0000782	Praf.g_01382	Pray.g_00516
OG0000783	Praf.g_01380	Pray.g_00517
OG0000784	Praf.g_01378	Pray.g_00518
OG0000785	Praf.g_01377	Pray.g_00519
OG0000786	Praf.g_01376	Pray.g_00520
OG0000787	Praf.g_01374	Pray.g_00522
OG0000788	Praf.g_01372	Pray.g_00523
OG0000789	Praf.g_01371	Pray.g_00524
OG0000790	Praf.g_01370	Pray.g_00525
OG0000791	Praf.g_01369	Pray.g_00526
OG0000792	Praf.g_01073	Pray.g_00527
OG0000793	Praf.g_01366	Pray.g_00528
OG0000794	Praf.g_01364	Pray.g_00529
OG0000795	Praf.g_01362	Pray.g_00530
OG0000796	Praf.g_01360	Pray.g_00532
OG0000797	Praf.g_01359	Pray.g_00534
OG0000798	Praf.g_01358	Pray.g_00535
OG0000799	Praf.g_01355	Pray.g_00536
OG0000800	Praf.g_01354	Pray.g_00537
OG0000801	Praf.g_01353	Pray.g_00538
OG0000802	Praf.g_01349	Pray.g_00540
OG0000803	Praf.g_01348	Pray.g_00541
OG0000804	Praf.g_01343	Pray.g_00553
OG0000805	Praf.g_01341	Pray.g_00555
OG0000806	Praf.g_01340	Pray.g_00556
OG0000807	Praf.g_01338	Pray.g_00557
OG0000808	Praf.g_01337	Pray.g_00558
OG0000809	Praf.g_01331	Pray.g_00562
OG0000810	Praf.g_01329	Pray.g_00563
OG0000811	Praf.g_01328	Pray.g_00564
OG0000812	Praf.g_02685	Pray.g_00565
OG0000813	Praf.g_01327	Pray.g_00566
OG0000814	Praf.g_01326	Pray.g_00567
OG0000815	Praf.g_01325	Pray.g_00568
OG0000816	Praf.g_01322	Pray.g_00570
OG0000817	Praf.g_01287	Pray.g_00573
OG0000818	Praf.g_01286	Pray.g_00574
OG0000819	Praf.g_01283	Pray.g_00576
OG0000820	Praf.g_01281	Pray.g_00577
OG0000821	Praf.g_01280	Pray.g_00578
OG0000822	Praf.g_01279	Pray.g_00579
OG0000823	Praf.g_01276	Pray.g_00582
OG0000824	Praf.g_01275	Pray.g_00583
OG0000825	Praf.g_01270	Pray.g_00585
OG0000826	Praf.g_01269	Pray.g_00586
OG0000827	Praf.g_01268	Pray.g_00587
OG0000828	Praf.g_01267	Pray.g_00589
OG0000829	Praf.g_01296	Pray.g_00614
OG0000830	Praf.g_01652	Pray.g_00623
OG0000831	Praf.g_00558	Pray.g_00626
OG0000832	Praf.g_01008	Pray.g_00627
OG0000833	Praf.g_00162	Pray.g_00634
OG0000834	Praf.g_02056	Pray.g_00132
OG0000835	Praf.g_02047	Pray.g_00128
OG0000836	Praf.g_01825	Pray.g_00126
OG0000837	Praf.g_01671	Pray.g_00112
OG0000838	Praf.g_02698	Pray.g_00096
OG0000839	Praf.g_02691	Pray.g_00095
OG0000840	Praf.g_00359	Pray.g_00090
OG0000841	Praf.g_01832	Pray.g_00083
OG0000842	Praf.g_00233	Pray.g_00079
OG0000843	Praf.g_00822	Pray.g_00077
OG0000844	Praf.g_00823	Pray.g_00076
OG0000845	Praf.g_00824	Pray.g_00075
OG0000846	Praf.g_00825	Pray.g_00074
OG0000847	Praf.g_00826	Pray.g_00073
OG0000848	Praf.g_00827	Pray.g_00072
OG0000849	Praf.g_00830	Pray.g_00071
OG0000850	Praf.g_00832	Pray.g_00070
OG0000851	Praf.g_00836	Pray.g_00068
OG0000852	Praf.g_00853	Pray.g_00065
OG0000853	Praf.g_00855	Pray.g_00063
OG0000854	Praf.g_00856	Pray.g_00062
OG0000855	Praf.g_00858	Pray.g_00060
OG0000856	Praf.g_00859	Pray.g_00059
OG0000857	Praf.g_00860	Pray.g_00058
OG0000858	Praf.g_00870	Pray.g_00056
OG0000859	Praf.g_00872	Pray.g_00055
OG0000860	Praf.g_00873	Pray.g_00054
OG0000861	Praf.g_00874	Pray.g_00053
OG0000862	Praf.g_00875	Pray.g_00052
OG0000863	Praf.g_00879	Pray.g_00051
OG0000864	Praf.g_00880	Pray.g_00050
OG0000865	Praf.g_00881	Pray.g_00049
OG0000866	Praf.g_00882	Pray.g_00048
OG0000867	Praf.g_00885	Pray.g_00045
OG0000868	Praf.g_00886	Pray.g_00043
OG0000869	Praf.g_00914	Pray.g_00042
OG0000870	Praf.g_00917	Pray.g_00041
OG0000871	Praf.g_00918	Pray.g_00040
OG0000872	Praf.g_00921	Pray.g_00039
OG0000873	Praf.g_00922	Pray.g_00038
OG0000874	Praf.g_00923	Pray.g_00037
OG0000875	Praf.g_00925	Pray.g_00036
OG0000876	Praf.g_00927	Pray.g_00034
OG0000877	Praf.g_00928	Pray.g_00033
OG0000878	Praf.g_00929	Pray.g_00032
OG0000879	Praf.g_00930	Pray.g_00031
OG0000880	Praf.g_00931	Pray.g_00030
OG0000881	Praf.g_00932	Pray.g_00029
OG0000882	Praf.g_00933	Pray.g_00028
OG0000883	Praf.g_00913	Pray.g_00027
OG0000884	Praf.g_00912	Pray.g_00026
OG0000885	Praf.g_00911	Pray.g_00025
OG0000886	Praf.g_00910	Pray.g_00024
OG0000887	Praf.g_00908	Pray.g_00023
OG0000888	Praf.g_00905	Pray.g_00022
OG0000889	Praf.g_00904	Pray.g_00021
OG0000890	Praf.g_00902	Pray.g_00020
OG0000891	Praf.g_00901	Pray.g_00019
OG0000892	Praf.g_00899	Pray.g_00018
OG0000893	Praf.g_00898	Pray.g_00017
OG0000894	Praf.g_00895	Pray.g_00015
OG0000895	Praf.g_00894	Pray.g_00014
OG0000896	Praf.g_00892	Pray.g_00012
OG0000897	Praf.g_00891	Pray.g_00011
OG0000898	Praf.g_00888	Pray.g_00010
OG0000899	Praf.g_00887	Pray.g_00009
OG0000900	Praf.g_00937	Pray.g_00007
OG0000901	Praf.g_00548	Pray.g_01895
OG0000902	Praf.g_00810	Pray.g_01881
OG0000903	Praf.g_00809	Pray.g_01880
OG0000904	Praf.g_00808	Pray.g_01879
OG0000905	Praf.g_00806	Pray.g_01878
OG0000906	Praf.g_00804	Pray.g_01877
OG0000907	Praf.g_00802	Pray.g_01875
OG0000908	Praf.g_00801	Pray.g_01874
OG0000909	Praf.g_00800	Pray.g_01873
OG0000910	Praf.g_00799	Pray.g_01872
OG0000911	Praf.g_00798	Pray.g_01871
OG0000912	Praf.g_00794	Pray.g_01868
OG0000913	Praf.g_00791	Pray.g_01867
OG0000914	Praf.g_00790	Pray.g_01866
OG0000915	Praf.g_00787	Pray.g_01864
OG0000916	Praf.g_00786	Pray.g_01863
OG0000917	Praf.g_00785	Pray.g_01862
OG0000918	Praf.g_00784	Pray.g_01861
OG0000919	Praf.g_00783	Pray.g_01860
OG0000920	Praf.g_00782	Pray.g_01859
OG0000921	Praf.g_00777	Pray.g_01857
OG0000922	Praf.g_00776	Pray.g_01856
OG0000923	Praf.g_01886	Pray.g_01847
OG0000924	Praf.g_01893	Pray.g_01846
OG0000925	Praf.g_01897	Pray.g_01843
OG0000926	Praf.g_01996	Pray.g_01842
OG0000927	Praf.g_01623	Pray.g_01841
OG0000928	Praf.g_01001	Pray.g_01839
OG0000929	Praf.g_01271	Pray.g_01837
OG0000930	Praf.g_01294	Pray.g_01835
OG0000931	Praf.g_01635	Pray.g_01834
OG0000932	Praf.g_00494	Pray.g_01831
OG0000933	Praf.g_00582	Pray.g_01827
OG0000934	Praf.g_00581	Pray.g_01826
OG0000935	Praf.g_00580	Pray.g_01825
OG0000936	Praf.g_00579	Pray.g_01824
OG0000937	Praf.g_00578	Pray.g_01823
OG0000938	Praf.g_00577	Pray.g_01822
OG0000939	Praf.g_00576	Pray.g_01821
OG0000940	Praf.g_00575	Pray.g_01820
OG0000941	Praf.g_00573	Pray.g_01819
OG0000942	Praf.g_00572	Pray.g_01818
OG0000943	Praf.g_00571	Pray.g_01817
OG0000944	Praf.g_00570	Pray.g_01816
OG0000945	Praf.g_00569	Pray.g_01815
OG0000946	Praf.g_00568	Pray.g_01814
OG0000947	Praf.g_00567	Pray.g_01813
OG0000948	Praf.g_00566	Pray.g_01812
OG0000949	Praf.g_00565	Pray.g_01811
OG0000950	Praf.g_02394	Pray.g_01787
OG0000951	Praf.g_01765	Pray.g_01740
OG0000952	Praf.g_01766	Pray.g_01739
OG0000953	Praf.g_01767	Pray.g_01738
OG0000954	Praf.g_01772	Pray.g_01737
OG0000955	Praf.g_01773	Pray.g_01736
OG0000956	Praf.g_01779	Pray.g_01734
OG0000957	Praf.g_01781	Pray.g_01733
OG0000958	Praf.g_01782	Pray.g_01732
OG0000959	Praf.g_01783	Pray.g_01731
OG0000960	Praf.g_01784	Pray.g_01730
OG0000961	Praf.g_01785	Pray.g_01729
OG0000962	Praf.g_01787	Pray.g_01728
OG0000963	Praf.g_01788	Pray.g_01727
OG0000964	Praf.g_01790	Pray.g_01726
OG0000965	Praf.g_01792	Pray.g_01724
OG0000966	Praf.g_01793	Pray.g_01723
OG0000967	Praf.g_01796	Pray.g_01720
OG0000968	Praf.g_01801	Pray.g_01719
OG0000969	Praf.g_01802	Pray.g_01718
OG0000970	Praf.g_01803	Pray.g_01717
OG0000971	Praf.g_01804	Pray.g_01716
OG0000972	Praf.g_01805	Pray.g_01715
OG0000973	Praf.g_01807	Pray.g_01713
OG0000974	Praf.g_01808	Pray.g_01712
OG0000975	Praf.g_01809	Pray.g_01711
OG0000976	Praf.g_01810	Pray.g_01710
OG0000977	Praf.g_01817	Pray.g_01709
OG0000978	Praf.g_01818	Pray.g_01708
OG0000979	Praf.g_01819	Pray.g_01707
OG0000980	Praf.g_01820	Pray.g_01706
OG0000981	Praf.g_01822	Pray.g_01705
OG0000982	Praf.g_01823	Pray.g_01704
OG0000983	Praf.g_01824	Pray.g_01703
OG0000984	Praf.g_01831	Pray.g_01699
OG0000985	Praf.g_01833	Pray.g_01698
OG0000986	Praf.g_01834	Pray.g_01697
OG0000987	Praf.g_01837	Pray.g_01695
OG0000988	Praf.g_01838	Pray.g_01694
OG0000989	Praf.g_01839	Pray.g_01693
OG0000990	Praf.g_01840	Pray.g_01692
OG0000991	Praf.g_01841	Pray.g_01691
OG0000992	Praf.g_01842	Pray.g_01690
OG0000993	Praf.g_01843	Pray.g_01689
OG0000994	Praf.g_01844	Pray.g_01688
OG0000995	Praf.g_01845	Pray.g_01687
OG0000996	Praf.g_01846	Pray.g_01686
OG0000997	Praf.g_01849	Pray.g_01684
OG0000998	Praf.g_00956	Pray.g_01681
OG0000999	Praf.g_00554	Pray.g_01679
OG0001000	Praf.g_00542	Pray.g_01678
OG0001001	Praf.g_00540	Pray.g_01677
OG0001002	Praf.g_00538	Pray.g_01675
OG0001003	Praf.g_00537	Pray.g_01674
OG0001004	Praf.g_01653	Pray.g_01673
OG0001005	Praf.g_00536	Pray.g_01672
OG0001006	Praf.g_00534	Pray.g_01670
OG0001007	Praf.g_00533	Pray.g_01669
OG0001008	Praf.g_00532	Pray.g_01668
OG0001009	Praf.g_00530	Pray.g_01667
OG0001010	Praf.g_00529	Pray.g_01666
OG0001011	Praf.g_00526	Pray.g_01665
OG0001012	Praf.g_00525	Pray.g_01664
OG0001013	Praf.g_00524	Pray.g_01663
OG0001014	Praf.g_00523	Pray.g_01662
OG0001015	Praf.g_00522	Pray.g_01661
OG0001016	Praf.g_00521	Pray.g_01660
OG0001017	Praf.g_00520	Pray.g_01659
OG0001018	Praf.g_00518	Pray.g_01658
OG0001019	Praf.g_00517	Pray.g_01657
OG0001020	Praf.g_00516	Pray.g_01656
OG0001021	Praf.g_00515	Pray.g_01655
OG0001022	Praf.g_00513	Pray.g_01654
OG0001023	Praf.g_00512	Pray.g_01653
OG0001024	Praf.g_00511	Pray.g_01651
OG0001025	Praf.g_00508	Pray.g_01650
OG0001026	Praf.g_00507	Pray.g_01649
OG0001027	Praf.g_00370	Pray.g_01648
OG0001028	Praf.g_00504	Pray.g_01647
OG0001029	Praf.g_00503	Pray.g_01646
OG0001030	Praf.g_00500	Pray.g_01643
OG0001031	Praf.g_00499	Pray.g_01642
OG0001032	Praf.g_01650	Pray.g_01634
OG0001033	Praf.g_01677	Pray.g_01627
OG0001034	Praf.g_01546	Pray.g_01600
OG0001035	Praf.g_00490	Pray.g_01565
OG0001036	Praf.g_00489	Pray.g_01564
OG0001037	Praf.g_00479	Pray.g_01558
OG0001038	Praf.g_00478	Pray.g_01557
OG0001039	Praf.g_00477	Pray.g_01556
OG0001040	Praf.g_00475	Pray.g_01555
OG0001041	Praf.g_00472	Pray.g_01553
OG0001042	Praf.g_00471	Pray.g_01552
OG0001043	Praf.g_00470	Pray.g_01551
OG0001044	Praf.g_00469	Pray.g_01550
OG0001045	Praf.g_00468	Pray.g_01549
OG0001046	Praf.g_00466	Pray.g_01548
OG0001047	Praf.g_00465	Pray.g_01547
OG0001048	Praf.g_00464	Pray.g_01545
OG0001049	Praf.g_00463	Pray.g_01544
OG0001050	Praf.g_00462	Pray.g_01543
OG0001051	Praf.g_00461	Pray.g_01542
OG0001052	Praf.g_00460	Pray.g_01541
OG0001053	Praf.g_00459	Pray.g_01540
OG0001054	Praf.g_00458	Pray.g_01539
OG0001055	Praf.g_00457	Pray.g_01538
OG0001056	Praf.g_00455	Pray.g_01537
OG0001057	Praf.g_00453	Pray.g_01535
OG0001058	Praf.g_00452	Pray.g_01534
OG0001059	Praf.g_00450	Pray.g_01533
OG0001060	Praf.g_00449	Pray.g_01532
OG0001061	Praf.g_00448	Pray.g_01531
OG0001062	Praf.g_00447	Pray.g_01530
OG0001063	Praf.g_00446	Pray.g_01529
OG0001064	Praf.g_00444	Pray.g_01528
OG0001065	Praf.g_00443	Pray.g_01527
OG0001066	Praf.g_00442	Pray.g_01526
OG0001067	Praf.g_00441	Pray.g_01525
OG0001068	Praf.g_00440	Pray.g_01524
OG0001069	Praf.g_00435	Pray.g_01521
OG0001070	Praf.g_00433	Pray.g_01519
OG0001071	Praf.g_00432	Pray.g_01518
OG0001072	Praf.g_00431	Pray.g_01517
OG0001073	Praf.g_00430	Pray.g_01516
OG0001074	Praf.g_00429	Pray.g_01515
OG0001075	Praf.g_00427	Pray.g_01513
OG0001076	Praf.g_00425	Pray.g_01512
OG0001077	Praf.g_00424	Pray.g_01511
OG0001078	Praf.g_00423	Pray.g_01510
OG0001079	Praf.g_00422	Pray.g_01509
OG0001080	Praf.g_00421	Pray.g_01508
OG0001081	Praf.g_00420	Pray.g_01507
OG0001082	Praf.g_00419	Pray.g_01506
OG0001083	Praf.g_00418	Pray.g_01505
OG0001084	Praf.g_00405	Pray.g_01504
OG0001085	Praf.g_00404	Pray.g_01503
OG0001086	Praf.g_02202	Pray.g_01234
OG0001087	Praf.g_02200	Pray.g_01235
OG0001088	Praf.g_02199	Pray.g_01236
OG0001089	Praf.g_02196	Pray.g_01238
OG0001090	Praf.g_02195	Pray.g_01239
OG0001091	Praf.g_02194	Pray.g_01240
OG0001092	Praf.g_02193	Pray.g_01241
OG0001093	Praf.g_02192	Pray.g_01242
OG0001094	Praf.g_02191	Pray.g_01243
OG0001095	Praf.g_02190	Pray.g_01244
OG0001096	Praf.g_02189	Pray.g_01245
OG0001097	Praf.g_02188	Pray.g_01246
OG0001098	Praf.g_02187	Pray.g_01247
OG0001099	Praf.g_02185	Pray.g_01248
OG0001100	Praf.g_02184	Pray.g_01249
OG0001101	Praf.g_02183	Pray.g_01250
OG0001102	Praf.g_02170	Pray.g_01253
OG0001103	Praf.g_02171	Pray.g_01254
OG0001104	Praf.g_02175	Pray.g_01255
OG0001105	Praf.g_02173	Pray.g_01257
OG0001106	Praf.g_02176	Pray.g_01259
OG0001107	Praf.g_02177	Pray.g_01260
OG0001108	Praf.g_02179	Pray.g_01261
OG0001109	Praf.g_02163	Pray.g_01264
OG0001110	Praf.g_02161	Pray.g_01266
OG0001111	Praf.g_02160	Pray.g_01267
OG0001112	Praf.g_02159	Pray.g_01268
OG0001113	Praf.g_02158	Pray.g_01269
OG0001114	Praf.g_02157	Pray.g_01270
OG0001115	Praf.g_02156	Pray.g_01271
OG0001116	Praf.g_02155	Pray.g_01272
OG0001117	Praf.g_02154	Pray.g_01273
OG0001118	Praf.g_02153	Pray.g_01274
OG0001119	Praf.g_02152	Pray.g_01275
OG0001120	Praf.g_02151	Pray.g_01276
OG0001121	Praf.g_02150	Pray.g_01277
OG0001122	Praf.g_02149	Pray.g_01278
OG0001123	Praf.g_02148	Pray.g_01279
OG0001124	Praf.g_02147	Pray.g_01280
OG0001125	Praf.g_02146	Pray.g_01281
OG0001126	Praf.g_02145	Pray.g_01282
OG0001127	Praf.g_02144	Pray.g_01283
OG0001128	Praf.g_02143	Pray.g_01284
OG0001129	Praf.g_02142	Pray.g_01285
OG0001130	Praf.g_02141	Pray.g_01286
OG0001131	Praf.g_02140	Pray.g_01287
OG0001132	Praf.g_02139	Pray.g_01288
OG0001133	Praf.g_02138	Pray.g_01289
OG0001134	Praf.g_02137	Pray.g_01290
OG0001135	Praf.g_02136	Pray.g_01291
OG0001136	Praf.g_02135	Pray.g_01292
OG0001137	Praf.g_02134	Pray.g_01293
OG0001138	Praf.g_02133	Pray.g_01294
OG0001139	Praf.g_02132	Pray.g_01295
OG0001140	Praf.g_02131	Pray.g_01296
OG0001141	Praf.g_02128	Pray.g_01298
OG0001142	Praf.g_02127	Pray.g_01299
OG0001143	Praf.g_02126	Pray.g_01300
OG0001144	Praf.g_02124	Pray.g_01302
OG0001145	Praf.g_02122	Pray.g_01304
OG0001146	Praf.g_02121	Pray.g_01305
OG0001147	Praf.g_02118	Pray.g_01307
OG0001148	Praf.g_02117	Pray.g_01308
OG0001149	Praf.g_02112	Pray.g_01309
OG0001150	Praf.g_02109	Pray.g_01312
OG0001151	Praf.g_02108	Pray.g_01313
OG0001152	Praf.g_02107	Pray.g_01314
OG0001153	Praf.g_02106	Pray.g_01315
OG0001154	Praf.g_02105	Pray.g_01316
OG0001155	Praf.g_02104	Pray.g_01317
OG0001156	Praf.g_02103	Pray.g_01318
OG0001157	Praf.g_02101	Pray.g_01320
OG0001158	Praf.g_02099	Pray.g_01321
OG0001159	Praf.g_02097	Pray.g_01322
OG0001160	Praf.g_02096	Pray.g_01323
OG0001161	Praf.g_02082	Pray.g_01327
OG0001162	Praf.g_02081	Pray.g_01328
OG0001163	Praf.g_02079	Pray.g_01329
OG0001164	Praf.g_02078	Pray.g_01330
OG0001165	Praf.g_02077	Pray.g_01331
OG0001166	Praf.g_02076	Pray.g_01332
OG0001167	Praf.g_02075	Pray.g_01333
OG0001168	Praf.g_02372	Pray.g_01335
