Orthogroup	Praf	Prbc
OG0000551	Praf.g_00755	Prbc.g_01677
OG0000552	Praf.g_00756	Prbc.g_01678
OG0000553	Praf.g_00757	Prbc.g_01679
OG0000554	Praf.g_00758	Prbc.g_01680
OG0000555	Praf.g_00761	Prbc.g_01682
OG0000556	Praf.g_00763	Prbc.g_01683
OG0000557	Praf.g_00764	Prbc.g_01684
OG0000558	Praf.g_00765	Prbc.g_01685
OG0000559	Praf.g_00766	Prbc.g_01686
OG0000560	Praf.g_00767	Prbc.g_01687
OG0000561	Praf.g_00768	Prbc.g_01688
OG0000562	Praf.g_00769	Prbc.g_01689
OG0000563	Praf.g_00771	Prbc.g_01690
OG0000564	Praf.g_00773	Prbc.g_01691
OG0000565	Praf.g_01659	Prbc.g_01692
OG0000566	Praf.g_01661	Prbc.g_01693
OG0000567	Praf.g_01662	Prbc.g_01694
OG0000568	Praf.g_01663	Prbc.g_01695
OG0000569	Praf.g_01666	Prbc.g_01698
OG0000570	Praf.g_01667	Prbc.g_01699
OG0000571	Praf.g_01669	Prbc.g_01700
OG0000572	Praf.g_01674	Prbc.g_01702
OG0000573	Praf.g_01675	Prbc.g_01703
OG0000574	Praf.g_01676	Prbc.g_01704
OG0000575	Praf.g_01680	Prbc.g_01705
OG0000576	Praf.g_01684	Prbc.g_01706
OG0000577	Praf.g_01685	Prbc.g_01707
OG0000578	Praf.g_01687	Prbc.g_01708
OG0000579	Praf.g_01688	Prbc.g_01709
OG0000580	Praf.g_01689	Prbc.g_01710
OG0000581	Praf.g_01690	Prbc.g_01711
OG0000582	Praf.g_01692	Prbc.g_01712
OG0000583	Praf.g_01693	Prbc.g_01713
OG0000584	Praf.g_01695	Prbc.g_01715
OG0000585	Praf.g_01696	Prbc.g_01716
OG0000586	Praf.g_01698	Prbc.g_01717
OG0000587	Praf.g_01699	Prbc.g_01718
OG0000588	Praf.g_01700	Prbc.g_01719
OG0000589	Praf.g_01708	Prbc.g_01720
OG0000590	Praf.g_01709	Prbc.g_01721
OG0000591	Praf.g_01710	Prbc.g_01722
OG0000592	Praf.g_01711	Prbc.g_01723
OG0000593	Praf.g_01713	Prbc.g_01724
OG0000594	Praf.g_01716	Prbc.g_01725
OG0000595	Praf.g_01717	Prbc.g_01726
OG0000596	Praf.g_01718	Prbc.g_01727
OG0000597	Praf.g_01727	Prbc.g_01731
OG0000598	Praf.g_01728	Prbc.g_01732
OG0000599	Praf.g_01729	Prbc.g_01733
OG0000600	Praf.g_01730	Prbc.g_01734
OG0000601	Praf.g_01731	Prbc.g_01735
OG0000602	Praf.g_01733	Prbc.g_01736
OG0000603	Praf.g_01736	Prbc.g_01737
OG0000604	Praf.g_01737	Prbc.g_01738
OG0000605	Praf.g_01738	Prbc.g_01739
OG0000606	Praf.g_01739	Prbc.g_01740
OG0000607	Praf.g_01741	Prbc.g_01742
OG0000608	Praf.g_01742	Prbc.g_01743
OG0000609	Praf.g_01744	Prbc.g_01745
OG0000610	Praf.g_01745	Prbc.g_01746
OG0000611	Praf.g_01749	Prbc.g_01749
OG0000612	Praf.g_01751	Prbc.g_01750
OG0000613	Praf.g_02344	Prbc.g_01752
OG0000614	Praf.g_00371	Prbc.g_01760
OG0000615	Praf.g_01127	Prbc.g_01761
OG0000616	Praf.g_02570	Prbc.g_01762
OG0000617	Praf.g_01572	Prbc.g_01765
OG0000618	Praf.g_02180	Prbc.g_01766
OG0000619	Praf.g_01210	Prbc.g_01767
OG0000620	Praf.g_01230	Prbc.g_01769
OG0000621	Praf.g_01225	Prbc.g_01770
OG0000622	Praf.g_01221	Prbc.g_01771
OG0000623	Praf.g_01220	Prbc.g_01772
OG0000624	Praf.g_01207	Prbc.g_01775
OG0000625	Praf.g_01206	Prbc.g_01776
OG0000626	Praf.g_01205	Prbc.g_01777
OG0000627	Praf.g_01121	Prbc.g_01381
OG0000628	Praf.g_01122	Prbc.g_01778
OG0000629	Praf.g_01124	Prbc.g_01779
OG0000630	Praf.g_01126	Prbc.g_01781
OG0000631	Praf.g_01489	Prbc.g_01782
OG0000632	Praf.g_02767	Prbc.g_01055
OG0000633	Praf.g_00817	Prbc.g_01290
OG0000634	Praf.g_01303	Prbc.g_01788
OG0000635	Praf.g_01305	Prbc.g_01790
OG0000636	Praf.g_01307	Prbc.g_01791
OG0000637	Praf.g_01308	Prbc.g_01793
OG0000638	Praf.g_01309	Prbc.g_01794
OG0000639	Praf.g_01310	Prbc.g_01795
OG0000640	Praf.g_01311	Prbc.g_01796
OG0000641	Praf.g_01313	Prbc.g_01797
OG0000642	Praf.g_01314	Prbc.g_01798
OG0000643	Praf.g_01315	Prbc.g_01799
OG0000644	Praf.g_01317	Prbc.g_01801
OG0000645	Praf.g_01318	Prbc.g_01803
OG0000646	Praf.g_01319	Prbc.g_01804
OG0000647	Praf.g_01320	Prbc.g_01805
OG0000648	Praf.g_01441	Prbc.g_01807
OG0000649	Praf.g_01440	Prbc.g_01808
OG0000650	Praf.g_01437	Prbc.g_01809
OG0000651	Praf.g_01436	Prbc.g_01810
OG0000652	Praf.g_01433	Prbc.g_01812
OG0000653	Praf.g_01580	Prbc.g_00539
OG0000654	Praf.g_00710	Prbc.g_00521
OG0000656	Praf.g_00617	Prbc.g_02142
OG0000657	Praf.g_01400	Prbc.g_02028
OG0000658	Praf.g_01401	Prbc.g_02027
OG0000659	Praf.g_01402	Prbc.g_02026
OG0000660	Praf.g_02063	Prbc.g_01230
OG0000661	Praf.g_00360	Prbc.g_02003
OG0000662	Praf.g_01432	Prbc.g_02005
OG0000663	Praf.g_01429	Prbc.g_02007
OG0000664	Praf.g_01428	Prbc.g_02008
OG0000665	Praf.g_01427	Prbc.g_02009
OG0000666	Praf.g_01524	Prbc.g_01852
OG0000667	Praf.g_01525	Prbc.g_01853
OG0000668	Praf.g_01526	Prbc.g_01854
OG0000669	Praf.g_01527	Prbc.g_01855
OG0000670	Praf.g_01529	Prbc.g_01857
OG0000671	Praf.g_01530	Prbc.g_01858
OG0000672	Praf.g_01531	Prbc.g_01859
OG0000673	Praf.g_01532	Prbc.g_01860
OG0000674	Praf.g_01533	Prbc.g_01861
OG0000675	Praf.g_01534	Prbc.g_01862
OG0000676	Praf.g_01536	Prbc.g_01864
OG0000677	Praf.g_01538	Prbc.g_01866
OG0000678	Praf.g_01539	Prbc.g_01867
OG0000679	Praf.g_01540	Prbc.g_01868
OG0000680	Praf.g_01541	Prbc.g_01869
OG0000681	Praf.g_01542	Prbc.g_01870
OG0000682	Praf.g_01543	Prbc.g_01871
OG0000683	Praf.g_01545	Prbc.g_01873
OG0000684	Praf.g_01547	Prbc.g_01875
OG0000685	Praf.g_01548	Prbc.g_01876
OG0000686	Praf.g_01549	Prbc.g_01877
OG0000687	Praf.g_01550	Prbc.g_01878
OG0000688	Praf.g_01551	Prbc.g_01879
OG0000689	Praf.g_01552	Prbc.g_01880
OG0000690	Praf.g_01553	Prbc.g_01881
OG0000691	Praf.g_01557	Prbc.g_01883
OG0000692	Praf.g_01558	Prbc.g_01884
OG0000693	Praf.g_01559	Prbc.g_01885
OG0000694	Praf.g_01560	Prbc.g_01886
OG0000695	Praf.g_01561	Prbc.g_01887
OG0000696	Praf.g_01562	Prbc.g_01888
OG0000697	Praf.g_01585	Prbc.g_01890
OG0000698	Praf.g_01586	Prbc.g_01891
OG0000699	Praf.g_01591	Prbc.g_01894
OG0000700	Praf.g_01592	Prbc.g_01895
OG0000701	Praf.g_01594	Prbc.g_01897
OG0000702	Praf.g_01595	Prbc.g_01898
OG0000703	Praf.g_01596	Prbc.g_01899
OG0000704	Praf.g_01597	Prbc.g_01900
OG0000705	Praf.g_01599	Prbc.g_01903
OG0000706	Praf.g_01600	Prbc.g_01904
OG0000707	Praf.g_01601	Prbc.g_01905
OG0000708	Praf.g_01602	Prbc.g_01906
OG0000709	Praf.g_01603	Prbc.g_01907
OG0000710	Praf.g_01604	Prbc.g_01908
OG0000711	Praf.g_01606	Prbc.g_01909
OG0000712	Praf.g_01607	Prbc.g_01910
OG0000713	Praf.g_01608	Prbc.g_01911
OG0000714	Praf.g_01619	Prbc.g_01913
OG0000715	Praf.g_01620	Prbc.g_01914
OG0000716	Praf.g_01622	Prbc.g_01915
OG0000717	Praf.g_01625	Prbc.g_01916
OG0000718	Praf.g_01627	Prbc.g_01917
OG0000719	Praf.g_01629	Prbc.g_01919
OG0000720	Praf.g_01444	Prbc.g_01923
OG0000721	Praf.g_01323	Prbc.g_01924
OG0000722	Praf.g_01339	Prbc.g_01959
OG0000723	Praf.g_00222	Prbc.g_01962
OG0000724	Praf.g_01638	Prbc.g_01967
OG0000725	Praf.g_01454	Prbc.g_01969
OG0000726	Praf.g_00961	Prbc.g_01970
OG0000727	Praf.g_01455	Prbc.g_01971
OG0000728	Praf.g_01456	Prbc.g_01972
OG0000729	Praf.g_01458	Prbc.g_01974
OG0000730	Praf.g_01459	Prbc.g_01975
OG0000731	Praf.g_01461	Prbc.g_01977
OG0000732	Praf.g_01462	Prbc.g_01978
OG0000733	Praf.g_01463	Prbc.g_01979
OG0000734	Praf.g_01464	Prbc.g_01980
OG0000735	Praf.g_01465	Prbc.g_01981
OG0000736	Praf.g_01467	Prbc.g_01983
OG0000737	Praf.g_01469	Prbc.g_01984
OG0000738	Praf.g_01475	Prbc.g_01987
OG0000739	Praf.g_01478	Prbc.g_01988
OG0000740	Praf.g_01480	Prbc.g_01989
OG0000741	Praf.g_01494	Prbc.g_01991
OG0000742	Praf.g_01495	Prbc.g_01992
OG0000743	Praf.g_01498	Prbc.g_01996
OG0000744	Praf.g_01499	Prbc.g_01997
OG0000745	Praf.g_01512	Prbc.g_01837
OG0000746	Praf.g_01511	Prbc.g_01838
OG0000747	Praf.g_01510	Prbc.g_01839
OG0000748	Praf.g_01509	Prbc.g_01840
OG0000749	Praf.g_01508	Prbc.g_01841
OG0000750	Praf.g_01506	Prbc.g_01842
OG0000751	Praf.g_01515	Prbc.g_01844
OG0000752	Praf.g_01516	Prbc.g_01845
OG0000753	Praf.g_01517	Prbc.g_01846
OG0000754	Praf.g_01519	Prbc.g_01847
OG0000755	Praf.g_01520	Prbc.g_01849
OG0000756	Praf.g_01522	Prbc.g_01850
OG0000757	Praf.g_01523	Prbc.g_01851
OG0000758	Praf.g_01426	Prbc.g_02010
OG0000759	Praf.g_01425	Prbc.g_02011
OG0000760	Praf.g_01424	Prbc.g_02012
OG0000761	Praf.g_01422	Prbc.g_02013
OG0000762	Praf.g_01420	Prbc.g_02015
OG0000763	Praf.g_01419	Prbc.g_02016
OG0000764	Praf.g_01417	Prbc.g_02017
OG0000765	Praf.g_01416	Prbc.g_02018
OG0000766	Praf.g_01415	Prbc.g_02019
OG0000767	Praf.g_01006	Prbc.g_02020
OG0000768	Praf.g_01408	Prbc.g_02021
OG0000769	Praf.g_01407	Prbc.g_02022
OG0000770	Praf.g_01405	Prbc.g_02023
OG0000771	Praf.g_01404	Prbc.g_02024
OG0000772	Praf.g_02684	Prbc.g_01936
OG0000773	Praf.g_01399	Prbc.g_02029
OG0000774	Praf.g_01398	Prbc.g_02030
OG0000775	Praf.g_01397	Prbc.g_02031
OG0000776	Praf.g_01395	Prbc.g_02033
OG0000777	Praf.g_01394	Prbc.g_02034
OG0000778	Praf.g_01393	Prbc.g_02035
OG0000779	Praf.g_01388	Prbc.g_02037
OG0000780	Praf.g_01387	Prbc.g_02038
OG0000781	Praf.g_01385	Prbc.g_02039
OG0000782	Praf.g_01382	Prbc.g_02041
OG0000783	Praf.g_01380	Prbc.g_02042
OG0000784	Praf.g_01378	Prbc.g_02043
OG0000785	Praf.g_01377	Prbc.g_02044
OG0000786	Praf.g_01376	Prbc.g_02045
OG0000787	Praf.g_01374	Prbc.g_02047
OG0000788	Praf.g_01372	Prbc.g_02048
OG0000789	Praf.g_01371	Prbc.g_02049
OG0000790	Praf.g_01370	Prbc.g_02050
OG0000791	Praf.g_01369	Prbc.g_02051
OG0000792	Praf.g_01073	Prbc.g_02190
OG0000793	Praf.g_01366	Prbc.g_02052
OG0000794	Praf.g_01364	Prbc.g_02053
OG0000795	Praf.g_01362	Prbc.g_02054
OG0000796	Praf.g_01360	Prbc.g_02055
OG0000797	Praf.g_01359	Prbc.g_02057
OG0000798	Praf.g_01358	Prbc.g_02058
OG0000799	Praf.g_01355	Prbc.g_02059
OG0000800	Praf.g_01354	Prbc.g_02060
OG0000801	Praf.g_01353	Prbc.g_02061
OG0000802	Praf.g_01349	Prbc.g_02062
OG0000803	Praf.g_01348	Prbc.g_02063
OG0000804	Praf.g_01343	Prbc.g_02079
OG0000805	Praf.g_01341	Prbc.g_02080
OG0000806	Praf.g_01340	Prbc.g_02081
OG0000807	Praf.g_01338	Prbc.g_02082
OG0000808	Praf.g_01337	Prbc.g_02083
OG0000809	Praf.g_01331	Prbc.g_02088
OG0000810	Praf.g_01329	Prbc.g_02090
OG0000811	Praf.g_01328	Prbc.g_02091
OG0000812	Praf.g_02685	Prbc.g_01935
OG0000813	Praf.g_01327	Prbc.g_02092
OG0000814	Praf.g_01326	Prbc.g_02093
OG0000815	Praf.g_01325	Prbc.g_02094
OG0000816	Praf.g_01322	Prbc.g_02097
OG0000817	Praf.g_01287	Prbc.g_02101
OG0000818	Praf.g_01286	Prbc.g_02102
OG0000819	Praf.g_01283	Prbc.g_02105
OG0000820	Praf.g_01281	Prbc.g_02106
OG0000821	Praf.g_01280	Prbc.g_02107
OG0000822	Praf.g_01279	Prbc.g_02108
OG0000823	Praf.g_01276	Prbc.g_02111
OG0000824	Praf.g_01275	Prbc.g_02112
OG0000825	Praf.g_01270	Prbc.g_01934
OG0000826	Praf.g_01269	Prbc.g_01933
OG0000827	Praf.g_01268	Prbc.g_01932
OG0000828	Praf.g_01267	Prbc.g_01930
OG0000829	Praf.g_01296	Prbc.g_01941
OG0000830	Praf.g_01652	Prbc.g_02152
OG0000831	Praf.g_00558	Prbc.g_02133
OG0000832	Praf.g_01008	Prbc.g_00804
OG0000833	Praf.g_00162	Prbc.g_00201
OG0000834	Praf.g_02056	Prbc.g_01244
OG0000835	Praf.g_02047	Prbc.g_01252
OG0000836	Praf.g_01825	Prbc.g_00801
OG0000837	Praf.g_01671	Prbc.g_02128
OG0000838	Praf.g_02698	Prbc.g_00897
OG0000839	Praf.g_02691	Prbc.g_00898
OG0000840	Praf.g_00359	Prbc.g_02170
OG0000841	Praf.g_01832	Prbc.g_01468
OG0000842	Praf.g_00233	Prbc.g_01462
OG0000843	Praf.g_00822	Prbc.g_01460
OG0000844	Praf.g_00823	Prbc.g_01459
OG0000845	Praf.g_00824	Prbc.g_01458
OG0000846	Praf.g_00825	Prbc.g_01457
OG0000847	Praf.g_00826	Prbc.g_01456
OG0000848	Praf.g_00827	Prbc.g_01455
OG0000849	Praf.g_00830	Prbc.g_01454
OG0000850	Praf.g_00832	Prbc.g_01453
OG0000851	Praf.g_00836	Prbc.g_01450
OG0000852	Praf.g_00853	Prbc.g_01447
OG0000853	Praf.g_00855	Prbc.g_01445
OG0000854	Praf.g_00856	Prbc.g_01444
OG0000855	Praf.g_00858	Prbc.g_01442
OG0000856	Praf.g_00859	Prbc.g_01441
OG0000857	Praf.g_00860	Prbc.g_01440
OG0000858	Praf.g_00870	Prbc.g_01437
OG0000859	Praf.g_00872	Prbc.g_01436
OG0000860	Praf.g_00873	Prbc.g_01435
OG0000861	Praf.g_00874	Prbc.g_01434
OG0000862	Praf.g_00875	Prbc.g_01433
OG0000863	Praf.g_00879	Prbc.g_01431
OG0000864	Praf.g_00880	Prbc.g_01430
OG0000865	Praf.g_00881	Prbc.g_01429
OG0000866	Praf.g_00882	Prbc.g_01428
OG0000867	Praf.g_00885	Prbc.g_01426
OG0000868	Praf.g_00886	Prbc.g_01424
OG0000869	Praf.g_00914	Prbc.g_01422
OG0000870	Praf.g_00917	Prbc.g_01421
OG0000871	Praf.g_00918	Prbc.g_01420
OG0000872	Praf.g_00921	Prbc.g_01418
OG0000873	Praf.g_00922	Prbc.g_01417
OG0000874	Praf.g_00923	Prbc.g_01416
OG0000875	Praf.g_00925	Prbc.g_01414
OG0000876	Praf.g_00927	Prbc.g_01412
OG0000877	Praf.g_00928	Prbc.g_01411
OG0000878	Praf.g_00929	Prbc.g_01410
OG0000879	Praf.g_00930	Prbc.g_01409
OG0000880	Praf.g_00931	Prbc.g_01408
OG0000881	Praf.g_00932	Prbc.g_01407
OG0000882	Praf.g_00933	Prbc.g_01406
OG0000883	Praf.g_00913	Prbc.g_01405
OG0000884	Praf.g_00912	Prbc.g_01404
OG0000885	Praf.g_00911	Prbc.g_01403
OG0000886	Praf.g_00910	Prbc.g_01402
OG0000887	Praf.g_00908	Prbc.g_01401
OG0000888	Praf.g_00905	Prbc.g_01400
OG0000889	Praf.g_00904	Prbc.g_01399
OG0000890	Praf.g_00902	Prbc.g_01398
OG0000891	Praf.g_00901	Prbc.g_01397
OG0000892	Praf.g_00899	Prbc.g_01396
OG0000893	Praf.g_00898	Prbc.g_01395
OG0000894	Praf.g_00895	Prbc.g_01394
OG0000895	Praf.g_00894	Prbc.g_01393
OG0000896	Praf.g_00892	Prbc.g_01392
OG0000897	Praf.g_00891	Prbc.g_01391
OG0000898	Praf.g_00888	Prbc.g_01390
OG0000899	Praf.g_00887	Prbc.g_01389
OG0000900	Praf.g_00937	Prbc.g_01388
OG0000901	Praf.g_00548	Prbc.g_01320
OG0000902	Praf.g_00810	Prbc.g_00555
OG0000903	Praf.g_00809	Prbc.g_00556
OG0000904	Praf.g_00808	Prbc.g_00557
OG0000905	Praf.g_00806	Prbc.g_00558
OG0000906	Praf.g_00804	Prbc.g_00560
OG0000907	Praf.g_00802	Prbc.g_00561
OG0000908	Praf.g_00801	Prbc.g_00562
OG0000909	Praf.g_00800	Prbc.g_00563
OG0000910	Praf.g_00799	Prbc.g_00564
OG0000911	Praf.g_00798	Prbc.g_00565
OG0000912	Praf.g_00794	Prbc.g_00568
OG0000913	Praf.g_00791	Prbc.g_00569
OG0000914	Praf.g_00790	Prbc.g_00570
OG0000915	Praf.g_00787	Prbc.g_00571
OG0000916	Praf.g_00786	Prbc.g_00572
OG0000917	Praf.g_00785	Prbc.g_00573
OG0000918	Praf.g_00784	Prbc.g_00574
OG0000919	Praf.g_00783	Prbc.g_00575
OG0000920	Praf.g_00782	Prbc.g_00576
OG0000921	Praf.g_00777	Prbc.g_00579
OG0000922	Praf.g_00776	Prbc.g_00580
OG0000923	Praf.g_01886	Prbc.g_00585
OG0000924	Praf.g_01893	Prbc.g_00586
OG0000925	Praf.g_01897	Prbc.g_00589
OG0000926	Praf.g_01996	Prbc.g_01820
OG0000927	Praf.g_01623	Prbc.g_01470
OG0000928	Praf.g_01001	Prbc.g_02100
OG0000929	Praf.g_01271	Prbc.g_00810
OG0000930	Praf.g_01294	Prbc.g_00655
OG0000931	Praf.g_01635	Prbc.g_01921
OG0000932	Praf.g_00494	Prbc.g_00138
OG0000933	Praf.g_00582	Prbc.g_00659
OG0000934	Praf.g_00581	Prbc.g_00660
OG0000935	Praf.g_00580	Prbc.g_00661
OG0000936	Praf.g_00579	Prbc.g_00662
OG0000937	Praf.g_00578	Prbc.g_00663
OG0000938	Praf.g_00577	Prbc.g_00664
OG0000939	Praf.g_00576	Prbc.g_00665
OG0000940	Praf.g_00575	Prbc.g_00666
OG0000941	Praf.g_00573	Prbc.g_00667
OG0000942	Praf.g_00572	Prbc.g_00668
OG0000943	Praf.g_00571	Prbc.g_00669
OG0000944	Praf.g_00570	Prbc.g_00670
OG0000945	Praf.g_00569	Prbc.g_00671
OG0000946	Praf.g_00568	Prbc.g_00672
OG0000947	Praf.g_00567	Prbc.g_00673
OG0000948	Praf.g_00566	Prbc.g_00674
OG0000949	Praf.g_00565	Prbc.g_00675
OG0000950	Praf.g_02394	Prbc.g_00228
OG0000951	Praf.g_01765	Prbc.g_00690
OG0000952	Praf.g_01766	Prbc.g_00691
OG0000953	Praf.g_01767	Prbc.g_00692
OG0000954	Praf.g_01772	Prbc.g_00693
OG0000955	Praf.g_01773	Prbc.g_00694
OG0000956	Praf.g_01779	Prbc.g_00696
OG0000957	Praf.g_01781	Prbc.g_00697
OG0000958	Praf.g_01782	Prbc.g_00698
OG0000959	Praf.g_01783	Prbc.g_00699
OG0000960	Praf.g_01784	Prbc.g_00700
OG0000961	Praf.g_01785	Prbc.g_00701
OG0000962	Praf.g_01787	Prbc.g_00702
OG0000963	Praf.g_01788	Prbc.g_00703
OG0000964	Praf.g_01790	Prbc.g_00705
OG0000965	Praf.g_01792	Prbc.g_00707
OG0000966	Praf.g_01793	Prbc.g_00708
OG0000967	Praf.g_01796	Prbc.g_00711
OG0000968	Praf.g_01801	Prbc.g_00712
OG0000969	Praf.g_01802	Prbc.g_00713
OG0000970	Praf.g_01803	Prbc.g_00714
OG0000971	Praf.g_01804	Prbc.g_00715
OG0000972	Praf.g_01805	Prbc.g_00716
OG0000973	Praf.g_01807	Prbc.g_00718
OG0000974	Praf.g_01808	Prbc.g_00719
OG0000975	Praf.g_01809	Prbc.g_00720
OG0000976	Praf.g_01810	Prbc.g_00721
OG0000977	Praf.g_01817	Prbc.g_00722
OG0000978	Praf.g_01818	Prbc.g_00723
OG0000979	Praf.g_01819	Prbc.g_00724
OG0000980	Praf.g_01820	Prbc.g_01521
OG0000981	Praf.g_01822	Prbc.g_00725
OG0000982	Praf.g_01823	Prbc.g_00726
OG0000983	Praf.g_01824	Prbc.g_00727
OG0000984	Praf.g_01831	Prbc.g_00730
OG0000985	Praf.g_01833	Prbc.g_00731
OG0000986	Praf.g_01834	Prbc.g_00732
OG0000987	Praf.g_01837	Prbc.g_00734
OG0000988	Praf.g_01838	Prbc.g_00735
OG0000989	Praf.g_01839	Prbc.g_00736
OG0000990	Praf.g_01840	Prbc.g_00737
OG0000991	Praf.g_01841	Prbc.g_00738
OG0000992	Praf.g_01842	Prbc.g_00739
OG0000993	Praf.g_01843	Prbc.g_00740
OG0000994	Praf.g_01844	Prbc.g_00741
OG0000995	Praf.g_01845	Prbc.g_00742
OG0000996	Praf.g_01846	Prbc.g_00743
OG0000997	Praf.g_01849	Prbc.g_00745
OG0000998	Praf.g_00956	Prbc.g_00751
OG0000999	Praf.g_00554	Prbc.g_00754
OG0001000	Praf.g_00542	Prbc.g_00755
OG0001001	Praf.g_00540	Prbc.g_00756
OG0001002	Praf.g_00538	Prbc.g_00758
OG0001003	Praf.g_00537	Prbc.g_00759
OG0001004	Praf.g_01653	Prbc.g_00760
OG0001005	Praf.g_00536	Prbc.g_00761
OG0001006	Praf.g_00534	Prbc.g_00763
OG0001007	Praf.g_00533	Prbc.g_00764
OG0001008	Praf.g_00532	Prbc.g_00765
OG0001009	Praf.g_00530	Prbc.g_00766
OG0001010	Praf.g_00529	Prbc.g_00767
OG0001011	Praf.g_00526	Prbc.g_00768
OG0001012	Praf.g_00525	Prbc.g_00769
OG0001013	Praf.g_00524	Prbc.g_00770
OG0001014	Praf.g_00523	Prbc.g_00771
OG0001015	Praf.g_00522	Prbc.g_00772
OG0001016	Praf.g_00521	Prbc.g_00773
OG0001017	Praf.g_00520	Prbc.g_00774
OG0001018	Praf.g_00518	Prbc.g_00775
OG0001019	Praf.g_00517	Prbc.g_00776
OG0001020	Praf.g_00516	Prbc.g_00777
OG0001021	Praf.g_00515	Prbc.g_00778
OG0001022	Praf.g_00513	Prbc.g_00779
OG0001023	Praf.g_00512	Prbc.g_00780
OG0001024	Praf.g_00511	Prbc.g_00782
OG0001025	Praf.g_00508	Prbc.g_00783
OG0001026	Praf.g_00507	Prbc.g_00784
OG0001027	Praf.g_00370	Prbc.g_00785
OG0001028	Praf.g_00504	Prbc.g_00787
OG0001029	Praf.g_00503	Prbc.g_00788
OG0001030	Praf.g_00500	Prbc.g_00791
OG0001031	Praf.g_00499	Prbc.g_00792
OG0001032	Praf.g_01650	Prbc.g_01485
OG0001033	Praf.g_01677	Prbc.g_00677
OG0001034	Praf.g_01546	Prbc.g_01874
OG0001035	Praf.g_00490	Prbc.g_00827
OG0001036	Praf.g_00489	Prbc.g_00828
OG0001037	Praf.g_00479	Prbc.g_00833
OG0001038	Praf.g_00478	Prbc.g_00834
OG0001039	Praf.g_00477	Prbc.g_00835
OG0001040	Praf.g_00475	Prbc.g_00836
OG0001041	Praf.g_00472	Prbc.g_00837
OG0001042	Praf.g_00471	Prbc.g_00838
OG0001043	Praf.g_00470	Prbc.g_00839
OG0001044	Praf.g_00469	Prbc.g_00840
OG0001045	Praf.g_00468	Prbc.g_00841
OG0001046	Praf.g_00466	Prbc.g_00842
OG0001047	Praf.g_00465	Prbc.g_00843
OG0001048	Praf.g_00464	Prbc.g_00844
OG0001049	Praf.g_00463	Prbc.g_00845
OG0001050	Praf.g_00462	Prbc.g_00846
OG0001051	Praf.g_00461	Prbc.g_00847
OG0001052	Praf.g_00460	Prbc.g_00848
OG0001053	Praf.g_00459	Prbc.g_00849
OG0001054	Praf.g_00458	Prbc.g_00850
OG0001055	Praf.g_00457	Prbc.g_00851
OG0001056	Praf.g_00455	Prbc.g_00852
OG0001057	Praf.g_00453	Prbc.g_00854
OG0001058	Praf.g_00452	Prbc.g_00855
OG0001059	Praf.g_00450	Prbc.g_00856
OG0001060	Praf.g_00449	Prbc.g_00857
OG0001061	Praf.g_00448	Prbc.g_00858
OG0001062	Praf.g_00447	Prbc.g_00860
OG0001063	Praf.g_00446	Prbc.g_00861
OG0001064	Praf.g_00444	Prbc.g_00862
OG0001065	Praf.g_00443	Prbc.g_00863
OG0001066	Praf.g_00442	Prbc.g_00864
OG0001067	Praf.g_00441	Prbc.g_00865
OG0001068	Praf.g_00440	Prbc.g_00866
OG0001069	Praf.g_00435	Prbc.g_00868
OG0001070	Praf.g_00433	Prbc.g_00870
OG0001071	Praf.g_00432	Prbc.g_00871
OG0001072	Praf.g_00431	Prbc.g_00872
OG0001073	Praf.g_00430	Prbc.g_00873
OG0001074	Praf.g_00429	Prbc.g_00874
OG0001075	Praf.g_00427	Prbc.g_00876
OG0001076	Praf.g_00425	Prbc.g_00878
OG0001077	Praf.g_00424	Prbc.g_00879
OG0001078	Praf.g_00423	Prbc.g_00880
OG0001079	Praf.g_00422	Prbc.g_00881
OG0001080	Praf.g_00421	Prbc.g_00882
OG0001081	Praf.g_00420	Prbc.g_00883
OG0001082	Praf.g_00419	Prbc.g_00884
OG0001083	Praf.g_00418	Prbc.g_00885
OG0001084	Praf.g_00405	Prbc.g_00886
OG0001085	Praf.g_00404	Prbc.g_00887
OG0001086	Praf.g_02202	Prbc.g_00933
OG0001087	Praf.g_02200	Prbc.g_00935
OG0001088	Praf.g_02199	Prbc.g_00936
OG0001089	Praf.g_02196	Prbc.g_00938
OG0001090	Praf.g_02195	Prbc.g_00939
OG0001091	Praf.g_02194	Prbc.g_00940
OG0001092	Praf.g_02193	Prbc.g_00941
OG0001093	Praf.g_02192	Prbc.g_00942
OG0001094	Praf.g_02191	Prbc.g_00943
OG0001095	Praf.g_02190	Prbc.g_00944
OG0001096	Praf.g_02189	Prbc.g_00945
OG0001097	Praf.g_02188	Prbc.g_00946
OG0001098	Praf.g_02187	Prbc.g_00947
OG0001099	Praf.g_02185	Prbc.g_00948
OG0001100	Praf.g_02184	Prbc.g_00949
OG0001101	Praf.g_02183	Prbc.g_00950
OG0001102	Praf.g_02170	Prbc.g_00960
OG0001103	Praf.g_02171	Prbc.g_00959
OG0001104	Praf.g_02175	Prbc.g_00955
OG0001105	Praf.g_02173	Prbc.g_00957
OG0001106	Praf.g_02176	Prbc.g_00953
OG0001107	Praf.g_02177	Prbc.g_00952
OG0001108	Praf.g_02179	Prbc.g_00951
OG0001109	Praf.g_02163	Prbc.g_00327
OG0001110	Praf.g_02161	Prbc.g_00325
