Orthogroup	Pram	Syar
OG0000561	Pram.g_00492	Syar.g_02319
OG0000562	Pram.g_00493	Syar.g_02318
OG0000563	Pram.g_00494	Syar.g_02317
OG0000564	Pram.g_00495	Syar.g_02316
OG0000565	Pram.g_00498	Syar.g_02312
OG0000566	Pram.g_00502	Syar.g_02308
OG0000567	Pram.g_00506	Syar.g_02304
OG0000568	Pram.g_00507	Syar.g_02302
OG0000569	Pram.g_00508	Syar.g_02301
OG0000570	Pram.g_00509	Syar.g_02300
OG0000571	Pram.g_00511	Syar.g_02298
OG0000572	Pram.g_00523	Syar.g_02201
OG0000573	Pram.g_00529	Syar.g_02191
OG0000574	Pram.g_00530	Syar.g_02190
OG0000575	Pram.g_00534	Syar.g_03180
OG0000576	Pram.g_00536	Syar.g_02187
OG0000577	Pram.g_00537	Syar.g_02186
OG0000578	Pram.g_00538	Syar.g_02185
OG0000579	Pram.g_00539	Syar.g_02184
OG0000580	Pram.g_00540	Syar.g_02183
OG0000581	Pram.g_00543	Syar.g_02175
OG0000582	Pram.g_00546	Syar.g_02131
OG0000583	Pram.g_00547	Syar.g_02132
OG0000584	Pram.g_00548	Syar.g_02133
OG0000585	Pram.g_00550	Syar.g_02170
OG0000586	Pram.g_00551	Syar.g_02171
OG0000587	Pram.g_00552	Syar.g_02173
OG0000588	Pram.g_00556	Syar.g_02275
OG0000589	Pram.g_00559	Syar.g_02261
OG0000590	Pram.g_00560	Syar.g_02260
OG0000591	Pram.g_00564	Syar.g_02246
OG0000592	Pram.g_00565	Syar.g_02245
OG0000593	Pram.g_01078	Syar.g_02414
OG0000594	Pram.g_01077	Syar.g_02415
OG0000595	Pram.g_01076	Syar.g_02416
OG0000596	Pram.g_01073	Syar.g_02421
OG0000597	Pram.g_01070	Syar.g_02424
OG0000598	Pram.g_01069	Syar.g_02425
OG0000599	Pram.g_01066	Syar.g_02428
OG0000600	Pram.g_01065	Syar.g_02429
OG0000601	Pram.g_01064	Syar.g_02430
OG0000602	Pram.g_01062	Syar.g_02435
OG0000603	Pram.g_01061	Syar.g_02436
OG0000604	Pram.g_01060	Syar.g_02438
OG0000605	Pram.g_01059	Syar.g_02440
OG0000606	Pram.g_01056	Syar.g_02443
OG0000607	Pram.g_01053	Syar.g_02446
OG0000608	Pram.g_01052	Syar.g_02447
OG0000609	Pram.g_01051	Syar.g_02470
OG0000610	Pram.g_01045	Syar.g_01917
OG0000611	Pram.g_01042	Syar.g_01914
OG0000612	Pram.g_01041	Syar.g_01913
OG0000613	Pram.g_00763	Syar.g_00712
OG0000614	Pram.g_00784	Syar.g_02012, Syar.g_01344
OG0000615	Pram.g_00795	Syar.g_02603
OG0000616	Pram.g_01927	Syar.g_00454
OG0000617	Pram.g_01024	Syar.g_01576
OG0000618	Pram.g_01023	Syar.g_01575
OG0000619	Pram.g_01022	Syar.g_01574
OG0000620	Pram.g_01019	Syar.g_01569
OG0000621	Pram.g_01018	Syar.g_01568
OG0000622	Pram.g_01017	Syar.g_01566
OG0000623	Pram.g_01016	Syar.g_01565
OG0000624	Pram.g_01014	Syar.g_01564
OG0000625	Pram.g_01013	Syar.g_01563
OG0000626	Pram.g_01012	Syar.g_01562
OG0000627	Pram.g_01011	Syar.g_01868
OG0000628	Pram.g_01010	Syar.g_01869
OG0000629	Pram.g_01008	Syar.g_01872
OG0000630	Pram.g_01005	Syar.g_02586
OG0000631	Pram.g_00913	Syar.g_02579
OG0000632	Pram.g_00914	Syar.g_02578
OG0000633	Pram.g_00915	Syar.g_02576
OG0000634	Pram.g_00805	Syar.g_02635
OG0000635	Pram.g_00806	Syar.g_02636
OG0000636	Pram.g_00808	Syar.g_02638
OG0000637	Pram.g_00810	Syar.g_02640
OG0000638	Pram.g_00811	Syar.g_02641
OG0000639	Pram.g_00812	Syar.g_02642
OG0000640	Pram.g_00813	Syar.g_02643
OG0000641	Pram.g_00817	Syar.g_02648
OG0000642	Pram.g_00818	Syar.g_02649
OG0000643	Pram.g_00819	Syar.g_02650
OG0000644	Pram.g_00820	Syar.g_02651
OG0000645	Pram.g_00821	Syar.g_02652
OG0000646	Pram.g_00823	Syar.g_02655
OG0000647	Pram.g_00825	Syar.g_02657
OG0000648	Pram.g_00827	Syar.g_02659
OG0000649	Pram.g_00828	Syar.g_02660
OG0000650	Pram.g_00829	Syar.g_02661
OG0000651	Pram.g_00830	Syar.g_02662
OG0000652	Pram.g_00831	Syar.g_02663
OG0000653	Pram.g_00833	Syar.g_02665
OG0000654	Pram.g_00834	Syar.g_02666
OG0000655	Pram.g_00835	Syar.g_02667
OG0000656	Pram.g_00838	Syar.g_02479
OG0000657	Pram.g_00845	Syar.g_01812
OG0000658	Pram.g_00847	Syar.g_01815
OG0000659	Pram.g_00848	Syar.g_01816
OG0000660	Pram.g_00852	Syar.g_01820
OG0000661	Pram.g_00854	Syar.g_03175, Syar.g_01822
OG0000662	Pram.g_00857	Syar.g_01829
OG0000663	Pram.g_00859	Syar.g_01832
OG0000664	Pram.g_00860	Syar.g_01837
OG0000665	Pram.g_00866	Syar.g_02774
OG0000666	Pram.g_00867	Syar.g_01241
OG0000667	Pram.g_00872	Syar.g_02346
OG0000668	Pram.g_00713	Syar.g_01802
OG0000669	Pram.g_00724	Syar.g_01627
OG0000670	Pram.g_00727	Syar.g_01624
OG0000671	Pram.g_00729	Syar.g_01622
OG0000672	Pram.g_00732	Syar.g_01619
OG0000673	Pram.g_00735	Syar.g_01615
OG0000674	Pram.g_00737	Syar.g_01613
OG0000675	Pram.g_00738	Syar.g_01612
OG0000676	Pram.g_00740	Syar.g_01608
OG0000677	Pram.g_00741	Syar.g_01607
OG0000678	Pram.g_00743	Syar.g_02037
OG0000679	Pram.g_00747	Syar.g_02606
OG0000680	Pram.g_00748	Syar.g_02607
OG0000681	Pram.g_00751	Syar.g_02610
OG0000682	Pram.g_00752	Syar.g_02611
OG0000683	Pram.g_00753	Syar.g_02612
OG0000684	Pram.g_00754	Syar.g_02615
OG0000685	Pram.g_00756	Syar.g_02617
OG0000686	Pram.g_00757	Syar.g_02618
OG0000687	Pram.g_00758	Syar.g_02619
OG0000688	Pram.g_01036	Syar.g_02624
OG0000689	Pram.g_01035	Syar.g_02626
OG0000690	Pram.g_01034	Syar.g_02627
OG0000691	Pram.g_01033	Syar.g_02628
OG0000692	Pram.g_01031	Syar.g_02629
OG0000693	Pram.g_01030	Syar.g_02631
OG0000694	Pram.g_01029	Syar.g_02632
OG0000695	Pram.g_00917	Syar.g_02573
OG0000696	Pram.g_00918	Syar.g_02572
OG0000697	Pram.g_00919	Syar.g_02570
OG0000698	Pram.g_00922	Syar.g_02567
OG0000699	Pram.g_00923	Syar.g_02566
OG0000700	Pram.g_00924	Syar.g_02565
OG0000701	Pram.g_00925	Syar.g_02564
OG0000702	Pram.g_00927	Syar.g_02559
OG0000703	Pram.g_00928	Syar.g_02557
OG0000704	Pram.g_00930	Syar.g_02555
OG0000705	Pram.g_00936	Syar.g_02547
OG0000706	Pram.g_00937	Syar.g_02546
OG0000707	Pram.g_00938	Syar.g_02545
OG0000708	Pram.g_00940	Syar.g_02542
OG0000709	Pram.g_00944	Syar.g_02534
OG0000710	Pram.g_00947	Syar.g_02528
OG0000711	Pram.g_00963	Syar.g_02499
OG0000712	Pram.g_00964	Syar.g_02497
OG0000713	Pram.g_00965	Syar.g_02496
OG0000714	Pram.g_00966	Syar.g_02494
OG0000715	Pram.g_00968	Syar.g_02492
OG0000716	Pram.g_00970	Syar.g_02488
OG0000717	Pram.g_00971	Syar.g_02487
OG0000718	Pram.g_00973	Syar.g_02483
OG0000719	Pram.g_00975	Syar.g_01804
OG0000720	Pram.g_00986	Syar.g_01790
OG0000721	Pram.g_00990	Syar.g_01788
OG0000722	Pram.g_00991	Syar.g_01787
OG0000723	Pram.g_00995	Syar.g_01560
OG0000724	Pram.g_00893	Syar.g_01367, Syar.g_02120
OG0000725	Pram.g_00887	Syar.g_01934
OG0000726	Pram.g_00886	Syar.g_01935
OG0000727	Pram.g_00885	Syar.g_01936
OG0000728	Pram.g_00883	Syar.g_01938
OG0000729	Pram.g_01208	Syar.g_00593
OG0000730	Pram.g_01182	Syar.g_01115
OG0000731	Pram.g_00335	Syar.g_01127
OG0000733	Pram.g_01547	Syar.g_02234
OG0000734	Pram.g_01156	Syar.g_03128
OG0000735	Pram.g_01154	Syar.g_01522
OG0000736	Pram.g_01153	Syar.g_01523
OG0000737	Pram.g_01152	Syar.g_01524
OG0000738	Pram.g_01148	Syar.g_01530
OG0000739	Pram.g_01147	Syar.g_01531
OG0000740	Pram.g_01146	Syar.g_01532
OG0000741	Pram.g_01144	Syar.g_01535
OG0000742	Pram.g_01141	Syar.g_01538
OG0000743	Pram.g_01139	Syar.g_01541
OG0000744	Pram.g_01137	Syar.g_01542
OG0000745	Pram.g_01136	Syar.g_01545
OG0000746	Pram.g_01134	Syar.g_01549
OG0000747	Pram.g_01133	Syar.g_01551
OG0000748	Pram.g_01129	Syar.g_01945
OG0000749	Pram.g_01128	Syar.g_01946
OG0000750	Pram.g_01127	Syar.g_01947
OG0000751	Pram.g_01124	Syar.g_01952
OG0000752	Pram.g_01122	Syar.g_01954
OG0000753	Pram.g_01119	Syar.g_01957
OG0000754	Pram.g_01117	Syar.g_01963
OG0000755	Pram.g_01111	Syar.g_01974
OG0000756	Pram.g_01110	Syar.g_01975
OG0000757	Pram.g_01103	Syar.g_01984
OG0000758	Pram.g_01102	Syar.g_01985
OG0000759	Pram.g_01101	Syar.g_01986
OG0000760	Pram.g_01100	Syar.g_01987
OG0000761	Pram.g_01099	Syar.g_01988
OG0000762	Pram.g_01098	Syar.g_01992
OG0000763	Pram.g_01096	Syar.g_01699
OG0000764	Pram.g_01095	Syar.g_01700
OG0000765	Pram.g_01087	Syar.g_01718
OG0000766	Pram.g_01086	Syar.g_01719
OG0000767	Pram.g_01084	Syar.g_01721
OG0000768	Pram.g_01083	Syar.g_01722
OG0000769	Pram.g_01081	Syar.g_01724
OG0000770	Pram.g_00570	Syar.g_01727
OG0000771	Pram.g_01254	Syar.g_01373
OG0000772	Pram.g_01569	Syar.g_00746
OG0000773	Pram.g_01221	Syar.g_02694
OG0000774	Pram.g_01223	Syar.g_02771
OG0000775	Pram.g_01225	Syar.g_02773
OG0000776	Pram.g_01226	Syar.g_01755
OG0000777	Pram.g_01227	Syar.g_01754
OG0000778	Pram.g_01228	Syar.g_01753
OG0000779	Pram.g_01232	Syar.g_02779
OG0000780	Pram.g_01233	Syar.g_02781
OG0000781	Pram.g_01236	Syar.g_02785
OG0000782	Pram.g_01237	Syar.g_02786
OG0000783	Pram.g_01238	Syar.g_02787
OG0000784	Pram.g_01239	Syar.g_02788
OG0000785	Pram.g_01241	Syar.g_02791
OG0000786	Pram.g_01244	Syar.g_02795
OG0000787	Pram.g_01245	Syar.g_02796
OG0000788	Pram.g_01271	Syar.g_02331
OG0000789	Pram.g_01281	Syar.g_02040
OG0000790	Pram.g_01463	Syar.g_01456
OG0000791	Pram.g_01461	Syar.g_01454
OG0000792	Pram.g_01460	Syar.g_01453
OG0000793	Pram.g_01456	Syar.g_01243
OG0000794	Pram.g_01455	Syar.g_01242
OG0000795	Pram.g_01454	Syar.g_01240
OG0000796	Pram.g_01450	Syar.g_01236
OG0000797	Pram.g_01449	Syar.g_01235
OG0000798	Pram.g_01444	Syar.g_00222
OG0000798	Pram.g_01415	Syar.g_02701
OG0000799	Pram.g_01398	Syar.g_02844
OG0000800	Pram.g_01397	Syar.g_02843
OG0000801	Pram.g_01396	Syar.g_02842
OG0000802	Pram.g_01394	Syar.g_02825
OG0000803	Pram.g_01392	Syar.g_02822
OG0000804	Pram.g_01391	Syar.g_02819
OG0000805	Pram.g_01389	Syar.g_02817
OG0000806	Pram.g_01387	Syar.g_02815
OG0000807	Pram.g_01386	Syar.g_02814
OG0000808	Pram.g_01385	Syar.g_02813
OG0000809	Pram.g_01383	Syar.g_02811
OG0000810	Pram.g_01382	Syar.g_02810
OG0000811	Pram.g_01375	Syar.g_02805
OG0000812	Pram.g_01373	Syar.g_02803
OG0000813	Pram.g_01372	Syar.g_02802
OG0000814	Pram.g_01370	Syar.g_02800
OG0000815	Pram.g_01369	Syar.g_02799
OG0000816	Pram.g_01367	Syar.g_02797
OG0000817	Pram.g_01366	Syar.g_02861
OG0000818	Pram.g_01361	Syar.g_01418
OG0000819	Pram.g_01360	Syar.g_01417
OG0000820	Pram.g_01359	Syar.g_01416
OG0000821	Pram.g_01355	Syar.g_01410
OG0000822	Pram.g_01354	Syar.g_01408
OG0000823	Pram.g_01353	Syar.g_00017, Syar.g_01407
OG0000824	Pram.g_01350	Syar.g_01402
OG0000825	Pram.g_01349	Syar.g_01401
OG0000826	Pram.g_01348	Syar.g_01400
OG0000827	Pram.g_01347	Syar.g_01399
OG0000828	Pram.g_01344	Syar.g_01396
OG0000829	Pram.g_01343	Syar.g_01395
OG0000830	Pram.g_01342	Syar.g_01394
OG0000831	Pram.g_01340	Syar.g_01391
OG0000832	Pram.g_01330	Syar.g_01213
OG0000833	Pram.g_01321	Syar.g_02877
OG0000834	Pram.g_01320	Syar.g_02878
OG0000835	Pram.g_01319	Syar.g_02879
OG0000836	Pram.g_01318	Syar.g_02881
OG0000837	Pram.g_01317	Syar.g_02882
OG0000838	Pram.g_01314	Syar.g_02886
OG0000839	Pram.g_01313	Syar.g_02887
OG0000840	Pram.g_01312	Syar.g_02888
OG0000841	Pram.g_01311	Syar.g_02889
OG0000842	Pram.g_01310	Syar.g_02890
OG0000843	Pram.g_01309	Syar.g_02891
OG0000844	Pram.g_01308	Syar.g_02893
OG0000845	Pram.g_01307	Syar.g_02894
OG0000846	Pram.g_01306	Syar.g_02895
OG0000847	Pram.g_01305	Syar.g_02896
OG0000848	Pram.g_01304	Syar.g_02898
OG0000849	Pram.g_01303	Syar.g_02899
OG0000850	Pram.g_01301	Syar.g_02902
OG0000851	Pram.g_01300	Syar.g_02905
OG0000852	Pram.g_01299	Syar.g_02906
OG0000853	Pram.g_01294	Syar.g_02910
OG0000854	Pram.g_01292	Syar.g_02912
OG0000855	Pram.g_01291	Syar.g_02913
OG0000856	Pram.g_00567	Syar.g_02243
OG0000857	Pram.g_00824	Syar.g_02656
OG0000858	Pram.g_01625	Syar.g_02920
OG0000859	Pram.g_01626	Syar.g_02921
OG0000860	Pram.g_01634	Syar.g_02931
OG0000861	Pram.g_01635	Syar.g_02932
OG0000862	Pram.g_01636	Syar.g_02942
OG0000863	Pram.g_01638	Syar.g_02944
OG0000864	Pram.g_01639	Syar.g_02945
OG0000865	Pram.g_01640	Syar.g_02946
OG0000866	Pram.g_01641	Syar.g_02947
OG0000867	Pram.g_01642	Syar.g_02948
OG0000868	Pram.g_01644	Syar.g_02950
OG0000869	Pram.g_01647	Syar.g_02955
OG0000870	Pram.g_01652	Syar.g_02960
OG0000871	Pram.g_01653	Syar.g_02961
OG0000872	Pram.g_01654	Syar.g_02967
OG0000873	Pram.g_01657	Syar.g_02970
OG0000874	Pram.g_01660	Syar.g_02974
OG0000875	Pram.g_01662	Syar.g_02975
OG0000876	Pram.g_01663	Syar.g_01828
OG0000877	Pram.g_01665	Syar.g_02977
OG0000878	Pram.g_01666	Syar.g_02978
OG0000879	Pram.g_01667	Syar.g_02979
OG0000880	Pram.g_01668	Syar.g_02980
OG0000881	Pram.g_01672	Syar.g_02984
OG0000882	Pram.g_01677	Syar.g_02989
OG0000883	Pram.g_01679	Syar.g_02992
OG0000884	Pram.g_01681	Syar.g_02994
OG0000885	Pram.g_01682	Syar.g_02995
OG0000886	Pram.g_01683	Syar.g_02996
OG0000887	Pram.g_01684	Syar.g_02998
OG0000888	Pram.g_01686	Syar.g_03000
OG0000889	Pram.g_01688	Syar.g_03002
OG0000890	Pram.g_01689	Syar.g_03005
OG0000891	Pram.g_01690	Syar.g_03006
OG0000892	Pram.g_01691	Syar.g_03008
OG0000893	Pram.g_01695	Syar.g_00150
OG0000894	Pram.g_01698	Syar.g_00145
OG0000895	Pram.g_01702	Syar.g_00141
OG0000896	Pram.g_01703	Syar.g_00140
OG0000897	Pram.g_01705	Syar.g_00138
OG0000898	Pram.g_01706	Syar.g_00137
OG0000899	Pram.g_01707	Syar.g_00136
OG0000900	Pram.g_01708	Syar.g_00135
OG0000901	Pram.g_01711	Syar.g_00130
OG0000902	Pram.g_01713	Syar.g_01013
OG0000903	Pram.g_01717	Syar.g_01026
OG0000904	Pram.g_01722	Syar.g_01021
OG0000905	Pram.g_01715	Syar.g_01018
OG0000906	Pram.g_01714	Syar.g_01015
OG0000907	Pram.g_01727	Syar.g_01028
OG0000908	Pram.g_01730	Syar.g_01031
OG0000909	Pram.g_01731	Syar.g_01032
OG0000910	Pram.g_01732	Syar.g_01033
OG0000911	Pram.g_01734	Syar.g_01035
OG0000912	Pram.g_01735	Syar.g_01036
OG0000913	Pram.g_01736	Syar.g_01037
OG0000914	Pram.g_01737	Syar.g_01038
OG0000915	Pram.g_01738	Syar.g_01040
OG0000916	Pram.g_01739	Syar.g_01041
OG0000917	Pram.g_01740	Syar.g_01042
OG0000918	Pram.g_01741	Syar.g_01043
OG0000919	Pram.g_01742	Syar.g_01044
OG0000920	Pram.g_01743	Syar.g_01045
OG0000921	Pram.g_01744	Syar.g_01046
OG0000922	Pram.g_01745	Syar.g_01047
OG0000923	Pram.g_01749	Syar.g_01051
OG0000924	Pram.g_01750	Syar.g_01052
OG0000925	Pram.g_01751	Syar.g_01053
OG0000926	Pram.g_01752	Syar.g_01054
OG0000927	Pram.g_01754	Syar.g_01056
OG0000928	Pram.g_01755	Syar.g_01057
OG0000929	Pram.g_01756	Syar.g_01058
OG0000930	Pram.g_01757	Syar.g_01059
OG0000931	Pram.g_01758	Syar.g_01060
OG0000932	Pram.g_01759	Syar.g_01061
OG0000933	Pram.g_01763	Syar.g_01066
OG0000934	Pram.g_01765	Syar.g_01068
OG0000935	Pram.g_01766	Syar.g_01069
OG0000936	Pram.g_01767	Syar.g_01070
OG0000937	Pram.g_01768	Syar.g_01071
OG0000938	Pram.g_01771	Syar.g_01074
OG0000939	Pram.g_01772	Syar.g_01075
OG0000940	Pram.g_01779	Syar.g_01081
OG0000941	Pram.g_01781	Syar.g_01083
OG0000942	Pram.g_01783	Syar.g_01085
OG0000943	Pram.g_01784	Syar.g_01086
OG0000944	Pram.g_01786	Syar.g_01088
OG0000945	Pram.g_01787	Syar.g_01089
OG0000946	Pram.g_01793	Syar.g_01095
OG0000947	Pram.g_01795	Syar.g_01098
OG0000948	Pram.g_01796	Syar.g_01099
OG0000949	Pram.g_01799	Syar.g_00283
OG0000950	Pram.g_01806	Syar.g_00661
OG0000951	Pram.g_01810	Syar.g_00656
OG0000952	Pram.g_01814	Syar.g_00651
OG0000953	Pram.g_01818	Syar.g_00248
OG0000954	Pram.g_01822	Syar.g_00258
OG0000955	Pram.g_01823	Syar.g_00259
OG0000956	Pram.g_01825	Syar.g_00261
OG0000957	Pram.g_01831	Syar.g_00610
OG0000958	Pram.g_01832	Syar.g_00609
OG0000959	Pram.g_01836	Syar.g_00605
OG0000960	Pram.g_01837	Syar.g_00604
OG0000961	Pram.g_01840	Syar.g_00094
OG0000962	Pram.g_01842	Syar.g_00594
OG0000963	Pram.g_01846	Syar.g_00590
OG0000964	Pram.g_01847	Syar.g_00589
OG0000965	Pram.g_01848	Syar.g_00588
OG0000966	Pram.g_01854	Syar.g_00549
OG0000967	Pram.g_01858	Syar.g_00545
OG0000968	Pram.g_01860	Syar.g_00542
OG0000969	Pram.g_01861	Syar.g_00540
OG0000970	Pram.g_01862	Syar.g_00539
OG0000971	Pram.g_01863	Syar.g_00537
OG0000972	Pram.g_01864	Syar.g_00536
OG0000973	Pram.g_01865	Syar.g_00535
OG0000974	Pram.g_01866	Syar.g_00534
OG0000975	Pram.g_01867	Syar.g_00533
OG0000976	Pram.g_01868	Syar.g_00532
OG0000977	Pram.g_01869	Syar.g_00530
OG0000978	Pram.g_01870	Syar.g_00529
OG0000979	Pram.g_01873	Syar.g_00526
OG0000980	Pram.g_01875	Syar.g_00523
OG0000981	Pram.g_01878	Syar.g_00520
OG0000982	Pram.g_01880	Syar.g_00331
OG0000983	Pram.g_01881	Syar.g_00332
OG0000984	Pram.g_01882	Syar.g_00333
OG0000985	Pram.g_01885	Syar.g_00337
OG0000986	Pram.g_01887	Syar.g_00344
OG0000987	Pram.g_01888	Syar.g_00346
OG0000988	Pram.g_01891	Syar.g_00352
OG0000989	Pram.g_01895	Syar.g_00377
OG0000990	Pram.g_01900	Syar.g_00697
OG0000991	Pram.g_01901	Syar.g_00700
OG0000992	Pram.g_01904	Syar.g_00704
OG0000993	Pram.g_01905	Syar.g_00705
OG0000994	Pram.g_01906	Syar.g_00708
OG0000995	Pram.g_01910	Syar.g_03212, Syar.g_00624
OG0000996	Pram.g_01911	Syar.g_00861
OG0000997	Pram.g_01913	Syar.g_00437
OG0000998	Pram.g_01915	Syar.g_00439
OG0000999	Pram.g_01916	Syar.g_00440
OG0001000	Pram.g_01919	Syar.g_00955, Syar.g_00444
OG0001001	Pram.g_01924	Syar.g_00450
OG0001002	Pram.g_01929	Syar.g_00457
OG0001003	Pram.g_01930	Syar.g_00459
OG0001004	Pram.g_01931	Syar.g_00460
OG0001005	Pram.g_01932	Syar.g_00461
OG0001006	Pram.g_01936	Syar.g_00468
OG0001007	Pram.g_01938	Syar.g_00470
OG0001008	Pram.g_00372	Syar.g_01178, Syar.g_03274
OG0001009	Pram.g_00014	Syar.g_00500
OG0001010	Pram.g_00015	Syar.g_00501
OG0001011	Pram.g_00016	Syar.g_00503
OG0001013	Pram.g_00035	Syar.g_00906
OG0001014	Pram.g_00038	Syar.g_00914
OG0001015	Pram.g_00039	Syar.g_00915
OG0001017	Pram.g_00062	Syar.g_03050
OG0001018	Pram.g_00064	Syar.g_03052
OG0001019	Pram.g_00073	Syar.g_03086
OG0001020	Pram.g_00074	Syar.g_03092
OG0001021	Pram.g_00075	Syar.g_03098
OG0001022	Pram.g_00078	Syar.g_03102
OG0001023	Pram.g_00079	Syar.g_03103
OG0001024	Pram.g_00082	Syar.g_02276
OG0001025	Pram.g_00089	Syar.g_03115
OG0001026	Pram.g_00097	Syar.g_03131
OG0001027	Pram.g_00098	Syar.g_00031
OG0001028	Pram.g_00100	Syar.g_00034
OG0001029	Pram.g_00101	Syar.g_00036
OG0001030	Pram.g_00117	Syar.g_00058
OG0001031	Pram.g_00171	Syar.g_00129
OG0001032	Pram.g_00172	Syar.g_01011
OG0001033	Pram.g_00193	Syar.g_00962
OG0001034	Pram.g_00223	Syar.g_03022
OG0001035	Pram.g_00243	Syar.g_00171
OG0001036	Pram.g_00247	Syar.g_00193
OG0001037	Pram.g_00248	Syar.g_00195
OG0001038	Pram.g_00266	Syar.g_00223
OG0001039	Pram.g_00269	Syar.g_00226
OG0001040	Pram.g_00271	Syar.g_00229
OG0001041	Pram.g_00276	Syar.g_00234
OG0001042	Pram.g_00293	Syar.g_00831
OG0001043	Pram.g_00294	Syar.g_00826
OG0001044	Pram.g_00327	Syar.g_01117
OG0001045	Pram.g_00337	Syar.g_01130
OG0001046	Pram.g_01537	Syar.g_02514
OG0001047	Pram.g_00374	Syar.g_01180
OG0001048	Pram.g_00375	Syar.g_01181
OG0001049	Pram.g_00377	Syar.g_02872
OG0001050	Pram.g_00378	Syar.g_02871
OG0001051	Pram.g_00379	Syar.g_02870
OG0001052	Pram.g_00407	Syar.g_01269
OG0001053	Pram.g_00419	Syar.g_01472
OG0001054	Pram.g_00434	Syar.g_01492
OG0001055	Pram.g_00454	Syar.g_01513
OG0001056	Pram.g_00474	Syar.g_02349
OG0001057	Pram.g_00478	Syar.g_02341
OG0001058	Pram.g_00486	Syar.g_02324
OG0001059	Pram.g_00490	Syar.g_00422
OG0001060	Pram.g_00497	Syar.g_02315
OG0001061	Pram.g_00512	Syar.g_02297
OG0001062	Pram.g_00514	Syar.g_02294
OG0001063	Pram.g_00516	Syar.g_02209
OG0001064	Pram.g_00517	Syar.g_02208
OG0001065	Pram.g_00518	Syar.g_02207
OG0001066	Pram.g_00519	Syar.g_02206
OG0001067	Pram.g_00520	Syar.g_02205
OG0001068	Pram.g_00521	Syar.g_02204
OG0001069	Pram.g_00522	Syar.g_02203
OG0001070	Pram.g_00524	Syar.g_02200
OG0001071	Pram.g_00525	Syar.g_02199
OG0001072	Pram.g_00527	Syar.g_02195
OG0001073	Pram.g_00541	Syar.g_02182
OG0001074	Pram.g_00553	Syar.g_02031
OG0001075	Pram.g_00554	Syar.g_02215
OG0001076	Pram.g_00562	Syar.g_02253
OG0001077	Pram.g_00568	Syar.g_02240
OG0001078	Pram.g_01074	Syar.g_02419
OG0001079	Pram.g_01063	Syar.g_02431
OG0001080	Pram.g_01057	Syar.g_02442
OG0001081	Pram.g_01055	Syar.g_02444
OG0001082	Pram.g_01054	Syar.g_02445
OG0001083	Pram.g_01049	Syar.g_02473
OG0001084	Pram.g_01048	Syar.g_02474
OG0001085	Pram.g_00760	Syar.g_01688
OG0001086	Pram.g_00761	Syar.g_01686
OG0001087	Pram.g_00779	Syar.g_02347
OG0001088	Pram.g_00780	Syar.g_00431
OG0001089	Pram.g_00791	Syar.g_01942
OG0001090	Pram.g_00802	Syar.g_01582
OG0001091	Pram.g_01027	Syar.g_01580
OG0001092	Pram.g_01026	Syar.g_01578
OG0001093	Pram.g_01021	Syar.g_01572
OG0001094	Pram.g_01028	Syar.g_02633
OG0001095	Pram.g_00822	Syar.g_02653
OG0001096	Pram.g_00836	Syar.g_02476
OG0001097	Pram.g_00855	Syar.g_01823
OG0001098	Pram.g_00876	Syar.g_01672
OG0001099	Pram.g_00717	Syar.g_00035
OG0001100	Pram.g_00726	Syar.g_01625
OG0001101	Pram.g_00728	Syar.g_01623
OG0001102	Pram.g_00731	Syar.g_01620
OG0001103	Pram.g_00733	Syar.g_01618
OG0001104	Pram.g_00755	Syar.g_02616
OG0001105	Pram.g_00759	Syar.g_02620
OG0001106	Pram.g_00931	Syar.g_02553
OG0001107	Pram.g_00941	Syar.g_02541
OG0001109	Pram.g_00946	Syar.g_02529
OG0001110	Pram.g_00948	Syar.g_02527
OG0001111	Pram.g_00949	Syar.g_02525
OG0001112	Pram.g_00950	Syar.g_02523
OG0001113	Pram.g_00951	Syar.g_02522
OG0001114	Pram.g_00952	Syar.g_02521
OG0001115	Pram.g_00954	Syar.g_02519
OG0001116	Pram.g_00955	Syar.g_02517
OG0001117	Pram.g_00956	Syar.g_02516
OG0001118	Pram.g_00957	Syar.g_02515
OG0001119	Pram.g_00958	Syar.g_02513
OG0001120	Pram.g_00959	Syar.g_02507
OG0001122	Pram.g_00976	Syar.g_01803
OG0001123	Pram.g_00981	Syar.g_01796
OG0001124	Pram.g_00983	Syar.g_01793
OG0001125	Pram.g_00985	Syar.g_01791
OG0001126	Pram.g_00899	Syar.g_01375
OG0001127	Pram.g_00898	Syar.g_01374
OG0001128	Pram.g_00896	Syar.g_01371
OG0001129	Pram.g_00895	Syar.g_01369
OG0001130	Pram.g_00894	Syar.g_01368
OG0001131	Pram.g_00356	Syar.g_02448
OG0001132	Pram.g_00683	Syar.g_00684
OG0001133	Pram.g_01469	Syar.g_02249
OG0001134	Pram.g_01546	Syar.g_02235
OG0001135	Pram.g_01549	Syar.g_02232
OG0001136	Pram.g_01143	Syar.g_01536
OG0001137	Pram.g_01130	Syar.g_01944
OG0001138	Pram.g_01109	Syar.g_01977
OG0001139	Pram.g_01107	Syar.g_01980
OG0001140	Pram.g_01106	Syar.g_01981
OG0001141	Pram.g_01105	Syar.g_01982
OG0001142	Pram.g_01104	Syar.g_01983
OG0001143	Pram.g_01097	Syar.g_01698
OG0001144	Pram.g_01092	Syar.g_01707
