Orthogroup	Pram	Prba
OG0000578	Pram.g_00538	Prba.g_01716
OG0000579	Pram.g_00539	Prba.g_01715
OG0000580	Pram.g_00540	Prba.g_01714
OG0000581	Pram.g_00543	Prba.g_01712
OG0000582	Pram.g_00546	Prba.g_01709
OG0000583	Pram.g_00547	Prba.g_01708
OG0000584	Pram.g_00548	Prba.g_01707
OG0000585	Pram.g_00550	Prba.g_01705
OG0000586	Pram.g_00551	Prba.g_01704
OG0000587	Pram.g_00552	Prba.g_01703
OG0000588	Pram.g_00556	Prba.g_01699
OG0000589	Pram.g_00559	Prba.g_01696
OG0000590	Pram.g_00560	Prba.g_01695
OG0000591	Pram.g_00564	Prba.g_01692
OG0000592	Pram.g_00565	Prba.g_01691
OG0000593	Pram.g_01078	Prba.g_01685
OG0000594	Pram.g_01077	Prba.g_01684
OG0000595	Pram.g_01076	Prba.g_01683
OG0000596	Pram.g_01073	Prba.g_01679
OG0000597	Pram.g_01070	Prba.g_01677
OG0000598	Pram.g_01069	Prba.g_01676
OG0000599	Pram.g_01066	Prba.g_01673
OG0000600	Pram.g_01065	Prba.g_01672
OG0000601	Pram.g_01064	Prba.g_01671
OG0000602	Pram.g_01062	Prba.g_01669
OG0000603	Pram.g_01061	Prba.g_01668
OG0000604	Pram.g_01060	Prba.g_01667
OG0000605	Pram.g_01059	Prba.g_01666
OG0000606	Pram.g_01056	Prba.g_01663
OG0000607	Pram.g_01053	Prba.g_01660
OG0000608	Pram.g_01052	Prba.g_01659
OG0000609	Pram.g_01051	Prba.g_01658
OG0000610	Pram.g_01045	Prba.g_01653
OG0000611	Pram.g_01042	Prba.g_01650
OG0000612	Pram.g_01041	Prba.g_01649
OG0000613	Pram.g_00763	Prba.g_01644
OG0000614	Pram.g_00784	Prba.g_01625
OG0000615	Pram.g_00795	Prba.g_01617
OG0000616	Pram.g_01927	Prba.g_01613
OG0000617	Pram.g_01024	Prba.g_01588
OG0000618	Pram.g_01023	Prba.g_01587
OG0000619	Pram.g_01022	Prba.g_01586
OG0000620	Pram.g_01019	Prba.g_01583
OG0000621	Pram.g_01018	Prba.g_01582
OG0000622	Pram.g_01017	Prba.g_01581
OG0000623	Pram.g_01016	Prba.g_01580
OG0000624	Pram.g_01014	Prba.g_01579
OG0000625	Pram.g_01013	Prba.g_01578
OG0000626	Pram.g_01012	Prba.g_01577
OG0000627	Pram.g_01011	Prba.g_01576
OG0000628	Pram.g_01010	Prba.g_01575
OG0000629	Pram.g_01008	Prba.g_01574
OG0000630	Pram.g_01005	Prba.g_01571
OG0000631	Pram.g_00913	Prba.g_01508
OG0000632	Pram.g_00914	Prba.g_01507
OG0000633	Pram.g_00915	Prba.g_01506
OG0000634	Pram.g_00805	Prba.g_01503
OG0000635	Pram.g_00806	Prba.g_01502
OG0000636	Pram.g_00808	Prba.g_01500
OG0000637	Pram.g_00810	Prba.g_01498
OG0000638	Pram.g_00811	Prba.g_01497
OG0000639	Pram.g_00812	Prba.g_01496
OG0000640	Pram.g_00813	Prba.g_01495
OG0000641	Pram.g_00817	Prba.g_01491
OG0000642	Pram.g_00818	Prba.g_01490
OG0000643	Pram.g_00819	Prba.g_01489
OG0000644	Pram.g_00820	Prba.g_01488
OG0000645	Pram.g_00821	Prba.g_01487
OG0000646	Pram.g_00823	Prba.g_01485
OG0000647	Pram.g_00825	Prba.g_01484
OG0000648	Pram.g_00827	Prba.g_01482
OG0000649	Pram.g_00828	Prba.g_01481
OG0000650	Pram.g_00829	Prba.g_01480
OG0000651	Pram.g_00830	Prba.g_01479
OG0000652	Pram.g_00831	Prba.g_01478
OG0000653	Pram.g_00833	Prba.g_01476
OG0000654	Pram.g_00834	Prba.g_01475
OG0000655	Pram.g_00835	Prba.g_01474
OG0000656	Pram.g_00838	Prba.g_01471
OG0000657	Pram.g_00845	Prba.g_01463
OG0000658	Pram.g_00847	Prba.g_01462
OG0000659	Pram.g_00848	Prba.g_01461
OG0000660	Pram.g_00852	Prba.g_01457
OG0000661	Pram.g_00854	Prba.g_01455
OG0000662	Pram.g_00857	Prba.g_01453
OG0000663	Pram.g_00859	Prba.g_01451
OG0000664	Pram.g_00860	Prba.g_01450
OG0000665	Pram.g_00866	Prba.g_01446
OG0000666	Pram.g_00867	Prba.g_01445
OG0000667	Pram.g_00872	Prba.g_01441
OG0000668	Pram.g_00713	Prba.g_01411
OG0000669	Pram.g_00724	Prba.g_01404
OG0000670	Pram.g_00727	Prba.g_01402
OG0000671	Pram.g_00729	Prba.g_01400
OG0000672	Pram.g_00732	Prba.g_01397
OG0000673	Pram.g_00735	Prba.g_01394
OG0000674	Pram.g_00737	Prba.g_01392
OG0000675	Pram.g_00738	Prba.g_01391
OG0000676	Pram.g_00740	Prba.g_01389
OG0000677	Pram.g_00741	Prba.g_01388
OG0000678	Pram.g_00743	Prba.g_01386
OG0000679	Pram.g_00747	Prba.g_01382
OG0000680	Pram.g_00748	Prba.g_01381
OG0000681	Pram.g_00751	Prba.g_01379
OG0000682	Pram.g_00752	Prba.g_01378
OG0000683	Pram.g_00753	Prba.g_01377
OG0000684	Pram.g_00754	Prba.g_01375
OG0000685	Pram.g_00756	Prba.g_01373
OG0000686	Pram.g_00757	Prba.g_01372
OG0000687	Pram.g_00758	Prba.g_01371
OG0000688	Pram.g_01036	Prba.g_01368
OG0000689	Pram.g_01035	Prba.g_01367
OG0000690	Pram.g_01034	Prba.g_01366
OG0000691	Pram.g_01033	Prba.g_01365
OG0000692	Pram.g_01031	Prba.g_01363
OG0000693	Pram.g_01030	Prba.g_01362
OG0000694	Pram.g_01029	Prba.g_01361
OG0000695	Pram.g_00917	Prba.g_01359
OG0000696	Pram.g_00918	Prba.g_01358
OG0000697	Pram.g_00919	Prba.g_01357
OG0000698	Pram.g_00922	Prba.g_01354
OG0000699	Pram.g_00923	Prba.g_01353
OG0000700	Pram.g_00924	Prba.g_01352
OG0000701	Pram.g_00925	Prba.g_01351
OG0000702	Pram.g_00927	Prba.g_01349
OG0000703	Pram.g_00928	Prba.g_01348
OG0000704	Pram.g_00930	Prba.g_01347
OG0000705	Pram.g_00936	Prba.g_01343
OG0000706	Pram.g_00937	Prba.g_01342
OG0000707	Pram.g_00938	Prba.g_01341
OG0000708	Pram.g_00940	Prba.g_01340
OG0000709	Pram.g_00944	Prba.g_01336
OG0000710	Pram.g_00947	Prba.g_01333
OG0000711	Pram.g_00963	Prba.g_01316
OG0000712	Pram.g_00964	Prba.g_01314
OG0000713	Pram.g_00965	Prba.g_01313
OG0000714	Pram.g_00966	Prba.g_01312
OG0000715	Pram.g_00968	Prba.g_01310
OG0000716	Pram.g_00970	Prba.g_01308
OG0000717	Pram.g_00971	Prba.g_01307
OG0000718	Pram.g_00973	Prba.g_01295
OG0000719	Pram.g_00975	Prba.g_01293
OG0000720	Pram.g_00986	Prba.g_01284
OG0000721	Pram.g_00990	Prba.g_01282
OG0000722	Pram.g_00991	Prba.g_01281
OG0000723	Pram.g_00995	Prba.g_01278
OG0000724	Pram.g_00893	Prba.g_01269
OG0000725	Pram.g_00887	Prba.g_01263
OG0000726	Pram.g_00886	Prba.g_01262
OG0000727	Pram.g_00885	Prba.g_01261
OG0000728	Pram.g_00883	Prba.g_01259
OG0000729	Pram.g_01208	Prba.g_01214
OG0000730	Pram.g_01182	Prba.g_00749
OG0000731	Pram.g_00335	Prba.g_00745
OG0000733	Pram.g_01547	Prba.g_00096
OG0000734	Pram.g_01156	Prba.g_00079
OG0000735	Pram.g_01154	Prba.g_00077
OG0000736	Pram.g_01153	Prba.g_00076
OG0000737	Pram.g_01152	Prba.g_00075
OG0000738	Pram.g_01148	Prba.g_00071
OG0000739	Pram.g_01147	Prba.g_00070
OG0000740	Pram.g_01146	Prba.g_00069
OG0000741	Pram.g_01144	Prba.g_00068
OG0000742	Pram.g_01141	Prba.g_00065
OG0000743	Pram.g_01139	Prba.g_00063
OG0000744	Pram.g_01137	Prba.g_00062
OG0000745	Pram.g_01136	Prba.g_00060
OG0000746	Pram.g_01134	Prba.g_00058
OG0000747	Pram.g_01133	Prba.g_00057
OG0000748	Pram.g_01129	Prba.g_00054
OG0000749	Pram.g_01128	Prba.g_00053
OG0000750	Pram.g_01127	Prba.g_00052
OG0000751	Pram.g_01124	Prba.g_00050
OG0000752	Pram.g_01122	Prba.g_00048
OG0000753	Pram.g_01119	Prba.g_00045
OG0000754	Pram.g_01117	Prba.g_00042
OG0000755	Pram.g_01111	Prba.g_00039
OG0000756	Pram.g_01110	Prba.g_00038
OG0000757	Pram.g_01103	Prba.g_00032
OG0000758	Pram.g_01102	Prba.g_00031
OG0000759	Pram.g_01101	Prba.g_00030
OG0000760	Pram.g_01100	Prba.g_00029
OG0000761	Pram.g_01099	Prba.g_00028
OG0000762	Pram.g_01098	Prba.g_00027
OG0000763	Pram.g_01096	Prba.g_00025
OG0000764	Pram.g_01095	Prba.g_00024
OG0000765	Pram.g_01087	Prba.g_00015
OG0000766	Pram.g_01086	Prba.g_00014
OG0000767	Pram.g_01084	Prba.g_00012
OG0000768	Pram.g_01083	Prba.g_00011
OG0000769	Pram.g_01081	Prba.g_00009
OG0000770	Pram.g_00570	Prba.g_00007
OG0000771	Pram.g_01254	Prba.g_01084
OG0000772	Pram.g_01569	Prba.g_01167
OG0000773	Pram.g_01221	Prba.g_01183
OG0000774	Pram.g_01223	Prba.g_01185
OG0000775	Pram.g_01225	Prba.g_01187
OG0000776	Pram.g_01226	Prba.g_01188
OG0000777	Pram.g_01227	Prba.g_01189
OG0000778	Pram.g_01228	Prba.g_01190
OG0000779	Pram.g_01232	Prba.g_01194
OG0000780	Pram.g_01233	Prba.g_01195
OG0000781	Pram.g_01236	Prba.g_01198
OG0000782	Pram.g_01237	Prba.g_01199
OG0000783	Pram.g_01238	Prba.g_01200
OG0000784	Pram.g_01239	Prba.g_01201
OG0000785	Pram.g_01241	Prba.g_01203
OG0000786	Pram.g_01244	Prba.g_01205
OG0000787	Pram.g_01245	Prba.g_01206
OG0000788	Pram.g_01271	Prba.g_00209
OG0000789	Pram.g_01281	Prba.g_00206
OG0000790	Pram.g_01463	Prba.g_00191
OG0000791	Pram.g_01461	Prba.g_00189
OG0000792	Pram.g_01460	Prba.g_00188
OG0000793	Pram.g_01456	Prba.g_00185
OG0000794	Pram.g_01455	Prba.g_00184
OG0000795	Pram.g_01454	Prba.g_00183
OG0000796	Pram.g_01450	Prba.g_00179
OG0000797	Pram.g_01449	Prba.g_00178
OG0000798	Pram.g_01415	Prba.g_00166
OG0000799	Pram.g_01398	Prba.g_00115
OG0000800	Pram.g_01397	Prba.g_00114
OG0000801	Pram.g_01396	Prba.g_00113
OG0000802	Pram.g_01394	Prba.g_00111
OG0000803	Pram.g_01392	Prba.g_00109
OG0000804	Pram.g_01391	Prba.g_00108
OG0000805	Pram.g_01389	Prba.g_00106
OG0000806	Pram.g_01387	Prba.g_00720
OG0000807	Pram.g_01386	Prba.g_00719
OG0000808	Pram.g_01385	Prba.g_00718
OG0000809	Pram.g_01383	Prba.g_00715
OG0000810	Pram.g_01382	Prba.g_00714
OG0000811	Pram.g_01375	Prba.g_00710
OG0000812	Pram.g_01373	Prba.g_00708
OG0000813	Pram.g_01372	Prba.g_00707
OG0000814	Pram.g_01370	Prba.g_00705
OG0000815	Pram.g_01369	Prba.g_00704
OG0000816	Pram.g_01367	Prba.g_00702
OG0000817	Pram.g_01366	Prba.g_00701
OG0000818	Pram.g_01361	Prba.g_00696
OG0000819	Pram.g_01360	Prba.g_00695
OG0000820	Pram.g_01359	Prba.g_00694
OG0000821	Pram.g_01355	Prba.g_00690
OG0000822	Pram.g_01354	Prba.g_00689
OG0000823	Pram.g_01353	Prba.g_00688
OG0000824	Pram.g_01350	Prba.g_00685
OG0000825	Pram.g_01349	Prba.g_00684
OG0000826	Pram.g_01348	Prba.g_00683
OG0000827	Pram.g_01347	Prba.g_00682
OG0000828	Pram.g_01344	Prba.g_00679
OG0000829	Pram.g_01343	Prba.g_00678
OG0000830	Pram.g_01342	Prba.g_00677
OG0000831	Pram.g_01340	Prba.g_00350
OG0000832	Pram.g_01330	Prba.g_00344
OG0000833	Pram.g_01321	Prba.g_00336
OG0000834	Pram.g_01320	Prba.g_00335
OG0000835	Pram.g_01319	Prba.g_00334
OG0000836	Pram.g_01318	Prba.g_00333
OG0000837	Pram.g_01317	Prba.g_00332
OG0000838	Pram.g_01314	Prba.g_00330
OG0000839	Pram.g_01313	Prba.g_00329
OG0000840	Pram.g_01312	Prba.g_00328
OG0000841	Pram.g_01311	Prba.g_00327
OG0000842	Pram.g_01310	Prba.g_00326
OG0000843	Pram.g_01309	Prba.g_00325
OG0000844	Pram.g_01308	Prba.g_00324
OG0000845	Pram.g_01307	Prba.g_00323
OG0000846	Pram.g_01306	Prba.g_00322
OG0000847	Pram.g_01305	Prba.g_00321
OG0000848	Pram.g_01304	Prba.g_00320
OG0000849	Pram.g_01303	Prba.g_00319
OG0000850	Pram.g_01301	Prba.g_00317
OG0000851	Pram.g_01300	Prba.g_00316
OG0000852	Pram.g_01299	Prba.g_00315
OG0000853	Pram.g_01294	Prba.g_00311
OG0000854	Pram.g_01292	Prba.g_00309
OG0000855	Pram.g_01291	Prba.g_00308
OG0000856	Pram.g_00567	Prba.g_00293
OG0000857	Pram.g_00824	Prba.g_00266
OG0000858	Pram.g_01625	Prba.g_00232
OG0000859	Pram.g_01626	Prba.g_00231
OG0000860	Pram.g_01634	Prba.g_00618
OG0000861	Pram.g_01635	Prba.g_00617
OG0000862	Pram.g_01636	Prba.g_00616
OG0000863	Pram.g_01638	Prba.g_00614
OG0000864	Pram.g_01639	Prba.g_00613
OG0000865	Pram.g_01640	Prba.g_00612
OG0000866	Pram.g_01641	Prba.g_00611
OG0000867	Pram.g_01642	Prba.g_00610
OG0000868	Pram.g_01644	Prba.g_00609
OG0000869	Pram.g_01647	Prba.g_00605
OG0000870	Pram.g_01652	Prba.g_00600
OG0000871	Pram.g_01653	Prba.g_00599
OG0000872	Pram.g_01654	Prba.g_00598
OG0000873	Pram.g_01657	Prba.g_00595
OG0000874	Pram.g_01660	Prba.g_00592
OG0000875	Pram.g_01662	Prba.g_00591
OG0000876	Pram.g_01663	Prba.g_00590
OG0000877	Pram.g_01665	Prba.g_00588
OG0000878	Pram.g_01666	Prba.g_00587
OG0000879	Pram.g_01667	Prba.g_00586
OG0000880	Pram.g_01668	Prba.g_00585
OG0000881	Pram.g_01672	Prba.g_00581
OG0000882	Pram.g_01677	Prba.g_00576
OG0000883	Pram.g_01679	Prba.g_00574
OG0000884	Pram.g_01681	Prba.g_00573
OG0000885	Pram.g_01682	Prba.g_00572
OG0000886	Pram.g_01683	Prba.g_00571
OG0000887	Pram.g_01684	Prba.g_00570
OG0000888	Pram.g_01686	Prba.g_00568
OG0000889	Pram.g_01688	Prba.g_00566
OG0000890	Pram.g_01689	Prba.g_00565
OG0000891	Pram.g_01690	Prba.g_00564
OG0000892	Pram.g_01691	Prba.g_00352
OG0000893	Pram.g_01695	Prba.g_00357
OG0000894	Pram.g_01698	Prba.g_00359
OG0000895	Pram.g_01702	Prba.g_00362
OG0000896	Pram.g_01703	Prba.g_00363
OG0000897	Pram.g_01705	Prba.g_00365
OG0000898	Pram.g_01706	Prba.g_00366
OG0000899	Pram.g_01707	Prba.g_00367
OG0000900	Pram.g_01708	Prba.g_00368
OG0000901	Pram.g_01711	Prba.g_00371
OG0000902	Pram.g_01713	Prba.g_00373
OG0000903	Pram.g_01717	Prba.g_00376
OG0000904	Pram.g_01722	Prba.g_00378
OG0000905	Pram.g_01715	Prba.g_00383
OG0000906	Pram.g_01714	Prba.g_00384
OG0000907	Pram.g_01727	Prba.g_00387
OG0000908	Pram.g_01730	Prba.g_00390
OG0000909	Pram.g_01731	Prba.g_00391
OG0000910	Pram.g_01732	Prba.g_00392
OG0000911	Pram.g_01734	Prba.g_00394
OG0000912	Pram.g_01735	Prba.g_00395
OG0000913	Pram.g_01736	Prba.g_00396
OG0000914	Pram.g_01737	Prba.g_00397
OG0000915	Pram.g_01738	Prba.g_00398
OG0000916	Pram.g_01739	Prba.g_00399
OG0000917	Pram.g_01740	Prba.g_00400
OG0000918	Pram.g_01741	Prba.g_00401
OG0000919	Pram.g_01742	Prba.g_00402
OG0000920	Pram.g_01743	Prba.g_00403
OG0000921	Pram.g_01744	Prba.g_00404
OG0000922	Pram.g_01745	Prba.g_00405
OG0000923	Pram.g_01749	Prba.g_00409
OG0000924	Pram.g_01750	Prba.g_00410
OG0000925	Pram.g_01751	Prba.g_00411
OG0000926	Pram.g_01752	Prba.g_00412
OG0000927	Pram.g_01754	Prba.g_00414
OG0000928	Pram.g_01755	Prba.g_00415
OG0000929	Pram.g_01756	Prba.g_00416
OG0000930	Pram.g_01757	Prba.g_00417
OG0000931	Pram.g_01758	Prba.g_00418
OG0000932	Pram.g_01759	Prba.g_00419
OG0000933	Pram.g_01763	Prba.g_00423
OG0000934	Pram.g_01765	Prba.g_00425
OG0000935	Pram.g_01766	Prba.g_00426
OG0000936	Pram.g_01767	Prba.g_00427
OG0000937	Pram.g_01768	Prba.g_00428
OG0000938	Pram.g_01771	Prba.g_00430
OG0000939	Pram.g_01772	Prba.g_00431
OG0000940	Pram.g_01779	Prba.g_00438
OG0000941	Pram.g_01781	Prba.g_01049
OG0000942	Pram.g_01783	Prba.g_01051
OG0000943	Pram.g_01784	Prba.g_01052
OG0000944	Pram.g_01786	Prba.g_01053
OG0000945	Pram.g_01787	Prba.g_01054
OG0000946	Pram.g_01793	Prba.g_01059
OG0000947	Pram.g_01795	Prba.g_01061
OG0000948	Pram.g_01796	Prba.g_01062
OG0000949	Pram.g_01799	Prba.g_01065
OG0000950	Pram.g_01806	Prba.g_01070
OG0000951	Pram.g_01810	Prba.g_01074
OG0000952	Pram.g_01814	Prba.g_01078
OG0000953	Pram.g_01818	Prba.g_00753
OG0000954	Pram.g_01822	Prba.g_00757
OG0000955	Pram.g_01823	Prba.g_00758
OG0000956	Pram.g_01825	Prba.g_00760
OG0000957	Pram.g_01831	Prba.g_00766
OG0000958	Pram.g_01832	Prba.g_00767
OG0000959	Pram.g_01836	Prba.g_00771
OG0000960	Pram.g_01837	Prba.g_00772
OG0000961	Pram.g_01840	Prba.g_00774
OG0000962	Pram.g_01842	Prba.g_00776
OG0000963	Pram.g_01846	Prba.g_00780
OG0000964	Pram.g_01847	Prba.g_00781
OG0000965	Pram.g_01848	Prba.g_00782
OG0000966	Pram.g_01854	Prba.g_00789
OG0000967	Pram.g_01858	Prba.g_00794
OG0000968	Pram.g_01860	Prba.g_00796
OG0000969	Pram.g_01861	Prba.g_00797
OG0000970	Pram.g_01862	Prba.g_00798
OG0000971	Pram.g_01863	Prba.g_00799
OG0000972	Pram.g_01864	Prba.g_00800
OG0000973	Pram.g_01865	Prba.g_00801
OG0000974	Pram.g_01866	Prba.g_00802
OG0000975	Pram.g_01867	Prba.g_00803
OG0000976	Pram.g_01868	Prba.g_00804
OG0000977	Pram.g_01869	Prba.g_00805
OG0000978	Pram.g_01870	Prba.g_00806
OG0000979	Pram.g_01873	Prba.g_00809
OG0000980	Pram.g_01875	Prba.g_00811
OG0000981	Pram.g_01878	Prba.g_00813
OG0000982	Pram.g_01880	Prba.g_00815
OG0000983	Pram.g_01881	Prba.g_00816
OG0000984	Pram.g_01882	Prba.g_00817
OG0000985	Pram.g_01885	Prba.g_00820
OG0000986	Pram.g_01887	Prba.g_00822
OG0000987	Pram.g_01888	Prba.g_00823
OG0000988	Pram.g_01891	Prba.g_00826
OG0000989	Pram.g_01895	Prba.g_00830
OG0000990	Pram.g_01900	Prba.g_00833
OG0000991	Pram.g_01901	Prba.g_00834
OG0000992	Pram.g_01904	Prba.g_00836
OG0000993	Pram.g_01905	Prba.g_00837
OG0000994	Pram.g_01906	Prba.g_00838
OG0000995	Pram.g_01910	Prba.g_00842
OG0000996	Pram.g_01911	Prba.g_00843
OG0000997	Pram.g_01913	Prba.g_00844
OG0000998	Pram.g_01915	Prba.g_00846
OG0000999	Pram.g_01916	Prba.g_00847
OG0001000	Pram.g_01919	Prba.g_01778
OG0001001	Pram.g_01924	Prba.g_01780
OG0001002	Pram.g_01929	Prba.g_01784
OG0001003	Pram.g_01930	Prba.g_01785
OG0001004	Pram.g_01931	Prba.g_01786
OG0001005	Pram.g_01932	Prba.g_01787
OG0001006	Pram.g_01936	Prba.g_01791
OG0001007	Pram.g_01938	Prba.g_01793
OG0001008	Pram.g_00372	Prba.g_01024
OG0001009	Pram.g_00014	Prba.g_01820
OG0001010	Pram.g_00015	Prba.g_01821
OG0001011	Pram.g_00016	Prba.g_01822
OG0001012	Pram.g_00028	Prba.g_01837
OG0001013	Pram.g_00035	Prba.g_01842
OG0001014	Pram.g_00038	Prba.g_01845
OG0001015	Pram.g_00039	Prba.g_01846
OG0001016	Pram.g_00058	Prba.g_01861
OG0001017	Pram.g_00062	Prba.g_01865
OG0001018	Pram.g_00064	Prba.g_01868
OG0001019	Pram.g_00073	Prba.g_01877
OG0001020	Pram.g_00074	Prba.g_01878
OG0001021	Pram.g_00075	Prba.g_01879
OG0001022	Pram.g_00078	Prba.g_01882
OG0001023	Pram.g_00079	Prba.g_01883
OG0001024	Pram.g_00082	Prba.g_01886
OG0001025	Pram.g_00089	Prba.g_01892
OG0001026	Pram.g_00097	Prba.g_01899
OG0001027	Pram.g_00098	Prba.g_01900
OG0001028	Pram.g_00100	Prba.g_01902
OG0001029	Pram.g_00101	Prba.g_01903
OG0001030	Pram.g_00117	Prba.g_01918
OG0001031	Pram.g_00171	Prba.g_00642
OG0001032	Pram.g_00172	Prba.g_00643
OG0001033	Pram.g_00193	Prba.g_00664
OG0001034	Pram.g_00223	Prba.g_00455
OG0001035	Pram.g_00243	Prba.g_00473
OG0001036	Pram.g_00247	Prba.g_00477
OG0001037	Pram.g_00248	Prba.g_00478
OG0001038	Pram.g_00266	Prba.g_00495
OG0001039	Pram.g_00269	Prba.g_00498
OG0001040	Pram.g_00271	Prba.g_00500
OG0001041	Pram.g_00276	Prba.g_00504
OG0001042	Pram.g_00293	Prba.g_00520
OG0001043	Pram.g_00294	Prba.g_00521
OG0001044	Pram.g_00327	Prba.g_00549
OG0001045	Pram.g_00337	Prba.g_00558
OG0001046	Pram.g_01537	Prba.g_00873
OG0001047	Pram.g_00374	Prba.g_01022
OG0001048	Pram.g_00375	Prba.g_01021
OG0001049	Pram.g_00377	Prba.g_01019
OG0001050	Pram.g_00378	Prba.g_01018
OG0001051	Pram.g_00379	Prba.g_01017
OG0001052	Pram.g_00407	Prba.g_00990
OG0001053	Pram.g_00419	Prba.g_00978
OG0001054	Pram.g_00434	Prba.g_00963
OG0001055	Pram.g_00454	Prba.g_00944
OG0001056	Pram.g_00474	Prba.g_00925
OG0001057	Pram.g_00478	Prba.g_01774
OG0001058	Pram.g_00486	Prba.g_01766
OG0001059	Pram.g_00490	Prba.g_01762
OG0001060	Pram.g_00497	Prba.g_01755
OG0001061	Pram.g_00512	Prba.g_01742
OG0001062	Pram.g_00514	Prba.g_01740
OG0001063	Pram.g_00516	Prba.g_01738
OG0001064	Pram.g_00517	Prba.g_01737
OG0001065	Pram.g_00518	Prba.g_01736
OG0001066	Pram.g_00519	Prba.g_01735
OG0001067	Pram.g_00520	Prba.g_01734
OG0001068	Pram.g_00521	Prba.g_01733
OG0001069	Pram.g_00522	Prba.g_01732
OG0001070	Pram.g_00524	Prba.g_01729
OG0001071	Pram.g_00525	Prba.g_01728
OG0001072	Pram.g_00527	Prba.g_01727
OG0001073	Pram.g_00541	Prba.g_01713
OG0001074	Pram.g_00553	Prba.g_01702
OG0001075	Pram.g_00554	Prba.g_01701
OG0001076	Pram.g_00562	Prba.g_01693
OG0001077	Pram.g_00568	Prba.g_01689
OG0001078	Pram.g_01074	Prba.g_01681
OG0001079	Pram.g_01063	Prba.g_01670
OG0001080	Pram.g_01057	Prba.g_01664
OG0001081	Pram.g_01055	Prba.g_01662
OG0001082	Pram.g_01054	Prba.g_01661
OG0001083	Pram.g_01049	Prba.g_01656
OG0001084	Pram.g_01048	Prba.g_01655
OG0001085	Pram.g_00760	Prba.g_01647
OG0001086	Pram.g_00761	Prba.g_01646
OG0001087	Pram.g_00779	Prba.g_01629
OG0001088	Pram.g_00780	Prba.g_01628
OG0001089	Pram.g_00791	Prba.g_01620
OG0001090	Pram.g_00802	Prba.g_01593
OG0001091	Pram.g_01027	Prba.g_01591
OG0001092	Pram.g_01026	Prba.g_01590
OG0001093	Pram.g_01021	Prba.g_01585
OG0001094	Pram.g_01028	Prba.g_01505
OG0001095	Pram.g_00822	Prba.g_01486
OG0001096	Pram.g_00836	Prba.g_01473
OG0001097	Pram.g_00855	Prba.g_01454
OG0001098	Pram.g_00876	Prba.g_01439
OG0001099	Pram.g_00717	Prba.g_01407
OG0001100	Pram.g_00726	Prba.g_01403
OG0001101	Pram.g_00728	Prba.g_01401
OG0001102	Pram.g_00731	Prba.g_01398
OG0001103	Pram.g_00733	Prba.g_01396
OG0001104	Pram.g_00755	Prba.g_01374
OG0001105	Pram.g_00759	Prba.g_01370
OG0001106	Pram.g_00931	Prba.g_01346
OG0001107	Pram.g_00941	Prba.g_01339
OG0001108	Pram.g_00945	Prba.g_01335
OG0001109	Pram.g_00946	Prba.g_01334
OG0001110	Pram.g_00948	Prba.g_01332
OG0001111	Pram.g_00949	Prba.g_01331
OG0001112	Pram.g_00950	Prba.g_01330
OG0001113	Pram.g_00951	Prba.g_01329
OG0001114	Pram.g_00952	Prba.g_01328
OG0001115	Pram.g_00954	Prba.g_01326
OG0001116	Pram.g_00955	Prba.g_01325
OG0001117	Pram.g_00956	Prba.g_01324
OG0001118	Pram.g_00957	Prba.g_01323
OG0001119	Pram.g_00958	Prba.g_01322
OG0001120	Pram.g_00959	Prba.g_01320
OG0001122	Pram.g_00976	Prba.g_01292
OG0001123	Pram.g_00981	Prba.g_01288
OG0001124	Pram.g_00983	Prba.g_01286
OG0001125	Pram.g_00985	Prba.g_01285
OG0001126	Pram.g_00899	Prba.g_01275
OG0001127	Pram.g_00898	Prba.g_01274
OG0001128	Pram.g_00896	Prba.g_01272
OG0001129	Pram.g_00895	Prba.g_01271
OG0001130	Pram.g_00894	Prba.g_01270
OG0001131	Pram.g_00356	Prba.g_01234
OG0001132	Pram.g_00683	Prba.g_01225
OG0001133	Pram.g_01469	Prba.g_00729
OG0001134	Pram.g_01546	Prba.g_00097
OG0001135	Pram.g_01549	Prba.g_00094
OG0001136	Pram.g_01143	Prba.g_00067
OG0001137	Pram.g_01130	Prba.g_00055
OG0001138	Pram.g_01109	Prba.g_00037
OG0001139	Pram.g_01107	Prba.g_00036
OG0001140	Pram.g_01106	Prba.g_00035
OG0001141	Pram.g_01105	Prba.g_00034
OG0001142	Pram.g_01104	Prba.g_00033
OG0001143	Pram.g_01097	Prba.g_00026
OG0001144	Pram.g_01092	Prba.g_00021
OG0001145	Pram.g_01222	Prba.g_01184
OG0001146	Pram.g_01234	Prba.g_01196
OG0001147	Pram.g_01475	Prba.g_00210
OG0001148	Pram.g_01466	Prba.g_00194
OG0001149	Pram.g_01465	Prba.g_00193
OG0001150	Pram.g_01464	Prba.g_00192
OG0001151	Pram.g_01452	Prba.g_00181
OG0001152	Pram.g_01451	Prba.g_00180
OG0001153	Pram.g_01346	Prba.g_00681
OG0001154	Pram.g_01345	Prba.g_00680
OG0001155	Pram.g_01328	Prba.g_00343
OG0001156	Pram.g_01325	Prba.g_00340
OG0001157	Pram.g_01324	Prba.g_00339
OG0001158	Pram.g_01323	Prba.g_00338
OG0001159	Pram.g_01322	Prba.g_00337
OG0001160	Pram.g_01296	Prba.g_00313
OG0001161	Pram.g_01577	Prba.g_00300
